Charge / Procedure Number,CPT / HCPCS Code,Billing Description,CDM Price
6467144,,Screw STRY Poly XIA 3 5.5x45mm 482315545,"2,700.00"
6467145,,Screw SY Cortex pelvic 3.5x80mm 204.680,93.00
6467146,,Rod NV Armada TI 5.5x300mm 8452300,"1,763.00"
6467147,,Plate BIO DVR Narrow Left DVRANL,"3,003.00"
6467148,,Screw BIO Peg 2.5x24mm SP24000,324.00
6467149,,"Needle Stimuplex Ultra No longer available it has been dicontinued by the manufacture as of 6/25/14""","3,281.00"
6467151,,Burn Aid Gel Packets 25/Pk,328.00
6467152,,Nail Zi CPN 10mm x34cm Rt 47-2493-342-10,"8,218.00"
6467153,,00591-2468-10 - metoclopramide 10 mg Tab - 00591-2468-10,1.10
6467154,,00641-6000-10 - LORazepam 2 mg/mL Sol,192.70
6467155,,16714-0207-01 - cefdinir 250 mg/5 mL Pow,8.30
6467156,,47335-0178-40 - oxaliplatin 100 mg Pow,"8,784.40"
6467157,,47335-0176-40 - oxaliplatin 50 mg Pow,"6,990.80"
6467178,,00641-6077-10 - neostigmine 1 mg/mL Sol,180.20
6467179,,00093-0054-01 - busPIRone 10 mg Tab - 00093-0054-01,6.80
6467180,,68382-0765-06 - clarithromycin 250 mg/5 mL Oral Liq 100 mL - 68382-0765-06,246.80
6467200,,CAD Profee 77051,72.00
6467201,,CAD Profee 77052,89.00
6480788,,BTB Tightrope  AR-1588BTB,501.00
6480790,,Plate Sy Humerus 2.7/3.5mm Va-Lcp Lat Dist 1H Rt 02.117.801,"3,707.00"
6480791,,Plate Sy Humerus 2.7/3.5mm Va-Lcp Ext Med Dist 2H Rt 02.117.602,"4,056.00"
6480792,,Liner Zi Continuum Sz EE 28x44mm 8751-006-28,"5,490.00"
6480795,,Shunt Aesc Pro-Gav w/Ped Flush Reserv FV466T,"7,474.00"
6480796,,Programer Aesc Pro-Gav Check-Mate FV409T,"4,583.00"
6480797,,Kit Aesc Pro-Gav Instrument Set Extended FV499T,"42,500.00"
6480800,,Shell Zi Continuum Cluster Sz 44 EE 8757-044-01,"5,832.00"
6509130,,00591-2465-01 - desmopressin 0.2 mg Tab,38.10
6509159,,"Hemorrhoidopexy (eg, for prolapsing internal hemorrhoids) by stapling","8,574.00"
6509165,,Foreskin manipulation including lysis of preputial adhesions and stretching,"3,898.00"
6509180,,"Excision of Lesion, Conjunctiva; up to 1 cm","2,736.00"
6509192,,00641-6077-01 - neostigmine 1 mg/mL Soln-Inj,127.00
6522776,,Graft Pericardium Peri-Guard 8cm x14cm PC-0814SNBIO,"1,941.00"
6522777,,Plate ZI Dist/Med/Lat/Tib RT 8H 2357-009-06,"4,564.00"
6522778,,Clamp Aesculap Cranifix2 11mm FF490T,241.00
6522779,,Clamp Aesculap Cranifix2 16mm FF491T,322.00
6522780,,Clamp Aesculap Cranifix2 20mm FF492T,375.00
6522832,,63304-0773-90 - LORazepam 1 mg Tab - 63304-0773-90,4.45
6536391,,STEM ZI FITMORE B EXT SZ 5   01.00551.305,"13,860.00"
6536392,,Nail Zi ZNN Tibial 10mm x28cm 47-2495-280-10,"5,947.00"
6536393,,Plate Zi ULS 3.5mm LCDC 9H 4936-009-07,"1,032.00"
6536394,,Plate Sy MatrixRib Pre-Contoured 16H Rt 04.501.004,"4,809.00"
6536396,,Plate Sy Olecranon 3.5mm LCP 2H Lt 236.503,"3,221.00"
6536397,,Plate Sy Humerus 3.5mm Posterolat Dist 3H Rt 241.272,"3,890.00"
6536400,,K-Wire Sy 2.0 threaded-trocar point 150mm 292.79,"1,889.00"
6536401,,Plate Sy 3.5 Low Profile Recon 14Hole 02.100.114,"2,816.00"
6536402,,Plate Sy 3.5 Low Profile Recon 16Hole 02.100.116,"2,987.00"
6536410,,"CULTURE, TYPING, IMMUNOFLUORESCENT METHOD S/O",138.00
6536417,,COMPLETE METABOLIC PANEL S/O,213.00
6536421,,CHOLESTEROL S/O,78.00
6536422,,LIPASE S/O,187.00
6536426,,NUCLEIC ACID PHENOTYPE 1 EACH S/O,149.00
6536427,,IMMUNOASSAY PLASMODIUM (MALARIA) S/O,94.00
6536443,,"Stereotactic computer-assisted (navigational) procedure; cranial, extradural","1,635.00"
6536447,,00603-7864-49 - triamcinolone topical 0.1% Lot,427.50
6536448,,00603-4655-02 - montelukast 10 mg Tab,28.30
6536449,,51079-0724-20 - zolpidem 5 mg Tab,23.10
6536455,,51079-0724-01 - zolpidem 5 mg Tab,23.10
6536492,,"Doppler Echo, Color Flow Velocity Mapping","1,208.00"
6536595,,"Digital Mammogram - RT diagnostic, unilateral",330.00
6536596,,"Digital Mammogram - diagnostic, bilateral",361.00
6536597,,Digital Mammogram - screening,302.00
6536603,,"Digital Mammogram - LT diagnostic, unilateral",330.00
6550171,,Screw Sy Cannulated 6.5x145mm 208.451,929.00
6550172,,Plate Sy Tib 3.5mm Lcp Prox L/B 8H Rt 02.124.208,"5,341.00"
6550173,,Plate Sy Postmed Tib 3.5mm Lcp Prox 2H 02.120.702,"3,069.00"
6550174,,SCREW TFN COMPRESSION  357.052,467.00
6550175,,Screw STRY biased angle 3.5x10mm 48552310,"2,400.00"
6550176,,Rod STRY 3.5x70mm 48552070,574.00
6550177,,Spacer STRY AVS AS 8x12x14x4deg 48322084,"3,900.00"
6550178,,Spacer STRY AVS AS 7x12x14x4deg 48322074,"3,900.00"
6550179,,Plate STRY Aviator 3 level Sz 51 48811351,"3,525.00"
6550180,,Screw Stry  Aviator VA 4.0x12mm SD 48824012,645.00
6550181,,Screw STRY XIA 3 TI PA DIA 4.5x40mm 482314540,"2,700.00"
6550182,,Rod STRY XIA 3 TI Rad DIAM 6mm L 120mm 48238120,600.00
6550183,,Screw STRY XIA 3 Ti Blocker 48230000,565.00
6550184,,Screw STRY Oasys Blocker 48551000,353.00
6550226,,00378-5613-12 - levETIRAcetam 250 mg Tab,14.40
6550227,,51672-2073-08 - loratadine 5 mg/5 mL Syr,49.45
6550228,,"59528-0416-05 - multivitamin with minerals Calcium, Folic Acid and Magnesium Tab",0.90
6550231,,54092-0513-02 - guanFACINE 1 mg Tab,58.30
6550232,,00456-0458-01 - thyroid desiccated 30 mg Tab,3.45
6550235,,00574-0870-05 - estradiol valerate 20 mg/ml inj 5ml - 00574-0870-0l,750.50
6563790,,Screw Sy 2.0 locking 26mm st 201.896,436.00
6563791,,Plate Sy LCP 1.5mm 6H T 02.114.006,"1,496.00"
6563792,,Plate Sy LCP 1.5mm 7H T 02.114.007,"1,496.00"
6563793,,Plate Sy LCP 1.5mm 4H Y 02.114.004,775.00
6563794,,Screw Sy 1.5mm cortex 9mm st 02.214.009,393.00
6563795,,Rod STRY Oasys 3.5x12mm 48552025,574.00
6563796,,Screw Sy 1.5mm cortex 7mm st 02.214.107,146.00
6563797,,Plate Sy matrixmandible 2mm 7x23H/L angle 04.503.733,"6,516.00"
6563798,,Screw Stry Biased Angle 3.5x25mm 48552312,"2,400.00"
6563803,,Basket BSci Segura Stone Removal 3fr. 90cm 380-102,"2,294.00"
6563804,,Device Sy Mini Lenthening 110mm 394.071,"29,490.00"
6563805,,Nut S&N Ilizarov thick italian 71070286,"2,652.00"
6563806,,Connector Stry Crosslink Multi-Axial XIA 3 48236035,"1,800.00"
6563808,,00000-0160-50 - misoprostol 50 mcg Tab,2.45
6563809,,00378-8170-91 - dronabinol 2.5 mg Cap,29.50
6563876,,76329-3339-01 - atropine 0.1 mg/mL Sol,114.90
6563878,,50383-0311-47 - gabapentin 250 mg/5 mL Oral Sol 470 mL - 50383-0311-47,632.90
6563882,,00054-0220-31 - QUEtiapine 25 mg Tab - 00054-0220-31,20.00
6563883,,31722-0213-30 - sertraline 50 mg Tab - 31722-0213-30,14.25
6577440,,Anchor S&N Bioraptor Crvd 2.3mm 72203280,"1,185.00"
6577441,,Screw AR Peek Corkscrew AR-1927PSF,"1,781.00"
6577443,,Screw Sy Shaft 3.5x34mm 204.234,68.00
6577444,,Screw Sy 1.5mm Lcp 7mm St 02.214.007,393.00
6577448,,Plate Sy Adaption Lcp 1.5mm 6H 02.114.503,"1,585.00"
6577449,,Plate Sy T 1.5mm Lcp 3 Head 8H 02.114.506,"1,676.00"
6577450,,Plate Sy Y 1.5mm Lcp 3 Head 8H 02.114.513,"1,602.00"
6604668,,00555-0886-02 - estradiol 1 mg Tab - 00555-0886-02,3.40
6619114,,zz76519- A-Opth. Eye scan US w IOL measure,160.00
6619115,,92136 - Opth. Partial coherence biometry,130.00
6619122,,62559-0149-01 - esterified estrogens-methylTESTOSTERone 1.25 mg-2.5 mg Tab - 62559-0149-01,24.00
6619222,,00603-3180-21 - glycopyrrolate 1 mg Tab,6.60
6619223,,67457-0153-00 - amiodarone 150 mg Soln-IV,35.50
6619225,,CAD w phys review for diagnostic mammography,71.00
6619226,,CAD w phys review for screening mammography,82.00
6619274,,60432-0126-08 - megestrol 40 mg/mL Oral Susp 240 mL - 60432-0126-08,3.00
6633115,,Circuit Resp Infant Contin Flow,261.00
6633117,,76519 - A-Opth. Eye scan US w IOL measure,165.00
6633122,,"57061 - FOR CODING, Destroy Vag. Lesions, simple","3,353.00"
6633130,,54092-0513-02 - guanFACINE 1 mg Tab,58.30
6633131,,"59528-0416-05 - multivit. w/min's Ca, FoliAcid,MgTab",0.90
6633133,,68817-0134-50 - PACLitaxel protein-bound 100 mg Pow,"8,911.90"
6633134,,59762-0180-01 - venlafaxine 37.5 mg Cap,1.55
6633136,,00378-6102-05 - topiramate 50 mg Tab - 00378-6102-05,25.50
6633137,,00378-6101-05 - topiramate 25 mg Tab - 00378-6101-05,12.80
6633138,,00378-3352-99 - estradiol 0.1 mg/24 hours weekly Fil,116.10
6633139,,00049-3450-19 - fluconazole 40 mg/mL Pow,"1,914.80"
6633140,,54643-5649-02 - multivitamin Multiple Vitamins Sol,48.00
6647116,,Screw Biomet Cortical 3.5x18mm CS18000,324.00
6647117,,K-Wire Biomet 1.6mm KW06255,75.00
6647121,,SCREW 2.0MM X 26MM CORTEX ST  201.375.97,135.00
6647122,,Screw Sy Cortex 2.4x34mm ST 201.784,214.00
6647124,,Probe ComforTec Non-Infused 15cm 1pH Channel 6.4 FR / 2.13mm,"1,305.00"
6647125,,Liner Zi Continuum Sz KK 36x56mm 00-8751-012-36,"3,416.00"
6647126,,STEM ZI FITMORE B EXT SZ 7  01.00551.307,"13,860.00"
6647127,,Chips MTF Cancellous 1.7-10.0mm 15cc 400145,"1,650.00"
6647128,,Crushed MTF Cancellous 0.1-4.0mm 15cc 400075,"1,650.00"
6647129,,Chips MTF Cancellous 1.7-10.0mm 30cc 400150,"1,950.00"
6701376,,00904-6080-61 - ranitidine 150 mg Tab,7.95
6701377,,00409-7983-03 - LVP solution Sodium Chloride 0.9% Sol,64.40
6701378,,00944-0491-01 - albumin human 5% Sol,793.20
6701379,,00378-2661-01 - morphine 100 mg/12 hours Tab,46.00
6701380,,31722-0213-05 - sertraline 50 mg Tab - 31722-0213-05,13.60
6701385,,00781-1453-01 - glipiZIDE 10 mg Tab - 00781-1453-01,2.95
6701560,,56820 - COLPOSCOPY OF VULVA,643.00
6701565,,11704-0370-01 - hydroxocobalamin 5 g Pow,"2,338.10"
6701566,,65162-0506-06 - indomethacin 75 mg ER Cap - 65162-0506-06,15.20
6715122,,Nail ZI ZNN Tibial 9.3mmX36cm 47-2495-360-09,"5,947.00"
6715123,,Screw Zi 3.5x50mm Cnn Conical 2359-50-37,283.00
6715124,,Plate Sy Dist Tib 5H 90mm 02.112.205,"2,727.00"
6715125,,Screw Sy Cannulated 6.5x115mm 208.445,995.00
6715126,,00409-3373-01 - fenoldopam 10 mg/mL Sol,"3,023.50"
6715145,,43598-0221-14 - amoxicillin-clavulanate 875 mg-125 mg Tab,25.30
6715146,,00603-5371-21 - primidone 50 mg Tab,2.35
6728704,,51079-0385-20 - carBAMazepine 200 mg Tab,8.00
6728705,,51079-0382-01 - carbamazepine 200 mg Tab,1.80
6728706,,51079-0385-01 - carbamazepine 200 mg Tab,1.80
6728707,,"93042- FOR CODING -Rhythm ECG, 1-3 leads; Interp.& Report Only",99.00
6728734,,External Cephalic Version - ECV,"3,353.00"
6742310,,Plate SU Level 1 28mm ACP128,"3,300.00"
6742311,,Rod SU Pre-bent 5.5x90mm 100-5590,600.00
6742312,,Screw SU Polyaxial 7.5x40mm SLP7540,"3,000.00"
6742314,,Plate IS Level 1 22mm 22-20-0122,"3,300.00"
6742315,,Screw IS 4.0x16mm SD 22-21-4016,840.00
6742316,,Rod IS Prebent 5.5x70mm 10-19-0070,600.00
6742317,,Screw IS Locking Assembly 10-17-0001,510.00
6742318,,Screw IS Polyaxial 5.5x40mm 18-12-5540,"3,000.00"
6742319,,Screw IS Polyaxial 5.5x45mm 18-12-5545,"3,000.00"
6742320,,Plate IS Sm Occipital 25-35mm 16-30-2535,"9,600.00"
6742321,,Rod IS Prebent 3.5x170mm 16-33-0170,"1,500.00"
6742322,,Screw IS Poly 3.5x10mm 16-12-3510,"3,000.00"
6742323,,Screw IS Poly 4.0x12mm 16-12-4012,"3,000.00"
6742324,,Screw IS locking 16-17-0000,510.00
6742325,,Rod IS Arched 45-35mm 16-22-4535,"2,100.00"
6742326,,Screw IS Occipital 4.0x6mm 16-32-4006,900.00
6742327,,Screw IS Occipital 4.5x6mm 16-32-4506,900.00
6742328,,Screw IS Polyaxil 3.5x14mm 16-12-3514,"3,000.00"
6742329,,Screw IS Polyaxil 3.5x16mm 16-12-3516,"3,000.00"
6742330,,Rod IS 3.5x80mm 16-18-0080,600.00
6742331,,Connector IS Crosslink 16-22-1041,"2,100.00"
6742736,,68382-0762-14 - clarithromycin 500 mg Tab,30.10
6742737,,23155-0108-00 - niMODipine 30 mg Cap,92.10
6742738,,00185-0129-05 - bumetanide 1 mg Tab,4.40
6742741,,23155-0108-11 - nimodipine 30 mg Cap,40.60
6756298,,00472-0345-56 - hydrocortisone topical 1% Oin,18.65
6756304,,76329-9061-00 - EPINEPHrine 1 mg/mL Sol,596.10
6756305,,00603-4975-32 - oxybutynin 5 mg Tab,3.85
6756308,,43598-0221-14 - amoxicillin-clavulanate 875 mg-125 mg Tab - 43598-0221-14,25.30
6756309,,00078-0590-61 - zoledronic acid 4 mg/100 mL Sol,"5,877.70"
6797113,,00781-5988-01 - carBAMazepine 400 mg Tab,20.80
6797114,,63323-0064-20 - magnesium sulfate 50% Sol,94.90
6797115,,64764-0451-24 - pioglitazone 45 mg Tab - 64764-0451-24,128.90
6797124,,00054-0010-25 - flecainide 50 mg Tab,8.75
6797128,,00069-0146-02 - methotrexate 25 mg/mL Sol,100.70
6797134,,Excision external ear; complete amputation,"6,640.00"
6797144,,00338-1075-02 - DOBUTamine 2 mg/mL-D5% Sol,400.80
6797147,,50419-0171-03 - regorafenib 40mg Tab,"1,023.70"
6797174,,00000-0271-15 - chlorhexidine topical 0.12 % Soln-Oral,9.55
6797175,,00000-1841-05 - valproic acid 250 mg / 5 mL Syrup-Oral,3.80
6810730,,Nail ZI ZNN Tibial 10mmX36cm 47-2495-360-10,"5,947.00"
6810731,,Screw ZI Cann 7.0x50mm Full Threaded 1147-50-72,708.00
6810732,,Screw SY 1.5mm Cortex 15mm ST 02.214.115,160.00
6810733,,Plate SY LCP 1.5mm 4 Hole w/Guides 02.114.502,929.00
6810734,,Screw SY 6.5mm x 105mm Cann 32mm Thread 208.443,995.00
6810735,,Screw SY 2.4mm TI Cortex ST 11mm,294.00
6810736,,SCREW 2.4MM X 13MM TI CORTEX ST  401.513.96,305.00
6810737,,GUIDEWIRE 1.6MM X 220MM TROCAR POINT NON-THREADED  02.226.001,525.00
6810738,,Screw SY 4.5mm Headless Comp Long Thread 60mm 02.226.760,"1,126.00"
6810739,,Screw SY 4.5mm Headless Comp Long Thread 58mm 02.226.758,"1,291.00"
6810740,,Screw SY 4.5mm Headless Comp Long Thread 54mm 02.226.754,"1,291.00"
6810741,,Screw SY Cannulated 6.5x16mm 208.415,995.00
6810742,,Plate SY 6Hole VA-LCP CRV Condylar 4.5mmX159mm Left 02.124.407,"5,428.00"
6810743,,Plate SY 3.5 LCP Low Bend Dist Tibia 8H/161/LT 02.112.519,"5,196.00"
6810746,,Plate STRY Avaitor 2 level Sz 30 48811230,"3,450.00"
6810747,,Screw Stry Aviator VA 4.0x14mm SD 48824014,645.00
6810750,,63304-0553-01 - clorazepate 7.5 mg Tab,8.00
6810751,,00955-1037-10 - methenamine hippurate 1 g Tab,10.70
6810790,,51285-0942-88 - levonorgestrel 1.5 mg Tab,203.10
6810808,,00904-7591-80 - ferrous sulfate 325 mg Tab,0.10
6810809,,63323-0478-27 - chloroprocaine 3% preservative-free Sol,262.60
6810810,,51285-0942-88 - levonorgestrel 1.5 mg Tab,203.10
6810820,,Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee,"14,013.00"
6810830,,55513-0924-10 - filgrastim 300 mcg/0.5 mL Sol,"1,967.20"
6810837,,00574-0152-10 - caffeine citrate 20 mg/mL Oral Liq 3 mL - 00574-0152-10,228.20
6824397,,55513-0209-10 - filgrastim 480 mcg/0.8 mL Sol,"2,456.50"
6824412,,60258-0850-01 - cyproheptadine 4 mg Tab,5.35
6824413,,00603-5061-21 - perphenazine 4 mg Tab - 00603-5061-21,8.00
6824429,,00904-6221-60 - ursodiol 300 mg Cap - 00904-6221-60,8.15
6824430,,64764-0119-07 - colchicine 0.6 mg Tab - 64764-0119-07,40.70
6837987,,Nail Zi Znn CPN Fem 13mm x34cm Rt 47-2493-342-13,"8,218.00"
6837988,,FlipCutter II 8.0mm AR-1204AF-80,"3,575.00"
6837989,,Screw SY Headless Comp. 3.5x15mm 02.226.015,"1,280.00"
6837999,,Plate AR Locking Dist Fibula SS Lt AR-8943BL-05,"2,787.00"
6838000,,Screw AR Low Pro Locking SS 2.7x18mm AR-8827L-18,315.00
6838001,,Screw AR Low Pro TM SS 3.5x12mm Cortical AR-8835-12,150.00
6838002,,Screw AR Low Pro TM SS 3.5x40mm Cortical AR-8835-40,105.00
6838003,,Screw AR Low Pro TM SS 3.5x50mm Cortical AR-8835-50,105.00
6838004,,Screw AR Low Pro TM SS 3.5x55mm Cortical AR-8835-55,105.00
6838005,,Screw AR Low Pro Locking SS 3.5x10mm AR-8835L-10,330.00
6838006,,Screw AR Low Pro Locking SS 3.5x20mm AR-8835L-20,330.00
6838007,,Screw AR Low Pro Locking SS 2.7x20mm AR-8827L-20,315.00
6838058,,BCR/ABL1 GENE MAJOR BP S/O,813.00
6838059,,BCR/ABL1 GENE MINOR BP S/O,"1,274.00"
6838062,,BRAF GENE S/O,731.00
6838063,,BRCA1&2 SEQ & COM DUP/DEL S/O,"9,275.00"
6838065,,BRCA1&2 UNCOM DUP/DEL VAR S/O,"2,475.00"
6838070,,CFTR GENE COM VARIANTS S/O,438.00
6838075,,CYP2C19 GENE COM VARIANTS S/O,992.00
6838076,,CYP2D6 GENE COM VARIANTS S/O,"1,918.00"
6838077,,CYP2C9 GENE COM VARIANTS S/O,744.00
6838078,,CYTOGEN MICRARRAY COPY NMBR S/O,"3,266.00"
6838079,,CYTOGEN M ARRAY COPY NO&SNP S/O,"4,338.00"
6838080,,EGFR GENE COM VARIANTS S/O,"2,257.00"
6838081,,F2 GENE S/O,333.00
6838082,,F5 GENE S/O,343.00
6838084,,FMR1 GENE DETECTION S/O,174.00
6838085,,FMR1 GENE CHARACTERIZATION S/O,517.00
6838089,,GJB2 GENE FULL SEQUENCE S/O,600.00
6838091,,GJB6 GENE COM VARIANTS S/O,"1,255.00"
6838093,,HFE GENE S/O,541.00
6838094,,HBA1/HBA2 GENE S/O,"1,051.00"
6838098,,IGH VARI REGIONAL MUTATION S/O,954.00
6838100,,STR MARKERS SPECIMEN ANAL S/O,563.00
6838108,,00087-0405-01 - multivit w/Fe Oral Liq (Ped.),0.90
6838132,,"00000-4127-80 - penicillin 80,000 unit(s)/mL Soln-Oral",0.10
6838134,,74177 - for Charge Services- PF Report,901.00
6838165,,"00000-4127-20 - penicillin 1,000 unit(s)/mL Soln-Oral",85.00
6838166,,"Biopsy or excision of lymph node(s); by needle, superficial (eg, cervical, inguinal, axillary)","3,194.00"
6838167,,64679-0991-02 - ziprasidone 20 mg Cap - 64679-0991-02,44.85
6838179,,Needle Biopsy or Excision of Lymph Node(s),"3,194.00"
6851734,,00955-1020-01 - DOCEtaxel 20 mg/mL Sol,855.50
6851735,,00955-1021-04 - DOCEtaxel 20 mg/mL Sol,"3,367.80"
6851738,,55513-0209-10 - filgrastim 480 mcg/0.8 mL Sol,"2,456.50"
6851739,,55513-0924-10 - filgrastim 300 mcg/0.5 mL Sol,"1,967.20"
6851740,,00069-0242-30 - fesoterodine ER 4 mg Tab,59.60
6851741,,"76705 -  FOR CODING-US, ABD, real time with image documentation; limited (eg, single organ, quadr",803.00
6851744,,00069-0244-30 - fesoterodine 8 mg Tab,59.60
6851750,,16714-0613-04 - sertraline 100 mg Tab - 16714-0613-04,13.80
6851751,,16714-0613-06 - sertraline 100 mg Tab - 16714-0613-06,13.60
6851752,,76329-3015-05 - lidocaine topical 2% Gel,46.35
6851753,,JAK2 GENE S/O,808.00
6851754,,KRAS GENE S/O,731.00
6851756,,LONG QT SYND KNOWN FAM VAR S/O,533.00
6851760,,MLH1 GENE FULL SEQ S/O,"2,745.00"
6851761,,MLH1 GENE KNOWN VARIANTS S/O,794.00
6851762,,MLH1 GENE DUP/DELETE VARIANT S/O,810.00
6851763,,MSH2 GENE FULL SEQ S/O,644.00
6851765,,MSH2 GENE DUP/DELETE VARIANT S/O,644.00
6851766,,MSH6 GENE FULL SEQ S/O,"1,224.00"
6851767,,MSH6 GENE KNOWN VARIANTS S/O,"3,459.00"
6851768,,MSH6 GENE DUP/DELETE VARIANT  S/O,687.00
6851769,,MICROSATELLITE INSTABILITY  S/O,570.00
6851776,,PMS2 GENE FULL SEQ ANALYSIS  S/O,"3,319.00"
6851778,,PMS2 GENE DUP/DELET VARIANTS  S/O,941.00
6851779,,PTEN GENE FULL SEQUENCE  S/O,"1,506.00"
6851781,,PTEN GENE DUP/DELET VARIANT  S/O,372.00
6851782,,PMP22 GENE DUP/DELET  S/O,"2,050.00"
6851783,,PMP22 GENE FULL SEQUENCE  S/O,"2,013.00"
6851786,,SNRPN/UBE3A GENE  S/O,891.00
6851792,,VKORC1 GENE  S/O,362.00
6851797,,HLA I TYPING 1 ANTIGEN LR S/O,716.00
6851799,,HLA II TYPING 1 LOCUS LR S/O,328.00
6851804,,HLA I TYPING 1 ALLELE HR S/O,"2,015.00"
6851805,,HLA II TYPING 1 LOCUS HR S/O,585.00
6865365,,Screw Sy Headless Comp 2.4x22mm Short 02.226.222,"1,112.00"
6865366,,SCREW LOCKING VA 5.0 X 20MM ST  02.231.220,592.00
6892666,,00603-9171-54 - griseofulvin microcrystalline 125 mg/5 mL Oral Susp 120 mL - 00603-9171-54,2.60
6892751,,00069-0242-30 - fesoterodine 4 mg Tab,59.60
6892752,,00069-0244-30 - fesoterodine 8 mg Tab,59.60
6892761,,00093-0132-01 - lamoTRIgine 25 mg Chew Tab - 00093-0132-01,16.00
6892768,,00378-5617-78 - levETIRAcetam 750 mg Tab,23.85
6892769,,63323-0280-02 - furosemide 10 mg/mL Sol,83.75
6906339,,Device Sy Mini Lenghening 160mm 394.08,"11,953.00"
6906340,,Liner Zi Continuum Logevity Oblique II 32x52mm 8755-010-32,"6,780.00"
6906341,,Head Zi BF Offset 23x56mm 4302-056-23,"10,238.00"
6906342,,Glenoid Zi TM Art Surface 52x56mm 4326-052-56,"5,166.00"
6906343,,Stem Zi TM Humeral 42deg 11x130mm 4342-111-13,"10,857.00"
6906344,,Drill Zi TM Reverse 2.5mm 47-4309-046-01,"3,150.00"
6906345,,Belt custom Hernia / Ostomy,645.00
6906346,,Ring S&N Half 130mm 71070123,"7,250.00"
6906347,,Clamp ZI Blue Bar to Bar Clamp 3-D 5200-010-01,"6,122.00"
6906349,,Clamp ZI Blue 75mm Pin Clamp 2-Bar 5200-030-06,"14,450.00"
6906350,,Bar ZI 11mm x 150mm 5202-011-15,"2,365.00"
6906351,,Bar ZI 11mm x 300mm 5202-011-30,"2,878.00"
6906352,,Bar ZI 11mm x 350mm 5202-011-35,"3,055.00"
6906353,,Pin ZI Half 3mm x 100mm x 15 5204-030-15,497.00
6906354,,Pin ZI Half 5mm x 200mm x 65 5204-030-15,548.00
6906355,,Drill ZI 2.4mm Drill 5207-024-30,"1,562.00"
6906356,,Drill ZI Long 4.0mm Drill 5207-040-10,"1,696.00"
6906401,,00409-9558-10 - rocuronium 10 mg/mL Sol,87.80
6906403,,76282-0213-05 - sertraline 50 mg Tab - 76282-0213-05,13.60
6906405,,63304-0311-90 - pioglitazone 15 mg Tab - 63304-0311-90,35.05
6906407,,63304-0313-90 - pioglitazone 45 mg Tab - 63304-0313-90,58.10
6906408,,00054-0221-25 - QUEtiapine 100 mg Tab,1.95
6906409,,00054-0222-25 - QUEtiapine 200 mg Tab - 00054-0222-25,64.70
6906410,,00054-0223-21 - QUEtiapine 300 mg Tab - 00054-0223-21,84.85
6919964,,Mesh Surgimend 3.0 (Bovine) 16x20cm 606-300-008,"22,080.00"
6919965,,Plate Sy 1/3 Tub w/collar 6Hx109mm 241.39,268.00
6919970,,Mask Nasal Infant Med Blue IF LP Generator Only 10/Pk,"1,985.00"
6919971,,Mask Nasal Infant Lrg Purple IF LP Generator Only 10/Pk,"1,985.00"
6919973,,00378-5208-77 - amLODIPine 2.5 mg Tab,8.65
6919974,,60429-0300-01 - piroxicam 20 mg Cap,10.40
6919975,,17478-0107-20 - levofloxacin 25 mg/mL Sol,427.20
6919976,,63323-0280-04 - furosemide 10 mg/mL Sol,152.80
6919977,,76329-3390-01 - lidocaine 2% preservative-free Sol,97.40
6920056,,50242-0074-01 - somatropin 10 mg/2 mL Sol,"7,635.10"
6920057,,61553-0422-02 - magnesium sulfate 10 gm in LR 250 mL Soln-IV,122.10
6920060,,MOL PATH L1 S/O,945.00
6920075,,FTL CGEN ABNOR THREE ANAL S/O,672.00
6920079,,GALECTIN 3 S/O,71.00
6920080,,CELL ENUMERATION & ID S/O,348.00
6920081,,NUCLEAR MATRIX PROTEIN 22 S/O,89.00
6920082,,JC (JOHN CUNNINGHAM)  VIRUS ANTIBODY S/O,"2,579.00"
6920083,,HLA CLASS I & II ANTIBODY QUAL S/O,218.00
6920084,,HLA CLASS I/II ANTIBODY QUAL S/O,164.00
6920085,,HLA CLASS I PHENOTYPE QUAL S/O,447.00
6920086,,HLA CLASS II PHENOTYPE QUAL S/O,382.00
6920087,,HLA CLASS I HIGH DEFIN QUAL S/O,700.00
6920088,,HLA CLASS II HIGH DEFIN QUAL S/O,639.00
6920089,,HLA CLASS I SEMIQUANT PANEL S/O,433.00
6920090,,HLA CLASS II SEMIQUANT PANEL S/O,433.00
6920091,,HIV-1 AG W/HIV-2 AB S/O,125.00
6920092,,RESP VIRUS 3-5 TARGETS S/O,709.00
6920093,,RESP VIRUS 6-11 TARGETS S/O,"1,179.00"
6920094,,RESP VIRUS 12-25 TARGETS S/O,985.00
6920095,,GENOTYPE CYTOMEGALOVIRUS S/O,"1,292.00"
6920096,,GENOTYPE DNA HEPATITIS B S/O,"1,424.00"
6920097,,CELL ENUMERATION PHYS INTERP S/O,130.00
6920098,,OPTICAL ENDOMICROSPTY INTERP,209.00
6920100,,62037-0831-10 - metoprolol 50 mg ER Tab - 62037-0831-10,5.30
6933654,,Mesh Surgimend 3.0 (Bovine) 13x25mm 606-300-009,"22,425.00"
6933656,,Plate SY Low Pro Curved Recon 6H/78mm 245.876,"1,542.00"
6933661,,Tube Gastrostomy Mic 22Fr 7-10mL Balloon,572.00
6933662,,HLA X-MATCH NON-CYTOTOXIC,445.00
