Hospital Name:  AHMC GARFIELD MEDICAL CENTER,,,,
OSHPD Facility No: 106190315,,,,
"Effective Date of Charges: June 1, 2018",,,,
,,,,
,,,,
CDM,CHARGE DESCRIPTION , PRICE ,,
2843076,DICLOFENAC (VOLTAREN) 0.1% OPT : 5ML,$217.00,,
2843077,TORSEMIDE (DEMADEX) TAB : 10MG,$18.00,,
2843079,morphine SYG : 4MG/ML,$152.00,,
2843080,LOVASTATIN (MEVACOR) TAB : 10MG,$18.00,,
2843081,LIDOCAINE 1% WITH EPI : 10ML,$68.00,,
2843082,ANASTROZOLE (ARIMIDEX) TAB : 1MG,$44.00,,
2843084,TORSEMIDE (DEMADEX) TAB : 20MG,$18.00,,
2843086,PSEUDOEPHEDRINE (DRIXORAL) TAB : 120MG,$26.00,,
2843087,TIROFIBAN (AGGRASTAT) PER 0.25MG,$34.00,,
2843089,SEVELAMER (RENAGEL) TAB  400MG,$14.00,,
2843090,FUROSEMIDE (LASIX) INJ : 20MG/2ML,$138.00,,
2843091,SEVELAMER HCL (RENAGEL) TAB  800MG,$37.05,,
2843093,BUSULFAN (MYLERAN) TAB : 2MG,$26.00,,
2843097,JEVITY 1.2 CAL : 240ML,$60.00,,
2843098,JEVITY 1 CAL : 240 ML,$51.00,,
2843099,DICLOXACIL (DYNAPEN) CAP : 250MG,$37.00,,
2843100,CAFFEINE/SOD BENZ 2ML VIAL : 500MG/2ML,$70.00,,
2843103,CLINDAMYCIN (CLEOCIN PED) SOLN: 75MG/5ML,$303.00,,
2843104,FUROSEMIDE (LASIX) INJ : 40MG/4ML,$191.00,,
2843105,morphine SYG : 10MG/ML,$152.00,,
2843106,ETHAMBUTOL (MYAMBUTOL) TAB : 100MG,$14.00,,
2843107,traMADol (ULTRAM) TAB : 50MG,$20.00,,
2843110,TOBRAMYCIN (NEBCIN) INJ : 20MG/2ML,$136.00,,
2843114,CITALOPRAM (CeleXA) TAB : 10MG,$16.00,,
2843116,traMADol/APAP (ULTRACET) 37.5/325MG TAB,$18.00,,
2843117,CHLORHEXIDINE (PERIDEX) ORAL RINSE:240ML,$39.00,,
2843121,LIDOCAINE 1% INJ : 50ML,$168.00,,
2843127,LOXAPINE (LOXITANE) CAP : 5MG,$27.00,,
2843128,LIDOCAINE - MPF 1% AMP : 5ML,$138.00,,
2843129,ETHAMBUTOL (MYAMBUTOL) TAB : 400MG,$30.00,,
2843130,MORPHINE 15MG/ML INJ : 20ML,$152.00,,
2843131,TROPICAMIDE (MYDRIACYL) 0.5% OPTH : 15ML,$304.00,,
2843132,CIPROFLOXACIN (CIPRO) TAB : 250MG,$41.00,,
2843134,NEO/POLY/BAC (NEOSPORIN) OINT : 30GM,$68.00,,
2843135,DAUNOrubicin (CERUBIDINE) INJ PER : 10MG,$502.00,,
2843142,LIDOCAINE - MPF 1% INJ : 10ML,$149.00,,
2843144,CIPROFLOXACIN (CIPRO) TAB : 500MG,$52.00,,
2843145,NEO/POLY/BAC (NEOSPORIN) OINT : 15GM,$46.00,,
2843146,PredniSONE TAB : 1MG,$20.00,,
2843147,CIPROFLOXACIN (CIPRO) TAB : 750MG,$68.00,,
2843148,morphine (IMMEDIATE RELEASE) TAB: 15MG,$24.00,,
2843151,NEOMYCIN-POLYMY (NEOSPORIN) GU 1ML,$131.00,,
2843154,LOXAPINE (LOXITANE) CAP : 10MG,$44.00,,
2843155,CLARITHROMYCIN (BIAXIN) TAB : 250MG,$49.00,,
2843157,morphine EXTEND RELEASE (MS CONTIN):15MG,$27.00,,
2843158,TOBRAMYCIN : 80MG/2ML VIAL,$272.00,,
2843160,PHENYLEPHRINE(NEO-SYNEPHRINE) 1% DROP,$118.00,,
2843161,LIDOCAINE - MPF 1.5% WITH EPI INJ : 30ML,$124.00,,
2843162,predniSONE TAB : 2.5MG,$18.00,,
2843163,TROPICAMIDE (MYDRIACYL) 1% OPTH : 15ML,$323.00,,
2843165,NEO/POLY/BAC (NEOSPORIN) OINT UD 0.9GM,$18.00,,
2843166,TROPICAMIDE (MYDRIACYL) 1% OPTH : 3ML,$62.00,,
2843167,morphine EXTEND RELEASE (MS CONTIN):30MG,$46.00,,
2843168,LOXAPINE (LOXITANE) CAP : 25MG,$27.00,,
2843169,SIMETHICONE (MYLICON) CHEW TAB : 80MG,$30.00,,
2843170,FILGRASTIM (NEUPOGEN) INJ : 480MCG/1.6ML,$4773.00,,
2843171,SIMETHICONE (MYLICON) TAB : 125MG,$14.00,,
2843174,PredniSONE TAB : 5MG,$20.00,,
2843175,METOPROLOL TAR (LOPRESSOR) TAB : 50MG,$27.00,,
2843176,DORZOLAMIDE (TRUSOPT) OPTH 2% : 5ML,$124.00,,
2843177,LIDOCAINE - MPF 1.5% WITH EPI AMP : 5ML,$124.00,,
2843179,FILGRASTIM (NEUPOGEN) INJ : 300MCG/1ML,$3327.00,,
2843180,METOPROLOL SUC (TOPROL XL) TAB : 50MG,$16.00,,
2843181,LOXAPINE (LOXITANE) CAP : 50MG,$41.00,,
2843182,DORZOLAMIDE (TRUSOPT) OPTH 2% : 10ML,$238.00,,
2843184,MOUTHWASH (CEPACOL) SPRAY : 120ML,$75.00,,
2843186,DORZOLAMIDE/TIMOLOL (COSOPT) OS : 5ML,$280.00,,
2843187,DORZOLAMIDE/TIMOLOL (COSOPT) OS : 10ML,$558.00,,
2843188,HYDROXYCHLOROQUINE (PLAQUENIL) TAB:200MG,$29.00,,
2843190,CALCITONIN (MIACALCIN) INJ : 400IU/2ML,$27401.90,,
2843192,PredniSONE TAB : 10MG,$27.00,,
2843193,METOPROLOL TAR (LOPRESSOR) TAB : 100MG,$30.00,,
2843195,CALCITRIOL (CALCIJEX) INJ : 1MCG/1ML,$176.00,,
2843199,traZODone (DESYREL) TAB : 50MG,$30.00,,
2843200,CLEMASTINE (TAVIST) TAB : 1.34MG,$23.00,,
2843201,SIMVASTATIN (ZOCOR) TAB : 10MG,$27.00,,
2843202,CALCITRIOL (ROCALTROL) CAP : 0.25MCG,$46.00,,
2843203,METOPROLOL SUC (TOPROL XL) TAB : 25MG,$16.00,,
2843204,SIMVASTATIN (ZOCOR) TAB : 20MG,$43.00,,
2843206,LIDOCAINE 2% INJ : 10ML,$124.00,,
2843208,predniSONE TAB : 20MG,$29.00,,
2843209,PROMETHAZINE (PHENERGAN) INJ : 25MG/ML,$138.00,,
2843210,DEFEROXAMINE (DESFERAL MESYLA)INJ: 500MG,$217.00,,
2843213,PHENYLEPHRINE(NEO-SYNEPHRINE)0.25% SPRY,$118.00,,
2843214,TOPOTECAN (HYCAMTIN) INJ 4MG,$2067.00,,
2843220,PHENYLEPHRINE(NEO-SYNEPHRINE)0.5% DROPS,$118.00,,
2843221,LIDOCAINE 2% WITH EPI : 10ML,$124.00,,
2843224,PredniSONE TAB : 50MG,$26.00,,
2843225,PROMETHAZINE (PHENERGAN) INJ : 50MG/ML,$124.00,,
2843228,PRENATAL VITAMIN CAP/TAB,$27.00,,
2843230,LIDOCAINE 2% WITH EPI : 20ML,$138.00,,
2843231,ALUM/MG/SIM(MAALOX PLUS)TAB 200/200/25MG,$18.00,,
2843237,OPIUM BELLADONNA (B&O) SUPP : 30MG,$29.00,,
2843239,LIDOCAINE 2% INJ : 50ML,$138.00,,
2843241,NEOSTIGMINE 1:1000 MDV : 10ML,$213.00,,
2843242,LIDOCAINE 2% INJ : 20ML,$124.00,,
2843247,MULTIPLE VIT DROPS (POLY VI SOL) 1ML,$191.00,,
2843248,ECOTHIOPHATE (PHOSOLINE I) 0.125% : 5ML,$176.00,,
2843249,LIDOCAINE 4% AMP:5ML,$70.00,,
2843252,PHENYLEPHRINE(NEO-SYNEPHRINE)0.5% SPRAY,$118.00,,
2843253,LIDOCAINE SYRINGE 1% : 50MG,$151.00,,
2843254,CALCIUM CHLOR 10% SYRINGE : 10ML,$293.00,,
2843255,PRIMAQUINE PHOSPHATE TAB 26.3MG,$14.00,,
2843258,HALOBETASOL (ULTRAVATE) CREAM : 15GM,$174.00,,
2843259,NEOSTIGMINE (PROSTIGMIN) 1:2000 1ML,$192.00,,
2843260,LIDOCAINE SYRINGE 2% : 100MG,$183.00,,
2843261,SODIUM BICARBONATE TAB : 650MG,$27.00,,
2843262,NICOTINE TRANSDERMAL 7MG (HABITROL),$51.00,,
2843263,CALCIUM ACETATE (PHOSLO) CAP/TAB 667MG,$20.00,,
2843264,CALCIUM CHLOR 10% 100MG/ML VIAL : 10ML,$124.00,,
2843265,HYDROXYUREA (HYDREA) CAP : 500MG,$32.00,,
2843266,NICOTINE TRANSDERMAL 14MG (HABITROL),$54.00,,
2843269,NICOTINE TRANSDERMAL 21MG (HABITROL),$54.00,,
2843271,metroNIDAZOLE (FLAGYL) TAB : 250MG,$46.00,,
2843273,CLINDAMYCIN (CLEOCIN) CAP : 150MG,$51.00,,
2843275,PHENYLEPHRINE(NEO-SYNEPHRINE) 1% SPRAY,$118.00,,
2843278,ETHIONAMIDE (TRECATOR) TAB : 250MG,$29.00,,
2843279,CALCIUM (OS CAL) TAB : 1250MG,$29.00,,
2843283,DESMOPRESSIN (DDAVP) INJ : 4MCG/ML,$219.00,,
2843287,PROPRANOLOL (INDERAL) INJ : 1MG/ML,$138.00,,
2843288,GUAIFENESIN/COD (ROBITUSSIN AC) : 120ML,$161.00,,
2843289,CALCIUM CARBONATE CHEW (TUMS) : 500MG,$27.00,,
2843292,GAMMA GLOBULIN (GAMMAR): 1ML,$63.00,,
2843293,DICYCLOMINE (BENTYL) CAP : 10MG,$20.00,,
2843295,PRIMIDONE (MYSOLINE) TAB : 50MG,$16.00,,
2843299,MULTIVITAMIN FL DROPS (POLY VI FLOR)50ML,$14.00,,
2843301,OPRELVEKIN 5MG (NEUMEGA),$1042.00,,
2843304,PHENYLEPHRINE (AK-DILATE) 10% 5ML OS,$158.00,,
2843306,PRIMIDONE (MYSOLINE) TAB : 250MG,$26.00,,
2843312,PHENYLEPHRINE (AK-DILATE) 2.5% 5ML OS,$113.00,,
2843318,hydrOXYzine HCL (ATARAX) TAB : 10MG,$27.00,,
2843319,LIDOCAINE 5%/GLUCO 7.5% AMP : 2ML,$81.00,,
2843320,GANCICLOVIR (CYTOVENE) INJ : 500MG,$362.00,,
2843323,CALCIUM GLUC [4.65MEQ/10ML] INJ : 10ML,$138.00,,
2843326,OPIUM TINCT DOSE(OPIUM DEODORIZ),$29.00,,
2843328,WATER CASCADE INHL 1000M (STERILE WATER),$131.00,,
2843330,NESIRITIDE (NATRECOR) INJ : PER 0.25MG,$4044.00,,
2843332,CALCIUM CITRATE/VIT D (CITRACAL-D) TAB,$14.00,,
2843333,MAGNESIUM CL (SLOW-MAG) TAB: 64MG,$14.00,,
2843335,WATER CASCADE INHL 2000M,$137.00,,
2843337,SODIUM CHLORIDE TAB : 1GM,$20.00,,
2843338,CALCIUM/VIT D (OS-CAL-D) TAB : 500MG,$29.00,,
2843340,EPINEPHrine (RACEPINEPHRINE) 2.25% INH,$16.00,,
2843341,hydrOXYzine HCL (ATARAX) TAB : 25MG,$29.00,,
2843342,NITROGLYCERIN PATCH 0.2MG/HR,$93.00,,
2843344,MEXILETINE (MEXITIL) CAP : 150MG,$32.00,,
2843345,NEOMYCIN 125MG/5ML SOL (NEO FRADIN),$26.00,,
2843347,MEXILETINE (MEXITIL) CAP : 200MG,$37.00,,
2843349,MEXILETINE (MEXITIL) : 250MG,$44.00,,
2843351,NITROGLYCERIN PATCH 0.4MG/HR,$125.00,,
2843355,WATER STER IPPB SNGL DSE (STERILE WATER),$54.00,,
2843356,GEMCITABINE (GEMZAR) INJ : 200MG,$582.00,,
2843358,OPTIRAY 240 100CC,$640.00,,
2843359,NELFINAVIR (VIRACEPT)50MG/1GM POWD:144GM,$285.00,,
2843361,CLINDINIUM-CHLORDIAZEPOXIDE (LIBRAX) CAP,$26.00,,
2843365,MIDODRINE (AMATINE) TAB: 5MG,$20.00,,
2843366,PHENYLEPH/CYCLOPENT (CYCLOMYDRIL) : 2ML,$68.00,,
2843368,GENTAMICIN 20MG/2ML (PEDIATRIC) INJ,$147.00,,
2843372,PHENYLEPH/CYCLOPENT (CYCLOMYDRIL) : 5ML,$118.00,,
2843374,TRACE METALS 1ML VIAL,$54.00,,
2843375,GENTAMICIN 60MG/50ML NS ****,$462.00,,
2843377,PROPOFOL (DIPRIVAN) 10MG/ML INJ : 20ML,$229.00,,
2843381,PROPOFOL (DIPRIVAN) 10MG/ML INJ : 50ML,$367.00,,
2843382,GENTAMICIN 80MG/100ML NS PREMIX,$548.00,,
2843383,PROBENECID (BENEMID) TAB : 500MG,$26.00,,
2843385,PROPOFOL (DIPRIVAN) 10MG/ML INJ : 100ML,$626.00,,
2843387,oxyCODONE/APAP 5/325(PERCOCET 5),$46.00,,
2843389,COLESTIPOL (COLESTID GRANUL) : 5GM,$27.00,,
2843390,GENTAMICIN 100MG/50ML NS PREMIX,$575.00,,
2843391,CICLOPIROX (LOPROX) 0.77% TOP : 15GM,$33.00,,
2843392,GENTAMICIN 120MG/100ML NS ****,$0.00,,
2843398,DEXAMETHASONE (DECADRON) 4MG/ML INJ,$115.00,,
2843399,CANDIDA SKIN TEST,$124.00,,
2843400,PROBENECID/COLCHICINE (COL BENEMID) TAB,$26.00,,
2843401,LINCOMYCIN (LINCOCIN) INJ : 600MG/2ML,$176.00,,
2843402,GENTAMICIN INJ : 80MG/2ML,$216.00,,
2843404,LINEZOLID (ZYVOX) INJ : 200MG,$173.00,,
2843407,TRASTUZUMAB (HERCEPTIN) INJ PER 10MG,$177.00,,
2843408,MAGNESIUM OXIDE TAB : 400MG,$20.00,,
2843409,SULFAMETH/TRIMETH (BACTRIM) SUSP : 20ML,$27.00,,
2843416,SODIUM FLUORIDE TAB : 1MG,$18.00,,
2843425,DEXAMETHASONE (DECADRON) 10MG/ML INJ,$138.00,,
2843431,MINOCYCLINE (MINOCIN) CAP : 100MG,$47.00,,
2843432,PROTAMINE INJ : 50MG/5ML,$240.00,,
2843443,TRIAMCIN (KENALOG-10) 10MG/ML INJ : 5ML,$163.00,,
2843445,HYOSCYAMINE (LEVSIN) TAB : 0.125MG,$18.00,,
2843446,TRIAMTERENE/HCTZ 37.5/25MG TAB/CAP,$29.00,,
2843447,CLINDAMYCIN (CLEOCIN) 1% LOTION : 30ML,$68.00,,
2843449,PROTAMINE INJ : 250MG/25ML,$435.00,,
2843452,CLINDAMYCIN (CLEOCIN) 1%  TOP SOLN: 60ML,$206.00,,
2843453,NITROGLYCERIN OINT (NITROL) 2% : 30GM,$176.00,,
2843454,CLOBETASOL (TEMOVATE) 0.05% CRM : 15GM,$227.00,,
2843460,TRIAMCIN (KENALOG-40) 40MG/ML INJ,$449.00,,
2843461,SOTALOL (BETAPACE) TAB : 80MG,$30.00,,
2843464,PANTOPRAZOLE (PROTONIX) TAB : 40MG,$32.00,,
2843466,OPTIRAY 240 150ML,$802.00,,
2843467,CLOTRIMAZOLE (LOTRIMIN) 1% CRM : 15GM,$102.00,,
2843471,HEXACHLOROPHENE (PHISOHEX) TOP LIQ :16OZ,$161.00,,
2843472,CLOTRIMAZOLE 1% UNG : 15GM,$203.00,,
2843473,CycloSPORINE (SandIMMUNE) SOLN: 100MG/ML,$63.00,,
2843478,CLOTRIMAZOLE (LOTRIMIN) 1% : 30GM,$151.00,,
2843485,CLOTRIMAZOLE (LOTRIMIN) 1% SOLN : 10ML,$70.00,,
2843488,TRICHOPHYTON .1ML,$124.00,,
2843490,CLOTRIMAZOLE 1% SOL : 30ML,$161.00,,
2843492,MIRTAZAPINE (REMERON) TAB : 15MG,$20.00,,
2843493,NEPRO : 240ML,$51.00,,
2843494,MINOXIDIL (LONITEN) TAB : 2.5MG,$29.00,,
2843495,"NYSTATIN (MYCOSTATIN) 500,000 U/5ML UD",$29.00,,
2843499,ETODOLAC (LODINE) TAB : 200MG,$18.00,,
2843501,CLOTRIMAZOLE (GYNE LOTRIMIN) 1% VAG:45GM,$93.00,,
2843502,"NYSTATIN 100,000 UNITS/ML : 60ML",$349.00,,
2843505,ETODOLAC (LODINE) TAB : 300MG,$18.00,,
2843511,TRIAZOLAM (HALCION) TAB: 0.125MG,$27.00,,
2843512,ClomiPHENE (CLOMID) TAB : 50MG,$83.00,,
2843516,TRIAZOLAM (HALCION) TAB : 0.25MG,$29.00,,
2843517,NITROGLYCERIN OINT (NITROL) 2% UD : 1GM,$27.00,,
2843523,PAPAVERINE [PAVABID] CAP : 150MG,$18.00,,
2843525,miSOPROStol (CYTOTEC) TAB : 100MCG,$16.00,,
2843526,ETOPOSIDE CAP : 50MG,$195.00,,
2843532,DEXPANTHENOL (ILOPAN) INJ : 250MG,$132.00,,
2843534,OSELTAMIVIR (TAMIFLU) 12MG/ML SUSP: 25ML,$308.00,,
2843535,ETIDRONATE (DIDRONEL) TAB : 200MG,$27.00,,
2843537,CLOTRIMZOL/BETAMETH (LOTRISONE) : 15GM,$222.00,,
2843539,LORazepam (ATIVAN) INJ : 2MG/1ML,$139.00,,
2843540,CLOTRIMAZOLE TROCHE (MYCELEX TROCH):10MG,$44.00,,
2843552,DICALCIUM PHOSPHATE (DICAL-D) TAB,$20.00,,
2843554,FAMCICLOVIR (FAMVIR) TAB : 125MG,$26.00,,
2843556,cloNIDine(CATAPRES-TTS1)PATCH 0.1MG/24HR,$107.00,,
2843558,DEXTROSE 25% 10ML SYG,$115.00,,
2843562,LORAZEPAM (ATIVAN) INJ : 4MG/1ML,$171.00,,
2843563,FAMCICLOVIR (FAMVIR) TAB : 500MG,$75.00,,
2843564,GLUCAGON INJ: 1MG,$427.00,,
2843565,HYDROCORTISONE 0.5% OINT : 30GM,$92.00,,
2843566,cloNIDine(CATAPRES-TTS2)PATCH 0.2MG/24HR,$176.00,,
2843568,NITROGLYCERIN IV (NITROSTAT) : 50MG/10ML,$460.00,,
2843569,GLUCAGON LOW BLOOD SUGAR KIT,$427.00,,
2843571,FAMOTIDINE (PEPCID) TAB : 20MG,$80.00,,
2843573,HYDROCORTISONE 1% OINT (ANUSOL HC) :30G,$52.00,,
2843575,DEXTROSE 50% VIAL : 50ML,$217.00,,
2843576,HYDROCORTISONE 0.5% CREAM : 30GM,$92.00,,
2843577,cloNIDine(CATAPRES-TTS3)PATCH 0.3MG/24HR,$242.00,,
2843581,FAMCICLOVIR (FAMVIR) TAB : 250MG,$32.00,,
2843583,MONTELUKAST (SINGULAIR) TAB : 10MG,$27.00,,
2843584,MONTELUKAST (SINGULAIR) CHEW TAB : 5MG,$24.00,,
2843585,NUTRAMIGEN 480 GM,$241.00,,
2843586,DEXTROSE ANHYDROS POWD 24G,$27.00,,
2843587,PENTOBARBITAL [NEMBUTAL] INJ 100MG,$141.00,,
2843589,NUTRAMIGEN PWD 100ML,$241.00,,
2843591,HYDROCORTISONE 1% LOTION : 120ML,$151.00,,
2843592,COAL TAR (ZETAR) 1% SHAMPOO : 180ML,$80.00,,
2843594,MONTELUKAST (SINGULAIR) CHEW TAB : 4MG,$24.00,,
2843598,PILOCARPINE 1% OPH SOLN 15ML,$158.00,,
2843604,PYRIDOSTIGMINE (REGONOL) INJ 10MG/2ML,$151.00,,
2843605,DEXAMETHASONE (DECADRON) LIQ 0.5MG/5ML,$26.00,,
2843611,IBUPROFEN (ADVIL) TAB : 200MG,$14.00,,
2843613,NYSTATIN (MYCOSTATIN) TOP CRM : 15GM,$118.00,,
2843614,HYDROCORTISONE 1% CREAM : 15GM,$16.00,,
2843616,DEXAMETHASONE (DECADRON) CONC SOL 1MG/ML,$26.00,,
2843619,clonazePAM (KLONopin) TAB : 0.5MG,$27.00,,
2843620,SPIRONOLACTONE (ALDACTONE) TAB : 25MG,$30.00,,
2843622,CARBOPROST (HEMABATE) INJ : 250MCG/1ML,$1699.00,,
2843624,HYDROCORTISONE 1% CREAM : 30GM,$109.00,,
2843625,CARBOplatin (PARAPLATIN) INJ : 50MG,$653.00,,
2843628,NUTRI-HEP (FOR HEPATIC ACID) 250ML,$52.00,,
2843630,MULTIVITAMIN THERAPEUTIC CAP/TAB,$27.00,,
2843633,PILOCARPINE 1% OPH SOLN 2ML,$96.00,,
2843634,DEXTROSE 50% SYRINGE IVP : 50CC,$241.00,,
2843635,HYDROCORTISONE (ANUSOL-HC)2.5% CRM: 30GM,$51.00,,
2843637,clonazePAM (KLONopin) TAB : 1MG,$30.00,,
2843639,NYSTATIN (MYCOSTATIN) TOP CRM : 30GM,$176.00,,
2843640,IBUPROFEN (MOTRIN) TAB : 400MG,$29.00,,
2843642,TRIFLUOPERAZINE (STELAZINE) TAB : 1MG,$24.00,,
2843643,CARDIOPLEGIC SOLN : 1000ML,$1810.00,,
2843646,CAPECITABINE (XELODA) TAB : 150MG,$16.00,,
2843651,GLYCOPYROLATE VL 0.2MG/ML : 20ML,$102.00,,
2843652,CAPECITABINE (XELODA) TAB : 500MG,$47.00,,
2843653,HYDROCORTISONE 2.5% CREAM : 30GM,$54.00,,
2843654,DEXTROMETHORPHAN (DELSYM) : 30MG/5ML,$62.00,,
2843655,OCTREOTIDE (SandoSTATIN) 100MCG/ML,$424.00,,
2843656,IBUPROFEN (MOTRIN) TAB : 600MG,$30.00,,
2843657,FELODIPINE (PLENDIL) ER TAB : 2.5MG,$14.00,,
2843658,GLYCOPYRROLATE (ROBINUL) 0.2MG/ML : 2ML,$138.00,,
2843659,TRIFLUOPERAZINE (STELAZINE) TAB : 5MG,$27.00,,
2843660,NYSTATIN (MYCOSTATIN) TOP PWDR : 15GM,$158.00,,
2843661,IBUPROFEN (MOTRIN) TAB : 800MG,$27.00,,
2843663,FELODIPINE (PLENDIL) ER TAB : 5MG,$20.00,,
2843664,GLYCOPYRROLATE (ROBINUL) 0.2MG/ML : 5ML,$124.00,,
2843665,OCTREOTIDE (SandoSTATIN) 50MCG/1ML,$60.00,,
2843668,HYDROCORT/IODOQUIN 1%28G (VYTONE HC),$172.00,,
2843671,CAPTOPRIL (CAPOTEN) TAB : 12.5MG,$27.00,,
2843674,ERYTHROMYCIN 0.5% (ILOTYCIN) OPT 1GM UD,$147.00,,
2843675,CAPTOPRIL (CAPOTEN) TAB : 25MG,$30.00,,
2843676,NYSTATIN (MYCOSTATIN) TOP OINT : 15GM,$118.00,,
2843677,CARMUSTINE (BICNU) INJ : 100MG,$795.00,,
2843678,NITROPRUSSIDE (NIPRIDE) INJ : 50MG/2ML,$7733.90,,
2843679,ERYTHROMYCIN (ILOTYCIN) OPT : 3.5GM,$173.00,,
2843680,PILOCARPINE 2% OPH SOLN 15ML,$172.00,,
2843681,OSMOLITE 1 CAL LIQUID : 240ML,$29.00,,
2843683,ONDANSETRON (ZOFRAN) INJ : 40MG/20ML,$1675.00,,
2843684,NYSTATIN (MYCOSTATIN) TOP OINT: 30GM,$176.00,,
2843685,PYRIDOXINE (VITAMIN B-6) INJ : 100MG/ML,$124.00,,
2843686,IOVERSOL 68% 50ML (OPTIRAY),$755.00,,
2843688,IMATINIB (GLEEVEC) : 100MG,$97.00,,
2843692,PEDIASURE 240ML,$41.00,,
2843695,MAGNESIUM ACETATE 13GM,$20.00,,
2843697,CASPOFUNGIN (CANCIDAS) INJ : 50MG,$2362.00,,
2843698,MAGNESIUM CHLORIDE 12.2GM POWD PCKT,$37.00,,
2843700,NYSTATIN (MYCOSTATIN) VAG TAB : 100MU,$26.00,,
2843702,PILOCARPINE 2% OPH SOLN 2ML,$96.00,,
2843703,CAPTOPRIL (CAPOTEN) TAB : 100MG,$46.00,,
2843704,PHENobarbital TAB : 32.4MG,$32.00,,
2843706,POLYCOSE 120ML,$80.00,,
2843711,POLYCOSE PWD 420G,$70.00,,
2843713,HYDROGEN PEROXIDE 3% : 120ML,$92.00,,
2843715,ONDANSETRON (ZOFRAN) INJ: 4MG/2ML,$215.00,,
2843716,MAGNESIUM SULF 50% INJ : 5GM/10ML,$311.00,,
2843717,HYDROGEN PEROXIDE 3% : 240ML,$92.00,,
2843718,COD LIVER OIL/ZINC (DESITIN) OINT:120GM,$183.00,,
2843719,diazePAM (VALIUM) INJ : 10MG/2ML,$191.00,,
2843720,PHENobarbital TAB : 60MG,$29.00,,
2843726,MAGNESIUM SULF 50% INJ : 1GM/2ML,$138.00,,
2843728,MEBENDAZOLE (VERMOX) TAB : 100MG,$27.00,,
2843730,cloNIDine (CATAPRES) TAB : 0.1MG,$27.00,,
2843732,IMIPRAMINE (TOFRANIL-PM) CAP : 75MG,$29.00,,
2843733,TRIHEXYPHENIDYL (ARTANE) TAB : 2MG,$27.00,,
2843734,HYDROGEN PEROXIDE 3% : 480ML,$92.00,,
2843737,MAGNESIUM SULF(40MG/ML) 20G/500ML PREMIX,$38.00,,
2843738,DIGOXIN (LANOXIN) TAB : 0.125MG,$46.00,,
2843740,OFLOXACIN (FLOXIN) 0.3% OTIC : 5ML,$102.00,,
2843741,cloNIDine (CATAPRES) TAB : 0.2MG,$30.00,,
2843743,OFLOXACIN (FLOXIN) 0.3% OTIC : 10ML,$144.00,,
2843744,MAGNESIUM SULF(40MG/ML) 4G/100ML PREMIX,$91.00,,
2843745,PEPTINEX DT (FOR PERATIVE) 250ML,$44.00,,
2843746,ORPHENADRINE (NORFLEX) INJ : 60MG/2ML,$147.00,,
2843747,IMIPRAMINE (TOFRANIL-PM) CAP : 100MG,$37.00,,
2843749,TRIHEXYPHENIDYL (ARTANE) TAB : 5MG,$24.00,,
2843752,FLUNISOLIDE 0.025% 25ML (NASALIDE),$265.00,,
2843754,MAGNESIUM SULF 50% INJ : 25GM/50ML,$314.00,,
2843756,FLUNISOLIDE (AEROBID) INHALER : 7GM,$460.00,,
2843759,PILOCARPINE 4% OPH SOLN 15ML,$176.00,,
2843761,PARoxetine (PAXIL) TAB : 10MG,$20.00,,
2843763,PILOCARPINE (PILOPINE HS) 4% OPH GEL 5GM,$349.00,,
2843765,IMIPRAMINE (TOFRANIL) TAB : 10MG,$24.00,,
2843766,PARoxetine (PAXIL) TAB : 20MG,$26.00,,
2843767,quiNIDine GLUC INJ 80M/ML : 10ML,$217.00,,
2843770,IMIPRAMINE (TOFRANIL) TAB : 25MG,$26.00,,
2843773,GOLD SODIUM THIOMALATE 50MG/ML IM : 10ML,$346.00,,
2843774,STAVUDINE (ZERIT) CAP : 20MG,$51.00,,
2843775,INDIA INK 1:50 10ML,$212.00,,
2843776,DIGOXIN (LANOXIN) TAB : 0.25MG,$20.00,,
2843777,STAVUDINE (ZERIT) CAP : 15MG,$50.00,,
2843778,PARoxetine CR (PAXIL CR) 12.5MG,$16.00,,
2843779,TRIMETHOBENZ (TIGAN) INJ : 200MG/2ML,$139.00,,
2843786,PROCARBAZINE (MATULANE) CAP : 50MG,$26.00,,
2843787,MYCOPHENOLATE (CELLCEPT) CAP : 250MG,$27.00,,
2843795,NABUMETONE 500MG (RELAFEN),$24.00,,
2843797,STRESSTABS 600 TAB,$26.00,,
2843798,MANNITOL 25% : 50ML,$138.00,,
2843799,OINTMENT BASE H20 MSCBLE (AQUAPHOR):454G,$62.00,,
2843800,PILOCARPINE 6% OPH SOLN 15ML,$181.00,,
2843804,COLLODION  FLEXIBLE : 120ML,$60.00,,
2843807,CLOPIDOGREL (PLAVIX) TAB : 75MG,$32.00,,
2843809,RANITIDINE (ZANTAC) INJ : 50MG/2ML,$158.00,,
2843810,GRANISETRON INJ 1MG/ML (KYTRIL),$90.00,,
2843813,MECLIZINE (ANTIVERT) TAB : 12.5MG,$20.00,,
2843815,FLUORESCEIN STRIP (FLOUR I STRIP),$24.00,,
2843817,DIGOXIN ORAL SOL 0.05MG/ML : 60ML,$145.00,,
2843819,HEPATITIS B HEMOP B VACC (COMVAX): 0.5ML,$261.00,,
2843821,HAEMOPHILUS B VAC 0.5ML (PEDVAXHIB),$201.00,,
