Charge Number,Description,Charge
2051526,PACK DRAINAGE HEAVY 48/CS,25.25
70174002,PACK EENT DYNJ49810,106.48
70170397,PACK ENT 3,78
70171671,PACK EYE MULROONEY (PREST),501.88
70173596,PACK GEL EYE,54
70170385,PACK GYN LAPAROSCOPY,565
70173503,PACK HIP ANTERIOR DYNJ40932,252.1
70173504,PACK HIP DYNJ40931,325.43
70172003,PACK ICE ACTIVE KNEE,80.85
70172005,PACK ICE ACTIVE SHOULDER,107.85
70172004,PACK ICE ACTIVE UNIVERSAL,67.8
2058321,PACK IV START 100 / CS,18.75
20508321,PACK IV START 100 / CS DONTUSE,18.75
70130736,PACK LAPAROSCOPIC,565
70173884,PACK LATERAL SHOULDER ARTHRO DR STANTON,240.83
2030446,PACK LINEN OB,53.5
70170383,PACK LITHOTOMY,172
70170382,PACK MAJOR LAPAROTOMY,557
70131086,PACK MAJOR LITHOTOMY,172
70130735,PACK MAJOR SURGERY,557
70173412,PACK MAJOR VASCULAR-LF,356.87
2040744,PACK OB DELIVERY 8/CS,165.5
70173600,PACK OR TURNOVER KIT DYKC1022,48.5
70170387,PACK ORTHO MINOR,168
70131084,PACK ORTHO/MINOR,168
2054305,PACK PERINEAL COLD 24MIN,16.5
70131284,PACK SHOULDER,154
70173661,PACK SHOULDER ARTHROSCOPY DYNJ40307,114.82
70170386,PACK TOTAL HIP,248.25
70173176,PACK TOTAL KNEE,248.35
70174635,PACK TUR  DYNJ56808A,133.35
2030199,PACK TUR & CYSTO (DISPO KC),111.25
70172626,PACK UNIVER ORTHOPD,110
2058867,PACKING NASAL POPE POSTERIOR 10/BX,5.5
43307,PACKING NASAL RHINO 5.5 10/BX,26
43308,PACKING NASAL RHINO 5.5 ANTERIOR,15
43306,PACKING NASAL RHINO 7.5CM,89.7
70171309,PACKING VAGINAL,73
2040931,PAD ABD WET PROOF 71/2X8 NON21453,5.75
2051527,PAD ABD WET-PRUF 10X8 18/TR,17.25
2054539,PAD ELECTRODE ADH 2 SPLIT LG 40/CA  1179,19.5
41029,PAD ELECTRODE SEMA 50/CS,0
2051201,PAD EYE CURITY 50/BX 1 5/8 x 2 5/8,5
2030236,PAD MAGNETIC,33.25
2030934,PAD MATERNITY,9.75
51552,PAD MATERNITY STERILE 24/CS,11.75
2031081,PAD MATTRESS KIN AIR,100.75
51133,PAD NURSING J&J  2630,16.5
42899,PAD OB LARGE  6/PK/CA,13.27
2051226,PAD PREP BLUE 4/CS  DYNJP2215,6.5
70173894,PAD PRESSURE STERILE CROZIER 907-P,149.5
50424,PAD T-PUMP (K PAD) DISPO GMRTP22E,17.25
55520,PADDING CAST 2X4 YDS 12RLS/BAG,2.5
2030651,PADDING CAST 3  SPECIALTY,10
55521,PADDING CAST 3X4 YDS 12/BAG,5.25
2030652,PADDING CAST 4  SPECIALTY,16.75
55522,PADDING CAST 4X4 YDS 12/BAG,5.25
2043281,PADS O B ALWAYS 12/PK,5.75
70171263,PAIN PUMP 200 ALPHA,737
70171264,PAIN PUMP 450 ALPHA,737
70170332,PAIRED SUBDERMAL ELECTRODES W/GROUND,280
1512382,PAMELOR {NORTRIPTYLINE 10MG} CAP,10
1511444,PAMELOR {NORTRIPTYLINE 25MG} CAP,10
5005247,PANCA,55
1511447,PANCREASE {AMYLASE-LIPASE-PROTEASE},14
5005010,PANCREATIC CA PROFILE 485086,107
5005128,PANCREATIC ELASTASE FECAL 123234,290
5005360,PANCREATIC POLYPEPTIDE 146704,535
43570,PANT MESH XXLG 38 -58   300/CS MBP3704,3.5
2043282,PANTIES MESH LARGE,6.25
61070,PANTIES MESH XX LARGE,6.25
431603,PARACENTESIS,254
1512891,PARAFON FORTE DSC {CHLORZOXAZONE} TAB,15
5005492,PARAINFLUENZA,100
5005206,PARASITE ID WORM 008219,105
1515509,PARCOPA 25/100 {CARBIDOPA-LEVO} ODT (N),12
70170333,PARIETEX REF TECR1510 SOFRADIM,262.5
7007071,PARING OF CORN OR CALLUS,193.79
7007084,PARING OF CORN OR CALLUS 2-4,193.79
1500559,PARLODEL {BROMOCRIPTINE 5MG} TAB,20
5050328,PARVOVIRUS B19 DNA PCR 138644,636
5092549,PARVOVIRUS B19 IGG/IGM 163303,97
70174074,PASSER SUTURE REVELATION FG0008,498
70173687,PASTE 1C STIMUBLAST ABS-2004-01,525
2050501,PASTE DOME (UNNA BOOT),25
1514225,PATANOL 0.1% {OLOPATADINE} OPH SOLN 5ML,136
70173183,PATCH VASCULAR PERIPHERAL,462.5
70172523,PATCH XENOSURE BOVINE 0.8X8,187
70172524,PATCH XENOSURE BOVINE 1X6,187
431604,PATELLA,151
3370871,PATELLA RIGHT,223
5080100,PATHOL\BIOPSY (SPEC DISPATCH),235
4704756,PATIENT ASSESSMENT,0
4704757,PATIENT EDUCATION - RESPIRATORY THERAPY,0
70173343,PATIENT PROGRAMMER,2380
1513430,PAXIL {PARoxetine 20MG} TAB (S),13
1500145,PAXIL TAB (PAROXETINE): 10MG (N),10
1500307,PAXIL TAB (PAROXETINE): 20MG (N),10
1500146,PAXIL TAB (PAROXETINE): 30MG (N),12
70171308,PEANUT SPONGES,29
1513291,PEDIAPRED{5MG prednisoLONE BASE/5ML}5ML,13
3303433,PEDIATRIC BILAT LEG SURVEY >24 MTHS,283
70170335,PEDIATRIC EAR DRESSING S-1003,30
3370316,PEDIATRIC FOREIGN BODY,140
3303432,PEDIATRIC LT ARM SURVEY >24 MTHS,204
3303435,PEDIATRIC LT LEG SURVEY >24 MTHS,244
3303431,PEDIATRIC RT ARM SURVEY >24 MTHS,204
3303434,PEDIATRIC RT LEG SURVEY >24 MTHS,244
70174030,"PEEK Pushlock, 4.5 mm x 18.5 mm",975
70172071,PEG CORTICAL,152.5
2030808,PEG KIT 20FR / 24FR,363
3303460,PEG TUBE VERIFICATION,355
70172581,PEGS LOCKING,212.5
70172072,PEGS LOCKING 2.3MM x 14MM,155.83
70172073,PEGS LOCKING 2.3MM x 16MM,153.93
70172074,PEGS LOCKING 2.3MM x 22MM,153.93
3370112,PELVIS,267
2030239,PEN SKIN MARKING,61
70172734,PENCILLETTE,48
1513036,PENICILLIN G K INJ 5 MILLION UNITS,39
1511402,PENICILLIN VK TAB 250MG (S),15
1510108,PENICILLIN VK TAB 500MG,13
70170324,PENILE PROSTHESIS - INFLATABLE,16300
70171315,PENROSE DRAIN 1 IN,14
70171314,PENROSE DRAIN 1/2 IN,14
70171313,PENROSE DRAIN 1/4 IN,14
1513441,PENTASA {MESALAMINE 250MG} CAP,14
4765150,PEP / FLUTTER  INITIAL TREATMENT,91
4765151,PEP / FLUTTER DEVICE,100
4765149,PEP / FLUTTER SUBSEQUENT TREATMENT,43
5080020,PEP SERUM (PROTEIN ELCTRPHR) 001487,77
5005007,PEP UR RANDOM 354928,150
5094197,PEP URINE 24HR  003368,112
1512812,PEPCID {FAMOTIDINE 20MG} TAB,12
1513961,PEPCID AC {FAMOTIDINE 10MG} TAB,8
1500695,PEPCID I.V. (FAMOTIDINE) 20MG/50ML NS,53
1512847,PEPCID I.V. {FAMOTIDINE} 20MG/2ML VIAL,53
1513742,PEPTO BISMOL TAB,2
70172564,PERC ENTRY 18G NEEDLE BSDN-18-7-0,21.25
70174260,PERC INSERT KIT AR-1923PK,550
1515255,PERCOCET 10MG/325MG TAB {oxyCODONE/APAP},14
1514613,PERCOCET 5MG/325MG TAB {oxyCOD/APAP} (S),14
1514590,PERCOCET 7.5MG/325MG TAB{oxyCODONE/APAP},15
1500332,PERCOCET TAB 5/325 (oxyCODONE/APAP) (N),14
400424,PERCUTANEOUS OVER AGE 5,1939
1511484,PERIACTIN (CYPROHEPTADINE) TAB:4MG,12
431605,PERIANAL ABCESS,164
1511693,PERI-COLACE CAP/TAB {DOCUSATE/SENNA} (S),10
1500147,PERIDEX 0.12% RINSE:15ML (N),10
5089060,PERIPHERAL SMEAR-PATH REVIEW,0
431606,PERIPHREAL NERVE/BRANCH BLK,231
400459,PERIRECTAL ABCESS INCISION/DRAINAGE,3550
1500477,PERMETHRIN CREAM 5% 60 GRAM,95
1511515,PERSANTINE {DIPYRIDAMOLE 75MG} TAB (S),12
4765104,PFT,391
4765167,PFT MD INTERPRET BILLABLE,223
4704798,PFT MD INTERPRET NON-BILLABLE,0
4765107,PFT-DIFFUSING CAPACITY,283
4765159,PFT-FLOW VOLUME LOOP,72
4765106,PFT-LUNG VOLUME-RESIDUAL,254
4765158,PFT-MAXIMUM BREATHING CAPACITY,72
4765105,PFT-SPIROMETRY B&A BRONCHODILATOR,427
5093017,PH (FLUIDS) LAB,29
5005346,PH OCULAR,29
1500295,PHARMACY CONSULT VANCOMYCIN,0
1511513,PHENERGAN {PROMETHAZINE 12.5MG} SUPP,16
1511503,PHENERGAN {PROMETHAZINE 25MG} SUPP,18
1511508,PHENERGAN {PROMETHAZINE 25MG} TAB,12
1511504,PHENERGAN {PROMETHAZINE 50MG} SUPP,18
1511586,PHENERGAN INJ 25MG/1ML AMP (S),40
1500308,PHENERGAN INJ IM ONLY (N): 25MG/ML,40
1511499,PHENERGAN SYRUP PLAIN 6.25MG/5ML 10ML,10
1511500,PHENERGAN W/CODEINE LIQUID 5ML,12
1510435,PHENERGAN W/CODEINE LIQUID:5ML U.D. (S),15
1511518,PHENobarbital 30MG TAB {or 32.5MG},12
1511519,PHENobarbital ELIXIR 20MG/5ML 5ML,12
1512550,PHENobarbital SODIUM INJ 130MG/1ML (S),37
1513133,PHENobarbital TAB 100MG (S),8
5092112,PHENOBARBITAL-SERUM,71
1500572,PHENOL EZ SWABS {PHENOL} 89% 1 SWAB,15
1513796,PHOSLO {CALCIUM ACETATE 667MG} TAB,8
5092560,PHOSPHATIDYLSERINE AB G/A/M 117994,169
5094198,PHOSPHOROUS URINE,29
5084022,PHOSPHORUS,41.8
5093018,PHOSPHORUS URINE 24HR,56
5005558,PHOSPHORUS URINE 24HR MMCN,56
70170573,PHOTO PAPER GLOSSY ARTHROSCOPY,0.9
2030263,PHOTOGRAPHS FOR MEDICAL PURPOSES,7
6564000,PHYSICAL THERAPY,53
6506719,PHYSIOBALL,0
70172408,PIGTAIL SIZING CATH G31215,0.33
42208,PILLOW ABDUCTION MEDIUM,89.5
2502900,PILLOW HEADREST,171
431608,PILONDIAL CYST-SIMPLE,139
70174337,PIN   5018-6-150S,295.63
70171490,PIN GUARD K WIRE BLUE,0.34
70171491,PIN GUARD K WIRE GREEN,0.34
70173416,PINS FLUTED HEADLESS 3.2MM-89MM,972.5
70173881,PINS STRYKER 5018-6-180,281.88
5087004,PINWORMS SLIDES,42
52125,PITCHER WATER W/LINER 40/CS,0
50023,PITCHERS P P MEASURE 200/CS  DYND80416,0
1511527,PITOCIN {OXYTOCIN} INJ 10UNITS/1ML VIAL,45
1514677,PITOCIN 20UNITS/SOD.CHLORIDE 1000ML (S),222
1511529,PITRESSIN {VASOPRESSIN} INJ 20UNITS/1ML,71
61661607,PKU OB,60
5005428,PL-12,70
5005429,PL-7,70
1500383,PLAN B ONE-STEP: 1.5MG (N),96
70174345,PLANTAR FASCIA RELIEF KIT AR-8856DS,2237.5
70180047,PLANTAR PYTHON  Left Anatomic Tension-Si,2400
70174621,PLANTAR PYTHON  RT  Anatomic Tension-Si,2400
1511531,PLAQUENIL {HYDROXYCHLOROQUINE 200MG} TAB,15
5005083,PLASMA FRACTIONS PIT,14
5050364,PLASMINOGEN ACTIVATOR INHIBITOR 1 4G/5G,564
5050462,PLASMODIUM SPECIES PCR,179
70171213,PLASTER SPLINT 3 INCH ROLL,40
70171214,PLASTER SPLINT 4 INCH ROLL,3.07
70171215,PLASTER SPLINT 6 INCH ROLL,48.25
70172347,PLATE,973.75
70174649,PLATE 1.5 VA-Y 02.130.253,1011
70174490,PLATE 4 HOLE MTP LEFT 70-0329,1380
70173157,PLATE 4 HOLE TIBIA,2759.12
70174608,PLATE 4HOLE MOTOBAND MAX 15MM 7100-4H15,3373.5
70174526,PLATE 4HOLE STRAIGHT COMPRESSION P53-101,2567.5
70174617,PLATE 5HOLE P53-008-RC05,2964
70174052,PLATE 627204,4765.2
70173750,PLATE 627332,3519
70173906,PLATE 627636,4284
70173874,PLATE 628006,2400
70173952,PLATE 8 HOLE RIGHT AR-2657DR,1375
70174631,PLATE CLAVICLE HOOK 3.5 241.095S,1771.28
70174383,PLATE COMPRESSION RIGHT 4HOLE P53-106-R0,3185
70174595,PLATE LCP 3.5MM 14HOLE 223.641,1483.63
70173677,PLATE LEFT STANDARD PL-DR60L,1595
70172085,PLATE LEFT VOLAR PLDR50L,1512.5
70174400,PLATE LOCK LATERAL AR-8943TH-03,1400
70174244,PLATE MTP SHORT RIGHT P53-103-R004,3074.5
70172087,PLATE NARROW VOLAR,1512.5
70174582,PLATE RIGHT MTP CONTOURED MED AR-8944CR-,2000
70172088,PLATE RIGHT STANDARD ACCUMED,1512.5
70172421,PLATE SYNTHES 238.707,2846.48
70174440,PLATE TIGHTROPE KNOTLESS AR-8926SS,1870
70173678,PLATE WRIST FUSION STANDARD 70-0362,2724
5088027,PLATELET COUNT,41
5088029,PLATELET FUNCTION - ASPIRIN,75
5005610,PLATELET FUNCTION - ASPIRIN MMCN,75
5088030,PLATELET FUNCTION ANALYSIS (COL/ADP),75
5082089,PLATELET PHERESED PROCESSING,566
5082099,PLATELET PHERESED UNIT CHARGE,1669
1500153,PLAVIX {CLOPIDOGREL 300MG} TAB (S),86
1514124,PLAVIX {CLOPIDOGREL 75MG} TAB,15
1513406,PLENDIL (FELODIPINE) TAB:5MG (N),10
1514343,PLETAL {CILOSTAZOL 100MG} TAB,12
70170739,PLEUR EVAC,318
70172419,PLT/1.2MM UPPLATE ORBITAL 8 HOLE STRYKER,642.45
2030998,PLUER VAC,365.75
2056570,PLUER-EVAC ADULT DEK 6/CS A-6000-08LF,81.9
2051287,PLUG CATHETER 9/32,2.25
5005317,PNEUMOCOCCAL AB 23 812166,75
5005318,PNEUMOCOCCAL AB ADDITIONAL,75
5092318,PNEUMOCOCCAL AB IGG 816767,12
5092459,PNEUMOCYSTIS SMEAR  180232,73
1511532,PNU-IMUNE 23 {PNEUMOCOCCAL VAC} 0.5ML,102
5005651,POC TISSUE MICROARRAY,2100
5050368,POLIOVIRUS IMMUNE STATUS 186542,150
5050369,POLIOVIRUS TYPE II,125
5050370,POLIOVIRUS TYPE III,125
1512878,"POLYMYXIN B INJ 500,000 UNITS",43
1514302,POLYSPORIN {BAC/POLY} OPH OINT 3.5GM (S),40
1512808,POLYSPORIN {BACITRACIN-POLY} OINT 30GM,33
1513252,POLYTRIM OPHTH SOLN 10ML,55
1511534,PONTOCAINE 0.5% OPHTH DROPS 15ML,49
5094200,PORPHOBILINOGEN RANDOM URINE  003053,56
5050301,PORPHYRIN PLASMA 823239,252
5050254,PORPHYRINS (SERUM)  823246,180
5093019,PORPHYRINS PANEL (URINE) 003194,179
70170259,PORT BIOPSY SEAL,189
5570724,PORT FILM,251
5088028,POST VAS SPERM COUNT,48
431610,POSTERIOR PACKING,153
61561506,POSTPARTUM HEMORRAHAGE KIT,555
5084023,POTASSIUM,29
5050203,POTASSIUM (ADDITIONAL),29
1514865,POTASSIUM CL 20MEQ/100ML H20 PREMIX,155
1514866,POTASSIUM CL 40MEQ/100ML H20 PREMIX (S),45
1511556,POTASSIUM CL INJ 20MEQ/10ML (S),41
1511558,POTASSIUM CL INJ 30MEQ/15ML (S),52
1511103,POTASSIUM CL INJ 40MEQ/20ML,41
1513539,POTASSIUM CL LIQ 10% UD 40MEQ/30ML,12
1513538,POTASSIUM CL LIQ 10% UD:20MEQ/15ML (S),10
1515030,POTASSIUM GLUC 595MG {99MG  K} TAB (S),12
1518319,POTASSIUM PHOSPHATE 15MMOL/NS 250ML,41
1510209,POTASSIUM PHOSPHATE INJ 66MEQ/15ML,41
5093020,POTASSIUM URINE 24HR,52
5092542,POTASSIUM URINE SPOT,42
2054497,POUCH DRAINABLE 2 1/2,95
2051304,POUCH UROSTOMY 1 3/4,205
2051097,POWDER BABY 1.5 OZ  48MIN,7.5
70173482,POWER PICK 30 AR-8150PP-30,212.5
70174625,POWERPORT CLEARVUE 1608062,962.5
70172236,POWERPORT ISP MRI 8FR INTERMEDIATE,2100
70172237,POWERPORT MRI 8FR STANDARD,2100
70173994,PPROXIMAL LATERAL HUMERUS PLATE FOR LEFT,3521.69
70170920,PR SUB ELEC WITH GROUND,280
1515281,PRADAXA CAPS 150MG,19
1515284,PRADAXA CAPS 75MG,19
1514342,PRANDIN {REPAGLINIDE 1MG} TAB (S),10
1500361,PRAVACHOL (PRAVASTATIN) TAB:10MG (N),15
1513434,PRAVACHOL (PRAVASTATIN) TAB:10MG (S),15
1514745,PRAVACHOL {PRAVASTATIN 40MG} TAB (S),20
1500362,PRAVACHOL TAB(PRAVASTATIN): 20MG (N),13
1500363,PRAVACHOL TAB(PRAVASTATIN): 40MG (N),19
1500364,PRAVACHOL TAB(PRAVASTATIN): 80MG (N),21
1520641,PRAXBIND INTRAVENOUS SOLUTION 2.5GM/50ML,6300
5080036,PRBC (LEUKOCYTE REDUCED) UNIT CHARGE,300
6564215,PRE EMPLOYMENT SCREEN EACH 15 MIN,20
5092266,PREALBUMIN,97
70131494,PRE-ANES CANCELLED OR,295
1500508,PRECEDEX {DEXMEDETOMIDINE} 400MCG/100ML,400
1514795,PRECOSE (ACARBOSE) TAB:25MG (S),10
1512373,PRED FORTE 1% OPHT (prednisoLONE AC):5ML,47
1513307,predniSONE ORAL SOLN 5MG/5ML 5ML,20
1512599,predniSONE TAB 10MG,15
1512839,predniSONE TAB 1MG,10
1511563,predniSONE TAB 20MG,12
1511536,predniSONE TAB 5MG,12
1511565,predniSONE TAB:50MG (S),14
5005426,PREGNENOLONE 140707,275
1513517,PRELONE{prednisoLONE}SYRUP 15MG/5ML 5ML,17
1511567,PREMARIN {CONJ.ESTROGENS 0.3MG} TAB,13
1511568,PREMARIN {CONJ.ESTROGENS 0.625MG} TAB,15
1500160,PREMARIN TAB: 1.25MG (N),15
1511571,PREMARIN VAGINAL CREAM 30GM,77
70170442,PREP CHLOROPREP,58
70170443,PREP DRY SKIN,5.64
70170445,PREP DURAPREP,9.59
70170444,PREP WET SKIN,7.31
1510638,PREPARATION H {HEMORRHOIDAL} OINT 60GM,21
2503003,PRESSURE BAG 500cc PI-903S-6,60
1515044,PREVACID {LANSOPRAZOLE} SOLUTAB 30MG,17
70174179,PREVENA CANNISTER PRE1095,65.4
70173562,PREVENA CUSTOMIZABLE SYSTEM KIT,1487.5
61561513,PREVENA PEEL AND PLACE 56140/KINE,1138.5
70173372,PREVENA PEEL AND PLACE SYSTEM KIT,1237.5
70174178,PREVENA PLUS CANNISTER PRE4095,72
1513124,priLOSEC {OMEPRAZOLE 20MG} CAP,20
1514356,PRIMACOR/D5W INJ (MILRINONE):20MG/100M,573
70173603,PRIMARY TOTAL HIP ARTHROPLASTY,9000
70174252,PRIMARY TOTAL SHOULDER ARTHROPLASTY SYST,8000
70185132,PRIMARY TRITANIUM HEMI CLUSTER HOLE CUP,3836.12
70174258,PRIMARY UNICONDYLAR KNEE REPLACEMENT SYS,7400
1514472,PRIMAXIN {IMIPENEM-CILA 500MG} VIAL,171
1514520,PRIMAXIN 250MG/NS100ML MINIBAG PLUS (S),128
1514521,PRIMAXIN 500MG/NS100ML MINIBAG PLUS (S),210
5084083,PRIMIDONE(MYSOLINE)  007856,65
1515252,PRISTIQ {DESVENLAFAXINE 50MG} ER TAB,23
99930035,PRIVATE ROOM,535
1514082,PROAMATINE {MIDODRINE 5MG} TAB,12
70173232,PROBE COVER LATEX FREE,32.01
1101119,PROBE GOLD,247.5
1101105,PROBE GOLD 7FR & 10FR,535
1101118,PROBE INJECTOR NEEDLE GOLD PROBE,242.5
2502925,PROBE SKIN TEMP,5.54
1500380,PROBIOTIC BLEND CAPSULE,5
5005258,PROCALCITONIN,310
1512387,PROCARDIA ADALAT {NIFEdipine 10MG} CAP,12
1513106,PROCARDIA XL (NIFEdipine)TAB:30MG (S),14
1513202,PROCARDIA XL (NIFEdipine)TAB:60MG (S),15
1513296,PROCARDIA XL (NIFEdipine)TAB:90MG (S),15
1500310,PROCARDIA XL TAB (NIFEDIPINE) 60MG (N),10
1500309,PROCARDIA XL TAB (NIFEDIPINE): 30MG (N),10
1500311,PROCARDIA XL TAB (NIFEDIPINE): 90MG (N),12
1515004,PROCEDURE - CHEMO (S),0
1515001,PROCEDURE - COMPOUND LVP (S),0
1515002,PROCEDURE - IVPB (S),0
1515005,PROCEDURE - NON-COMPOUND LVP (S),0
1515003,PROCEDURE - TPN (S),0
1500170,"PROCRIT INJ(EPOETIN):20,000UNIT/ML",921
1500168,"PROCRIT INJ(EPOETIN):4,000UNIT/ML (N)",160
1511582,PROCTOFOAM-HC FOAM 10GM (S),91
5092137,PROGESTERONE BLOOD,130
5005533,PROGESTERONE BLOOD MMCN,130
5050159,PROINSULIN,264
5084305,PROLACTIN,98
5005534,PROLACTIN MMCN,98
1500384,PROLIA {DENOSUMAB} INJ 60MG/ML SUB Q,2185
1512701,PROLIXIN (FLUPHENAZINE) TAB:2.5MG (S),13
1515039,PROMETRIUM (PROGESTERONE) 100MG CAP,22
1515495,PROMETRIUM{PROGESTERONE 200MG} CAP (S),19
1511594,PROPYLTHIOURACIL 50MG TAB,15
1513423,PROSCAR {FINASTERIDE 5MG} TAB,15
1510116,PROSTIN E2 SUPP,1285
1511605,PROTAMINE SULFATE INJ 50MG VIAL,25
70174058,PROTECTOR ALEXIS ORTHO HR004,487.5
2502938,PROTECTOR EYE IGUARD,24
2050577,PROTECTOR HEEL & ELBOW,92.25
5094202,PROTEIN BODY FLUID 019588,63.62
5050424,PROTEIN C & S  165100,0
5084137,PROTEIN C ANTIGEN 080465,234
5005601,PROTEIN C FUNCTIONAL 117705,50
5050109,PROTEIN C PANEL 283655,240
5092517,PROTEIN C RESISTANCE-ACTIVATED 117762,248
5081035,PROTEIN CSF,70
5092442,PROTEIN S FREE,134
5050119,PROTEIN S FUNCTIONAL 164525,30
5050110,PROTEIN S PANEL 117754,264
5084024,PROTEIN TOTAL,35
5084406,PROTEIN TOTAL URINE,44
5093024,PROTEIN URINE 24HR,102
5050470,PROTEIN/CREATININE RATIO-SPOT UR,50
5088077,PROTEIN-S ANTIGEN 164517,134
70174046,PROTHESIS LGX PRECONNECT MS 18CM72404252,17594
5080044,PROTHROMBIN TIME,41.7
5050209,PROTHROMBIN TIME (FINGERSTICK),44
5050434,PROTIME & PTT,0
5050435,PROTIME & PTT (DAILY),0
1514374,PROTONIX {PANTOPRAZOLE 40MG} TAB (S),16
1514462,PROTONIX IV {PANTOPRAZOLE 40MG}  VIAL,98
1500179,PROTONIX TAB (PANTOPRAZOLE): 40MG (N),12
5084099,PROTOPORPHRYNS-FREE 010165,71
1519654,PROVAY BLUE INJ 5MG/1ML 10ML,447.46
1511539,PROVENTIL (ALBUTEROL) TAB:4MG (S),12
1512744,PROVENTIL {ALBUTEROL} SYRUP 2MG/5ML 5ML,14
1513175,PROVERA{medroxyPROGESTERone 2.5MG} TAB,10
1514869,PROVIGIL (MODAFINIL) TAB:100MG (S),22
1500182,PROVIGIL TAB (MODAFINIL): 200MG (N),24
70173247,Proximal LatePLATE 5 HOLE STRYKER 437125,2483.8
70173798,Proximal Lateral Humerus Plate TS 3 Hole,2483.8
70173790,Proximal Lateral Humerus Plate TS 3 Hole,2483.8
70180151,Proximal Lateral Humerus Plate TS 8 Hole,2483.8
70174172,PROXIMAL LATERAL TIBIA PLATE FOR LEFT TI,3424.2
70185018,PROXIMAL LATERAL TIBIA PLATE FOR LEFT TI,3495.7
70180229,PROXIMAL LATERAL TIBIA PLATE FOR RIGHT T,3814.2
70180004,PROXIMAL LATERMAT ANTI SKID 16X20  80/CS,3424.2
1513612,PROzac {FLUoxetine 10MG} CAP,12
1512973,PROzac {FLUoxetine 20MG} CAP,13
5084289,PSA,84
5005654,PSA FREE,85
5005535,PSA MMCN,84
5005653,PSA REFLEX TO FREE,84
5005655,PSA REFLEX TO FREE MMCN,84
5005023,PSA SCREEN,84
5005536,PSA SCREEN MMCN,84
5084152,PSA-TOTAL AND FREE,85
5005537,PSA-TOTAL AND FREE MMCN,85
2045375,PSY2819 MITTS SECURITY DBL PADDED POSEY,72.5
6531277,PT E-STIM MANUAL,98
6564002,PT E-STIM UNATTENDED,61
6506733,PT EXAMINATION - HIGH,174
6506731,PT EXAMINATION - LOW,174
6506732,PT EXAMINATION - MODERATE,174
6564260,PT MANUAL THERAPY,42
6531276,PT NEUROMUSCULAR RE-EDUCATION,88
6564007,PT PARAFFIN BATH,51
6564148,PT RE-EXAMINATION,98
6531279,PT ROM MEASUREMENT,75
6564137,PT THERAPEUTIC ACTIVITY/KINETIC,42
6506552,PT THERAPEUTIC EXERCISE EA 15 MIN,53
6564010,PT ULTRASOUND/PHONOPHORESIS,66
5092317,PTH INTACT,169
5092111,PTH PROFILE 004945,110
5092526,PTH REL PEPTIDE 503380,283
5080045,PTT,46.33
5050469,PTT - MMCN,46.33
2040348,PUDENDAL BLOCK 20/CS,51.75
1514585,PULMICORT {BUDESONIDE}RESPULE 0.25MG/2ML,0
1514583,PULMICORT {BUDESONIDE}RESPULE 0.5MG/2ML,0
1500183,PULMICORT INHALER:  P&T CHANGE (N),575
6506575,PULMONARY REHAB W/EXERCISE,225
4765004,PULSE OX CONT EQUIP CHECK=>,0
4765199,PULSE OXIMETER,0
4765113,PULSE OXIMETRY ROUTINE CHECKS,0
4765114,PULSE OXIMETRY-CONTINUOUS,0
4765129,PULSE OXIMETRY-MULTIPLE,0
2041238,PUMP BREAST discontinued,201.5
44032,PUMP BREAST HARMONY 10/CS,96.5
70131491,PUNCH DERMAL DISP ALL SIZES,7
70174327,PUNCH DISPOSABLE CORKSCREW SWIVEL LOCK,187.5
1513703,PURINETHOL {MERCAPTOPURINE 50MG} TAB,17
70131288,PURSESTRING AUTO-SUTURE,194
70174299,PUSHLOCK 2.9 AR-1923BC,880
70173791,PUSHLOCK 2.9 DISPOSABLE KIT AR-1923DS,385
70174027,PUSHLOCK PEEK 2.9 AR1923PS,900
1511616,PYRIDIUM {PHENAZOPYRIDINE 100MG} TAB,8
1500185,PYRIDIUM TAB: 200MG (N),8
5050283,PYRUVATE KINASE 206419,240
5050510,QUANTIFERON-TB GOLD 182893,225
5005402,QUEST SPECIMEN,0
1511623,QUESTRAN (CHOLESTYRAMINE) PKT:4GM (S),14
1513644,QUESTRAN LIGHT (CHOLESTYRAMINE) PKT (N),13
70172098,QUICK RELEASE 2.8MM X 5,114
70185005,R3CON LOCKING PLATE SCREW 2.7 x 17mm,469.62
70185196,"R3CON Locking Plate Screw, 2.7 x 11mm",469.62
70185199,"R3CON Locking Plate Screw, 2.7 x 12mm",469.62
70185116,"R3CON Locking Plate Screw, 2.7 x 13mm",469.62
70174238,"R3CON Locking Plate Screw, 2.7 x 14mm",469.62
70174239,"R3CON Locking Plate Screw, 2.7 x 15mm",469.62
70185108,"R3CON Locking Plate Screw, 2.7 x 28mm",469.62
70185115,"R3CON Locking Plate Screw, 2.7 x 8mm",469.62
70174377,"R3CON Locking Plate Screw, 3.5 x 16mm",469.62
70185104,"R3CON Locking Plate Screw, 3.5 x 22mm",469.62
70185298,"R3CON Locking Plate Screw, 3.5 x 26mm",469.62
70185105,"R3CON Locking Plate Screw, 3.5 x 30mm",469.62
70185302,"R3CON Locking Plate Screw, 3.5 x 32mm",469.62
70180251,"R3CON Non-Locking Plate Screw, 2.7 x 12m",388.38
70185203,"R3CON Non-Locking Plate Screw, 2.7 x 13m",388.38
70180144,"R3CON Non-Locking Plate Screw, 2.7 x 14m",388.38
70185118,"R3CON Non-Locking Plate Screw, 2.7 x 15m",388.38
