Hospital Service, Price ,,,,,,,,
HISTOPLASMA AB                  , $323.00 ,,,,,,,,
HISTOPLASMA YEAST AB            , $323.00 ,,,,,,,,
HISTOPLASMA AB C.F. Y+M         , $323.00 ,,,,,,,,
IGD                             , $273.00 ,,,,,,,,
IGG                             , $273.00 ,,,,,,,,
IGG SUBSETS                     , $207.00 ,,,,,,,,
IGM                             , $273.00 ,,,,,,,,
INFLUENZA A/B AG EIA            , $105.00 ,,,,,,,,
INSULIN ANTIBODY                , $522.00 ,,,,,,,,
INTRINSIC FACTOR AB             , $359.00 ,,,,,,,,
LEGIONELLA PNEUMOPHILIA IGG     , $180.00 ,,,,,,,,
MYCOPLASMA PNEUMONIAE CULT      , $343.00 ,,,,,,,,
N. GONORRHEA SMEAR              , $123.00 ,,,,,,,,
PARAINFLUEN DIRECT TYP EA TYP   , $220.00 ,,,,,,,,
PNEUMONITIS HYPERSENSITIVITY    , $543.00 ,,,,,,,,
"POLIO VIRUS AB TYPE 1,2,3       ", $664.00 ,,,,,,,,
Q FEVER AB                      , $408.00 ,,,,,,,,
STAT RSV  ANTIGEN               , $332.00 ,,,,,,,,
TETANUS ANTITOXIN               , $314.00 ,,,,,,,,
TOXOCARA AB                     , $271.00 ,,,,,,,,
TULAREMIA AGGLUTININS           , $279.00 ,,,,,,,,
VARICELLA AB (IGG OR IGM)       , $351.00 ,,,,,,,,
ROTAVIRUS DIRECT BY EIA         , $450.00 ,,,,,,,,
CMV CULTURE                     , $497.00 ,,,,,,,,
LEPTOSPIRA AB                   , $279.00 ,,,,,,,,
UREAPLASMA M. HOMINIS           , $343.00 ,,,,,,,,
HSV CULTURE & TYPING            , $497.00 ,,,,,,,,
SYPHILIS TEST QUALITATIVE       , $120.00 ,,,,,,,,
VZV CULTURE                     , $497.00 ,,,,,,,,
VZV DIRECT                      , $205.00 ,,,,,,,,
RSV DIRECT BY EIA               , $332.00 ,,,,,,,,
LEGIONELLA AG EIA URINE         , $462.00 ,,,,,,,,
LEGIONELLA ANTIGEN URINE        , $462.00 ,,,,,,,,
EB VCA IGG                      , $432.00 ,,,,,,,,
EB - VCA IGM                    , $432.00 ,,,,,,,,
INFLUENZA TISSUE CULT           , $497.00 ,,,,,,,,
PARAINFLUENZA CULTURE           , $497.00 ,,,,,,,,
CENTROMERE B AB                 , $277.00 ,,,,,,,,
HSV - IGM                       , $293.00 ,,,,,,,,
VARICELLA IGM                   , $351.00 ,,,,,,,,
CMV - ANTIGENEMIA               , $147.00 ,,,,,,,,
PNEUMOCYSTIS CARNI              , $161.00 ,,,,,,,,
"N. MENINGITDIS A, Y, AG         ", $143.00 ,,,,,,,,
M.TUBERCULOSIS AMP PROB TECH    , $822.00 ,,,,,,,,
B.PERTUSSIS ANTIBODY TITER      , $93.00 ,,,,,,,,
"BABESIA MICROTI DNA, PCR        ", $296.00 ,,,,,,,,
CULTURE MEDICAL DEVICE          , $241.00 ,,,,,,,,
INDIA INK                       , $59.00 ,,,,,,,,
CMV DNA QUAL REAL TIME PCR      , $723.00 ,,,,,,,,
CMV DNA QT REAL TIME PCR        ," $1,086.00 ",,,,,,,,
"T, GONDII DNA, QL, PCR (NY)     ", $296.00 ,,,,,,,,
"VARICELLA ZOSTER VIRUS, PCR     ", $296.00 ,,,,,,,,
BETA LACTAMASE                  , $64.00 ,,,,,,,,
CAMPYLOBACTER CULT              , $90.00 ,,,,,,,,
ETEST SENSITIVITY               , $64.00 ,,,,,,,,
SENSITIVITY KB                  , $78.00 ,,,,,,,,
E.COLI 0157 H7 CULTURE          , $90.00 ,,,,,,,,
GRAM POSITIVE SENSITIVITY MIC   , $78.00 ,,,,,,,,
TCBS STOOL CX                   , $90.00 ,,,,,,,,
CX TYPING AGGLUTINATION         , $72.00 ,,,,,,,,
STAIN CRYPTOSPOR CYCLO ISOSPOR  , $440.00 ,,,,,,,,
CX IF TYPING EA ANTISERUM       , $69.00 ,,,,,,,,
E. COLI 0157:H7                 , $90.00 ,,,,,,,,
OVA AND PARASITES               , $358.00 ,,,,,,,,
"B.PERTUSSIS AG,DFA              ", $74.00 ,,,,,,,,
BARTONELLA ROCHALIMAEA DNA      , $64.00 ,,,,,,,,
C.DIFFICILE TOXIN A AND B       , $406.00 ,,,,,,,,
CHLAYMDIA PNEUMONIAE CULTURE    , $347.00 ,,,,,,,,
COCCIDIOIDES AB CF BLOOD        , $311.00 ,,,,,,,,
EBV EA AB                       , $114.00 ,,,,,,,,
KOH PREP NOT SKIN HAIR OR NAIL  , $59.00 ,,,,,,,,
ANEROBIC CULT ID EACH ISO       , $189.00 ,,,,,,,,
MICRO BILLING - CONCENTRATION   , $81.00 ,,,,,,,,
TISSUE HOMOGENIZATION CULT      , $89.00 ,,,,,,,,
MICRO URINE PRESUMPTIVE ID      , $185.00 ,,,,,,,,
BACTERIAL DEFINATIVE ID         , $72.00 ,,,,,,,,
MOLD DEFINITIVE ID              , $78.00 ,,,,,,,,
MICROFILARIAE DETECTION         , $81.00 ,,,,,,,,
N.GONORRHEA-DIR(GENETIC PROBE)  , $160.00 ,,,,,,,,
ACETAMINOPHEN                   , $264.00 ,,,,,,,,
UR. AMPHETAMINES SCREEN         , $264.00 ,,,,,,,,
BENZODIAZEPINES    -  BLOOD     , $322.00 ,,,,,,,,
COCAINE METABOLITE              , $324.00 ,,,,,,,,
ETHYLENE GLYCOL                 , $508.00 ,,,,,,,,
ALCOHOL BLOOD OR URINE          , $275.00 ,,,,,,,,
OPIATES URINE QL                , $264.00 ,,,,,,,,
SALICYLATE (BLOOD)              , $264.00 ,,,,,,,,
LIDOCAINE                       , $351.00 ,,,,,,,,
PHENCYCLIDINE                   , $368.00 ,,,,,,,,
TRICYCLIC ANTIDEPRESS SCR       , $264.00 ,,,,,,,,
ETHOSUXIMIDE                    , $428.00 ,,,,,,,,
UR. BARBITUATES SCREEN          , $264.00 ,,,,,,,,
UR. BENZODIAZEPINES             , $322.00 ,,,,,,,,
CANNABINOIDS UR. SCR.           , $264.00 ,,,,,,,,
THEOPHYLLINE                    , $273.00 ,,,,,,,,
DIGOXIN                         , $261.00 ,,,,,,,,
PROCAOMAMIDE WITH NAPA          , $351.00 ,,,,,,,,
QUINIDINE                       , $447.00 ,,,,,,,,
CARBAMAZEPINE TOTAL             , $279.00 ,,,,,,,,
PHENYTOIN TOTAL                 , $283.00 ,,,,,,,,
PHENOBARBITAL                   , $383.00 ,,,,,,,,
PRIMIDONE                       , $305.00 ,,,,,,,,
VALPROIC ACID                   , $301.00 ,,,,,,,,
LITHIUM                         , $161.00 ,,,,,,,,
CYCLOSPORINE                    , $391.00 ,,,,,,,,
"AMIKACIN, RANDOM                ", $401.00 ,,,,,,,,
AMIKACIN PEAK                   , $401.00 ,,,,,,,,
AMIKACIN TROUGH                 , $401.00 ,,,,,,,,
GENTAMYCIN PEAK.                , $401.00 ,,,,,,,,
GENTAMYSIN TROUGH.              , $401.00 ,,,,,,,,
TOBRAMYCIN PEAK.                , $401.00 ,,,,,,,,
TOBRAMYCIN TROUGH.              , $401.00 ,,,,,,,,
GENTAMYCIN-RANDOM.              , $401.00 ,,,,,,,,
VANCOMYCIN PEAK.                , $401.00 ,,,,,,,,
VANCOMYCIN TROUGH               , $401.00 ,,,,,,,,
TOBRAMYCIN-RANDOM.              , $401.00 ,,,,,,,,
VANCOMYCIN RANDOM.              , $401.00 ,,,,,,,,
BARBITUATE ID                   , $301.00 ,,,,,,,,
AMIODARONE/DESETHY.             , $328.00 ,,,,,,,,
AMITRIPTYLINE                   , $370.00 ,,,,,,,,
CHLORPROMAZINE                  , $418.00 ,,,,,,,,
CLOMIPRAMINE                    , $370.00 ,,,,,,,,
CLONAZEPAM                      , $322.00 ,,,,,,,,
CLORAZEPATE                     , $322.00 ,,,,,,,,
DESIPRAMINE                     , $370.00 ,,,,,,,,
DIAZEPAM                        , $322.00 ,,,,,,,,
DILANTIN FREE                   , $504.00 ,,,,,,,,
HALOPERIDOL                     , $89.00 ,,,,,,,,
IMIPRAMINE                      , $370.00 ,,,,,,,,
METHADONE SERUM                 , $322.00 ,,,,,,,,
METHOTREXATE                    , $247.00 ,,,,,,,,
METHYLPHENIDATE SERUM           , $227.00 ,,,,,,,,
MEXILETIME                      , $247.00 ,,,,,,,,
NORTRIPTYLINE                   , $370.00 ,,,,,,,,
PREGNENOLONE                    , $352.00 ,,,,,,,,
PENTOBARBITAL                   , $301.00 ,,,,,,,,
TACROLIMUS                      , $483.00 ,,,,,,,,
SIROLIMUS / RAPAMYCIN           , $554.00 ,,,,,,,,
TRILEPTAL LEVEL                 , $247.00 ,,,,,,,,
TIAGABINE                       , $227.00 ,,,,,,,,
TOPIRAMATE                      , $351.00 ,,,,,,,,
AMPICILLIN LEVEL                , $247.00 ,,,,,,,,
BUPROPION PLASMA                , $247.00 ,,,,,,,,
"CARBAMAZEPINE, FREE             ", $174.00 ,,,,,,,,
CLONIDINE                       , $247.00 ,,,,,,,,
"COUMADIN, PLASMA                ", $247.00 ,,,,,,,,
FELBAMATE                       , $247.00 ,,,,,,,,
ISONAIZID                       , $247.00 ,,,,,,,,
METOPROLOL                      , $247.00 ,,,,,,,,
VALPROIC ACID FREE              , $301.00 ,,,,,,,,
VIGABATRIN                      , $247.00 ,,,,,,,,
QUETIAPINE                      , $418.00 ,,,,,,,,
"TRAZODONE, SERUM                ", $227.00 ,,,,,,,,
ALCOHOL ETHYL W/CONF URINE      , $264.00 ,,,,,,,,
AMPHETAMINE URINE               , $187.00 ,,,,,,,,
THIOPENTAL                      , $301.00 ,,,,,,,,
CLOZAPINE                       , $351.00 ,,,,,,,,
MEPERIDINE AND NORMEPERIDINE    , $105.00 ,,,,,,,,
"VOLATILES, BLOOD                ", $275.00 ,,,,,,,,
BLOOD CX DEFINITIVE ID EA ISO   , $72.00 ,,,,,,,,
ANAER CULTURE  BILLING TEST     , $81.00 ,,,,,,,,
YERSINIA CULT                   , $90.00 ,,,,,,,,
ANTI DOUBLE STRANDED DNA        , $256.00 ,,,,,,,,
ANTIMITOCHONDRIAL AB            , $320.00 ,,,,,,,,
ANTI SMOOTH MUSCLE AB           , $320.00 ,,,,,,,,
COMPLEMENT C3                   , $298.00 ,,,,,,,,
COMPLEMENT C4                   , $298.00 ,,,,,,,,
CH-50                           , $476.00 ,,,,,,,,
C1Q IMMUNE COMPLEX              , $396.00 ,,,,,,,,
CRYOGLOBULINS                   , $131.00 ,,,,,,,,
RHEUMATOID FACTOR QUANT         , $261.00 ,,,,,,,,
ALLERGEN IGE QUAN /SEMIQU EA    , $55.00 ,,,,,,,,
RAST-MILK                       , $55.00 ,,,,,,,,
RAST-CODFISH                    , $55.00 ,,,,,,,,
RAST-HOUSEDUST HOLLISTERS       , $55.00 ,,,,,,,,
RAST-CAT EPITHELIUM             , $55.00 ,,,,,,,,
RAST-DOG EPITHELIUM             , $55.00 ,,,,,,,,
RAST-DOG DANDER                 , $55.00 ,,,,,,,,
RAST-BERMUDA                    , $55.00 ,,,,,,,,
RAST-MEADOW FESCUE              , $55.00 ,,,,,,,,
RAST-TIMOTHY                    , $55.00 ,,,,,,,,
RAST-HOUSE DUST GREER           , $55.00 ,,,,,,,,
RAST-PENICILLIM NOTATUM         , $55.00 ,,,,,,,,
RAST-CLADOSPORIUM HERBARU       , $55.00 ,,,,,,,,
RAST-COMMON RAGWEED             , $55.00 ,,,,,,,,
COMPLEMENT C2                   , $298.00 ,,,,,,,,
COMPLEMENT C5                   , $298.00 ,,,,,,,,
T CELLS ABSOLUTE CD4/CD8        , $489.00 ,,,,,,,,
IMMUNOFIXATION SERUM            , $512.00 ,,,,,,,,
C1 INHIBITOR FUNCTIONAL         , $351.00 ,,,,,,,,
ANTI-HISTONE AB                 , $110.00 ,,,,,,,,
GLIADIN AB IGA                  , $110.00 ,,,,,,,,
ANTI-EPIDERMAL AB               , $320.00 ,,,,,,,,
ANTI-ENA AB                     , $255.00 ,,,,,,,,
ANTI PLATELET AB                , $401.00 ,,,,,,,,
ANTITRIPSIN PHENO.              , $615.00 ,,,,,,,,
OKT3 ANTIBODY                   , $465.00 ,,,,,,,,
ANTI-THYROID PEROXIDASE AB      , $332.00 ,,,,,,,,
ANA SCREEN                      , $277.00 ,,,,,,,,
ANA TITER                       , $87.00 ,,,,,,,,
TRANSGLUTAMINASE AB (IGA)       , $110.00 ,,,,,,,,
SALMONELLA ABS                  , $566.00 ,,,,,,,,
EAST EQUINE ENCEPHALITIS IGM    , $245.00 ,,,,,,,,
GQ1B (IGG)                      , $498.00 ,,,,,,,,
LIVER KIDNEY MICROSOMAL AB      , $332.00 ,,,,,,,,
HISTOPLASMA AG                  , $327.00 ,,,,,,,,
HERPES TYPE 1-2 DNA/PCR         , $711.00 ,,,,,,,,
HANTA VIRUS IGG                 , $220.00 ,,,,,,,,
HANTA VIRUS IGM                 , $220.00 ,,,,,,,,
LIPOPROTEIN A                   , $189.00 ,,,,,,,,
"GM1 AB (IGG,M)                  ", $498.00 ,,,,,,,,
NEONATAL ALLOIMMUNE             , $820.00 ,,,,,,,,
PLATELET AUTO AB                , $401.00 ,,,,,,,,
NEUTROPHIL ANTIBODY PANEL       , $465.00 ,,,,,,,,
NEUTROPHIL ANTIBODY SCREEN      , $465.00 ,,,,,,,,
NEUTROPHIL ANTOBODY ID          , $465.00 ,,,,,,,,
LOW MOLECULAR WEIGHT HEPARIN    , $392.00 ,,,,,,,,
SEROTONIN RELEASE ASSAY         , $401.00 ,,,,,,,,
AB ID LEUKOCYTE AB              , $465.00 ,,,,,,,,
PARIETAL CELL AB W/RFX          , $320.00 ,,,,,,,,
PARVOVIRUS B19 AB (IGG OR IGM)  , $242.00 ,,,,,,,,
PARVOVIRUS B 19 AB IGM          , $242.00 ,,,,,,,,
"SULFATICLA AB (IGG,M)           ", $498.00 ,,,,,,,,
GLIADIN AB IGG                  , $110.00 ,,,,,,,,
IGF BINDING PROTEIN -3          , $479.00 ,,,,,,,,
GBM AB                          , $498.00 ,,,,,,,,
RETICULIN AB IGA W/RFX          , $320.00 ,,,,,,,,
"DENGUE FEVER IGG,M              ", $220.00 ,,,,,,,,
HCV AB RIBA (CONFIRMATION)      , $694.00 ,,,,,,,,
HCV RNA QT REAL TIME PCR        , $997.00 ,,,,,,,,
ISLET CELL AB                   , $584.00 ,,,,,,,,
"PARVOVIRUS B-19 DNA,PCR         ", $296.00 ,,,,,,,,
RIBOSOMAL P PROTEIN AB          , $110.00 ,,,,,,,,
IGF BINDING PROTEIN -1          , $479.00 ,,,,,,,,
HBV DNA QT REAL TIME PCR        , $229.00 ,,,,,,,,
LYME WB IGG                     , $339.00 ,,,,,,,,
ANTI SM/RNP                     , $255.00 ,,,,,,,,
ANTI SM                         , $255.00 ,,,,,,,,
INTACT PTH                      , $323.00 ,,,,,,,,
IONIZED CA                      , $367.00 ,,,,,,,,
IGG ANTICARDIOLIPIN             , $352.00 ,,,,,,,,
IGM ANTICARDIOLIOIN             , $352.00 ,,,,,,,,
C-ANCA                          , $465.00 ,,,,,,,,
P-ANCA                          , $465.00 ,,,,,,,,
ANTI SSA                        , $255.00 ,,,,,,,,
ANTI SSB                        , $255.00 ,,,,,,,,
EBV DNA QT PCR                  , $488.00 ,,,,,,,,
ADENOVIRUS ANTIBODY             , $346.00 ,,,,,,,,
448 COUNTY LAB TEST             , $284.00 ,,,,,,,,
COMPLEMENT C7                   , $298.00 ,,,,,,,,
CHROMOGRANIN A                  , $302.00 ,,,,,,,,
RAST-EGG YOLK                   , $55.00 ,,,,,,,,
ASO - SCREEN                    , $155.00 ,,,,,,,,
A.PHAGOCYTOPHILUM IGG           , $101.00 ,,,,,,,,
A PHAGOCYTOPHILUM IGM           , $101.00 ,,,,,,,,
EHRLICHIA (HGE) SMEAR           , $81.00 ,,,,,,,,
HETEROPHILE AB TITER            , $87.00 ,,,,,,,,
GIARDIASIS ANTIBODY             , $415.00 ,,,,,,,,
RAST-DERM PTERONYSSINUS         , $55.00 ,,,,,,,,
RAST-DERM FARINAE               , $55.00 ,,,,,,,,
RAST-HORSE DANDER               , $55.00 ,,,,,,,,
RAST-GUINEA PIG EPITHELIU       , $55.00 ,,,,,,,,
RAST-WHEAT                      , $55.00 ,,,,,,,,
RAST-RYE                        , $55.00 ,,,,,,,,
RAST-BARLEY                     , $55.00 ,,,,,,,,
RAST-OAT                        , $55.00 ,,,,,,,,
RAST-CORN                       , $55.00 ,,,,,,,,
RAST-RICE                       , $55.00 ,,,,,,,,
RAST-PEA                        , $55.00 ,,,,,,,,
RAST-PEANUT                     , $55.00 ,,,,,,,,
RAST-HAZEL NUT                  , $55.00 ,,,,,,,,
RAST-BRAZIL NUT                 , $55.00 ,,,,,,,,
RAST-ALMOND                     , $55.00 ,,,,,,,,
RAST-CRAB                       , $55.00 ,,,,,,,,
RAST-SHRIMP                     , $55.00 ,,,,,,,,
RAST-TOMATO                     , $55.00 ,,,,,,,,
RAST-PORK                       , $55.00 ,,,,,,,,
RAST-BEEF                       , $55.00 ,,,,,,,,
RAST-ORANGE                     , $55.00 ,,,,,,,,
RAST-TUNA                       , $55.00 ,,,,,,,,
RAST-SALMON                     , $55.00 ,,,,,,,,
RAST-STRAWBERRY                 , $55.00 ,,,,,,,,
RAST-APPLE                      , $55.00 ,,,,,,,,
RAST-SOYBEAN                    , $55.00 ,,,,,,,,
RAST-CELERY                     , $55.00 ,,,,,,,,
RAST-MUSTARD                    , $55.00 ,,,,,,,,
RAST-ONION                      , $55.00 ,,,,,,,,
RAST-MELON                      , $55.00 ,,,,,,,,
RAST-LOBSTER                    , $55.00 ,,,,,,,,
RAST-CHICKEN                    , $55.00 ,,,,,,,,
RAST-SWEET VERNAL               , $55.00 ,,,,,,,,
RAST-ORCHARD                    , $55.00 ,,,,,,,,
RAST-PERENNIAL RYE              , $55.00 ,,,,,,,,
RAST-COMMON REED                , $55.00 ,,,,,,,,
RAST-JUNE-KENTUCKY BLUE         , $55.00 ,,,,,,,,
RAST-RED TOP-BENT               , $55.00 ,,,,,,,,
RAST-JOHNSON GRASS              , $55.00 ,,,,,,,,
RAST-BEE HONEY                  , $55.00 ,,,,,,,,
RAST-WHITE FACED HORNET         , $55.00 ,,,,,,,,
RAST-YELLOW JACKET              , $55.00 ,,,,,,,,
RAST-PAPER WASP                 , $55.00 ,,,,,,,,
RAST-COCKROACH                  , $55.00 ,,,,,,,,
RAST-ASPERGILLUS FUMIGATU       , $55.00 ,,,,,,,,
RAST-MUCOR RACEMOSUS            , $55.00 ,,,,,,,,
RAST-CANDIDA ALBICANS           , $55.00 ,,,,,,,,
RAST-ALTERNARIA TENUS           , $55.00 ,,,,,,,,
RAST-MAPLE BOX ELDER            , $55.00 ,,,,,,,,
RAST-ALDER                      , $55.00 ,,,,,,,,
RAST-BIRCH                      , $55.00 ,,,,,,,,
RAST-HAZEL NUT TREE             , $55.00 ,,,,,,,,
RAST-BEECH                      , $55.00 ,,,,,,,,
RAST-MOUNTAIN CEDAR             , $55.00 ,,,,,,,,
RAST-OAK                        , $55.00 ,,,,,,,,
RAST-ELM                        , $55.00 ,,,,,,,,
RAST-WALNUT                     , $55.00 ,,,,,,,,
RAST-COTTONWOOD                 , $55.00 ,,,,,,,,
RAST-WHITE ASH IGE              , $55.00 ,,,,,,,,
RAST-PECAN HICKORY TREE         , $55.00 ,,,,,,,,
RAST-WESTERN RAGWEED            , $55.00 ,,,,,,,,
RAST-GIANT RAGWEED              , $55.00 ,,,,,,,,
RAST-ENGLISH PLANTAIN           , $55.00 ,,,,,,,,
RAST-LAMBS QUARTER IGE          , $55.00 ,,,,,,,,
RAST-LATEX                      , $55.00 ,,,,,,,,
HEPATITIS D IGM EIA             , $294.00 ,,,,,,,,
HEPATITIS EV (IGM)              , $220.00 ,,,,,,,,
HEPATITIS EV AB (IGG)           , $220.00 ,,,,,,,,
HERPESVIRUS-8 IGG AB IFA        , $220.00 ,,,,,,,,
HIV-2 AB                        , $664.00 ,,,,,,,,
HSV 1 IGG HERPESELECT AB        , $294.00 ,,,,,,,,
IGA FIBRONECTIN AGGR            , $110.00 ,,,,,,,,
MUMPS ANTIBODY IGM (IFA)        , $324.00 ,,,,,,,,
PM1 AB                          , $255.00 ,,,,,,,,
PROTEINASE 3 AB                 , $465.00 ,,,,,,,,
"S. CEREVISIAE AB, IGA           ", $152.00 ,,,,,,,,
S CEREVISIAE ANTIBODY IGG       , $152.00 ,,,,,,,,
SCHISTOSOMA ANTIBODY            , $271.00 ,,,,,,,,
STREPTOCOCCAL EXOENZYME AB      , $147.00 ,,,,,,,,
SUCROSE HEMOLYSIS               , $72.00 ,,,,,,,,
PARVOVIRUS B19 AB IGG           , $242.00 ,,,,,,,,
"HCV RNA GENOTYPE, LIPA          "," $1,156.00 ",,,,,,,,
DNASE B ANTIBODY                , $93.00 ,,,,,,,,
"MAG-SGPG ANTIBODY, IGM          ", $498.00 ,,,,,,,,
PHOSPHATIDYLSERINE IGG          , $157.00 ,,,,,,,,
PNEUMOCOCCAL AB IGG             , $116.00 ,,,,,,,,
ANCA IBD                        , $465.00 ,,,,,,,,
ST. LOUIS ENCEPH IGG            , $65.00 ,,,,,,,,
"B.HENSELAE AB (G,M) W/RFX       ", $64.00 ,,,,,,,,
BABESIOSIS AB IGG               , $71.00 ,,,,,,,,
RAST-BANANA IGE                 , $55.00 ,,,,,,,,
RAST-CAT DANDER IGE E1          , $55.00 ,,,,,,,,
"C1Q,SERUM                       ", $298.00 ,,,,,,,,
RAST-CHOCOLATE IGE F93          , $55.00 ,,,,,,,,
RAST-COW DANDER IGE             , $55.00 ,,,,,,,,
CRYPTOCOCCAL AG TITER SERUM     , $135.00 ,,,,,,,,
E CHAFFEENSIS AB IGG            , $101.00 ,,,,,,,,
E HISTOLYTICAL AMEBIASIS        , $183.00 ,,,,,,,,
E PURPURASCENS IGE M14          , $55.00 ,,,,,,,,
"E.GRANULOSUS AB,EIA,W/RFX       ", $271.00 ,,,,,,,,
ENTEROVIRUS DETECTION PCR       , $296.00 ,,,,,,,,
HERPES SIMPLEX VIRUS DIRECT     , $293.00 ,,,,,,,,
HERPES VIRUS 6 IGG IGM          , $220.00 ,,,,,,,,
F MONILIFORME IGE M9            , $55.00 ,,,,,,,,
GOOSE FEATHERS IGE F70          , $55.00 ,,,,,,,,
RAST-GRAPEFRUIT IGE             , $55.00 ,,,,,,,,
GREEN BEAN IGE F315             , $55.00 ,,,,,,,,
H HALODIES IGE M8               , $55.00 ,,,,,,,,
H.INFLUENZAE TYPE B (IGG)       , $136.00 ,,,,,,,,
H.PYLORI AB (IGM)               , $290.00 ,,,,,,,,
HAMSTER EPITH IGE E84           , $46.00 ,,,,,,,,
"HCV RNA,QN,TMA                  ", $997.00 ,,,,,,,,
IMM AB TYPE 1/2                 , $284.00 ,,,,,,,,
HIV  1 WESTERN BLOT             , $131.00 ,,,,,,,,
IMM-2 AB WESTERN BLOT           , $131.00 ,,,,,,,,
HPV DNA                         , $275.00 ,,,,,,,,
HPV DNA HIGH RISK               , $300.00 ,,,,,,,,
HSV 2 IGG HERPESELECT AB        , $164.00 ,,,,,,,,
HTLV 1 DNA                      , $296.00 ,,,,,,,,
HTLV-I/II AB EIA W/RFX WB       , $220.00 ,,,,,,,,
INFLUENZA AB TYPE A             , $146.00 ,,,,,,,,
INTERFERON NEUTRAL AB           , $84.00 ,,,,,,,,
RAST-L DESTRUCTOR IGE D71 E     , $55.00 ,,,,,,,,
LEISHMANIASIS AB PNL IFA        , $59.00 ,,,,,,,,
"LGV DIFF AB PANEL, IFA          ", $64.00 ,,,,,,,,
IAP NUCLEIC ACID 1-10           ," $2,394.00 ",,,,,,,,
INFLUENZA A + B                 , $105.00 ,,,,,,,,
IAP NUCLEIC ACID EA ADDTL DRUG  , $273.00 ,,,,,,,,
INFECTIOUS AGENT PHENOTYPE      , $640.00 ,,,,,,,,
ENDOMYSIAL AB TITER             , $146.00 ,,,,,,,,
B CELLS TOTAL COUNT             , $426.00 ,,,,,,,,
NATURAL KILLER (NK) CELL TOTAL  , $426.00 ,,,,,,,,
WEST NILE VIRUS IGG             , $193.00 ,,,,,,,,
WEST NILE VIRUS IGM             , $193.00 ,,,,,,,,
T CELLS TOTAL COUNT             , $391.00 ,,,,,,,,
BABESIOSIS AB IGM               , $71.00 ,,,,,,,,
LYME WB IGM                     , $339.00 ,,,,,,,,
RPR SCREEN                      , $120.00 ,,,,,,,,
RR TITER                        , $241.00 ,,,,,,,,
ST LOUIS ENCEPH IGM             , $65.00 ,,,,,,,,
E. EQUINE ENCEPH IGG            , $245.00 ,,,,,,,,
CALIFORNIA ENCEPH IGG           , $59.00 ,,,,,,,,
CALIFORNIA ENCEPH IGM           , $59.00 ,,,,,,,,
W.EQUINE ENCEPH IGG             , $59.00 ,,,,,,,,
W.EQUINE ENCEPH IGM             , $59.00 ,,,,,,,,
NEUROMYELITIS OPTICA AUTOAB     , $320.00 ,,,,,,,,
ALLERG SP IGG QUAN OR SEMIQU    , $83.00 ,,,,,,,,
ANTI MULLERIAN HORMONE          , $498.00 ,,,,,,,,
TREPONEMA PALLIDUM AB           , $44.00 ,,,,,,,,
PNH CD59 FC MONONUCLEAR CELL    , $204.00 ,,,,,,,,
HIV 1 ANTIGEN                   , $123.00 ,,,,,,,,
HIV 1 2 ANTIBODY                , $97.00 ,,,,,,,,
ROCKY MT SPOTTED FEVER IGG      , $157.00 ,,,,,,,,
ROCKY MT SPOTTED FEVER IGM      , $157.00 ,,,,,,,,
TYPHUS IGG                      , $157.00 ,,,,,,,,
TYPHUS IGM                      , $157.00 ,,,,,,,,
ASPERGILLUS FLAVUS IGE          , $55.00 ,,,,,,,,
ASPERGILLUS FUMIGATUS IGG       , $83.00 ,,,,,,,,
APOLIPOPROTEIN A1               , $64.00 ,,,,,,,,
APOLIPOPROTEIN B                , $64.00 ,,,,,,,,
B2 GLYCOPROTEIN IGA             , $180.00 ,,,,,,,,
B2 GLYCOPROTEIN IGM             , $180.00 ,,,,,,,,
LEGIONELLA PNEUMO IGM           , $180.00 ,,,,,,,,
CHICKEN FEATHER IGE             , $55.00 ,,,,,,,,
EGG WHITE IGE                   , $55.00 ,,,,,,,,
CHLAMYDIA PNEUMONIAE            , $48.00 ,,,,,,,,
AVOCADO IGE                     , $55.00 ,,,,,,,,
CHLAMYDIA TRACHOMATIS           , $48.00 ,,,,,,,,
RAST-LEMON IGE                  , $55.00 ,,,,,,,,
BASEMENT MEMBRANE TITER         , $146.00 ,,,,,,,,
PEACH IGE                       , $55.00 ,,,,,,,,
C PNEUMONIAE IGA                , $48.00 ,,,,,,,,
PECAN NUT IGE F201              , $55.00 ,,,,,,,,
C PSITTACI IGA                  , $48.00 ,,,,,,,,
RED KIDNEY BEAN IGE             , $55.00 ,,,,,,,,
C PSITTACI IGG                  , $48.00 ,,,,,,,,
WALNUT IGE                      , $55.00 ,,,,,,,,
C TRACHOMATIS D K IGA           , $48.00 ,,,,,,,,
C TRACHOMATIS L2 IGA            , $48.00 ,,,,,,,,
C TRACHOMATIS L2 IGG            , $48.00 ,,,,,,,,
E CHAFFEENSIS AB IGM            , $101.00 ,,,,,,,,
"HU AB, TITER                    ", $146.00 ,,,,,,,,
ICS AB TITER                    , $146.00 ,,,,,,,,
ISLET CELL AB TITER             , $584.00 ,,,,,,,,
L BRAZILIENSIS IGG              , $59.00 ,,,,,,,,
L BRAZILIENSIS IGM              , $59.00 ,,,,,,,,
