Procedure Code,Procedure Description,Price
256681,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$562.41 
196693,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$141.04 
196694,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,"$1,186.00 "
120836,ERYTHROMYCIN LACTOBIONATE 500 MG INTRAVENOUS SOLUTION,"$1,186.40 "
53876,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,"$64,110.92 "
235879,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,"$64,110.92 "
8207,INTERFERON ALFA-2B 50 MILLION UNIT (1 ML) SOLUTION FOR INJECTION,"$11,197.03 "
37055,"PREDNISOLONE ACETATE 0.12 % EYE DROPS,SUSPENSION","$1,060.98 "
200082,KETOROLAC 0.5 % EYE DROPS,$214.20 
199274,KETOROLAC 0.5 % EYE DROPS,$244.96 
196453,MYCOPHENOLATE MOFETIL 500 MG TABLET,$10.46 
194582,MYCOPHENOLATE MOFETIL 500 MG TABLET,$7.62 
262724,MYCOPHENOLATE MOFETIL 500 MG TABLET,$11.55 
196452,MYCOPHENOLATE MOFETIL 500 MG TABLET,$10.46 
262725,MYCOPHENOLATE MOFETIL 500 MG TABLET,$11.55 
195425,MYCOPHENOLATE MOFETIL 500 MG TABLET,$11.55 
183026,"THROMBIN (BOVINE) 20,000 UNIT TOPICAL SPRAY","$2,273.58 "
285312,APREPITANT 7.2 MG/ML INTRAVENOUS EMULSION,"$2,752.37 "
188013,DRONABINOL 2.5 MG CAPSULE,$49.51 
205808,DRONABINOL 2.5 MG CAPSULE,$54.10 
205809,DRONABINOL 2.5 MG CAPSULE,$54.10 
196586,"DIPH,PERTUS(ACEL),TET PEDI (PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",$317.63 
230234,"DIPH,PERTUS(ACEL),TET PEDI (PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",$317.63 
189700,CARMUSTINE 100 MG INTRAVENOUS SOLUTION,"$1,599.26 "
180610,RISPERIDONE 2 MG TABLET,$34.43 
189361,RISPERIDONE 2 MG TABLET,$8.57 
247511,RISPERIDONE 2 MG TABLET,$1.98 
22458,BROMPHENIRAMINE-PSEUDOEPHEDRINE 1 MG-15 MG/5 ML ORAL LIQUID,$8.26 
230303,LAMIVUDINE 150 MG-ZIDOVUDINE 300 MG TABLET,$65.22 
275908,METHYLERGONOVINE 0.2 MG/ML (1 ML) INJECTION SOLUTION,$287.91 
206885,METHYLERGONOVINE 0.2 MG/ML (1 ML) INJECTION SOLUTION,$359.88 
275909,METHYLERGONOVINE 0.2 MG/ML (1 ML) INJECTION SOLUTION,$287.91 
229423,METHYLERGONOVINE 0.2 MG/ML (1 ML) INJECTION SOLUTION,$359.88 
205068,BETAMETHASONE ACETATE AND SODIUM PHOS 6 MG/ML SUSPENSION FOR INJECTION,$720.35 
2081,LINEZOLID 100 MG/5 ML ORAL SUSPENSION,"$14,017.50 "
267972,LINEZOLID 100 MG/5 ML ORAL SUSPENSION,"$7,054.43 "
89909,PENTAMIDINE 300 MG SOLUTION FOR INHALATION,"$1,752.35 "
123808,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$67.97 
186529,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$36.43 
242158,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$43.71 
256883,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$36.43 
123625,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$21.86 
289877,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$21.86 
289878,CEFTRIAXONE 1 GRAM SOLUTION FOR INJECTION,$21.86 
177602,OFLOXACIN 0.3 % EAR DROPS,$983.57 
13320,POTASSIUM IODIDE 1 GRAM/ML ORAL SOLUTION,$953.10 
13321,POTASSIUM IODIDE 1 GRAM/ML ORAL SOLUTION,$120.65 
248356,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$349.68 
249537,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$349.68 
193547,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$713.93 
246599,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$364.25 
278354,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$364.25 
231102,ERYTHROMYCIN ETHYLSUCCINATE 400 MG/5 ML ORAL POWDER FOR SUSPENSION,"$6,946.80 "
183024,"THROMBIN (BOVINE) 20,000 UNIT TOPICAL SOLUTION","$2,165.26 "
206895,CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,$520.80 
208710,CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,$434.70 
268880,CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,$497.70 
53880,ALTEPLASE 100 MG INTRAVENOUS SOLUTION,"$128,221.83 "
194816,ALTEPLASE 100 MG INTRAVENOUS SOLUTION,"$128,221.83 "
256164,ZIPRASIDONE 20 MG CAPSULE,$4.66 
256163,ZIPRASIDONE 20 MG CAPSULE,$4.66 
257816,ZIPRASIDONE 20 MG CAPSULE,$29.09 
257815,ZIPRASIDONE 20 MG CAPSULE,$29.09 
2066,TOLTERODINE 2 MG TABLET,$77.16 
236477,TOLTERODINE 2 MG TABLET,$28.53 
249111,TOLTERODINE 2 MG TABLET,$21.40 
272848,TOLTERODINE 2 MG TABLET,$28.53 
182783,"EPOETIN ALFA 20,000 UNIT/ML INJECTION SOLUTION","$4,799.64 "
246994,"EPOETIN ALFA 20,000 UNIT/ML INJECTION SOLUTION","$4,799.64 "
186107,PROTRIPTYLINE 5 MG TABLET,$25.73 
1742,SIROLIMUS 1 MG/ML ORAL SOLUTION,"$18,789.12 "
106137,MODAFINIL 200 MG TABLET,$388.40 
233427,MODAFINIL 200 MG TABLET,$241.29 
233428,MODAFINIL 200 MG TABLET,$241.29 
240463,MODAFINIL 200 MG TABLET,$33.26 
1537,HEPATITIS B VIRUS VACCINE RECOMB (PF) 5 MCG/0.5 ML INTRAMUSCULAR SUSP,$338.03 
260318,HEPATITIS B VIRUS VACCINE RECOMB (PF) 5 MCG/0.5 ML INTRAMUSCULAR SUSP,$338.03 
10102,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,$19.50 
289343,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,$19.50 
289344,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,$19.50 
49392,PYRETHRINS-PIPERONYL BUTOXIDE 0.33 %-4 % SHAMPOO,$39.72 
26073,PYRETHRINS-PIPERONYL BUTOXIDE 0.33 %-4 % SHAMPOO,$34.31 
143169,PHENOBARBITAL 32.4 MG TABLET,$7.42 
276823,PHENOBARBITAL 32.4 MG TABLET,$3.98 
133449,SIROLIMUS 1 MG TABLET,$313.16 
256646,SIROLIMUS 1 MG TABLET,$145.83 
8506,PEDIATRIC MULTIVIT NO.80-IRON 10 MG-750 UNIT-400 UNIT/ML ORAL DROPS,$71.50 
273218,PEDIATRIC MULTIVIT NO.80-IRON 10 MG-750 UNIT-400 UNIT/ML ORAL DROPS,$1.43 
184319,EDROPHONIUM CL-ATROPINE 10 MG-0.14 MG/ML INTRAVENOUS SOLUTION,$320.54 
242304,EDROPHONIUM CL-ATROPINE 10 MG-0.14 MG/ML INTRAVENOUS SOLUTION,$320.54 
251140,TAMSULOSIN 0.4 MG CAPSULE,$6.21 
22290,TAMSULOSIN 0.4 MG CAPSULE,$81.41 
205054,TAMSULOSIN 0.4 MG CAPSULE,$2.52 
205035,TAMSULOSIN 0.4 MG CAPSULE,$5.25 
204583,TAMSULOSIN 0.4 MG CAPSULE,$6.04 
204582,TAMSULOSIN 0.4 MG CAPSULE,$6.04 
205081,TAMSULOSIN 0.4 MG CAPSULE,$5.25 
251141,TAMSULOSIN 0.4 MG CAPSULE,$6.21 
232735,TAMSULOSIN 0.4 MG CAPSULE,$4.16 
2080,LINEZOLID 600 MG TABLET,"$1,785.70 "
267670,LINEZOLID 600 MG TABLET,$128.86 
268111,LINEZOLID 600 MG TABLET,$65.00 
267747,LINEZOLID 600 MG TABLET,$61.69 
188960,LEVETIRACETAM 250 MG TABLET,$5.87 
193601,LEVETIRACETAM 250 MG TABLET,$4.12 
215925,LEVETIRACETAM 250 MG TABLET,$2.99 
247508,LEVETIRACETAM 250 MG TABLET,$1.95 
207363,THEOPHYLLINE 80 MG/15 ML ORAL ELIXIR,"$3,312.66 "
276065,THEOPHYLLINE 80 MG/15 ML ORAL ELIXIR,"$3,312.66 "
256865,ROPINIROLE 0.25 MG TABLET,$5.17 
224581,ROPINIROLE 0.25 MG TABLET,$5.25 
180618,RISPERIDONE 1 MG/ML ORAL SOLUTION,"$1,278.59 "
249951,RISPERIDONE 1 MG/ML ORAL SOLUTION,$210.11 
218130,RISPERIDONE 1 MG/ML ORAL SOLUTION,$317.21 
179921,ESTRADIOL VALERATE 20 MG/ML INTRAMUSCULAR OIL,"$2,725.61 "
196382,CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY,$572.76 
190069,CALCITONIN (SALMON) 200 UNIT/ACTUATION NASAL SPRAY,$572.76 
159,GEMCITABINE 200 MG INTRAVENOUS SOLUTION,"$1,382.62 "
220857,GEMCITABINE 200 MG INTRAVENOUS SOLUTION,$92.56 
236646,GEMCITABINE 200 MG INTRAVENOUS SOLUTION,$111.96 
16258,IODIPAMIDE AND DIATRIZOATE MEGLUMINE 52.7 %-26.8 % INJECTION SOLUTION,$268.95 
188199,FOMEPIZOLE 1 GRAM/ML INTRAVENOUS SOLUTION,"$15,610.44 "
200316,FOMEPIZOLE 1 GRAM/ML INTRAVENOUS SOLUTION,"$13,204.07 "
129369,CONJUGATED ESTROGENS 0.9 MG TABLET,$56.23 
229719,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",$17.47 
228312,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",$35.32 
228311,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",$35.32 
194897,"CARBAMAZEPINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR",$17.47 
92156,NESIRITIDE 1.5 MG INTRAVENOUS SOLUTION,"$15,422.50 "
262918,BIVALIRUDIN 250 MG INTRAVENOUS SOLUTION,"$7,649.25 "
91857,BIVALIRUDIN 250 MG INTRAVENOUS SOLUTION,"$13,954.42 "
267094,BIVALIRUDIN 250 MG INTRAVENOUS SOLUTION,"$8,013.50 "
267093,BIVALIRUDIN 250 MG INTRAVENOUS SOLUTION,"$8,013.50 "
244505,RIZATRIPTAN 10 MG DISINTEGRATING TABLET,$34.92 
245104,RIZATRIPTAN 10 MG DISINTEGRATING TABLET,$17.06 
256744,RIZATRIPTAN 10 MG DISINTEGRATING TABLET,$17.06 
264061,RIZATRIPTAN 10 MG DISINTEGRATING TABLET,$31.63 
293,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,$136.38 
285773,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,$123.85 
285774,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,$123.85 
2729,PHENYLEPHRINE 1 % NASAL SPRAY,$27.20 
262758,PHENYLEPHRINE 1 % NASAL SPRAY,$26.05 
53882,DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION,"$1,206.66 "
18917,IOHEXOL 240 MG IODINE/ML INTRAVENOUS SOLUTION,$217.70 
18920,IOHEXOL 240 MG IODINE/ML INTRAVENOUS SOLUTION,$230.10 
16313,IOPAMIDOL 51 % INTRAVENOUS SOLUTION,$385.00 
16315,IOPAMIDOL 51 % INTRAVENOUS SOLUTION,$216.75 
214267,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$1.46 
257829,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$1.87 
261285,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.95 
262904,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.15 
236681,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.02 
214084,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.00 
214083,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.00 
261284,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$3.95 
257830,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$1.87 
244693,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$1.76 
111213,ELECTROLYTE-R (PH 7.4) INTRAVENOUS SOLUTION,$92.50 
1021,OSELTAMIVIR 75 MG CAPSULE,$159.48 
276405,OSELTAMIVIR 75 MG CAPSULE,$107.12 
281813,OSELTAMIVIR 75 MG CAPSULE,$83.82 
284468,OSELTAMIVIR 75 MG CAPSULE,$119.53 
38556,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",$5.10 
235951,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",$4.79 
235952,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",$4.75 
230180,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",$4.79 
256902,"CALCIUM ACETATE-ALUMINUM 952 MG-1,347 MG TOPICAL POWDER IN PACKET",$5.10 
228953,CONJUGATED ESTROGENS 0.625 MG/GRAM VAGINAL CREAM,"$2,721.65 "
177606,DICLOFENAC 0.1 % EYE DROPS,$80.33 
176107,DICLOFENAC 0.1 % EYE DROPS,$290.55 
176108,DICLOFENAC 0.1 % EYE DROPS,$381.28 
158062,DICLOFENAC 0.1 % EYE DROPS,$83.01 
183092,DICLOFENAC 0.1 % EYE DROPS,$107.10 
183093,DICLOFENAC 0.1 % EYE DROPS,$80.33 
220858,GEMCITABINE 1 GRAM INTRAVENOUS SOLUTION,$462.77 
231687,GEMCITABINE 1 GRAM INTRAVENOUS SOLUTION,$457.17 
209966,CROTALIDAE POLYVAL IMMUNE FAB SOLUTION FOR INJECTION,"$29,109.60 "
25853,BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSPENSION,$14.16 
87014,ETHAMBUTOL 100 MG TABLET,$4.41 
244196,ETHAMBUTOL 100 MG TABLET,$3.99 
136731,"ERYTHROMYCIN LACTOBIONATE 1,000 MG INTRAVENOUS SOLUTION",$547.11 
6629,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$400.68 
252925,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$368.63 
245667,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$368.63 
232969,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$368.63 
245648,CISATRACURIUM 2 MG/ML INTRAVENOUS SOLUTION,$368.63 
256259,HYDROCORTISONE 1 %-PRAMOXINE 1 % RECTAL FOAM,"$1,089.90 "
26519,PRENATAL VITS 96-FERROUS FUMARATE 27 MG IRON-FOLIC ACID 800 MCG TABLET,$0.26 
4828,CYCLOPENTOLATE 2 % EYE DROPS,$266.53 
229977,CYCLOPENTOLATE 2 % EYE DROPS,$180.62 
202167,INSULIN U-100 REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION,$223.05 
225593,ALBENDAZOLE 200 MG TABLET,"$1,070.88 "
225592,ALBENDAZOLE 200 MG TABLET,"$2,109.66 "
77950,INFLIXIMAB 100 MG INTRAVENOUS SOLUTION,"$10,895.77 "
20572,TRACE ELEMENTS CR-CU-MN-ZN 0.85 MCG-0.1 MG-25 MCG-1.5MG/ML INTRAVENOUS,$149.35 
21647,COMPOUNDING VEHICLE SUSPENSION SUGAR-FREE NO.20 ORAL,$168.87 
220604,METHYLPHENIDATE 20 MG TABLET,$12.59 
207719,ISOSULFAN BLUE 1 % SUBCUTANEOUS SOLUTION,"$12,886.15 "
269221,ISOSULFAN BLUE 1 % SUBCUTANEOUS SOLUTION,"$10,199.00 "
4762,CARBACHOL 0.01 % INTRAOCULAR SOLUTION,$515.19 
242048,DIGOXIN 100 MCG/ML INJECTION SOLUTION,"$1,231.96 "
255687,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$245.36 
107171,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$611.94 
255686,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$245.36 
253932,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$215.64 
264837,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$172.89 
262722,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$524.50 
262721,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$524.50 
276187,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$189.41 
276186,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$189.41 
265381,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION,$172.89 
20515,IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION,$699.36 
145636,FLUTICASONE 44 MCG/ACTUATION HFA AEROSOL INHALER,"$1,390.21 "
186564,FLUTICASONE 500 MCG-SALMETEROL 50 MCG/DOSE BLISTR POWDR FOR INHALATION,"$1,891.82 "
129367,CONJUGATED ESTROGENS 0.625 MG TABLET,$56.23 
204989,LOSARTAN 25 MG TABLET,$0.98 
254358,LOSARTAN 25 MG TABLET,$6.27 
253916,LOSARTAN 25 MG TABLET,$6.09 
210425,LOSARTAN 25 MG TABLET,$0.82 
211256,LOSARTAN 25 MG TABLET,$5.40 
211257,LOSARTAN 25 MG TABLET,$5.40 
275221,LOSARTAN 25 MG TABLET,$5.24 
183295,"DIVALPROEX 125 MG TABLET,DELAYED RELEASE",$0.67 
26069,CALCIUM POLYCARBOPHIL 625 MG TABLET,$0.56 
49490,CALCIUM POLYCARBOPHIL 625 MG TABLET,$0.78 
206795,INSULIN NPH ISOPHANE U-100 HUMAN 100 UNIT/ML SUBCUTANEOUS SUSPENSION,$223.05 
1025,CAPECITABINE 150 MG TABLET,$142.36 
254890,CAPECITABINE 150 MG TABLET,$93.07 
8306,EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,"$7,927.54 "
267459,EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,"$6,920.75 "
255944,EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,"$7,927.54 "
258844,NALOXEGOL 25 MG TABLET,$120.77 
87,OLANZAPINE 10 MG DISINTEGRATING TABLET,$223.13 
226665,OLANZAPINE 10 MG DISINTEGRATING TABLET,$13.20 
222628,OLANZAPINE 10 MG DISINTEGRATING TABLET,$37.98 
264057,OLANZAPINE 10 MG DISINTEGRATING TABLET,$49.01 
266064,"DINOPROSTONE ER 10 MG VAGINAL INSERT,CONTROLLED RELEASE","$2,868.53 "
268389,"DINOPROSTONE ER 10 MG VAGINAL INSERT,CONTROLLED RELEASE","$2,868.53 "
275947,ABCIXIMAB 10 MG/5 ML INTRAVENOUS SOLUTION,"$12,578.52 "
246285,NITROGLYCERIN 400 MCG/SPRAY TRANSLINGUAL,"$1,431.03 "
254259,DANTROLENE 250 MG INTRAVENOUS SUSPENSION,"$36,526.99 "
245690,SODIUM PHOSPHATES 19 GRAM-7 GRAM/118 ML ENEMA,$10.64 
21099,SODIUM PHOSPHATES 19 GRAM-7 GRAM/118 ML ENEMA,$7.98 
237705,FENTANYL (PF) 600 MCG/30 ML (20 MCG/ML) IN 0.9 % NACL IV PCA SYRINGE,$168.73 
136668,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,"$2,045.00 "
136665,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,$504.50 
136667,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,$858.00 
172166,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,$858.00 
244582,TRACE ELEMENTS #1 5.33 MCG-0.34 MG-0.54 MG/ML INTRAVENOUS SOLUTION,$233.12 
24326,LEVOCARNITINE 200 MG/ML INTRAVENOUS SOLUTION,$154.45 
260609,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,"$2,500.22 "
76192,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,"$2,500.22 "
76193,GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,"$2,500.22 "
217047,ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT,$878.80 
179923,KETAMINE 10 MG/ML INJECTION SOLUTION,$262.26 
184316,KETAMINE 10 MG/ML INJECTION SOLUTION,$240.41 
249265,KETAMINE 10 MG/ML INJECTION SOLUTION,$240.41 
291895,KETAMINE 10 MG/ML INJECTION SOLUTION,$60.11 
132911,PRAMIPEXOLE 0.25 MG TABLET,$71.67 
211268,PRAMIPEXOLE 0.25 MG TABLET,$1.55 
210470,PRAMIPEXOLE 0.25 MG TABLET,$1.76 
210621,PRAMIPEXOLE 0.25 MG TABLET,$1.55 
242778,PRAMIPEXOLE 0.25 MG TABLET,$1.76 
224773,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$4,225.30 "
254639,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$4,225.30 "
206635,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$2,899.43 "
264941,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,$874.20 
200193,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$4,337.49 "
232049,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION,"$1,454.09 "
189374,BUDESONIDE 0.25 MG/2 ML SUSPENSION FOR NEBULIZATION,$79.09 
4852,TOBRAMYCIN 0.3 % EYE OINTMENT,"$1,639.87 "
255645,LIDOCAINE 2 % MUCOSAL SOLUTION,$10.08 
243707,LIDOCAINE 2 % MUCOSAL SOLUTION,$9.45 
188047,LIDOCAINE 2 % MUCOSAL SOLUTION,$21.00 
4202,LIDOCAINE 2 % MUCOSAL SOLUTION,$115.50 
243706,LIDOCAINE 2 % MUCOSAL SOLUTION,$9.45 
53986,LIDOCAINE 2 % MUCOSAL SOLUTION,$115.50 
186073,BALSALAZIDE 750 MG CAPSULE,$7.92 
189375,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,$93.08 
264816,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,$93.08 
264815,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,$93.08 
273189,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,$97.70 
4822,CYCLOPENTOLATE-PHENYLEPHRINE 0.2 %-1 % EYE DROPS,$212.90 
77,RALOXIFENE 60 MG TABLET,$69.30 
251275,RALOXIFENE 60 MG TABLET,$40.61 
200772,BENZTROPINE 2 MG/2 ML INJECTION SOLUTION,$874.20 
248248,BENZTROPINE 2 MG/2 ML INJECTION SOLUTION,$874.20 
194106,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,$16.87 
91725,SODIUM DI- AND MONOPHOSPHATE-POTASSIUM PHOS MONOBASIC 250 MG TABLET,$3.39 
12623,"PYRIDOSTIGMINE BROMIDE ER 180 MG TABLET,EXTENDED RELEASE",$286.88 
265650,"PYRIDOSTIGMINE BROMIDE ER 180 MG TABLET,EXTENDED RELEASE",$169.32 
222353,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,$961.62 
229713,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,$961.62 
229450,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,$327.83 
7647,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,"$1,809.93 "
261249,ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,$219.43 
233421,MONTELUKAST 10 MG TABLET,$6.42 
233422,MONTELUKAST 10 MG TABLET,$6.42 
257426,MONTELUKAST 10 MG TABLET,$4.37 
267099,MONTELUKAST 10 MG TABLET,$3.47 
242412,MONTELUKAST 10 MG TABLET,$1.49 
259615,MONTELUKAST 10 MG TABLET,$4.37 
280112,"RABIES VACCINE, PURIFIED CHICKEN EMBRYO CELL (PF) 2.5 UNIT IM SUSP","$4,910.09 "
280111,"RABIES VACCINE, PURIFIED CHICKEN EMBRYO CELL (PF) 2.5 UNIT IM SUSP","$4,910.09 "
123602,SODIUM BICARBONATE 4 % INTRAVENOUS SOLUTION,$111.17 
254898,SODIUM BICARBONATE 4 % INTRAVENOUS SOLUTION,$89.90 
250686,NICOTINE (POLACRILEX) 4 MG BUCCAL LOZENGE,$3.94 
145637,FLUTICASONE 220 MCG/ACTUATION HFA AEROSOL INHALER,"$2,890.88 "
93180,DIAZEPAM 2.5 MG RECTAL KIT,"$2,984.10 "
209584,DIAZEPAM 2.5 MG RECTAL KIT,"$2,365.34 "
209633,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,$650.56 
207970,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,$649.85 
240521,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,$650.56 
266422,CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERMAL PATCH,$649.85 
229746,ZIPRASIDONE 40 MG CAPSULE,$50.67 
256166,ZIPRASIDONE 40 MG CAPSULE,$6.69 
256165,ZIPRASIDONE 40 MG CAPSULE,$6.69 
257817,ZIPRASIDONE 40 MG CAPSULE,$29.09 
257818,ZIPRASIDONE 40 MG CAPSULE,$29.09 
64001,METHYL SALICYLATE-MENTHOL TOPICAL OINTMENT,$10.50 
105084,"MVI, PEDI NO.1 WITH VIT K 80 MG-400 UNIT-200 MCG/5 ML INTRAVENOUS SOLN","$4,712.67 "
53842,"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAPSULE",$12.75 
273114,"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAPSULE",$3.83 
40440,"LOTEPREDNOL ETABONATE 0.5 % EYE DROPS,SUSPENSION","$1,715.59 "
145358,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,"$1,566.80 "
272285,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM 250 UNIT/GRAM TOPICAL OINTMENT,"$1,726.99 "
16302,IOPAMIDOL 76 % INTRAVENOUS SOLUTION,$676.50 
16304,IOPAMIDOL 76 % INTRAVENOUS SOLUTION,$862.00 
16311,IOPAMIDOL 76 % INTRAVENOUS SOLUTION,"$1,017.50 "
16301,IOPAMIDOL 76 % INTRAVENOUS SOLUTION,$489.00 
268130,HYDROMORPHONE (PF) 2 MG/10 ML (0.2 MG/ML) IN 0.9% NACL IV SYRINGE,$67.17 
179849,DOXYLAMINE SUCCINATE 25 MG TABLET,$2.06 
206630,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$480.09 
261930,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$397.91 
