BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % (200 MG/SEC) TOP SPRA [9328],$165.56 ,1  x 56 g SQUEEZ BTL
BUTAMBEN-TETRACAINE-BENZOCAINE 2 %-2 %-14 % (200 MG/SEC) TOP SPRA [9328],$186.13 ,1  x 20 g Bottle
BUTORPHANOL TARTRATE 1 MG/ML INJ SOLN [9333],$26.20 ,1  x 1 mL Vial
C1 ESTERASE INHIBITOR 500 UNIT (10 ML) IV KIT [100272],"$10,820.47 ",1  x 500 Units KIT
CAFFEINE CITRATE 60 MG/3 ML (20 MG/ML) IV SOLN [109034],$103.03 ,1  x 3 mL Vial
CAFFEINE CITRATE 60 MG/3 ML (20 MG/ML) ORAL SOLN [77411],$82.05 ,1  x 3 mL Vial
CAFFEINE-SODIUM BENZOATE 250 MG/ML (125 MG/ML CAFFEINE) INJ SOLN [1262],$80.88 ,1  x 2 mL Vial
CALAMINE-ZINC OXIDE 8-8 % TOP LOTN [28055],$10.11 ,1  x 177 mL Bottle
CALCITONIN (SALMON) 200 UNIT/ACTUATION NASL SPRY [15738],$379.89 ,1  x 3.7 mL SQUEEZ BTL
CALCITONIN (SALMON) 200 UNIT/ML INJ SOLN [9347],"$4,395.18 ",1  x 2 mL Vial
CALCITRIOL 0.25 MCG ORAL CAP [9350],$3.72 ,1 each
CALCITRIOL 0.5 MCG ORAL CAP [9351],$4.95 ,1 each
CALCITRIOL 1 MCG/ML IV SOLN [9348],$40.88 ,1  x 1 mL AMPUL
CALCITRIOL 1 MCG/ML ORAL SOLN [16218],$476.94 ,1  x 15 mL Bottle
CALCITRIOL 1 MCG/ML ORAL SOLN [16218],$477.06 ,1  x 15 mL Bottle
CALCIUM ACETATE 667 MG ORAL CAP [30961],$4.32 ,1 each
CALCIUM ACETATE 667 MG ORAL CAP [30961],$3.85 ,1 each
CALCIUM CARBONATE 200 MG CALCIUM (500 MG) ORAL CHEW [9385],$1.76 ,1 each
"CALCIUM CARBONATE 500 MG/5 ML (1,250 MG/5 ML) ORAL SUSP [1299]",$39.18 ,1  x 500 mL Bottle
"CALCIUM CARBONATE-VITAMIN D3 600 MG(1,500MG) -400 UNIT ORAL TAB [76978]",$1.69 ,1 each
"CALCIUM CARBONATE-VITAMIN D3 600 MG(1,500MG) -400 UNIT ORAL TAB [76978]",$3.07 ,1 tablet
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG [1306],$34.68 ,1  x 10 mL Syringe
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG [1306],$43.64 ,1  x 10 mL Syringe
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG [1306],$45.43 ,1  x 10 mL Syringe
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG - ECMO [168664],$34.68 ,1  x 10 mL Syringe
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG - ECMO [168664],$43.64 ,1  x 10 mL Syringe
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG - ECMO [168664],$45.43 ,1  x 10 mL Syringe
CALCIUM GLUBIONATE 115 MG/5 ML (1.8 GRAM/5 ML) ORAL SYRP [129118],$45.11 ,1  x 473 mL Bottle
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN [1312],$37.82 ,1  x 10 mL Vial
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN [1312],$81.75 ,1  x 50 mL Vial
CALCIUM GLUCONATE 100 MG/ML (10%) IV SOLN [1312],$98.23 ,1  x 100 mL Vial
CALCIUM PHOSPHATE TRIBASIC 50 MG/ML ORAL SUSPENSION [40840102],$58.90 ,1  x 100 mL Bottle
CALCIUM POLYCARBOPHIL 625 MG ORAL TAB [11046],$1.72 ,1 each
CAMPHOR-MENTHOL 0.5-0.5 % TOP LOTN [23063],$25.78 ,1  x 222 mL Bottle
CAMPHOR-MENTHOL 0.5-0.5 % TOP LOTN [23063],$16.40 ,1  x 222 mL Bottle
CANAGLIFLOZIN 100 MG ORAL TAB [121562],$38.98 ,1 each
CANDIDA ALBICANS SKIN TEST FDA STANDARD IDRM ALRG [124870],$748.15 ,1  x 1 mL Vial
CAPSAICIN 0.025 % TOP CREA [1350],$29.75 ,1  x 60 g Tube
CAPTOPRIL 1 MG/ML ORAL SUSPENSION [40840113],$28.40 ,1  x 50 mL Bottle
CAPTOPRIL 12.5 MG ORAL TAB [9401],$5.02 ,1 each
CAPTOPRIL 12.5 MG ORAL TAB [9401],$2.83 ,1 each
CAPTOPRIL 12.5 MG ORAL TAB [9401],$5.02 ,1 each
CAPTOPRIL 25 MG ORAL TAB [9402],$5.26 ,1 each
CAPTOPRIL 25 MG ORAL TAB [9402],$2.92 ,1 each
CAPTOPRIL 25 MG ORAL TAB [9402],$5.68 ,1 each
CAPTOPRIL 50 MG ORAL TAB [9403],$7.95 ,1 each
CARBACHOL 0.01 % IO SOLN [19704],$146.66 ,1  x 1.5 mL Vial
CARBAMAZEPINE 100 MG ORAL CHEW [1355],$1.89 ,1 each
CARBAMAZEPINE 100 MG ORAL CM12 [37567],$5.52 ,1 each
CARBAMAZEPINE 100 MG ORAL TB12 [27634],$5.96 ,1 each
CARBAMAZEPINE 100 MG/5 ML ORAL SUSP [122301],$202.77 ,1  x 450 mL Bottle
CARBAMAZEPINE 100 MG/5 ML ORAL SUSP [122301],$15.85 ,1  x 5 mL Cup
CARBAMAZEPINE 100 MG/5 ML ORAL SUSP [122301],$15.85 ,1  x 5 mL Cup
CARBAMAZEPINE 200 MG ORAL CM12 [27632],$5.52 ,1 each
CARBAMAZEPINE 200 MG ORAL TAB [1357],$1.93 ,1 each
CARBAMAZEPINE 300 MG ORAL CM12 [27633],$6.26 ,1 each
CARBAMAZEPINE 300 MG ORAL CM12 [27633],$5.52 ,1 each
CARBAMIDE PEROXIDE 6.5 % OTIC DROP [1359],$13.38 ,1  x 15 mL DROP BTL
CARBIDOPA-LEVODOPA 25-100 MG ORAL TAB [9407],$4.38 ,1 each
CARBIDOPA-LEVODOPA 25-100 MG ORAL TAB [9407],$2.39 ,1 each
CARBOPLATIN 10 MG/ML IV SOLN [39265],$231.83 ,1  x 45 mL Vial
CARBOPLATIN 10 MG/ML IV SOLN [39265],$113.89 ,1  x 15 mL Vial
CARBOPLATIN 10 MG/ML IV SOLN [39265],$282.81 ,1  x 45 mL Vial
CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN [9413],"$1,254.50 ",1  x 1 mL AMPUL
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET [27991],$4.23 ,1 each
"CARDIOPLEGIC SOLUTION NO.16 26 MEQ/1,052.8 ML (POTASSIUM) PERF SOLN [164977]",$644.02 ,1.94871  x 1052.8 mL Bag
CARMUSTINE 100 MG IV SOLR [28911],"$14,408.68 ",1 each
CARVEDILOL 1 MG/ML ORAL SUSPENSION [168412],$42.17 ,1  x 25 mL 
CARVEDILOL 25 MG ORAL TAB [15748],$1.82 ,1 each
CARVEDILOL 6.25 MG ORAL TAB [15747],$1.82 ,1 each
CARVEDILOL 6.25 MG ORAL TAB [15747],$5.87 ,1 each
CASPOFUNGIN 50 MG IV SOLR [29567],"$1,307.67 ",1 each
CASPOFUNGIN 70 MG IV SOLR [29568],"$1,358.27 ",1 each
CASSIA OIL MISC OIL [9426],$19.73 ,1  x 30 mL Bottle
CEFAZOLIN 1 GRAM INJ SOLR [1445],$25.63 ,1 each
CEFAZOLIN 1 GRAM INJ SOLR [1445],$30.07 ,1 each
CEFAZOLIN 1 GRAM INJ SOLR [1445],$19.23 ,1  x 1 g Vial
CEFAZOLIN 1 GRAM INJ SOLR [1445],$25.63 ,1 each
CEFAZOLIN IN 0.9% SOD CHLORIDE 1 GRAM/10 ML IV SYRG [128935],$28.63 ,1  x 10 mL Syringe
CEFDINIR 250 MG/5 ML ORAL SUSR [39522],$420.53 ,1  x 100 mL Bottle
CEFDINIR 250 MG/5 ML ORAL SUSR [39522],$202.61 ,1  x 60 mL Bottle
CEFDINIR 300 MG ORAL CAP [22289],$9.92 ,1 each
CEFEPIME 1 GRAM INJ SOLR [16369],$32.76 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$140.03 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$140.03 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$140.01 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$48.51 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$140.03 ,1 each
CEFEPIME 2 GRAM INJ SOLR [16371],$140.03 ,1 each
CEFEPIME 2 GRAM IV SOLR [27311],$48.47 ,1 each
CEFEPIME IN DEXTROSE 5 % 1 GRAM/50 ML IV PGBK [105551],$61.76 ,1 each
CEFIXIME 200 MG/5 ML ORAL SUSR [81816],"$1,177.84 ",1  x 50 mL Bottle
CEFIXIME 400 MG ORAL CAP [121489],$62.22 ,1 each
CEFOTAXIME 1 GRAM INJ SOLR [9452],$17.91 ,1 each
CEFOTAXIME 1 GRAM INJ SOLR [9452],$31.67 ,1 each
CEFOTAXIME 10 GRAM INJ SOLR [9453],$218.87 ,1 each
CEFOTAXIME 2 GRAM INJ SOLR [9454],$26.87 ,1 each
CEFOXITIN 2 GRAM IV SOLR [9463],$82.87 ,1 each
CEFOXITIN 2 GRAM IV SOLR [9463],$59.83 ,1 each
CEFOXITIN 2 GRAM IV SOLR [9463],$82.87 ,1 each
CEFPODOXIME 100 MG ORAL TAB [9468],$13.41 ,1 each
CEFPODOXIME 100 MG/5 ML ORAL SUSR [9466],$187.64 ,1  x 50 mL Bottle
CEFPODOXIME 200 MG ORAL TAB [9469],$20.13 ,1 each
CEFPODOXIME 50 MG/5 ML ORAL SUSR [9467],$101.51 ,1  x 50 mL Bottle
CEFPROZIL 250 MG/5 ML ORAL SUSR [9471],$109.14 ,1  x 50 mL Bottle
CEFPROZIL 250 MG/5 ML ORAL SUSR [9471],$78.24 ,1  x 50 mL Bottle
CEFPROZIL 250 MG/5 ML ORAL SUSR [9471],$145.96 ,1  x 100 mL Bottle
CEFTAROLINE FOSAMIL 600 MG IV SOLR [107671],$684.62 ,1 each
CEFTAROLINE FOSAMIL 600 MG IV SOLR [107671],$684.62 ,1 each
CEFTAZIDIME 1 GRAM INJ SOLR [9474],$27.00 ,1 each
CEFTAZIDIME 1 GRAM INJ SOLR [9474],$30.84 ,1 each
CEFTAZIDIME 2 GRAM INJ SOLR [9476],$48.31 ,1 each
CEFTAZIDIME 2 GRAM INJ SOLR [9476],$53.11 ,1 each
CEFTAZIDIME 2 GRAM INJ SOLR [9476],$49.27 ,1 each
CEFTAZIDIME 6 GRAM INJ SOLR [9478],$122.87 ,1 each
CEFTAZIDIME INHALATION 280 MG/ML [168851],$53.11 ,1 each
CEFTAZIDIME INHALATION 280 MG/ML [168851],$49.27 ,1 each
CEFTAZIDIME-AVIBACTAM 2.5 GRAM IV SOLR [128163],"$1,159.99 ",1 each
CEFTAZIDIME-AVIBACTAM 2.5 GRAM IV SOLR [128163],"$1,159.99 ",1 each
CEFTOLOZANE-TAZOBACTAM 1.5 GRAM IV SOLR [127841],$396.83 ,1 each
CEFTRIAXONE 1 GRAM INJ SOLR [9487],$16.63 ,1 each
CEFTRIAXONE 1 GRAM INJ SOLR [9487],$25.82 ,1 each
CEFTRIAXONE 1 GRAM INJ SOLR [9487],$16.63 ,1 each
CEFTRIAXONE 1 GRAM INJ SOLR [9487],$16.63 ,1 each
CEFTRIAXONE 10 GRAM INJ SOLR [9491],$76.38 ,1 each
CEFTRIAXONE 10 GRAM INJ SOLR [9491],"$1,445.85 ",1 each
CEFTRIAXONE 10 GRAM INJ SOLR [9491],$118.39 ,1 each
CEFTRIAXONE 10 GRAM INJ SOLR [9491],$76.38 ,1 each
CEFTRIAXONE 2 GRAM INJ SOLR [9488],$16.35 ,1  x 2 g Vial
CEFTRIAXONE 2 GRAM INJ SOLR [9488],$303.39 ,1 each
CEFTRIAXONE 2 GRAM INJ SOLR [9488],$33.91 ,1 each
CEFTRIAXONE 2 GRAM INJ SOLR [9488],$21.82 ,1 each
CEFTRIAXONE 2 GRAM INJ SOLR [9488],$21.82 ,1 each
CEFTRIAXONE 2 GRAM IV SOLR [27309],$38.45 ,1 each
CEFTRIAXONE 250 MG INJ SOLR [9489],$13.75 ,1 each
CEFTRIAXONE 250 MG INJ SOLR [9489],$16.56 ,1 each
CEFTRIAXONE 250 MG INJ SOLR [9489],$13.75 ,1 each
CEFUROXIME SODIUM 1.5 GRAM IV SOLR [122284],$53.88 ,1 each
CEFUROXIME SODIUM 1.5 GRAM IV SOLR [122284],$31.71 ,1 each
CEFUROXIME SODIUM 1.5 GRAM IV SOLR [122284],$28.15 ,1 each
CELECOXIB 100 MG ORAL CAP [24500],$8.10 ,1 each
CEPHALEXIN 250 MG ORAL CAP [9499],$3.13 ,1 each
CEPHALEXIN 250 MG ORAL CAP [9499],$3.09 ,1 each
CEPHALEXIN 250 MG/5 ML ORAL SUSR [9502],$82.05 ,1  x 100 mL Bottle
CEPHALEXIN 250 MG/5 ML ORAL SUSR [9502],$140.96 ,1  x 200 mL Bottle
CEPHALEXIN 500 MG ORAL CAP [9500],$4.28 ,1 each
CERITINIB 150 MG ORAL CAP [126127],,
CERLIPONASE ALFA 300 MG/10 ML (150MG/5ML X2) VENT KIT [169609],"$103,690.87 ",1  x 300 mg KIT
CETAPHIL CLEANSER [123906],$34.65 ,1  x 473 mL Bottle
CETAPHIL CLEANSER [123906],$11.02 ,1  x 473 mL Bottle
CETIRIZINE 1 MG/ML ORAL SOLN [70838],$10.88 ,1  x 5 mL Cup
CETIRIZINE 1 MG/ML ORAL SOLN [70838],$390.70 ,1  x 473 mL Bottle
CETIRIZINE 1 MG/ML ORAL SOLN [70838],$13.22 ,1  x 5 mL Cup
CETIRIZINE 1 MG/ML ORAL SOLN [70838],$13.22 ,1  x 5 mL Syringe
CETIRIZINE 10 MG ORAL TAB [9506],$7.07 ,1 each
CETIRIZINE 10 MG ORAL TAB [9506],$1.86 ,1 each
CETIRIZINE 10 MG ORAL TAB [9506],$7.03 ,1 each
CHEMO DILUENT 1 (PF) 73-19-8-3 MG/10 ML IT SOLN [18788],$378.44 ,1  x 10 mL AMPUL
CHERRY FLAVOR (BULK) ORAL SYRP [1562],$44.87 ,1  x 473 mL Bottle
CHLORAL HYDRATE 50 MG/ML ORAL SOLUTION [169019],$47.00 ,1  x 100 mL Bottle
CHLORHEXIDINE GLUCONATE 0.12 % MM MWSH [9516],$30.92 ,1  x 473 mL Bottle
CHLOROTHIAZIDE 250 MG/5 ML ORAL SUSP [9525],$223.84 ,1  x 237 mL Bottle
CHLOROTHIAZIDE 250 MG/5 ML ORAL SUSP [9525],$6.99 ,1  x 20 mg Syringe
CHLOROTHIAZIDE 250 MG/5 ML ORAL SUSP [9525],$7.02 ,1  x 30 mg Syringe
CHLOROTHIAZIDE 250 MG/5 ML ORAL SUSP [9525],$6.96 ,1  x 50 mg Syringe
CHLOROTHIAZIDE 500 MG ORAL TAB [1640],$4.32 ,1 each
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR [9526],"$1,154.04 ",1 each
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR [9526],"$1,154.04 ",1  x 20 mL Vial
CHLORPROMAZINE 10 MG ORAL TAB [1653],$10.81 ,1 each
CHLORPROMAZINE 10 MG ORAL TAB [1653],$11.02 ,1 each
CHLORPROMAZINE 100 MG ORAL TAB [1654],$34.21 ,1 each
CHLORPROMAZINE 25 MG ORAL TAB [1656],$18.34 ,1 each
CHLORPROMAZINE 25 MG/ML INJ SOLN [129677],$107.10 ,1  x 1 mL AMPUL
CHLORPROMAZINE 25 MG/ML INJ SOLN [129677],$72.31 ,1  x 1 mL AMPUL
CHLORTHALIDONE 25 MG ORAL TAB [1661],$4.25 ,1 each
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT ORAL TAB [76950]",$1.67 ,1 each
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT ORAL TAB [76950]",$1.73 ,1 each
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROP [96930],$25.11 ,1  x 50 mL DROP BTL
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROP [96930],$72.05 ,1  x 50 mL DROP BTL
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROP [96930],$7.62 ,1  x 1 mL Syringe
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT ORAL CAP [15636]",$1.74 ,1 each
CHOLESTYRAMINE (WITH SUGAR) 4 GRAM ORAL POWD [9589],$348.52 ,1  x 378 g Can
CHOLESTYRAMINE 20% OINTMENT [168491],$29.85 ,1  x 100 g 
CIDOFOVIR 75 MG/ML IV SOLN [17378],"$2,852.47 ",1  x 5 mL Vial
CIDOFOVIR 75 MG/ML IV SOLN [17378],"$3,807.55 ",1  x 5 mL Vial
CIDOFOVIR IV 7.5 MG/ML [172219],"$2,846.66 ",1  x 5 mL Vial
CIDOFOVIR IV 7.5 MG/ML [172219],"$3,801.74 ",1  x 5 mL Vial
CIMETIDINE 200 MG ORAL TAB [9604],$2.12 ,1 each
CINACALCET 30 MG ORAL TAB [38100],$72.27 ,1 each
CINACALCET 60 MG ORAL TAB [38101],$142.94 ,1 each
CIPROFLOXACIN 500 MG/5 ML ORAL SUMC [22988],$464.19 ,1  x 100 mL Bottle
CIPROFLOXACIN 6 % (6 MG/0.1 ML) ITYM SUSP [164822],"$1,183.48 ",1  x 1 mL Vial
CIPROFLOXACIN HCL 0.2 % OTIC DPET [97915],$11.32 ,1 each
CIPROFLOXACIN HCL 0.3 % OPHT DROP [9610],$69.38 ,1  x 2.5 mL DROP BTL
CIPROFLOXACIN HCL 0.3 % OPHT DROP [9610],$127.93 ,1  x 5 mL DROP BTL
CIPROFLOXACIN HCL 0.3 % OPHT OINT [23234],$641.80 ,1  x 3.5 g Tube
CIPROFLOXACIN HCL 250 MG ORAL TAB [25118],$13.56 ,1 each
CIPROFLOXACIN HCL 250 MG ORAL TAB [25118],$2.26 ,1 each
CIPROFLOXACIN HCL 500 MG ORAL TAB [25119],$2.08 ,1 each
CIPROFLOXACIN HCL 750 MG ORAL TAB [25120],$18.38 ,1 each
CIPROFLOXACIN HCL 750 MG ORAL TAB [25120],$2.63 ,1 each
CIPROFLOXACIN IN 5 % DEXTROSE 200 MG/100 ML IV PGBK [108130],$19.19 ,1  x 100 mL Bag
CIPROFLOXACIN IN 5 % DEXTROSE 400 MG/200 ML IV PGBK [108132],$22.39 ,1  x 200 mL Bag
CIPROFLOXACIN IN 5 % DEXTROSE 400 MG/200 ML IV PGBK [108132],$21.11 ,1  x 200 mL Bag
CIPROFLOXACIN-DEXAMETHASONE 0.3-0.1 % OTIC DRPS [36576],$693.48 ,1  x 7.5 mL DROP BTL
CIPROFLOXACIN-DEXAMETHASONE 0.3-0.1 % OTIC DRPS (INHALATION) [169072],$834.26 ,1  x 7.5 mL DROP BTL
CISATRACURIUM 10 MG/ML CONC. (ICU USE ONLY) IV SOLN [16169],"$1,151.35 ",1  x 20 mL Vial
CISATRACURIUM 10 MG/ML CONC. (ICU USE ONLY) IV SOLN [16169],"$1,103.87 ",1  x 20 mL Vial
CISATRACURIUM 10 MG/ML CONC. (ICU USE ONLY) IV SOLN [16169],"$1,049.59 ",1  x 20 mL Vial
CISATRACURIUM 10 MG/ML CONC. (ICU USE ONLY) IV SOLN [16169],"$1,103.87 ",1  x 20 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$66.25 ,1  x 5 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$66.25 ,1  x 5 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$68.55 ,1  x 5 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$108.03 ,1  x 10 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$64.63 ,1  x 5 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$68.55 ,1  x 5 mL Vial
CISATRACURIUM 2 MG/ML IV SOLN [119149],$126.27 ,1  x 10 mL Vial
CISPLATIN 1 MG/ML IV SOLN [88376],$110.69 ,1  x 50 mL Vial
CISPLATIN 1 MG/ML IV SOLN [88376],$102.53 ,1  x 50 mL Vial
CISPLATIN 1 MG/ML IV SOLN [88376],$102.53 ,1  x 50 mL Vial
CITALOPRAM 20 MG ORAL TAB [21062],$7.50 ,1 each
CLADRIBINE 10 MG/10 ML IV SOLN [9615],"$1,703.65 ",1  x 10 mL Vial
CLARITHROMYCIN 250 MG ORAL TAB [9616],$12.14 ,1 each
CLARITHROMYCIN 250 MG/5 ML ORAL SUSR [12886],$262.73 ,1  x 50 mL Bottle
CLARITHROMYCIN 500 MG ORAL TAB [9617],$12.14 ,1 each
CLARITHROMYCIN 500 MG ORAL TAB [9617],$16.92 ,1 each
CLINDAMYCIN HCL 150 MG ORAL CAP [1740],$4.21 ,1 each
CLINDAMYCIN HCL 150 MG ORAL CAP [1740],$3.10 ,1 each
CLINDAMYCIN HCL 150 MG ORAL CAP [1740],$2.98 ,1 each
CLINDAMYCIN HCL 150 MG ORAL CAP [1740],$2.98 ,1 each
CLINDAMYCIN HCL 150 MG ORAL CAP [1740],$4.22 ,1 each
CLINDAMYCIN HCL 75 MG ORAL CAP [1741],$12.86 ,1 each
CLINDAMYCIN IN 5 % DEXTROSE 600 MG/50 ML IV PGBK [9626],$63.85 ,1  x 50 mL Bag
CLINDAMYCIN PALMITATE HCL 75 MG/5 ML ORAL SOLR [121910],$169.36 ,1  x 100 mL Bottle
CLINDAMYCIN PALMITATE HCL 75 MG/5 ML ORAL SOLR [121910],$169.36 ,1  x 100 mL Bottle
CLINDAMYCIN PHOSPHATE 1 % TOP SOLN [1742],$89.40 ,1  x 30 mL Bottle
CLINDAMYCIN PHOSPHATE 1 % TOP SOLN [1742],$79.69 ,1  x 30 mL Bottle
CLINDAMYCIN PHOSPHATE 150 MG/ML INJ SOLN [82301],$22.01 ,1  x 4 mL Vial
CLINDAMYCIN PHOSPHATE 150 MG/ML INJ SOLN [82301],$20.28 ,1  x 2 mL Vial
CLINDAMYCIN PHOSPHATE 150 MG/ML INJ SOLN [82301],$20.28 ,1  x 4 mL Vial
CLINDAMYCIN PHOSPHATE 150 MG/ML INJ SOLN [82301],$22.75 ,1  x 2 mL Vial
CLINDAMYCIN PHOSPHATE 150 MG/ML INJ SOLN [82301],$18.71 ,1  x 2 mL Vial
CLOBAZAM 10 MG ORAL TAB [112703],$49.71 ,1 each
CLOBAZAM 10 MG ORAL TAB [112703],"$4,010.40 ",100 tablet
CLOBETASOL 0.05 % TOP OINT [9631],$686.67 ,1  x 30 g Tube
CLOBETASOL 0.05 % TOP OINT [9631],"$1,369.79 ",1  x 60 g Jar
CLOFARABINE 20 MG/20 ML IV SOLN [40404],"$11,302.69 ",1  x 20 mL Vial
CLOFARABINE 20 MG/20 ML IV SOLN [40404],"$10,175.78 ",1  x 20 mL Vial
CLOFARABINE 20 MG/20 ML IV SOLN [40404],"$11,302.66 ",1  x 20 mL Vial
CLOFARABINE 20 MG/20 ML IV SOLN [40404],"$10,164.49 ",1  x 20 mL Vial
CLOFARABINE 20 MG/20 ML IV SOLN [40404],"$7,329.25 ",1  x 20 mL Vial
CLONAZEPAM 0.1 MG/ML ORAL SUSPENSION [168493],$41.02 ,1  x 60 mL 
CLONAZEPAM 0.5 MG ORAL TAB [9637],$3.37 ,1 each
CLONAZEPAM 1 MG ORAL TAB [9638],$3.59 ,1 each
CLONAZEPAM 1 MG ORAL TAB [9638],$3.60 ,1 each
CLONAZEPAM 2 MG ORAL TAB [9639],$4.32 ,1 each
CLONAZEPAM 2 MG ORAL TAB [9639],$4.20 ,1 each
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPID SOLN [19333]",$186.87 ,1  x 10 mL Vial
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPID SOLN [19333]",$106.87 ,1  x 10 mL Vial
CLONIDINE 0.1 MG/24 HR TD PTWK [27505],$90.67 ,1 each
CLONIDINE 0.1 MG/24 HR TD PTWK [27505],$90.67 ,1 each
CLONIDINE 0.1 MG/24 HR TD PTWK [27505],$90.67 ,1 each
CLONIDINE 0.1 MG/24 HR TD PTWK [27505],$90.67 ,1 each
CLONIDINE 0.2 MG/24 HR TD PTWK [27506],$150.22 ,1 each
CLONIDINE 0.2 MG/24 HR TD PTWK [27506],$150.22 ,1 each
CLONIDINE 0.3 MG/24 HR TD PTWK [27507],$207.01 ,1 each
CLONIDINE 0.3 MG/24 HR TD PTWK [27507],$207.01 ,1 each
CLONIDINE HCL 0.1 MG ORAL TAB [1755],$2.16 ,1 each
CLONIDINE HCL 0.1 MG ORAL TAB [1755],$2.12 ,1 each
CLONIDINE HCL 0.1 MG ORAL TAB [1755],$2.30 ,1 each
CLONIDINE HCL 0.1 MG/ML ORAL SUSPENSION [168413],$39.05 ,1  x 30 mL 
CLONIDINE HCL 0.2 MG ORAL TAB [1756],$2.43 ,1 each
CLONIDINE HCL 0.2 MG ORAL TAB [1756],$2.30 ,1 each
CLONIDINE HCL 0.2 MG ORAL TAB [1756],$2.31 ,1 each
CLOPIDOGREL 5 MG/ML ORAL SUSPENSION [40842015],$89.15 ,1  x 90 mL 
CLOPIDOGREL 75 MG ORAL TAB [22142],$11.16 ,1 each
CLOPIDOGREL 75 MG ORAL TAB [22142],$2.06 ,1 each
CLOPIDOGREL 75 MG ORAL TAB [22142],$1.97 ,1 each
CLORAZEPATE DIPOTASSIUM 3.75 MG ORAL TAB [1759],$6.05 ,1 each
CLORAZEPATE DIPOTASSIUM 3.75 MG ORAL TAB [1759],$2.12 ,1 each
CLOTRIMAZOLE 1 % TOP CREA [1767],$25.33 ,1  x 28.35 g Tube
CLOTRIMAZOLE 1 % TOP CREA [1767],$95.24 ,1  x 30 g Tube
CLOTRIMAZOLE 1 % TOP SOLN [1768],$200.09 ,1  x 30 mL Bottle
CLOTRIMAZOLE 10 MG MM TROC [9644],$9.13 ,1 each
CLOTRIMAZOLE 10 MG MM TROC [9644],$5.13 ,1 each
CLOTRIMAZOLE 10 MG MM TROC [9644],$4.73 ,1 each
CLOTRIMAZOLE 2 % VAGL CREA [33986],$25.36 ,1  x 21 g TUBE/KIT
CLOTRIMAZOLE 2 % VAGL CREA [33986],$32.44 ,1  x 21 g TUBE/KIT
"COAGULATION FACTOR IX (RECOMB) 1,000 UNIT IV SOLR [132323]","$4,982.00 ",1000 Units
COAGULATION FACTOR IX (RECOMB) 500 UNIT IV SOLR [132322],"$2,228.47 ",500 Units
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) IV SOLR [92853]","$8,305.27 ",1 mg
"COAGULATION FACTOR VIIA RECOMB 2 MG (2,000 MCG) IV SOLR [92854]","$16,599.67",1  x 2 mg Vial
COCAINE 4 % TOP SOLN [1792],$561.09 ,1  x 4 mL Bottle
COCOA BUTTER MISC CREA [12302],,
CODEINE SULFATE 15 MG ORAL TAB [1801],$2.87 ,1 each
COENZYME Q10 200 MG ORAL CAP [41804],$46.81 ,60 capsule
COENZYME Q10 30 MG ORAL CAP [13257],$2.44 ,1 each
COENZYME Q10 30 MG/5 ML ORAL LIQD [32501],$145.63 ,1  x 473 mL Bottle
COLCHICINE 0.6 MG ORAL TAB [1821],$19.42 ,1 each
COLESTIPOL 1 GRAM ORAL TAB [13884],$4.37 ,1 each
COLISTIN (COLISTIMETHATE NA) 150 MG INJ SOLR [9681],$193.27 ,1 each
COLISTIN (COLISTIMETHATE NA) 150 MG INJ SOLR [9681],$117.11 ,1 each
