LACOSAMIDE 100 MG TABLET,tablet,60,BLIST PACK,96.88
LACOSAMIDE 100 MG TABLET,tablet,60,Bottle,176.12
LACOSAMIDE 100 MG TABLET,tablet,60,BLIST PACK,193.75
LACOSAMIDE 150 MG IN SODIUM CHLORIDE 0.9% IVPB,,50,Bag,539.18
LACOSAMIDE 200 MG IN SODIUM CHLORIDE 0.9% IVPB,,50,Bag,539.18
LACOSAMIDE 200 MG TABLET,tablet,60,Bottle,"2,798.67"
LACOSAMIDE 200 MG TABLET,tablet,60,BLIST PACK,"3,078.81"
LACOSAMIDE 200 MG/20 ML INTRAVENOUS SOLUTION,Solution,20,Vial,231.14
LACOSAMIDE 50 MG IN SODIUM CHLORIDE 0.9% IVPB,,50,Bag,539.18
LACOSAMIDE 50 MG TABLET,tablet,60,BLIST PACK,30.99
LACOSAMIDE 50 MG TABLET,tablet,60,BLIST PACK,61.97
LACOSAMIDE 50 MG TABLET,tablet,60,BLIST PACK,123.93
LACTATED RINGERS INTRAVENOUS SOLUTION,Parenteral Solution,1000,Bag,14
LACTATED RINGERS INTRAVENOUS SOLUTION,Parenteral Solution,1000,Bag,17.5
LACTATED RINGERS IV BOLUS,Solution,1000,Bag,14
LACTATED RINGERS IV BOLUS,Solution,1000,Bag,17.5
"LACTOBACILLUS ACIDOPHILUS, BULGARICUS 100 MILLION CELL GRANULES PACKET",Granules in Packet,1,Packet,5.69
"LACTOBACILLUS ACIDOPHILUS, BULGARICUS 100 MILLION CELL GRANULES PACKET",Granules in Packet,12,Packet,61.28
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,0.53
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,0.58
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,0.79
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,1
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,1.05
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,1.16
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,1.58
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,1.58
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,1.74
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,2
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,473,Bottle,2.37
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,Solution,946,Bottle,3
LACTULOSE 20 GRAM/30 ML ORAL SOLUTION,Solution,30,Cup,1.89
LACTULOSE 20 GRAM/30 ML ORAL SOLUTION,Solution,30,Cup,2
LACTULOSE 20 GRAM/30 ML ORAL SOLUTION,Solution,30,Cup,2.52
LACTULOSE 20 GRAM/30 ML ORAL SOLUTION,Solution,30,Cup,3.68
LACTULOSE 200 GRAM/300 ML RETENTION ENEMA,Solution,473,Bottle,11.55
LACTULOSE 200 GRAM/300 ML RETENTION ENEMA,Solution,473,Bottle,15.75
LAMICTAL 100 MG ORAL TAB (BRAND),tablet,100,Bottle,0.05
LAMICTAL 100 MG ORAL TAB (BRAND),tablet,100,Bottle,0.17
LAMICTAL 100 MG ORAL TAB (BRAND),tablet,100,Bottle,0.25
LAMICTAL 100 MG ORAL TAB (BRAND),tablet,100,Bottle,0.33
LAMICTAL 25 MG ORAL TAB (BRAND),tablet,100,Bottle,"4,980.85"
LAMICTAL 25 MG ORAL TAB (BRAND),tablet,100,Bottle,"19,923.40"
LAMICTAL 25 MG ORAL TAB (BRAND),tablet,100,Bottle,"29,885.10"
LAMICTAL 25 MG ORAL TAB (BRAND),tablet,100,Bottle,"39,846.80"
LAMICTAL 25 MG ORAL TCHD (BRAND),"tablet, chewable",100,Bottle,"498,085.00"
LAMICTAL 5 MG ORAL TCHD (BRAND),"tablet, chewable",100,Bottle,100.8
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,1.99
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,3.78
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,3.98
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,7.56
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,7.95
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,11.92
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,15.12
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,22.68
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,23.84
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,240,Bottle,45.36
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,60,Bottle,48.3
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,60,Bottle,48.3
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,60,Bottle,48.3
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,60,Bottle,48.3
LAMIVUDINE 10 MG/ML ORAL SOLUTION,Solution,60,Bottle,48.3
LAMIVUDINE 10 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,240,Bottle,3.78
LAMIVUDINE 10 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,240,Bottle,7.56
LAMIVUDINE 10 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,240,Bottle,15.12
LAMIVUDINE 10 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,240,Bottle,22.68
LAMIVUDINE 10 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,240,Bottle,45.36
LAMIVUDINE 150 MG TABLET,tablet,60,Bottle,13.29
LAMIVUDINE 150 MG TABLET,tablet,60,Bottle,19.93
LAMIVUDINE 150 MG TABLET,tablet,60,Bottle,39.86
LAMIVUDINE 150 MG-ZIDOVUDINE 300 MG TABLET,tablet,60,Bottle,5.08
LAMIVUDINE 150 MG-ZIDOVUDINE 300 MG TABLET,tablet,120,BLIST PACK,49.09
LAMIVUDINE 150 MG-ZIDOVUDINE 300 MG TABLET,tablet,60,Bottle,49.14
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.05
LAMOTRIGINE 100 MG TABLET,tablet,100,BLIST PACK,0.09
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.14
LAMOTRIGINE 100 MG TABLET,tablet,1,BLIST PACK,0.15
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.17
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.25
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.25
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.33
LAMOTRIGINE 100 MG TABLET,tablet,100,BLIST PACK,0.34
LAMOTRIGINE 100 MG TABLET,tablet,100,BLIST PACK,0.5
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.53
LAMOTRIGINE 100 MG TABLET,tablet,1,BLIST PACK,0.57
LAMOTRIGINE 100 MG TABLET,tablet,100,BLIST PACK,0.67
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.8
LAMOTRIGINE 100 MG TABLET,tablet,1,BLIST PACK,0.86
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,0.99
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,1.06
LAMOTRIGINE 100 MG TABLET,tablet,1,BLIST PACK,1.14
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,1.49
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,1.98
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,11.59
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,46.33
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,69.49
LAMOTRIGINE 100 MG TABLET,tablet,100,Bottle,92.65
LAMOTRIGINE 25 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",30,BLIST PACK,75.39
LAMOTRIGINE 25 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",30,BLIST PACK,97.23
LAMOTRIGINE 25 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",100,Bottle,100.8
LAMOTRIGINE 25 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",100,Bottle,"4,212.25"
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.14
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.24
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.31
LAMOTRIGINE 25 MG TABLET,tablet,1,BLIST PACK,0.42
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.48
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,0.53
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.56
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.84
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,0.96
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.12
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.22
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.43
LAMOTRIGINE 25 MG TABLET,tablet,1,BLIST PACK,1.67
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.83
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.91
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,1.92
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,2.1
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,2.44
LAMOTRIGINE 25 MG TABLET,tablet,1,BLIST PACK,2.5
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,2.88
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,3.15
LAMOTRIGINE 25 MG TABLET,tablet,1,BLIST PACK,3.34
LAMOTRIGINE 25 MG TABLET,tablet,100,Bottle,3.84
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,4.2
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,"4,980.85"
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,"19,923.40"
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,"29,885.10"
LAMOTRIGINE 25 MG TABLET,tablet,100,BLIST PACK,"39,846.80"
LAMOTRIGINE 5 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",100,Bottle,93.8
LAMOTRIGINE 5 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",100,Bottle,100.8
LAMOTRIGINE 5 MG CHEWABLE DISPERSIBLE TABLET,"tablet, chewable dispersible",100,Bottle,"3,923.85"
LANOLIN ANHYDROUS TOPICAL OINTMENT,Ointment,28,Tube,5.3
LANSOPRAZOLE 3 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,100,Bottle,22.58
LANSOPRAZOLE 3 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,100,Bottle,45.15
"LANSOPRAZOLE 30 MG CAPSULE,DELAYED RELEASE","capsule,delayed release(DR/EC)",100,Bottle,4.52
"LANSOPRAZOLE 30 MG CAPSULE,DELAYED RELEASE","capsule,delayed release(DR/EC)",100,Bottle,5.71
"LANSOPRAZOLE 30 MG DELAYED RELEASE,DISINTEGRATING TABLET","tablet,disintegrat, delay rel",100,BLIST PACK,45.26
LATANOPROST 0.005 % EYE DROPS,Drops,2.5,DROP BTL,21.53
LATANOPROST 0.005 % EYE DROPS,Drops,2.5,DROP BTL,68.01
LEDIPASVIR 90 MG-SOFOSBUVIR 400 MG TABLET,tablet,28,Bottle,"3,679.20"
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,1.46
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,2.92
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,5.76
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,8.17
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,11.52
LEFLUNOMIDE 20 MG TABLET,tablet,30,Bottle,16.34
LET TOPICAL SOLUTION,,3,Syringe,122.33
LETROZOLE 2.5 MG TABLET,tablet,30,Bottle,0.84
LETROZOLE 2.5 MG TABLET,tablet,30,Bottle,1.17
LETROZOLE 2.5 MG TABLET,tablet,30,Bottle,1.72
LETROZOLE 2.5 MG TABLET,tablet,30,Bottle,76.54
LEUCOVORIN CALCIUM 10 MG/ML INJECTION SOLUTION,Solution,10,Vial,33.15
LEUCOVORIN CALCIUM 10 MG/ML INJECTION SOLUTION,Solution,30,Vial,66.36
LEUCOVORIN CALCIUM 100 MG SOLUTION FOR INJECTION,Recon Soln,1,Vial,85.37
LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION,Recon Soln,1,Vial,68.85
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,20,BLIST PACK,7.22
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,1,BLIST PACK,7.7
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,20,BLIST PACK,14.44
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,1,BLIST PACK,15.4
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,20,BLIST PACK,21.66
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,1,BLIST PACK,23.1
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,20,BLIST PACK,28.87
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,1,BLIST PACK,30.8
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,20,BLIST PACK,36.09
LEUCOVORIN CALCIUM 25 MG TABLET,tablet,1,BLIST PACK,38.5
LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION,Recon Soln,1,Vial,55.58
LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION,Recon Soln,1,Vial,58.21
LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION,Recon Soln,1,Vial,60.1
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,100,Bottle,3.81
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,50,BLIST PACK,5.96
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,100,Bottle,7.62
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,100,Bottle,11.43
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,50,BLIST PACK,11.92
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,50,BLIST PACK,17.88
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,100,Bottle,19.04
LEUCOVORIN CALCIUM 5 MG TABLET,tablet,50,BLIST PACK,29.79
LEUPROLIDE (4 MONTH) 30 MG SUBCUTANEOUS SYRINGE (CHEMO USE),Syringe,1,Syringe,"5,754.00"
LEUPROLIDE (6 MONTH) 45 MG INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"28,632.03"
LEUPROLIDE 11.25 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"12,013.47"
LEUPROLIDE 22.5 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"14,315.77"
LEUPROLIDE 22.5 MG (3 MONTH) SUBCUTANEOUS SYRINGE,Syringe,1,Syringe,"4,315.50"
LEUPROLIDE 22.5 MG SUBCUTANEOUS SYRINGE (CHEMO USE ONLY),Syringe,1,Syringe,"4,315.50"
LEUPROLIDE 3.75 MG INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"4,004.46"
LEUPROLIDE 30 MG (4 MONTH) INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"19,087.74"
LEUPROLIDE 30 MG (4 MONTH) SUBCUTANEOUS SYRINGE,Syringe,1,Syringe,"5,754.00"
LEUPROLIDE 30 MG (PEDIATRIC 3 MONTH) INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"28,898.17"
LEUPROLIDE 7.5 MG (1 MONTH) SUBCUTANEOUS SYRINGE,Syringe,1,Syringe,"1,438.50"
LEUPROLIDE 7.5 MG INTRAMUSCULAR SYRINGE KIT,Syringe Kit,1,KIT,"4,771.94"
LEVALBUTEROL 0.63 MG/3 ML SOLUTION FOR NEBULIZATION,Solution for Nebulization,3,Vial,27.5
LEVALBUTEROL 1.25 MG/3 ML SOLUTION FOR NEBULIZATION,Solution for Nebulization,3,Vial,27.5
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,60,Bottle,14.7
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,473,Bottle,130.79
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,473,Bottle,137.41
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,473,Bottle,152.31
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,500,Bottle,229.25
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,473,Bottle,385.74
LEVETIRACETAM 100 MG/ML ORAL SOLUTION,Solution,473,Bottle,"2,347.50"
LEVETIRACETAM 100 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,473,Bottle,130.79
LEVETIRACETAM 100 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,473,Bottle,190.39
LEVETIRACETAM 100 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,500,Bottle,229.25
LEVETIRACETAM 100 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,473,Bottle,235.09
LEVETIRACETAM 100 MG/ML ORAL SOLUTION (PEDIATRIC),Solution,473,Bottle,"2,347.50"
LEVETIRACETAM 250 MG TABLET,tablet,100,BLIST PACK,0.54
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,0.81
LEVETIRACETAM 250 MG TABLET,tablet,50,BLIST PACK,0.93
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,1
LEVETIRACETAM 250 MG TABLET,tablet,100,BLIST PACK,1.08
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,1.61
LEVETIRACETAM 250 MG TABLET,tablet,100,BLIST PACK,1.61
LEVETIRACETAM 250 MG TABLET,tablet,50,BLIST PACK,1.86
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,1.96
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,1.99
LEVETIRACETAM 250 MG TABLET,tablet,100,BLIST PACK,2.15
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,2.42
LEVETIRACETAM 250 MG TABLET,tablet,50,BLIST PACK,2.79
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,2.99
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,3.22
LEVETIRACETAM 250 MG TABLET,tablet,50,BLIST PACK,3.71
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,3.92
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,3.98
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,5.87
LEVETIRACETAM 250 MG TABLET,tablet,1,BLIST PACK,7.83
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,21.05
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,42.1
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,63.15
LEVETIRACETAM 250 MG TABLET,tablet,120,Bottle,84.2
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.2
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.28
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.33
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.36
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.39
LEVETIRACETAM 500 MG TABLET,tablet,50,BLIST PACK,0.41
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.56
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.58
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,0.58
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.66
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.71
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,0.77
LEVETIRACETAM 500 MG TABLET,tablet,50,BLIST PACK,0.82
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.84
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,0.99
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,1.02
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,1.06
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,1.12
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,1.15
LEVETIRACETAM 500 MG TABLET,tablet,50,BLIST PACK,1.23
LEVETIRACETAM 500 MG TABLET,tablet,100,BLIST PACK,1.31
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,1.41
LEVETIRACETAM 500 MG TABLET,tablet,50,BLIST PACK,1.64
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,1.73
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,2.04
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,2.3
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,3.06
LEVETIRACETAM 500 MG TABLET,tablet,1,BLIST PACK,4.08
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,12.87
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,25.73
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,38.6
LEVETIRACETAM 500 MG TABLET,tablet,120,Bottle,51.46
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,8.35
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,8.63
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,11.12
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,11.78
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,12.67
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,36.75
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,36.75
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,63
LEVETIRACETAM 500 MG/5 ML INTRAVENOUS SOLUTION,Solution,5,Vial,116.27
LEVOBUNOLOL 0.5 % EYE DROPS,Drops,5,DROP BTL,40.22
LEVOCARNITINE (WITH SUGAR) 100 MG/ML ORAL SOL (PEDIATRIC),Solution,118,Bottle,111.51
LEVOCARNITINE (WITH SUGAR) 100 MG/ML ORAL SOL (PEDIATRIC),Solution,118,Bottle,129.69
LEVOCARNITINE (WITH SUGAR) 100 MG/ML ORAL SOLUTION,Solution,118,Bottle,111.51
LEVOCARNITINE (WITH SUGAR) 100 MG/ML ORAL SOLUTION,Solution,118,Bottle,129.69
LEVOCARNITINE 200 MG/ML INTRAVENOUS SOLUTION,Solution,5,Vial,108.33
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,1.96
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,3.22
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,3.92
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,5.87
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,6.44
LEVOCARNITINE 330 MG TABLET,tablet,90,BLIST PACK,9.65
LEVOFLOXACIN 250 MG TABLET,tablet,50,Bottle,0.5
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,0.65
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,0.8
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,0.93
LEVOFLOXACIN 250 MG TABLET,tablet,50,Bottle,1
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,1.29
LEVOFLOXACIN 250 MG TABLET,tablet,50,Bottle,1.5
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,1.6
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,1.85
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,1.94
LEVOFLOXACIN 250 MG TABLET,tablet,50,Bottle,1.99
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,2.4
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,2.58
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,2.77
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,3.2
LEVOFLOXACIN 250 MG TABLET,tablet,100,BLIST PACK,3.69
LEVOFLOXACIN 250 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,50,Bag,8.4
LEVOFLOXACIN 250 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,50,Bag,22.05
LEVOFLOXACIN 5 MG/ML IV SYRINGE,Piggyback,100,Bag,73.5
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,0.31
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,0.54
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,0.61
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,0.91
LEVOFLOXACIN 500 MG TABLET,tablet,100,Bottle,1.03
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,1.08
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,1.22
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,1.62
LEVOFLOXACIN 500 MG TABLET,tablet,100,Bottle,2.06
LEVOFLOXACIN 500 MG TABLET,tablet,100,BLIST PACK,2.15
LEVOFLOXACIN 500 MG TABLET,tablet,100,Bottle,3.08
LEVOFLOXACIN 500 MG TABLET,tablet,100,Bottle,4.11
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,7.35
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,11.55
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,17.85
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,20.3
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,21.35
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,Piggyback,100,Bag,73.5
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,0.4
LEVOFLOXACIN 750 MG TABLET,tablet,30,Bottle,0.56
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,0.63
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,0.8
LEVOFLOXACIN 750 MG TABLET,tablet,30,Bottle,1.11
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,1.2
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,1.26
LEVOFLOXACIN 750 MG TABLET,tablet,100,BLIST PACK,1.6
