SERVICE DESCRIPTION,SERVICE CHARGE CODE,Gross Charge,M'caid  CPT,M'care  CPT,W'Comp  Cpt,Other  CPT
"IV PUSH, INIT DRUG",3093008,$330.00,96374,96374,96374,96374
"IV PUSH, INIT DRUG",3103008,$330.00,96374,96374,96374,96374
"IV PUSH, INITIAL DRG",3303024,$330.00,96374,96374,96374,96374
"IV PUSH, NEW DRUG",3093009,$137.90,96375,96375,96375,96375
"IV PUSH, NEW DRUG",3103009,$137.90,96375,96375,96375,96375
IV THERAPY EA ADD HR,4604582,$39.60,C8951,C8951,C8951,C8951
IV THERAPY TO 1 HR,4604581,$315.70,C8950,C8950,C8950,C8950
IVP ADD SEQ NEW DRUG,4601205,$137.90,96375,96375,96375,96375
IVP ADDN'L SAME DRUG,4601207,$94.35,96376,96376,96376,96376
IVP EA ADDL SEQ SAME,3093013,$94.35,96376,96376,96376,96376
IVP EA ADDL SEQ SAME,3103013,$94.35,96376,96376,96376,96376
IVP EA ADDL SEQ SAME,3303013,$89.85,96376,96376,96376,96376
JANUVIA 50MG TABLET,4500938,$63.75,,A9270,,
JC VIRUS PCR,4307174,$808.68,87798,87798,87798,87798
JO1 ANTIBODIES,4306112,$70.00,86235,86235,86235,86235
J-TUBE,4001039,"$1,181.60",C1752,C1752,C1752,C1752
J-WIRE,4002413,$100.00,C1769,C1769,C1769,C1769
K WIRE,4002153,$100.80,,,,
K WIRE,4002180,$520.80,,,,
"K WIRE 4"" .035",4000454,$15.40,,,,
"K WIRE 4"" .045",4000455,$15.40,,,,
"K WIRE 4"" .062",4000456,$12.60,C1713,C1713,C1713,C1713
"K WIRE 6"" .045",4000459,$16.80,,,,
"K WIRE 6"".062",4000460,$16.80,,,,
"K WIRE 9"" .028",4000481,$16.80,,,,
"K WIRE 9"" .035",4000461,$16.80,,,,
"K WIRE 9"" .045",4000462,$16.80,,,,
"K WIRE 9"" .062",4000463,$16.80,,,,
K&L LT CHAINS PANEL,4309377,$64.02,83883,83883,83883,83883
K&L LT CHAINS PANEL,4309378,$64.02,83883,83883,83883,83883
KAOPECTATE,4401126,$6.00,,A9270,,
KAROTYPE,4309617,$103.26,88280,88280,88280,88280
KARYOTYPES,4307042,$799.92,88280,88280,88280,88280
KCL 2MEQ/ML 10ML,4400432,$23.00,J3480,J3480,J3480,J3480
KCL 2MEQ/ML 20ML,4400433,$5.00,J3480,J3480,J3480,J3480
KCL 40MEQ/100ML PB,4401457,$4.50,J3480,J3480,J3480,J3480
KCL RIDER 10MEQ,4400926,$8.00,J3480,J3480,J3480,J3480
KCL RIDER 20MEQ,4400923,$6.15,J3480,J3480,J3480,J3480
K-DUR 20 MEQ TAB,4401127,$6.00,,A9270,,
KENALOG 40 MG/ML,4408099,$24.60,J3301,J3301,J3301,J3301
KENALOG-40,4401812,$41.00,J3301,J3301,J3301,J3301
KEPPRA 250MG TAB,4401129,$30.00,,A9270,,
KEPPRA 500MG TAB,4401809,$13.75,,A9270,,
KEPPRA ORAL SOLN,4401350,$12.25,,A9270,,
KEPRA,4308809,$101.85,80177,80177,80177,80177
KETAMINE 50MG/ML,4400334,$36.00,,A9270,,
KETEK 400MG TAB,4401130,$27.00,,A9270,,
KETOCONAZOL 2% CREAM,4401317,$208.50,,A9270,,
KETOCONAZOLE 2% SHAM,4401621,$12.50,,A9270,,
KETOCONAZOLE 200MG,4401318,$12.75,,A9270,,
KETOR. 30MG ISECURE,4402242,$25.00,J1885,J1885,J1885,J1885
KETOROLAC 10MG,4401640,$8.50,,A9270,,
KETOROLAC 15MG/ML,4408066,$6.63,J1885,J1885,J1885,J1885
KETOROLAC 30MG VIAL,4400498,$12.00,J1885,J1885,J1885,J1885
KETOROLAC 60MG VIAL,4400499,$3.60,J1885,J1885,J1885,J1885
"KEYHOLE MESH 1.8X4""",4005070,$520.80,C1781,C1781,C1781,C1781
"KEYHOLE MESH 2.4X4""",4005071,$613.20,C1781,C1781,C1781,C1781
KIT - ACL TIGHTROPE,4006823,"$5,904.50",C1713,C1713,C1713,C1713
KIT - ACL USAGE,4002312,"$1,000.00",,,,
KIT - IMPLANT ELBOW,4006687,"$2,695.00",,C1776,,
KIT - IMPLANT W/PIN,4010300,$735.00,,C1776,,
KIT - PEC REPAIR SYS,4006078,"$4,130.00",,C1713,,
KIT - PEC REPAIR SYS,4006100,"$5,775.00",C1713,C1713,C1713,C1713
KIT - SWIVELOCK SYS,4006742,"$2,240.00",,C1713,,
KIT - TIGHTROPE,4001146,"$1,735.00",C1713,C1713,C1713,C1713
KIT - TIGHTROPE,4006542,"$1,550.00",C1713,C1713,C1713,C1713
KIT - WRIST IMPLANT,4006677,"$9,600.00",C1776,C1776,C1776,C1776
KIT ARCUATE II GAUGE,4002073,"$2,433.20",C1713,C1713,C1713,C1713
"KIT, INVANCE M/SLING",4426466,"$2,524.50",C1771,C1771,C1771,C1771
"KIT, MRI CHFRX 8 FR",4004497,$966.90,C1788,C1788,C1788,C1788
"KIT, UROSTOMY #1466",4425933,$31.00,A4431,A4431,A4431,A4431
KIT-IMPLANT DELIVERY,4430038,"$2,975.00",,C1713,,
KIT-IMPLANT DELIVERY,4006012,"$3,325.00",,C1713,,
KIT-IMPLANT DELIVERY,4006494,"$3,850.00",,C1713,,
KIT-IMPLANT FINGER,4005208,"$3,329.00",C1776,C1776,C1776,C1776
KIT-LIGAMENT IMP SYS,4006708,"$4,182.50",C1713,C1713,C1713,C1713
KIT-SUTURETAK KNTLSS,4006748,"$1,032.50",,C1713,,
KLOR-CON 8MEQ TAB,4401454,$6.00,,A9270,,
KNEE BRACE TRANS ROM,4420005,"$1,415.38",,,,
KNEE FEMUR,4002498,"$23,433.20",C1776,C1776,C1776,C1776
"KNEE IMMOB 24"" ADJU",4000113,$87.00,L1830,L1830,L1830,L1830
"KNEE IMMOBIL 16""",4421101,$243.40,L1830,L1830,L1830,L1830
"KNEE IMMOBIL 20""",4421231,$43.00,L1830,L1830,L1830,L1830
"KNEE IMMOBIL 22""",4421100,$243.40,L1830,L1830,L1830,L1830
"KNEE IMMOBIL 26""",4421102,$243.40,L1830,L1830,L1830,L1830
"KNEE IMMOBIL 28""",4421103,$243.40,L1830,L1830,L1830,L1830
KNEE IMMOBILIZER,4427212,$243.40,L1830,L1830,L1830,L1830
KNEE POSTR STAB 12MM,4001062,"$4,895.80",C1713,C1713,C1713,C1713
KNEE REV/DUR TIB INS,4009956,"$2,750.00",C1776,C1776,C1776,C1776
KNEE SKCAVON,4009955,"$1,540.00",C1776,C1776,C1776,C1776
KNEE SKCT,4009951,"$8,800.00",C1776,C1776,C1776,C1776
KNEE SKCTX,4009952,"$11,000.00",C1776,C1776,C1776,C1776
KNEE SKCTXX,4009953,"$13,200.00",C1776,C1776,C1776,C1776
KNEE SKCUNI,4009954,"$7,970.20",C1776,C1776,C1776,C1776
KNEE SURFACE UNI,4002106,"$2,207.80",C1776,C1776,C1776,C1776
KNEE TRIATH X3,4009000,"$5,980.70",C1776,C1776,C1776,C1776
"KNEE, TOTAL SYSTEM S",4426314,"$4,215.20",C1776,C1776,C1776,C1776
"KOH PREP, FUNGUS",4304050,$46.20,87220,87220,87220,87220
K-PHOS 500MG ORIGINA,4401888,$6.00,,A9270,,
KPO4 4.4MEQ/ML,4400434,$6.22,,,,
KRISTALOSE PACKET,4401131,$7.50,,A9270,,
K-WIRE,4002642,$144.20,C1713,C1713,C1713,C1713
K-WIRE,4005296,$77.00,,,,
K-WIRE,4005879,$520.80,,,,
K-WIRE,4005880,$736.40,C1713,C1713,C1713,C1713
KWIRE THREADED,4005250,$175.00,,,,
KYTRIL 1MG TAB,4400101,$262.25,Q0166,Q0166,Q0166,Q0166
L FEMORAL PERMACATH,4005161,"$1,400.00",C1788,C1788,C1788,C1788
LABETALOL 100MG/20ML,4402288,$10.36,J3490,J3490,J3490,J3490
LABETALOL 200MG,4400412,$6.00,J3490,J3490,J3490,J3490
LABETALOL 20MG/4ML,4400503,$32.50,J3490,J3490,J3490,J3490
LABETALOL 20MG/4ML,4401322,$22.86,J3490,J3490,J3490,J3490
LABETALOL 300MG,4401321,$6.00,,A9270,,
LABOR LEVEL 4,4132011,"$1,320.00",59020,59020,59020,59020
LAC RP COMPLEX,4607034,$961.80,SURG,SURG,SURG,SURG
LAC RP INTERMEDIATE,4607030,$692.77,SURG,SURG,SURG,SURG
LAC RP SIMPLE,4607029,$310.24,SURG,SURG,SURG,SURG
LACRILUBE OINTMENT,4401134,$34.00,,A9270,,
LACTAID TAB,4401954,$6.00,,A9270,,
LACTATED RINGERS,4400599,$40.00,J7120,J7120,J7120,J7120
LACTIC ACID,4301155,$72.45,83605,83605,83605,83605
LACTOBACILLUS TAB,4401306,$6.00,,A9270,,
LACTULOSE 20GM/30ML,4400977,$20.00,,A9270,,
LAG SCREW,4002177,"$2,363.20",C1713,C1713,C1713,C1713
LAG SCREW 90M,4000212,"$1,261.00",C1713,C1713,C1713,C1713
LAG SCREW 95M,4000213,"$1,061.55",C1713,C1713,C1713,C1713
LAMICTAL 100MG TAB,4401136,$63.50,,A9270,,
LAMICTAL 25MG TAB,4401135,$55.50,,A9270,,
LAMICTAL LEVEL,4308572,$117.60,80175,80175,80175,80175
LAMISIL 1% CREAM,4401138,$28.75,,A9270,,
LAMISIL 250MG TAB,4401137,$130.50,,A9270,,
LANOLIN HYDROUS,4401139,$12.50,,A9270,,
LANOXICAP 0.1MG,4500910,$6.00,,A9270,,
LANOXIN 0.125MG TAB,4400336,$6.75,,A9270,,
LANOXIN 0.25MG TAB,4401142,$9.25,,A9270,,
LANOXIN 0.5MG/2ML IN,4401143,$287.50,J1160,J1160,J1160,J1160
LANTISEPTIC OINTMENT,4401787,$11.00,,A9270,,
LANTUS 100U/ML,4400051,$6.00,J1815,J1815,J1815,J1815
LATERAL PLATE,4000203,"$4,158.00",C1713,C1713,C1713,C1713
LCP 5 HOLE PLATE,4002237,"$4,760.00",C1713,C1713,C1713,C1713
LCP PLATE,4002168,"$1,201.00",C1713,C1713,C1713,C1713
LCP PLATE,4002223,"$2,086.00",C1713,C1713,C1713,C1713
LCP PLATES 2MM-16MM,4000023,"$1,396.00",C1713,C1713,C1713,C1713
LD AMNIOCENTESIS,4132005,$487.60,59000,59000,59000,59000
LD CLINIC LEVEL 1,4131001,$136.40,99211,99211,99211,99211
LD CLINIC LEVEL 2,4131011,$195.80,99212,99212,99212,99212
LD CLINIC LEVEL 3,4131003,$255.20,99213,99213,99213,99213
LD CLINIC LEVEL 4,4131004,$309.10,99214,99214,99214,99214
LD HYDRATION ADD HR,4138040,$41.00,96361,96361,96361,96361
LD HYDRATION TO 1 HR,4138039,$325.00,96360,96360,96360,96360
LD IM INJ ANTBX,4132033,$60.50,90772,90772,90772,90772
LD INF.CONCURRENT DR,4138043,$104.50,90768,C8950,90768,90768
LD INF.SEQ.DRUG 1 HR,4138042,$104.50,90767,C8950,90767,90767
LD INF.SP.DRUG ADD H,4138044,$108.00,96366,96366,96366,96366
LD INF.SP.DRUG TO 1H,4138041,$325.00,96365,96365,96365,96365
LD IV PUSH MEDICATIO,4132031,$125.40,90774,C8952,90774,90774
LD NON-STRESS TEST,4132007,$397.00,59025,59025,59025,59025
LD NON-STRESS TEST-M,4132008,$374.00,59025,59025,59025,59025
LD OBSERVATION BED,4131002,$50.00,99218,99218,99218,99218
LD OCT SNGL,4132010,$385.00,59020,59020,59020,59020
LD PULSE OX-SINGLE D,4132012,$77.00,94760,94760,94760,94760
"LD, TOTAL, BODY FLUI",4301310,$63.00,83615,83615,83615,83615
"LD, TOTAL, SERUM (LD",4301311,$22.93,83615,83615,83615,83615
LD/OR LEVEL 3 1/4 HR,4001421,$696.30,SURG,SURG,SURG,SURG
"LD/OR LEVEL 3,  1 HR",4001427,"$2,785.20",SURG,SURG,SURG,SURG
"LD/OR LEVEL 4, 1/4HR",4001422,$707.30,SURG,SURG,SURG,SURG
LD/OR LV4 OV 1HR,4001428,"$2,829.20",SURG,SURG,SURG,SURG
LDH ISOENZYMES,4306754,$18.90,83625,83625,83625,83625
L-DISCOGRAM INJ (EA),4158214,$746.00,62290,62290,62290,62290
LEAD BLOOD,4308392,$18.90,83655,83655,83655,83655
LEAD URINE,4308662,$18.00,83655,83655,83655,83655
LEFT STD WRI PLATE,4000426,"$3,152.80",C1713,C1713,C1713,C1713
LEFT STD WRIST PLATE,4005112,"$2,993.20",C1713,C1713,C1713,C1713
LEGIONELLA ANTIBODIE,4308770,$78.00,86713,86713,86713,86713
LEGIONELLA DFA,4309491,$86.36,87278,87278,87278,87278
LEGIONELLA PNEUMOPHI,4308299,$69.00,87278,87278,87278,87278
LEPTOSPIRA AB,4301245,$56.70,86720,86720,86720,86720
LESCOL 20MG CAPSULE,4401145,$10.25,,A9270,,
LESCOL 40MG CAPSULE,4401147,$10.25,,A9270,,
LESCOL XL 80MG CAP,4401146,$13.25,,A9270,,
LETROZOLE 2.5MG TAB,4402276,$54.00,,A9270,,
LEUK HISTAMINE RELEA,4309446,$68.25,86343,86343,86343,86343
LEUKINE 250MCG VIAL,4401905,$761.00,J2820,J2820,J2820,J2820
LEUKINE 500MCG VIAL,4401906,"$1,537.00",J2820,J2820,J2820,J2820
LEUKOCYTE ADHESION D,4308880,$291.00,88184,88184,88184,88184
LEUKOCYTE ALKALINE P,4308398,$116.55,85540,85540,85540,85540
LEUKOPOOR RED BLOOD,4307065,$557.00,P9016,P9016,P9016,P9016
LEVAQUIN 250MG IVPB,4400339,$95.00,J1956,J1956,J1956,J1956
LEVAQUIN 250MG TAB,4401148,$114.50,,A9270,,
LEVAQUIN 500MG IVPB,4400340,$103.50,J1956,J1956,J1956,J1956
LEVAQUIN 500MG TAB,4401149,$56.00,,A9270,,
LEVAQUIN 750MG IVPB,4400338,$81.67,J1956,J1956,J1956,J1956
LEVEL 1 NERVE INJECT,3110101,$352.00,SURG,SURG,SURG,SURG
LEVEL 1 PAIN MGMT,4000960,$361.00,,,,
LEVEL 1 VAS/ACC PROC,3110106,"$1,278.20",SURG,SURG,SURG,SURG
LEVEL 2 NERVE INJECT,3110102,$838.20,SURG,SURG,SURG,SURG
LEVEL 2 PAIN MGMT,4000961,$876.00,,,,
LEVEL 3 NERVE INJECT,3110103,$933.90,SURG,SURG,SURG,SURG
LEVEL 3 PAIN MGMT,4000962,"$1,030.00",SURG,SURG,SURG,SURG
LEVEL 4 NERVE INJECT,3110104,"$1,567.50",SURG,SURG,SURG,SURG
LEVEL I SURG PATH,4309287,$62.50,88300,88300,88300,88300
LEVEL II SURG PATH,4309288,$61.95,88302,88302,88302,88302
LEVEL III SURG PATH,4309289,$115.07,88304,88304,88304,88304
LEVEL IV SURG PATH,4309290,$316.00,88305,88305,88305,88305
LEVEL V SURG PATH,4309291,$442.83,88307,88307,88307,88307
LEVEL VI SURG PATH,4309292,$565.96,88309,88309,88309,88309
LEVEMIR INSULIN,4500934,$6.00,,A9270,,
LEVETIRACETAM 500MG,4408095,$.96,J1953,J1953,J1953,J1953
LEVOPHED 4MG/4ML,4400341,$86.50,,A9270,,
LEVOTHROID 137MCG,4401106,$6.00,,A9270,,
LEVOTHRYOX 150MCG,4401586,$6.00,,A9270,,
LEVOTHRYROX 25MCG,4401580,$6.00,,A9270,,
LEVOTHYROX 100MCG,4401582,$6.00,,A9270,,
LEVOTHYROX 112MCG,4401584,$6.00,,A9270,,
LEVOTHYROX 125MCG,4401585,$6.00,,A9270,,
LEVOTHYROX 50MCG,4401581,$6.00,,A9270,,
LEVOTHYROX 88MCG,4401583,$6.00,,A9270,,
LEVOTHYROXINE 200MCG,4400342,$96.00,,A9270,,
LEXAPRO 10MG TAB,4401152,$17.75,,A9270,,
LFIT ANA V40 FEM HE,4000450,"$4,039.00",C1776,C1776,C1776,C1776
LFIT ANAT V40 FEMORA,4000379,"$4,358.00",C1776,C1776,C1776,C1776
LFIT V40 FEM HEA 32M,4000398,"$2,385.60",C1776,C1776,C1776,C1776
LFIT V40 FEM HEAD SH,4000394,"$2,058.00",C1776,C1776,C1776,C1776
LG THRD STLSS ST 36,4001151,$573.30,C1713,C1713,C1713,C1713
LG THRD STNLSS ST 46,4001150,$573.30,C1713,C1713,C1713,C1713
LID 5%-DEX 7.5% 2ML,4402017,$12.42,J2001,J2001,J2001,J2001
LIDO 1% 10/MG ML 30M,4402230,$1.64,J2001,J2001,J2001,J2001
LIDOCAIN 2%-20ML,4401064,$.31,J2001,J2001,J2001,J2001
LIDOCAINE 0.4% D-5-W,4400346,$.22,J2001,J2001,J2001,J2001
LIDOCAINE 1% 10ML,4408090,$.59,J2001,J2001,J2001,J2001
LIDOCAINE 1% 20ML,4400947,$.71,J2001,J2001,J2001,J2001
LIDOCAINE 1% 50ML,4400343,$.27,J2001,J2001,J2001,J2001
LIDOCAINE 1%-EPI,4400355,$.34,J2001,J2001,J2001,J2001
LIDOCAINE 2% 50ML,4400349,$.22,J2001,J2001,J2001,J2001
LIDOCAINE 2% ABBOJEC,4400347,$2.17,J2001,J2001,J2001,J2001
LIDOCAINE HCL 1%-EPI,4400353,$.51,J2001,J2001,J2001,J2001
LIDOCAINE HCL 2% INJ,4401260,$.91,J2001,J2001,J2001,J2001
LIDOCAINE MPF 0.5%50,4400354,$2.42,J2001,J2001,J2001,J2001
LIDOCAINE TOP SOLN,4500933,$63.00,,A9270,,
LIDOCAINE VISCOUS 20,4401156,$6.75,,A9270,,
LIDOCAINE/MARCAINE,4402299,$.00,A9270,A9270,A9270,A9270
LIDOCAINE1% 20MG/2ML,4400064,$6.25,J2001,J2001,J2001,J2001
LIDODERM 5% PATCH,4500911,$66.00,,A9270,,
LIGAMENT - PATELLA,4005764,"$4,826.50",C1762,C1762,C1762,C1762
LIMA REVERSE TSA,4006081,"$33,615.00",C1776,C1776,C1776,C1776
LIMA TOTAL SHOULDER,4006090,"$21,910.00",C1776,C1776,C1776,C1776
LIMA-REVERSE TSA REV,4006807,"$22,750.00",C1776,C1776,C1776,C1776
LINDANE SHAMPOO,4401132,$521.00,,A9270,,
LINER 10 DEGREE RIM,4000974,"$4,270.00",C1776,C1776,C1776,C1776
LINER INSERT,4001011,"$5,874.40",C1776,C1776,C1776,C1776
LINER POLY 28MM,4000958,"$6,020.00",C1776,C1776,C1776,C1776
LINER: ACETABULAR,4006658,"$27,758.50",C1776,C1776,C1776,C1776
LINER: ACETABULAR,4006743,"$23,200.00",C1776,C1776,C1776,C1776
LINER: ACETABULAR,4006744,"$22,526.00",C1776,C1776,C1776,C1776
LINER: SHOULDER,4006072,"$2,569.00",C1776,C1776,C1776,C1776
LINER:SHOULDER,4010334,"$3,675.00",C1776,C1776,C1776,C1776
LINER:SHOULDER,4010335,"$5,250.00",C1776,C1776,C1776,C1776
LINEZOLID 600MG TAB,4400937,$816.25,,A9270,,
LIP,4309626,$44.00,83695,83695,83695,83695
LIP TIBIAL LRG 11MM,4005162,"$3,506.00",C1776,C1776,C1776,C1776
"LIPASE, SERUM",4301313,$76.65,83690,83690,83690,83690
LIPID PANEL,4308741,$127.05,80061,80061,80061,80061
LIPITOR 10MG TAB,4401159,$6.00,,A9270,,
LIPITOR 40MG TAB,4401160,$62.50,,A9270,,
LIPOGEMS PROCEDURE,4007000,"$3,613.00",0232T,0232T,0232T,0232T
LIPOSYN II 20%,4400602,$358.00,,A9270,,
LIPPD TIB INS SM16MM,4000649,"$3,584.00",C1776,C1776,C1776,C1776
LIQUIFILM TEARS OPHT,4401161,$42.00,,A9270,,
LISINOPRIL 10MG,4401738,$6.00,,A9270,,
LISINOPRIL 2.5MG TAB,4401449,$6.00,,A9270,,
LISINOPRIL 20MG TAB,4401120,$6.00,,A9270,,
LISINOPRIL 40MG,4401448,$7.00,,A9270,,
LISINOPRIL 5MG,4401737,$7.00,,A9270,,
LITHIUM,4308402,$74.55,80178,80178,80178,80178
LITHIUM 300MG CAP,4401162,$6.00,,A9270,,
LITHIUM CARB 150MG,4401861,$6.00,,A9270,,
LITHIUM ER 450MG TAB,4401163,$6.00,,A9270,,
LITHOBID 300MG TAB,4401164,$6.00,,A9270,,
LITHOTRIPSY EXTRACOR,4273119,$675.40,50590,50590,50590,50590
LIVER PANEL,4301603,$169.00,80076,80076,80076,80076
"LIVER, KIDNEY,MICROS",4308403,$62.53,86376,86376,86376,86376
LOC INFLA WHOLE BODY,4517159,"$1,137.40",78806,78806,78806,78806
LOC INFLAM LTD AREA,4517158,"$1,466.30",78805,78805,78805,78805
LOCK NUTS,4005349,$802.90,C1713,C1713,C1713,C1713
LOCKING 3.5 SCREW,4000438,$484.40,C1713,C1713,C1713,C1713
LOCKING CLIP,4002665,$220.50,C1713,C1713,C1713,C1713
LOCKING SCREW,4002101,$343.00,C1713,C1713,C1713,C1713
LOCKING SCREW,4002193,$484.40,C1713,C1713,C1713,C1713
LOCKING SCREW 2.0,4002092,$329.00,C1713,C1713,C1713,C1713
LOCKING SCREW 5.0,4002032,$581.00,C1713,C1713,C1713,C1713
LOCKING SCREW 5.0,4002120,$776.00,C1713,C1713,C1713,C1713
LOCKING SCREW 7.3 65,4002031,$938.00,C1713,C1713,C1713,C1713
LONG GUIDE PIN,4002167,$609.00,C1713,C1713,C1713,C1713
"LONG NAIL KIT, RIGHT",4002178,"$7,884.80",C1713,C1713,C1713,C1713
LONG PILOT DRILL,4002137,$480.20,,,,
LONG RT WRIST PLATE,4000167,"$2,992.50",C1713,C1713,C1713,C1713
LOPERAMIDE 1MG LIQ,4400927,$6.00,,A9270,,
LOPERAMIDE 2MG CAP,4401107,$6.00,,A9270,,
LOPROX .77% CREAM,4401172,$265.00,,A9270,,
LORATADINE 10MG TAB,4400826,$6.00,,A9270,,
LORAZEPAM 0.5MG TABL,4401173,$20.00,,A9270,,
LORAZEPAM 1MG TABLET,4401174,$20.00,,A9270,,
LORAZEPAM 2MG/ML IN,4400187,$25.00,J2060,J2060,J2060,J2060
LORCET 10/650,4401175,$12.00,,A9270,,
LORCET PLUS,4401176,$6.00,,A9270,,
LOTENSIN 10 MG TAB,4401178,$6.00,,A9270,,
LOTREL 5/10 CAP,4401179,$12.00,,A9270,,
LOTRISONE CR 45GM,4401182,$317.00,,A9270,,
LOTRISONE CREAM,4401181,$280.75,,A9270,,
LOVASTATIN 20MG,4401221,$9.50,,A9270,,
LOVENOX 100MG/ML,4400358,$97.50,J1650,J1650,J1650,J1650
LOVENOX 120MG/0.8ML,4400038,$97.50,J1650,J1650,J1650,J1650
LOVENOX 300MG/3ML,4401957,$298.87,J1650,J1650,J1650,J1650
LOVENOX 30MG/0.3ML,4400359,$75.00,J1650,J1650,J1650,J1650
LOVENOX 40MG/0.4ML,4400360,$97.50,J1650,J1650,J1650,J1650
LOVENOX 60MG/0.6ML,4400361,$146.50,J1650,J1650,J1650,J1650
LOW PRFILE PLATE,4002190,"$2,782.50",C1713,C1713,C1713,C1713
L-PLATE,4001068,"$1,355.20",C1713,C1713,C1713,C1713
LUMBAR KYPHOPLASTY,4158169,"$5,497.69",22514,22514,22514,22514
LUMBAR PUNCTURE,4158170,$375.00,SURG,SURG,SURG,SURG
LUMBAR PUNCTURE-DIAG,4604310,"$1,318.00",62270,62270,62270,62270
LUMIGAN .01% 2.5ML,4408100,$655.25,,A9270,,
LUMIGAN OPTH DROPS,4401184,$465.50,,A9270,,
LUNG BIOPSY,4227473,$939.00,32405,32405,32405,32405
LUNG BIOPSY,4158156,"$1,895.00",32400,32400,32400,32400
LUTEINIZING HORMONE,4308404,$122.00,83002,83002,83002,83002
LYME DISEASE,4309607,$104.10,87476,87476,87476,87476
LYME DISEASE SEROLOG,4308405,$73.21,86618,86618,86618,86618
LYME DISEASE WESTERN,4309410,$134.19,86617,86617,86617,86617
LYMES DISEASE ANTIBO,4308771,$116.00,86618,86618,86618,86618
LYMPHOCYTE TYPING,4309276,$315.00,88230,88230,88230,88230
LYRICA 100MG CAPSULE,4401982,$27.75,,A9270,,
LYRICA 150MG,4402306,$26.34,,A9270,,
LYRICA 25MG,4402007,$33.00,,A9270,,
LYRICA 50MG,4401967,$33.00,,A9270,,
LYRICA 75MG,4401854,$33.00,,A9270,,
LYSOZYME,4307118,$108.00,85549,85549,85549,85549
M TUBERCULOSIS COMPL,4301216,$257.33,87556,87556,87556,87556
M.V.I.-12,4400363,$63.00,,,,
MAALOX (BULK),4401355,$6.00,,A9270,,
MACROBID 100MG CAP,4401903,$14.00,,A9270,,
MACUVITE,4401339,$6.00,,A9270,,
MAG 1GM/100ML D5W,4400369,$40.00,J3475,J3475,J3475,J3475
MAG 500MG/ML 10ML,4400365,$20.00,J3475,J3475,J3475,J3475
MAG ANTIBODIES,4307098,$103.93,83873,83873,83873,83873
MAG SO4 500MG/ML,4400364,$20.00,J3475,J3475,J3475,J3475
MAG SULF,4500949,$.00,,A9270,,
MAG SULF 2GM IV,4400861,$40.00,J3475,J3475,J3475,J3475
MAG SULF 4GM/100ML,4401364,$40.00,J3475,J3475,J3475,J3475
MAG/AL PLUS 30ML UD,4401186,$8.75,,A9270,,
MAG-AL SUSP (MAALOX),4401989,$6.00,,A9270,,
MAGIC MOUTHWASH,4500945,$12.00,,A9270,,
MAGNESIUM CL 64MG,4401199,$6.00,,A9270,,
"MAGNESIUM, SERUM",4301321,$69.30,83735,83735,83735,83735
MAGNUM WIRE SUTURE,4001084,$89.60,C1760,C1760,C1760,C1760
MAG-OX 400,4401189,$6.00,,A9270,,
"MANGANESE,SERUM",4308817,$170.00,83785,83785,83785,83785
MANNITOL 20% 500ML,4400603,$87.00,J2150,J2150,J2150,J2150
MANNITOL 25% IN 50ML,4400370,$20.00,J2150,J2150,J2150,J2150
MANUAL RETICULOCYTE,4302031,$68.00,85044,85044,85044,85044
MANUAL THERAPY,4660105,$86.00,97140,97140,97140,97140
MARCAINE 0.5%,4401837,$20.00,J3490,J3490,J3490,J3490
MARCAINE HCL 0.5%-EP,4400376,$39.75,J3490,J3490,J3490,J3490
MARCAINE SPINAL 2ML,4400377,$20.50,J3490,J3490,J3490,J3490
MARINOL 2.5MG CAPSUL,4402050,$49.00,Q0167,Q0167,Q0167,Q0167
MASSAGE,4660104,$70.00,97124,97124,97124,97124
MASTERGRAFT GRANULES,4430021,"$1,008.00",,C1763,,
MASTERGRAFT MATRIX,4002240,"$1,711.50",,C1763,,
MASTERGRAFT MATRIX,4005469,"$3,837.00",,C1763,,
MATRIX GRAFTON STRIP,4005723,"$4,697.00",,C1762,,
MATRIX/KINEX CARRIER,4006019,"$5,500.00",C1763,C1763,C1763,C1763
MATRIX/KINEX CARRIER,4006543,"$2,912.00",C1763,C1763,C1763,C1763
MATRIX/KINEX CARRIER,4006544,"$3,038.00",C1763,C1763,C1763,C1763
MATRIX/KINEX CARRIER,4006791,"$7,875.00",,C1763,,
MATRIX\KINEX CARRIER,4002207,"$3,264.00",,C1763,,
MAVIK 1MG TAB,4401191,$6.00,,A9270,,
MAXALT 5MG TAB,4401193,$87.00,,A9270,,
MAXIPIME 1GM,4401946,$90.25,J0692,J0692,J0692,J0692
MAXITROL OPHTH,4401194,$459.75,,A9270,,
MCP SILICONE,4002247,"$3,495.50",C1713,C1713,C1713,C1713
MCROPLYSPRA FAENI AB,4301064,$28.00,86671,86671,86671,86671
MDI TX INITIAL,4536508,$234.57,94640,94640,94640,94640
MDI TX SUBSEQUENT,4536507,$234.57,94640,94640,94640,94640
MDM - HIP UPCHARGE,4006715,"$1,750.00",C1776,C1776,C1776,C1776
MECLIZINE 12.5MG TAB,4401196,$6.00,,A9270,,
MECLIZINE 25MG TAB,4401197,$6.00,,A9270,,
MECONIUM DRUG SCREEN,4308576,$397.00,80100,80100,80100,80100
MED BON PLU CAN 12MM,4000420,$470.00,C1713,C1713,C1713,C1713
MED DIS TIBIA PLATE,4000130,"$5,162.85",C1713,C1713,C1713,C1713
