MEMORIAL SLOAN KETTERING CANCER CENTER - Pricing as of 01/01/2019,,
"Hospitals are required by law to make available information about their standard charges for the items and services they provide. These standard charges do not represent what a person will actually pay for medical care at Memorial Sloan Kettering Cancer Center. They also do not reflect or represent the actual payment the hospital will receive from insurance or from patients for those services. Therefore, referring to these standard charges to determine out-of-pocket costs is misleading.",,
,,
"We can provide you with an estimate of your out-of-pocket costs before you begin treatment, so you can make the right decision for you and your family. Services or items rendered to each patient and their cost may vary because of treatment decisions, unforeseen complications, additional tests or services ordered by a doctor, and the individual’s needs. In addition, estimates may change based on a person’s contracted insurance benefits, insurance policy exclusions, maximum benefits, pending financial assistance, or pending state/federal or other aid. ",,
,,
Please note that any information that you receive is for informational purposes only and is not an offer or representation of actual pricing for services at MSK. This information is not meant to be nor should it be considered financial or medical advice. This document also may not be altered or edited in any way once downloaded.,,
,,
Code,Description,Std-Fee
PHM005612,RUXOLITINIB 10MG TAB,389.23
PHM005613,RUXOLITINIB 15MG TAB,389.23
PHM005614,RUXOLITINIB 20MG TAB,389.23
PHM005615,RUXOLITINIB 25MG TAB,367.2
PHM005616,RUXOLITINIB 5MG TAB,389.23
PHM005617,SALIC ACID 3%SHAMPOO,9.52
PHM005619,SOD CHLOR 0.9% FLUSH,5.8
PHM005621,SODIUM CHLORIDE 0.9%,1.74
PHM005622,SOF-VE-VOX 400-100-1,1698.12
PHM005623,SULFASALAZIN DR 500M,0.7
PHM005624,SULFR-LIPID A INJ KI,276.66
PHM005625,SUVOREXANT 20MG TAB,21.08
PHM005631,THALIDOMIDE 200MG CA,602.62
PHM005632,THALIDOMIDE 50MG CAP,326.08
PHM005633,THEOPHYLLINE 200MG E,5.67
PHM005634,THEOPHYLLINE 300MG E,6.96
PHM005635,THYROID DESICC TAB 1,0.31
PHM005636,THYROID DESICCA TAB,0.54
PHM005637,TICAGRELOR 60 MG TAB,11.22
PHM005639,TISAGENLECLUEUCEL IN,906300
PHM005642,"TRANEX INJ 100MG/ML,",38.16
PHM005647,TRIAMC 0.025% TOP CR,17.73
PHM005648,TRIFL-TIPIR 15-6.14M,298.67
PHM005649,TRIFL-TIPIR 20-8.19M,398.22
PHM005650,TROPICAMIDE 1% OPTH,16.93
PHM005651,URSODIOL 500MG TAB (,7.56
PHM005655,VEMURAFENIB 240MG TA,80.51
PHM005656,VENETOCLAX 10MG TAB,17.73
PHM005657,VENETOCLAX 100MG TAB,164.15
PHM005658,VENTEOCLAX 50MG TAB,82.08
PHM005659,VISMOODEGIB 150MG CA,733.72
PHM005660,acalabrutinib 100 mg,447.24
PHM005661,"Nivolumab, 1mg (0056",50.02
PHM005662,epinastine 0.05% oph,163.13
PHM005663,Hydrocortisone succi,18.51
PHM005664,dorzolamide-timolol,4.99
PHM005665,TISAGENLECLUEUCEL IN,906300
PHM005666,"INJ, LIPOSM 1MG DAUN",336.07
PHM005669,DOXYCYCLINE 20MG TAB,18.92
PHM005683,LAMIVUDINE 10MG/ML S,120.12
PHM005684,LAMIVUDINE 10MG/ML S,0.08
PHM005685,HYDROmorphone INJ NS,10.45
PHM005686,MMORPHINE INJ 10MG(0,9.02
PHM005689,mifamurtide (L-MTP-P,39.82
PHM005690,PEGVISOMANT INJ 10mg,393.11
PHM005691,bupivacaine PF inj 0,76.8
PHM005692,Lipase 20000U-Protea,11.45
PHM005693,papaverine-phentolam,71.55
PHM005694,dexmethylphenidate,12.25
PHM005695,ALEMTUZUmab injectio,3466.25
PHM005696,SINCALIDE INJ 1mcg/m,167.12
PHM005697,MiFEPRIStone 3000mg,873.86
PHM005698,HEPARIN PF 30MU in 5,393.22
PHM005699,salicylic acid 6% TO,509.44
PHM005700,somatropin PF INJ 1m,209.91
PHM005701,somatropin PF INJ 1m,209.91
PHM005702,somatropin PF INJ 1m,209.91
PHM005703,linaclotide 72mcg CA,24.62
PHM005715,ropivacaine PF inj 0,0.29
PHM005716,ropivacaine PF inj 0,0.29
PHM005717,ROPIVACAINE INJ 1MG,0.29
PHM005718,ROPIVACAINE INJ 1MG,0.29
PHM005719,aliskiren-HCT 150mg-,11.44
PHM005720,fentaNYL INJ 50mcg/m,2.4
PHM005721,lidocaine 2%/EPINEPH,32.82
PHM005722,fluocinonide 0.05% t,91.54
PHM005723,methADONE inj premix,35.25
PHM005724,somatropin INJ 1mg P,209.91
PHM005725,somatropin INJ 1mg P,209.91
PHM005726,somatropin INJ 1mg P,209.91
PHM005727,somatropin INJ 1mg P,209.91
PHM005728,somatropin INJ 1mg P,209.91
PHM005729,somatropin INJ 1mg P,209.91
PHM005730,somatropin INJ 1mg P,209.91
PHM005731,somatropin INJ 1mg P,209.91
PHM005732,aminolevulinic acid,2.58
PHM005733,selegiline 6mg/24hr,104.91
PHM005734,plecanatide 3mg tabl,24.71
PHM005735,itraconazole 10mg/mL,614.63
PHM005736,itraconazole 10mg/mL,4.09
PHM005737,haloperidol INJ 50mg,55.46
PHM005738,acetaminophen 160 mg,0.14
PHM005739,midazolam injection,0.8
PHM005741,Lipase 36K U-Protse,16.82
PHM005742,iNFliximab-abda inje,143.75
PHM005743,etoposide injection,1.89
PHM005744,AXICABTAGENE INJ 1 D,711684
PHM005751,BRIGAtinib 180mg TAB,987.9
PHM005752,dapsone 2mg TAB (NF),4.35
PHM005753,bupivacaine 0.5% INJ,9.64
PHM005754,CABOZANTinib 80 mg C,5670.32
PHM005756,bismuth subsalicylat,0.02
PHM005758,clarithromycin 50mg/,2.87
PHM005760,docusate 10mg/mL liq,10.65
PHM005761,"estrogens, conj topi",678.8
PHM005762,fluorescein 1mg opht,9.64
PHM005763,Uridine Granule 10gm,6380.67
PHM005770,ombits-paritapr-rito,630.84
PHM005776,Capsaicin 8% topical,5.71
PHM005779,HYDROmorphone INJ sy,10.84
PHM005781,vancomycin inj 500mg,13.47
PHM005782,vancomycin inj 500mg,13.47
PHM005791,"Lipase 25,000U Prote",14.17
PHM005792,"Lipase 15,000U Prote",8.43
PHM005793,lamoTRIgine 25mg dis,14.11
PHM005794,ketorolac 10mg tab (,3.43
PHM005795,demeclocycline 150mg,10.24
PHM005796,"benzocaine 20% gel,",4.58
PHM005797,calcium GLUCONATE in,7.03
PHM005807,zinc oxide 12.8% top,11.24
PHM005808,dimethyl sulfox-tria,1088.7
PHM005809,amoxicillin-clav 120,1.05
PHM005820,fosaprepitant inj 1m,4.28
PHM005826,somatropin injection,209.91
PHM005827,TOPOtecan inj 0.1mg/,15.04
PHM005829,angiotensin II injec,2862
PHM005830,lidocaine INJ 2% 10m,0.25
PHM005833,LIPOSOMAL DOXOrubici,1831.41
PHM005834,rolapitant injection,1051
PHM005835,RItuximab-hyaluronid,89.63
PHM005836,RItuximab-hyaluronid,89.63
PHM005837,IBRUTinib 560 mg tab,744.64
PHM005838,IBRUTinib 280 mg tab,774.64
PHM005839,IBRUTinib 140 mg tab,774.64
PHM005840,IBRUTinib 70 mg CAP,774.64
PHM005841,BRIGAtinib starter k,29633.78
PHM005842,apalutamide 60 mg ta,173.63
PHM005843,mupirocin 2% topical,27.11
PHM005844,DOXOrubicin INJ 10mg,22.39
PHM005845,phenazopyridine 200,4.63
PHM005846,metoCLOPRAMIDE 5 mg,0.53
PHM005847,"metFORMIN 1,000 mg I",2.31
PHM005848,"leveTIRAcetam 1,000",11.1
PHM005849,atorvastatin 80 mg t,9.17
PHM005850,dextrose 5% in 1/2 N,0.73
PHM005851,abiraterone 500 mg t,325.38
PHM005852,dextrose 5% in 1/2 N,0.73
PHM005853,dextrose 5% in norma,0.73
PHM005854,IBRUTinib 420 mg tab,774.64
PHM005855,dextrose 5% in 1/4 N,0.73
PHM005856,dextrose 5% in water,0.73
PHM005857,dextrose 5% in norma,0.73
PHM005858,"Lipase 5,000U Protea",2.95
PHM005882,articaine-EPINEPHrin,1.24
PHM005883,palonosetron injecti,55.05
PHM005884,tetrabenazine 25 mg,240.57
PHM005885,lidocaine 4% topical,38.16
PHM005886,tisagenlecleucel (ad,711684
PHM005887,glycopyrrolate injec,90.23
PHM005891,phenylephrine syrg 4,6.04
PHM005892,buprenorphine-naloxo,9.26
PHM005893,vit B complex/vit C/,1.07
PHM005895,cytarabine injection,5.12
PHM005896,ceFAZolin inj in D5W,2.62
PHM005897,fluconazole inj prem,16.84
PHM005898,PROthrombin (KCENTRA,0.01
PHM005899,Palonosetron INJ 25,55.05
PHM005900,heparin (porcine) in,2
PHM005901,coPANlisib injection,145.45
PHM005902,cytarabine PF inject,5.12
PHM005903,belladonna-opium 16.,43.75
PHM005906,hyaluronic acid inj,447.81
PHM005907,minocycline 1 mg per,42.14
PHM005947,BRIGAtinib 90mg tabl,987.9
PHM005948,hydroxypropyl 0.5% o,49.32
PHM005949,USTEkinumab injectio,435.95
PHM005950,MEPOlizumab injectio,54.73
PHM005951,sucrose 24% oral sol,0.77
PHM005952,sucrose 24% oral sol,1.15
PHM005953,fluoride-pot 1.1%-5%,25.37
PHM005961,Granisetron INJ 100m,6.36
PHM005962,aluminum chloride 6.,11.7
PHM005963,paricalcitol 1mcg CA,12.72
PHM005964,lido-EPI-sodium bica,4.29
PHM005965,mepivacaine injectio,1.59
PHM005966,lidocaine-EPINEPHrin,1.59
PHM005967,bupiv-EPI inj 0.5%-1,2.48
PHM005968,methylPREDNISolone i,27.57
PHM005969,enCORAfenib 75 mg ca,116.36
PHM005970,enCORAfenib 50 mg ca,174.53
PHM005971,clozapine 12.5 mg di,3.54
PHM005972,clozapine 100 mg tab,5.44
PHM005973,clozapine 25 mg tabl,2.66
PHM005974,BINIMEtinib 15 mg ta,116.36
PHM005975,insulin GLULISINE (A,2.48
PHM005976,tiotropium-olodatero,702.53
PHM005977,apraclonidine 1% oph,52.9
PHM005978,deferoxamine injecti,29.54
PHM005979,USTEkinumab injectio,23.48
PHM005980,heparin flush inj sy,0.73
PHM005981,lidocaine PF inj 2%&,4.87
PHM005982,USTEkinumab INJ SYR,435.95
PHM005983,IVOSIdenib 250 mg ta,830.46
PHM005984,morphine inj 10mg pr,9.02
PHM005985,promethazine 12.5mg,0.45
PHM005986,promethazine 12.5mg,0.45
PHM005987,chlorhexidine 0.12%,8.98
PHM005988,carfilzomib injectio,71.71
PHM005994,INFUSION PUMP (00599,46.11
PHM006013,NICOTINE 10mg/mL NS,208.64
PHM006014,NALOXONE INJ IN NS 1,62.25
PHM006015,INSULIN REGULAR INJ,2.48
PHM006017,AMPHOTERICIN B IRR 5,72.5
PHM006018,SODIUM BICARB INJ 4.,7.19
PHM006026,CEMIplimab-RWLC INJ,17362.8
PHM006028,dexmedetomidine inj,88.15
PHM006029,clobetasol 0.05% TOP,726.04
PHM006035,insulin GLULISINE VI,2.48
PHM006036,"naloxone 4mg/inh, 0.",119.25
PHM006037,CHOLECALCIFEROL LIQU,13.61
PHM006038,BISMUTH CHEWABLE TAB,0.2
PHM006039,antihemophilic facto,2.96
PHM006040,mogamulizumab-kpkc I,7231.32
PHM006060,BUPROPION ER 150MG/1,8.24
PHM006061,BUPROPION ER 150MG/2,8.24
PHM006079,BUMETANIDE INJ 0.5MG,1.65
PHM006080,CIMETIDINE INJ 300MG,5.31
PHM006083,ZIDOvudine oral syru,3.4
PHM006086,MEGESTROL 20MG SUSP,0.79
PHM006087,MEGESTROL 20MG SUSP,0.79
PHM006088,MEGESTROL 20MG SUSP,0.79
PHM006089,MEGESTROL 20MG SUSP,0.79
PHM006090,METRONIDAZOLE INJ 50,9.5
PHM006091,METRONIDAZOLE INJ 50,9.5
PHM006092,minoxidil 10mg tab (,2.27
PHM006096,buPROPion ER 150MG T,8.26
PHM006097,methADONE 2MG/ML ORA,0.56
PHM006098,FAMOTIDINE INJ 20MG,3.29
PHM006099,FAMOTIDINE INJ 20MG,3.29
PHM006100,FAMOTIDINE INJ 20MG,3.29
PHME00001,INFLUENZA VACC (FLUZ,71.5
PHME00002,HEPATITIS A VACC INJ,54.6
PHME00003,HEPATITIS A &B INJ,176.02
PHME00004,HEPATITIS A VACC INJ,128.65
PHME00005,HEPATITIS A VACC INJ,60.72
PHME00006,HEPATITIS A &B INJ(E,192.23
PHME00007,FLUZONE QUAD PEDI 20,35.48
PHME00008,FLUZONE HIGH-DOSE 20,82.05
PHME00009,FLUZONE QUAD 2017-20,34.05
PHME00010,FLUBLOK RIV4 0.5mL 2,87.05
PHME00029,VACCINE ADMIN/PNEUMO,35
PHME00030,IMMUNIZATION/VACCINE,35
PHME00031,VACCINE ADMIN/HEPATI,35
PHME00032,VACCINE ADMIN/INFLUE,35
PHME00033,FLUARIX INJ (LF) 0.5,31.85
PHME00034,PNEUMOCOC-23 PFS INJ,180.33
PHME02664,DIP+TET TOX (PEDS) I,98.86
PHME02680,DIPHTH-HEPB-PERT INJ,145.63
PHME02681,DIPHTHERIA-TET-PERT,45.17
PHME02682,DIPHTHERIA-TETANUS,62.28
PHME02683,DIPHTHERIA-TETANUS,98.86
PHME03061,HAEMOPHILUS B VACC I,19.89
PHME03062,HAEMOPHILUS B VACC I,37.48
PHME03063,HAEMOPHILUS B VACC I,30.38
PHME03074,HEP A VAC ADULT INJ,128.65
PHME03075,HEPA VACC (PEDS) INJ,60.72
PHME03100,HEPATITIS B VACC INJ,43.74
PHME03101,HEPATITIS B VACC INJ,108.99
PHME03111,HPV 9-VALENT VACC IN,390.65
PHME03273,INFLUENZA VAC (FLUZO,43.96
PHME03274,INFLUENZA VACC (FLUB,67.97
PHME03275,INFLUENZA VACC (FLUZ,34.05
PHME03347,JAP ENCEPH VACC INJ,456.27
PHME03606,MEASLES-MUM-RUB INJ,134.6
PHME03636,MENINGOCOC B VACC 17,316.01
PHME03637,MENINGOCOC CONG INJ,221.66
PHME03638,MENINGOCOC POLY INJ,234.76
PHME04160,PNEUMOCOC-13 INJ 0.5,343.29
PHME04161,PNEUMOCOC-23 INJ 0.5,180.33
PHME04163,POLIOVIRUS INJ 0.5ML,60.75
PHME04164,POLIOVIRUS INJ 0.5ML,60.75
PHME04270,QUADRIVALENT HPV INJ,390.65
PHME04271,QUADRIVALENT HPV INJ,390.65
PHME04278,RABIES VACCINE IM(E0,6.43
PHME04279,RABIES VACCINE IM(E0,647.54
PHME04515,TDAP INJ 0.5ML(E0451,83.7
PHME04516,TDAP INJ 0.5ML(E0451,75.7
PHME04539,TET+DIPHTH+PERT INJ,75.7
PHME04637,TYPHOID VACC INJ 0.5,125.8
PHME04638,TYPHOID VACC INJ 0.5,182.31
PHME04673,VARICELLA VACC INJ 0,232.58
PHME04745,YELLOW FEVER VACC IN,223.65
PHME04760,ZOSTER VACC INJ 0.65,405.77
PHME04761,"Hepatitis B vaccine,",9.64
PHME04762,zoster vaccine recom,267.12
PHME04763,INF VACC (FLUZONE) 0,34.05
PHME04764,INF VACC (FLUVARIX),31.85
PHME04765,INF VACC (FLUBLOK) 0,89.33
PHME04766,INF VACC (FLUZONE) 0,89.33
PHME04767,INF VACC (FLUZONE) P,36.51
PHME04858,MENINGOCOC CONG INJ,241.98
PHY000002,BREAST SURGERY REHAB,319
PHY000003,LOWER EXT LYMPHEDEMA,319
PHY000005,"MBLTY, WLKNG & MVNG;",0.01
PHY000006,"MBLTY, WLKNG & MVNG;",0.01
PHY000007,THERAPEUTIC EX 15M,246
PHY000008,GAIT TRAINING 15M,246
PHY000009,OTHER PROCEDURES PT,250
PHY000015,TENS APPLICATION PT,501
PHY000016,"MBLTY, WLKNG & MVNG;",0.01
PHY000017,CHG & MNTN BDY PSTN;,0.01
PHY000018,CHG & MNTN BDY PSTN;,0.01
PHY000019,CHG & MNTN BDY PSTN;,0.01
PHY000020,"CRRY, MVNG & HDLNG O",0.01
PHY000021,"CRRY, MVNG & HDLNG O",0.01
PHY000022,"CRRY, MVNG & HDLNG O",0.01
PHY000023,SELF CARE; CT STTS P,0.01
PHY000024,SELF CARE; GL STTS P,0.01
PHY000025,SELF CARE; DC STTS P,0.01
PHY000026,OTHER PT PRIMARY; CT,0.01
PHY000027,OTHER PT PRIMARY; GL,0.01
PHY000028,OTHER PT PRIMARY; DC,0.01
PHY000029,OTHER PT SCNDRY; CT,0.01
PHY000030,OTHER PT SCNDRY; GL,0.01
PHY000031,OTHER PT SCNDRY; DC,0.01
PHY000032,MOTOR SPEECH; CT STT,0.01
PHY000033,BIOFEEDBACK TRAINING,251
PHY000034,MOTOR SPEECH; DC STT,0.01
PHY000035,ATTENTION; CT STTS P,0.01
PHY000036,ATTENTION; GL STTS P,0.01
PHY000037,ATTENTION; DC STTS P,0.01
PHY000038,MOTOR SPEECH; GL STT,0.01
PHY000039,CHEST PT 15M,246
PHY000040,MUSCLE TEST MAN EXTR,250
PHY000041,ROM MEASURE/REPORT E,183
PHY000042,CANALITH REPOSITION,529
PHY000043,SENSORY INTERGRATION,250
PHY000044,DEVELOPMENT TESTING,843
PHY000045,MECHANICAL TRACTION,250
PHY000046,ELECTRIC STIM UNATTD,250
PHY000047,VASOPNEUMATIC DEVICE,251
PHY000048,FLUIDOTHERAPY PT,250
PHY000049,ELECTRIC STIM MANUAL,250
PHY000050,IONTOPHORESIS 15M PT,251
PHY000051,ULTRASOUND 15M,249
PHY000052,NEUROMUSCULAR REED 1,246
PHY000053,MANUAL THERAPY 15M P,246
PHY000054,PHYSICAL THERAPY OUT,242
PHY000055,ORTHOTICS FIT/TRAIN,249
PHY000056,PROSTHETIC TRAINING,276
PHY000057,THERAPEUTIC ACTIVITY,246
PHY000058,SLF-CR/HOM MGNT TRAI,251
PHY000059,COMM/WORK REINT EACH,251
PHY000060,WHEELCHAIR MNGMNT 15,250
PHY000061,"WOUND CARE, ENZYMATI",744
PHY000063,PHYSICAL MEASUREMENT,250
PHY000064,ASSIST TECH ASSESS 1,251
PHY000065,PT EVAL LOW COMPLXTY,865
PHY000066,PT EVAL  MODERATE CO,1120
PHY000067,PT EVAL  HIGH COMPLX,1375
PHY000068,PT RE-EVAL,610
PHY000069,PT ORTH/PRS MGT/TRIN,249
PTH000001,MY BRCA MLTI,1325
PTH000002,MY BART,1590
PTH000003,SARCOMA EWS-FLI1 QUA,2021
PTH000005,"CYTO-GYN AUTO TP DX,",313
PTH000006,SCORE 100 CELLS,1371
PTH000007,KARYOTYPE,1962
PTH000008,PATHOLOGY GROSS EXAM,211
PTH000009,LEVEL IV GROSS/MICRO,846
PTH000010,"LEVEL V SURG PATH,GR",1041
PTH000011,SPECIAL STAIN GROUP,532
PTH000012,"PROSTATE NDL BPSY, A",8514
PTH000013,IMMUNOCYTOCHEM EA 1S,445
PTH000014,IMMUNO EA ADD ANTIBO,445
PTH000015,IMMUNO FIRST PER SPE,445
PTH000016,EXAM ARCHIVE SPEC,125
PTH000017,"LEVEL IV SURG PATH,G",494
PTH000019,SAT PROSTATE BIOPSY,5528
PTH000020,IMMUNOF 1 EA ANTIBDY,653
PTH000021,ELECTRON MICROSCOPY,4023
PTH000022,LEVEL II SURG PATH,333
PTH000023,LEVEL III GROSS/MICR,369
PTH000024,LEVEL IV GROSS/MICRO,739
PTH000025,LEVEL V GROSS/MICRO,1041
PTH000026,LEVEL VI GROSS/MICRO,1782
PTH000027,DECALCIFICATION,95
PTH000028,SPECIAL STAINS GROUP,572
PTH000029,SPECIAL STAINS GROUP,471
PTH000030,CONSULT TYPE 2,418
PTH000031,CONSULT TYPE III,390
PTH000032,FROZEN SECTION,452
PTH000033,FROZEN SECTION EACH,158
PTH000034,PATH CONSU CYTO EXAM,249
PTH000035,IMMUNO ADD PER SPECI,445
PTH000036,IMMUNOCYTOCHEM EACH,445
PTH000037,IMMUNOFLUORESCENT IN,430
PTH000039,TUMOR IMMUNOHISTOCHE,505
PTH000040,TISSUE ISH,770
PTH000041,BECH LVL IV - GROSS,989
PTH000042,"GYN TP SCREEN, BECH",242
PTH000043,CYTO-GYN AUTO TP SCR,313
PTH000044,THYROSEQ BRAF,278
PTH000045,THYROSEQ KRAS,278
PTH000046,THYROSEQ PTEN,278
PTH000047,THYROSEQ PPARG (PAX8,262
PTH000048,THYROSEQ HRAS,278
PTH000049,THYROSEQ CTNNB1,278
PTH000050,THYROSEQ NRAS,278
PTH000051,THYROSEQ PIK3CA,278
PTH000052,THYROSEQ TP53,278
PTH000053,THYROSEQ RET,278
PTH000054,THYROSEQ TSHR,262
PTH000055,THYROSEQ AKT1,262
PTH000056,THYROSEQ GNAS,262
PTH000057,THYROSEQ RET/PTC1 GE,262
PTH000058,THYROSEQ RET/PTC3 GE,262
PTH000059,VER AFFIRMA ASSAY,7551
PTH000060,GYN TP SCREEN,242
PTH000061,CYTO-GYN AUTO TP SCR,313
PTH000062,GYN PAP SCREEN,167
PTH000063,"GYN TP DX, BECH",242
PTH000064,"CYTO-GYN AUTO TP DX,",313
PTH000065,CYTO FLUIDS/BRUSHING,315
PTH000066,CYTOL FLUID CON/SMEA,343
PTH000067,NON-GYN THIN PREP,329
PTH000068,GYN TP PREP/SCREEN,242
PTH000069,PAP SMEARS - BETHESD,167
PTH000070,SMEARS (NON-GYN) INT,212
PTH000071,"CYTO-PREP, SCREEN IN",315
PTH000072,NDL ASPIR-ADEQUACY E,295
PTH000073,NEEDLE ASPIR INTERP/,529
PTH000076,"CYTO-FNA, SPEC ADEQ",295
PTH000077,CELL BLOCK EXAM & RE,739
PTH000078,"CYTO EXAM, INITIAL S",249
PTH000079,"CYTO EXAM, ADDITIONA",156
PTH000080,ARCHER DX,2179
PTH000081,LYMPHOTRACK CHARACTE,2239
PTH000082,LYMPHOTRACK MRD,2068
PTH000083,ARUP MGMT,731
PTH000084,ARUP FLT3,674
PTH000085,C G IGHV CLL,1244
PTH000086,QUEST ABL,742
PTH000087,QST CBFB/MY11,712
PTH000088,MYD88 MUTATION TESTI,1246
PTH000089,QUEST -DPD TEST,885
PTH000090,ABL KINASE MUTATION,1764
PTH000091,FOUNDATION H2-SEQUEN,3286
PTH000092,NEOGEN BTK,3220
PTH000093,ARCHER RNA HEME PANE,2081
PTH000094,LYMPHOTRACK IGHV SOH,896
PTH000095,MC1R,563
PTH000096,RAINDANCE NPM1,760
PTH000098,RAINDANCE CEPBA,760
PTH000100,RAINDANCE IDH1,806
PTH000101,RAINDANCE IDH2,806
PTH000102,RAINDANCE MPL,806
PTH000103,RAINDANCE KIT,806
PTH000105,FLT3 ITD,420
PTH000106,FLT3 D835,420
PTH000107,ETV6-RUNX1 (TEL-AML1,2007
PTH000108,RUNX1-RUNX1T1 (AML1-,3893
PTH000109,PIK3CA FFPE,1477
PTH000110,ALK MUTATION NBLAST,1983
PTH000111,ALK-ATI RNA,1703
PTH000112,MSK-IMPACT SOLID TUM,2991
PTH000113,RT-PCR BCR-ABL QUAL,1753
PTH000114,BCR-ABL RT PCR QUANT,1996
PTH000115,BCR-ABL RT PCR QUANT,1570
PTH000116,BRAF FFPE,1473
PTH000117,BRAF ONLY,1473
PTH000118,EGFR EXON 20 (T790M),2089
PTH000119,EGFR EXON 21,1473
PTH000120,EGFR T790M,1215
PTH000121,EGFR BY FRAG ANALYSI,1190
PTH000122,IGH FFPE,1224
PTH000123,IGH BLOOD/BM,1209
PTH000124,POLYMORPH STR/CTW BL,1251
PTH000125,POSTTRANSPLANT TESTI,1262
PTH000126,JAK-2 BL/BM,1185
PTH000127,PML-RARA,2128
PTH000128,TCR BETA BLOOD/BONE,1217
PTH000129,TCR GAMMA BLOOD/BONE,1378
PTH000130,TCRB FFPE,1217
PTH000131,TCRG FFPE,1382
PTH000132,FRAG / KIT MUTATION,1191
PTH000133,SEQNCE/KIT MUTATION,2084
PTH000134,PDGFRA SEQ,2084
PTH000135,IDH1/IDH2 FFPE,1241
PTH000136,KRAS FFPE,1473
PTH000137,RT PCR EWS BLOOD/BON,2021
PTH000138,BCL2 FRAG BL/BM,1388
PTH000139,POLYMORPH STR/CTW FF,1259
PTH000140,SARCOMA PAX3-FKHR QU,2009
PTH000141,SARCOMA PAX7-FKHR QU,2007
PTH000144,SARCOMA EWS-ERG QUAL,2014
PTH000147,PML/RARA HENRY FORD,1191
PTH000148,ALK MUTATION ANALYSI,1871
PTH000150,MORPHOMETRIC ANALYSI,2457
PTH000151,TISSUE CULTURE LYMPH,921
PTH000152,TISSUE CULTURE B MAR,999
PTH000153,TISS CULT NEOPLSM;MR,999
PTH000154,TISSUE CULTURE - S/T,1167
PTH000155,CELL CULTURE - FISH,1167
PTH000156,DEB STRESS TEST,1371
PTH000157,DNA PROBE - MULTIPLE,229
PTH000158,DNA PROBE,229
PTH000159,FISH 10-30 CELLS,360
PTH000160,FISH 25-99 CELLS,439
PTH000161,FISH 100-300 CELLS,631
PTH000162,ONCOSCAN,3541
PTH000163,CYTOSCAN,3333
PTH000164,GATA2 - FULL SEQ,543
PTH000165,GATA2 - SINGLE,512
PTH000166,ATH MEN2,3095
PTH000167,MD AHUS,6100
PTH000168,CHOP BHD SQ,3025
PTH000169,CHOP BHD D/D,1730
PTH000170,CHGL CDKN2A,1236
PTH000171,CHGL RET MLPA,1236
PTH000172,ATH TSC1 DNA SQ,3307
PTH000173,ATH TSC1 D/D,1145
PTH000174,ATH TSC2 DNA SQ,3120
PTH000175,ATH TSC2 D/D,1240
PTH000176,CHOP FH SEQ,2627
PTH000177,CHOP FH DEL,1730
PTH000178,RD TEL BASIC,1484
PTH000179,6 Panel Panel RD TEL,1378
PTH000180,IMP RB1 U NO T,7600
PTH000181,IMP RB1 U W/ T,6307
PTH000182,IMP RB1 B/P FAM,5088
PTH000183,IMP RB1 REL KNW,954
PTH000184,AMB PTEN SEQ,3236
PTH000185,AMB PTEN D/D,1079
PTH000186,AMB PMS2 SQ,4314
PTH000187,AMB P53 SQ,1910
PTH000188,AMB P53 D/D,784
PTH000189,AMBRY MSH2 INVERSION,954
PTH000190,GEN DX MEN SEQ,2247
PTH000191,GEN DX MEN D/D,1124
PTH000192,MYRIAD MYRISK UPDATE,4100
PTH000193,MYRIAD-SNGLE STE BRC,1113
PTH000194,MYRIAD-SNGLE STE BRC,1113
PTH000195,MY BRCA1/2,6780
PTH000196,MY BRCA COMP,6780
PTH000197,MY MSH6 ANYL,2417
PTH000198,MY PMS2 ANYL,2502
PTH000199,MY PMS2 D/D,678
PTH000200,MY PMS2 SING,1113
PTH000201,MY COLARIS COMP,3604
PTH000202,MY MYH SEQ,2947
PTH000203,MY MYH SING,1113
PTH000204,MY MELARIS COMP,2014
PTH000205,MY PALB2 ANYL,3148
PTH000206,MY PALB2 SING,1113
PTH000207,MYRIAD - BRACANALYSI,4388
PTH000208,MYRIAD - BRACANALYSI,4388
PTH000209,MY TP53 MYRIK SNGL S,1113
PTH000210,MY COLARIS COM2,954
PTH000211,MY BRCA1/2(2),1590
PTH000212,MYRIAD CPMR 1,1731
PTH000213,MYRIAD CPMR  2,1731
PTH000214,MYRIAD CPMR  3,1731
PTH000215,MYRIAD CPMR  4,1731
PTH000216,MYRIAD CPMR  5,1731
PTH000217,MYRIAD CPMR  6,1731
PTH000218,MYRIAD CPMR  7,1731
PTH000219,MYRIAD CPMR  8,1731
PTH000220,MY - BRCA MRU 1,4304
PTH000221,MY - BRCA MRU 2,4304
PTH000222,MY - BRCA MRU 3,4060
PTH000223,MY - IB MRU REFLEX 1,4064
PTH000224,MY - IB MRU REFLEX 2,4064
PTH000225,MY - IB MRU REFLEX 3,3834
PTH000226,AMB PGL6,1317
PTH000227,AMB PGL5,1396
PTH000228,AMB PRSS1,1505
PTH000229,AMB PGL1,1396
PTH000230,AMB PGL2,1396
PTH000231,AMB PGL3,1396
PTH000232,AMB PGL4,1396
PTH000233,CALR ANALYSIS,1394
PTH000234,WISC MPL SEQ,1490
PTH000235,WISC ELA2 SEQUENCE A,1180
PTH000236,WISC WAS SEQUENCE AN,1548
PTH000237,WISC MYH9 SEQUENCE A,1750
PTH000238,MDA - FIP1L1-PDGFRA,2420
