CODE,DESCRIPTION,CHARGE AMOUNT
5306709,PHASE II RR 1/2HR 0-2HRS,34.00
5333000,PHASE II RR 1/2HR 3-23HRS,20.00
6808380,PHAZYME 125,4.00
7004336,PHENCYCLIDINE,60.00
7001498,PHENCYCLIDINE,60.00
6808430,PHENERGAN 25MG TAB,4.00
6808398,PHENERGAN DM 60ML,8.00
6809982,PHENERGAN SUPP 12.5MG,10.00
6809990,PHENERGAN SUPP 25MG,12.00
6808406,PHENERGAN SYP COD 60 ML,9.00
6808414,PHENERGAN SYP. PL 60 ML,7.00
6808448,PHENERGAN-VC SYP PL60ML,10.00
6808463,PHENOBARB 100MG,4.00
6802409,PHENOBARB 130 MG/1 ML INJ,13.00
6808471,PHENOBARB 30MG,4.00
6808489,PHENOBARB 60MG,4.00
6808455,PHENOBARB ELIX 60ML,10.00
6802391,PHENOBARB INJ 65 MG,29.00
7008501,PHENOBARBITAL,100.00
6801567,PHENOBARBITAL 20MG/5ML ODC,6.00
6819999,PHENYLEPHRINE 10% OPTH,110.00
6703474,PHENYLEPHRINE 2.5% DROPS,20.00
6815559,PHENYTOIN 125MG/5,54.00
7014111,PHERESED PLAT/PRODUCT CHG,708.00
5800249,PHILADELPHIA COLLAR,49.00
7014202,PHLEBOTOMY,96.00
7100449,PHONOPHORESIS,79.00
7100494,PHONOPHORESIS,79.00
9400387,PHONOPHORESIS,79.00
9400367,PHONOPHORESIS,79.00
7053937,"PHOSPHOLIPID, IGG",109.00
7053929,"PHOSPHOLIPID, IGM",109.00
7034101,PHOSPHORUS,26.00
7027105,PHOSPHORUS URINE 24 HR,37.00
6900120,PHYS. COND. 2 OR MORE PTS,73.00
6900310,PHYSICAL COND. 1 ON 1,73.00
7100999,PHYSICAL THERAPY OPEN CODE,0.00
6818207,PHYSOSTIGMINE SALICYLATE 2MG/2,18.00
6412158,PICC LINE KIT LARROW OR BARD,279.00
5301582,PICC LINE REMOVAL,208.00
5301362,PICC REMOVAL,0.00
5300812,PICC REMOVAL,0.00
6412526,PICC REMOVAL,0.00
5800281,PICC/PORT CATHFLO,488.00
7004597,"PIGEON SERUM AB, EA",53.00
5010285,PILL SPLITTER,12.00
5506001,"PILLOW, HIP ABDUCT",248.00
6813448,PILOCARPINE 1% EYE DROPS,40.00
6813364,PILOCARPINE 2% EYE DROPS,40.00
6801336,PILOCARPINE 3% 15 ML,21.00
6801344,PILOCARPINE 4% 15 ML,56.00
5508304,"PINS, KNOWLES",394.00
7004690,PINWORM EXAM,27.00
6802417,PIPERACILLIN 2 G   *AV,40.00
6802425,PIPERACILLIN 3 G  *AV,65.00
6802433,PIPERACILLIN 4 G   *AV,80.00
6819924,PIPERACILLIN/TAZOBACTAM 3.375G,34.00
5512207,"PISTOL, INFLATION",75.00
6803837,PITOCIN 10 UNITS,61.00
6802441,PITRESSIN 20 UNITS,38.00
3800505,PKU,39.00
6808497,PLAQUENIL 200 MG,6.00
7001233,PLASMA HEMOGLOBIN,119.00
5821808,"PLASTER ARM, ADULT SHORT",219.00
5500649,"PLATE, ORTHO",0.00
5516505,"PLATE, TUBLAR",151.00
7059447,PLATELET ANTIBODIES,157.00
7006000,PLATELET COUNT,22.00
7001100,PLATELETS,152.00
6805444,PLAVIX,10.00
6808505,PLENDIL 5 MG,5.00
6815633,PLETAL 100MG,13.00
5016001,"PLUG, CATHETER TUBE",13.00
3400090,PNEUMONIA VACCINE ADMIN,99.00
6817585,PNEUMONIA VACCINE ADMINISTRATI,106.00
6802459,PNEUMONIA VACCINE MED,157.00
6802458,PNEUMONIA VACCINE PARENT,0.00
7000839,POCT URINALYSIS,25.00
6808513,POLY-VI-SOL 30ML,10.00
6818504,POLYETHYLENE GLYCOL 225GM POWD,68.00
6818652,POLYETHYLENE GLYCOL 238GM,57.00
6817241,POLYMIXIN B,34.00
8800047,POLYSOMNOGRAPHY 4 OR MORE,"2,942.00"
8800021,POLYSOMNOGRAPHY PARTIAL,"1,206.00"
8800054,POLYSOMNOGRAPHY W/CPAP,"3,232.00"
6811293,POLYSPORIN TOPICAL POWDER,46.00
6812416,POLYVITAMINS W/IRON DROPS,13.00
6816102,PONTOCAINE 1%,15.00
6816151,PONTOCAINE 2%,12.00
6803845,PONTOCAINE C DEXTROSE INJ,34.00
7059397,"PORPHYRINS, URINE",63.00
6407902,PORTABLE CHARGE,0.00
6102236,PORTABLE US EXAM,0.00
6407903,Portable X-Ray Exam,0.00
7004534,PORTUSSIS AB-3,58.00
7000081,POSACONAZOLE,392.00
9300088,POST OP SHOE,44.00
3903705,POSTPARTUM REC. 1H,339.00
3903804,POSTPARTUM REC. ADDITION,136.00
6817191,POT CHLORIDE 40MEQ/15ML,6.00
7034309,POTASSIUM (S),26.00
6800841,POTASSIUM ACETATE INJ,32.00
6820112,POTASSIUM CHLOR 10MEQ/100ML,44.00
6812432,POTASSIUM CHLORIDE 20% LIQ,15.00
6808521,POTASSIUM CL 10 MEQ ORAL,4.00
6800858,POTASSIUM CL 20 MEQ IV,28.00
6800866,POTASSIUM CL 40 MEQ IV,32.00
7004435,POTASSIUM FECAL,107.00
6800874,POTASSIUM PHOSPHATE,26.00
7021504,POTASSIUM URIN 24 HR,28.00
7013402,POTASSIUM(U),29.00
7047707,POTASSIUM-AR,25.00
6810303,POVIDONE,12.00
5010236,"POWDER, BABY",9.00
6819171,PRADAXA 150MG CAP,29.00
6819122,PRADAXA 75MG CAP,29.00
6819361,PRAVASTATIN 10MG TABLET,20.00
6818421,PRAVASTATIN 20MG TABLET,22.00
6818470,PRAVASTATIN 40MG TABLET,32.00
6818520,PRAVASTATIN 80MG TABLET,32.00
6820385,PRAXBIND 2.5GM/50ML VIAL,"3,565.00"
6814842,PRAZOSIN 5MG,6.00
7200527,PRE-OP INITIAL OVERREAD,157.00
7200152,PRE-OP SUBS. OVERREAD,135.00
7007172,PREALBUMIN,96.00
6813125,PRED FORTE 1% EYE DROPS,40.00
6817852,PREDNISOLONE 15MG/5ML UDC,21.00
6808539,PREDNISONE 1 MG,4.00
6808547,PREDNISONE 10 MG UD,4.00
6808554,PREDNISONE 20MG,4.00
6808570,PREDNISONE 5 MG DOSEPAK,12.00
6808562,PREDNISONE 5 MG UD,4.00
7006953,PREGABALIN LEVEL,130.00
7060304,PREGNENOLONE,184.00
6808588,PRELONE 15MG/5ML 5 ML,9.00
6808240,PRELONE 5MG/5ML,7.00
6808596,PREMARIN 0.3MG TABLETS,4.00
6808604,PREMARIN 0.625MG,5.00
6808612,PREMARIN 1.25MG,5.00
6803852,PREMARIN INJ,157.00
6811608,PREMARIN VAGINAL CREAM,148.00
9000373,PREMIUM MILEAGE,13.00
6813562,PREMPRO 0.625/2.5MG TABLET,6.00
3900602,PRENATAL STRESS TEST,493.00
6820153,PREOP EYE MEDS (COMPOUND),528.00
5700638,PREP TRAY STERILE,68.00
6814511,PREVACID 15MG CAPSULE SA,11.00
6814503,PREVACID 30MG CAPSULE SA,11.00
6814164,PRILOSEC 10MG CAPSULE SA,10.00
6808620,PRILOSEC 20 MG,26.00
6818249,PRIMAXIN 250 ADDVANTAGE,68.00
6800882,PRIMAXIN 500 MG   *AV,107.00
6813869,PRIMAXIN I.M. 500MG VIAL,97.00
7027402,PRIMIDONE,100.00
6816896,PRIMIDONE 50MG,6.00
6802466,"PRO PEN 1,200,000U",48.00
6802474,"PRO PEN 600,000U",32.00
5505250,PRO-TACK STAPLER,863.00
5504758,"PROBE, NERVE MONITOR",268.00
7009103,PROCAINAMIDE,95.00
6808638,PROCAINAMIDE 250MG,4.00
6814743,PROCALAMINE IV SOLUTION,124.00
6808653,PROCAN SR 250 MG,7.00
6808661,PROCAN SR 500 MG,4.00
6808679,PROCAN SR 750,4.00
6808687,PROCARDIA XL 30 MG,8.00
6808695,PROCARDIA XL 60,10.00
6808703,PROCARDIA XL 90,11.00
5502182,PROCEDURE CX W/ANES,0.00
5502190,PROCEDURE CX W/O ANES,0.00
5310593,PROCEDURE IN ROOM CHARGE,0.00
6802482,PROCHLORPERAZINE INJ 10MG/2ML,29.00
6810006,PROCTOFOAM-HC 15G,60.00
7011703,PROGEST REC ASY,277.00
7027907,PROGESTERONE,141.00
7059421,PROINSULIN,267.00
7009608,PROLACTIN,141.00
5534094,PROLENE MESH 12 X 12,599.00
6819734,PROLIA 60MG/ML SYRINGE,"1,965.00"
6813372,PROLIXIN 2.5 MG,5.00
6802508,PROLIXIN-D 25 MG 1ML,60.00
6812382,PROMETHAZINE 25MG/ML AMPUL,37.00
6802516,PROMETHAZINE 50 MG/ML,44.00
6810014,PROMETHAZINE 50MG SUPP,14.00
6800890,PRONESTYL 100 MG/ML 10 ML,85.00
5800024,PRONET,82.00
6819379,PROPOFOL 1000MG/100ML BOTTLE,44.00
6813356,PROPYLENE GLYCOL 15% SPRAY,8.00
6808737,PROPYLTHIOURACIL 50MG,4.00
6808745,PROSCAR 5 MG,9.00
6812093,PROSOM 1MG TABLET,7.00
7005002,PROSTATE SPEC. ANTIGEN,133.00
7001241,PROSTATIC ACID PHOSPHATASE,55.00
5527007,"PROSTHESIS, INNER EAR",984.00
7107771,PROSTHETIC FITTING/TRAIN UE OR,65.00
7107717,PROSTHETIC FITTING/TRAIN UE OR,65.00
9400227,PROSTHETIC FITTING/TRAINING UE,81.00
9400217,PROSTHETIC FITTING/TRAINING UE,81.00
6802524,PROSTIGMIN 1:2M 1ML,20.00
6803860,PROTAMINE 50 MG,39.00
5016118,"PROTECTOR, HEEL",76.00
7028004,PROTEIN BODY FLUID,29.00
7000540,PROTEIN C,174.00
7016009,PROTEIN C S F,43.00
7026206,PROTEIN ELECTROPHORESIS URINE,141.00
7000565,PROTEIN S FREE,142.00
7000557,PROTEIN S TOTAL,162.00
7007396,PROTEIN S. FUNCTIONAL,73.00
7028103,PROTEIN URINE 24 HR,40.00
7049604,PROTEIN URINE DIPSTICK,15.00
7014103,"PROTEIN,ELECTRO(S)",55.00
7006307,PROTHROMBIN (PT),17.00
6818926,PROTONIX 40MG ORAL SUSP GRAM P,40.00
6815641,PROTONIX 40MG TAB,21.00
6815591,PROTONIX IV,70.00
6819726,PROTOPAM 1GM VIAL,231.00
5506639,PROTRACTOR (WECK),335.00
6808752,PROVENTIL 4MG REPETAB,5.00
6808760,PROVERA 5 MG,5.00
6817415,PROVIGIL(MODAFINIL)200 MG TAB,53.00
5516513,PROXIMAL HUM/PLATE 6H HD/3H,"2,182.00"
5516521,PROXIMAL HUM/PLATE 6H HD/5H,"2,253.00"
5533708,PROXINRATE HCS HEMO. STAPLER,"1,107.00"
6814610,PROZAC 10MG PULVULE,8.00
6808778,PROZAC 20MG,10.00
7001811,PSA-SCREENING,133.00
6804694,PSEUDO-CHLOR,4.00
7102147,PT EVAL HIGH COMP 45 MIN,190.00
7102711,PT EVAL HIGH COMP 45 MIN,190.00
7102250,PT EVAL LOW COMPLEX 20 MIN,135.00
7102205,PT EVAL LOW COMPLEX 20 MIN,135.00
7102212,PT EVAL MOD COMP 30 MIN,163.00
7102323,PT EVAL MOD COMP 30 MIN,163.00
7106701,PT RE-EVAL,72.00
7106710,PT RE-EVAL,72.00
7100215,PT WORKWELL WORKFIT,124.00
7007578,PTH (C-TERMINAL),136.00
7004617,PTH-RELATED PROTEIN,142.00
9300179,PTO BRACE,119.00
9300187,PTO COWLEY JENSION HINGE,119.00
7005804,PTT,24.00
7007313,PTT-LA,46.00
6909788,PULM REHAB SESSION,148.00
6900112,PULM. REHAB CONSULT,0.00
6816052,PULMICORT .25MG/2 RESP,39.00
6816003,PULMICORT .5MG/2M RESP,73.00
6816334,PULMICORT INH,327.00
6905202,PULMONARY FUNCTION,193.00
3900404,PUMP BREAST,51.00
5016209,"PUMP, BREAST",90.00
6790018,"PUMP, PCA/DAY",70.00
6818769,PURALUBE SUBSEQUENT DOSE,0.00
9421496,PUTTY,14.00
6808786,PYRIDIUM 100MG UD,4.00
6808794,PYRIDIUM 200MG,5.00
6808802,PYRIDOXINE 100 MG,4.00
9401569,QTC MEDICAL SERVICES,31.00
7050925,QUANT. THRYOGLOBULIN,67.00
7004581,QUANTIFERON TB GOLD,82.00
6808810,QUESTRAN PKT.,7.00
5505805,QUICK CHECK KIT,318.00
6808844,QUIDIDINE SO4 200MG,4.00
6808828,QUINAGLUTE DURATABS,4.00
7034705,QUINIDINE,84.00
6802532,QUINIDINE GLUCONATE,65.00
6808851,QUINIDINE SO4 300MG,4.00
6808869,QUININE 325MG,4.00
6818686,QVAR 40MCG/PUFF INHALER,307.00
13322,R & B 2ND FLOOR PRIVATE SDC,840.00
13334,R & B 3RD FLOOR,804.00
23333,R & B 3RD FLOOR SEMI-PRIVATE,804.00
33332,R & B 3RD FLOOR VIP,804.00
13342,R & B 4TH FLOOR,804.00
23341,R & B 4TH FLOOR SEMI-PRIVATE,804.00
13359,R & B 5TH FLOOR,804.00
23358,R & B 5TH FLOOR SEMI-PRIVATE,804.00
13367,R & B 6TH FLOOR,804.00
23366,R & B 6TH FLOOR SEMI-PRIVATE,804.00
3905205,R & B BIRTHING ROOM,361.00
63388,R & B ISOLATION NURSERY,685.00
13391,R & B LABOR ROOM,804.00
53389,R & B NEWBORN NURSERY,541.00
93377,R & B SPECIAL CARE UNIT,"1,437.00"
7023500,RA LATEX,36.00
7007339,RA TITER,43.00
7059538,RABIES ENDPOINT NEUT.,95.00
6802540,RABIES IMMUNE GLOBULIN,"1,084.00"
5802564,RABIES VACCINATION,258.00
6802557,RABIES VACCINE,371.00
5332937,RABIES VACCINE IM,258.00
6817266,RACEPINEPHRINE 2.25% 0.5ML,12.00
5534334,RADIESSE,777.00
6817878,RANEXA 500MG TABLET,11.00
7036767,RAPAMONE,142.00
7059504,RAPID FLU A,63.00
7059512,RAPID FLU B,63.00
7001928,RAPID HIV TEST,87.00
5534318,RAPID RHINO,280.00
7004476,RAPID RSV ANTIGEN,51.00
7031503,RAPID STREP,54.00
5600218,REC. RM ADULT 5 MIN INCR,74.00
5600226,REC. RM.--PED 5 MIN INCR,79.00
6818454,RECLAST 5MG/100ML,"2,898.00"
5516539,RECONST PLATE 10 HOLES,"1,079.00"
5516547,RECONST PLATE 12 HOLES,"1,176.00"
5516554,RECONST PLATE 5 HOLES,824.00
5516562,RECONST PLATE 6 HOLES,951.00
5516570,RECONST PLATE 7 HOLES,"1,006.00"
5516588,RECONST PLATE 8 HOLES,"1,047.00"
7058928,RED CELL PRODUCT CHARGE,272.00
5800750,REDUCTION OF DISLOCATION,242.00
6802565,REGITINE 5 MG,194.00
6808893,REGLAN 10 MG,4.00
6803878,REGLAN 10MG/2ML,25.00
6818082,REGLAN 5 MG,6.00
6808877,REGLAN SYRUP 10 CC,6.00
6808885,REGLAN SYRUP 5MG/5ML,18.00
6803886,REGONAL 5 ML,32.00
6814677,REGRANEX 0.01% GEL,683.00
6808901,RELAFEN 500 MG,6.00
6817129,RELISTOR 12MG/0.6ML SYRINGE,252.00
6815682,REMERON 15MG,17.00
6817142,REMICADE 100MG/VIAL,145.00
7100659,REMOVAL OF DEVITALIZED TIS/NON,161.00
7100695,REMOVAL OF DEVITALIZED TIS/NON,161.00
5821616,REMOVAL OF NAIL PLATE,458.00
6818611,Remove Patch,0.00
5016407,"REMOVER, STAPLE",54.00
5524301,RENAL BRUSH BIOP,107.00
6304659,RENAL CT WO AND WITH CONTRAST,0.00
6100103,RENAL DOPPLER COMPLETE,490.00
6100102,RENAL DOPPLER LIMITED,242.00
7025109,RENAL PROFILE,46.00
7036205,RENIN,118.00
5800537,REPLACEMENT GASTROST/TUBE,167.00
6818280,REQUIP 0.25 MG,15.00
6817696,REQUIP 1 MG,16.00
7002432,"RESPIRATORY SYNCYTIAL VIRUS,DF",49.00
9421936,RESTING HAND SPLINT SOFT,253.00
5016506,"RESTRAINT, ARM",39.00
5016514,"RESTRAINT, VEST LARGE",60.00
5501572,RESUI BAG,137.00
6905806,RESUSI-BAG,142.00
5501002,RETEN SUTURE KIT,79.00
7059959,"RETICULIN AB, IGA",52.00
7059967,"RETICULIN AB, IGG",52.00
7007008,RETICULOCYTE COUNT,32.00
6814255,RETROVIR 100MG CAPSULE,6.00
7060312,REVERSE T3,229.00
7058001,RH TYPE,32.00
6816086,RHINOCORT AQ,50.00
7000805,RHOGAM,235.00
7060205,RHOGAM WORKUP,44.00
9300070,RIB BELT,25.00
7001142,"RICKETTSII, IGG",119.00
7001159,"RICKETTSII, IGM",119.00
6808935,RIFAMPIN 300MG,8.00
6814214,RISPERDAL 1MG TABLET,8.00
6816441,RISPEROAL 0.5MG,24.00
6808950,RITALIN 10 MG,4.00
6812598,RITALIN 5MG TABLET,6.00
6802573,RITODRINE 10 MG/ML INJ,133.00
6818389,RITUXAN 500MG VIAL,"8,300.00"
7100458,ROAD & RAIL PRE-JOB TESTING,95.00
9421861,ROAD & RAIL SERVICES PRE JOB T,95.00
9300401,ROAD RUNNER BRACE,192.00
6800908,ROBAXIN 10 ML,52.00
6816722,ROBAXIN 750 MG,6.00
6808976,ROBAXIN 750 MG UD,4.00
6802581,ROBINUL INJ 0.2 MG,28.00
6809016,ROBITUSSIN 4 OZ,8.00
6808984,ROBITUSSIN AC 60ML MDP,5.00
6808067,ROBITUSSIN DAC,14.00
6808992,ROBITUSSIN DM 4 OZ,18.00
6809008,ROBITUSSIN PE,10.00
6811665,ROCEPHIN 1GM VIAL,147.00
7060064,ROCEPHIN LEVEL,178.00
7046204,ROCKY MNT SPOTTED FEVER,98.00
6803894,ROMAZICON 1MG/10ML,126.00
6812283,RONDEC DM  30 ML,6.00
6809032,RONDEC DM SYRUP 60 ML,10.00
6809024,RONDEC DROPS,58.00
6819239,ROPIVACAINE 0.5% 5MG/ML 30ML,87.00
6817342,ROPIVACAINE 1% 20 ML,69.00
7100738,ROSIDAL K 10CMX5M BANDAGE,43.00
7028400,ROTAVIRUS ANTIGEN,117.00
7016306,RPR,30.00
7000888,RSV AB GRP-IGG,57.00
7000896,RSV AB GRP-IGM,57.00
7039506,RSV ANTIBODIES,64.00
5306899,RT CHEST TUBE INSERTION,622.00
5305636,RT EYE Y AG LASER,968.00
7010408,"RUBELLA ANTIBODIES,IGG",65.00
7010127,"RUBELLA ANTIBODIES,IGM",63.00
6810139,RUBELLA VACCINE,41.00
7000599,RUBEOLA SCREEN,87.00
5533955,S&N SUTURE RET/PASS,195.00
9421504,SAFETY PIN SPLINT,28.00
7034804,SALICYLATE,77.00
6817498,SALINE FLUSH SYRINGE,12.00
5800081,SALINE LOCK,13.00
5013602,SALINE LOCK,12.00
6816821,SANDOSTATIN,27.00
5800239,SANSON BOOT,149.00
5504287,SAW BLADES,145.00
5700646,"SCALPEL, HARMONIC TRAY",370.00
5534516,"SCAPEL, HARMONIC","1,108.00"
9421512,SCAR PUMP,37.00
6817894,SCOPOLAMINE 0.4MG/ML,19.00
5516604,"SCREW, BONE",90.00
5526702,"SCREW, CANNULATED",405.00
5500245,"SCREW, ORTHO",0.00
5533989,SCREW/ARTHREX,384.00
6809040,SECONAL SOD 100 MG,5.00
6809057,SECTRAL 200MG,7.00
7007107,SED RATE,26.00
5300322,"SEDATION, RN",57.00
7105313,SELECTIVE DEB <OR=20 SQ.CM.,173.00
7105133,SELECTIVE DEB <OR=20 SQ.CM.,173.00
7105214,SELECTIVE DEB <OR=20SQ/CM,173.00
7105141,SELECTIVE DEB >20 SQ. CM.,163.00
7105114,SELECTIVE DEB >20 SQ. SM.,163.00
9400854,SELECTIVE DEB<OR=20SQ.CM.,173.00
9400845,SELECTIVE DEB<OR=20SQ.CM.,173.00
9400862,SELECTIVE DEB>20SQ.CM.,142.00
7105251,SELECTIVE DEB>20SQ/CM,163.00
9400414,SELF-CARE HOME MANAGEMENT TRAI,85.00
9400441,SELF-CARE HOME MANAGEMENT TRAI,85.00
7037302,SEMEN EXAM,97.00
7059769,"SEMES ANALYSIS, POST. VAS",67.00
6809073,SENOKOT TABS,4.00
6809081,SENOKOT-S TAB,4.00
6802599,SENSORCAINE .25%,27.00
6802607,SENSORCAINE .5%,52.00
6802615,SENSORCAINE .5% C EPI,34.00
6811657,SENSORCAINE/EPI 0.25%/.0005,26.00
9400375,SENSORY INTEGRATION,60.00
9400159,SENSORY INTEGRATION,60.00
9500117,SENSORY INTEGRATION,60.00
5504980,SEPRA MESH 4X8,817.00
5504972,SEPRA MESH 6X8,"2,000.00"
5503693,SEPRAFILM BARRIER,489.00
6812259,SEPTRA SUSP 200-40/5   30 ML,7.00
6809099,SERAX 10MG CAPSULES,8.00
6809107,SERAX 15MG UD,4.00
6801542,SEREVENT INHALER,74.00
5500219,SERFAS WAND,291.00
6816904,SEROQUEL 100,22.00
6816953,SEROQUEL 25,14.00
7060015,"SEROTONIN, SERUM",94.00
6820187,SERTRALINE 25MG TAB,6.00
7025901,SERUM ACETONE,36.00
7031602,SERUM IRON,33.00
7015605,SERUM LIDOCAINE,95.00
7046303,SERUM PREGNANCY TEST,52.00
6811954,SERZONE 100 MG,6.00
5904008,"SET, BLOOD ADM.",55.00
5017132,"SET, BLOOD ADMINISTRATION",57.00
5020912,"SET, BLOOD/FLUID WARMER",78.00
6790158,"SET, CATH EXT",11.00
5016720,"SET, D & C SUCTION",71.00
5519301,"SET, D&C SUCTION",91.00
5016738,"SET, DIAL-A-FLO",42.00
5023205,"SET, DOCKING STATION",8.00
5702006,"SET, ENDOMETRIAL",54.00
5016761,"SET, EXTENSION STERILE",36.00
6790117,"SET, INFUSION E-Z",8.00
5013032,"SET, INFUSION PLATLET",25.00
5016787,"SET, IRR",46.00
5516000,"SET, IRRIGATION",57.00
6790166,"SET, IV",34.00
5534151,"SET, IV EXT",13.00
5534177,"SET, IV GRAVITY",19.00
6790141,"SET, IV GRAVITY",18.00
6790182,"SET, IV MODEX Y",71.00
6790174,"SET, IV NITRO",52.00
5534169,"SET, IV SEC MED",12.00
5534185,"SET, PRIMARY IV PUMP",37.00
6790216,"SET, PRIMARY IV PUMP",34.00
5016746,"SET, QUANTUM SPIKE",27.00
5016779,"SET, SUCTION INFANT",36.00
5016795,"SET, Y",40.00
6790153,"SET,MACROBOREW/FILTER",19.00
7060213,SEX HORM BIND. GLOB,97.00
7004558,SEX HORMONE BINDING GLOBULIN,119.00
7034903,SGOT,26.00
7035009,SGPT,26.00
7100621,SH. PULLEY,57.00
9400649,SH. PULLEY,57.00
5508007,SHAVER BLADE/BURR ARTH,361.00
5016803,"SHIELD, NIPPLE",29.00
7005214,SHIGA TOXIN DIRECT,85.00
5800431,SHORT ARM ADULT FIBERGL,29.00
5800458,SHORT ARM PEDS FIBERGLASS,20.00
7103328,SHORT ARM SPLINT DYNAMIC,142.00
9400195,SHORT ARM SPLINT DYNAMIC,188.00
9400136,SHORT ARM SPLINT DYNAMIC,188.00
9400128,SHORT ARM SPLINT STATIC,142.00
9400182,SHORT ARM SPLINT STATIC,142.00
7100274,SHORT ARM SPLINT STATIC,142.00
5821810,SHORT LEG ADULT PLASTER CAST,340.00
5821811,SHORT LEG PEDS PLASTER CAST,323.00
5800167,SHORT LEG SPLINT FIBERGLASS,188.00
5500215,SHORT LEG WALKER,159.00
9300419,SHORT RUNNER BRACE,125.00
5500214,SHOULDER ABUCTION PILLOW,108.00
7100655,SHOULDER STRAPPING,130.00
7100696,SHOULDER STRAPPING,130.00
5526009,"SHOULDER, ABDUCTOR",335.00
7007305,SICKLE CELL PREP,80.00
5502091,SILICONE SHEET,52.00
5533898,SILICONE SHEET (ENT),78.00
6812366,SILVER NITRATE APPLICATORS,4.00
7040207,SIMPLE TISSUE 88305,474.00
6818306,SIMVASTATIN 10MG TABLET,19.00
6817811,SIMVASTATIN 40MG,32.00
6817860,SIMVASTATIN 80MG,32.00
6809123,SINEMET 10/100,4.00
6809131,SINEMET 25/100,5.00
6809149,SINEMET 25/250,5.00
6812408,SINEMET CR 50/200,8.00
7004294,SINGLE DRUG SCREEN (EACH DRUG),59.00
6900518,SINGLE PT MDI INITIAL,93.00
6900526,SINGLE PT MDI SUB,93.00
6816672,SINGULAIR 10MG,21.00
6815914,SINGULAIR 5 MG,18.00
5505891,SINUS BALLOON INFLATION DEVICE,265.00
5505862,SINUS CATHETER GUIDE,843.00
6790125,SITE INJECTION,11.00
6412110,SITZ MARKS,19.00
7100654,SKIN STAPLE REMOVER,52.00
7103427,SLALOM CUSTOM W/ADJ HINGE,52.00
9300500,SLALOM CUSTOM W/ADJ HINGE,52.00
8800062,SLEEP CENTER FACILITY FEE,93.00
7010143,SLIDE EVAL (NON-DIFF),15.00
5800542,SLING,26.00
9300039,SLING,10.00
6809156,SLOW FE,4.00
9100108,SM ALS LEVEL 1 EMERGENCY,435.00
9100124,SM ALS LEVEL 2,628.00
9100116,SM ALS LVL I NONEMERGENCY,276.00
9100215,SM BLS EMERGENCY,366.00
9100207,SM BLS NON EMERGENCY,230.00
9104936,SM LVL 3 EMERGENCY,402.00
9104951,SM LVL 3 NONEMERGENCY,252.00
9100371,SM NON-COVERED MILEAGE,13.00
9100363,SM PREMIUM MILEAGE,13.00
9100017,SM SPECIALTY CARE TRANSPORT,742.00
6908644,SMALL VOL. NEB.,15.00
6909790,SMOKING EDUC,0.00
7000581,SMOOTH MUSCLE AB,120.00
6803902,SMX-TMP 5 ML INJ,33.00
6809164,SMX-TMP SUSP 60ML,11.00
6809172,SMX800-TMP160 (DS),5.00
5533625,"SNARE, POLYPECTOMY",271.00
3911708,SNS STARTER,37.00
3911807,SNS STARTER 80 ML,46.00
5010202,"SOAP, BABY BATH",11.00
5010483,"SOAP, BAR",9.00
5010475,"SOAP, BODY WASH",9.00
5014006,"SOAP, IOD PREP",9.00
5010244,"SOAP, IODINE SCRUB",10.00
5016902,"SOAP, SHAMPOO",9.00
9400771,SOCK AIDE,31.00
5017009,"SOCKS, NON SKID",15.00
6820147,SOD BICARB 150MEQ/DEX 1000ML,51.00
6700553,SOD CHL 0.9% ADV50ML,46.00
6811871,SOD CHLORIDE 0.9% SOL 50ML,44.00
6817787,SOD/CHLORIDE 0.9% MINI BAG 100,48.00
6817738,SOD/CHLORIDE 0.9% MINI BAG 50M,48.00
7035207,SODIUM (S),26.00
7014400,SODIUM (U),29.00
6800916,SODIUM ACETATE 50 MEG-2,44.00
6803910,SODIUM BIC 50.0MEQ/50ML S,54.00
6812507,SODIUM BICARB 4.25% ABBJCT,22.00
6812994,SODIUM BICARB 650MG TABLET,4.00
6803928,SODIUM BICARB PED 10ML,61.00
6820146,SODIUM CHL 0.9% IRRIG 3000 ML,52.00
6819486,SODIUM CHLORIDE 0.9% 3ML SYRIN,18.00
6700561,SODIUM CHLORIDE 0.9% SOLN,46.00
6700579,SODIUM CHLORIDE 0.9% SOLN,54.00
6700637,SODIUM CHLORIDE 0.9% SOLN,60.00
6700652,SODIUM CHLORIDE 0.9% SOLN,36.00
6816383,SODIUM CHLORIDE 0.9% SYR,11.00
6814438,SODIUM CHLORIDE 0.9% VIAL,16.00
6700231,SODIUM CHLORIDE 3%,89.00
6700348,SODIUM CHLORIDE 3% 500ML,53.00
6820278,SODIUM CHLORIDE 3% INHALATION,15.00
6812473,SODIUM CL CONC 4MEQ/ML VL,42.00
7004443,SODIUM FECAL,107.00
6800924,SODIUM PHOSPHATE,14.00
7023906,SODIUM URINE 24 HR,29.00
7047806,SODIUM-AR,25.00
3910601,SOFT SHELLS-INVERTED,49.00
3910700,SOFT SHELLS-SORE NIPPLE,57.00
7104979,SOFT TISSUE MOB.W/HOT/ICE,119.00
7104997,SOFT TISSUE MOB.W/HOT/ICE,119.00
5017124,"SOL, 9% NS IRR",62.00
5017140,"SOL, GLYCINE",60.00
5516109,"SOL, GLYCINE",67.00
5514005,"SOL, SALINE",73.00
5017157,"SOL, STER SAL 500CC",39.00
5017116,"SOL, STERILE WATER IRR. 2",14.00
