Facility,Description,Unit Price,
Cooper University Hospital,INTRODUCER SET PEEL AWAY CUSTOM, $601.52 ,
Cooper University Hospital,INTRODUCER SHTH 10FR 40CM LG VLV ASMBLY RADPQ BND NTPR END, $261.66 ,
Cooper University Hospital,INTRODUCER SHTH 5FR 25MM 23CM INTVN WO MINI GW HPRFR 6 VLV, $121.28 ,
Cooper University Hospital,INTRODUCER SHTH 6FR 2.5CM 25CM GW DIL KNK RST PNCL HDRPH, $115.22 ,
Cooper University Hospital,INTRODUCER SHTH 8FR 5CM 30CM WO GW M-PURP PLWY .038IN PERC, $246.38 ,
Cooper University Hospital,INTRODUCER SHTH 9.8FR 8FR 55CM HI FLX DIL RADPQ BND CLS NTPR, $248.13 ,
Cooper University Hospital,INTRODUCER SHTH 9FR 5CM 30CM M-PURP WO GW PLWY .038IN PERC, $246.38 ,
Cooper University Hospital,INTRODUCER STIMULAN BULLET MAT ," $5,821.20 ",
Cooper University Hospital,INTRODUCER TIP GUARD 7FR STD AND FLOW, $134.18 ,
Cooper University Hospital,INTRODUCER XL CHECK FLO 22FR ," $1,741.51 ",
Cooper University Hospital,INTRODUCER XL CKFL 20 FR ," $1,644.49 ",
Cooper University Hospital,INTRODUCER XL CKFL 20 FR ," $1,741.51 ",
Cooper University Hospital,JAGWIRE HYDRA SHAFT .035X260CM STRAIGHT, $714.36 ,
Cooper University Hospital,JAGWIRE HYDRA STD .035X450CM STRAIGHT, $714.36 ,
Cooper University Hospital,JAGWIRE HYDRA STIFF .035X260CM STD ANGLED, $714.36 ,
Cooper University Hospital,JAGWIRE HYDRA STIFF .035X450CM SHAFT STRAIGHT, $714.36 ,
Cooper University Hospital,JAGWIRE SUPERSTIFF .025X450CM , $430.04 ,
Cooper University Hospital,JAR PAP W/FUSHIA CAP REFILL BULK, $10.82 ,
Cooper University Hospital,KIT 10G 15MM IVAS SYSTEM  [0705115000]," $4,935.89 ",
Cooper University Hospital,KIT 10G 20MM IVAS SYSTEM  [0705-120-000]," $4,935.06 ",
Cooper University Hospital,KIT 14FR X 175CM DECOMPRESSION COLON [CDSG-14-175], $814.97 ,
Cooper University Hospital,KIT 4 ARM DRAPE ," $1,261.26 ",
Cooper University Hospital,KIT ACC 6IN NDL , $266.81 ,
Cooper University Hospital,KIT ACCESSORY , $970.20 ,
Cooper University Hospital,KIT ACCESSORY  [3755], $679.14 ,
Cooper University Hospital,KIT ACCESSORY 3550-31  [3550-31]," $1,455.30 ",
Cooper University Hospital,KIT ACCESSORY CYBERONICS  [502]," $3,138.60 ",
Cooper University Hospital,KIT ACCESSORY NELLIX  [NX-001]," $2,425.50 ",
Cooper University Hospital,KIT ACCESSORY SCS STERILE  [1701]," $1,576.58 ",
Cooper University Hospital,KIT ACL DISPOSABLE (MIN 5 EA) [AR-1897S]," $1,091.48 ",
Cooper University Hospital,KIT ACP SER 1 , $848.93 ,
Cooper University Hospital,KIT ACP SER 2 ," $1,212.75 ",
Cooper University Hospital,KIT ACP SER 2 ," $1,736.66 ",
Cooper University Hospital,KIT ACUCISE URETERAL ACCESS SHEATH," $7,494.80 ",
Cooper University Hospital,KIT ADAPTOR BLU S8 LEAD ," $3,196.81 ",
Cooper University Hospital,KIT AMP RESP PATHOGENS FLEX , $48.51 ,
Cooper University Hospital,KIT ANTENNA  [37092SFR], $388.08 ,
Cooper University Hospital,KIT ARTHREX OATS  [AR-1992]," $2,522.52 ",
Cooper University Hospital,KIT ASPIRATION  [276123201], $898.65 ,
Cooper University Hospital,KIT ASPIRATION  [276124202], $788.29 ,
Cooper University Hospital,KIT ASPIRATION 3 HOLE  [276123001], $898.65 ,
Cooper University Hospital,KIT BIO-SUTURE TAK DISP 2.4MM  [AR-1934-24DS], $848.93 ,
Cooper University Hospital,KIT BIO-TENODESIS SU DISP STRL (MIN 5 EA) [AR-1676DS], $945.95 ,
Cooper University Hospital,KIT BLN CATH ARWY SZ HUD  [REF-HUS-VSK]," $1,455.30 ",
Cooper University Hospital,KIT BLU MB LEAD ADPTR ," $3,196.81 ",
Cooper University Hospital,KIT BN BX 10GA  [0306104000], $393.32 ,
Cooper University Hospital,KIT BN BX 8GA  [0306125000], $324.87 ,
Cooper University Hospital,KIT BONE MARROW  [BMAC260-01]," $11,618.15 ",
Cooper University Hospital,KIT BONE MARROW 20ML  [BMAC212001]," $14,043.65 ",
Cooper University Hospital,KIT BOWEL MGMT 6CM CATH ACTION FLOW ZASSI [32007], $737.35 ,
Cooper University Hospital,KIT BP GD SPIN EWC ," $4,123.35 ",
Cooper University Hospital,KIT CATH 12FR 18GA 20CM .035IN 3 LUM CATH GW NDL DRP CV A-W, $331.52 ,
Cooper University Hospital,KIT CATH 5.0FRX.035X13X20CM INTRODUCER, $48.51 ,
Cooper University Hospital,KIT CATH ACC F/ 8709 CATHETER , $412.34 ,
Cooper University Hospital,KIT CATH CENTRAL VENOUS 8.5F ," $1,479.56 ",
Cooper University Hospital,KIT CATH INTRO , $727.65 ,
Cooper University Hospital,KIT CATH PWRGLD 18GA BASIC MIDLINE, $509.36 ,
Cooper University Hospital,KIT CATH PWRGLD 18GA FULL MIDLINE, $441.44 ,
Cooper University Hospital,KIT CATH PWRGLD 20GA BASIC MIDLINE, $458.42 ,
Cooper University Hospital,KIT CATH PWRGLD 20GA FULL MIDLINE, $441.44 ,
Cooper University Hospital,KIT CATHETER PLEURX PLEURAL ," $2,789.33 ",
Cooper University Hospital,KIT CMNT F/ PEG GLND , $584.30 ,
Cooper University Hospital,KIT COUPLED FIDUCIAL MARKER , $882.88 ,
Cooper University Hospital,KIT CRANIAL ACCESS  ORDER 5 OR MORE PER ORDER [INS-7280]," $1,461.71 ",
Cooper University Hospital,KIT CRANIOPLASTY  [431280]," $6,228.68 ",
Cooper University Hospital,KIT CSF DRAINAGE/ MONITORIN  [INS-8400]," $1,103.03 ",
Cooper University Hospital,KIT CSF DRNG/MONITORING EXT  [31052]," $1,188.01 ",
Cooper University Hospital,KIT DISP DX 3.5 X 8.5MM SWIVELOCK SL," $1,334.03 ",
Cooper University Hospital,KIT DISP F/ 2.8MM Q-FIX IMPL W/ DRL DRL GD & OBT [25-2810], $679.14 ,
Cooper University Hospital,KIT DISP F/ 2.9MM PUSHLOCK  [AR-1923DS], $848.93 ,
Cooper University Hospital,KIT DISP F/ 3MM SUTURETAK , $776.16 ,
Cooper University Hospital,KIT DISP F/ MICRO S-TAK (MIN 5 EA) [AR-1320DSC], $848.93 ,
Cooper University Hospital,KIT DISP F/ RETROFUSION SCR  [AR-4157DS]," $2,182.95 ",
Cooper University Hospital,KIT DISP F/ SM JNT S-TAK , $703.40 ,
Cooper University Hospital,KIT DISP T3 AMZ ," $2,420.65 ",
Cooper University Hospital,KIT DRAINAGE LUMBAR  [10-159]," $1,612.09 ",
Cooper University Hospital,KIT DRL BIT MOD SNGL USE ," $1,319.47 ",
Cooper University Hospital,KIT DRN PLEURX W/ 1000ML VAC BTTL, $331.61 ,
Cooper University Hospital,KIT DRSG PICC CHNG POWERGLIDE MDLN CATH [M000001], $29.64 ,
Cooper University Hospital,KIT ELECTRODE 17G 15CM COOL TIP RFA SNGL [ACT1510]," $8,629.93 ",
Cooper University Hospital,KIT ENTRY (GREENFIELD)  [M001503500], $564.70 ,
Cooper University Hospital,KIT F/ DX FIBERTAK DISP ," $1,334.03 ",
Cooper University Hospital,KIT FALOPE RING BAND  [006889-901], $654.94 ,
Cooper University Hospital,KIT FREELINK REMOTE ," $5,821.20 ",
Cooper University Hospital,KIT FX ANG 0MM  [300-21-00]," $5,045.04 ",
Cooper University Hospital,KIT GRAFT DELIVERY ," $2,425.50 ",
Cooper University Hospital,KIT GRAFT DELIVERY  [GDP-10]," $2,425.50 ",
Cooper University Hospital,KIT GRAFT DLV ," $2,425.50 ",
Cooper University Hospital,KIT GUIDEWIRE 210CM  [12210], $606.38 ,
Cooper University Hospital,KIT HEART LEFT CUSTOM  [H9656003028121], $285.00 ,
Cooper University Hospital,KIT HEART RIGHT CUSTOM  [H9656003028131], $24.26 ,
Cooper University Hospital,KIT HFJV PATIENT CIRCUIT ," $1,438.32 ",
Cooper University Hospital,KIT HIP TOTAL OPTIVAC  [417000]," $1,246.71 ",
Cooper University Hospital,KIT HYDROTHERMABLATOR   (MUST ORDER BY BX /5EA) [M006560210]," $6,063.75 ",
Cooper University Hospital,KIT INSTRUMENT MINI SUT TAK DISP (MIN 5 EA), $848.93 ,
Cooper University Hospital,KIT INTERNAL JUGULAR ADULT , $78.25 ,
Cooper University Hospital,KIT INTERNAL JUGULAR PEDIATRIC , $109.78 ,
Cooper University Hospital,KIT INTRO 1150MM 2.6MM GD SHTH BX FCP STPR CYTO BRSH DISP [K-203], $589.54 ,
Cooper University Hospital,KIT INTRO 1150MM 2MM GD SHTH DISP [K-201], $589.54 ,
Cooper University Hospital,KIT INTRO LAP 12 FR ," $1,091.23 ",
Cooper University Hospital,KIT INTRODUCER FOR 16FR TUBE ," $1,021.14 ",
Cooper University Hospital,KIT INTRODUCER FOR 18FR TUBE ," $1,021.14 ",
Cooper University Hospital,KIT INTRODUCER MIC 16F , $932.85 ,
Cooper University Hospital,KIT LACRICATH BILATERAL 3MM  [DCP315-BI]," $2,692.31 ",
Cooper University Hospital,KIT LAPAROSCOPIC FLEXIBLE (SILS PORT) [SILS12CH36]," $2,708.12 ",
Cooper University Hospital,KIT LAPAROSCOPIC INTRODUCER  [10240]," $1,121.51 ",
Cooper University Hospital,KIT LARYNGECTOMY PULMONARY  [2010-02]," $1,625.09 ",
Cooper University Hospital,KIT LEAD INTRODUCER ," $1,358.28 ",
Cooper University Hospital,KIT LVR ACC BX SET W/ NDL 18GX20MMX7FR [LABS-100]," $1,954.95 ",
Cooper University Hospital,KIT MAC IV LATEX FREE  [M2XX0XXX], $52.34 ,
Cooper University Hospital,KIT MAGELLAN COMPLETE ONE SOURCE [AMS310]," $1,285.52 ",
Cooper University Hospital,KIT MAXCESS 4 ," $7,635.47 ",
Cooper University Hospital,KIT MEASURING FEMALE , $489.95 ,
Cooper University Hospital,KIT MEASURING MALE , $489.95 ,
Cooper University Hospital,KIT MIC G14 LAP INTRODUCER  [10244]," $1,032.06 ",
Cooper University Hospital,KIT MIC-KEY G14 LAPROSCPC INTR  [10230]," $1,143.91 ",
Cooper University Hospital,KIT MICRO INTRODUCER 4.5 FR ," $1,503.81 ",
Cooper University Hospital,KIT MICRO INTRODUCER 5 FR , $150.38 ,
Cooper University Hospital,KIT MIXING AND DELIVERY 3CC  [ABS-1000-S]," $1,188.50 ",
Cooper University Hospital,KIT MONITORING ADULT SINGLE TRANSPAC [PX212], $38.71 ,
Cooper University Hospital,KIT MONITORING ADULT SINGLE TRANSPAC [PX212], $38.81 ,
Cooper University Hospital,KIT MONITORING BIFURCATED TRANSPAC [PX2X2], $77.62 ,
Cooper University Hospital,KIT MOTOR PK STPLR 45 EWRST RBTC, $43.66 ,
Cooper University Hospital,KIT MOTOR PK STPLR 45 EWRST RBTC," $21,829.50 ",
Cooper University Hospital,KIT NDL BX ASPIRATN W/ SYR , $788.29 ,
Cooper University Hospital,KIT NDL INS 6 IN , $800.42 ,
Cooper University Hospital,KIT NDL INS 6 IN , $800.42 ,
Cooper University Hospital,KIT NEEDLE GUIDE 20 G STERILE  [9001C0214], $48.51 ,
Cooper University Hospital,KIT NEEDLE GUIDE STERILE 18G  [9001C0212], $55.30 ,
Cooper University Hospital,KIT NEEDLE GUIDE STERILE 21 G  [900013B01], $55.30 ,
Cooper University Hospital,KIT NEXFRAME SYS ," $7,761.60 ",
Cooper University Hospital,KIT NITENOL 5F MI  [0738950]," $2,328.48 ",
Cooper University Hospital,KIT NOVASURE ADV ," $5,490.85 ",
Cooper University Hospital,KIT OPTIVAC 120 GM TRIPLE MIX  [417300]," $1,246.71 ",
Cooper University Hospital,KIT OR CABLE , $800.42 ,
Cooper University Hospital,KIT PASSING ELEVATOR ASS ACC  [3550-P4], $242.55 ,
Cooper University Hospital,KIT PEG 20FR  [000793], $601.52 ,
Cooper University Hospital,KIT PEG MAX 20FR CONICAL PULL  [30-5020], $412.34 ,
Cooper University Hospital,KIT PERC CAVITY DRAINAGE  [AK-01600], $620.06 ,
Cooper University Hospital,KIT PERC INS F/ 2.9MM P-LOK ," $1,067.22 ",
Cooper University Hospital,KIT PERC LD INTRO ACC , $300.76 ,
Cooper University Hospital,KIT PERCUTANEOUS SHEATH  9 FR , $134.18 ,
Cooper University Hospital,KIT PLLI ACCESSORY ," $1,697.85 ",
Cooper University Hospital,KIT PNEUMOTHORAX  [AK-01500], $471.51 ,
Cooper University Hospital,KIT PORTAL ENTRY ESCP STRL LF DISP," $1,548.10 ",
Cooper University Hospital,KIT PORTAL ENTRY ESCP STRL LF DISP," $1,579.05 ",
Cooper University Hospital,KIT POWER PICC 5 FR TRI LUMEN SOLO MAX," $1,150.46 ",
Cooper University Hospital,KIT PRCS CHARGING SYS (USE ITEM # 414654) [M365SC641230^]," $12,127.50 ",
Cooper University Hospital,KIT PRCS SPECTRA PROGRAMMER SC-5532-1," $4,851.00 ",
Cooper University Hospital,KIT PREGNANCY HCG  [00178], $11.16 ,
Cooper University Hospital,KIT PREP BRIDGE ," $1,285.52 ",
Cooper University Hospital,KIT PROCEDURE HYSTEROSCOPIC  [7209827]," $1,428.14 ",
Cooper University Hospital,KIT PROCESS LF ," $11,618.15 ",
Cooper University Hospital,KIT PT TRIAL , $242.55 ,
Cooper University Hospital,KIT REFILL LIORESAL IT  [8564]," $4,171.86 ",
Cooper University Hospital,KIT REMOTE CONTROL FREELINK ," $5,821.20 ",
Cooper University Hospital,KIT REPAIR HICKMAN SINGLE LUMN  [0601630], $916.84 ,
Cooper University Hospital,KIT RESECTOR SYSTEM 4.5MM TRIVEX [7209514]," $1,455.30 ",
Cooper University Hospital,KIT SCR EQUINOXE TRADITIONAL ," $1,183.64 ",
Cooper University Hospital,KIT SERVICE (MEDTRO PACEMAKER) , $213.44 ,
Cooper University Hospital,KIT SHEATH BRITE TIP 8FR X11CM INTRODUCER IR RADIOPAQUE, $94.59 ,
Cooper University Hospital,KIT SHOULDER STABILIZATION  [7210573], $296.06 ,
Cooper University Hospital,KIT SHUNT PLACMNT AXIEM NINVS  [9733605]," $3,322.94 ",
Cooper University Hospital,KIT SNARE GOOSE NECK 20CM ," $1,449.97 ",
Cooper University Hospital,KIT SNARE GOOSENECK 10 MM ," $1,449.97 ",
Cooper University Hospital,KIT SNARE GOOSENECK 15 MM ," $1,358.28 ",
Cooper University Hospital,KIT SNARE GOOSENECK 25 MM ," $1,449.97 ",
Cooper University Hospital,KIT SNARE GOOSENECK 35 MM ," $1,449.97 ",
Cooper University Hospital,KIT SNARE GOOSENECK AMPLATZ ," $1,449.97 ",
Cooper University Hospital,KIT SPECTRA TRIAL , $242.55 ,
Cooper University Hospital,KIT SPINPERC ," $1,940.40 ",
Cooper University Hospital,KIT SPY SINGLE VIAL  [LC3006]," $1,431.05 ",
Cooper University Hospital,KIT STARTER PLEURX 1000ML ," $1,324.32 ",
Cooper University Hospital,KIT SUCTION CATHETER 10 FR  [DYND40970], $2.37 ,
Cooper University Hospital,KIT SUCTION CATHETER 8 FR  [DYND40978], $2.37 ,
Cooper University Hospital,KIT SUTLS PUMP CNCT REV , $727.65 ,
Cooper University Hospital,KIT SUTURE REMOVAL , $1.89 ,
Cooper University Hospital,KIT SYSTEM PRCS CHARGING SC-6412-3," $12,127.50 ",
Cooper University Hospital,KIT TEMPLATE IPG  [ACCK7100], $800.42 ,
Cooper University Hospital,KIT TENODESIS F/ 3X8MM DISP (MIN 3 EA) [AR-1530DS], $970.20 ,
Cooper University Hospital,KIT TENODESIS F/ 3X8MM DISP (MIN 3 EA) [AR-1530DS]," $1,431.05 ",
Cooper University Hospital,KIT TEST NIOX VERO 300 ," $12,370.05 ",
Cooper University Hospital,KIT TEST STM LEAD 305901 , $194.04 ,
Cooper University Hospital,KIT TEST STM LEAD 309101 , $388.08 ,
Cooper University Hospital,KIT TORQUE WRENCH , $800.42 ,
Cooper University Hospital,KIT TREATMENT STRL ," $2,401.25 ",
Cooper University Hospital,KIT TRNDCR SYS IVAS 10GM  [0705110000]," $4,935.89 ",
Cooper University Hospital,KIT TUMESCENT INFILTRATION  [TIK-01], $81.54 ,
Cooper University Hospital,KIT TUNNELING TOOL , $800.42 ,
Cooper University Hospital,KIT TUNNELING TOOL  [3655-60], $679.14 ,
Cooper University Hospital,KIT TUNNELING TOOL 50CM , $800.42 ,
Cooper University Hospital,KIT TUNNELING TOOL ACC NEUROMODULATION [3655-38], $679.14 ,
Cooper University Hospital,KIT UNV FILL F/ BRST TISS XPD  [30-00033], $44.49 ,
Cooper University Hospital,KIT UROMAX ULT W/ ENCORE 26 INFLATOR," $1,471.65 ",
Cooper University Hospital,KIT V.A.C. VIA SYS THER 7 DAY  [VIAKIT077D01]," $3,512.12 ",
Cooper University Hospital,KIT VENTRICULAR CATHETER ," $3,089.46 ",
Cooper University Hospital,KIT VIRTUAL SRG PLANNING RECON BUNDLE," $32,820.66 ",
Cooper University Hospital,KIT Y ADAPTR REPR PEG 20FR , $71.80 ,
Cooper University Hospital,KIT ZASSI BOWEL W/ 4CM CATH ACT FLW MGMT [32006], $737.35 ,
Cooper University Hospital,K-WIRE 0.45IN , $72.77 ,
Cooper University Hospital,K-WIRE 1.25X100MM THRD TIP F/ MN XTRNFXTR (PK/10) [292.600]," $2,480.95 ",
Cooper University Hospital,K-WIRE 2.0X150X15MM W/ THRD TROC PT (PK/10) [292.79], $92.70 ,
Cooper University Hospital,K-WIRE BLUNT  [20-0123], $480.25 ,
Cooper University Hospital,K-WIRE GLND SNGL USE  [315-35-00], $232.85 ,
Cooper University Hospital,LEAD BIPOLAR PACING WIRE  [6495XF53], $223.98 ,
Cooper University Hospital,LEAD INTRODUCER 10.5 FR  [6210S5], $252.25 ,
Cooper University Hospital,LEAD PERVENOUS 5FR WIRE TEMPORARY PACING [401766], $48.03 ,
Cooper University Hospital,LIGACLIP ALL PORT  [AL326], $581.10 ,
Cooper University Hospital,LINE VACUUM HARMONY CELL SAVER  [HAR-A-1000], $42.45 ,
Cooper University Hospital,LOOP SUPERSECT DISP BIPOLAR ," $2,083.56 ",
Cooper University Hospital,LUMEN DUAL 5 FR MAX BARRIER PICC, $924.84 ,
Cooper University Hospital,MAGNET SLEEP IPG ON/OFF , $309.26 ,
Cooper University Hospital,MANDIBLE CLEARVIEW ," $14,582.11 ",
Cooper University Hospital,MANIPULATOR 2.5CM ULTEM PLS CUP ADVINCULA DELINEATOR, $436.59 ,
Cooper University Hospital,MANIPULATOR 3.0CM ULTEM PLS CUP ADVINCULA DELINEATOR, $436.59 ,
Cooper University Hospital,MANIPULATOR 3.5CM ULTEM PLS CUP ADVINCULA DELINEATOR, $436.59 ,
Cooper University Hospital,MANIPULATOR 4.0CM ULTEM PLS CUP ADVINCULA DELINEATOR, $436.59 ,
Cooper University Hospital,MARKER BIOPSY SITE IDENTIFIER ," $3,279.28 ",
Cooper University Hospital,MARKER BREAST CORMARK 14G , $364.36 ,
Cooper University Hospital,MARKER PASSIVE SPHERES (TY/4) , $268.36 ,
Cooper University Hospital,MARKER PASSIVE SPHERES TY/5 , $335.44 ,
Cooper University Hospital,MATRIX FLOSEAL HEMOSTATIC , $890.16 ,
Cooper University Hospital,ME BRACE KO ADJ JNT POS RIGID SUPPORT (BLEDSOE), $373.53 ,
Cooper University Hospital,ME BRACE LSO LUMBAR CUSTOM ," $3,319.54 ",
Cooper University Hospital,ME BRACE NEWPORT HIP LT-M ABDUCTION," $3,681.52 ",
Cooper University Hospital,ME BRACE SPNL TLSO JEWIT W/ SOMI OTHS," $1,471.60 ",
Cooper University Hospital,ME BRACE TLSO MOLDED ," $3,960.94 ",
Cooper University Hospital,ME BRACE WRST UNV W/ THMB LT , $721.93 ,
Cooper University Hospital,ME COLLAR CERVICL MOLDED TO PT ," $1,959.95 ",
Cooper University Hospital,ME HELMET DANMAR , $577.99 ,
Cooper University Hospital,ME LINER HALO REPLACEMENT , $683.75 ,
Cooper University Hospital,ME MAFO PLASTIC , $718.91 ,
Cooper University Hospital,ME ORTHOSIS AFO FLEECE SFT PRO , $538.70 ,
Cooper University Hospital,ME OTHS KAFO ," $4,852.22 ",
Cooper University Hospital,ME OTHS LSO VOLARE W/ CHAIRBCK ," $3,407.97 ",
Cooper University Hospital,ME OTHS TLSO CUST FAB TWO RIGID LINED," $6,150.39 ",
Cooper University Hospital,ME OTHS TLSO W/ LEG EXTENSION ," $3,184.39 ",
Cooper University Hospital,ME OTHS UPP EXT FX HUMERAL ," $1,051.26 ",
Cooper University Hospital,ME SLING SHRINKER STUMP AK , $215.82 ,
Cooper University Hospital,ME SYSTEM MRI COMPATIBLE ," $3,702.28 ",
Cooper University Hospital,ME VOLARE LS - XT 10 - M ," $3,266.28 ",
Cooper University Hospital,ME WALKER WIDE J PLUS , $875.61 ,
Cooper University Hospital,MENISCUS MENDER II , $660.90 ,
Cooper University Hospital,MESH 3X7CM MATRISTEM WND MTRX  [WS0307-5], $670.31 ,
Cooper University Hospital,MESH 90 DEGREE SUPER TURBOVAC ," $2,221.76 ",
Cooper University Hospital,MESH NGAGE 12X12 4LOBE 10MM  [74-1210]," $5,966.73 ",
Cooper University Hospital,MICROMAT SUCTION/IRRIGATION , $198.06 ,
Cooper University Hospital,MODEL ANTM MAXILLA CRANIUM CLR ," $13,462.69 ",
Cooper University Hospital,MODEL ANTM MNDB ORBIT CLR ," $13,462.69 ",
Cooper University Hospital,MODEL MAND CLR ANTM ," $7,834.55 ",
Cooper University Hospital,MODEL MNDB/MAXILLA  [01-3295]," $18,938.30 ",
Cooper University Hospital,MODEL PLANNED MAXILLA ORBITS CLR [SD900.237]," $13,462.69 ",
Cooper University Hospital,MODEL PLANNED MNDB ORB CLR  [SD900.236]," $13,462.69 ",
Cooper University Hospital,MODEL PLANNED OUTCOME MAND CLR ," $7,834.55 ",
Cooper University Hospital,MODEL SC-4230 PRCS PSS ELEVR , $363.83 ,
Cooper University Hospital,MORCELLATOR INCISOR 12 ULTRA TRUCLEAR RECIPROCATING," $3,759.67 ",
Cooper University Hospital,MORCELLATOR INCISOR 2.9 TRUCLEAR," $2,818.58 ",
Cooper University Hospital,MORCELLATOR RECIPROCATING HYSTEROSCOPIC," $2,903.32 ",
Cooper University Hospital,MORCELLATOR ROTARY HYSTEROSCOPIC," $2,225.69 ",
Cooper University Hospital,NAIL 10MMX42CM RTRGD FEM  [71653042]," $9,185.37 ",
Cooper University Hospital,NDL 80 INTRO , $921.69 ,
Cooper University Hospital,NDL ARTHROSCOPY LONG , $210.83 ,
Cooper University Hospital,NDL ASP 22G EXPECT-OLYMPUS ," $1,091.48 ",
Cooper University Hospital,NDL ASP 25G EXPECT-OLYMPUS ," $1,091.48 ",
Cooper University Hospital,NDL ASP INFS 700MM 21GA 1.9MM , $533.56 ,
Cooper University Hospital,NDL ASPIRATION 19G EXPECT ," $1,003.43 ",
Cooper University Hospital,NDL ASPIRATION 22G EXPECT ," $1,003.43 ",
Cooper University Hospital,NDL ASPIRATION 25G EXPECT ," $1,003.43 ",
Cooper University Hospital,NDL ASPIRATION BONE MARROW , $613.17 ,
Cooper University Hospital,NDL ASPIRATION FNA 22GA X 8CM , $698.01 ,
Cooper University Hospital,NDL ASPIRATION VIZISHOT 19 GA FLEX," $1,538.93 ",
Cooper University Hospital,NDL AUTO BIOPSY 18GA , $170.03 ,
Cooper University Hospital,NDL BIOPSY 11G X 4  IN , $184.34 ,
Cooper University Hospital,NDL BIOPSY 18 X 15 , $252.93 ,
Cooper University Hospital,NDL BIOPSY 20 X 11 , $279.56 ,
Cooper University Hospital,NDL BIOPSY 20 X 15 , $279.56 ,
Cooper University Hospital,NDL BIOPSY CHIBA 22 GA X 20 CM , $363.83 ,
Cooper University Hospital,NDL BIOPSY MAX CORE 14 X 10 , $179.82 ,
Cooper University Hospital,NDL BONE MARROW ASPIRATION , $363.83 ,
Cooper University Hospital,NDL COAXIAL INTRO 18GA X 16CM BIOPSY, $606.38 ,
Cooper University Hospital,NDL COAXIAL INTRO 19G X 11.4CM BIOPSY, $67.91 ,
Cooper University Hospital,NDL COAXIAL INTRO 19GA X 5.4CM BIOPSY, $67.91 ,
Cooper University Hospital,NDL COIL CARRIER 3.5 X 1/2CM , $654.89 ,
Cooper University Hospital,NDL DRIVER LARGE ," $10,672.20 ",
Cooper University Hospital,NDL DRIVER LARGE ," $1,067.22 ",
Cooper University Hospital,NDL JAMSHIDI VIPER , $994.46 ,
Cooper University Hospital,NDL KNIFE RX 5FR .035 , $836.22 ,
Cooper University Hospital,NDL MENISCAL STITCH 2-0 (MIN 10 EA), $349.27 ,
Cooper University Hospital,NDL QCK CORE BPSY 18X20X20 , $193.07 ,
Cooper University Hospital,NDL SCORPION (MIN 5 EA), $679.14 ,
Cooper University Hospital,NDL SIDEKICK RIGID 21G 14.6IN , $192.10 ,
Cooper University Hospital,NDL SNARELOK 11GA X 15CM BIOPSY, $196.08 ,
Cooper University Hospital,NDL STEP SHRT INSUFFLATION 14G ACCESS, $206.12 ,
Cooper University Hospital,NDL TRANSBRONCHIAL WANG 19 GA X 15 MM, $258.56 ,
Cooper University Hospital,NDL TRANSBRONCHIAL WANG 19 GA X 15 MM, $261.08 ,
Cooper University Hospital,NDL ULTRASOUND ECHO TIP 22 GA ," $1,416.49 ",
Cooper University Hospital,NDL ULTRASOUND ECHO TIP 25 GA ," $1,416.49 ",
Cooper University Hospital,NEEDLE 17G ICE ROD + CRYO ," $5,457.38 ",
Cooper University Hospital,NEEDLE 19GA ANSO HST TRK ALWAYS-ON-TOP," $2,910.60 ",
Cooper University Hospital,NEEDLE 2.4MM ICE ROD + CRYO ," $6,427.58 ",
Cooper University Hospital,NEEDLE 22G F/ BLADDER INJ , $184.34 ,
Cooper University Hospital,NEEDLE 22GA ASP CYTO TRNBR , $567.57 ,
Cooper University Hospital,NEEDLE 22GA SPINFLEX ANSO NTNL TRK ALWAYS-ON-TOP," $4,365.90 ",
