Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX34MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX38MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX40MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX50MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX55MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX12MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,WASHER STAINLESS STEEL 8.0MMX4.0MM,256.78,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 6.5MMX30MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX70MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX50MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX80MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX80MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX35MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX 60MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX75MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX65MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX25MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX40MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX45MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD STAINLESS STEEL 6.5MMX30MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX40MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX55MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX75MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX35MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX50MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX55MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX45MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 6.5MMX25MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 6.5MMX35MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD TITANIUM 6.5MMX60MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD TITANIUM 6.5MMX45MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 6.5MMX60MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED STAINLESS STEEL 6.5MMX30MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX70MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD STAINLESS STEEL 6.5MMX50MM,256.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 100MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 105MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 100MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 105MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 110MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 110MM,256.08,
HEALTH ALLIANCE/CLINTON,27800002,WASHER SPHERICAL COUPLE,256.08,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER THREADED 2.5MMX230MM,255.20,
HEALTH ALLIANCE/CLINTON,27800002,WIRE PILOT REUNION RSA,255.20,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER TROCAR TIP 1.1MMX100MM APTUS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER TROCAR TIP 0.8MMX100MM APTUS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SELF TAPPING STAINLESS STEEL 4.5MMX32MM VHS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SELF TAPPING STAINLESS STEEL 4.5MMX36MM VHS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SELF TAPPING STAINLESS STEEL 4.5MMX38MM VHS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SELF TAPPING STAINLESS STEEL 4.5MMX42MM VHS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SELF TAPPING STAINLESS STEEL 4.5MMX44MM VHS,255.20,
HEALTH ALLIANCE/CLINTON,27800002,TEMPLATE BENDING 9 HOLES FOR 3.5MM LC-DCP PLATE,254.94,
HEALTH ALLIANCE/CLINTON,27800002,TEMPLATE BENDING 7 HOLE FOR 3.5MM LC-DCP PLATE,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.0MMX12MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.0MMX14MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX6MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX7MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX8MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX10MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX12MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX11MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX9MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX14MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX16MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX16MM,254.94,
HEALTH ALLIANCE/CLINTON,27800002,PLATE LOW PROFILE SINGLE USE 2 HOLE WITH 12MM BAR WITH TAB UNIVERSAL NEURO II,254.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD LENGTH STAINLESS STEEL 6.5MMX95MM,253.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 95MM,253.62,
HEALTH ALLIANCE/CLINTON,27800002,WASHER FOR T8 AND T10 SCREWS WITH DIAMETER 2.4MM/2.7MM/3.5MM VARIAX 2,251.33,
HEALTH ALLIANCE/CLINTON,27800002,SCREW MALLEOLAR 12MM THREAD 4.5MMX25MM,250.54,
HEALTH ALLIANCE/CLINTON,27800002,SCREW MALLEOLAR 15MM THREAD 4.5MMX30MM,250.54,
HEALTH ALLIANCE/CLINTON,27800002,SCREW MALLEOLAR 32MM THREAD 4.5MMX70MM,250.54,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL NON-LOCKING FULLY THREADED 4.5MMX52MM,246.40,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL NON-LOCKING FULLY THREADED 4.5MMX48MM,246.40,
HEALTH ALLIANCE/CLINTON,27800002,SCREW LOCKING PLUS LOCK-SCREW TITANIUM STERILE 3.5MMX40MM SURFIX,246.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX72MM PERI-LOC,245.43,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX72MM PERI-LOC,245.43,
HEALTH ALLIANCE/CLINTON,27800002,STEINMAN PIN,244.64,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS SOLID LAG NON-LOCKING PARTIAL THREADED 4MMX14MM,243.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS SOLID LAG NON-LOCKING PARTIAL THREADED 4MMX18MM,243.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS SOLID LAG NON-LOCKING PARTIAL THREADED 4MMX20MM,243.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS SOLID LAG NON-LOCKING PARTIAL THREADED 4MMX28MM,243.94,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX30MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX46MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX48MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX38MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULL THREAD SOLID 4.5MMX65MM VERSANAIL,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW COMPRESSION SHORT T2K COMPRESSION HIP,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW COMPRESSION LONG T2K COMPRESSION HIP,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX32MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX34MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX36MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX40MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX42MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX44MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX32MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX34MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX36MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX38MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX40MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX44MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX46MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX48MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX50MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX55MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX60MM ALPS,242.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW STEIN 2.0MM X 12MM,240.68,
HEALTH ALLIANCE/CLINTON,27800002,WASHER FLAT 6.5MM TIMAX,240.24,
HEALTH ALLIANCE/CLINTON,27800002,GUIDEWIRE KIRSCHNER BLUNT TIP 1MMX100MM,239.36,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX42MM ALPS,238.09,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER TROCAR POINT ONE END 1.6MMX150MM,237.60,
HEALTH ALLIANCE/CLINTON,27800002,PIN STEINMANN 2.4MM INBONE II,237.60,
HEALTH ALLIANCE/CLINTON,27800002,K-WIRE 1.4MMX228MM INBONE II INFINITY,237.60,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX12MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX6MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX8MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX10MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX14MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX16MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX18MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 2.7MMX14MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 2.7MMX22MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 2.7MMX24MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX36MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX22MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 2.7MMX12MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX24MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX45MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX26MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX50MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX28MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX32MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX40MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX20MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 2.7MMX20MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX38MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD STAINLESS STEEL 2.7MMX34MM,237.25,
HEALTH ALLIANCE/CLINTON,27800002,WASHER FOR 3.0MM CANNULATED SCREW STAINLESS STEEL 6.5MM,234.34,
HEALTH ALLIANCE/CLINTON,27800002,WASHER SCREW FOR 2.7MM AND 3.5MM 9MMX1MM TITANIUM,232.85,
HEALTH ALLIANCE/CLINTON,27800002,SCREW STANDARD LOCKING TITANIUM 2.7MMX10MM SURFIX,230.56,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX6MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX7MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX8MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX14MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX16MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX11MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX12MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 1.5MMX9MM,228.45,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX6MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX8MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX10MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX14MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX20MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX16MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STANDARD WITH CRUCIFORM RECESS STAINLESS STEEL 2MMX18MM,225.46,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX65MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX60MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX70MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX55MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX125MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX120MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX75MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX85MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX80MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX105MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX90MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX40MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX50MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX115MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX95MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW PELVIC CORTEX SELF-TAPPING STAINLESS STEEL 3.5MMX110MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW USE PMM 166891 PELVIC CORTEX SELF-TAPPING STARDRIVE RECESS STAINLESS STEEL 3.5MM X 110MM,224.05,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX36MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX34MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX55MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX42MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX70MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX65MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX46MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX50MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL TITANIUM 4.5MMX40MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX44MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX48MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX30MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX32MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX60MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX TITANIUM 4.5MMX38MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL TITANIUM 4.5MMX75MM AXSOS,221.76,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL TITANIUM 4.5MMX85MM,221.76,
HEALTH ALLIANCE/CLINTON,27800002,WASHER STAINLESS STEEL 13MM,221.06,
HEALTH ALLIANCE/CLINTON,27800002,WASHER 13MM TITANIUM,221.06,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 0.8MMX80MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 0.8MMX120MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 0.9MMX100MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 1.1MMX100MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 1.6MMX65MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 1.6MMX100MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER 1.1MMX120MM,220.00,
HEALTH ALLIANCE/CLINTON,27800002,GUIDEWIRE KIRSCHNER STAINLESS STEEL 1.6MMX150MM HALLU-FIX,216.92,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER TROCAR TIP 1.6MMX150MM APTUS,210.23,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 60MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 75MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 50MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 70MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 75MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 55MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 65MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 85MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM T/L 6.5MM X 90MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 50MM,209.53,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM T/L 6.5MM X 55MM,209.53,
