Bayhealth Medical Center ,,,
Kent General Hospital,,,
,,,
Charge Code,Charge Description,Charge,**Charge is variable and based on type of drug / supply and variabe cost
48100005,HC KCC REPOSITION PACER LEAD 33215," $8,023.00 ",
48100006,HC INSERT 1 ELECTRODE PM-DEFIBRILLATOR," $10,494.00 ",
48100007,HC INSERT 2 ELECTRODE PM-DEFIBRILLATOR," $10,494.00 ",
48100008,HC INSERT PM PULSE GEN MULT LEADS," $21,586.00 ",
48100009,HC RELOCATE SKIN POCKET FOR PACEMAKER," $2,855.00 ",
48100010,HC RELOCATE SKIN POCKET FOR DEFIBRILLATOR," $3,415.00 ",
48100011,HC INSERT PACING LEAD & CONNECT," $35,703.00 ",
48100012,HC INSERT LEFT VENTRICULAR PACING LEAD ADD-ON," $41,971.00 ",
48100013,HC REPOSITION LEFT VENTRICULAR LEAD," $4,124.00 ",
48100014,HC REMOVE&REPLACE PM GEN SINGL," $19,682.00 ",
48100015,HC REMV&REPLC PM GENERATOR DUAL LEAD," $25,375.00 ",
48100016,HC REMV&REPLC PM GEN MULT LEADS," $21,586.00 ",
48100017,HC INSRT PULSE GEN W/MULT LEADS," $71,351.00 ",
48100018,HC REMOVAL OF PM GENERATOR," $15,803.00 ",
48100019,HC REMOVAL OF PACEMAKER SYSTEM," $5,037.00 ",
48100020,HC REMOVE PULSE GENERATOR," $5,037.00 ",
48100021,HC REMOVE ELCTRD TRANSVENOUSLY," $4,548.00 ",
48100022,HC INSJ/RPLCMT DEFIB W/LEAD(S)," $84,790.00 ",
48100023,HC RMVL& REPLC PULSE GEN 1 LEAD," $71,351.00 ",
48100024,HC RMVL & RPLCMT DFB GEN 2 LEAD," $83,876.00 ",
48100025,HC RMVL & RPLCMT DFB GEN MLT LD," $83,876.00 ",
48100026,HC INS/REP SUBQ DEFIBRILLATOR," $74,380.00 ",
48100027,HC CARDIAC EVENT RECORDER IMPLANT," $16,520.00 ",
48100028,HC REMOVE CARDIAC EVENT RECORDER," $2,096.00 ",
48100029,HC INSERT I-AORT PERCUT DEVICE," $1,089.00 ",
48100030,HC REPAIR ARTERIAL BLOCKAGE," $8,966.00 ",
48100031,"HC REPAIR ARTERIAL BLOCKAGE, BRACH TRUNK OR BRANCH"," $8,966.00 ",
48100032,HC CATH ACCESS-AORTA," $1,411.00 ",
48100033,HC THORACIC/BRACHIOCEPHALIC 1ST ORD," $1,922.00 ",
48100034,HC THORACIC/BRACHIOCEPHALIC 2ND ORD," $1,596.00 ",
48100035,HC PLACE CATH THORACIC AORTA," $6,062.00 ",
48100036,HC PLACE CATH CAROTID/INOM ART," $6,062.00 ",
48100037,HC PLACE CATH SUBCLAVIAN ART," $6,062.00 ",
48100038,HC INS CATH ABD/L-EXT ART 1ST," $1,865.00 ",
48100039,HC INS CATH ABD/L-EXTREMITY ARTERY 2ND," $2,050.00 ",
48100040,HC INS CATH ABD/L-EXTREMITY ARTERY 3RD," $2,919.00 ",
48100041,HC INS CATH RENAL ARTERY 1ST UNILATERAL," $6,080.00 ",
48100042,HC INS CATH REN ART 1ST BILAT," $6,080.00 ",
48100043,HC INS CATH REN ART 2ND+ BILAT," $6,080.00 ",
48100044,HC PRIM ART MECH THROMBECTOMY," $8,549.00 ",
48100045,HC THROMBOLYTIC ART THERAPY," $2,147.00 ",
48100046,HC TRANSCATH STENT CCA W/EPS," $1,654.00 ",
48100047,HC ILIAC REVASC," $9,803.00 ",
48100048,HC ILIAC REVASC W/STENT," $22,509.00 ",
48100049,HC ILIAC REVASC W/STENT ADD-ON," $9,803.00 ",
48100050,HC FEM/POPL REVAS W/TLA," $9,803.00 ",
48100051,HC FEM/POPL REVASC W/STENT," $20,815.00 ",
48100052,HC TIB/PER REVASC W/TLA," $23,247.00 ",
48100053,HC TIB/PER REVASC W/STENT," $20,815.00 ",
48100054,HC TIB/PER REVASC ADD-ON," $9,484.00 ",
48100055,HC OPEN/PERQ PLACE STENT 1ST," $24,084.00 ",
48100056,HC OPEN/PERQ PLACE STENT EA ADD," $11,647.00 ",
48100057,HC VASC EMBOLIZE/OCCLUDE ARTERY," $28,168.00 ",
48100058,HC ANGIOGRAPHY EXTREMITY UNILATERAL RS&I," $7,865.00 ",
48100059,HC ANGIO BILATERAL EXTREMITY," $4,509.00 ",
48100060,HC PRQ CARDIAC ANGIOPLAST 1 ART," $11,217.00 ",
48100061,HC PRQ CARDIAC ANGIO ADDL ART," $11,217.00 ",
48100062,HC PRQ CARD STENT W/ANGIO 1 VSL," $17,038.00 ",
48100063,HC PRQ CARD STENT W/ANGIO ADDL," $17,038.00 ",
48100064,HC PRQ REVASC BYP GRAFT 1 VSL," $17,038.00 ",
48100065,HC PRQ CARD REVASC MI 1 VSL," $17,038.00 ",
48100066,HC CARDIOVERSION ELECTRICAL EXT," $1,454.00 ",
48100067,HC INTRAVASC US HEART ADD-ON," $4,582.00 ",
48100068,HC RIGHT HEART CATH," $9,356.00 ",
48100069,HC R&L HRT CATH W/VENTRICLGRPHY," $9,356.00 ",
48100070,HC CORONARY ARTERY ANGIO S&I," $9,356.00 ",
48100071,HC CORONARY ART/GRFT ANGIO S&I," $9,356.00 ",
48100072,HC R HRT CORONARY ARTERY ANGIO," $9,356.00 ",
48100073,HC R HRT ART/GRFT ANGIO," $9,356.00 ",
48100074,HC L HRT ARTERY/VENTRICLE ANGIO," $9,356.00 ",
48100075,HC L HRT ART/GRFT ANGIO," $9,356.00 ",
48100076,HC R&L HRT ART/VENTRICLE ANGIO," $9,356.00 ",
48100077,HC R&L HRT ART/VENTRICLE ANGIO W IMAGING OF BYPASS GRAFTS," $9,356.00 ",
48100078,HC INJECT SUPRAVALVULAR AORTAGRAPHY, $267.00 ,
48100079,HC HEART FLOW RESERVE MEASUREMENT; INITIAL," $3,919.00 ",
48100080,HC HEART FLOW RESERVE MEASUREMENT; ADDITIONAL," $2,629.00 ",
48100081,HC MAP TACHYCARDIA ADD-ON," $1,519.00 ",
48100082,HC ELECTROPHYS MAP 3D ADD-ON," $2,891.00 ",
48100083,HC COMPREHENSIVE ELECTROPHYSIOLOGY EVAL W/O INDUCTION," $13,898.00 ",
48100084,HC COMPREHENSIVE ELECTROPHYSIOLOGY EVAL W/INDUCT OR ATTEMPT," $13,898.00 ",
48100085,HC PROGRAM STIMULATION AFTER IV DRUG INFUSION," $1,228.00 ",
48100086,HC ELECTROPHYSIOLOGY EVALUATION; INITIAL IMP/REP & TESTING," $2,969.00 ",
48100087,HC ELECTROPHYSIOLOGY EVALUATION," $3,394.00 ",
48100088,HC ABLATE HEART DYSRHYTHM FOCUS," $9,822.00 ",
48100089,HC EP & ABLATE SUPRAVENT ARRHYT," $36,530.00 ",
48100090,HC EP & ABLATE VENTRIC TACHY," $31,075.00 ",
48100091,HC ABLATE ARRHYTHMIA ADD ON," $19,925.00 ",
48100092,HC PERC DRUG-EL COR STENT BRAN," $16,233.00 ",
48100093,HC PERC D-E COR REVASC T CABG S," $16,233.00 ",
48100094,HC PERC D-E COR REVASC T CABG B," $16,233.00 ",
48100095,HC PERC D-E COR REVASC W AMI S," $16,233.00 ",
48100096,HC CAK PTA/ATHER/STENT STEMI DES," $35,845.00 ",
48100097,"HC ILIAC ART ANGIO,CARDIAC CATH", $119.00 ,
48100098,HC INSERTION OF IMPLANTABLE DEFIBRILLATOR PULSE GENERATOR ; DUAL LEADS," $74,380.00 ",
48100099,HC INSERTION OF IMPLANTABLE DEFIBRILLATOR PULSE GENERATOR ; SINGLE LEAD," $55,309.00 ",
48100100,HC INSERT SUBQ IMPLANTABLE DEFIBRILLATOR ELECTRODE," $15,798.00 ",
48100102,HC PTA AORTA," $6,695.00 ",
48100103,HC REPAIR VENOUS BLOCKAGE," $6,569.00 ",
48100104,"HC INTRODUCTION OF NEEDLE OR INTRACATHETER, CAROTID OR VERTEBRAL ARTERY"," $1,307.00 ",
48100105,"HC SELECTIVE CATHETER PLACEMENT, INTERNAL CAROTID ARTERY"," $13,988.00 ",
48100106,"HC SELECTIVE CATHETER PLACEMENT, VERTEBRAL ARTERY W CERVICOCERBRAL ARCH"," $16,785.00 ",
48100107,HC INS CATH REN ART 2ND+ UNILAT," $7,865.00 ",
48100108,HC THROMBOLYSIS VENOUS INFUSION," $3,194.00 ",
48100109,HC THROMBOLYSIS ARTERIAL OR VENOUS INFUSTION DAY 2," $8,110.00 ",
48100110,HC THROMBOLYSIS ARTERIAL OR VENOUS INFUSTION FINAL DAY," $8,110.00 ",
48100111,HC CAROTID ARTERY STENT WITHOUT DISTAL EMBOLIC PROTECTION," $1,597.00 ",
48100112,HC COMMON CAROTID OR INNOMINATE STENT PLACEMENT BY RETROGRADE TREATMENT," $2,926.00 ",
48100113,HC PTA ILIAC ARTERY EACH ADD'L IPSILATERAL," $11,061.00 ",
48100114,HC PTA/ STENT TIBIOPERONEAL ATERY EACH ADD'L," $11,061.00 ",
48100115,HC TRANSCATHETER PLACEMENT OF STENT INITIAL VEIN OPEN/PERQ," $48,469.00 ",
48100116,HC TRANSCATHETER PLACEMENT OF STENT EACH ADDITIONAL VEIN OPEN/PERQ," $23,440.00 ",
48100117,HC VASCULAR EMBOLIZATION/ OCCLUSION VENOUS (OTHER THAN HEMORRHAGE OR TUMOR)," $46,039.00 ",
48100118,HC POST EMBOLIZATION ANGIO," $2,523.00 ",
48100119,"HC ATHERECTOMY WITH OR WITHOUT BALLOON ANGIOPLASTY, SINGLE VESSEL"," $21,389.00 ",
48100120,"HC ATHERECTOMY WITH OR WITHOUT BALLOON ANGIOPLASTY, EACH ADD'L VESSEL"," $21,389.00 ",
48100121,HC PTA/ATHERECTOMY/ STENT," $35,845.00 ",
48100122,HC PTA/ ATHERECOMTY/ STENT EACH ADDITIONAL BRANCH," $17,038.00 ",
48100123,HC PERCUTANEOUS TRANSLUMINAL REVASCULARIZATION BYPASS GRAFT ADDL," $17,038.00 ",
48100124,HC PERCUTANEOUS TRANSLUMINAL REVASCULARIZATION CHRONIC SINGLE VESSEL," $17,038.00 ",
48100125,HC INTRAVASC US HEART ADD-ON," $2,292.00 ",
48100126,HC LEFT HEART CATHETERIZATION W/VENTRCLGRPHY," $9,356.00 ",
48100128,HC INJECT PULM ART HRT CATH, $114.00 ,
48100129,HC INTRA-ATRIAL PACING," $11,191.00 ",
48100130,HC INTRAVENTRICULAR PACING," $11,191.00 ",
48100131,HC INDUCTION OF ARRHYTHMIA BY ELECTRIACAL PACING," $2,314.00 ",
48100132,HC ELECTROPHYSIOLOGIC STUDY," $13,898.00 ",
48100133,HC EP EVAL WITH INDUCTION AND VENTRICULAR TACHYCARDIA ABLATION," $31,075.00 ",
48100134,HC TRANSLUMINAL PERIPHERAL ATHERECTOMY RENAL ARTERY," $18,310.00 ",
48100135,HC VISCERAL ARTERY EACH VESSEL," $18,310.00 ",
48100136,HC PERC D-E COR STENT ATHER S," $35,845.00 ",
48100137,HC PERC D-E COR STENT ATHER BR," $16,233.00 ",
48100138,HC PERC D-E COR REVASC CHRO SIN," $35,845.00 ",
48100139,HC PERC D-E COR REVASC CHRO ADD," $16,233.00 ",
48100140,HC TAVR/TAVI PERCU FEM ARTERY APPR," $6,534.00 ",
48100141,HC TAVR/TAVI TRANSAPICAL EXPOSURE," $9,269.00 ",
48100142,HC PTA/ATHEREC FEM-POP," $23,488.00 ",
48100143,HC PTA/ST/ATH FEM/POP," $40,676.00 ",
48100144,HC PTA/ATHER TIB/PER INITIAL," $26,632.00 ",
48100145,HC PTA/STENT/ATH TIB/PER," $40,676.00 ",
48100146,HC PTA/ATH ADDITIONAL TIB/PERONEAL," $22,726.00 ",
48100147,HC TIB/PER REVASC STNT & ATHER," $40,676.00 ",
48100148,HC ATHERECTOMY/IVC ABDOMINAL AORTA," $16,226.00 ",
48100149,HC ATHERECTOMY/IVC BRACHIOCEPHALIC TRUNK AND BRANCHES EACH VESSEL," $16,226.00 ",
48100150,HC ATHERECTOMY/IVC ILIAC ARTERY EACH VESSEL," $35,115.00 ",
48100151,HC IVUS INITAL VESSEL," $1,410.00 ",
48100152,HC IVUS EACH ADD'L VESSEL, $888.00 ,
48100153,HC ANGIOGRAPHY PULMONARY," $3,773.00 ",
48100154,HC ANGIOGRAPHY BRACHIAL RETROGRADE," $3,354.00 ",
48100155,HC VENOGRAPHY CAVAL SUPERIOR," $1,318.00 ",
48100156,HC PROGRAMMING SUBCUT ICD, $85.00 ,
48100157,HC INTERROGATE SUBCUT ICD, $85.00 ,
48100158,HC BUNDLE OF HIS RECORDING," $11,191.00 ",
48100159,HC INTRA-ATRIAL RECORDING," $11,191.00 ",
48100160,HC RIGHT VENTRICULAR RECORDING," $2,876.00 ",
48100161,HC TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART," $18,628.00 ",
48100162,HC TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART," $9,315.00 ",
48100163,HC TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN," $18,628.00 ",
48100164,HC TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN," $9,315.00 ",
48100165,HC UPG PACEMAKER SYS CONVERT 1CHMBR SYS 2CHMBR SYS," $31,616.00 ",
48100166,HC PRQ TRANSLUMINAL CORONARY MECHANICL THROMBECTOMY," $5,240.00 ",
48100167,HC INSJ/RPLCMT TEMP TRANSVNS 2CHMBR PACG ELTRDS SPX," $23,431.00 ",
48100169,HC RPR 1 TRANSVNS ELTRD PRM PM/PACING IMPLNTBL DFB," $8,023.00 ",
48100170,HC RPR 2 TRANSVNS ELECTRODES PRM PM/IMPLANTABLE DFB," $8,023.00 ",
48100171,HC RMVL TRANSVNS PM ELTRD DUAL LEAD SYS," $8,023.00 ",
48100172,HC REMOVE SUBQ IMPLANTABLE DEFIBRILLATOR ELECTRODE," $8,023.00 ",
48100173,HC REPOS PREVIOUSLY IMPLANTED SUBQ IMPLANTABLE DFB," $8,023.00 ",
48100174,HC VASC EMBOLIZE/OCCLUDE ORGAN," $46,039.00 ",
48100175,HC VASCULAR EMBOLIZATION OR OCCLUSION HEMORRHAGE," $46,039.00 ",
48100176,HC PRQ TRLUML CORONRY CHRNIC OCCLUS REVASC ADDL VSL," $17,038.00 ",
48100178,HC INSERTION FLOW DIRECTED CATHETER FOR MONITORING," $3,638.00 ",
48100179,HC ENDOMYOCARDIAL BIOPSY," $7,929.00 ",
48100180,HC ESOPHGL REC ATRIAL W/WO VENTR ELECTRGRAMS W/PACG," $2,876.00 ",
48100181,HC EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN," $31,075.00 ",
48100182,HC ABLATE L/R ATRIAL FIBRIL W/ISOLATED PULM VEIN," $19,925.00 ",
48100183,HC INS LT ATRL HEMODYN MOTR CMPLETE SYST W/S&I," $7,305.00 ",
48100184,HC INS LT ATRL HEMDYN MTR PRSR SENSR LEAD W/S&I," $7,305.00 ",
48100185,HC INS PACEMAKER PULSE GEN ONLY W/EXIST DUAL LEADS," $27,352.00 ",
48100186,HC INSERT PPG ONLY WITH EXISTING SINGLE LEAD SYSTEM," $18,859.00 ",
48100189,HC PERQ BALLOON VALVULOPLASTY AORTIC VALVE," $16,698.00 ",
48100190,HC PERQ BALLOON VALVULOPLASTY PULMONARY VALVE," $34,514.00 ",
48100191,HC INSERT PERQ VAD W/IMAGING ARTERY ACCCESS ONLY," $6,635.00 ",
48100192,HC REMOVAL PERQ VAD DIFFERENT SESSION," $4,594.00 ",
48100193,HC REPOSITION VAD W/IMAGING DIFFERENT SESSION," $6,635.00 ",
48100194,HC OPEN FEM ART EXPOS SLVR EVASC PROSTH UNI," $5,614.00 ",
48100195,HC TCAT INSJ/RPL PERM LEADLESS PACEMAKER RV W/IMG," $49,134.00 ",
48100196,HC TCAT REMOVAL PERM LEADLESS PACEMAKER R VENTR," $8,453.00 ",
48100197,HC INSERTION SUBQ CARDIAC RHYTHM MONITOR W/PRGRMG," $23,693.00 ",
48100198,HC REMOVAL SUBCUTANEOUS CARDIAC RHYTHM MONITOR," $1,854.00 ",
48200000,HC CARDIOVASCULAR STRESS TEST W/O INTRP AND REPORT," $1,071.00 ",
48300000,HC ECHO 2D W/ DOPPLER & COLOR FLOW; COMPLETE," $3,021.00 ",
49000000,HC DS MINOR PROCEDURE PER MINUTE, $52.00 ,
49000002,HC INJ TENDON SHEATH/LIGAMENT, $639.00 ,
49000003,HC INJ TRIGGER POINT 1/2 MUSCL, $472.00 ,
49000004,HC INJECT TRIGGER POINTS 3/>, $477.00 ,
49000005,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US, $671.00 ,
49000006,HC DRAIN/INJ MAJOR JOINT/BURSA W/O US, $477.00 ,
49000007,HC INJECT EPIDURAL PATCH," $2,222.00 ",
49000008,HC INJECT SPINE CERV/THORACIC," $1,968.00 ",
49000009,HC INJECT SPINE LUMBAR/SACRAL," $1,968.00 ",
49000010,HC IMPLANT NEUROELECTRODES," $15,101.00 ",
49000011,HC N BLOCK INJ TRIGEMINAL, $655.00 ,
49000012,"HC N BLOCK INJ ILIOINGUINAL,ILIOHYPOGASTRC NERVE"," $1,015.00 ",
49000013,HC N BLOCK OTHER PERIPHERAL," $1,160.00 ",
49000014,HC INJ FORAMEN EPIDURAL L/S," $1,957.00 ",
49000015,HC INJ FORAMEN EPIDURAL; LUMBAR OR SACRAL ADD-ON," $1,385.00 ",
49000016,HC INJ PARAVERTEBRAL FACET JNT C/T 1 LEV," $1,805.00 ",
49000017,HC INJ PARAVERT F JNT L/S 1 LEV," $1,501.00 ",
49000018,HC INJ PARAVERT F JNT L/S 2 LEV, $639.00 ,
49000019,HC INJ PARAVERT F JNT L/S 3 LEV, $477.00 ,
49000020,HC N BLOCK LUMBAR/THORACIC," $1,478.00 ",
49000021,HC DESTROY CERV/THOR FACET JNT," $2,888.00 ",
49000022,HC ELECTRONIC ANALYSIS NEURO STIM GENERATOR COMPLEX, $347.00 ,
49000023,HC INJ FOR SACROILIAC JT ANESTH," $1,509.00 ",
49000024,HC INJ FOR DISCOGR EA LEVEL LUMBAR," $1,217.00 ",
49000025,HC GREATER OCCIPITAL NERVE BLOCK, $796.00 ,
49000026,HC NERVE BLOCK SUPRASCAPULAR, $693.00 ,
49000027,HC INTERCOSTAL NERVE BLOCK SINGLE," $1,348.00 ",
49000028,HC TRANSFORA EPIDUR CERVI/THOR SING," $1,160.00 ",
49000029,HC TRANSFORA EPIDUR CERVI/THOR ADDTL," $1,781.00 ",
49000030,HC FACET CERV THOR 2ND LVL, $477.00 ,
49000031,HC FACET CERV THOR 3RD OR MORE LVL, $477.00 ,
49000032,HC NEURO DESTR INTERCOSTAL NERVE," $1,340.00 ",
49000033,HC DESTROY C/TH FACET JNT ADDL, $676.00 ,
49000034,HC DESTROY LUMB/SAC FACET JNT," $2,816.00 ",
49000035,HC DESTROY L/S FACET JNT ADDL," $1,372.00 ",
49000036,HC NEURO DESTR OTHR PERIPH NERVE," $1,442.00 ",
49000037,HC BIER BLOCK, $477.00 ,
49000038,HC NJX INTERLAMINAR CRV/THRC," $1,668.00 ",
49000039,HC NJX INTERLAMINAR LMBR/SAC," $1,668.00 ",
49000040,HC BRNCHSC W/TRACHEAL/BRONCHIAL DILAT/CLSD RDCTJ FX," $7,636.00 ",
49000041,HC BRONCHOSCOPIC THERMOPLASTY ONE LOBE," $13,704.00 ",
51000000,HC NON-SELECTIVE DEBRIDEMENT, $371.00 ,
51000001,HC NEGATIVE PRESSURE <= 50 SQ CM, $371.00 ,
51000002,HC NEGATIVE PRESSURE > 50 SQ CM, $655.00 ,
51000003,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 1, $142.00 ,
51000004,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 2, $178.00 ,
51000005,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 3, $213.00 ,
51000006,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 4, $249.00 ,
51000007,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 5, $285.00 ,
51000008,HC OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 1, $129.00 ,
51000009,HC OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 2, $177.00 ,
51000010,HC OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 3, $213.00 ,
51000011,HC OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 4, $249.00 ,
51000012,HC OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 5, $285.00 ,
51000014,HC OFFICE CONSULTATION NEW/ESTAB PATIENT 15 MIN, $295.00 ,
51000015,HC OFFICE CONSULTATION NEW/ESTAB PATIENT 30 MIN, $432.00 ,
51100008,HC OP/OV CONSULT ATION LEVEL 3, $523.00 ,
51100009,HC OP/OV CONSULT ATION LEVEL 4, $774.00 ,
51100010,HC OP/OV CONSULT ATION LEVEL 5, $950.00 ,
54600000,HC NICU TRANSPORT," $1,699.00 ",
61000000,HC CAD BREAST MRI, $28.00 ,
61000001,HC MRI TMJ," $2,475.00 ",
61000002,HC ORBIT BILATERAL," $2,506.00 ",
61000003,HC MRI ORBIT/FACE/NECK W/O & W CONTRAST," $3,837.00 ",
61000004,HC MR ANGIOGRAPHY HEAD W/O CONTRAST," $2,506.00 ",
61000005,HC MR ANGIOGRAPHY HEAD W/ CONTRAST," $3,040.00 ",
61000006,HC MR ANGIOGRAPHY HEAD W/O & W CONTRAST," $3,837.00 ",
61000007,HC MR ANGIOGRAPHY NECK W/O CONTRAST," $2,506.00 ",
61000008,HC MR ANGIOGRAPHY NECK W CONTRAST," $3,040.00 ",
61000009,HC MR ANGIOGRAPHY NECK W/O & W CONTRAST," $3,837.00 ",
61000010,HC MRI CHEST W/O CONTRAST," $2,508.00 ",
61000011,HC MRI CHEST W/O & W CONTRAST," $3,838.00 ",
61000012,HC MRI NECK SPINE W CONTRAST," $1,907.00 ",
61000013,HC MRI CHEST SPINE W CONTRAST," $1,907.00 ",
61000014,HC MRI PELVIS WO CONTRAST," $2,508.00 ",
61000015,HC MRI PELVIS WO/W CONTRAST," $3,838.00 ",
61000016,HC MRI UPPER EXTREMITY W/O CONT," $2,501.00 ",
61000017,HC MRI UPPR EXTREMITY W/O&W/CONT," $3,832.00 ",
61000018,HC MRI JOINT UPR EXTREM W/O CONT," $2,501.00 ",
61000019,HC MRI JOINT UPR EXTREM W/ CONT," $3,036.00 ",
61000020,HC MRI JOINT UPR EXTR W/O&W/CONT," $3,832.00 ",
61000021,HC MR ANGIO UPR EXTR W/O&W/CONT," $2,256.00 ",
61000022,HC MRI LOWER EXTREMITY W/O CONT," $2,478.00 ",
61000023,HC MRI LOWER EXTREMITY W/ CONT," $3,005.00 ",
61000024,HC MRI LOWER EXTREMITY W/O&W/CONT," $3,795.00 ",
61000025,HC MRI JOINT OF LOWER EXTREMITY W/O CONT," $2,478.00 ",
61000026,HC MRI JOINT OF LOWER EXTREMITY W/ CONT," $3,005.00 ",
61000027,HC MRI JOINT LOWER EXTR W/O&W/CONT," $3,795.00 ",
61000028,HC MR ANGIO LOWER EXT W OR W/O CONT," $4,045.00 ",
61000029,HC MRI ABDOMEN W/O CONTRAST," $2,508.00 ",
61000030,HC MRI ABDOMEN W/O & W/CONTRAST," $3,838.00 ",
61000031,HC CARDIAC MRI FOR MORPH W/O CONT," $1,663.00 ",
61000032,HC CARDIAC MRI FOR MORPH W/ CONT," $1,804.00 ",
61000033,HC CARD MRI VELOC FLOW MAPPING ADD," $1,379.00 ",
61000034,HC 3D RENDER W/INTRP POSTPROCES, $201.00 ,
61000035,HC MRI PROCEDURE," $1,667.00 ",
61000036,HC MR GUIDANCE FOR NEEDLE PLACE," $2,704.00 ",
61000037,HC MRI BREAST BILATERAL WO / W CONTRAST," $4,604.00 ",
61000038,HC MRA ABDOMEN W/CONTRAST," $3,008.00 ",
61000039,HC MRA ABDOMEN WO/CONTRAST," $2,508.00 ",
61000040,HC MRA ABDOMEN WO/W CONTRAST," $3,838.00 ",
61000041,HC MRA CHEST WO/CONTRAST," $2,508.00 ",
61000042,"HC MRA WO FOL W/CONTRAST, CHEST"," $3,838.00 ",
61000043,"HC MRA W/CONTRAST, LOWER EXTREMITY"," $3,005.00 ",
61000044,"HC MRA W/O CONTRAST, LOWER EXTREMITY"," $2,478.00 ",
61000045,"HC MRA W/O FOL W/CONTRAST, LOWER EXTREMITY"," $3,795.00 ",
61000046,HC MRA PELVIS W/O CONTRAST," $2,508.00 ",
61000047,"HC MRA W/O FOL W/CONTRAST, PELVIS"," $3,837.00 ",
61000048,HC MRI CHEST W CONTRAST," $2,135.00 ",
61000050,HC MRI ANGIOGRAM SPINE W WO CONTRAST," $2,343.00 ",
61000051,HC MRI PELVIS W CONTRAST," $2,490.00 ",
61000052,HC MRI ANGIOGRAM PELVIS W WO CONTRAST," $4,079.00 ",
61000053,HC MRI UPPER EXTREMITY W CONTRAST," $2,192.00 ",
61000054,HC MRI ABDOMEN W CONTRAST," $2,508.00 ",
61000055,HC MRI ONE BREAST," $3,950.00 ",
61000056,HC MRI FETAL SNGL/1ST GESTATION, $934.00 ,
61000057,HC MRI FETAL EA ADDL GESTATION, $467.00 ,
61000058,HC MR SPECTROSCOPY," $2,729.00 ",
61000059,HC MRI BREAST WITHOUT CONTRAST MATERIAL UNILATERAL, $738.00 ,
61000060,HC MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL, $738.00 ,
61000061,HC MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL," $3,950.00 ",
61000062,HC MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL," $4,604.00 ",
61000063,"HC MRI W/CONT, BREAST, UNI", $646.00 ,
61000064,HC CAD BREAST MRI, $28.00 ,
61100000,HC MRI BRAIN STEM W/O CONTRAST," $2,506.00 ",
61100001,HC MRI BRAIN STEM W CONTRAST," $3,040.00 ",
61100002,HC MRI BRAIN STEM W/O & W CONTRAST," $3,837.00 ",
61200000,HC MRI NECK SPINE W/O CONTRAST," $2,482.00 ",
61200001,HC MRI CHEST SPINE W/O CONTRAST," $2,475.00 ",
61200002,HC MRI LUMBAR SPINE W/O CONTRAST," $2,508.00 ",
61200003,HC MRI LUMBAR SPINE W CONTRAST," $3,039.00 ",
61200004,HC MRI NECK SPINE W/WO CONTRAST," $3,799.00 ",
61200005,HC MRI CHEST SPINE W/WO CONTRAST," $3,792.00 ",
61200006,HC MRI LUMBAR SPINE WO/W CONTRAST," $3,837.00 ",
63600000,HC SUPPLY," $4,422.34 ",**
63600002,HC SUPPLY," $5,433.91 ",**
63600003,HC SUPPLY," $10,361.85 ",**
63600005,HC SUPPLY," $4,801.68 ",**
63600006,HC SUPPLY," $4,947.80 ",**
63600007,HC SUPPLY," $21,196.30 ",**
63600008,HC SUPPLY," $2,867.89 ",**
63600009,HC SUPPLY," $3,554.47 ",**
63600010,HC SUPPLY," $3,862.40 ",**
63600011,HC SUPPLY," $17,976.23 ",**
63600024,HC SUPPLY," $2,396.10 ",**
63600025,HC SUPPLY," $9,547.91 ",**
68100000,HC TRAUMA CODE," $3,468.00 ",
68200000,HC TRAUMA ALERT," $2,929.00 ",
68300000,HC TRAUMA REFERRAL," $2,604.00 ",
71000000,HC C-SECTION RECOVERY 30 M, $371.00 ,
71000001,HC C-SECTION RECOVERY 60 M, $690.00 ,
71000002,HC C-SECTION RECOVERY 90 M," $1,097.00 ",
71000003,HC C-SECTION RECOVERY ADDTN 30M, $353.00 ,
71000004,HC DS PRE PROCEDURE PREP, $281.00 ,
71000005,HC PHASE 1 RECOVERY, $18.00 ,
71000006,HC PHASE II RECOVERY, $8.00 ,
71000007,HC VAGINAL DELIVERY RECOVERY 120 M," $1,162.00 ",
71000008,HC VAGINAL DELIVERY RECOVERY 60 M, $552.00 ,
