Description ,  Charge $   , Department 
US OB FOLLOW UP READING FEE,$98 ,Radiology - Reading
US OB TRANSVAGINAL,$86 ,Radiology - Reading
US FETAL W NST READING FEE,$121 ,Radiology - Reading
US OB BIOPHYSICAL PROFILE READ,$88 ,Radiology - Reading
US TRANSVAGINAL READING FEE,$79 ,Radiology - Reading
US COMP PELVIS NON OB READ FEE,$77 ,Radiology - Reading
US LIM PELVIS/FU NON OB READIN,$43 ,Radiology - Reading
US SCROTUM TESTICLE READ FEE,$72 ,Radiology - Reading
US EXTREMITY READING FEE,$72 ,Radiology - Reading
US EXTREMITY LIMITED READ,$55 ,Radiology - Reading
ULTRASOUND READ PORT A CATH,$34 ,Radiology - Reading
US GUIDED BIOPSY READING FEE,$76 ,Radiology - Reading
AMNIOCENTESIS READING FEE,$44 ,Radiology - Reading
FLUORO GUIDANCE VASULAR READ,$43 ,Radiology - Reading
CT BX GUIDANCE READING FEE,$128 ,Radiology - Reading
BONE AGE STUDIES,$21 ,Radiology - Reading
BONE SURVEY COMPLETE READING,$61 ,Radiology - Reading
BONE SURVEY CHILD COMPLETE,$78 ,Radiology - Reading
BONE DENSITY SCAN READING FEE,$23 ,Radiology - Reading
BONE DENSITY (PERIPHERAL)READ,$26 ,Radiology - Reading
BLADDER/CYSTO STUDY READING,$17 ,Radiology - Reading
US EXTRACRANIAL ARTERY READING,$48 ,Radiology - Reading
US CAROTIDS ART UNILAT READING,$32 ,Radiology - Reading
US UPPER/LOW EXT SINGLE READIN,$20 ,Radiology - Reading
US EXT SEG BP DOPPLER READING,$35 ,Radiology - Reading
US LOW EXT ARTERY BIL READING,$40 ,Radiology - Reading
US LOW EXT ARTERY BIL READING,$63 ,Radiology - Reading
US LOW EXT ARTERY UNILAT READ,$40 ,Radiology - Reading
US UPPER EXT ART BIL COM READ,$72 ,Radiology - Reading
US UPPER EXT ARTERY UNILAT RD,$40 ,Radiology - Reading
US VENOUS UPPER/LOWER READ FEE,$28 ,Radiology - Reading
DUPLEX SCAN EXTREM VEIN COMPLI,$56 ,Radiology - Reading
EXTREMITY VENOUS UNILAT READIN,$36 ,Radiology - Reading
US ART VEN FLOW ORGANS READING,$142 ,Radiology - Reading
US ART VEN FLOW ORG COMP READ,$97 ,Radiology - Reading
US AORTA IVC ILIAC COMP READIN,$52 ,Radiology - Reading
US AORTA IVC ILIAC LIMIT READ,$34 ,Radiology - Reading
US ART/VEN PENILE COMPL READIN,$99 ,Radiology - Reading
US ART VEN PENILE LIMIT READIN,$35 ,Radiology - Reading
US HEMODIALLYSIS ACCESS READIN,$20 ,Radiology - Reading
CHEST 1 VIEW PICC LINE READ,$21 ,Radiology - Reading
KNEE 1-2 VIEWS BILATERAL READ,$22 ,Radiology - Reading
ULTRASOUND THYROID READ PORT,$63 ,Radiology - Reading
ULTRASOUND CHEST READ PORTABLE,$60 ,Radiology - Reading
"ULTRASOUND, BREAST READ PORT",$62 ,Radiology - Reading
"ULTRASOUND, ABDOMIMAL PORT REA",$91 ,Radiology - Reading
"ULTRASOUND, ABD LMT READ PORT",$66 ,Radiology - Reading
"ULTRASOUND,AORTA PORTABLE",$65 ,Radiology - Reading
ULTRASONIC GUIDE NEEDLE BIO PO,$76 ,Radiology - Reading
AORTA ANEURYSM SCREEN READ MCR,$65 ,Radiology - Reading
SOFT TISSUE HEAD/NECK/THYROID,$546 ,Radiology - Ultrasound
CHEST/MEDIASTINUM,$582 ,Radiology - Ultrasound
BREAST UNILATERAL LIMITED,$372 ,Radiology - Ultrasound
ABDOMEN COMPLETE,$609 ,Radiology - Ultrasound
ABDOM LIMITED SING ORG RENAL,$493 ,Radiology - Ultrasound
ABDOMINAL AORTIC ANEUR SCREEN',$407 ,Radiology - Ultrasound
AORTA-KIDNEY-NODES COMPLETE,$620 ,Radiology - Ultrasound
AORTA-KIDNEY-NODES LIMITED,$469 ,Radiology - Ultrasound
OB < 14 WEEKS,$469 ,Radiology - Ultrasound
ADD FETUS < 14 WEEKS,$305 ,Radiology - Ultrasound
OB US > 14 WEEKS,$643 ,Radiology - Ultrasound
OB MULTIPLE > 14 WEEKS,$469 ,Radiology - Ultrasound
OB DETAILED ANATOMY COMP,$747 ,Radiology - Ultrasound
ADD FETUS DETAILED ANT,$305 ,Radiology - Ultrasound
FETAL POSIT-QUICK LOOK LIMITED,$305 ,Radiology - Ultrasound
OB FOLLOW UP RE-EVAL,$500 ,Radiology - Ultrasound
OB TRANSVAGINAL,$530 ,Radiology - Ultrasound
OB BIOSPHYSICAL PROFILE,$469 ,Radiology - Ultrasound
TRANSVAGINAL,$469 ,Radiology - Ultrasound
PELVIC COMPLETE,$586 ,Radiology - Ultrasound
PELVIC LIMITED,$489 ,Radiology - Ultrasound
SCROTUM AND CONTENTS,$508 ,Radiology - Ultrasound
EXTREMITY NON VASCULAR,$553 ,Radiology - Ultrasound
"ULTRASOUND EXTREMITY, LIMITED",$305 ,Radiology - Ultrasound
ULTRASOUND PORT A CATH,$270 ,Radiology - Ultrasound
US GUIDED BIOSPY,$747 ,Radiology - Ultrasound
ECHO FOR CONG ANAMOLIE,$741 ,Radiology - Ultrasound
"ECHOCARD, TRANSTHORACIC COMP","$1,837 ",Radiology - Ultrasound
"ECHOCARD TRANS, COMP","$1,127 ",Radiology - Ultrasound
ECHOCARD F/U OR LIMIT,$975 ,Radiology - Ultrasound
DOPPLER ECHOCARDIOGRAPHY FOLUP,$200 ,Radiology - Ultrasound
DOPPLER ECHOCARD COLOR MAP,$278 ,Radiology - Ultrasound
ECHOCARD STRESS TEST,"$1,174 ",Radiology - Ultrasound
ECHOCARDIOGRAPHY,"$2,533 ",Radiology - Ultrasound
ECHOCARD-USE OF CONTRACT,$61 ,Radiology - Ultrasound
CAROTID COMPLETE,$923 ,Radiology - Ultrasound
CAROTIDS ART UNIL LIMITED,$675 ,Radiology - Ultrasound
UP/LOW EXTR SINGLE LEVEL,$219 ,Radiology - Ultrasound
EXT SEG BP DOPPLER MU,$514 ,Radiology - Ultrasound
"LOWER EXTR ARTERIES, RE",$274 ,Radiology - Ultrasound
DUP LOW EXT ART BILATE COMP,$731 ,Radiology - Ultrasound
DUP LOW EXT ART UNLATERAL,$469 ,Radiology - Ultrasound
DUP UPPER EXT ART BILATE COMP,$521 ,Radiology - Ultrasound
DUP UPPER EXT ART UNILATERAL,$353 ,Radiology - Ultrasound
EXT VEINS COMP BILAT,$443 ,Radiology - Ultrasound
EXT VEINS BILATERAL,$764 ,Radiology - Ultrasound
EXT VENOUS UNLATERAL,$619 ,Radiology - Ultrasound
ART VEN FLOW ORGAN COMPLETE,$438 ,Radiology - Ultrasound
ART VEN FLOW ORGAN LIMIT,$207 ,Radiology - Ultrasound
AORTA IVC ILIAC COMPLETE,$683 ,Radiology - Ultrasound
AORTA IVC ILIAC VASC L,$254 ,Radiology - Ultrasound
ART INFLOW VEN OUTFLOW PENILE,$525 ,Radiology - Ultrasound
ART VEN PENILE LIMITED,$437 ,Radiology - Ultrasound
HEMODIALLYSIS DUPLEX,$305 ,Radiology - Ultrasound
AAA SCREENING ULTRASOUND,$66 ,Radiology - Ultrasound
AORTA ANEURYSM(AAA)SCREEN MCR,$484 ,Radiology - Ultrasound
"ULTRASOUND, PREG LMT PORTABLE",$73 ,Radiology - Ultrasound
"ULTRASOUND, TRANSVAGINAL PORT",$86 ,Radiology - Ultrasound
"ULTRASOUND, TRANSVAGINAL PORT",$79 ,Radiology - Ultrasound
"ULTRASOUND,PELVIC LMT PORT",$43 ,Radiology - Ultrasound
"US,GUIDANCE FOR VAS ACC PORT",$34 ,Radiology - Ultrasound
RECOVERY RM INPATIENT PER HR,$278 ,Recovery Room 
OUTPATIENT RECOVERY 1ST HOUR,$293 ,Recovery Room 
OUTPATIENT RECOVERY 2ND HOUR,$359 ,Recovery Room 
OUTPATIENT RECOVERY 3RD HOUR,$515 ,Recovery Room 
OUTPATIENT RECOVERY 4TH HOUR,$577 ,Recovery Room 
OUTPATIENT RECOVERY 5TH HOUR,$639 ,Recovery Room 
OUTPATIENT RECOVERY 6TH HOUR,$597 ,Recovery Room 
OUTPATIENT RECOVERY 7TH HOUR,$642 ,Recovery Room 
OUTPATIENT RECOVERY 8TH HOUR,$704 ,Recovery Room 
OUTPATIENT RECOVERY 9TH HOUR,$766 ,Recovery Room 
OUTPATIENT RECOVERY 10TH HOUR,$828 ,Recovery Room 
OUTPATIENT RECOVERY 11TH HOUR,$890 ,Recovery Room 
OUTPATIENT RECOVERY 12TH HOUR,$952 ,Recovery Room 
OUTPATIENT RECOVERY 13TH HOUR,"$1,014 ",Recovery Room 
OUTPATIENT RECOVERY 14TH HOUR,"$1,076 ",Recovery Room 
OUTPATIENT RECOVERY 15TH HOUR,"$1,138 ",Recovery Room 
OUTPATIENT RECOVERY 16TH HOUR,"$1,200 ",Recovery Room 
OUTPATIENT RECOVERY 17TH HOUR,"$1,262 ",Recovery Room 
OUTPATIENT RECOVERY 18TH HOUR,"$1,323 ",Recovery Room 
OUTPATIENT RECOVERY 19TH HOUR,"$1,385 ",Recovery Room 
OUTPATIENT RECOVERY 20TH HOUR,"$1,447 ",Recovery Room 
OUTPATIENT RECOVERY 21ST HOUR,"$1,509 ",Recovery Room 
OUTPATIENT RECOVERY 22ND HOUR,"$1,571 ",Recovery Room 
OUTPATIENT RECOVERY 23RD HOUR,"$1,633 ",Recovery Room 
OUTPATIENT RECOVERY 24TH HOUR,"$1,695 ",Recovery Room 
TREADMILL ETT TRACING ONLY SMH,$640 ,Respitory Therapy
KING OF HEART  CVH ONLY,$522 ,Respitory Therapy
HOLTER MONITOR CVH ONLY,$344 ,Respitory Therapy
ARTERIAL PUNCTURE,$91 ,Respitory Therapy
"VITAL CAPACITY, TOTAL",$70 ,Respitory Therapy
NONPRESSURIZED INHALATION,$97 ,Respitory Therapy
MINI HEART NEB IST HOUR,$108 ,Respitory Therapy
MINI HEART NEB EACH ADD HOUR,$83 ,Respitory Therapy
CPAP,$157 ,Respitory Therapy
AEROSOL GENERATOR/DEMO EVAL,$144 ,Respitory Therapy
AEROSOL SUBSEQUENT,$72 ,Respitory Therapy
CHEST PERCUSSION,$176 ,Respitory Therapy
CHEST PERCUSSION SUBSEQUENT,$61 ,Respitory Therapy
SPUTUM FOR DIAG TESTING,$67 ,Respitory Therapy
SPIROMETRY PFT BASIC,$197 ,Respitory Therapy
SPIROMETRY BRONCHO EVALUATIO,$332 ,Respitory Therapy
BRONCHOSPASM PROVOCATION EVAL,$343 ,Respitory Therapy
VENTILATOR FIRST DAY,$909 ,Respitory Therapy
VENTILATOR SUBSQUENT DAYS,$431 ,Respitory Therapy
CPAP INITIAL AND MANAGEMENT,"$1,645 ",Respitory Therapy
LUNG VOLUMES,$343 ,Respitory Therapy
DIFFUSING CAPACITY,$343 ,Respitory Therapy
PULSE OXIMETRY MULTI,$438 ,Respitory Therapy
PULSE OXIMETRY OVERNIGHT,$355 ,Respitory Therapy
RHYTHM STRIP TRACING ONLY,$50 ,Respitory Therapy
ARTERIAL PUNCTURE,$63 ,Respitory Therapy
NON PRESSURIZED INH SUBSEQUENT,$97 ,Respitory Therapy
C SPINE IMMOBILIZATION,$104 ,SMH Ambulance 
AMBULANCE BASE FEE,$532 ,SMH Ambulance 
BLS AMB EA ADD MILE OVER 17 MI,$14 ,SMH Ambulance 
EXTRICATION/POWER TOOLS,$134 ,SMH Ambulance 
INJ ANTIBIOTIC,$87 ,SMH Ambulance 
INJ IV,$87 ,SMH Ambulance 
RESUSICATION,$174 ,SMH Ambulance 
STANBY/HR,$165 ,SMH Ambulance 
RN AMBULANCE TRANSPORT/HR CVH,$85 ,SMH Ambulance 
BLS AMB MILEAGE FIRST 17 MILES,$14 ,SMH Ambulance 
ALS AMB MILEAGE FIRST 17 MILES,$25 ,SMH Ambulance 
ALS AMB EA ADD MILE OVER 17 MI,$25 ,SMH Ambulance 
SPECIALTY TRANSPORT,$552 ,SMH Ambulance 
AMBULANCE NON COVERED MILES,$19 ,SMH Ambulance 
THERAP/DX INJ SQ/IM AMBULANCE,$52 ,SMH Ambulance 
"GROUND MILEAGE, PER STAT MILE",$14 ,SMH Ambulance 
BLS NONEMERGENCY TRANSPORT,$434 ,SMH Ambulance 
BLS NONEMERG TRANPSPT NON COV,$421 ,SMH Ambulance 
BLS EMERGENCY TRANSPORT,$548 ,SMH Ambulance 
SPECIALTY CARE TRANSPORT,$850 ,SMH Ambulance 
NONCOVERD AMBULANCE MILEAGE,$14 ,SMH Ambulance 
SPEECH THERAPY IND,$200 ,Speech Therapy 
SPEECH THERAPY-GROUP 15 MIN,$44 ,Speech Therapy 
SPEECH THERAPY EVAL OF SOUND,$168 ,Speech Therapy 
SPEECH THERAPY WOUND WITH LANG,$347 ,Speech Therapy 
EVALUATION OF VOICE & RESONANC,$347 ,Speech Therapy 
SPEECH THERAPY TRM SWALLOWING,$181 ,Speech Therapy 
SPEECH SWALLOW EVALUATION FUNC,$243 ,Speech Therapy 
ASSESSMENT OF TINNITUS,$80 ,Speech Therapy 
SPEECH ASSESSMENT OF APHASIA,$193 ,Speech Therapy 
SPEECH DEVELOPMENTAL TESTING,$235 ,Speech Therapy 
SPEECH STANARDIZED COGNITIVE,$203 ,Speech Therapy 
"COGNITIVE FUNCTIONS, ST",$90 ,Speech Therapy 
BONE MARROW ASPIRATION,$265 ,Surgical Services
SURGERY-MINOR,"$1,750 ",Surgical Services
BLOOD ADMINISTRATION 1 HR SURG,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 2 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 3 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 4 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 5 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 6 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 7 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 8 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 9 HRS SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 10 HR SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 11 HR SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 12 HR SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 13 HR SUG,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 14 HR SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 15 HR SUR,"$1,441 ",Surgical Services
BLOOD ADMINISTRATION 16 HR SUR,"$1,441 ",Surgical Services
UNSPECIFIED PROC ROOM LEVEL 1,$300 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 2,$400 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 3,$500 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 4,$600 ,Surgical Services
SURGERY LEVEL ONE,"$4,151 ",Surgical Services
SURGERY LEVEL ONE ADD 15 MIN,"$1,383 ",Surgical Services
SURGERY LEVEL TWO,"$5,311 ",Surgical Services
SURGERY LEVEL TWO ADD 15 MIN,"$1,733 ",Surgical Services
SURGERY LEVEL 3,"$6,356 ",Surgical Services
SURGERY LEVEL 3 ADD 15 MIN,"$1,014 ",Surgical Services
INCISION & DRAINAGE INTERMED,$404 ,Surgical Services
WOUND/ULCER DEBRIDE LEVEL ONE,$246 ,Surgical Services
WOUND/ULCER DEBRIDE LEVEL TWO,$334 ,Surgical Services
BIOPSY / EXCISION SIMPLE,$151 ,Surgical Services
BIOPSY / EXCISION INTERMEDIATE,$404 ,Surgical Services
BIOPSY / EXCISION COMPLEX,$553 ,Surgical Services
EXCISION BENIGN LES 1.1TO2.0CM,$759 ,Surgical Services
EXCISION BENIGN LESION 2.1,"$4,024 ",Surgical Services
EXCISION LESION FACE,"$2,480 ",Surgical Services
EXCISION MAL LESION 1.1 TO 2.0,"$2,480 ",Surgical Services
LACERATION REPAIR INPATIENT,$282 ,Surgical Services
LACERATION REPAIR SIMPLE OR,$282 ,Surgical Services
LACERATION INTERMEDIATE OR,$423 ,Surgical Services
REPAIR SCALP WOUND 2.6 TO 7.5,$660 ,Surgical Services
LACERATION COMPLEX OR,$563 ,Surgical Services
BLEPHAROPLASTY UPPER EYELID,"$1,016 ",Surgical Services
FX/DISLOCATION:INTERMEDIATE,$268 ,Surgical Services
PORTA CATH REMOVAL,$615 ,Surgical Services
TEMPORAL ARTERY BIOPSY,"$1,257 ",Surgical Services
PHLEBECTOMY,"$1,209 ",Surgical Services
BONE MARROW ASPIRATION,$359 ,Surgical Services
EGD WITH POLYPECTOMY,"$2,099 ",Surgical Services
PEG TUBE PLACEMENT,$754 ,Surgical Services
LAPROSCOPY,$874 ,Surgical Services
LIVER BIOSOPY,$870 ,Surgical Services
"HEPATOTOMY, DRAINAGE OF CYST",$688 ,Surgical Services
URETHRAL DILATION,$249 ,Surgical Services
PELVIC EXAM UNDER ANES,$162 ,Surgical Services
COLPOSCOPY,$261 ,Surgical Services
COLPOSCOPY,$47 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 1,$300 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 2,$400 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 3,$500 ,Surgical Services
UNSPECIFIED PROC ROOM LEVEL 4,$600 ,Surgical Services
BANDING HEMORRHOID,$318 ,Surgical Services
TEMPORAL ARTERY BIOPSY,"$3,165 ",Surgical Services
RECTAL DILITATION,$309 ,Surgical Services
SPHINCTEROTOMY,$294 ,Surgical Services
COLPOSCOPY,$168 ,Surgical Services
UNSCHE/ER LEVEL 1/SURG 1ST HR,"$3,160 ",Surgical Services
UNSCHED/EMERGENCY MINOR SURGER,"$1,910 ",Surgical Services
UNSCHE/EMER LEVEL1 SURG 1ST HR,"$2,905 ",Surgical Services
UNSCHE/ER LEVEL1/EA ADD 15 MIN,$878 ,Surgical Services
UNSCHE/ER LEVEL2/EA ADD 15 MIN,$990 ,Surgical Services
UNSCHE/ER LEVEL 3 SURG 1ST HR,"$3,448 ",Surgical Services
UNSCHE/ER LEVEL3/EA ADD 15 MIN,"$1,014 ",Surgical Services
SWING BED ROOM,$900 ,SwingBed 
NON SKILLED CARE DAY,$300 ,SwingBed 
TELEHEALTH ORIGINATING SITE,$36 ,Telehealth 
TELEHEALTH ORI SITE HOSPITALIS,$35 ,Telehealth 
TREADMILL ETT TRACING ONLY CVH,$640 ,Treatment Room
BURN TRATMENT: INTERMEDIATE,$221 ,Treatment Room
BURN TREATMENT: COMPLEX,$325 ,Treatment Room
INCISION & DRAINAGE INTERMEDI,$503 ,Treatment Room
INDEWELLING CATH INSERT TXR,$160 ,Treatment Room
BIOPSY EXC INTERMEDIATE OUT/ER,$362 ,Treatment Room
BIOPSY EXCISION COMPLEX OUT/ER,$521 ,Treatment Room
PUNCH BIOPSY-BIOPSY OF SKIN,$171 ,Treatment Room
BLOOD ADMINISTRATION 1 HR O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 2HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 3HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 4HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 5HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 6HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 7HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 8HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 9HRS O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 10HR O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 11HR O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 12HR O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 13HR O/ER,"$1,441 ",Treatment Room
BLOOD ADMINISTRATION 14HR 0/ER,"$1,441 ",Treatment Room
IMMOBILIZATION (SPLINT BUILT),$178 ,Treatment Room
CIRC-NEWBORN TRMT ROOM>30 DAYS,$361 ,Treatment Room
VACCINE ADMIN INITIAL TXM,$55 ,Treatment Room
VACCINE ADMIN SUBSEQUENT TXM,$23 ,Treatment Room
TREADMILL ETT TRACING ONLY CVH,$571 ,Treatment Room
IV HYDRATION INITIAL TX ROOM,$350 ,Treatment Room
IV HYDRATION EACH ADD HOUR TXR,$182 ,Treatment Room
IV THERAP INFUSION 1ST HR TXRM,$500 ,Treatment Room
IV THER INFUSION EA ADD HR TXR,$95 ,Treatment Room
IV THERAP SEQ INFUSIONS TXR,$207 ,Treatment Room
IV THERAP CONCUR INFUSION TXR,$209 ,Treatment Room
THERAP/DX INJ SQ/IM TRX ROOM,$87 ,Treatment Room
IV PUSH SINGLE/INITIAL TX ROOM,$171 ,Treatment Room
EA ADD SEQ IVPUSH NEW DRUG TXR,$76 ,Treatment Room
EA ADD IVPUSH SUBSEQUENT TXR,$62 ,Treatment Room
CHEMO INJ SQ/IM TX RM,$118 ,Treatment Room
TRMT RM PORTA FLUSH,$108 ,Treatment Room
TREATMENT ROOM NURSE VISIT,$26 ,Treatment Room
VISITING NURSE DISCH 15 MIN,$70 ,Visiting Nurse
VISITING NURSE DISCHARGE 30 MI,$140 ,Visiting Nurse
VISITING NURSE DISC 45 MIN,$210 ,Visiting Nurse
VISITING NURSE DISC 60 MIN,$280 ,Visiting Nurse
VISIT NURS SERV DISC 75 MINUTE,$350 ,Visiting Nurse
VISITING NURSE DISC 90 MIN,$420 ,Visiting Nurse
VISTING NURSE DISCH 120 MIN,$560 ,Visiting Nurse
VISIT NURSE SERV INIT 15 MIN,$70 ,Visiting Nurse
VISIT NURSE SERV INIT 30 MIN,$140 ,Visiting Nurse
VISIT NURSE SERV INIT 45 MIN,$210 ,Visiting Nurse
VISIT NURSE SERV INIT 60 MIN,$280 ,Visiting Nurse
VISIT NURS SERV INIT 75 MIN,$350 ,Visiting Nurse
VISIT NURSE SERV INIT 90 MIN,$420 ,Visiting Nurse
VISIT NURSE SERV INIT 105 MIN,$490 ,Visiting Nurse
VISIT NURSE SERV INIT 120 MIN,$560 ,Visiting Nurse
VISIT NURSE SERV INIT 150 MIN,$700 ,Visiting Nurse
VISIT NURSE SERV INIT 135 MIN,$630 ,Visiting Nurse
VISIT NURSE SERV INIT 165 MIN,$770 ,Visiting Nurse
VISIT NURSE SER INIT 180 MIN,$840 ,Visiting Nurse
VISIT NURSE SERV INIT 240 MIN,"$1,121 ",Visiting Nurse
VISITING NURSE SERV 15 MINUTES,$70 ,Visiting Nurse
VISITING NURSE SERV 30 MINUTES,$140 ,Visiting Nurse
VISITING NURSE SERV 45 MINUTES,$210 ,Visiting Nurse
VISITING NURSE SERV 60 MINUTES,$280 ,Visiting Nurse
VISITING NURSE SERV 75 MINUTES,$350 ,Visiting Nurse
VISITING NURSE SERV 90 MINUTES,$420 ,Visiting Nurse
VISITING NURSE SERV 120 MINUTE,$560 ,Visiting Nurse
VISITING NURSE SERV 105 MINUTE,$490 ,Visiting Nurse
VISITING NURSE SERV 135 MINUTE,$630 ,Visiting Nurse
VISITING NURSE SERV 150 MINUTE,$700 ,Visiting Nurse
,,
Description ,  Charge $   , Department 
**** Supply charges vary depending on supplier and are subject to change. ****,,
ADAPTER TRAC T W/BAG,$12 ,Chargeable Supply
ADAPTER BREAST PUMP DISP,$25 ,Chargeable Supply
ADHESIVE-SKIN GLUE,$87 ,Chargeable Supply
AIRWAY KIT EOA,$226 ,Chargeable Supply
AIRWAY ORAL,$12 ,Chargeable Supply
AIRWAY LMA,$95 ,Chargeable Supply
AIRWAY/NASOPHARYNGEAL,$39 ,Chargeable Supply
AIRWAY TUBE EOA,$147 ,Chargeable Supply
AMNIHOOK,$29 ,Chargeable Supply
ASPIRATOR MERCONIUM,$30 ,Chargeable Supply
BAG BLOOD DRAINAGE CHEST,$158 ,Chargeable Supply
BAG PRESSURE INFUSER BLOOD,$62 ,Chargeable Supply
BAG URINE PEDS U BAG,$19 ,Chargeable Supply
BAG BILE,$73 ,Chargeable Supply
BAG RESCUSITATOR AMBU DISP,$124 ,Chargeable Supply
BAG FEEDING GASTRO NUTRI,$37 ,Chargeable Supply
BARRIER SEPRAFILM ADHESION,$694 ,Chargeable Supply
BATH SITZ DISP,$14 ,Chargeable Supply
BLADE KNIFE W/HANDLE,$14 ,Chargeable Supply
BLADE KNIFE,$33 ,Chargeable Supply
BLANKET BAIR HUGGER TEMP DISP,$48 ,Chargeable Supply
BOOT UNA GELOCAST MEDICATED,$56 ,Chargeable Supply
BOOT LINER MULTIFRAME,$99 ,Chargeable Supply
BINDER ABDOMINAL,$164 ,Chargeable Supply
BOOT WALKING NONPNEUMATIC,$171 ,Chargeable Supply
BANDAGE ROLL KERLIX,$20 ,Chargeable Supply
BANDAGE ACE,$21 ,Chargeable Supply
ANKLE/FOOT ORTHOTIC (SWEDO),$94 ,Chargeable Supply
"BRACE,ANKLE AIR INC STIRRUP",$92 ,Chargeable Supply
BOWEL STAPLER LINEAR OPEN ILA,"$1,085 ",Chargeable Supply
BOWEL STAPLER GIA80-3.8 60-3.8,$392 ,Chargeable Supply
ELECTRODE SPIRAL,$41 ,Chargeable Supply
BOWEL LOADS STAPLER ILA DST SR,$728 ,Chargeable Supply
BOWEL STAPLER INTRALUM,"$1,076 ",Chargeable Supply
CANNISTER SUCTION,$63 ,Chargeable Supply
CANNISTER WOUND VAC,$233 ,Chargeable Supply
CAUTERY ELECTRODE CLEANER,$20 ,Chargeable Supply
CAUTERY ELECTRODE DISP,$89 ,Chargeable Supply
CAUTERY ELECTRODE FOOTSWITCH,$57 ,Chargeable Supply
CAUTERY ELECTRODE HANDSWITCH P,$196 ,Chargeable Supply
CAUTERY ELECTRODE TIP,$42 ,Chargeable Supply
CAUTERY ELECTRODE NEEDLE LOOP,$331 ,Chargeable Supply
CAUTERY PAD GROUND,$25 ,Chargeable Supply
COUNTER NEEDLE,$13 ,Chargeable Supply
CIRCUIT BREATHING,$55 ,Chargeable Supply
CHARCOAL CHAR FLOW,$50 ,Chargeable Supply
COLLECTOR FECAL,$38 ,Chargeable Supply
COVER BILI EYE DISP,$38 ,Chargeable Supply
CATH PICC LINE DOUBLE LUMEN,$230 ,Chargeable Supply
CATH PICC LINE SINGLE LUMEN,$180 ,Chargeable Supply
CURETTE VACUUM D & C DISP,$48 ,Chargeable Supply
CAST PADDING WATERPROOF PROCEL,$54 ,Chargeable Supply
CAST BOOT OVER CAST,$38 ,Chargeable Supply
CAST ROLL SCOTCH CAST TAPE,$39 ,Chargeable Supply
CAST SPLINT PRE-PKG,$87 ,Chargeable Supply
CAHT CHOLEANGIOGRAM,$311 ,Chargeable Supply
CAHT BILIARY,$288 ,Chargeable Supply
CATH ANGIO INTRACATH,$45 ,Chargeable Supply
CATH PICC SINGLE LUMEN,$226 ,Chargeable Supply
CATH PICC DUAL LUMEN,$392 ,Chargeable Supply
CATH IUP INTRAM,$112 ,Chargeable Supply
CATH MUSHROOM,$77 ,Chargeable Supply
CATH CVP GROSHONG,"$1,208 ",Chargeable Supply
CATH SUCTION,$19 ,Chargeable Supply
CATH THORACIC CHEST TUBE,$93 ,Chargeable Supply
CATH UMBILICAL,$81 ,Chargeable Supply
CATH URETERAL,$90 ,Chargeable Supply
CATH BARTHOLIN WOUND,$110 ,Chargeable Supply
CATHETER FOLEY COUDE,$84 ,Chargeable Supply
CATHETER FOLEY PLAIN,$97 ,Chargeable Supply
CATHETER FOLEY 3 WAY IRRIG.,$70 ,Chargeable Supply
CATHETER URINE STRAIGHT,$21 ,Chargeable Supply
