Department - Charge Category,Item Number - Charge ID,Description,Price
Other,10057,Graft Allomax Collagen (P) 13x15 92257708*,108
Other,6383,Surgicel 2X14 1951,374
Other,2448,AMPICILLIN SODIUM (AMPICILLIN SODIUM INJ) 500 MG = 1 VIAL (Dosage Form = VIAL),7
Other,10663,Pacemaker Device Evaluation Pre-op,64
Other,12030,OSELTAMIVIR PHOSPHATE (TAMIFLU CAP) 30 MG = 1 CAP (Dosage Form = CAP),41.45
Other,12009,EP Evaluation,86
Other,4367,Cutter Endolinear Tsb35,1355
Other,8068,Bordetella PCR - R,440
Other,6932,LINEZOLID (ZYVOX SUSP (GEN EQ) 150 ML) 100 MG = 5 ML (Dosage Form = SUS REC),1808.15
Other,98,Inj. For Ankle ArthrogramRT,286
Other,10743,Porp Micron 92218510*,1239
Other,10961,Cath Balloon Bil Max for 18F2C 92045053*,941
Other,10245,"LIDOCAINE HCL/EPINEPHRINE (LIDO. 1%-EPI 1:100,000 (30ML)) 30 ML = 1 VIAL (Dosage Form = VIAL)",13.7
Other,4968,HYDROCORTISONE VALERATE (WESTCORT 0.2% CREAM (15GM)) 1 APP = 1 APP (Dosage Form = CREAM),54.75
Other,9489,"Manganese, Plasma - R",119
Other,6598,TRIAMCINOLONE ACETONIDE (ARISTOCORT 0.025% OINT 15GM(G)) 1 APP = 1 APP (Dosage Form = OINT),11.25
Other,13060,CLOTRIMAZOLE (LOTRIMIN 1% SOLN 10ML)TOPICAL Dose Form = SOLUTION,140.85
Other,10972,TACROLIMUS (PROGRAF 1MG/1ML SUSP. (30ML)) 30 MG = 30 ML (Dosage Form = LIQUID),495.1
Other,8483,Cath Deflectable Deca All Types,3190
Other,5606,Nerve Block-I.E.Ax/Epi/Trig/F,608
Other,11818,Medtronic Centerpiece 22 X 68 mm,18703
Other,13117,Sheath Kink Resistent Super Arrow-Flex CL-07824,218
Other,3263,MAGNESIUM SULFATE (MAGNESIUM SULFATE INJ) 25 GM = 50 ML (Dosage Form = VIAL),16.7
Other,11966,Hemodialysis Catheter 92276111*,557
Other,8279,VAC Gran. Silver Small 55772*,219
Other,6109,Ring Transjugular Set,919
Other,2332,E/M New Pt.Lvl 4,160
Other,6776,Vaginal Misc Procedure,1236
Other,7761,Western Blot Protein Each 5 - R,509
Other,530,Scapula CompRT,279
Other,6527,Tip Mult-Orific Suc/Irr,107
Other,8021,ERTAPENEM SODIUM (INVANZ ADD-VANTAGE/ERTAPENEM) 1 GM = 1 VIAL (Dosage Form = VIAL),206.15
Other,6097,TRETINOIN (RETIN-A 0.05% CR. (20GM)) 1 APP = 1 APP (Dosage Form = CREAM),112.35
Other,8210,Ventricular Drain Insertion,773
Other,8730,Anaerobic Isolate Definitive 1,54
Other,10167,Antichromatin Antibodies IgG - R,257
Other,4356,CT Abscess Drainage,2899
Other,8879,THEOPHYLLINE ANHYDROUS (THEOPHYLLINE ELIX  (15ML) U/D) 80 MG = 15 ML (Dosage Form = SOLN),39.1
Other,9938,MT Aortic Freestyle 995 (P) 92187509*,16776
Other,3054,INSULIN ASPART (NOVOLOG INJ) 100 UNITS = 1 ML (Dosage Form = VIAL),208.9
Other,9002,Morphometric Analy each AB,478
Other,9340,ASENAPINE (SAPHRIS SL TABLET) 5 MG = 1 TAB (Dosage Form = TAB SUBL),33.05
Other,12991,Guidewire Jtip .035x150cm Terumo,104
Other,12062,Alloderm per SQCM 9.6 x 19.3 Contour,89
Other,1541,Antiphosphatidylserine AB - R,420
Other,12735,Catheter Dual Lumen Avalon 27-31F,3431
Other,12203,Reload Endo GIA 45 x Thick 92276577*,1650
Other,8474,Immunofixation (IFE) Ur,196
Other,6455,Tegaderm 2 3/4 X 2 3/8 1624W,
Other,11453,DBM Orthoblend Grafton SM 5ml,1984
Other,10791,AMINOPHYLLINE (AMINOPHYLLINE SYRINGE) 100 MG = 4 ML (Dosage Form = SYRINGE),9.15
Other,7909,IV INF Seq Medication each Add l Hour,152
Other,11605,Wire Stingray Coronary CTO Wire,1208
Other,12330,Propel Mini Sinus Implant,1713
Other,1,Virtual Colon Screening,3176
Other,11960,Speech Lang Current Status,1
Other,9530,PTA Tibial/Peroneal w/ Atherectomy each Add'l,25773
Other,5330,ENOXAPARIN SODIUM (LOVENOX INJ) 150 MG = 1 ML (Dosage Form = SYRING),286.7
Other,10789,Needle Transbronch ASP 19g 92236058*,324
Other,4651,VENLAFAXINE HCL (EFFEXOR TAB) 37.5 MG = 1 TAB (Dosage Form = TAB),3.75
Other,12734,Kit Access Avalon,366
Other,12441,IDARUCIZUMAB (PRAXBIND) 2.5 GM/50 ML IV VIAL,3969
Other,6292,HYDROCORTISONE SOD SUCC/PF (SOLU-CORTEF) 250 MG = 2 ML (Dosage Form = VIAL),11.8
Other,8740,"Jamshidi 4"" Needle 57190*",208
Other,4765,Extended Recovery,694
Other,11097,Anchor 5.5 Corkscrew 92259696*,1050
Other,5368,Marker Tissue 11G,510
Other,11283,Connector Cath Y Neuro,794
Other,4237,CLOBETASOL PROPIONATE (TEMOVATE 0.05% CREAM (60GM)) 1 APP = 1 APP (Dosage Form = CREAM),867.45
Other,5269,LIDOCAINE HCL (XYLOCAINE 0.5% INJ (50ML)) 5 MG = 1 ML (Dosage Form = VIAL),14.05
Other,10546,"Factor X, Chromogenic - R",233
Other,8567,Electron Microscopy Diagnostic - R,1034
Other,10581,DOBUTAMINE 250MG/250ML D5W (DOBUTAMINE 250MG/D5W 250ML INJ) 250 MG = 250 ML (Dosage Form = IV SOLN.),33.4
Other,1345,"Magnesium, Serum",45
Other,12845,Sensor Cable Advisor/Flexability,917
Other,5220,Lead Delivery System,
Other,10323,Diffusion Capacity,152
Other,7759,Western Blot Protein Each 3 - R,509
Other,6054,Recovery Room Time per hour,675
Other,11358,Digit Widget 92260546*,4965
Other,4992,IBUPROFEN (MOTRIN TAB) 400 MG = 1 TAB (Dosage Form = TAB),1
Other,5402,Mesenteric Stent Placement,
Other,6588,Tray Temp Sens Meter,217
Other,3694,TRIAMCINOLONE ACETONIDE (ARISTOCORT OINT 0.1% (GEN)80GM) 1 APP = 1 APP (Dosage Form = OINT),17.95
Other,9636,Reload Arctic (P) 92104280*,1255
Other,4818,FLUORESCEIN SODIUM (FLUORESCITE 10% INJ (5ML)) 5 ML = 5 ML (Dosage Form = INJ),147.9
Other,2172,"Pulse Oxi,Multi",22
Other,10660,MAG HYDROX/AL HYDROX/SIMETH (MYLANTA II SUSP (60ML)) 60 ML = 60 ML (Dosage Form = ORAL SUSP),1.1
Other,11438,DBX Putty 5cc 92258250*,3015
Other,10605,CHOLESTYRAMINE/ASPARTAME (PREVALITE) 4 GM = 1 PACKET (Dosage Form = PACKET),8.65
Other,1140,Urine-Microscopic,22
Other,9603,Lens SN6AT4 Corrective (P) 92250620*,666
Other,4282,Colposcopy With Biopsies,459
Other,6884,LIDOCAINE HCL (XYLOCAINE-MPF 0.5% INJ (50ML)) 5 MG = 1 ML (Dosage Form = VIAL),34.35
Other,13204,RABIES IMMUNE GLOBULIN PF (HYPERRAB INJ) 1500 UNITS/5 ML Dosage form = VIAL,7351.05
Other,13219,CIPROFLOXACIN (CIPRO 500MG/5ML SUSP. (100ML) PO (Dosage Form = SUS MC),385.5
Other,5352,NITROFURANTOIN/NITROFURAN MAC (MACROBID CAP) 100 MG = 1 CAP (Dosage Form = CAP),4.85
Other,6301,ECONAZOLE NITRATE (SPECTAZOLE 1% CREAM (30GM)) 1 APP = 1 APP (Dosage Form = CREAM),80.7
Other,1479,Vasoactive Int. Polyp (VIP) - R,89
Other,910,CT Guidance for Procedure,2839
Other,11419,Core Decomp Pro Dense Kit 15cc 92274101*,25013
Other,4300,Connector Gas Sample,
Other,4008,CARBAMAZEPINE (TEGRETOL XR TAB) 200 MG = 1 TAB (Dosage Form = SR TAB),2.1
Other,7780,Enterovirus Ad Add 4 - R,34
Other,365,Superior Hypogas Plexus,968
Other,5480,MORPHINE SULFATE (MS CONTIN SR TAB) 30 MG = 1 TAB (Dosage Form = SR TAB),5.75
Other,4520,OLSALAZINE SODIUM (DIPENTUM 250 MG CAP) 250 MG = 1 CAP (Dosage Form = CAP),43.4
Other,5623,NIACIN (NIACIN SR CAP) 250 MG = 1 CAP (Dosage Form = SR CAPS),1
Other,5178,CLONAZEPAM (KLONOPIN TAB (GEN EQUIV)) 1 MG = 1 TAB (Dosage Form = TAB),2.95
Other,2596,Perclose Closer Arter Vasc,775
Other,2774,"Sheath, All Sizes",350
Other,12821,Tubing Set Sonopet,733
Other,13114,Guidewire Terumo Stiff Angle .035 260cm GS3509,185
Other,13169,Seperator Sep4 Indigo,1871
Other,11232,ALUMINUM HYDROXIDE (AMPHOJEL SUSPENSION (120ML)) 7680 MG = 120 ML (Dosage Form = ORAL SUSP),6.9
Other,10295,Accessory Revision SCS Lead 92241520*,1314
Other,9847,LACOSAMIDE (VIMPAT) 50 MG = 1 TAB (Dosage Form = TABLET),16
Other,10804,Gastric Lavage System 34fr*,414
Other,6014,FLUOXETINE HCL (PROZAC 20MG/5ML SOLN U/D (5ML)) 20 MG = 5 ML (Dosage Form = SOLN),18.3
Other,5513,SODIUM CHLORIDE (MURO-128 5% OPTH OINT  (3.5GM)) 1 APP = 1 APP (Dosage Form = OINT),40.75
Other,11786,Cutter Bryan 14-18mm,3839
Other,5517,CLOTRIMAZOLE (MYCELEX TROCHE 10 MG TAB) 10 MG = 1 TAB (Dosage Form = TROCHE),4.4
Other,2799,Gdn Stent Aculink Carotid,6015
Other,6925,OLANZAPINE (ZYPREXA INJ) 10 MG = 1 VIAL (Dosage Form = VIAL),146.25
Other,4234,SULINDAC (CLINORIL TAB (GEN EQUIV)) 150 MG = 1 TAB (Dosage Form = TAB),2.75
Other,2408,Prev Med Counsel Indiv 30 Min,113
Other,6647,Tube Feed 8F Adult *,344
Other,11830,Vitalio SR Single Pacemaker,4808
Other,6237,SILVER SULFADIAZINE (SILVADENE 1% CR. (GEN EQ) 20GM) 1 APP = 1 APP (Dosage Form = CREAM),16.85
Other,10786,Introducer St. Jude 8FR 92236967*,201
Other,728,MRI Abdomen W/Contrast,2651
Other,1070,Lipid Profile,90
Other,8323,TIPS Complete,6967
Other,12784,Bur S2 Precision Round 2.0-5.0mm Stryker,950
Other,10410,EEG SER 4 Extremity,568
Other,40,Wedge Excision/Nail Fold Toe,669
Other,12056,Epifix 3x4 Per sqcm,576
Other,6325,Stapler Skin Pmw35,95
Other,6669,Tube Rae Ora Uncuf 4.5,54
Other,11827,Ironton Lung Cancer Screening Cash Only,78
Other,3828,BENZOCAINE (HURRICAINE 20% SPRAY - 2 OZ) 1 SPRAY = 1 SPRAY (Dosage Form = SPRAY),44.3
Other,10542,"Adenosine Deaminase, Fld - R",295
Other,12440,Wand Coblator Procise Max,661
Other,4505,PHENYTOIN SODIUM EXTENDED (DILANTIN KAPSEAL) 30 MG = 1 CAP (Dosage Form = CAP),1
Other,2623,CDS Guidewires Steerable,521
Other,5660,LABETALOL HCL (TRANDATE TAB) 300 MG = 1 TAB (Dosage Form = TAB),3.25
Other,1628,Chlamydia Ab IgM - R,119
Other,9537,PTA Iliac and Stent each Add'l,21991
Other,6699,Tube Trach Cuff 4.5,
Other,6779,VALPROATE SODIUM (DEPAKENE 250MG/5ML SOLN (U/D)) 250 MG = 5 ML (Dosage Form = SOLUTIO),2.75
Other,11550,Thyroid Imaging Including Vascular Flow,
Other,3784,Bag Uridrain Lg,0
Other,12256,TCC EZ Boot Large,285
Other,775,CTA Abd Aorta Bila Fem Runoff,1876
Other,1508,Factor VIII - Activity,33
Other,12704,Smaller Sizes Penumbra Peripheral Ruby Coils,1703
Other,2742,Angio.Birds Nest Filter,2275
Other,4010,CARBIDOPA/LEVODOPA (SINEMET 25/100 TAB (GEN EQ.)) 1 TAB = 1 TAB (Dosage Form = TAB),2.5
Other,2213,"Ep,Psver",938
Other,256,Intro Gi Tube,1601
Other,2797,Discectomy Probe 407-280,4441
Other,1073,Drg Scrn Qual Gc Each Proced - R,187
Other,5495,MRI Misc,4254
Other,10217,CASTOR OIL (NEOLOID EMULSION (4 OZ)) 15 ML = 15 ML (Dosage Form = EMULSN),18.75
Other,480,LS Spine w Flex Ext Comp Minimum 6 Views,478
Other,10489,Complex Cystometrogram,765
Other,8275,Sensor SPO2 Neo 92206853,111
Other,4884,GLYBURIDE/METFORMIN HCL (GLUCOVANCE 1.25MG-250MG TAB) 1 TAB = 1 TAB (Dosage Form = TAB),2.1
Other,10190,Surgical Procedure 1200 OHS,10982
Other,8123,FLECAINIDE ACETATE (TAMBOCOR TAB) 50 MG = 1 TAB (Dosage Form = TAB),5.45
Other,12566,DABIGATRAN ETEXILATE 110MG CAP (PRADAXA) (Dosage Form = CAPSULE),21.85
Other,10119,Dilator Urethral S Curve Set (P) *,707
Other,8961,"Pregnenolone, MS - R",119
Other,4248,CLOZAPINE (CLOZARIL TAB (GEN EQ.)) 25 MG = 1 TAB (Dosage Form = TAB),4.15
Other,6357,SUCRALFATE (CARAFATE SUSP (4 OZ)) 1 GM = 10 ML (Dosage Form = SUSP),26.25
Other,6059,NABUMETONE (RELAFEN) 750 MG = 1 TAB (Dosage Form = TAB),4.5
Other,1158,Alpha Feto Prot. Amniotic - R,113
Other,1232,CK Total,44
Other,5399,MESALAMINE (CANASA SUPP.) 1000 MG = 1 SUPP (Dosage Form = SUPP),32.4
Other,1156,A1 Trypsin Phenotype - R,35
Other,10077,Progel (P) 92236546*,3738
Other,10899,Additional SVT Ablation,884
Other,12217,PEMBROLIZUMAB (KEYTRUDA/PEMBROLIZUMAB) 100 MG = 4 ML (Dosage Form = VIAL),10084.7
Other,6937,Late Rm.Priv.Neuro Stepdown,
Other,2230,Analyze Neurostim Generator Complex per Analysis,607
Other,10807,PHENOBARBITAL (PHENOBARB. 20MG/5ML ELIX 60ML) 240 MG = 60 ML (Dosage Form = ELIXIR),10
Other,459,Ribs Uni W Chest Min 3 VwsRT,279
Other,512,MRI Pelvis W/Wo Contrast,3972
Other,1205,Carcinoembryonic (CEA),127
Other,2848,E-Stim (unattended) Nonheal Wound Care PT,48
Other,9838,"Lyme Disease Ab, Quant IgM - R",44
Other,5308,LOPERAMIDE HCL (IMODIUM LIQUID 5ML (U/D)) 1 MG = 5 ML (Dosage Form = LIQUID),2.75
Other,10776,Strattice Tissue Firm 20x30 92272314*,106
Other,242,Inj.For Lymphangiogram,316
Other,4362,"Cup,Hysterocath",350
Other,2899,PENICILLIN G BENZATHINE (BICILLIN L-A) 1200000 UNITS = 2 ML (Dosage Form = SYRING),209.65
Other,1389,Opiate Total - R,220
Other,2182,"Psg, 4 Parameters Attended 6 Years or older",4006
Other,9567,Davinci Obturator 60087*,260
Other,11024,Cath Suprapubic Rutner 10-16fr 92267426*,286
Other,8175,Pain Block Dental or TMJ,408
Other,8786,Aerobic Isolate Definitive 19,122
Other,3532,ACETAMINOPHEN (TYLENOL SUPP (GEN EQUIV)) 120 MG = 1 SUPP (Dosage Form = SUPP),1.75
Other,3357,AZATHIOPRINE (IMURAN (GEN EQUIV) TAB) 50 MG = 1 TAB (Dosage Form = TAB),3.7
Other,10610,Electrode TUR 24FR Incise Knife,844
Other,11423,Meniscal Knot Pusher *,433
Other,3651,Anesthesia Per Minute,27
Other,506,Pelvis Minimum 3 Views,279
Other,8024,MORPHINE SULFATE (MORPHINE SULFATE INJ) 250 MG = 10 ML (Dosage Form = VIAL),18.45
Other,6648,Tube Gastro Moss,1520
Other,2631,Guide Wire Mini 501228,111
Other,113,Strap Elbow/Wrist,154
Other,10481,Tomosynthesis DX Bilateral Digital,58
Other,11385,ALPHA-1-PROTEINASE INHIBITOR (GLASSIA) 1000 MG = 50 ML (Dosage Form = VIAL),1096.2
Other,6113,RISPERIDONE (RISPERDAL TAB) 1 MG = 1 TAB (Dosage Form = TAB),7.9
Other,2096,EPS after IV Drug Infusion,5481
Other,10748,Piston Smart 92260017*,1092
Other,608,MRI Elbow WWO Contrast Right,4512
Other,6250,MONTELUKAST SODIUM (SINGULAIR CHEWABLE TAB) 4 MG = 1 TAB (Dosage Form = CHWTAB),9.15
Other,2687,Port Hickman Subcut,1361
Other,8245,Collar Newport Short 38265*,79
Other,1778,"Culture, Tissue/Bone",57
Other,4912,HALOPERIDOL (HALDOL TAB (GEN EQUIV)) 1 MG = 1 TAB (Dosage Form = TAB),1.25
Other,9968,Trocar Kit Optical *,323
Other,10095,System CT Closure 92273121*,538
Other,1598,Mononucleosis - IgM,33
Other,3560,SALMETEROL/FLUTICASONE (ADVAIR 500/50 DISKUS INH-7DAY) 1 PUFF = 1 PUFF (Dosage Form = DISK),348.3
Other,12357,Generator EXT Pulse St Jude,1963
Other,4855,GEMFIBROZIL (LOPID TAB) 600 MG = 1 TAB (Dosage Form = TAB),3.75
Other,3801,Bandage Elastic 2 In,
Other,5462,Misc Drugs,
Other,9055,Brachytherapy Procedure Unlisted,1353
Other,3248,VANCOMYCIN HCL (VANCOCIN INJ ADV (GEN EQUIV)) 1 GM = 1 VIAL (Dosage Form = VIAL),50.2
Other,1510,Von Willebrand Factor Ag,152
Other,12654,Putty Regeneross 0.5cc,273
Other,3602,AMANTADINE HCL (SYMMETREL 100MG/10ML U/D CUP) 100 MG = 10 ML (Dosage Form = SYRUP),4.2
Other,9903,Tubing Cool Path,334
Other,7941,VINORELBINE TARTRATE (NAVELBINE INJ(VINORELBINE)-GEQ) 50 MG = 5 ML (Dosage Form = VIAL),481.5
Other,11338,Neurostim Restore Advanced MRI 92273924*,23340
Other,753,"Cystogram,3?",320
Other,5177,KitLTa,
Other,1990,IV Push Injection Each Add'l Seq. New Drug,186
Other,9091,Echotip 21 gage (7cm),48
Other,3220,ALTEPLASE RECOMBINANT (ACTIVASE(CATHFLO)/ALTEPLASE) 2 MG = 2 ML (Dosage Form = VIAL),234
Other,12888,Lead Whole Blood Pediatric-R,80
Other,5843,PILOCARPINE HCL (PILOCAR 4% OPT SOL(GEN EQ)15ML) 1 DROPS = 1 DROPS (Dosage Form = DROPS),234.65
Other,702,MRI Lower Joint W/Wo Contrast,2651
Other,5373,Mattress S/G/P,
Other,6737,REMIFENTANIL HCL (ULTIVA INJ) 1 MG = 1 VIAL (3ML) (Dosage Form = VIAL),229.5
Other,10930,Thrombolytic Arterial/Venous Therapy,4194
Other,6248,CARBIDOPA/LEVODOPA 50/200 CR (SINEMET CR 50/200 SR TAB) 1 TAB = 1 TAB (Dosage Form = SRTAB),6.35
Other,9600,Lens SN6AT5 Corrective (P) 92242908*,666
Other,5938,PRIMAQUINE PHOSPHATE (PRIMAQUINE PHOS TAB(15MG BASE)) 15 MG = 1 TAB (Dosage Form = TAB),5.6
Other,6197,QUETIAPINE FUMARATE (SEROQUEL TAB) 100 MG = 1 TAB (Dosage Form = TAB),23.8
Other,331,Epidural Cath Removal,2846
Other,5311,METOPROLOL TARTRATE (LOPRESSOR INJ) 5 MG = 5 ML (Dosage Form = VIAL),23.25
Other,9564,Uterine Manipulator Tips All Sizes 69858*,457
Other,2793,Yttrium-90 per Dose,24540
Other,12456,Davinci XI Reload 30 White,659
Other,2850,Direct Admit History,907
Other,5788,PAROXETINE HCL (PAXIL CR 37.5 MG TAB SA) 37.5 MG = 1 TAB (Dosage Form = SRTAB),9.5
Other,3572,"LANOLIN/MIN OIL/PETROLAT,WHT (AKWA OPTH OINT (3.5GM)) 1 APP = 1 APP (Dosage Form = OINT)",12.15
Other,1120,Tobramycin - Random Level,107
Other,368,Skull(1-3 Views),279
Other,9758,Saw Blade Sagittal (P) 92235718*,365
Other,1782,Cult Quant. Protected Brush,63
Other,9020,ATEC Biopsy Site Identifier *58875 / *58800,330
Other,5744,OXYCODONE HCL (ROXICODONE TAB) 15 MG = 1 TAB (Dosage Form = TAB),3.25
Other,8018,HEP B VIR VACC RECOMB (RECOMBIVAX HB PED) 5 MCG = 0.5 ML (Dosage Form = VIAL),89.9
Other,3741,AMOX TR/POTASSIUM CLAVULANATE (AUGMENTIN TAB) 250 MG = 1 TAB (Dosage Form = TAB),7.75
Other,4377,CYCLOPENTOLATE HCL (CYCLOGYL 1% OPTH DROPS (2ML)),33.15
Other,4203,CICLOPIROX (LOPROX 0.77% CREAM (30 GM)) 1 APP = 1 APP (Dosage Form = CREAM),178.45
Other,1119,Tobramycin Tr,107
Other,4379,PYRIMETHAMINE (DARAPRIM TAB) 25 MG = 1 TAB (Dosage Form = TAB),1.35
Other,3838,BETAMETHASONE VALERATE (VALISONE 0.1% CR. (GEN EQ)15GM) 1 APP = 1 APP (Dosage Form = CREAM),44.5
Other,3957,CALCIUM CARBONATE (CALCIUM CARBONATE TAB) 1250 MG = 1 TAB (Dosage Form = TAB),1
Other,4774,FELBAMATE (FELBATOL TAB) 600 MG = 1 TAB (Dosage Form = TAB),4.25
Other,10808,Endobutton CL Ultra Fix 10mm only,3818
Other,12132,Plate Cranial 1.5 / 52mm Subtemp 8H,1354
Other,1674,Rickettsia Each Add - R,44
Other,9235,PRIVIGEN/IVIG 10% VIAL 5GM/50ML,1542.25
Other,1266,Immunoglobulin Igm,62
Other,10135,Tube Paparella (P) 92256684*,55
Other,6426,METHIMAZOLE (TAPAZOLE TAB) 10 MG = 1 TAB (Dosage Form = TAB),2.4
Other,2243,Chemo IV Push,272
Other,11258,Overtube Reach 92273719*,1039
Other,4762,Exercise Phase I,233
Other,11823,MEROPENEM 1GM/100ML NS (MERREM 1GM/NS 100ML MB) 1 GM = 100 ML (Dosage Form = MINIBAG),71.05
Other,11627,Generator VNS Demipulse 92274602*,59805
Other,3040,INSULIN REGULAR HUMAN REC (NOVOLIN R INJ (U/D)) 100 UNITS = 1 ML (Dosage Form = VIAL),95.2
Other,424,CT Neck W/O Contrast,2565
Other,366,Optic Foramina,282
Other,12482,Elotuzumab 400mg Vial (Empliciti) Dosage form = Vial,5370.65
Other,5848,HYDROXYCHLOROQUINE SULFATE (PLAQUENIL) 200 MG = 1 TAB (Dosage Form = TAB),3.7
Other,4936,"HEPARIN SODIUM,PORCINE (HEPARIN LOCK FLUSH (5ML)) 500 UNITS = 5 ML (Dosage Form = SYRING)",2.3
Other,4671,Electrode Ntp Pacer,315
Other,2313,MNT Indiv Initial Ea 15 Min,57
Other,4449,TOLTERODINE TARTRATE (DETROL 2 MG TAB) 2 MG = 1 TAB (Dosage Form = TAB),12.85
Other,2555,Dialysis Cath,2170
Other,4920,HCTZ/TRIAMTERENE (MAXZIDE 75/50 TAB (GEN EQUIV)) 1 TAB = 1 TAB (Dosage Form = TAB),1
Other,5700,Ocular Laser Treatment Per Eye,2683
Other,9405,JC Virus DNA by PCR - R,440
Other,6087,Respiratory Proc First 30 Min,334
Other,1251,"Estrone, Serum - R",71
Other,12010,Insert Subq Implatable DFB Electrode,16111
Other,6408,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 100 MCG = 1 TAB (Dosage Form = TAB),1.1
Other,7992,MAGNESIUM SULFATE 4GM/100ML (MAGNESIUM SULF 4GM/100ML P-MIX) 4 GM = 100 ML (Dosage Form = INJ),24.3
Other,509,Pelvis Wwo Cont,1952
Other,4202,Cholangiocath,243
Other,6107,RIFAMPIN (RIFADIN CAPSULE) 150 MG = 1 CAP (Dosage Form = CAP),4.65
Other,4395,MISOPROSTOL (CYTOTEC TAB) 200 MCG = 1 TAB (Dosage Form = TAB),3.2
Other,3025,ENOXAPARIN SODIUM (LOVENOX INJ) 60 MG = 0.6 ML (Dosage Form = SYRING),110.25
Other,1058,General Health Panel,233
Other,4792,FLUDROCORTISONE ACETATE (FLORINEF ACETATE) 0.1 MG = 1 TAB (Dosage Form = TAB),2.35
Other,5756,Pacing Swan,2563
Other,8866,Aero-vent Collapsible Holding Chamber 51052*,26
Other,757,Urography Retroe W/Wo Kub,754
Other,13162,POTASSIUM CHLORIDE (POTASSIUM CHLORIDE INJ) 10 MEQ/5ML CONC (Dosage Form =SYRINGE),10.95
Other,1898,Cell Surface Marker XII - R,241
Other,6475,TERBINAFINE HCL (LAMISIL TAB) 250 MG = 1 TAB (Dosage Form = TAB),23.9
Other,3858,Biopsy Breast Needle Core,1776
Other,9290,CT Heart w 3D Image Congenital,2594
Other,13139,OLARATUMAB (LARTRUVO) 190MG/19ML VIAL,2074.9
Other,577,MRI Humerus W/Wo Cont Left,4776
Other,11546,BETAMET DIPROP/PROP GLY (DIPROLENE AF 0.05% CREAM 50GM) 1 APP = 1 APP (Dosage Form = CREAM (G)),227.25
Other,2852,E-Stim (unattended) other than Wound Care PT,48
Other,1650,HTLV I & II Ab West Blot - R,148
Other,9965,Electrode TUR Vapor *,853
Other,4244,Clorpactin 2Gm Wcs 90 Pdr,12.05
Other,9067,Computerized Dynamic Posturography OT,296
Other,10482,Blade Short Tapered Recipro 22 92218270*,522
Other,3751,MICROFIBRILLAR COLLAGEN (AVITENE 1 GM PWD) 1 APP = 1 APP (Dosage Form = POWDER),311.35
Other,9137,Anesthesia (GEDMS) 15 Minutes,376
Other,11237,ZINC SULF/CUSO4 P-HYD/MANG/CR (ADDAMEL N) 10 ML = 10 ML (Dosage Form = VIAL),51.15
Other,9266,Vessel Mapping for Hemodialysis,1393
Other,2010,Speech & Language Group,57
Other,3020,Tube Deaver T 18FR,111
Other,6650,Tube Levin 10FR,
Other,4799,FLUCONAZOLE 150MG/75ML NS (DIFLUCAN/FLUCONA 150MG/75MLNS) 150 MG = 75 ML (Dosage Form = PB),256.65
Other,13131,Perciva VR DF4 ICD Pacemaker,14277
Other,9771,NIM ENT Stimulator Probe (P) 92213784*,352
Other,3510,FLUTAMIDE (EULEXIN CAP) 125 MG = 1 CAP (Dosage Form = CAP),6.75
Other,6228,Sheath Endoscrub 0 Deg,304
Other,9463,Western Blot with Interp - R,510
Other,10759,"Mesh Ventralight Echo 8"" 92272168*",5083
Other,2292,Sensory Integr Tech Ea 15M-OT,72
Other,12295,SACUBITRIL/VALSARTAN (ENTRESTO 24/26) 1 TAB = 1 TAB (Dosage Form = TAB),23.4
Other,594,MRI Elbow W Contrast Left,3220
Other,3125,MORPHINE SULFATE (MORPHINE SULFATE INJ) 10 MG = 1 ML (Dosage Form = SYRING),3.5
Other,4262,Coils M Extra Firm 2D,3513
Other,6761,US Breast Cyst Add Asp,928
Other,11568,Cage Pyramesh 16x60 92245877*,12949
Other,13035,Graft Vascular Advanta VXT 6 x 50cm,2277
Other,2238,E/M New Pt.Lvl 2,306
Other,9373,Lymphedema Mobil/Manual - PT,90
Other,4900,GUAIFENESIN (ROBITUSSIN SYR U/D-10ML) 200 MG = 10 ML (Dosage Form = SYRUP),1.5
Other,11967,Retractor Capsule MST 92276124*,443
Other,5805,PENICILLIN V POTASSIUM (PEN-VEE K TAB) 500 MG = 1 TAB (Dosage Form = TAB),1
Other,327,Inj wwo Cont Lumbar/Sacral w Any Guidance,2013
Other,1484,Vitamin A (Retinol) - R,39
Other,13010,"Calcium, Sodium Hydroxide (Nair or similar) 9 oz cream",15.15
Other,7626,CT Ablation Ground Pads,396
Other,9889,Shunt Kit Stealth Axiem (P)*,1807
Other,471,MRA Chest with or without Contrast,3220
Other,9231,Uterine Fibroid Embolization  Complete,26770
Other,1815,RSV Rapid Antigen,79
Other,409,TMJ  Open-Close Mouth Uni RT,249
Other,5727,KETOPROFEN (ORUDIS CAP (GEN EQUIV)) 50 MG = 1 CAP (Dosage Form = CAP),3.7
Other,12761,Anchor Clik,930
Other,538,Elbow 2 ViewsLT,246
Other,3122,MORPHINE SULFATE (MORPHINE SULFATE INJ) 4 MG = 1 ML (Dosage Form = SYRING),2.7
Other,7895,Revise / Removal of Cast,308
Other,11397,Plate Trochanteric 150mm 92250950*,4055
Other,5730,CALCIUM CARBONATE/VITAMIN D3 (OSCAL 250+D) 1 TAB = 1 TAB (Dosage Form = TAB),1
