PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC
92212552,HYDROCODONE APAP 5-500MG TAB,28314537320,250, $8.00 ,,
92212553,HYDROCORTISONE ACET 1% CRE,28314537320,250, $149.50 ,,
92212554,CARTEOLOL HCL 1% EYE SOL,28314537320,250, $82.50 ,,
92212555,IBUPROFEN 400MG TAB,28314537320,250, $8.00 ,,
92212556,AMITRIPTYLINE HCL 10MG TAB,28314537320,250, $8.00 ,,
92212557,ONDANSETRON HCL 4MG/5ML SOL,28314537320,250, $112.40 ,,
92212558,BUPROPION HCL 100MG TAB,28314537320,250, $8.00 ,,
92212559,ERYTHROMYCIN ES/SULFISOX SUS,28314537320,250, $63.90 ,,
92212560,AMANTADINE HCL 50MG LIQ,28314537320,250, $8.00 ,,
92212561,MAGNESIUM SULF 4% INJ,28314537320,250, $36.50 ,,
92212562,DESONIDE 0.05% OIN,28314537320,250, $252.50 ,,
92212563,AK-PENTOLATE 1% EYE SOL,28314537320,250, $758.00 ,,
92212564,ALENDRONATE NA 5MG TAB,28314537320,250, $12.50 ,,
92212565,METHIMAZOLE 10MG TAB,28314537320,250, $8.50 ,,
92212566,LABETALOL HCL 200MG TAB,28314537320,250, $8.00 ,,
92212567,NYSTATIN/TRIAMCINOLONE CRE,28314537320,250, $470.00 ,,
92212568,CALCIPOTRIENE 0.005% CRE,28314537320,250," $1,855.50 ",,
92212569,FOLIC ACID 5MG/ML INJ,28314537320,250, $25.00 ,,
92212570,ZINC OXIDE 20% OIN,28314537320,250, $14.00 ,,
92212571,MOEXIPRIL HCL 7.5MG TAB,28314537320,250, $8.00 ,,
92212572,BUPIVACAINE/EPI 0.25%/0.0005 I,28314537320,250, $25.00 ,,
92212573,GLYBURIDE MICRO 3MG TAB,28314537320,250, $8.00 ,,
92212574,ASCORBIC ACID 500MG/5ML LIQ,28314537320,250, $8.00 ,,
92212575,SODIUM CL 0.45% IVS,28314537320,258, $26.50 ,,
92212576,NADOLOL 40MG TAB,28314537320,250, $16.50 ,,
92212577,BUMETANIDE 1MG TAB,28314537320,250, $8.00 ,,
92212578,CEFUROXIME AXETIL 500MG TAB,28314537320,250, $45.50 ,,
92212579,MIDAZOLAM HCL 5MG/ML INJ,28314537320,250, $28.00 ,,
92212580,LOPERAMIDE HCL 2MG CAP,28314537320,250, $8.00 ,,
92212581,FLUPHENAZINE HCL 5MG TAB,28314537320,250, $8.00 ,,
92212582,HYDROXYZINE PAM 100MG CAP,28314537320,250, $8.00 ,,
92212583,THEOPHYLLINE 200MG C24,28314537320,250, $12.00 ,,
92212584,DOXEPIN HCL 150MG CAP,28314537320,250, $14.00 ,,
92212585,HYDROCORTISONE NA SUCC 100MG I,28314537320,250, $55.00 ,,
92212586,METHENAMINE HIPP 1GM TAB,28314537320,250, $10.50 ,,
92212587,CARBACHOL 3% SOL,28314537320,250, $289.70 ,,
92212588,ISOSORBIDE DN 2.5MG TAB,28314537320,250, $8.00 ,,
92212589,ENALAPRIL MALEATE 20MG TAB,28314537320,250, $8.00 ,,
92212590,CLINDAMYCIN PHOS 150MG/ML INJ,28314537320,250, $25.00 ,,
92212591,FLUPHENAZINE HCL 2.5MG/5ML ELI,28314537320,250, $8.00 ,,
92212592,METHYLPREDNISOLONE 4MG TAB,28314537320,250, $44.00 ,,
92212593,SALMETEROL XINAFOATE 46MCG AER,28314537320,250," $1,046.50 ",,
92212594,PRAMIPEXOLE DIHCL 1MG TAB,28314537320,250, $16.50 ,,
92212595,SAQUINAVIR MESYLATE 200MG CAP,28314537320,250, $21.00 ,,
92212596,ISOSORBIDE DN 5MG TAB,28314537320,250, $8.00 ,,
92212597,SODIUM CL 0.9% IVS,28314537320,250, $25.00 ,,
92212598,RITUXAMAB 10MG/ML INJ,28314537320,250," $4,378.00 ",,
92212599,LEVOFLOXACIN 250MG/50ML D5W IN,28314537320,250, $92.00 ,,
92212600,KETOROLAC 0.5% SOL,28314537320,250, $221.00 ,,
92212601,IRINOTECAN HCL 20MG/ML INJ,28314537320,250," $1,103.40 ",,
92212602,CALCIUM CARB 600MG CTB,28314537320,250, $8.00 ,,
92212603,GENTAMICIN SULF 0.1% CRE,28314537320,250, $85.50 ,,
92212604,AMOXICILLIN CLV K 875-125MG TA,28314537320,250, $21.50 ,,
92212605,FLUPHENAZINE HCL 2.5MG/5ML ELI,28314537320,250, $9.00 ,,
92212606,METHENAMINE MAND/NAPH BASIC TA,28314537320,250, $8.00 ,,
92212607,ALPRAZOLAM 0.25MG TAB,28314537320,250, $8.00 ,,
92212608,CEPHALEXIN 500MG TAB,28314537320,250, $9.80 ,,
92212609,CROMOLYN NA 5.2MG SPR,28314537320,250, $54.00 ,,
92212610,CHOLESTYRAMINE 4GM/5GM PDR,28314537320,250, $18.00 ,,
92212611,MORPHINE  20MG/5ML SOL,28314537320,250, $8.00 ,,
92212612,WATER STERILE INJ,28314537320,250, $25.00 ,,
92212613,ESTRADIOL 0.075MG/DAY TDM,28314537320,250, $63.50 ,,
92212614,LEUCOVORIN CALCIUM 5MG TAB,28314537320,250, $8.50 ,,
92212615,FOSFOMYCIN TROMETHAINE 3GM PDS,28314537320,250, $305.00 ,,
92212616,GLIPIZIDE 5MG TAB,28314537320,250, $8.00 ,,
92212617,SODIUM CL 0.9% SOL,28314537320,250, $26.50 ,,
92212618,PERPHENAZINE 8MG TAB,28314537320,250, $13.50 ,,
92212619,SULFACETAMIDE NA S 10%-5% LOT,28314537320,250, $243.80 ,,
92212620,PRAMIPEXOLE DIHCL 0.25MG TAB,28314537320,250, $23.00 ,,
92212621,ESTRADIOL 0.1MG/DAY TDM,28314537320,250, $76.50 ,,
92212622,FUROSEMIDE 40MG TAB,28314537320,250, $8.00 ,,
92212623,AMIODARONE HCL 50MG/ML INJ,28314537320,250, $25.00 ,,
92212624,LEVOFLOXACIN 500MG/100ML D5W I,28314537320,250, $184.00 ,,
92212625,ORPHENADRINE CITRATE 100MG TER,28314537320,250, $9.50 ,,
92212626,DYPHYLLINE GG 100/5-100/5 LIQ,28314537320,250, $8.00 ,,
92212627,HALOPERIDOL LACTATE 5MG/ML,28314537320,250, $25.00 ,,
92212628,IMIQUIMOD 5% CRE,28314537320,250, $75.60 ,,
92212629,DONEPEZIL HCL 10MG TAB,28314537320,250, $29.50 ,,
92212630,RITONAVIR 80MG/ML SOL,28314537320,250, $227.00 ,,
92212631,FLUOCINOLONE ACET 0.01% SOL,28314537320,250, $756.00 ,,
92212632,DOXEPIN HCL 5%CRE,28314537320,250," $2,561.50 ",,
92212633,FLUPHENAZINE HCL 2.5MG TAB,28314537320,250, $8.00 ,,
92212634,BUPIVACAINE HCL 0.5% INJ,28314537320,250, $25.00 ,,
92212635,SODIUM CL 5% IVS,28314537320,258, $30.50 ,,
92212636,POTASSIUM CL 20MEQ TER,28314537320,250, $8.00 ,,
92212637,WATER STERILE INJ,28314537320,250, $25.00 ,,
92212638,"NYSTATIN 100,000U/GM POW",28314537320,250, $411.00 ,,
92212639,HALOBETASOL PROP 0.05% OIN,28314537320,250, $270.70 ,,
92212640,HYDROCORTISONE NA SUCC 250MG I,28314537320,250, $36.00 ,,
92212641,LEVOFLOXACIN 25MG/ML INJ,28314537320,250, $188.00 ,,
92212642,FUROSEMIDE 80MG TAB,28314537320,250, $8.00 ,,
92212643,PREDNISONE 20MG TAB,28314537320,250, $8.00 ,,
92212644,PROPRANOLOL HCL 80MG TAB,28314537320,250, $8.00 ,,
92212645,CHLORPROMAZINE HCL 25MG TAB,28314537320,250, $40.00 ,,
92212646,AMINO ACIDS 6% IVS,28314537320,258, $211.80 ,,
92212647,CARISOPRODOL 350MG TAB,28314537320,250, $8.00 ,,
92212648,NIACIN 500MG TAB,28314537320,250, $8.00 ,,
92212649,PIPERACIL TAZOBACT 4.5/0.5GM I,28314537320,250, $87.50 ,,
92212650,MEDROXYPROGESTERONE 150MG/ML S,28314537320,250, $961.50 ,,
92212651,BUMETANIDE 0.25MG/ML INJ,28314537320,250, $25.00 ,,
92212652,METHIMAZOLE 5MG TAB,28314537320,250, $8.00 ,,
92212653,WATER STERILE INJ,28314537320,250, $25.00 ,,
92212654,AMOXICILLIN CLV K 250-125 TAB,28314537320,250, $17.50 ,,
92212655,NIACIN 500MG TAB,28314537320,250, $8.00 ,,
92212656,PREDNISONE 10MG TAB,28314537320,250, $8.00 ,,
92212657,VALSARTAN 80MG TAB,28314537320,250, $16.00 ,,
92212658,FERROUS SULF 325MG ECT,28314537320,250, $8.00 ,,
92212659,POTASSIUM CL 40MEQ/15ML SOL,28314537320,250, $10.50 ,,
92212660,PHENYTOIN NA 100MG/2ML INJ,28314537320,250, $25.00 ,,
92212661,HYDROCORTISONE ACET 30MG SUP,28314537320,250, $25.20 ,,
92212662,PRAZOSIN HCL 1MG CAP,28314537320,250, $8.00 ,,
92212663,DONEPEZIL HCL 10MG TAB,28314537320,250, $63.00 ,,
92212664,TAMOXIFEN 20MG TAB,28314537320,250, $16.00 ,,
92212665,MIDAZOLAM HCL 1MG/ML INJ,28314537320,250, $25.00 ,,
92212666,ALENDRONATE NA 5MG TAB,28314537320,250, $12.50 ,,
92212667,PAROXETINE HCL 20MG TAB,28314537320,250, $11.50 ,,
92212668,GLYCERIN SUP,28314537320,250, $8.00 ,,
92212669,CLONAZEPAM 0.5MG TAB,28314537320,250, $8.00 ,,
92212670,PHENYLEPHRINE HCL 0.25% SUP,28314537320,250, $8.00 ,,
92212671,METFORMIN HCL 850MG TAB,28314537320,250, $8.00 ,,
92212672,"HEPARIN 10,000U/ML INJ",28314537320,250, $25.00 ,,
92212673,DEXTROSE 5%/WATER IVS,28314537320,258, $25.00 ,,
92212674,HYDROCORTISONE 2.5% CRE,28314537320,250, $21.50 ,,
92212675,MMR VACCINE LIVE PDS,28314537320,250, $305.00 ,,
92212676,MIDAZOLAM HCL 1MG/ML INJ,28314537320,250, $25.00 ,,
92212677,NAFCILLIN 2GM INJ,28314537320,250, $119.00 ,,
92212678,IBUPROFEN 400MG TAB,28314537320,250, $8.00 ,,
92212679,SODIUM CL 0.9% SOL,28314537320,250, $41.50 ,,
92212680,BETAXOLOL HCL 0.5% EYE SOL,28314537320,250, $337.60 ,,
92212681,CLOBETASOL PROP 0.05% SOL,28314537320,250, $866.50 ,,
92212682,PILOCARPINE HCL 5MG TAB,28314537320,250, $8.00 ,,
92212683,CEFUROXIME NA 750MG INJ,28314537320,250, $500.00 ,,
92212684,LEVOFLOXACIN 500MG TAB,28314537320,250, $61.50 ,,
92212685,GLIPIZIDE 10MG TAB,28314537320,250, $8.00 ,,
92212686,PREDNISONE 5MG TAB,28314537320,250, $8.00 ,,
92212687,IBUPROFEN 100MG/5ML SUS,28314537320,250, $8.00 ,,
92212688,HEPATITIS B VACC 20MCG/ML SUS,28314537320,250, $189.00 ,,
92212689,CEFOTETAN DISODIUM 2GM INJ,28314537320,250, $194.00 ,,
92212690,MULTIVITAMIN LIQ,28314537320,250, $8.00 ,,
92212691,THEOPHYLLINE 800MG/D5W INJ,28314537320,250, $45.20 ,,
92212692,ACETAMINOPHEN 120MG SUP,28314537320,250, $8.00 ,,
92212693,ISOPROPYL ALCOHOL 99% LIQ,28314537320,250, $106.00 ,,
92212694,ACTIV CHARCOAL 25GM SUS,28314537320,250, $94.60 ,,
92212695,MORPHINE  10MG/5ML SOL,28314537320,250, $8.00 ,,
92212696,METHYLPREDNISOLONE 125MG INJ,28314537320,250, $41.50 ,,
92212697,DOXEPIN HCL 50MG CAP,28314537320,250, $8.00 ,,
92212698,AZTREONAM 1GM/50ML INJ,28314537320,250, $167.50 ,,
92212699,LEVOTHYROXINE NA 175MCG TAB,28314537320,250, $8.00 ,,
92212700,BUPIVACAINE HCL 0.75% INJ,28314537320,250, $25.00 ,,
92212701,SULFASALAZINE 500MG TAB,28314537320,250, $8.00 ,,
92212702,ACEBUTOLOL HCL 400MG CAP,28314537320,250, $8.00 ,,
92212703,FLUOCINONIDE 0.05% GEL,28314537320,250, $487.00 ,,
92212704,MINOXIDIL 10MG TAB,28314537320,250, $8.00 ,,
92212705,SOD CITRATE/CITRIC ACID LIQ,28314537320,250, $9.00 ,,
92212706,AMPICILLIN-SULBACTAM 15GM INJ,28314537320,250, $34.40 ,,
92212707,PERPHENAZINE 2MG TAB,28314537320,250, $8.50 ,,
92212708,FENTANYL 50MCG/ML INJ,28314537320,250, $32.00 ,,
92212709,FLUPHENAZINE HCL 10MG TAB,28314537320,250, $8.00 ,,
92212710,PODOFILOX 0.5% TOPICAL GEL,28314537320,250," $1,368.00 ",,
92212711,BETAMETHASONE DP 0.05% OIN,28314537320,250, $536.50 ,,
92212712,ASPIRIN 81MG ECT,28314537320,250, $8.00 ,,
92212713,PREDNISONE 20MG TAB,28314537320,250, $8.00 ,,
92212714,SODIUM CL 0.9% IVS,28314537320,258, $25.00 ,,
92212715,METRONIDAZOLE 500MG TAB,28314537320,250, $8.00 ,,
92212716,DILTIAZEM HCL 5MG/ML INJ,28314537320,250, $25.00 ,,
92212717,COLESEVELAM HCL 625MG TAB,28314537320,250, $16.50 ,,
92212718,CLORAZEPATE 7.5MG TAB,28314537320,250, $12.00 ,,
92212719,AMPICILLIN-SULBACTAM 3GM INJ,28314537320,250, $46.50 ,,
92212720,RANITIDINE HCL 300MG SGL,28314537320,250, $11.00 ,,
92212721,DESIPRAMINE HCL 10MG TAB,28314537320,250, $8.00 ,,
92212722,ACEBUTOLOL HCL 200MG CAP,28314537320,250, $8.00 ,,
92212723,SEVELAMER HCL 400MG TAB,28314537320,250, $18.00 ,,
92212724,LEVOTHYROXINE NA 75MCG TAB,28314537320,250, $8.00 ,,
92212725,"CYANOCOBALAMIN 1,000MCG/ML INJ",28314537320,250, $25.00 ,,
92212726,MOMETASONE FUROATE 0.1% CRE,28314537320,250, $157.00 ,,
92212727,PREDNISONE 1MG TAB,28314537320,250, $8.00 ,,
92212728,OLANZAPINE 5MG ODT,28314537320,250, $66.50 ,,
92212729,AMOXICILLIN CLV K 500-125 TAB,28314537320,250, $25.50 ,,
92212730,SODIUM ACETATE 4MEQ/ML INJ,28314537320,250, $31.50 ,,
92212731,TROLAMINE SALICYLATE 10% CRE,28314537320,250, $16.50 ,,
92212732,SODIUM CL 4MEQ/ML INJ,28314537320,250, $25.00 ,,
92212733,MEPERIDINE 50MG TAB,28314537320,250, $8.00 ,,
92212734,FAMOTIDINE 40MG TAB,28314537320,250, $13.40 ,,
92212735,IOPAMIDOL 61%  INJ,28314537320,250, $227.00 ,,
92212736,METHOCARBAMOL 500MG TAB,28314537320,250, $8.00 ,,
92212737,PETROLATUM SHARK LIVER OIL OIN,28314537320,250, $17.50 ,,
92212738,HYDROCORTISONE VAL 0.2% OIN,28314537320,250, $148.30 ,,
92212739,"NYSTATIN 100,000U/GM OIN",28314537320,250, $71.00 ,,
92212740,FUROSEMIDE 20MG TAB,28314537320,250, $8.00 ,,
92212741,SODIUM BICARB 4.2% INJ,28314537320,250, $54.50 ,,
92212742,DIPHENHYDRAMINE HCL 25MG CAP,28314537320,250, $8.00 ,,
92212743,CHLORTHALIDONE 25MG TAB,28314537320,250, $8.00 ,,
92212744,ADENOSINE 3MG/ML INJ,28314537320,250," $1,171.50 ",,
92212745,CICLOPIROX OLAMINE 0.77% CRE,28314537320,250, $573.50 ,,
92212746,MEPERIDINE 10MG/ML INJ,28314537320,250, $129.80 ,,
92212747,HYDROCORTISONE NA SUCC 500MG I,28314537320,250, $76.20 ,,
92212748,FENTANYL 50MCG/ML INJ,28314537320,250, $25.00 ,,
92212749,KETOROLAC 0.5% SOL,28314537320,250, $951.00 ,,
92212750,PYRIDOSTIBMINE BR 60MG TAB,28314537320,250, $21.00 ,,
92212751,RANITIDINE HCL 150MG CAP,28314537320,250, $8.00 ,,
92212752,PHENYTOLOXAMINE CIT APAP TAB,28314537320,250, $8.00 ,,
92212753,SODIUM CL 0.9% SOL,28314537320,250, $35.00 ,,
92212754,LEVOTHYROXINE NA 50MCG TAB,28314537320,250, $8.00 ,,
92212755,TRIAZOLAM 0.25MG TAB,28314537320,250, $8.00 ,,
92212756,NALBUPHINE HCL 10MG/ML INJ,28314537320,250, $25.00 ,,
92212757,MINTOX PLUS CTB,28314537320,250, $8.00 ,,
92212758,PYSLLIUM 6GM PDR,28314537320,250, $136.00 ,,
92212759,BETAMETHASONE DP 0.05% OIN,28314537320,250, $287.00 ,,
92212760,GLYBURIDE METFORMIN 5/500MG TA,28314537320,250, $8.00 ,,
92212761,SIMVASTATIN 20MG TAB,28314537320,250, $20.00 ,,
92212762,WARFARIN NA 3MG TAB,28314537320,250, $8.00 ,,
92212763,ZAFIRLUKAST 20MG TAB,28314537320,250, $9.00 ,,
92212764,MORPHINE 1MG/ML INJ,28314537320,250, $34.00 ,,
92212765,AMPHETAMINE SALTS 5MG TAB,28314537320,250, $8.00 ,,
92212766,PETROLATUM ZINC OXIDE 51-20% P,28314537320,250, $61.50 ,,
92212767,ACETAMINOPHEN 325MG TAB,28314537320,250, $8.00 ,,
92212768,DILTIAZEM HCL 60MG C12,28314537320,250, $13.50 ,,
92212769,DIDANOSINE 10MG/ML SUS,28314537320,250, $503.00 ,,
92212770,INSULIN LISPRO RCMB 100U/ML IN,28314537320,250, $224.50 ,,
92212771,FLUPHENAZINE HCL 5MG TAB,28314537320,250, $8.00 ,,
92212772,PRAVASTATIN NA 40MG TAB,28314537320,250, $21.50 ,,
92212773,VENLAFAXINE HCL 37.5MG TAB,28314537320,250, $8.50 ,,
92212774,FOLIC ACID 1MG TAB,28314537320,250, $8.00 ,,
92212775,ATOVAQUONE 750MG/5ML SUS,28314537320,250, $165.50 ,,
92212776,ITRACONAZOLE 100MG CAP,28314537320,250, $122.50 ,,
92212777,TRIMETHOBENZAMIDE HCL 100MG IN,28314537320,250, $25.00 ,,
92212778,FOLIC ACID 0.4MG TAB,28314537320,250, $8.00 ,,
92212779,QUETIAPINE FUMARATE 25MG TAB,28314537320,250, $12.00 ,,
92212780,ESTRADIOL 0.05MG/DAY TDM,28314537320,250, $97.50 ,,
92212781,HALOPERIDOL 2MG TAB,28314537320,250, $8.00 ,,
92212782,DOCUSATE NA 100MG CAP,28314537320,250, $8.00 ,,
92212783,FUROSEMIDE 40MG TAB,28314537320,250, $8.00 ,,
92212784,SILVER NITRATE KNO3 75-25% SWA,28314537320,250, $8.00 ,,
92212785,BELLADONNA/PHENOBARB ELI,28314537320,250, $45.50 ,,
92212786,PROPRANOLOL HCL 40MG TAB,28314537320,250, $8.00 ,,
92212787,MORPHINE 1MG/ML INJ,28314537320,250, $94.00 ,,
92212788,FENTANYL 50MCG/ML INJ,28314537320,250, $25.00 ,,
92212789,TEMAZEPAM 7.5MG CAP,28314537320,250, $93.50 ,,
92212790,CEFUROXIME AXETIL 250MG/5ML SU,28314537320,250," $1,143.00 ",,
92212791,CARVEDILOL 12.5MG TAB,28314537320,250, $12.50 ,,
92212792,ALBUTEROL SULF 4MG TER,28314537320,250, $8.00 ,,
92212793,DIGOXIN 0.25MG/ML INJ,28314537320,250, $27.50 ,,
92212794,HEPATITIS B VACC 10MCG/ML SUS,28314537320,250, $305.00 ,,
92212795,VITAMIN B COMPLEX W/C TAB,28314537320,250, $8.00 ,,
92212796,ESTRADIOL 2MG TAB,28314537320,250, $8.00 ,,
92212797,ALUMINUM ACETATE SOL,28314537320,250, $53.00 ,,
92212798,PROPRANOLOL HCL 1MG/ML INJ,28314537320,250, $372.00 ,,
92212799,OLANZAPINE 10MG ODT,28314537320,250, $98.00 ,,
92212800,SODIUM POLYSTYRENE SULF SUS,28314537320,250, $807.60 ,,
92212801,PRILOCAINE LIDOCAINE 2.5-2.5 C,28314537320,250, $217.00 ,,
92212802,BRIMONIDINE TARTRATE 0.2% SOL,28314537320,250, $210.50 ,,
92212803,DIFLORASONE DIACETATE 0.05% CR,28314537320,250," $2,211.50 ",,
92212804,VITAMIN B COMPLEX W/C TAB,28314537320,250, $8.00 ,,
92212805,DOXEPIN HCL 150MG CAP,28314537320,250, $12.60 ,,
92212806,LACTIC ACID UREA 5%-10% CRE,28314537320,250, $49.00 ,,
92212807,CHLORPROMAZINE HCL 50MG TAB,28314537320,250, $58.00 ,,
92212808,ERYTHROMYCIN ES 400MG TAB,28314537320,250, $56.00 ,,
92212809,PROCHLORPERAZINE MAL 5MG TAB,28314537320,250, $8.00 ,,
92212810,ENALAPRIL MALEATE 10MG TAB,28314537320,250, $8.00 ,,
92212811,INDAPAMIDE 2.5MG TAB,28314537320,250, $8.00 ,,
92212812,DESMOPRESSIN ACET 4MCG/ML INJ,28314537320,250, $98.50 ,,
92212813,ATROPINE SULF 0.1MG/ML INJ,28314537320,250, $42.00 ,,
92212814,ROPINIROLE HCL 1MG TAB,28314537320,250, $17.50 ,,
92212815,METRONIDAZOLE 250MG TAB,28314537320,250, $8.00 ,,
92212816,CLARITHROMYCIN 250MG TAB,28314537320,250, $27.00 ,,
92212817,OXCARBAZEPINE 600MG TAB,28314537320,250, $20.50 ,,
92212818,ALBUMIN HUMAN 5% IVS,28314537320,250, $470.50 ,,
92212819,FLUCONAZOLE 10MG/ML SUS,28314537320,250, $224.50 ,,
92212820,PSEUDOEPHEDRINE HCL 30MG/5ML S,28314537320,250, $8.00 ,,
92212821,GLIMEPIRIDE 4MG TAB,28314537320,250, $8.00 ,,
92212822,LAMIVUDINE ZIDOVUDIN 150-300 T,28314537320,250, $69.50 ,,
92212823,ACETAMINOPHEN 325MG TAB,28314537320,250, $8.00 ,,
92212824,ALENDRONATE NA 40MG TAB,28314537320,250, $26.40 ,,
92212825,FAMOTIDINE 40MG TAB,28314537320,250, $13.40 ,,
92212826,ISRADIPINE 2.5MG CAP,28314537320,250, $8.00 ,,
92212827,CHLORPROMAZINE HCL 100MG TAB,28314537320,250, $93.50 ,,
92212828,TERAZOSIN HCL 5MG CAP,28314537320,250, $8.00 ,,
92212829,NALOXONE HCL 0.4MG/ML INJ,28314537320,250, $25.00 ,,
92212830,ASPIRIN 325MG TAB,28314537320,250, $8.00 ,,
92212831,METHYLDOPA 250MG TAB,28314537320,250, $8.00 ,,
92212832,CEFUROXIME AXETIL 250MG TAB,28314537320,250, $20.00 ,,
92212833,WATER STERILE SOL,28314537320,250, $63.50 ,,
92212834,LIDOCAINE HCL 2% GEL,28314537320,250, $76.00 ,,
92212835,DOBUTAMINE HCL 12.5MG/ML INJ,28314537320,250, $33.00 ,,
92212837,BUPIVACAINE/EPI 0.5%/0.0005 IN,28314537320,250, $25.00 ,,
92212838,PHENOBARBITAL 15MG/ML TAB,28314537320,250, $8.00 ,,
92212839,BUPIVACAINE/EPI 0.5%/0.0005 IN,28314537320,250, $25.00 ,,
92212840,PHENOBARBITAL 20MG/5ML SOL,28314537320,250, $8.00 ,,
92212841,OMEPRAZOLE 20MG ECC,28314537320,250, $36.50 ,,
92212842,CLOTRIMAZOLE BETAMETH 1-0.05 C,28314537320,250, $337.50 ,,
92212843,OXCARBAZEPINE 150MG TAB,28314537320,250, $8.00 ,,
92212844,WATER STERILE SOL,28314537320,250, $52.50 ,,
92212845,CALCIUM GLUCONATE 10% INJ,28314537320,250, $68.00 ,,
92212846,SULFACETAMIDE NA S 10%-5% LOT,28314537320,250, $276.80 ,,
92212847,POTASSIUM CL 2MEQ/ML INJ,28314537320,250, $73.50 ,,
92212848,TRETINOIN 0.01% GEL,28314537320,250," $1,246.00 ",,
92212849,FLUPHENAZINE HCL 2.5MG TAB,28314537320,250, $8.00 ,,
92212850,KETAMINE HCL 100MG/ML INJ,28314537320,250, $41.50 ,,
92212851,HYDROCORTISONE BUTYR 0.1% CRE,28314537320,250, $263.50 ,,
92212852,SODIUM CL 0.65% NASAL SPR,28314537320,250, $10.00 ,,
92212853,CLINDAMYCIN HCL 150MG CAP,28314537320,250, $8.00 ,,
92212854,BICALUTAMIDE 50MG TAB,28314537320,250, $76.00 ,,
92212855,THIAMINE 100MG TAB,28314537320,250, $8.00 ,,
92212856,DOCUSATE NA 100MG SGL,28314537320,250, $8.00 ,,
92212857,MULTIVITAMIN MINERALS TAB,28314537320,250, $8.00 ,,
92212858,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $25.00 ,,
92212859,SIMETHICONE 80MG CTB,28314537320,250, $8.00 ,,
92212860,CARBOXYMETHYLCELL NA 0.5% SOL,28314537320,250, $40.00 ,,
92212861,DILTIAZEM HCL 60MG TAB,28314537320,250, $8.00 ,,
92212862,GLUCOSAMINE 500MG CAP,28314537320,250, $8.00 ,,
92212863,DIDANOSINE 10MG/ML SUS,28314537320,250, $210.90 ,,
92212864,MORPHINE 10MG/ML INJ,28314537320,250, $32.50 ,,
92212865,KETAMINE HCL 50MG/ML INJ,28314537320,250, $25.00 ,,
92212866,SODIUM CL 10% INH SOL,28314537320,250, $8.00 ,,
92212867,LITHIUM CARBONATE 450MG TER,28314537320,250, $8.00 ,,
92212868,NYSTATIN/TRIAMCINOLONE OIN,28314537320,250, $470.00 ,,
92212869,GADOTERIDOL 279.3MG/ML INJ,28314537320,250, $303.80 ,,
92212870,OFLOXACIN 400MG TAB,28314537320,250, $24.00 ,,
92212871,BSS EYE SOL,28314537320,250, $289.30 ,,
92212872,MEBENDAZOLE 100MG CTB,28314537320,250, $23.30 ,,
92212873,AMMONIA AROMATIC SOL,28314537320,250, $10.80 ,,
92212874,VITAMIN B COMPLEX W/C TAB,28314537320,250, $8.00 ,,
92212875,WARFARIN NA 5MG TAB,28314537320,250, $11.00 ,,
92212876,ETHAMBUTOL HCL 100MG TAB,28314537320,250, $8.00 ,,
92212877,ERGOTAMINE CAFFEINE 100/1 TAB,28314537320,250, $8.00 ,,
92212878,POTASSIUM CITRATE 10MEQ TER,28314537320,250, $9.00 ,,
92212879,FLECAINIDE ACETATE 100MG TAB,28314537320,250, $16.00 ,,
92212880,TIMOLOL MALEATE 0.5% SOL,28314537320,250, $341.50 ,,
92212881,LAMOTRIGINE 100MG TAB,28314537320,250, $62.50 ,,
92212882,ISOPROPYL ALCOHOL 70% LIQ,28314537320,250, $11.00 ,,
92212883,METHOTREXATE 2.5MG TAB,28314537320,250, $15.00 ,,
92212884,MECLIZINE HCL 12.5MG TAB,28314537320,250, $8.00 ,,
92212885,PROPRANOLOL HCL 60MG CER,28314537320,250, $27.00 ,,
92212886,ALLOPURINOL 300MG TAB,28314537320,250, $8.00 ,,
92212887,TICLOPIDINE HCL 250MG TAB,28314537320,250, $8.00 ,,
92212888,NEOMYIN SULF/POLYMYX B SOL,28314537320,250, $55.00 ,,
92212889,ALENDRONATE NA 10MG TAB,28314537320,250, $14.00 ,,
92212890,NITROGLYCERIN 50MG/250ML INJ,28314537320,250, $80.50 ,,
92212891,POTASSIUM CITRATE 5MEQ TER,28314537320,250, $8.00 ,,
92212892,BUPIVACAINE HCL 0.5% INJ,28314537320,250, $25.00 ,,
92212893,TRETINOIN 0.05% CRE,28314537320,250, $377.10 ,,
92212894,MYCOPHENOLATE 250MG CAP,28314537320,250, $39.00 ,,
92212895,ISOSORBIDE MN 120MG TER,28314537320,250, $11.50 ,,
92212896,HEPARIN FLUSH 100U/ML INJ,28314537320,250, $25.00 ,,
92212897,SODIUM CL 0.9% SOL,28314537320,250, $49.00 ,,
92212898,MORPHINE 1MG/ML INJ,28314537320,250, $45.50 ,,
92212899,MECLIZINE HCL 25MG CTB,28314537320,250, $8.00 ,,
92212900,ALCLOMETASONE DIPRO 0.05% OIN,28314537320,250, $76.20 ,,
92212901,CLOZAPINE 25MG TAB,28314537320,250, $8.00 ,,
92212902,ACETAMINOPHEN 325MG SUP,28314537320,250, $8.00 ,,
92212903,NITROFURANTOIN MCR 50MG CAP,28314537320,250, $8.50 ,,
