Arrowhead Regional Medical Center,,,, Effective on 01/01/2019 ,,
36111515,340,1.465,NM CARDIOLITE R-SPECT,"$3,481.00 ",78451,78451
36111532,270,1.447,INFUSION SYSTEM,$975.52 ,,Z7610
36111534,272,1.447,NAVIEN 6FRX115 STRGHT CATHETER,"$3,465.00 ",,Z7610
36111535,272,1.447,NAVIEN 5FRX125 STRGHT CATHETER,"$4,755.00 ",,Z7610
36111536,272,1.447,NAVIEN 6FRX125 STRGHT CATHETER,"$3,465.00 ",,Z7610
36111581,270,1.447,CATH INFUSION 5FR 038/135/40,"$1,526.72 ",,Z7610
36111597,270,1.447,CATH CRAIG INFUS5FR.038/100/10,$600.00 ,,Z7610
36111607,270,1.447,CATH CRAIG INFUS5FR.038/100/20,$971.36 ,,Z7610
36111617,272,1.447,VALVED INFUSION CATHETER,$900.00 ,,Z7610
36111672,278,1.447,INTERLOCK COILS 3MMX6CM,"$3,037.05 ",,Z7610
36111805,340,1.465,NM BONE &/OR JOINT LIMITED,"$1,281.00 ",78300,78300
36111854,340,1.465,TOMOGRAPH BONE IMAGING (SPECT),"$1,281.00 ",78320,78320
36111920,270,1.447,LINE FLEX HI PRESS,$85.28 ,,Z7610
36112043,340,1.465,NM BONE &/OR JOINT WHOLE BODY,"$1,281.00 ",78306,78306
36112118,270,1.447,PROBE MAMMOTOME 11G,"$1,590.00 ",,
36112126,278,1.447,MARKER TISSUE MICRO II,$510.00 ,,A4648
36112134,270,1.447,CANISTER VACUUM MAMMO 1200,$52.00 ,,Z7610
36112143,270,1.447,FORCEP BIOPSY DISPOSABLE,"$3,678.00 ",,Z7610
36112144,270,1.447,IRRIGATION TUBING SET,$150.00 ,,Z7610
36112145,270,1.447,SPYCOPE DS ACCESS & DELIVERY,"$7,000.00 ",,Z7610
36112159,270,1.447,MAMMOTOME 11 GA,$74.88 ,,Z7610
36112160,279,1.447,PROBE 8G BLADED MAMMOTOME EX,"$2,304.00 ",,Z7610
36112162,279,1.447,PROBE 11G BLADED MAMMOTOME EX,"$2,169.00 ",,Z7610
36112165,270,1.4631,10G MMT BIOPSY PROBE,"$1,698.00 ",,Z7610
36112307,270,1.447,ENSNARE MINI 2-4MM,"$3,720.00 ",,Z7610
36112317,270,1.447,ENSNARE SYSTEM 12-20MM,"$1,920.00 ",,Z7610
36112318,278,1.447,SNARE 6-10MM,"$1,920.00 ",,Z7610
36112319,272,1.447,ENDOVASCULAR SNARE SYSTEM,"$1,920.00 ",,Z7610
36112327,270,1.447,ENSNARE SYSTEM 27-45MM,"$1,890.00 ",,Z7610
36112337,270,1.447,BALLOON IABP 8FR 30CC,"$8,654.88 ",,Z7610
36112347,270,1.447,BALLOON IABP 8FR 40CC,"$3,075.00 ",,Z7610
36112387,270,1.447,"TUBING EXT 33"" W/LUER TIP",$12.48 ,,Z7610
36112399,340,1.465,NM BRAIN VASCULAR FLOW,"$1,259.00 ",78610,78610
36112438,270,1.447,3FR SINGLE LUMEN PICC,$600.00 ,,Z7610
36112440,270,1.447,5 FR DUAL LUMEN PICC,"$1,020.00 ",,Z7610
36112441,270,1.447,6 FR TRIPLE LUMEN PICC,"$1,020.00 ",,Z7610
36112589,340,1.465,NM IR SHUNT EVALUATION,"$1,259.00 ",78645,78645
36112613,340,1.465,NM IR CSF LEAKAGE,"$2,732.00 ",78650,78650
36113264,340,1.465,NM KIDNEY VASC FLOW FUNC SNGL,"$1,683.00 ",78708,78708
36113413,340,1.465,NM LIVER/SPLEEN SCAN,"$1,389.00 ",78215,78215
36113439,340,1.465,NM HEPA DUCT W/GALLBLDR IMAG,"$1,389.00 ",78226,78226
36113488,340,1.465,NM PULMONARY PERFUSION,"$1,031.00 ",78580,78580
36113601,340,1.465,NM HEPA W GALL BLAD IMAG,"$1,612.00 ",78226,78226
36113602,340,1.465,NM HEPA W GALL BLAD IMAG W RX,"$1,612.00 ",78227,78227
36113604,340,1.465,NM PULM PERF & VENT IMAG,"$1,737.00 ",78582,78582
36113605,340,1.465,NM PULM PERF & VENT IMAG QT DI,"$1,737.00 ",78598,78598
36118404,340,1.465,NM IR CEREBROSPIN FLD FL CISTE,"$2,732.00 ",78630,78630
36118529,340,1.465,NM MECKELS SCAN,"$1,254.00 ",78290,78290
36118651,341,1.465,NM MYOCARDIAL WALL MOTION,"$3,481.00 ",78451,78451
36118669,341,1.465,NM MYOCARDIAL EJECTION FRACTIO,"$3,481.00 ",78451,78451
36119014,341,1.465,NM UREA BREATH TEST C-14,$53.00 ,78267,78267
36120011,270,1.447,DEVICE SAFEGUARD PUNC SITEMGMT,$867.36 ,,Z7610
36120019,624,1.447,NAV6 EMBOLIC PROTECTION SYSTEM,"$3,390.00 ",,Z7610
36120066,278,1.447,STENT XCEED 7X120X120CM,"$4,050.00 ",,Z7610
36120086,624,1.447,XACT CAROTID STENT 9X7X40,"$7,335.00 ",,C1874
36120166,278,1.447,STENT ABSOLUTE 10X60X80CM,"$12,636.00 ",,Z7610
36120177,278,1.447,STENT FLEXSTAR XL 6FR 6X10X130,"$4,200.00 ",,Z7610
36120188,278,1.447,STENT FLEXSTAR 6FR 9X30X80,"$4,466.00 ",,Z7610
36120189,274,1.447,VIATRAC .014 RX PTA 4X30X135,"$2,610.00 ",,Z7610
36120199,278,1.447,STENT FLEXSTAR 6FR 8X60X80,"$13,993.20 ",,Z7610
36120200,278,1.447,STENT FLEXSTAR 6FR 9X40X80,"$4,945.00 ",,Z7610
36120202,278,1.4631,BILIARY STENT 8MMX36MMX120CM,"$4,552.00 ",,Z7610
36120211,278,1.447,STENT BILIARY 8X26X80CM,"$4,500.00 ",,Z7610
36120277,278,1.447,STENT FLEXSTAR 6FR 6X40X80,"$5,700.00 ",,Z7610
36120288,278,1.447,STENT FLEXSTAR 6FR 6X60X80,"$3,450.00 ",,Z7610
36120299,278,1.447,STENT FLEXSTAR 6FR 6X120X80,"$4,050.00 ",,Z7610
36120321,278,1.4421,GREEN RENAL TRANSPLANT STENT,"$1,033.00 ",,Z7610
36120325,278,1.447,LIFESTENT VASCULAR STENT,"$5,700.00 ",,Z7610
36120326,278,1.447,LIFE STENT 6FRX150MMX130CM,"$4,350.00 ",,Z7610
36120328,278,1.4631,LIFE STENT 8MMX80MMX80CM,"$7,353.00 ",,
36120330,278,1.4631,STENT LIFESTAR 80CMX8X40MM,"$4,552.00 ",,
36120335,278,1.4631,STENT LIFE SOLO 6MMX130MM,"$6,641.00 ",,
36120340,278,1.447,FLEXSTAR STENT 7X40,"$5,700.00 ",,Z7610
36120350,278,1.447,FLEXSTAR STENT 7X100,"$4,200.00 ",,Z7610
36120360,270,1.4631,STENT LIFESTAR 10X40MMX80CM,"$4,552.00 ",,Z7610
36120365,278,1.4631,STENT LIFESTAR 12MMX40MMX80CM,"$5,953.00 ",,
36120370,278,1.4631,STENT LIFESTAR 9x60x80,"$5,078.00 ",,Z7610
36120375,278,1.4631,STENT LIFESTAR 8x80x80,"$5,078.00 ",,Z7610
36120380,278,1.4631,STENT LIFESTAR 8x100x80,"$5,078.00 ",,Z7610
36120381,270,1.447,LIFESTAR STENT,"$3,750.00 ",,Z7610
36120385,278,1.4631,STENT LIFESTENT 6MMx200x135,"$8,392.00 ",,Z7610
36120389,278,1.447,LIFESTAR VASCULAR STENT,"$4,350.00 ",,Z7610
36120390,278,1.4631,STENT LIFESTENT 7MMx200x135,"$8,392.00 ",,Z7610
36120391,270,1.4631,LIFESTENT 7X60X180,"$5,078.00 ",,Z7610
36120395,278,1.4631,STENT LIFESTAR 6MMx100MMx80CM,"$4,552.00 ",,Z7610
36120400,278,1.4631,STENT LIFESTAR 6MMx120MMx80CM,"$4,552.00 ",,Z7610
36120405,278,1.4631,STENT LIFESTAR 7MMx100MMx80CM,"$4,552.00 ",,Z7610
36120415,278,1.447,LIFESTAR STENT 9X40X80,"$4,350.00 ",,Z7610
36120440,270,1.447,CATH POWERLINE 5F DUAL LUMEN,"$1,476.00 ",,Z7610
36120491,270,1.447,DILATOR 14FR 38-20,$115.44 ,,Z7610
36120703,278,1.447,FLEXSTART STENT 6X17MMX135CM,"$4,950.00 ",,Z7610
36121259,278,1.447,COIL MWCE 38-2-3,$242.32 ,,Z7610
36121333,270,1.447,SET GALACTOGRAPHY INFUSION,$305.00 ,,Z7610
36121382,270,1.447,SET INTRO 4FR 10CM MICR MPIS,$316.16 ,,Z7610
36123008,270,1.447,SHEATH BRITE TIP 7FR 55CM,$200.00 ,,Z7610
36123009,278,1.4631,ENVOY 5FR SHEATH 90CM,"$2,313.00 ",,
36123020,272,1.447,AMPLATZ SUPER XSTIFF 035X260CM,$199.00 ,,Z7610
36123025,272,1.447,GUIDEWIRE,$78.00 ,,Z7610
36123026,270,1.447,NEWTON 2 CATHETER 5FR 100CM,$78.00 ,,Z7610
36123027,270,1.4631,MODIFIED HOOK 2 CATH,$99.00 ,,Z7610
36123028,270,1.4631,COBRA 1 CATHETER 65CM,$99.00 ,,Z7610
36123164,270,1.447,SHEATH BRITE TIP 8FR23CM,$276.00 ,,Z7610
36123172,270,1.447,SHEATH BRITE TIP 7FR45CM,$175.76 ,,Z7610
36123180,270,1.447,SHEATH BRITE TIP 8FR 45CM,$200.00 ,,Z7610
36123198,270,1.447,SHEATH BRITE TIP 7FR11CM,$336.96 ,,Z7610
36123206,270,1.447,SHEATH BRITE TIP 8FR11CM,$197.00 ,,Z7610
36123214,270,1.447,SHEATH BRITE TIP 7FR23CM,$336.96 ,,Z7610
36123271,278,1.447,GUIDE LEMAITRE STENT,$346.32 ,,C1874
36123289,270,1.447,INTROD PEELAWAY,$386.00 ,,Z7610
36123321,270,1.447,KIT INTRODUCER PEEL 3.5FR10CM,$543.92 ,,Z7610
36123412,270,1.447,INTROD SHEATH 4FR.035/5.5,$62.00 ,,Z7610
36123420,270,1.447,TRU-FILL NBCA,"$10,273.00 ",,Z7610
36123497,270,1.447,INTRODUCER BRITE TIP RDC1 7FR,$868.40 ,,Z7610
36123537,278,1.447,SENORX 17GA NEEDLE MARKER SYS,$522.00 ,,A4648
36123547,270,1.447,2-4MM SNARE INTER,"$3,930.00 ",,Z7610
36123567,270,1.447,SNARE 4MM,"$5,799.04 ",,Z7610
36123588,272,1.447,INTRODUCER PEELAWAY 16FRX30CM,$438.00 ,,Z7610
36123589,278,1.447,"INTRODCUER, PEELAWAY",$377.00 ,,Z7610
36125128,278,1.447,HELIX COIL 2MM X 4MM,"$3,600.00 ",,L8699
36125129,278,1.447,HELIX COIL 2MM X 6MM,"$3,600.00 ",,L8699
36125130,270,1.447,CONCERTO HELIX COIL 2X8,"$3,600.00 ",,Z7610
36125168,270,1.447,CONCERTO HELIX COIL 5MMX15MM,"$3,600.00 ",,Z7610
36125169,278,1.447,CONCERTO 4MMX8MM HELIX,"$3,600.00 ",,L8699
36125171,278,1.447,CONCERTO 3MM X 4MM HELIX,"$3,732.00 ",,L8699
36125224,278,1.447,HELIX COIL 3D 2MMX4CM,"$2,850.00 ",C1770,Z7610
36125230,270,1.447,AZUR DETACHMENT CONTROLLER,"$1,005.00 ",,Z7610
36125231,270,1.447,AZUR 35D COIL 6X10,"$3,315.00 ",,Z7610
36125232,270,1.447,AZUR 35D COIL 8X15,"$3,570.00 ",,Z7610
36125237,272,1.447,AZUR 15D SYSTEM COIL,"$4,488.00 ",,Z7610
36125238,272,1.447,AZUR 18D SYSTEM COIL,"$4,488.00 ",,Z7610
36125239,270,1.447,AZUR 18D SYSTEM 3MMX10CM COIL,"$4,769.00 ",,Z7610
36125241,278,1.447,AZUR 35D SYSTEM 15MMx30CM COIL,"$4,080.00 ",,Z7610
36125243,270,1.447,AZUR 35D COIL SYSTEM 4MMX10CM,"$3,315.00 ",,Z7610
36125245,278,1.447,AZUR 35D EMBOLIC SYSTEM,"$3,060.00 ",,Z7610
36125246,270,1.447,AZUR 35D COIL 6X15,"$3,570.00 ",,Z7610
36125247,270,1.447,AZUR 35D COIL 6X20,"$3,825.00 ",,Z7610
36125248,270,1.447,AZUR 35D COIL 8X20,"$3,825.00 ",,Z7610
36125249,272,1.447,AZUR DETACHABLE COIL 10MMX32,"$4,500.00 ",,Z7610
36125251,270,1.447,AZUR CX COIL 4MMX13,"$4,500.00 ",,Z7610
36125254,278,1.4631,MICROPLEX 10 COSMOS 5MMX22CM,"$5,463.00 ",,
36125255,270,1.4631,COSMOS 6 X 26,"$6,302.00 ",,Z7610
36125256,270,1.4631,COSMOS 7 X 31,"$6,653.00 ",,Z7610
36125257,270,1.447,AZUR CX COIL 5MMX16,"$4,500.00 ",,Z7610
36125259,270,1.447,AZUR 35D COIL 10X15,"$3,570.00 ",,Z7610
36125260,272,1.447,AZUR 35D COIL 12X15,"$3,570.00 ",,Z7610
36125261,272,1.447,AZUR 35D COIL 15X20,"$3,825.00 ",,Z7610
36125264,270,1.447,MICOPLEX 10 3D COIL,"$3,240.00 ",,Z7610
36125266,270,1.447,AZUR 18D COIL SYSTEM 4MMX5CM,"$4,488.00 ",,Z7610
36125269,270,1.447,AZUR 18D COIL SYSTEM 4MMX10CM,"$4,769.00 ",,Z7610
36125277,272,1.447,AZUR DETACHABLE 2MMX2CM COIL,"$4,500.00 ",,Z7610
36125278,270,1.447,AZUR DETACHALBE COIL 2MMX4CM,"$4,500.00 ",,Z7610
36125279,278,1.447,AZUR DETACHABLE COIL,"$4,500.00 ",,Z7610
36125280,278,1.447,AZUR DETACHABLE COIL,"$4,500.00 ",,Z7610
36125311,278,1.447,AXIUM HELIX COIL DTCHMT DEVICE,$300.00 ,,Z7610
36125359,270,1.4631,CONCERTO EMBOLIC,"$4,202.00 ",,Z7610
36125360,270,1.447,CONCERTO NYLON 3MMx8CM HELICAL,"$3,600.00 ",,Z7610
36125361,278,1.447,CONCERTO COIL 4MM X 10CM,"$3,600.00 ",,L8699
36125753,270,1.447,"DRAPE COVER FLUORO STER 22""",$29.12 ,,Z7610
36125767,270,1.447,MANIFOLD KIT STRL,$630.24 ,,Z7610
36125777,270,1.447,SHEATH BRITE TIP 6FR 11CM,$309.92 ,,Z7610
36125787,270,1.447,SHEATH BRITE TIP 6FR 23CM,$309.92 ,,Z7610
36127046,272,1.447,GUIDEWIRE 300CM,$688.00 ,,Z7610
36127100,270,1.447,ARTERIAL CLOSURE ANGIO 6FR,"$2,877.68 ",,Z7610
36127110,270,1.447,ARTERIAL CLOSURE ANGIO 8FR,"$2,516.80 ",,Z7610
36127120,270,1.447,CLOSURE PRECLOSE-PREGLIDE,"$1,770.00 ",,Z7610
36128111,278,1.447,CONQUEST BALLOON,"$1,230.00 ",,Z7610
36128141,278,1.447,CONQUEST PTA DILATION CATHETER,"$1,170.00 ",,Z7610
36128151,278,1.447,CONQUEST BALLOON - LARGE,"$1,710.00 ",,Z7610
36128161,278,1.447,CONQUEST PTA CATHETER,"$1,230.00 ",,Z7610
36128966,270,1.447,SNARE DUCKBILL 15MM,$225.00 ,,Z7610
36128973,270,1.447,"SNARE,GOOSENECK AMPLATZ 10X120","$1,740.00 ",,Z7610
36128999,270,1.447,SNARE GOOSENECK 20MM,"$1,740.00 ",,Z7610
36129005,270,1.447,SNARE GOOSENECK 35MM,"$1,890.00 ",,Z7610
36129010,270,1.4631,SNARE MICRO ELITE 4MM,"$6,302.00 ",,Z7610
36129012,270,1.4631,SNARE MICRO ELITE 2MM,"$6,302.00 ",,Z7610
36129022,270,1.447,EXPRO ELITE .035X10MM 150CM,"$2,370.00 ",,Z7610
36129033,270,1.447,EXPRO ELITE .035X15MM 150CM,"$2,370.00 ",,Z7610
36129050,272,1.447,ENDOVASCULAR SNARE 5MM,"$1,620.00 ",,Z7610
36129055,278,1.447,SNARE ENDOVASCULAR 10MM,"$1,669.00 ",,Z7610
36129075,272,1.447,ENDOVASCULAR SNARE SYSTEM 30MM,"$1,620.00 ",,Z7610
36129080,272,1.447,SNARE ENDOVASCULAR 35MM,"$1,620.00 ",,Z7610
36129227,270,1.447,DILATOR JCD 5.0-38-20 5FR,$53.04 ,,Z7610
36129253,278,1.447,FLUENCY ENDOVASCULAR STENT,"$5,200.00 ",,Z7610
36129257,278,1.447,CATH FLUENCY 10X40MM COVERED,"$7,004.40 ",,C2625
36129258,278,1.447,FLUENCY STENT 8X10CM,"$7,200.00 ",,Z7610
36129260,278,1.447,FLUENCY STENT 8X60CM,"$7,200.00 ",,Z7610
36129272,270,1.4631,STENT STRAIGHT 7x70MMx120,"$6,770.00 ",,C1874
36129277,278,1.447,FLAIR(STRAIGHT) 8MMX40MMX120CM,"$6,885.00 ",C1874,C1874
36129282,270,1.4631,STENT FLAIR 9MMx50MMx80CM,"$8,579.00 ",,Z7610
36129292,270,1.4631,STENT FLAIR 7MMx50MMx80CM,"$8,579.00 ",,Z7610
36129302,270,1.4631,STENT STRAIGHT 7MMx50MMx80CM,"$8,228.00 ",,Z7610
36129307,278,1.447,FLAIR ENDOVASCULAR STENT GRAFT,"$6,750.00 ",,Z7610
36129309,278,1.447,STENT FLAIR STRAIGHT 6MMx50MM,"$7,050.00 ",,C1874
36129311,278,1.447,STENT FLAIR STRAIGHT 6MMx70MM,"$5,800.00 ",,C1874
36129312,270,1.4631,STENT FLAIR 8MMx50MMx80CM,"$8,579.00 ",,Z7610
36129319,278,1.447,FLAIR ENDOVASCULAR STENT GRAFT,"$7,185.00 ",,Z7610
36129330,278,1.4631,NEUROFORM3 4.5X30,"$13,422.00 ",,Z7610
36129337,278,1.4421,STENT NEUROFORM 4.5X20,"$10,621.00 ",,Z7610
36129342,278,1.4631,STENT NEUROFORM 3  4.5MMx15MM,"$13,819.00 ",,Z7610
36129447,278,1.447,VIATORR TIPS ENDOPRO 10MMX6CM,"$8,400.00 ",,Z7610
36129457,278,1.447,VIATORR TIPS ENDOPRO 10MMX8CM,"$8,826.00 ",,Z7610
36129467,278,1.447,GORE STENT,"$8,826.00 ",,Z7610
36129487,278,1.447,VIATORR TIPS ENDOPRO 12MMX8CM,"$8,400.00 ",,Z7610
36129498,278,1.4631,FLAIR STENT 6MMX50MMX80CM,"$8,579.00 ",,Z7610
36129500,270,1.476,STENT 7FRX5CM RX BIL DB,$996.00 ,,Z7610
36129505,270,1.476,STENT 7FRX7CM RX BIL DB,$996.00 ,,Z7610
36129510,270,1.476,STENT 7FRX12CM RX BIL DB,$996.00 ,,Z7610
36129515,270,1.476,STENT 8.5FRX5CM RX BIL DB,$996.00 ,,Z7610
36129520,278,1.476,STENT 8.5FRX7CM RX BIL DB,$996.00 ,,Z7610
36129525,270,1.476,STENT 8.5FRX12CM RX BIL DB,$996.00 ,,Z7610
36129535,270,1.476,STENT 10FRX7CM RX BIL DB,$996.00 ,,Z7610
36129540,270,1.476,STENT 10FRX12CM RX BIL DB,$996.00 ,,Z7610
36129545,270,1.476,STENT 10FRX9CM RX BIL DB,$996.00 ,,Z7610
36129550,270,1.476,KNIFE NDL TRILUM RX 7.5FRX.035,"$1,227.00 ",,Z7610
36129560,270,1.476,BALLOON PRO RX 9-12MM ABOVE,"$1,086.00 ",,Z7610
36129565,270,1.476,BALLOON PRO RX 12-15MM ABOVE,"$1,086.00 ",,Z7610
36129570,270,1.476,BALLOON PRO RX 15-18MM ABOVE,"$1,086.00 ",,Z7610
36129575,272,1.476,CANNULA RX KI TIP 0.35,$401.00 ,,Z7610
36129580,272,1.476,DREAMWIRE GUIDEWIRE .035/260,"$1,333.00 ",,Z7610
36129585,270,1.476,DREAMTOME RX44-30MM/260CM,"$2,935.00 ",,Z7610
36129590,270,1.476,TENT 8.5FRX9CM RX BIL DB,$996.00 ,,Z7610
36129595,270,1.476,STENT 7FRX9CM RX BIL DB,$996.00 ,,Z7610
36129612,270,1.447,BALLOON DILATOR 26 ENCARE,$432.00 ,,Z7610
36140010,270,1.447,"CATH MULTIPUR.A-2 5FR,2SD",$101.92 ,,Z7610
36140028,270,1.447,CATH CMCRV JL 3.5 5FR 100CM,$109.20 ,,Z7610
36140036,270,1.447,CATH JL,$101.92 ,,Z7610
36140044,270,1.447,CATH AMPLATZ I LCOR 5F,$94.64 ,,Z7610
36140051,270,1.447,CATH AMPLATZ II LCOR 5FR,$102.96 ,,Z7610
36140066,270,1.447,CATH PRONTO EXTRACTION,"$5,435.04 ",,Z7610
36140068,270,1.4631,EXTRACTION CATHETERS 8FR XL,"$4,868.00 ",,Z7610
36140077,270,1.447,CATH RIGHT COR BYPASS 5FR,$109.20 ,,Z7610
36140100,270,1.4631,ECHELON MICRO CATHETER,"$3,852.00 ",,Z7610
36140119,270,1.447,CATH MAMMARY 5FR,$101.92 ,,Z7610
36140127,270,1.447,CATH BYPASS 5FR,$102.96 ,,Z7610
36140151,272,1.447,RADIAL GLIDE CATHETER,$291.00 ,,Z7610
36140158,272,1.447,GUIDING CATHETER 6 FR,"$1,824.00 ",,Z7610
36140160,272,1.447,HEADWAY MICROCATHETER,"$4,446.00 ",,Z7610
36140168,270,1.447,CATH CMCRV JL 6.0 5FR 100CM,$109.20 ,,Z7610
36140170,272,1.447,REBAR MICROCATHETER,"$1,710.00 ",,Z7610
36140171,270,1.459,GUIDLINER CATHETER 6FR,"$2,768.00 ",,Z7610
36140172,270,1.459,GUIDLINER CATHETER TFR,"$2,768.00 ",,Z7610
36140176,270,1.447,CATH CMCRV JL .01 5FR 100CM,$109.20 ,,Z7610
36140177,270,1.447,DORADO CATHETER,"$1,110.00 ",,Z7610
36140181,272,1.447,DORADO PTA CATHETER,"$1,050.00 ",,Z7610
36140191,270,1.447,UERETERAL BALLOON DILATOR,"$1,323.00 ",,Z7610
36140194,272,1.447,BENCHMARK 071 95CM MP CATHETER,"$5,910.00 ",,Z7610
36140195,272,1.4631,BENCHMARK 071 105CM STRAIGHT,"$6,899.00 ",,Z7610
36140196,272,1.447,BENCHMARK CATHETER,"$5,910.00 ",,Z7610
36140197,272,1.447,HEADWAY DUO 167CM CATHETER,"$3,420.00 ",,Z7610
36140198,272,1.447,SOFIA DAC 115CM 5FR CATH,"$4,275.00 ",,Z7610
36140201,270,1.457,LAUNCHER GUIDE CATHETERS,$387.00 ,,Z7610
36140202,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140207,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140208,272,1.447,LAUNCHER 6FR CATHETER,$288.00 ,,Z7610
36140210,272,1.447,LAUNCHER 6FR GUIDING CATHETER,$288.00 ,,Z7610
36140211,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,C1887
36140212,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140215,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140225,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140233,272,1.447,GUIDING CATHETER 6FR,$276.00 ,,Z7610
36140235,272,1.447,LAUNCHER 6FR GUIDING CATHETER,$288.00 ,,Z7610
36140239,272,1.447,GUIDING CATHETER 6FR,$288.00 ,,Z7610
36140240,272,1.447,GUIDING CATHETER 6FR LAUNCHER,$288.00 ,,Z7610
36140245,270,1.4631,ANGLED TAPER GLIDECATH 5 FR,$340.00 ,,Z7610
36140250,272,1.4631,BENCHMARK 0171 95CM STRAIGHT,"$6,899.00 ",,Z7610
36140251,272,1.447,SOFIA DISTAL ACCESS CATHETHER,"$6,900.00 ",,Z7610
36140261,272,1.447,LAUNCHER 5 FR GUIDING CATHETER,$288.00 ,,Z7610
36140330,270,1.447,CATHETER 5 FR CZ 65CM,$446.40 ,,Z7610
36140333,270,1.447,CATH 5FR 100CM .038,$714.48 ,,Z7610
36140334,270,1.447,5 FR RADIAL TIG 4.5,"$1,050.00 ",,Z7610
36140335,270,1.447,CATHETER,$210.00 ,,Z7610
36140336,270,1.447,CATHETER,$210.00 ,,Z7610
36140337,270,1.447,5 FR 16 CM SHEATH,"$1,050.00 ",,Z7610
36140339,270,1.447,6 FR IL 3.5 100 CM,$420.00 ,,Z7610
36140340,270,1.447,6 FR TIG 4.0 100 CM,$420.00 ,,Z7610
36140341,272,1.447,5 FR RADIAL TIG 4.0,$210.00 ,,Z7610
36140342,270,1.447,6 FR IL 4.0 100 CM,$420.00 ,,Z7610
36140343,270,1.447,TR 24 CM BAND,"$1,050.00 ",,Z7610
36140344,270,1.447,TR 29 CM BAND CLOSURE DEVICE,$210.00 ,,Z7610
36140345,272,1.447,RUNTHROUGHT NS 180CM,$480.00 ,,Z7610
36140348,270,1.447,FINECROSS MG 150 CM 1.8 FR,"$2,550.00 ",,Z7610
36140349,272,1.447,HEARTRAIL 5 FR IL 3.5 100 CM,$420.00 ,,Z7610
36140390,270,1.447,CATH FASTRACKER 325 125CM,"$6,041.36 ",,Z7610
36140422,278,1.447,DORADO PTA CATHETER 9X4 40CM,"$1,050.00 ",,Z7610
36140433,278,1.447,CATH PTA 6X2 40CM,"$1,731.60 ",,Z7610
36140444,278,1.447,ATLAS PTA CATHETER,"$1,710.00 ",,Z7610
36140455,270,1.447,CATH PIGTAIL 5FR 100CM W/MARKR,"$1,123.20 ",,Z7610
36140466,270,1.447,CATH 5FR STRAIGHT,"$1,123.20 ",,Z7610
36140470,272,1.4631,CATH PIGTAIL 5FR 70CM,$118.00 ,,Z7610
36140475,272,1.4631,CATH PIGTAIL 5FR 90CM,$118.00 ,,Z7610
36140522,270,1.447,CATH DIALYSIS 14.5FX28CM,"$2,232.00 ",,Z7610
36140533,270,1.447,CATH DIALYSIS 14.5FX23CM,"$2,232.00 ",,Z7610
36140544,278,1.447,CATH DIALYSIS 14.5FX19CM,"$2,232.00 ",,Z7610
36140566,270,1.447,CATH DIALYSIS 55CM PALINDROME,"$2,232.00 ",,Z7610
36140568,272,1.4421,GUIDEWIRE .025 X 150 CM ZIPWIR,$439.00 ,,Z7610
36140573,270,1.4631,RUBICON CATH MISC SIZE,"$1,205.00 ",,Z7610
36140574,270,1.447,RUBICON CATHETER 135CM 4FR,"$1,032.00 ",,Z7610
36140575,272,1.447,RUBICON GUIDING CATHETER,"$1,033.00 ",,Z7610
36140579,272,1.447,RUBICON CATHETER 150CM 4FR,$930.00 ,,Z7610
36140600,272,1.447,ANGIOGRAPHIC CATHETER 5FR,$150.00 ,,Z7610
36140689,270,1.447,CATH URETHRAL 6FR 70C .040,$69.48 ,,Z7610
36140739,270,1.447,CATH 5.2F 038 100CM,$102.96 ,,Z7610
36140887,270,1.447,KIT CATH RT HEART,$212.16 ,,Z7610
36140911,270,1.447,CATH INFUSN ST 11CM 5.0-35-40,"$1,001.52 ",,Z7610
36140929,270,1.447,CATH INFUSION SET MULTI 7CM,"$1,566.24 ",,Z7610
36140937,270,1.447,CATH INFUSN ST 15CM MCIS,"$1,566.24 ",,Z7610
36140960,270,1.447,CATH SOS OMNI SOFTVU 5FR 80CM,$251.68 ,,Z7610
36140961,272,1.447,STRAIGHT FLUSH CATHETER 25CM,$780.00 ,,Z7610
36141075,278,1.447,CATH BALL 6-4/5/40,"$1,050.00 ",,Z7610
36141091,278,1.447,CATH UST/8-4/5/40,"$1,050.00 ",,Z7610
36141155,270,1.447,CATH PTA FOX PLUS 5FR 4X60X135,"$1,638.00 ",,Z7610
36141166,270,1.447,CATH PTA FOX PLUS 5FR 5X80X135,"$2,106.00 ",,Z7610
36141257,270,1.447,CATH VISCERAL C3 5F,$274.56 ,,Z7610
36141299,270,1.447,CATH C2 5FR 65CM-038,$169.52 ,,Z7610
36141331,270,1.447,CATH H1 5FR 100-038,$169.52 ,,Z7610
36141356,270,1.447,CATH 5F SIM3 100-038,$234.00 ,,Z7610
36141364,270,1.447,CATH JB1 6FR,$119.00 ,,Z7610
36141398,278,1.447,CATH UST/5-4/5/40,"$1,050.00 ",,Z7610
36141745,272,1.447,STATLOCK UNIV PLUS 6-8 .5FR,$60.00 ,,Z7610
