HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,463000635,XRAY KNEE 1-2 VWS,$915.35
EMC,463000640,XR KNEE COMPLETE 3 VIEW,"$1,386.18"
EMC,463000645,XRAY KNEE 4+ VWS,"$1,301.70"
EMC,463000650,XRAY BOTH KNEES STANDING,$783.92
EMC,463000660,XRAY TIBIA & FIBULA 2 VWS,"$1,335.39"
EMC,463000665,XRAY INFANT LOWER EXT 2+ VWS,$914.22
EMC,463000670,XRAY ANKLE 2 VWS,$861.44
EMC,463000675,XRAY ANKLE 3+ VWS,"$1,525.05"
EMC,463000685,XRAY FOOT 2 VWS,$913.32
EMC,463000690,XRAY FOOT 3+ VWS,"$1,617.14"
EMC,463000695,XRAY HEEL 2+ VWS,$718.80
EMC,463000700,XRAY TOE(S) 2+ VWS,$858.04
EMC,463000715,XRAY ACUTE ABDOMEN SERIES,"$2,349.98"
EMC,463000725,XRAY ESOPHAGUS,"$1,179.28"
EMC,463000730,SWALLOWING FUNCTION W/ RECORD,"$1,414.01"
EMC,463000735,XRAY UGI TRACT W/ KUB,"$1,259.42"
EMC,463000740,XRAY UGI W/ CONT W/ KUB,"$1,735.22"
EMC,463000745,XRAY UGI W/ CONT W/ SML INTEST,"$2,162.02"
EMC,463000750,XRAY SMALL INTESTINE,"$3,061.53"
EMC,463000760,BARIUM ENEMA W/ OR W/O KUB,"$1,914.93"
EMC,463000775,XRAY OPERATIVE CHOLANGIOGRAM,"$2,239.51"
EMC,463000795,XRAY BILE DUCT ENDOSCOPY,"$3,147.00"
EMC,463000800,XRAY PANCREAS ENDOSCOPY,"$3,806.27"
EMC,463000805,XRAY BILE DUCT/PANCR ENDOSCOPY,"$3,480.56"
EMC,463000820,UROGRAM RETROGRADE,"$1,795.88"
EMC,463000830,CYSTOGRAM 3+ VWS,"$1,362.35"
EMC,463000835,XRAY URETHRA/BLADDER RETROGRAD,"$1,215.22"
EMC,463000840,XRAY URETHRA/BLADDER VOIDING,"$1,892.31"
EMC,463001119,XR FLUORO GUIDED CV CATH MANIP,"$2,977.40"
EMC,463001120,FLUOROSCOPY UP TO 1HR,"$2,133.94"
EMC,463001125,FLUOROSCOPIC GUIDE; NEEDLE,"$2,323.74"
EMC,463001130,FLUOROSCOPIC GUIDE; SPINE INJ,$955.24
EMC,463001137,XR NOSE/RECTUM; CHILD FOR FB,"$1,144.64"
EMC,463001140,XRAY BONE AGE STUDIES,$724.22
EMC,463001141,CHEST 1 VIEW,$935.17
EMC,463001142,CHEST 2 VIEWS,"$1,426.50"
EMC,463001143,CHEST 3 VIEWS,"$1,071.46"
EMC,463001144,CHEST 4+ VIEWS,$617.00
EMC,463001147,ABDOMEN 1 VIEW,"$1,125.64"
EMC,463001148,ABDOMEN 2 VIEWS,"$1,370.24"
EMC,463001149,ABDOMEN 3/+ VIEWS,"$1,370.24"
EMC,463001150,XRAY BONE SURVEY; COMPLETE,"$2,633.39"
EMC,463001155,XRAY INFANT BONE SURVEY,"$1,602.44"
EMC,463001164,XR SURGICAL SPECIMEN,$898.50
EMC,463001189,XR TECH IN O.R.,$0.00
EMC,463001190,XR NO CHARGE,$0.00
EMC,463001195,INJ W/FLUOR;EVAL CV DEVICE,"$3,764.17"
EMC,463001226,NG/OG TUBE PLACE UNDER FLUORO,"$1,269.33"
EMC,463001246,XR FEMUR 1 VIEW,$640.24
EMC,463001254,XR SPINE 1 VIEW,$793.29
EMC,463001255,XR SPINE 2-3 VIEWS,"$1,058.90"
EMC,463001258,XR HIP UNILAT 2-3 VIEWS,$668.08
EMC,463001260,XR HIP BILAT 2 VIEWS,"$1,314.30"
EMC,463001261,XR HIP BILAT 3-4 VIEWS,"$1,141.30"
EMC,463001263,XR HIP UNILAT 1 VIEW,$683.87
EMC,463800001,MAMMO NO CHARGE,$0.00
EMC,463800005,FNA W/ IMAGE,"$2,314.89"
EMC,463800010,DRAINAGE OF BREAST LESION,"$1,028.71"
EMC,463800012,DRAIN BREAST LESION ADD-ON,$181.67
EMC,463800017,DRAIN BREAST LESION ADD-ON,$181.67
EMC,463800051,NEEDLE BX; LYMPH NODE,"$1,004.07"
EMC,463805001,"US EXAM, BREAST(S)",$804.91
EMC,463805002,"US EXAM, BREAST(S)",$804.91
EMC,463805006,US GUIDE FOR BIOPSY,"$1,932.89"
EMC,463805007,US GUIDE FOR BIOPSY,"$1,932.89"
EMC,463805037,MAMMO DIGITAL DIAG +CAD; UNI,$981.66
EMC,463805038,MAMMO DIGITAL DIAG +CAD; UNI,$981.66
EMC,463805039,MAMMO DIGITAL DIAG +CAD; BI,"$1,204.06"
EMC,463805046,MAMMO DIAGNOSTIC +CAD; UNI,$913.96
EMC,463805048,MAMMO DIAGNOSTIC +CAD; BI,"$1,121.03"
EMC,463805049,MAMMO SCREEN + CAD; BILAT,"$1,096.60"
EMC,463805070,XR EXAM; BREAST SPECIMEN,"$1,038.31"
EMC,463805089,OUTPATIENT VISIT; NEW,$717.77
EMC,463805094,OUTPATIENT VISIT; EST,$599.85
EMC,463805095,OUTPATIENT VISIT; EST,$798.38
EMC,463805096,OUTPATIENT VISIT; EST,$876.38
EMC,463805097,OUTPATIENT VISIT; EST,$926.01
EMC,463805100,PUNCTURE ASPIRATION OF CYST,$858.03
EMC,463805101,NEEDLE BIOPSY MUSCLE,"$2,434.85"
EMC,463809030,BX BREAST 1ST LESION STEREO,"$10,033.76"
EMC,463809035,BX BREAST ADD LESION STEREO,"$8,083.92"
EMC,463809040,BX BREAST 1ST LESION US,"$10,033.76"
EMC,463809045,BX BREAST ADD LESION US,"$8,083.92"
EMC,463809060,PERCUT PLACE BRST CLIP; MAMO,"$2,417.86"
EMC,463809065,PERCUT BRST CLIP; EA ADD'L,"$1,306.45"
EMC,463809070,PERCUT PLACE BRST CLIP; STEREO,"$1,306.45"
EMC,463809075,PERCUT BRST CLIP; ST EA ADD'L,"$1,306.45"
EMC,463809080,PERCUT PLACE BRST CLIP; US,"$1,306.45"
EMC,463809096,US EXAM BREAST LIMITED LT,$916.96
EMC,463809097,US EXAM BREAST LIMITED RIGHT,$916.96
EMC,463809098,FRACTURE ASSESSMENT VIA DXA,"$1,089.09"
EMC,463809099,DXA BONE DENSITY STUDY,"$2,164.96"
EMC,463809102,US BREAST LIMITED BILATERAL,"$1,108.15"
EMC,463809103,US BREAST COMPLETE BILATERAL,"$1,499.35"
EMC,463809104,PUNCTURE DRAINAGE OF LESION,$944.45
EMC,463809105,ULTRASOUND NO CHARGE,$0.00
EMC,463809106,US XTR JOINT LMTD RT,"$1,130.54"
EMC,463809107,US XTR JOINT LMTD LT,"$1,130.54"
EMC,463809108,DIG BREAST TOMO UNI,$145.27
EMC,463809109,DIG BREAST TOMO BILATERAL,$157.93
EMC,463809110,SCREEN TOMO BILAT,$121.24
EMC,463809111,DX BREAST TOMO,$127.73
EMC,464200005,CT GUIDE THERAPY FIELDS,"$5,677.00"
EMC,464200010,SET RADIATION THERAPY FIELD,"$2,337.00"
EMC,464200015,SET RADIATION THERAPY FIELD,"$3,200.00"
EMC,464200020,SET RADIATION THERAPY FIELD,"$5,412.00"
EMC,464200025,SET RADIATION THERAPY FIELD,"$16,470.00"
EMC,464200030,RADIATION THERAPY DOSE PLAN,"$1,628.00"
EMC,464200035,RADIOTHERAPY DOSE PLAN; IMRT,"$28,371.00"
EMC,464200040,TELETX ISODOSE PLAN SIMPLE,"$4,125.00"
EMC,464200050,TELETX ISODOSE PLAN COMPLEX,"$7,693.00"
EMC,464200055,SPECIAL TELETX PORT PLAN,$820.00
EMC,464200060,BRACHYTX ISODOSE CALC SIMP,"$2,537.00"
EMC,464200065,BRACHYTX ISODOSE CALC INTERM,"$3,356.00"
EMC,464200070,BRACHYTX ISODOSE PLAN COMPL,"$6,723.00"
EMC,464200075,SPECIAL RADIATION DOSIMETRY,"$1,610.00"
EMC,464200080,RADIATION TREATMENT AID(S),"$1,135.00"
EMC,464200085,RADIATION TREATMENT AID(S),"$1,536.00"
EMC,464200090,RADIATION TREATMENT AID(S),"$2,780.00"
EMC,464200095,RADIATION PHYSICS CONSULT,"$1,623.00"
EMC,464200097,TREATMENT DEVICE,"$15,946.00"
EMC,464200100,RADIATION PHYSICS CONSULT,"$6,557.00"
EMC,464200110,RADIATION TREATMENT DELIVERY,"$1,577.00"
EMC,464200125,RADIATION TREATMENT DELIVERY,$722.00
EMC,464200130,RADIATION TREATMENT DELIVERY,$823.00
EMC,464200145,RADIATION TREATMENT DELIVERY,"$2,765.00"
EMC,464200150,RADIATION TREATMENT DELIVERY,"$3,152.00"
EMC,464200165,RADIOLOGY PORT FILM(S),$912.00
EMC,464200170,RADIATION TX DELIVERY; IMRT,"$11,501.00"
EMC,464200171,RAD TX IMRT COMPLEX,"$11,501.00"
EMC,464200175,STEREOSCOPIC XRAY GUIDANCE,"$4,656.00"
EMC,464200178,INTRAFRACTION TRACK MOTION,"$1,317.00"
EMC,464200179,SPECIAL RADIATION TREATMENT,"$7,098.00"
EMC,464200185,OUTPATIENT VISIT; NEW,$339.12
EMC,464200190,OUTPATIENT VISIT; NEW,$412.56
EMC,464200195,OUTPATIENT VISIT; NEW,$460.08
EMC,464200200,OUTPATIENT VISIT; NEW,$680.40
EMC,464200205,OUTPATIENT VISIT; NEW,$649.00
EMC,464200210,OUTPATIENT VISIT; EST,$337.00
EMC,464200215,OUTPATIENT VISIT; EST,$369.00
EMC,464200220,OUTPATIENT VISIT; EST,$491.00
EMC,464200225,OUTPATIENT VISIT; EST,$539.00
EMC,464200230,OUTPATIENT VISIT; EST,$569.00
EMC,464200231,INSERT UTERI TANDEMS/OVOIDS,"$7,214.00"
EMC,464200235,OFFICE CONSULTATION,$231.12
EMC,464200237,ECHO GUIDE FOR BIOPSY,"$1,671.00"
EMC,464200238,ROBOT LIN-RADSURG COM; FIRST,"$31,911.00"
EMC,464200239,ROBT LIN-RADSURG FRACTX 2-5,"$31,911.00"
EMC,464200240,OFFICE CONSULTATION,$253.80
EMC,464200242,BRACHYTX; NON-STR;HDR IR-192,"$1,053.00"
EMC,464200244,TISSUE MARKER IMPLANTABLE,"$1,971.00"
EMC,464200245,OFFICE CONSULTATION,$278.64
EMC,464200246,INS MARK ABD/PEL FOR RT PERQ,"$5,894.00"
EMC,464200247,INS VAG BRACHYTX DEVICE,"$2,222.00"
EMC,464200248,HYDRATION IV INFUSION INIT,"$1,602.00"
EMC,464200249,HYDRATE IV INFUSION ADD-ON,$939.00
EMC,464200250,OFFICE CONSULTATION,$400.68
EMC,464200251,THER/PROPH/DIAG INJ SC/IM,$534.00
EMC,464200252,WOUND ULTRASOUND,$120.00
EMC,464200255,OFFICE CONSULTATION,$462.24
EMC,464200260,NEW PATIENT,$0.00
EMC,464200265,RESTART PATIENT,$0.00
EMC,464200266,HC VISIPAQUE 300-399 MG PER ML,$11.66
EMC,464200268,HDR SKIN SURF BRACHY >2CM/2 CH,"$1,946.16"
EMC,464200269,HDR 1 CHANNEL,"$10,246.00"
EMC,464200270,HDR 2-12 CHANNELS,"$12,038.00"
EMC,464200271,HDR OVER 12 CHANNELS,"$17,168.00"
EMC,464200275,APPLY SURF LDR RADIONUCLIDE,$832.50
EMC,464200276,NASOPHARYNGOSCOPY,$784.00
EMC,464300001,OFFICE/OUTPATIENT VISIT NEW,$581.42
EMC,464300002,OFFICE/OUTPATIENT VISIT NEW,$621.12
EMC,464300003,OFFICE/OUTPATIENT VISIT NEW,$860.70
EMC,464300004,OFFICE/OUTPATIENT VISIT NEW,"$1,025.28"
EMC,464300005,OFFICE/OUTPATIENT VISIT NEW,"$1,307.78"
EMC,464300006,OFFICE/OUTPATIENT VISIT EST,$681.17
EMC,464300007,OFFICE/OUTPATIENT VISIT EST,$599.85
EMC,464300008,OFFICE/OUTPATIENT VISIT EST,$990.95
EMC,464300009,OFFICE/OUTPATIENT VISIT EST,"$1,087.76"
EMC,464300010,OFFICE/OUTPATIENT VISIT EST,"$1,149.36"
EMC,464300011,HYDRATION IV INFUSION INIT,"$2,140.46"
EMC,464300012,HYDRATE IV INFUSION ADD-ON,"$1,075.94"
EMC,464300013,THER/PROPH/DIAG IV INF INIT,"$2,140.46"
EMC,464300014,THER/PROPH/DIAG IV INF ADDON,$927.53
EMC,464300015,TX/PROPH/DG ADDL SEQ IV INF,"$1,089.23"
EMC,464300016,THER/DIAG CONCURRENT INF,$857.66
EMC,464300017,THER/PROPH/DIAG INJ SC/IM,$467.63
EMC,464300018,THER/PROPH/DIAG INJ IV PUSH,$644.42
EMC,464300019,TX/PRO/DX INJ NEW DRUG ADDON,$644.42
EMC,464300020,CHEMO ANTI-NEOPL SQ/IM,"$1,362.35"
EMC,464300021,CHEMO HORMON ANTINEOPL SQ/IM,$872.23
EMC,464300023,CHEMO IV PUSH SNGL DRUG,$933.56
EMC,464300024,CHEMO IV PUSH ADDL DRUG,$845.04
EMC,464300025,CHEMO IV INFUSION 1 HR,"$3,218.92"
EMC,464300026,CHEMO IV INFUSION ADDL HR,"$1,605.25"
EMC,464300027,CHEMO PROLONG INFUSE W/PUMP,"$1,945.05"
EMC,464300028,CHEMO IV INFUS EACH ADDL SEQ,"$1,558.78"
EMC,464300031,REFILL/MAINT PORTABLE PUMP,$571.44
EMC,464300033,IRRIG DRUG DELIVERY DEVICE,"$1,271.72"
EMC,464300047,VA DEVISE COL OF BLD,$888.46
EMC,464300048,COLLECT BLOOD FROM PICC,$413.51
EMC,464300052,INJECTION SAME DRUG; ADD-ON,$519.19
EMC,465000026,THYROID UPTAKE; SING/MULTI,"$1,122.68"
EMC,465000027,THYROID IMAGING,"$1,278.12"
EMC,465000028,THYROID IMAGING W/BLD FLOW,"$1,983.44"
EMC,465000040,PARATHYROID NUCLEAR IMAGING,"$2,578.69"
EMC,465000047,LYMPH SYSTEM IMAGING,"$5,647.62"
EMC,465000075,HEPATOBILIARY IMAGING,"$7,290.74"
EMC,465000085,GASTRIC EMPTYING STUDY,"$6,490.64"
EMC,465000090,ACUTE GI BLOOD LOSS IMAGING,"$8,944.16"
EMC,465000100,BONE IMAGING LIMITED AREA,"$2,214.80"
EMC,465000110,BONE IMAGING WHOLE BODY,"$4,877.68"
EMC,465000115,BONE DENSITY STUDY DUAL PHOTON,"$3,680.48"
EMC,465000120,BONE IMAGING SPECT,"$2,872.22"
EMC,465000128,CARDIOVASCULAR STRESS TEST,$536.53
EMC,465000129,NM STRESS TEST,"$4,376.22"
EMC,465000140,MYOCARDIAL PERF SPECT SINGLE,"$5,796.45"
EMC,465000145,MYOCARDIAL PERF SPECT MULTI,"$8,279.67"
EMC,465000160,CARDIAC GATED BLOOD POOL SINGL,"$3,263.41"
EMC,465000170,LUNG PERF IMAGING PARTICLE,"$2,787.59"
EMC,465000175,LUNG PERF & VENTILATION,"$3,718.67"
EMC,465000185,CEREBRAL VASCULAR FLOW IMAGING,"$2,425.74"
EMC,465000200,KIDNEY FLOW/FUNCTION W/O DRUGS,"$3,257.06"
EMC,465000240,ABSCESS LOCALIZATION LMTD AREA,"$4,042.91"
EMC,465000245,ABSCESS LOCALIZATION WHL BODY,"$3,597.37"
EMC,465000246,NM NO CHARGE,$0.00
EMC,465000250,TECHNETIUM TC99M SESTAMIBI,"$2,508.17"
EMC,465000255,TECHNETIUM TC99M MEDRONATE,$771.17
EMC,465000260,THALLOUS CHLORIDE TL 201 MCI,$746.65
EMC,465000265,TECHNETIUM TC99M TECHNETATE,$70.27
EMC,465000271,TC99M MEBROFENIN,"$1,043.84"
EMC,465000281,TC99M PENTETATE,$566.06
EMC,465000285,I123 SODIUM IODIDE CAPSULE,$543.14
EMC,465000296,TC99M MAA,$491.93
EMC,465000301,TC99M SULFUR COLLOID,$641.53
EMC,465000305,IN111 OXYQUINOLINE PER 0.5MCI,"$5,835.75"
EMC,465000320,GALLIUM GA 67,"$1,175.25"
EMC,465000325,XENON XE 133,"$1,109.20"
EMC,465000331,TC99M MERTIATIDE,"$1,857.19"
EMC,465000341,TC99M LABELED RBC,"$1,221.17"
EMC,465000351,RX SINCALIDE; 5MCG,$330.23
EMC,465000354,Tc99m MYOVIEW,$339.64
EMC,466000010,MRI ORBIT/FACE/NECK W/O CONT,"$5,356.18"
EMC,466000012,MRI ORBIT/FACE/NECK W/ CONT,"$6,786.11"
EMC,466000013,MRI ORBT/FAC/NCK W/ & W/O CONT,"$7,504.72"
EMC,466000015,MRA HEAD W/O CONT,"$5,169.75"
EMC,466000020,MRA NECK W/O CONT,"$5,082.14"
EMC,466000021,MRA NECK W/ CONT,"$6,183.93"
EMC,466000025,MRI BRAIN W/O CONT,"$6,804.27"
EMC,466000030,MRI BRAIN W/ CONT,"$6,486.05"
EMC,466000035,MRI BRAIN W/ & W/O CONT,"$9,081.59"
EMC,466000045,MRI CERVICAL SPINE W/O CONT,"$8,492.73"
EMC,466000050,MRI CERVICAL SPINE W/ CONT,"$9,639.38"
EMC,466000055,MRI THORACIC SPINE W/O CONT,"$6,300.73"
EMC,466000065,MRI LUMBAR SPINE W/O CONT,"$6,791.05"
EMC,466000070,MRI LUMBAR SPINE W/ CONT,"$8,606.28"
EMC,466000075,MRI CERVICAL SPINE W&W/O CONT,"$13,911.02"
EMC,466000080,MRI THORACIC SPINE W&W/O CONT,"$12,433.28"
EMC,466000085,MRI LUMBAR SPINE W/ & W/O CONT,"$10,277.72"
EMC,466000090,MRI PELVIS W/O CONT,"$5,615.69"
EMC,466000095,MRI PELVIS W/ CONT,"$6,587.71"
EMC,466000100,MRI PELVIS W/ & W/O CONT,"$7,712.46"
EMC,466000105,MRI UPPER EXTREMITY W/O CONT,"$5,127.07"
EMC,466000110,MRI UPPER EXT JOINT W/O CONT,"$4,297.08"
EMC,466000111,MRI UPPER EXT JOINT W/ CONT,"$4,486.88"
EMC,466000115,MRI LOWER EXTREMITY W/O CONT,"$5,082.14"
EMC,466000116,MRI LOWER NO EXT JOINT W/ CONT,"$8,050.49"
EMC,466000120,MRI LOWER EXT JOINT W/O CONT,"$5,012.51"
EMC,466000121,MRI LOWER EXT JOINT W/ CONT,"$6,556.09"
EMC,466000125,MRI ABDOMEN W/O CONT,"$7,532.53"
EMC,466000130,MRI ABDOMEN W/ CONT,"$7,158.80"
EMC,466000135,MRI ABDOMEN W/ & W/O CONT,"$7,375.56"
EMC,466000145,MR NO CHARGE,$0.00
EMC,466900015,MRA HEAD W/O CONT,"$5,169.75"
EMC,466900020,MRA NECK W/O CONT,"$5,872.92"
EMC,466900025,MRI BRAIN W/O CONT,"$6,359.13"
EMC,466900035,MRI BRAIN W/ & W/O CONT,"$10,494.69"
EMC,466900045,MRI CERVICAL SPINE W/O CONT,"$9,172.15"
EMC,466900065,MRI LUMBAR SPINE W/O CONT,"$7,334.34"
EMC,466900075,MRI CERVICAL SPINE W&W/O CONT,"$13,911.02"
EMC,466900080,MRI THORACIC SPINE W&W/O CONT,"$10,017.15"
EMC,466900085,MRI LUMBAR SPINE W/ & W/O CONT,"$10,277.72"
EMC,466900090,MRI PELVIS W/O CONT,"$5,615.69"
EMC,466900115,MRI LOWER EXTREMITY W/O CONT,"$5,872.92"
EMC,466900120,MRI LOWER EXT JOINT W/O CONT,"$5,792.46"
EMC,466900125,MRI ABDOMEN W/O CONT,"$7,039.75"
EMC,466900135,MRI ABDOMEN W/ & W/O CONT,"$8,523.19"
EMC,467000005,THORACENTESIS,"$2,054.20"
EMC,467000008,US FNA W/ IMAGE,"$2,314.89"
EMC,467000010,BIOPSY LIVER; NEEDLE PERCUT,"$2,863.97"
EMC,467000015,REMOVE FLUID; ABDOMEN; INITIAL,"$2,538.80"
EMC,467000030,BIOPSY RENAL; PERCUT; NEEDLE,"$2,999.86"
EMC,467000040,PERCUT DRAIN W/ INDWELL CATH,"$6,020.13"
EMC,467000045,ECHO EXAM HEAD,"$1,117.51"
EMC,467000050,US HEAD/NECK SOFT TISSUES,"$2,657.76"
EMC,467000055,US CHEST,"$1,228.69"
EMC,467000060,US BREAST(S),$804.91
EMC,467000065,US ABDOMEN COMPLETE,"$5,819.29"
EMC,467000070,US ABDOMEN LIMITED,"$4,606.62"
EMC,467000075,US RETROPERITONEAL COMPLETE,"$2,797.12"
EMC,467000080,US RETROPERITONEAL LIMITED,"$1,648.28"
EMC,467000083,US EXAM K TRANSPL W/DOPPLER,"$1,024.29"
EMC,467000084,US SPINAL CANAL,"$1,956.73"
EMC,467000085,US PREG <14 WEEKS; SINGLE,"$3,553.16"
EMC,467000090,US PREG <14 WEEKS; EA ADD,"$1,029.53"
EMC,467000092,OB US >/= 14 WKS SNGL FETUS,"$3,068.17"
EMC,467000094,OB US >/= 14 WKS ADDL FETUS,"$1,916.12"
EMC,467000095,US PREG DETAILED FETAL ANATOMY,"$2,709.11"
EMC,467000100,US PREG DETAILED EACH ADD,"$1,938.96"
EMC,467000105,US PREG UTERUS LIMITED,"$3,436.48"
EMC,467000106,US OB FOLLOW-UP; PER FETUS,"$1,587.69"
EMC,467000110,US PREG UTERUS TRANSVAGINAL,"$2,613.52"
EMC,467000112,US FETAL BIOPHYS PROFLE WO NST,"$1,561.65"
EMC,467000115,US TRANSVAGINAL,"$1,942.84"
EMC,467000120,US PELVIS COMPLETE,"$3,117.01"
EMC,467000125,US PELVIS LIMITED/FOLLOWUP,"$1,480.28"
EMC,467000130,US SCROTUM,"$2,993.24"
EMC,467000140,US INFANT HIPS; DYNAMIC,"$1,114.16"
EMC,467000145,ECHO GUIDE FOR BIOPSY,"$1,932.89"
EMC,467000185,DUPLEX EXTRACRANIAL; BI,"$2,719.08"
EMC,467000190,DUPLEX EXTRACRANIAL; LTD,"$2,194.59"
EMC,467000195,DUPLEX LOW EXT ART; COMP BI,"$3,996.66"
EMC,467000200,DUPLEX LOW EXT ART; COMP LTD,"$2,250.75"
EMC,467000205,DUPLEX UPPER EXT ART; COMP BI,"$2,325.99"
EMC,467000210,DUPLEX UPPER EXT ART; LTD,"$1,626.28"
EMC,467000215,DUPLEX EXT VEIN; COMP BI,"$4,179.28"
EMC,467000220,DUPLEX EXT VEIN; LTD,"$3,144.23"
EMC,467000225,DUPLEX OTHER; COMP,"$2,126.86"
EMC,467000230,DUPLEX BYPASS; COMP,"$2,786.44"
EMC,467000235,DUPLEX OTHER; LTD,"$1,880.38"
EMC,467000240,US NO CHARGE,$0.00
EMC,467000245,DOPPLER FLOW TESTING,"$1,270.96"
EMC,467000246,PLEURAL DRAINAGE; PERC CATH,"$4,058.48"
EMC,467000247,US BREAST LIMITED,$738.77
EMC,467000250,GUIDED CATH FLUID DRAINAGE,"$9,108.11"
EMC,467000253,IMAGE GUIDED FLUID COLL CATH,"$9,165.23"
EMC,467000255,US XTR JOINT COMPLETE RT,"$1,741.53"
EMC,467000256,US XTR JOINT COMPLETE LT,"$1,741.53"
EMC,467000257,US XTR JOINT LMTD RT,$961.09
EMC,467000258,US XTR JOINT LMTD LT,$961.09
EMC,468000005,BIOPSY MUSCLE; NEEDLE,"$2,768.50"
EMC,468000008,PUNCTURE DRAINAGE OF LESION,$944.45
EMC,468000010,BX BONE; NEEDLE; SUPERFICIAL,"$2,433.82"
EMC,468000015,BIOPSY SOFT TISSUE NECK/THORAX,"$7,303.68"
EMC,468000020,BIOPSY PLEURA; NEEDLE,"$2,610.14"
EMC,468000025,BIOPSY LUNG; NEEDLE,"$2,703.36"
EMC,468000026,DX BONE MARROW ASP/BX MULTI,$90.98
EMC,468000029,DX BONE MARROW BIOPSIES,"$1,859.90"
EMC,468000030,BIOPSY LIVER; NEEDLE PERCUT,"$2,863.97"
EMC,468000031,NEEDLE BIOPSY LYMPH NODES,"$1,004.07"
EMC,468000033,INCISION OF GALLBLADDER,"$20,440.87"
EMC,468000034,BIOPSY PANCREAS; PERCUT NEEDLE,"$4,092.66"
EMC,468000035,DRAIN PERITONEAL ABSCESS; PERC,"$3,859.13"
EMC,468000040,DRAIN RETROPERI ABSCESS; PERC,"$3,193.76"
EMC,468000045,BIOPSY ABD/RETROPERI MASS,"$2,600.04"
EMC,468000050,BIOPSY RENAL; PERCUT; NEEDLE,"$2,999.86"
EMC,468000051,PLEURAL DRAINAGE; PERC CATH,"$3,512.01"
EMC,468000055,CT HEAD/BRAIN W/O CONT,"$7,473.62"
EMC,468000060,CT HEAD/BRAIN W/ CONT,"$6,670.24"
EMC,468000065,CT HEAD/BRAIN W/ & W/O CONT,"$7,396.90"
EMC,468000070,CT INTRACRANIAL STRUC W/O CONT,"$5,985.14"
EMC,468000075,CT INTRACRANIAL STRUC W/ CONT,"$6,124.40"
EMC,468000085,CT SCAN MAXILLOFAXIAL W/O CONT,"$5,624.88"
EMC,468000090,CT SCAN MAXILLOFAXIAL W/ CONT,"$6,520.87"
EMC,468000100,CT NECK SOFT TISSUE W/O CONT,"$9,435.95"
EMC,468000105,CT NECK SOFT TISSUE W/ CONT,"$11,777.21"
EMC,468000115,CT THORAX W/O CONT,"$11,414.52"
EMC,468000120,CT THORAX W/ CONT,"$18,410.61"
EMC,468000125,CT THORAX W/ & W/O CONT,"$15,431.74"
EMC,468000128,CTA; CHEST,"$11,418.95"
EMC,468000130,CT CERVICAL SPINE W/O CONT,"$8,099.75"
EMC,468000135,CT CERVICAL SPINE W/ CONT,"$9,330.92"
EMC,468000140,CT CERVICAL SPINE W&W/O CONT,"$9,451.10"
EMC,468000145,CT THORACIC SPINE W/O CONT,"$7,546.27"
EMC,468000150,CT THORACIC SPINE W/ CONT,"$8,695.24"
EMC,468000160,CT LUMBAR SPINE W/O CONT,"$7,511.46"
EMC,468000165,CT LUMBAR SPINE W/ CONT,"$8,539.12"
EMC,468000175,CT PELVIS W/O CONT,"$7,471.03"
EMC,468000180,CT PELVIS W/ CONT,"$7,672.07"
EMC,468000185,CT PELVIS W/ & W/O CONT,"$7,970.81"
EMC,468000190,CT ARM W/O CONT,"$4,102.78"
EMC,468000195,CT ARM W/ CONT,"$4,265.63"
EMC,468000205,CT LOWER EXTREMITY W/O CONT,"$4,647.49"
EMC,468000210,CT LOWER EXTREMITY W/ CONT,"$5,933.46"
EMC,468000220,CT ABDOMEN W/O CONT,"$13,008.28"
EMC,468000225,CT ABDOMEN W/ CONT,"$14,695.47"
EMC,468000230,CT ABDOMEN W/ & W/O CONT,"$16,396.37"
EMC,468000231,CT ABD & PELVIS W/O CONT,"$5,281.80"
EMC,468000232,CT ABD & PELVIS W/ CONT,"$7,044.89"
EMC,468000233,CT ABD & PELVIS W & W/O CONT,"$7,852.73"
EMC,468000245,CT GUIDE NEEDLE BIOPSY,"$6,977.98"
EMC,468000254,TECH TIME IN CT,$0.00
EMC,468000255,CT NO CHARGE,$0.00
EMC,468000256,CT HRT W/O CONT W/CA TEST,$812.40
EMC,468000257,CTA UPR EXTRM W/O&W/DYE,"$3,112.18"
EMC,468000258,CTA LWR EXTR W/O&W/DYE,"$5,100.11"
EMC,468000262,CT ANGIO HRT W/3D IMAGE,"$5,644.32"
EMC,468000263,CTA ABD AORTA W/RUN-OFF,"$9,222.10"
EMC,468000264,CTA ABDOMEN W/O & W/CONT,"$9,222.10"
EMC,468000265,CTA; HEAD,"$9,979.63"
EMC,468000267,CTA NECK,"$9,979.63"
EMC,468000269,PERCUT DRAIN LIVER LESION,"$9,183.22"
EMC,468000270,CTA; ABD & PELVIS W & W/O CONT,"$10,868.10"
EMC,468000273,GUIDED CATH FLUID DRAINAGE,"$9,108.11"
EMC,468000274,FNA WITH IMAGE,"$1,590.89"
EMC,468000275,DRAINAGE OF SKIN ABSCESS,$328.25
EMC,468000280,ASP/INJ INTERM JOINT W/O US,$662.33
EMC,471000006,IMMUNE GLOB INJ 5% 5GM/100ML,"$4,115.96"
EMC,471000008,HYDROMORPHONE SOL 1MG/ML,$4.62
EMC,471000011,BENDAMUSTINE INJ 100 MG/20 ML,"$27,459.43"
