MNEMONIC,DESCRIPTION, STD.CHARGE 
450903830,TOTAL PROTEIN, $32.00 
450903835,ALBUMIN, $42.00 
450903860,IRON (FE), $54.00 
452000100,SPECIMEN COLL KIT - ER, $65.00 
452000200,SPECIMEN COLL KIT - POST PARTU, $65.00 
452000300,SPECIMEN COLL KIT - LABOR & DE, $65.00 
452000400,SPECIMEN COLL KIT - SURGERY, $69.00 
452000500,SPECIMEN COLL KIT - RAD ONC, $65.00 
452000600,SPECIMEN COLL KIT - XRAY, $69.00 
452000700,SPECIMEN COLL KIT - GI, $82.00 
452000800,SPECIMEN COLL KIT - RESP THERA, $65.00 
452000900,SPECIMEN COLL KIT - NURSING UN, $65.00 
452000999,SPECIMEN COLL KIT - OTHER, $65.00 
452085060,BLOOD SMEAR PREPARATION, $63.00 
452085095,BONE MARROW ASPIRATION, $321.00 
452085097,BONE MARROW INTERPRETATION, $44.99 
452085102,BONE MARROW BIOPSY, $359.00 
452088104,CYTOPATH FL NONGYN SMEARS, $41.57 
452088108,CYTOPATH CONCENTRATE TECH, $50.70 
452088112,CYTOPATH CELL ENHANCE TECH, $47.54 
452088161,CYTO SMEAR OTHER, $40.00 
452088162,"CYTOPATH SMEAR, OTHER SOURCE-E", $52.00 
452088170,FINE NEEDLE ASPIRATION, $45.00 
452088172,CYTP DX EVAL FNA 1ST EA SITE, $19.48 
452088173,CYTOPATH EVAL FNA REPORT, $73.15 
452088177,CYTP FNA EVAL EA ADDL, $6.84 
452088182,CELL MARKER STUDY, $92.00 
452088300,SURGICAL PATH GROSS, $24.39 
452088302,TISSUE EXAM BY PATHOLOGST LII, $50.70 
452088304,TISSUE EXAM BY PATHOLOGST LIII, $52.45 
452088305,TISSUE EXAM BY PATHOLOGIST LIV, $71.75 
452088307,TISSUE EXAM BY PATHOLOGIST L V, $160.16 
452088309,TISSUE EXAM BY PATHOLOGIST LVI, $222.61 
452088311,DECALCIFY TISSUE, $25.00 
452088312,SPECIAL STAINS GROUP 1, $69.64 
452088313,SPECIAL STAINS GROUP 2, $55.61 
452088319,ENZYME HISTOCHEMISTRY, $173.00 
452088321,MICROSLIDE CONSULTATION, $167.00 
452088323,MICROSLIDE CONSULT, $93.00 
452088325,COMPREHENSIVE REVIEW OF DATA, $265.00 
452088329,PATHOLOGY CONSULT IN SURGERY, $104.00 
452088331,PSMG PATH CONSULT FROZN, $362.00 
452088332,PATH CONSULT INTRAOP ADDL, $11.75 
452088333,INTRAOP CYTO PATH CONSULT 1, $38.07 
452088334,INTRAOP CYTO PATH CONSULT 2, $24.04 
452088341,IMMUNOHISTO AB EA SPC EA AD AB, $75.00 
452088342,IMMUNOCYTOCHEMISTRY, $66.49 
452088344,IMMUNOHISTO AB MLPLX EA SPCMN, $126.00 
452088348,ELECTRON MICROSCOPY, $559.00 
452088360,TUMOR IMMUNOHISTOCHEM/MANUAL, $71.40 
452088363,XM ARCHIVE TISSUE MOLEC ANAL, $14.89 
452088364,FISH EA ADDL, $105.00 
452088365,INSITU HYBRIDIZATION (FISH), $115.00 
452088367,FISH AUTO READ 2 PROBES, $148.00 
452088368,FISH MANUAL READ 2 PROBES, $409.00 
453000100,5-5HIAA-QUANTITATIVE 24 HOUR, $16.80 
453000110,ACETYLCHOLINE RECEPT AB (PANEL, $108.00 
453000120,ADENOVIRUS ANTIBODY (PANEL), $21.00 
453000130,5-ADRENOCORTICOTROPIC HORMONE, $21.00 
453000140,AFB CULTURE AND STAIN (PANEL), $84.60 
453000150,V-AFP-TUMOR MARKER, $14.00 
453000160,5-ALDOLASE, $7.00 
453000170,5-ALDOSTERONE, $16.50 
453000180,ALK PHOS ISOENZYMES (PANEL), $17.10 
453000190,5-ALPHA 2 ANTIPLASMIN, $36.60 
453000200,5-ALPHA1ANTITRYPSIN, $7.50 
453000210,D-AMIKACIN LEVEL PEAK, $52.46 
453000220,D-AMIKACIN LEVEL TROUGH, $52.46 
453000230,D-AMIKACIN LEVEL- RANDOM, $52.46 
453000240,5-AMINO ACIDS QUANT- PLASMA, $90.00 
453000250,5-AMINO ACIDS QUANT- URINE, $90.00 
453000260,5-ANGIOTENSIN CONVERTING ENZYM, $16.20 
453000270,5-ANTINUCLEAR SCREEN, $7.00 
453000271,5-ANTINUCLEAR AB TITER, $11.25 
453000272,5-CHLAMYDIA / GC DNA PROBE, $38.75 
453000280,5-ANTISTREPTOLYSIN O ANTIBODY, $9.90 
453000290,ANTITHROMBIN III (PANEL), $42.25 
453000300,ASPERGILLUS ABS BY CF/ ID (PAN, $24.00 
453000310,5-B. BURGDORFERI AB- ELISA(CSF, $9.00 
453000320,BARTONEL HENSL AB IGG-IGM (PAN, $22.20 
453000330,5-BETA 2 GLYCOPROTEIN AB- IGA, $19.50 
453000340,5-BETA2GLYCOPROTEIN I AB IGG/I, $39.00 
453000350,5-BETA2MICROGLOBULIN, $12.00 
453000360,5-BETAHCG- QUANT TUMOR MARKER, $12.90 
453000370,BORDETEL PERTUS AB-IGG/M (PANE, $36.00 
453000380,BORDETEL PERTUS BY PCR (PANEL), $64.50 
453000390,5-BORRELIA BURGDORFERI ABS-TOT, $9.00 
453000400,BRUCELLA AB- IGG/ IGM (PANEL), $33.60 
453000410,5-C1 ESTERASE INHIBITOR, $27.30 
453000420,5-CAMPYLOBACT JEJUNI ANTBDY, $109.10 
453000430,V-CANCER ANTIGEN 125, $12.50 
453000440,5-CANCER ANTIGEN 153, $13.50 
453000450,5-CANCER ANTIGEN 199, $15.00 
453000460,5-CANCER ANTIGEN 27.29, $15.00 
453000470,V-CARCINOEMBRYONIC ANTIGEN, $12.50 
453000480,CARDIOLIPIN ABS  IGG/IGM (PANE, $22.00 
453000490,5-CARNITINE- FREE AND TOTAL, $24.00 
453000500,5-CARNITINE- TOTAL, $12.00 
453000510,5-CATECHOLAMINES-FRACTION URIN, $31.80 
453000520,CD4 AND CD8  ABSOLUTE (PANEL), $43.50 
453000530,CD4 LYMPHOCYTE SUBSET (PANEL), $48.00 
453000540,5-CELIAC DISEASE PANEL, $9.90 
453000550,5-CERULOPLASMIN, $9.00 
453000560,CHLAMYDIA AB  IGG/IGM (PANEL), $54.00 
453000570,5-CHLORIDE- URINE, $8.40 
453000580,5-CHROMOGRANIN A, $45.90 
453000590,CHROMOSOME ANALYSIS- BLD (PANE, $450.00 
453000600,CK ISOENZYMES (PANEL), $18.00 
453000620,COCCIDIOIDES ABS- IGG/IGM (PAN, $21.00 
453000630,5-COMPLEMENT ACTIVITY- TOTAL E, $8.75 
453000640,5-COMPLEMENT COMPONENT 3, $7.00 
453000650,COMPLEMENT COMPONENT 3 & 4 (PA, $54.60 
453000660,5-COMPLEMENT COMPONENT 4, $7.00 
453000670,5-COPPER LEVEL, $13.50 
453000680,CORTISOL STIMULATION TEST (PAN, $27.00 
453000690,V-CORTISOL- SERUM, $9.00 
453000700,5-CORTISOL-24 HOUR URINE, $16.50 
453000710,5-CPEPTIDE, $12.00 
453000720,5-CRYOGLOBULIN- QUANTITATIVE, $9.00 
453000730,5-CYCLIC CITRUL PEPTIDE AB- IG, $22.50 
453000750,CYTOGENETICS (PANEL), $550.00 
453000760,CYTOMEG VIRUS  ABS- IGG/IGM (P, $21.60 
453000770,5-DEHYDROEPIANDROSTERONE, $15.00 
453000780,5-DHEA SULFATE- SERUM, $12.00 
453000790,DRUG ANALYSIS- SERUM (PANEL), $85.52 
453000800,5-DSDNA AB- IGG, $12.00 
453000810,5-ENDOMYSIAL ANTIBODY, $9.00 
453000820,EPSTEIN BARR VIRUS AB (PANEL), $38.40 
453000830,5-EPSTEIN BARR VIRUS BY PCR, $75.00 
453000840,5-ERYTHROPOIETIN, $24.00 
453000850,V-ESTRADIOL, $21.34 
453000860,EXTRACT NUCLEAR AG ABS 5 (PANE, $67.52 
453000870,FACTOR V LEIDEN BY PCR/FRET (P, $72.02 
453000880,5-FACTOR VIII ACTIVITY, $19.50 
453000890,D-FK 506 (TACROLIMUS), $133.30 
453000900,FLOW CYTOMETRY (PANEL), $525.00 
453000910,V-FOLATE, $8.82 
453000920,V-FOLLICLE STIMULATING HORMONE, $7.76 
453000930,5-FREE T3, $10.75 
453000940,5-GABAPENTIN LEVEL, $19.50 
453000950,5-GASTRIN, $13.50 
453000960,GBM ANTIBODY (PANEL), $150.00 
453000970,GC / CHLAMYDIA DNA PROBE (PANE, $63.06 
453000980,5-GIARDIA ANTIGEN, $15.00 
453000990,GLIADIN ANTIBODY- IGA & IGG (P, $21.00 
453001000,5-GLUCOSE6PHOS DEHYDROGENASE, $15.00 
453001010,5-GLUTAMIC ACID DECARBOXYLASE, $42.00 
453001020,5-GROWTH HORMONE, $15.00 
453001030,5-HAPTOGLOBIN, $9.50 
453001040,HEAVY METALS - BLOOD (PANEL), $32.50 
453001050,5-HELICOBACTER PYLORI ANTIGEN, $49.50 
453001060,5-HEMOGLOBIN ELECTROPHORESIS, $15.00 
453001070,5-HEMOGLOBIN- PLASMA, $15.30 
453001080,5-HEMOGLOBIN- SERUM, $15.30 
453001090,5-HEMOSIDERIN- URINE, $9.00 
453001100,D-HEPARIN ASSOCIATED AB DETECT, $120.83 
453001110,5-HEPATITIS A ANTIBODY IGM, $10.50 
453001120,5-HEPATITIS A ANTIBODY- TOTAL, $8.75 
453001130,5-HEPATITIS B CORE ANTIBODY, $6.30 
453001140,5-HEPATITIS B CORE IGM, $17.15 
453001150,5-HEPATITIS B SURFACE ANTIBODY, $7.00 
453001160,5-HEAPTITIS B SURFACE ANTIGEN, $7.00 
453001170,5-HEPATITIS C GENOTYPE, $120.00 
453001180,5-HEPATITIS C RNA QUANT BDNA, $141.00 
453001190,5-HEPATITIS C RNA- QUANT BY PC, $117.00 
453001200,5-HEPATITIS C VIRUS ANTIBODY, $11.50 
453001210,5-HEPATITIS PANEL- ACUTE, $42.00 
453001220,HERPES CULT REFLX TYPING (PANE, $24.00 
453001230,5-HIV AB I/II, $7.50 
453001231,5-HIV AB CONFIRM WEST BLOT, $48.00 
453001240,5-HIV RNA (PCR), $120.00 
453001250,5-HLA B27, $32.40 
453001260,5-HOMOCYSTEINE, $19.50 
453001270,HSV 1& 2 AB IGG/IGM-SERUM (PAN, $24.00 
453001280,HSV 1& 2 ABS- IGG/IGM-CSF (PAN, $24.00 
453001290,5-HSV 1 AND 2 ANTIBODY- IGG, $12.00 
453001300,5-HSV 1 AND 2 ANTIBODY- IGM, $12.00 
453001310,5-HSV 1 AND 2 IGG AB- CSF, $15.00 
453001320,5-HSV 1 AND 2 IGM AB- CSF, $12.00 
453001330,HYPERSENSITIVITY PNEUMONITIS(P, $88.40 
453001340,IGG SUBCLASSES (PANEL), $57.60 
453001350,IMMUNOELECTROPHS- 24HR UR (PAN, $61.06 
453001360,IMMUNOELECTROPH-SERUM (PANEL), $44.38 
453001370,IMMUNOELECTROPH-SPOT UR (PANEL, $36.06 
453001380,5-IMMUNOGLOBULIN A, $6.00 
453001390,5-IMMUNOGLOBULIN E, $8.75 
453001400,5-IMMUNOGLOBULIN G, $6.00 
453001410,IMMUNOGLOBULIN IGG/A/M (PANEL), $18.00 
453001420,5-IMMUNOGLOBULIN M, $6.00 
453001430,INFLUENZA A&B VIRUS ABS (PANEL, $32.40 
453001440,5-INFLUENZA A IGG ANTIBODY, $8.10 
453001450,5-INFLUENZA A IGM ANTIBODY, $8.10 
453001460,5-INFLUENZA B IGG ANTIBODY, $8.10 
453001470,5-INFLUENZA B IGM ANTIBODY, $8.10 
453001480,INSECTICIDE EXPOSURE (PANEL), $26.10 
453001490,5-INSULIN ANTIBODY, $39.00 
453001500,5-INSULIN- FASTING, $9.00 
453001510,5-INSULIN- RANDOM, $9.00 
453001520,5-LACTIC ACID- CSF, $7.20 
453001530,5-LAMOTRIGINE (LAMICTAL) LEVEL, $21.30 
453001540,5-LEAD- WHOLE BLOOD VENOUS, $7.00 
453001550,5-LEGIONELLA ANTIBODY, $11.10 
453001560,5-LEGIONELLA PNEUMOPHILA DFA, $37.20 
453001570,5-LIPOPROTEIN ELECTROPHORESIS, $51.60 
453001580,LUPUS ANTICOAGULANT (PANEL), $29.10 
453001590,V-LUTEINIZING HORMONE, $25.88 
453001600,5-M.TUBERCULOSIS DETECTION- CS, $194.70 
453001610,5-MEASLES (RUBEOLA) AB- IGG, $10.20 
453001620,MEASLES (RUBEOLA) AB- IGG/IGM, $20.40 
453001630,5-MEASLES (RUBEOLA) AB- IGM, $10.20 
453001640,5-METANEPHRINES- URINE FRACTIO, $22.50 
453001650,5-METHYLMALONIC ACID- SERUM, $24.00 
453001660,MICROALBUMIN URINE (PANEL), $11.26 
453001670,5-MITOCHONDRIAL M2 AB- IGG, $10.00 
453001680,MULTIPLE SCLEROSIS (PANEL), $91.50 
453001690,5-MUMPS VIRUS IGG ANTIBODY, $9.00 
453001700,5-MUMPS VIRUS IGM ANTIBODY, $9.00 
453001710,5-MYCOPHENOLIC ACID, $30.00 
453001720,MYCOPLAS- PNEUMON ABS-G/M (PAN, $21.00 
453001730,5-MYELOPEROXIDASE AB, $14.40 
453001740,5-MYOGLOBIN- URINE, $12.90 
453001750,5-ANCA ANTIOBODY SCREEN, $24.00 
453001751,5-ANCA IgG TITER, $40.20 
453001754,5-CRYOGLOB IgG TITER, $9.90 
453001755,5-CRYOGLOB IgM TITER, $9.90 
453001756,5-CRYOGLOB IgA TITER, $9.90 
453001757,5-ENDOMYSIAL AB IgA TITER, $40.20 
453001760,5-NICOTINE AND COTININE META-, $67.71 
453001770,5-ORGANIC ACIDS- URINE, $120.00 
453001780,5-OXALATE- 24 HOUR URINE, $14.40 
453001790,5-OXCARBAZEPINE METABOLITE, $24.00 
453001800,PARVOVIRUS B19 AB- IGG IGM (PA, $33.00 
453001810,PHOSPHATIDLYSERINE ANTIB  (PAN, $58.50 
453001820,5-PHOSPHOLIPIDS LEVEL, $24.60 
453001830,Z-PLATELET FUNCTION ASSAY, $54.10 
453001840,V-PROGESTERONE LEVEL, $13.65 
453001850,V-PROLACTIN LEVEL, $15.00 
453001860,5-PROTEIN C- FUNCTIONAL, $24.00 
453001870,PROTEIN C/S - FUNCTIONAL (PANE, $63.00 
453001880,PROTEIN ELECTROPH-SERUM (PANEL, $12.26 
453001890,5-PROTEIN S- FUNCTIONAL, $39.00 
453001910,PSA FREE AND TOTAL (PANEL), $22.50 
453001920,PTH INTACT WITH CALCIUM (PANEL, $19.50 
453001930,5-RENIN ACTIVITY, $13.50 
453001940,5-RIBONUCLEIC PROTEIN (ENA)- I, $13.50 
453001950,5-RIBOSOMAL P PROTEIN AB, $24.00 
453001960,V-ROTAVIRUS- STOOL, $8.70 
453001970,5-RPR- REFLEX TITER, $6.00 
453001980,5-RUBELLA IgG ANTIBODY, $9.00 
453001990,5-SCL70 (SCLERODERMA) AB- IGG, $13.50 
453002000,5-SERINE PROTEASE3 ANTIBODY, $14.40 
453002010,5-SIROLIMUS (RAPAMUNE) LEVEL, $60.00 
453002020,5-SMITH ANTIBODY- IGG, $13.50 
453002030,5-SMOOTH MUSCLE AB, $13.80 
453002031,5-SMOOTH MUSCLE IgG TITER, $40.20 
453002040,5-SSA (RO) ANTIBODY- IGG, $13.50 
453002050,5-SSB (LA) ANTIBODY- IGG, $13.50 
453002060,5-STRIATED MUSCLE ANTIBODY, $16.50 
453002070,TESTOSTERONE-FREE&TOTAL (PANEL, $31.20 
453002080,5-TESTOSTERONE- TOTAL, $12.60 
453002090,5-TESTOSTERONE-FREE, $13.50 
453002095,5-TESTOSTERONE FEMALE/CHILD, $35.10 
453002100,5-THYROGLOBULIN ANTIBODY, $9.00 
453002110,THYROGLOBULIN LEVEL (PANEL), $26.40 
453002120,THYROID ANTIBODIES (PANEL), $18.00 
453002130,5-THYROID PEROXIDASE ANTIBODY, $9.00 
453002140,5-THYROID STIMULATING IMMUNOGL, $69.00 
453002150,5-THYROXINE (T4), $6.30 
453002160,5-TOTAL T3, $5.60 
453002170,TOXOPLAMSA GONDII AB IGG IGM (, $21.00 
453002180,5-TRANSFERRIN, $9.00 
453002190,5-TRYPTASE, $119.10 
453002200,5-VANILLYLMANDELIC ACID-URINE, $16.80 
453002210,VAP CHOLESTEROL (PANEL), $95.00 
453002220,VARICELLA ZOSTER AB IGG IGM (P, $21.00 
453002230,5-VASOACTIVE INTESTINAL PEPTID, $28.50 
453002240,5-VDRL- CSF, $6.00 
453002250,B-VDRL- SERUM, $5.00 
453002260,VIRAL CULTURE, $22.80 
453002270,5-VISCOSITY- SERUM, $10.50 
453002280,5-VIT D 1-25 DIHYDROXY, $30.00 
453002290,V-VITAMIN B12 LEVEL, $5.82 
453002300,5-VITAMIN B6 LEVEL, $17.10 
453002310,5-VITAMIN D- 25HYDROXY, $19.50 
453002320,5-VITAMIN E LEVEL, $15.00 
453002330,VON WILLEBRAND FACT ASSAY(PANE, $78.00 
453002340,WEST NILE AB PANEL CSF (PANEL), $33.00 
453002350,5-WEST NILE VIRUS AB IGG CSF, $25.39 
453002360,5-WESTNILE VIR AB IGG/IGM PANL, $33.00 
453002370,5-WEST NILE VIRUS AB IGM CSF, $16.50 
453002380,5-WEST NILE VIRUS ANTIBODY IGG, $16.50 
453002390,5-WEST NILE VIRUS ANTIBODY IGM, $16.50 
453002395,"5-WNV, DNA, AMPL PROBE", $183.00 
453002400,5-ZINC LEVEL, $10.50 
453002425,5-GROWTH HORMONE STIM PANEL, $75.00 
453080074,5-ACUTE HEPATITIS PANEL, $42.00 
453080100,5 DRUG SCREEN QUAL MULTI CHROM, $21.38 
453080101,5-DRUG SCREEN- QUALITATE/ADD, $21.38 
453080150,5-ASSAY OF AMIKACIN, $12.60 
453080158,D-ASSAY OF CYCLOSPORINE, $143.62 
453080197,D-ASSAY OF TACROLIMUS, $100.00 
453080299,5-QUANTITATIVE ASSAY- DRUG, $19.50 
453081220,CYSTIC FIBROSIS 32 MUTATN SCRN, $180.00 
453081240,F2 GENE ANALYSIS, $31.83 
453081241,F5 GENE ANALYSIS LEIDEN, $31.83 
453082024,5-ASSAY OF ACTH, $25.50 
453082040,5-ASSAY OF SERUM ALBUMIN, $9.90 
453082042,5-ASSAY OF URINE ALBUMIN, $9.90 
453082043,5-MICROALBUMIN- QUANTITATIVE, $5.63 
453082085,5-ASSAY OF ALDOLASE, $7.00 
453082088,5-ASSAY OF ALDOSTERONE, $16.50 
453082103,5-ALPHA-1-ANTITRYPSIN- TOTAL, $7.50 
453082105,5-ALPHA-FETOPROTEIN- SERUM, $14.00 
453082139,5-AMINO ACIDS- QUAN- 6 OR MORE, $90.00 
453082164,5-ANGIOTENSIN I ENZYME TEST, $16.20 
453082175,5-ASSAY OF ARSENIC, $18.50 
453082232,5-ASSAY OF BETA-2 PROTEIN, $12.00 
453082306,5-ASSAY OF VITAMIN D, $19.50 
453082310,5-ASSAY OF CALCIUM, $9.75 
453082355,H-STONE ANALYSIS, $26.00 
453082365,5 - STONE ANALYSIS, $26.70 
453082378,V-CARCINOEMBRYONIC ANTIGEN, $12.50 
453082379,5-ASSAY OF CARNITINE, $24.00 
453082384,5-ASSAY- THREE CATECHOLAMINES, $31.80 
453082390,5-ASSAY OF CERULOPLASMIN, $9.00 
453082436,5-ASSAY OF URINE CHLORIDE, $8.40 
453082480,5-ASSAY- SERUM CHOLINESTERASE, $13.05 
453082482,5-ASSAY- RBC CHOLINESTERASE, $13.05 
453082525,5-ASSAY OF COPPER, $13.50 
453082530,5-CORTISOL- FREE, $16.50 
453082533,V-TOTAL CORTISOL, $9.00 
453082534,V-TOTAL CORTISOL - ADD, $9.00 
453082550,5-ASSAY OF CK (CPK), $9.00 
453082552,5-ASSAY OF CPK IN BLOOD, $9.00 
453082570,5-ASSAY OF URINE CREATININE, $5.63 
453082595,5-ASSAY OF CRYOGLOBULIN, $9.00 
453082607,V-VITAMIN B-12, $5.82 
453082626,5-DEHYDROEPIANDROSTERONE, $15.00 
453082627,5-DEHYDROEPIANDROSTERONE, $12.00 
453082670,V-ASSAY OF ESTRADIOL, $21.34 
453082746,V-BLOOD FOLIC ACID SERUM, $8.82 
453082783,5-ASSAY OF GAMMAGLOB IGM ADD, $6.00 
453082784,5-ASSAY OF GAMMAGLOBULIN IGM, $6.00 
453082785,5-ASSAY OF GAMMAGLOBULIN IGE, $8.75 
453082787,5-IGG 1- 2- 3 OR 4- EACH, $14.40 
453082788,5-IGG 1- 2- 3 OR 4- ADD, $14.40 
453082941,5-ASSAY OF GASTRIN, $13.50 
453082955,5-ASSAY OF G6PD ENZYME, $15.00 
453083001,V-GONADOTROPIN (FSH), $7.76 
453083002,V-GONADOTROPIN (LH), $25.88 
453083003,5-ASSAY- GROWTH HORMONE (HGH), $15.00 
453083010,5-ASSAY OF HAPTOGLOBIN- QUANT, $9.50 
453083021,5-HEMOGLOBIN CHROMOTOGRAPHY, $15.00 
453083051,5-ASSAY OF PLASMA HEMOGLOBIN, $15.30 
453083070,5-ASSAY OF HEMOSIDERIN- QUAL, $9.00 
453083090,V-ASSAY OF HOMOCYSTINE, $19.50 
453083497,5-ASSAY OF 5-HIAA, $16.80 
453083516,5-IMMUNOASSAY- NONANTIBODY, $9.00 
453083517,5-IMMUNOASSAY- NONANTIBODY ADD, $12.00 
453083519,5-IMMUNOASSAY- NONANTIBODY, $42.00 
453083520,5-IMMUNOASSAY- RIA, $119.10 
453083525,5-ASSAY OF INSULIN, $9.00 
453083655,5-ASSAY OF LEAD, $7.00 
453083715,5-ASSAY OF BLOOD LIPOPROTEINS, $51.60 
453083716,5-ASSAY OF BLOOD LIPOPROTEINS, $47.50 
453083825,5-ASSAY OF MERCURY, $7.00 
453083835,5-ASSAY OF METANEPHRINES, $22.50 
453083873,5-ASSAY OF CSF PROTEIN, $20.70 
453083874,5-ASSAY OF MYOGLOBIN, $12.90 
453083883,5 KAPPA LIGHT CHAIN QUANT, $15.03 
453083884,5 LAMBDA LIGHT CHAIN QUANT, $15.03 
453083916,5-OLIGOCLONAL BANDS, $39.00 
453083918,5-ORGANIC ACIDS- TOTAL- QUANT, $120.00 
453083921,5-ORGANIC ACID-  SINGLE- QUANT, $24.00 
453083945,5-ASSAY OF OXALATE, $14.40 
453083970,5-ASSAY OF PARATHORMONE, $9.75 
453084075,5-ASSAY ALKALINE PHOSPHATASE, $8.55 
453084080,5-ASSAY ALKALINE PHOSPHATASES, $8.55 
453084144,V-ASSAY OF PROGESTERONE, $13.65 
453084146,V-ASSAY OF PROLACTIN, $15.00 
453084153,5-ASSAY OF PSA- TOTAL, $11.25 
453084154,5-ASSAY OF PSA- FREE, $11.25 
453084156,"5-ASSAY OF PROTEIN, URINE", $5.63 
453084160,5-ASSAY OF PROTEIN- ANY SOURCE, $6.13 
453084165,5-PROTEIN E-PHORESIS- SERUM, $6.13 
453084207,5-ASSAY OF VITAMIN B-6, $17.10 
453084238,5-ASSAY- NONENDOCRINE RECEPTOR, $36.00 
453084239,5-ASSAY- NONENDOCRINE RECEPTOR, $36.00 
453084244,5-ASSAY OF RENIN, $13.50 
453084270,5-ASSAY OF SEX HORMONE GLOBUL, $18.60 
453084305,5-INSULIN-LIKE GROWTH FACTOR 1, $18.00 
453084311,5-SPECTROPHOTOMETRY, $12.00 
453084402,5-ASSAY OF TESTOSTERONE, $13.50 
453084403,5-ASSAY OF TOTAL TESTOSTERONE, $12.60 
453084432,5-ASSAY OF THYROGLOBULIN, $17.40 
453084436,5-ASSAY OF TOTAL THYROXINE, $6.30 
453084445,5-ASSAY OF TSI, $69.00 
453084446,5-ASSAY OF VITAMIN E, $15.00 
453084466,5-ASSAY OF TRANSFERRIN, $9.00 
453084478,5-ASSAY OF TRIGLYCERIDES, $47.50 
453084480,5-ASSAY- TRIIODOTHYRONINE (T3), $5.60 
453084481,5-FREE ASSAY (FT-3), $10.75 
453084585,5-ASSAY OF URINE VMA, $16.80 
453084586,5-ASSAY OF VIP, $28.50 
453084630,5-ASSAY OF ZINC, $10.50 
453084681,5-ASSAY OF C-PEPTIDE, $12.00 
453085240,CLOT FACTOR VIII AHG 1 STAGE, $19.50 
453085245,CLOT FACTOR VIII VW RISTOCTN, $19.50 
453085246,CLOT FACTOR VIII VW ANTIGEN, $25.38 
453085247,VON WILLEBRAND FACTR MULTIMERS, $25.38 
453085300,5-ANTITHROMBIN III TEST, $21.12 
453085301,5-ANTITHROMBIN III TEST, $21.13 
453085303,5-BLOOD CLOT INHIBITOR TEST, $24.00 
453085306,5-BLOOD CLOT INHIBITOR TEST, $39.00 
453085410,5-FIBRINOLYTIC ANTIPLASMIN, $36.60 
453085576,Z-BLOOD PLATELET AGGREGATION, $54.10 
453085610,5-PROTHROMBIN TIME, $9.70 
453085613,5-RUSSELL VIPER VENOM- DILUTED, $9.70 
453085730,5-THROMBOPLASTIN TIME- PARTIAL, $9.70 
453085810,5-BLOOD VISCOSITY EXAMINATION, $10.50 
453086003,5-ALLERGEN SPECIFIC IGE, $16.85 
453086004,5-ALLERGEN SPECIFIC IGE ADD, $16.85 
453086022,5-PLATELET ANTIBODIES, $160.00 
453086060,5-ANTISTREPTOLYSIN O- TITER, $9.90 
453086146,5-GLYCOPROTEIN ANTIBODY, $39.00 
453086147,5-CARDIOLIPIN ANTIBODY, $11.00 
453086148,5-PHOSPHOLIPID ANTIBODY, $19.50 
453086149,5-PHOSPHOLIPID ANTIBODY ADD, $19.50 
453086159,5-COMPLEMENT- ANTIGEN - ADD, $27.30 
453086160,5-COMPLEMENT- ANTIGEN, $27.30 
453086162,5-COMPLEMENT- TOTAL (CH50), $8.75 
453086225,5-DNA ANTIBODY, $12.00 
453086235,5-NUCLEAR ANTIGEN ANTIBODY, $24.00 
453086236,5-NUCLEAR ANTIGEN ANTIBODY ADD, $10.88 
453086255,"5,V-FLUORESCENT ANTIBODY- SCRE", $8.75 
453086256,5-FLUORESCENT ANTIBODY- GBM, $141.25 
453086300,5-IMMUNOASSAY- TUMOR- CA 15-3, $15.00 
453086301,5-IMMUNOASSAY- TUMOR- CA 19-9, $15.00 
453086316,"5,V-IMMUNOASSAY- TUMOR OTHER", $12.50 
453086317,5-IMMUNOASSAY-INFECTIOUS AGENT, $10.50 
453086331,5-IMMUNODIFFUSION OUCHTERLONY, $10.50 
453086332,5-IMMUNODIFFUSION OUCHTER ADD, $10.50 
453086334,5-IMMUNOFIX E-PHORESIS- SERUM, $14.12 
453086335,5-IMMUNFIX E-PHORSIS/URINE/CSF, $19.27 
453086337,5-INSULIN ANTIBODIES, $39.00 
453086341,5-ISLET CELL AB IgG, $24.30 
453086359,5-T CELLS- TOTAL COUNT, $21.75 
453086360,5-T CELL- ABSOLUTE COUNT/RATIO, $21.75 
453086376,5-MICROSOMAL ANTIBODY, $9.00 
453086480,5 QUANTIFERON GOLD TB TEST, $69.27 
453086592,"V,B-BLOOD SEROLOGY- QUALITATIV", $5.00 
453086603,5-ADENOVIRUS ANTIBODY, $10.50 
453086604,5-ADENOVIRUS ANTIBODY - ADD, $10.50 
453086606,5-ASPERGILLUS ANTIBODY, $12.00 
453086607,5-ASPERGILLUS ANTIBODY - ADD, $12.00 
453086611,5-BARTONELLA ANTIBODY, $11.10 
453086612,5-BARTONELLA ANTIBODY - ADD, $11.10 
453086615,5-BORDETELLA ANTIBODY, $18.00 
453086616,5-BORDETELLA ANTIBODY - ADD, $18.00 
453086618,5-LYME DISEASE ANTIBODY, $9.00 
453086622,5-BRUCELLA ANTIBODY, $16.80 
453086623,5-BRUCELLA ANTIBODY - ADD, $16.80 
453086631,5-CHLAMYDIA ANTIBODY, $9.00 
453086632,5-CHLAMYDIA IGM ANTIBODY, $9.00 
453086633,5-CHLAMYDIA ANTIBODY - ADD, $9.00 
453086634,5-CHLAMYDIA IGM ANTIBODY-ADD, $9.00 
453086635,5-COCCIDIOIDES ANTIBODY, $10.50 
