CDM Number,GENL-DESC,Price-1
1801397,STONE RISK DIAG PROFILE Q4/12,7.00
1801398,STONE RISK DIAG PROFILE Q5/12,9.00
1801399,STONE RISK DIAG PROFILE Q6/12,18.00
1801400,STONE RISK DIAG PROFILE Q7/12,5.00
1801401,STONE RISK DIAG PROFILE Q8/12,6.00
1801402,STONE RISK DIAG PROFILE Q9/12,6.00
1801403,STONE RISK DIAG PROFILE Q10/12,7.00
1801404,STONE RISK DIAG PROFILE Q11/12,7.00
1801405,STONE RISK DIAG PROFILE Q12/12,7.00
1801406,STOOL ELECTROLYTES Q 1/3,33.84
1801407,STOOL ELECTROLYTES Q 2/3,33.00
1801408,STOOL ELECTROLYTES Q 3/3,33.00
1801409,ARUP MUTATIONANALYSISFLT3Q1/2,175.00
1801410,ARUP MUTATIONANALYSISFLT3Q2/2,180.00
1801411,CYP450CYTOCROME GENOTYPE 3AAQ,247.50
1801412,INTERLUKIN 2 Q,112.86
1801413,T315I MUTATION Q,500.00
1801414,BULLOUS PEMPHIGOIC ABS Q,42.00
1801415,PROMETHEUS ANSER IFX P,"2,500.00"
1801416,PROMETHEUS ANSER ADA P,"2,500.00"
1801417,IMMUNODEFICIENCY PANEL CC1/19,191.00
1801418,IMMUNODEFICIENCY PANEL CC2/19,175.00
1801419,IMMUNODEFICIENCY PANEL CC3/19,175.00
1801420,IMMUNODEFICIENCY PANEL CC4/19,175.00
1801421,IMMUNODEFICIENCY PANEL CC5/19,175.00
1801422,IMMUNODEFICIENCY PANEL CC6/19,175.00
1801423,IMMUNODEFICIENCY PANEL CC7/19,175.00
1801424,IMMUNODEFICIENCY PANEL CC8/19,175.00
1801425,IMMUNODEFICIENCY PANEL CC9/19,175.00
1801426,IMMUNODEFICIENCY PANEL CC10/19,175.00
1801427,IMMUNODEFICIENCY PANEL CC11/19,175.00
1801428,IMMUNODEFICIENCY PANEL CC12/19,175.00
1801429,IMMUNODEFICIENCY PANEL CC13/19,175.00
1801430,IMMUNODEFICIENCY PANEL CC14/19,175.00
1801431,IMMUNODEFICIENCY PANEL CC15/19,175.00
1801432,IMMUNODEFICIENCY PANEL CC16/19,175.00
1801433,IMMUNODEFICIENCY PANEL CC17/19,175.00
1801434,IMMUNODEFICIENCY PANEL CC18/19,175.00
1801435,IMMUNODEFICIENCY PANEL CC19/19,175.00
1801437,DCN/LVNC CARDIOPATHPANEL2/4GD,918.00
1801438,DCN/LVNC CARDIOPATHPANEL3/4GD,918.00
1801439,DCN/LVNC CARDIOPATHPANEL4/4GD,918.00
1801440,SCN1A EVAK TEST 1/2A,"1,248.00"
1801441,SCN1A EVAK TEST 2/2A,"1,247.00"
1801442,ABCC8 CH DNA SEQUENCING,"2,200.00"
1801443,ANTI VGKC A,485.00
1801444,DRUG ABUSEPANEL URN TOX 1/9,80.00
1801445,DRUG ABUSEPANEL URN TOX 2/9,80.00
1801446,DRUG ABUSEPANEL URN TOX 3/9,80.00
1801447,DRUG ABUSEPANEL URN TOX 4/9,80.00
1801448,DRUG ABUSEPANEL URN TOX 5/9,80.00
1801449,DRUG ABUSEPANEL URN TOX 6/9,80.00
1801450,DRUG ABUSEPANEL URN TOX 7/9,80.00
1801454,ACID FAST BACILLI PCR Q 1/2,198.00
1801456,ROUTINE CHROMOSOME STUDY 1/3UM,193.00
1801457,ROUTINE CHROMOSOME STUDY 2/3UM,242.00
1801458,ROUTINE CHROMOSOME STUDY 3/3UM,34.00
1801459,LYME ANTIBODY Q,61.00
1801460,UNIVERSAL BACTERIA PCR UW,276.00
1801461,UNIVERSAL FUNGI PCR UW,450.00
1801462,CELIACDISEASE PANEL INFANTQ1/3,60.00
1801463,CELIACDISEASE PANEL INFANTQ2/3,60.00
1801464,CELIACDISEASE PANEL INFANTQ3/3,56.00
1801465,INFANTILE EPILEPSY PANEL1/17GD,300.00
1801466,INFANTILE EPILEPSY PANEL2/17GD,280.00
1801467,INFANTILE EPILEPSY PANEL3/17GD,280.00
1801468,INFANTILE EPILEPSY PANEL4/17GD,280.00
1801469,INFANTILE EPILEPSY PANEL5/17GD,280.00
1801470,INFANTILE EPILEPSY PANEL6/17GD,280.00
1801471,INFANTILE EPILEPSY PANEL7/17GD,280.00
1801472,INFANTILE EPILEPSY PANEL8/17GD,280.00
1801473,INFANTILE EPILEPSY PANEL9/17GD,280.00
1801474,INFANTILEEPILEPSY PANEL10/17GD,280.00
1801475,INFANTILEEPILEPSY PANEL11/17GD,280.00
1801476,INFANTILEEPILEPSY PANEL12/17GD,280.00
1801477,INFANTILEEPILEPSY PANEL13/17GD,280.00
1801478,INFANTILEEPILEPSY PANEL14/17GD,280.00
1801479,INFANTILEEPILEPSY PANEL15/17GD,280.00
1801480,INFANTILEEPILEPSY PANEL16/17GD,280.00
1801481,INFANTILEEPILEPSY PANEL17/17GD,280.00
1801482,MULTIPLEX PROBE STAIN EACH UM,155.00
1801483,SINGLE ANTIBODYSTAIN EACHADDUM,45.00
1801485,WILSONDISEASE GENE  ATP7BAMBRY,"2,130.00"
1801486,KCNJ11CH DNA SEQUENCING ATHENA,760.00
1801487,"IHC FIRST 4 AB, LC 1/4",63.00
1801488,"IHC FIRST 4 AB, LC 2/4",63.00
1801489,"IHC FIRST 4 AB, LC 3/4",63.00
1801490,"IHC FIRST 4 AB, 4/4",94.50
1801492,"IHC EA ADD AB, LC",150.00
1801498,CITRULLINE QUANT IML,24.00
1801499,CYCLOSPORINE QUANT IML,23.86
1801500,CYTOKINE 1 OF 14 IML,18.00
1801501,CYTOKINE 2 OF 14 IML,18.00
1801502,CYTOKINE 3 OF 14 IML,18.00
1801503,CYTOKINE 4 OF 14 IML,18.00
1801504,CYTOKINE 5 OF 14 IML,18.00
1801505,CYTOKINE 6 OF 14 IML,18.00
1801506,CYTOKINE 7 OF 14 IML,18.00
1801507,CYTOKINE 8 OF 14 IML,18.00
1801508,CYTOKINE 9 OF 14 IML,18.00
1801509,CYTOKINE 10 OF 14 IML,18.00
1801510,CYTOKINE 11 OF 14 IML,18.00
1801511,CYTOKINE 12 OF 14 IML,18.00
1801512,CYTOKINE 13 OF 14 IML,18.00
1801513,CYTOKINE 14 OF 14 IML,18.00
1801514,EVEROLIMUS QUANT IML,18.84
1801515,PROGRAF TACROLIMUS II QNT IML,18.84
1801516,MYCOPHENOLIC ACID MPA IML,24.00
1801517,CMV PCR IML,58.76
1801518,MECONIUM DRUG ABUSE SCRN 1/7T,114.00
1801519,"MECONIUM DRUG ABUSE, SCRN 2/7T",114.00
1801520,"MECONIUM DRUG ABUSE, SCRN 3/7T",114.00
1801521,"MECONIUM DRUG ABUSE, SCRN 4/7T",114.00
1801522,"MECONIUM DRUG ABUSE, 5/7T",114.00
1801523,"MECONIUM DRUG ABUSE,SCRN,6/7T",114.00
1801524,"MECONIM DRUG ABUSE,SCRN 7/7T",114.00
1801525,HIV GENOTYPE Q,353.15
1801526,ORGANIC ACID 1/2 Q,161.00
1801527,ORGANIC ACID 2/2 Q,160.00
1801528,CARNITINE TOTAL & FREE Q,35.00
1801529,IMMUNOHISTOCHEM AB UM,75.00
1801530,IMMUNOHISTOMULTIPLEX AB ADD UM,155.00
1801531,IMMUNOHISTOCHEM SEMIQUANT UM,269.00
1801532,DIRECT IMMUNO INITIAL UM,100.00
1801533,DIRECT IMUNOFLUORES EA ADD UM,100.00
1801534,EBV PCR IML,40.87
1801535,POLYOMA PCR IML,58.76
1801536,SIROLIMUS QUANT IML,18.84
1801537,TAG GI PATHOGEN PANEL IML,41.00
1801538,TAG GPP 2 /11 IML,41.00
1801539,TAG GPP 3 /11 IML,41.00
1801540,TAG GPP 4/ 11 IML,41.00
1801541,TAG GPP 5/11 IML,41.00
1801542,TAG GPP 6 /11 IML,41.00
1801543,TAG GPP 7 /11 IML,41.00
1801544,TAG GPP 8/11 IML,41.00
1801545,TAG GPP 9/11 IML,41.00
1801546,TAG GPP 10/11 IML,41.00
1801547,TAG GPP 11/11 IML,41.00
1801548,HIV PCR IML,41.00
1801549,LUMINEX AB SCREEN I&II,54.00
1801550,TISSUE TYPING 1/4 IML,552.00
1801551,TISSUE TYPING 2/4 IML,168.00
1801552,TISSUE TYPING 3/4 IML,168.00
1801553,TISSUE TYPING 4/4 IML,168.00
1801554,IML ABORH 1,4.00
1801555,IML ABORH 2,4.00
1801556,IMLCELLSURFACEENUMERPANEL1/10,52.00
1801557,IMLCELLSURFACEENUMERPANEL2/10,28.55
1801558,IMLCELLSURFACEENUMERPANEL3/10,28.55
1801559,IMLCELLSURFACEENUMERPANEL4/10,28.55
1801560,IMLCELLSURFACEENUMERPANEL5/10,28.55
1801561,IMLCELLSURFACEENUMERPANEL6/10,28.55
1801562,IMLCELLSURFACEENUMERPANEL7/10,52.00
1801563,IMLCELLSURFACEENUMERPANEL8/10,52.00
1801564,IMLCELLSURFACEENUMERPANEL9/10,10.00
1801565,IMLCELLSURFACEENUMERPANEL10/10,52.00
1801566,ILM DONOR SPECIF ANTIBODY DSA,54.00
1801567,IMLHLAABC DRMOLECULAR TYP1/4,552.00
1801568,IMLHLAABC DRMOLECULAR TYP2/4,498.96
1801569,IMLHLAABC DRMOLECULAR TYP3/4,498.96
1801570,IMLHLAABC DRMOLECULAR TYP4/4,498.96
1801571,COLON CANCER MUTATION UM,"1,799.00"
1801572,FLOW CROSSMATCH 1/12 IML,17.00
1801573,FLOW CROSSMATCH 2/12 IML,6.00
1801574,FLOW CROSSMATCH 3/12 IML,181.01
1801575,FLOW CROSSMATCH 4/12 IML,59.62
1801576,FLOW CROSSMATCH 5/12 IML,59.62
1801577,FLOW CROSSMATCH 6/12 IML,59.62
1801578,FLOW CROSSMATCH 7/12 IML,58.62
1801579,FLOW CROSSMATCH 8/12 IML,59.62
1801580,FLOW CROSSMATCH 9/12 IML,59.62
1801581,FLOW CROSSMATCH 10/12 IML,59.62
1801582,FLOW CROSSMATCH 11/12 IML,59.62
1801583,FLOW CROSSMATCH 12/12 IML,76.13
1801584,ABO IML,4.00
1801585,RH IML,4.00
1801586,CDC CROSS/DTT CROSS 1/2 IML,71.73
1801587,CDC CROSS/DTT CROSS 2/2 IML,71.73
1801588,CELLSURF ENUMPANELTCELL1/10IML,52.00
1801589,CELLSURF ENUMPANELTCELL2/10IML,6.00
1801590,CELLSURF ENUMPANELTCELL3/10IML,6.00
1801591,CELLSURF ENUMPANELTCELL4/10IML,6.00
1801592,CELLSURFENUMPANELTCELL5/10IML,6.00
1801593,CELLSURFENUMPANELTCELL6/10IML,6.00
1801594,CELLSURFENUMPANELTCELL7/10IML,52.00
1801595,CELLSURFENUMPANELTCELL8/10IML,52.00
1801596,CELLSURFENUMPANELTCELL9/10IML,10.00
1801597,CELLSURFENUMPANELTCELL10/10IML,52.00
1801598,TISSUETYPIN1/4IML,551.61
1801599,TISSUETYPIN2/4IML,167.66
1801600,TISSUETYPIN3/4IML,167.66
1801601,TISSUETYPIN4/4IML,167.66
1801602,STREPTOZYME REF,66.00
1801603,ALK PHOS ISOENZYMES Q1/2,23.35
1801604,CHIMERISMDNA-STR IML,294.99
1801605,DONORSPECANTIBODYIML,54.29
1801606,HTLV1&2ANTIBODYDET IML,12.00
1801607,ANTIBODYSCREEN MIX1&2 IML,54.29
1801608,MIXEDPRASCREEN CLASSI&II IML,54.29
1801609,SINGLEANTIGENCLASSI PRA IML,174.04
1801610,SINGLEANTIGENCLASSII(PRA) IML,158.22
1801611,SINGLAGCLASSI&IIAB PRA/DSA IML,54.29
1801612,HEPATITIS CVIRUS FIBROSUREQ,288.75
1801613,CRYPTOCOCCUS AB CSF Q,47.00
1801614,VORICONAZOLE SERUM LEVEL VC,110.00
1801615,HLAABC DR/Q/P MOL TYPE1/4 IML,551.61
1801616,HLAABC DR/Q/P MOL TYPE2/4 IML,167.66
1801617,HLAABC DR/Q/P MOL TYPE3/4 IML,167.66
1801618,HLAABC DR/Q/P MOL TYPE4/4 IML,167.66
1801619,CHAGAS IML,16.00
1801620,C1Q-ESTERASE INHIBITOR RF REF,64.00
1801621,LACTATE DEHYDROGENASE,17.00
1801622,ISLET CELL AB REF,8.05
1801623,LDH SEPARATION & QUANT,5.00
1801624,COLLAGEN C TELOPEPTIDE CTX,139.00
1801625,HEPATITIS BE AB IML,16.00
1801626,HEPATITIS BE AG IML,16.00
1801627,CHIKUNGUNYA AB (IGG IGM)1/2 Q,50.00
1801628,STREPTOZYME WITH REFLEX TITER,73.00
1801629,CHIKUNGUNYA AB (IGG IGM)2/2 Q,45.00
1801630,ANTI INTRINSIC FACTOR REF,82.00
1801631,CHIKUNGUNYA TITERIGG Q,75.00
1801632,CHIKUNGUNYA TITERIGM Q,79.00
1801634,MELANOMA MUTATION PROF UM,"1,358.00"
1801635,MGMT METHYLATION UM,450.00
1801636,GIST MUTATION PANEL UM,"1,715.00"
1801637,LUNG CANCER MUTATION PROF UM,"1,989.00"
1801638,RTCHROSOMSTUDYTISSUE22XY1/4 UM,193.00
1801639,RTCHROSOMSTUDYTISSUE22XY2/4 UM,242.00
1801640,LYMPHOCYTE ANTIGEN SCREEN 1/3,77.00
1801641,LYMPHOCYTE ANTIGEN SCREEN 2/3,77.00
1801642,LYMPHOCYTE ANTIGEN SCREEN 3/3,77.00
1801643,RTCHROSOMSTUDYTISSUE22XY3/4 UM,34.00
1801644,RTCHROSOMSTUDYTISSUE22XY4/4 UM,2.00
1801646,QNATAL ADV CELL FREE DNA Q,900.00
1801647,ZIKA VIRUS  QUAL RT-PCR Q,385.00
1801648,SOLTUMOR COMP MUT PANEL UM,"2,352.00"
1801649,IDH1+IDH2 UM,375.00
1801650,CHROMOSOME ANAL BM/BLD 1/4,173.00
1801651,CHROMOSOME ANAL BM/BLD 2/4,242.00
1801652,CHROMOSOME ANAL BM/BLD 3/4,171.89
1801653,CHROMOSOME ANAL BM/BLD 4/4,171.89
1801654,PARVOVIRUS DNA AMP IML,41.00
1801655,MICROSPORIDIA EXAM Q,48.50
1801656,TISSU INSITU HYBRID INITIAL UM,75.00
1801657,TISSU INSITU HYBRID EA ADD UM,75.00
1801658,CELL CULT AMNIOTIC FLD/CVS UM,202.00
1801659,PLEXISION CYTOGEN STUDIES 1/15,160.00
1801661,PLEXISION CYTOGEN STUDIES 2/15,68.00
1801662,PLEXISION CYTOGEN STUDIES 3/15,78.00
1801663,PLEXISION CYTOGEN STUDIES 4/15,65.00
1801664,PLEXISION CYTOGEN STUDIES 5/15,50.00
1801665,PLEXISION CYTOGEN STUDIES 6/15,41.15
1801666,PLEXISION CYTOGEN STUDIES 7/15,41.15
1801667,PLEXISION CYTOGEN STUDIES 8/15,41.15
1801668,PLEXISION CYTOGEN STUDIES 9/15,41.15
1801669,PLEXISION CYTOGEN STUDIES10/15,41.15
1801670,PLEXISION CYTOGEN STUDIES11/15,41.15
1801671,PLEXISION CYTOGEN STUDIES12/15,41.15
1801672,PLEXISION CYTOGEN STUDIES13/15,41.15
1801673,PLEXISION CYTOGEN STUDIES14/15,41.15
1801674,PLEXISION CYTOGEN STUDIES15/15,41.15
1801675,INT IMMUNOFLUORESCENCE IML,60.11
1801676,ADD IMMUNOFLUORESCENCE IML,45.51
1801677,INT IMMUNOHISTOCHEMISTRY IML,73.80
1801678,ADD IMMUNOHISTOCHEMISTRY IML,64.38
1801679,ELECTRON MICROSCOPY IML,282.79
1801680,GENE REARRANG 1/4 IML,276.00
1801681,GENE REARRANG 2/4 IML,272.00
1801682,GENE REARRANG 3/4 IML,280.00
1801683,INSITU HYBRID FISH OR CISH IML,138.18
1801684,SPECIAL STAIN GRP II IML,60.48
1801685,MUSCLE BIOPSY PANEL 1/23 UM,85.00
1801686,MUSCLE BIOPSY PANEL 2/23 UM,85.00
1801687,MUSCLE BIOPSY PANEL 3/23 UM,85.00
1801688,MUSCLE BIOPSY PANEL 4/23 UM,85.00
1801689,MUSCLE BIOPSY PANEL 5/23 UM,85.00
1801690,INTERPHASE FISH CEP3 UM,75.00
1801691,INTERPHASE FISH CEP9 UM,75.00
1801692,INTERPHASE FISH CEP15 UM,75.00
1801693,MUSCLE BIOPSY PANEL 6/23 UM,85.00
1801694,MUSCLE BIOPSY PANEL 7/23 UM,85.00
1801695,MUSCLE BIOPSY PANEL 8/23 UM,89.00
1801696,MUSCLE BIOPSY PANEL 9/23 UM,86.00
1801697,MUSCLE BIOPSY PANEL 10/23 UM,86.00
1801698,MUSCLE BIOPSY PANEL 11/23 UM,86.00
1801699,MUSCLE BIOPSY PANEL 12/23 UM,86.00
1801701,ALTERNARIA TENUIS IGE REF,7.47
1801702,MUSCLE BIOPSY PANEL 13/23 UM,86.00
1801703,MUSCLE BIOPSY PANEL 14/23 UM,86.00
1801704,MUSCLE BIOPSY PANEL 15/23 UM,85.00
1801705,ASPERGILLUS FUMIGATUS IGE REF,7.00
1801706,MUSCLE BIOPSY PANEL 16/23 UM,85.00
1801707,MUSCLE BIOPSY PANEL 17/23 UM,85.00
1801708,MUSCLE BIOPSY PANEL 18/23 UM,85.00
1801709,MUSCLE BIOPSY PANEL 19/23 UM,85.00
1801710,ENTAMOEBA HISTOLYTICA AB REF,63.00
1801711,MUSCLE BIOPSY PANEL 20/23 UM,85.00
1801712,MUSCLE BIOPSY PANEL 21/23 UM,85.00
1801713,MUSCLE BIOPSY PANEL 22/23 UM,85.00
1801714,MUSCLE BIOPSY PANEL 23/23 UM,300.00
1801715,"""GIARDIA IAMBLIA AB, IFA """,40.25
1801716,NERVE BIOPSY PANEL 1/8 UM,266.00
1801717,NERVE BIOPSY PANEL 2/8 UM,266.00
1801718,NERVE BIOPSY PANEL 3/8 UM,266.00
1801719,NERVE BIOPSY PANEL 4/8 UM,266.00
1801720,LEGIONELLA PNEUMOPHILA IGM REF,84.00
1801721,NERVE BIOPSY PANEL 5/8 UM,271.00
1801722,NERVE BIOPSY PANEL 6/8 UM,266.00
1801723,NERVE BIOPSY PANEL 7/8 UM,266.00
1801724,NERVE BIOPSY PANEL 8/8 UM,300.00
1801725,LEGIONELLA URINARY AG REF,37.25
1801726,SPECIAL STAIN GRP I IML,74.17
1801727,KIDNEY GI BIOPSY IML,31.25
1801728,LIVER HEART LUNG BIOPSY IML,188.67
1801729,IN SITU HYB FSH CSH ADD IML,100.00
1801730,TOXOCARA ANTIBODY,46.75
1801731,GENE REARRANGE  4/4 IML,290.00
1801732,HCV VIRAL LOAD DOH,59.00
1801733,HIV NAAT DOH,41.00
1801734,ASCA IGG Q,53.16
1801735,MYCOPLASMA PNEUMONIAE IGG REF,9.50
1801736,METHYLMALONICACID GCMS URINEQ,30.00
1801737,SPINAL MUSCULAR ATROPHY SMA Q,630.00
1801738,INF AGENT HCV HIV HBV NAT 1/3,86.66
1801739,INF AGENT HCV HIV HBV NAT 2/3,86.66
1801740,MYCOPLASMA PNEUMONIAE IGM REF,9.50
1801741,INF AGENT HCV HIV HBV NAT 3/3,86.66
1801742,APOLIPOPROTEIN A1 IML,19.44
1801743,S PNEUMONIAE AG REF,87.87
1801745,LYME CONFIRMATORY 1/2 Q,10.80
1801746,APOLIPOPROTEIN B IML,19.44
1801747,C-REACTIVE PROTEIN HS IML,15.98
1801748,PARVOVIRUS PCR IML,18.56
1801749,ASSAY OF OXALATE IML,15.89
1801750,LYME CONFIRMATORY 2/2 Q,10.80
1801751,LYMPH MITO & AG STIMUL NJH 1/5,98.00
1801752,BORRELIA BURGDORFERIIGG CSF,44.00
1801753,LYMPH MITO & AG STIMUL NJH 2/5,98.00
1801754,LYMPH MITO & AG STIMUL NJH 3/5,98.00
1801755,LYMPH MITO & AG STIMUL NJH 4/5,98.00
1801756,LYMPH MITO & AG STIMUL NJH 5/5,99.29
1801757,CYLEX IMMUKNOW VIRAC IML,"86,352.00"
1801758,STRONGYLOIDES PRE-PATIENT IML,16.00
1801759,STRONGYLO POST-PATIENT 1/3 IML,16.00
1801760,STRONGYLO POST-PATIENT 2/3 IML,16.00
1801761,STRONGYLO POST-PATIENT 3/3 IML,16.00
1801762,HBV DNA QUANT RT PCR IML,52.88
1801802,CERULOPLASM REF,59.00
1801805,"A-1-ANTITRYPSIN, FECES24H-Q",53.61
1801811,ACYLCARNITINE PLASMA UMG,129.00
1801812,CARNITINE FREE-TOTALPLASMAUMG,120.00
1801813,AMINO ACID QNT PLASMA UMG,151.00
1801814,"AMINO ACID QNT, URINE",205.00
1801815,URINARY ORGANIC ACID,115.00
1801816,"FATTY ACID, FREE-TOTAL, ESENT",160.00
1801817,"FATTY ACID, FREE-TOTAL, PEROX",148.00
1801819,DRUG SCRN QUAN LEVETIRACETAM,32.62
1801900,ALLERGY SCREEN GRASSES REF,145.00
1801905,BETA 2-GLYCOPROTEIN I IGG REF,39.00
1801910,BETA 2-GLYCOPROTEIN I IGM REF,39.00
1801915,GLOMERULAR BASEMENT MEMBRANE I,85.20
1801920,MOLD PROFILE ALLERGY IGE 6,10.00
1801931,LIVER/KIDNEY/MICROSOMAL AB SCR,75.00
1801940,TISSUE TRANSGLUTAMINASE IGA RE,14.90
1802001,MUMPS IGM REF,30.00
1802002,CMV DNA PCR CSF/UA REF,80.33
1802003,EBV PCR REF,204.00
1802004,HERPES SIMPLEX VIRUS TYP1PCR Q,32.50
1802006,HERPES SIMPLEX VIRUS TYP2PCR Q,32.50
1802008,ENTEROVIRUS PCR REF,341.00
1802010,CYTOMEGALOVIRUS IGG/IGM REF 2O,26.00
1802011,HTLV I/II AB CSF REF,37.00
1802015,CHLAMYDIA TRACHOMATIS DNAPCR R,60.00
1802017,HEPATITIS DELTA ANTIBODY REF,26.79
1802018,EPSTEIN BARR VIRUS DNA QUAL RE,105.00
1802019,CRYPTOCOCCUS AB REF,37.60
1802020,TRICHINELLA IGG AB REF,48.25
1802021,HEPATITIS E AB IGG REF,40.87
1802022,COCCIDIOIDES AB REF,19.72
1802023,MEASLES AB IGM REF,45.23
1802025,HYPERSENSITI PNEUMO ASPERGILUS,36.60
1802026,HYPERSENSITI PNEUMO BACTERIUM,24.00
1802030,HYPERSENSITI PNEUMO GEL DIFF,24.00
1802031,HPV TYPING INSITU 1,91.00
1802032,HPV TYPING INSITU 2,91.00
1802033,HPV TYPING INSITU 3,90.00
1802034,ECHOVIRUS CFSERUM AB 1,15.00
1802035,NEISSERIA GONORRHOEAE AB,34.00
1802036,LGV DIFF AB PNL/UNIT (X8) 1/2,7.37
1802037,LGV DIFF AB PNL/UNIT (X4) 2/2,7.40
1802228,FACTOR V REF,61.00
1802229,FACTOR VII UM,35.00
1802230,FACTOR IX REF,83.00
1802231,FACTOR X REF,83.00
1802232,FACTOR XI REF,83.00
1802278,FACTOR XII REF,92.00
1802290,FACTOR XIII REF,36.00
1802304,THROMBIN TIME,51.00
1802321,PARIETAL CELL ANTIBODY REF,36.00
1802322,TOTAL COMPLEMENT CH50 BLD REF,29.00
1802326,LATEX IGE REF,7.00
1802401,GLIADIN ANTIBODY IGG Q,14.00
1802402,GLIADIN ANTIBODY IGA Q,14.00
1802403,NURONALNUCLRHUABRFLXTTRWBCSFQ,100.00
1802404,ANTI-PURKINJE CELL ANTI-JO REF,108.00
1802405,ANTI-NEURONAL AB ANTI-RI REF,90.00
1802406,COLAGNCROSLINKNTELEOPEPTDU1/2Q,114.00
1802407,RETICULUN AB REF,50.00
1802419,HEMOSIDERIN REF,11.37
1802426,MYOGLOBIN REF,23.85
1802431,"PROTEIN, CSF",24.00
1802433,REPTILASE-R REF,49.00
1803010,ECHINOCOCCUS GRANULOSOUS 1OF2,187.00
1803011,ECHINOCOCCUS GRANULOSOUS 2OF2,76.00
1803052,KAPPA CHAIN CLONALITY PCR 1OF7,360.00
1803061,T CELL CLONALITY MULT PCR UM,292.56
1803093,B CELL CLONALITY MULT PCR UM,408.88
1803401,"5 HYDROXYINDOLES,UR/5HIAA REF",40.00
1803402,FACTOR IX,28.00
1803403,FACTOR IX INHIB,28.00
1803404,PTT,28.00
1803405,PTT PLASMA FRACTION 1,28.00
1803406,PTT PLASMA FRACTION 2,28.00
1803407,PTT PLASMA FRACTION 3,28.00
1803413,PRIMADONE LEVEL REF,36.00
1803414,ANGIOT CONV ENZ REF,9.60
1803422,CAROTENE REF,17.74
1803423,CATECHOLAMINE FRCTR URINE,19.20
1803429,ADENOSINE DEAMINASE BLOOD Q,30.00
1803437,ALPHA1 ANTITRYPSIN PHENOTYPE,68.66
1803438,PLATELET ANTIBODY REF,101.31
1803443,ESTROGEN TOTAL SERMQ,36.00
1803449,DOXEPIN LEVEL REF,114.00
1803456,HYDROXYPROL F REF,79.00
1803457,"HEMOGLOBIN, PLASMA REF.",30.00
1803460,17KETOSTEROIDS 24H,10.00
1803462,17-OH STEROIDS URN-REF,51.00
1803469,KETOSTEROID URINE 17 TOTAL REF,18.00
1803473,LYSOZYME UR REF,100.00
1803477,LIDOCAINE LEVEL REF,26.00
1803481,METANEMETANEPHRINE FRAC 24HRUQ,17.00
1803485,MERCURY UR REF,49.00
1803486,NORTRIPTYLINE LEVEL REF,114.00
1803497,PREGNANETRIOL REF,138.00
1803499,PYRUVATE LEVEL CSF Q,25.38
1803503,RETINAL BINDING PROTEIN REF,158.00
1803508,CALCULI REF,56.00
1803518,VASOPRESSIN REF,64.00
1803519,VISCOSITY REF,20.29
1803520,VITAMIN A REF,14.00
1803521,VMA REF,15.75
1803522,MICROALBUMIN-URINE 24 HR,24.20
1803524,XYLOSE TOL REF,42.00
1803528,CLONAZEPAM LEVEL REF,114.00
1803529,DELTA AMINOLEVULINIC ACID URNQ,80.54
1803530,PORPHOBILINOGEN QUANT URINE Q,14.90
1803533,CITRATE 24 URINE REF,71.94
1803534,CYSTINE QUAL REF,43.00
1803536,ZINC-SERUM REF,14.20
1803537,ZINC-URINE REF,66.00
1803538,SELENIUM REF,59.52
1803540,HUMAN PLACENT LAC HPL REF,54.00
1803543,FREE PHENYTOIN LEVEL REF,24.50
1803547,AMINO ACIDS QUANT REF,112.58
1803555,ARYL SULFATASE LEUKOCYTE REF,131.00
1803575,MANGANESE REF,80.00
1803583,ACETYLCHOLINESTERASE REF,105.00
1803593,ORGANIC ACID SCREEN REF,96.00
1803595,'PENTOBARBITAL LEVEL REF,135.00
1803598,ADENOSINE DEAMINASE FLUID Q,150.00
1803905,VOLATILES STUDY 1,59.00
1803906,VOLATILES STUDY 2,58.00
1803907,VOLATILES STUDY 3,58.00
1803922,CREATININE URINE QUEST,74.00
1803923,AMINO ACID SINGLE QUANT,36.00
1803924,AMINO ACIDS 6 OR MORE QUANT,154.00
1804005,METHANOL QUANT REF,91.00
1804010,GARLIC IGE REF,13.00
1804012,HISTOPLASMA AB REF,12.25
1804013,LEGIONELLA AB REF,9.80
1804020,MELALEUCA IGE REF,8.42
1804031,HEAVY METAL SCRN REF,99.00
1804047,DEHYDOEPIANDROSTERONE Q,71.54
1804049,HOMOVANILIC ACID-REF,35.04
1804050,OXALATE REF,18.00
1804051,17-OH PROGESTERONE-REF,18.75
1804055,ZINC PROTOPORPHYRIN Q,33.43
1804057,SEROTONINSERMQ,14.75
1804058,URINE COPPER REF,19.90
1804059,SERUM COPPER REF,14.55
1804062,HYDROXYPROLINE TOTAL-REF,61.00
1804065,SERUM LYSOZYME REF,27.00
1804069,5' NUCLEOTIDASE (REF),16.00
1804070,ARSENIC UR REF,65.00
1804072,ANDROSTENEDIONE LCMSQ,53.76
1804073,TESTOSTERONE TOTAL,12.00
1804074,SEX HORMONE GLOBULIN,12.00
1804075,ALBUMIN,12.00
1804100,"5-HIAA, RANDOM URINE REF",19.28
1804110,ALDOSTERONE REF,19.00
1804115,ARGININE VASOPRESSIN (AVP) REF,58.28
1804120,"BILE ACIDS, FRACT & TOTAL REF",75.00
1804125,"CYSTINE, QUANT URINE REF",18.78
1804130,DELTA ALA 24HR URINE Q,80.54
