Washington Hospital Healthcare System - 106010987,,"Price 1 = Inpatient, Emergency and Surgery patients",,
4421346721,HC DISP SURG BLNKT UNDERBODY FULL, 517.85 , 517.85 ,
4421346731,HC DISP SURG BLNKT IP LOWER, 234.21 , 234.21 ,
4421346741,HC DISP SURG TUBING CIRCUIT TRANSPRT, 214.27 , 214.27 ,
4421346751,HC DISP SURG CIRCUIT ANES ADULT, 214.27 , 214.27 ,
4421346761,HC ENDOTRACHAEL TUBE/1, 296.93 , 296.93 ,
4421346771,HC ENDOTRACHAEL TUBE CUFF MURPHY, 296.93 , 296.93 ,
4421346781,HC ENDOTRACHAEL TUBE CUFF RAE/1, 296.93 , 296.93 ,
4421346791,HC DISP SURG CIRCUIT ANES PED NONCON, 214.27 , 214.27 ,
4421346801,HC ENDOTRACHAEL TUBE/2, 296.93 , 296.93 ,
4421346811,HC CATH INTROCAN/2, 197.82 , 197.82 ,
4421346821,HC DISP SURG CONNECTOR STOPCOCK WTR, 139.72 , 139.72 ,
4421346831,HC DISP SURG STOPCOCK W/MLL, 139.72 , 139.72 ,
4421346841,HC DISP SURG CLAMP STOPCOCK LG, 139.72 , 139.72 ,
4421346851,HC DISP SURG CUFF BP ADULT, 82.18 , 82.18 ,
4421346861,HC DISP SURG BLNKT IP UPPER, 234.18 , 234.18 ,
4421346871,HC DISP SURG CATH EIPDURAL TRAY, 426.48 , 426.48 ,
4421346881,HC DISP INSTRU STABILIZER HEART," 11,395.99 "," 11,395.99 ",
4421346891,HC DISP INSTRU RETRACTOR CONF TIP," 10,736.13 "," 10,736.13 ",
4421346901,HC DISP SURG CATH AINTREE INTUBATION, 653.55 , 653.55 ,
4421346911,HC DISP SURG AIRWAY EXCH/1, 653.55 , 653.55 ,
4421346921,HC DISP SURG AIRWAY EXCH/2, 653.55 , 653.55 ,
4421346931,HC DISP SURG CIRCUIT ANES ADULT/2, 126.31 , 126.31 ,
4421346941,HC DISP SURG LMA/3, 397.95 , 397.95 ,
4421346951,HC DISP SURG LMA/4, 397.95 , 397.95 ,
4421346961,HC DISP SURG LMA/5, 397.95 , 397.95 ,
4421346971,HC DISP SURG LMA/6, 345.58 , 345.58 ,
4421346981,HC DISP SURG LMA/7, 231.87 , 231.87 ,
4421346991,HC DISP SURG NPA/3, 122.91 , 122.91 ,
4421347001,HC DISP SURG NPA/4, 122.91 , 122.91 ,
4421347011,HC DISP SURG OBTUATOR EX-FIRM, 653.55 , 653.55 ,
4421347021,HC DISP SURG SENSOR QUATRO, 420.33 , 420.33 ,
4421347031,HC DISP SURG SUTURE NONABSORB," 1,480.63 "," 1,480.63 ",
4421347041,HC DISP SURG TUBE BLOCKER BRONCH," 2,516.71 "," 2,516.71 ",
4421347051,HC TUBE ENDO-TRACHEAL RAE/1, 345.58 , 345.58 ,
4421347061,HC TUBE ENDO-TRACHEAL RAE/2, 345.58 , 345.58 ,
4421347071,HC TUBE ENDO-TRACHEAL RAE/3, 345.58 , 345.58 ,
4421347081,HC TUBE ENDO-TRACHEAL REINFOR/1, 60.47 , 60.47 ,
4421347091,HC TUBE ENDO-TRACHEAL REINFOR/2, 60.47 , 60.47 ,
4421347101,HC TUBE NASAL-TRACHEAL RAE/1, 345.58 , 345.58 ,
4421347111,HC TUBE NASAL-TRACHEAL RAE/2, 345.58 , 345.58 ,
4421347121,HC TUBE NASAL-TRACHEAL RAE/3, 345.58 , 345.58 ,
4421347131,HC TUBE NASAL-TRACHEAL RAE/4, 345.58 , 345.58 ,
4421347151,HC DISP SURG MATRIX SYN HEMOSTAT/4G," 4,546.36 "," 4,546.36 ",
4421347161,HC DISP SURG MATRIX SYN HEMOSTAT/2G," 3,758.27 "," 3,758.27 ",
4421347171,HC DISP SURG CUVETTE HCRN, 93.44 , 93.44 ,
4421347181,HC DISP SURG TUBE DIFFUSER GAS/CO2," 2,467.73 "," 2,467.73 ",
4421347191,HC DISP SURG PIN TEMP FIXATION/2," 2,632.24 "," 2,632.24 ",
4421347201,HC DISP SURG GUIDE WIRE/4," 2,648.70 "," 2,648.70 ",
4421347211,HC DISP SURG TRANSDUCER," 4,198.49 "," 4,198.49 ",
4421347221,HC DISP SURG APPLICATOR TIP BIOGLUE," 2,364.91 "," 2,364.91 ",
4421347231,HC DISP DVC LOADER QUICK, 575.80 , 575.80 ,
4421347241,HC DISP DVC SUTURE," 2,467.73 "," 2,467.73 ",
4421347251,HC DISP SURG SCREW DRIVER SHAFT," 2,352.57 "," 2,352.57 ",
4421347261,HC CATH PIGTAIL FLUSH," 1,493.18 "," 1,493.18 ",
4421347271,HC DISP SURG CANNULA IRRIG, 855.48 , 855.48 ,
4421347281,HC DISP SURG SUCT/IRRG ENDO, 816.23 , 816.23 ,
4421347291,HC CATH THROM/EMBO/1," 5,011.94 "," 5,011.94 ",
4421347301,HC CATH THROM/EMBO LUMEN/1," 5,011.94 "," 5,011.94 ",
4421347311,HC DISP SURG ROD NON IMP MRI," 4,567.95 "," 4,567.95 ",
4421347321,HC DISP SURG SPNG COLLAGEN," 1,294.74 "," 1,294.74 ",
4421347331,HC DISP SURG PLATELET CONC SYS," 17,090.00 "," 17,090.00 ",
4421347341,HC DISP SURG MIXER THROMBIN, 658.06 , 658.06 ,
4421347351,HC DISP SURG APPLICATOR SPRAY, 575.80 , 575.80 ,
4421347361,HC DISP SURG GURGICEL/2," 2,307.00 "," 2,307.00 ",
4421347371,HC DISP SURG KIT NEG PRESSURE WND," 5,937.86 "," 5,937.86 ",
4421347381,HC DISP SURG DRSG NEG PRESSURE WND," 3,821.76 "," 3,821.76 ",
4421347391,HC DISP SURG K WIRE/2, 250.14 , 250.14 ,
4421347401,HC DISP SURG SET AUTOTRANSFUSE," 3,769.04 "," 3,769.04 ",
4421347411,HC DISP SURG RESERVOIR AUTOTRANS," 1,710.96 "," 1,710.96 ",
4421347421,HC DISP SURG TIP SPRAY LAP TISSEEL," 1,424.54 "," 1,424.54 ",
4421347431,HC CATH BALLOON DISSECT NONVAS," 4,322.16 "," 4,322.16 ",
4421347441,HC DISP SURG TEMPLATE BEND PLATE," 2,119.12 "," 2,119.12 ",
4421347451,HC DISP SURG KIT MAXCESS/2," 19,988.22 "," 19,988.22 ",
4421347461,HC IMPLNT K-WIRE/5," 2,561.51 "," 2,561.51 ",
4421347471,HC DISP HANDLE CANNULATED PEDIGUARD," 16,651.00 "," 16,651.00 ",
4421347481,HC DISP CANNULATED PEDIGUARD NDL," 2,467.73 "," 2,467.73 ",
4421347491,HC DISP CANNULATED PEDIGUARD STYLET," 1,645.15 "," 1,645.15 ",
4421347501,HC DURASEAL EXTENDED TIP APPLICATOR," 2,171.60 "," 2,171.60 ",
4421347511,HC STEINMANN PIN 2.0 X 230MM, 444.00 , 444.00 ,
4421347521,HC DISP SURG POUCH NEURO, 561.16 , 561.16 ,
4421347531,HC STAPLET ROTICULATOR 4.8 TITANIUM," 2,972.96 "," 2,972.96 ",
4421347541,HC DISP SURG TIP SUCTX EXTEND," 3,033.66 "," 3,033.66 ",
4421347551,HC DISP SURG CONNECTOR BLOCK, 125.42 , 125.42 ,
4421347561,HC ELECTRODE SUBDURAL," 5,565.99 "," 5,565.99 ",
4421347571,HC INTRODUCER SHEATH OTGOTEPNL/36," 3,536.26 "," 3,536.26 ",
4421347581,HC DISP DVC STAPLER EEA/2," 3,494.14 "," 3,494.14 ",
4421347591,HC DISP SURG KIT DILATOR W GW," 2,459.47 "," 2,459.47 ",
4421347601,HC CATH BALLOON KIT W LEVEEN SYNG," 2,459.47 "," 2,459.47 ",
4421347611,HC DISP SURG NDL TRANSORAL," 1,069.35 "," 1,069.35 ",
4421347621,HC DISP SURG KIT LATERAL ACCESS," 19,307.77 "," 19,307.77 ",
4421347631,HC DISP SURG KIT LATERAL MONITOR," 16,947.33 "," 16,947.33 ",
4421347641,HC CATH DRAIN THORACIC/1, 230.61 , 230.61 ,
4421347651,HC DISP SURG NDL ASP/1," 5,386.06 "," 5,386.06 ",
4421347661,HC CATH HICKMAN DL POWER," 4,498.38 "," 4,498.38 ",
4421347671,HC DISP SURG TROCAR THORACIC, 725.02 , 725.02 ,
4421347681,HC DISP SURG DERMABOND/2," 2,154.33 "," 2,154.33 ",
4421347691,HC DISP SURG NDL JAMSHIDI/2," 1,037.49 "," 1,037.49 ",
4421347701,HC DISP SURG PIN TEMP FIXATION/3," 3,053.40 "," 3,053.40 ",
4421347711,HC DISP SURG TIP GUIDE SINUS," 4,606.34 "," 4,606.34 ",
4421347721,HC CATH BALLOON DILATION MAXILLARY," 17,100.98 "," 17,100.98 ",
4421347731,HC DISP SURG GUIDE ORTHO UNICOMP HF," 10,796.11 "," 10,796.11 ",
4421347741,HC DISP SURG BLADE ROTATABLE/1," 3,782.61 "," 3,782.61 ",
4421347751,HC DISP SURG BLADE ROTATABLE/2," 3,812.98 "," 3,812.98 ",
4421347761,HC DISP SURG DRILL BIT/2, 806.12 , 806.12 ,
4421347771,HC DISP SURG GUIDEWIRE/67," 1,233.86 "," 1,233.86 ",
4421347781,HC DISP SURG NDL ACCESS, 822.58 , 822.58 ,
4421347791,HC CATH HEMO/PERITONEAL SHRT TERM/2," 3,805.30 "," 3,805.30 ",
4421347801,HC CATH DRIAINAGE VENTRICULAR/1," 2,696.86 "," 2,696.86 ",
4421347811,HC CATH DRAINAGE VENTRICULAR/2," 2,696.86 "," 2,696.86 ",
4421347821,HC DISP SURG K WIRE/3," 3,840.42 "," 3,840.42 ",
4421347831,HC DRILL WIRE PASSER 1.5MM," 1,348.20 "," 1,348.20 ",
4421347841,HC FIBER LASER OMNIGUIDE BEAMPATH NE," 17,035.13 "," 17,035.13 ",
4421347851,HC FIBER LASER OMNIGUIDE BEAMPATH EN," 13,195.24 "," 13,195.24 ",
4421347861,HC SUPPORT ARTERIAL LINE Q95-985, 230.14 , 230.14 ,
4421347871,HC PIN PREFIXATION," 2,089.34 "," 2,089.34 ",
4421347881,HC DISP INSTRU DRILL GRADUATED," 3,553.53 "," 3,553.53 ",
4421347891,HC DISP SURG PIN GUIDE," 2,944.82 "," 2,944.82 ",
4421347901,HC DISP SURG TIP SHOLID HEX," 1,381.93 "," 1,381.93 ",
4421347911,HC DISP SURG NDL JAMSHIDI/3," 3,569.98 "," 3,569.98 ",
4421347921,HC DRESSING AQUACEL, 627.46 , 627.46 ,
4421347931,HC DRESSING AQUACEL 3.5X6, 501.94 , 501.94 ,
4421347941,HC DRESSING AQUACEL 3.5X9.75, 627.46 , 627.46 ,
4421347951,HC DRESSING AQUACEL 3.5X13.75, 699.19 , 699.19 ,
4421347961,HC DISP SURG MARKER SPHERE, 231.06 , 231.06 ,
4421347971,HC DISP SURG NDL BIOPSY," 5,038.18 "," 5,038.18 ",
4421347981,HC DISP SURG STYLET PRE-CAL," 4,798.27 "," 4,798.27 ",
4421347991,HC DISP SURG PIN TEMP/1," 2,138.70 "," 2,138.70 ",
4421348001,HC DISP SURG NDL XL," 1,273.35 "," 1,273.35 ",
4421348011,HC DISP SURG NDL BIOSPY BONE," 1,398.38 "," 1,398.38 ",
4421348021,HC DISP SURG TUBE RADEL," 3,805.30 "," 3,805.30 ",
4421348031,HC DISP SURG CABLE ELECTRD NERVE LG," 3,421.92 "," 3,421.92 ",
4421348041,HC DISP SURG KIT CATH ABLATION/2," 14,934.62 "," 14,934.62 ",
4421348051,HC DISP SURG SYS CARDIAC OFFPUMP," 8,345.00 "," 8,345.00 ",
4421348061,HC INTRODUCER SHEATH OTGOTEPNL/38," 3,772.38 "," 3,772.38 ",
4421348071,HC INTRODUCER SHEATH OTGOTEPNL/39," 3,821.76 "," 3,821.76 ",
4421348081,HC DISP SURG PIN TEMP," 5,278.10 "," 5,278.10 ",
4421348091,HC CATH BALLOON INTRA-AORTIC/2," 5,218.12 "," 5,218.12 ",
4421348101,HC DISP SURG BLADE EXTRACTION/2," 12,595.46 "," 12,595.46 ",
4421348111,HC DISP SURG K WIRE W/DRILL TIP," 2,251.39 "," 2,251.39 ",
4421348121,HC DISP SURG SEAL BX PORT, 942.01 , 942.01 ,
4421348141,HC INTRODUCER SHEATH OTGOTEPNL/40, 941.03 , 941.03 ,
4421348151,HC INTRODUCER SHEATH OTGOTEPNL/41, 878.51 , 878.51 ,
4421348161,HC DISP SURG CATH SUCTION TRIFLO, 68.98 , 68.98 ,
4421348171,HC DISP SURG BULB EVAC SYS," 16,788.19 "," 16,788.19 ",
4421348191,HC DISP SURG CANNULA AORTIC/2," 6,357.71 "," 6,357.71 ",
4421348201,HC DISP SURG CABLE PACEMAKER, 417.05 , 417.05 ,
4421348221,HC DISP SURG SET APPL FIBRIN SEAL, 816.65 , 816.65 ,
4421348231,HC DISP SURG CLIP TUBE GAMMA," 3,602.88 "," 3,602.88 ",
4421348241,HC DISP SURG K WIRE/4," 1,233.86 "," 1,233.86 ",
4421348251,HC CATH THROMB/EMBOLECTOMY/9," 5,002.20 "," 5,002.20 ",
4421348261,HC DISP SURG SLING HEART," 1,225.22 "," 1,225.22 ",
4421348271,HC INTRODUCER SHEATH OTGOTEPNL/42," 3,898.59 "," 3,898.59 ",
4421348281,HC DISP SURG KIT GRAFT VASC," 5,757.92 "," 5,757.92 ",
4421348291,HC DISP SURG K WIRE/5," 1,809.67 "," 1,809.67 ",
4421348301,HC DISP SURG GUIDEWIRE/80, 329.78 , 329.78 ,
4421348311,HC INTRODUCER SHEATH OTGOTEPNL/43," 3,827.25 "," 3,827.25 ",
4421348361,HC DISP SURG ZIPFIX W/NDL," 1,316.12 "," 1,316.12 ",
4421348371,HC DIS SURG PROBE ABLATION SYS," 66,597.00 "," 66,597.00 ",
4421348381,HC DISP SURG K WIRE/6," 2,796.76 "," 2,796.76 ",
4421348391,HC DISP SURG NDL JAMSHIDI/4," 2,122.25 "," 2,122.25 ",
4421348401,HC DISP SURG BUR FLTED DRUM/1," 1,764.92 "," 1,764.92 ",
4421348411,HC DISP SURG ELECTRODE ANGLED," 3,208.05 "," 3,208.05 ",
4421348421,HC CATH IRRIG SINUS/1," 3,059.98 "," 3,059.98 ",
4421348431,HC DISP SURG GUIDE PIN/2, 608.71 , 608.71 ,
4421348441,HC DISP SURG SCREW/1," 2,467.73 "," 2,467.73 ",
4421348451,HC DISP SURG PUNCH AORTIC, 539.61 , 539.61 ,
4421348471,HC DISP SURG BRAIN ACCESS SYS TUBES," 6,669.60 "," 6,669.60 ",
4421348551,HC DISP SURG SYERNAL ZIPFIX," 1,316.12 "," 1,316.12 ",
4421350061,HC DISP SURG CLAMP OSTOMY, 46.09 , 46.09 ,
4421353501,HC OSTOMY 2 PC WAFER SIZE 1 3/4 J, 102.76 , 102.76 ,
4421362391,HC PCMKR DUAL CVS/1," 39,140.00 "," 39,140.00 ",
4421362401,HC PCMKR LEAD ATRIAL/1," 7,546.50 "," 7,546.50 ",
4421362411,HC PCMKR LEAD VENT/1," 7,546.50 "," 7,546.50 ",
4421362431,HC PCMKR SINGLE CSV/1," 23,896.00 "," 23,896.00 ",
4421362441,HC PCMKR DUAL CSV/2," 36,668.00 "," 36,668.00 ",
4421362451,HC PCMKR LEAD ATRIAL/2," 9,288.00 "," 9,288.00 ",
4421362471,HC PCMKR LEAD VENT/2," 9,288.00 "," 9,288.00 ",
4421362481,HC PCMKR SINGLE CSV/2," 22,248.00 "," 22,248.00 ",
4421362491,HC PCMKR DUAL CSV/3," 41,450.00 "," 41,450.00 ",
4421362511,HC PCMKR LEAD ATRIAL/3," 5,805.00 "," 5,805.00 ",
4421362521,HC PCMKR LEAD VENT/3," 5,805.00 "," 5,805.00 ",
4421362531,HC PCMKR SINGLE CSV/3," 26,368.00 "," 26,368.00 ",
4421362551,HC PCMKR DUAL CSV/4," 41,250.00 "," 41,250.00 ",
4421362561,HC PCMKR SINGLE CSV/4," 24,720.00 "," 24,720.00 ",
4421362571,HC PCMKR DUAL CSV/5," 37,080.00 "," 37,080.00 ",
4421362711,HC AICD SINGLE CSV/2," 71,980.00 "," 71,980.00 ",
4421362721,HC AICD SINGLE CSV/3," 73,980.00 "," 73,980.00 ",
4421362731,HC AICD DUAL CSV/4," 77,800.00 "," 77,800.00 ",
4421362751,HC AICD LEAD RT VENT CSV/3," 32,960.00 "," 32,960.00 ",
4421362761,HC CRTD BIVENT CSV/2," 77,800.00 "," 77,800.00 ",
4421362771,HC CRTD LEAD LT VENT CSV/2," 32,960.00 "," 32,960.00 ",
4421362791,HC PCMKR LEAD ATRIAL CSV/4," 6,966.00 "," 6,966.00 ",
4421362811,HC CRTD LEAD LT VENT CSV/3," 17,915.00 "," 17,915.00 ",
4421362851,HC AICD SINGLE CSV/4," 69,980.00 "," 69,980.00 ",
4421362921,HC PCMKR SINGLE CSV/5," 43,681.00 "," 43,681.00 ",
4421362931,HC PCMKR LEAD VENT/5," 10,449.00 "," 10,449.00 ",
4421362951,HC PCMKR LEAD BIPOLAR," 8,127.00 "," 8,127.00 ",
4421362991,HC AICD DUAL CSV/5," 82,480.00 "," 82,480.00 ",
4421363001,HC PCMKR DUAL CSV/7," 45,125.00 "," 45,125.00 ",
4421363011,HC PCMKR SINGLE CSV/6," 41,700.00 "," 41,700.00 ",
4421363191,HC IMPLNT EVENT LOOP RECORDER/2," 31,147.20 "," 31,147.20 ",
4421363201,HC PLATE AXSOS 4 PROXIMAL LATERAL HUMERUS RIGHT 5-HL," 17,834.30 "," 17,834.30 ",
4421363211,HC HIP BIOLEOX DELTA OPTION FEM HEAD 28MM -3.0 MM," 17,739.00 "," 17,739.00 ",
4421363221,HC KNEE NEXGEN ROTATING HINGE STEM TIBIAL PLATE SIZE 4," 41,475.20 "," 41,475.20 ",
4421363231,HC KNEE NEXGEN ROTATING HINGE FEMORAL E-LT," 66,614.40 "," 66,614.40 ",
4421363241,HC KNEE NEXGEN ROTATING HINGE ARTICULAR SURFACE E 17MM," 19,242.05 "," 19,242.05 ",
4421363251,HC SCREW SPINE SYNFIX SELF TAP LOCKING 4.0 X 20MM," 4,078.00 "," 4,078.00 ",
4421363261,HC FEMERAL ATTUNE LEFT SIZE 4 NARROW," 22,248.00 "," 22,248.00 ",
4421363271,HC TIBIA ATTUNE RP INSERT SIZE 3 8MM," 17,565.00 "," 17,565.00 ",
4421363281,HC TIBIA ATTUNE RP INSERT SIZE 3 10MM," 17,565.00 "," 17,565.00 ",
4421363291,HC KNEE LCCK 0D SZ4 5MM 31X31 CPL," 45,031.14 "," 45,031.14 ",
4421363301,HC KNEE NEXGEN OFFSET STEM EXT 13MM DIA X 200MM," 17,452.20 "," 17,452.20 ",
4421363311,HC WAGNER SL REVISION STEM 135 NK ANGLE 15MM X 265MM," 42,908.46 "," 42,908.46 ",
4421363321,HC CABLE ORTHO READY INTEGRAL SHORT 4HL W/ 4 CABLES," 30,529.20 "," 30,529.20 ",
4421363331,HC SCREW SPINE SOLERA 5.5MM X 45MM," 12,771.00 "," 12,771.00 ",
4421363341,HC SCREW SPINE SOLERA 5.5MM X 50MM," 12,771.00 "," 12,771.00 ",
4421363351,HC DTRAX CERVICAL CAGE-B," 17,715.00 "," 17,715.00 ",
4421363361,HC SCREW BONE SPINE DTRAX," 8,707.50 "," 8,707.50 ",
4421363371,HC PLATEAU TIBIAL CR/PS 70 X 45 T2 COLUMBUS," 28,840.00 "," 28,840.00 ",
4421363381,HC FEMUR NARROW 66.5 X 47.5 COLUMBUS," 28,840.00 "," 28,840.00 ",
4421363391,HC SCREW OBTURATOR 12 X 7 COLUMBUS," 2,386.50 "," 2,386.50 ",
4421363401,HC TIBIAL INSERT GLIDED SURFACE T2/T2+ 10MM COLUMBUS," 12,190.50 "," 12,190.50 ",
4421363411,HC PATELLA SZ 4 36X10 COLUMBUS," 4,028.00 "," 4,028.00 ",
4421363421,HC FEMUR NARROW CEMENTED RIGHT F5 COLUMBUS," 28,840.00 "," 28,840.00 ",
4421363431,HC LENS ACRYSOF," 2,370.59 "," 2,370.59 ",
4421363441,HC SHARK CORE SYSTEM W/ PRELOAD NEEDLE 25G," 5,565.99 "," 5,565.99 ",
4421363451,HC PORT A CATH 8 FR POWER PORT LOW PROFILE," 4,003.00 "," 4,003.00 ",
4421363461,HC HIP BIOLOX TS REV CERAMIC FEMORAL HEAD 36MM +5.0," 17,669.40 "," 17,669.40 ",
4421363471,HC LENS INTRAOCCULAR," 2,370.59 "," 2,370.59 ",
4421363491,HC GUIDE PIN 3 X 75MM," 3,691.12 "," 3,691.12 ",
4421363501,HC TORNIER CORTILOC PEGGED GELNOID M40," 2,998.32 "," 2,998.32 ",
4421363511,HC STEM TORNIER ASCEND FLEZ STD PTC SIZE 4B," 46,850.58 "," 46,850.58 ",
4421363521,HC FLEX STB HUM HEAD ECC 48 X 20 X 4," 41,340.00 "," 41,340.00 ",
4421363531,HC ROUTER TAPERED 2.3MM," 3,761.40 "," 3,761.40 ",
4421363541,HC PREVENA INCISION MANAGEMENT SYSTEM SMALL," 5,937.86 "," 5,937.86 ",
4421363551,HC TISSUE RETRIEVAL SYSTEM," 2,473.49 "," 2,473.49 ",
4421363561,HC TUBING HYSTEROSCOPY SET," 1,332.57 "," 1,332.57 ",
4421363571,HC CATHETER TRUFREEZE ACTIVE KIT," 17,084.51 "," 17,084.51 ",
4421363581,HC CABLE SLEEVE SET VITALLIUM BEADED 2.0MM," 4,954.57 "," 4,954.57 ",
4421363591,HC HIP PROSTALAC STD 105MM STEM SZ 1," 32,463.54 "," 32,463.54 ",
4421363601,HC GRAFT AMBIODRY AMNIOTIC MEMBRANE 1.5 X 2CM," 5,514.75 "," 5,514.75 ",
4421363611,HC BIOLOX CERAMIC HEAD 11/13 36MM +3," 17,463.00 "," 17,463.00 ",
4421363621,HC CONTINUUM VIVACIT-E ELEVATED LINER NN 36 X62," 13,471.32 "," 13,471.32 ",
4421363631,HC BIOLOX DELTA OPTION FEM HEAD 32MM +7MM," 17,739.00 "," 17,739.00 ",
4421363641,HC MODULAR CUP 7MM OFFSET LINER LONGEVITY 62X32," 16,272.58 "," 16,272.58 ",
4421363651,HC BIOLOX DELTA OPTION FEM HEAD 28MM +0MM," 17,739.00 "," 17,739.00 ",
4421363661,HC SCREW PATHFINDER 7.5 X 45MM," 11,610.00 "," 11,610.00 ",
4421363671,HC ALLOGRAFT CELLENTRA ADV 15CC," 41,206.00 "," 41,206.00 ",
4421363681,HC SCREW PATHFINDER 7.5 X 50MM," 11,610.00 "," 11,610.00 ",
4421363691,HC SET SCREW PATHFINDER, 795.50 , 795.50 ,
4421363701,HC ROD PRE-BENT PERC 100MM," 4,028.00 "," 4,028.00 ",
4421363711,HC PLATE DISTAL HUMERUS LATERAL 109MM 4HL," 16,569.21 "," 16,569.21 ",
4421363721,HC PLATE DISTAL MEDIAL POSTERIOR 104MM 4HL," 16,569.21 "," 16,569.21 ",
4421363731,HC SCREW LOCKING SELF TAPPING 3.5MM X 22MM," 3,854.20 "," 3,854.20 ",
4421363741,HC SCREW BONE SELF TAPPING 3.5MM X 32MM," 1,987.95 "," 1,987.95 ",
4421363751,HC SCREW LOCKING SELF TAPPING 3.5MM X 55MM," 3,854.20 "," 3,854.20 ",
4421363761,HC SCREW LOCKING SELF TAPPING 3.5MM X 34MM," 3,854.20 "," 3,854.20 ",
4421363771,HC SCREW BONE SELF TAPPING 3.5MM X 50MM," 1,987.95 "," 1,987.95 ",
4421363781,HC NAIL T2 TIBIAL STANDARD 9 X 285MM," 18,053.60 "," 18,053.60 ",
4421363791,HC NAIL RT VALOR 11.5 X 200MM," 32,729.28 "," 32,729.28 ",
4421363801,HC SCREW VALOR 5.0 X 35MM," 4,353.75 "," 4,353.75 ",
4421363811,HC SCREW VALOR 5.0 X 40MM," 4,353.75 "," 4,353.75 ",
4421363821,HC SCREW VALOR 5.0 X 60MM," 4,353.75 "," 4,353.75 ",
4421363831,HC SCREW VALOR 5.0 X 85MM," 4,353.75 "," 4,353.75 ",
4421363841,HC SCREW VALOR 5.0 X 120MM," 4,353.75 "," 4,353.75 ",
4421363851,HC K-WIRE NAIL VALOR 3.0MM," 3,825.06 "," 3,825.06 ",
4421363861,HC K-WIRE BEADED NAIL VALOR 3.0MM," 3,825.06 "," 3,825.06 ",
4421363871,HC DRILL SHORT NAIL VALOR 4.3MM," 4,066.53 "," 4,066.53 ",
4421363881,HC DRILL LONG NAIL VALOR 4.3MM," 4,066.53 "," 4,066.53 ",
4421363891,HC K-WIRE THREADED 2.5MM X 230MM, 592.25 , 592.25 ,
4421363901,HC ASIF PLATE 3.5MM LCP 3-H HEAD 7-H SHAFT 96MM OBLIQUE RIGHT," 6,168.74 "," 6,168.74 ",
4421363911,HC ASIF PLATE 3.5MM LCP 4-HL HEAD 6-HL SHAFT 78MM RIGHT ANGLE," 6,106.63 "," 6,106.63 ",
4421363921,HC SHUNT DELTA PEDIATRIC," 17,656.00 "," 17,656.00 ",
4421363931,HC STENT PARTIALLY COVERED ALLFLEX ESOPHAGEAL 23X125MM," 18,065.00 "," 18,065.00 ",
4421363941,HC STENT PARTIALLY COVERED WALLFLEX ESOPHAGEAL 23X105MM," 18,065.00 "," 18,065.00 ",
4421363951,HC NEEDLE SLIMLINE HANDLE 25GA," 3,375.36 "," 3,375.36 ",
4421363961,"HC WAGNER SL REVISION STE, 135NK ANGLE 14MM X 265MM"," 42,908.46 "," 42,908.46 ",
4421363971,HC WAGNER SL REVISION STEM 135 NK ANGLE 20MMX225MM," 42,908.46 "," 42,908.46 ",
4421363981,HC NEXGEN LPS-FLEX FIXED NSM ART SURF CD5-6 12MM," 9,404.10 "," 9,404.10 ",
4421363991,HC GRAFT BONE AUGMENT KIT 3.0CC," 28,798.80 "," 28,798.80 ",
4421364001,HC VALVE MAGNA MITRAL EASE PERICARDIAL 27MM," 65,880.00 "," 65,880.00 ",
4421364011,HC MODULAR CUP REPLACEMENT LOCK RING 56MM, 795.50 , 795.50 ,
4421364031,HC BIOLOX DELTA OPTION FEM HEAD 36MM -3.0MM," 17,995.80 "," 17,995.80 ",
4421364041,HC ARTHREX SCREW 5.5MM BIOCOMPOSITE WITH TIGERTAIL," 4,073.00 "," 4,073.00 ",
4421364051,HC CORNEAL EYE PROTECTOR, 219.49 , 219.49 ,
4421364071,HC ALLERGAN BREAST SIZER 740CC," 3,772.38 "," 3,772.38 ",
4421364081,HC ALLERGAN BREAST SIZER 800CC," 3,772.38 "," 3,772.38 ",
4421364091,HC ALLERGAN BREAST IMPLANT 800CC SILICONE," 9,288.00 "," 9,288.00 ",
4421364111,HC COAPTITE INJECTION NEEDLE, 690.96 , 690.96 ,
4421364121,HC STONE RETRIEVAL BASKET ZERO TIP NITINOL 2.4F," 3,627.56 "," 3,627.56 ",
4421364131,HC GUIDEWIRE ZIPWIRE STD 035/150CM STRAIGHT, 681.09 , 681.09 ,
4421364151,HC DILATOR SHEATH 8/10FR, 740.32 , 740.32 ,
4421364161,HC APLIGRAF," 15,034.95 "," 15,034.95 ",
4421364171,HC ARTHREX GRAFTBLOT 9MM," 4,585.95 "," 4,585.95 ",
4421364191,HC COAPTITE BULKING AGENT," 4,295.70 "," 4,295.70 ",
4421364201,HC GLIDEWIRE STRAIGHT STIFF 0.038, 978.70 , 978.70 ,
4421364211,HC ALLERGAN BREAST SIZER 752CC," 3,772.38 "," 3,772.38 ",
4421364231,HC SCREW CANNULATED PARTIALLY THREADED 4.0MM," 3,894.77 "," 3,894.77 ",
4421364241,HC ROD PRE-BENT PERC 40MM," 4,028.00 "," 4,028.00 ",
4421364251,HC SCREW CANNULATED POLYAXIAL 6.5 X 40," 11,610.00 "," 11,610.00 ",
4421364261,HC SCREW CANNULATED POLYAXIAL 6.5 X 45," 11,610.00 "," 11,610.00 ",
4421364271,HC SCREW POLYAXIAL 5.0MM X 45MM TITANIUM MATRIX," 17,685.00 "," 17,685.00 ",
