BATON ROUGE GENERAL HOSPITAL CHARGES,,
"Federal reporting rules require hospitals to maintain a catalog of thousands of procedure codes, code descriptions and list prices in a complex accounting tool, known as the hospital chargemaster. The prices listed on the chargemaster do not reflect what patients will ultimately pay as insurance companies negotiate discounts on the list prices. In addition, co-pays, co-insurance and deductibles can also bring additional discounts before a final charge is determined.                                                                                                                                                                                               ",,
"To get an accurate estimate of what your out of pocket expenses will be, contact us at (225) 381-6276, Monday through Friday, from 8 a.m. – 4:30 p.m.",,
,,
Chg Code,Description,Chg Amt
34003657,SODIUM CHLORIDE 3% 500ML INJ,$243.01
34003988,OXACILLIN SOLR 1GM,$11.60
34004093,SYRINGE SOLUTION,$25.00
34004234,DEXTROSE 50% IN WATER,$47.45
34004366,VIAFLEX 500 ML,$0.05
34004374,VIAFLEX BAG 1000 ML,$0.05
34004499,0.45% SODIUM CHLORIDE 500ML IN,$25.00
34004895,LIDOCAINE 0.4%/DEXTRS 5% 500ML,$0.13
34005298,HESPAN 6% 500ML,$49.40
34005421,D 70% W INJ 500 ML,$25.00
34005645,STERILE WATER 1000ML INJ,$25.00
34005652,VIAFLEX BAG 3000 ML,$0.05
34005900,MILLEX-GV 0.22UM FILTER UNIT,$0.05
34006031,SULFAMET/TRIMETH 80-16ML 10ML,$10.00
34006049,PROCALAMINE 1000ML,$97.70
34006205,RIFAMPIN INJ 600 MG,$685.70
34007070,KCL 20MEQ/0.9% NACL 1000ML,$25.00
34007104,KCL 20MEQ/D5W-0.45% NACL 1000M,$25.00
34007112,KCL 30MEQ/D5W-0.45% NACL 1000M,$25.00
34007120,KCL 40MEQ/D5W 1000ML,$25.00
34007476,ELECTROLYTE-R (PH 7.4) 1000ML,$25.00
34007492,LIPOSYN III 20% 500ML IV,$84.00
34007542,NITROGLY 200MCG/ML IN D5W 250M,$67.50
34007740,N400264751010ML00001.000,$25.00
34007765,KCL 20MEQ/D5W-0.225% NACL 1000,$25.00
34007773,KCL 20MEQ/D5W-LR 1000ML,$25.00
34007781,KCL 20MEQ/D5W 1000ML,$25.00
34007880,INTRALIPID 20% 250ML GLASS,$133.05
34007963,KCL 10MEQ/D5W-0.45% NACL 1000M,$25.00
34007971,KCL 40MEQ/D5W-0.45% NACL 1000M,$25.00
34007989,KCL 20MEQ/D5W-0.9% NACL 1000ML,$25.00
34008037,AMINO ACID ELECTROLYTE IN D10W,$159.55
34008086,DILUENT FOR FLOLAN,$56.35
34008359,RINGERS IV SOLN 1000ML,$26.79
34008375,D10W 250ML IV,$25.00
34008417,AMINOSYN II 15% 2000ML IV,$177.55
34008433,RECLAST INJ 5MG/100ML IV,$642.83
34008441,RETROVIR INJ 200MG/20ML,$5.61
34008458,ACYCLOVIR 500MG INJ,$0.72
34008466,CORDARONE 50MG/ML 3ML,$12.02
34008482,CARBOPLATIN 150MG VIAL,$28.05
34008490,CARBOPLATIN 50MG VIAL,$50.70
34008508,CEFAZOLIN 1GM/D5W 50ML IVPB,$8.08
34008516,MEFOXIN 1GM/50ML D5W IVPB,$42.90
34008524,CEFOXITIN 2GM/50ML D5W IVPB,$39.38
34008532,MEFOXIN INJECTION 1 GRAM,$30.78
34008540,MEFOXIN INJ 2GM VIAL,$24.43
34008557,ROCEPHIN 250MG,$10.00
34008565,CEFTRIAZONE 1GM/5DW 50ML IVPB,$11.14
34008573,CEFTRIAXONE 2GM/D5W 50ML IVPB,$8.90
34008581,CIPRO IV 400MG,$6.70
34008599,CIPRO 200MG/100ML D5W IVPB,$10.00
34008607,CIPRO 400MG IN 200ML D5W,$119.01
34008615,PLATINOL-AQ 1MG/ML 100ML INJ,$14.13
34008623,PLATINOL-AQ 1MG/ML 50ML INJ,$15.48
34008649,CYCLOPHOSPHAMIDE INJ 1000MG,$263.70
34008656,CYCLOPHOSPHAMIDE INJ 500MG,$263.70
34008664,CYTARABINE 100MG INJ,$24.00
34008672,D.T.I.C. INJ 100MG,$36.30
34008698,10%GENTRAN-40 & 5% DEX 500ML,$101.90
34008706,LMD 10%/SALINE 0.9% 500ML INJ,$104.90
34008748,IV SOLN D5%W 1000ML,$25.00
34008771,DOBUTAMINE/D5W 1MG/ML 250ML IV,$62.87
34008805,DOPAMINE 400MG/10ML INJ 10ML,$1.00
34008813,DOPAMINE 400MG/D5W 250ML SOLN,$4.22
34008821,DOXORUBICIN 10MG INJ,$38.40
34008839,DOXORUBICIN 20MG INJ,$38.40
34008870,VEPESID 100MG INJ,$3.87
34008888,FENTANYL 0.05MG/ML 20ML,$3.03
34008904,DIFLUCAN 200MG INJ,$34.60
34008912,DIFLUCAN 400MG INJ,$29.64
34008920,FLUDARA 50MG INJ,$787.57
34008938,FLUOROURACIL 500MG/10ML INJ,$37.52
34008946,CYTOVENE 500MG VIAL INJ,"$9,036.89"
34008953,ZOLADEX 3.6MG SQ UNIT,"$2,323.20"
34008979,HEPARIN 25 000UN/0.45% SAL500M,$0.98
34008987,HEPARIN SOD 25000/D5W 500ML,$1.41
34008995,HEPARIN 1000U/0.9% NACL 5,$18.10
34009001,IDAMYCIN 10MG GEN/PRSV FREE,$316.23
34009019,IFEX 1GM,$141.10
34009035,CAMPTOSAR 100MG/5ML 5ML,$27.42
34009084,LEVAQUIN 250MG/50ML IVPB,$26.90
34009092,LEVAQUIN 500MG PREMIX IVPB,$21.13
34009118,MAGNESIUM SULF 40MG/ML 1000ML,$0.44
34009142,MESNEX 100MG/ML 10ML,$15.36
34009159,METHOTREXATE INJ 1GM LYO,$139.00
34009167,METHOTREXATE 50MG/2ML,$102.98
34009175,METHOTREXATE 250MG/10ML INJ,$2.58
34009183,SOLU-MEDROL 125MG INJ,$68.90
34009191,SOLU-MEDROL 40MG INJ,$21.40
34009209,METRONIDAZOLE 500MG INJ,$10.00
34009217,PRIMACOR 0.2MG/ML/D5W200ML PRE,$121.04
34009225,MITOMYCIN 5MG INJ,$871.90
34009241,NAFCILLIN 1 GRAM,$57.20
34009308,ZOFRAN INJ 2MG/ML 2ML,$2.50
34009316,OXYTOCIN 20 UNITS/1000ML,$12.50
34009324,TAXOL 6MG/ML INJ 16.7ML,$1.46
34009332,TAXOL INJECTION 6MG/ML 5ML,$1.64
34009340,PENICILLIN-G(K) 5 MIL UNITS,$5.41
34009357,PENTAM 300 INJ,$640.90
34009365,ZOSYN INJ 3.375GM VIAL,$17.77
34009381,ZOSYN INJ 4.5GM VIAL,$50.65
34009456,TOPOTECAN 4MG INJ,$28.66
34009464,VINCRISTINE INJ 2MG,$39.30
34009480,CARBOPLATIN 450MG VIAL,$26.13
34009498,CYTARABINE 500MG INJ,$6.53
34009514,GLUCAGON 1MG W/DILUENT INJ,$658.95
34009530,KCL 20MEQ/0.1L 100ML IVPB,$1.04
34009548,KCL 2MEQ/ML 250ML IV SOL,$0.22
34009555,VANCOMYCIN 500MG INJ,$29.76
34009563,VINCRISTINE 1MG INJ,$22.10
34009589,ALBUMIN 25% 50ML,$230.76
34009605,UNASYN INJ 3GM VIAL,$27.27
34009639,TROPHAMINE 10% DEXT 10% 250ML,$230.85
34009654,1/2NS + 20MEQ KCL 1000ML,$25.00
34009662,FENTANYL 10MCG/ML IN NS 250ML,$71.98
34009688,DOBUTAMINE 500 MG IN D5W 250ML,$134.00
34009696,TROPHAMINE 10% 500ML,$92.80
34009738,LACTATED RING+20MEQ KCL1000ML,$32.00
34009753,NS + 40MEQ KCL 1000ML,$26.31
34009761,DEXTROSE 5% IN WATER D5W 150ML,$25.00
34009779,AVELOX 400MG/250ML NS IVPB,$44.09
34009803,CARDENE 40MG/200ML IV,$729.60
34009811,MANNITOL 20% 500ML SOLP,"$4,575.50"
34009837,CLINIMIX E 4.25/10 2000ML,$272.30
34009845,WATER INJ FTV 100ML,$25.00
34009852,ZOSYN 4.5GM/100ML GALAXY BAG,$27.85
34009860,ZOSYN 2.25GM/100ML GALAXY BAG,$29.30
34009878,D10%-0.45% NACL 1000ML,$25.00
34009894,TROPHAMINE 3%/D5W/CA+HEPARIN 250 ML BAG,$35.55
34009902,PENICILLIN G PTSSIUM 5MILL UNIT IN 100ML,$53.75
34009910,VANCOMYCIN 500MG IN NS 100ML BAG,$32.00
34009928,OXYTOCIN 20 UNITS IN 0.9% NS 1000ML BAG,$38.25
34009936,FLUCONAZOLE IN DEXTROSE 200MG/100ML PRMX,$46.45
34009944,GENTAMICIN 120MG/100ML PREMIX BAG,$10.38
34009951,MAGNESIUM SULFATE IN D5W 1GM/100ML BAG,$31.30
35000017,CPT INITIAL,$168.50
35000041,BEDSIDE SPIROMETRY,$105.00
35000074,OXYGEN PER DAY,$342.70
35000082,EQ INNER CANNULA,$11.00
35000108,PNEUMOGRAM,$810.00
35000116,EQ NASAL O2 CANNULA,$30.80
35000124,EQ MDI SPACER,$64.35
35000132,EQ PEAK FLOW METER,$119.35
35000140,PULSE OXIMETER SPOT CHECK,$60.30
35000165,EQ INLINE SUCTION CATHETER,$84.70
35000181,EQ OXYHOOD INITIAL SETUP,$95.45
35000199,EQ HELI-OX THERAPY/SHIFT,$280.25
35000223,EQ OXYHOOD CHANGEOUT,$47.85
35000322,TRACHEOSTOMY CARE STAT,$0.00
35000348,ABG/VBG  AND COOX,$117.00
35000355,MDI INSTRUCT,$51.95
35000363,EQ MASK VENTURI,$46.20
35000397,EQ BRONCHITRAC L STEM SX CATH,$9.35
35000413,EXTUBATION STAT,$0.00
35000447,SPUTUM INDUCTION,$55.00
35000462,EQ AEROSOL DEVICE,$73.45
35000512,NASOPHARYNGEAL SWAB,$24.75
35000538,EQ MASK NON REBREATHER,$41.00
35000553,EQ APNEA MONITOR,$49.80
35000561,BIPAP/CPAP PER DAY,$394.60
35000603,EQ MASK BIPAP/CPAP,$201.85
35000611,EQ RESUSCITATOR BAG DISPOSABLE,$74.25
35000652,AEROSOL CONTINUOUS TX 1ST HR,$186.91
35000660,AEROSOL CONTINUOUS EA ADD HR,$78.61
35000926,HAND HELD NEB INITIAL,$168.50
35000967,EQ HAND HELD NEB CIRCUIT,$18.15
35001569,MECH VENT INITIAL DAY,$613.25
35001585,EQ MECH VENT CIRCUIT,$143.30
35001627,MECH VENT 8HR STAT,$0.00
35001767,WEANING PARAMETER,$218.35
35001825,EQ STERILE TRACH SPECIMEN,$20.35
35001858,AIRWAY MAINT/SHIFT STAT,$0.00
35002047,CPT SUB,$165.95
35002088,CPR,$344.80
35002120,EQ INCENTIVE SPIRO,$72.05
35002146,INCENTIVE SPIRO TREAT STAT,$0.00
35002229,MANUAL VENT PER 15 MIN,$105.10
35002344,EQ TRACH TIES,$5.25
35002369,EQ AIRWAY DISP ORAL,$5.80
35002385,EQ AIRWAY NASAL,$14.85
35002427,EQ ENDOTRACH TUBE,$14.85
35002443,EQ TRACH TUBES ADULT,$104.80
35002468,EQ TRACH TUBES PEDS,$66.30
35002484,EQ TRACH TUBES SPEAK,$194.70
35002526,EQ TRACH TUBE METAL,$187.55
35004654,EQ MISCELLANEOUS RT SUPPLY,$0.00
35006089,PULSE OX CONT PER DAY,$138.00
35007244,ARTERIAL LINE INSERTION,$251.30
35009000,OXYGEN THERAPY STANDBY SERVICE,$0.00
35009018,EQ PROBE DISPOSABLE PULSE OX,$107.80
35009034,EQ HME HEAT & MOIST EXCHG,$12.10
35009042,EQ CONCHA WATER,$43.75
35009059,EQ CO2 DETECTOR,$97.65
35009067,EQ MASK AEROSOL,$3.30
35009091,EQ STYLETTE ENDOTRACH GUIDE,$30.00
35070028,EQ OXYGEN EXTENSION TUBING,$5.25
35070036,EQ BUBBLE BOTTLE,$13.75
35070044,EQ STERILE WATER 1000CC,$47.85
35070069,HAND HELD NEB REPEATD SAME DAY,$52.45
35070101,MECH VENT SUBSEQUENT DAY,$506.40
35070135,BIPAP/CPAP SHIFT STAT,$0.00
35070150,EQ OSCILLATOR VENT CIRCUIT,$837.40
35070168,OSCILLATOR VENT INITIAL DAY,$911.50
35070176,OSCILLATOR VENT SUBSEQ DAY,$683.60
35070192,OXYGEN FLAT RATE ER,$82.50
35070200,ARTERIAL PUNCTURE,$81.40
35070259,BLD GAS OXIMETRY ONLY,$37.35
35070267,BLD GAS CORD SAMPLE AT BIRTH,$137.00
35070275,BLD GAS SODIUM,$38.75
35070283,BLD GAS POTASSIUM,$40.80
35070291,BLD GAS CALCIUM IONIZED,$88.85
35070309,BLD GAS GLUCOSE SERUM,$38.75
35070325,ABG /VBG COOX AND LYTES,$143.85
35070333,NITRIC OXIDE SETUP 1X,$664.10
35070341,NITRIC OXIDE INHALED PER DAY,"$9,000.00"
35070358,NITRIC OXIDE ASSMT PER DAY,$0.00
35070366,HAND HELD NEB SUBSEQUENT DAY,$165.95
35070374,PULSE OX CONT SHIFT STAT,$0.00
35070382,MECH VENT 4HR STAT,$0.00
35070408,OSCILLATOR VENT 8HR STAT,$0.00
35070416,OSCILLATOR VENT 4HR STAT,$0.00
35070424,PEAK FLOW MEASUREMENT,$218.35
35070432,THERAPIST TIME/C-SECTION,$0.00
35070440,THERAPIST TIME/MRT,$0.00
35070457,THERAPIST TIME/CODE BLUE,$0.00
35070465,THERAPIST TIME/CONSCIOUS SEDAT,$0.00
35070473,EQ VAPOTHERM SETUP,$450.00
35070499,THERAPIST TIME/BRONCHOSCOPY,$0.00
35070507,THERAPIST TIME/HIGH RISK DELIV,$0.00
35070515,PULMONARY STRESS TEST SIMPLE,$288.00
35070689,PASSY MUIR SPEAKING VALVE,$149.15
35070705,MECH VENT TRANSPORT/15 MIN,$0.00
35070713,PULSE OX - SPCO,$14.00
35070721,PULSE OX - SPMET,$14.00
35070739,MECH VENT ER STAT,$0.00
35070747,HIGH ALTITUDE SIMULATION TEST,$264.80
35070762,MECHANICAL VENT STAT PER 15 MIN,$0.00
35070788,EQ PEEP VALVE,$79.75
35070796,EQ FLUTTER VALVE,$427.80
35070804,EQ 1000CC STERILE WATER,$1.31
35070812,EQ BACTERIA FILTER,$19.70
35070820,EQ TUBING CHANGE,$45.40
35070838,PENTAM NEB TX,$312.25
35070846,EKG BY RESPIRATORY,$117.35
35070853,HAND HELD NEB REPEAT SAME DAY STAT,$0.00
35070861,EQ NEBULIZER AERONEB,$454.85
35070879,FLOLAN TUBING,$46.85
37500055,EEG REGULAR,$403.20
37500154,CAROTID EEG,$804.85
37500402,AUDITORY EVOKED R,$380.45
37500428,VISUAL EVOKED RESPONSE VER,$477.41
37500485,SSEP,$494.00
37500493,LONG TERM VIDEO MON EACH 24H,"$1,645.20"
37500709,EEG CEBERAL DEATH EVAL ONLY,$400.00
37500717,EXTENDED EEG MONITORING >1 HR,$854.76
37500725,EXTENDED EEG MNTRING UP TO 1HR,$832.00
38244075,DIABETES EDUCATION STAT CHRG,$0.00
38250072,DIABETES THERAPY/30 MIN GROUP,$28.75
38400016,SIMULATION-SIMPLE,$495.15
38400024,SIMULATION-INTERM,$952.95
38400032,SIMULATION-COMPLEX,"$1,129.50"
38400040,DOSIMETRY CALC,$373.00
38400115,PHYSICS SUPPORT,$447.15
38400172,TREATMENT DEVICES SIMPLE,$603.60
38400180,TREATMENT DEVICE INTER,$682.95
38400198,TREATMENT DEVICE COMPLEX,$756.15
38400396,SPECIAL DOSIMETRY,$388.55
38400610,THERAPEUTIC RAD PORT FILM,$172.80
38400628,FLUORO UNDER 1HR,$388.75
38400636,SPECIAL TELETHERAPY PLAN,$943.35
38400644,SPECIAL MED PHYSICS CONSULT,$679.25
38400651,SPECIAL TREATMENT PROCEDURE,"$1,705.85"
38400727,SUPRVN HDLG LDG OF RAD ELEMENT,$214.40
38400958,SIMULATION 3-D,"$3,733.85"
38400966,THERAPEUTC RAD PORT FILM MOD XU,$172.80
38400974,DOSIMETRY CALCULATION MOD XU,$373.00
38400982,SPECIAL DOSIMETRY MOD XU,$388.55
38400990,TREATMENT DEVICE COMPLEX MOD XU,$756.15
38401063,IRIDIUM 192 HDR PER FRACTION,$728.40
38401071,NASOPHARYNGOSCOPY W/ ENDOSCOPE,$215.95
38401089,INSERT UTERINE TANDEMS/OVOIDS,"$3,435.40"
38401097,INTNSTY MOD RADIO PLAN,"$3,437.10"
38401147,US TRANSRECTAL/VOLUME STUDY,$618.60
38401154,INTERSTITIAL IMPLANT COMPLEX,"$2,990.60"
38401162,BRACHYTHERAPY NEEDLE,$23.50
38401170,BRACHYTX SOURCE IODINE 125,$87.00
38401196,US-INTERSTITIAL RADIOELE APP,$703.30
38401246,CATHETER MAMMOSITE,"$8,497.50"
38401253,PHYSICS SUPPORT MOD XU,$447.15
38401311,VENIPUNCTURE,$20.25
38401360,TX INJ SC/IM,$90.15
38401378,TX INJ SC/IM MOD XU,$90.15
38401410,MISC PROCEDURE ROC,$0.00
38401444,COLLECT BLD SPCMN-IMPL VEN DEV,$60.00
38401493,PORT ACCESS/FLUSH,$99.00
38401501,OFFICE/OP VISIT I NEW PT,$117.65
38401519,OFFICE/OP VISIT II NEW PT,$138.60
38401527,OFFICE/OP VISIT III NEW PT,$171.20
38401535,OFFICE/OP VISIT IV NEW PT,$206.80
38401543,OFFICE/OP VISIT V NEW PT,$235.30
38401550,OFFICE/OP VISIT I EST PT,$99.00
38401568,OFFICE/OP VISIT II EST PT,$129.40
38401576,OFFICE/OP VISIT III EST PT,$151.20
38401584,OFFICE/OP VISIT IV EST PT,$171.35
38401592,OFFICE/OP VISIT V EST PT,$206.80
38401600,BRACHYTX SOURCE PALLADIUM 103,$262.10
38401618,FLU VACCINE ADMINISTRATION,$50.00
38401683,CT LIMITED THERAPY 1-5,$735.60
38401691,CT LIMITED THERAPY 6-10,$735.60
38401709,CT LIMITED THERAPY 11-20,$735.60
38401808,"PLACE DEVICE/MARKER, PROSTATE","$1,892.20"
38401816,US GUIDED NEEDLE PLACEMENT,$597.45
38401824,STEREOTACTIC RADIOSURG TOTAL,"$15,005.00"
38401832,STEREOTACTIC RADIOSURG SESSION,"$4,729.35"
38401840,TX IV INFUS INITL DRUG 1ST HR,$347.35
38401857,TX IV INFUS INITL D 1ST HR MOD XU,$347.35
38401865,TX IV INFUS ADDL HR INITL/SEQ,$173.70
38401873,TX IV INFUS ADDL SEQ 1ST HR,$260.50
38401881,TX IV INJ PUSH INITL DRUG,$173.05
38401907,TX IV INJ PUSH SUBS DRUG,$173.05
38401915,TX IV INJ PUSH SUBS DRUG MOD XU,$140.05
38401923,TISSUE MARKER IMPLANTABLE,$585.00
38401949,PLACE DEVICE/MARKER PROSTATE,"$1,892.20"
38401956,HYDRATION IV INFUS ADDL HR,$136.75
38401964,HYDRATION IV INFUS ADDL HR MOD XU,$136.75
38401972,TX IV INF ADD HR INIT/SEQ MOD XU,$173.70
38401980,TX IV INF ADDL SEQ 1ST HR MOD XU,$260.50
38401998,TX IV INJ PUSH INITL DRUG MOD XU,$140.05
38402004,HYDRATION IV INFUS 1ST HR,$273.50
38402012,HYDRATION IV INFUS 1ST HR XU,$273.50
38402053,PHANTOM EXCISION DEVICE,"$1,200.00"
38402079,PHENERGAN 25MG/ML INJ 1ML,$10.00
38402087,DOMBORO 2.2GM POWDER,$28.00
38402095,FLEETS ADULT ENEMA 4.5OZ,$3.30
38402103,COLLECT BLD CENTRL/PERIPH CATH,$25.00
38402111,TX IV INJ PUSH SAME DRUG,$173.05
38402129,TX IV INJ PUSH SAME DRUG MOD XU,$140.05
38402137,RAB TREATMENT 1 CHANNEL,"$1,657.20"
38402145,RAB TREATMENT 2-12 CHANNELS,"$1,657.20"
38402152,RAB TREATMENT > 12 CHANNELS,"$1,657.20"
38402160,RAB TREATMENT 1 CHANNEL MOD XE,"$1,657.20"
38402178,HDR SUPPLIES,$305.80
38402186,DESIGN MLC DEVICE FOR IMRT,"$1,943.05"
38402202,ROBOT LINEAR SRS 1ST SESSION,"$11,968.00"
38402210,ROBOT LINEAR SRS/SESSION 2-5,"$8,458.00"
38402228,CT LIMITED THERAPY 6-10 -59,$735.60
38402236,PENNINGTON CANCER CENTER STAT,$0.00
38402244,OUTPATIENT LEVEL I STAT,$0.00
38402251,OUTPATIENT LEVEL II STAT,$0.00
38402269,INPATIENT STAT,$0.00
38402277,DESIGN MLC DEVICE IMRT MOD XU,"$1,943.05"
38402285,SIMULATION FOR STEREOTACTIC,"$1,129.50"
38402293,ELECTRON FIELD DELINEATION,"$1,129.50"
38402301,RESPIRATORY MOTION MGMT SIMUL,$251.30
38402319,NUTRITION ASSESSMENT PER 15 MINUTES,$63.65
38402327,NUTRITION REASSESSMENT PER 15 MINUTES,$57.40
38402335,ISODOSE PLAN SIMPLE,$448.15
38402343,ISODOSE PLAN SIMPLE MOD XS,$448.15
38402350,ISODOSE PLAN COMPLEX,$999.30
38402368,ISODOSE PLAN COMPLEX MOD XS,$999.30
38402376,BRACHYTHERAPY PLAN SIMPLE,$650.85
38402384,BRACHYTHERAPY PLAN SIMPLE MOD XE,$650.85
38402392,BRACHYTHERAPY PLAN INTERMEDIATE,$988.80
38402400,BRACHYTHERAPY PLAN INTERMEDIATE MOD XE,$988.80
38402418,BRACHYTHERAPY PLAN COMPLEX,"$1,154.80"
38402426,BRACHYTHERAPY PLAN COMPLEX MOD XE,"$1,154.80"
38402434,RTD SIMPLE,$412.90
38402442,RTD SIMPLE MOD XE,$412.90
38402459,RTD INTERMEDIATE,$470.70
38402467,RTD INTERMEDIATE MOD XE,$470.70
38402475,RTD COMPLEX,$647.85
38402483,RTD COMPLEX MOD XE,$647.85
38402491,IMRT COMPLEX,"$1,690.15"
38402509,IMRT COMPLEX MOD XE,"$1,690.15"
38402517,IMRT SIMPLE,"$1,477.20"
38402525,IMRT SIMPLE MOD XE,"$1,477.20"
38402533,IMAGE GUIDANCE NON IMRT FIELDS,$392.20
38402541,IMAGE GUIDANCE NON IMRT FIELDS MOD XE,$392.20
38402558,RAB TREATMENT 2-12 CHANNELS MOD XE,"$1,657.20"
38402566,PLACE NDLS/CATHS PROSTATE TRANSPERINEAL,"$7,846.45"
38402574,SPECIAL TREATMENT PROCEDURE MOD XE,"$1,705.85"
38402590,MOD SED SAME PHYS/QHP 5/> YRS,$87.65
38402608,MOD SED SAME PHYS/QHP EA ADDL 15 MIN,$36.00
38402616,IMAGE FUSION,"$1,705.85"
38402624,TPRNL PLMT BIODEGRDABLE MATRL W/US GUID,"$8,742.25"
38402632,SURFACE GUIDED RADIATION THERAPY,$392.20
38402640,CHEMO ADMIN SC/IM HORMONAL,$204.25
40100091,T3 UPTAKE,$35.45
40100109,T4 TOTAL,$40.35
40100117,TSH,$97.55
40100125,TSH NEONATAL,$97.55
40100129,TSH NEONATAL,$97.55
40100141,T3 TOTAL,$118.60
40100158,FETAL LUNG MATURITY,$153.00
40100257,PATHOLOGY STAT / 40110793,$0.00
40100281,PATHOLOGY STAT / 40110801,$0.00
40100299,GENTAMICIN PEAK,$120.50
40100307,ESTROGEN TOTAL,$251.95
40100315,GENTAMICIN TROUGH,$120.50
40100323,VITAMIN B12,$77.85
40100331,HEPATITIS C ANTIBODY,$101.75
40100349,CORTISOL TOTAL,$113.40
40100372,H PYLORI ANTIBODY,$144.35
40100380,PROTEIN S TOTAL,$361.85
40100398,EBV NUCLEAR AG ANTIBODY,$72.40
40100406,PROTEIN C ANTIGEN,$361.85
40100489,PHOSPHATIDYLSERIN ABS,$204.00
40100513,IGG SUBCLASS EACH,$35.70
40100521,EBV VIRAL CAPSID AG AB,$171.35
40100547,PREALBUMIN,$154.75
40100554,ERYTHROPOIETIN,$208.35
40100570,COXSACKIE A4 ANTIBODY,$40.35
40105009,HEPATITIS B CORE AB IGM,$72.70
40105017,HEPATITIS BE AB,$72.40
40105025,HEPATITIS A AB IGM,$50.75
40105454,PARATHYROID HORMONE,$255.75
40105462,STREP GROUP A RAPID SCREEN,$45.40
40105470,RSV ANTIGEN EIA,$99.85
40105496,HEPATITIS BE ANTIGEN,$72.40
40106965,RENIN,$140.50
40107104,FOLLICLE STIMULATING HORMONE,$90.25
40107534,PATHOLOGY STAT / 40110785,$0.00
40107567,GENTAMICIN RANDOM,$120.50
40107864,HCG SERUM QUANTITATIVE,$99.70
40107914,HEPATITIS A ANTIBODY,$70.15
40108532,HEPATITIS B SURFACE ANTIGEN,$72.35
40108706,DIGOXIN,$74.75
40108714,INSULIN TOTAL,$93.35
40108748,IGE GAMMAGLOBULIN,$109.65
40108763,FOLIC ACID SERUM,$77.85
40108771,CEA CARCINOEMBRYONIC AG,$113.15
40108888,HEPATITIS PANEL ACUTE,$291.40
40108896,HEPATITIS B CORE AB TOTAL,$70.15
40108904,HEPATITIS B SURFACE AB,$69.35
40109605,COXSACKIE B1 ANTIBODY,$40.35
40109613,COXSACKIE B2 ANTIBODY,$40.35
40109621,COXSACKIE B3 ANTIBODY,$40.35
40109639,COXSACKIE B4 ANTIBODY,$40.35
40109647,COXSACKIE B5 ANTIBODY,$40.35
40109654,COXSACKIE B6 ANTIBODY,$40.35
40109662,VARICELLA ZOSTER ANTIBODY,$88.25
40109670,CALIF ENCEPH AB IGM,$50.75
40109688,CALIF ENCEPH AB IGG,$50.75
40109696,EASTERN EQUINE  AB IGG,$50.75
40109704,EASTERN EQUINE AB IGM,$50.75
40109712,ST LOUIS ENCEPH AB IGG,$50.75
40109720,ST LOUIS ENCEPH AB IGM,$50.75
40109738,WESTERN EQUINE AB IGG,$50.75
40109746,WESTERN EQUINE AB IGM,$50.75
40109753,MUMPS ANTIBODY IGG,$75.75
40109761,MUMPS ANTIBODY IGM,$75.75
40109779,RUBEOLA ANTIBODY IGG,$80.55
40109787,RUBEOLA ANTIBODY IGM,$80.55
40109795,ADENOVIRUS ANTIBODY,$50.75
40109803,INFLUENZA A AB IGG,$67.25
40109811,INFLUENZA A AB IGM,$67.25
40109829,INFLUENZA B AB IGG,$67.25
40109837,INFLUENZA B AB IGM,$67.25
40109845,LCM ANTIBODY IGG,$50.75
40109852,LCM ANTIBODY IGM,$50.75
40109860,HSV 1 ANTIBODY IGG,$60.45
40109878,HSV 1 ANTIBODY IGM IFA,$60.45
40109886,HSV 2 ANTIBODY IGG,$71.40
40109894,HSV 2 ANTIBODY IGM IFA,$71.40
40109928,CHLAMYDIA AB IGG EACH,$83.80
40109936,CHLAMYDIA AB IGM,$83.80
40109944,LEGIONELLA ANTIBODY IGG,$87.20
40110033,PSA SCREEN,$116.85
40110041,PROTEIN ELECTROPHORESIS URINE,$67.05
40110520,VARICELLA ZOSTER IGG,$88.25
40110538,VARICELLA ZOSTER IGM,$88.25
40110546,ENTEROVIRUS RNA,$257.50
40110553,WEST NILE VIRUS IGG,$117.25
40110561,WEST NILE VIRUS IGM,$120.75
40110579,MENINGOENCEPHALOMYELITIS,$0.00
40110603,INDIRECT BILI,$0.00
40110637,FETAL FIBRONECTIN,$456.65
40110777,PAMG-1,$287.85
40110801,NERVE TEASE PREP,$337.00
40110827,FECAL CALPROTECTIN,$234.60
40110835,AFP WITH AFP-L3% SERUM,$211.15
40110868,FLOW CYT CELL CYCLE/DNA SO,$179.25
40110876,CLOSTRIDIUM DIFFICILE TOXIN,$114.85
40110884,RBC SED RATE AUTOMATED,$44.10
40110892,CLOSTRIDIUM DIFFICILE BY PCR,$159.20
40110900,STREP B AMP PRO,$201.20
40110918,NMR LIPOPROFILE,$0.00
40110926,CANDIDA 6 SPECIES PROFILE,$0.00
40110934,NUSWAB VAGINITIS PLUS,$0.00
40110959,C. ALBICANS + C. GLABRATA,$0.00
40110967,BACTERIAL VAGINOSIS,$0.00
40110975,"CT, NG, & TRICH VAGINOSIS",$0.00
40110983,HSV TYPE 1/2,$0.00
40110991,"CT, NG, TRICH & HSV 1/2",$0.00
40111007,COMPREHENSIVE NEWBORN SCREEN,$0.00
40111015,ORDERSET 167082,$0.00
40111023,ORDERSET 083904,$0.00
40111031,ORDERSET 001612,$0.00
40111049,"ORDERSET 182378, 183145",$0.00
