Charge Code Description,"Rev
Code","Proc
 Code","Rate 
Exception",,,,,,,,,
4801286,LEUCOVORIN 50MG INJ,PHAR,A,636,J0640,,,,,22,N,N
4801289,NOREPINEPHRINE 4MG INJ,PHAR,A,636,J3490,,,,,95.5,N,N
4801296,LIDOCAINE 100MG SYR IV,PHAR,A,636,J2001,,,,,18.75,N,N
4801297,LIDOCAINE 200MG SYR OB,PHAR,A,250,,,,,,41,N,N
4801301,LIDOCAIN UROJECT 2% JEL,PHAR,A,636,J3490,,,,,26,N,N
4801303,LORAZEPAM INJ 2MG VIAL,PHAR,A,636,J2060,,,,,14.5,N,N
4801308,MANNITOL 25% 50ML INJ,PHAR,A,636,J2150,,,,,14.5,N,N
4801314,METHYLERGONOVINE INJ 0.2 MG/ML,PHAR,A,636,J2210,,,,,73.25,N,N
4801318,METHYLENE BLUE 1%10ML INJ,PHAR,A,636,J3490,,,,,949.5,N,N
4801319,METHYLPREDN 125MG INJ IV,PHAR,A,636,J2930,,,,,34,N,N
4801320,METHYLPREDN 40MG INJ IV,PHAR,A,636,J2920,,,,,14,N,N
4801324,METOCLOPRAMIDE 10MG INJ,PHAR,A,636,J2765,,,,,14.5,N,N
4801327,METOPROLOL INJ per 1 MG,PHAR,A,636,J3490,,,,,14.5,N,N
4801333,MMR INJECTION,PHAR,A,636,J3590,,,,,295,N,N
4801344,MULTIVIT 10ML INJ,PHAR,A,636,J3490,,,,,32.75,N,N
4801347,NALBUPHINE 10MG/1ML INJ,PHAR,A,636,J2300,,,,,17.25,N,N
4801357,NITRO PREMIXED 50/250 INJ,PHAR,A,636,J3490,,,,,150.75,N,N
4801361,NITROPRUSSIDE 50MG INJ,PHAR,A,636,J3490,,,,,346.75,N,N
4801365,OXYTOCIN 10UNITS/ML INJ,PHAR,A,636,J2590,,,,,14.5,N,N
4801382,PHENYLEPHRINE INJ 10 MG/ML,PHAR,A,636,J2370,,,,,14.5,N,N
4801391,PNEUMOCOCCAL VACCINE INJ,PHAR,A,636,90732,,,,,399.75,N,N
4801396,POTASSIUM PHOSPHATE INJ,PHAR,A,636,J3490,,,,,43,N,N
4801402,CONG ESTROGEN 25MG INJ,PHAR,A,636,J1410,,,,,"1,293.75",N,N
4801408,PROCAINAMIDE 1000MG/10ML,PHAR,A,636,J2690,,,,,407.5,N,N
4801416,PROPRANOLOL 1MG INJ,PHAR,A,636,J1800,,,,,47.25,N,N
4801421,QUINIDINE GLU. 800MG/10ML,PHAR,A,250,,,,,,82.5,N,N
4801423,RABIES IMMUNE GLOB 2ML,PHAR,A,636,90376,,,,,"3,035.25",N,N
4801424,RABIES VACCINE,PHAR,A,636,90675,,,,,"1,394.75",N,N
4801429,"THROMBIN 10,000 UNITS",PHAR,A,636,J3590,,,,,313,N,N
4801433,SUFENTANIL 50MCG/ML 2ML V,PHAR,A,250,,,,,,16,N,N
4801434,ROPIVACAINE 5MG/ML VIAL,PHAR,A,250,,,,,,64,N,N
4801437,FLUMAZENIL INJ per 0.1 MG,PHAR,A,636,J3490,,,,,18.75,N,N
4801442,SCOPOLAMINE INJ VIAL,PHAR,A,250,,,,,,36.5,N,N
4801445,SOD CHLOR CONC 120mEq/ 30ML,PHAR,A,636,J3490,,,,,14.5,N,N
4801447,SOD. BICARB 50MEQ/50ML SY,PHAR,A,636,J3490,,,,,49.5,N,N
4801460,TERBUTALINE 1MG INJ,PHAR,A,636,J3105,,,,,14.5,N,N
4801463,TET DIPTH TOXIOD PEDI,PHAR,A,636,90702,,,,,132,N,N
4801465,TET IMMUN GLOB HUM 250 U,PHAR,A,636,J1670,,,,,"2,043.00",N,N
4801470,THIAMINE INJ 200 MG/2ML,PHAR,A,636,J3411,,,,,24.5,N,N
4801476,TRIMETH/SMX INJ 5ML/10ML,PHAR,A,636,J3490,,,,,39.75,N,N
4801478,TOBRAMYCIN 80MG INJ,PHAR,A,636,J3260,,,,,14.5,N,N
4801480,TRACE ELEMENTS INJ,PHAR,A,636,J3490,,,,,51.25,N,N
4801487,TRIMETHOBENZAM 100MG INJ,PHAR,A,636,J3250,,,,,140.75,N,N
4801518,VIT K 1MG PEDI INJ,PHAR,A,636,J3430,,,,,76.25,N,N
4801520,METRONIDAZOLE 500MG INJ,PHAR,A,636,J3490,,,,,50,N,N
4801521,GENTAMICIN 20MG INJ,PHAR,A,636,J1580,,,,,14.5,N,N
4801524,VASOPRESSIN 20 UNITS INJ,PHAR,A,636,J3490,,,,,686,N,N
4801525,VANCOMYCIN 500MG INJ,PHAR,A,636,J3370,,,,,14.5,N,N
4801528,ACETYLCYSTINE 20% 30ML,PHAR,A,636,J7608,,,,,48.25,N,N
4801534,ADENOSINE INJ 6 MG/2ML,PHAR,A,636,J0153,,,,,14.5,N,N
4801536,AMP/SULBACT 1.5G INJ,PHAR,A,636,J0295,,,,,31,N,N
4801538,ACD-A 50ML VIAL,PHAR,A,250,,,,,,147.5,N,N
4801539,AZITHROMYCIN 500 MG INJ,PHAR,A,636,J0456,,,,,14.5,N,N
4801547,FLU VACCINE 0.5ML,PHAR,A,636,,,,,,73.5,N,Y
4801549,FENTANYL INJ per 100 MICROGRAM,PHAR,A,636,J3010,,,,,14.5,N,N
4801552,FOLIC ACID INJ 1 ML,PHAR,A,636,J3490,,,,,100.5,N,N
4801557,RITUXIMAB 100MG INJ,PHAR,A,636,J9312,,,,,"4,430.00",N,N
4801558,IBUTILIDE 1MG INJECTION,PHAR,A,636,J1742,,,,,"2,132.50",N,N
4801568,DOXORUBICIN LIPOSOMAL 20mg/10ml,PHAR,A,636,Q2050,,,,,"3,378.00",N,N
4801578,ORPHENADRINE 60MG/2ML INJ,PHAR,A,636,J2360,,,,,14.75,N,N
4801581,PANTOPRAZOLE 40MG INJ,PHAR,A,636,C9113,,,,,19.25,N,N
4801585,DICYCLOMINE 20MG/2ML INJ,PHAR,A,636,J0500,,,,,349.25,N,N
4801587,CALCITONIN INJ UP TO 400U,PHAR,A,636,J0630,,,,,"11,663.75",N,N
4801591,AMIODARONE 900MG/18ML INJ,PHAR,A,636,J0282,,,,,31.25,N,N
4801592,MEPERIDINE 25MG INJ,PHAR,A,636,J2175,,,,,28.25,N,N
4801593,MEPERIDINE 50MG INJ,PHAR,A,636,J2175,,,,,17.5,N,N
4801594,MEPERIDINE 75MG INJ,PHAR,A,636,J2175,,,,,27.25,N,N
4801595,MORPHINE 2MG INJ,PHAR,A,636,J2270,,,,,14.5,N,N
4801596,MORPHINE 4MG INJ,PHAR,A,636,J2270,,,,,14.5,N,N
4801597,DEXAMETHASONE INJ per 1 MG,PHAR,A,636,J1100,,,,,14.5,N,N
4801598,DEXAMETH 4MG/ML 30ML INJ,PHAR,A,636,J1100,,,,,31.25,N,N
4801600,AMPICILLIN 250MG INJ,PHAR,A,636,J0290,,,,,14.5,N,N
4801601,AMPICLILIN 1GM INJ,PHAR,A,636,J0290,,,,,15.75,N,N
4801602,AMPICILLIN 2GM INJ,PHAR,A,636,J0290,,,,,14.5,N,N
4801604,AMPIC/SULBAC 3GM INJ,PHAR,A,636,J0295,,,,,14.5,N,N
4801605,FUROSEMIDE 100MG INJ,PHAR,A,636,J1940,,,,,14,N,N
4801612,SODIUM ACETATE INJ,PHAR,A,250,,,,,,15.75,N,N
4801615,CEFTRIAXONE 500MG INJ,PHAR,A,636,J0696,,,,,14,N,N
4801616,CEFTRIAXONE 1G INJ,PHAR,A,636,J0696,,,,,14.5,N,N
4801617,AMINO ACID 8.5% 500ML INJ,PHAR,A,250,,,,,,40.5,N,N
4801620,ONDANSETRON INJ per 1 MG,PHAR,A,636,J2405,,,,,14.5,N,N
4801624,PHENYTOIN 100MG/2ML INJ,PHAR,A,636,J1165,,,,,14.5,N,N
4801625,PHENYTOIN 250MG/5ML,PHAR,A,636,J1165,,,,,14.5,N,N
4801626,CEFOXITIN 2GM INJ,PHAR,A,636,J0694,,,,,29,N,N
4801627,PHYTONADIONE 10MG/2ML INJ,PHAR,A,636,J3430,,,,,202,N,N
4801629,ALTEPLASE 2MG INJ,PHAR,A,636,J2997,,,,,667.25,N,N
4801630,TPA 100MG,PHAR,A,636,J2997,,,,,"38,357.00",N,N
4801631,LEVOFLOXACN 500MG/20ML IN,PHAR,A,636,J1956,,,,,124.75,N,N
4801632,AMIODARONE 150MG INJ,PHAR,A,636,J0282,,,,,14.5,N,N
4801633,ATROPINE INJ per 0.01 MG,PHAR,A,636,J0461,,,,,19,N,N
4801634,BENZTROPINE 2MG/2ML INJ,PHAR,A,636,J0515,,,,,123.5,N,N
4801635,BETAMETH ACET&PHOS INJ 30 mg/5 ml,PHAR,A,636,J0702,,,,,152.75,N,N
4801638,DEXAMETHASONE INJ per 1 MG,PHAR,A,636,J1100,,,,,14.5,N,N
4801639,MORPHINE 10MG INJ,PHAR,A,636,J2270,,,,,14.5,N,N
4801644,ceFAZolin INJ per 500 MG,PHAR,A,636,J0690,,,,,14.5,N,N
4801645,PIPERACIL/TAZO 3.3725G IN,PHAR,A,636,J2543,,,,,17,N,N
4801646,IMIPEN/CILASTIN 500MG,PHAR,A,636,J0743,,,,,46.75,N,N
4801647,CIPROFLOXACIN 400MG PREMX,PHAR,A,636,J0744,,,,,65,N,N
4801648,CIPROFLOXCN 400MG/20ML IN,PHAR,A,636,J0744,,,,,14,N,N
4801649,CISPLATIN 50MG/50ML INJ,PHAR,A,636,J9060,,,,,37.75,N,N
4801657,FLUPHENAZINE DEC. 125MG/5,PHAR,A,636,J2680,,,,,345.25,N,N
4801658,FOMEPIZOLE 1.5GM/1.5ML IN,PHAR,A,636,J1451,,,,,"3,949.00",N,N
4801659,FUROSEMIDE INJ per 20 MG,PHAR,A,636,J1940,,,,,14.5,N,N
4801662,HEPARIN 25000UNITS/500ML,PHAR,A,636,J1644,,,,,67.75,N,N
4801663,HEPARIN per 1000 UNITS,PHAR,A,636,J1644,,,,,14.5,N,N
4801666,INFLIXIMAB 100MG/20ML INJ,PHAR,A,636,J1745,,,,,"3,502.00",N,N
4801667,IRINOTECAN INJ per 20 MG,PHAR,A,636,J9206,,,,,89.75,N,N
4801671,MAGNESIUM SULFATE INJ  per 500 MG,PHAR,A,636,J3475,,,,,14.5,N,N
4801672,MEPERIDINE PCA 300MG/30ML,PHAR,A,636,J2175,,,,,33.75,N,N
4801673,MESNA 1GM/10ML INJ,PHAR,A,636,J9209,,,,,100,N,N
4801674,MIDAZOLAM INJ 2MG/2ML,PHAR,A,636,J2250,,,,,14,N,N
4801675,MITOXANTRONE 20MG/10ML IN,PHAR,A,636,J9293,,,,,"1,866.75",N,N
4801676,MORPHINE PCA 30MG/30ML,PHAR,A,636,J2270,,,,,37.75,N,N
4801677,NALOXONE 0.4MG/ML INJ,PHAR,A,636,J2310,,,,,70.75,N,N
4801678,NEOSTIGMINE 10MG/10ML INJ,PHAR,A,636,J2710,,,,,70,N,N
4801682,PEN GK 5 MILLION UNITS IN,PHAR,A,636,J2540,,,,,25.75,N,N
4801684,PROCHLORPERAZINE 10MG/2ML,PHAR,A,636,J0780,,,,,42.5,N,N
4801685,PROTAMINE SULF 250MG/25ML,PHAR,A,636,J2720,,,,,111.75,N,N
4801686,RETELPLASE 2 X 10.8 UNIT,PHAR,A,636,J2993,,,,,"18,310.00",N,N
4801687,TRASTUZUMAB 440MG INJ,PHAR,A,636,J9355,,,,,"19,150.50",N,N
4801688,TRIAMCINOLONE SUSP 40MG I,PHAR,A,636,J3301,,,,,41,N,N
4801689,VINBLASTINE 10MG/10ML INJ,PHAR,A,636,J9360,,,,,142.25,N,N
4801691,ZOLEDRONIC ACID 4MG,PHAR,A,636,J3489,,,,,215,N,N
4801692,HEPATITS B 10MCG,PHAR,A,997,,,,,,0,N,N
4801694,POTASSIUM CHL 40M EQ INJ,PHAR,A,636,J3480,,,,,14.5,N,N
4801696,CLINDAMY 600MG/50ML IVPB,PHAR,A,636,J3490,,,,,150,N,N
4801697,PIPERACILLIN/TAZABACTAM 2.25 gm,PHAR,A,636,J2543,,,,,14.5,N,N
4801698,PROMETHAZINE 25 MG INJ,PHAR,A,636,J2550,,,,,14.5,N,N
4801701,METHYLPREDNISOLONE 1G INJ,PHAR,A,636,J2930,,,,,104.75,N,N
4801704,DEXTROSE 25% PEDI,PHAR,A,636,J7799,,,,,39.5,N,N
4801706,ETOMIDATE INJ per 2 MG,PHAR,A,636,J3490,,,,,36.75,N,N
4801707,ACETYLCYSTEINE 6 GM/30ml,PHAR,A,636,J0132,,,,,285.75,N,N
4801711,LEVOFLOXACIN 750 MG PRMIX,PHAR,A,636,J1956,,,,,67,N,N
4801712,OCTREOTIDE A 50MCG/ML INJ,PHAR,A,636,J2354,,,,,60.5,N,N
4801715,METHOTREXATE INJ PF 50 MG/2ML,PHAR,A,636,J9260,,,,,18,N,N
4801717,OCTREOTIDE ACET 20MG,PHAR,A,636,J2353,,,,,"17,787.75",N,N
4801718,CEFAZOLIN 1 GM P.M,PHAR,A,636,J0690,,,,,50,N,N
4801721,MICROFIB COLAGEN HEMOSTAT PAD,PHAR,A,636,J3490,,,,,911.75,N,N
4801722,MICROFIB COLLA HEMO FLOUR,PHAR,A,250,,,,,,454.25,N,N
4801723,PEMETREXED DISODIUM 500MG,PHAR,A,636,J9305,,,,,"14,478.00",N,N
4801724,DINOPROSTONE 10MG,PHAR,A,636,J3490,,,,,"1,593.50",N,N
4801725,HEPATITIS B IMMUNE GLOBUL 5ML,PHAR,A,636,J1571,,,,,242.5,N,N
4801726,ETHACRYNATE SOD 50MG INJ,PHAR,A,250,,,,,,"10,439.75",N,N
4801727,CEFTRIAXONE 1G PRE-MIX,PHAR,A,636,J0696,,,,,101.5,N,N
4801731,SODIUM BICARB 8.4% PEDI,PHAR,A,636,J3490,,,,,59.5,N,N
4801732,SODIUM BICARB 4.2% NEONAT,PHAR,A,636,J3490,,,,,51,N,N
4801733,HYDROCORTISONE 250MG INJ,PHAR,A,636,J1720,,,,,108.5,N,N
4801739,CEFTRIAXONE 2G INJ,PHAR,A,636,J0696,,,,,14.5,N,N
4801740,VANCOMYCIN INJ per 500 MG,PHAR,A,636,J3370,,,,,22.5,N,N
4801741,FENTANYL INJ {250MCG} per 100 micrograms,PHAR,A,636,J3010,,,,,14.5,N,N
4801742,BEVACIZUMAB INJ 100MG,PHAR,A,636,J9035,,,,,"3,421.00",N,N
4801743,HYALURONIDASE 200U/ML INJ,PHAR,A,636,J3471,,,,,408.75,N,N
4801744,DIGOXIN IMUNE FAB 40MG IN,PHAR,A,636,J1162,,,,,"15,860.75",N,N
4801745,OCTREOTIDE ACETATE 30MG I,PHAR,A,636,J2353,,,,,"26,635.75",N,N
4801746,BORTEZOMIB INJ per 0.1 MG,PHAR,A,636,J9041,,,,,"7,558.25",N,N
4801750,TET TOX-DIPH-ACELL,PHAR,A,636,90715,,,,,154,N,N
4801752,CETUXIMAB INJ per 10 MG,PHAR,A,636,J9055,,,,,"2,643.75",N,N
4801756,OPRELVEKIN 5MG INJ,PHAR,A,636,J2355,,,,,"2,017.25",N,N
4801757,LEUPROLIDE ACE 30MG INJ,PHAR,A,636,J9217,,,,,"34,595.75",N,N
4801760,LEVOFLOXACIN 250MG PRE-MX,PHAR,A,636,J1956,,,,,68.25,N,N
4801762,MICROFIBRILLAR COLLAGEN,PHAR,A,250,,,,,,530,N,N
4801767,LINEZOLID 600MG PREMIX,IV,A,636,J2020,,,,,206.25,N,Y
4801768,DIAZEPAM RECTAL GEL 10MG,PHAR,A,636,J3360,,,,,486.75,N,N
4801769,DIAZEPAM RECTAL GEL 2.5MG,PHAR,A,636,J3360,,,,,400.25,N,N
4801772,METHLPRED SOD 500 MG,PHAR,A,636,J2930,,,,,74,N,N
4801775,TRICHOPHYTON INJ,PHAR,A,250,,,,,,373,N,N
4801777,DECITABINE 50MG INJ,PHAR,A,636,J0894,,,,,"4,287.25",N,N
4801778,DIAZEPAM 10MG/2ML INJ,PHAR,A,636,J3360,,,,,118,N,N
4801780,PROPOFOL INJ per 10 MG,PHAR,A,636,J2704,,,,,59.5,N,N
4801785,LEVETIRACETAM 500MG INJ,PHAR,A,636,J1953,,,,,14.5,N,N
4801790,REGADENOSON 0.4MG/ML INJ,PHAR,A,636,J2785,,,,,985,N,N
4801792,AZACITIDINE 100MG INJ,PHAR,A,636,J9025,,,,,"1,190.50",N,N
4801794,CEFOXITIN/DEX 1G/50ML,PHAR,A,636,J0694,,,,,90.5,N,N
4801797,HYDROXYZINE INJ 100 mg/2 ml,PHAR,A,636,J3410,,,,,55,N,N
4801800,DESMOPRESSIN 4MCG/ML AMP,PHAR,A,636,J2597,,,,,174,N,N
4801803,DENILEUKIN DIFTITOX SOLN,PHAR,A,636,J9160,,,,,"43,934.50",N,N
4801805,KETOROLAC INJ per 15 MG,PHAR,A,636,J1885,,,,,14.5,N,N
4801806,ERTAPENEM 1GM INJ,PHAR,A,636,J1335,,,,,560.75,N,N
4801807,FERUMOXYTOL INJ 510 mg/17 ml,PHAR,A,636,Q0138,,,,,"3,680.00",N,N
4801810,HEPARIN LOCK FLUSH per 10 UNITS,PHAR,A,636,J1642,,,,,14.5,N,N
4801813,LIDOCAINE 1% MPF INJ per 1 ML,PHAR,A,636,J2001,,,,,14.5,N,N
4801815,CLINDAMYCIN 900MG/6ML INJ,PHAR,A,636,J3490,,,,,52,N,N
4801819,METHYLPRED SUCC PF 40MG,PHAR,A,636,J2920,,,,,26.25,N,N
4801824,LIDOCAINE 2%WITH EPI MDV,PHAR,A,250,,,,,,14,N,N
4801826,FAMOTIDINE INJ per 10 MG,PHAR,A,636,J3490,,,,,14.5,N,N
4801828,DENOSUMAB 120MG INJ,PHAR,A,636,J0897,,,,,"9,317.50",N,N
4801829,DAPTOMYCIN INJ 500 MG,PHAR,A,636,J0878,,,,,675.75,N,N
4801831,FERRIC SUBSULFATE PASTE,PHAR,A,636,J3490,,,,,69.5,N,N
4801834,20% IV FAT EMULSION,PHAR,A,636,J3490,,,,,106.25,N,N
4801835,AMINO ACID 5% D20% 1000ML,PHAR,A,636,J3490,,,,,168.75,N,N
4801838,ISOSULFAN BLUE 1%,PHAR,A,636,J3490,,,,,"5,004.25",N,N
4801840,VARICELLA VACCINE,PHAR,A,250,,,,,,546.75,N,N
4801841,MAGSULFATE 10G/20ML,PHAR,A,636,J3475,,,,,20.25,N,N
4801842,LEVOLEUCOVORIN 50MG INJ,PHAR,A,636,J0641,,,,,"1,075.25",N,N
4801844,LABETALOL 20MG/4ML SYRINGE,PHAR,A,636,J3490,,,,,32,N,N
4801846,HYDROXYPROGESTERONE INJ,PHAR,A,250,,,,,,"13,826.75",N,N
4801848,ACETAMINOPHEN INJ per 10 MG,PHAR,A,636,J0131,,,,,341.5,N,N
4801850,HEPARIN FLUSH per 10 UNITS,PHAR,A,636,J1642,,,,,14.5,N,N
4801851,BUMETANIDE 2.5MG/10ML INJ,PHAR,A,636,J3490,,,,,14.5,N,N
4801852,CIPROFLOXACIN 200MG PRE/M,PHAR,A,636,J0744,,,,,50,N,N
4801853,MORPHINE 5MG/ML INJ,PHAR,A,636,J2270,,,,,14.5,N,N
4801854,LEVOTHYROXINE 100MCG INJ,PHAR,A,250,,,,,,383.5,N,N
4801855,BENDAMUSTINE 25MG INJ,PHAR,A,636,J9033,,,,,"2,820.00",N,N
4801856,GENT IN NACL 80MG P-M,PHAR,A,636,J1580,,,,,50,N,N
4801857,CEFAZOLIN 2GM P-M,PHAR,A,636,J0690,,,,,64.5,N,N
4801858,CEFOXITIN 2GM/50ML P-M,PHAR,A,636,J0694,,,,,166,N,N
4801860,TET DIPHTH TOXOID ADSORBE,PHAR,A,636,90714,,,,,126.25,N,N
4801863,CLEVIDIPINE 25MG/50ML INJ,PHAR,A,250,,,,,,298,N,N
4801864,NITROGLYCERIN 100MG/250ML,PHAR,A,250,,,,,,62,N,N
4801865,CLINDAMYCIN 900MG PREMIX,PHAR,A,636,J3490,,,,,183.25,N,N
4801866,AA 4.25% W/ELEC IN DSW,PHAR,A,636,J3490,,,,,150.25,N,N
4801867,CEFTRIAX 2GM PRE-MIX,PHAR,A,636,J0696,,,,,152.25,N,N
4801868,MAG SULFATE 1GM PRE/MIX,PHAR,A,636,J3475,,,,,69,N,N
4801869,ONABOTULINUMTOXIN A INJ per 1 UNIT,PHAR,A,636,J0585,,,,,"2,833.75",N,N
4801870,DOBUTAMINE 250MG PRE-MIX,PHAR,A,636,J1250,,,,,145.25,N,N
4801873,MAG SULFATE 5GMS/10ML INJ,PHAR,A,636,J3475,,,,,14.5,N,N
4801876,DEXAMETHASONE INJ {10MG} per 1 MG,PHAR,A,636,J1100,,,,,14.5,N,N
4801877,PIPERAC/TAZOBAC 4.5 GM VIAL,PHAR,A,636,J2543,,,,,24,N,N
4801878,ESOMEPRAZOLE 40MG INJ,PHAR,A,636,J3490,,,,,98.25,N,N
4801879,KETOROLAC 15MG/ML INJ,PHAR,A,636,J1885,,,,,14.5,N,N
4801880,NEOSTIGMINE INJ 10MG/10ML,PHAR,A,636,J2710,,,,,40.25,N,N
4801882,Naloxone HCl Inj 2 MG/2 ML,PHAR,A,636,J2310,,,,,116.75,N,N
4801883,PERTUZUMAB 420MG/14ML,PHAR,A,636,J9306,,,,,"19,793.25",N,N
4801885,DECADRON INJ 20MG/5ML EXACT DOSE,PHAR,A,636,J1100,,,,,14.5,N,N
4801887,sodium bicarb 4% inj,PHAR,A,636,J3490,,,,,35.75,N,N
4801888,INFLUENZA VACCINE PEDI QUADRIVALENT,PHAR,A,250,,,,,,78.5,N,N
4801889,ATROPINE 0.4MG/ML INJ 20ML,PHAR,A,636,J0461,,,,,139.5,N,N
4801890,DILTIAZEM 5 MG/ML 25ML INJ,PHAR,A,636,J3490,,,,,47.75,N,N
4801891,DANTROLENE 20ML INJ,PHAR,A,250,,,,,,287,N,N
4801892,SODIUM THIOSULFATE INJ 12.5 G/50ML,PHAR,A,636,J3490,,,,,419.75,N,N
4801895,GENTAMICIN 120MG/100 ML (PRE-MIX),PHAR,A,636,J1580,,,,,50,N,N
4801896,RAMUCIRUMAB 100 MG INJ,PHAR,A,636,J9308,,,,,"5,001.75",N,N
4801897,NIVOLUMAB 40MG/4ML INJ,PHAR,A,636,J9299,,,,,"4,729.25",N,N
4801899,CEFEPIME INJ 2 GM,PHAR,A,636,J0692,,,,,26.5,N,N
4801900,CEFEPIME 2GM PRE-MIX,PHAR,A,636,J0692,,,,,151.25,N,N
4801901,methylPREDNISolone 500mg vial,PHAR,A,636,J2930,,,,,77,N,N
4801902,ACYCLOVIR 500MG INJ,PHAR,A,636,J0133,,,,,14.5,N,Y
4801904,CEFEPIME 1GM PRE-MIX,PHAR,A,636,J0692,,,,,100.5,N,N
4801905,DEGARELIX 80 MG INJ,PHAR,A,636,J9155,,,,,"1,371.00",N,N
4801906,CLINDAMYCIN 300MG PRE-MIX,PHAR,A,636,J3490,,,,,50,N,N
4801907,Tranexamic Acid 1000 MG/10ML INJ,PHAR,A,636,J3490,,,,,26.75,N,N
4801908,amino acid - dextrose 5-20,PHAR,A,250,,,,,,148.25,N,N
4801909,DALBAVANCIN INJ 500 MG,PHAR,A,636,J0875,,,,,"6,819.00",N,N
4801910,LIDOCAINE 2 GM/500 ML in D5W {PRE-MIX},PHAR,A,250,,,,,,50,N,N
4801911,CEFUROXIME 750 MG INJ,PHAR,A,636,J0697,,,,,15.75,N,N
4801912,Clinimix/Dextrose (5/20) 2000ml,PHAR,A,636,J3490,,,,,302.5,N,N
4801913,Sodium Phosphate INJ 15 mmol/5 ml,PHAR,A,636,J3490,,,,,43,N,N
4801914,PROMETHZAINE 50 MG/ML INJ,PHAR,A,636,J2550,,,,,14.5,N,N
4801915,PROPOFOL ANESTHESIA MIXTURE,PHAR,A,250,,,,,,27.75,N,N
4801916,HYDROXYZINE INJ 50 MG/ML,PHAR,A,636,J3410,,,,,25.75,N,N
4801917,PREVNAR 13 INJ,PHAR,A,636,90670,,,,,809.75,N,N
4801918,amino acid - dextrose 4.25/10,PHAR,A,636,J3490,,,,,169.5,N,N
4801919,ATEZOLIZUMAB 1200mg/20ml  INJ,PHAR,A,636,J9022,,,,,"41,872.75",N,N
4801920,HEPATITIS B VACCINE 20microgram/ml,PHAR,A,636,J3590,,,,,242.5,N,N
4801921,DEXAMETHASONE INJ 4MG/ML,PHAR,A,250,,,,,,14.5,N,N
4801922,AMIODARONE 450MG/9ML INJ,PHAR,A,636,J0282,,,,,14.5,N,N
4801923,DARBEPOITIN 40 MICROGRAM INJ,PHAR,A,636,J0881,,,,,"1,401.50",N,N
4801925,CLINIMIX E 4.25/5,PHAR,A,250,,,,,,270,N,N
4801927,AMIODARONE 150MG/100ML {PRE-MIX},PHAR,A,636,J0282,,,,,151.25,N,N
4801928,AMIODARONE 360 MG/200 ML PRE-MIX DRIP,PHAR,A,636,J0282,,,,,201.25,N,N
4801929,DilTIAZem HCl INJ 50 MG/10 ML,PHAR,A,636,J3490,,,,,14.5,N,N
4801930,HEPARIN 25000 UNIT 0.45% {P/M},PHAR,A,636,J1644,,,,,50,N,N
4801931,CEFUROXIME 1500 MG INJ,PHAR,A,636,J0697,,,,,15.75,N,N
4801932,HEPARIN 2000 UNIT/1000 ML in 0.9% NS,PHAR,A,250,,,,,,20,N,N
4801933,HEPARIN 1000 UNIT/500 ML in 0.9% NS,PHAR,A,636,J1644,,,,,50,N,N
4801934,NICARDIPINE 25MG/10ML INJ,PHAR,A,636,J3490,,,,,69.75,N,N
4801935,CLINIMIX E 10/4.25 1000ML,PHAR,A,636,J3490,,,,,160.75,N,N
4801936,CLINIMIX 4.25/10 1000ML,PHAR,A,636,J3490,,,,,135.5,N,N
4801937,MOXIFLOXACIN PF INJ 5 MG/ML,PHAR,A,636,J2280,,,,,70.75,N,N
4801938,AZTREONAM 2 GM INJ,PHAR,A,636,J3490,,,,,235.75,N,N
4801939,CAFFEINE CITRATE 60MG/3ML INJ,PHAR,A,636,J0706,,,,,26.75,N,N
4801940,PEMBROLIZUMAB 100MG/4ML INJ,PHAR,A,636,J9271,,,,,"22,252.00",N,N
4801941,FLUBLOK,PHAR,A,636,,,,,,215,N,N
4801942,SUGAMMADEX INJ per 100 MG,PHAR,A,636,J3490,,,,,414.25,N,N
4801943,MICAFUNGIN SOD 50MG INJ,PHAR,A,636,J2248,,,,,144.75,N,N
4801944,INFLUENZA VIRUS HIGH-DOSE VACCINE,PHAR,A,636,J3490,,,,,210.5,N,N
4801945,MENINGOCOCCAL VACCINE 0.5ML INJ,PHAR,A,636,J3490,,,,,640,N,N
4801946,HAEMOPHILUS B VACCINE 0.5ML,PHAR,A,636,J3490,,,,,46,N,N
4801947,"MENINGOCOCCAL A,C,Y W-135 VACCINE 0.5ML",PHAR,A,636,J3490,,,,,498.75,N,N
4801948,PENTAMIDINE ISETHIONATE INH SOLN,PHAR,A,636,J2545,,,,,469.25,N,N
4801949,"lorz,diph,hald,metoclop cream",PHSA,A,250,,,,,,89,N,N
4801951,ONABOTULINUMTOXIN A INJ per UNIT,PHSA,A,636,J0585,,,,,"5,667.50",N,N
4801952,HYDROXOCOBALAMIN INJ 5 GRAM KIT,PHSA,A,250,,,,,,"2,328.25",N,N
48019647,MENVEO VACCINE 0.5ML INJ,PHSA,A,636,,,,,,498.75,N,N
4802000,MITOMYCIN 20 MG INJ,PHAR,A,636,J9280,,,,,"2,652.75",N,N
4802007,PARAPLATIN 50 MG,PHAR,A,636,J9045,,,,,68,N,N
4802010,BLEOMYCIN 15 MG,PHAR,A,636,J9040,,,,,175.5,N,N
4802015,TOPOTECAN 4MG,PHAR,A,636,J9351,,,,,991,N,N
4802021,FERRIC GLUCONATE INJ 62.5,PHAR,A,636,J2916,,,,,39.25,N,N
