Hospital Name: Earl & Lorraine Miller Children's Hospital,,
OSHPD Facility ID#: 106196168,,
,,
OSHPD Year: 06/01/17- 05/31/18,,
,,
Charge Code,Description,Price
HC62220801,SUCTION DEVICE ENDOSCOPIC BIOVAC,$275.00
HC62220819,CUFF AORTIC ROOT EXPOSURE DEVICE,$188.00
HC62220827,BAG/POUCH RETRIEVAL SPECMN ENDO   C,$175.00
HC62220835,BAG/POUCH RETRIEVAL SPECMN ENDO   M,$675.00
HC62220843,BINDER ABDOMINAL BASIC            A,$25.00
HC62220850,BINDER ABDOMINAL BASIC            B,$50.00
HC62220868,BLADE INCISIONAL                  C,$150.00
HC62220876,BLADE INCISIONAL                  V,"$1,500.00"
HC62220884,BLANKET HYPER/HYPOTHERMIA         A,$25.00
HC62220892,BLANKET HYPER/HYPOTHERMIA         B,$50.00
HC62220900,BLANKET HYPER/HYPOTHERMIA         R,$800.00
HC62220918,BRUSH CYTOLOGY                    A,$25.00
HC62220926,CABLE PACING DISP                 B,$50.00
HC62220934,CATH CENTRAL VENOUS               A,$25.00
HC62220942,CATH CENTRAL VENOUS               C,$75.00
HC62220959,CATH CENTRAL VENOUS               D,$100.00
HC62220967,CATH CENTRAL VENOUS               E,$150.00
HC62220975,CATH FOLEY                        A,$25.00
HC62220983,CATH IV ANGIOGRAPHIC,$40.00
HC62220991,CATH UMBILICAL                    A,$25.00
HC62221007,CATH UMBILICAL                    C,$75.00
HC62221015,CATH URETHRAL TRAY                B,$50.00
HC62221023,ET POUCH                          A,$25.00
HC62221031,ET POUCH                          C,$75.00
HC62221049,EVACUATOR BLADDER W/ADAPTER,$50.00
HC62221056,KIT CANISTER BIOPSY CARTILAGE,"$1,238.00"
HC62221064,KIT CELL SAVER                    E,$150.00
HC62221072,KIT CELL SAVER                    G,$250.00
HC62221080,KIT CELL SAVER                    O,$800.00
HC62221098,KIT CRICOTHYROTOMY EMERGENCY      J,$400.00
HC62221106,KIT CRICOTHYROTOMY EMERGENCY      R,"$1,250.00"
HC62221114,KIT PRESSURE MONITOR INTRACOMPRTMNT,$171.00
HC62221122,KIT PRESSURE MONITOR/TRANSDUCER   A,$25.00
HC62221130,KIT PRESSURE MONITOR/TRANSDUCER   B,$50.00
HC62221148,KIT PRESSURE MONITOR/TRANSDUCER   F,$200.00
HC62221155,KIT SUPRA PUBIC CATH              B,$50.00
HC62221163,KIT SUPRA PUBIC CATH              D,$100.00
HC62221171,KIT SUPRA PUBIC CATH              G,$250.00
HC62221189,KIT TEMP MNGMNT-HEAD WRP-VEST-BLNKT,$814.00
HC62221197,KIT W/ TRACH PERCUTANEOUS         C,$700.00
HC62221205,KIT W/ TRACH PERCUTANEOUS         D,$800.00
HC62221213,KIT W/ TRACH PERCUTANEOUS         E,$900.00
HC62221221,KIT/TRAY BIOPSY                   B,$50.00
HC62221239,NEEDLE ENDOSCOPIC                 A,$25.00
HC62221247,NEEDLE ENDOSCOPIC                 B,$50.00
HC62221254,NEEDLE ENDOSCOPIC                 D,$100.00
HC62221262,NEEDLE SPINAL                     A,$25.00
HC62221270,POSITIONER FLUIDIZED FULL BODY PEDS,$153.00
HC62221288,RESERVOIR CELL SAVER              E,$150.00
HC62221296,RESERVOIR CELL SAVER              F,$200.00
HC62221304,RESERVOIR CELL SAVER              G,$250.00
HC62221312,RESERVOIR CELL SAVER              H,$300.00
HC62221320,RESERVOIR CELL SAVER              K,$450.00
HC62221338,SET AUTOTRANSFUSE                 K,$180.00
HC62221346,SLEEVE COMPRESSION                C,$75.00
HC62221353,SLEEVE COMPRESSION                D,$100.00
HC62221361,SPLINT FOOT DROP PREFAB,$218.00
HC62221379,STAPLER SKIN                      F,$200.00
HC62221387,SUCTION COLLECTION DEVICE         B,$50.00
HC62221395,TRAY INTUBATION RETROGRADE,$350.00
HC62221403,TRAY THORAC/PARACENTESIS          B,$60.00
HC62221411,TRAY THORAC/PARACENTESIS          F,$100.00
HC62221429,TROCAR ENDO                       B,$50.00
HC62221437,TROCAR ENDO                       C,$75.00
HC62221445,TROCAR ENDO                       D,$100.00
HC62221452,TROCAR ENDO                       E,$150.00
HC62221460,TROCAR ENDO                       H,$300.00
HC62221478,TROCAR ENDO                       I,$350.00
HC62221486,TROCAR ENDO                       L,$500.00
HC62221494,TUBE INSUFFLATOR                  B,$50.00
HC62221502,TUBE INSUFFLATOR                  D,$100.00
HC62221510,TUBE INSUFFLATOR                  G,$250.00
HC62221528,TUBE TRACH CUFFED                 C,$75.00
HC62221536,TUBE TRACH CUFFED                 D,$100.00
HC62221544,TUBE TRACH CUFFED                 F,$200.00
HC62221551,TUBE TRACH NO CUFF                B,$50.00
HC62221569,TUBE TRACH NO-CUFF                E,$150.00
HC62221577,MANIPULATOR UTERINE               C,$75.00
HC62221585,VALVE HEMOSTATIC W/GUIDEWIRE,$165.00
HC62221593,CANNULA CEMENT BONE               E,$150.00
HC62221601,CANNULA CEMENT BONE               Q,"$1,000.00"
HC62221619,CANNULA REDUCER ENDOWRIST,$65.00
HC62221627,CANNULA TRACH INNER               C,$125.00
HC62221635,CATH GUIDING EXTENSION(GUIDEZILLA)Q,"$1,000.00"
HC62221643,DEVICE LOCALIZATION WIRE BREAST,$78.00
HC62221650,DILATOR SPINE,$384.00
HC62221668,DRESSING SURGICEL                 C,$75.00
HC62221676,GUIDE DRILL TRANSTIBIAL FEMORAL   U,"$2,000.00"
HC62221684,KIT ARTHROSCOPY DISPSBLS          T,"$1,175.00"
HC62221692,KIT SPINAL ACCESS DISPOSBL        M,"$4,600.00"
HC62221700,NEEDLE WIRE LOCALIZATION          A,$25.00
HC62221718,NEEDLE WIRE LOCALIZATION          B,$50.00
HC62221726,SET TUBING STABILIZER ENDOWRIST,$700.00
HC62221734,SNARE                             B,$50.00
HC62221742,BOTTLE REPLACEMENT DRAINAGE,$57.00
HC62221759,CLIP ENDOSCOPIC                   A,$25.00
HC62221767,CLIP ENDOSCOPIC                   E,$150.00
HC62221775,CLIP ENDOSCOPIC                   I,$350.00
HC62221783,HEMOSTATIC GEL/GELFOAM/PAD        B,$50.00
HC62221791,TAP SURGICAL                      F,$200.00
HC62221809,TAP SURGICAL                      J,$400.00
HC62221817,TAP SURGICAL                      K,$450.00
HC62221825,TAP SURGICAL                      L,$500.00
HC62221833,TAP SURGICAL                      M,$600.00
HC62221841,TAP SURGICAL                      N,$700.00
HC62221858,TAP SURGICAL                      O,$800.00
HC62221866,TAP SURGICAL                      P,$900.00
HC62221874,TAP SURGICAL                      Q,"$1,000.00"
HC62221882,TAP SURGICAL                      R,"$1,250.00"
HC62221890,TAP SURGICAL                      S,"$1,500.00"
HC62221908,CATH INTRODUCER PEEL-AWAY         T,$800.00
HC62221916,PROBE SPINAL DISPOSABLE           B,$350.00
HC62221924,PLEDGET CARDIOVASCULAR (6/PK),$28.00
HC62221932,KIT TRACKING JOINT ORTHO ROBOTIC,$565.00
HC62221940,PINS BONE REFERENCE ROBOTIC(2 PK),$335.00
HC62221957,TUBING IRRIGATION  HF ROBOTIC        C,$115.00
HC62221965,PIN CHECKPOINT TIBL/FEMORAL ROBOTIC,$180.00
HC62221973,PIN CHECKPOINT KNEE ROBOTIC,$245.00
HC62221981,PIN CHECKPOINT HEX ROBOTIC,$228.00
HC62221999,BLADE TREPHINE                    B,$100.00
HC62222013,GRASPER ALLIGATOR ENDO            L,$500.00
HC62222021,TUBE INSUFFLATOR                  F,$200.00
HC62222039,CATHETER VENOGRAM BALLOON,$250.00
HC62222047,VESSEL DILATOR                    B,$40.00
HC62222054,CATH DIAGNOSTIC                   H,$300.00
HC62222062,CATH CENTRAL VENOUS               H,$300.00
HC62222070,CATH CENTRAL VENOUS               M,$600.00
HC62222088,DEVICE RETRIEVAL                  D,"$1,750.00"
HC62222096,OXYGENATOR PEDIATRIC              I,"$3,000.00"
HC62222104,GUIDE PIN ORTHO                   K,$450.00
HC62222112,GUIDE PIN ORTHO                   I,$350.00
HC62222120,BLADE TREPHINE                    B,$100.00
HC62222138,BLADE TREPHINE                    C,$150.00
HC62222146,CASSETTE PURGE LVAD/RVAD,$500.00
HC62222153,GUIDEWIRE                         K,$525.00
HC62222161,TRAY EXCHANGE TRANSFUSION,$110.00
HC62222179,CANNULA PERFUSION W/FILTER        Q,"$1,043.00"
HC62222187,NEEDLE BX HIP TAPERED COBALT/FNA(SHARKCORE),"$1,250.00"
HC62222195,BARRIER/BAG DEFECT WALL VENTRAL/ABD,$762.00
HC62222203,SYRINGE BONE MARROW ASPIRATION 30CC,"$1,128.00"
HC62222211,CATH GUIDING                      D,$100.00
HC62222229,CATH GUIDING                      F,$200.00
HC62222237,SLEEVE COMPRESSION                B,$50.00
HC62222245,INTRODUCER/SHEATH(PINNACL 10CM/RO)    C,$75.00
HC62222252,CATH EP DX <20 ELECTRODES         G,$700.00
HC62222260,CATH EP DX <20 ELECTRODES         H,$800.00
HC62222278,CATH EP/ABLAT NOT COOL-TIP/3D/V MAP F,$200.00
HC62222286,CANNULA ARTHROSCOPIC              F,$200.00
HC62222294,SUPPORT/BRACE KNEE                F,$114.00
HC62222302,MANOMETER INSPIRATORY,$29.00
HC62222310,DEVICE BIOPSY BREAST              Q,"$1,000.00"
HC62222328,PROBE ABLATION                    R,"$1,250.00"
HC62222336,TUBE INSUFFLATOR                  A,$25.00
HC62222344,OVERTUBE ENDOSCOPIC               A,$500.00
HC62222351,KIT PROCEDURE HYSTEROSCOPIC,$900.00
HC62222369,BAG/POUCH RETRIEVAL SPECMN ENDO   F,$325.00
HC62222377,ASPIRATOR ULTRASONIC SURG         B,"$1,250.00"
HC62222385,GUIDE DRILL                       P,$900.00
HC62222393,GUIDE DRILL                       Q,"$1,000.00"
HC62222401,GUIDE ROD                         B,$50.00
HC62222419,GUIDE ROD                         G,$250.00
HC62222427,INSERTER FUNNEL IMPLANT BREAST,$260.00
HC62222435,SNARE                             A,$25.00
HC62222443,TUBE INSERTN LEAD ELECTRODE SINGLE,"$2,300.00"
HC62222450,WAND ARTHRO                       D,$100.00
HC62222468,WAND ARTHRO                       K,$450.00
HC62222476,WAND ARTHRO                       L,$500.00
HC62222484,WAND ARTHRO                       N,$700.00
HC62222492,WAND ARTHRO                       O,$800.00
HC62222500,WAND ARTHRO                       P,$900.00
HC62222518,WAND ARTHRO                       Q,"$1,000.00"
HC62222526,CABLE PACING DISP                 A,$25.00
HC62222534,CATH NEPHROSTOMY                  A,$25.00
HC62222542,CATH NEPHROSTOMY                  F,$200.00
HC62222559,CATH NEPHROSTOMY                  G,$250.00
HC62222567,CATH BALLOON RENAL                N,$700.00
HC62222575,CATH BALLOON RENAL                O,$800.00
HC62222583,TUBING ASPIRATOR ULTRASONIC       O,$808.00
HC62222591,ELECTRODE ROLLER BALL             B,$50.00
HC62222609,ELECTRODE ROLLER BALL             H,$300.00
HC62222617,ELECTRODE ROLLER BALL             I,$350.00
HC62222625,ELECTRODE ROLLER BALL             L,$500.00
HC62222633,INTRO/SHEATH EP FIXED NON-PEEL    S,"$2,000.00"
HC62222641,PROBE FLOW VASCULAR               B,$60.00
HC62222658,SCALPEL HARMONIC ELECTRODE HOOK,$362.00
HC62222666,TUBING ASPIRATOR ULTRASONIC       S,"$1,500.00"
HC62222674,ADAPTER AIRWAY/RESP CPAP          B,$60.00
HC62222682,BLADE OPHTHALM                    F,$60.00
HC62222690,BLADE SHAVER                      B,$100.00
HC62222708,CANNULA CORONARY SOFT-TIP,$50.00
HC62222716,CANNULA PERFUSION ARTRL/VENOUS    B,$50.00
HC62222724,CANNULA PERFUSION                 D,$100.00
HC62222732,CAUTERY PENCIL                    A,$25.00
HC62222740,CAUTERY PENCIL                    B,$50.00
HC62222757,CAUTERY PENCIL                    C,$75.00
HC62222765,CAUTERY PENCIL                    E,$150.00
HC62222773,CHEST TUBE                        A,$25.00
HC62222781,DEVICE CLOSURE VASCULAR           J,$400.00
HC62222799,DEVICE CLOSURE VASCULAR           L,$500.00
HC62222807,DEVICE INFLAT ENCORE              B,$90.00
HC62222815,SCISSORS ENDOSCOPIC               D,$100.00
HC62222823,FORCEPS BIPOLAR                   B,$50.00
HC62222831,FORCEPS BIPOLAR DISPOSABLE        D,$100.00
HC62222849,INFLATOR FOR BALLOON              F,$120.00
HC62222856,PAD GROUNDING                     A,$25.00
HC62222864,PAIN PUMP W/ SYSTEM               K,$450.00
HC62222872,PAIN PUMP W/ SYSTEM               M,$600.00
HC62222880,PAIN PUMP W/ SYSTEM               S,"$1,500.00"
HC62222898,PROBE LASER                       G,$250.00
HC62222906,PROBE LASER                       J,$400.00
HC62222914,PROBE LASER                       L,$500.00
HC62222922,PROBE LASER                       M,$600.00
HC62222930,TUBING IRRIGATION                 B,$80.00
HC62222948,MANIPULATOR UTERINE               E,$150.00
HC62222955,CANNULA ARTERIAL                  J,$500.00
HC62222963,CANNULA ARTERIAL                  K,$600.00
HC62222971,DILATOR/BOUGIE ESOPHAGEAL,$258.00
HC62222989,DISSECTOR BALLOON ENDOSCOPIC      D,"$1,000.00"
HC62222997,ELECTRODE BIPOLAR HYSTERO TWIZZEL,"$1,033.00"
HC62223003,DEVICE ELECTROSURGICAL CUT-CAUTERY N,$743.00
HC62223011,ELECTRODE RESECTOSCOPE            K,$700.00
HC62223029,HANDPIECE ILLUMINATOR/SUCTION,$675.00
HC62223037,APPLIER LIGA/HEMOCLIP ENDO        I,$350.00
HC62223045,APPLIER LIGA/HEMOCLIP ENDO        J,$400.00
HC62223052,APPLIER LIGA/HEMOCLIP ENDO        N,$600.00
HC62223060,APPLIER LIGA/HEMOCLIP ENDO        P,$700.00
HC62223078,SLEEVE HOLDING ORTHO,$300.00
HC62223086,TUBING ASPIRATOR (SONASTAR)       S,"$1,500.00"
HC62223094,TUBING PERFUSION PACK PUMP,$172.00
HC62223102,CANNULA VENOUS                    C,$75.00
HC62223110,CATH EMBOLECTOMY FOGARTY          D,$100.00
HC62223128,DEVICE COUPLER ANASTAMOSIS,$677.00
HC62223136,FIBER LASER                       L,"$1,750.00"
HC62223144,FIBER LASER                       M,"$2,000.00"
HC62223151,NEEDLE ENDOSCOPIC                 C,$75.00
HC62223169,CONNECTOR ASSIST PUMP VENTRICULAR,$688.00
HC62223177,DEVICE ILLUMINATION MAST,"$1,278.00"
HC62223185,DEVICE PEP OSCILLATING,$112.00
HC62223193,MANIFOLD 3 VALVE CARDIAC,$70.00
HC62223201,TUBE NASOJEJUNAL,$111.00
HC62223219,CATH INTRODUCER PEEL-AWAY         N,$350.00
HC62223227,INTRODUCER/SHEATH                 S,$850.00
HC62223235,KIT HEMORRHOID SLIDE ONE,"$1,307.00"
HC62223243,PROBE DOPPLER NEURO,"$2,000.00"
HC62223250,WIRE PACING TEMP                  F,$110.00
HC62223268,CATH PTA ANGIOPLS BALLOON NON-LSR G,$450.00
HC62223276,SYSTEM LEAD EXTRACTION,$576.00
HC62223284,TUBE BRACHY TX SEED ADMIN         A,$50.00
HC62223292,TEMPLATE BRACHYTHERAPY            I,$350.00
HC62223300,TEMPLATE BRACHYTHERAPY            L,$600.00
HC62223318,KIT ACCESSORY                     J,$600.00
HC62223326,KIT ACCESSORY                     K,$700.00
HC62223334,CATH PTA ANGIOPLS BALLOON NON-LSR K,$800.00
HC62223342,CATH PTA ANGIOPLS BALLOON NON-LSR B,$200.00
HC62223359,DEVICE SUTURE ENDO                R,"$3,048.00"
HC62223367,CATH MICRO NEURO(FUBUKI)          H,$700.00
HC62223375,CATH MICROCATHETER NEUROVASC      I,$800.00
HC62223383,CATH MICRO NEURO(ENVOY/REBAR)     L,"$1,250.00"
HC62223391,SPLINT ELBOW/KNEE                 B,$50.00
HC62223409,CATH PTA ANGIOPLS BALLOON NON-LSR I,$600.00
HC62223417,CATH PTA ANGIOPLS BALLOON NON-LSR N,"$1,250.00"
HC62223425,CATH EP DX <20 ELECTRODES         D,$100.00
HC62223433,CATH EP DX <20 ELECTRODES RPRSD   I,$350.00
HC62223441,CATH EP DX <20 ELECTRODES RPRSD   D,$100.00
HC62223458,INTRODUCER/SHEATH                 W,"$1,750.00"
HC62223466,ORTHOTIC LMBR1-5SAG PNL ANT/POST CSTM,$985.00
HC62223474,COVER ORTHOTIC  'CTLS' UPRIGHT,$107.00
HC62223482,ORTHOTIC KNEE W/JNTS PRFB CUSTM   A,$100.00
HC62223490,ORTHOTIC ANKLE FOOT TIBIAL FX RT,"$1,284.00"
HC62223508,ORTHOTIC HAND SPREADING PREFAB,$61.00
HC62223516,ORTHOSIS HUMERAL FRACTURE,$900.00
HC62223524,SOCK FRACTURE ORTHOTIC,$83.00
HC62223532,CANNULA ENDOSCOPIC SPINAL,$988.00
HC62223540,DILATOR SET URETHRAL,$502.00
HC62223557,DRILL/DRILL BITS SINGLE USE      AG,"$1,550.00"
HC62223565,DRILL/DRILL BITS SINGLE USE      AK,"$2,000.00"
HC62223573,ELECTRODE HOOK LAPAROSCOPIC,$114.00
HC62223581,SEALER VESSEL LAPAROSCOPIC,"$1,625.00"
HC62223599,SNARE                             N,$700.00
HC62223607,SNARE                             O,$800.00
HC62223615,SNARE                             Q,"$1,000.00"
HC62223623,SNARE                             S,"$1,500.00"
HC62223631,STAPLE CARTRG/ENDO RELOAD         I,$350.00
HC62223649,STAPLE CARTRG/ENDO RELOAD         J,$400.00
HC62223656,STAPLE CARTRG/ENDO RELOAD         O,$800.00
HC62223664,SYSTEM DETACHMENT COIL,$500.00
HC62223672,SYSTEM DETACHMENT COIL/PLUG (MVP),"$2,500.00"
HC62223680,FUNNEL GRAFT BONE BIOCARTLG,$70.00
HC62223698,NEEDLE BONE MARROW                Q,"$1,000.00"
HC62223706,SENSOR CARDIAC OUTPUT,$380.00
HC62223714,SYSTEM MIX/DELIVR GRAFT BIOCARTLG,$473.00
HC62223722,CATH NEPHROSTOMY                  H,$300.00
HC62223730,KIT CONCENTRATOR PLATELETS        F,$200.00
HC62223748,SYSTEM DELIVERY LEAD              C,$600.00
HC62223755,SYSTEM DELIVERY LEAD              I,"$1,500.00"
HC62223763,CLIP MAGAZINE RANEY SCALP,$35.00
HC62223771,DISSECTOR BALLOON ENDOSCOPIC      F,"$1,500.00"
HC62223789,INK INDIA SINGLE-DOSE             C,$75.00
HC62223797,PACKING NASAL                     A,$25.00
HC62223805,PACKING NASAL                     B,$50.00
HC62223813,PACKING NASAL                     E,$150.00
HC62223821,SET DRILL BIT W/PIN(S)            F,$200.00
HC62223839,SET DRILL BIT W/PIN(S)            I,$350.00
HC62223847,SET DRILL BIT W/PIN(S)            M,$600.00
HC62223854,SYSTEM DELIVERY LEAD              K,"$2,000.00"
HC62223862,TEMPLATE ORTHO/ROD SPINAL         A,$100.00
HC62223870,CATH EP DX 20+ ELECTRODES RPRSD   O,$800.00
HC62223888,PORT ENDOSCOPIC,$115.00
HC62223896,CANNULA VENOUS                    D,$100.00
HC62223904,CATH DIAGNOSTIC                   F,$200.00
HC62223912,INTRODUCER/SHEATH(NEURON MAX)     U,"$1,250.00"
HC62223920,NEEDLE SPINAL                     B,$50.00
HC62223938,PATCH 3D REFERENCE EP,"$1,000.00"
HC62223946,SYSTEM COLLECTION/TRANSFER FAT,"$2,115.00"
HC62223953,TAP SURGICAL                      T,"$1,750.00"
HC62223961,TAP SURGICAL                      U,"$2,000.00"
HC62223979,CANNISTER SUCTION NEURO/SPINAL,$900.00
HC62223987,MANIPULATOR UTERINE               D,$100.00
HC62223995,TOOL ACCESSORY PCMKR,"$1,250.00"
HC62224001,TUBING SUCTN/IRRIG NEURO/SPINAL,$300.00
HC62224019,SCISSORS ENDOSCOPIC               H,$300.00
HC62224027,SNARE                             D,$100.00
HC62224035,CATH EXCHANGER AIRWAY,$150.00
HC62224043,SET DILATORS,$200.00
HC62224050,VALVE ENDOSCOPIC                  G,$250.00
HC62224068,HOLDER PIN,$185.00
HC62224076,ATTACHMENT DISTAL COLONOSCOPE,$64.00
HC62224084,CANNULA AORTIC ARCH               B,$50.00
HC62224092,CANNULA ERCP                      E,$125.00
HC62224100,CUTTER LINEAR ENDO                G,$250.00
HC62224118,CUTTER LINEAR ENDO                M,$600.00
HC62224126,CUTTER LINEAR ENDO                P,$900.00
HC62224134,ELECTRODE SEALING (E.G. LIGASURE),$350.00
HC62224142,GUIDE PIN ORTHO                   B,$50.00
HC62224159,HANDPIECE IRRIGATOR SUCTION,$100.00
HC62224167,SET SHEATH DILATOR,"$2,500.00"
HC62224175,SHEARS COAGULATING HARMONIC       K,$450.00
HC62224183,SNARE                             F,$200.00
HC62224191,CAUTERY TIP                       F,$200.00
HC62224209,ELECTRODE LOOP                    E,$150.00
HC62224217,GUIDE DRILLL                      M,$600.00
HC62224225,GUIDE ROD                         K,$450.00
HC62224233,PROBE ELECTROHEMOSTASIS,$330.00
HC62224241,SYSTEM DELIVERY SEPTAL DEFECT     U,"$2,000.00"
HC62224258,PICK INTRAOCULAR DISPOSABLE,$100.00
HC62224266,PROBE HEMOSTASIS (BICAP)          E,$500.00
HC62224274,NEEDLE ENDOSCOPIC                 G,$250.00
HC62224282,DEVICE FIXATION SOFT TISSUE,"$1,275.00"
HC62224290,KIT ARTHROSCOPY DISPSBLS          K,$450.00
HC62224308,KIT ARTHROSCOPY DISPSBLS          O,$800.00
HC62224316,RASP SPINAL DISPSBL,$800.00
HC62224324,APPLIER CLIP ENDO                 Q,"$1,000.00"
HC62224332,TUNNELER SURGICAL                 Q,"$1,000.00"
HC62224340,APPLIER LIGA/HEMOCLIP ENDO        F,$200.00
HC62224357,CANNULA INTRAOCULAR               E,$130.00
HC62224365,CANNULA SUCTION & COAGULATION,$600.00
HC62224373,CIRCUIT VENT SHORT WIRE HEATED,$300.00
HC62224381,COLLAR CERVICAL MIAMI J           F,$200.00
HC62224399,CUTTER DISC SPINAL,$450.00
HC62224407,CUTTER RPRSD,$55.00
HC62224415,DERMABOND                         H,$300.00
HC62224423,EXTRACTOR TISSUE SPINAL,$336.00
HC62224431,HOOK DISSECTING ENDO,$350.00
HC62224449,INJECTOR GUN CEMENT,"$1,278.75"
HC62224456,INTRO/SHEATH EP FIXED NON-PEEL    P,"$1,250.00"
HC62224464,KIT REPAIR LEAD PCMKR,$250.00
HC62224472,NEEDLE BIOPSY NASHOLD             Q,$950.00
HC62224480,NEEDLE BIOPSY BONE                O,$800.00
HC62224498,PASSER SUTURE                     J,$400.00
HC62224506,PROBE LITHOTRIPTOR KIDNEY         T,"$1,750.00"
HC62224514,SPLINT ELBOW/KNEE                 F,$200.00
HC62224522,SYSTEM MIXING BONE CEMENT VACUUM,$600.00
HC62224530,TIP MIX LUERLOCK CORTOSS (CEMENT),$700.00
HC62224548,KIT HEYMAN CATH URETHRA OBSTRUCT,$560.00
HC62224555,WAND ARTHRO                       F,$200.00
HC62224563,CABLE ELECTRODE MICRO TARGET/SCREEN,$225.00
HC62224571,DEVICE SUTURE ENDOSCOPIC          O,"$2,100.00"
HC62224589,DILATOR SET VASCULAR,$500.00
HC62224597,SHEATH STAPLER ROBOTIC,$50.00
HC62224605,CATH EP DX <20 ELECTRODES RPRSD   M,$600.00
HC62224613,SEALER VESSEL ROBOTIC,"$1,488.00"
HC62224621,SUCTION IRRIGATOR ROBOTIC,$550.00
HC62224639,REAMER                           AJ,"$1,800.00"
HC62224647,CATH DUODENOSCP DIGTL ACCESS/DELVRY,"$6,125.00"
HC62224654,ADAPTER CATH URETERAL/URINARY     A,$30.00
HC62224662,CATH SENSING PRESSUR INTRNL ABDOMEN,$82.00
HC62224670,CATH SENSING PRESSUR INTRNL VESICAL,$123.00
HC62224688,TUBING URO INFUSE PUMP,$30.00
HC62224696,CATH EP DIAG/ABLAT 3D/VECT RPRSD,$100.00
HC62224704,ELECTRODE ENDOSCOPIC BALL TIP,$418.00
HC62224712,ELECTRODE NEEDLE UROLOGICAL HF,"$1,250.00"
HC62224720,ORTHOTIC WHO W/O JOINTS SPICA,$85.00
HC62224738,SYSTEM ILLUMINATION ENDOSCOPIC,$760.00
HC62224746,WRAP COMPRESSION BACK/SPINE,$120.00
HC62224753,CATH EP DX <20 ELECTRODES   RPRSD H,$300.00
HC62224761,CATH THROMBECTOMY                AC,"$4,500.00"
HC62224779,CATH THROMBECTOMY/EMBOLECTOMY     V,"$3,000.00"
HC62224787,GUIDE PIN ORTHO                   D,$100.00
HC62224795,HANDPIECE VESSEL SEALER DEVICE    F,"$1,500.00"
HC62224803,KIT REPAIR CATH DIALYSIS PERITONEAL,$160.00
HC62224811,CATH BLOCKER BRONCH/TRACH,$444.00
HC62224829,CATH GUIDNG(PX400/SILICONE/STRYKER BLLN)R,"$2,750.00"
HC62224837,CATH GUIDE REPERFUS(DAC/FLOWGATE) S,"$3,000.00"
HC62224845,KIT PLACEMENT SHUNT ELECTROMAGNETIC,"$1,650.00"
HC62224852,NEEDLE PROBE VASCULAR SMART,$300.00
HC62224860,SPLINT FINGER OUTRIGGER           A,$30.00
HC62224878,SPLINT FINGER OUTRIGGER           B,$55.00
HC62224886,WRAP COLD BAG GEL CERVICAL,$60.00
HC62224894,DILATOR VESSEL                    A,$25.00
HC62224902,CATH PTA ANGIOPLS BALLOON NON-LSR H,$500.00
HC62224910,CATH ANGIOGRAPHY                  J,$400.00
HC62224928,CATH BALLOON DIL NON VASCULAR     S,"$1,500.00"
HC62224936,DEVICE CLOSURE VASCULAR           A,$25.00
