Procedure Description,CPT(R)/HCPCS Code, Unit Price 
"HC GENTAMICIN, TROUGH",80170, 93.00 
HC GABAPENTIN LEVEL,80171, 38.00 
HC HALOPERIDOL,80173, 90.00 
HC LAMOTRIGINE,80175, 38.00 
HC LEVETIRACETAM LEVEL,80177, 38.00 
HC LITHIUM,80178, 25.00 
HC MYCOPHENOLIC ACID AND METABOLITES,80180, 52.00 
HC OXCARB OR ESLICARB METABOLITE (MHD),80183, 38.00 
HC PHENOBARBITAL,80184, 99.00 
HC PHENOBARBITAL,80184, 99.00 
HC PHENYTOIN,80185, 77.00 
HC PHENYTOIN,80185, 77.00 
HC PHENYTOIN FREE,80186, 58.00 
HC PRIMIDONE,80188, 59.00 
HC TACROLIMUS,80197, 134.00 
HC THEOPHYLLINE,80198, 99.00 
HC TOPIRAMATE,80201, 97.00 
HC VANCOMYCIN PEAK,80202, 131.00 
HC VANCOMYCIN RANDOM,80202, 131.00 
HC VANCOMYCIN RTHROUGH,80202, 131.00 
HC ZONISAMIDE QUANTITATIVE,80203, 84.00 
HC BUPROPION,80299, 48.00 
HC CARBAMAZEPINE 10-11 EPOXIDE,80299, 149.00 
HC CARBAMAZEPINE TOTAL,80299, 149.00 
HC SULFONYLUREA HYPOGLYCEMICS,80299, 197.00 
"HC DEXAMETHASONE, SERUM/PLASMA LC-MS/MS",80299, 147.00 
HC THIOPURINE DRUG METABOLITES,80299, 147.00 
HC ANTI-INFLIXIMAB ANTIBODY,80299, 39.00 
HC ANTI-ADALIMUMAB ANTIBODY,80299, 39.00 
HC METHOTREXATE,80299, 236.00 
HC COCAINE,80307, 243.00 
"HC OXYCODONE/OXYMORPHONE SCRN ONLY, URINE",80307, 243.00 
HC ACETAMINOPHEN,80307, 159.00 
HC ETHANOL,80307, 159.00 
HC CANNABINOID (QUAL) URINE,80307, 243.00 
HC AMPHETAMINE/METHAMPHETAMINE,80307, 159.00 
HC COCAINE METABOLITE (QUAL) UR,80307, 243.00 
HC OPIATES (QUAL) UR,80307, 243.00 
HC SALICYLATE,80307, 159.00 
"HC BARBITURATES,QL UR",80307, 243.00 
HC BENZODIAZEPINE (QUAL/URINE),80307, 243.00 
"HC DRUG PANEL, MEC, SCREEN W/RFLX TO CONF",80307, 19.00 
"HC ETHYL GLUC SCRN W/RFLX TO CONF, URINE",80307, 33.00 
HC ACETAMINOPHEN CLASS,80307, 75.00 
HC AMPHETAMINE/METHAMPHETAMINE CLASS,80307, 75.00 
HC BARBITURATES CLASS,80307, 75.00 
HC BENZODIAZEPINE CLASS,80307, 75.00 
HC CANNABINOID CLASS,80307, 75.00 
HC COCAINE CLASS,80307, 75.00 
HC ETHANOL CLASS,80307, 75.00 
HC OPIATES CLASS,80307, 75.00 
HC  SALICYLATE CLASS,80307, 75.00 
HC ISOPROPANOL (INCLUDES ACETONE),80320, 19.00 
HC METHANOL,80320, 19.00 
"HC NICOTINE/METS, URN, QUANT",80323, 120.00 
"HC NICOTINE/METS, S/P, QUANT",80323, 120.00 
"HC AMPHETAMINES CONF, MEC BILL",80324, 17.00 
HC TRAZODONE,80338, 85.00 
"HC LACOSAMIDE, S/P",80339, 101.00 
HC RISPERIDONE AND METABOLITE S/P,80342, 28.00 
"HC BARBITURATES CONF, MEC BILL",80345, 21.00 
"HC BENZODIAZEPINES, URN, QUANT",80346, 82.00 
"HC BENZODIAZEPINE CONF, MEC BILL",80346, 33.00 
"HC BUPRENORPHINE CONFRM, MEC - BILL",80348, 35.00 
"HC THC METABOLITE, URN, QUANT",80349, 122.00 
"HC MARIJUANA CONF MEC, BILL",80349, 43.00 
"HC COCAINE CONF, MEC BILL",80353, 27.00 
"HC METHADONE AND MET, URN, QUANT",80358, 108.00 
"HC METHADONE CONF, MEC BILL",80358, 29.00 
"HC OPIATES CONF, MEC BILL",80361, 35.00 
"HC CODEINE, S/P, QUANT",80365, 35.00 
HC THIPURINE METHYLTRANSFERASE ACTIVTY,80375, 120.00 
HC URINALYSIS,81001, 38.00 
HC SPECIFIC GRAVITY,81002, 16.00 
HC URINE DIPS NON-AUTO W/O SCOPE,81002, 33.00 
HC MACROSCOPIC URINALYSIS,81003, 11.00 
HC URINALYSIS MACRO ANALY,81003, 17.00 
"HC PROTEINS, TOTAL (QUAL)",81005, 17.00 
HC MICROSCOPIC URINALYSIS,81015, 20.00 
HC HCG-B SUBUNIT (QUAL),81025, 42.00 
HC VOLUME MEASUREMENT TIMED COLLE,81050, 13.00 
HC ABL KINASE DOMAIN MUTATION,81170, 315.00 
"HC BCR-ABL 1 KINASE DOMAIN MUTATION, 35 NI",81170, 315.00 
HC BCR-ABL 1(MAJOR),81206, 601.00 
HC BCR-ABL 1(MINOR),81207, 601.00 
HC BRAF MUTATION ANALYSIS,81210, 184.00 
HC CALR(CALRETICULIN) EXON 9 MUT. ANALYS,81219, 158.00 
HC CYSTIC FIBROSIS PCR,81220," 3,150.00 "
HC CF MUTATIONS 97 (RL),81220," 4,790.00 "
HC EGFR MUTATION ANALYSIS,81235, 341.00 
HC PROTHROMBIN MUTATION,81240, 695.00 
HC FACTOR V LEIDEN,81241, 695.00 
HC FRAGILE X,81243, 509.00 
HC HEMOCHROMATOSIS,81256, 455.00 
HC AB ID/EACH PANEL & MEDIA (ARC),81257, 147.00 
HC IGH GENE REARRANGEMENT PCR,81261, 257.00 
HC IGK GENE REARRANGEMENT PCR,81264, 194.00 
"HC JAK2 GENE, V617F MUT, QUAL",81270, 391.00 
"HC JAK2 GENE, V617F MUT, QUAN",81270, 601.00 
HC KIT MUTATIONS IN AML,81272, 346.00 
HC METHYLENETETRAHYDROFOLATE REDUCT,81291, 647.00 
HC NRAS MUTATION ANALYSIS,81311, 311.00 
HC PDGFRA MUTATION ANALYSIS,81314, 346.00 
"HC HLA-A, B TYPING (INTERMEDIATE RESOLUTION)",81373, 248.00 
HC HLA-B TYPING (INTERMEDIATE RESOLUTION),81373, 49.00 
"HC DAT, EACH ANTISERA (ARC)",81374, 210.00 
HC TRANSPLANT WORK-UP,81378," 1,260.00 "
HC HLA-A GENOTYPE,81380, 481.00 
HC HLA-B*57:01 FOR ABACAVIR SENSIT,81381, 462.00 
HC HLA CELIAC DQ8,81382, 584.00 
HC IL28B POLYMORPHISM RESULT:,81400, 57.00 
HC DIHYDROPYRIMIDINE DEHYDROGENASE (DPD),81400, 67.00 
HC CYTOCHROME P450 3A5 GENOTYPING,81401, 279.00 
HC HUNTINGTON DISEASE MUT BY PCR,81401, 672.00 
"HC TPMT GENOTYPING, 4 VARIANTS",81401, 672.00 
HC SPINAL MUSCULAR ATROPHY  GERMLINE TEST,81401, 279.00 
HC FAMILIAL MEDITERRANEAN FEVER MUTATION ANALYSIS,81402, 158.00 
HC Y CHROMOSOME MICRODELETION,81403, 345.00 
HC PIK3CA SEQUENCE ANALYSIS,81404, 289.00 
HC MYD88 L265P MUT DETECT BY PCR,81479, 626.00 
HC CYP3A5 COMMON VARIANTS,81479," 1,021.00 "
HC TP53 DUPLICATION/DELETION,81479," 1,021.00 "
HC CDH1 DUPLICATION/DELETION,81479," 1,021.00 "
HC PALB2 DUPLICATION/DELETION,81479," 1,021.00 "
HC SCID (RL),81479, 53.00 
"HC MATERNAL SCREEN, SEQ, SPEC 1",81508, 34.00 
"HC MATERNAL SCREEN, SEQ, SPEC 2",81511, 101.00 
"HC MATERNAL SERUM SCRN AFP, HCG, EST INH",81511, 149.00 
HC KETONE QUANT,82010, 54.00 
HC ACYLCARNITINES QUANT,82017, 226.00 
"HC GLUTARYLCARNITINE QUANT,URINE",82017, 226.00 
"HC ACYLCARNITINES, QT (RL)",82017, 26.00 
HC ACTH,82024, 167.00 
HC ALBUMIN SERUM,82040, 26.00 
HC ALBUMIN,82040, 26.00 
HC ALBUMIN CSF,82042, 26.00 
HC ALBUMIN FLUID,82042, 26.00 
HC MICROALBUMIN,82043, 44.00 
HC ALCOMETER CHG (IOP),82075, 58.00 
HC ALCOMETER TEST,82075, 58.00 
HC ALDOLASE SERUM OR PLASMA,82085, 46.00 
HC ALDOSTERONE SERUM,82088, 184.00 
HC ALDOSTERONE URINE,82088, 184.00 
HC ALPHA-ANTITRYPSIN,82103, 71.00 
HC ALPHA-1-ANTITRYPSIN PHENOTYPE,82104, 85.00 
"HC MATERNAL SERUM SCRN, AFP ONLY",82105, 115.00 
HC A-FETOPROTEIN TUMOR MARKER,82105, 122.00 
HC AMINO ACIDS PLASMA,82139, 170.00 
HC AMINO ACIDS URINE,82139, 170.00 
"HC AMINO ACIDS, QT (RL)",82139, 53.00 
HC AMMONIA,82140, 62.00 
HC AMYLASE,82150, 53.00 
"HC AMYLASE, FLUID",82150, 53.00 
HC ANDROSTENEDIONE,82157, 104.00 
HC ANGIOTENSIN CONVERTING ENZYME,82164, 68.00 
HC APOLIPOPROTEIN A-1,82172, 80.00 
HC APOLIPOPROTEIN B,82172, 80.00 
HC ARSENIC BLOOD,82175, 69.00 
HC ARSENIC URINE,82175, 69.00 
HC VITAMIN C PLASMA,82180, 48.00 
HC BETA-2-MICROGLOBULIN SERUM,82232, 76.00 
HC BETA-2 MICROGLOBULIN,82232, 76.00 
HC BILE ACIDS TOTAL,82239, 61.00 
"HC BILIRUBIN, TOTAL",82247, 22.00 
"HC BILIRUBIN, DIRECT",82248, 22.00 
HC BIOTINIDASE (RL),82261, 26.00 
"HC HEMOGLOBIN,FECES (1-3X)",82270, 23.00 
"HC HEMOGLOBIN, FECES",82270, 23.00 
"HC BLD OCLT FECES SCREEN,CONSEC C",82270, 29.00 
HC HEMOCCULT TEST,82270, 29.00 
HC GASTROCCULT,82271, 13.00 
"HC OCCULT BLD, FECES, 1-3 TESTS",82272, 23.00 
HC CADMIUM BLOOD,82300, 82.00 
HC CADMIUM URINE,82300, 82.00 
HC VITAMIN D3 25-OH,82306, 125.00 
HC CALCITONIN,82308, 96.00 
"HC CALCIUM, TOTAL (CA)",82310, 33.00 
"HC CALCIUM, IONIZED",82330, 92.00 
"HC CALCIUM, WHOLE BLD (POCT)",82330, 92.00 
"HC CALCIUM, URINE, QT",82340, 24.00 
HC CALCULI ANALYSIS,82365, 57.00 
HC BICARBONATE (CO2),82374, 19.00 
HC BICARBONATE(POCT),82374, 44.00 
"HC CARBOXYHEMOGLOBIN, QUANTITATIV",82375, 45.00 
"HC CARCINOEMBRYONIC ANTIGEN, FLUID",82378, 118.00 
HC CARCINOEMBRYONIC ANTIGEN,82378, 118.00 
HC CARNITINE FREE & TOTAL,82379, 108.00 
"HC CARNITINE, FREE&TOT URINE",82379, 108.00 
HC CAROTENE SERUM TOTAL,82380, 53.00 
HC CATECHOLAMINES PLASMA,82384, 101.00 
HC CATECHOLAMINES URINE FREE,82384, 101.00 
HC CERULOPLASMIN,82390, 55.00 
HC INFLIXIMAB DRUG LEVEL,82397, 41.00 
HC ADALIMUMAB DRUG LEVEL,82397, 41.00 
HC IGF BINDING PROTEIN-3,82397, 41.00 
HC ANTI-MULLERIAN HORMONE,82397, 66.83 
HC CHLORIDE (CL-),82435, 19.00 
HC CHLORIDE (POCT),82435, 44.00 
"HC CHLORIDE, URINE",82436, 29.00 
"HC CHLORIDE TEST, SWEAT",82438, 33.00 
"HC CHOLESTEROL, TOTAL",82465, 20.00 
"HC CHOLINESTERASE, RBC RATIO TO HEMO.",82482, 68.00 
HC CHROMIUM(SERUM),82495, 71.00 
HC CITRIC ACID URINE,82507, 99.00 
"HC C-TELOPEPTIDE, BETA-CRSS LNKED, SERUM",82523, 164.00 
"HC N-TELOPEPTIDE, CRSS LINKED SERUM",82523, 164.00 
HC COLLAGEN CROSS-LINKS (URINE),82523, 111.00 
HC COPPER SERUM,82525, 41.00 
HC COPPER LEVEL URINE,82525, 115.00 
"HC CORTISOL, FREE BY ED/LC-MS/MS",82530, 194.00 
"HC CORTISOL, SALIVA",82533, 144.00 
"HC CORTISOL,",82533, 109.00 
HC DIHYDROTESTOSTERONE,82542, 97.00 
"HC ACYLGLYCINES, QUANT, URINE",82542, 404.00 
"HC PTHRP BY LC-MS/MS, PLASM",82542, 404.00 
HC TPMT ACTIVITY,82542, 52.00 
HC CREATINE KINASE (CK),82550, 34.00 
HC CREATINE KINASE-MB FRACTION ON,82553, 49.00 
"HC CREATININE, WHOLE BLOOD (POCT)",82565, 29.00 
HC CREATININE,82565, 29.00 
HC CREATININE,82570, 30.00 
"HC CREATININE, OTHER",82570, 30.00 
HC CREATININE CLEARANCE,82575, 34.00 
HC CRYOFIBRINOGEN,82585, 32.00 
HC CRYOGLOBULINS (QUAL),82595, 37.00 
HC VITAMIN B12,82607, 82.00 
HC VITAMIN B12 BINDING CAPACITY,82608, 51.00 
HC DHEA SERUM,82626, 89.00 
HC DHEA SULFATE SERUM,82627, 87.00 
"HC RBC AG, OTHER THAN ABO OR D, EACH (ARC)",82633, 89.00 
HC 11-DEOXYCORTISOL,82634, 122.00 
"HC VIT D, 1,25 DIHYDROXY",82652, 162.00 
"HC THIOPURINE METHYLTRANSF, RBC",82657, 209.00 
HC ERYTHROPOIETIN,82668, 80.00 
HC ESTRADIOL,82670, 141.00 
HC ESTRONE SERUM,82679, 89.00 
HC ETHYLENE GLYCOL,82693, 87.00 
HC FAT FECAL QUAL,82705, 52.00 
HC VERY LONG/BRANCHED-CHAIN FATTY ACIDS,82726, 266.00 
HC FERRITIN,82728, 80.00 
"HC FOLATE, RBC",82747, 50.00 
"HC FOLATE,SERUM",82747, 87.00 
HC GALACTOSE (RL),82760, 21.00 
"HC GALT, QT (RL)",82775, 16.00 
HC IGG CSF,82784, 58.00 
HC IGG SERUM,82784, 58.00 
HC IMMUNOGLOBULIN IGA,82784, 58.00 
HC IMMUNOGLOBULIN IGG,82784, 58.00 
HC IMMUNOGLOBULIN IGM,82784, 58.00 
"HC IMMUNOGLOBULIN A, QN, SERUM",82784, 27.00 
HC CELIAC DISEASE REFLEXIVE CASCADE,82784, 27.00 
HC IGE TOTAL SERUM,82785, 70.00 
HC LGG 1,82787, 97.00 
HC LGG 2,82787, 97.00 
HC LGG 3,82787, 97.00 
HC LGG 4,82787, 97.00 
"HC PH, WHOLE BLD (POCT)",82800, 28.00 
HC BLOOD GAS (POCT),82803, 240.00 
HC ARTERIAL BLOOD GAS ANALYSIS,82803, 239.00 
HC GASES BLOOD O2 SATURATION ONLY DIRECT MEAS,82810, 39.00 
HC GASTRIN,82941, 62.00 
HC GLUCAGON,82943, 61.00 
HC GLUCOSE BODY FLUID,82945, 29.00 
"HC GLUCOSE, BEDSIDE",82947, 29.00 
HC GLUCOSE,82947, 14.00 
"HC GUCOSE,ISTAT",82947, 28.00 
HC ABO TYPE (ARC),82950, 14.00 
"HC GLUCOSE TOLERANCE TEST,THREE S",82951, 62.00 
"HC GLUCOSE, EA BEYOND 3",82952, 22.00 
HC GLUCO-6-PHOSPHATE DEHYDRO,82955, 55.00 
"HC GLUCOSE, BLOOD",82962, 19.00 
HC G-GLUTAMYL TRANSPEPTIDASE,82977, 44.00 
HC GGT (RL),82977, 44.00 
HC FRUCTOSAMINE,82985, 64.00 
"HC FOLLICLE STIM HORM (FSH), SE",83001, 122.00 
HC LUTEINIZING HORMONE (LH),83002, 103.00 
HC HUMAN GROWTH HORMONE,83003, 59.00 
HC HAPTOGLOBIN,83010, 63.00 
"HC COBALT, S/P",83018, 100.00 
HC IODINE_SERUM,83018, 100.00 
"HC COBALT, BLOOD",83018, 63.00 
HC HEMOGLOBIN ELECTROPHORESIS,83020, 104.00 
"HC HB.ELECTROPHORESIS, AGAR GEL",83020, 104.00 
HC HEMOGLOBIN A2+F BY COLUMN,83021, 64.00 
"HC HGB FRACTIONATION, HPLC (RL)",83021, 26.00 
"HC HEMOGLOBIN F, QL (RL)",83033, 11.00 
HC HEMOGLOBIN GLYCATED,83036, 51.00 
HC HEMOSIDERIN UR,83070, 32.00 
HC % HEX A,83080, 49.00 
HC HEXOSAMINIDASE A,83080, 172.00 
HC HOMOCYST(E)INE PLASMA TOTAL,83090, 71.00 
HC 17-HYDROXYCORTICOSTEROIDS,83491, 80.00 
HC 5-HIAA,83497, 50.00 
HC 17-HYDROXYPROGESTERONE,83498, 97.00 
HC 17-D-HYDROPROGESTERONE (RL),83498, 84.00 
HC ANTI-GLIADIN AB IGG,83516, 138.00 
HC ANTI-GLIADIN AB IGA,83516, 138.00 
HC ANTI-MITOCHONDRIAL M2 AB IGG,83516, 138.00 
HC TISSUE TRANSGLUTAMINASE AB IGA,83516, 138.00 
HC TISS TRANSGLUTA AB IGG,83516, 138.00 
HC ACETYLCHOLINE BLOCKING AB,83516, 135.00 
HC ACETYLCHOLINE RECPTR MODUL AB,83516, 135.00 
HC AQUAPORIN-4 RECPTR AB,83516, 135.00 
"HC BULLOUS PEMPHIGOID AG, IGG",83516, 135.00 
"HC CENTROMERE AB, IGG",83516, 135.00 
"HC DESMOGLEIN 1&3 AB, IGG",83516, 135.00 
"HC GANGLIOSIDE (GM1) AB,IGG/IGM",83516, 135.00 
"HC GASTRIC PARIETAL CELL AB, IGG",83516, 135.00 
HC GLUTAMIC ACID DECARBOXYLASE AB,83516, 135.00 
"HC HISTONE AB,IGG",83516, 135.00 
"HC MYELIN ASSOC GLYCOPROTEIN AB,IGM",83516, 135.00 
"HC SOLUBLE LIVER AG AB, IGG",83516, 135.00 
HC MPO/PR-3 (ANCA) AB,83516, 135.00 
HC CYSTIC FIBROSIS SCREEN,83516, 16.00 
HC TT IGA ANTIBODY,83516, 138.00 
HC TT IGG ANTIBODY,83516, 138.00 
"HC GBM AB, IGG BY MPLEX BEAD ASSAY",83516, 138.00 
HC ACCA,83516, 33.00 
HC ALCA,83516, 33.00 
HC AMCA,83516, 33.00 
"HC DEAMIDATED GLIADIN ABS, IGA",83516, 33.00 
"HC DEAMIDATED GLIADIN ABS, IGG",83516, 33.00 
HC CELIAC DISEASE ANTIBODY SCREEN,83516, 33.00 
"HC F-ACTIN AB, IGG EIA WITH RFLX TO ASM IFA",83516, 33.00 
HC SAE1 (SUMO ACTIVATING ENZYME) ANTIBODY,83516, 33.00 
HC NXP-2 (NUCLEAR MATRIX PROTEIN-2) AB,83516, 33.00 
HC MDA5 (CADM-140) ANTIBODY,83516, 33.00 
HC TIF-1 GAMMA (155 KDA) ANTIBODY,83516, 33.00 
HC MI-2 (NUCLEAR HELICASE PROTEIN) ANTIBODY,83516, 33.00 
HC P155/140  ANTIBODY,83516, 33.00 
HC PL-12 (ALANYL-TRNA SYNTHETASE) ANTIBODY,83516, 33.00 
HC PL-7 (THREONYL-TRNA SYNTHETASE) ANTIBODY,83516, 33.00 
HC OJ (ISOLEUCYL-TRNA SYNTHETASE) ANTIBODY,83516, 33.00 
HC EJ (GLYCYL-TRNA SYNTHETASE) ANTIBODY,83516, 33.00 
HC SRP (SIGNAL RECOGNITION PARTICLE) AB,83516, 33.00 
HC KU ANTIBODY,83516, 33.00 
HC U2 SN (SMALL NUCLEAR) RNP ANTIBODY,83516, 33.00 
HC ACETYLCOL RECEPTOR BINDING AB,83519, 130.00 
HC 21-HYDROXYLASE AB,83519, 155.00 
HC MUSCLE-SPECIFIC KINASE AB BY RIA,83519, 155.00 
HC PANCREATIC POLYPEPTIDE,83519, 155.00 
HC VOLTAGE-GATED CALC CHANN (VGCC)AB,83519, 155.00 
HC VOLTAGE-GATED POTASSIUM CHANNEL (VGKC) AB,83519, 155.00 
HC ALPHASUBUNIT PITGLYHORM,83520, 311.00 
HC TRYPTASE,83520, 196.00 
HC TUMORNECROSIS FACTOR,83520, 82.00 
HC INHIBIN B,83520, 167.00 
"HC PANCREATIC ELASTASE, FECAL",83520, 167.00 
HC THYROID STIM HORM REC AB,83520, 167.00 
"HC ELUTION, EACH (ARC)",83520, 38.00 
HC INTERLEUKIN-6,83520, 37.00 
HC INSULIN FASTING,83525, 48.00 
HC INSULIN 30 MINUTES,83525, 48.00 
HC INSULIN 60 MINUTES,83525, 48.00 
HC INSULIN 120 MINUTES,83525, 48.00 
HC INSULIM RANDOM,83525, 48.00 
HC IRON (FE),83540, 39.00 
HC IRON BINDING CAPACITY (TIBC),83550, 43.00 
HC LACTATE,83605, 69.00 
HC LACTATE DEHYDROG. (LDH),83615, 34.00 
"HC LACTOFERRIN, FECAL BY ELISA",83630, 126.00 
HC LEAD URINE,83655, 82.00 
HC LEAD(BLOOD PANEL),83655, 41.00 
HC LEAD WHOLE BLOOD,83655, 44.00 
"HC LEAD, BLOOD (CAPILLARY)",83655, 113.00 
HC LIPASE,83690, 55.00 
HC LIPOPROTEIN A,83695, 80.00 
HC LIPOPROTEIN-ASSOCIATED PHOSPHOLIPASE A2,83698, 7.00 
HC LIPOPROTEIN ELECTROPHORESIS,83704, 41.00 
"HC CHOLESTEROL, HDL ONLY",83718, 35.00 
HC LDL,83721, 52.00 
HC MAGNESIUM URINE,83735, 28.00 
"HC MAGNESIUM, RBC",83735, 64.00 
HC MAGNESIUM (MG),83735, 24.00 
"HC BILE ACIDS, FRACTIONATED AND TOTAL",83789, 52.00 
HC ADRENOLEUKODYSTROPHY (RL),83789, 58.00 
HC MECURY BLOOD,83825, 59.00 
HC MERCURY URINE,83825, 59.00 
HC MERCURY (BLOOD PANEL),83825, 59.00 
HC METANEPHRINES URINE,83835, 320.00 
"HC METANEPHRINES,PLASMA",83835, 320.00 
HC MYOGLOBIN URINE,83874, 55.00 
HC B NATRIUETIC PEPTIDE (BNP),83880, 228.00 
HC KAPPA QT FREE LIGHT CHAINS,83883, 80.00 
HC LAMBDA QT FREE LIGHT CHAINS,83883, 80.00 
"HC ALPHA 2-MACROGLOBULINS, QN",83883, 39.00 
HC ALPHA-2-MACROGLOBULIN,83883, 339.00 
HC 5' NUCLEOTIDASE,83915, 57.00 
HC OLIGOCLONAL BANDS,83916, 85.00 
HC ORGANIC ACIDS URINE,83918, 323.00 
HC METHYLMALONIC ACID,83921, 94.00 
"HC SUCCINYLACETONE, QUAN,URINE",83921, 151.00 
HC OSMOLALITY,83930, 23.00 
HC OSMOLALITY URINE,83935, 24.00 
HC OXALATE URINE,83945, 55.00 
HC INTRAOPERATIVE PTH,83970, 243.00 
HC PH,83986, 13.00 
HC PH (BODY FLUID),83986, 13.00 
"HC PHENCYCLIDINE (PCP), URN, QUANT",83992, 254.00 
"HC PHENCYCLIDINE CONF, MEC BILL",83992, 42.00 
"HC CALPROTECTIN, FECAL",83993, 217.00 
HC PKU (ONCE PER BABY),84030, 31.00 
HC PHOSPHATASE ACID TOTAL SERUM,84060, 34.00 
HC ALKALINE PHOSPHATASE,84075, 32.00 
"HC PHOSPHATASE, ALKALINE",84075, 32.00 
HC ALK PHOS ISOENZYMES,84080, 148.00 
HC BONE SPEC ALK PHOS,84080, 96.00 
HC PHOSPHORUS INORGANIC (PO4),84100, 31.00 
"HC PHOSPHOROUS, URINE",84105, 19.00 
HC PORPHOBILONOGEN UR,84110, 79.00 
"HC PORPHYRINS, FRACTIONATION AND QUANT, URN",84120, 42.00 
"HC POTASSIUM, WHOLE BLD (POCT)",84132, 26.00 
HC POTASSIUM (K+),84132, 19.00 
"HC POTASSIUM, URINE",84133, 31.00 
HC PREALBUMIN,84134, 63.00 
"HC PREGNENOLONE BY MS/MS, SRM",84140, 151.00 
HC 17-OH PREGNENOLONE,84143, 129.00 
HC PROGESTERONE,84144, 92.00 
HC PROCALCITONIN,84145, 304.00 
HC MACROPROLACTIN,84146, 219.00 
HC PROLACTIN,84146, 137.00 
HC PSA,84153, 118.00 
HC PROSTATIC SPECIFIC ANTIGEN,84153, 118.00 
HC PSA FREE,84154, 78.00 
"HC PROTEIN, TOTAL",84155, 30.00 
"HC PROTEIN, TOTAL URINE",84156, 31.00 
"HC PROTEIN, SPINAL FLUID",84157, 30.00 
"HC PROTEIN, ELECT FRAC/QUANT SERUM",84165, 68.00 
"HC PROTEIN, ELECT. FRACT/QUANT",84166, 74.00 
HC ZINC PROTOPORPHYRIN ZPP,84202, 52.00 
HC PROINSULIN,84206, 81.00 
HC VITAMIN B6(PYRIDOXINE)TOT PLAS,84207, 87.00 
HC PYRUVATE,84210, 63.00 
HC RENIN ACTIVITY,84244, 94.00 
HC VITAMIN B2,84252, 149.00 
HC SEROTONIN,84260, 144.00 
HC SEX HORMONE BINDING GLOBULIN,84270, 87.00 
HC SHBG (FEMALE),84270, 87.00 
HC SODIUM,84295, 19.00 
"HC SODIUM, WHOLE BLD (POCT)",84295, 20.00 
"HC SODIUM, URINE",84300, 30.00 
HC INSULIN-LIKE GROWTH FACTOR,84305, 75.00 
HC SOMATOSTATIN QUAN PLASMA,84307, 355.00 
"HC ADENOSINE DEAMINASE, PLRL FLUID",84311, 62.00 
"HC TESTOSTERONE, ADULT MALE (RL)",84403, 175.00 
HC TESTOSTERONE,84403, 186.00 
HC TESTOSTERONE TOTAL (FEMALE),84403, 186.00 
HC VITAMIN B1 (THIAMINE) PLASMA,84425, 86.00 
HC VITAMIN B1 (THIAMINE)WHOLE BLD,84425, 86.00 
HC THYROGLOBULIN,84432, 68.00 
HC THYROXINE (T-4),84436, 48.00 
"HC T4, FREE",84439, 55.00 
HC THYROXINE BINDING GLOBULIN,84442, 61.00 
HC THYROID STIM. HORMONE,84443, 96.00 
HC TSH (RL),84443, 53.00 
HC THYROID STIMULATING IMMUNOGLOB,84445, 215.00 
HC VITAMIN E SERUM,84446, 55.00 
HC AST(SGOT) ASPARTATE AMINOTRANS,84450, 32.00 
HC AST (RL),84450, 32.00 
HC ALT (SGPT)ALANINE AMINOTRANS,84460, 32.00 
HC ALT (RL),84460, 32.00 
HC TRANSFERRIN,84466, 45.00 
HC TRIGLYCERIDES,84478, 39.00 
HC TRIGLYCERIDE - FLUID,84478, 39.00 
HC T3-UPTAKE TEST,84479, 42.00 
HC TRIIODOTHYRONINE (T3 TOTAL),84480, 94.00 
"HC T3, FREE",84481, 64.00 
"HC TRIIDOTHYRONINE, RVRS BY TMS",84482, 121.00 
HC TROPONIN,84484, 127.00 
"HC UREA NITROGEN, QUANT",84520, 24.00 
HC BUN (POCT),84520, 44.00 
HC BUN (RL),84520, 44.00 
"HC UREA NITROGEN, URINE",84540, 22.00 
"HC URIC ACID, BLOOD",84550, 31.00 
"HC URIC ACID, OTHER SOURCE",84560, 31.00 
HC VMA URINE,84585, 65.00 
HC VASO INTEST PEPTIDE,84586, 123.00 
HC ARGININE VASOPRESSIN HORMONE,84588, 173.00 
HC VITAMIN A (RETINOL) SERUM/PLAS,84590, 53.00 
HC NIACIN (VIT B3),84591, 86.00 
HC ZINC SERUM,84630, 43.00 
HC C-PEPTIDE SERUM,84681, 96.00 
"HC BETA-HCG, SERUM QUANT TUMOR MRKR",84702, 146.00 
HC HCG-B SUBUNIT (QUANT),84702, 87.00 
HC IGH GENE INTERPRETATION,84999, 43.00 
HC AUTOMATED WBC DIFF,85004, 28.00 
HC MANUAL DIFFERENTIAL (WBC),85007, 34.00 
HC ERYTHROCYTE MORPHOLOGY,85008, 11.00 
"HC HEMATOCRIT, SPUN FLUID",85013, 22.00 
"HC HEMATOCRIT, WHOLE BLD (POCT)",85014, 25.00 
HC HEMATOCRIT,85014, 22.00 
HC HEMOGLOBIN,85018, 26.00 
HC CBC & DIFFERENTIAL SCREEN,85025, 51.00 
"HC CBC, ONLY",85027, 30.00 
HC RBC,85041, 26.00 
HC RETICULOCYTE COUNT,85044, 37.00 
HC RETICULOCYTE BY FLOW,85045, 35.00 
HC LEUKOCYTE COUNT (WBC),85048, 24.00 
HC PLATELET COUNT,85049, 23.00 
HC FACTOR  2 ASSAY,85210, 209.00 
HC FACTOR  5 ASSAY,85220, 228.00 
HC FACTOR  7 ASSAY,85230, 205.00 
HC FACTOR  8 ASSAY,85240, 155.00 
HC VWF ACTIVITY/RCF,85245, 181.00 
