Highland Hospital,,,,
Charge Description Master: June 2018,,,,
CDM Code,Description,Price,,
13059266,Evoked Potential-Somatosens-Lower Limbs, $759 ,,
13059308,Visual Evoked Potential, $695 ,,
13100003,Rpr Cplx Trnk 1.1Cm-2.5Cm," $3,028 ",,
13120001,Cmplx Rpr Sclp/Arm/Leg 1., $687 ,,
13121009,Cmplx Rpr Sclp/Arm/Leg 2.," $1,038 ",,
13122007,Cmplx Rpr Sclp/Arm/Leg Ad, $408 ,,
13131008,Cmplx Rpr Nk/Hnd/Ft/Ck 1., $847 ,,
13132006,Cmplx Rpr Nk/Hnd/Ft/Ck 2.," $1,264 ",,
13133004,Cmplx Rpr Nk/Hnd/Ft/Ck Ad, $547 ,,
13150008,Rpr Cmplx To 1Cm - Eyelid," $1,226 ",,
13151006,Cmplx Lid/Nose/Ear/Lip 1.," $1,018 ",,
13152004,Cmplx Lid/Nose/Ear/Lip 2.," $1,408 ",,
13160007,Wound Dehis And Closur Co," $4,587 ",,
13200019,Anes Knee/Poplit Excl Rx&, $81 ,,
13400015,Anes Femur Lwr 1/3-Closed, $81 ,,
13600010,Anes Femur Lwr 1/3-Open P, $81 ,,
13800016,Anes Knee Joint-Closed Pr, $81 ,,
13820014,Anes Knee Joint Arthrosc, $81 ,,
13900014,Anes Patela/Tib-Fib Upr C, $81 ,,
13920012,Anes Patella/Tib-Fib Upr, $81 ,,
14000012,Anes Eye Nos, $81 ,,
14001507,Xray Facial Bones Compl 3+ Vws, $707 ,,
14002208,Xray Paranasal Sinuses Min 3 Views, $378 ,,
14002505,Xray Skull Ltd < 4 views, $601 ,,
14010219,Xray Chest 3 Views Incl Apical Lordotic, $378 ,,
14010359,Xray Chest Lateral Decubitus, $250 ,,
14019081,"Stereotactic Guide for Breast Biopsy, Ea Lesion"," $2,675 ",,
14019082,BREAST BIOPSY EA ADD'L LESION," $1,338 ",,
14020010,Anes Knee Arthroplasty To, $81 ,,
14020279,"DX DIG BREAST TOMOSYNTHESIS, UNI/BILAT",   ,,
14020408,Xray Spine Cervical Ltd 2 or 3 Views, $744 ,,
14020523,Xray Spine Cerv Cmpl W/Flx-Ext," $1,087 ",,
14020697,X-RAY EXAM ENTIRE SPINE 1 VIEW, $598 ,,
14020747,Xray Spine Thoracic 4 Views, $416 ,,
14021109,Xray Spine Lumbsacrl Cmpl 5Vws," $1,063 ",,
14021141,Xray Spine Lumbsacrl w/Bend 6+ Views, $744 ,,
14021208,Xray Spine L-S Bend Only 2 or 3 Views, $416 ,,
14021307,Spinal Lumbar Puncture DX," $1,129 ",,
14021703,Xray Pelvis Ap 1 View, $529 ,,
14031025,Xray Wrists 2 Views Bilateral Right, $505 ,,
14031033,Xray Wrists 2 Views Bilateral Left, $505 ,,
14031223,Xray Hands 2 Views Bilateral Right, $544 ,,
14031405,Xray Finger(S), $609 ,,
14035109,Xray Hip Unilat 2 Views, $724 ,,
14035158,Hip Bilateral Limited, $882 ,,
14035208,X-RAY EXAM HIPS BILAT 2 VIEWS, $882 ,,
14035307,Xray Hip During Surgery, $175 ,,
14035612,Xray Knees 2 Views Bilateral Right, $586 ,,
14035638,Xray Knees 2 Views Bilateral Left, $586 ,,
14036305,Xray Foot 3 Views, $639 ,,
14036503,Xray Heel/Os Calcis, $482 ,,
14040000,Xray Abdomen Kub 1 View, $531 ,,
14040018,Anes Knee Disarticulation, $81 ,,
14040059,Abdomen Additional View, $308 ,,
14040109,Abdomen Ap & Addl Views, $308 ,,
14040208,Xray Abdomen Kub + Decub/Erect, $790 ,,
14042428,Xray Up GI W/Gastgraf Wo/KUB, $664 ,,
14042451,UGI w/ Small Bowel, $992 ,,
14044119,Infusion IVP, $541 ,,
14045009,Feeding/Long Gi Tube Placement, $622 ,,
14059414,Ivc Filter Plcmnt S&I," $8,993 ",,
14060628,Xray Bone Survey Adult, $744 ,,
14060909,DX MAMMO INCL CAD UNI, $967 ,,
14060917,DX MAMMO INCL CAD BI, $483 ,,
14060966,Breast Ndl Loc Wire Plc w/Mam Gd 1st Les, $888 ,,
14063120,"BONE AGE, 1 VIEW, HAND, CHILD", $544 ,,
14070202,"DIGITAL SCREENING MAMMOGRAM, BILATERAL", $424 ,,
14072081,"X-RAY EXAM ENTIRE SPINE, 1 VIEW", $131 ,,
14073502,"X-RAY EXAM HIP, UNILATERAL, 2 - 3 VIEWS", $131 ,,
14073521,"X-RAY EXAM HIPS, BILATERAL, 2 VIEWS", $216 ,,
14073552,"X-RAY EXAM FEMUR, MINIMUM 2 VIEWS", $131 ,,
14076770,US KIDNEY/BLADDER COMBO, $991 ,,
14076800,ULTRASOUND PELVIS/TRANSVAGINAL COMBO," $1,006 ",,
14093173,Contrast 200-299Mg /Per Ml, $6 ,,
14093207,Contrast 300-399 Mg Per ML (LOCM), $6 ,,
14093215,Contrast 100-199Mg Per Ml, $6 ,,
14104319,Abscess Cyst Drain Lung Percutaneous, $840 ,,
14105027,Aspiration Fine Needle (Fna), $490 ,,
14166326,Thoracentesis Plueral Space w/Imag Guid," $1,012 ",,
14167100,Ultrasound Liver-Pancr-Gallbl," $1,084 ",,
14167209,Ultrasound Gallbladder," $1,084 ",,
14167407,Ultrasound Appendix Or Spleen," $1,084 ",,
14168165,US Pregnancy F/U or IUGR Per Fetus, $900 ,,
14168181,US Fetal Biophysical Profile w/o NST, $307 ,,
14168801,Ultrasound Extremity Limited, $351 ,,
14169601,US Guide Ndl Asp/Bx/Inj," $1,403 ",,
14176641,"Ultrasound Breast, Complete", $195 ,,
14200018,Anes Eye Lens Surg, $81 ,,
14207211,MRI Abdomen-One Organ Wo/Contr," $5,170 ",,
14207229,MRI Abdomen-One Organ W/Contr," $5,399 ",,
14207237,MRI Abdomen-One Organ Wo&W Con," $7,462 ",,
14207286,MRI Pelvis Wo&W Contrast," $8,917 ",,
14207302,MRI Pelvis-Gyn Wo/Contrast," $3,675 ",,
14207336,MRI Humerus W/O Contrast," $4,362 ",,
14207351,MRI Humerus W/O & W/Contrast," $7,417 ",,
14207369,MRI Shoulder W/O Contrast," $4,389 ",,
14207427,MRI Pituitary Wo&W Contrast," $7,558 ",,
14207468,MRI Internl Aud Canal Wo&W Con," $7,558 ",,
14207518,MRI Hip w/o Contrast," $4,071 ",,
14207542,MRI Knee W/O & W/Contrast," $5,474 ",,
14207559,MRI Hip W/O & W/Contrast," $5,474 ",,
14207567,MRI Knee W/O Contrast," $4,071 ",,
14207633,MRI FEMUR W/CONTRAST," $5,949 ",,
14207658,MRI Tib/Fibula W/O Contrast," $4,009 ",,
14207666,MRI TIb/Fibula w/ Contrast," $5,949 ",,
14207674,MRI Tib/Fibula W/O& W/Contrast," $5,754 ",,
14207708,MRI Angio Chest Wo/Contrast," $5,507 ",,
14207720,MRA CHEST W/WO CONTR, $923 ,,
14207831,MRI Foot W/O Contrast," $4,009 ",,
14207856,MRI Foot W/O & W/Contrast," $5,754 ",,
14207872,MRI Elbow w/ Contrast," $1,029 ",,
14207880,MRI Elbow W/O & W/Contrast," $8,686 ",,
14207971,MRI Angio Extrem Low Wo&W Cont," $5,728 ",,
14208003,MRI Angio Abdomen Wo/Contrast," $2,119 ",,
14208011,MRI Angio Abdomen w/ Contrast," $5,507 ",,
14208029,MRI Angio Abdomen Wo&W Contr," $5,507 ",,
14208060,MRI Forearm W/O Contrast," $4,362 ",,
14208086,MRI Forearm W/O & W/Contrast," $7,417 ",,
14208094,MRI Wrist W/O Contrast," $4,389 ",,
14208110,MRI Wrist W/O & W/Contrast," $8,686 ",,
14208144,MRI Hand W/O Contrast," $4,362 ",,
14208151,MRI Hand w/ Contrast," $5,949 ",,
14208169,MRI Hand W/O & W/Contrast," $7,417 ",,
14208300,MRI Orbit(S) Wo/Contrast," $3,108 ",,
14208326,MRI Orbit(S) Wo&W Contrast," $5,949 ",,
14208524,MRI Sinuses WO&W Contrast," $5,949 ",,
14208805,MRI Breast Bilat WO Contrast," $3,408 ",,
14282008,MRI Venogram Brain Wo Contrast," $4,848 ",,
14293302,Contrast Magnevist 1Ml, $25 ,,
14300016,Anes Knee/Poplit Veins No, $81 ,,
14300297,LDCT FOR LUNG CA SCREEN, $608 ,,
14301469,Ccta Cardiac W/Wo Dye," $3,405 ",,
14301477,Ccta Cardiac W/Wo Dye Calcium, $980 ,,
14303622,Ndl Biopsy Abdom/Retroper Mass," $1,400 ",,
14304364,Abscess Drn Appendiceal," $3,294 ",,
14304489,Abscess Drn Retroperitoneal," $3,294 ",,
14304547,Abscess Drn Sub Diaphr Phrenic," $3,294 ",,
14304562,Abscess Cyst Drain Liver Percutaneous," $3,294 ",,
14305064,Aspiration Lung Puncture," $1,125 ",,
14305346,Thoracentesis w/Tube Insert w/Imag Guid," $1,012 ",,
14306526,3-D REFORMATTING, $33 ,,
14321947,CTIVP UROGRAM W&W/O CONTRAST PELVIS ONLY," $3,411 ",,
14341705,CT IVP UROGRAM W&W/O CONTRAST ABD ONLY," $4,411 ",,
14341788,CT IVP UROGRAM W&W/O CONTRAST ABD&PELVIS," $2,891 ",,
14370450,CT HEAD FOR STROKE," $3,555 ",,
14400014,Anes Eye Corneal Transpla, $81 ,,
14500011,Anes Eye Vitreoretinal Su, $81 ,,
14509600,PERC DRUG ELUTING CORONARY STENT SINGLE," $20,475 ",,
14509601,PERC DRUG ELUTING CORONARY STENT EA ADDL," $10,238 ",,
14509604,PRQ TRANSLUM REVASC BYPASS GRAFT SINGLE," $20,475 ",,
14509606,PRQ D-E CORONARY STENT W/AMI SINGLE," $31,572 ",,
14533103,Pericardiocentesis Initial," $1,096 ",,
14559454,INTRVASC US NONCORONARY 1ST, $708 ,,
14570022,Drug Eluding Stent," $6,816 ",,
14590269,ARTERIAL OCCLUSIVE DEVICE PLACEMENT,   ,,
14590278,ILIAC ART ANGIO CARDIAC CATH," $5,445 ",,
14595011,Rhc - Mcal," $9,788 ",,
14595102,Lhc - Mcal," $9,788 ",,
14595409,Inj Cardiac Cath-Mcal, $132 ,,
14595433,Inj Lv-La-Mcal, $132 ,,
14595458,Inj Coro-Mcal, $132 ,,
14595557,S&I Inj Coro Mcal, $741 ,,
14595565,Inj Pulm/Bpg/Coron Angio Mcal, $307 ,,
14599605,"DES Graft, ea addtl"," $10,238 ",,
14599607,"DES CTO, single"," $31,983 ",,
14599608,"DES CTO, ea addtl"," $15,992 ",,
14606107,Aspiration/Inject Major Joint, $785 ,,
14610901,INSERT PACEMAKER FLUORO & XRAY, $825 ,,
14620017,Anes Foot/Ankl/Lwr Leg-Cl, $81 ,,
14620705,Port Declotting Tray, $61 ,,
14625016,Sinus Tract Inj Dx, $139 ,,
14630115,Sel Cath Vein 1st Order, $603 ,,
14634216,Thoracentesis For Aspiration w/Imag Guid," $1,012 ",,
14634737,Pta Iliac Artery," $1,012 ",,
14635585,Central Vein Tunn Cath Plc w/o Port," $6,337 ",,
14635759,Central Venous Repair," $1,126 ",,
14635809,Non Tunneled Replc Same Access," $2,797 ",,
14635932,Declot Vasc Device - Thrombolytic Agent, $576 ,,
14637219,INFUSION THROMBOLYSIS NON CORONARY INT," $5,600 ",,
14640015,Anes Foot/Ankl Arthroscop, $89 ,,
14642201,Esophogram, $458 ,,
14644751,Nephrostomy Drain/Injec S&I," $1,228 ",,
14644801,Ureteral Cath/Stent Plcmt S&I," $1,826 ",,
14645055,Cholangiography Inj Thru Existing Cath, $472 ,,
14647533,PLMT BILIARY DRAINAGE CATHETER EXTERNAL," $4,671 ",,
14650431,NEPHR INJ INDWELL CATH W/S&I EXISTING," $1,125 ",,
14650435,EXCHANGE NEPHROSTOMY CATH," $1,190 ",,
14657910,AV DIALYSIS SHUNT IMAGING," $1,036 ",,
14658942,Embolization Trascatheter Therapy," $13,723 ",,
14659619,Remove Intravascular Foreign Body," $2,172 ",,
14659627,ANGIOPLASTY PERIPH ART S&I," $7,305 ",,
14659783,Venous Tlba," $1,826 ",,
14675167,Injection Tendon Sheath Tray, $61 ,,
14734222,Thoracentesis W/Tube Insert," $1,012 ",,
14742415,UGI w KUB, $744 ,,
14742464,Upper Gi Placement Gastri Tube," $2,378 ",,
14776017,Fluoroscopy Up To 1 Hour - K7," $1,507 ",,
14800015,Anes Eye Ophthalmoscopy, $89 ,,
14800106,Anesth Ft/Ankl/Lwr Leg Fx-Open, $89 ,,
14820013,Anes Ft/Ankl/Lwr Leg-Rese, $81 ,,
14840011,Anes Tib Or Fib Osteoto/P, $89 ,,
14900013,Anes Lwr Leg Casting/Remo, $89 ,,
15000011,Anes Lwr Leg Arts&Bypass, $89 ,,
15200017,Anes Lwr Leg Veins Nos, $81 ,,
15220015,Anes Lwr Leg Thrmbec Open, $89 ,,
15271000,Skin Sub Trnk/Arm/Lg 25Sq, $245 ,,
15851009,Sutur Remv Undr Anes-Othr, $920 ,,
16000010,Anes Nose & Sinsuses Nos, $81 ,,
16025009,Burns/Treatment Medium Ar, $592 ,,
16079006,Therapy Hyperthyroidism," $1,478 ",,
16079014,Therapy Ea Subsequent Tx," $1,478 ",,
16079022,Therapy Thyroid Supression," $1,478 ",,
16079048,Ablation Thyroid Metastases," $1,478 ",,
16081010,Gallium Ga67 Per Mci, $76 ,,
16081028,I-123 Sodium Iodide Cap Dx 100 uCi, $250 ,,
16081036,I-131 Dx Cap Per 1-6Mci, $250 ,,
16081044,Tc-99M Mebrofenin Up To 15Mci, $497 ,,
16081093,Tc99M Sulfur Colloid To 20Mci, $578 ,,
16081127,Tc99M Ceretec Wbc/Study Dose," $3,146 ",,
16081135,Tc-99M Maa Up To 10Mci, $225 ,,
16081143,Sodium Pertecnetate Tc99M/Mci, $129 ,,
16081150,Tc-99M Pyp Up To 25Mci, $114 ,,
16081168,Tc 99M Labelld Rbc Up To 30Mci, $346 ,,
16081176,Sestamibi Tc-99M Per Dose," $1,130 ",,
16081184,Tc-99M Mag3 Up To 15Mci, $856 ,,
16081192,Tc-99M Mdp Up To 30Mci, $225 ,,
16081200,Thallium (TL-201) Per mCi, $136 ,,
16081226,In-111 Labelled Wbc Per 0.5Mci," $2,768 ",,
16081242,Tc-99M Dtpa Up To 25Mci, $225 ,,
16081259,Adenosine 30Mg, $132 ,,
16081267,Aminophylline 250Mg, $32 ,,
16081309,Lasix 10Mg, $35 ,,
16081317,Sincalide Injection 5Mcg, $109 ,,
16081358,I-131 Therapy Cap Up To 6Mci, $150 ,,
16081408,Indium-111 Octreoscan Per Dose," $4,570 ",,
16081424,Thyrotropin Alfa 1.1Mg, $800 ,,
16081457,I-131 Sodium Iodide Cap Tx Per mCi, $70 ,,
16081473,Regadenoson (Lexiscan) 0.4Mg, $276 ,,
16081481,Tc99M Sc Up To 20Mci Filtered, $350 ,,
16081606,Ventilation Kit, $206 ,,
16088593,Radiorx Infection Limited," $2,013 ",,
16089021,Thyroid Suppression Radio Rx, $615 ,,
16099567,Technetium TC99M Aerosol, $348 ,,
16100018,Anes Shouldr/Axil Excl Fx, $81 ,,
16200016,Anes Shoulder Procedure Closed, $81 ,,
16220014,Anes Shouldr Jnts Arthros, $89 ,,
16300014,Anes Shouldr Jnts Open/Ar, $81 ,,
16320012,Anes Shouldr Jnts Resecti, $81 ,,
16400012,Anes Nose & Sinuses Tis B, $89 ,,
16500019,Anes Shouldr/Axil Arterie, $81 ,,
16540015,Anes Should/Axil Bypass G, $89 ,,
16560013,Anes Axil-Femoral Bypass, $89 ,,
16700015,Anes Shouldr/Axil Veins N, $89 ,,
17000001,Skin Lesion Destruction 1, $211 ,,
17000019,Anes Intraoral W/Wo Bx No, $81 ,,
17100017,Anes Elbw/Upr Arm Excl Fx, $81 ,,
17110008,Destruct Benign Lesion Up to 14 Lesions, $254 ,,
17111006,Destruct Lesion 15 Or >, $347 ,,
17120015,Anes Elbow-Shldr Tenotmy Open, $89 ,,
17140013,Anes Elbow-Shldr Tenoplas, $89 ,,
17160011,Anes Biceps Tendon Tenode, $102 ,,
17250002,Chem Caut Gran Tissue, $211 ,,
17280009,Destr Mles F/E/E/N/L/Mm 0.5/<, $391 ,,
17281007,Destr Mles F/E/E/N/L/M .6, $649 ,,
17400011,Anes Intraoral Retrophar, $81 ,,
17500232,Methimazole 10 Mg Tab, $- ,,
17500307,Glucagon 1 Mg/Ml Vl, $- ,,
17500315,Vinblastine 10 Mg Vial, $- ,,
17500331,Cefazolin 500 Mgvl Ea, $- ,,
17500349,"Cefazolin 1Gm Vl, Ea", $- ,,
17500380,Methadone 10Mg/Ml 20Ml Vl, $- ,,
17500414,Zinc Oxide 20 % Ung, $- ,,
17500422,Atropine 1% Oph 1% Ung, $- ,,
17500448,Sodium Chloride 1 Gm Tab, $- ,,
17500505,Sulfadiazine 500 Mgud Tab, $- ,,
17500539,Neomycin Sulfate 500mg UD Tab, $- ,,
17500703,Dobutamine Hcl 25 Mgvl Ea, $- ,,
17500737,Tobramycin Sulf 40 Mgvl Ml, $- ,,
17500760,"Vincristine Sulfate, 1 mg",   ,,
17500786,Insulin Reg Hum. 100 Unit/Ml, $- ,,
17500794,Insulin Nph Hum 100 Uni/Ml, $- ,,
17500885,Amoxicillin 250 Mg Cap, $- ,,
17500901,Amoxicillin 500 Mg Cap, $- ,,
17500968,Amphotericin B 50 Mgvl Ea, $- ,,
17500976,Captopril 12.5 Mgud Tab, $- ,,
17500992,Captopril 25 Mgud Tab, $- ,,
17501040,Fat Emulsion 20% IV Soln, $- ,,
17501057,Fat Emulsion 20 %IV Sol, $- ,,
17501099,Fluphenazine 2.5 Mg Vial, $- ,,
17501131,Isoniazid 100 Mg/Ml 10Ml Vl, $- ,,
17501149,Proparacaine 0.5% Ophth Drops, $- ,,
17501164,PENICILLIN V POTASSIUM,   ,,
17501172,Penicillin Vk 250Mg/5 Ml Susp, $- ,,
17501180,Penicillin V Po 250 Mg Tab, $- ,,
17501297,Fat Emulsion 20% IV,   ,,
17501313,Fluphenazine 2.5 mg,   ,,
17501321,Fluphenazine Hcl 5 Mg Tab, $- ,,
17501347,Fluphenazine Hy 10 Mgud Tab, $- ,,
17501487,"Tuberculin,Puri 5 Tuskntst", $- ,,
17501628,Clonazepam 1 Mgud Tab, $- ,,
17501750,Pyridostigmine 5 Mgamp Ml, $- ,,
17501768,Nitroprusside 50 Mg/2Ml Vl, $- ,,
17501784,Sulfa/Trimethop 16 Mgvl Ml, $- ,,
17501941,Spironolactone 25 Mgud Tab, $- ,,
17501974,Trihexyphenidyl 2 Mgud Tab, $- ,,
17501990,Trihexyphenidyl 5 Mgud Tab, $- ,,
17502022,Triamterene/Hctz 75/50Mg Tab, $- ,,
17502048,Acetazolamide 250 Mgud Tab, $- ,,
17502097,Aminocaproic Acid 500 Mg Tab, $- ,,
17502139,Tetracycline 500 Mgud Cap, $- ,,
17502147,Tetracycline Hy 250 Mgud Cap, $- ,,
17502154,Ethambutol 400 Mg Udtab, $- ,,
17502170,Pyrazinamide 500 Mg Tab, $- ,,
17502188,Olanzapine 10Mg T, $- ,,
17502238,Minocycline 100mg Tab,   ,,
17502253,Leucovorin 50 Mg Vial, $- ,,
17502428,Indomethacin 25 Mg Udcap, $- ,,
17502451,Indomethacin 50 Mg Cap, $- ,,
17502477,Benztropine 2 Mg Tab, $- ,,
17502493,Methyldopa 250 Mgud Tab, $- ,,
17502501,Bethanechol Chl 10 Mgud Tab, $- ,,
17502527,Bethanechol Chl 25 Mgud Tab, $- ,,
17502543,Probenecid 500 Mg Tab, $- ,,
17502568,Methyldopa 500 Mgud Tab, $- ,,
17502592,Benztropine 1 Mg Tab, $- ,,
17502618,Carbidopa/Levod 10 Mgud Tab, $- ,,
17502642,Carbidopa/Levod 25 Mgud Tab, $- ,,
17502683,Enalapril 5 Mgud Tab, $- ,,
17502709,Enalapril 10 Mgud Tab, $- ,,
17502725,Cyclobenzaprine 10 Mgud Tab, $- ,,
17502741,SULINDAC (TAB) 150 MG,   ,,
17502824,Benztropine Mes 1 Mgamp Ml, $- ,,
17502907,Olanzapine 5Mg Tab, $- ,,
17503095,Mechlorethamine 10 Mg Vial, $571 ,,
17503103,Vitamin K 10Mg/Ml 1Ml Amp, $- ,,
17503129,Vitamin K 1Mg/0.5Ml Amp, $- ,,
17503228,Bicillin L-A 1.2 Mmu Tubex, $17 ,,
17503236,Pen G Benzathin 600 Kusyr Ml, $- ,,
17503244,Pen G Benzathin 2.4 Musyr Ml, $- ,,
17503251,Bicillin C-R 600 Ku Syr, $- ,,
17503327,Irinotecan 20Mg/Ml 5Ml Vial, $- ,,
17503384,Hydromorphone 4Mg/Ml Carpuject, $- ,,
17503392,Thiamine 100Mg/Ml 2Ml Vial, $- ,,
17503426,Phenobarbital 130Mg/Ml Vl, $- ,,
17503459,Ampicillin Sodi 500 Mgvl Ea, $- ,,
17503467,Ampicillin Sodium 1Gm Vial, $- ,,
17503475,Codeine Sulfate 30 Mgud Tab, $- ,,
17503483,CODEINE (TAB) 60 MG,   ,,
17503533,Hydromorphone 2Mg/Ml Cj, $- ,,
17503541,Penicillin Vk 500 Mg Tab, $- ,,
17503566,Nafcillin 1Gm Vial, $- ,,
17503574,Nafcillin Sodium 2 Gm Vial, $- ,,
17503590,Phenobarbital 60 Mg/Ml Syr., $- ,,
17503616,Heparin Sodium 100 Usyr Ml, $- ,,
17503681,Norgestrel-Ethi 0.03 Mg Tab, $- ,,
17503699,"Injection, Daunorubicin, 10 mg",   ,,
17503707,Amiodarone 200Mg Tab, $- ,,
17503764,Alprazolam 0.25 Mgud Tab, $- ,,
17503814,Alprazolam 0 .5 Mgud Tab, $- ,,
17503848,Alprazolam 1 Mgud Tab, $- ,,
17503889,Tolazamide 250 Mgud Tab, $- ,,
17503921,Clindamycin Hyd 150 Mgud Cap, $- ,,
17503954,GELATIN,   ,,
17503970,Surgifoam 12Cmx7Mm, $- ,,
17503988,Surgifoam 8X12Cmx10Mm, $- ,,
17504069,Ibuprofen 600 Mg Tab, $- ,,
17504085,Ibuprofen 400 Mg Tab, $- ,,
17504093,Clindamycin Pal 75 Mg Susp, $- ,,
17504101,Clindamycin Phophate 600Mg Vl, $- ,,
17504127,Clindamycin Phophate 300Mg Vl, $- ,,
17504135,Hydrocortisone 100 Mg Vial, $- ,,
17504143,Clindamycin 900Mg/6 Ml Vial, $- ,,
17504150,Atgam 50Mg/Ml 5 Ml Amp," $2,768 ",,
17504176,Cytarabine 500 Mg Vial, $- ,,
17504184,Alprostadil 500Mcg/Ml Amp, $- ,,
17504226,Doxorubicin 50 Mg Vial, $- ,,
17504234,Fluorouracil 50Mg/Ml 10Ml Vl, $4 ,,
17504275,Verapamil Hcl 80 Mgud Tab, $- ,,
17504325,DISOPYRAMIDE (CAP) 100 MG,   ,,
17504382,Cyclophosphamide 500Mg Vial, $91 ,,
17504416,Mutamycin 5Mg, $- ,,
17504432,Bleomycin 15 Units/Vl, $- ,,
17504531,Etoposide 20 Mg Vial, $- ,,
17504549,Kanamycin 1Gm/3Ml Vial, $- ,,
17504598,Dicloxacillin 250 Mg Cap, $- ,,
17504655,Sulfasalazine 500 Mg Tab, $- ,,
17504689,Metolazone 10 Mgud Tab, $- ,,
17504705,INDINAVIR CAP,   ,,
17504713,Nevirapine 200Mg, $- ,,
17504804,Indinavir 400mg Cap,   ,,
17504861,Prednisolone Acet 1% Ophth, $- ,,
17504952,Meperidine 25 Mg Syr Ml, $- ,,
17504960,Meperidine Hcl 50 Mg/Ml Syr, $- ,,
17504994,Meperidine 50 Mgud Tab, $- ,,
17505058,Norepinephrine 1Mg/Ml 4Ml Amp, $- ,,
17505066,Bupivacaine 0.25% Vl Ml, $- ,,
17505074,Bupivacaine Hyd .5 %Vl Ml, $- ,,
17505116,Morphine Sulfate 2Mg/Ml Syr, $- ,,
17505124,Morphine Sulf 4 Mg/Ml Syr, $- ,,
17505132,Morphine Sulf 8 Mg/Ml Syr, $- ,,
17505157,Morphine Sulfat 15 Mgsyr Ml, $- ,,
17505181,Phenylephrine Hcl 10Mg/Ml Vial, $- ,,
17505249,Pentazocine/Nal 50 Mgud Tab, $- ,,
17505256,Senna 8.6Mg Tab, $- ,,
17505264,Hydrocortisone 1 % Lot, $- ,,
17505272,Aluminum Acetate Pwd, $- ,,
17505363,"Dacarbazine, 100 mg",   ,,
17505413,Nifedipine 10 Mgud Cap, $- ,,
17505439,IMIPRAMINE (TAB) 10MG,   ,,
17505454,Baclofen 10 Mgud Tab, $- ,,
17505488,Carbamazepine 200 Mgud Tab, $- ,,
17505512,Metoprolol Tart 50 Mgud Tab, $- ,,
17505538,Terbutaline 2.5mg UD Tab,   ,,
17505553,Terbutaline 5 Mgud Tab, $- ,,
17505579,Imipramine Hcl 50 Mg Udtab, $- ,,
17505595,Imipramine Hcl 25 Mg, $- ,,
17505603,Terbutaline Inj 1Mg/Ml Vial, $- ,,
17505645,Amoxicillin 250Mg/5Ml Susp, $- ,,
17505652,Aspirin Ec 81Mg, $- ,,
17505660,Fosphenytoin 50Mg Pe/Ml 10Ml, $- ,,
17505710,Metoclopramide 10 Mgud Tab, $- ,,
17505728,Metoclopramide 10Mg/2Ml Vial, $- ,,
17505751,Glycopyrrolate 0.2 Mg/Ml 20Ml, $- ,,
17505769,Glycopyrrolate .2 Mgvl Ml, $- ,,
17505777,Guaifenesin 100Mg/5Ml 5Ml Cup, $- ,,
17505785,Guaifenesin 100Mg/5Ml 10Ml Cup, $- ,,
17505793,Guaifenesin 300 Mg/15 Ml Cup, $- ,,
17505835,Guaifenesin Dm Syrup, $- ,,
17505843,Multivitamins Ud Tab, $- ,,
17505876,Prednisone 1 Mgud Tab, $- ,,
17505983,Atenolol 100 Mgud Tab, $- ,,
17506007,Atenolol 50 Mgud Tab, $- ,,
17506064,Simethicone 40Mg/0.6 Ml Drops, $- ,,
17506080,ISOSORBIDE DINITRATE SL 2.5MG TAB,   ,,
17506114,Simethicone 80 Mg Tab, $- ,,
17506122,Aluminum Hydrox 600 Mg Liq, $- ,,
17506130,Atenolol 25Mg Tab, $- ,,
17506155,Glyburide 5 Mgud Tab, $- ,,
17506163,Furosemide 40 Mgud Tab, $- ,,
17506189,Furosemide 20 Mgud Tab, $- ,,
17506205,Nitroglycerin 2% Oint Pkt, $- ,,
17506262,Hydrocodone/Apap 5 Mgud Tab, $- ,,
17506270,Verapamil Hcl 2.5Mg/Ml 2Ml Vl, $- ,,
17506288,Haloperidol 0.5 Mgud Tab, $- ,,
17506296,Lidocaine Visc 2% 20Ml, $- ,,
17506304,Haloperidol 1 Mgud Tab, $- ,,
17506320,Haloperidol 2 Mg Udtab, $- ,,
17506346,Haloperidol 5 Mg Udtab, $- ,,
17506361,Haloperidol 10 Mg Udtab, $- ,,
17506403,Haloperidol Dec 50/Ml 1Ml Vl, $- ,,
17506411,Haloperidol Lac 5Mg/Ml Vial, $- ,,
17506445,Nelfinavir 250Mg, $- ,,
17506460,Acetaminophen 500 Mgud Tab, $- ,,
17506486,Acetaminophen 100Mg/Ml Drop, $- ,,
17506510,Acetaminophen C 36 Mgelixud, $- ,,
17506577,Propranolol 10 Mg Tab, $- ,,
17506593,Propranolol 20 Mg Ud Tab, $- ,,
17506619,Propranolol 40 Mg Ud Tab, $- ,,
17506627,Propranolol 80 Mg Tab, $- ,,
17506643,Primidone 250 Mg Tab, $- ,,
17506668,Premarin IV 25Mg Vial, $- ,,
17506718,"Estrogens,Conju 1.25 Mgud Tab", $- ,,
17506759,Propranolol 1Mg/Ml Vial, $- ,,
17506767,Levothyroxine 200 Mcg Vial, $- ,,
17506783,Levothyroxine 50Mcg Tab, $- ,,
17506791,Levothyroxine 0.1 Mgud Tab, $- ,,
17506817,Levothyroxine S .2 Mgud Tab, $- ,,
17506890,Glipizide 5 Mgud Tab, $- ,,
17506916,Glipizide 10 Mg Tab, $- ,,
17506932,Hydroxyzine Hyd 10 Mgud Tab, $- ,,
