Charge Item,CHARGE,Price
1075071,Lap Band Large I and II,9571.5
1075072,Lap Band Tubing Kit,492.5
1075073,"Sheath, Renal",565
1075074,Catheter Nephrostomy Balloon Dilation 8 and 10mm,839.5
1081070,CVC Kit 5Fr x 3 1/8 8cm Poly,341.5
1083070,Catheter Fogarty TL Embol,401
1083071,Suresound For Novasure,356.5
1089071,Reaming Rod with Ball 2.5mm,475.5
1089072,"Hook, Blunt 12mm",40
1095070,Tab-Stay 4mm,257.5
1095071,"Hook, Sharp 5mm",257.5
1115070,IV Med Infusion ED 15 min to 1 hour,227
1115071,IV Med Infusion ED Each Additional Hour,115.5
1115072,IV Med Infusion ED Subsequent Bags,115.5
1115073,IV Med Concurrent Infusion ED,227
1115074,IV Push ED Single or Initial Dose,150.5
1115075,IV Push ED Sequential Injections Of A New Medication,93
1115076,IV Push ED Additional Dose Of Same Medication,93
1115077,IV Infusion Hydration ED Up to 1 Hour,227
1115078,IV Infusion Hydration ED Each Additional Hour,115.5
1129070,"Curette, Flex 8mm",551.5
1133070,"Cutter Stapler, Contour Curved",3408.5
1135070,Reload Curved Cutter Stapler,3523.5
1135071,Cord Bugbee Disposable,475.5
1139070,Drape 3/4 Sheet Tiburon,176.5
1151070,Blunt Tip Trocar and Syringe,1446.5
1169084,Repair Kit Ash Cath,380.5
1171080,CPM Machine Daily Charge,96.5
1171083,Perineal Wash Kit Betadine,43.5
1191080,Nasal Cannula Pediatric,9.5
1191081,Humidifier Kit,11.5
1191082,Mask Oxygen Multivent,10
1191083,Mask Oxygen Non-Rebreather Adult,8
1191084,Nebulizer Adapter,18
1191085,Humidification Bottle,11.5
1191086,Tubing Corrugated 7 Feet LF,63
1191087,Tube Adapter Water Trap,15.5
1191088,Mask Adapter Intubation 22mm,5.5
1191089,Mask Aerosol Adult LF,4
1191090,Mask Tracheostomy Adult,8.5
1191091,Nebulizer WeeNeb LF,6
1191092,Lung Volume Exerciser,20.5
1191093,Filter Bacterial II 22mm Artec,9
1191094,Circuit BiPAP Disposable,64.5
1191095,Mask Full Face Large BiPAP,179.5
1191096,Mask Full Face Medium BiPAP,179.5
1191097,Humidifier Chamber,62
1191098,Resp Adult Tee Adapter,12.5
1191099,Resp Circuit Heated 5.5 Feet LF,158.5
1191100,Resp Adult PV Circuit Heated 5 Feet LF,66.5
1213080,Platelet Function Assay,98
1231080,Multi-3 Triple Lumen Extraction Device,119
1253080,Tc 99m Mebrofenin (CHOLETEC) up to 15mci,249
1253081,Tc 99m Mebrofenin (CHOLETEC) up to 15mci,249
1253082,Tc 99m Tetrofosmin (MYOVIEW) up to 40mci,340
1253083,Tc 99m Tetrofosmin (MYOVIEW) up to 40mci,340
1255081,Wipes Baby Unscented,13
1255083,Collamend Implant 7X9,4674.5
1283083,SurgiMend 13 x 25cm,17871
1283084,SurgiMend 10 x 15cm,9551
1283085,SurgiMend 5 x 6cm,1910.5
1283086,SurgiMend 6 x 12cm,4584.5
1283087,SurgiMend 10 x 10cm,6367.5
1339080,"Plate, LC-DCP 3.5mm",167.5
1385080,AFP Screening Venipuncture & Handling,23.5
1533081,"Thoracentesis, initial or subsequent",616.5
1533083,Thoracentesis with insertion of tube,699
1533085,Paracentesis Initial,454
1533087,Paracentesis Subsequent,365.5
1533089,Aspiration and/or injection of renal,752
1533091,Liver Abscess Drainage,648.5
1533093,Peritoneum Abscess Drainage,2010.5
1533095,Subphrenic Abscess Drainage,2010.5
1533097,Retroperitoneum Abscess Drainage,2010.5
1533099,Renal/Perirenal Drainage,1095
1533101,"Bone Biopsy, superficial",408
1533103,"Bone Biopsy, deep",925.5
1533105,Pleura Biopsy,451.5
1533107,Lung Biopsy,412
1533109,Liver Biopsy,616.5
1533111,Retroperitoneum or Abdomen Biopsy,704.5
1533113,Pancreas Biopsy,1492
1533115,"Spinal Puncture, Therapeutic",666.5
1533117,Breast Biopsy,550.5
1533119,Lung Drainage,821.5
1537080,Arm Cradle Laminectomy,23.5
1553080,H1N1 Vaccine Administration,71
1555080,Percuflex Ureteral Stent 6 Fr X 20 cm,390.5
1555081,Percuflex Ureteral Stent 6 Fr X 24 cm,390.5
1555082,Percuflex Ureteral Stent 6 Fr X 22 cm,390.5
1559080,Influenza A Virus Antigen,29
1559081,Influenza B Virus Antigen,29
1575080,Ciaglia Blue Rhino Trach Tray,819
1585080,Introducer Stylet 15Fr With Straight Tip,73.5
1635080,Vitamin D2 and D3 Levels,24.79
1637080,T3 Free,14.97
1639080,Levetiracetam Level,14.43
1647080,Endo Paddle Retractor 12mm,958
1657080,Colon Ring,1072
1667080,Triport Laparoscopic Instrument Port Kit,893.5
1709080,Ear Wick 9mm X 15mm Sterile,21
1719081,ROOM/BED: Admin Day,2756.5
1739100,EH Echocardiogram w/ Spect/Color Flow,1758
1765080,Balloon Catheter Tamponade,1149
1765081,Safety Touch Single Needle 16ga X 1in,11.5
1765082,Steri Drape Instrument Pouch Clear,12.5
1775080,Reload Cartridge EC45 Blue,496
1775081,Reload Cartridge EC45 White,496
1775082,Stapler Endopath EC45,972.5
1795080,Removal of FB Ear,278.5
1795081,Removal Of FB Nose,255.5
1807085,Influenza Culture Charge 2,46.5
1807086,"Helicobacter pylori Antigen, Gastric Bx",12.92
1807090,Pulse Oximetry,73.5
1807094,Arterial Puncture Non ABG,112.5
1807095,Electrocardiogram,244.5
1807131,"OB Care Visit 1, Level 2, New Pat., Term.",146.5
1807132,"OB Care Visit 1, Level 1, Est. Pat., Term.",87
1807133,"OB Care Visit 1, Level 3, New Pat., Term.",184
1807134,"OB Care Visit 1, Level 4, New Pat., Term.",238.5
1807135,"OB Care Visit 1, Level 1, New Pat., Term.",120
1807136,"OB Care Visit 1, Level 5, New Pat., Term.",293.5
1807137,"OB Care Visit 1, Level 5, Est. Pat., Term.",171
1807138,"OB Care Visit 2, Level 4, Est. Pat., Term.",129
1807139,"OB Care Visit 3, Level 3, Est. Pat., Term.",118
1807140,"OB Care Visit 5, Est. Pat., Term.",142.5
1807141,"OB Care Visit 8, Est. Pat., Term.",142.5
1807142,"OB Care Visit 11, Est. Pat., Term.",142.5
1807143,"OB Care Visit 14, Est. Pat., Term.",142.5
1807144,"OB Care Visit 1, Level 2, Est. Pat., Term.",112.5
1807145,"OB Care Visit 2, Level 1, Est. Pat., Term.",87
1807146,"OB Care Visit 2, Level 5, Est. Pat., Term.",171
1807147,"OB Care Visit 3, Level 4, Est. Pat., Term.",129
1807148,"OB Care Visit 1, Level 3, Est. Pat., Term.",118
1807149,"OB Care Visit 2, Level 2, Est. Pat., Term.",112.5
1807150,"OB Care Visit 3, Level 1, Est. Pat., Term.",87
1807151,"OB Care Visit 3, Level 5, Est. Pat., Term.",171
1807152,"OB Care Visit 6, Est. Pat., Term.",142.5
1807153,"OB Care Visit 9, Est. Pat., Term.",142.5
1807154,"OB Care Visit 12, Est. Pat., Term.",142.5
1807155,"OB Care Visit 15, Est. Pat., Term.",142.5
1807156,"OB Care Visit 1, Level 4, Est. Pat., Term.",129
1807157,"OB Care Visit 2, Level 3, Est. Pat., Term.",118
1807158,"OB Care Visit 3, Level 2, Est. Pat., Term.",112.5
1807159,"OB Care Visit 4, Est. Pat., Term.",142.5
1807160,"OB Care Visit 7, Est. Pat., Term.",142.5
1807161,"OB Care Visit 10, Est. Pat., Term.",142.5
1807162,"OB Care Visit 13, Est. Pat., Term.",142.5
1807163,"OB Care Visit 16, Est. Pat., Term.",142.5
1807257,Bronchoscopy Assist by RT,112.5
1808055,OT Attended E-Stim Charges,59.5
1808056,OT Iontophoresis Charges,73.5
1808243,OT ADL Training Charges,59.5
1808244,OT Neuromuscular Reeducation Charges,68
1808246,Wheelchair Management Charges OT,59.5
1808296,OT Ultrasound Charges,59.5
1808297,OT Therapeutic Exercise Charges,69
1808298,OT Therapeutic Activities Charges,76.5
1808303,OT Cognitive Skills Development Charges,59.5
1808304,OT Community/Work Reintegration Charges,61
1808356,Orthotic Training Charge OT,72.5
1808358,Prosthetic Training Charge OT,72.5
1808417,Orthotic/Prosthetic Check Charge OT,55
1809957,Oxygen Therapy Hours,30.5
1811762,AmnioTest,47
1812701,Kerlix Roll,15.5
1812702,Sponges 4 x 4 Tray,11.5
1812703,Kerlix Fluffs,9
1812704,Betadine Solution,11.5
1812730,Pulse Oximeter,94.5
1812731,Circuit Anesthesia  Breathing Peds,25.5
1812732,Abbocath 14g x 1-1/4,17.5
1812733,Skin Stapler,107
1812734,"Bovie Extension 6""",56.5
1812735,"Kling 2""",7.5
1812736,Steri Strips 1/2 x 4inch,17.5
1812756,Connecting Tubing 10',15.5
1812757,Lap Sponges,18
1812758,Suction Cannister,30.5
1812759,Abbocath 16g x 1-1/4,17.5
1812760,Bovie Needle Tip,28.5
1812761,"Kling 3""",8.5
1812762,Steri Strips 1/4 x 3 inch,14.5
1812763,Bovie Pad,103.5
1812779,Ear Syringe,13.5
1812780,LR IV Soln 1000ml,73.5
1812781,Surgipad (ABD),6.5
1812782,Abbocath 18g x 1-1/4,17.5
1812783,"Kling 4""",9
1812784,Steri Strips 1/4 x 4 inch,17.5
1812785,Bovie Pencil,159
1812786,"Kling 6""",17.5
1812804,"Gown, Large",39
1812805,LR IV Soln 500ml,73.5
1812806,Telfa 4 x 3,6.5
1812807,"Gown, XXL",45.5
1812808,Steri Strips  1 x 5 inch,20
1812809,IV Infusion Therapy OPS Up to 1 hour,248.5
1812810,Surgery Prep,698.5
1812811,IV Infusion Therapy OPS Add 30 min,127
1812825,Abbocath 20g x 1-1/4,17.5
1812826,NS IV Soln 1000ml,73.5
1812827,Telfa 8 x 3,7.5
1812828,Abbocath 22g x 1,17.5
1812829,Treatment Room Fee,110
1812830,Outpatient Observation,78.5
1812845,Micron Filtered Ext Set,44
1812846,NS IV Soln 500ml,73.5
1812847,Towel Pack,21
1812848,Abbocath 24g x 5/8,21
1812851,Anesthetist,110.5
1812865,Irrigation Saline 1500ml,73.5
1812866,Marking Pen,22.5
1812867,Towel Surgical X-Ray,24
1812868,"Ace Wrap 2""",7.5
1812885,Irrigation Saline 500ml,73.5
1812886,"Opsite 3 x 4""",20.5
1812887,Toothbrush,6.5
1812888,Nasal Cannula (O2),41
1812902,"Ace Wrap 3""",11.5
1812903,Irrigation Water 1500ml,73.5
1812904,Twist Drill,169
1812905,"Ace Wrap 4""",12.5
1812921,Irrigation Water 500ml,73.5
1812922,"O2 Mask, Adult",37
1812923,Trach Sponge,7.5
1812924,Adapter Leur Lock,7
1812953,IV Secondary Set,44
1812954,Peri Pads,14.5
1812955,Underpads,15
1812956,"Adaptic 3 x 8""",17.5
1812985,IV Pump Tubing 10gtt,99.5
1812986,Poole Suction Tip,25.5
1812987,Webril 3 inch Sterile,15
1812988,PRN Adapter,11.5
1813013,"Adaptic 3 x 3""",7.5
1813014,IV Pump Tubing 60gtt,44
1813015,Webril 4 inch Sterile,15.5
1813016,"Adaptic 3 x 16""",14.5
1813041,IV Start Kit,15.5
1813042,Raytec Sponges,12.5
1813043,Webril 6 inch Sterile,20
1813044,Anti Reflux Valve,61.5
1813069,Y Blood Tubing,32.5
1813070,Surgical Clippers,20
1813071,Yankauer Suction Tip Charge,24
1813072,Asepto Syringe,12.5
1813479,Webril 6 inch Sterile,20
1813613,Urine Beta Human Chorionic Gonadotropin Qualitative,39.5
1815237,Continuous Positive Airway Pressure,44.5
1815304,Peak Flow,191
1818023,PT ADL Training Charges,70
1818025,PT Community/Work Reintegration Chg,70
1818151,Attended E-Stim Charges,68.5
1818152,Iontophoresis Charges,85
1818184,Iontophoresis Patch Charges,46.5
1818262,Gait Training Charges,68.5
1818263,Orthotic Training Charges,83
1818264,Prosthetic Training Charges,83.5
1818301,Wheelchair Management Charges,68.5
1818302,Neuromuscular Reeducation Charges--SLP,395
1818468,Cryocuff Therapy Minutes PT,68.5
1818506,Ultrasound Charges,68.5
1818507,Mechanical Traction Charge,68.5
1818508,Therapeutic Exercise Charges,79.5
1818545,Therapeutic Activities Charge,88
1818547,Orthotic/Prosthetic Check Charge PT,64
1818673,Cognitive Skills Development Charges ST,68.5
1818674,Neuromuscular Re-Education Charges PT,78.5
1818675,Sensory Integration Charges ST,73
1818681,Therapeutic Exercise Charges ST,75.5
1820978,Scrotal Support,66
1822309,IV Infusion Hydration ED Up to 1 Hour,158.5
1822310,IV Infusion Hydration ED Up to 1 Hour,227
1822311,IV Infusion Hydration ED Each Additional Hour,115.5
1822312,IV Infusion Therapy Up To 1 hour-ED,180.5
1822313,IV Infusion Therapy Addl 30 Minutes-ED,83
1822349,IV Med Infusion ED Subsequent Bags,119.5
1822350,IV Med Concurrent Infusion ED,70
1822351,Injection; subcutaneous or intramuscular,48
1822352,IV Push single/initial substance/drug,136
1822388,Inj ea add'l seq IV pus new drug,83
1822389,Injection; intra-arterial,44.5
1822390,Inject; ea add seq IVP of  same subs/drug a fac,36
1822391,Psychiatric diagnostic interview examination,278.5
1822430,E.R. Surgical - Minor 1,1323
1822431,E.R. Surgical - Minor 2,1323
1822432,E.R. Surgical - Minor 3,1323
1822433,E.R. Surgical - Major 1,2756.5
1822470,E.R. Surgical - Major 2,2756.5
1822471,E.R. Surgical - Major 3,2756.5
1822602,Add'l 30 Min Increments CC > 74,238
1834881,Massage Charge Units,68.5
1834882,OT Manual Therapy Charge Units,55
1835081,Critical care evaluation and management; first 30-74 minute,497.5
1835082,Critical care evaluation and management; first 30-74 minute,497.5
1835088,Superficial temporal vein,115
1835089,Nonrebreather mask,8
1835090,Neonatal Resuscitation,345.5
1835093,OT Finger Splint Applied (Dynamic) - Rt Hand Thumb,205.5
1835094,OT Finger Splint Applied (Dynamic) - Rt Hand 5th Digit,205.5
1835095,OT Finger Splint Applied (Dynamic) - Rt Hand 4th Digit,205.5
1835096,OT Finger Splint Applied (Dynamic) - Rt Hand 3rd Digit,205.5
1835100,Posterior auricular vein,115
1835101,Nebulizer Kit,6
1835105,OT Finger Splint Applied (Dynamic) - Rt Hand 2nd Digit,205.5
1835106,OT Finger Splint Applied (Dynamic) - Left Hand Thumb,205.5
1835107,OT Finger Splint Applied (Dynamic) - Left Hand 5th Digit,205.5
1835108,OT Finger Splint Applied (Dynamic) - Left Hand 4th Digit,205.5
1835119,OT Finger Splint Applied (Dynamic) - Left Hand 3rd Digit,205.5
1835120,OT Finger Splint Applied (Dynamic) - Left Hand 2nd Digit,205.5
1835122,Frontal vein,115
1835137,Speech/Language/Voice/Auditory Charge,159.5
1835155,Massage OT,59.5
1835158,Swallow Treatment Charge,376
1835164,Wound Care (Vac) > 50 sq. cm,165.5
1835166,OT Unattended Electrical Therapy Charge,59.5
1835167,E-Stim for Wound Other Charge,68.5
1835172,Wound Care (Vac) < 50 sq. cm,165.5
1835181,Wound Care Non-Selective Debride OT,34.5
1835186,Wound Care > 50 sq. cm Charge,184.5
1835187,Wound Care Non-Selective Debride Charge,165.5
1835192,OT Evaluation Charge,168
1835197,Electrical Stim Excluding Wounds PT Chg,68.5
1835198,Unattended Electrical Therapy Charge,68.5
1835207,OT Splint Applied (Dynamic) - Rt Shoulder to Hand,205.5
1835208,OT Splint Applied (Dynamic) - Rt Forearm to Hand,235
1835209,OT Splint Applied (Dynamic) - Left Shoulder to Hand,205.5
1835210,OT Splint Applied (Dynamic) - Left Forearm to Hand,235
1835215,OT Splint Applied (Static) - Rt Forearm to Hand,176
1835216,OT Splint Applied (Static) - Left Shoulder to Hand,205.5
1835217,OT Splint Applied (Static) - Left Forearm to Hand,176
1835218,OT Finger Splint Applied (Static) - Rt Hand Thumb,118.5
1835219,Burn First degree,88.5
1835221,Group Speech Treatment,123.5
1835226,OT Finger Splint Applied (Static) - Rt Hand 5th Digit,118.5
1835227,OT Finger Splint Applied (Static) - Rt Hand 4th Digit,118.5
1835228,OT Finger Splint Applied (Static) - Rt Hand 3rd Digit,118.5
1835229,OT Finger Splint Applied (Static) - Rt Hand 2nd Digit,118.5
1835236,OT Finger Splint Applied (Static) - Left Hand Thumb,118.5
1835237,OT Finger Splint Applied (Static) - Left Hand 5th Digit,118.5
1835238,OT Finger Splint Applied (Static) - Left Hand 4th Digit,118.5
1835239,OT Finger Splint Applied (Static) - Left Hand 3rd Digit,118.5
1835244,PT Group Therapy Charge,188.5
1835245,Speech Generating Device Eval 1 Hour,191
1835250,OT Finger Splint Applied (Static) - Left Hand 2nd Digit,118.5
1835259,E-Stim for Stage III-IV Wound Charge,68.5
1835267,Nonrebreather mask,7.5
1835283,Aerosol mask,4
1835284,Swallow (Dysphagia) Evaluation Charge,622
1835292,Whirlpool Extremity OT,59.5
1835294,IV Cutdown >1year old,206.5
1835295,IV Cutdown <1year old,206.5
1835296,Intraosseus line placement,136
1835301,Respiratory Therapy Code Blue Charge,329
1835303,Selective Debridement >20 sq. cm,53.5
1835307,Tube changed,300
1835308,Selective Debridement <20 sq. cm,46
1835309,OT Splint Applied (Static) - Rt Shoulder to Hand,205.5
1835312,ParaCervical Block Anesthesia,96
1835318,Local,67.5
1835320,Epidural,282.5
1835321,Block,102.5
1835326,"Time-Triggered, Pressure-Limited, Time-Cycled Ventilation",668
1835327,"Time-Cycled, Pressure-Limited, Continuous-Flow Ventilation",668
1835328,"Synchronized, Time-Cycled, Pressure-Limited Ventilation",668
1835330,SIMV / IMV (Intermittent Mandatory Ventilation),668
1835331,PS (Pressure Support Ventilation),668
1835332,PRVC (Pressure Regulated Volume Control),668
1835333,Pressure Assist Ventilation,668
1835334,Outpatient FollowUp Assessment,73.5
1835336,Bariatric Initial Outpatient Assessment,542.5
1835337,Emergency Department Visit Level 3,496.5
1835338,Emergency Department Visit Level 3,496.5
1835343,PC (Pressure Control),668
1835344,MMV (Mandatory Minute Ventilation),668
1835345,HFPPV (High-Frequency Positive-Pressure Ventilation),668
1835346,HFOV (High-Frequency Oscillatory Ventilation),668
1835351,HFJV (High-Frequency Jet Ventilation),668
1835352,HFFI (High-Frequency Flow Interruption Ventilation),668
1835354,CMV (Continuous Mandatory Ventilation),668
1835359,BiPAP (Bilevel Positive Airway Pressure Ventilation),668
1835360,APRV (Airway Pressure Release Ventilation),668
1835362,Intermittent,403
1835363,Continuous,701.5
1835364,Microscope,671.5
1835365,Laparascope,143.5
1835370,Air mattress,297
1835372,Daily Charge,79.5
1835373,Insufflator,99
1835374,Gastroscopy,1349
1835375,Flexible Sigmoidoscopy,589.5
1835376,ERCP Scope,1227.5
1835382,Insert for Pneumothorax,665.5
1835383,Insert for NonPneumothorax,625.5
1835384,Colonoscopy Procedure,1713.5
1835385,Bronchoscope,201
1835386,Arthroscope,201
1835392,Warming Blanket,119
1835393,Sequential Compression Device,80.5
1835398,Emergency Department Visit Level 1,165.5
1835399,Emergency Department Visit Level 1,165.5
1835402,K-Pad moist heating pad,13.5
1835403,Foot pumps,80.5
1835404,CPM Machine Daily Charge,96.5
1835405,Cooling Blanket,134.5
1835406,Emergency Department Visit Level 4,827
1835407,Emergency Department Visit Level 4,827
1835408,Pulmonary Triadyne II,418.5
1835425,Apnea monitor,37
1835426,Kin Air,216
1835427,Bariatric,439.5
1835438,Irrigation,236.5
1835439,Insert Straight Cath,224.5
1835442,Emergency Department Visit Level 2,276
1835443,Emergency Department Visit Level 2,276
1835458,Emergency Department Visit Level 5,1323
1835459,Emergency Department Visit Level 5,1323
1835460,Selective Debridement <20 sq. cm OT,52.5
1835462,Splint Applied - Left Long Leg,336
1835463,PT Reevaluation Charge,109
1835464,Respiratory therapist,152
1835466,Speech Language - Extended Chg,291.5
1835467,"Strapping - Unna Boot, Right",190
1835468,"Strapping - Unna Boot, Left",190
1835469,"Strapping - Toe, Right Foot, Great Toe",86.5
1835470,"Strapping - Toe, Right Foot, 5th Digit",86.5
1835471,Therapeutic Svcs for Spch Generating Device,198.5
1835474,Thoracentesis,587
1835475,OT Group Therapy Charge,163.5
1835476,"Strapping - Toe, Right Foot, 4th Digit",86.5
1835477,"Strapping - Toe, Right Foot, 3rd Digit",86.5
1835478,"Strapping - Toe, Right Foot, 2nd Digit",86.5
1835479,"Strapping - Toe, Left Foot, Great Toe",86.5
1835480,Peritoneal Lavage,432
1835482,Pericardiocentesis,637.5
1835483,Paracentesis,348
1835484,"Strapping - Toe, Left Foot, 5th Digit",86.5
1835485,"Strapping - Toe, Left Foot, 4th Digit",86.5
1835486,"Strapping - Toe, Left Foot, 3rd Digit",86.5
1835487,"Strapping - Toe, Left Foot, 2nd Digit",86.5
1835488,Video Swallow Eval (Flexible Fiberoptic),496.5
1835490,Pacemaker Transvenous Insert,865
1835491,Pacemaker Transcutaneous,168
1835493,CPR-Cardiopulmonary Resuscitation,329
1835495,Strapping - Thorax,136
1835496,Strapping - Right Shoulder,136
1835497,Strapping - Right Knee,157
1835498,Strapping - Right Hip,203
1835501,CPAP,42
1835502,BiPAP,207
1835505,Less than 5years old,910
1835507,Strapping - Right Elbow/Wrist,119
1835508,Strapping - Right Ankle,136
1835509,Strapping - Low Back,203
1835510,Strapping - Left Shoulder,136
1835512,Small volume nebulizer,65.5
1835515,Aphasia Assessment,433.5
1835516,Strapping - Left Knee,157
1835517,Strapping - Left Hip,203
1835518,Strapping - Left Elbow/Wrist,119
1835519,Strapping - Left Ankle,136
1835523,IPPB,47
1835528,"Strapping - Finger, Right Hand, Thumb",90
1835529,"Strapping - Finger, Right Hand, 5th Digit",90
1835530,"Strapping - Finger, Right Hand, 4th Digit",90
1835531,"Strapping - Finger, Right Hand, 3rd Digit",90
1835532,Paraffin bath,68.5
1835538,Inserted,274
1835540,Speech Language Evaluation,404
1835541,Video Swallow Eval Charge (Motion),404
1835543,"Strapping - Finger, Right Hand, 2nd Digit",90
1835544,"Strapping - Finger, Left Hand, Thumb",90
1835545,"Strapping - Finger, Left Hand, 5th Digit",90
1835546,"Strapping - Finger, Left Hand, 4th Digit",90
1835549,Fluidotherapy,68.5
1835551,"Nasotracheal, right",40
1835552,"Nasotracheal, left",42
1835553,Change Gastrostomy Tube,363
1835554,OT Reevaluation Charge,94.5
1835555,"Strapping - Finger, Left Hand, 3rd Digit",90
1835556,"Strapping - Finger, Left Hand, 2nd Digit",90
