EAP,EAP Description, Avg Chg 
63601217,HC RANIBIZUMAB INJECTION, 621.00 
63601218,"HC INJECTION,ONABOTULINUMTOXINA", 14.00 
63601219,HC INFLIXIMAB INJECTION, 172.00 
63601220,HC BEVACIZUMAB INJECTION, 122.00 
63601222,HC VERTEPORFIN INJECTION, 19.00 
63601223,HC INJECTION ACETAMINOPHEN 10MG, 1.00 
63601224,HC TRIAMCINOLONE A INJ PRS-FREE, 252.00 
63601225,HC DEXAMETHASONE INTRA IMPLANT, 303.00 
63601226,HC ORAL DEXAMETHASONE, 1.00 
30003252,HC MEE COMPLEMENT C5, 67.00 
51000557,HC MEE RX & FITTING OF CONTACT LENS; BOTH EYES, 307.00 
51000558,"HC MEE RX & COMPLEX FITTING, CL, OU, NON-APH", 444.00 
51000559,"HC MEE RX & FIT CL, OU, NON-APH, SOFT SPHERIC", 130.00 
51000560,"HC MEE RX & FIT CL, OU, NON-APH, SOFT TORIC", 160.00 
51000561,"HC MEE RX & FIT CL, OU, NON-APH, GAS PERMEABLE", 160.00 
51000562,"HC MEE RX & FIT CL, OU, NON-APH, BIFOCAL", 330.00 
51000563,"HC MEE RX & FIT CL, OU, NON-APH, CUSTOM,SPECIFY", I.C 
51000564,"HC MEE RX & FIT CL, OU, NON-APH,PROSTHETIC LENS", 800.00 
51000565,HC MEE PROGRESS EXAM BEYOND FITTING PERIOD (CL), 69.00 
51000566,HC MEE CONTACT LENS FITTING, 60.00 
27001950,"HC MEE DILATOR, BALLOON PULMONARY, 15-16.5-18MM", 851.00 
76002271,HC REINSERT OCULAR IMPLANT, 3219.00 
30003275,HC MEE $0.00 LAB STAT, 0.00 
76002272,"HC INCISE INNER EYE ADHESNS,INCISN", 2941.00 
27001951,HC MEE HEAT & MOISTURE EXCHANGE SYS, 102.00 
27001952,HC MEE GEL CAP FOR TRACH VOICE PROS, 3.00 
76002274,HC INCISE/DRAIN CONJUNCTIVA, 415.00 
76002275,"HC RECONSTRUC EYELID,<2/3,ONE STAGE", 3590.00 
76002277,"HC DEBRIDE MASTOID CAVITY,COMPLEX", 879.00 
76002278,HC MYRINGOPLASTY, 780.00 
76002280,HC SMELL IDENTIFICATION TEST, 286.00 
76002281,HC DIVISION OF SYMBLEPHARON, 2352.00 
76002282,"HC REVISION OF EYELID,LATERAL", 1975.00 
76002283,"HC CREATE EARDRUM OPENING,GEN ANESTH", 1975.00 
99900193,HC MEE PT SUPPLIED / $0.00 DRUG STAT, 0.00 
76002286,"HC CAUTER TURBINATE MUCOSA,INTRAMURAL", 1974.00 
76002287,"HC FIX LID PTOSIS,FRONT MUSC,FAS SLNG", 3219.00 
76002288,HC REV LOWER EYELID EXTEN FAT PAD, 2222.00 
76002289,"HC INJECTION,ANT CHAMBER,EYE,AIR/LIQUID", 1936.00 
76002290,HC HAIR REMOV ELECTROLYSIS EA 1/2 HR, 232.00 
76002291,HC CORRECT LID RETRACTN, 2349.00 
76002292,"HC LARYNGOSCOPY,DIR,OP,EXC TUMR,LCL FLAP", 1972.00 
98300858,HCPR DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<, 1135.00 
98301197,HCPR PROF SVCS ALLG IMMNTX X W/PRV ALLGIC XTRCS NJXS, 43.00 
98301198,HCPR IV INFUSION THERAPY/PROPHYLAXIS /DX 1ST TO 1 HR, 383.00 
98301199,HCPR THERAPEUTIC PROPHYLACTIC/DX INJECTION SUBQ/IM, 112.00 
98301201,HCPR NEGATIVE PRESSURE WOUND THERAPY DME </= 50 SQ CM, 110.00 
98301204,HCPR POSTOP FOLLOW UP VISIT RELATED TO ORIGINAL PX, 0.00 
98301209,HCPR INITIAL OBSERVATION CARE/DAY 50 MINUTES, 366.00 
98301210,HCPR INITIAL OBSERVATION CARE/DAY 70 MINUTES, 504.00 
98301216,HCPR HOSPITAL DISCHARGE DAY MANAGEMENT > 30 MIN, 292.00 
98301217,HCPR INITIAL INPATIENT CONSULT NEW/ESTAB PT 40 MIN, 212.00 
98301218,HCPR INITIAL INPATIENT CONSULT NEW/ESTAB PT 55 MIN, 324.00 
98301219,HCPR INITIAL INPATIENT CONSULT NEW/ESTAB PT 80 MIN, 467.00 
98301220,HCPR INITIAL INPATIENT CONSULT NEW/ESTAB PT 110 MIN, 568.00 
76002293,HC ORBITAL IMPLANT INSERTION, 5058.00 
63601227,HC FLUOROURACIL 500MG, 17.00 
63601228,HC MORPHINE SULFATE UP TO 10MG, 6.00 
63601229,HC CIDOFOVIR INJECTION PER 375 MG, 1032.00 
99900194,HC MEE MAL-DE-DEBARQUEMENT TREATMENT, 100.00 
27001960,HC MEE FREE COMPLEMENTARY LENS, 0.01 
31000771,HC MEEI GEDI-R, 4028.00 
31000772,HC MEEI GEDI-O, 2332.00 
76002301,HC MEE REFRACTIVE AFTER ECCE, 284.00 
76002302,HC MEE PRK, 284.00 
76002303,HC MEE LASIK, 284.00 
76002304,HC MEE PARK, 284.00 
76002305,HC MEE HYPEROPIC LASIK, 284.00 
76002306,HC MEE LASEK, 284.00 
76002307,HC MEE PTK, 977.00 
76002308,HC MEE RETREAT AFTER 1 YEAR, 284.00 
76002309,HC MEE SX ELSEWHERE RETREAT, 284.00 
76002310,HC MEE REFRACTIVE SURG LASER EVAL, 80.00 
76002311,HC MEE REFRACTIVE SURG LASER EVAL SX ELSEWHERE, 80.00 
76002312,HC MEE REFRACTIVE SURG LASER EVAL 2ND OPINION, 240.00 
99900195,HC MEE LASER POST-OP, 0.00 
98301241,HCPR INJECTION SUBQ OR IM, 98.00 
63601230,HC MEE DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION, 10.00 
42000098,"HC PHYSICAL THERAPY EVALUATION, LOW COMPLEXITY", 219.00 
42000099,"HC PHYSICAL THERAPY EVALUATION, MODERATE COMPLEXITY", 219.00 
42000100,"HC PHYSICAL THERAPY EVALUATION, HIGH COMPLEXITY", 219.00 
43000108,"HC OCCUPATIONAL THERAPY EVALUATION, LOW COMPLEXITY", 219.00 
43000109,"HC OCCUPATIONAL THERAPY EVALUATION, MODERATE COMPLEXITY", 219.00 
43000110,"HC OCCUPATIONAL THERAPY EVALUATION, HIGH COMPLEXITY", 219.00 
76002324,HC MEE REVISE EYE SOCKET IMPLANT, 3124.00 
76002325,HC MEE EXCISE PHARYNX LESION, 2927.00 
76002326,HC REVISE TEAR DUCT OPENING, 415.00 
76002327,"HC EXCISION TURBINATE,SUBMUCOUS", 3012.00 
51000570,"HC HC MEE CONTACT LENS EXAM, EST", 90.00 
51000571,"HC MEE CONTACT LENS EXAM, NEW", 100.00 
76002330,HC MEE COSMETIC LASER PROCEDURE, 115.00 
76002331,"HC FIX ECTROPION,SUTURE", 2349.00 
76002332,"HC REMOVE ETHMOID SINUS, INTRANASAL, ANT", 5773.00 
30003333,HC MEE STRIATED MUSCLE ANTIBODY, 19.00 
30003334,MEE QUANT THYROGLOBULIN W/O AB, 41.00 
63601232,HC MEE VANCOMYCIN 500 MG, 7.00 
30003335,HC MEE SICKLE CELL SCREEN (SUNQUEST), 26.00 
30003336,HC MEE STRONGLOIDES IGG AB (SUNQUEST), 165.00 
76002349,HC MEE SEPTOPLASTY OR SUBMUCOUS RESECTION, 1578.00 
76002350,"HC MEE LARYNGOSCOPY DIRECT OPERATIVE, EXC TUMOR", 4469.00 
76002351,"HC PART REMOVAL TONGUE,<1/2", 5744.00 
76002352,"HC LARYNGOSCOPY,INDIRECT WITH BIOPSY", 1914.00 
76002353,HC TRANSNASAL EUSTACH TUBE INFLATE, 397.00 
76002354,"HC REMOVAL SUBMAND STONE,COMPLICATED", 3008.00 
98301248,HCPR FILL CONTOUR DEFCT >10CC, 583.00 
98301249,HCPR REM SUTURES W ANESTH SAME SURGEON, 276.00 
98301250,HCPR REM SUTURES W ANESTH OTHR SURGEON, 371.00 
98301251,HCPR I&D DEEP ABSC/HEMATOMA NECK/CHEST, 1590.00 
98301252,HCPR BIOPSY SOFT TISSUE NECK/CHEST, 742.00 
98301253,"HCPR LARYNGOSCOPY,DIRCT,OP SCOP,EXC TUMR", 1378.00 
98301254,"HCPR LARYNGOSCOPY,DIRECT,SCOPE,INJ CORDS", 1908.00 
98301255,HCPR CREATE T-E FISTULA+SPEECH PROSTHESIS, 2544.00 
98301256,"HCPR TRACH REVISION,SIMPLE", 2120.00 
98301257,HCPR SCOPE THRU TRACHEOSTOMY, 795.00 
98301258,HCPR EXCISE LIP OR CHEEK FOLD, 901.00 
98301259,HCPR INCISION OF TONGUE FOLD, 621.00 
98301260,HCPR EXCIS TONGUE FOLD, 742.00 
98301261,HCPR EXCIS FLOOR MOUTH LESION, 954.00 
98301262,HCPR PIERCE EARLOBES, 106.00 
98301263,"HCPR DEBRIDE MASTOID CAVITY,SIMPLE", 398.00 
98301264,"HCPR DEBRIDE MASTOID CAVITY,COMPLEX", 647.00 
98301265,HCPR REVISE EXTERNAL EAR, 2120.00 
98301266,HCPR MEE COSMETIC INJECTION-BOTOX, 530.00 
98301267,HCPR ANT SGM IMAGING W/MICROSCOPY ENDOTHELIAL ANALY, 133.00 
98301268,HCPR EAR MICROSCOPY EXAMINATION, 91.00 
98301269,HCPR SMELL/TASTE IDENTIFICATION TEST, 212.00 
98301270,HCPR COMPREHENSIVE HEARING TEST, 178.00 
98301271,HCPR TYMPANOMETRY, 59.00 
98301272,HCPR VISUAL AUDIOMETRY (VRA), 128.00 
98301273,HCPR CONDITIONING PLAY AUDIOMETRY, 265.00 
98301274,"HCPR EVAL,ORAL & PHARYNGEAL SWALLOW FUNCTION", 223.00 
98301275,HCPR NONINVASV OXYGEN SATUR;SINGLE, 11.00 
98301277,HCPR INTRACUTANEOUS TESTS W/ALLERGENIC EXTRACTS, 24.00 
98301279,"HCPR PROFES SVC,IMMUNOTHER,SINGLE/MULT AGS", 38.00 
98301280,HCPR NEEDLE EMG GUIDANCE FOR CHEMODENERVATION, 64.00 
98301282,"HCPR NEUROMUSC REEDUCAT,1+ AREAS, EA 15 MIN", 96.00 
98301285,HCPR INITIAL OBSERVATION CARE/DAY 30 MINUTES, 265.00 
98301286,HCPR INITL INPATIENT CONSULT NEW/ESTAB PT 20 MIN, 159.00 
76002374,HC PLACE AMNIOTIC MEMBRANE OCULAR SURFACE SUTURED, 1922.00 
30003337,HC MEE MISC. LAB, I.C 
76002375,HC REMV AURAL POLYP, 1966.00 
76002376,HC ABLATE INF TURBINATE SUPERF, 880.00 
76002377,HC FILL CONTOUR DEFECTS 1.1-5.0CC, 662.00 
76002378,HC RECONSTRUCTION OF EYELID, 3200.00 
76002379,HC LARYNGOSCOPY WITH VOCAL INJECTION, 596.00 
76002380,HC SKIN & MUSCLE REPAIR FACE, 3639.00 
76002381,HC INJECTION EYE SOCKET, 295.00 
76002382,HC BIOPSY OF TEAR GLAND, 2336.00 
76002383,HC LARYNGOSCOPY TREATMENT, 3029.00 
25001019,HC MEE SUBLINGUAL IMMUNOTHERAPY (SLIT), 274.00 
27001996,HC MEE LARYCLIP KIT, 185.00 
27001997,HC MEE FLUSHING PIPET FOR VOICE PROSTHESIS, 109.00 
27001998,HC MEE TRACH VALVE HOUSING (REUSABLE), 40.00 
27001999,HC MEE KAPIGEL SPACERS, 22.00 
27002000,HC MEE LARYSTRAP - DALE, 19.00 
27002001,HC MEE LARYSTRAP - PROVOX, 53.00 
27002002,HC MEE LARYTUBE BRUSH, 19.00 
27002003,HC MEE REUSABLE CAP FOR HME HOLDER, 133.00 
27002004,HC MEE HANDS FREE SPEAKING VALVE - FREEHANDS, 751.00 
27002005,HC MEE HANDS FREE SPEAKING VALVE - FLEXIVOICE, 938.00 
27002006,HC MEE HANDS FREE SPEAKING VALVE - ATSV KIT, 583.00 
27002007,HC MEE REPLACEMENT DIAPHRAGM - PROVOX FREEHANDS, 174.00 
27002008,HC MEE REPLACEMENT DIAPHRAGM - BS ATSV II, 151.00 
27002009,HC MEE EL BATTERY - 9 VOLT, 43.00 
27002010,HC MEE EL BATTERY - SERVOX, 133.00 
27002011,HC MEE EL ORAL ADAPTER, 51.00 
27002012,HC MEE EL SERVOX CHARGER, 369.00 
27002013,HC MEE EL 9 VOLT CHARGER, 43.00 
27002014,HC MEE EL ORAL STRAWS, 8.00 
27002015,HC MEE VOICE AMP - CHATTERVOX, 562.00 
27002016,HC MEE VOICE AMP - ADDVOX, 530.00 
27002017,HC MEE VOICE AMP - BOOMVOX, 908.00 
27002018,HC MEE VOICE AMP - SONIVOX PLUS, 653.00 
27002019,HC MEE VOICE AMP - PYLE, 80.00 
27002020,HC MEE MICRON HME, 24.00 
27002021,HC MEE XTRABASE OPTIDERM, 19.00 
27002022,HC MEE REGULAR AND FLEXIDERM, 11.00 
27002023,HC MEE STABILIBASE, 23.00 
27002024,HC MEE STABILIBASE OPTIDERM, 46.00 
27002025,HC MEE BASEPLATE (INHEALTH OR BMC), 10.00 
27002026,HC MEE SILICONE GLUE, 114.00 
27002027,HC MEE SKINTAC, 2.00 
27002028,HC MEE STOMA COVER - CLOTH, 48.00 
27002029,HC MEE STOMA COVER - FOAM, 3.00 
27002030,HC MEE EL TRUTONE, 1525.00 
27002031,HC MEE EL SERVOX, 1245.00 
27002032,HC MEE EL LIBERTY, 490.00 
27002033,HC MEE EL BLOM SINGER, 571.00 
27002034,HC MEE TEP PROVOX II, 588.00 
27002035,HC MEE TEP PROVOX VEGA, 547.00 
27002036,HC MEE TEP PROVOX VEGA XTRASEAL, 632.00 
27002037,HC MEE TEP PROVOX ACTIVALVE, 2725.00 
27002038,HC MEE PROVOX ACTIVALVE LUBRICANT, 130.00 
27002039,HC MEE TEP PROVOX NID, 217.00 
27002040,HC MEE TEP BS LOW PRESSURE, 181.00 
27002041,HC MEE TEP BS DUCKBILL, 128.00 
27002042,HC MEE TEP BS LOW PRESSURE - SPECIAL ORDER, 268.00 
27002043,HC MEE TEP BS ADVANTAGE, 711.00 
27002044,HC MEE TEP VS DUAL VALVE, 848.00 
27002045,HC MEE TEP BS CLASSIC, 526.00 
27002046,HC MEE TEP BS SPECIAL ORDER, 636.00 
27002047,HC MEE TEP INSUFFLATION TEST KIT, 58.00 
76002385,HC LABYRINTHECTOMY; TRANSCANAL, 5739.00 
76002386,HC EXCISION OR SURGICAL PLANNING OF SKIN OF NOSE FOR RHINOPHYMA, 2995.00 
42000103,HC PHYSICAL THERAPY RE-EVAL EST PLAN CARE 20 MINS, 219.00 
43000112,HC OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS, 219.00 
76002398,HC MEE COSMETIC INJECTION - RADIESSE, 122.00 
76002399,HC LARYNGOPLASTY LARYNGEAL STEN W/O STENT < 12 YRS, 437.00 
76002400,HC LARYNGOPLASTY LARYNGEAL STEN W/O STENT 12 YRS >, 437.00 
76002401,HC LARYNGOPLASTY LARYNGEAL STEN W/STENT < 12 YRS, 437.00 
76002402,HC LARYNGOPLASTY LARYNGEAL STEN W/STENT 12 YRS >, 437.00 
76002403,HC LARYNGOSCOPY FLEXIBLE ABLATJ DESTJ LESION(S) UNI, 3276.00 
76002404,HC LARYNGOSCOPY FLEXIBLE THERAPEUTIC INJECTION UNI, 2839.00 
76002405,HC LARYNGOSCOPY FLEXIBLE W/INJECTION AGMNTJ UNI, 2839.00 
76002406,HC LARYNGOPLASTY MEDIALIZATION UNLIATERAL, 874.00 
76002407,HC CRICOTRACHEAL RESECTION, 874.00 
76002408,HC LAPS ESOPHGL SPHNCTR AGMNTJ PLMT DEV CRRPL, 874.00 
76002409,HC LAPS ABLTJ UTERINE FIBROIDS W/INTRAOP US GDN, 874.00 
76002410,HC FLUORESCEIN ICG ANGRPH W/MULTIFRAME I&R UNI/BI, 1311.00 
76002411,HC INITIAL PLMT DRUG ELUTING OCULAR INSERT UNI/BI, 219.00 
76002412,HC SBSQ PLMT DRUG ELUTING OCULAR INSERT UNI/BI, 219.00 
76002413,HC INSJ AQUEOUS DRAIN DEV W/O EO RSVR INITIAL DEV, 219.00 
76002414,HC INSJ AQUEOUS DRAIN DEV W/O EO RSVR EACH ADDL DEV, 219.00 
76002415,HC REMOVE COLLORD CYST WITH SCOPE, 4627.00 
76002416,HC CORNEAL TRANSPLANT, 5198.00 
63601256,HC MEE HEPARIN FLUSH 3ML, 2.00 
76002418,HC REMOVAL OF ESOPHAGEAL SPHINCTER AUGMENTATION DEVICE, 874.00 
51000572,HC MEE CL NEW EXAM MASSHEALTH ONLY, 64.00 
30003345,HC MEE BACTERIA PCR, 366.00 
27002048,"HC MEE GENERATOR, NEUROSTIMULATOR", I.C 
27002049,HC MEE LEAD NEUROSTIMULATOR, I.C 
27002050,HC MEE PATIENT PROGRAMMER, I.C 
99900253,HC MEE LIPIFLOW SERVICE, 530.00 
30003346,HC MEE MGH RESIDENT CONSULT, 971.00 
76002419,HC REPLACE EYE FLUID, 4910.00 
63601257,HC KETOROLAC TROMETHANE INJ 15 MG, 7.00 
76002420,"HC EXCIS CHALAZION, GEN ANESTHESIA", 2281.00 
76002421,"HC FIX LID PTOSIS, FASANELLA-SERVAT", 2281.00 
76002422,HC PREP FACE/ORAL PROST AURICULAR, 5720.00 
76002423,HC REDN OVERCORRECTN OF LID PTOSIS, 2336.00 
76002424,HC EXCISION OF TONSIL TAGS, 5739.00 
76002425,"HC RECONSTRUCTION,EXT AUDITORY CANAL", 5739.00 
76002426,"HC FIX LID PTOSIS,FRONTALIS MUSC,SUT", 2336.00 
76002427,"HC EXCISION BRACH CLFT CYST,SUPERFICIAL", 2994.00 
27002052,HC MEE DISPOSABLE CANISTER FOR PUMP, I.C 
27002053,HC MEE NEG PRES WOUND THER DRSG SET, I.C 
27002054,HC MEE SERVICE LAB FEE – IN HOUSE HA REPAIR, 53.00 
63601258,HC MEE CEFTAZIDIME PER 500MG, 19.00 
63601259,HC MEE FOSCARNET INTRAVITREAL INJ 2400 MCG/0.1 ML CMPD, 574.00 
99900254,HC MEE STAT LOW VISION AID, I.C 
30003352,HC MEE ASSAY OF FOLIC ACID (SEND OUT ONLY), 73.00 
30003353,HC MEE SUSCEPTIBILITY (SEND OUT ONLY), 69.00 
30003354,HC MEE THYROTROPIN BINDING INHIBITORY IMMUNOGLOBUILN (SEND OUT ONLY), 106.00 
30003355,HC MEE D PTERONYSSINUS IGE (SEND OUT ONLY), 32.00 
30003356,HC MEE BACTERIAL ID AEROBIC (SEND OUT ONLY), 79.00 
30003361,HC MEE VITAMIN B6 QUEST, 200.00 
63601260,HC MEE ONDANSETRON PER 1MG TABLET, 1.00 
76002438,"HC NASAL/SINUS ENDOSCOPY,W/DILAT FRONTAL SINUS OSTIUM", 4898.00 
76002439,"HC STEREOTACTIC COMP ASSIST PROC,CRANIAL,EXTRADURAL", 263.00 
29000052,HC EARMOLD RECEIVER, I.C 
76002446,HC MEE COSMETIC INJECTION - SCULPTRA, 115.00 
76002447,HC MEE COSMETIC INJECTION - UNLISTED, 115.00 
76002448,HC MEE COSMETIC INJECTION - PR PERLANE, 115.00 
76002449,HC I&D DEEP ABSC NECK/CHST+RIB CUT, 2632.00 
30003365,"HC MEE ANTIRETINAL AB, IHC", 345.00 
76002450,HC MEE UNLISTED LAPAROSCOPIC PX ABD PERTONEUM & OMENTUM, 5515.00 
27002060,HC MEE PUNC PLUG PERMA HYDROGEL, 80.00 
63601263,HC CIPROFLOXACIN OTIC SUSP 6 MG, 526.00 
27002062,HC MEE FIBRILLAR, 137.00 
76002455,HC FILL CONTOUR DEFCT <1 CC, 659.00 
76002456,"HC CORNEAL TRANSPLANT, PEN, PSEUDOAPHAK", 5181.00 
27002063,HC MEE MEROCEL 5.5 CM, 22.00 
27002064,HC MEE MEROCEL 10 CM, 6.00 
76002458,HC SHIRMER TEST, 45.00 
76002459,HC FILL CONTOUR DEFCT <1CC, 659.00 
76002460,"HC CORNEAL TRANSPLANT,PEN,PSEUDOAPHAK", 5181.00 
76002461,HC INCISION OF LIP FOLD, 420.00 
63601265,"HC HYALURONIDASE RECOMBINANT, 1 USP UNIT", 2.00 
27002112,HC MEE BRUDER EYE MASK, 53.00 
61000154,HC MRA ANGIO LOWER EXTREM, 878.00 
30003402,HC MEE MITOCHONDRIAL AB (AMA), 14.00 
63601270,"HC MEE INJECTABLE AGENT FOR VOCAL CORD, 0.1 ML", 1325.00 
63600501,HC MEE RITUXIMAD INTRAVITREAL INJ 1 MG/0.1 ML, 86.00 
30003404,HC MEE NMO/AQP4 (SEND OUT), 626.00 
30003405,HC MEE HEP B REAL TIME PCR (SEND OUT), 371.00 
30003406,HC MEE HSV PCR CSF (SEND OUT), 400.00 
30003407,HC MEE FUNGAL SUSCEPTIBILITIES (SEND OUT), 255.00 
30003408,HC MEE CMV PCR (SEND OUT), 399.00 
76002470,HC EX TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM, 1787.00 
27002114,HC MEE MAGNETIC LEVATOR PROSTHESIS MLP, 80.00 
30003412,HC MEE FUNGAL SUSCEPTIBILITY (SEND OUT), 69.00 
76002473,"HC OCULAR SURF RECONST, AMNIOTIC TRANSPLANT, MULTIPLE LAYERS", 5029.00 
76002474,HC EXCIS/DEST INTRANAS LESION; EXT APP, 2896.00 
63601277,HC ILUVIEN 0.19MG IMPLANT FLUOCINOLONE ACET, 13992.00 
76002475,"HC LARYNGOSCOPY, DIRECT FOR ASPIRATION", 1951.00 
63601278,"HC MEE INTEGRA MATRIX 10""X 12.5""", 4770.00 
63601281,HC FLUOROURACIL 500MG/10ML INTRAVENEOUS SOL, 17.00 
63601282,HC HYALURONIDASE 150 UNIT/ML INJECTION SOL, 158.00 
32000436,HC RADIOLOGIC EXAM ABDOMEN 1 VIEW, 114.00 
32000437,HC RADIOLOGIC EXAM ABDOMEN 2 VIEWS, 114.00 
32000438,HC RADIOLOGIC EXAM ABDOMEN 3+ VIEWS, 114.00 
32000439,HC RADIOLOGIC EXAM CHEST SINGLE VIEW, 114.00 
32000440,HC RADIOLOGIC EXAM CHEST 2 VIEWS, 114.00 
32000441,HC RADIOLOGIC EXAM CHEST 3 VIEWS, 114.00 
32000442,HC RADIOLOGIC EXAM CHEST 4+ VIEWS, 114.00 
76002479,HC MUSC MYOQ/FSCQ FLAP HEAD&NECK W/NAMED VASC PEDCL, 3598.00 
76002482,HC PDT DSTR PRMLG LES SKN ILLUM/ACTIVJ BY PHYS/QHP, 110.00 
76002489,HC MIDFACE FLAP W/PRESERVATION OF VASCULAR PEDICLES, 3598.00 
76002490,HC NASAL/SINUS NDSC W/LIG SPHENOPALATINE ARTERY, 2993.00 
76002491,HC NASAL/SINUS NDSC TOT W/FRNT SINS EXPL TISS RMVL, 2993.00 
76002492,HC NASAL/SINUS NDSC TOTAL WITH SPHENOIDOTOMY, 2993.00 
76002493,HC NASAL/SINUS NDSC TOT W/SPHENDT W/SPHEN TISS RMVL, 2993.00 
76002494,HC NASAL/SINUS NDSC W/FRONTAL & SPHEN SINS DILATION, 2993.00 
76002495,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/LAPS MOBLJ, 8539.00 
76002496,HC ESOPHAGECTOMY DISTAL 2/3 W/LAPAROSCOPIC MOBLJ, 8539.00 
76002497,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ, 8539.00 
76002498,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/LAPS MOBLJ, 8539.00 
76002499,HC ESOPHAGECTOMY DISTAL 2/3 W/LAPAROSCOPIC MOBLJ, 8539.00 
76002500,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ, 8539.00 
76002501,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/LAPS MOBLJ, 8539.00 
76002502,HC ESOPHAGECTOMY DISTAL 2/3 W/LAPAROSCOPIC MOBLJ, 8539.00 
76002503,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ, 8539.00 
76002504,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/LAPS MOBLJ, 8539.00 
76002505,HC ESOPHAGECTOMY DISTAL 2/3 W/LAPAROSCOPIC MOBLJ, 8539.00 
76002506,HC ESOPHAGECTOMY TOTAL NEAR TOTAL W/THRSC MOBLJ, 8539.00 
76002507,HC DEBRIDEMENT PRMLG HYPERKERATOTIC LES W/PDT, 110.00 
30003485,HC MEE ID SUSCEPTIBILITY UNI TEX, 26.00 
76002508,"HC MEE REVISE CONJUNC, CONJUNC GRFT", 3162.00 
76002509,"HC MEE EXPLORE EYE SOCKET,REMV LESN", 2308.00 
27002140,HC MEE PUNC PLUG 7 DAYS SOFT PLUG COLLAGEN, 17.00 
27002141,HC MEE PUNC PLUG 180 DAYS SOFT PLUG EXT DURATION, 46.00 
76002516,HC MEE REMOVAL OF GUM TISSUE, 2960.00 
76002517,"HC MEE NASAL/SINUS ENDOSCOPY,OPEN MAXILL SINUS", 2994.00 
76002518,"HC MEE NASAL/SINUS ENDOSCOPY, RMV TISS MAXILL SINUS", 2994.00 
76002519,"HC EXCIS NASAL DERMOID,SIMPLE,SUBCUT", 2960.00 
76002520,"HC FIX ECTROPION,THERMOCAUT", 2308.00 
76002521,HC REPAIR NASAL CAVITY STENOSIS, 5674.00 
30003500,HC MEE NMO/AQP4 FACS, 557.00 
30003501,"HC MEE MOG, FACS", 557.00 
30003502,HC MEE FUNGAL DETECT PCR, 497.00 
30003503,HC MEE NON TB PCR, 338.00 
30003504,HC MEE MTB PCR COMPLEX, 224.00 
30003505,HC MEE CRMP-5 IGG WESTERN BLOT, 241.00 
63600502,HC MEE INJ TOCILIZUMAB PER 1 MG, 11.00 
99900303,HC MEE FREE LATERA, 0.01 
76002527,HC VERMILIONECTOMY LIP SHV, 1939.00 
27002152,HC MEE ACELL/MATRISTEM/CYSTAL PER SQ CM, 159.00 
27002153,HC MEE LATERA SUPPLY CHG, I.C 
99900304,HC MEE DISPENSING OF LOANER/RENTAL HEARING AID, I.C 
99900305,HC MEE RETURN OF LOANER/RENTAL HEARING AID, I.C 
99900306,HC MEE LOANER/RENTAL HEARING AID REPAIR/NO RETURN FEE, 265.00 
99900307,HC MEE LOANER/RENTAL BONE ANCHORED HEARING AID REPAIR/NO RETURN FEE, 1060.00 
27002154,HC MEE JAW IMPLANT, I.C 
99900308,HC MEE AUDIOLOGY HEARABLES, I.C 
27002155,HC MEE GLAUCOMA IMPLANT - XEN GEL STENT, I.C 
76002540,HC MEE DOA RESECTION - INTRAORAL APPROACH, 2608.00 
76002541,HC DRAINAGE SUBLING SALIVARY CYST, 2960.00 
76002543,"HC NASAL/SINUS ENDOSCOPY,W/DILAT SPHENOID SINUS OSTIUM", 314.00 
27002170,HC MEE SPONSOR PAID COCHLEAR, 1.00 
76002547,HC MEE BIOPSY OF CORNEA, 1792.00 
36000442,HC MEE LUXTURNA CHARGE, 30000.00 
76002551,HC IMPLANT EYE DRUG SYSTEM, 4595.00 
25001016,HC MEE HEALON HYALURONATE SODIUM  0.85ML, 135.43 
25001017,HC MEE PROVISC 10MG/ML 0.85ML, 55.03 
25001018,HC MEE VISCOAT 40-30MG/ML 0.5ML, 50.00 
25009998,ACETAMINOPHEN (10 MG/ML) IVPB, 36.02 
25009998,ACETAMINOPHEN IV SYR NEO_PED_MGH_MEE_BWH, 27.14 
25009998,ACETYLCHOLINE CHLORIDE 1 % (10 MG/ML) INTRAOCULAR KIT, 64.35 
25009998,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION, 0.80 
25009998,AZTREONAM 1 GRAM SOLUTION FOR INJECTION, 25.90 
25009998,"BACITRACIN 50,000 UNIT INTRAMUSCULAR SOLUTION", 9.54 
25009998,BENZALKONIUM CHLORIDE 1:750 TOPICAL SOLUTION, 3.75 
25009998,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION, 0.92 
