CDM NO,DISPENSED DESCRIPTION,PRICE,TYPE,NOTE
78275302,SCREW HERBERTBONE 3MMX26MMTITN,"1,321.00",0,
78275310,SCREW HERBERTBONE 3MMX28MMTITN,"1,390.00",0,
78275427,GWAMP SUPSTIFF.035INX180CMX6CM,261.00,0,
78275435,GWAMP SUPSTIFF.035INX260CMX6CM,307.00,0,
78275823,STENT BIL RX 10FRX7CM PLASTIC,475.00,0,
78275906,CATH BIL 5.8FX180CMX6MMX.035IN,"1,279.00",0,
78275922,CATH 5.8FX180CMX8MMX11AX.035IN,885.00,0,
78276011,GW ANGLED TIP .025INX150CMX3CM,206.00,0,
78276045,GW ANGLED TIP .035INX180CMX3CM,302.00,0,
78276052,GW ANGLED TIP .035INX260CMX3CM,326.00,0,
78276086,CATH INFUS5FX100CMX10CMX.038IN,504.00,0,
78276094,CATH INFUS GW .035INX145CMX6CM,"1,095.00",0,
78276102,CATH INFUS GW .035INX145CMX9CM,"1,095.00",0,
78276110,CATH INFUS GW.035INX145CMX12CM,"1,095.00",0,
78276144,GW SMVESSEL ANGTIP.018INX150CM,243.00,0,
78276151,GW SMVESSEL ANGTIP.018INX180CM,"1,646.00",0,
78276169,GW SMVESSL STRGTTP.018INX150CM,388.00,0,
78276201,GW STIFF SHAFT.035INX180CMX3CM,339.00,0,
78276243,GW STIFF SHAFT.035INX260CMX3CM,363.00,0,
78276268,GW LONG TAPER .035INX150CMX8CM,261.00,0,
78276433,PASSER CATH SUBQ 60CM,623.00,0,
78276607,CLAMP LT CERV SPINE STARLOCK,"3,007.00",0,
78276680,TRACHEAL UNCUFF5MMX9.4MMX65MM,238.00,0,
78276987,SHUNT ASSEMBLY REG 120CM LF,"13,838.00",0,
78277068,SCREW HERBERTBONE 3MMX18MMTITN,"1,321.00",0,
78277241,KWIRE 0.8MMX70MM TITN,308.00,0,
78277258,KWIRE 1.25MMX150MM TITN,491.00,0,
78277415,SCREW SCHANZ SDRILL20X4/3X80MM,887.00,0,
78277480,ELBOW RAD HEAD MOD STEM 7.5MM,"9,044.00",0,
78277514,SCREW CANC STARLOCK 3.5MMX16MM,617.00,0,
78277605,SCREW LOCK 1.8MMX5MM TITN 4MM,206.00,0,
78277910,GW HIGH TORQUE .035INX145CM,578.00,0,
78277977,PLATE MAND FRACT 6H 2.7MM TITN,"1,029.00",0,
78278025,PLATE MAND FX 35MMX45DEG TITN,860.00,0,
78278223,PACER JUDE IDENTITY SR 5172,"24,433.00",0,
78278371,PIN APEX HALF 5MM X 150MM,728.00,0,
78278397,GW  RADPQ SUPERSOFT.012-.014IN,471.00,0,
78278629,PLATE Z 100DEG MAXILLOFAC TITN,590.00,0,
78279197,PLEURAL CATH CHEST CAVITY15.5F,526.00,0,
78279338,LEAD CAPTURE ACTIVE FIX 52CM,"1,356.00",0,
78279346,LEAD CAPTURE ACTIVE FIX 45CM,"1,492.00",0,
78279361,LEAD CAPTURE ACTIVE FIX 58CM,"1,216.00",0,
78279411,DILATOR BOUGIE ESOPHAGEAL 32FR,721.00,0,
78279429,DILATOR BOUGIE ESOPHAGEAL 34FR,721.00,0,
78279437,DILATOR BOUGIE ESOPHAGEAL 36FR,721.00,0,
78279445,DILATOR BOUGIE ESOPHAGEAL 38FR,721.00,0,
78279452,DILATOR BOUGIE ESOPHAGEAL 40FR,888.00,0,
78279460,DILATOR BOUGIE ESOPHAGEAL 44FR,"1,025.00",0,
78279478,DILATOR BOUGIE ESOPHAGEAL 46FR,"1,025.00",0,
78279494,DILATOR BOUGIE ESOPHAGEAL 52FR,"1,219.00",0,
78279502,DILATOR BOUGIE ESOPHAGEAL 60FR,"1,634.00",0,
78279999,PACER JUDE AFFINITYSR 5130L,"24,514.00",0,
78280047,PACER JUDE INTEGRTYMICROSR5136,"24,433.00",0,
78280286,SCREW PERIPHERAL 5MMX25MM,302.00,0,
78280997,IMMOBILIZER SHLDR 7.5INX13IN,85.00,0,
78281003,IMMOBILIZER SHLDR W/FOAM  MED,85.00,0,
78281011,IMMOBILIZER SHLDR W/FOAM LG,85.00,0,
78281037,SPLINT WRIST COCKUP RT UNIV,71.00,0,
78281045,SUPPORT WRIST/ARM LT LOOP 10IN,71.00,0,
78281219,CATH FEM COR JUD LT5 7FX100CML,163.00,0,
78281227,CATH FEM COR AL III 7FX100CML,163.00,0,
78281235,CATH HIFLOW AMP MPA2 7FX100CM,129.00,0,
78281268,CATH FEM COR BYPASS 7FX100CML,163.00,0,
78281284,GW STRGT SUPERSOFT.014INX300CM,847.00,0,
78281391,CATH PIGTL5FRX110CMX.035IN,59.00,0,
78282290,CATH VENT PIGTAIL 6SH 6FX110CM,80.00,0,
78282837,SCREW HEADED 48MM,486.00,0,
78282951,CATH FEM JUD LT 6FX3.5MMX100CM,72.00,0,
78282985,CATH FEM JUD RT 6FX4MMX100CM,86.00,0,
78283041,CATH DX AMPLATZ RT 6FRX100CM,180.00,0,
78283066,CATH FEM AMP LT 6FX1MMX100CM,72.00,0,
78283074,CATH FEM AMP LT 6FX2MMX100CM,76.00,0,
78283082,CATH FEM AL 3 PLUS TL 6FX100CM,39.00,0,
78283132,CATH DX INT MAMMARY 6FX100CM,83.00,0,
78283157,CATH FEM COR BYPSS LT 6FX100CM,72.00,0,
78283199,CATH VENT PIGTL145DEG 5FX110CM,206.00,0,
78283389,PACER JUDE IDENTITYDR 5370,"33,151.00",0,
78283405,PACER JUDE IDENTITYXLDR 5376,"33,151.00",0,
78283413,PACER JUDE IDENTITYADXDR 5380,"31,190.00",0,
78283488,GW FIX CORE STRGT .025INX145CM,93.00,0,
78283710,PACER JUDE AFFINITY 5430,684.00,0,
78284221,TRAY CATH ACUTE DBL LUMEN 20CM,466.00,0,
78284809,GW HIGH PERFORM .025INX450CM,804.00,0,
78284825,CATH DUAL LUMEN PRECURVED 23CM,"1,514.00",0,
78285772,PATELLA 32MM X 8.5MM NEXGEN,"3,700.00",0,
78285806,PLATE TIB STEMMED41MMX62MMX2MM,"6,157.00",0,
78285814,PLATE TIB STEMMED42MMX66MMX3MM,"6,157.00",0,
78285822,PLATE TIB STEMMED46MMX74MMX5MM,"11,005.00",0,
78285830,PLATE TIB STEMMED50MMX74MMX6MM,"7,354.00",0,
78285848,PLATE TIB STEMMED50MMX82MMX7MM,"6,157.00",0,
78285913,BLOCK FEM AUGMNT POST SZ E 5MM,"4,885.00",0,
78285921,BLOCK FEM AUGMNT DIST SZ E 5MM,"4,885.00",0,
78286713,CEMENT BONE RADIOPAQUE 40G,528.00,0,
78286747,INTROD PERCUT LEAD 1CHMBR10.5F,336.00,0,
78286812,CAGE SPINE POST LUMBAR 9MMX9MM,"14,710.00",0,
78286820,CAGE SPINEPOSTLUMB9MMX9MMX21MM,"12,029.00",0,
78287026,CATH INTERVENTION MICRO 2.8FR,"2,970.00",0,
78287265,STEM FEM SIZE 2 ACCOLADE TMZF,"16,834.00",0,
78287273,STEM HIP SIZE 3 ACCOLADE PLUS,"16,834.00",0,
78287281,STEM HIP SIZE 4 ACCOLADE PLUS,"14,431.00",0,
78287703,DEVICE ANGIOSEAL CLOSURE 6FR,"1,255.00",0,
78288073,DRESSING WOUND 5INX5IN ALLEVYN,39.00,0,
78288446,SLEEVE KNEE FEM POROUS 31MM,"11,442.00",0,
78288511,HEAD FEM V40 28MM X 4IN,"1,001.00",0,
78288545,HEAD FEM V40 28MM X 12IN,"1,308.00",0,
78288586,HIP CENTRL MOD TYPE A 13MM,583.00,0,
78288750,GW STRGT TIP .025INX150CMX3CM,257.00,0,
78288768,GW ANGLED TIP .038INX150CMX3CM,183.00,0,
78288776,GW ANGLED TIP .035INX150CMX3CM,376.00,0,
78289600,BANDAGE 4 LAYER PROFORE,112.00,0,
78289642,COLLAGEN URO CONTIGEN 2.5CC,"1,905.00",0,
78290152,PEG KIT 20FR ENDOVIVE W/LIDO,265.00,0,
78290475,CATH BIL 24FX3CMX1.7MMX.035IN,"1,201.00",0,
78290988,ROD SPINAL 3.2MM X 120MM TITN,"1,419.00",0,
78290996,ROD TITN3.2MM240MMX3.2MMX240MM,"2,430.00",0,
78291028,SET SCREW FOR VERTEX SET TITN,620.00,0,
78291051,SCREW MULTIAXEL3.5MMX14MM TITN,"5,111.00",0,
78291069,SCREW MULTIAX 3.5MMX16MM TITN,"5,111.00",0,
78291077,SCREW MULTIAXEL3.5MMX18MM TITN,"5,003.00",0,
78291085,SCREW MULTIAXEL3.5MMX20MM TITN,"5,105.00",0,
78291093,SCREW MULTIAXEL3.5MMX22MM TITN,"5,105.00",0,
78291101,SCREW MULTIAXEL3.5MMX24MM TITN,"5,003.00",0,
78291226,SCREW S TAP CANC 4MMX14MM,"2,007.00",0,
78291242,SCREW S TAP CANC 4MMX16MM,"1,737.00",0,
78291325,PLATE ANTERIOR CERV 23MM TITN,"9,279.00",0,
78291689,CROSSLINK CONNECT SPINE VERTEX,741.00,0,
78291705,SCREW VARI ANG 4MMX14MM TITN,"1,405.00",0,
78291721,SCREW VARI ANG 4.5MMX14MM TITN,"1,573.00",0,
78291838,LEAD SPRINT DEFIB W/INTRODR 9F,"35,956.00",0,
78291861,TUBE ENDOTRACH UNCUFFED SZ 6,238.00,0,
78291895,ENDOTRACH UNCUFF CANN SZ 6,231.00,0,
78291903,ENDOTRACH CUFF LOW PRESS SZ6,250.00,0,
78292448,SCREW DRILL FLEXIBLE 25MM,825.00,0,
78292463,SCREW DRILL FLEXIBLE 50MM,480.00,0,
78292711,SYRINGE INFL BAL 0 28ATM10CC,316.00,0,
78292935,CENTRALIZER INVISIBLE DIST13MM,500.00,0,
78292950,SCREW SPHERICAL HEAD 1.5X6.5MM,592.00,0,
78292968,SCREW SPHERICAL HEAD 2X6.5MM,592.00,0,
78292976,SCREW SPHERICAL HEAD 2.5X6.5MM,676.00,0,
78292984,SCREW SPHERICAL HEAD 3X6.5MM,592.00,0,
78292992,SCREW SPHERICAL HEAD 3.5X6.5MM,592.00,0,
78293008,SCREW REFLECT SPHERE HEAD 40MM,592.00,0,
78293057,ACETAB 20DEG 28MMX46-48MM SZ D,"12,446.00",0,
78293065,ACETAB 20DEG 28MMX50-52MM SZ E,"8,436.00",0,
78293081,ACETAB 20DEG 32MMX50-52MM SZ E,"5,375.00",0,
78293099,ACETAB 20DEG 32MMX54-56MM SZ F,"4,954.00",0,
78293107,ACETAB 20DEG 32MMX58-60MM SZ G,"6,855.00",0,
78293131,ACETAB 20DEG 36MMX54-56MM SZ F,"2,632.00",0,
78293149,ACETAB 20DEG 36MMX58-60MM SZ G,"5,169.00",0,
78293198,TIB BASEPLATE NONPOROUS RT 2MM,"6,276.00",0,
78293206,TIB BASEPLATE NONPOROUS RT 7MM,"6,276.00",0,
78293453,SLING FEMALE FORM FITTING,"5,422.00",0,
78293479,POSTERIOR CMPNT RT SZ 6 PROFIX,"5,166.00",0,
78293602,SCREW F THRD 5MMX20MM TITN,597.00,0,
78293610,SCREW F THRD 5MMX25MM TITN,597.00,0,
78293628,SCREW F THRD 5MMX30MM TITN,577.00,0,
78293636,SCREW F THRD 5MMX35MM TITN,597.00,0,
78293669,SCREW F THRD 5MMX45MM TITN,597.00,0,
78293677,SCREW F THRD 5MMX60MM TITN,597.00,0,
78293685,SCREW F THRD 5MMX65MM TITN,597.00,0,
78293693,SCREW F THRD 5MMX70MM TITN,597.00,0,
78293701,SCREW F THRD 5MMX75MM TITN,577.00,0,
78293727,SCREW CAPTURE RECON 6.4MMX100M,"1,190.00",0,
78293735,SCREW CAPTURE RECON 6.4MMX90MM,"1,324.00",0,
78293743,SCREW CAPTURE RECON 6.4MMX95MM,"1,192.00",0,
78293750,SCREW CAPTURED FTHRD 5MMX25MM,994.00,0,
78293768,SCREW CAPT HEX TITAN 5MMX50MM,787.00,0,
78293776,SCREW CAPTURED HEX 5MMX60MM,709.00,0,
78293784,SCREW CAPTURED 5MMX80MM GOLD,709.00,0,
78293933,FEM OR TIB NAIL13MMX32CMTRIGEN,"6,477.00",0,
78294105,PULSE GEN NEUROSTIM SYNERGY,"64,583.00",0,
78294113,PULSEGEN NEUROSTIM VERSITALSYN,"58,917.00",0,
78294238,GRFT BONE PROTEIN W/4SPONGE SM,"20,395.00",0,
78294246,GRFT BONE PROTEIN W/4SPONGE MD,"15,394.00",0,
78294675,PUMP URINARY SPHINCTER CONTROL,"13,891.00",0,
78294691,ENDOPROSTHESIS URETH 3.0CM,"25,469.00",0,
78294709,ENDOPROSTHESIS URETH 1.5CM,"12,528.00",0,
78294725,RESERVR PENOSCROTAL W/COAT65ML,"5,043.00",0,
78294774,DEFIB GEM III DUAL CHAMBER        1,"33,469.00",0,
78295003,SET INTRODR 8FRX.038INX20CM,327.00,0,
78295284,CENTRALIZER DISTAL 13MM VERSYS,580.00,0,
78295458,TRACH SNGL CANN 7MMX9.6MMX80MM,122.00,0,
78295821,HEAD FEM 28MM X +3.5MM VERSYS,"4,278.00",0,
78296092,TAPE TRANS VAGINAL W/MESH BLUE,"4,242.00",0,
78296266,PLATE FIXED 25MM X 10MM TITN,"6,119.00",0,
78296274,PLATE 5.5MMX28-30MM TITN,"7,946.00",0,
78296282,PLATE 5.5MMX3MM-34MM TITN,"8,264.00",0,
78296290,PLATE FIX MULTI ANG 34MMX36MM,"9,282.00",0,
78296308,PLATE 5.5MMX36-39MM TITN,"9,282.00",0,
78296316,PLATE 5.5MMX39-45MM TITN,"9,282.00",0,
78296324,CROSSLINK LOW PROF 5.5X45-58MM,"9,282.00",0,
78296423,SCREW CORTICAL 3.5MM X 14MM,197.00,0,
78296431,SCREW CORTICAL 3.5MM X 28MM,197.00,0,
78296449,SCREW CORTICAL 3.5MM X 16MM,197.00,0,
78296456,SCREW CORTICAL 3.5MM X 18MM,197.00,0,
78296464,SCREW CORTICAL 3.5MM X 20MM,197.00,0,
78296472,SCREW CORTICAL 3.5MM X 22MM,197.00,0,
78296480,SCREW CORTICAL 3.5MM X 24MM,197.00,0,
78296498,SCREW CORTICAL 3.5MM X 26MM,197.00,0,
78296514,SCREW CORTICAL 3.5MM X 30MM,199.00,0,
78296522,SCREW CORTICAL 3.5MM X 32MM,199.00,0,
78296530,SCREW CORTICAL 3.5MM X 34MM,199.00,0,
78296548,SCREW CORTICAL 3.5MM X 38MM,199.00,0,
78296563,SCREW CORTICAL 3.5MM X 42MM,199.00,0,
78296597,SCREW CORT FULLTHRD 3.5MMX48MM,199.00,0,
78296613,SCREW CANC FULL THRD 4MMX16MM,174.00,0,
78296621,SCREW CANC FULL THRD 4MMX18MM,174.00,0,
78296639,SCREW CANC FULL THRD 4MMX20MM,174.00,0,
78296688,SCREW CANC FULL THRD 4MMX50MM,207.00,0,
78296704,SCREW LAG CANC 4.0MM X 30MM,281.00,0,
78296712,SCREW CANN FULL LAG 4MMX35MM,219.00,0,
78296852,SUTURE TRANSVAG POLYBUTESTER,"3,373.00",0,
78297199,CATH VENTRIC 1.4MMX2.7MMX14CM,"3,679.00",0,
78297397,SCREW DOUBLE HEX LOCK TSRH,221.00,0,
78297801,SUTURE PUSH CATCH 25CM CAPIO,"1,608.00",0,
78297900,SUTURE POLYESTER 48IN CAPIO,136.00,0,
78297918,SUTURE POLYES TC 26MM1/2 36IN,"1,040.00",0,
78297975,ROD PRECUT/BENT 5.5MMX6MM TITN,"1,352.00",0,
78297983,ROD PRECUT/BENT 5.5MMX7CM TITN,"2,305.00",0,
78297991,CONNECTOR NEURO 6MM TITN,"4,517.00",0,
78298015,SCREW TSRH-3D 5.5MMX25MM TITN,"1,627.00",0,
78298072,SCREW TSRH-3D 5.5MMX40MM TITN,"1,790.00",0,
78298080,SCREW TSRH-3D 5.5MMX45MM TITN,"1,683.00",0,
78298130,SCREW TSRH-3D 6.5MMX40MM TITN,"1,790.00",0,
78298148,SCREW TSRH-3D 6.5MMX45MM TITN,"1,683.00",0,
78298247,BOLT T CONNECT 5.5MMX6MM TITN,"6,593.00",0,
78298270,OSTEOSET RESORBABLE BEAD 25CC,"5,368.00",0,
78298296,BEAD RESORB MINI STD CURE 5CC,"3,133.00",0,
78298692,MID URETH SLING NO SIZE,"4,608.00",0,
78298833,ORTHOSPHERE INTERPOS 5CC,"11,790.00",0,
78298866,SCREW BONE 2.6MM X 5MM LF,508.00,0,
78298874,SCREW BONE 2.6MM X 7MM LF TITN,508.00,0,
78298957,ROD COMMERICALLY PURE  IV,"2,290.00",0,
78299021,SCREW BREAK OFF FOR M-8 TITN,770.00,0,
78299344,PUTTY ALLOMATIX INJ 5CC,"3,977.00",0,
78299518,TUBE TRACH MICROLARYNGEAL 6MM,30.00,0,
78299831,GW THRD SEXTANT SHARP TIP,515.00,0,
78299856,ROD PREBENT SEXTANT 4.5MMX45MM,"3,393.00",0,
78299864,ROD PREBENT SEXTANT 5.5MMX50MM,"3,393.00",0,
78299930,ROD PRECUT/BENT 5.5MMX40MMTITN,"1,090.00",0,
78299948,ROD PRECUT/BENT 5.5MMX60MMTITN,"2,527.00",0,
78299971,SCREW MULTI AXIAL 4.5MMX40MM,"6,400.00",0,
78299997,SCREW MULTI AXIAL 5.5MMX40MM,"6,400.00",0,
78300001,SCREW MULTI AXIAL 5.5MMX45MM,"6,400.00",0,
78300019,SCREW MULTI AXIAL 5.5MMX50MM,"6,400.00",0,
78300027,SCREW MULTI AXIAL 6.5MMX45MM,"6,400.00",0,
78300035,SCREW MULTI AXIAL 6.5MMX35MM,"5,863.00",0,
78300043,SCREW MULTI AXIAL 6.5MMX40MM,"5,863.00",0,
78300050,SCREW MULTI AXIAL 6.5MMX50MM,"8,289.00",0,
78300084,SCREW MULTI AXIAL 7.5MMX45MM,"6,400.00",0,
78300159,PUTTY ALLOMATIX DISTAL RAD 3CC,"4,143.00",0,
78300175,CEMENT BONE ALLOMATRIX 5CC,"1,516.00",0,
78300894,SCREW FXD ANGLED S TAP 4X14MM,"1,694.00",0,
78300951,SCREW VARIABLE ANGLE 4X13MM,"1,456.00",0,
78300969,SCREW VARI ANG TITAN 4X14MM,"1,562.00",0,
78300985,SCREW FXD ANGLED S TAP 4X15MM,"1,456.00",0,
78301017,SCREW BONE SELF TAP 3.5MMX13MM,"1,374.00",0,
78301678,SCREW BREAK OFF M4 DEG SPINAL,948.00,0,
78301702,LORDOTIC ADD ON SMALL 14MM,"25,443.00",0,
78301728,CAGE CENTER SMALL 5MM SM,"12,528.00",0,
78301785,SPINAL CAGE LT 16MMX20MMX26MM,"19,972.00",0,
78301892,TRACH UNCUFF12.2MMX7.6MMX81MM,238.00,0,
78301918,TRACH CUFF 12.2X7.6X79MM SZ9,260.00,0,
78302734,PENILE RESERVOIR 60CC TITAN,"6,757.00",0,
78302791,WIRE GUIDE 1.5MMX14IN NITINOL,199.00,0,
78302908,PENILE RESERVOIR 75CC TITAN,"6,621.00",0,
78303070,CYLINDER AND PUMP SCROTAL 14CM,"25,741.00",0,
78303369,SCREW HIGH TORQUE 1.5X4MM,373.00,0,
78303377,SCREW CROSS DRIVE 1.5MM X 6MM,332.00,0,
78303716,BODY DURA II CYLINDER 12MM DIA,"18,498.00",0,
78304169,LOCK NUT STD VANTAGE SYSTEM,"1,132.00",0,
78304177,STAPLE THORASIC ROSTRAL STD,"8,167.00",0,
78304185,STAPLE THORASIC CAUDAL TITN,"8,167.00",0,
78304342,SLING 4CM X 7CM,"6,253.00",0,
78304763,PATELLAR OVAL DOME 32MM,"3,660.00",0,
78304771,PATELLAR OVAL DOME 41MM LG,"3,660.00",0,
78304789,KNEE PFCSIG/RD/DOME 3PEG 32MM,"3,511.00",0,
78304797,KNEE PFCSIG/RD/DOME 3PEG 35MM,"3,198.00",0,
78305067,PLATE CERVICAL ANTERIOR 82.5MM,"13,136.00",0,
78305166,GW FIX CORE STRGT .035INX145CM,78.00,0,
78305349,GW  .035INX145CMX20CMX6CM,194.00,0,
78305836,SCREW CORT 70MMX20MM 3MMX3.3MM,352.00,0,
78305844,SCREW CORT 80MMX35MMX3X3.3MM,338.00,0,
78306495,SCREW CORT 150MMX50MMX6MMX5MM,593.00,0,
78308004,GRFT VASC 7MMX45CM ARTEGRAFT,"5,663.00",0,
78308079,CATH PERITIONEAL W/GW8FX.035IN,234.00,0,
78308095,CATH 2LUMEN HEP CARTON 12F 6IN,466.00,0,
78308525,STAPLE LIGAMENT SPIKED 11X20MM,487.00,0,
78308590,PIN OSTEOTOMY GUIDE 2.4MM,455.00,0,
78308608,PIN OSTEOTOMY GUIDE 3.0MM,419.00,0,
78308616,SCREW CANN SHEATHED 8MMX23MM,776.00,0,
78308624,SCREW CANN SHEATHED 10MMX23MM,776.00,0,
78308632,SCREW CANN FTHRD 10MMX28MM,776.00,0,
78308640,SCREW BIO-TENODESIS 4.0MMX10MM,"1,446.00",0,
78308657,SCREW BIO-TENODESIS 5.5MMX45MM,"1,446.00",0,
78308665,SCREW BIO-TENODESIS 7.0MM,"1,446.00",0,
78308855,DART MENISCALCHONDRL1.3MMX18MM,386.00,0,
78308913,SCREW BIOINT DELTATPD10MMX35MM,"1,056.00",0,
78308921,SCREW BIOINT DELTATPD11MMX35ML,"1,056.00",0,
78309218,MATERIAL STAPLE LINE PROX 75,765.00,0,
78309267,CATH ASH SPLIT 14FR X 28CM,"2,268.00",0,
78309275,CATH ASH SPLIT 14FR X 32CM,"2,090.00",0,
78309291,CATH ASH SPLIT 14FR X 50CM,940.00,0,
78309515,CLIP FALLOPIAN TUBE FILSHIE,433.00,0,
78310372,SCREW CANC ANK160X90MMX6MMX5MM,531.00,0,
78311891,STENT BIL 7MMX40MMX80CM SMART,"8,604.00",0,
78311958,STENT BIL 8MMX40MMX80CM SMART,"8,604.00",0,
78311966,STENT BIL 8MMX60MMX80CM SMART,"8,604.00",0,
78312014,STENT BIL 9MMX80MMX80CM SMART,"1,802.00",0,
78312071,STENT BIL 10X40MMX80CM SMART,"8,961.00",0,
78312105,STENT BIL CONTROL 10X80MMX80CM,"1,802.00",0,
78312154,STENT BIL 7FX12X30X80CM SMART,"2,303.00",0,
78312162,STENT BIL 7FX12X40X80CM SMART,"2,303.00",0,
78312170,STENT BIL 7FX12X60X80CM SMART,"2,303.00",0,
78312188,STENT BIL 7FX12X80X80CM SMART,"2,303.00",0,
78312220,STENT BIL 7FX14X40X80CM SMART,"2,303.00",0,
78312246,STENT BIL 7FX14X60X80CM SMART,"2,303.00",0,
78312261,STENT BIL 7FX14X80X80CM SMART,"2,303.00",0,
78312592,WRAP WRIST NEOPRENE BLACK,70.00,0,
78313996,SET TRANSCRICOTHYROTOMY 3.5MM,684.00,0,
78314648,CATH BAL PTCA DIL 10INX4IN,"1,198.00",0,
78314663,CATH BAL PTCA DIL 6INX4IN,"1,446.00",0,
78315207,CATH BIPOLAR VOLUMETRIC 5FR,366.00,0,
78315306,GWIRE CUTTING ACCESS .025IN,995.00,0,
78315587,DRAIN WOUND 10FRX5INX12IN,115.00,0,
78315942,SUTURE SIZE 25 STEEL 18IN,5.00,0,
78315959,SUTURE SIZE 26 STEEL 18IN,52.00,0,
78315967,SUTURE SIZE 28 STEEL 18IN,52.00,0,
78320827,PLATE CERVICAL 4 HOLE 22MM,"2,741.00",0,
78320835,PLATE CERVICAL 4 HOLE 24MM,"2,741.00",0,
78320884,PLATE CERVICAL 6 HOLE 40MM,"3,285.00",0,
78320892,PLATE CERVICAL 6 HOLE 43MM,"3,285.00",0,
78320926,PLATE CERVICAL 8 HOLE 55MM,"3,950.00",0,
78320934,PLATE CERVICAL 8 HOLE 61MM,"3,950.00",0,
78320967,PLATE CERVICAL 10 HOLE 70MM,"1,635.00",0,
78321007,SCREW UNICORTICAL 14MM TITN,"1,636.00",0,
78321866,HINGE TOE FLEX W/GROM SM SZ 1,"4,331.00",0,
78321874,HINGE TOE FLEX W/GROM SM SZ 3,"5,835.00",0,
78321882,TOE FLEX HINGE SM STEM SZ 0,"5,835.00",0,
78322351,ENDO INTROD20MMX120CMX6FX102CM,"1,632.00",0,
78322369,ENDO INTROD25MMX120CMX6FX102CM,"1,701.00",0,
78322385,ENDO INTROD35MMX120CMX6FX102CM,"1,553.00",0,
78322401,CATH DRN W/LOCK PIGTL 16FX23CM,504.00,0,
78324035,SHEATH SAFE LEAD INTRODR 9FR,414.00,0,
78324050,SCREW SET INTRAMEDULLARY S/S,592.00,0,
78324068,SCREW HIP 135DEG16MMX21CM,"3,770.00",0,
78324290,GW RING TORQUE .038INX125CM,144.00,0,
78324415,GRFT MATRIX DURAL CRAN 2X2IN,"1,904.00",0,
78325313,SUTURE 5-0 VICRYL P-3 18IN,27.00,0,
78325438,DRAIN WOUND ROUND PERF 15FR,220.00,0,
78326188,FEM BASEPLATE SZ1 LT KNEE,"11,169.00",0,
78326295,PACER KAPPA SR KSR701 MEDTRON,"24,514.00",0,
78326311,PACER KAPPA SR KSR901 MEDTRON,"28,329.00",0,
78326386,COLLAR C-T CUSTOM MOLDED,663.00,0,
78326394,COLLAR SEMIRIGID CUSTOM MOLDED,683.00,0,
78326402,COLLAR CERV OCCIPIT/MANDIBULAR,"2,612.00",0,
78326469,SUTURE PLN L102/R-203 3-0 54IN,19.00,0,
78326501,BRACE KNEE HNGD JOINT ADJ BAR,"3,133.00",0,
78326543,BRACE ANK/FT ORTHOSIS CUSTOM,385.00,0,
78326550,BRACE ANK/FT POST SOLID CUSTOM,948.00,0,
78326667,WALKER ANKLE FT TIB FX PREFAB,"1,144.00",0,
78326725,JOINT DORSI/PLANTAR FLEX,373.00,0,
78326964,BRACE THIGH LACER MOLDED,"2,599.00",0,
78327004,PELVIC CONTROL LOWER EXTREMITY,"1,643.00",0,
78327012,PELVIC HIP JOINT ADJUSTABLE,822.00,0,
78327277,SPLINT HUMERAL FX PREFAB,818.00,0,
78327301,BOOT WALKING PNEUMATIC,545.00,0,
78327343,DEXTROSE 5PER IV INJ 1000ML,379.00,0,
78327350,DEXTROSE 5PER 500ML INJ,316.00,0,
78327368,IV D5W 250ML   L5102,316.00,0,
78327376,IV D10W 1000ML L5200,379.00,0,
78327384,DEXTROSE 10PER 250ML INJ,5.00,0,
78327418,NACL 0.9 DEX 5PER 1000ML IV,379.00,0,
78327426,NACL 0.45 DEX 5PER 1000ML IV,379.00,0,
78327434,IV D5 0.33NACL1000ML L6140,379.00,0,
78327442,NACL 0.20 DEX 5PER 1000ML IV,379.00,0,
78327459,NACL 0.2PER W/ 5PER DEX 500ML,316.00,0,
78327475,IV 0.45NACL 5PER DEX 1000ML,11.00,0,
78327582,NACL IV 0.9 PERCENT 1000ML,379.00,0,
78327590,NACL IV 0.9 PERCENT 500ML,316.00,0,
78327608,NACL 0.9 250ML IV INJ,316.00,0,
78327616,NACL 0.45 1000ML IV,379.00,0,
78327624,IV 0.45 NACL 500ML L8021,316.00,0,
78327673,WATER 1000ML IV EXCEL,6.00,0,
78328093,LIGATURE V SEALER DIVIDR14.6IN,"2,339.00",0,
78328259,STENT BIL FLEXIMA 7FR X 5CM,578.00,0,
78328267,STENT BIL 7FR X 7CM,588.00,0,
78328275,STENT BIL 7FR X 10CM,639.00,0,
78328309,STENT BIL 10FR X 7CM,647.00,0,
78328317,STENT BIL 10FR X 10CM,709.00,0,
78328325,STENT BIL 10FR X 12CM,684.00,0,
78328341,LIGATURE SPEED BAND FOR LITHO,"1,961.00",0,
78328390,DILATE ESOPH GW 24-30FX8-10MM,"1,103.00",0,
78328408,DILATE ESOPH GW 30-36FX10-12MM,"1,283.00",0,
78328416,DILATOR ESOPH GW 36-40.5-45FR,"6,135.00",0,
78328424,DILATOR ESOPH GW 45-49.5-54FR,"1,283.00",0,
78328432,DILATOR ESOPH GW 54-57-60FR,"1,283.00",0,
78328440,STENT W/PERMALUME 10CMX60CM,"8,716.00",0,
78328457,STENT W/PERMALUME 10CMX80CM,"8,445.00",0,
