Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010066|magnesium citrate oral solution||10939010433|10.73||
WS SERVICE AREA|25010066|medroxyPROGESTERone 10 mg tablet||59762374202|4.40||
WS SERVICE AREA|25010066|medroxyPROGESTERone 2.5 mg tablet||00009006404|18.16||
WS SERVICE AREA|25010066|medroxyPROGESTERone 2.5 mg tablet||00555087202|4.40||
WS SERVICE AREA|25010066|megestrol 40 mg tablet||63739016510|4.40||
WS SERVICE AREA|25010066|megestrol 40 mg tablet||00904357161|4.40||
WS SERVICE AREA|25010066|methadone 5 mg/5 mL oral solution||00000005295|4.40||
WS SERVICE AREA|25010066|methadone 5 mg/5 mL oral solution||00054355563|290.00||
WS SERVICE AREA|25010066|methadone 10 mg tablet||00406577162|4.40||
WS SERVICE AREA|25010066|methadone 10 mg tablet||00406577123|4.40||
WS SERVICE AREA|25010066|methadone 5 mg tablet||00406575562|4.40||
WS SERVICE AREA|25010066|methazolAMIDE 50 mg tablet||00781107101|27.77||
WS SERVICE AREA|25010066|methocarbamol 500 mg tablet||63739016610|4.40||
WS SERVICE AREA|25010066|methocarbamol 500 mg tablet||70010075405|4.40||
WS SERVICE AREA|25010066|methocarbamol 500 mg tablet||70010075401|4.40||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||00143129205|4.40||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||31722053401|4.40||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||76385012401|4.40||
WS SERVICE AREA|25010066|methocarbamol 750 mg tablet||70010077005|4.40||
WS SERVICE AREA|25010066|methyldopa 250 mg tablet||51079020001|4.40||
WS SERVICE AREA|25010066|methyldopa 500 mg tablet||51079020101|4.40||
WS SERVICE AREA|25010066|methylphenidate 5 mg tablet||00406114201|5.30||
WS SERVICE AREA|25010066|methylphenidate 5 mg tablet||57664022888|4.40||
WS SERVICE AREA|25010066|metoclopramide 10 mg tablet||51079088820|4.40||
WS SERVICE AREA|25010066|metoclopramide 10 mg tablet||63739029310|4.40||
WS SERVICE AREA|25010066|metoclopramide 5 mg tablet||63739048110|4.40||
WS SERVICE AREA|25010066|metoclopramide 5 mg tablet||00093220405|4.40||
WS SERVICE AREA|25010066|metoprolol tartrate 100 mg tablet||51079080201|4.40||
WS SERVICE AREA|25010066|metoprolol tartrate 50 mg tablet||51079080101|4.40||
WS SERVICE AREA|25010066|metroNIDAZOLE 250 mg tablet||51079021620|4.40||
WS SERVICE AREA|25010066|metroNIDAZOLE 250 mg tablet||50111033302|4.40||
WS SERVICE AREA|25010066|miconazole nitrate 2 % topical cream||00472073514|10.14||
WS SERVICE AREA|25010066|mineral oil oral||54162019016|4.40||
WS SERVICE AREA|25010066|minocycline 100 mg capsule||65862021150|12.31||
WS SERVICE AREA|25010066|minocycline 100 mg capsule||00591569550|12.31||
WS SERVICE AREA|25010066|minocycline 50 mg capsule||00591569401|12.32||
WS SERVICE AREA|25010066|minoxidil 10 mg tablet||68084020511|4.40||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||68084020401|12.29||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||68084020411|12.29||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||00591564201|4.40||
WS SERVICE AREA|25010066|minoxidil 2.5 mg tablet||49884025601|5.67||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||00054023755|6.13||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||00054023763|308.13||
WS SERVICE AREA|25010066|morphine 10 mg/5 mL oral solution||68094000162|11.82||
WS SERVICE AREA|25010066|morphine 15 mg immediate release tablet||00054023524|6.59||
WS SERVICE AREA|25010066|morphine 15 mg immediate release tablet||00054023525|4.40||
WS SERVICE AREA|25010066|nadolol 20 mg tablet||00781118101|24.86||
WS SERVICE AREA|25010066|nadolol 20 mg tablet||69097086707|24.58||
WS SERVICE AREA|25010066|nadolol 20 mg tablet||51079081201|44.88||
WS SERVICE AREA|25010066|nadolol 40 mg tablet||51079081301|26.19||
WS SERVICE AREA|25010066|neomycin 500 mg tablet||50383056510|4.94||
"WS SERVICE AREA|25010066|niacin ER 250 mg capsule,extended release||00904062960|0.55||"
"WS SERVICE AREA|25010066|niacin ER 500 mg capsule,extended release||00904063160|0.55||"
WS SERVICE AREA|25010066|niacin 500 mg tablet||00904227260|0.55||
WS SERVICE AREA|25010066|NIFEdipine 10 mg capsule||00228249710|7.74||
WS SERVICE AREA|25010066|NIFEdipine 10 mg capsule||69315021101|7.74||
WS SERVICE AREA|25010066|nitroglycerin 0.4 mg sublingual tablet||00071041813|9.03||
WS SERVICE AREA|25010066|nitroglycerin 2 % transdermal ointment||00281032608|9.99||
WS SERVICE AREA|25010066|nortriptyline 10 mg capsule||68084003111|4.40||
WS SERVICE AREA|25010066|nortriptyline 10 mg capsule||51672400105|4.40||
WS SERVICE AREA|25010066|nortriptyline 25 mg capsule||68084003211|4.40||
WS SERVICE AREA|25010066|nortriptyline 25 mg capsule||51672400205|4.40||
WS SERVICE AREA|25010066|nortriptyline 25 mg capsule||51079080420|4.40||
"WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical cream||51672128901|127.24||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical cream||51672128902|190.97||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical ointment||00472016615|126.91||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00603148158|8.88||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||66689003701|7.25||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||66689003750|11.17||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||50383058716|8.88||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00000005564|8.88||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||00000005572|8.88||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/mL oral suspension||60432053716|8.88||"
"WS SERVICE AREA|25010066|nystatin 500,000 unit tablet||53489040001|9.52||"
"WS SERVICE AREA|25010066|nystatin 500,000 unit tablet||00093098301|10.30||"
"WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream||00168008115|811.60||"
"WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream||51672126301|811.60||"
"WS SERVICE AREA|25010066|nystatin-triamcinolone 100,000 unit/gram-0.1 % topical ointment||51672127201|811.60||"
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg tablet||68084040011|4.40||
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg tablet||00603497521|4.40||
WS SERVICE AREA|25010066|oxyCODONE-acetaminophen 5 mg-325 mg tablet||00406051262|9.93||
WS SERVICE AREA|25010066|oxyCODONE-acetaminophen 5 mg-325 mg tablet||68084035511|10.04||
WS SERVICE AREA|25010066|oxymetazoline 0.05 % nasal spray||00904571130|3.72||
WS SERVICE AREA|25010066|oxymetazoline 0.05 % nasal spray||10939041433|0.55||
WS SERVICE AREA|25010066|oxymetazoline 0.05 % nasal spray||00904676130|6.36||
WS SERVICE AREA|25010066|penicillin V potassium 250 mg/5 mL oral solution||00093412774|107.30||
WS SERVICE AREA|25010066|penicillin V potassium 250 mg tablet||00781120501|4.98||
WS SERVICE AREA|25010066|penicillin V potassium 500 mg tablet||00781165501|4.40||
WS SERVICE AREA|25010066|perphenazine 2 mg tablet||00781104613|14.25||
WS SERVICE AREA|25010066|perphenazine 2 mg tablet||00378535001|12.66||
WS SERVICE AREA|25010066|perphenazine 2 mg tablet||52536016201|12.66||
WS SERVICE AREA|25010066|perphenazine 4 mg tablet||00781104713|9.74||
WS SERVICE AREA|25010066|perphenazine 4 mg tablet||00591410201|8.66||
WS SERVICE AREA|25010066|phenazopyridine 100 mg tablet||42192080101|19.58||
WS SERVICE AREA|25010066|phenazopyridine 100 mg tablet||10135062001|11.53||
WS SERVICE AREA|25010066|phenazopyridine 200 mg tablet||68084029311|8.70||
WS SERVICE AREA|25010066|phenazopyridine 200 mg tablet||42192080201|14.50||
WS SERVICE AREA|25010066|PHENobarbital 20 mg/5 mL (4 mg/mL) oral elixir||00000005239|4.71||
WS SERVICE AREA|25010066|PHENobarbital 16.2 mg tablet||63739020010|4.40||
WS SERVICE AREA|25010066|PHENobarbital 16.2 mg tablet||00603516521|4.40||
WS SERVICE AREA|25010066|PHENobarbital 32.4 mg tablet||63739020110|4.40||
WS SERVICE AREA|25010066|PHENobarbital 64.8 mg tablet||00603516721|4.40||
WS SERVICE AREA|25010066|PHENobarbital 97.2 mg tablet||00603516821|4.40||
WS SERVICE AREA|25010066|phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir||00000005240|26.50||
WS SERVICE AREA|25010066|phenylephrine 0.25 % nasal spray||00024134803|17.94||
WS SERVICE AREA|25010066|phenylephrine 0.5 % nasal spray||00024135301|25.98||
WS SERVICE AREA|25010066|phenylephrine 1 % nasal drops||24385039010|14.40||
WS SERVICE AREA|25010066|phenytoin 125 mg/5 mL oral suspension||00000005185|31.32||
WS SERVICE AREA|25010066|phenytoin 125 mg/5 mL oral suspension||60432013108|247.43||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||62756040201|4.40||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||68084037611|4.40||
WS SERVICE AREA|25010066|phenytoin sodium extended 100 mg capsule||51079090501|4.40||
WS SERVICE AREA|25010066|pindolol 5 mg tablet||00378005201|9.57||
WS SERVICE AREA|25010066|pindolol 5 mg tablet||57664065588|6.38||
WS SERVICE AREA|25010066|potassium chloride 20 mEq oral packet||76439034310|43.82||
WS SERVICE AREA|25010066|potassium chloride 20 mEq oral packet||69543037901|73.97||
"WS SERVICE AREA|25010066|potassium chloride ER 10 mEq tablet,extended release||00378456105|4.40||"
"WS SERVICE AREA|25010066|potassium chloride ER 10 mEq tablet,extended release||00574027505|4.40||"
WS SERVICE AREA|25010066|potassium iodide 1 gram/mL oral solution||00245000331|4.40||
WS SERVICE AREA|25010066|prazosin 1 mg capsule||51079063001|13.14||
WS SERVICE AREA|25010066|prazosin 5 mg capsule||51079063201|6.25||
WS SERVICE AREA|25010066|predniSONE 1 mg tablet||00054873925|5.04||
WS SERVICE AREA|25010066|predniSONE 20 mg tablet||59746017506|4.40||
WS SERVICE AREA|25010066|predniSONE 20 mg tablet||00591544301|4.40||
WS SERVICE AREA|25010066|predniSONE 20 mg tablet||00143973801|4.40||
WS SERVICE AREA|25010066|predniSONE 5 mg tablet||59746017206|4.40||
WS SERVICE AREA|25010066|predniSONE 5 mg tablet||63739051810|4.40||
WS SERVICE AREA|25010066|predniSONE 5 mg tablet||00054872425|4.40||
WS SERVICE AREA|25010066|primaquine 26.3 mg tablet||00024159601|12.22||
WS SERVICE AREA|25010066|primidone 250 mg tablet||00603537221|4.40||
WS SERVICE AREA|25010066|primidone 250 mg tablet||68084020311|4.40||
WS SERVICE AREA|25010066|probenecid 500 mg tablet||00378015601|8.31||
WS SERVICE AREA|25010066|prochlorperazine maleate 10 mg tablet||51079054201|4.40||
WS SERVICE AREA|25010066|prochlorperazine maleate 10 mg tablet||59746011506|4.40||
WS SERVICE AREA|25010066|promethazine 6.25 mg/5 mL oral syrup||60432060805|4.40||
WS SERVICE AREA|25010066|promethazine 6.25 mg/5 mL oral syrup|Q0169|60432060804|53.04||
WS SERVICE AREA|25010066|promethazine 12.5 mg tablet||68382004001|4.40||
WS SERVICE AREA|25010066|promethazine 12.5 mg tablet|Q0169|68084015401|4.40||
WS SERVICE AREA|25010066|promethazine 25 mg tablet||68084015511|4.40||
WS SERVICE AREA|25010066|promethazine 50 mg rectal suppository||00713013212|64.82||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 250 mg tablet||87701040738|0.55||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 250 mg tablet||00904052260|0.55||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052360|0.55||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052361|0.55||
WS SERVICE AREA|25010066|ascorbic acid (vitamin C) 500 mg tablet||00904052372|0.55||
WS SERVICE AREA|25010066|propantheline 15 mg tablet||00054472125|10.88||
WS SERVICE AREA|25010066|propranolol 20 mg/5 mL (4 mg/mL) oral solution||00054372763|478.50||
WS SERVICE AREA|25010066|propranolol 10 mg tablet||23155011001|4.40||
WS SERVICE AREA|25010066|propranolol 10 mg tablet||00603548221|4.40||
WS SERVICE AREA|25010066|propranolol 20 mg tablet||23155011101|4.40||
WS SERVICE AREA|25010066|propranolol 40 mg tablet||00603548421|4.40||
WS SERVICE AREA|25010066|propylthiouracil 50 mg tablet||67253065110|6.53||
WS SERVICE AREA|25010066|pseudoephedrine 30 mg tablet||45802043262|0.55||
WS SERVICE AREA|25010066|pseudoephedrine 30 mg tablet||00904633860|0.55||
WS SERVICE AREA|25010066|pseudoephedrine 30 mg tablet||00904505359|0.55||
WS SERVICE AREA|25010066|pseudoephedrine 60 mg tablet||00904512559|0.55||
WS SERVICE AREA|25010066|pyrazinamide 500 mg tablet||61748001211|47.09||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 100 mg tablet||00904051860|4.40||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 100 mg tablet||74312000650|4.40||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 50 mg tablet||79854020030|4.40||
WS SERVICE AREA|25010066|pyridoxine (vitamin B6) 50 mg tablet||00904052060|4.40||
WS SERVICE AREA|25010066|quiNIDine sulfate 200 mg tablet||00185434601|4.40||
WS SERVICE AREA|25010066|aspirin 81 mg chewable tablet||63739043401|0.55||
WS SERVICE AREA|25010066|aspirin 81 mg chewable tablet||00904404073|0.55||
WS SERVICE AREA|25010066|raNITIdine 15 mg/mL oral syrup||00121472710|27.68||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||00536105301|0.55||
WS SERVICE AREA|25010066|aspirin 325 mg tablet||66553000101|0.55||
"WS SERVICE AREA|25010066|aspirin 325 mg tablet,delayed release||00904201380|0.55||"
"WS SERVICE AREA|25010066|aspirin 325 mg tablet,delayed release||57896092101|0.55||"
"WS SERVICE AREA|25010066|aspirin 81 mg tablet,delayed release||49348098015|0.55||"
"WS SERVICE AREA|25010066|aspirin 81 mg tablet,delayed release||63739052210|0.55||"
WS SERVICE AREA|25010066|aspirin 300 mg rectal suppository||00574703412|2.33||
WS SERVICE AREA|25010066|aspirin 600 mg rectal suppository||00574703612|1.21||
"WS SERVICE AREA|25010066|potassium, sodium phosphates 280 mg-160 mg-250 mg oral powder packet||60258000601|4.40||"
WS SERVICE AREA|25010066|ARIPiprazole 2 mg tablet||59148000613|215.56||
WS SERVICE AREA|25010066|QUEtiapine 50 mg tablet||68084053111|22.48||
WS SERVICE AREA|25010066|QUEtiapine 50 mg tablet||50268063111|22.44||
WS SERVICE AREA|25010066|QUEtiapine 50 mg tablet||00904663961|4.40||
WS SERVICE AREA|25010066|QUEtiapine 400 mg tablet||68084053511|34.12||
WS SERVICE AREA|25010066|capsaicin 0.1 % topical cream||41167075142|63.17||
WS SERVICE AREA|25010066|capsaicin 0.1 % topical cream||61787044302|144.85||
"WS SERVICE AREA|25010066|ranolazine ER 500 mg tablet,extended release,12 hr||61958100301|45.23||"
WS SERVICE AREA|25010066|lubiprostone 24 mcg capsule||64764024060|14.95||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg oral powder packet||66825004720|8.34||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg oral powder packet||04142000040|8.34||
"WS SERVICE AREA|25010066|fluticasone propionate 50 mcg/actuation nasal spray,suspension||10939076444|71.63||"
"WS SERVICE AREA|25010066|fluticasone propionate 50 mcg/actuation nasal spray,suspension||49348018243|71.63||"
WS SERVICE AREA|25010066|insulin lispro protamine-lispro 100 unit/mL (75-25) subcutaneous susp||00002751101|17.80||
WS SERVICE AREA|25010066|selenium 50 mcg tablet||00904316260|4.40||
WS SERVICE AREA|25010066|atenolol 100 mg tablet||51079068501|4.40||
WS SERVICE AREA|25010066|atenolol 25 mg tablet||00781107801|4.40||
WS SERVICE AREA|25010066|atenolol 25 mg tablet||51079075901|4.40||
WS SERVICE AREA|25010066|atenolol 25 mg tablet||51079075920|4.40||
WS SERVICE AREA|25010066|atenolol 50 mg tablet||62584046711|4.40||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00067011748|0.55||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00603021120|0.55||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||69618003206|0.55||
WS SERVICE AREA|25010066|simethicone 125 mg chewable tablet||00043011748|0.55||
WS SERVICE AREA|25010066|simethicone 80 mg chewable tablet||63739022510|0.55||
"WS SERVICE AREA|25010066|simethicone 40 mg/0.6 mL oral drops,suspension||00904589430|7.44||"
WS SERVICE AREA|25010066|simple syrup||00395266116|118.32||
WS SERVICE AREA|25010066|sodium bicarbonate 650 mg tablet||66553000801|0.55||
WS SERVICE AREA|25010066|sodium chloride 1 gram tablet||00223176001|4.40||
WS SERVICE AREA|25010066|sodium chloride 1 gram tablet||00223176002|4.40||
WS SERVICE AREA|25010066|sorbitol 70 % solution||46287050030|16.31||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||68084020611|4.40||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||00378214601|4.40||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||59746021601|4.40||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||59746021605|4.40||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||53489014301|4.40||
WS SERVICE AREA|25010066|spironolactone 25 mg tablet||53489014310|4.40||
WS SERVICE AREA|25010066|sulfADIAZINE 500 mg tablet||00185075701|36.59||
WS SERVICE AREA|25010066|sulfamethoxazole 800 mg-trimethoprim 160 mg tablet||68084023011|4.40||
WS SERVICE AREA|25010066|sulfamethoxazole 400 mg-trimethoprim 80 mg tablet||53746027101|5.63||
WS SERVICE AREA|25010066|sulfamethoxazole 400 mg-trimethoprim 80 mg tablet||65862041901|4.82||
WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet||50268073011|4.40||
WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet||59762500001|4.40||
"WS SERVICE AREA|25010066|sulfaSALAzine 500 mg tablet,delayed release||59762010401|4.40||"
WS SERVICE AREA|25010066|loratadine 5 mg/5 mL oral solution||54838055840|1.42||
WS SERVICE AREA|25010066|loratadine 5 mg/5 mL oral solution||00000005153|1.42||
WS SERVICE AREA|25010066|rasagiline 1 mg tablet||68546022956|94.55||
"WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||00904582460|0.55||"
"WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||00904582461|0.55||"
"WS SERVICE AREA|25010066|cholecalciferol (vitamin D3) 1,000 unit tablet||79854005024|0.55||"
WS SERVICE AREA|25010066|glycerin (child) rectal suppository||00132008112|0.55||
WS SERVICE AREA|25010066|glycerin (child) rectal suppository||00713010209|3.02||
WS SERVICE AREA|25010066|tamoxifen 10 mg tablet||63739026910|17.17||
WS SERVICE AREA|25010066|posaconazole 200 mg/5 mL (40 mg/mL) oral suspension||00085132801|496.99||
WS SERVICE AREA|25010066|temazepam 15 mg capsule||63739023110|6.28||
WS SERVICE AREA|25010066|temazepam 30 mg capsule||51079041901|6.04||
WS SERVICE AREA|25010066|SITagliptin 25 mg tablet||00006022131|109.04||
WS SERVICE AREA|25010066|SITagliptin 50 mg tablet||00006011231|54.52||
WS SERVICE AREA|25010066|SITagliptin 100 mg tablet||00006027701|27.26||
WS SERVICE AREA|25010066|metoclopramide 5 mg/5 mL oral solution||66689003101|48.94||
WS SERVICE AREA|25010066|phenylephrine 0.25 %-pramoxine 1 %-glycerin-wh.petrolatum rectal cream||00573286810|39.21||
WS SERVICE AREA|25010066|tetracycline 250 mg capsule||23155001701|57.09||
WS SERVICE AREA|25010066|tetrahydrozoline 0.05 % eye drops||24385007505|28.06||
WS SERVICE AREA|25010066|tetrahydrozoline 0.05 % eye drops||00536100294|11.42||
WS SERVICE AREA|25010066|codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid||00121177505|4.71||
WS SERVICE AREA|25010066|codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid||50383008707|5.11||
"WS SERVICE AREA|25010066|paliperidone ER 3 mg tablet,extended release 24 hr||50458055010|284.82||"
"WS SERVICE AREA|25010066|paliperidone ER 6 mg tablet,extended release 24 hr||50458055110|142.41||"
"WS SERVICE AREA|25010066|paliperidone ER 6 mg tablet,extended release 24 hr||00378398093|110.79||"
"WS SERVICE AREA|25010066|paliperidone ER 9 mg tablet,extended release 24 hr||50458055201|142.41||"
"WS SERVICE AREA|25010066|paliperidone ER 9 mg tablet,extended release 24 hr||50458055210|142.41||"
