ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
5870267,FEM/POPL REVASC STENT & ARTHERECTOMY,ST ROSE HOSPITAL,"$42,593.00 "
5870268,TIB/PERON REVASC STENT & ATHERECTOMY,ST ROSE HOSPITAL,"$42,593.00 "
5870269,INSERT/REPOSITION LEADS,ST ROSE HOSPITAL,"$89,223.00 "
5870270,VEN SAMP CATH W/WO ANGIO S&I,ST ROSE HOSPITAL,"$6,260.00 "
5870271,ANGIO THRU EXIST CATH F/U EMB S&I,ST ROSE HOSPITAL,$226.00 
5870272,ANGIO PERPH ARTERY OTHER S&I,ST ROSE HOSPITAL,"$13,859.00 "
5870273,ANGIO VENOUS S&I,ST ROSE HOSPITAL,"$6,468.00 "
5870274,TEMP TRANSCUTANEOUS PACING,ST ROSE HOSPITAL,$468.00 
5870275,LEFT HRT CATH W/VENTRICLGRPHY S&I,ST ROSE HOSPITAL,"$8,155.00 "
5870276,R&L HRT CATH W/VENTRICLGRPHY S&I,ST ROSE HOSPITAL,"$8,155.00 "
5870277,R HRT CORONARY ARTERY ANGIO S&I,ST ROSE HOSPITAL,"$8,155.00 "
5870278,R HRT CORONARY ART/GRFT ANGIO S&I,ST ROSE HOSPITAL,"$8,155.00 "
5870279,DRUG ADMIN & HEMODYNMIC MEASURE,ST ROSE HOSPITAL,"$1,126.00 "
5870280,"INSERT/PLACE CATH ""SWAN GANZ""",ST ROSE HOSPITAL,"$3,444.00 "
5870281,RHC FOR CONGENITAL ANOMALIES,ST ROSE HOSPITAL,"$8,155.00 "
5870282,"RHC & RETRO LHC"" CPMG ANOMAL",ST ROSE HOSPITAL,"$8,155.00 "
5870283,"RHC & TRANS LHC"" CONG SEPTUM",ST ROSE HOSPITAL,"$8,155.00 "
5870284,INJECT CONGENITAL CARD CATH,ST ROSE HOSPITAL,"$1,126.00 "
5870285,INJECT HRT CONGNTL ART/GRFT,ST ROSE HOSPITAL,"$1,126.00 "
5870286,INJECT L VENTR/ARTRIAL ANGIO,ST ROSE HOSPITAL,"$1,126.00 "
5870287,INJECT R VENTR/ATRIAL ANGIO,ST ROSE HOSPITAL,"$1,126.00 "
5870298,REMOVE-REPLACE PM GEN SINGLE,ST ROSE HOSPITAL,"$27,043.08 "
5870309,REMOVE-REPLACE PM GEN DUAL,ST ROSE HOSPITAL,"$29,638.68 "
5870310,REMOVE-REPLACE PM GEN MULTI,ST ROSE HOSPITAL,"$29,638.68 "
5870321,IV INJ INITIAL,ST ROSE HOSPITAL,$541.00 
5870332,CENTRAL LINE PLACEMENT 3L,ST ROSE HOSPITAL,"$3,180.78 "
5870343,REMOVE-REPLACE AICD GEN SINGLE LEAD,ST ROSE HOSPITAL,"$99,498.99 "
5870355,REMOVE-REPLACE AICD GEN DUAL LEAD,ST ROSE HOSPITAL,"$99,498.99 "
5870365,REMOVE-REPLACE AICD GEN MULTI LEAD,ST ROSE HOSPITAL,"$99,498.99 "
5870621,REMOVE RENAL TUBE FLUOROSCOPIC,ST ROSE HOSPITAL,"$1,944.12 "
5870632,ANGIO ILIAC,ST ROSE HOSPITAL,"$12,797.10 "
5870650,Verrata Pressure Wire-FFR Wire,ST ROSE HOSPITAL,"$3,800.00 "
5870651,Eagle-Eye Platinum IV US Cath,ST ROSE HOSPITAL,"$4,125.00 "
5870652,VERTBO 1C-T INJ N-BX W IMAG,ST ROSE HOSPITAL,"$13,005.55 "
5870653,VERTBP 1ST INJ BN-BX W/IMAG,ST ROSE HOSPITAL,"$13,005.55 "
5870654,VERTPB C-T I INJ BN-BX W IMG ADDTNL BODY,ST ROSE HOSPITAL,"$8,127.00 "
5870655,INS/REPL PERM SUBQ DEFIB SYST,ST ROSE HOSPITAL,"$87,787.54 "
5870656,INS SUBQ IMPLTBL DFD ELCTRD,ST ROSE HOSPITAL,"$32,713.90 "
5870657,RMVL OF SUBQ DEFIB ELCTRD,ST ROSE HOSPITAL,"$11,731.60 "
5870658,REPSTN PREV IMPLTBL SUBQ DFB,ST ROSE HOSPITAL,"$11,731.60 "
5870680,"SAFEGUARD PRESSURE ASSIST DEVICE 24CM	",ST ROSE HOSPITAL,$325.00 
5870681,SAFEGUARD PRESSURE ASSIST DEVICE 12CM,ST ROSE HOSPITAL,$280.00 
5870682,INJ ADTE NEPHROSTOGRAM &/OR URETEROGRAM,ST ROSE HOSPITAL,"$3,170.12 "
5870684,INSERT TRANSVEN PACEMAKER W/MULTIPLE LEA,ST ROSE HOSPITAL,"$49,860.44 "
5870686,PTCA W/ STENT- 1VSL,ST ROSE HOSPITAL,"$56,269.20 "
5870690,INTRO CATH DIALYSIS CIRCUIT,ST ROSE HOSPITAL,"$2,735.36 "
5870691,TBA PERIPH DIALYSIS SEGMENT,ST ROSE HOSPITAL,"$19,292.64 "
5870692,STENT PERIPH DIALYSIS SEGMENT,ST ROSE HOSPITAL,"$38,993.24 "
5870693,THROMBECTOMY/LYSIS DIALYS CIRC,ST ROSE HOSPITAL,"$19,292.64 "
5870694,THROMB+TBA PERIPH DIALYSIS SEG,ST ROSE HOSPITAL,"$38,993.24 "
5870695,THROMB+STENT PERIPH DIALYS SEG,ST ROSE HOSPITAL,"$45,422.94 "
5870696,TBA CENTRAL DIALYSIS SEG ADDON,ST ROSE HOSPITAL,$552.36 
5870697,TBA 1ST ARTERY (NOT LE),ST ROSE HOSPITAL,"$19,292.64 "
5870698,TBA EA ADD ARTERY (NOT LE),ST ROSE HOSPITAL,$779.92 
5870699,TBA 1ST ARTERY (NOT DIALYSIS),ST ROSE HOSPITAL,"$19,292.64 "
5870700,TBA EA ADD ART (NOT DIALYSIS),ST ROSE HOSPITAL,$663.88 
5942263,"VL LTD SCAN AORTA IVC, ILIACS LIMIT",ST ROSE HOSPITAL,"$3,705.45 "
5951173,"VL ART DUPLEX, UNI L.E. - LT",ST ROSE HOSPITAL,"$4,209.45 "
5955687,VLPHYS STUDY LOW EXT BEFORE/AFTER STRESS,ST ROSE HOSPITAL,$930.00 
5955976,VL VESSEL MAP HEMO ACCESS,ST ROSE HOSPITAL,"$7,425.00 "
5980008,VL RENAL/MESENTERIC DUPLEX COMPLETE,ST ROSE HOSPITAL,"$6,222.75 "
5980057,"VL RENAL/MESENTERIC DUPLEX, LTD",ST ROSE HOSPITAL,"$4,414.90 "
5980156,"VL SCAN AORTA IVC, ILIAC BP COMPLETE",ST ROSE HOSPITAL,"$5,182.10 "
5980206,"VL ART DUPLEX, BILATERAL L.E.",ST ROSE HOSPITAL,"$6,156.30 "
5980305,"VL ART DUPLEX, UNI L.E. - RT",ST ROSE HOSPITAL,"$4,209.45 "
5980354,VL ART DUPLEX BILATERAL. U.E.,ST ROSE HOSPITAL,"$6,140.95 "
5980453,VL ART DUPLEX UNI U.E. - LT,ST ROSE HOSPITAL,"$4,140.00 "
5980461,VL ART DUPLEX UNI U.E - RT,ST ROSE HOSPITAL,"$4,140.00 "
5980503,VL PHYSIO ART MULTI UP/LOW,ST ROSE HOSPITAL,"$4,305.00 "
5980552,VL PHYSIO ART (ABI) SINGLE UP/LOW,ST ROSE HOSPITAL,"$2,942.70 "
5980750,VL LTD SCAN EXTRACRANIAL ARTERIES,ST ROSE HOSPITAL,"$4,110.00 "
5981006,VL EXTREMITY FISTULA HEMODIALYSIS GRAFT,ST ROSE HOSPITAL,"$3,933.15 "
5981100,"VL PRE-OP VEIN MAPPING, UP/LOW-BILAT",ST ROSE HOSPITAL,$905.71 
5981101,"VL PRE-OP VIEW MAPPING UP/LOW UNI, RT",ST ROSE HOSPITAL,$905.71 
5981102,"VL PRE-OP VIEW MAPPING UP/LOW, UNI, LT",ST ROSE HOSPITAL,$905.71 
5981204,"VL VENOUS DUPLLEX, UNI U..E. - RT",ST ROSE HOSPITAL,"$4,575.00 "
5981212,"VL VENOUS DUPLEX, UNI L.E. - LT",ST ROSE HOSPITAL,"$4,575.00 "
5981303,"VL VENOUS DUPLEX, BILATERAL U.E.",ST ROSE HOSPITAL,"$6,529.10 "
5981314,SCAN EXTRACRANIAL ARTERIES,ST ROSE HOSPITAL,"$3,026.00 "
5981315,VL VENIOUS DUPLEX BILATERAL L.E.,ST ROSE HOSPITAL,"$6,520.10 "
5981316,"VL VENOUS DUPLEX, UNI L.E. - RT",ST ROSE HOSPITAL,"$1,199.00 "
5981317,"VL VENOUS DUPLEX, UNI L.E. - LT",ST ROSE HOSPITAL,"$1,199.00 "
6004915,ABC FLEX PROBE,ST ROSE HOSPITAL,"$1,236.00 "
6005359,"BRUSH,CYTOLOGY,MICV,1602",ST ROSE HOSPITAL,$388.00 
6005904,"EXTRACTOR,STONE,BALLOON,PVL4.8",ST ROSE HOSPITAL,"$1,726.00 "
6006001,"FORCEPS, BIOPSY MICROVASIVE",ST ROSE HOSPITAL,$493.00 
6006407,"NEEDLE,SCLEROTHERAPY MICRO1836",ST ROSE HOSPITAL,$838.00 
6006654,PEG TUBE SYSTEM,ST ROSE HOSPITAL,"$1,895.00 "
6006753,"PROBE, BI CAP #7 FR-DISPOSABLE",ST ROSE HOSPITAL,"$2,367.00 "
6007157,"STENT, COTTON LEUNG CLS 7-5 WC",ST ROSE HOSPITAL,$986.00 
6007306,"STENT SET, BILLARY COTTON 7-5",ST ROSE HOSPITAL,$516.00 
6007553,MULTI BAND LIGATOR KIT-WC-MB2,ST ROSE HOSPITAL,"$2,630.00 "
6007603,QUANTUM TTC BALLOON DILATOR-WC,ST ROSE HOSPITAL,"$1,684.00 "
6007652,QUANTUM INFLATION DEVICE QID,ST ROSE HOSPITAL,"$1,684.00 "
6007751,ERCP FLURO TAPERED-MICROVASIVE,ST ROSE HOSPITAL,"$1,322.00 "
6007900,JAGWIRE .025&.035 MICROVASIVE,ST ROSE HOSPITAL,"$3,287.00 "
6007959,COTTON CANNULATOME - W.C.,ST ROSE HOSPITAL,"$1,726.00 "
6008007,ULTRATOME XL MICROVASIVR,ST ROSE HOSPITAL,"$1,972.00 "
6008106,COTTON BILIARY STENT INTROD,ST ROSE HOSPITAL,"$1,676.00 "
6008155,ZEBRA EXCHNG WIRE-MICROVASIVE,ST ROSE HOSPITAL,"$3,287.00 "
6008353,"SNARE SET, DISPOSABLE-MICRO",ST ROSE HOSPITAL,$579.00 
6008551,HOP BIOPSY FORCEPS - W.C.,ST ROSE HOSPITAL,"$1,233.00 "
6008601,JEJUNAL GUIDEWIRE TUBE 9FRBARD,ST ROSE HOSPITAL,"$1,093.00 "
6009005,PROCED/RM LEVEL II,ST ROSE HOSPITAL,"$6,012.00 "
6009104,PROCED/RM LEVEL III,ST ROSE HOSPITAL,"$7,075.00 "
6009203,PROCED/RM LEVEL IV,ST ROSE HOSPITAL,"$8,046.97 "
6009302,PHASE II RECOVERY,ST ROSE HOSPITAL,$546.00 
6009351,DASH CATHETER DASH ERCP,ST ROSE HOSPITAL,$729.00 
6009401,QUICK CLIP II,ST ROSE HOSPITAL,$324.00 
6009450,ROTH RETRIVAL NET,ST ROSE HOSPITAL,$371.00 
6009500,MICRO KNIFE,ST ROSE HOSPITAL,$334.00 
6009559,CARDIOVERSION,ST ROSE HOSPITAL,"$4,934.00 "
6009666,PUSH CATHETER,ST ROSE HOSPITAL,$122.00 
6009682,ROAD RUNNER GUIDEWIRE,ST ROSE HOSPITAL,$363.00 
6009708,SHORT WIRE CYTOLOGY BRUSH W.C.,ST ROSE HOSPITAL,$780.00 
6009724,FUSION OASIS STENT INTRODUCER W.C.,ST ROSE HOSPITAL,$257.00 
6009740,FUSION CATHETER DILATOR W.C.,ST ROSE HOSPITAL,$411.00 
6009765,EXTRACTION BALLOON W.C.,ST ROSE HOSPITAL,$654.00 
6009781,TITAN BALLOON DILATOR W.C.,ST ROSE HOSPITAL,"$1,116.00 "
6009807,BALLOON INFLATOR DEVICE W.C.,ST ROSE HOSPITAL,$455.00 
6009823,FUSION WIRE GUIDE LOCKING DEVICE W.C.,ST ROSE HOSPITAL,$58.00 
6009849,PRE-LOADED OMNI-TOME W.C.,ST ROSE HOSPITAL,"$1,571.00 "
6009864,ERCP CATHETER W.C.,ST ROSE HOSPITAL,$237.00 
6009872,EXTRACTOR PRO RX12MM X 15MM BALLOON,ST ROSE HOSPITAL,$785.00 
6009880,DREAMTOME RX 44 BALLOON,ST ROSE HOSPITAL,"$2,250.00 "
6700231,LIGHTEN UP PROGRAM,ST ROSE HOSPITAL,$248.00 
6700249,NUTRITION SCREENS,ST ROSE HOSPITAL,$20.00 
6700256,NUTRITION ASSESSMENT,ST ROSE HOSPITAL,$20.00 
6700264,NUTRITION CONSULT,ST ROSE HOSPITAL,$20.00 
6700272,NUTRITION MONITORING,ST ROSE HOSPITAL,$20.00 
6700280,FOLLOW-UP DOCUMENTATION,ST ROSE HOSPITAL,$20.00 
6700298,CALORIE COUNTS,ST ROSE HOSPITAL,$20.00 
6700314,NUTRITION COUNSELING IP,ST ROSE HOSPITAL,$20.00 
6700322,NUTRITION COUNSELING OP,ST ROSE HOSPITAL,$20.00 
798350,BLAKEMORE TUBE # 0092100,ST ROSE HOSPITAL,"$1,592.35 "
798360,CATH CRICOTHYROTOMY SET G04652,ST ROSE HOSPITAL,$806.65 
8001002,ALLIANCE OVERPAYMENT,ST ROSE HOSPITAL,
8002204,MEDI-CAL NCD ADJUSTMENT,ST ROSE HOSPITAL,
8002401,BILL DEADLINE MEDICARE,ST ROSE HOSPITAL,
8002412,BILL DEADLINE - WORKERS COMP,ST ROSE HOSPITAL,
8002423,NO ABN ON FILE,ST ROSE HOSPITAL,
8002424,MEDICARE NOT MEDICALLY NECESSARY,ST ROSE HOSPITAL,
8002425,MEDICAL UNTIMELY APPEAL,ST ROSE HOSPITAL,
8002426,MEDICAL SERVICES NOT EMERGENT,ST ROSE HOSPITAL,
8002427,HMO NOT MEDICALLY NECESSARY,ST ROSE HOSPITAL,
8002428,MEDI-CAL NOT MEDICALLY NECESSARY,ST ROSE HOSPITAL,
8002429,HMO UNTIMELY APPEAL,ST ROSE HOSPITAL,
8002430,MEDICARE UNTIMELY APPEAL,ST ROSE HOSPITAL,
8002441,MEDICARE NCCI DENIAL,ST ROSE HOSPITAL,
8002452,MEDI-CAL & MGD MEDI-CAL NCCI DENIAL,ST ROSE HOSPITAL,
8002463,MCAL&MGD MCAL NON PARTICIPATE PROVIDER,ST ROSE HOSPITAL,
8002466,HMO NCCI DENIAL,ST ROSE HOSPITAL,
8002474,MEDI-CAL/MGD MEDI-CAL NON COVERED BEN,ST ROSE HOSPITAL,
8002485,MANAGED CARE NON PARTICIPATING PROVIDER,ST ROSE HOSPITAL,
8002614,LATE CHARGE ADJUSTMENT COMM/CONT,ST ROSE HOSPITAL,
8002625,HEALTH PAC WRITE-OFF,ST ROSE HOSPITAL,
8031023,COMPACT RATE UNINSURED WRITE OFF,ST ROSE HOSPITAL,
8034001,ADMIN WRITE OFF - ONE DAY STAY,ST ROSE HOSPITAL,
8034027,ADMINISTRATIVE W/O,ST ROSE HOSPITAL,
8035008,EMPLOYEE BENEFIT W/O,ST ROSE HOSPITAL,
8041007,MEDICARE QMB ADJUSTMENT,ST ROSE HOSPITAL,
8044000,CIGNA LITIGATION,ST ROSE HOSPITAL,
8045000,BLUE SHIELD LITIGATION,ST ROSE HOSPITAL,
8046000,CIGNA LITIGATION,ST ROSE HOSPITAL,
8047000,HUMANA LITIGATION,ST ROSE HOSPITAL,
8092011,BAD DEBT CONTRACT WRITE OFF,ST ROSE HOSPITAL,
8105017,BC MEDI-CAL OUTPATIENT W/O,ST ROSE HOSPITAL,
8105033,BC MEDI-CAL SNF W/O,ST ROSE HOSPITAL,
8105124,SB12 WRITE OFF,ST ROSE HOSPITAL,
8105135,RAC PAYMENT RETRACTION,ST ROSE HOSPITAL,
8116221,UNINSURED DISCOUNT - IVAR,ST ROSE HOSPITAL,
8119000,LITIGATION W/O,ST ROSE HOSPITAL,
8218001,PROMPT PAYMENT DISCOUNT,ST ROSE HOSPITAL,
8560689,BLOOD GASES ANY COMBINATION,ST ROSE HOSPITAL,$49.18 
8560690,ASSAY OF CALCIUM,ST ROSE HOSPITAL,$49.18 
8560691,ASS OF BLOOD CHLORIDE,ST ROSE HOSPITAL,$49.18 
8560692,ASSOF CREATININE,ST ROSE HOSPITAL,$49.18 
8560693,ASS GLUCOSE BLOOD QUANT,ST ROSE HOSPITAL,$49.18 
8560694,ASSAY OF SERUM POTASSIUM,ST ROSE HOSPITAL,$49.18 
8560695,ASSAY OF HEMOGLOBIN HEAT,ST ROSE HOSPITAL,$49.18 
8560696,ASSAY OF SERUM SODIUM,ST ROSE HOSPITAL,$49.18 
8560697,HEMATOCRIT,ST ROSE HOSPITAL,$49.18 
870904,DRUG SCREEN URINE,ST ROSE HOSPITAL,$99.05 
870905,FUNGITELL,ST ROSE HOSPITAL,$85.00 
870906,LIPID CASCADE W/REFLEX APO B,ST ROSE HOSPITAL,$25.34 
870907,APOLIPOPROTEIN B,ST ROSE HOSPITAL,$8.69 
870908,E. HISTOLYTICA AB,ST ROSE HOSPITAL,$45.00 
870909,"GLUCOSE TOLERANCE, 2 HR GESTATIONAL",ST ROSE HOSPITAL,$70.12 
870910,SPECIMEN CONCENTRATION,ST ROSE HOSPITAL,$10.75 
870911,MTB SUCEPTIBILITY BROTH,ST ROSE HOSPITAL,$351.00 
870912,MTB AST CONFIRMATION,ST ROSE HOSPITAL,$130.00 
870913,AG DETECTION NOS MULT. EIA,ST ROSE HOSPITAL,$108.32 
870914,CLOSTRIDIUM AG EIG,ST ROSE HOSPITAL,$108.32 
870915,IADNA-DNA/RNA PROBE TQ-6-11,ST ROSE HOSPITAL,"$1,171.08 "
8800210, M.TUBERCULO DNA AMP PROBE,ST ROSE HOSPITAL,$100.00 
8800211,HEP C VIRUS IB EXPOSED,ST ROSE HOSPITAL,$9.00 
8800212,QUANT OF THERAP DRG ACTM,ST ROSE HOSPITAL,$46.60 
8800213,QUANT OF THERAP DRUG SALY,ST ROSE HOSPITAL,$46.60 
8800214,GLUCOSE FINGERSTICK,ST ROSE HOSPITAL,$8.20 
8800219,CULTURE AEROBIC IDENTIFY,ST ROSE HOSPITAL,$24.93 
8800220,TOTAL BILRUBIN B.FLUID,ST ROSE HOSPITAL,$9.90 
8800221,LIPASE BODY FLUID,ST ROSE HOSPITAL,$11.25 
8800222,Q FEVER ANTIBODIES IGG,ST ROSE HOSPITAL,$21.89 
8800223,QUANTIFERON TB GOLD PLUS,ST ROSE HOSPITAL,$55.00 
8800224,C. DIFF TOXIN GENE NAA,ST ROSE HOSPITAL,$95.00 
90675,RABIES VACCINE,ST ROSE HOSPITAL,"$1,001.04 "
90686,"INFLUENZA VIRUS VACCINE, QUAD SYG/SDV",ST ROSE HOSPITAL,$61.30 
90707,MEASLES MUMPS RUBELLA INJ VACCINE,ST ROSE HOSPITAL,$223.32 
90715,"DIPHTERIA,TETANUS,aPERTUSSIS VACC >7YO",ST ROSE HOSPITAL,$128.53 
90732,PNEUMOCOCCAL VACCINE 23 VAL,ST ROSE HOSPITAL,$299.70 
90744,"HEPATITIS B VACC, PEDIATRIC",ST ROSE HOSPITAL,$55.09 
9146016,PLEURX PLEURAL CATH,ST ROSE HOSPITAL,"$2,875.00 "
91460812,FLOWCYTOMETRY/TC ADD-ON,ST ROSE HOSPITAL,$750.00 
91460813,FLOWCYTOMETRY/TC 1 MARKER,ST ROSE HOSPITAL,"$1,327.10 "
91460814,IMMUNOHISTOCHEMISTRY QUANT MANUAL,ST ROSE HOSPITAL,"$1,327.10 "
91460815,IMMUNOHISTOCHEMISTRY QUANT AUTOMATED,ST ROSE HOSPITAL,"$1,327.10 "
C9113               ,PANTOPRAZOLE INJ VIAL,ST ROSE HOSPITAL,$19.69 
C9121               ,ARGATROBAN INJ 5 MG,ST ROSE HOSPITAL,$33.54 
C9132               ,PROTHROMBIN COMPLEX CONC (HUMAN) 1 UNIT,ST ROSE HOSPITAL,$4.86 
C9290               ,BUPIVACAINE LIPOSOMAL INJ 1MG,ST ROSE HOSPITAL,$3.94 
J0131               ,ACETAMINOPHEN INJ 10 MG/ML,ST ROSE HOSPITAL,$1.64 
J0132               ,ACETYLCYSTEINE INJ 100 MG,ST ROSE HOSPITAL,$6.46 
J0133               ,ACYCLOVIR INJ 5 MG,ST ROSE HOSPITAL,$0.30 
J0151               ,ADENOSINE INJ 1 MG DIAGNOSTIC,ST ROSE HOSPITAL,$8.42 
J0153               ,ADENOSINE 1 MG INJ,ST ROSE HOSPITAL,$3.47 
J0171               ,EPINEPHRINE INJ 0.1 MG,ST ROSE HOSPITAL,$2.61 
J0278               ,AMIKACIN 100 MG INJ,ST ROSE HOSPITAL,$5.84 
J0280               ,AMINOPHYLLINE 250 MG INJ,ST ROSE HOSPITAL,$74.97 
J0282               ,AMIODARONE INJ 30 MG,ST ROSE HOSPITAL,$17.49 
J0289               ,AMPHOTERICIN B LIPOSOME INJ 10 MG,ST ROSE HOSPITAL,$39.77 
J0290               ,AMPICILLIN INJ 500 MG,ST ROSE HOSPITAL,$7.37 
J0295               ,AMPICILLIN/SULBACTAM INJ 1.5 GM,ST ROSE HOSPITAL,$11.83 
J0330               ,SUCCINYLCHOLINE upto 20MG INJ,ST ROSE HOSPITAL,$6.72 
J0360               ,HYDRALAZINE 20MG INJ,ST ROSE HOSPITAL,$32.76 
J0456               ,AZITHROMYCIN INJ 500MG,ST ROSE HOSPITAL,$19.06 
J0461               ,ATROPINE INJ 0.01 MG,ST ROSE HOSPITAL,$0.31 
J0500               ,DICYCLOMINE INJ 20 MG,ST ROSE HOSPITAL,$213.77 
J0515               ,BENZTROPINE INJ 1MG,ST ROSE HOSPITAL,$95.09 
J0561               ,"PENICILLIN G BENZATHINE 100,000 UNITS",ST ROSE HOSPITAL,$35.98 
J0583               ,BIVALIRUDIN INJ 1MG,ST ROSE HOSPITAL,$5.64 
J0585               ,BOTULINUM TOXIN A INJ 1 UNIT,ST ROSE HOSPITAL,$20.08 
J0610               ,CALCIUM GLUCONATE INJ 10ML (10%),ST ROSE HOSPITAL,$106.97 
J0630               ,CALCITONIN SALMON INJ 400 UNITS,ST ROSE HOSPITAL,"$8,277.80 "
J0670               ,MEPIVACAINE INJ 10ML,ST ROSE HOSPITAL,$7.40 
J0690               ,CEFAZOLIN INJ 500 MG,ST ROSE HOSPITAL,$9.98 
J0692               ,CEFEPIME INJ 500 MG,ST ROSE HOSPITAL,$8.98 
J0694               ,CEFOXITIN INJ 1 GM,ST ROSE HOSPITAL,$21.53 
J0695               ,CEFTOLOZANE-TAZO 50-25MG INJ,ST ROSE HOSPITAL,$15.45 
J0696               ,CEFTRIAXONE INJ 250 MG,ST ROSE HOSPITAL,$4.03 
J0698               ,CEFOTAXIME INJ 1 GM,ST ROSE HOSPITAL,$11.00 
J0702               ,BETAMETHASONE ACE 3MG/SOD PHOS 3MG,ST ROSE HOSPITAL,$26.29 
J0712               ,CEFTAROLINE  INJ 10 MG,ST ROSE HOSPITAL,$8.32 
J0713               ,CEFTAZIDIME INJ 500 MG,ST ROSE HOSPITAL,$9.47 
J0744               ,CIPROFLOXACIN IV 200 MG,ST ROSE HOSPITAL,$31.78 
J0780               ,PROCHLORPERAZINE INJ 10 MG,ST ROSE HOSPITAL,$59.22 
J0834               ,COSYNTROPIN INJ 0.25 MG,ST ROSE HOSPITAL,$235.13 
J0878               ,DAPTOMYCIN 1MG INJ,ST ROSE HOSPITAL,$186.90 
J0885               ,EPOETIN INJ 1000 UNITS (NON ESRD),ST ROSE HOSPITAL,$44.23 
J0886               ,EPOETIN INJ 1000 UNITS (ESRD-DIALYSIS),ST ROSE HOSPITAL,$45.05 
J0895               ,DEFEROXAMINE INJ 500 MG,ST ROSE HOSPITAL,$25.10 
J1051               ,MEDROXYPROGESTERONE ACE INJ 50 MG,ST ROSE HOSPITAL,$150.48 
J1100               ,DEXAMETHASONE SOD PHOS INJ 1MG,ST ROSE HOSPITAL,$1.90 
J1110               ,DIHYDROERGOTAMINE INJ 1 MG,ST ROSE HOSPITAL,$409.20 
J1120               ,ACETAZOLAMIDE SOD INJ 500 MG,ST ROSE HOSPITAL,$73.20 
J1160               ,DIGOXIN INJ up to 0.5 MG,ST ROSE HOSPITAL,$19.06 
J1162               ,DIGOXIN IMMUNE FAB INJ VIAL (EA),ST ROSE HOSPITAL,"$10,352.09 "
J1165               ,PHENYTOIN INJ 50MG,ST ROSE HOSPITAL,$3.32 
J1170               ,HYDROMORPHONE INJ 4MG,ST ROSE HOSPITAL,$36.89 
J1200               ,DIPHENHYDRAMINE INJ 50 MG,ST ROSE HOSPITAL,$10.54 
J1250               ,DOBUTREX INJ 250 MG,ST ROSE HOSPITAL,$42.26 
J1265               ,DOPAMINE INJ 40 MG,ST ROSE HOSPITAL,$7.52 
J1327               ,EPTIFIBATIDE 5MG,ST ROSE HOSPITAL,$67.43 
J1335               ,ERTAPENEM 500 MG INJ,ST ROSE HOSPITAL,$175.32 
J1364               ,ERYTHROMYCIN LACT INJ 500MG,ST ROSE HOSPITAL,$329.49 
J1410               ,CONJUGATED ESTROGENS INJ 25 MG,ST ROSE HOSPITAL,$768.33 
J1442               ,FILGRASTIM INJ 1 MCG (G-CSF),ST ROSE HOSPITAL,$3.19 
J1450               ,FLUCONAZOLE INJ 200 MG,ST ROSE HOSPITAL,$59.02 
J1570               ,GANCICLOVIR INJ 500 MG,ST ROSE HOSPITAL,$856.23 
J1571               ,HEPATITIS B IMMUNE GLOBULIN IM 0.5ML,ST ROSE HOSPITAL,$272.15 
J1572               ,IMMUNE GLOB IV LIQ 500 MG (FLEBOGAMMA),ST ROSE HOSPITAL,$107.42 
J1580               ,GENTAMICIN INJ 80 MG,ST ROSE HOSPITAL,$25.83 
J1610               ,GLUCAGON INJ 1 MG,ST ROSE HOSPITAL,$412.00 
J1630               ,HALOPERIDOL INJ 5 MG,ST ROSE HOSPITAL,$14.81 
J1631               ,HALOPERIDOL DECANOATE INJ 5 MG,ST ROSE HOSPITAL,$1.99 
J1642               ,HEP LOCK FLUSH INJ 10 UNITS,ST ROSE HOSPITAL,$0.32 
J1644               ,HEPARIN 1000 UNITS,ST ROSE HOSPITAL,$5.38 
J1650               ,ENOXAPARIN 10 MG,ST ROSE HOSPITAL,$9.22 
J1652               ,FONDAPARINUX 0.5 MG INJ,ST ROSE HOSPITAL,$25.05 
J1670               ,TETANUS IMMUNE GLOBULIN 250 UNITS,ST ROSE HOSPITAL,"$1,387.50 "
J1720               ,HYDROCORTISONE SOD SUCC INJ 100 MG,ST ROSE HOSPITAL,$44.14 
J1745               ,INFLIXIMAB INJ 10 MG,ST ROSE HOSPITAL,$255.36 
J1756               ,IRON SUCROSE INJ 1 MG,ST ROSE HOSPITAL,$1.65 
J1800               ,PROPRANOLOL INJ 1 MG,ST ROSE HOSPITAL,$15.64 
J1815               ,INSULIN INJ 5 UNITS,ST ROSE HOSPITAL,$19.19 
J1833               ,ISAVUCONAZONIUM INJ 1MG,ST ROSE HOSPITAL,$2.26 
J1885               ,KETOROLAC INJ 15 MG,ST ROSE HOSPITAL,$9.65 
J1940               ,FUROSEMIDE INJ upto 20 MG,ST ROSE HOSPITAL,$10.43 
J1953               ,LEVETIRACETAM 10 MG INJ,ST ROSE HOSPITAL,$2.16 
J1956               ,LEVOFLOXACIN IV 250 MG,ST ROSE HOSPITAL,$25.98 
J2001               ,LIDOCAINE FOR INFUSION 10 MG,ST ROSE HOSPITAL,$1.25 
J2020               ,LINEZOLID INJ 200MG,ST ROSE HOSPITAL,$60.59 
J2060               ,LORAZEPAM INJ 2 MG,ST ROSE HOSPITAL,$18.92 
J2150               ,MANNITOL INJ 25% 50ML,ST ROSE HOSPITAL,$17.43 
J2175               ,MEPERIDINE INJ 100 MG,ST ROSE HOSPITAL,$66.54 
