Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,BREASTSHIELD 27MM LARGE,$24.75,,
Northwestern Medicine Central DuPage Hospital,BUTTERFLY INFUSION 25GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,CANNULA ADULT HIGH FLOW,$24.75,,
Northwestern Medicine Central DuPage Hospital,CANNULA NASAL PED,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATH KT INFANT 5FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATH ORAL SUCTION NEO 6FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATH ORAL SUCTION NEONATAL,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATHETER IV 14GA X 2IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATHETER ORAL SUC NEO 10FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,COBAN 4 1584,$24.75,,
Northwestern Medicine Central DuPage Hospital,CREAM SKIN SWEEN,$24.75,,
Northwestern Medicine Central DuPage Hospital,CUFFED TRACH TB E 4.0,$24.75,,
Northwestern Medicine Central DuPage Hospital,DETACHOL STRL VIAL 2/3CC,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRAPE SHEET X-LARGE,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRESS WND SOFT CL 3.5X13.75,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRESSING TEGASORB THIN 4X4IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRESSING WOUND SOFT CLOTH,$24.75,,
Northwestern Medicine Central DuPage Hospital,DUODERM THIN SKIN 4X4,$24.75,,
Northwestern Medicine Central DuPage Hospital,EKG MONITOR - ELECTRODES,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 5.0 CUFFED,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 5.5,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 6.0,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 6.5,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 7.0,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 7.5,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 8.0,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACH TB E 8.5,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENEMA FLEET PEDS,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENEMA FLEET REG,$24.75,,
Northwestern Medicine Central DuPage Hospital,ENEMA SOAP SUDS BAG,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXT SET IV 12IN SMALL BORE,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXT SET IV LL SLDE CLMP,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXT TB E LOOP W/ CLAMP 6IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXTENSION TB E 20,$24.75,,
Northwestern Medicine Central DuPage Hospital,FACE MASK DISPOSABLE,$24.75,,
Northwestern Medicine Central DuPage Hospital,FEMALE CATH KT S,$24.75,,
Northwestern Medicine Central DuPage Hospital,FILTER EXTENSION SET TPN,$24.75,,
Northwestern Medicine Central DuPage Hospital,FOAM KIDNEY SHAPE,$24.75,,
Northwestern Medicine Central DuPage Hospital,FRAZIER SURG SUCT INSTRMENT,$24.75,,
Northwestern Medicine Central DuPage Hospital,"GAUZE PACKING 1/4"" PLAIN",$24.75,,
Northwestern Medicine Central DuPage Hospital,GAUZE PKGING PLAIN 1/2 EA,$24.75,,
Northwestern Medicine Central DuPage Hospital,GLOVE SURGICAL,$24.75,,
Northwestern Medicine Central DuPage Hospital,HEAD BATH HAT- RINSE FREE,$24.75,,
Northwestern Medicine Central DuPage Hospital,HEEL LIFT MEN REG/LBM D-3,$24.75,,
Northwestern Medicine Central DuPage Hospital,HOT PACK INSTANT DISP 7X9IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,HUMIDIFIERS DISP,$24.75,,
Northwestern Medicine Central DuPage Hospital,HUMIDIVENT 2,$24.75,,
Northwestern Medicine Central DuPage Hospital,INCENTIVE SPIROMETERS,$24.75,,
Northwestern Medicine Central DuPage Hospital,IODOFORM PG ING 1,$24.75,,
Northwestern Medicine Central DuPage Hospital,IODOFORM PG ING 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,IODOFORM PG ING 1/4,$24.75,,
Northwestern Medicine Central DuPage Hospital,IRRIGATN SLEEVE 2PC 2 3/4,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH 14G,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH PROT PLUS 18GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH PROT PLUS 20GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH PROT PLUS 22GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH PROT PLUS 24GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV D5.9% SODIUM CHLR 1000ML,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV EXT SET 6IN W/ T-CONCTR,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV TUBING-NO PORT L#7658170,$24.75,,
Northwestern Medicine Central DuPage Hospital,IVT LOCAL ANESTHETIC,$24.75,,
Northwestern Medicine Central DuPage Hospital,LANOLIN OINTMENT,$24.75,,
Northwestern Medicine Central DuPage Hospital,LOPEZ VALVE,$24.75,,
Northwestern Medicine Central DuPage Hospital,MASK PEDIATRIC TRACH 1226,$24.75,,
Northwestern Medicine Central DuPage Hospital,MASK ULTA SEAL NEONATE,$24.75,,
Northwestern Medicine Central DuPage Hospital,MASK ULTA SEAL PEDS 2L3754,$24.75,,
Northwestern Medicine Central DuPage Hospital,MASK ULTRASEAL INFA 2L3755,$24.75,,
Northwestern Medicine Central DuPage Hospital,MASTISOL LQ ADHES 2/3CC V,$24.75,,
Northwestern Medicine Central DuPage Hospital,MATERIAL 2IN SOFT STRAP,$24.75,,
Northwestern Medicine Central DuPage Hospital,MESH MAXI PANTS 4XL,$24.75,,
Northwestern Medicine Central DuPage Hospital,MICROBORE EXTENSION TB ING,$24.75,,
Northwestern Medicine Central DuPage Hospital,MINIVOLUME EXT ST W/T,$24.75,,
Northwestern Medicine Central DuPage Hospital,MUCOUS SPECIMEN TRAP 80 CC,$24.75,,
Northwestern Medicine Central DuPage Hospital,NASAL TIP LITTLE SUCKER DEV,$24.75,,
Northwestern Medicine Central DuPage Hospital,NASOPHARYNGEAL AIRWAY 6MM,$24.75,,
Northwestern Medicine Central DuPage Hospital,NASOPHARYNGEAL AIRWAY 8MM,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 20X3 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22GA 2.5,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22X3 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,NG TB E 5FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,NG TB E 8FR SILICONE,$24.75,,
Northwestern Medicine Central DuPage Hospital,NO PORT TUBING,$24.75,,
Northwestern Medicine Central DuPage Hospital,ODOR ELIMINATOR 2 OZ,$24.75,,
Northwestern Medicine Central DuPage Hospital,ORAL AIRWAY DISPOSABLE,$24.75,,
Northwestern Medicine Central DuPage Hospital,ORAL CARE MOISTURIZER,$24.75,,
Northwestern Medicine Central DuPage Hospital,POUCH NEWBORN,$24.75,,
Northwestern Medicine Central DuPage Hospital,OXYGEN ADP F/RAM CANNULA,$24.75,,
Northwestern Medicine Central DuPage Hospital,PACIFIER GERBER NUK 0-6 MO,$24.75,,
Northwestern Medicine Central DuPage Hospital,PACIFIER INFANT SOOTHIE,$24.75,,
Northwestern Medicine Central DuPage Hospital,PACIFIER INFANT WEE SOOTHIE,$24.75,,
Northwestern Medicine Central DuPage Hospital,PAD RESTON,$24.75,,
Northwestern Medicine Central DuPage Hospital,PEDS SMILEY COBAN,$24.75,,
Northwestern Medicine Central DuPage Hospital,POUCH PED 1PC DRNBLE 6 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,POUCH PREMIER DRAINABLE,$24.75,,
Northwestern Medicine Central DuPage Hospital,PROCEDURE GOWN FULL XL,$24.75,,
Northwestern Medicine Central DuPage Hospital,PROTECTOR EYE PATCH,$24.75,,
Northwestern Medicine Central DuPage Hospital,PUNCH BX NEEDLE DISP,$24.75,,
Northwestern Medicine Central DuPage Hospital,RESTRAINT PEDS POSEY,$24.75,,
Northwestern Medicine Central DuPage Hospital,RING ADAPT BARRIER,$24.75,,
Northwestern Medicine Central DuPage Hospital,SIGMOIDOSCOPE SUCTION INST,$24.75,,
Northwestern Medicine Central DuPage Hospital,SOD CHLORIDE .9% IRR 500ML,$24.75,,
Northwestern Medicine Central DuPage Hospital,SPIN LOCK T-PORT,$24.75,,
Northwestern Medicine Central DuPage Hospital,SPLINT FINGER #17,$24.75,,
Northwestern Medicine Central DuPage Hospital,SPLINT FINGER #18,$24.75,,
Northwestern Medicine Central DuPage Hospital,SPLINT FINGER #19,$24.75,,
Northwestern Medicine Central DuPage Hospital,STYLET #6 FRENCH,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUCTION CANISTER KIT,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUCTION SWAB KIT,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUCTION TB E ATTACHMENT DEV,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUCTION TOOTHBRUSH KIT,$24.75,,
Northwestern Medicine Central DuPage Hospital,SURGICAL CLIPPER BLADE,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE 1670H 4-0 NYLON,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE MATERIAL,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE VCRL 3-0 27IN SH UD,$24.75,,
Northwestern Medicine Central DuPage Hospital,SYRINGE TOOMEY IRRIGAT,$24.75,,
Northwestern Medicine Central DuPage Hospital,TENSOGRIP D,$24.75,,
Northwestern Medicine Central DuPage Hospital,TENSOGRIP E,$24.75,,
Northwestern Medicine Central DuPage Hospital,TENSOGRIP F,$24.75,,
Northwestern Medicine Central DuPage Hospital,TENSOGRIP G,$24.75,,
Northwestern Medicine Central DuPage Hospital,TRACH CARE KIT,$24.75,,
Northwestern Medicine Central DuPage Hospital,TRACH TB E HOLDER,$24.75,,
Northwestern Medicine Central DuPage Hospital,ADULT TRACHE TUBE,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBE GAUZE PER FINGER,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBIGRIP SIZE C STOCKINETTE,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBING FOAM RED,$24.75,,
Northwestern Medicine Central DuPage Hospital,UNDERPAD ULTRASORB 13743,$24.75,,
Northwestern Medicine Central DuPage Hospital,VALVED TEE ADAPTOR,$24.75,,
Northwestern Medicine Central DuPage Hospital,VICRYL 4-0 (J522H),$24.75,,
Northwestern Medicine Central DuPage Hospital,WINGED INSYTE-N 24G 3/4,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 18X3 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,HEEL LIFT WOMEN REG/LBM B-1,$24.75,,
Northwestern Medicine Central DuPage Hospital,HEEL LIFT WOMEN REG/LBM C-1,$24.75,,
Northwestern Medicine Central DuPage Hospital,SYR TOOMEY IRRIGATION,$24.75,,
Northwestern Medicine Central DuPage Hospital,SYRINGE BULB RED RUBBER,$24.75,,
Northwestern Medicine Central DuPage Hospital,AQUAGUARD 7X7,$24.75,,
Northwestern Medicine Central DuPage Hospital,PAD PEACH OB 14IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,AMNIHOOKS,$24.75,,
Northwestern Medicine Central DuPage Hospital,STOPCOCK 3-WAY,$24.75,,
Northwestern Medicine Central DuPage Hospital,CANNULA NASAL INFANT,$24.75,,
Northwestern Medicine Central DuPage Hospital,BUBBLE PAP MASK,$24.75,,
Northwestern Medicine Central DuPage Hospital,BARRIER SKIN W/FLANG 2.25IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,BLOOD PRESS CUFF #1 NEONAT,$24.75,,
Northwestern Medicine Central DuPage Hospital,BLOOD PRESSURE CUFF SIZE 2,$24.75,,
Northwestern Medicine Central DuPage Hospital,BLOOD PRESSURE CUFF SIZE 3,$24.75,,
Northwestern Medicine Central DuPage Hospital,BLOOD PRESSURE CUFF SIZE 4,$24.75,,
Northwestern Medicine Central DuPage Hospital,BUTTERFLY INFUSION NDL 21GA,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATH KT PED 8FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,CATHETERIZATION TR,$24.75,,
Northwestern Medicine Central DuPage Hospital,CURETTE DERMAL 4MM,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRESS TEGADERM 10X27CM 4X10,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRESSING BORDER 3X3 IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,DRSNG VPR OPSITE 5.5X4IN EA,$24.75,,
Northwestern Medicine Central DuPage Hospital,ELECTR INF E-PC2 BLDG BLOCK,$24.75,,
Northwestern Medicine Central DuPage Hospital,ELECTR LRG PUPPYDOG PED/NEO,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXT SET IV 2 INJ PT LL 40IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,EXT SET IV 6IN SMBOR 20039E,$24.75,,
Northwestern Medicine Central DuPage Hospital,FORCEPS KELLY STR DISP,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH PROT PLUS 20G,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CONNECTOR MAXZERO,$24.75,,
Northwestern Medicine Central DuPage Hospital,MAD NASAL W/3ML SYRINGE,$24.75,,
Northwestern Medicine Central DuPage Hospital,MULTI TRAUMA STERILE DRESS,$24.75,,
Northwestern Medicine Central DuPage Hospital,NASAL ASPIRATOR 4.5IN,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 18X3.5 405184,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22G X 1 1/2,$24.75,,
Northwestern Medicine Central DuPage Hospital,NEO INFANT TRACH TB E HOLD,$24.75,,
Northwestern Medicine Central DuPage Hospital,NG TB E 6.5 FR SILICONE,$24.75,,
Northwestern Medicine Central DuPage Hospital,ORAL SWAB KIT PETITE,$24.75,,
Northwestern Medicine Central DuPage Hospital,POUCH 2.5 DRAINABLE OSTOMY,$24.75,,
Northwestern Medicine Central DuPage Hospital,SET EXT 45INMLE/LUR 704624,$24.75,,
Northwestern Medicine Central DuPage Hospital,SOD CHLOR IRRIG .9% 1000ML,$24.75,,
Northwestern Medicine Central DuPage Hospital,STYLET TUBE ENDO 14FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUT 3-0 ETHILON CUTICULAR,$24.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE REMOVAL KIT,$24.75,,
Northwestern Medicine Central DuPage Hospital,TRAY CATH 15FR W/COLLEC BAG,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBE NASOGASTRIC 10 FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBE NASOGASTRIC 12 FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,TUBING MICROBORE 60IN .3ML,$24.75,,
Northwestern Medicine Central DuPage Hospital,WATER STERILE 250CC,$24.75,,
Northwestern Medicine Central DuPage Hospital,IV CATH 20G /ENDO,$24.75,,
Northwestern Medicine Central DuPage Hospital,TAPE UMBILICAL 1/8X18IN COT,$24.75,,
Northwestern Medicine Central DuPage Hospital,HOLLISTER CUSTOM FLANGES,$24.25,,
Northwestern Medicine Central DuPage Hospital,HCPF EKG RHYTHM STRIP INTERP,$24.25,,
Northwestern Medicine Central DuPage Hospital,IV CATHETER,$24.13,,
Northwestern Medicine Central DuPage Hospital,IV LOOPS,$24.13,,
Northwestern Medicine Central DuPage Hospital,KLING,$24.13,,
Northwestern Medicine Central DuPage Hospital,PACK PLAIN,$24.13,,
Northwestern Medicine Central DuPage Hospital,SPLINT FINGER,$24.13,,
Northwestern Medicine Central DuPage Hospital,SUCTION KIT,$24.00,,
Northwestern Medicine Central DuPage Hospital,HCPF FLUOROSCOPE EXAM UP 1HR,$24.00,,
Northwestern Medicine Central DuPage Hospital,PRQ REVASC BYP GRAFT 1 VSL,"$24,258.25",,
Northwestern Medicine Central DuPage Hospital,SPECIAL NEED FEEDR 120ML,$239.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE PORT ADMIN L0.75IN 20GA  ADPT PWRLC SWIS,$239.75,,
Northwestern Medicine Central DuPage Hospital,HCPF FNA W/IMAGE,$239.75,,
Northwestern Medicine Central DuPage Hospital,CAST SA ADULT,$239.25,,
Northwestern Medicine Central DuPage Hospital,WHEELCHAIR MNGMENT TRAINING,$238.75,,
Northwestern Medicine Central DuPage Hospital,WRIST SUPPORT LEFT LG,$238.63,,
Northwestern Medicine Central DuPage Hospital,WRIST SUPPORT RIGHT LG,$238.63,,
Northwestern Medicine Central DuPage Hospital,NIF SUPPLY,$238.25,,
Northwestern Medicine Central DuPage Hospital,HCPF CVNM SPECT SINGLE REST/STRESS,$238.25,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING BUPRENORPHINE,$238.13,,
Northwestern Medicine Central DuPage Hospital,OPIATES 1 OR MORE,$238.13,,
Northwestern Medicine Central DuPage Hospital,OPIOIDS & OPIATE ANALOGS 1/2,$238.13,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING OXYCODONE,$238.13,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING PROPOXYPHENE,$238.13,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING TRAMADOL,$238.13,,
Northwestern Medicine Central DuPage Hospital,ANES WARM LRG PED UNDRBDY BLNKT,$237.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 20G 6,$237.25,,
Northwestern Medicine Central DuPage Hospital,DRUG SCRN QUAN LEVETIRACETAM,$237.25,,
Northwestern Medicine Central DuPage Hospital,FECES CULTURE AEROBIC BACT,$237.25,,
Northwestern Medicine Central DuPage Hospital,M.PNEUMON DNA AMP PROBE,$237.25,,
Northwestern Medicine Central DuPage Hospital,PT EVAL MOD COMPLEX,$237.19,,
Northwestern Medicine Central DuPage Hospital,HCPF TX METATARSAL DISLO W/O A,$237.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY LIPOPROTEIN PLA2,$236.75,,
Northwestern Medicine Central DuPage Hospital,CREATININE CLEARANCE TEST,$236.75,,
Northwestern Medicine Central DuPage Hospital,OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 3,$236.50,,
Northwestern Medicine Central DuPage Hospital,CREATININE CLEARANCE TEST,$236.25,,
Northwestern Medicine Central DuPage Hospital,NUCLEAR ANTIGEN ANTIBODY,$236.25,,
Northwestern Medicine Central DuPage Hospital,CAST SL CHILD,$236.00,,
Northwestern Medicine Central DuPage Hospital,HCPF FOLLOW-UP ANGIOGRAPHY,$236.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF RENIN,$235.75,,
Northwestern Medicine Central DuPage Hospital,SELF CARE MNGMENT TRAINING,$235.50,,
Northwestern Medicine Central DuPage Hospital,QUANTITATIVE ASSAY DRUG,$235.25,,
Northwestern Medicine Central DuPage Hospital,ISLET CELL ANTIBODY,$235.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF SIALIC ACID,$235.00,,
Northwestern Medicine Central DuPage Hospital,GLOVE COMPRESSION 3/4,$234.50,,
Northwestern Medicine Central DuPage Hospital,ORTHOTIC MGMT AND TRAINING INITIAL ENCTR,$234.25,,
Northwestern Medicine Central DuPage Hospital,ANES WARM ADLT UNDRBDY BLNKT,$234.00,,
Northwestern Medicine Central DuPage Hospital,WARMING ADLT UNDRBDY BLNKT,$234.00,,
Northwestern Medicine Central DuPage Hospital,HCPF INCISE EXTERNAL HEMORRHOID,$233.75,,
Northwestern Medicine Central DuPage Hospital,INSULIN ANTIBODIES,$233.63,,
Northwestern Medicine Central DuPage Hospital,DNA ANTIBODY NATIVE,$233.38,,
Northwestern Medicine Central DuPage Hospital,ART LINE TRANSDUCER,$233.25,,
Northwestern Medicine Central DuPage Hospital,ANALGESICS NON-OPIOID 6/MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,ANTIDEPRESSANTS CLASS 6/MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,ANTIEPILEPTICS NOS 7/MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,ANTIPSYCHOTICS NOS 7/MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,OPIOID &OPIATE ANALOG 5/MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,SKEL MUSC RELAXANT 3 OR MORE,$232.75,,
Northwestern Medicine Central DuPage Hospital,STIMULANTS SYNTHETIC,$232.75,,
Northwestern Medicine Central DuPage Hospital,HCPF INSERT EMERGENCY AIRWAY,$232.25,,
Northwestern Medicine Central DuPage Hospital,FREE ASSAY (FT-3),$232.13,,
Northwestern Medicine Central DuPage Hospital,DEOXYCORTISOL,$232.00,,
Northwestern Medicine Central DuPage Hospital,COGNITIVE SKILLS DEVELOPMENT,$232.00,,
Northwestern Medicine Central DuPage Hospital,METHYLENEDIOXYAMPHETAMINES,$231.75,,
Northwestern Medicine Central DuPage Hospital,SPECIAL NEED FEEDR REG 80ML,$231.50,,
Northwestern Medicine Central DuPage Hospital,AG DETECT NOS IA MULT,$231.50,,
Northwestern Medicine Central DuPage Hospital,HCPF TTE W/DOPPLER COMPLETE,$231.50,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22GX6 BLNTP,$231.25,,
Northwestern Medicine Central DuPage Hospital,FLEXIBLE INTRODUCER CANNULA,$231.25,,
Northwestern Medicine Central DuPage Hospital,HCPF EXCISION NAIL FOLD- TOE,$230.63,,
Northwestern Medicine Central DuPage Hospital,TRACH CARE MULTI ACC CATH,$230.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF AMMONIA,$230.50,,
Northwestern Medicine Central DuPage Hospital,FATS/LIPIDS FECES QUANT,$230.50,,
Northwestern Medicine Central DuPage Hospital,ASPERGILLUS AG IA,$230.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PHENOBARBITAL,$230.00,,
