MNEMONIC,MNEM DESC,Cur Chg
MOR52,PH\MORPHINE 5 MG P.F. INJ,$0.00
MOR54,PH\MORPHINE 10 MG INJ,$0.00
MOR56,PH\MORPHINE 10 MG INJ,$0.00
MOR5Y,PH\MORPHINE SULF PF 10 MG INJ,$0.00
MUP31,PH\BACTROBAN 2% OINT,$0.00
MUP32,PH\BACTROBAN OINT,$0.00
MUP33,PH\MUPIROCIN 1 GM NASAL OINTMT,$0.00
MVI71,IV\MULTIVITAMIN 9 + 3 INJ,$0.00
MYC31,PH\MYCOLOG 15GM OINT,$0.00
MYC3Z,PH\MYCOLOG CREAM 30 GM,$0.00
MYL13,PH\MYLANTA II SUSP 15 ML,$0.00
NAC01,PH\NACL 0.9% 5ML UD RT,$0.00
NAF71,IV\NAFCILLIN 1 GM INJ,$0.00
NAF72,IV\NAFCILLIN 2 GM INJ,$0.00
NAL50,PH\NALBUPHINE 10 MG/ML INJ,$0.00
NAL51,PH\NUBAIN 20MG INJ,$0.00
NAL53,PH\NALOXONE 0.4 MG INJ,$0.00
NAL54,PH\NALOXONE 2 MG/2ML,$0.00
NAP03,PH\NAPROXEN 500 MG,$0.00
NEO01,PH\NEOMYCIN 500 MG,$0.00
NEO32,PH\NEO/POLY/BACIT OINT 28GM,$0.00
NEO33,PH\BACI/NEO/POLY B OINT,$0.00
NEO50,PH\NEOSTIGMINE 1:1000 INJ,$0.00
NEP11,PH\NEPRO 8OZ,$0.00
NIA01,PH\NIACIN 100MG TAB,$0.00
NIA03,PH\NICOTINIC AC 500 MG [B-3,$0.00
NIC01,PH\NICARDPINE HCL 20 MG,$0.00
NIC33,NICOTINE 7 MG PATCH,$0.00
NIC34,PH\NICOTINE GUM 4MG,$0.00
NIF01,PH\NIFEDIPINE 10 MG,$0.00
NIF02,PH\PROCARDIA 30MG XL,$0.00
NIF03,PH\PROCARDIA XL 60MG,$0.00
NIF04,PH\PROCARDIA XL 90MG TAB,$0.00
NIT02,PH\NITROFURANTOIN 100 MG,$0.00
NIT03,PH\NTG 0.4 MG TAB EA,$0.00
NIT08,PH\NITROGLYCERIN 6.5 MG SR,$0.00
NIT31,PH\NITROGLYCERIN 2% OINTMENT,$0.00
NIT34,PH\NITRO PATCH 2.5 MG,$0.00
NIT35,PH\NITRO PATCH 5 MG,$0.00
NIT36,PH\NITRO PATCH 10 MG,$0.00
NIT51,PH\NITROPRESS 50MG INJ,$0.00
NIT70,PH\NITROGLYCERIN\D5W 50MG\250,$0.00
NOR01,PH\NORTRIPTYLINE 25 MG,$0.00
NOR03,PH\NORCO TABLET,$0.00
NOR04,PH\HYDROCODONE\ACETAMIN 5\325,$0.00
NUT03,PH\NUTREN NUT.SUPP 1000ML,$0.00
NUT04,PH\NUTRIHEP NUT SUPP 250ML,$0.00
NUT05,PH\NUTREN PULMONARY SUPP 250ML,$0.00
NYS11,PH\NYSTATIN 6ML ORAL SYRINGE,$0.00
NYS31,PH\NYSTATIN OINT 15 GM,$0.00
NYS33,PH\NYSTATIN CREAM 30GM,$0.00
NYS34,PH\ NYS34,$0.00
NYS3Z,PH\MYCOSTATIN PDR,$0.00
OLA01,PH\ZYPREXA 2.5MG TAB,$0.00
OLA02,PH\ZYPREXA 5MG TAB,$0.00
OLO41,PH\PATANOL 0.1% SML OPTH SOLN,$0.00
OME01,PH\PRILOSEC 20 MG CAP,$0.00
OND01,PH\ZOFRAN-ODT 4MG TAB,$0.00
OND51,IV\ZOFRAN 2MG/ML INJ,$0.00
OSC01,PH\CALCIUM CARBONATE/VITA D,$0.00
OSE01,PH\TAMIFLU 75 MG CAPSULE,$0.00
OVR01,PH\OVRAL TAB,$0.00
OXC01,PH\TRILEPTAL 150MG TAB,$0.00
OXY01,PH\OXYBUTYNIN 5 MG,$0.00
OXY03,PH\DITROPAN XL 5MG TAB,$0.00
OXY41,PH\OXYMETAZOLINE NASAL,$0.00
OXY51,PH\PITOCIN 10 UNIT INJ,$0.00
OXY72,PH\PITOCIN PREMIX 10U/500ML LR,$0.00
PAM50,PH\AREDIA 90MG INJ,$0.00
PAN01,PH\LIPASE/AMYLASE/PROTEASE,$0.00
PAN02,PH\PROTONIX 40MG TAB,$0.00
PAN53,PH\PROTONIX 40MG INJ,$0.00
PAR01,PH\PAXIL 20MG TAB,$0.00
PAR03,PH\PAXIL 10MG TAB,$0.00
PCA72,IV\PCA MORPHINE 1MG.ML 30ML,$0.00
PEN01,PH\PENICILLIN-VK 250 MG,$0.00
PEN03,PH\PENTOXIFYLLINE 400 MG,$0.00
PEP10,PH\BISMUTH SUBSALICYL 237ML,$0.00
PEP12,PH\PEPTAMENT1.5 NUT.SUP.1000ML,$0.00
PEP2PM,PH\PEPCID 20MG PREMIX IV,$0.00
PER01,PH\TRILAFON 4MG TABLET,$0.00
PER08,PH\OXYCODONE/ACETAMINOPHEN,$0.00
PER10,PH\OXYCODONE-ACE 10-325 1 EACH,$0.00
PER32,PH\ELIMITE 5% 60GM CREAM,$0.00
PHE03,PH\PHENYTOIN 100 MG,$0.00
PHE06,PH\PHENAZOPYRIDINE 100 MG,$0.00
PHE07,PH\PHENOBARBITAL 30 MG,$0.00
PHE11,PH\PHENYTOIN 100 MG/4ML SU,$0.00
PHE13,PH\PROMETHAZINE/CODEINE 5 ML,$0.00
PHE40,PH\PHENOL 1.4% SPR 1.5 OZ,$0.00
PHE43,PH\PHENYLEPHRINE OP SOL 10%,$0.00
PHE47,PH\ PHE47,$0.00
PHE51,PH\PHENYTOIN 100 MG/2 ML INJ,$0.00
PHE52,PH\PHENYTOIN 250 MG/5 ML INJ,$0.00
PHE53,PH\PHENOBARBITAL 65 MG INJ,$0.00
PHE54,PH\PHENOBARBITAL 130 MG INJ,$0.00
PHE55,PH\NEO-SYNEPHRINE 10MG/ML INJ,$0.00
PHY0Z,PH\MEPHYTON 5MG TAB,$0.00
PHY51,PH\PHYTONADIONE 10 MG INJ,$0.00
PHY52,PH\PHYSOSTIGMINE 2 MG INJ,$0.00
PHY53,PH\VIT K 1MG/0.5ML SYRINGE INJ,$0.00
PIL42,PH\PILOCARPINE OP 1% 15 ML,$0.00
PIO01,PH\ACTOS 15MG TABLET,$0.00
PIO02,PH\ACTOS 30MG TABLET,$0.00
PIP50,PH\PIPER/TAZO 4.5GM ANTI-B IV,$0.00
PIR04,PH\FELDENE 10MG CAP,$0.00
PLA01,PH\PLAQUENIL 200 MG TABLET,$0.00
PNE50,PH\PNEUMOCOCCAL VACCINE 0.5 M,$0.00
POL41,PH\POLY B/BAC OPH OT 3.5 GM,$0.00
POT02,PH\POTASSIUM CL SR 8 MEQ,$0.00
POT03,PH\POTASSIUM CL SR 10 MEQ,$0.00
POT04,PH\POTASSIUM CL SR 20 MEQ,$0.00
POT06,PH\KLOR-CON/EF 25MEQ UD TAB,$0.00
POT12,PH\POTASSIUM CL 10% ELIXIR,$0.00
POT70,IV\KCL 20 MEQ INJECTION,$0.00
POT71,IV\KCL 30 MEQ INJECTION,$0.00
POT72,IV\KCL 40 MEQ INJECTION,$0.00
POT73,IV\POTASSIUM ACET 40 MEQ INJ,$0.00
POT74,IV\POTASSIUM PHOS 22 MEQ IN,$0.00
POT75,PH\POTASSIUM CHLORIDE 20MEQ PM,$0.00
POT77,PH\POTASSIUM CHLORIDE 40MEQ PM,$0.00
POT78,PH\POT CHOL D51/2NS20MEQ1000ML,$0.00
POT79,PH\D5%-1/2NS KCL 30MEQ 1000MLS,$0.00
PPD83,PH\TUBERSOL 5 TU 1ML MDV,$0.00
PRA04,PH\MIRAPEX 0.25MG TAB,$0.00
PRA07,PH\PRAMIPEXOLE HCL 0.5MG TAB,$0.00
PRE01,PH\PREDNISONE 1 MG TAB,$0.00
PRE02,PH PREDNISONE 5MG,$0.00
PRE03,PH\PREDNISONE 10 MG,$0.00
PRE04,PH\PREDNISONE 20 MG,$0.00
PRE06,PH\PREMARIN 0.3 MG,$0.00
PRE07,PH\ESTROGENS CONJ 0.625 MG,$0.00
PRE0R,PH\PRENATE 90 TAB,$0.00
PRE12,PH\PREDNISONE 5MG/ML UD,$0.00
PRE13,PH\PREDNISOLONE 15MG,$0.00
PRE14,PH\LYRICA 75 MG CAP UNIT DOSE,$0.00
PRE41,PH\PREDNISOLONE OP SOLN 1%,$0.00
PRE50,PH\ESTROGENS CONJ 25 MG INJ,$0.00
PRI02,PH\PRIMIDONE 250 MG,$0.00
PRI0W,PH\MYSOLINE 50MG TAB,$0.00
PRI71,IV\IMIPENEM/CILISTATIN INJ,$0.00
PRI72,PH\PRIMAXIN 250MG IV,$0.00
PRO00,PH\PROBENECID 500 MG,$0.00
PRO02,PH\PROCHLORPERAZINE 10 MG,$0.00
PRO0D,PH\PROPRANOLOL 10 MG,$0.00
PRO0E,PH\PROPRANOLOL 20 MG,$0.00
PRO0F,PH\PROPRANOLOL 40 MG,$0.00
PRO0K,PH\RYTHMOL 150 MG TAB,$0.00
PRO0P,PH\PHENERGAN 25MG TAB,$0.00
PRO0R,PH\COMPAZINE 5MG TAB,$0.00
PRO10,PH\PROMETHAZINE SYRUP 5 ML,$0.00
PRO12,PH\PHENERGAN DM SYRUP 5ML,$0.00
PRO22,PH\PROCHLORPERAZ 25 MG SUPP,$0.00
PRO23,PH\PROMETHAZINE 25 MG SUPP,$0.00
PRO24,PH\PROMETHAZINE 12.5 MG SUPP,$0.00
PRO50,PH\PROCHLORPERAZ 10 MG INJ,$0.00
PRO51,PH\PROMETHAZINE 25 MG INJ,$0.00
PRO53,PH\PROPRANOLOL 1 MG/ML INJ,$0.00
PRO57,PH\DIPRIVAN 10MG\ML 20 ML AMP,$0.00
PRO59,PH\PROPOFOL 10MG/ML 100ML,$0.00
PRO59C,PH\PROPOFOL 10MG/ML 100ML,$0.00
PSE01,PH\PSEUDOEPHEDRINE 30 MG,$0.00
PSY11,PH\METAMUCIL PACKET,$0.00
PTU01,PH\PROPYLTHIOURACIL 50 MG,$0.00
PUL11,PH\TRAUMACAL 8OZ,$0.00
PYR03,PH\PYRIDOXINE 50 MG TAB,$0.00
QUE01,PH\SEROUEL 25MG TAB,$0.00
QUE02,PH\SEROQUEL 100MG TAB,$0.00
QUE03,PH\SEROQUEL 300MG TAB,$0.00
QUI03,PH\QUINIDINE GLUC 324 MG SR,$0.00
RAB52,PH\RABIES IMMUNE GLOB HUMAN,$0.00
RAB53,PH\RABIES VACCINE HUMAN,$0.00
RAL01,PH\EVISTA 60MG TAB,$0.00
RAM01,PH\ALTACE 5MG CAP,$0.00
RAM0Z,PH\ALTACE 2.5MG CAP,$0.00
RES01,PH\RESOURCE 2.0 237ML,$0.00
RES10,PH\RESOURCE 237ML NUTR SUP,$0.00
RES11,PH\RSOURCE DIABETIC 240 ML,$0.00
RHO51,PH\RHOGAM 300MCG INJ,$734.34
RIF01,PH\RIFAMPIN 300 MG,$0.00
RIS01,PH\RISPERDAL 1MG,$0.00
RIS03,PH\RISPERDAL 2MG TAB,$0.00
RIS04,PH\RISPERDAL 0.5MG TAB,$0.00
RIS05,PH\RISPERDAL 0.25MG TAB,$0.00
RIV01,PH\RIVAROXABAN 15MG TABLET,$0.00
RIV02,PH\EXELON 1.5MG CAP,$0.00
RIV04,PH\RIVAROXABAN 20 MG TABLET,$0.00
RIV05,PH\XARELTO 10MG TABLET,$0.00
RIV06,PH\RIVASTIGMINE 4.6MG PATCH,$0.00
ROB13,PH\GUAIFENESIN DM SYR 10 ML,$0.00
ROB14,PH\GUAIFENESIN/CODEINE 5ML,$0.00
ROC50,PH\ZEMURON 50MG INJ,$0.00
ROP01,PH\REQUIP 0.25MG TAB,$0.00
ROP02,PH\REQUIPM 0.5MG TAB,$0.00
ROP03,PH\ROP03,$0.00
ROP51,PH\ROPIVACAINE HCL\PF200ML BTL,$0.00
ROP52,PH\ROPIVACAINE HCL 0.5%MG/30ML,$0.00
RUB51,PH\RUBELLA VACCINE 0.5 ML,$0.00
SAC01,PH\SACCHROMYCES BOULARDIS 250,$0.00
SCO31,PH\TRANSDERM SCOP 1.5MG PATCH,$0.00
SEN01,PH\SENNA CONCENTRATE 187 MG,$0.00
SER0Y,PH\ZOLOFT 50MG TAB,$0.00
SER0Z,PH\ZOLOFT 100MG TAB,$0.00
SEV80,PH\ULTANE 250ML,$0.00
SIL30,PH\SILVER SULFADIAZINE 1% C,$0.00
SIL31,PH\SILVER SULFADIAZINE 1% C,$0.00
SIL34,PH\SILVER NITRATE STICK,$0.00
SIM0V,PH\ZOCOR 40MG TAB,$0.00
SIM0W,PH\ZOCOR 20 MG TAB,$0.00
SIM0X,PH\ZOCOR 5MG TAB,$0.00
SIM0Y,PH\MYLICON 80MG TAB,$0.00
SIM0Z,PH\ZOCOR 10MG TAB,$0.00
SIM14,PH\SIMETHICONE 40 MG/0.6 ML,$0.00
SIN01,PH\CARBIDOPA/LEVODOPA 10/100,$0.00
SIN03,PH\CARBIDOPA/LEVODOPA 25/100,$0.00
SIN04,PH\CARBIDOPA/LEVODOPA 25/250,$0.00
SIN05,PH\SINEMET CR 25/100,$0.00
SIN0W,PH\SINEMET CR 50-200 TAB,$0.00
SOD0W,PH\THERMOTABS,$0.00
SOD0Z,PH\NAHCO3 648MG TAB,$0.00
SOD32,PH\NACL 10% 15ML DEY-VIAL,$0.00
SOD40,PH\SALINE NASAL DROPS 30 ML,$0.00
SOD42,PH\SULFA\PREDNISOL 5ML DROP SP,$0.00
SOD50,PH\NAHC03 10MEQ 4.2% PEDI I,$0.00
SOD51,PH\NAHCO3 50 MEQ INJ 8.4%,$0.00
SOD53,PH\SODIUM BICARB 4.2% 5MEQ/10M,$0.00
SOD54,PH\NACL INJECTION,$43.65
SOD55,PH\SODIUM BICARB INJ 4.2% 5 M,$0.00
SOD70,IV\SOD CHLORIDE INJ 50 ML,$134.73
SOD71,IV\SOD CHLORIDE INJ 100 ML,$134.73
SOD72,IV\SOD CHLORIDE INJ 250 ML,$125.23
SOD73,IV\SOD CHLORIDE INJ 500 ML,$125.23
SOD74,IV\SOD CHLORIDE INJ 1000 ML,$136.62
SOD76,IV\NAPO4 20 MEQ INJ,$0.00
SOD77,IV\NS 1500 ML IRRIG,$191.66
SOD78,IV\NACL 23.4% INJ,$0.00
SOD7B,IV\NACL 3000ML IRRG BAG,$100.57
SOD7C,PH\NS 250ML IRRIGATION,$138.53
SOD90,PH\NS 50ML,$32.07
SOD91,PH\NS 100ML,$0.00
SOD92,PH\NS 250ML,$0.00
SOD93,PH\NS 500ML,$0.00
SOD94,PH\NS 1000ML,$0.00
SOD9A,PH\NS 1500ML IRRIG,$0.00
SOD9B,PH\NS 3000ML,$0.00
SOD9C,PH\NS 250ML IRRIG,$0.00
SOR11,PH\SORBITAL 70%,$0.00
SOT01,PH\BETAPACE 80MG TAB,$0.00
SPI01,PH\SPIRONOLACTONE 25 MG,$0.00
SPI02,PH\ALDACTONE 100 MG,$0.00
SPI03,PH\SPIRIVA,$0.00
STA51,PH\STADOL 2MG/ML INJ,$0.00
SUC01,PH\SUCRALFATE 1 GM,$0.00
SUC51,PH\SUCCINYLCHOLINE 200 MG IN,$0.00
SUL01,PH\SULFASALAZINE 500 MG,$0.00
SUL41,PH\SULFACETAMIDE OPHTH SOLN,$0.00
SUM50,PH\IMITREX 6MG INJ,$0.00
SUP01,PH\SUPLENA CARB NUT.SUPP.237ML,$0.00
SUS11,PH\SUSTACAL 8OZ,$0.00
SUS13,PH\SUSTACAL PLUS (8 OZ),$0.00
TAM02,PH\FLOMAX 0.4MG CAP,$0.00
TAM0Z,PH\NOLVADEX 10MG TAB,$0.00
TAP01,PH\TAPAZOLE 5MG TAB,$0.00
TEA40,PH\NATURAL TEARS 15 ML,$0.00
TEM01,PH\TEMAZEPAM 15 MG,$0.00
TEM02,PH\RESTORIL 30MG CAP,$0.00
TEM03,PH\RESTORIL 7.5MG CAP,$0.00
TER04,PH\HYTRIN 1 MG CAP,$0.00
TER05,PH\HYTRIN 2MG TAB,$0.00
TER06,PH\HYTRIN 5 MG CAP,$0.00
TER51,PH\TERBUTALINE 1 MG INJ,$0.00
TET40,PH\TETRACAINE OP SOL 0.5%,$0.00
TET45,PH\VISINE EYE DROP,$0.00
TET47,PH\TETRA VISC EYE DROPS,$0.00
TET50,PH\TETANUS-DIPHTHERIA INJADULT,$0.00
TET57,PH\TETRACAINE HCL\PF 10MG\1ML,$0.00
THE03,PH\THEOPHYLLINE 300 MG SR,$0.00
THE06,PH\THEOPHYLLINE 200MG,$0.00
THE08,PH\MULTIPLE VITAMIN,$0.00
THE09,PH\MULTIVIT-MINERALS THERAP,$0.00
THE15,PH\MULTIVITAMIN LIQUID 5 ML,$0.00
THI03,PH\THIAMINE 50 MG,$0.00
THI09,PH\THIAMINE 100MG TAB,$0.00
THI51,PH\THIAMINE 100 MG INJ,$0.00
THR31,"PH\THROMBIN-TOPICAL 10,000U",$0.00
THY04,PH\THYROID 60MG,$0.00
TIG71,IV\TYGACIL 50 MG INJ,$0.00
TIM41,PH\TIMOLOL OP SOLN 0.25% 5ML,$0.00
TIM42,PH\TIMOLOL OP SOLN 0.5% 5 ML,$0.00
TIZ01,PH\ZANAFLEX 4MG TAB,$0.00
TNK51,PH\TNKASE 50MG INJ,$0.00
TOB43,PH\TOBRADEX OPTH OINT,$0.00
TOC00,PH\VITAMIN E 1000 IU,$0.00
TOC01,PH\VITAMIN E 400U CAPSULE,$0.00
TOP01,PH\TOPAMAX 25MG TAB,$0.00
TOP02,PH\TOPAMAX 100MG TAB,$0.00
TRA01,PH\DESYREL 100MG TAB,$0.00
TRA02,PH\TRAZODONE 50MG TAB,$0.00
TRA0V,PH\DESYREL 150 MG,$0.00
TRA41,PH\TRAVATAN 0.004% OPTH SOLN,$0.00
TRA51,PH\TRANEXAMIC ACID 1000MG/10ML,$0.00
TRA71,PH\MULTI TRACE ELEMENTS-5 CONC,$0.00
TRI00,PH\ARTANE 2MG UD TAB,$0.00
TRI30,PH\TRIAMCINOLONE 0.5% 15GM CRM,$0.00
TRI31,PH\ARISTOCORT/KENALOG 0.1% CR,$0.00
TRI32,PH\TRIAMCINOLONE 0.1%GM CREAM,$0.00
TRI33,PH\TRIAMCINOLONE 0.1%15MG OINT,$0.00
TRI35,PH\TRIAMCINOLONE 0.025% 15GM,$0.00
TRI36,PH\TRIAMCINOLONE 0.25% 80GM,$0.00
TRI38,PH\TRIAMCINOLONE 0.025% OINT,$0.00
TRI50,PH\KENALOG 40MG INJ,$0.00
TRIOB,PH\TRIAM/HCTZ 37.5MG/25MG CAP,$0.00
TRO4Z,PH\MYDRIACYL 1% 15ML OPTH SL,$0.00
TRY41,PH\VISION BLUE 0.6% PFS,$0.00
TYC03,PH\ACETAMINOPHEN/COD 30 MG,$0.00
TYC11,PH\ACETAMIN 300 MG/COD 30 MG,$0.00
ULT01,PH\ULTRAM 50MG TAB,$0.00
UNA70,IV\AMPICILLIN/SULBACTAM INJ,$0.00
UNA71,IV\AMPICILLIN/SULBACTAM INJ,$0.00
UPA42,PH\PROVENTIL INHA SOLN 1ML,$0.00
UPA49,PH\MICRONEFRIN INHA SOL 1ML,$0.00
UPA4D,PH\ATROVENT UPA TREATMENT,$0.00
VAL10,PH\DEPAKENE SUSP 250MG/5ML,$0.00
VAL51,PH\DEPACON 500MG/5ML INJECTION,$0.00
VAN13,PH\VANCOMYCIN 250 MG/5 ML SOLN,$0.00
VAN50,PH\VANCOMYCIN 500MG INJ,$0.00
VAN71,IV\VANCOMYCIN 1GM INJ,$0.00
VAS30,"PH\PETROLATUM, WHITE 5 GM PK",$0.00
VAS55,PH\VASOPRESSIN 20 UTS INJ,$0.00
VEC50,PH\NORCURON 10 MG INJ,$0.00
VEN00,PH\EFFEXOR 75MG TAB,$0.00
VEN03,PH\EFFEXOR SR 75MG CAP,$0.00
VEN04,PH\EFFEXOR X4 37.5MG CAP,$0.00
VEN06,PH\EFFEXOR XR 150MG CAP,$0.00
VER04,PH\CALAN SR 120MG TAB,$0.00
VER06,PH\VERAPAMIL 80 MG,$0.00
VER08,PH\CALAN 240 MG SR TAB,$0.00
VER09,PH\VERAPAMIL 180MG SR,$0.00
VER54,PH\VERAPAMIL 5 MG/2 ML INJ,$0.00
VIT01,"PH\VITAMIN A 10,000 UNIT CA",$0.00
VIT32,PH\VITAMIN A&D OINT PKT,$0.00
VOR01,PH\VORICONAZOLE 200MG TAB,$0.00
VOR02,PH\VORICONAZOLE 200MG VIAL,$0.00
WAR00,PH\COUMADIN 1MG TAB,$0.00
WAR01,PH\COUMADIN 4MG TAB,$0.00
WAR02,PH\WARFARIN 2 MG,$0.00
WAR03,PH\WARFARIN 2.5 MG,$0.00
WAR04,PH\WARFARIN 5 MG,$0.00
WAR05,PH\WARFARIN 7.5 MG,$0.00
WAR06,PH\WARFARIN 10 MG,$0.00
WAR08,PH\COUMADIN 6 MG TAB,$0.00
WAR09,PH\COUMADIN 3MG TABLET,$0.00
WAT50,IV\STERILE WATER 10ML INJ,$0.00
WAT73,IV\STERILE WATER 1500 ML,$187.87
WAT91,"PH\WATER,STERILE FOR URO IRRIG",$0.00
WAT93,PH\SW 1500ML IRRIG,$0.00
WAT96,PH\SW 250 IRRIG,$0.00
WYC53,PH\PEN G PROCAINE 1.2 MU INJ,$0.00
ZAF01,PH\ACCOLATE 20MG TAB,$0.00
ZAR01,PH\ZAROXOLYN 5MG TAB,$0.00
ZIN01,PH\ZINC SULFATE 220MG CAP,$0.00
ZIN0Y,PH\ZINC GLUCONATE 50 MG TABLET,$0.00
ZIN32,PH\ZINC OXIDE 56 GM OINTMENT,$0.00
ZOL01,PH\AMBIEN 5MG TAB,$0.00
ZOL02,PH\AMBIEN 10MG TAB,$0.00
ZOL51,PH\RECLAST 5% SOLUTION,$0.00
ZOS51,PH\ZOSYN 3.375GM NJ,$0.00
24002,CP\UPA,$538.88
24003,CP\UPA FOLLOWUP TX,$104.37
24013,CP\IPPB,$345.34
24016,CP\INCENT SPIROMETER 1ST TX,$584.43
24024,CP\INITIAL POSTURAL DRAINAGE,$225.80
24025,"CP\POSTURAL DRAINAGE, SUBSEQUE",$100.57
24036,CP\VOLUME VENT FIRST DAY,"$4,906.91"
24037,CP\VOLUME VENT SUBSEQUENT DAYS,$637.55
24041,CP\BRONCHOSCOPY ASSIST,$0.00
24046,CP\PEAK FLOW RATE,$586.34
24049,CP\SPUTUM INDUCTION,$294.12
24050,CP\EXERCISE PULSE OXIMETRY,$434.54
24051,CP\ABG DRAW,$220.11
24067,CP\PULSE OXIMETRY,$30.35
24068,CP\NEWBORN PULSE OXIMETRY,$30.35
24084,CP\MDI TREATMENT,$294.12
24087,CP\AEROSOL DAILY CHARGE,$573.04
24089,CP\OXYGEN PER HOUR,$28.47
24091,CP\BIPAP DAILY CHARGE,"$2,453.47"
24214,CP\END TIDAL C02,$525.62
24052,CP\UPA,$538.88
24053,CP\UPA F/U TX,$294.12
24054,CP\DISPOSABLE UPA,$36.06
24055,CP\SPUTUM INDUCTION,$220.11
24056,CP\AMBU BAG DISPOSABLE,$30.35
24070,CP\DISPOSABLE AEROSO NEBULIZE,$32.26
24078,CP\VENTILATOR HUMIDIFIER FILT,$51.24
24092,CP\AEROSOL\OXYGEN DAILY CHARGE,$573.04
24093,CP\OXYGEN DAILY CHARGE,$618.59
24205,CP\VOLUME VENT SUBSEQUENT DAYS,$637.55
24206,CP\MDI TREATMENT,$294.12
24207,CP\ABG DRAW,$220.11
24208,CP\BIPAP DAILY CHARGE,"$2,453.47"
24209,CP\VOLUME VENT EVAL FIRST DAY,"$4,906.91"
24200,CP\SPIROMETRY BASIC STUDY,$210.63
24201,CP\DLCO,$521.82
24202,CP\PRE/POST BONCHO ADMINIST,"$1,373.78"
24204,CP\FRC\TLC,$590.13
24212,CP/PLETHYSMOGRAPHY,$555.97
24503,PT\WHEELCHAIR MGMT 15 MIN,$148.00
24517,PT\NEUROMUSCULAR RE-ED 15 MNS,$197.34
24519,PT\GAIT/TRASFR TRNG 15 MINS,$193.54
24585,PT\PRO-THERAPEUTIC EXERCISE15I,$284.62
24595,PT\THERAPEUTIC ACTIVITIES 15 N,$261.85
4770000001,PT EVAL LOW COMPLEXITY,$413.65
4770000002,PT EVAL MOD COMPLEXITY,$413.65
4770000003,PT EVAL HIGH COMPLEXITY,$552.18
4770000004,PT RE-EVALUATION,$178.37
4773000001,PT EVAL LOW COMPLEXITY,$413.65
4773000002,PT EVAL MOD COMPLEXITY,$413.65
4773000003,PT EVAL HIGH COMPLEXITY,$552.18
4773000004,PT RE-EVALUATION OP,$178.37
02800Y,PT\THER ACT 15 MIN,$144.21
02800YW,PT\KINETIC ACT 30 MIN,$144.21
02801Y,PT\MANUAL THERAPY 15 MIN,$148.00
02801YW,PT\JOINT MOB\MANUAL THERAPY,$146.12
02804Y,PT\HOT\COLD PACK,$51.24
02806Y,PT\NEUROMUSCULAR 15 MIN,$203.04
02806YW,PTY\NEUROMUSCULAR 30 MIN,$148.00
02818Y,PT\GAIT TRAINING 15 MIN,$193.54
02818YW,PT\GAIT TRAINING 30 MIN,$286.53
02826Y,PT\THERAPUETIC EX 15 MIN,$284.62
02826YW,PT\THERAPUETIC EX 30 MIN,$284.62
02853Y,PT\ELECTRIC-STIM\ATT. 15,$148.00
02853YW,PT\ELECTRIC-STIM/ATT. 30 MIN,$239.09
02854Y,PT\ELECTRIC-STM/UNATT. 15 MIN,$72.10
02856Y,PT\ULTRASOUND,$138.53
02856YW,PT\ULTRASOUND,$148.00
02936YW,PT\LIMITED EVAL NEW,$132.82
02938YW,PT\EXTENDED EVAL NEW PT,$244.78
02939YW,PT\COMPREHENSIVE EVAL NEW PT,$292.20
02952Y,PT OP EVAL INIT 30MIN MCAL,$339.66
02953Y,PT OP EVAL ADDL 15MIN MCAL,$91.07
02954Y,PT\SINGLE PROC INIT 30MIN MCAL,$239.09
02955Y,PT\SINGLE PROC ADDL 15MIN MCAL,$119.55
02958Y,PT PROC/MOD INT 30MIN MCAL,$239.09
02959Y,PT PROC/MOD ADDL 15MN MCAL,$119.55
44509,CPT\MOD ESTIM,$111.96
44512,CPT\WHEELCHAIR MGMT 15 M,$148.00
44516,CPT\THERAPEUTIC EXERCISE 15 M,$284.62
44517,CPT\NEUROMUSCULAR RE-ED 15 M,$203.04
44519,CPT\GAIT/TRANSFR TRNG 15 M,$203.04
44525,CPT\MANUAL THERAPY,$138.53
44530,CPT\THERAPEUTIC ACTIVITIES 15M,$269.44
4775000001,PT EVAL LOW COMPLEXITY CCC,$413.65
4775000002,PT EVAL MOD COMPLEXITY CCC,$413.65
4775000003,PT EVAL HIGH COMPLEXITY CCC,$552.18
4775000004,PT RE-EVAL CCC,$178.37
24700,ST\SPEECH-LANG EVAL,$726.75
24706,ST\DYSPHAGIA EVAL,"$1,047.42"
24707,ST\MOD BARIUM SWALLOW,"$1,047.42"
24708,ST\DYSPHAGIA THERAPY,$428.84
4780000000,SP EVAL/FIT VOICE PROSTH,$366.98
4783000100,ST ASSESSMNT OF APHASIA PER HR,$910.79
4783000101,ST BEHAVRAL QUAL ANALYS VOICE,$664.12
4783000102,ST EVAL SPEECH PRODUCTION,$664.12
4783000103,ST EVAL OF SPEECH FLUENCY,$726.75
4783000104,ST EVAL SWALLOWING FUNCTION,"$1,047.42"
4783000106,SPEECH SOUND LANG COMPREHEN,$726.75
4783000107,ST THERAPEUTIC DEVICE,$549.23
4783000108,ST THERP USE NON-SPEECH DVC,$464.21
4783000109,EVAL NON-SP COMM INIT HR,$712.57
4783000110,EVAL NON-SP COM EA ADD 30 MIN,$361.09
4783000111,ST STD COGNITIVE TEST,$630.90
4783000112,ST DEVELOPMENTAL TEST W/RPT,$683.87
4783000113,ST DEVELOPMENTAL SCRN W/SCORE,$349.08
