Charge Code,Charge Desc,Charge Amt
4182607,BONE PUTTY 1CC,715
4182608,BONE PUTTY DBM ACCELL 10CC,7139
4182609,BONE PUTTY/PASTE 1CC,1148
4182610,CABLE/LEAD SYSTEM DISP 5 LEAD,82
4182611,DUPLOCATH TIP,250
4182612,SUTURE CAPIO #0 POLYESTER,115
4182613,TOPAZ MICROBRIDER W/INTEGRA CABLE,1731
4182614,SIGMOID SUCTION 18FR 30CM VENT,12
4182615,HAND DRILL STERILE,288
4182616,ENDURANT II 3 PIECE CASE,75194
4182617,ENDURANT II 4+ PIECE CASE,83284
4182618,VALIANT CAPTIVIA 2+ PIECE CASE,114217
4182619,TALENT CAPTIVIA 2+ PIECE CASE,114217
4182620,PROBE PRASS TIP STIMULATOR,715
4182621,EXPLANT BLADE GRP 1,1482
4182622,HUMERAL ASSY INTERCHNG,26175
4182623,SPEED IMPLANT (FOOT),5474
4182624,DRILL BIT GRP 18,1981
4182625,GRAFT HERNIA GRP 4,11066
4182626,NEURO GENERATOR NON RECHG,89936
4182627,CATH CORONARY PTCA,3808
4182628,TROCAR GRP 1,866
4182629,TROCAR GRP 2,205
4182630,SLEEVE,482
4182631,PLATE GRP 25,9287
4182632,CONNECTOR OFFSET GRP 2,3176
4182633,LINER ACETABULAR (HIP),6912
4182634,FEMORAL HEAD GRP 2,4244
4182635,ALLODERM GRP 3 (10.7x21.5) (230 sq cm),120
4182636,PUMP CONNECTOR REVISION,715
4182637,SPINAL SEGMENT REVISION KIT,1428
4182638,ACCESSORY KT NEURO GRP 1,325
4182639,ACCESSORY KT NEURO GRP 2,455
4182640,TURN AND POSITION SYS,1364
4182641,BODY PAD MICROCLIMATE,130
4182642,PLATE CERV 4 LEVEL GRP 1,6490
4182643,PLATE CERV 4 LEVEL GRP 2,12655
4182646,INTRODUCER SHEALTH VASC,861
4182647,HELICAL BLADE GRP 1,2657
4182648,NEEDLE KNIFE RX,893
4182649,FEMORAL HEAD GRP 3,2716
4182650,SMIT SLEEVE CER STENT,406
4182651,LEAD CAP KIT,169
4182652,DURASEAL 5ML,4284
4182653,GRAFT VASCULAR GRP 18,40356
4182654,HARMONIC SHEARS,2645
4182655,CAGE VBR,26652
4182656,CAGE/SPACER,4056
4182657,CATHETER ATTAIN,3429
4182658,SURGICEL 4 X 8,298
4182659,SURGICEL 2 X 3,163
4182660,INSTAT 1 GRAM,704
4182661,SPONGE SURGIFOAM 12-7,22
4182662,SPONGE SURGIFOAM 100 C,103
4182663,PHYSIOMESH GRP 1,7539
4182664,PHYSIOMESH GRP 2,8188
4182665,PHYSIOMESH GRP 3,10779
4182666,GUIDE PIN GRP 10,920
4182667,CORNEAL TISSUE PRECUT,19989
4182668,"STENT, NONCOATED/NONCOVERED, W/DELIVERY",1169
4182669,STENT SE VASCULAR,5052
4182670,BONE VOID FILLER GRP 3,11423
4182671,AQUACEL DRESSING,212
4182672,HUMERAL HEAD,2943
4182673,REAMER GRP 2,1558
4182674,TUBING SET ACCULIF IMPLANT,3570
4182675,TIBIAL INSERT GRP 3,3770
4182676,DERMABOND SKIN CLOSURE,349
4182677,NEEDLE PERCUTANEOUS ACCESS,146
4182678,HEAD COMPONENT,4327
4182679,HEAD C-TAPER,2309
4182680,DISTAL AUGMENT GRP 1,3474
4182681,TIBIAL INSERT GRP 3,4717
4182682,STENT GRAFT SYSTEM,20488
4182683,APPLICATOR DURASEAL,791
4182684,PHALANGEAL COMPONENT,2502
4182685,PHALANGEAL INSERT,8549
4182686,DELIVERY TOOL,1030
4182688,STAPLER VASC,1654
4182689,DEFIBRILLATOR BI-VENTRICULAR,82368
4182690,GRAFT AORTIC ENDOVASC,54907
4182691,ILIAC LIMB,18304
4182692,BUTTRESS PIN,260
4182693,SPIRAL BLADE IMPLANT,2340
4182694,BONE GRAFT,12080
4182695,STENT EVEROLIMUS DRUG ELUTING,5949
4182696,K-WIRE VAR SZ GRP 4,614
4182697,GUIDE CATH,1124
4182698,SUTURE PASSER,177
4182699,TUNNELER GRP 1,1836
4182700,PACK CUSTOM D&C,98
4182701,PACK CUSTOM CYSTO,333
4182702,PACK CUSTOM AV GRAFT,233
4182703,PACK CUSTOM DAVIS ACF SUPPLEMENT,548
4182704,PACK CUSTOM ENDOVASCULAR,671
4182705,BALLOON CATH PTA,1981
4182706,INTERSPINOUS DISTRACTION DEVICE,23033
4182708,DRESSING VERSIVA ADH 13.5CM,22
4182709,DRESSING COMBIDERM ADH 4X4,17
4182710,DRESSING CONTREET ADH FOAM 5X5,158
4182711,COMPRESSION BANDAGE FOUR FLEX,66
4182712,SKIN REPAIR CREAM,34
4182713,OASIS XENOGRAPH 3X7,396
4182714,OASIS XENOGRAPH 7X10,796
4182715,MESH TEGADERM SILVER,109
4182716,"MEDIPORE SHEET 5 7/8""",17
4182717,ACTICOAT 7,76
4182718,TOTAL CONTACT CAST KIT,418
4182719,MEPITEL SHEET 10X18,66
4182720,EAR/ULCER SYR 30 OZ,17
4182723,PACK T & A,142
4182725,PROMOD LIQUID PROTEIN,93
4182726,ALLOGRAFT HUMAN 5CC,3997
4182727,NEURO GENERATOR VNS,113168
4182728,NEURO LEAD GRP 5,28964
4182729,HEAD COMPONENT GRP 1,3334
4182730,WOUND VAC DRESSING SILVER SM,212
4182731,WOUND VAC DRESSING SILVER MED,358
4182732,WOUND VAC DRESSING SILVER LG,271
4182733,DRESSING CONTREET FOAM 4X4,71
4182734,DRESSING BIATIN FOAM 4X4,22
4182735,DRESSING BIATIN ADHESIVE FOAM 4X4,22
4182736,ANTIFUNGAL CREAM,34
4182737,ECONA PASTE,22
4182738,HEARTSTRING SEAL SYSTEM,2359
4182739,LASER FIBER DUOTOME SIDELINE 550,4398
4182740,LASER FIBER SLIMLINE EZ 200,2001
4182741,LASER FIBER SLIMLINE EZ 550,2094
4182742,LASER FIBER SLIMLINE EZ 365,1591
4182743,PURAPLY 6 X 9,505
4182744,COR-KNOT COMBO KIT,3080
4182745,STENT SMART CONTROL 30/40/60,6723
4182746,STENT SMART CONTROL 80,8070
4182747,STENT SMART CONTROL 100,8481
4182748,STENT SMART CONTROL 12/14,7134
4182749,PLATE GRP 24,8832
4182750,BLADE RADENOID,590
4182751,STRYKER FLOW IRRIGATION,212
4182752,PLATE SPINE,14295
4182753,SPACER/ CAGE GRP 1,24860
4182754,SPACER/ CAGE GRP 2,25960
4182755,OPTIFOAM ADHESIVE 4X4,17
4182756,OPTIFOAM ADHESIVE 6X6,22
4182757,SIVASORB WOUND GEL,93
4182758,PROMOGRAN DRESSING,55
4182759,BIOINTRAFIX FLEXISHEATH,1153
4182760,BONE ORTHOBLAST 1CC,634
4182761,BONE ORTHOBLAST 5CC,2332
4182762,BONE ORTHOBLAST 8CC,3613
4182763,STONE BASKET ACMI,942
4182764,SCREW BIO-TENODESIS (AR) GRP 2,1234
4182765,MASTERGRAFT 5CC,1569
4182766,SCREW LAG VHS,1580
4182767,SCREW LAG GAMMA,1521
4182768,SCREW LAG DHS/DCSI,1974
4182769,SCREW CORTICAL EBI GRP 2,595
4182770,SCREW CORTICAL EBI GRP 1,142
4182771,SCREW LOCKING GAMMA,2180
4182772,BLADE SAGITTAL,217
4182773,CONNECTOR DANEK,6853
4182774,KNIFE SONIC CONTROL,3029
4182775,PREP KIT W RESTRICTOR,1731
4182776,STAPLER ECHELON,1932
4182777,RANEY CLIP,28
4182778,TIBIAL BASE,4522
4182779,PATELLA,2143
4182780,FEMORAL CRUCIATE,8092
4182781,PHYSIOMESH OPEN,2510
4182782,EVICEL HUMAN BIOLOGICAL 2ML SEALANT,1415
4182783,QUICK LOAD SINGLES,175
4182784,COLLAR (SHOULDER),2072
4182785,EPIPHYSIS BODY,4144
4182786,SURGICEL FIBRIN ABSORB HEMO,509
4182787,BOLT GRP 1,5517
4182788,BOLT GRP 2,5928
4182789,DRILL BIT GRP 19,2089
4182790,CERVICAL DISK,24418
4182791,BLOOD Y SET,115
4182792,TIP ULTRASONIC GRP 1,3402
4182793,TIP ULTRASONIC GRP 2,4046
4182794,WALL STENT ENDOPROSTHESIS BOSTON SCI,7400
4182795,RODS HUMERAL POLARUS,7724
4182796,SCREW POLARUS,806
4182797,SLEEVE (KNEE) GRP 1,11817
4182798,BONE GRAFT- ON 1CC,548
4182799,THERMOS SEAL,22
4182800,ARTHO WAND,1148
4182801,DRESSING FLUFFTEX,39
4182802,STAPLER ENDOSCOPIC EZ 45G,1256
4182803,RELOAD UNIT ZR45G,548
4182804,PACKING ORTHO-DRI,71
4182805,ROC FASTENER,671
4182806,ORATEC THERMAL PROBE,1136
4182807,ORATEC DISPERSIVE ELECTRO,22
4182808,GEMINI STONE RETRIEVER,715
4182809,EXTERNAL FIXATOR CLAMP,1650
4182810,ROD SPINAL GRP 2,882
4182811,BONE PUTTY 1CC,1028
4182812,DRAIN BAG LUMBAR,217
4182814,CATH SUPRAPUBIC RUTNER,185
4182815,IMPLANTABLE CARDIAC MONITOR,13326
4182816,STERNAL ZIPFIX,649
4182817,TORQUE WRENCH,1229
4182818,GOLD PROBE GRP 1,622
4182819,GOLD PROBE GRP 2,1018
4182820,ICD SNGL GENERATOR,69007
4182821,RELOAD SIG,740
4182822,RELOAD GIA,1440
4182823,RELOAD SOFTSILK,550
4182824,BLOOD Y SET W/PUMP,44
4182825,FUSION HANDPIECE 5MM,2143
4182826,FUSION HANDPIECE 10MM,1775
4182827,CONCENTRIC (SHOULDER),8308
4182828,SUCTION VALVE,76
4182829,REVERSE BODY/SCREW,9865
4182830,VOICE PROSTHESIS,1428
4182831,NEEDLE GUIDE VASCULAR,3570
4182832,SCREW AND CAP,656
4182833,BASE PLATE (SHOULDER),8011
4182834,LINER POLY,4225
4182835,REVERSE BODY (SHOULDER),9865
4182836,STEM PRESS FIT,6047
4182837,ECCENTRIC (SHOULDER),8308
4182838,ACETABULAR CUP,4955
4182839,SPEED IMPLANT GRP 2,7854
4182841,LINER ACETABULAR GRP 2,3906
4182940,MESH COMPOSIX 10X14,4246
4182942,MESH COMPOSIX 6 X 8,2072
4182943,MESH ELLIPSE COMPOSIX 10 X 13,4235
4182944,MESH ELLIPSE COPOSIX 7 X 9,2689
4182945,MESH ELLIPSE COMPOSIX 6 X 8,2186
4182946,MESH ELLIPSE COMPOSIX 8 X 10,3203
4182947,BMT TUBE SPOON BOBBIN,82
4182948,BMT TUBE TINY TYTAN,82
4182949,CONNECTOR (SPINE) GRP 3,2429
4182950,GRAFT VASCULAR GRP 17,6755
4182951,BONE VOID FILLER GRP 1,4543
4182952,PARS SUTURE IMPLANT SYSTEM,3300
4182953,BUTTON DOG BONE,1540
4182954,REAMER GRP 3,945
4182955,ACETABULAR SHELL 6200,2424
4182956,SCREW BONE GRP 2,644
4182957,SCREW CERVICAL GRP 2,520
4182958,SCREW SPINAL GRP 1,715
4182959,SCREW TSRH ANGLED,1494
4182960,SUTURE ANCHOR ULTRAFIX,845
4182961,INSUFLATION NEEDLE,82
4182962,SHORT SHEATH BUR DVO,158
4182963,STAPLER ROTICULATOR,304
4182964,STENT MARDIS SOFT,585
4182965,STEM (KNEE) GRP 1,4376
4182966,NEEDLE MENISCAL REPAIR,115
4182967,INTRODUCER SAFE SHEATH/1,190
4182968,DERMABOND EA,130
4182969,ESOPHAGEAL BAND LIGATOR,548
4182970,EWALD EVACUATOR #746-1,233
4182971,"NEEDLE, BOTOX",71
4182972,CAROTID PATCH,433
4182973,SCREW BONE GRP 3,1428
4182974,ASPEN CERVICAL COLLAR,190
4182975,PACK SUPPLIMENT MINOR,44
4182976,PACK ACF BASIC CUSTOM,163
4182977,PACK SUPPLIMENT ACF RYAN,460
4182978,PACK SUPP ACF HACKMAN,325
4182979,PACK SUPP ACF RIGSBY,406
4182980,CATH ANGIOPLASTY GRP 1,7355
4182981,CATH ANGIOPLASTY GRP 2,7810
4182982,TORQUE DEVICE,76
4182983,RADIESSE VOICE GEL,2738
4182984,BARD SNARE RETRIEVAL KIT,1602
4182985,NEUROLEAD PISEESQUAD 3487A,16533
4182986,CATH EMBOLECTOMY GRP 1,233
4182987,BONE DOWEL RTI,3570
4182988,CATH HICKMAN SINGLE LUMEN,590
4182989,BONE CORTICAL RTI,3024
4182990,SHUNT NEURO HEYER-SCHULTE,644
4182991,ARTERIOITOMY CANNULA,22
4182992,BONE OSTEOFIL 5CC,1488
4182993,BONE OSTEOFIL 1CC,450
4182994,BONE OSTEOFIL 10CC,2321
4182995,EYE SHIELD WITH GARTER,34
4182996,PORT VORTEXVASCULAR ACCESS,1055
4182997,PORT ARROW A-PORT,617
4182998,BERKELEY TISSUE TRAP,22
4182999,BERKELEY COLLECTION TUBE,22
4183000,EYE PAD STERILE,17
4183001,BERKELEY COLLECTION BOTTLE,22
4183002,SPONGE 4 X 8 PK/10,44
4183003,PROXI-STRIP,22
4183004,CABLE HEART PACING,433
4183005,BOLT LOCKING TITANIUM 459,791
4183006,BOLT LOCKING TITANIUM 458,1207
4183007,END CAP 4,1364
4183008,LIGHT PANEL-SAPHENOUSVEIN,855
4183009,"PATCH PTFE FELT 1"" X 6""",109
4183010,FLATUS BAG DISP 24FR,44
4183011,"PATCH FTFE FELT 2"" X 6""",169
4183012,GRAFT INTERVASCULAR IGK00 LONG,1488
4183013,ELECTRODE ONE STEP COMPLETE,347
4183015,SUTURE E-PACK CABG KWAN,369
4183016,SUTURE E-PACK CANNULATION KWAN,352
4183017,DRAIN MEDIASTINAL SILICONE,49
4183018,ENDOSCRUB ENDOSCOPE SHEATH,223
4183020,STAPLER ARTICULATE LINEAR,909
4183021,DISP BERKLEY FILTER ASSEMBLY,22
4183022,"BERKLEY CONNECTING HOSE 18""",12
4183023,ZERO TIP AIRWAY RETRIEVAL BASKET,1212
4183024,TIBIAL TRAY GRP 1,4284
4183025,FLUTTER VALUE DISP,44
4183026,FEMORAL COMPONENT GRP 1,7615
4183027,TIBIAL INSERT GRP 2,10806
4183028,TIBIAL INSERT GRP 1,4284
4183029,TIBIAL TRAY GRP 2,5236
4183030,CORBITT SPATULA,282
4183031,HALF PINS EXTERNAL FIXATION,315
4183032,STAPLE CARTRIDGE SHAPIRO,953
4183033,RETRIEVER SUTURE LINV,201
4183034,ENDO STITCH INSERTER,433
4183035,AORTIC CANNULA,120
4183036,GUIDEWIRE/1,1494
4183037,PAIN INFUSION SYSTEM STRYKER,828
4183038,SHOULDER ABDUCTION SUPPORT,580
4183039,FEMORAL STEM GRP 1,8329
4183040,PORT VORTEX DUAL P5955K,1715
4183041,TVT DEVICE,2062
4183042,EXTENSION SET ET30,12
4183043,LOOP COLOSTOMY ROD,22
4183044,IV SET NITRO,34
4183045,IV SET BURETROL,34
4183050,FRT HIP PROTHESIS,1974
4183052,INF SET LIFEGRD SAFETY 20GX1 1/2Y,44
4183053,AUTOTOME RX BILIARY SYSTEM,1001
4183054,GUIDEWIRE GRP 17,915
4183055,BIOCARTILAGE 1CC,4315
4183056,DEFIBRILLATOR LEAD,6431
4183057,LOCKING DEVICE,49
4183058,ACP KIT SERIES 1 (ORTHO IMPLANT),770
4183059,LEAD KIT NEURO GRP 1,7409
4183061,DRILL BIT & TAP ACUMED HR-D105,277
4183062,SLEEVE LATERAL TRACTION ARM,233
4183063,SCREW SELF TAP GRP 3,239
4183064,SCREW SELF TAP GRP 5,953
4183065,DRILL BIT GP 14,3570
4183066,HANDLE SIDEKICK(RELIEVA)SINUS GUI,260
4183067,GUIDEWIRE/GLIDEWIRE,277
4183068,SCREW CORTICAL (CO-3250),298
4183069,ROD CARBON GRP 1,309
4183070,BLADE STRYKER REPLACEMENT,293
4183071,SCREW LOCKING GRP 2,293
4183072,SCREW LOCKING GRP 3,423
4183073,DRILL BIT MS-DC (GP2),309
4183075,PLATE 1/3 TUBULAR GRP 3,342
4183076,PLATE 1/3 TUBULAR GRP 4,455
4183077,PLATE 1/3 TUBULAR GRP 2,239
4183079,DRILL BIT INTRA ORAL,342
4183082,PIN 3MM X 80MM 5038-2-080,347
4183083,SUTURE CV-4 SH NEEDLE,103
4183084,WOUND VAC GRANUFOAM SILVER LARGE,358
4183085,BUR RND,358
4183086,GUIDEWIRE BALLNOSE,374
4183087,BIPOLAR DISPOSABLE,17
4183088,CANNULA RF,71
4183089,HEAD RING SCREWS (2),607
4183090,GUIDEWIRE 3.2MM 400MM 357-399,455
4183092,GUIDEWIRE 2.5MM SPADE PT 230MM,472
4183098,BUR RND FLUTED,520
4183099,BUR RND DIAMOND,499
4183100,STENT COLONIC,9319
4183101,ARTHREX 4-0 FIBERWARE AR-7228,98
4183102,PRESSURE WIRE,3235
4183103,SCREW GRP 9,1077
4183104,NAIL GAMMA GRP 7,10946
4183105,PLUG BIO HERNIA,1169
4183106,LAP CHOLE KIT,1239
4183107,GUIDEWIRE GROUP 21,2143
4183108,LUER ADAPTER (LUMBAR DRAIN),190
4183109,SLEEVE PROXIMAL GRP 1,3646
4183110,PACEMAKER SR GRP 4,15938
4183111,PACEMAKER DR GRP 5,15403
4183112,PACEMAKER DR GRP 6,18496
4183113,MP PROCEDURE NEEDLE,12
4183114,CATH INSERTION TRAY,12
4183115,GUHL ANKLE DISTRACTOR STRAP,136
4183116,DRAIN BLAKE TROCAR,109
4183117,SCREW DANEK GRP 3,2056
4183118,LEEP LOOP,109
4183119,SUTURE GUIDE GABE-FRADER,185
4183121,FOLLOW-UP BLOOD SUGAR <201,49
4183122,PROTACK,1320
4183123,CRAIG TOOTHED CUTTER,185
4183124,STENT CONTOUR HYDROPLUS,487
4183125,WIRE PASSER C426,233
4183126,RESECTOSCOPE KNIFE,196
4183127,RESECTOSCOPE ROLLER BALL,401
4183128,RADIONICS STERIOTACTIC BX,720
4183129,EVENT RECORDER CARDIAC IMPLANTABL,21578
4183130,FEATHERTOUCH TUBING,49
4183131,ROD SPINAL GRP 9,2359
4183132,BLADE SINUS SHAVER,698
4183133,BANDAID SURG DR. 4X6,17
4183134,BANDAID SURG DR 8X6,22
4183135,WAND PLASMA,1667
4183136,LARGE SPECBOARD,82
4183137,BLOW BOTTLE,130
4183138,BONE WAX EACH,34
4183139,SLEEVE IRRIGATING,44
4183140,TUBE EMG REINFORCED,1229
4183141,ELECTRODES PAIRED SUBDERMAL,363
4183142,PROBE MONOPOLAR STIMULATOR,472
4183143,SCREW LOCKING TITAN GRP 1,1012
4183144,CANNULA SPARE INNER ALL SZ,22
4183147,STENT SMART 120/150 BILIARY 6X120,8448
4183148,CANNULA FEMORAL ARTERIAL,553
4183149,RELOAD ENDO GIA,1066
4183150,TUBE GASTROSTOMY MIC,196
4183151,NEURO SHUNT PROGRAMMABLE,19415
4183152,HAKIM VENTRICULAR CATH,1580
4183153,CHARGING SYS KT SC-6412-3,8881
4183154,FILTER WIRE,8551
4183155,STENT SMART 120/150 BILIARY 7X120,8448
4183156,HEMO LOK LG,60
4183157,PASTE STOMAHESIVE CONVATE,44
4183158,STENT SMART 120/150 BILIARY 8X150,9184
4183159,PAD GROUND ELEC/INFANT,34
4183160,TRACH PLUG SZ 4,22
4183161,STYLET INTUBATING 5MM-10M,44
4183162,TRACTION KIT SKIN TRAC SM,136
4183163,"TRACTION KIT SKIN, LG",228
4183164,GRAFT VASCULAR GRP 15,6490
4183165,GASTRIC LAVAGE TRAY,44
4183166,"GRAFT, GORE-TEX RINGED",4084
4183167,"GRAFT, GORE TEX LONG",3213
4183168,"GRAFT, GORE-TEX MEDIUM",2829
4183169,"GRAFT, AXILLO FEMORAL",7085
4183170,"PAD, CONVALUTED, FOAM",136
4183171,STENT EXP BILIARY 8X20X75 CM,5831
4183172,STENT SMART CONTROL 8X30,6128
4183173,EWALD EVACUATOR #746,233
4183174,GRAFT VASCULAR GRP 16,5593
4183175,SINUS DILATATION ENDO SPACER,3808
4183176,SINUS DILATATION ENDO GUIDE,1667
4183177,TAPE SURG MEDIPORE 4X10,44
4183178,SHEATH NAVIGATOR 11/13X46CM,548
4183179,KIT LAP JEJUNOSTOMY,855
4183180,GUIDEWIRE GRP 20,1569
4183181,CEMENT RESTRICTOR,142
4183182,"PROSTHESIS, RADIAL HEAD",1283
4183183,"BUTTON, PATELLA",2521
4183184,"BOLT, TIBA/ZIMMER",201
4183185,"MESH, STAINLESS STEEL WIR",926
4183186,PLATE T GRP 10,1845
4183187,AMBI LAG SCREW,964
4183188,CANNULA SEAL 8.5-13MM,196
4183189,PORT SINGLE SITE,715
4183190,SHEATH NITINOL,223
4183191,SCREW SUPER LAG GRP 2,1142
4183192,SHELL REVISION GRP 2,14348
4183193,STEM FEM REVISION,13316
4183194,LINER REVISION,12374
4183195,INTRODUCER GUIDEWIRE,12
4183196,K-WIRE BIOCOMPRESSION,39
4183197,GLASSES CATARAC POST OPER,250
4183198,ADAPTER UROLOK,76
4183199,"PROS, HIP AUS-MOR LONG",4154
4183200,"PROS, HIP AUS-MOR NARR",1996
4183201,"PROS, HOP AUS-MOR NARR ST",3435
4183202,"PROS, HIP AUS-MOR REF",2045
4183203,"PROS, HIP SUA-MOR REG",2240
4183204,"PROS, HIP THOMPSON",1629
4183205,"PROS, HIP WRIGHT BIGELOW",1839
4183207,"PROS, TOTAL HIP/FUSION",866
4183208,"PROS, TOTAL HIP/GILBERTY",4279
4183209,SCREW LEIBINGER GRP 1,179
4183210,SCREW OCECRANON,806
4183211,SCREW EBI 5D30,612
4183212,SHELL ACETABULAR GRP 1,4955
4183213,"STAPLES, WING TRACTION",693
4183214,"STAPLES, WING TRACTION/1",1413
4183215,"STAPLES, ZIMMER/229",98
4183216,SYNTHES SET/CANCELLOUS,158
4183217,SYNTHES SET/CLOVERLEAF,958
4183218,SCREW CORTEX GRP-1,163
4183219,PLATE BUTTRESS GRP 1,1115
4183220,FEMORAL HEAD GRP 1,2218
4183221,PLATE DCP GRP 3,877
4183222,SYNEX W/ENDPLATE,45125
4183223,NEEDLE IMBIBE,715
4183224,SYNTHES SET/MULTI-FRAG,120
4183226,PLATE OBLIQUE GRP 1,212
4183228,SYNTHES SET/QUARTER,260
4183229,SYNTHES SET/ATRAIGHT MINI,190
4183230,SYNTHES SET/STANDARD,228
4183231,SYNTHES SET/T-BUTTRRESS,1305
4183232,PLATE T-GRP 5,828
4183233,HICKMAN CATHETER SINGLE,629
4183234,ASPIRATION SEPARATOR 8F,8275
4183235,TEFLON PATCH 4X4 DACRON,115
4183236,JETSTREAM XC,14475
4183237,VASCU-STATS-DISP BULLDOGS,66
4183238,BAG-U 24 HR COLLECTOR STERILE,12
4183239,"CLIP, ANEURYSM/WECK",1251
4183240,"CLIP, ANEURYSN/CODMAN",1072
4183241,"CLIP, ANEURYSM/CODMAN",877
4183242,LEAD NEURO GRP 1,3808
4183243,"CLIP, RANEY, DISP/PKG 10",44
4183244,PIN CENTERING GRP 2,310
4183245,CRANIOPLASTRY KIT CODMAN,1645
4183246,BACTISURE WOUND LAVAGE,2855
4183247,NASAL STENT PACKING MEROGEL,396
4183248,BIO TRACE BARIUM,239
4183253,BUR GP 1,455
4183254,AMNIOTIC HOOK,12
4183255,TRANSVERSE BAR 15MM,1034
4183256,BALLOON ESOPHAGEAL CRE,1190
4183257,"PACK, OB",76
4183258,ROD SACRAL RIGHT,4879
4183259,SHIELD BREAST PAIR,17
4183260,PFISTER-SCHARTZ=STONE,737
4183261,CEMENT KRYPTONITE BONE,11898
4183262,CEMENT KRYPTONITE BONE 5ML,5949
4183263,ROD SACRAL LEFT,5566
4183264,"TUBE, T-DEAVER RADI 12-18",49
4183265,MIDLINE CATHETER,737
4183266,VARI-STEM NERVE,331
4183267,"VESSEL LOOP, ANY SIZE/EA",17
4183268,"PACK, HEAD & NECK",61
4183269,"PACK, LAP II",76
4183270,"PACK, LAPAROSCOPY",39
4183271,"PACKING, GYN CURITY/EACH",34
4183272,BOVIE PAD,39
4183273,"SPONGE, TONSIL/PKG",9
4183274,"PEN, MARKING",22
4183275,"SPONGE, AUTO CT DISSECT PK",22
4183276,"SPONGE, COTTONOID NEURO PK",44
4183278,MYRINGOTOMY TUBE DONALDSON,71
4183279,"MYRINGOTOMY TUBE, RTR-BOB",115
4183280,MYRINGOTOMY TUBE SOILEAU TYTAN,82
4183281,SPLINT NASAL DENVER,212
4183282,"PISTON CUP, SHEA",769
4183283,"PROTHESIS, SHANK-XOMED",974
4183284,"PROSTHESIS, EAR, GRP 4",1623
4183285,"MASK, ANESTHESIA",55
4183286,DISCOGRAPHY SYSTEM,169
4183287,"MESH, PROLENE",212
4183288,"NEBULIZER, U-MID",22
4183289,"NEEDLE, BIOPSY TRU-CUT",130
4183290,"NEEDLE, MAT/EACH",22
4183291,"PACK, BASIC",12
4183292,"PACK, CYSTO",71
4183293,"PACK, GYN",44
4183294,"DRAIN, JACK-PRATT/BIF",55
4183295,"DRAIN, SALEM SUMP",34
4183296,GUIDEWIRE FOR ERCP,1061
4183297,CATHETER ANTIMICROBIAL,1690
4183298,KNIFE ANNULOTOMY,3734
4183299,SPRING CLIP,2002
4183300,BONE PRESS,2288
4183301,DISPOSABLE SCOPE WARMER,61
4183302,DREAMTOME 44-2-MM/260CM,1883
4183303,"HEAD REST, DO-NUT, DSP",44
4183304,"BAG, ILEOSTOMY-EACH",17
4183305,"ADAPTOR, RACINE",472
4183306,"STAPLER, ECS, ETHICON",1645
4183307,"BAGS, STOMA/EACH",17
4183308,"BLADE, SUPER",98
4183309,"BLADE, WECK",82
4183310,"BOVIE, ELECTROVAC SUCTION",93
4183311,"BLADE, MINI BEAVER EACH",22
4183312,"CIRCUIT, BAIN BREATHING",163
4183314,TUBING SMALL JOINT,255
4183315,VALVE SUCTION BRONCH,39
4183316,OSTOMY SYSTEM STERILE,55
4183317,VALVE AORTIC MAGNA 3000,35337
4183318,STENT-Z,9152
4183319,ALLEVYN CAVITY,22
4183320,HALTER HEAD #1000-07,315
4183321,MIST THERAPY APPLICATOR KIT,212
4183322,TRUMATCH RESECTION GUIDE GRP 1,2143
4183323,RESURE SEALANT,477
4183324,HANDPIECE STR TIP,2591
4183325,HANDPIECE 25KHZ,2997
4183326,CANISTER LINER DISP,174
4183327,TUBING W/EXT,1542
4183328,SAPHENOUS VEIN ANGIOGRAFT,42175
4183329,FIBERTAPE GRP 1,217
4183330,BOLT FUSION,2440
4183331,CUP ACETABULAR,6577
4183332,SLEEVE PROXIMAL GRP 2,6723
4183333,TIBIAL INSERT,16960
4183334,PLATE OCCIPUT GRP 1,10909
4183335,NERUO PULSE GENERATOR & KIT,82332
4183336,NEURO REMOTE CONTROL KIT,4965
4183337,SPACER LUMBAR/THORACIC,17372
4183338,MESH HERNIA GRP 1,2935
4183339,MESH HERNIA GRP 2,3225
4183340,HANSEN STREET ROD,472
4183341,AEROGEN SOLO ADAPTER,26
4183342,AEROGEN KT CONVENIENCE,198
4183343,PUMP CANNISTER PENUMBRA,1670
4183344,INDIGO 6F CATH PENUMBRA,8648
4183345,INDIGO 8F CATH PENUMBRA,13224
4183346,TUBING ASPIRATION PENUMBRA,2210
4183347,ASPIRATION SEPARATOR 6F PENUMBRA,4755
4183348,ACHILLES MIDSUBSTANCE IMPLANT SYSTEM,4290
4183349,STIMULATOR SPINAL,69300
4183350,HANSEN STREET STRAP,71
4183351,LEAD CABLE,229
4183352,SPACER HUMERAL GRP 1,6012
4183353,CUP HUMERAL GRP 2,4717
4183354,CEMENT MIXER/TRANSFER PK,916
4183355,SPACER LORDOTIC GRP 1,20592
4183356,LIGAMENT REPAIR KIT,4462
4183357,DISP KIT FOR SWIVELOCK,1259
4183358,SWIVELOCK,1945
4183359,PREVENA PEEL AND PLACE KIT,2268
4183360,PREVENA CANISTER 45ML,110
4183361,DRESSING KIT PREVENA CUSTOMIZABLE,2725
4183362,ACHILLES TENDON,11050
4183363,PIN PASSING,520
4183364,BLADE ARTHROSCOPY,661
