Proc Code Description,Modifier,Price
M/PHMTRC ALYS ISH QUANT/SEMIQ CPTR EACH MULTIPRB,TC,"$1,747.50 "
M/PHMTRC ALYS ISH QUANT/SEMIQ MNL EACH MULTIPRB,TC,"$1,209.00 "
M/PHMTRC ALYS TUMOR IMHCHEM EA ANTBDY CMPTR ASST,TC,"$1,314.00 "
M/PHMTRC ALYS TUMOR IMHCHEM EA ANTIBODY MANUAL,TC,"$1,314.00 "
MACROSCOPIC EXAMINATION ARTHROPOD,,$78.00 
MACROSCOPIC EXAMINATION PARASITE,,$78.00 
MAMMAPLASTY AUGMENTATION W/PROSTHETIC IMPLANT,,"$24,540.00 "
MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE,TC,"$1,267.50 "
MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE,TC,"$1,267.50 "
MANIPULATION KNEE JOINT UNDER GENERAL ANESTHESIA,,"$5,175.00 "
MANJ CH WALL FACILITATE LNG FUNCJ 1 DEMO&/EVAL,,$633.00 
MANJ CHEST WALL FACILITATE LUNG FUNCTION SUBSQ,,$516.00 
MANOMETRIC STDS THRU TUBE/NDWELLG URTRL CATH,,"$2,845.50 "
MANUAL APPL STRESS PFRMD PHYS/QHP JOINT FILMS,,$336.00 
MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,,$318.00 
MASS SPECT&TANDEM MASS SPECT NONDRG ANAL NES EA,,$342.00 
MAST MODF RAD W/AX LYMPH NOD W/WO PECT/ALIS MIN,,"$16,720.50 "
MASTECTOMY PARTIAL,,"$6,717.00 "
MASTECTOMY PARTIAL W/AXILLARY LYMPHADENECTOMY,,"$16,720.50 "
MASTECTOMY SIMPLE COMPLETE,,"$15,957.00 "
MASTECTOMY SUBCUTANEOUS,,"$9,456.00 "
MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP,,"$5,256.00 "
MAX BREATHING CAPACITY MAXIMAL VOLUNTARY VENTJ,TC,$472.50 
MCHNL RMVL INTRAL OBSTR CV DEV THRU DEV LUMEN,,"$2,908.50 "
MCHNL RMVL PRICATH OBSTR CV DEV VIA VEN ACCESS,,"$10,035.00 "
MEAS POST-VOIDING RESIDUAL URINE&/BLADDER CAP,,$163.50 
MECHANICAL FRAGILITY RBC,,$141.00 
MECHANICAL RMVL INTRALUMINAL OBSTR MATRL RS&I,TC,$318.00 
MECHANICAL RMVL PERICATHETER OBSTR MATRL RS&I,TC,$816.00 
MEDICAL NUTRITION ASSMT&IVNTJ INDIV EACH 15 MI,,$280.50 
MEDICATION ADMIN & HEMODYNAMIC MEASURMENT,,$463.50 
METANEPHRINES,,$481.50 
METHEMALBUMIN,,$177.00 
METYRAPONE PANEL,,"$1,500.00 "
MICRODISSECTION PREP IDENTIFIED TARGET MANUAL,TC,"$1,351.50 "
MICROFLUIDIC ANALYSIS TEAR OSMOLARITY,,$271.50 
MICROSATELLITE INSTAB ANAL MISMATCH REPAIR DEF,,"$3,574.50 "
MICROSOMAL ANTIBODIES EACH,,$301.50 
MIDDLE EAR EXPL THRU POSTAUR/EAR CANAL INC,,"$9,240.00 "
MIDFACE FLAP W/PRESERVATION OF VASCULAR PEDICLES,,"$12,196.50 "
MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,TC,"$2,170.50 "
MLH1 GENE ANALYSIS DUPLICATION/DELETION VARIANTS,,"$1,725.00 "
MLH1 GENE ANALYSIS FULL SEQUENCE ANALYSIS,,"$5,848.50 "
MLH1 GENE ANALYSIS KNOWN FAMILIAL VARIANTS,,"$3,126.00 "
MLT SLEEP LATENCY/MAINT OF WAKEFULNESS TSTG,TC,"$7,350.00 "
MNTR SEIZURE CMPTR 16CHAN EEG ATND EA 24 HR,TC,"$4,654.50 "
MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS,,$187.50 
MOD SED OTHER PHYS/QHP INITIAL 15 MINS <5 YRS,,$375.00 
MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS,,$337.50 
MOD SED SAME PHYS/QHP EACH ADDL 15 MINS,,$187.50 
MOD SED SAME PHYS/QHP INITIAL 15 MINS <5 YRS,,$375.00 
MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS,,$337.50 
MODERATE SEDAT SRVC PROV SAME PHYS PERF GI ENDO,,$505.50 
MOLEC CYTG INTERPHASE ISH ANALYZE 100-300 CLL,,$691.50 
MOLECULAR CYTOGENETICS CHRMOML ISH 10-30 CLL,,$529.50 
MOLECULAR CYTOGENETICS DNA PROBE EACH,,$370.50 
MOLECULAR CYTOGENETICS INTERPHASE ISH 25-99 CLL,,$573.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 2,,$616.50 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 7,,"$3,394.50 "
MONITOR ID& LATERALIZATION SEIZURE FOCUS EEG,TC,"$3,535.50 "
MONONUCLEAR CELL ANTIGEN QUANTITATIVE NOS EA,,$298.50 
MOTION FLUOR EVAL SWLNG FUNCJ C/V REC,,$726.00 
MOTOR &/SENS NRV CNDJ PRECONF ELTRD ARRAY LIMB,TC,$850.50 
MR GUIDANCE NEEDLE PLACEMENT,TC,"$3,634.50 "
MRA ABDOMEN W/WO CONTRAST MATERIAL,TC,"$3,300.00 "
MRA CHEST W/O & W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRA HEAD W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRA HEAD W/O & W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRA HEAD W/O CONTRST MATERIAL,TC,"$2,700.00 "
MRA NECK W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRA NECK W/O &W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRA NECK W/O CONTRST MATERIAL,TC,"$2,700.00 "
MRI ABDOMEN W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI ABDOMEN W/O & W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRI ABDOMEN W/O CONTRAST MATERIAL,TC,"$2,700.00 "
MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,TC,"$3,300.00 "
MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,TC,"$2,700.00 "
MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,TC,"$3,000.00 "
MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,TC,"$3,300.00 "
MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,TC,"$2,700.00 "
MRI BRAIN BRAIN STEM W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,TC,"$2,700.00 "
MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRI BRAIN FUNCTIONAL W/O PHYSICIAN ADMNISTRATION,TC,"$2,700.00 "
MRI CHEST W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI CHEST W/O & W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRI CHEST W/O CONTRAST MATERIAL,TC,"$2,700.00 "
MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,TC,"$3,000.00 "
MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,TC,"$3,300.00 "
MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,TC,"$2,700.00 "
MRI ORBIT FACE & NECK W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI ORBIT FACE & NECK W/O & W/CONTRAST MATRL,TC,"$3,300.00 "
MRI ORBIT FACE &/NECK W/O CONTRAST,TC,"$2,700.00 "
MRI PELVIS W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI PELVIS W/O & W/CONTRAST MATERIAL,TC,"$3,300.00 "
MRI PELVIS W/O CONTRAST MATERIAL,TC,"$2,700.00 "
MRI SPECTROSCOPY,TC,"$2,853.00 "
MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,TC,"$3,000.00 "
MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,TC,"$3,300.00 "
MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,TC,"$2,700.00 "
MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,TC,"$3,000.00 "
MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,TC,"$3,300.00 "
MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,TC,"$2,700.00 "
MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,TC,"$3,000.00 "
MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,TC,"$3,300.00 "
MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,TC,"$2,700.00 "
MRI TEMPOROMANDIBULAR JOINT,TC,"$3,000.00 "
MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,TC,"$3,300.00 "
MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,TC,"$3,000.00 "
MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,TC,"$2,700.00 "
MSH2 GENE ANALYSIS DUPLICATION/DELETION VARIANTS,,"$1,372.50 "
MSH2 GENE ANALYSIS FULL SEQUENCE ANALYSIS,,"$1,717.50 "
MSH2 GENE ANALYSIS KNOWN FAMILIAL VARIANTS,,"$1,563.00 "
MSH6 GENE ANALYSIS DUPLICATION/DELETION VARIA,,"$1,462.50 "
MSH6 GENE ANALYSIS FULL SEQUENCE ANALYSIS,,"$2,889.00 "
MSH6 GENE ANALYSIS KNOWN FAMILIAL VARIANTS,,"$1,945.50 "
MTHFR GENE ANALYSIS COMMON VARIANTS,,$538.50 
MUCIN SYNOVIAL FLUID ROPES TEST,,$96.00 
MUCOPOLYSACCHARIDES ACID QUANTITATIVE,,$376.50 
MULTIPLE FAMILY GROUP PSYCHOTHERAPY,,$804.00 
MULTIPLE NERVE BLOCK INJECTIONS RIB NERVES,,"$2,716.50 "
MURAMIDASE,,$339.00 
MUSC MYOQ/FSCQ FLAP HEAD&NECK W/NAMED VASC PEDCL,,"$12,196.50 "
MYELIN BASIC PROTEIN CEREBROSPINAL FLUID,,$325.50 
MYELOGRAPHY CERVICAL RS&I,TC,"$2,064.00 "
MYELOGRAPHY THORACIC RS&I,TC,"$2,064.00 "
MYELOGRAPHY VIA LUMBAR INJECT RS&I LUMBOSACRAL,,"$1,701.00 "
MYELOGRAPHY VIA LUMBAR INJECTION RS&I 2+ REGIONS,,"$1,701.00 "
MYELOGRAPHY VIA LUMBAR INJECTION RS&I CERVICAL,,"$1,701.00 "
MYELOGRAPHY VIA LUMBAR INJECTION RS&I THORACIC,,"$1,701.00 "
MYELOGRAPY 2/MORE REGIONS RS&I,TC,"$2,064.00 "
MYELOGRAPY LUMBOSACRAL RS&I,TC,"$2,064.00 "
MYELOPEROXIDASE MPO,,$642.00 
MYOCARDIAL IMAGING PET METABOLIC EVALUATION,TC,"$7,062.66 "
MYOCARDIAL SPECT MULTIPLE STUDIES,TC,"$5,809.50 "
MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS,TC,"$5,809.50 "
MYOCRD INFARCT AVID PLNR TOMOG SPECT W/WO QUANTJ,TC,"$5,809.50 "
MYOGLOBIN,,$244.50 
MYOMECTOMY 1-4 MYOMAS 250 GM/< VAGINAL APPR,,"$7,890.00 "
MYRINGOPLASTY,,"$9,240.00 "
NARCOSYNTHESIS PSYC DX&THER PURPOSES,,"$1,071.00 "
NASAL ENDOSCOPY DIAGNOSTIC UNI/BI SPX,,$751.50 
NASAL SMEAR EOSINOPHILS,,$78.00 
NASAL/SINUS ENDOSCOPY W/MAXILLARY ANTROSTOMY,,"$9,198.00 "
NASAL/SINUS ENDOSCOPY W/SPHENOIDOTOMY,,"$16,506.00 "
NASAL/SINUS NDSC SURG W/BX POLYPECT/DBRDMT SPX,,"$3,363.00 "
NASAL/SINUS NDSC SURG W/CONCHA BULLOSA RESECTION,,"$4,804.50 "
NASAL/SINUS NDSC SURG W/CONTROL NASAL HEMRRG,,"$4,804.50 "
NASAL/SINUS NDSC SURG W/DACRYOCSTORHINOSTOMY,,"$9,198.00 "
NASAL/SINUS NDSC TOT W/FRNT SINS EXPL TISS RMVL,,"$21,889.50 "
NASAL/SINUS NDSC TOT W/SPHENDT W/SPHEN TISS RMVL,,"$21,889.50 "
NASAL/SINUS NDSC TOTAL WITH SPHENOIDOTOMY,,"$21,889.50 "
NASAL/SINUS NDSC W/FRONTAL & SPHEN SINS DILATION,,"$21,889.50 "
NASAL/SINUS NDSC W/PARTIAL ETHMOIDECTOMY,,"$16,506.00 "
NASAL/SINUS NDSC W/RMVL TISS FROM FRONTAL SINUS,,"$11,554.50 "
NASAL/SINUS NDSC W/TOTAL ETHOIDECTOMY,,"$11,554.50 "
NASO/ORO-GASTRIC TUBE PLMT REQ PHYS&FLUOR GDNCE,,"$1,120.50 "
NASOPHARYNGOSCOPY W/ENDOSCOPE SPX,,"$1,105.50 "
NATRIURETIC PEPTIDE,,$510.00 
NATURAL KILLER CELLS TOTAL COUNT,,$621.00 
NDL EMG 1 XTR W/WO RELATED PARASPINAL AREAS,TC,$850.50 
NDL EMG 2 XTR W/WO RELATED PARASPINAL AREAS,TC,$850.50 
NDL EMG 3 XTR W/WO RELATED PARASPINAL AREAS,TC,"$1,080.00 "
NDL EMG 4 XTR W/WO RELATED PARASPINAL AREAS,TC,"$1,080.00 "
NDL EMG STDS EMG ANAL/URTL SPHNCTR ANY TQ,TC,"$1,836.00 "
NEEDLE ELECTROMYOGRAPHY CRANIAL NRV MUSCLE BI,TC,"$1,080.00 "
NEEDLE ELECTROMYOGRAPHY CRANIAL NRV MUSCLE UNI,TC,"$1,080.00 "
NEEDLE ELECTROMYOGRAPHY LARYNX,TC,$850.50 
NEEDLE EMG LMTD STD MUSC 1 XTR/NON-LIMB UNI/BI,TC,$463.50 
NEEDLE EMG THRC PARASPI MUSC EXCLUDING T1/T12,TC,"$1,080.00 "
NEEDLE EMG W/1 FIBER ELECTRODE QUAN MEAS JITTER,TC,"$1,080.00 "
NEEDLE OCULOGRAPHY 1/ XOC MUSC 1/BOTH EYE W/I&R,TC,$463.50 
NEG PRESSURE WOUND THERAPY NON DME </= 50 SQ CM,,"$1,320.00 "
NEG PRESSURE WOUND THERAPY NON DME >50 SQ CM,,"$1,320.00 "
NEGATIVE PRESSURE WOUND THERAPY DME </= 50 SQ CM,,$912.00 
NEGATIVE PRESSURE WOUND THERAPY DME >50 SQ CM,,"$1,320.00 "
NERVE CONDUCTION STUDIES 11-12 STUDIES,TC,"$1,950.00 "
NERVE CONDUCTION STUDIES 1-2 STUDIES,TC,$528.00 
NERVE CONDUCTION STUDIES 13/> STUDIES,TC,"$2,475.00 "
NERVE CONDUCTION STUDIES 3-4 STUDIES,TC,$840.00 
NERVE CONDUCTION STUDIES 5-6 STUDIES,TC,"$1,156.50 "
NERVE CONDUCTION STUDIES 7-8 STUDIES,TC,"$1,312.50 "
NERVE CONDUCTION STUDIES 9-10 STUDIES,TC,"$2,005.50 "
NEUROMUSCULAR JUNCT TSTG EA NRV ANY 1 METH,TC,"$1,080.00 "
NEUROPLASTY &/TRANSPOS MEDIAN NRV CARPAL TUNNE,,"$4,738.50 "
NEUROPLASTY &/TRANSPOSITION ULNAR NERVE ELBOW,,"$6,646.50 "
NEUROPLASTY &/TRANSPOSITION ULNAR NERVE WRIST,,"$6,646.50 "
NEURP MAJOR PRPH NRV ARM/LEG OPN OTH/THN SPEC,,"$6,646.50 "
NEUTRALIZATION TEST VIRAL,,$279.00 
NFCT AGENT DNA/RNA GASTROINTESTINAL PATHOGEN,,"$2,323.50 "
NFCT AGENT DNA/RNA INFLUENZA >2 TYPES EA ADDL,,$376.50 
NFCT AGENT GENOTYPE HEPATITIS B VIRUS,,"$4,662.00 "
NFCT AGNT GENOTYP NUCLEIC ACID HEPATITIS C VIRUS,,"$4,662.00 "
NFCT AGT DRUG SUSCEPT PHENOTYPE PREDICTION,,"$2,359.50 "
NFCT AGT GENOTYPE NUCLEIC ACID CYTOMEGALOVIRUS,,"$4,662.00 "
NFCT GEXYP DNA/RNA HIV 1 OTHER REGION,,"$2,331.00 "
NFCT GEXYP NUCLEIC ACID HIV REV TRNSCR&PROTEAS,,"$4,662.00 "
NFCT PHEXYP RESIST TISS CUL HIV EA ADDL DRUG,,$429.00 
NFCT PHEXYP RESIST TISS CUL HIV FIRST 1-10 DRUGS,,"$8,043.00 "
NFS/INSTLJ RADIOELMNT SLN 3 MO FOLLOW-UP CARE,TC,"$1,582.50 "
N-INVAS PHYSIOLOGIC STD LXTR ART COMPL BI,TC,"$1,404.00 "
NIPPLE EXPLORATION,,"$9,456.00 "
NITROBLUE TETRAZOLIUM DYE TEST NTD,,$187.50 
NJX ANES STELLATE GANGLION CRV SYMPATHETIC,,"$2,716.50 "
NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,,$982.50 
NJX ANES&/STEROID PLANTAR COMMON DIGITAL NERVE,,$982.50 
NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC 1 LVL,,"$2,716.50 "
NJX ANES&/STRD W/IMG TFRML EDRL CRV/THRC EA LV,,$727.50 
NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,,"$1,902.00 "
NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,,$510.00 
NJX C/P/A CAVERNOSA W/PHARMACOLOGIC AGT,,$918.00 
NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS,,"$10,951.50 "
NJX CHOLANGIO PRQ W/IMG GID RS&I NEW ACCESS,,"$10,951.50 "
NJX CSTOGRAPY/VOIDING URETHROCSTOGRAPY,,$709.50 
NJX DX/THER AGT PVRT FACET JT CRV/THRC 1 LEVEL,,"$1,902.00 "
NJX DX/THER AGT PVRT FACET JT CRV/THRC 2ND LEVEL,,$510.00 
NJX DX/THER AGT PVRT FACET JT CRV/THRC 3+ LEVEL,,$453.00 
NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,,"$2,302.50 "
NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,,$946.50 
NJX DX/THER AGT PVRT FACET JT LMBR/SAC 3+ LEVEL,,$579.00 
NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,,"$1,342.50 "
NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,,"$1,342.50 "
NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,,"$3,025.50 "
NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN,,"$1,918.50 "
NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN,,"$2,700.00 "
NJX PULMONARY ANGIO HRT CATH W/S&I,,$538.50 
NJX PX ANTEGRDE NFROSGRM &/URTRGRM EXSTNG ACESS,,"$2,101.50 "
NJX PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCESS,,"$2,101.50 "
NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH,,"$1,254.00 "
NJX RETROGRADE URETHROCSTOGRAPY,,$399.00 
NJX RP LOCLZJ NON-IMG PROBE STUDY INTRAVENOUS,,"$1,870.50 "
NJX SEL HRT ART CONGENITAL HRT CATH W/S&I,,$360.00 
NJX SEL HRT ART/GRFT CONGENITAL HRT CATH W/S&I,,$282.00 
NJX SEL L VENT/ATRIAL ANGIO HRT CATH W/S&I,,$210.00 
NJX SEL R VENT/ATRIAL ANGIO HRT CATH W/S&I,,$604.50 
NJX SUPRAVALV AORTOG HRT CATH W/S&I,,"$1,500.00 "
NJX VISUALIZATION ILEAL CONDUIT&/URETEROPYELOG,,$366.00 
NOCTURNAL PENILE TUMESCENCE &/RIGIDITY TEST,TC,"$1,836.00 "
NONCARDIAC VASCULAR FLOW IMAGING,TC,"$1,870.50 "
NON-INVAS PHYSIOLOGIC STD EXTREMITY ART 2 LEVEL,TC,$630.00 
NONINVASIVE EAR/PULSE OXIMETRY OVERNIGHT MONITOR,,$441.00 
NON-INVASIVE PHYSIOLOGIC STUDY EXTREMITY 3 LEVLS,TC,$756.00 
NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,,"$9,031.50 "
NPM1 NUCLEOPHOSMIN GENE ANAL EXON 12 VARIANTS,,"$2,236.50 "
NRAS GENE ANALYSIS VARIANTS IN EXON 2&3,,"$3,549.00 "
NSL/SINUS NDSC MAX ANTROST W/RMVL TISS MAX SINUS,,"$11,554.50 "
NSL/SINUS NDSC SPHENDT RMVL TISS SPHENOID SINUS,,"$16,506.00 "
NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,TC,"$6,972.00 "
NUBHVL STATUS XM PR HR W/PT INTERPJ&PREPJ,,"$1,200.00 "
NUCLEAR MATRIX PROTEIN 22 NMP22 QUALITATIVE,,$262.50 
NZYM ACTIV BLD CELLS/TISS NONRADACT SUBSTRATE EA,,$342.00 
NZYM ACTV BLOOD CELLS/TISS RADACT SUBSTRATE EA,,$297.00 
O2 UPTAKE EXP GAS ANALYSIS REST INDIRECT SPX,TC,$217.50 
O2 UPTK EXP GAS ALYS W/CO2 OUTPUT % O2 XTRC,TC,$774.00 
O2 UPTK EXP GAS ANALYSIS REST&XERS DIRECT SIMP,TC,$600.00 
OBSTRUCTIVE MATERIAL REMOVAL FROM GI TUBE,,"$2,899.50 "
OCCUP TX REQ SKILLS QUAL OCCUP TRPST PER SESSION,,$616.50 
OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS,,$414.00 
OCCUPATIONAL THERAPY EVAL HIGH COMPLEX 60 MINS,,$600.00 
OCCUPATIONAL THERAPY EVAL LOW COMPLEX 30 MINS,,$450.00 
OCCUPATIONAL THERAPY EVAL MOD COMPLEX 45 MINS,,$525.00 
OLIGOCLONAL IMMUNE,,$381.00 
ONC BREAST MRNA GENE XPRSN PRFL HYBRD 58 GENES,,"$37,188.00 "
ONC BREAST MRNA MICRORA GENE XPRSN PRFL 70 GENES,,"$46,476.00 "
ONC PRST8 MRNA GENE XPRSN PRFL RT-PCR 46 GENES,,"$46,476.00 "
ONCOPROTEIN DES-GAMMA-CARBOXY-PROTHROMBIN DCP,,"$1,219.50 "
ONCOPROTEIN HER-2/NEU,,"$1,219.50 "
ONE DONOR FRESH FROZN PLASMA,,$627.00 
OPEN REPAIR OF ROTATOR CUFF ACUTE,,"$19,755.00 "
OPEN REPAIR OF ROTATOR CUFF CHRONIC,,"$13,828.50 "
OPEN TREATMENT BIMALLEOLAR ANKLE FRACTURE,,"$19,755.00 "
OPEN TREATMENT FRACTURE DISTAL TIBIA & FIBULA,,"$36,172.50 "
OPEN TREATMENT INTERPHALANGEAL JOINT DISLOCATION,,"$9,225.00 "
OPEN TREATMENT MEDIAL MALLEOLUS FRACTURE,,"$22,195.50 "
OPEN TREATMENT METACARPOPHALANGEAL DISLOCATION,,"$10,365.00 "
OPEN TREATMENT METATARSAL FRACTURE EACH,,"$22,195.50 "
OPEN TREATMENT OF ULNAR SHAFT FRACTURE,,"$22,195.50 "
OPEN TREATMENT PROXIMAL FIBULA/SHAFT FRACTURE,,"$22,195.50 "
OPEN TREATMENT PROXIMAL HUMERAL FRACTURE,,"$36,172.50 "
OPEN TREATMENT RADIAL SHAFT FRACTURE,,"$22,195.50 "
OPEN TREATMENT TALUS FRACTURE,,"$19,755.00 "
OPEN TREATMENT TARSOMETATARSAL JOINT DISLOCATION,,"$22,195.50 "
OPEN TREATMENT ULNAR FRACTURE PROXIMAL END,,"$22,195.50 "
OPEN TREATMENT ULNAR STYLOID FRACTURE,,"$22,195.50 "
OPEN TX ACUTE/CHRONIC ELBOW DISLOCATION,,"$22,195.50 "
OPEN TX ARTICULAR FRACTURE MCP/IP JOINT EA,,"$10,365.00 "
OPEN TX CARPAL SCAPHOID NAVICULAR FRACTURE,,"$22,195.50 "
OPEN TX CARPOMETACARPAL DISLOCATE NOT THUMB,,"$10,365.00 "
OPEN TX CLAVICULAR FRACTURE INTERNAL FIXATION,,"$22,195.50 "
OPEN TX COMP FX MALAR W/INTERNAL FX&MULT SURG,,"$17,560.50 "
OPEN TX DEPRESSED MALAR FRACTURE,,"$17,560.50 "
OPEN TX DEPRESSED ZYGOMATIC ARCH FRACTURE,,"$15,628.50 "
OPEN TX DISTAL FIBULAR FRACTURE LAT MALLEOLUS,,"$22,195.50 "
OPEN TX DISTAL PHALANGEAL FRACTURE EACH,,"$10,365.00 "
OPEN TX DISTAL TIBIOFIBULAR JOINT DISRUPTION,,"$19,755.00 "
OPEN TX FRACTURE GREAT TOE/PHALANX/PHALANGES,,"$10,365.00 "
OPEN TX FRACTURE PHALANX/PHALANGES NOT GREAT TOE,,"$10,365.00 "
OPEN TX HUMERAL SUPRACONDYLAR FRACTURE W/O XTN,,"$36,172.50 "
OPEN TX INTERPHALANGEAL JOINT DISLOCATION,,"$10,365.00 "
OPEN TX MANDIBULAR FX W/INTERDENTAL FIXATION,,"$15,628.50 "
OPEN TX METACARPAL FRACTURE SINGLE EA BONE,,"$9,225.00 "
OPEN TX NASOETHMOID FX W/O EXTERNAL FIXATION,,"$17,560.50 "
OPEN TX ORBITAL FLOOR BLOWOUT FX COMBINED APPR,,"$17,560.50 "
OPEN TX ORBITAL FLOOR BLOWOUT FX PERIORBITAL,,"$15,628.50 "
OPEN TX PHALANGEAL SHAFT FRACTURE PROX/MIDDLE EA,,"$10,365.00 "
OPEN TX RADIAL&ULNAR SHAFT FX W/FIXJ RADIUS&ULNA,,"$22,195.50 "
OPEN TX TRIMALLEOLAR ANKLE FX W/O FIXJ PST LIP,,"$19,755.00 "
OPEN/PERQ PLACEMENT INTRAVASC STENT SAME EA ADDL,,"$7,845.00 "
OPEN/PERQ PLACEMENT INTRAVASCULAR STENT EA ADDL,,"$9,438.00 "
OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL,,"$36,895.50 "
OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST,,"$36,895.50 "
OPH BMTRY PRTL COHER INTRFRMTRY IO LENS PWR CAL,TC,$655.50 
OPH BMTRY US ECHOGRAPY A-SCAN IO LENS PWR CAL,TC,$273.00 
OPHTHALMIC ULTRASOUND DX B-SCAN W/WO A-SCAN,TC,$442.50 
OPHTHALMIC ULTRASOUND DX QUAN A-SCAN ONLY,TC,$633.00 
OPHTHALMIC US DX CORNEAL PACHYMETRY UNI/BI,TC,$111.00 
OPHTHALMOSCPY EXTENDED RETINAL DRAWING I&R 1ST,,$243.00 
OPPS/PHP; TRAIN & EDUC SERV,,$616.50 
OPPS/PHP;ACTIVITY THERAPY,,$321.00 
OPTKINETIC NYSTAG BIDIR/FOVEAL/PERIPH STIM W/REC,TC,$756.00 
OPTX DSTL RADL I-ARTIC FX/EPIPHYSL SEP 2 FRAG,,"$22,195.50 "
OPTX DSTL RADL I-ARTIC FX/EPIPHYSL SEP 3 FRAG,,"$22,195.50 "
OPTX DSTL RADL X-ARTIC FX/EPIPHYSL SEP,,"$22,195.50 "
OPTX HUMERAL SHFT FX W/PLATE/SCREWS W/WOCERCLAGE,,"$36,172.50 "
OPTX PATLLR FX W/INT FIXJ/PATLLC&SOFT TISS RPR,,"$19,755.00 "
ORBICULARIS OCULI REFLX ELECTRODIAGNOSTIC TEST,TC,$463.50 
ORCHIECTOMY RADICAL TUMOR INGUINAL APPROACH,,"$12,169.50 "
ORCHIECTOMY SIMPLE SCROTAL/INGUINAL APPROACH,,"$10,807.50 "
ORCHIOPEXY INGUINAL APPROACH W/WO HERNIA RPR,,"$10,830.00 "
ORGANIC ACID 1 QUANTITATIVE,,$334.50 
ORGANIC ACIDS QUALITATIVE EACH SPECIMEN,,$312.00 
