Service Description,CPT/HCPCS Code,Charge
L&D TRIAGE LEVEL II,99282,555.00
L&D TRIAGE LEVEL III,99283,918.00
L&D TRIAGE LEVEL IV,99284,1420.00
L&D TRIAGE LEVEL V,99285,2137.00
LABYRINTHOTOMY WITH PERFUSION OF VESTIBULOACTIVE DRUG(S) TRANSCANAL,69801,2896.00
LACOSAMIDE 50 MG TABLET,,22.84
LACTATE DEHYDROGENASE (LDH),83615,101.00
LACTATE DEHYDROGENASE ISOENZYME,83625,168.00
LACTIC ACID,83605,139.00
"LACTOBACILLUS ACIDOPHILUS, BULGARICUS 100 MILLION CELL GRANULES PACKET",,2.68
LACTOFERRIN FECAL QUANTITATIVE,83631,162.00
LACTOFERRIN FECES QUALITATIVE,83630,156.00
LACTOGEN HUMAN PLACENTAL (HPL),83632,136.00
LACTOSE URINE QUALITATIVE,83633,45.00
LAMELLAR BODY DENSITY,83664,139.00
LAMINOTOMY W/DECOMPR NERVE ROOT(S) EA ADDL INTERSPACE CERVICAL/LUMBAR,63035,6386.00
LAMINOTOMY W/DECOMPR NERVE ROOT(S) INTRVRTBRL DISC 1 INTERSPACE LUMBAR,63030,12023.00
LANGUAGE COMPREHEN FUNCTIONAL LIMIT PROJ GOAL STATUS AT THRPY/DISCHRG,G9160,0.01
LANGUAGE EXPRESSION FUNCTIONAL LIMIT DISCHARGE STATUS AT DISCHARGE,G9164,0.01
LANGUAGE EXPRESSION FUNCTIONAL LIMIT PROJ GOAL STAT AT THRPY/DISCHRG,G9163,0.01
LAPAROSCOPY FUNDOPLASTY ESOPHAGOGASTRIC,43280,19185.00
LAPAROSCOPY GASTROSTOMY,43653,5801.00
LAPAROSCOPY LAVH UTERUS <250 GRAMS W/REM TUBES,58552,20168.00
LAPAROSCOPY REPAIR PARAESPHGL HRNA INCL FUNDPLSTY W/O MES,43281,19185.00
LAPAROSCOPY SURGICAL ABLATION OF RENAL CYSTS,50541,11378.00
LAPAROSCOPY SURGICAL ABLATION OF RENAL MASS LESION(S),50542,17186.00
LAPAROSCOPY SURGICAL APPENDECTOMY,44970,8045.00
LAPAROSCOPY SURGICAL CHOLECYSTECTOMY,47562,9770.00
LAPAROSCOPY SURGICAL CHOLECYSTECTOMY WITH CHOLANGIOGRAPHY,47563,8846.00
LAPAROSCOPY SURGICAL ENTEROLYSIS,44180,11763.00
LAPAROSCOPY SURGICAL WITH ASPIRATION OF CAVITY OR CYST,49322,9711.00
LAPAROSCOPY SURGICAL WITH BIOPSY,49321,11735.00
LARYNGEAL FUNCTION STUDIES,92520,628.00
LARYNGOSCOPY DIAGNOSTIC,31525,5016.00
LARYNGOSCOPY DIRECT OPERATIVE WITH BIOPSY W/OPER MICRSCOPE/TELESCOPE,31536,5144.00
LARYNGOSCOPY DIRECT OPERATIVE WITH FOREIGN BODY REMOVAL,31530,4490.00
LARYNGOSCOPY DIRECT W/WO TRACHEOSCOPY DIAGNOSTIC W/OPER MICRSCPE/TELESCP,31526,1949.00
LARYNGOSCOPY DIRECT WITH OR WITHOUT TRACHEOSCOPY WITH DILATION INITIAL,31528,5968.00
LARYNGOSCOPY DIRECT WITH OR WITHOUT TRACHEOSCOPY WITH INSERT OBTURATOR,31527,7957.00
LARYNGOSCOPY FIBEROPTIC,31575,826.00
LARYNGOSCOPY FLEXIBLE FIBEROPTIC WITH BIOPSY,31576,6401.00
LARYNGOSCOPY FLEXIBLE FIBEROPTIC WITH REMOVAL OF LESION,31578,5308.00
LARYNGOSCOPY FLEXIBLE OR RIGID FIBEROPTIC WITH STROBOSCOPY,31579,1224.00
LARYNGOSCOPY INDIRECT,31505,375.00
LARYNGOSCOPY INDIRECT WITH BIOPSY,31510,5308.00
LARYNGOSCOPY INDIRECT WITH REMOVAL OF FOREIGN BODY,31511,561.00
LARYNGOSCOPY INDIRECT WITH REMOVAL OF LESION,31512,5308.00
LAVAGE BY CANNULATION MAXILLARY SINUS,31000,800.00
LDH-BLOOD,83615,101.00
LDH-MISC,83615,101.00
LEAD,83655,184.00
LEFT HEART CATH W/INJECTION(S) LEFT VENTRICULOGRAPHY S&I,93452,18071.00
LEGIONELLA ANTIBODY,86713,246.00
LEGIONELLA ANTIGEN IMMUNOFLUORESCENT,87278,179.00
LEGIONELLA NUCLEIC ACID PROBE AMPLIFIED,87541,289.00
LEGIONELLA NUCLEIC ACID PROBE DIRECT,87540,165.00
LEGIONELLA PNEUMOPHILA DNA QUANTIFICATION,87542,344.00
LEISHMANIA ANTIBODY,86717,101.00
LEPTOSPIRA ANTIBODY,86720,220.00
LEUCINE AMINOPEPTIDASE (LAP),83670,76.00
LEUKOCYTE HISTAMINE RELEASE,86343,103.00
LEUKOCYTE PHAGOCYTOSIS,86344,66.00
LEUKOCYTE TRANSFUSION,86950,288.00
LEUPROLIDE (6 MONTH) 45 MG INTRAMUSCULAR SYRINGE KIT,J9217,20622.45
LEVOFLOXACIN 500 MG/100 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,J1956,52.85
LEVOTHYROXINE 112 MCG TABLET,,0.60
LIGATE ARTERY COMMON CAROTID W/OCCLUSION GRADUAL,37606,9304.00
LIGATION OR BANDING OF ANGIOACCESS ARTERIOVENOUS FISTULA,37607,7895.00
LIGATION OR BIOPSY TEMPORAL ARTERY,37609,4726.00
LIGATION/TRANSECTION FALLOPIAN TUBE(S) ABD/VAGINAL APPROACH UNILAT/BILAT,58600,9504.00
LIMITED ORAL EVALUATION PROBLEM FOCUSED,D0140,107.00
LIPASE,83690,152.00
"LIPASE, SERUM",83690,152.00
LIPID PANEL,80061,237.00
LIPOPROTEIN ASSOCIATED PHOSPHOLIPASE A2 LP-PLA2,83698,108.00
LIPOPROTEIN FRACTIONATION,83701,193.00
LISTERIA ANTIBODY,86723,109.00
LITHIUM THERAPUTIC DRUG ANALYSIS,80178,160.00
LITHOTRIPSY EXTRACORPOREAL SHOCK WAVE,,18384.00
LIVER ELASTOGRAPHY MECHANICALLY INDUCED SHEAR WAVE W/O IMAGING,91200,455.00
LIVER-KIDNEY MICROSOME ANTIBODY,86376,182.00
LOW FREQUENCY ULTRASOUND FOR ONGOING CARE PER DAY,97610,374.00
LT HEART CATH BY TRANSSEPTL PUNCT THRU INTACT SEPTUM OR TRANSAPICL PUNCT,93462,13036.00
LUTEINIZING HORMONE (LH),83002,306.00
LUTEINIZING RELEASING FACTOR,83727,142.00
LYME AB,87476,541.00
LYME AB IGM,87476,541.00
LYME DISEASE ANTIBODY,86618,213.00
LYME DISEASE DNA DIRECT PROBE,87475,165.00
LYMPHOCYTE TRANSFORMATION,86353,589.00
LYMPHOCYTIC CHORIOMENINGIT ANTIBODY,86727,90.00
LYMPHOCYTOTOXICITY VISUAL X-MATCH W TITRATION,86805,432.00
LYMPHOCYTOTOXICITY VISUAL X-MATCH WO TITRATION,86806,392.00
LYSIS OF LABIAL ADHESIONS,56441,2511.00
LYSIS OR EXCISION OF PENILE POST-CIRCUMCISION ADHESIONS,54162,3969.00
M.I.C. SENS,87186,188.00
MACROSCOPIC EXAM PARASITE,87169,68.00
MAGNESIUM,83735,111.00
"MAGNESIUM, SERUM",83735,111.00
MALARIA SMEAR,87207,129.00
MALATE DEHYDROGENASE,83775,61.00
MAMMARY DUCTOGRAM OR GALACTOGRAM MULTIPLE S&I,77054,630.00
MAMMARY DUCTOGRAM OR GALACTOGRAM SINGLE DUCT S&I,77053,661.00
MAMMO DIGITAL DIAGNOSTIC CONVERTED UNI,77065,397.00
MAMMO DIGITAL SCREENING,77067,406.00
MAMMO SURGICAL SPECIMEN,76098,910.00
MAMMO TOMOSYNTHESIS BREAST SCREEN,77063,52.00
MANAGEMENT AND SUPERVISION OF OXYGEN CHAMBER THERAPY PER SESSION,99183,337.00
MANGANESE,83785,180.00
MANIPULATION CHEST WALL TO FACILITATE LUNG FUNCTION INITIAL DEMONST/EVAL,94667,186.00
MANIPULATION CHEST WALL TO FACILITATE LUNG FUNCTION SUBSEQUENT,94668,148.00
MANIPULATION OF TEMPOROMANDIBULAR JOINT(S) THERAPEUTIC REQ ANESTHESIA,21073,7065.00
MANUAL THERAPY >=1 REGIONS EACH 15 MINUTES,97140,197.00
MARSUPIALIZATION OF BARTHOLIN'S GLAND CYST,56440,3703.00
MARSUPIALIZATION OF SUBLINGUAL SALIVARY CYST,42409,5019.00
MASS SPECTROMETRY NON-DRUG NOT ELSEWHERE SPECIFIED ANALYTE EACH SPECIMEN,83789,255.00
MAXIMUM BREATHING CAPACITY MAXIMAL VOLUNTARY VENTILATION,94200,232.00
MCV4/MENACWY CONJ VACC GRPS ACYW-135 IM USE,90734,364.00
MD/QHP SERVICES OP CARDIAC REHAB W/ECG MONITORING,93798,164.00
MD/QHP SERVICES OP CARDIAC REHAB W/O ECG MONITORING,93797,216.00
MD/QHP SERVICES RENDERED IN A GROUP SETTING,99078,161.00
MDA/MDEA/MDMA DEFINITIVE ASSAY,80359,259.00
MEASLES MUMPS RUBELLA VIRUS VACCINE LIVE SUBQ,90707,213.00
MEASURE SPIROMETRIC FORCED EXPIRATORY FLOWS PRE/POST BRONCHODIL <=2 YRS,94012,521.00
MEASUREMENT POST-VOIDING URINE AND/OR BLADDER CAPACITY BY US NON-IMAGING,51798,184.00
MEATOTOMY CUTTING OF MEATUS EXCEPT INFANT,53020,3728.00
MEATOTOMY CUTTING OF MEATUS INFANT,53025,2641.00
MECH REM INTRALUMNL OBSTR MATERIAL FROM CV DEVICE THRU DEVICE LUMEN S&I,75902,406.00
MECH REM PERICATH OBSTR MATERIAL FROM CV DEVICE SEP VENOUS ACCESS S&I,75901,562.00
MECHANICAL CHEST WALL OSCILLATION TO FACILITATE LUNG FUNCTION/SESSION,94669,408.00
MECHANICAL REMOVAL OBSTRUCTIVE MATERIAL G/D/J/G-J/CEC TUBE WITH FLUORO,49460,2152.00
MECHANICAL REMOVAL PERICATH OBSTRUCTV MATERIAL FROM SEPARATE VENOUS ACC,36595,4461.00
MEDICAL NUTRITION THERAPY GROUP EACH 30 MINUTES,97804,142.00
MEDICAL NUTRITION THERAPY INITIAL ASSESS/INTERVENTION INDIVID EA 15 MIN,97802,223.00
MEDICAL NUTRITION THERAPY REASSESS/SUBSEQUENT INTERVENTION GROUP/30 MIN,G0271,82.00
MEDICAL NUTRITION THERAPY RE-ASSESSMENT/INTERVENTION EACH 15 MINUTES,97803,193.00
MEDICAL TESTIMONY,99075,1713.00
MEDICAL/SURGICAL SUPPLIES AND DEVICES GENERAL,,0.01
MEMORY FUNCTIONAL LIMIT CURRENT STATUS AT THERAPY,G9168,0.01
MEMORY FUNCTIONAL LIMIT DISCHARGE STATUS AT DISCHARGE,G9170,0.01
MEMORY FUNCTIONAL LIMIT PROJ GOAL STATUS AT THERAPY/DISCHARGE,G9169,0.01
METANEPHRINES,83835,203.00
METHADONE 5 MG TABLET,,0.06
METHADONE DEFINITIVE ASSAY,80358,161.00
METHEMALBUMIN,83857,88.00
METHEMOGLOBIN QUALITATIVE,83045,41.00
METHEMOGLOBIN QUANTITATIVE,83050,159.00
METHOTREXATE,80299,182.00
METHYL SALICYLATE TOPICAL LIQUID,,17.64
METHYLPHENIDATE 5 MG TABLET,,1.45
METHYLPHENIDATE DEFINITIVE ASSY,80360,138.00
METHYLPREDNISOLONE SOD SUCC (PF) 125 MG/2 ML SOLUTION FOR INJECTION,J2930,9.49
METHYLPREDNISOLONE SOD SUCC (PF) 40 MG/ML SOLUTION FOR INJECTION,J2920,5.46
METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,,7.61
METYRAPONE PANEL,80436,752.00
MGMT (O-6-METHYLGUANINE-DNA METHYLTRANSFERASE) GENE METHYLATION ANALYSIS,81287,900.00
MICROALBUMIN URINE QUANTITATIVE,82043,99.00
MICROALBUMIN URINE SEMIQUANTITATIVE,82044,25.00
"MICROALBUMIN, 24 HRS",82043,99.00
"MICROALBUMIN, URINE, RANDOM",82043,99.00
MICRODISSECTION LASER,88380,370.00
MICRODISSECTION MANUAL,88381,521.00
MICROSATELLITE INSTABILITY,81301,1531.00
MICROSOMAL ANTIBODY,86376,182.00
MILRINONE 20 MG/100 ML(200 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS PIGGYBK,J2260,43.40
MILRINONE 200 MCG/ML IV,J2260,62.00
"MLH1 (MUTL HOMOLOG 1, COLON CANCER, NONPOLY TYPE 2) GENE DUP/DELETE VARI",81294,756.00
"MLH1 (MUTL HOMOLOG 1, COLON CANCER, NONPOLY TYPE 2) GENE FULL SEQ",81292,2563.00
"MLH1 (MUTL HOMOLOG 1, COLON CANCER, NONPOLYPOSIS TYPE 2) GENE ANALYSIS",81288,527.00
MOBILITY CURRENT STATUS THERAPY EPISODE OUTSET & REPORTING INTERVALS,G8978,0.01
MOBILITY DISCHARGE STATUS AT DISCHARGE,G8980,0.01
MOBILITY PROJECTED GOAL STATUS THERAPY AT DISCHARGE,G8979,0.01
MOD PFT,94799,51.00
MODERATE SEDATION SERVICES PROVIDED OTHER MD/QHP EA ADDL 15 MIN,99157,142.00
MODERATE SEDATION SERVICES PROVIDED OTHER MD/QHP INITIAL 15 MIN <5 YRSE,99155,497.00
MODERATE SEDATION SERVICES PROVIDED OTHER MD/QHP INITIAL 15 MIN >5 YRS,99156,257.00
MODERATE SEDATION SERVICES PROVIDED SAME MD/QHP EA ADDL 15 MIN,99153,157.00
MODERATE SEDATION SERVICES PROVIDED SAME MD/QHP INITIAL 15 MIN <5 YRS,99151,335.00
MODERATE SEDATION SERVICES PROVIDED SAME MD/QHP INITIAL 15 MIN >5 YRS,99152,431.00
MOHS MICROGRP TECHNIQUE HEAD/NECK/HNDS/FT/GENIT 1ST STAGE<=5 TISS BLOCKS,17311,1445.00
MOHS MICROGRP TECHNIQUE HEAD/NECK/HNDS/FT/GENIT ADD STAGE<=5 TISS BLOCKS,17312,1445.00
MOIST PREP,87210,74.00
MOLECULAR CYTO DNA PROBE FISH,88271,315.00
MOLECULAR CYTOGENETICS IN SITU HYBRIDIZATION 100-300 CELLS,88275,466.00
MOLECULAR CYTOGENETICS IN SITU HYBRIDIZATION 10-30 CELLS,88273,372.00
MOLECULAR CYTOGENETICS IN SITU HYBRIDIZATION 25-99 CELLS,88274,287.00
MOLECULAR CYTOGENETICS IN SITU HYBRIDIZATION 3-5 CELLS,88272,221.00
MOLECULAR PATHOLOGY PROC LEVEL 2,81401,896.00
MOLECULAR PATHOLOGY PROC LEVEL 3,81402,991.00
MOLECULAR PATHOLOGY PROC LEVEL 4,81403,518.00
MOLECULAR PATHOLOGY PROC LEVEL 5,81404,1592.00
MOLECULAR PATHOLOGY PROC LEVEL 6,81405,2988.00
MOLECULAR PATHOLOGY PROC LEVEL 7,81406,3748.00
MOLECULAR PATHOLOGY PROCEDURE LEVEL 1,81400,740.00
MOLECULAR PATHOLOGY PROCEDURE LEVEL 8,81407,3963.00
MOLECULAR PATHOLOGY PROCEDURE LEVEL 9,81408,7145.00
MONITOR LOCALIZATION CEREBRAL SEIZURE PORT EEG REC&INTERP EA 24 HRS ATTN,95953,3253.00
MONITORING IDENTIF/LATERALIZ SEIZURE FOCUS EEG REC & INTERP EA 24 HRS,95950,3830.00
"MORPHINE ER 100 MG TABLET,EXTENDED RELEASE",,1.63
MORPHOMETRIC ANALYSIS SKELETAL MUSCLE,88355,551.00
MOTOR SPEECH FUNCTIONAL LIMIT CURRENT STATUS AT THERAPY,G8999,0.01
MOTOR SPEECH FUNCTIONAL LIMIT DISCHARGE STATUS AT DISCHARGE,G9158,0.01
MOTOR SPEECH FUNCTIONAL LIMIT PROJ GOAL STATUS AT THERAPY/DISCHARGE,G9186,0.01
MOTOR/SENSORY NRV CONDUCT ELECTRODE ARRAY EA LIMB W/INTERP & REPORT,95905,372.00
MRA ABDOMEN WITH & WITHOUT CONTRAST,74185,4941.00
MRA ABDOMEN WITH CONTRAST,74185,4941.00
MRA ABDOMEN WITHOUT CONTRAST,74185,4941.00
MRA CHEST WITH & WITHOUT CONTRAST,71555,3342.00
MRA CHEST WITH CONTRAST,71555,3342.00
MRA CHEST WITHOUT CONTRAST,71555,3342.00
MRA HEAD W CONTRAST,70545,3894.00
MRA HEAD W&W/O CONTRAST,70546,4874.00
MRA HEAD W/O CONTRAST,70544,3238.00
MRA LOWER EXTREMITY WITH & WITHOUT CONTRAST,73725,3798.00
MRA LOWER EXTREMITY WITH CONTRAST,73725,1492.00
MRA LOWER EXTREMITY WITHOUT CONTRAST,73725,1492.00
MRA NECK W CONTRAST,70548,3902.00
MRA NECK W&W/O CONTRAST,70549,3756.00
MRA NECK W/O CONTRAST,70547,3039.00
MRA PELVIS WITH & WITHOUT CONTRAST,72198,4328.00
MRA PELVIS WITH CONTRAST,72198,2039.00
MRA PELVIS WITHOUT CONTRAST,72198,2063.00
MRA SPINE W CONTRAST,72159,2039.00
MRA SPINE W&W/O CONTRAST,72159,2039.00
MRA SPINE WO CONTRAST,72159,2039.00
MRA UPPER EXTREMITY W CONTRAST,73225,1492.00
MRA UPPER EXTREMITY W&W/O CONTRAST,73225,3312.00
MRA UPPER EXTREMITY WO CONTRAST,73225,1492.00
MRI ABDOMEN W CONTRAST,74182,2459.00
MRI ABDOMEN W&W/O CONTRAST,74183,4138.00
MRI ABDOMEN W/O CONTRAST,74181,3212.00
MRI BRAIN FUNCTIONAL W STIMULATION,70554,1740.00
MRI BRAIN W CONTRAST,70552,4292.00
MRI BRAIN W&W/O CONTRAST,70553,3903.00
MRI BRAIN W/O CONTRAST,70551,3235.00
MRI BREAST WITH & WITHOUT CONTRAST UNILATERAL,77058,3312.00
MRI BREAST WITH AND WITHOUT CONTRAST BILATERAL,77059,4968.00
MRI BREAST WITH CONTRAST BILATERAL,77059,4968.00
MRI BREAST WITH CONTRAST UNILATERAL,77058,3312.00
MRI BREAST WITHOUT CONTRAST BILATERAL,77059,4968.00
MRI BREAST WITHOUT CONTRAST UNILATERAL,77058,3312.00
MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL,77049,4968.00
MRI CARD W&WO CONT MORPH FUNC,75561,3438.00
MRI CARDIAC VELOCITY FLOW MAP ADD ON,75565,193.00
MRI CARDIAC W&WO CONTRAST W STR,75563,2826.00
MRI CARDIAC WO CONTRAST MORPH FUNCTION,75557,3236.00
MRI CERVICAL SPINE W & W/O CONTRAST,72156,4931.00
MRI CERVICAL SPINE W CONTRAST,72142,4261.00
MRI CERVICAL SPINE W/O CONTRAST,72141,3806.00
MRI CHEST W CONTRAST,71551,2438.00
MRI CHEST W&W/O CONTRAST,71552,4140.00
MRI CHEST W/O CONTRAST,71550,3635.00
MRI COMPUTER-AIDED DETECTION BREAST LESION DETECT/CHARACTERIZAT W/MD REV,0159T,88.00
MRI FETAL EACH ADDITIONAL GESTATION,74713,238.00
MRI FETAL SINGLE GESTATION,74712,1007.00
MRI GUIDE PARENCHYMAL TISSUE ABLATION,77022,764.00
MRI GUIDED NEEDLE PLACEMENT S&I,77021,1182.00
MRI LOWER EXTREMITY JOINT W CONTRAST,73722,3494.00
MRI LOWER EXTREMITY JOINT W&W/O CONTRAST,73723,4968.00
MRI LOWER EXTREMITY JOINT W/O CONTRAST,73721,4224.00
MRI LOWER EXTREMITY W CONTRAST,73719,4140.00
MRI LOWER EXTREMITY W&W/O CONTRAST,73720,4260.00
MRI LOWER EXTREMITY W/O CONTRAST,73718,3665.00
MRI LUMBAR SPINE W CONTRAST,72149,3585.00
MRI LUMBAR SPINE W&W/O CONTRAST,72158,5044.00
MRI LUMBAR SPINE W/O CONTRAST,72148,3567.00
MRI ORBIT/FACE/NECK W CONTRAST,70542,3040.00
MRI ORBIT/FACE/NECK W&W/O CONTRAST,70543,4156.00
MRI ORBIT/FACE/NECK W/O CONTRAST,70540,3606.00
MRI PELVIS W CONTRAST,72196,2481.00
MRI PELVIS W&W/O CONTRAST,72197,4240.00
MRI PELVIS W/O CONTRAST,72195,3608.00
MRI SPECTROSCOPY,76390,1877.00
MRI THORACIC SPINE W CONTRAST,72147,3748.00
MRI THORACIC SPINE W&W/O CONTRAST,72157,4858.00
MRI THORACIC SPINE W/O CONTRAST,72146,3163.00
MRI TMJ (TEMPOROMANDIBULAR JOINT},70336,2259.00
MRI UPPER EXTREMITY JOINT W CONTRAST,73222,4452.00
MRI UPPER EXTREMITY JOINT W&W/O CONTRAST,73223,4793.00
MRI UPPER EXTREMITY JOINT W/O CONTRAST,73221,4452.00
MRI UPPER EXTREMITY W CONTRAST,73219,3866.00
MRI UPPER EXTREMITY W&W/O CONTRAST,73220,4404.00
MRI UPPER EXTREMITY W/O CONTRAST,73218,3513.00
"MSH2 (MUTL HOMOLOG 2, COLON CANCER, NONPOLY TYPE 1) GENE DUP/DELETE VARI",81297,602.00
MSH6 (MUTS HOMOLOG 6 [E. COLI]) GENE DUP/DELETE VARIANT,81300,641.00
MT ASSESSMENT,,105.00
MT RX INDIVIDUAL,,80.00
MUCOPOLYSACCHARIDES QUANTITATIVE,83864,440.00
MUCORMYCOSIS ANTIBODY,86732,109.00
MULTI-LEAF COLLIMATOR DEVICE(S) IMRT DESIGN CONSTRUCTION/PLAN,77338,1063.00
MULTIPLE PUNCTURES OF ANTERIOR CORNEA,65600,6582.00
MULTIPLE SLEEP LATENCY/MAINTEN WAKEFULNESS TEST REC/ANALYSIS/INTERP&REP,95805,3583.00
MULTIPLE-FAMILY GROUP ADAPTIVE BEHAVIOR TREATMENT GUIDANCE ADMIN MD/QHP,0371T,649.00
MULTIPLE-FAMILY GROUP PSYCHOTHERAPY,90849,262.00
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,,1.47
MUMPS ANTIBODY,86735,187.00
MUSCLE TEST EXTREMITY/TRUNK,95831,49.00
MUSCLE TESTING MANUAL WITH REPORT HAND,95832,56.00
MUSCLE TESTING MANUAL WITH REPORT TOTAL EVALUATION BODY EXCL HANDS,95833,77.00
MUSCLE TESTING MANUAL WITH REPORT TOTAL EVALUATION BODY INCL HANDS,95834,112.00
MUSK ANTIBODY,83519,353.00
MYCOBACTERIA AVIUM NUCLEIC ACID PROBE AMPLIFIED,87561,214.00
MYCOBACTERIA AVIUM NUCLEIC ACID PROBE DIRECT,87560,165.00
MYCOBACTERIA AVIUM-INTRACELLULARE DNA QUANTITATIVE,87562,353.00
MYCOBACTERIA DNA AMPLIFIED PROBE,87551,289.00
MYCOBACTERIA DNA QUANTIFICATION,87552,353.00
MYCOBACTERIA NUCLEIC ACID PROBE DIRECT,87550,165.00
MYCOBACTERIA TB NUCLEIC ACID PROBE AMPLIFIED,87556,462.00
MYCOBACTERIA TB NUCLEIC ACID PROBE DIRECT,87555,165.00
MYCOBACTERIA TUBERCULOSIS DNA QUANTITATIVE,87557,353.00
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE",J7518,11.07
MYCOPHENOLIC ACID THERAPUTIC DRUG ANALYSIS,80180,179.00
MYCOPLASMA ANTIBODY,86738,174.00
MYCOPLASMA PNEUMONIAE DNA DIR PROBE,87580,165.00
MYELOPEROXIDASE (MPO),83876,173.00
MYOGLOBIN,83874,137.00
"MYOGLOBIN, SERUM",83874,137.00
MYRINGOPLASTY CONFINED TO DRUMHEAD AND DONOR AREA,69620,9345.00
NASAL ENDOSCOPY DIAGNOSTIC UNILATERAL OR BILATERAL,31231,1261.00
NASAL/SINUS ENDOSCOPY DIAGNOSTIC WITH MAXILLARY SINUSOSCOPY,31233,1500.00
NASAL/SINUS ENDOSCOPY DIAGNOSTIC WITH SPHENOID SINUSOSCOPY,31235,5308.00
NASAL/SINUS ENDOSCOPY SURGICAL WITH BIOPSY POLYPECTOMY OR DEBRIDEMENT,31237,3797.00
NASO OR ORO GASTRIC TUBE PLACEMENT BY MD W/FLUORO GUIDANCE,43752,825.00
NASOPHARYNGOSCOPY WITH ENDOSCOPE,92511,479.00
NATRIURETIC PEPTIDE,83880,279.00
NATURAL KILLER CELLS TOTAL CNT,86357,314.00
NEEDLE ELECTROMYOGRAPHY 1 EXTREMITY,95860,410.00
NEEDLE ELECTROMYOGRAPHY 2 EXTREMITIES,95861,410.00
NEEDLE ELECTROMYOGRAPHY 3 EXTREMITIES,95863,410.00
NEEDLE ELECTROMYOGRAPHY 4 EXTREMITIES,95864,410.00
NEEDLE ELECTROMYOGRAPHY CRANIAL NERVE SUPPLIED MUSCLE(S) BILATERAL,95868,740.00
NEEDLE ELECTROMYOGRAPHY CRANIAL NERVE SUPPLIED MUSCLE(S) UNILATERAL,95867,395.00
NEEDLE ELECTROMYOGRAPHY GUIDANCE CHEMODENERVATION,95874,570.00
NEEDLE ELECTROMYOGRAPHY LARYNX,95865,339.00
NEEDLE ELECTROMYOGRAPHY LIMITED STUDY MUSCLES IN 1 EXTREMITY/NON-LIMB,95870,222.00
NEEDLE ELECTROMYOGRAPHY STUDIES ANAL/URETHRAL SPHINCTER ANY TECHNIQUE,51785,808.00
NEGATIVE PRESSURE WOUND NON DME>50SQCM,97608,765.00
NEGATIVE PRESSURE WOUND THERAPY PER SESSION SURFACE AREA <=50 SQ CM,97607,1160.00
NEGATIVE PRESSURE WOUND THERAPY SURFACE AREA > THAN 50CM EA SESSION,97606,369.00
NEGATIVE PRESSURE WOUND THERAPY W/DME PER SESSION SURFACE AREA<=50 SQ CM,97605,448.00
NEISSERIA GONORRHEA NUCLEIC ACID PROBE AMPLIFIED,87591,206.00
NEISSERIA GONORRHEA NUCLEIC ACID PROBE DIRECT,87590,97.00
NEISSERIA GONORRHOEAE ASSAY W/DIRECT OPTICAL OBSERVATION,87850,99.00
NEISSERIA GONORRHOEAE DNA QUANTITATIVE,87592,353.00
NEISSERIA MENINGITIDIS,86741,313.00
NEPHELOMETRY EACH ANALYTE,83883,119.00
NERVE CONDUCTION STUDIES 11-12 STUDIES,95912,1983.00
NERVE CONDUCTION STUDIES 1-2 STUDIES,95907,668.00
NERVE CONDUCTION STUDIES 3-4 STUDIES,95908,1604.00
NERVE CONDUCTION STUDIES 5-6 STUDIES,95909,1036.00
NERVE CONDUCTION STUDIES 7-8 STUDIES,95910,1345.00
NEURO OPTICA AUTO AB.(NMO),86255,316.00
NEUROBEHAVIORAL STATUS EXAM PER HOUR W/TIME INTERP RESULTS/PREP REP,96116,297.00
NEUROMUSCULAR JUNCTION TESTING EACH NERVE ANY 1 METHOD,95937,410.00
NEUROPSYCHOLOGICAL TESTING ADMIN BY COMPUTER W/QUAL PROF INTERP & REP,96120,296.00
NEUROPSYCHOLOGICAL TESTING W/QHP INTERP & REP ADMIN TECHNICIAN PER HOUR,96119,690.00
NEUTROPHIL CYTOPLASM ANTIBODY ID,86021,639.00
NGAL(NEUTROPHI GELATINASE ASSOC),82397,237.00
NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,,29.51
NICKEL,83885,159.00
NICU LEVEL I,,639.00
NICU LEVEL II,,1700.00
NICU LEVEL III,,3044.00
NICU LEVEL IV,,4106.00
NITRIC OXIDE EXPIRED GAS DETERMINATION,95012,228.00
NITROBLUE TETRAZOLIUM DYE,86384,94.00
NIVOLUMAB 100 MG/10 ML INTRAVENOUS SOLUTION,J9299,10069.50
NIVOLUMAB 40 MG/4 ML INTRAVENOUS SOLUTION,J9299,3357.20
NJX PX CNTRST KNE ARTHG CNTRST ENHNCD CT/MRI KNE,27369,620.00
NM ADRENAL SCAN,78075,2298.00
NM B-12 ABSORPTION W&W/O FACTOR,78272,1263.00
NM BONE MARROW LIMITED AREA,78102,2102.00
NM BONE MARROW MULTIPLE AREAS,78103,1440.00
NM BONE/JOINT IMAGING 3 PHASE,78315,3296.00
NM BONE/JOINT IMAGING LIMITED,78300,1519.00
NM BONE/JOINT IMAGING MULTIPLE,78305,1335.00
