IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT,
6031227,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,061.40",
6048000,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,065.79",
6034997,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,066.04",
6035000,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,066.04",
6044672,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,067.50",
6061501,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,067.50",
6118600,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,067.50",
6070468,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,068.11",
6097122,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,068.11",
6042764,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,073.82",
6032941,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,075.80",
6116837,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,077.99",
6036729,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,082.38",
6074546,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,085.80",
6102301,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,085.80",
6083516,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,087.39",
6031613,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,089.22",
6036683,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,089.22",
6036826,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,097.27",
6022084,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6040146,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6099307,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6106288,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6106289,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6118174,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,098.00",
6095074,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,102.88",
6055341,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,103.49",
6104016,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,109.59",
6036463,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,111.66",
6030439,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,112.64",
6032754,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,112.64",
6036754,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,114.59",
6032537,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,118.37",
6029314,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,120.69",
6034940,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,120.69",
6060390,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,122.40",
6036753,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,125.45",
6029679,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,125.86",
6073935,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,127.28",
6074118,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,127.28",
6072732,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,128.50",
6072733,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,128.50",
6032909,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,130.94",
6103241,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,143.51",
6030720,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,144.36",
6036384,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,144.36",
6036428,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,144.36",
6051782,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,145.34",
6104443,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,145.70",
6031944,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,146.80",
6065469,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,146.80",
6093550,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,146.80",
6106631,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,148.63",
6072637,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,152.90",
6072655,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,152.90",
6082397,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,156.07",
6082398,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,156.07",
6096419,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,156.07",
6028871,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,156.44",
6078777,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,158.63",
6077355,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6081351,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6083459,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6083665,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6083666,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6102251,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,159.00",
6082396,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,162.42",
6082395,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,168.64",
6082399,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,168.64",
6089188,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,169.25",
6089189,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,169.25",
6106883,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,170.47",
6036311,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,170.59",
6020983,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6021031,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6021032,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6021167,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6024294,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6034059,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6048414,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6102783,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6102792,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6106935,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,171.20",
6117669,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,173.64",
6079360,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,174.49",
6031013,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,177.06",
6032763,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,179.34",
6045957,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,180.47",
6030717,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,185.23",
6030718,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,185.23",
6030806,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,185.23",
6078934,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,195.60",
6030121,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,196.21",
6030193,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,196.21",
6064632,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,196.94",
6045770,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,205.36",
6107043,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,206.34",
6029056,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,207.43",
6093935,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,207.80",
6097345,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,207.80",
6097373,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,207.80",
6104827,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,207.80",
6115145,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,213.53",
6151565,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,215.85",
6151566,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,215.85",
6058594,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,216.58",
6021953,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6022151,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6022276,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6022352,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6028987,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6029044,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6029045,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6029052,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6030533,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6040224,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6051660,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6052135,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6067674,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6071228,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6074534,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6086550,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6086658,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6088458,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6093727,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6095140,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6097289,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6108264,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6110031,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6112327,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6112328,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6118572,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,220.00",
6036434,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,234.27",
6036467,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,234.27",
6036815,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,234.27",
6150285,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,239.52",
6033104,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,240.50",
6028841,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,242.45",
6076850,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,244.40",
6100466,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,244.40",
6029436,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,246.84",
6036447,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,249.28",
6028973,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,251.35",
6106060,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,253.06",
6085177,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,253.79",
6109923,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,256.60",
6030716,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,258.80",
6079823,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,264.16",
6036380,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,266.97",
6076748,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,268.80",
6024951,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,272.83",
6088857,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,272.83",
6093920,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,275.14",
6106207,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,275.14",
6059821,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,278.93",
6024470,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,281.00",
6075597,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,281.00",
6121956,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,281.00",
6122145,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,281.00",
6151846,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,284.54",
6029027,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,286.49",
6030832,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,291.49",
6040005,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,293.20",
6115258,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,296.49",
6030659,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,297.59",
6110419,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,297.59",
6032661,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,299.67",
6036630,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,302.23",
6082072,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,308.45",
6106223,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,310.16",
6104528,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,311.89",
6076584,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,317.60",
6030879,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,324.43",
6033899,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,324.43",
6076727,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,329.80",
6065499,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,329.92",
6033436,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,332.24",
6033436,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,332.24",
6033437,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,332.24",
6112528,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,332.85",
6065787,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,340.54",
6036889,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.00",
6037013,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.00",
6083455,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.00",
6083460,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.00",
6102248,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.24",
6050783,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,342.85",
6032188,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,343.22",
6102247,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,344.81",
6067679,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,351.88",
6075784,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,353.35",
6076407,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,354.20",
6066260,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,356.52",
6040013,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,365.06",
6065896,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,365.06",
6034664,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,366.40",
6052664,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,366.40",
6031288,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,366.89",
6077525,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,366.89",
6044571,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,370.67",
6032203,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,372.50",
6032203,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,372.50",
6031195,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,374.21",
6102706,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,374.94",
6105193,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,378.72",
6097433,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,379.21",
6088545,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,382.26",
6058671,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,382.87",
6087216,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,383.48",
6030006,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,390.68",
6033272,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,390.80",
6058159,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,390.80",
6066915,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,395.68",
6036556,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,397.75",
6036568,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,399.22",
6030728,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,399.46",
6111031,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,399.46",
6030502,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,403.00",
6062799,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,403.00",
6081630,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,403.00",
6114527,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,409.10",
6030199,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,409.34",
6087211,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,414.22",
6057144,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,414.83",
6078111,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,415.20",
6151602,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,415.32",
6095859,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,415.57",
6044382,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANTS,Supply/Implant,"$1,426.18",
