PROCEDURE,DESCRIPTION,CPT CODE, CHARGE ,REV CODE
MRI0863,UPPER EXTREMITY ENH/UNEH LEFT,73220,"2,334.00",610
MRI0864,UPPER EXTREMITY ENH/UNEN RIGHT,73220,"2,334.00",610
MRI0866,UPPER EXT JOINT UNENH RIGHT,73221,"1,613.00",610
MRI0878,UPPER EXTREMITY JOINT UNENH LT,73221,"1,613.00",610
MRI0867,UPPER EXT JOINT ENH LEFT,73222,"1,900.00",610
MRI0868,UPPER EXT JOINT ENH RIGHT,73222,"1,900.00",610
MRI0869,UPPER EXT JOINT ENH/UNEH LEFT,73223,"2,334.00",610
MRI0870,UPPER EXT JOINT ENH/UNEN RIGHT,73223,"2,334.00",610
MRI0821,LOWER EXTREMITY UNENH LEFT,73718,"1,613.00",610
MRI0822,LOWER EXTREMITY UNENH RIGHT,73718,"1,613.00",610
MRI0825,LOWER EXTREMITY ENHANCED LEFT,73719,"1,900.00",610
MRI0826,LOWER EXTREMITY ENHANCED RIGHT,73719,"1,900.00",610
MRI0827,LOWER EXTREMITY ENH/UNE LEFT,73720,"2,334.00",610
MRI0828,LOWER EXTREMITY ENH/UNE RIGHT,73720,"2,334.00",610
MRI0829,LOWER EXT JOINT UNENH LEFT,73721,"1,613.00",610
MRI0874,LOWER EXT JOINT UNENH RIGHT,73721,"1,613.00",610
MRI0831,LOWER EXT JOINT ENH LEFT,73722,"1,900.00",610
MRI0832,LOWER EXT JOINT ENH RIGHT,73722,"1,900.00",610
MRI0833,LOWER EXT JOINT ENH/UNE LEFT,73723,"2,334.00",610
MRI0834,LOWER EXT JOINT ENH/UNE RIGHT,73723,"2,334.00",610
MRI0823,LOWER EXTREMITY ANGIO LEFT,73725,"2,347.00",610
MRI0800,ABDOMEN UNENHANCED,74181,"1,613.00",610
MRI0802,ABDOMEN ENHANCED,74182,"1,900.00",610
MRI0803,ABDOMEN ENHANCED/UNENHANCED,74183,"2,334.00",610
MRI0801,ABDOMEN ANGIOGRAPHY,74185,"1,906.00",610
MRI0875,ORBIT-FACE-NECK UNENHANCED,70540,"1,613.00",611
MRI0843,ORBIT-FACE-NECK ENHANCED,70542,"1,900.00",611
MRI0844,ORBIT-FACE-NECK ENH/UNENH,70543,"2,334.00",611
MRI0809,BRAIN UNENHANCED,70551,"1,613.00",611
MRI0807,BRAIN ENHANCED,70552,"1,900.00",611
MRI0808,BRAIN ENHANCED/UNENHANCED,70553,"2,334.00",611
MRI0812,SPINE-CERVICAL UNENHANCED,72141,"1,613.00",612
MRI0871,SPINE-CERVICAL ENHANCED,72142,"1,900.00",612
MRI0855,SPINE-THORACIC UNENHANCED,72146,"1,613.00",612
MRI0853,SPINE-THORACIC ENHANCED,72147,"1,900.00",612
MRI0837,SPINE-LUMBAR UNENHANCED,72148,"1,613.00",612
MRI0835,SPINE LUMBAR-ENHANCED,72149,"1,900.00",612
MRI0811,SPINE-CERVICAL ENH/UNENHANCED,72156,"2,334.00",612
MRI0854,SPINE-THORACIC ENHANCED/UNENH,72157,"2,334.00",612
MRI0836,SPINE LUMBAR ENH/UNENHANCED,72158,"2,334.00",612
MRI0819,HEAD ANGIOGRAPHY UNENHANCED,70544,"1,613.00",615
MRI0817,HEAD ANGIOGRAPHY ENHANCED,70545,"1,900.00",615
MRI0818,HEAD ANGIOGRAPHY ENH/UNENH,70546,"2,334.00",615
MRI0842,NECK ANGIOGRAPHY UNENHANCED,70547,"1,613.00",615
MRI0840,NECK ANGIOGRAPHY ENHANCED,70548,"1,900.00",615
MRI0841,NECK ANGIOGRAPHY ENH/UNENH,70549,"2,334.00",615
MRI0859,UPPER EXTREMITY ANGIO LEFT,73225,"1,908.00",616
MRI0824,LOWER EXTREMITY ANGIO RIGHT,73725,"2,347.00",616
MRI0814,CHEST ANGIOGRAPHY,71555,"1,908.00",618
MRI0851,SPINE ANGIOGRAPHY,72159,"1,984.00",618
MRI0847,PELVIS ANGIOGRAPHY,72198,"1,909.00",618
MRI0877,UPPER EXTREMITY ANGIO RIGHT,73225,"1,908.00",618
EMDG0390.3,TRAUMA RESPONSE TEAM PRIORITY3,,445,684
EMDG0390.2,TRAUMA RESPONSE TEAM PRIORITY2,,450,684
EMDG0390.1,TRAUMA RESPONSE TEAM PRIORITY1,,470,684
EKG9000,EKG,93005,75,730
EKG9001,EKG - REPEAT,93005,75,730
EKG9040,EKG-RHYTHM STRIP/MONITORING(rt,93041,39.3,730
PCC4433,MONITOR-CARDIAC-PCC,93041,116,730
EKG9002,EKG-WELCOME TO MDCR,G0403,118,730
EKG9025,HOLTER MONITOR RECORDING-24HRS,93225,144,731
EKG9045,HOLTER MONITOR SCAN,93226,246,731
EKG9031,CARDIAC EVENT MONITOR 0-30days,93270,117,731
PCC4451,BLD COLLECT IMPLANTED VENOUS D,36591,106,761
PCC36592,COLLECT BLDfromCATHETER-VENOUS,36592,106,761
PCC4326,CATHETER-FOLEY-InsertionSimple,51702,187,761
PCC4327,CATHETER-FOLEY-InsertionComple,51703,300,761
PCC4453,INFUSION-HIGHLY COMPLEX 1ST HR,96413,567,761
PCC4454,INFUSION-HIGHLY COMPLEXaddEAhr,96415,211.6,761
PCC4432,IrrigationDrugDeliveryDevice,96523,128,761
PCC4452,VST-NURSING-MINIMAL-CARE-PCC,99211,123,761
EMD6270,TREATMENT ROOM-MINIMUM,99281,62.25,761
EMD6275,TREATMENT ROOM-BRIEF,99282,108.65,761
PCC4434,CATHETERIZATION COLL SPEC,,63,761
MED3195,OBSERVATION-3th HR / 24nd HR,,17.72,762
MED3197,OBSERVATION-25thHR+EA addt'lHR,,65,762
MED3196,OBSERVATION-2nd HOUR,,392,762
MED3190,OBSERVATION-1st HOUR,,783,762
EMD7019,ImmunizationAdmin-Single-Combi,90471,72,771
PCC4419,ImmunizationAdmin-Single-Combi,90471,72,771
EMDG0008,InfluenzaVaccineAdministration,,35,771
MED7013,BLADDER SCAN,51798,54,920
PCC7012,BLADDER SCAN-PCC,51798,54,920
EMD93971,US-EXTREMITY.LmtdStudyOfViens,93971,474,921
LAB8545,PHLEBOTOMY-THERAPEUTIC,99195,181,940
DIET6010,"DIETARY CONSULT-INITIAL-EA 15""",97802,15,942
DIET6020,DIETARY CONSULT-FOLLOW-UP-EA15,97803,12,942
DIET6021,NURTITION.THERAPY.MEDICAID<21Y,,27,942
