CDMCHRG#,CDMDSC,NEWPRICE,STAT
6004865,IGG  CSF INDEX   ARUP,20,
6004873,RENIN ACTIVITY  PLASMA   ARUP,23.94,
6004899,PROLACTIN   ARUP,17.37,
6004907,FOLATE  SERUM  ARUP,16,
6004915,LDH ISOENZYMES  ARUP,22,
6004923,GLOMERULAR BASE MEMB 0051000 ARUP,10,
6004931,LUPUS ANTICOAG PANEL  ARUP,17.48,
6004949,MHA-TP ARUP 50777,11.69,
6004964,HEPATITIS BE AB  ARUP,14,
6004972,MICROALBUMIN  URINE   ARUP,12,
6004980,HEPATITIS C RNA QUANT 98268  ARUP,38.94,
6004998,MYCOPLASMA PNEUMO AB IGM  ARUP,14.42,
6005003,HOMOCYSTEINE  TOTAL  ARUP,19,
6005011,OVA & PARASITE EXAM   ARUP,24.25,
6005029,HYPERSENSITIVITY PNEUMONITIS I ARUP,83,
6005037,PARVOVIRUS B19 AB IGG/IGM  ARUP,33,
6005045,IGG  SERUM  ARUP,6.08,
6005052,PLASMINOGEN   ARUP,6,
6005060,IGG  CSF  ARUP,6.08,
6005078,PSA  TOTAL ARUP,20,
6005086,FSH  SERUM  ARUP,16.61,
6005094,LEAD  WHOLE BLOOD   ARUP,16,
6005110,LUTEINIZING HORMONE (LH) SERUM ARUP,16.42,
6005128,HEMOGLOBIN S (SICKLE CELL)  ARUP,15.4,
6005136,MERCURY  BLOOD   ARUP,14.12,
6005144,HEPATITIS BE AG  ARUP,12.55,
6005151,MULTIPLE SCHLEROSIS PANEL  ARUP,62,
6005169,HIV 1 AB CONFIRM  WESTERN BLOT ARUP,22,
6005177,MYELIN BASIC PROTEIN CSF ARUP 80515,20,
6005185,PROTEIN C  FUNCTIONAL (ACTIV) ARUP,15.06,
6005193,OSTEOCALCIN (BONE G1A PROTEIN)ARUP,17.37,
6005201,LIPOPROTEIN A   ARUP,14.1,
6005219,PSA  FREE   ARUP,20,
6005227,SEROTONIN  SERUM  ARUP,35,
6005235,PLATELET AB DETECTION/INDIRECT ARUP,20,
6005243,LYMPH SUBSET PANEL 5 95892 ARUP,143.1,
6005250,PROSTATIC ACID PHOSPHATASE  ARUP,11,
6005268,OXALATES  URINE  ARUP,14.02,
6005276,LEGIONELLA PNEUMO AB IGG  ARUP,18,
6005284,VISCOSITY  SERUM  ARUP,14,
6005292,LYME AB ACUTE REFLEX CONFIRM ARUP 5,19,
6005318,MERCURY  URINE   ARUP,14.12,
6005326,METHYLMALONIC ACID  SERUM  ARUP,14.68,
6005342,HIV-1 RNA QT PCR ULTRASENS 55601 AR,94,
6005359,ANTI-MYOCARDIAL AB ARUP 50742,12,
6005367,PROTEIN C  TOTAL (ANTIGEN) ARUP,13.08,
6005375,CHOLINESTERASE  SERUM/PLASMA  ARUP,9,
6005383,RHEUMATOID FACTOR TITER,362,
6005391,GLIADIN AB IGA/IGG   ARUP,21,
6005409,SEROTONIN LEVEL WHOLE BLOOD ARUP 80,33.71,
6005417,SSA 52(RO)(ENA) AB IGG ARUP,15.2,
6005425,THYROGLOBULIN   ARUP,33,
6005441,TOXOPLASMA AB IGG   ARUP,12.81,
6005458,CHROMOSOME ANAL/FISH ARUP 97615,283,
6005466,VITAMIN B12  SERUM  ARUP,17,
6005474,CHROMOSOME ANAL/SKIN BX 97655 ARUP,619,
6005482,ZINC  SERUM  ARUP,13,
6005490,CHROMOSOME ANAL/FRAGX ARUP 40011,91,
6005508,ANTITHROMBIN III ANTIGEN  ARUP,11.77,
6005516,THYROID PANEL 70141 ARUP,11.97,
6005524,VARICELLA-ZOSTER BY PCR 65048 ARUP,30.15,
6005532,C3 & C4   ARUP,21.02,
6005540,PROTEIN ELECTROPHORESIS CSF ARUP 50,24,
6005557,CHROMOSOME ANAL/BLOOD 97640 ARUP,331.88,
6005565,LEU/LYMPH PHENO WB AR96299,249,
6005573,HEAVY METAL SCREEN URINE ARUP 99475,45.53,
6005581,SMITH (ENA) AB  ARUP 50085,15.2,
6005599,SSB (LA)(ENA) AB IGG  ARUP,15.2,
6005607,THYROGLOBULIN AB 50105 ARUP,14.27,
6005615,CHROM ANAL BM AR 2002292,590,
6005623,TRANSFERRIN  ARUP,11.01,
6005631,CHROMOSOME ANAL/PROD CONC 97645 AR,619,
6005649,VITAMIN C  PLASMA  ARUP,11,
6005656,CHROMOSOME ANAL/PROMETAPH ARUP,562,
6005664,VMA  URINE   ARUP,18,
6005672,LEU/ LYMPH PHENOTYPE BM,164,
6005680,ANTITHROMBIN III ENZYMATIC  ARUP,10.47,
6005698,ADH  PLASMA   ARUP,40,
6005706,HELICOBACTOR PYLORI AG/STOOL ARUP,13.06,
6005714,CHOLINESTERASE  RBC & PSEUDO ARUP,18,
6005722,PROTEIN S  FUNCTIONAL (ACTIV) ARUP,16.68,
6005730,CHOLINESTERASE  RBC ARUP,9,
6005755,RNP (RIBONUCLEIC PROTEIN IGG  ARUP,15.2,
6005763,SMOOTH MUSCLE AB IGG  ARUP,10.87,
6005771,T3 TOTAL   ARUP,12.84,
6005789,THYROID ANTIBODIES  ARUP,30,
6005797,CHROMOSOME ANAL/LEUK BLD 97635 ARUP,373.75,
6005805,TRAZADONE (DESYREL)  ARUP,15,
6005813,CYTOGENETICS PROCESSING ARUP 97151,105,
6005821,VITAMIN D/1 25-DIHYDROXY  ARUP,33.59,
6005839,ANTINEUTROPHIL AB  ARUP 55506,17,
6005847,HEPARIN ASSOC AB DETECTION  ARUP,20,
6005854,EMA   ARUP  C51060,10,
6005862,CLOZAPINE  SERUM  ARUP,20.14,
6005870,AIH/ANA  ARUP C55351,13,
6005888,ZINC  URINE   ARUP,10.21,
6005896,BARTONELLA HENS IGG AR 50091,11,
6005904,PROTEIN S  TOTAL AG  ARUP,12.63,
6005912,BARTONELLA HENS IGM AR 50092,11,
6005920,ROTAVIRUS AB 65086  ARUP,8.86,
6005938,TRYPTASE ARUP 99173,11.5,
6005946,TACROLIMUS/PROGRAF  ARUP,12.46,
6005961,THYROID PEROXIDASE (TPO) AB  ARUP,15,
6005987,TRICYCLIC DETECTION (STAT)  ARUP,15,
6006001,VITAMIN E  SERUM   ARUP,17,
6006027,HOMOGENTISTIC ACID   ARUP,50,
6006043,ENDOMYSIAL AB  IGA  ARUP,10,
6006050,BILIRUBIN  DIRECT-OP,75,
6006068,HEPATITIS A PANEL ARUP 20597,26,
6006084,HEMOGLOBIN EVAL (ELECTROPHOR) ARUP,15.4,
6006100,RUBELLA AB IGG/IGM   ARUP,32,
6006118,VDRL SCREEN AR C93093,4.56,
6006126,HIV-1 RNA QT BRANCH DNA 20466 ARUP,94,
6006134,FLU SCREEN  EIA  OP,86,
6006142,TORCH ANTIBODIES  IGG  ARUP,50.58,
6006159,VDRL TITER ARUP C50206,4,
6006167,VARICELLA-ZOSTER AB IGG  ARUP,11.46,
6006183,VON WILLEBRAND PANEL   ARUP,65.94,
6006191,CA 125,720,
6006209,TOXOPLASMA AB IGM  ARUP,15,
6006217,CARCINOEMBRYONIC AG,763,
6006225,FACTOR X   ARUP,21,
6006233,CORTISOL TOTAL,728,
6006241,HEPATITIS A IGG ARUP 20591,11.26,
6006258,HOMOCYSTINE,172,
6006266,PROTRIPTYLINE  ARUP,15.14,
6006274,EBV NUCLEAR AG C50600 ARUP,14.29,
6006282,RUBEOLA (MEASLES) AB IGG  ARUP,14.02,
6006290,MYOCARDIAL IGG TITER ARUP,10.44,
6006308,HIV-1 RNA QUANT PCR  55598 ARUP,76.33,
6006316,HIV GENOTYPE ARUP,280.28,
6006324,TORCH AB IGG/IGM  ARUP,65,
6006332,HSV 2 GLYCO IGG ARUP 50294,17.27,
6006340,VDRL  CSF,3.84,
6006373,BACT AG H INFLU ARUP C93013,19,
6006381,VARICELLA-ZOSTER IGG/IGM  ARUP,29,
6006399,BACT AG N MENING C/W ARUP C93013,19,
6006415,BACT AG STREP B ARUP C93013,19,
6006449,Q FEVER AB  COMPLEMENT FIX  ARUP,13,
6006456,EBV EARLY D AG C50600 ARUP,13.77,
6006464,RETICLULIN AB IGA  ARUP,12,
6006472,B BURGDORFERI PCR ARUP 55570,38.21,
6006480,TESTOSTERONE  ARUP,29,
6006498,HSV 1 GLYCO IGG ARUP 50292,15,
6006506,COMPLEMENT CH50 TOTAL   ARUP,22,
6006514,INFLUENZA A/B CULTURE ARUP 60286,5.41,
6006522,VIRAL CULTURE  ARUP,21.87,
6006530,FETAL FIBRONECTIN,913,
6006548,VARICELLA ZOSTER IGM ARUP 99314,11.46,
6006555,BACT AG E COLI K1 ARUP C93013,19,
6006563,AMEBIASIS (E HISTOLYTICA) ARUP,13.49,
6006571,BACT AG N MENING A/Y ARUP C93013,19,
6006589,HEPATITIS B VIRAL DNA  QUANT ARUP,38.33,
6006597,BACT AG S PNEUMO ARUP C93013,19,
6006605,HSV BY PCR  ARUP,30.73,
6006613,HEPATITIS C AB,786,
6006621,LAMOTRIGINE  ARUP,14.43,
6006639,CHLAMYDIA TRACHOMATIS TMA ARUP,33.8,
6006647,SEROTONIN METABOLITE/5HIAA UR ARUP,15,
6006654,CMV DNA BY PCR ARUP 60040,31.27,
6006662,THROMBIN TIME   ARUP,7,
6006670,TESTOSTERONE FREE/TOTAL ARUP,53,
6006688,CHLAM/GC AMP HCCL 8089,268,
6006696,LEAD EXPOSURE PANEL ARUP,29,
6006704,PROC/NAPA LVL HCCL 3520,144,
6006712,DHEA SULFATE ARUP,25,
6006720,CREAT UR C7662,88,
6006738,ENTEROVIRUS BY PCR ARUP,38.21,
6006779,VOLUME MEASUREMENT,49,
6006795,ABO GROUP - OP,43,
6006811,HAPTOGLOBIN HCCL 8067,92,
6006837,CA 19-9 HCCL 8055,130,
6006845,NEISSERIA GC TCM ARUP,38.8,
6006852,SPECIMEN COLLECTION PEDIATRIC,63,
6006860,NEISSERIA GC DNA PROBE ARUP,23,
6006878,ERYTHROPOIETIN HCCL 7569,57,
6006886,CARDIOLIPIN ANTIBODY IGM ARUP 50902,20.51,
6006910,C3 HCCL 8052,89,
6006928,PROTEIN  TOTAL REFTRACOMETRIC ARUP,6,
6006936,CERULOPLASMIN HCCL 8042,62,
6006951,MITOCHONDRIAL M2 AB HCCL 8013,99,
6006977,TACROLIMUS HCCL 7821,148,
6006985,CALCIUM  TOTAL ARUP,5.7,
6006993,CREAT UR C7661,77,
6007009,TISSUE CULT LEUK BLD ARUP C97635,0,1
6007017,MICROALBUMIN C7662,107,
6007033,RBC FOLATE HCCL 7578,102,
6007041,LEU/LYMPH 1ST MISC ARUP C95243,120,
6007058,HSV CULT HCCL 2500,77,
6007074,G6PD HCCL 1136,100,
6007090,C4 HCCL 8053,89,
6007124,CHROM ANAL/FISH INT-PH ARUP C92615,266.88,
6007132,H PYLORI AB IGG HCCL 8030,115,
6007140,CHROM ANAL INTERPHASE ARUP C92615,0,1
6007157,SIROLIMUS HCCL 7552,163,
6007173,MICROALBUMIN C7661,97,
6007181,SCLERODERMA (ENA) ARUP 50599,15.2,
6007199,LIPOPROTEIN A HCCL 8064,69,
6007207,PLATELET FUNCTION SCREEN/EPI,402,
6007215,CYCLOSPORINE LVL HCCL 7553,120,
6007223,PLATELET FUNCTION SCREEN/ADP,402,
6007231,LEAD LVL HCCL 7645,83,
6007249,BNP (B-TYPE NATRIURETIC PEPTIDE),684,
6007256,HEMOGLOB ELECTRO HCCL 8240,101,
6007272,INSULIN 2 HOUR - HCCL 7631,78,
6007280,EXCHANGE TRANSFUSION  PREPARATION,345,
6007306,CRP  HIGHLY SENSITIVE   ARUP,22,
6007322,INSULIN RANDOM - HCCL 7637,78,
6007348,INSULIN PNL 1HR C7639,78,
6007363,C-PEPTIDE - HCCL 7546,122,
6007389,THYROGLOB C8020,49,
6007405,THYROGLOBULIN AB - HCCL 8017,49,
6007421,THYROGLOB TPO C8021,49,
6007439,LEAD LEVEL  CAPILLARY - HCCL 7640,38,
6007447,THYROXINE - HCCL 7844,33,
6007454,IGF-1 INSULIN-LIKE GROWTH 1 - HCCL,63,
6007462,T3 TOTAL - HCCL 7830,33,
6007470,PSA FREE & TOTAL-HCCL8131-PSA FREE,65,
6007488,INSULIN FASTING - HCCL 7630,78,
6007496,TESTOSTERONE TOTAL - HCCL 7707,48,
6007504,INSULIN PNL  FAST C7639,78,
6007512,CYTOMEGALOVIRUS AB IGG - HCCL 8234,62,
6007520,INSULIN PNL 2HR C7639,78,
6007538,"PARENT:  CYTOMEGALOVIRUS AB IGG/M""",88,
6007546,T3 UPTAKE HCCL 7829,33,
6007553,PARENT: EPSTEIN BARR VIRUS AB PAN,88,
6007561,THYROGLOB AB C8020,49,
6007579,EBV VIRAL CAPSID AB IGM - HCCL 8293,88,
6007587,THYROGLOB AB C8021,49,
6007595,EBV EARLY D AB IGG - HCCL 8292,88,
6007603,THYROID PEROXIDASE (TPO) AB - HCCL,49,
6007611,DHEA SULFATE  SERUM - HCCL 7567,41,
6007629,T3 FREE - HCCL 7843,39,
6007637,PARATHYROID HORMONE INTACT - HCCL 8,38,
6007652,PTH INTACT W/CALCIUM - HCCL 8133,38,
6007660,HIV PHENOTYPE COMP C92050,1184.87,
6007678,TESTOSTERONE FREE/TOTAL HCCL C7708,84,
6007694,CYTOMEGALOVIRUS AB IGM - HCCL 8235,62,
6007710,EBV AG IGG HCCL C8295,87,
6007728,HISTOPLASMA AG URINE ARUP 60730,10.1,
6007736,EPV BARR VIRAL AG IGM HCCL C8295,88,
6007751,EBV NUCLEAR AB IGG - HCCL 8291,88,
6007777,CLOTEST H PYLORI,355,
6007793,GROWTH HORMONE - HCCL 7622,55,
6007819,PSA FREE & TOTAL -HCCL 8131-PSA,65,
6007827,BARB CONF MECONIUM ARUP C92516,12.66,
6007835,SEX HORMONE BINDING GLOBULIN - HCCL,82,
6007843,CANNAB CONF MECONIUM ARUP C92516,19.97,
6007850,"PARENT:  TESTOSTERONE FREE AND TOT""",47,
6007868,METH CONF MECONIUM ARUP C92516,18.05,
6007876,"PARENT:  CYTOMEGALOVIRUS AB IGG/M""",62,
6007884,PCP CONF MECONIUM ARUP C92516,15.64,
6007892,PARENT:EPSTEIN BARR VIRUS AB PAN,88,
6007900,HISTOPLASMA AG SERUM ARUP 92522,110,
6007918,EBV VIRAL CAPSID AB IGG - HCCL 8290,88,
6007934,N-TELOPEPTIDE URINE ARUP 70062,22,
6007942,D-DIMER  QUANTITATIVE,370,
6007983,ANTI-RIBOSOMAL P AB- HCCL 8027,4,
6008007,ANTI-RIBOSOMAL P PROTEIN- HCCL 8208,6,
6008023,BETA 2 GLYCOPROTEIN IGG- HCCL 8039,15,
6008031,COCAINE CONF MECONIUM ARUP C92516,16.75,
6008049,BETA 2 GLYCOPROTEIN IGM- HCCL 8041,15,
6008064,CARDIOLIPIN AB IGG- HCCL 8037,15,
6008080,CARDIOLIPIN AB IGM- HCCL 8038,15,
6008106,DRVVT CONFIRM- HCCL 1209,13,
6008122,DRVVT- HCCL 1205,13,
6008130,21-HYDROXYLASE AB  70265 ARUP,12.27,
6008148,DS DNA AB IGG- HCCL 8015,6,
6008163,DRVVT CONFIRM- HCCL C1229,13,
6008171,PLATELET FUNCTION ASPIRIN (ASA),402,
6008189,DRVVT SCREEN- HCCL C1229,13,
6008205,HEXAG CONFIRM- HCCL C1229,13,
6008221,LA PTT SCREEN- HCCL C1229,13,
6008239,CULTURE  BLOOD FOR FUNGUS,728,
6008247,B 2 GLYCOPROTEIN IGG- HCCL C8014,15,
6008254,PLATELET FUNCTION P2Y12 (PLAVIX),402,
6008262,CULTURE  BLOOD  ADDITIONAL DRAW,824,
6008270,CULTURE  BLOOD FOR FUNGUS  ADD'L,728,
6008288,B 2 GLYCOPROTEIN IGM- HCCL C8014,15,
6008296,SUSCEPTABILITY  MIC  EA ADD'L  OP,106,
6008304,CARDIOLIPIN AB IGG- HCCL C8014,15,
6008312,CULTURE  AEROBIC DEFINITIVE ID,586,
6008320,CARDIOLIPIN AB IGM- HCCL C8014,15,
6008338,CULTURE  AEROBIC DEFIN ID/ADD'L,586,
6008346,VITAMIN D 25 HYDROXY HCCL,58,
6008353,CULTURE TYPING  AGGLT  EA ADD'L,244,
6008361,BENCE-JONES PROT BY IFE HCCL 8047,27,
6008379,SENSITIVITY STUDY/ANTIBIOTIC  ADD'L,115,
6008387,HCV RNA PCR QT REFL QL ARUP 56114,47,
6008395,SUSCEPTABILITY  MIC  EA ADD'L,534,
6008403,AMINO ACID QUANT SERUM ARUP 80710,19,
6008411,CULTURE  YEAST ID,263,
6008429,APOLIPOPROTEIN B ARUP 50029,15.34,
6008437,SUSCEPTABILITY  BETA LACTAMASE,119,
6008445,CARBOXYHEMOGLOBIN ARUP 28012,41,
6008452,CULTURE  AFB  BODY FLUID,582,
6008460,CRYPTOCOCCAL ANTIBODY ARUP 98947,76,
6008478,CULTURE  AFB  BLOOD,582,
6008486,ESTRONE ARUP 99135,27.17,
6008494,AFB FLOURESC. STAIN W/O CONCENT.,349,
6008502,GLUCAGON LEVEL ARUP 99165,15.55,
6008510,ENDOMYSIAL AB IGA TITER ARUP 50734,10.44,
6008536,HYPERSENSITIVITY PNEUMO ARUP 55076,83,
6008551,FLOWCYTO/PHENOTYPE MISC ARUP 95243,425,
6008569,17-HYDROXYCORTICO URINE ARUP 70490,19.07,
6008577,VONWILLEBRANDS MULTIMERIC ARUP99311,26,
6008585,CULTURE  AFB  BODY FLUID  ADD'L,582,
6008593,AMINO ACID URINE QUANT ARUP 80044,15.04,
6008601,LDL SUBCLASSES ARUP 50021,39,
6008619,ASPERGILLUS ANTIBODIES ARUP 50101,33,
6008627,HEPATITIS BSAG CONFIRM ARUP 20128,11.25,
6008635,CARDIOLIPIN ANTIBODY IGA ARUP 98358,20.51,
6008643,TISSUE TRANSGLUTAMINASE IGG ARUP,8.69,
6008650,CYSTICERCOSIS ANTIBODY IGG ARUP 552,14.16,
6008676,ETHOSUXIMIDE LEVEL ARUP 90415,17.79,
6008692,GLUTEN SENSITIVITY PANEL ARUP 50483,61,
6008700,RETICULIN AB IGA TITER ARUP 50698,10.44,
6008726,FOODS  COMPREHENSIVE PROFILE 1,150,
6008742,METANEPHRINES PLASMA ARUP 50184,20,
6008759,17-KETOSTEROIDS 24 HOUR URINE ARUP,13.94,
6008767,PTH RELATED PEPTIDE ARUP 70174,16,
6008775,AMIODARONE LEVEL ARUP 90161,12.66,
6008783,HEPATITIS C RNA QT BDNA ARUP,47,
6008791,B PERTUSSIS/PARAPERTUS ARUP 65080,39,
6008809,TISSUE TRANSGLUTAMINASE IGA ARUP,10,
6008817,CARNITINE FREE & TOTAL ARUP 80068,15.02,
6008833,CMV CULTURE ARUP 65004E ARUP 65004,5.41,
6008858,ETHYLENE GLYCOL LEVEL ARUP 90110,17,
6008874,HALOPERIDOL LEVEL ARUP 99640,15.86,
6008932,5' NUCLEOTIDASE ARUP 80235,12.14,
6008957,ANDROSTENEDIONE ARUP 70020,33,
6008973,BENCE JONES PROTEIN QNT ARUP,51.67,
6008999,CENTROMERE ANTIBODY ARUP 50714,8.69,
6009013,DHEA ARUP 70199,29,
6009039,FEBRILE AGGLUTININ ARUP 93066,80,
6009054,HEAVY METAL SCN BLOOD ARUP 99470,50,
6009112,ACETYLCHOL RECEPT AB PNL ARUP 80449,126,
6009138,ANTI-DNASE B AB ARUP 50220,14.42,
6009153,BETA2MICROGLOBULIN 24 H URINE ARUP,14.7,
6009179,CHLAMYDIA/GC DNA PROBE ARUP 60224,23,
6009195,DHEAS ARUP 70040,20.1,
6009294,ADRENAL AUTOANTIBODIES ARUP 99850,46,
6009310,ANTINEUTROPHIL CYTO AB ARUP 50523,12,
6009351,CHLAMYDIA ANTIBODY IGM ARUP 65105,44,
6009393,FRUCTOSAMINE ARUP 99012,16.41,
6009492,ANTITHROMBIN III PANEL ARUP 30370,25,
6009518,BORDETELLA PERTUSSIS AB ARUP 50808,46,
6009534,CHLAMYDIA TRACHOMATIS DFA ARUP 6500,10,
6009559,DRUG SCREEN MECONIUM ARUP 92015,78,
6009575,GABAPENTIN LEVEL ARUP 90057,16,
6009591,WEST NILE VIRUS IGM AB ARUP 50236,18.34,
6009609,HEPATITIS D ANTIBODY ARUP 20799,18.68,
6009617,XYLOSE ABSORPTION TEST ARUP 20609,12.9,
6009625,HEPATITIS D ANTIBODY IGM ARUP 98507,88.3,
6009633,STRIATED MUS IGG AB TITER ARUP,13,
6009641,HEPATITIS D ANTIGEN ARUP 98710,125,
6009658,ALK PHOS ISOENZYMES ARUP 21020,20.23,
6009666,HISTAMINE WHOLE BLD ARUP 70037,34,
6009674,APC RESISTANCE ARUP 30127,16.68,
6009682,HISTOPLASMA ANTIBODIES CF ARUP 5062,14,
6009690,BRUCELLA AB IGG AND IGM ARUP 50333,20,
6009708,HIV 1 VIRTUAL PHENOTYPE ARUP 55595,486,
6009724,HIV QT PCR REF ULTRA PCR ARUP 55503,94,
6009732,DRUG SCREEN SERUM ARUP,47,
6009740,HIV ULTRA QT REFLEX QT PCR ARUP 561,94,
6009757,GBM AB PANEL ARUP 51001,35,
6009765,HOMOVANILLIC ACID ARUP 80422,11.4,
6009773,SIROLIMUS ARUP,12.29,
6009781,IGD ARUP 99200,6.08,
6009799,HIV 1 QT REFLEX ARUP 56120,94,
6009807,IGF BINDING PROTEIN-3 ARUP 70060,15.38,
6009815,LYME BY PCR ARUP 55570,41,
6009823,INSULIN ANTIBODY ARUP 99228,23.3,
6009831,ALPHA 1 ANTITRYP PHENO ARUP 80500,32,
6009849,INSULIN-LIKE GROWTH FACTOR-1 ARUP 7,18.66,
6009856,APOLIPOPROTEIN A ARUP 50030,15.34,
6009864,INTRINSIC FACTOR ANTIBODY ARUP 7021,16.41,
6009872,CANDIDA ANTIBODY ARUP 55565,13.07,
6009880,LACTIC ACID CSF ARUP 20516,9.63,
6009898,BARTONELLA HENSELAE IGG/IGM ARUP,23,
6009906,LATEX IGE AB ARUP 99614,5.78,
6009914,CYCLIC CIT PEPTIDE AB 55256 ARUP,7.1,
6009922,LEGIONELLA CULTURE ARUP 60113,5.86,
6009930,AEROBIC ORGANISM ID 60115 ARUP,48,
6009948,LEGIONELLA PNEUM AB (1-6) IGM ARUP,18,
6009955,FUNGAL ID 60163 ARUP,11,
6009963,LEPTOSPIRA AB ARUP 50786,12,
6009971,HERPES I+II IGG  50459 ARUP,36,
6009989,LYSOZYME ARUP 50367,20.42,
6009997,HISTAMINE  PLASMA 70036 ARUP,34,
6010003,MAGNESIUM LEVEL 24 H URINE ARUP 204,7.41,
6010011,HIV I GENOTYPE 55670 ARUP,280.28,
6010029,METHANOL LEVEL ARUP 90165,17.77,
6010037,INFLUENZA A & B AB/CF 80620 ARUP,57,
6010045,MOTOR NEUROPATHY PANEL ARUP 93130,133,
6010052,LYMPH SUBSET PANEL 1 95854 ARUP,31,
6010060,MUMPS IGM ARUP 99589,14,
6010078,LYMPH SUBSET PANEL 2 95885 ARUP,71,
6010086,ORGANIC ACIDS PLASMA ARUP 99289,17.91,
6010094,THYROXINE (TOTAL T4) 70140 ARUP,6.14,
6010102,ORGANIC ACIDS URINE ARUP 98389,17.91,
6010110,FTA-ABS IGG (CSF) 55273 ARUP,11.69,
6010128,PAROXETINE LEVEL ARUP 90786,101,
6010136,HEPATITIS C RNA QL ARUP56114REF,39,
6010144,PHENYLALANINE ARUP 80315,18.36,
6010151,SMMUSCLE IGG TR  ARUP50378REF,13,
6010169,PHENYTOIN LEVEL FREE + TOTAL ARUP 9,30,
6010177,DRVVT 1:1MIX ARUP30461REF,11,
6010185,PNEUMOCOCCAL AB IGG ARUP 50725,192.78,
6010193,DRVVT CONFIRM ARUP30461REF,11,
6010201,POLIOVIRUS ANTIBODIES ARUP 60054,43,
6010219,CONCENTRATION INFECTIOUS SPEC,35,
6010227,PORPHOBILINOGEN URINE ARUP 80260,9.12,
6010235,URINALYSIS MICROSCOPIC,203,
6010243,PORPHYRINS TOTAL ARUP 80429,8,
6010250,SMEAR REVIEW NO DIFFERENTIAL,31,
6010268,PYRUVIC ACID ARUP 80310,11.82,
6010276,ADENOVIRUS AB CF ARUP50010,46,
6010284,RENIN DIRECT ARUP 70217,24,
6010292,HISTAMINE SERUM ARUP 98434,34,
6010300,RISTOCETIN COFACTOR ARUP 30250,24.98,
6010318,HISTOPLASMA AG ARUP 98110,110,
6010326,ROCKY MTN SPOTTED FEVER AB ARUP 503,22,
6010334,URIC ACID OTHER SOURCE,452,
6010342,RUBEOLA IGM ARUP 99597,14,
6010359,IMMUNOFIXATION URINE HCCL 8083,27,
6010367,SEX HORMONE BINDING GLOBULIN ARUP 9,20,
6010375,FETAL HGB QUAL,82,
6010383,STRIATED MUS AB REFLEX TITER ARUP 5,12,
6010391,CROSSMATCH NOT IMM SPIN,387,
6010409,TESTOSTERONE FREE & TOTAL ARUP 7010,53,
6010417,TISSUE HOMOGENIZATION,67,
6010425,TETANUS ANTIBODY ARUP 50535,13.77,
6010433,CULTURE URINE ID ADD'L TEST,645,
6010441,THYROXINE BINDING GLOBULIN ARUP 704,17,
6010458,CULTURE ANA ID ADD'L TEST,795,
6010466,IMMUNOGLOBULIN M HCCL 8081,5,
6010474,CULTURE YEAST ID ADD'L TEST,263,
6010482,TRYPSIN STOOL ARUP 20383,8,
6010490,CULTURE FUNGUS ID ADD'L TEST,263,
6010508,TSH RECEPTOR ANTIBODY ARUP 70144,11.5,
6010516,BCP TRANSFUSION REACTION,427,
6010524,UREAPLASMA/MYCOPLASMA CULTURE ARUP,16.75,
6010532,RBC LEUKOPOOR IRRADIATED,1037,
6010540,VITAMIN D 25 HYDROXY ARUP 80379,24.79,
6010557,PLATELETPHERESIS  IRRADIATED,960,
6010565,VITAMIN A LEVEL ARUP 80525,13,
6010581,VITAMIN B1 LEVEL ARUP 80389,23.11,
6010607,VITAMIN B6 LEVEL ARUP 80111,30.59,
6010615,PROTEIN ELECTROPHORESIS SERUM HCCL,6,
6010623,VON WILLEBRAND FACTOR AG ARUP 30285,24.98,
6010631,INFLUENZA A AB IGM ARUP51081,12,
6010649,WEST NILE VIRUS IGG AB ARUP 50234,15.66,
6010656,INFLUENZA B AB IGG ARUP51080,12,
6010664,QUINIDINE  BLOOD  ARUP 90245,15.2,
6010672,ADENOVIRUS AB IGG ARUP51073,16,
6010680,PROCAINAMIDE/NAPA  ARUP 50151,18.24,
6010698,PCP SCREEN,130,
6010706,IGG HCCL C8185,5,
6010714,BONE MARROW WRIGHT STAIN,308,
6010722,LIDOCAINE LEVEL  ARUP 90155,15.99,
6010730,CULTURE  FUNGUS  DERMATOPHYTE,576,
6010748,STREP PNEUMO AG  URINE ARUP 60228,8.45,
6010755,KOH  DERMATOPHYTE,309,
6010763,ACETYLCHOLINE BIND AB  ARUP C80449,16,
6010789,SERINE PR 3 REFLEX  ARUP C50523,10,
6010797,ABS CD8  ARUP C95892,24,
6010805,TOTAL PROTEIN  ARUP C50161,4.1,
6010813,INFLUENZA A AB IGG ARUP51074,12.15,
6010821,C  PSITTACI IGG TITER  ARUP C65100,13.47,
6010862,COCAINE ARUP C92015,15,
6010870,ADENOVIRUS AB IGM ARUP51078,16,
6010904,RL-A-HEAVY MET PAN3 UR99475A,20.66,
6010920,LD TOTAL ARUP C20413,6.68,
6010946,ACETYLCHOLINE BLOCK AB  ARUP C80449,16,
6010961,ANTITHROMBIN  ENZYMATIC  ARUP C3037,10.47,
6010987,URINE IFE INTERP  ARUP C50161,33,
6011001,C  PSITTACI IGM TITER  ARUP C65100,13.47,
6011035,INFLUENZA B AB IGM ARUP51079,12,
6011050,CRYO POOLING,179,
6011076,ASIALO GM1 AB IGG ELISA  C51225,10,
6011084,RL-A-HEAVY MET PAN3 UR99475B,10.75,
6011092,MYELIN BASIC PROTIEN  ARUP C80341,20,
6011100,LD 1 ARUP C20413,15,
