83894,$67.00 
MUGWORT (ON 6774),$33.00 
MULT VITS-DHA-DOC SOD-IRN, $-   
MULTIPLE MYELOMA-FISH PANEL, $-   
MULTIPLE SCLEROSIS PANEL, $-   
MULTIPLE SLEEP LATENCY FST,"$2,000.00 "
MULTIPLE SLEEP LATENCY PF FST,$200.00 
MULTIPLE TRACE ELEM PED INJ 1ML, $-   
MULTIPLE TRACE ELEMENT INJ. 10ML, $-   
MULTIPLE VACCINES, $-   
MULTIPLE VITAMIN CHEWABLE, $-   
MULTIPLE VITAMINS-IRON ELIXIR30ML, $-   
MULTIPLEX ANTIBODY STAIN,$75.00 
MULTITRACE ELEMENTS PED 3ML, $-   
"MULTIVIT, TX W/IRON TABLET", $-   
MULTIVITAMIN, $-   
MULTIVITAMIN DROPS 1ML, $-   
MULTIVITAMIN DROPS 50ML, $-   
MULTIVITAMIN DROPS 50ML, $-   
MULTIVITAMIN INJ. 10ML, $-   
MULTIVITAMIN LIQ 120ML, $-   
MULTIVITAMIN LIQ 5ML UD, $-   
MULTIVITAMIN PED INJ. 5ML, $-   
MULTIVITAMIN W/ ZINC TAB, $-   
MULTIVITAMIN W/IRON & FA TAB, $-   
MULTIVITAMIN W/IRON DROPS 1ML, $-   
MULTIVITAMIN W/IRON DROPS 50ML, $-   
MULTIVITAMIN W/IRON LIQ 50ML, $-   
MULTIVITAMIN W/IRON TAB, $-   
MULTIVITAMIN W/MINERALS TAB, $-   
MULTIVITAMIN W/STOMACH SUBST. CAP, $-   
MULTIVITAMIN-MINERAL ELIXIR 30ML, $-   
MULTIVITAMINS TAB, $-   
MULTIVITAMINS W/ IRON TAB, $-   
MULTIVITAMINS W/FOLIC ACID TAB, $-   
MULTIVITAMINS W/IRON DROPS 50 ML, $-   
MULTIVITAMINS W/MIN. & IRON TAB, $-   
MULTIVITAMINS W/MINERALS CAP, $-   
MULTIVITAMINS W/MINERALS CAP, $-   
MULTIVITAMINS W/MINERALS CHEW TAB, $-   
MULTIVITAMINS W/MINERALS TAB, $-   
MULTIVITAMINS WITH IRON TABLET, $-   
MULTIVITAMINS/INTRINSIC/IRON CAP, $-   
MULTIVITAMINS-IRON, $-   
MULTIVITAMINS-MINERALS-IRON TAB, $-   
"MULTIVIT-FE-MIN #8, FA TABLET", $-   
MULTVIT-FLUO 0.25MG/ML DROPS 50ML, $-   
"MUMPS ANTIBODY,IGG",$169.00 
"MUMPS ANTIBODY,IGM",$169.00 
MUMPS SKIN TEST 40U/ML INJ 0.1ML, $-   
MUMPS-SENDOUT,$169.00 
MUPIROCIN 2% CREAM 30GM, $-   
MUPIROCIN 2% OINT 15GM, $-   
MUPIROCIN 2% OINT 30GM, $-   
MUPIROCIN CREAM 15 GM, $-   
MUPIROCIN OINT 2% 1GM, $-   
MUPIROCIN OINTMENT 2%, $-   
MURAMIDASE,$183.00 
MUSK ANTIBODY,$284.00 
MUTATION OF ID BY SEQ. (ON 6730),$284.00 
MVI MINERALS-IRON ELIXIR 30ML, $-   
MVI PEDIATRIC 5ML INJECTION, $-   
MVI WITH FE-MINERAL LIQD 15ML, $-   
MVISTA HISTOPLASMA AG,$136.71 
MYASTHENIA GRAVIS PANEL W/REFLEX, $-   
MYASTHENIA GRAVIS PROFILE, $-   
MYCOBACTERIUM TUBERCULOSIS BY NAA, $-   
MYCOBACTERIUM TUBERCULOSIS BY NAA,$354.00 
MYCOPHENOLATE MOFETIL 250 MG CAP, $-   
MYCOPHENOLATE MOFETIL 500MG TAB, $-   
MYCOPHENOLATE MOFETIL INJ 500MG, $-   
MYCOPHENOLATE SOD 180MG TAB, $-   
MYCOPHENOLATE SUSP 200MG/ML 160ML, $-   
MYCOPHENOLIC ACID AND MET,$139.00 
MYCOPLASMA,$132.00 
"MYCOPLASMA PNEUMONIAE AB,IGG/M",$132.00 
MYCOPLASMA PNEUMONIAE CULTURE,$208.00 
MYELIN BASIC PROTEIN,$160.00 
MYLANTA 30ML, $-   
MYLANTA MAX STRENGTH 30ML, $-   
MYOCARDIAL ANTIBODY, $-   
"MYOGLOBIN, BLOOD",$139.00 
"MYOGLOBIN, SERUM",$139.00 
"MYOGLOBIN, URINE",$139.00 
MYSOLINE,$136.00 
MYSOLINE (PRIMIDONE),$136.00 
MYSOSITITIS SPECIFIC AB PANEL, $-   
NABUMETONE 500 MG TAB, $-   
NABUMETONE 750 MG TAB, $-   
N-ACETYL CYSTEINE 600MG CAPSULE, $-   
NACL 0.9% 100ML INJ. MINI BAG +, $-   
NACL 0.9% 50ML INJ. MINI BAG +, $-   
NACL 3% 500ML, $-   
NACL ALOEVERA GERANIUM NASAL 22ML, $-   
NADOLOL 20 MG TABLET, $-   
NADOLOL 40MG TAB, $-   
NADOLOL 80MG TAB, $-   
NADOLOL 80MG TAB, $-   
NADOLOL/BENDROFLUMETH 40-5MG TAB, $-   
NAFCILLIN 1 GRAM IVPB INJ., $-   
NAFCILLIN 1GM ADD-VANTAGE VIAL, $-   
NAFCILLIN 1GM INJ., $-   
NAFCILLIN 2 GM INJ., $-   
NAFCILLIN 500MG INJ., $-   
NAFTIFINE 1% CR. 15GM, $-   
NALBUPHINE 10MG/ML 10ML MDV, $-   
NALBUPHINE 10MG/ML INJ 1ML, $-   
NALBUPHINE 20MG/1ML INJ 1ML, $-   
NALBUPHINE 20MG/ML 10ML VIAL, $-   
NALOXONE 0.4MG/ML 10ML, $-   
NALOXONE 0.4MG/ML INJ 1ML, $-   
NALOXONE 1MG/ML INJ 2ML, $-   
NANCE PANEL, $-   
NANDROLONE DEC 200MG/ML INJ 1ML, $-   
NAPHAZOL W/PHENIR OPTH SOLN 15ML, $-   
NAPHAZOLINE 0.012% OPTH SOLN 15ML, $-   
NAPHAZOLINE 0.1% OPTH SOLN 15ML, $-   
NAPHTHYL ACETATE ESTERASE,$666.00 
NAPHTHYL AS-D CHLOROACETATE EST,$666.00 
NAPROXEN 220MG TABLET, $-   
NAPROXEN 250MG TAB, $-   
NAPROXEN 25MG/ML SUSP 30ML, $-   
NAPROXEN 375MG TAB, $-   
NAPROXEN 500MG TAB, $-   
NAPROXEN 500MG TAB, $-   
NAPROXEN CR 500MG TAB, $-   
NAPROXEN ORAL SUSP 125MG/5ML 30ML, $-   
NAPROXEN SOD 275MG TAB, $-   
NAPROXEN SOD 550MG TAB, $-   
NAPROXEN-EC SR 500MG TAB, $-   
NARATRIPTAN HCL 2.5MG TABLET, $-   
NASOGEL 28.4GM, $-   
NASOGEL GEL SPRAY 45ML, $-   
NASOGEL SPRAY 30ML/3, $-   
NATEGLINIDE 120 MG TABLET, $-   
NATURAL KILLER CELL SURFACE AG,$141.00 
NEBIVOLOL 10MG TABLET, $-   
NEBIVOLOL 2.5MG TABLET, $-   
NEBIVOLOL 5MG TABLET, $-   
NEBULIZER JET SUPPLIES,$19.00 
NEDOCROMIL 175MG INHALER, $-   
NEEDLE HUBER 19GX1-1/2IN SURECAN,$11.29 
NEEDLE HUBER 20GX0.75IN,$42.95 
NEEDLE HUBER 20GX1IN SURECAN,$25.02 
NEEDLE HUBER SAFESTEP 20GX3/4 W/Y,$93.04 
NEEDLE SPINAL 22GX3.5-CHG ONLY,$44.00 
NEFAZODONE 100MG TAB, $-   
NEFAZODONE 150MG TAB, $-   
NEILMED SINUS RINSE 50, $-   
NEISSERIA GONO-DIR.PROBE(ON 6573),$77.00 
NEISSERIA GONORRHOEAE (NUC AC AMP,$169.00 
NEISSERIA GONORRHOEAE BY PCR,$169.00 
NEISSERIA GONORRHOEAE(87591),$169.00 
NELFINAVIR 250MG TAB, $-   
NEOBAR LARGE BLUE,$52.11 
NEOBAR MACRO PEACH,$52.86 
NEOBAR MICRO WHITE,$52.11 
NEOBAR MINI PURPLE,$52.11 
NEOBAR SMALL GREEN,$52.11 
NEOBAR ULTRA YELLOW,$52.11 
NEOMYC/COLIST/ACETIC/HC OTIC SOLN, $-   
NEOMYC/POLYMIX/DEX OPTH OINT3.5GM, $-   
NEOMYC/POLYMIX/DEX OPTH SOLN 5ML, $-   
NEOMYC/POLYMIX/GRAM OPTH SOLN10ML, $-   
NEOMYC/POLYMIX/HC OPTH SUSP 7.5ML, $-   
NEOMYCIN 125MG/5ML LIQ 30ML, $-   
NEOMYCIN 500MG TAB, $-   
NEOMYCIN BACITRACIN POLYMYXIN 1GM, $-   
NEOMYCIN POLYMYXIN BGU 1ML, $-   
NEOMYCIN POLYMYXIN HCL SOLN 10ML, $-   
NEOMYCIN/DEXAMETH CR 15GM, $-   
NEOMYCIN/DEXAMETH OPTH OINT 3.5GM, $-   
NEOMYCIN/DEXAMETH OPTH SOLN 5ML, $-   
NEOMYCIN/POLYMIX/HC OTIC SLN 10ML, $-   
NEOMYCIN/POLYMIX/HC OTIC SUSP10ML, $-   
NEOMYCIN/POLYMIXIN/HC CR 7.5GM, $-   
NEOMYCIN/POLYMIXIN/HC OINT 15GM, $-   
NEOMYC-POLYMIX-HC OPTH OINT 3.5GM, $-   
NEONATAL ABG'S,$268.00 
NEONATAL ABGS(ISTAT),$268.00 
NEONATAL ABGS(ISTAT),$268.00 
NEONATAL BILIRUBIN, $-   
NEONATAL HEPARIN 1U/ML INJ 10ML, $-   
NEONATAL PROFILE 2, $-   
NEONATAL PROFILE I, $-   
NEONATAL PROFILE(ISTAT POC), $-   
NEONATAL SEPSIS PANEL, $-   
NEONATAL TPN 250-500ML, $-   
NEONATAL TPN 250ML OR LESS, $-   
NEOSTIGMINE 0.5MG/1ML AMP 1ML, $-   
NEOSTIGMINE 0.5MG/ML 2ML, $-   
NEOSTIGMINE 0.5MG/ML INJ 10ML, $-   
NEOSTIGMINE 10MG/10ML INJECTION, $-   
NEOSTIGMINE 1-4000 INJ. 1ML, $-   
NEPAFENAC 0.1% 3ML OPTH SOLN., $-   
NEPAFENAC OPHTHALMIC 0.1% 3ML, $-   
NEPHELOMETRY,$111.35 
NEPHRAMINE 5.4% INJ 250ML, $-   
NEPHRO VITE RX TABLET, $-   
NEPHRO-VITE TAB, $-   
NESIRITIDE 1.5 MG INJECTION, $-   
NETTLE,$33.00 
NEUROMYELITIS OPTICA AUTOANTIBODY,$183.00 
NEURON SPECIFIC ENOLASE,$166.00 
NEURON SPECIFIC ENOLASE,$331.00 
NEURONAL(V-G) K+ CHANNEL AB,$246.96 
"NEURON-SPECIFIC ENOLACE,CSF",$268.00 
NEURONTIN,$317.00 
NEURONTIN ORAL SOLN 250MG/5ML, $-   
NEUTRA-PHOS K PKTS, $-   
NEUTROPHIL FUNCTION TEST,$441.00 
NEUTROPHIL OXIDATIVE BURST,$201.00 
NEVIRAPINE 50MG/5ML 5ML, $-   
NEWBORN RESUSCITATION,$903.00 
NEXIUM 20MG CAPSULE, $-   
"NH ABD,COMPLT INCL DECUB &/ERECT",$328.00 
"NH ABD,SNGL AP VIEW",$231.00 
"NH ANK,COMPLT MINI 3 VIEWS LEFT",$251.00 
"NH ANK,COMPLT MINI 3 VIEWS RIGHT",$251.00 
NH CALCAN MINI 2 VIEWS LEFT,$165.00 
NH CALCAN MINI 2 VIEWS RIGHT,$165.00 
NH CHEST 2V FRONT & LAT,$241.00 
"NH CHEST,SNGL VIEW FRONT",$175.00 
"NH CHEST-FRONT & LAT,W/OBL",$379.00 
"NH CLAV COMPLT,LEFT",$156.00 
"NH CLAV COMPLT,RIGHT",$156.00 
"NH DEXA,AXIAL SKELETON",$691.00 
"NH ELBOW,AP & LAT LEFT",$184.00 
"NH ELBOW,AP & LAT RIGHT",$184.00 
NH EXAM CHEST SPECIAL VIEWS,$175.00 
"NH FACIAL BN,COMP MIN 3VIEWS",$379.00 
NH FINGER(S) MINI 2 VIEWS LEFT,$165.00 
NH FOREARM AP & LAT LEFT,$175.00 
NH FOREARM AP & LAT RIGHT,$175.00 
"NH FT,COMPLT MINI 3 VIEWS LEFT",$228.00 
"NH FT,COMPLT MINI 3 VIEWS RIGHT",$228.00 
"NH HAND,2 VIEWS LEFT",$156.00 
"NH HAND,2 VIEWS RIGHT",$156.00 
"NH HAND,MINI 3 VIEWS LEFT",$231.00 
"NH HAND,MINI 3 VIEWS RIGHT",$231.00 
NH HUMERUS MINI 2 VIEWS LEFT,$231.00 
NH HUMERUS MINI 2 VIEWS RIGHT,$231.00 
"NH KNEE,ONE/TWO VIEWS LEFT",$185.00 
"NH KNEE,ONE/TWO VIEWS RIGHT",$185.00 
"NH KNEE,THREE VIEWS LEFT",$251.00 
"NH KNEE,THREE VIEWS RIGHT",$251.00 
"NH MANDIB,COMPLT MINI 4 VIEWS",$379.00 
"NH PELVIS,ANTEROPOSTERIOR ONLY",$238.00 
"NH RIBS BILAT,3 VIEWS",$379.00 
"NH RIBS UNILAT,2V,LEFT",$251.00 
"NH RIBS UNILAT,2V,RIGHT",$251.00 
"NH SACROILIAC JT,3/MORE VIEWS",$328.00 
NH SACRUM & COCCYX MINI 2 VIEWS,$251.00 
"NH SHOULDER,COMPLT MINI 2V,LEFT",$251.00 
"NH SHOULDER,COMPLT MINI 2V,RIGHT",$251.00 
NH SINUS PARANASAL COMP 3VIEWS,$379.00 
NH SINUS PARANASAL LESS 3VIEWS,$228.00 
"NH SKULL,COMP MIN 4V W/WO",$379.00 
"NH SPINE CERV,MINI 4 VIEWS",$379.00 
"NH SPINE LUMB,COMP W/OBL",$425.00 
"NH SPINE,THOR ANTEROPOST",$254.00 
NH STERNUM MINI 2 VIEWS,$251.00 
"NH THYROID UPTAKE,SNGL DETERM",$525.00 
NH TIB&FIB AP&LAT VIEWS LEFT,$202.00 
NH TIB&FIB AP&LAT VIEWS RIGHT,$202.00 
NH TOE(S) MINI 2 VIEWS LEFT,$165.00 
"NH WRIST,COMPLT MINI 3 VIEW LEFT",$228.00 
"NH WRIST,COMPLT MINI 3 VIEW RIGHT",$228.00 
NIACIN 100MG TAB, $-   
NIACIN 250MG, $-   
NIACIN 500MG CPSR, $-   
NIACIN 500MG TAB, $-   
NIACIN 50MG TAB, $-   
NIACIN CONTROL RELEASE 250MG TAB, $-   
NIACIN ER 500MG CAP, $-   
NIACIN-LOVASTATIN 500MG TABLET CR, $-   
NIASPAN 500MG TABLET CR, $-   
NIASPAN 750MG TABLET CR, $-   
NICARDIPINE 2.5MG/1ML INJ. 10ML, $-   
NICARDIPINE 20MG, $-   
NICARDIPINE 30MG, $-   
NICARDIPINE CR 30MG CAP, $-   
NICARDIPINE CR 45MG CAP, $-   
NICARDIPINE FOR DRIP 25MG/10ML, $-   
NICARDIPINE HCL/NS 40MG/200ML, $-   
NICARDIPINE HCL-NACL 20MG/200ML, $-   
NICARDIPINE/D5W 40MG 200ML BAG, $-   
NICOTINE 10MG/ML NASAL SPRAY 10ML, $-   
NICOTINE 21 MG PATCH, $-   
NICOTINE CARTRIDGE 10 MG INH., $-   
NICOTINE GUM 2MG, $-   
NICOTINE GUM 4MG, $-   
NICOTINE INHALATION 10MG CARTRIDG, $-   
"NICOTINE METABOLITE, QUANT",$60.00 
NICOTINE PATCH 14MG, $-   
NICOTINE PATCH 21MG, $-   
NICOTINE PATCH 7MG, $-   
NICOTINE SCREEN,$110.00 
NICU ORAL SYRINGE < OR = 1ML, $-   
NICU ORAL SYRINGE 2ML, $-   
NICU TPN TUBE/FILTER SET, $-   
NIFEDIPINE 10MG CAP, $-   
NIFEDIPINE 20MG CAP, $-   
NIFEDIPINE CR 30MG TAB, $-   
NIFEDIPINE CR 90MG TAB (24HR), $-   
NIFEDIPINE XL 30MG TAB, $-   
NIFEDIPINE XL 60MG TAB, $-   
NIFEDIPINE XL 90MG TAB, $-   
NIMODIPINE 30MG CAP, $-   
NIPT VERIFI, $-   
NISOLDIPINE 17MG TB24, $-   
NISOLDIPINE ER 8.5MG TABLET, $-   
NISOLIPIDINE 20MG TAB, $-   
NISOLIPIDINE CR 10MG TAB, $-   
NITAZOXANIDE 100MG/5ML SUSP 60ML, $-   
NITAZOXANIDE 500MG TABLET, $-   
NITHIODOTE INJECTION, $-   
NITRAZINE PAPER ROLL 1 TEST, $-   
NITROFURANTOIN 100 MG CR CAP, $-   
NITROFURANTOIN 100MG CAP, $-   
NITROFURANTOIN 100MG CAPSULE, $-   
NITROFURANTOIN 50MG CAP, $-   
NITROFURANTOIN MCR 25MG CAPSULE, $-   
NITROGLYCERIN 0.3MG TAB, $-   
NITROGLYCERIN 0.3MG TAB 25'S, $-   
NITROGLYCERIN 0.3MG TABLET, $-   
NITROGLYCERIN 0.4MG SL TAB 25S, $-   
NITROGLYCERIN 0.4MG TAB, $-   
NITROGLYCERIN 100MG/250ML, $-   
NITROGLYCERIN 2% OINT 1GM UD, $-   
NITROGLYCERIN 2% OINT 30GM, $-   
NITROGLYCERIN 25MG/250ML, $-   
NITROGLYCERIN 50MG/10ML INJ 10ML, $-   
NITROGLYCERIN 50MG/250ML D5W KIT, $-   
NITROGLYCERIN CR 6.5MG CAP, $-   
NITROGLYCERIN LINGUAL SPRAY 4.9G, $-   
NITROGLYCERIN OINT 1 INCH, $-   
NITROGLYCERIN PATCH 0.1MG/HR, $-   
NITROGLYCERIN PATCH 0.1MG/HR, $-   
NITROGLYCERIN PATCH 0.2MG/HR, $-   
NITROGLYCERIN PATCH 0.2MG/HR, $-   
NITROGLYCERIN PATCH 0.3MG/HR, $-   
NITROGLYCERIN PATCH 0.4MG /HR, $-   
NITROGLYCERIN PATCH 0.4MG/HR, $-   
NITROGLYCERIN PATCH 0.6MG/HR, $-   
NITROGLYCERIN PATCH 0.6MG/HR, $-   
NITROGLYCERIN PATCH 0.8MG/HR, $-   
NITROGLYCERIN SPRAY 15GM, $-   
NITROGLYCERIN SPRAY 1GM, $-   
NITROGLYCERIN SR 2.5MG CAP, $-   
NITROGLYCERIN/DEXT 50MG/250ML INJ, $-   
NITROGLYCERIN-D5W 50MG/500ML, $-   
NITROPRUSSIDE 50MG/2ML FOR DRIP, $-   
NITROPRUSSIDE 50MG/2ML INJ 2ML, $-   
NIVEA CREME 60GM, $-   
NIVEA LOTION W/ Q10 500ML, $-   
NIZATIDINE 150MG CAP, $-   
NIZATIDINE 150MG CAPSULE, $-   
NIZATIDINE 300MG CAP, $-   
NIZATIDINE ORAL SOLN 15MG/ML 30ML, $-   
NM ABLATION THERAPY,"$1,515.00 "
NM BONE PAIN THERAPY,"$1,240.00 "
NM BONE SCAN LIMITED AREA,$830.00 
NM BONE SCAN TOTAL BODY,"$1,267.00 "
NM BONE SCAN W/VASC FLOW,"$1,377.00 "
NM BONE SPECT,"$1,857.00 "
NM BRAIN SCAN FLOW NUCLEAR,"$1,377.00 "
NM BRAIN SCAN NUCLEAR,"$1,223.00 "
NM BRAIN SPECT,"$1,627.00 "
NM BREAST SCAN TC99,$817.00 
NM CARDIAC 201 THAL'M STRESS/REST,"$2,536.00 "
NM CARDIAC FIRST PASS STUDY,$562.00 
NM CARDIAC GATED WALL MOTION MUGA,"$1,267.00 "
NM CARDIAC TC99 REST,"$2,536.00 "
NM CARDIAC TC99 STRESS,"$2,536.00 "
NM CARDIAC TC99 STRESS/REST,"$2,536.00 "
NM CARDIAC THALLIUM REST/REDISTRI,"$2,536.00 "
NM CEREBROSPINAL FLUID LEAKAGE,"$1,035.00 "
"NM DEXA, APPENDICULAR SKELETON",$739.00 
NM GALLBLADDER SCAN,"$1,378.00 "
NM GALLBLADDER WITH CCK SCAN,"$1,378.00 "
NM GALLIUM WHOLE BODY SCAN,"$1,978.00 "
NM GASTRIC EMPTYING STUDY,"$1,253.00 "
NM HYPERTHYROID THERAPY IP,"$1,515.00 "
NM HYPERTHYROID THERAPY OP,"$1,515.00 "
NM INJECTION PROC SENTINEL NODE,$666.00 
NM KIDNEY SPECT,"$1,925.00 "
"NM KIDNEY,MULTI,W/WO CAPTOPRIL","$1,772.00 "
"NM KIDNEY,MULTI,W/WO LASIX","$1,772.00 "
NM LIVER IMAGING(SPECT),"$1,377.00 "
NM LIVER SCAN WITH FLOW,"$1,377.00 "
NM LIVER/SPLEEN SCAN,"$1,223.00 "
NM LUNG SCAN PERFUSION,$697.00 
NM LUNG SCAN VENITLATION-DTPA,$595.00 
NM LYMPHOSCINTOGRAPHY,$659.00 
NM MECKLES SCAN,$808.00 
NM MYOCARDIUM SCAN,$919.00 
NM OCTREO SCAN WHOLE BODY,"$1,978.00 "
NM OCTREOTIDE SPECT,"$1,327.00 "
NM ONCOSCINT SPECT SCAN,"$1,327.00 "
NM ONCOSINT W/B SCAN,"$1,978.00 "
NM PARATHYROID,"$1,390.00 "
NM PULMONARY QUANTITATIVE DIFFER,$697.00 
NM RENAL FUCT ERPF MAG 3,"$1,523.00 "
NM RENAL SCAN,"$1,329.00 "
NM TAGGED RBC/BLEEDING SCAN,"$1,524.00 "
NM TAGGED RBC/HEMANGIOMA,"$1,377.00 "
NM TAGGED WBC/LIMITED AREA,"$1,978.00 "
NM TAGGED WBC/WHOLE BODY,"$1,978.00 "
NM TESTICULAR IMAGING W/FLOW,$822.00 
NM THYROID I131 MET BODY,"$1,802.00 "
"NM THYROID IMAGING W/UPTAKE,SNGL",$901.00 
"NM THYROID IMAGING W/UPTAKE,SNGL",$901.00 
"NM THYROID IMAGING,ONLY",$650.00 
"NM THYROID IMAGING,ONLY",$650.00 
NM THYROID METASTASES THERAPY,"$1,515.00 "
"NM THYROID UPTAKE,SNGL DETERM",$525.00 
NMR LIPOPROFILE, $-   
NO STING BARRIER FILM 28 ML, $-   
NONINVASIVE OXIM 02 SAT X1,$34.00 
NOREPINEPHRINE 1MG/ML INJ 4ML, $-   
NOREPINEPHRINE 4MG/4ML FOR DRIP, $-   
NOREPINEPHRINE[FOR 8MG DRIP], $-   
NORETHIN/ETHIN ESTRADIOL 1/35MG, $-   
NORETHINDRONE 0.35MG TAB, $-   
NORETHINDRONE 5MG TAB, $-   
NORETHINDRONE/ETHINYL ESTRADIOL T, $-   
NORFLOXACIN 0.3% OPTH SOLN 5ML, $-   
NORFLOXACIN 400MG TAB, $-   
NORGESTREL & ESTRADIOL 0.3/30 TAB, $-   
NORGESTREL/ESTRADIOL 0.5/50 TAB, $-   
"NOROVIRUS DETECTION,REAL-TIME PCR", $-   
NORTRIPTYLINE,$30.00 
NORTRIPTYLINE 10MG CAP, $-   
NORTRIPTYLINE 25MG CAP, $-   
NOVOFINE 30 INSULIN DISP NEEDLES, $-   
NOVOLOG 100U/ML 1ML INJECTION, $-   
NOVOLOG MIX 70/30 1 UNIT, $-   
NOVOLOG MIX 70/30 10ML, $-   
NOVOLOG MIX 70/30 FLEXPEN SYR, $-   
NOZIN NASAL SANITIZER, $-   
NPH INSULIN HUMAN 3ML, $-   
N-RNP IGG ANTIBODY (ON 6461),$194.00 
NS + 40MEQ KCL 1000ML IV BAG, $-   
NS 1000ML IRRIGATION SOLUTION, $-   
NS 1000ML IV FLUID, $-   
NS 100ML IV FLUID, $-   
NS 150ML IV FLUID, $-   
NS 250ML ADDVAN, $-   
NS 250ML GLASS IV FLUID, $-   
NS 250ML IV FLUID, $-   
NS 500ML IV FLUID, $-   
NS 50ML IV FLUID, $-   
N-TELOPEPTIDE,$136.00 
NU GAUZE PLAIN 1 INCH, $-   
NU GAUZE PLAIN 1/2 INCH STRIP, $-   
NURSING FAC D/C > 30MIN,$190.82 
NURSING FAC D/C 30MIN LESS,$180.82 
"NUSWAB BV & CADIDA,NAA", $-   
NYSTATIN 100MU/ML ORAL SYR 1ML, $-   
NYSTATIN CR 15GM, $-   
NYSTATIN CREAM 30GM, $-   
NYSTATIN OINT 15GM, $-   
NYSTATIN OINT 30GM, $-   
NYSTATIN ORAL SUSP 5ML, $-   
NYSTATIN ORAL SUSP 60ML, $-   
NYSTATIN ORAL SUSPENSION 5ML CUP, $-   
NYSTATIN POWDER 15GM, $-   
NYSTATIN POWDER 60GM, $-   
NYSTATIN SUSP 30ML, $-   
NYSTATIN SUSP 5ML, $-   
NYSTATIN TRIAMCINOLONE CR 30GM, $-   
NYSTATIN&TRIAMCINOLONE OINT 1GM, $-   
NYSTATIN/TRIAMCIN. CR 15GM, $-   
NYSTATIN/TRIAMCIN. OINT 15GM, $-   
NYSTATIN/TRIAMCINOLONE OINT 15GM, $-   
NYSTATIN-TRIAMCINOLONE OINT 30GM, $-   
O2 SAT-CATH LAB,$43.00 
"O2 SATURATION/CONT, DAILY CHARGE",$129.00 
O2 SATURATION-POC,$43.00 
OAK (ON 6716),$33.00 
OB FOCUSED, $-   
OB WORKUP PURDY, $-   
OBS/IP ADMIT/DC LEVEL 1,$205.00 
OBS/IP ADMIT/DC LEVEL 2,$275.00 
OBS/IP ADMIT/DC LEVEL 3,$335.00 
OBSERVATION DISCHARGE,$104.00 
OBSERVATION EA ADDL HOUR,$28.00 
OBSERVATION INITIAL HOUR,$115.00 
OCCULT BLD FOR UP TO 3 SPECIMENS,$55.00 
"OCCULT BLD, FECES",$55.00 
OCCULT BLOOD DIAG. FECES(G0328),$35.00 
OCCULT BLOOD IMMUNOASSAY,$86.00 
"OCCULT BLOOD, FECES (POC)",$55.00 
"OCCULT BLOOD, OTHER",$55.00 
OCCULT BLOOD-1,$55.00 
OCCULT BLOOD-2,$55.00 
OCTREOTIDE 1000MCG/ML INJ 5ML, $-   
OCTREOTIDE 100MCG INJ 1ML, $-   
OCTREOTIDE 500MCG/ML INJ 1ML, $-   
OCTREOTIDE 50MCG/ML INJ. 1ML, $-   
OCTREOTIDE ACETATE LAR 20MG INJ, $-   
OCTREOTIDE DEPOT FORM 30MG, $-   
OCUVITE TABLET, $-   
ODANSETRON 10MG/5ML INJ. 5ML, $-   
OFLOXACIN 0.3% OPTH SOLN 5ML, $-   
OFLOXACIN 0.3% OTIC DROPS 10ML, $-   
OFLOXACIN 200MG TAB, $-   
OFLOXACIN 200MG/NS 50ML INJ., $-   
OFLOXACIN 300MG TAB, $-   
OFLOXACIN 400MG INJ., $-   
OFLOXACIN 400MG TAB, $-   
OFLOXACIN 400MG/NS 100ML INJ., $-   
OIL RED O II,$67.00 
OLANZAPINE 10MG INJECTION, $-   
OLANZAPINE 10MG TABLET, $-   
OLANZAPINE 5MG TAB, $-   
OLANZAPINE 5MG TABLET DIS LIN, $-   
OLANZEPINE 2.5 MG TAB, $-   
OLAPATADINE 0.1% OPTH SOLN 5ML, $-   
OLIGOCLONAL BANDS (MS PANEL),$171.00 
OLMESARTAN 40MG TABLET, $-   
OLMESARTAN MEDOXOMIL 20 MG TABLET, $-   
OLMESARTAN/HCT 40-25 TABLET, $-   
OLMESARTAN-HCTZ 20/12.5, $-   
OLOPATADINE 0.7% DROPS 2.5ML, $-   
OLOPATADINE HCL NASAL SPRAY 0.6%, $-   
OLOPATADINE HCL OPTH 0.2% SOLN, $-   
OLSALAZINE 250MG CAP, $-   
OMALIZUMAB 150MG VIAL, $-   
OMEGA 3 FISH OIL 1000MG, $-   
OMEGA-3 FATTY ACIDS, $-   
OMEGA3FATTY ACIDS -FISH OIL, $-   
OMEPRAZOLE 10MG CAP, $-   
OMEPRAZOLE 20MG CAP, $-   
OMEPRAZOLE 20MG CAPSULE, $-   
OMEPRAZOLE ORAL SOLUTION 2MG/ML, $-   
OMEPRAZOLE ORAL SUSP 2MG/ML 10ML, $-   
OMEPRAZOLE POWDER 20MG ORAL, $-   
OMEPRAZOLE/SOD BICARB 40/1680MG, $-   
OMNICEF 300MG CAPSULE, $-   
ONABOTULINUMTOXINA 100UNIT VIAL, $-   
ONCOLOGY(81540),"$5,225.00 "
ONDANSETRON 2 MG/ML INJ. 2ML, $-   
ONDANSETRON 4 MG TAB, $-   
ONDANSETRON 40MG/20ML MDV VIAL, $-   
ONDANSETRON 4MG/5ML 5ML SOLN, $-   
ONDANSETRON 8 MG TAB, $-   
ONDANSETRON HCL 4MG ODT, $-   
ONDANSETRON ODT 8 MG TAB, $-   
ON-LINE APPRAISE, $-   
