Wheeling ,,
Item Description,CPT/HCPC ,Price
WHIRLPOOL W/ADDITIVE 1X,97022,$70.13 
THERAP ACTIVITY EA 15,97530,$89.75 
ELECTRODES, ,$17.50 
CAPENER SPLINT,L3925,$119.04 
JOINT JACK SPLINT,L3929,$134.23 
VASOPNENMONIC DEVICE APP,97016,$158.51 
DEBRIDE-NONSELECTIVE-1X,97602,$186.90 
RELIEF THIGH 18-30,A6533,$61.62 
CONTRAST BATH EA 15,97034,$145.53 
COGNITIVE INTERVENTION - EA 15,G0515,$84.22 
RELIEF-KNEE 18-30,A6530,$53.50 
MANUAL THERAPY,97140,$113.82 
ORTH MANAGEMENT INITIAL ,97760,$76.96 
ORTH MANAGEMENT - SUBSEQUENT,97763,$103.96 
BUTTON HOOK WITH ZIPPER, ,$20.68 
THERABAND 2YDS,A9300,$8.50 
STOCKINETTE-DELUXE, ,$7.25 
FLUIDOTHERAPY 1X,97022,$98.71 
ELEC STIM/MANUAL EA 15,97032,$146.88 
FLEXION GLOVE,L3912,$77.70 
TENS 1X,64550,$143.11 
PROSTHETIC TRAIN EA 15,97761,$38.50 
KENNEDY CUP, ,$27.75 
POSITIONING DEVICE,E0190,$170.00 
ANKLE SPLINT CUSTOM,L1940,$243.32 
ANTI CLAW SPLINT,L3913,$124.04 
COMPOSITE FLEX SPL ELASTC,L3931,$324.78 
DORSAL BLOCKING SPLINT,L3906,$255.15 
PIP LIG REPAIR SPLINT,L3925,$123.55 
DYNAMIC EXT SPLINT,L3806,$312.09 
DYNAMIC EXT TENDON,L3806,$312.09 
DYNAMIC FLEX SPLINT,L3806,$564.97 
DYN TRACTION SPL,L3806,$627.74 
EAR SPLINT,A4570,$15.50 
ELBOW HINGE SPL F/E CONTR,L3740,$704.29 
ELBOW HINGE SPL NO F/E CO,L3730,$593.97 
ELBOW SPLINT STATIC CUSTO,L3702,$365.18 
FINGER SHELL,L3933,$70.63 
GUTTER SPLINT,L3906,$202.89 
HAND BASED DYNAMIC,L3921,$259.97 
HAND BASED STATIC,L3913,$150.42 
HAND BASED STATIC PROGRES,L3921,$259.33 
KLEINERT TRACTION FINGER,L3906,$331.26 
KLEINERT THUMB,L3905,$265.01 
MALLET SPLINT,L3933,$62.76 
MOUTH SPLINT CUSTOM,A4570,$198.90 
MP ARTHROPLASTY,L3806,$549.64 
NOSE SPLINT CUSTOM,A4570,$121.39 
PROTECTIVE FINGER SPLINT,L3933,$63.11 
RADIAL NERVE SPLINT,L3806,$549.64 
RESTING HAND SPLINT CUSTO,L3808,$250.30 
RESTING HAND SPL/SEP,L3808,$246.67 
STATIC PROGRESS ARM BASED,L3906,$578.75 
THUMB SPLINT METAGRIP,L3923,$210.00 
THUMB C-BAR CUSTOM,L3913,$90.74 
THUMB SPICA,L3808,$208.96 
WRIST SPLINT DORSAL LONG,L3906,$197.16 
WRIST SPLINT CUSTOM,L3906,$246.45 
WRIST SPL CUSTOM CLAM,L3906,$301.13 
DYNAMIC SUP/PRO SPLINT,L3764,$459.35 
PADDLE SPLINT,L3808,$245.00 
SLING-INFANT,A4565,$12.01 
FINGER SPRING-EXT ROLYN,L3925,$81.20 
WRIST SPLINT-OPS,L3908,$77.34 
WRIST SPLINT-COMFORT COOL,L3908,$40.25 
WRIST ULNAR COMP WRAP,A4570,$80.19 
COMFY SPLINT,L3807,$266.00 
THUMB SPLINT UNIV U2,L3809,$41.83 
THUMB SPLINT-RCAI,L3809,$59.50 
THUMB SPLINT-COMFORT COOL,L3809,$76.83 
THUMB SPLINT-COLLUM,A4570,$59.90 
THUMB SPLINT-FREEDOM, ,$40.48 
OVAL 8,L3927,$27.65 
CINCH STRAP,L3927,$35.18 
KNUCKLE BENDER,L3929,$77.70 
REVERSE KNUCKLE BENDER,L3929,$104.89 
MUSCLE TESTING-HAND,95832,$89.59 
MUSCLE TEST UE W/OUT HAND,95831,$67.26 
"ROM MEASURE, HAND",95852,$143.11 
ROM MEASURE UE W/OUT HAND,95851,$62.70 
THER PROCED-GROUP 1X,97150,$56.14 
COMMUNITY/WORK REINT EA15,97537,$91.06 
ELBOW SLEEVE-EPITRAIN,A4570,$108.00 
ELBOW- BANDIT,A4467,$42.38 
ELBOW STABILIZER, ,$42.00 
BOUTONNIERE PRE-FAB,L3925,$119.04 
COBAN ROLL 3IN,A6454,$14.88 
COBAN ROLL 2IN,A6453,$12.08 
COBAN ROLL 1IN (5 ROLLS),A6453,$44.28 
COBAN ROLL 1IN 1 ROLL,A6453,$7.00 
DIGITAL CAPS, ,$17.22 
ELBOW PROTECTOR, ,$7.00 
FINGER SPRING-FLEX ROLYN,L3925,$98.88 
WRIST WRAP-FABRIFOAM,A4570,$47.88 
MISC OT ORTHOTIC, , 
MISC JOBST, , 
MISC OT SUPPLY, , 
DEBRIDE-SELECT .1X<20SQCM,97597,$198.00 
DEBRIDE-SELECT .1X>20SQCM,97598,$247.50 
RELIEF KNEE -30-40,A6531,$64.30 
REPORT CARD-FULL UE,95832,$115.20 
REPORT CARD-FULL HAND,95832,$145.73 
WORK HARDENING GLOVE, ,$76.13 
DIGI-EXTENSOR TUBE BLACK,L3927,$29.32 
ELBOW SPLINT-IMAK, ,$26.92 
BUCKWHEAT COMPRESSION GLV, ,$82.50 
DIGI-SLEEVE-EACH INCH, ,$3.65 
TUBIGRIP-G-3FT,A6457,$30.00 
TUBIGRIP-E-3 FT,A6457,$23.75 
TUBIGRIP-D-3 FT,A6457,$21.00 
TUBIGRIP -C- 3 FT,A6457,$18.45 
TUBIGRIP - B- 3 FT,A6457,$16.85 
TUBIGRIP - A- 3FT,A6457,$12.75 
DIGI SLEEVE-NEOPLAS 1IN, ,$3.60 
WRIST CUFF, ,$5.25 
SCAR MASSAGE TOOL,A9300,$13.75 
KINESIOTAPE-PER YARD,A6442,$15.00 
GRIPPER-HEAVY DUTY,A9300,$59.25 
IT STAYS, ,$16.00 
ULNAR DRIFT,L3929,$82.92 
WRIST SPLINT PEDIATRIC,L3908,$77.34 
WRIST SPLINT PIL-O,L3908,$77.34 
"GEL, SHELL CARPAL PROTECT", ,$65.50 
STACK SPLINT,L3935,$94.52 
NOSE GUARD-PRE-FAB, ,$115.25 
CLEAR CARING MUG, ,$32.58 
DELUXE ELASTIC SHOELACES, ,$21.50 
DRESSING STICK, ,$21.50 
GOOD GRIPS BUTTON HOOK, ,$30.75 
GOOD GRIPS UTENSIL, ,$24.75 
LEG LIFTER, ,$40.00 
LONG HAND SHOE HORN, ,$24.75 
LONG HAND SPONGE, ,$18.50 
RESTING HANDSPLINT-RCAI,L3809,$162.82 
REACHER, ,$64.75 
ROUND SCOOP DISH, ,$63.50 
SOCK AIDS (PLASTIC), ,$33.75 
SOCK AIDS (TERRY), ,$46.25 
SPLINT LINERS,Q4051,$74.00 
TOILET AID, ,$65.75 
WEIGHTED UTENSIL, ,$30.75 
WHEELCHAIR TRAIN EA 15,97542,$56.59 
FINGER EXT STAT/PROG,L3925,$141.23 
FINGER FLEX STAT/PROG,L3925,$197.93 
SILVER RING BOUTONNIERE,L3927,$123.00 
SILVER RING-SWAN NECK,L3927,$135.00 
FINGER SLEEVE-ROLYN-STAY,L3927,$130.73 
ELBOW-PIL-0,L3762,$64.80 
THERMOSKIN GLOVE-EA, ,$61.78 
ADDITION PER JOINT,L3956,$212.29 
ELBOW/WRIST/HAND-CUSTOM,L3763,$311.80 
SELF CARE/HOME-LOW VIS,97535,$86.25 
RADIAL NERVE SPLINT PREFA,L3931,$156.56 
ELBOW SPLINT-SUGAR TONG,L3763,$340.00 
TEDF HOSE, ,$42.98 
EXOS SHORT THUMB SPICA,L3923,$158.31 
EXOG BOXERS FX BRACE,L3807,$370.00 
EXOS SHORT ARM FX BRACE,L3982,$370.00 
EXOS RADIAL GUTTER FX,L3807,$370.00 
EXOS LONG THUMB SPICA,L3807,$268.00 
EXOS WRIST BRACE,L3984,$259.50 
CUP ADAPTED FEEDING, ,$23.73 
TWO HANDLE CUP, ,$27.16 
TWO HANDLE CUP, ,$27.16 
LONG HANDLED BRUSH, ,$65.49 
LONG HANDLED COMB, ,$46.10 
FEATHER REACHER, ,$24.43 
EVALUATION LOW,97165,$308.79 
EVALUATION MEDIUM,97166,$308.79 
EVALUATION HIGH,97167,$308.79 
HAND REHAB PT VISIT, , 
15 MIN TREAT COG/MEM/COMM,97127,$251.56 
APHASIA ASSESSMENT,96105,"$1,063.03 "
PASSY-MUIR VALVE EVAL.,92597,$98.22 
PASSY-MUIR SPEAKING VALVE,L8501,$234.68 
GSNH CONTRACTUAL SPCH THY, ,$0.01 
SPEECH/LANG.TREAT,92507,$300.00 
DYSPHAGIA(SWALLOW),92526,$184.55 
DYSPHAGIA(SWAL)EVAL.B.S.A,92610,$289.63 
DYSPAHGIA(SWAL)EVAL M.B.S,92611,$348.07 
DYSPH TX & E-STIM UNATT,92526,$95.81 
STAND COG EVAL (CMC EVAL),96125,$769.89 
NON-MEDICAL S/L DISORDERS, ,$65.68 
PVT PAY SPEECH S&L  EVAL,92523,$233.32 
PRIVATE PAY VOICE EVAL,92524,$116.15 
PRIVATE PAY FLUENCY EVAL,92521,$105.00 
PRIVATE PAY SOUND EVAL,92522,$121.90 
SWALLOW CURRENT,G8996,$0.01 
SWALLOW GOAL,G8997,$0.01 
SWALLOW DC,G8998,$0.01 
MOTOR SPEECH CURRENT,G8999,$0.01 
MOTOR SPEECH GOAL,G9186,$0.01 
MOTOR SPEECH DC,G9158,$0.01 
SPOKEN LANG COMP CURRENT,G9159,$0.01 
SPOKEN LANG COMP GOAL,G9160,$0.01 
SPOKEN LANG COMP DC,G9161,$0.01 
SPOKEN LANG EXP CURRENT,G9162,$0.01 
SPOKEN LANG EXP GOAL,G9163,$0.01 
SPOKEN LANG EXP DC,G9164,$0.01 
ATTENTION CURRENT,G9165,$0.01 
ATTENTION GOAL,G9166,$0.01 
ATTENTION DC,G9167,$0.01 
MEMORY CURRENT,G9168,$0.01 
MEMORY GOAL,G9169,$0.01 
MEMORY DC,G9170,$0.01 
VOICE CURRENT,G9171,$0.01 
VOICE GOAL,G9172,$0.01 
VOICE DC,G9173,$0.01 
OTHER SL CURRENT,G9174,$0.01 
OTHER SL GOAL,G9175,$0.01 
OTHER SL DC,G9176,$0.01 
EVAL SPEECH FLUENCY,92521,$277.04 
EVAL SPEECH SOUND PROD,92522,$258.69 
EVAL SPEECH WITH LANG,92523,$467.26 
EVAL VOICE,92524,$336.78 
EKG,93005,$151.81 
EKG  (CORP HLTH),93005,$67.87 
EKG REPEAT,93005,$68.62 
EKG W/O INTERP. CORP HLTH,93005,$68.62 
RHYTHM STRIP,93041,$124.86 
RHY. STRIP SUBSEQ TO EKG,93041,$67.50 
SIGNAL AVERAGED EKG,93278,$81.50 
EKG (MSHA-CITY), ,$67.87 
EKG,93005,$174.58 
RHYTHM STRIP,93041,$124.86 
EKG-PROFEE,93010,$28.77 
EKG WHEELING CLINIC,93005,$75.48 
EKG (MSHA-CITY),93005,$67.87 
EKG (CORP HEALTH),93005,$67.87 
EKG PEDIATRIC WVU,93005,$68.62 
EKG PEDIATRIC CHP,93005,$68.62 
EKG (WC),93005,$192.74 
CARDIAC REHAB II CONTIN.,93798,$200.54 
C REHAB ECP,G0166,$480.50 
PAD REHAB PER SESSION ,93668,$105.44 
CR EDUC/COUNSEL W/O MONIT,93797,$193.09 
TILT TABLE TEST,93660,$960.61 
LIMITED STUDY W/O INTERPR,93308,$609.30 
ECHOCARDIOGRAM,93307,$689.72 
DOPPPLER ONLY/CARDIAC,93320,$426.11 
DOPPLER COLOR FLOW,93325,$405.78 
LIMITED STUDY,93308,$670.20 
TRANSESOPHAGEAL ECHOCARDI,93312,"$1,443.93 "
TEE FAIL,93312,$863.10 
PROBE PLACEMENT (TEE),93313,$584.25 
ECHO CONGENITAL COMPLETE,93303,$690.99 
ECHO CONGENITAL LIMITED,93304,$282.89 
TEE CONG FAIL W/ ANES,93315,$413.55 
TRANSESOPHAGEAL ECHO CONG,93315,$701.10 
PERFLUTREN LIPID MICR 1ML,Q9957,$273.00 
ECHOCARDIOGRAM W/ CF & D,93306,"$1,502.67 "
TEE FAIL W/O ANES,93312,$738.32 
TEE FAIL W/ ANES,93312,$671.20 
TEE CONG FAIL W/O ANES,93315,$413.55 
DEFINITY ECHO CONTRAST,Q9957,$196.88 
TTE WITH CONTRAST,C8929,"$1,425.86 "
TEE WITH CONTRAST,C8925,"$1,288.11 "
TRANSTHORACIC ECHO W/CF&D,93306,"$1,604.94 "
TTE ALL VIEWS 2D+M-MODE,93307,$689.72 
TTE LIMITED 2D+M-MODE,93308,$670.20 
COLOR FLOW DOPPLER,93325,$545.95 
SPECTRAL DOPPLER,93320,$532.56 
SPECTRAL DOPPLER LTD,93321,$56.76 
TTE LIMITED + CONTRAST,C8924,"$1,046.98 "
TTE W/STRESS TEST,93350,"$1,770.30 "
TTE W/STRESS+CONTRAST,C8930,"$1,523.52 "
STRESS ECHO (SINGLE PHYS),93351,"$2,660.83 "
TTE CONGENITAL 2D MM,93303,$790.75 
TTE CONGENITAL LTD OR F/U,93304,$430.24 
TRANSESOPHAGEAL ECHO 2D,93312,"$1,946.78 "
TEE-PROBE PLACEMENT,93313,$584.25 
TEE-FAIL BEFORE ANESTHES,93312,$738.32 
TEE FAIL AFTER ANESTHES,93312,$887.66 
INTRA OP TRANSESOPHAGEAL,93318,"$1,013.45 "
TEE-CONGENITAL (CONG),93315,$701.10 
TEE CONG FAIL BEFORE ANES,93315,$413.55 
TEE CONG FAIL AFTER ANES,93315,$413.55 
3D TEE,93355,$644.86 
3D ULTRASOUND,76376,$608.16 
TTE-PROFEE,93306,$199.33 
TTE LTD-PROFEE,93308,$135.90 
CF DOPPLER-PROFEE,93325,$17.26 
SPEC DOPPLER-PROFEE,93320,$45.28 
SPEC DOPPLER LTD-PROFEE,93321,$45.28 
TTE CONG 2D MM-PROFEE,93303,$199.33 
TTE CONG LTD 2D MM-PROFEE,93304,$115.17 
TILT TABLE TEST,93660,$787.39 
HOLTER MNTR PROFEE,93227,$123.60 
HOLTER MNTR CONNECT/RECRD,93225,$705.15 
HOLTER MNTR ANALYZ REPORT,93226,$954.89 
EVENT MNTR ANALYZE/REPORT,93271,"$1,843.74 "
EVENT MNTR CONNECT/RECORD,93270,$365.43 
EVENT MNTR PROFEE,93272,$89.75 
TELESENTRY ANALYZE/REPORT,93229,"$2,007.06 "
HOLTER MNTR CONNECT/RECRD,93225,$705.15 
HOLTER MNTR ANALYZ REPORT,93226,$574.74 
EVENT MNTR CONNECT/RECORD,93270,$337.50 
EVENT MNTR ANALYZE/REPORT,93271,"$1,843.74 "
TELESENTRY ANALYZE/REPORT,93229,"$1,457.46 "
STRESS,93017,$998.32 
STRESS (CORP. HLTH),93017,$579.62 
STRESS ECHO (CORP HEALTH),93350,$575.00 
STRESS ECHO,93350,"$1,770.30 "
FITNESS EVALUATION W/EKG, ,$53.75 
FITNESS EVAL. (CORP HLTH), ,$70.75 
FITNESS EVAL-CITY, ,$32.00 
STRESS TEST,93017,"$1,038.43 "
STRESS (CORP HEALTH),93017,$579.62 
TELEMETRY, ,$42.25 
PULSE OXIMETER-CONTINUOUS,94762,$270.16 
PULSE OXIMETER-SPOT CHECK,94760,$38.62 
HEART CATH. MISCELLANEOUS, , 
CATH INITIAL OBSERVATION, ,$220.14 
CATH OBESERVATION ADDL HR,G0378,$36.62 
CATH OBSERVATION ADDL HR,G0378,$34.22 
1.5 MM J AMPLATZER SUPER STIFF,C1769,$220.50 
TEMPORARY TRANSCUTANEOUS,92953,$305.58 
TICRON 2 SUTURE , ,$25.63 
FLU VACCINE ADMINISTRATION,G0008,$40.00 
CARDOPULM RESUSCITATION,92950,$575.32 
SMART NEEDLE, ,$333.00 
ADDN GANZ CATHETER,C1887,$147.00 
DIAGNOSTIC CATHETER, ,$33.50 
PRONTO-V4-CATHETER,C1757,"$1,137.50 "
OMNIPAQUE 350MG PER ML,Q9967,$0.80 
VISIPAQUE 320MG PER ML,Q9967,$1.25 
CATH PLACE ARTERY ABD 1ST,36245,$416.34 
CATH PLACE ARTERY ABD 2ND,36246,$498.34 
CATH PLACE ARTERY ABD 3RD,36247,"$1,373.98 "
VIDA BALLOON,C1725,"$1,900.00 "
CATH PLACE ARTERY ABD ADD,36248,$270.78 
TRUE FLOW BALLOON,C1725,"$2,500.00 "
TRUE BALLOON,C1725,"$2,000.00 "
AORTIC PTA,92986,"$10,146.42 "
SURGI BLADE DISPOSABLE, ,$11.50 
INS PM W/ATRIAL LEAD NEW,33206,"$33,167.51 "
INS PM W/VENT LEAD NEW,33207,"$33,880.24 "
INS PM GEN W/EX SING LEAD,33212,"$10,474.16 "
INS PM GEN W/EX DUAL LEAD,33213,"$11,272.39 "
REMOVE PM GEN ONLY,33233,"$2,896.37 "
INS/RPLC TEMP LD/CATH SNG,33210,"$21,198.46 "
INS/RPLC TEMP LD/CATH DUA,33211,"$8,229.25 "
REPOSITIONING OF LEAD,33215,"$13,837.61 "
INS/RPLC SINGLE LEAD,33216,"$27,577.71 "
INS/RPLC DUAL LEAD,33217,"$24,028.53 "
PFO DEVICE,C1817,$1.00 
REPAIR SING LEAD PM/ICD,33218,"$5,018.25 "
REPAIR DUAL LEAD PM/ICD,33220,"$3,581.25 "
PACEMAKER SUPPLY, , 
INS LV LEAD EX DEVICE,33224,"$80,533.59 "
REPOSITION LV LEAD-EX DEV,33226,"$9,814.00 "
REMOVE PERM PM SINGLE LD,33234,"$9,932.15 "
REMOVE PERM PM DUAL LEAD,33235,"$10,955.04 "
UPGR PM SNG-DUAL W/REMOVA,33214,"$26,315.65 "
RELOCATE PM POCKET,33222,"$3,455.94 "
INS PM W/ATR-VEN LEADNEW,33208,"$38,936.62 "
INS LV LEAD NEW DEVICE,33225,"$60,013.93 "
PROGRAMMING DEVICE EVAL,93279,$37.00 
ANALYZE ANTITACHY PM,93724,$37.00 
EPS W/AFIB ABLATION,93656,"$28,564.35 "
EP EVAL LA OR CS PACING,93621,"$7,201.80 "
EP EVAL LV PACING,93622,"$4,142.39 "
EP STUDY AFTER DRUG INFUS,93623,"$6,836.70 "
BUNDLE OF HIS RECORDING,93600,"$3,998.43 "
INTRA-ARTERIAL RECORDING,93602,"$2,876.69 "
RT VENTRICULAR RECORDING,93603,"$3,279.16 "
MAP TACHYCARDIA ADD-ON,93609,"$6,244.29 "
INTRA-ARTERIAL PACING,93610,"$3,200.25 "
INTRA-VENTRICULAR PACING,93612,"$3,643.48 "
INTRACARDIAC EP 3D MAPPIN,93613,"$6,775.77 "
ESOPH RECORDING,93615,"$3,368.75 "
ESOPH RECORDING W/PACING,93616,"$3,368.75 "
INTRA ARRHYTHMIA BY PACIN,93618,"$4,224.33 "
EP FOLLOW-UP,93624,"$3,510.50 "
HEART PACING/MAPPING,93631,"$3,368.75 "
TILT TABLE EVALUATION,93660,$549.60 
INS/REPLACE ICD SINGLE LE,33249,"$81,406.56 "
INS/REPLACE ICD DUAL LEAD,33249,"$85,776.31 "
TEST DEVICE/LEADS AT IMPL,93641,"$1,402.30 "
REMOVE ICD GEN ONLY,33241,"$3,900.04 "
INS ICD GEN W/EX SINGLEAD,33240,"$55,865.95 "
REMOVE ICD/LEAD TRANSVERS,33244,"$7,077.44 "
RELOCATE ICD POCKET,33223,"$4,138.68 "
INTRODUCER 9.0FR, ,$115.25 
PROG DEV EVAL SG LEAD DEF,93282,$61.50 
CATH SWAN GANZ 8FR,C1751,$650.82 
INTER DEV EVAL SG DUAL MU,93289,$61.50 
IMPLANT ACTIVATED CER,33282,"$26,612.70 "
REMOVE IMPLANTABLE CER,33284,"$6,598.84 "
AV NODE W/WO TEMP PACER,93650,"$4,503.46 "
ABLATION ADDITIONAL FOCUS,93655,$941.74 
CATH ABLATION FOR VT,93654,"$4,863.25 "
EPS W/VT ABLATION,93654,"$28,314.21 "
CARDIOVERSION INTERNAL,92961,$734.02 
EPS W/SVT ABLATION,93653,"$24,086.52 "
EP EVAL SINGLE/DUAL ICD,93642,"$1,598.23 "
ICE DURING INTERVENTION,93662,"$3,306.00 "
EAZY COVER 5040, ,$8.00 
RADIOTRANSPARENT PACER PA, ,$73.15 
GROUNDING PAD, ,$8.25 
TRANSVERSE LAPAROTOMY DRA, ,$21.00 
424H 0 SILK SUTURE, ,$5.75 
VCP316H 3-0 SUTURE, ,$8.25 
VCP506 5-0 SUTURE, ,$18.50 
VCP317H 2-0 SUTURE, ,$8.25 
COOK MULLINS SHEATH,C1894,$301.00 
4-WAY STOPCOCK MANIFOLD, ,$13.75 
BAXTER INTERLINK, ,$10.25 
IVUS OR OCT ADD VESSEL,92979,"$1,415.94 "
IVUS OR OCT INITIAL,92978,"$2,115.99 "
D-STAT FLOWABLE,C1894,$479.50 
SUPER STIFF STRAIGHT WIRE,C1769,$72.50 
AMPLATZ SUPER STIFF J WIR,C1769,$128.00 
SUPER STIFF J WIRE,C1769,$26.25 
SPECIAL ANGIOPLASTY WIRE,C1769,$490.00 
4-O/VICRYL/SUTURE, ,$7.00 
STAT LOCK FOR SHEATH,C1894,$61.25 
STAT LOCK FOR IABP,C1894,$61.25 
VENOGRAM UNI RIGHT,75820,$579.15 
LEFT SUBCLAVIAN VENOGRAM,75820,$666.02 
EAGLE EYE CATHETER,C1753,"$1,975.00 "
EP PACK, ,$158.83 
DEVICE PACK, ,$579.81 
EXPORT CATHETER,C1757,"$1,662.50 "
BIOSENSE QUAD,C1730,"$1,316.00 "
BIOSENSE DECA,C1730,"$1,792.00 "
TEST LEAD,93640,$223.75 
EVACUATION OF HEMATOMA,10140,"$2,006.36 "
INJECTION FOR VENOGRAM,36005,$283.80 
STEEROCATH,C1730,"$1,800.00 "
12F COOK SHEATH 30CM,C1894,$192.50 
V-PAD, ,$227.50 
CATHLOCK, ,$24.50 
BALLOON SPRINTER,C1725,$455.00 
SKIN STAPLER, ,$61.25 
TWIN-PASS CATHETER,C1887,"$1,137.50 "
ENDEAVOR STENT,C1874,"$3,450.00 "
9 FRENCH EVOLUTION,C1773,"$2,480.00 "
13 FRENCH EVOLUTION,C1773,"$2,480.00 "
11 FRENCH EVOLUTION,C1773,"$2,480.00 "
E.S.U., ,$72.50 
BULLDOG LEAD EXTENDER, ,$829.50 
FEMORAL DRAPE, ,$20.41 
LIBERATOR STYLET,C1773,"$1,790.50 "
FLUOROSCOPY-CARDIAC,76000,$328.79 
GLUCOMETER-CLCU (CATH),82962,$24.60 
SPECIMEN COLLECT PICC,36592,$85.95 
SPECIMEN COLL IMPLANT DEV,36591,$85.95 
SPECIMEN COLLECTION,36415,$24.60 
INS PM GEN W/EX MULTILEAD,33221,"$21,772.40 "
REPLACE PM GEN SINGL LEAD,33227,"$28,828.10 "
REPLACE PM GEN DUAL LEAD,33228,"$38,187.11 "
REPLACE PM GEN MULTI LEAD,33229,"$35,621.18 "
ICD GEN INSERT DUAL LEAD,33230,"$69,962.39 "
ICD GEN INSERT MULTI LEAD,33231,"$90,781.30 "
REPLACE ICD GEN SING LEAD,33262,"$106,605.19 "
REPLACE ICD GEN DUAL LEAD,33263,"$106,605.19 "
REPLACE ICD GEN MULT LEAD,33264,"$106,605.19 "
REVASC ADD CTO,92944,"$9,694.09 "
REVASC CTO,92943,"$13,440.86 "
REVASC DURING AMI,92941,"$24,059.81 "
REVASC ADD BYPASS GRAFT,92938,"$15,860.21 "
REVASC SINGLE BYPASS GRAF,92937,"$16,744.37 "
ANGIO THOACIC AORTA,75605,"$5,600.91 "
THOACIC AORTOGRAM(CATH PL,36200,$422.07 
GLIDESHEATH SLENDER DW,C1894,$112.50 
GLIDESHEATH SLENDER AW,C1894,$192.50 
8FRTRANSSEPTAL INTRODUCER, ,$252.00 
6F PERICARDIOCENTESIS KIT, ,$349.13 
ATH COR MAJ/BR,92924,"$15,135.70 "
ATH COR ADD BR,92925,"$5,045.23 "
ATH COR MAJ/BR W/BMS,92933,"$23,177.28 "
ATH COR ADD BR W/BMS,92934,"$7,725.75 "
SEPTAL DEFECT IMPLANT SYS,C1817,$1.00 
INTERATRIAL CLOSE PROCEDU,93580,"$27,349.19 "
TORQVUE EXCHANGE SYSTEM,C1773,"$2,069.00 "
TIB/PER STENT,37230,"$9,134.68 "
TIB/PER ATHER/STENT,37231,"$32,272.00 "
TIB/PER PTA ADDL,37232,"$11,822.01 "
TIB/PER ATHER ADDL,37233,"$29,175.40 "
TIB/PER STENT ADDL,37234,"$6,788.55 "
NONLOWER EXT STENT ADDL,37237,"$7,354.23 "
NONLOWER EXT PTA INIT,37246,"$10,483.44 "
NONLOWER EXT PTA ADDL,37247,"$7,373.00 "
ANGIO BRACHIAL RETRO,75658,$548.50 
ANGIO UPPER EXT UNIL,75710,"$2,319.50 "
ANGIO SELECTIVE,75726,$175.56 
ANGIO PULM UNI SEL,75741,$154.39 
ANGIO PULM BIL SEL,75743,$186.91 
ANGIO PULM NONSELECT,75746,$188.25 
ANGIO INT MAMMARY,75756,$577.50 
ANGIO ADDL VESSEL,75774,"$1,373.53 "
VENOGRAM BIL,75822,$914.35 
VENOGRAM IVC,75825,$822.48 
VENOGRAM SVC,75827,$573.64 
ATHERECTOMY TURBOHAWK,C1714,"$4,245.00 "
BALLOON EVERCROSS,C1725,$259.00 
BALLOON EVERCROSS 150/200,C1725,$259.00 
BALLOON NANOCROSS,C1725,$686.00 
BALLOON NANOCROSS 150/200,C1725,$686.00 
BALLOON PACIFIA 150/200,C1725,$549.50 
BALLOON PACIFIA PLUS,C1725,$549.50 
WIRE NITREX .014X300,C1769,$385.00 
WIRE WHOLEY,C1769,$259.00 
STENT ENTRUST,C1876,"$2,050.00 "
STENT PROTEGE,C1876,"$1,844.00 "
STENT PROTEGE 120,C1876,"$1,993.00 "
STENT PROTEGE 150,C1876,"$2,191.00 "
STENT EVERFLEX 200,C1876,"$2,983.00 "
STENT VISIPRO,C1876,"$1,844.00 "
FILTER SPIDERFX,C1884,"$2,141.00 "
CATHETER TRAILBLAZER,C1887,$415.80 
BALLOON DRUG COATED 150MM,C2623,"$2,800.00 "
BALLOON DRUG COATED LONG,C2623,"$2,810.00 "
BALLOON DRUG COATED SHORT,C2623,"$2,660.00 "
TRANSCATHETER LEADLESS PACEMAKER INSERTION,0387T,"$41,221.77 "
TRANSCATHETER LEADLESS PACEMAKER REMOVAL,0388T,"$5,435.60 "
DILATOR SET , ,$303.21 
CATH LAB HYDRATION 1ST HR,96360,$208.75 
CATH LAB HYDRATION EA ADD,96361,$46.75 
CLINICAL TRIAL MISC SUPPL, ,$0.01 
ATH COR MAJ/BR W/DES,C9602,"$26,653.87 "
ATH COR ADD BR W/DES  ,C9603,"$12,693.66 "
INTRACORONARY INFUSION,92975,$817.25 
ANGIOPLASTY-INIT VESSEL,92920,"$3,610.67 "
ANGIOPLASTY-ADD VESSEL,92921,$802.68 
GUIDING CATHETER,C1887,$157.50 
TRANSVENOUS PACING CATHET,C1779,$332.50 
GUIDEINER XL,C1887,"$1,466.50 "
ANGIOPLASTY GUIDEWIRE,C1769,$280.00 
OSCOR Y-ADAPTER,C1883,"$1,895.00 "
MICRO GOOSENECK SNARE,C1773,"$1,850.00 "
ABBOTT ABSORB BVS,C1874,"$2,375.00 "
ANGIO ABD AORTA,75625,"$4,061.24 "
DRG ELVT STENT LL XIENCE,C1874,"$2,375.00 "
CARDIOVERSION EXTERNAL,92960,"$1,020.12 "
DRUG ELUTING STENT XIENCE LL ,C1874,"$2,200.00 "
STENT VISION,C1876,"$1,662.50 "
SYNERGY STENT,C1874,"$2,650.00 "
COMPREHENSIVE EP EVAL,93619,$584.74 
COMP EP EVAL W/ARRHYTHMIA,93620,"$7,163.40 "
MOVABLE CORE GUIDEWIRE,C1769,$62.65 
FIXED CORE GUIDEWIRE,C1769,$25.25 
