Hospital Name:  St Joseph's Medical Center Stockton,,,,,
OSHPD Facility No: 106391042,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char),999 Price  (Default),Zero Price Indicator,,
6100152,GADOTERIDOL 279 15ML INJ , 31.00 ,,,
6100153,MR BONE MARROW BLD/SUPL  ," 17,729.00 ",,,
6100154,MR GUIDED NDL BX/ASP/INJ ," 8,294.00 ",,,
6100155,MR BONE MAROW BLD/SUP LTD," 11,907.00 ",,,
6100156,PET 3D W SEPARATE WKSTATN," 1,367.00 ",,,
6100157,MR CAD BREAST DATA ANALY , 836.00 ,,,
6100158,MR CARDIAC WO CON        ," 1,976.00 ",,,
6100159,MR CARDIAC W STRESS IMG  ," 1,976.00 ",,,
6100160,MR CARDIAC WO&W CON      ," 3,038.00 ",,,
6100161,MR CARDIAC STRES WO&W CON," 7,731.00 ",,,
6100162,MR CARDIAC VELOCITY FLOW , 365.00 ,,,
6100163,MR CHOLANGIO MRCP W CON  ," 22,962.00 ",,,
6100164,MR CHOLANGI MRCP WO&WCON ," 26,445.00 ",,,
6100165,CATH GUIDING 13X-17      , 90.00 ,,,
6100166,MR ANGIO LOWER EXTR WO&W , 1.11 ,,,
6100167,MR ANGIO LOWER EXTR W CON, 1.11 ,,,
6100168,MR ANGIO LOWER EXTR WO   ," 2,552.00 ",,,
6100169,MR ANGIO UPP EXTR W CON  , 1.11 ,,,
6100170,MR ANGIO UPP EXTR WO CON , 1.11 ,,,
6100171,MR ANGIO UPP EXTR WO&W   , 1.11 ,,,
6110001,MR IMAGE COPY NC         , 0.09 ,,,
6110002,MR TELERADIOGRPY/EXAM NC , 0.09 ,,,
6110003,ARTHROGRAM SHOULDER INJ  , 0.09 ,,,
6110004,MR SPECTROSCOPY          , 0.09 ,,,
6110005,MR BREAST WO&W CON BIL   , 0.09 ,,,
6110006,MR BREAST W CON BIL      , 0.09 ,,,
6110007,MR BREAST WO CON BIL     , 0.09 ,,,
6110008,MR BREAST WO&W CON RT    , 0.09 ,,,
6110009,MR BREAST WO&W CON LT    , 0.09 ,,,
6110010,MR BREAST W CON RT       , 0.09 ,,,
6110011,MR BREAST W CON LT       , 0.09 ,,,
6110012,MR BREAST WO CON RT      , 0.09 ,,,
6110013,MR BREAST WO CON LT      , 0.09 ,,,
6110014,MR ANGIO ABDOMEN WO&W CON, 0.09 ,,,
6110015,MR ANGIO ABDOMEN WO CON  , 0.09 ,,,
6110016,MR ANGIO ABDOMEN W CON   , 0.09 ,,,
6110017,MR ABDOMEN WO&W CON      , 0.09 ,,,
6110018,MR ABDOMEN W CON         , 0.09 ,,,
6110019,MR ABDOMEN WO CON        , 0.09 ,,,
6110029,MR LOW EXTREM JNT WO&W BI, 0.09 ,,,
6110030,MR LOW EXTREM JNT WO&W RT, 0.09 ,,,
6110031,MR LOW EXTREM JNT WO&W LT, 0.09 ,,,
6110032,MR LOW EXTREM JNT W BIL  , 0.09 ,,,
6110033,MR LOW EXTREM JNT W RT   , 0.09 ,,,
6110034,MR LOW EXTREM JNT W LT   , 0.09 ,,,
6110035,MR LOW EXTREM JNT WO BIL , 0.09 ,,,
6110036,MR LOW EXTREM JNT WO RT  , 0.09 ,,,
6110037,MR LOW EXTREM JNT WO LT  , 0.09 ,,,
6110038,MR LOW EXTREM WO&W CON BI, 0.09 ,,,
6110039,MR LOW EXTREM WO&W CON RT, 0.09 ,,,
6110040,MR LOW EXTREM WO&W CON LT, 0.09 ,,,
6110041,MR LOW EXTREM W CON BIL  , 0.09 ,,,
6110042,MR LOW EXTREM W CON RT   , 0.09 ,,,
6110043,MR LOW EXTREM W CON LT   , 0.09 ,,,
6110044,MR LOW EXTREM WO CON BIL , 0.09 ,,,
6110045,MR LOW EXTREM WO CON RT  , 0.09 ,,,
6110046,MR LOW EXTREM WO CON LT  , 0.09 ,,,
6110047,MR UPP EXTREM JNT WO&W BI, 0.09 ,,,
6110048,MR UPP EXTREM JNT WO&W RT, 0.09 ,,,
6110049,MR UPP EXTREM JNT WO&W LT, 0.09 ,,,
6110050,MR UPP EXTREM JNT W BIL  , 0.09 ,,,
6110051,MR UPP EXTREM JNT W RT   , 0.09 ,,,
6110052,MR UPP EXTREM JNT W LT   , 0.09 ,,,
6110053,MR UPP EXTREM JNT WO BIL , 0.09 ,,,
6110054,MR UPP EXTREM JNT WO RT  , 0.09 ,,,
6110055,MR UPP EXTREM JNT WO LT  , 0.09 ,,,
6110056,MR UPP EXTREM WO&W BIL   , 0.09 ,,,
6110057,MR UPP EXTREM WO&W CON RT, 0.09 ,,,
6110058,MR UPP EXTREM WO&W CON LT, 0.09 ,,,
6110059,MR UPP EXTREM W CON BIL  , 0.09 ,,,
6110060,MR UPP EXTREM W CON RT   , 0.09 ,,,
6110061,MR UPP EXTREM W CON LT   , 0.09 ,,,
6110062,MR UPP EXTREM WO CON BIL , 0.09 ,,,
6110063,MR UPP EXTREM WO CON RT  , 0.09 ,,,
6110064,MR UPP EXTREM WO CON LT  , 0.09 ,,,
6110065,MR ANGIO PELVIS WO&W CON , 0.09 ,,,
6110066,MR ANGIO PELVIS W CON    , 0.09 ,,,
6110067,MR ANGIO PELVIS WO CON   , 0.09 ,,,
6110068,MR PELVIS WO&W CON       , 0.09 ,,,
6110069,MR PELVIS W CON          , 0.09 ,,,
6110070,MR PELVIS WO CON         , 0.09 ,,,
6110071,MR L SPINE WO&W CON LTD  , 0.09 ,,,
6110072,MR L SPINE WO&W CON      , 0.09 ,,,
6110073,MR L SPINE W CON         , 0.09 ,,,
6110074,MR L SPINE WO CON LTD    , 0.09 ,,,
6110075,MR L SPINE WO CON        , 0.09 ,,,
6110076,MR T SPINE WO&W CON      , 0.09 ,,,
6110077,MR T SPINE W CON         , 0.09 ,,,
6110078,MR T SPINE WO CON        , 0.09 ,,,
6110079,MR C SPINE WO&W CON LTD  , 0.09 ,,,
6110080,MR C SPINE WO&W CON      , 0.09 ,,,
6110081,MR C SPINE W CON         , 0.09 ,,,
6110082,MR C SPINE WO CON LTD    , 0.09 ,,,
6110083,MR C SPINE WO CON        , 0.09 ,,,
6110084,MR ANGIO CHEST WO&W CON  , 0.09 ,,,
6110085,MR ANGIO CHEST WO CON    , 0.09 ,,,
6110086,MR ANGIO CHEST W CON     , 0.09 ,,,
6110087,MR CHEST WO&W CON        , 0.09 ,,,
6110088,MR CHEST W CON           , 0.09 ,,,
6110089,MR CHEST WO CON          , 0.09 ,,,
6110090,MR BRAIN WO&W CON        , 0.09 ,,,
6110091,MR BRAIN W CON           , 0.09 ,,,
6110092,MR BRAIN WO CON LTD      , 0.09 ,,,
6110093,MR BRAIN WO CON          , 0.09 ,,,
6110094,MR ANGIO NECK WO&W CON   , 0.09 ,,,
6110095,MR ANGIO NECK W CON      , 0.09 ,,,
6110096,MR ANGIO NECK WO CON     , 0.09 ,,,
6110097,MR ANGIO HEAD WO&W CON   , 0.09 ,,,
6110098,MR ANGIO HEAD W CON      , 0.09 ,,,
6110099,MR ANGIO HEAD WO CON     , 0.09 ,,,
6110100,MR ORB/FAC/NECK WO&W CON , 0.09 ,,,
6110101,MR ORB/FAC/NECK W CON    , 0.09 ,,,
6110102,MR ORB/FAC/NECK WO CON   , 0.09 ,,,
6110103,MR TMJ(S) UNI OR BIL     , 0.09 ,,,
6110104,MR L SPINE W CON LTD     , 0.09 ,,,
6110105,MR C SPINE W CON LTD     , 0.09 ,,,
6110108,MODERATE SEDAT ADD 15MIN , 0.09 ,,,
6110121,XR READ OUTSIDE IMAGES NC, 0.09 ,,,
6110122,MR CHOLANGIO MRCP WO CON , 0.09 ,,,
6110123,MR ANGIO LOWER EXTR WO&W , 0.09 ,,,
6110124,MR ANGIO LOWER EXTR W CON, 0.09 ,,,
6110125,MR ANGIO LOWER EXTR WO   , 0.09 ,,,
6110126,MR ANGIO UPP EXTR W CON  , 0.09 ,,,
6110127,MR ANGIO UPP EXTR WO CON , 0.09 ,,,
6110128,MR ANGIO UPP EXTR WO&W   , 0.09 ,,,
6300001,AMPHO B LIPO 10MG/3ML INH,0,3,,
6300002,ABSRB GEL COLLOID 4X4 DSG,0,3,,
6300003,NA BICARB/SUCR 60GM/5DLPR,0,3,,
6300004,LOSARTAN 12.5MG TAB      ,0,3,,
6300005,HYDROMORPH 11MG/55ML PCA ,0,3,,
6300006,MMRV LIVE VACC 0.5ML SQ  ,0,3,,
6300007,DTAP IPV 0.5ML 4-6YR PDIM,0,3,,
6300008,HYDROMORPHONE 8MG TAB    ,0,3,,
6300009,NTG 25MG/250ML PB        ,0,3,,
6300010,STRIBILD TAB             ,0,3,,
6300012,KETAMINE 10MG/ML 2ML SYRN,0,3,,
6300017,IBUPROFEN 20MG/1ML PEDPO ,0,3,,
6300018,APREPITANT 80MG CAP      , 426.00 ,,,
6300020,FLU VACC 4VAL PF 6MO+ IM ,0,3,,
6300021,FLU VACC 4VAL PF 6-35MOS ,0,3,,
6300022,NACL 1.5% 500ML INJ      ,0,3,,
6300041,LIDOCAINE 2% 10ML PO VISC,0,3,,
6300042,C1 ESTERA(BERINERT)500UJG," 10,979.00 ",,,
6300043,GI COCKTAIL 200ML LIQ    ,0,3,,
6300100,ADMIN HEP B VACCINE      , 195.00 ,,,
6300101,ADMIN INFLUENZA VACCINE  , 195.00 ,,,
6300102,ADMIN OTHER IMMUN VAC ADD, 195.00 ,,,
6300103,ADMIN OTHER IMMUN VAC ONE, 195.00 ,,,
6300104,ADMIN PNEUMO VACCINE     , 195.00 ,,,
6300230,ACEBUTOLOL 200MG CAP     , 8.00 ,,,
6300255,ACETAMIN 325MG SUPP      , 2.00 ,,,
6300263,ACETAMIN 120MG SUPP      , 2.00 ,,,
6300271,ACETAMIN 650MG SUPP      , 2.00 ,,,
6300289,ACETAMINOPHEN 325MG TAB  , 2.00 ,,,
6300297,ACETAMINOPHEN 500MG TAB  , 2.00 ,,,
6300313,ACETAMINOPHEN 80MG CHEW  , 2.00 ,,,
6300339,ACETAZOLAMIDE 125MG TAB  ,0,3,, 
6300347,ACETAZOLAMIDE 250MG TAB  , 11.00 ,,,
6300354,ACETAZOLAMID ER 500MG CAP, 24.00 ,,,
6300362,ACYCLOVIR 200MG CAP      , 8.00 ,,,
6300370,ALGINIC AL/MG HYD TRISIL ,0,3,,
6300396,ALBUTEROL 2MG TAB        , 20.00 ,,,
6300404,ALBUTEROL 4MG TAB        ,0,3,,
6300412,ALLOPURINOL 100MG TAB    , 8.00 ,,,
6300420,ALLOPURINOL 300MG TAB    , 8.00 ,,,
6300446,AMANTADINE 100MG CAP     , 8.00 ,,,
6300453,AMILORIDE 5MG TAB        , 8.00 ,,,
6300461,AMILORIDE/HCTZ 5/50MG TAB,0,3,,
6300479,AMINOCAP ACID 500MG TAB  , 26.00 ,,,
6300511,AMIODARONE 200MG TAB     , 11.00 ,,,
6300529,AMITRIPTYLINE 100MG TAB  ,0,3,,
6300537,AMITRIPTYLINE 25MG TAB   , 8.00 ,,,
6300545,AMITRIPTYLINE 50MG TAB   , 8.00 ,,,
6300552,AMITRIPTYLINE 75MG TAB   ,0,3,,
6300560,AMITRIPTYLINE 10MG TAB   , 8.00 ,,,
6300578,AMITRIPTYLINE 150MG TAB  ,0,3,,
6300610,AMOXICILLIN 250MG CAP    , 8.00 ,,,
6300628,AMOXICILLIN 500MG CAP    , 8.00 ,,,
6300636,AMOXICILLIN 250MG CHW TAB,0,3,,
6300644,AMOX/CLAV 500/125MG TAB  , 8.00 ,,,
6300651,AMPICILLIN 250MG CAP     , 8.00 ,,,
6300669,AMPICILLIN 500MG CAP     , 8.00 ,,,
6300677,ATROP/HYO/PB/SCOP 16.2 TB, 8.00 ,,,
6300685,PHENYL 0.25%/SHK/COCA SUP,0,3,,
6300719,VIT C(ASCORB ACID) 500MG , 2.00 ,,,
6300743,ASPIRIN 125MG SUPP       ,0,3,,
6300750,ASPIRIN 300MG SUPP       , 3.00 ,,,
6300768,ASPIRIN 600MG SUPP       , 3.00 ,,,
6300776,ASA/CACARB/MG/ALOH 325MG ,0,3,,
6300792,ASA/NA BICAR/CIT AC 325MG,0,3,,
6300800,ASPIRIN BUFFERD 325MG TAB,0,3,,
6300818,ASPIRIN 81MG CHW TAB     , 2.00 ,,,
6300826,ASPIRIN EC 325MG TAB     , 2.00 ,,,
6300834,ATENOLOL 100MG TAB       ,0,3,,
6300842,ATENOLOL 50MG TAB        , 8.00 ,,,
6300875,BACLOFEN 10MG TAB        , 9.00 ,,,
6300891,BENZTROPINE 0.5MG TAB    , 8.00 ,,,
6300917,BENZTROPINE 2MG TAB      ,0,3,,
6300925,BETHANECHOL 10MG TAB     , 8.00 ,,,
6300933,BETHANECHOL 25MG TAB     , 9.00 ,,,
6300941,BETHANECHOL 5MG TAB      , 8.00 ,,,
6300966,BISACODYL 10MG SUPP      , 2.00 ,,,
6300974,BISACODYL EC 5MG TAB     , 2.00 ,,,
6300982,BROMOCRIPTINE 2.5MG TAB  , 21.00 ,,,
6300990,BUMETANIDE 1MG TAB       , 8.00 ,,,
6301006,BUMETANIDE 0.5MG TAB     , 8.00 ,,,
6301014,BUSPIRONE 5MG TAB        , 8.00 ,,,
6301022,BUSPIRONE 10MG TAB       , 8.00 ,,,
6301030,VIT D(CALCITRIOL) 0.25MCG, 8.00 ,,,
6301048,VIT D(CALCITRIOL) 0.5MCG ,0,3,,
6301055,CA CARB 1250MG TAB       ,0,3,,
6301089,CA GLUCONATE 500MG TAB   , 2.00 ,,,
6301097,CA GLUCONATE 650MG TAB   ,0,3,,
6301121,CALCIUM/MAG 500/250MG TAB,0,3,,
6301139,CAPTOPRIL 12.5MG TAB     , 8.00 ,,,
6301147,CAPTOPRIL 25MG TAB       , 8.00 ,,,
6301154,CAPTOPRIL 50MG TAB       ,0,3,,
6301162,CAPTOPRIL 100MG TAB      ,0,3,,
6301170,CARBAMAZEPINE 200MG TAB  , 8.00 ,,,
6301188,CARBAMAZEPINE 100MG CHW  , 8.00 ,,,
6301196,CARBIDOP/LEVOD 10/100 TAB, 8.00 ,,,
6301204,CARBIDOPA/LEVO ER 25/100 , 8.00 ,,,
6301212,CARBIDOPA/LEVODOP 25/250M, 8.00 ,,,
6301220,CARISOPRODOL 350MG TAB   , 9.00 ,,,
6301253,CEFACLOR 250MG CAP       , 11.00 ,,,
6301287,CEPHALEXIN 500MG CAP     , 8.00 ,,,
6301303,CHLOROQUINE PHOS 500MG   ,0,3,,
6301311,CHLOROTHIAZIDE 250MG TAB ,0,3,,
6301329,CHLOROTHIAZIDE 500MG TAB ,0,3,,
6301345,CHLORPHENIRAMINE 4MG TAB , 2.00 ,,,
6301352,CHLORPROMAZINE 25MG TAB  , 8.00 ,,,
6301360,CHLORPROMAZINE 50MG TAB  , 10.00 ,,,
6301378,CHLORPROMAZINE 100MG TAB ,0,3,,
6301386,CHLORPROMAZINE 200MG TAB ,0,3,,
6301394,CHLORPROMAZINE 10MG TAB  , 8.00 ,,,
6301402,CHLORPROPAMIDE 250MG TAB , 9.00 ,,,
6301410,CHLORTHALIDONE 25MG TAB  , 8.00 ,,,
6301436,CHOLINE/MAG SAL 750MG TB ,0,3,,
6301451,CHOLINE/MAG SAL 500MG TB , 161.00 ,,,
6301469,CIMETIDINE 400MG TAB     ,0,3,,
6301477,CIMETIDINE 300MG TAB     ,0,3,,
6301485,CIPROFLOXAC 500MG/5ML 100,0,3,,
6301501,CIPROFLOXACIN 500MG TAB  , 16.00 ,,,
6301519,CHLORDIAZ/CLIDINUM 5/2.5 , 8.00 ,,,
6301527,CLINDAMYCIN 150MG CAP    , 8.00 ,,,
6301535,CLOMIPHENE CIT 50MG TAB  ,0,3,,
6301543,CLONIDINE 0.1MG TAB      , 8.00 ,,,
6301550,CLONIDINE 0.2MG TAB      , 11.00 ,,,
6301568,CLONIDINE 0.3MG TAB      ,0,3,,
6301576,CLOTRIMAZOLE 10MG TROCHE , 8.00 ,,,
6301592,COLCHICINE 0.6MG TAB     , 19.00 ,,,
6301600,COLCHICINE 0.5MG TAB     , 8.00 ,,,
6301618,ESTROGENS CONJ 1.25MG TAB, 12.00 ,,,
6301626,ESTROGENS CONJ 0.9MG TAB ,0,3,,
6301642,ESTROGENS CONJ 0.3MG TAB , 11.00 ,,,
6301659,ESTROGENS CONJ 2.5MG TAB ,0,3,,
6301675,CORTISONE ACET 25MG TAB  , 11.00 ,,,
6301683,CORTISONE ACET 5MG TAB   ,0,3,,
6301685,NEO/POLY/HC SUSP 10ML OTI, 101.00 ,,,
6301709,CYCLOBENZAPRINE 10MG TAB , 8.00 ,,,
6301717,CYPROHEPTADINE 4MG TAB   , 8.00 ,,,
6301725,DANAZOL 200MG CAP        , 18.00 ,,,
6301741,DANAZOL 50MG CAP         ,0,3,,
6301758,DANTROLENE 50MG CAP      ,0,3,,
6301766,DANTROLENE 25MG CAP      , 8.00 ,,,
6301774,DEMECLOCYCLINE 300MG TAB ,0,3,,
6301782,DEMECLOCYCLINE 150MG TAB , 35.00 ,,,
6301790,DESIPRAMINE 10MG TAB     ,0,3,,
6301816,DESIPRAMINE 50MG TAB     ,0,3,,
6301824,DESIPRAMINE 150MG TAB    ,0,3,,
6301832,DESIPRAMINE 75MG TAB     ,0,3,,
6301840,DESIPRAMINE 100MG TAB    ,0,3,,
6301857,DEXAMETHASONE 2MG TAB    , 8.00 ,,,
6301873,DEXAMETHASONE 1.5MG TAB  ,0,3,,
6301881,DEXAMETHASONE 4MG TAB    , 8.00 ,,,
6301899,DICLOFENAC NA DR 50MG TAB, 8.00 ,,,
6301907,DICLOFENAC NA DR 25MG TAB, 8.00 ,,,
6301915,DICLOXACILLIN 250MG CAP  , 8.00 ,,,
6301923,DICLOXACILLIN 500MG CAP  ,0,3,,
6301931,DICYCLOMINE 10MG CAP     , 8.00 ,,,
6301949,DICYCLOMINE 20MG TAB     , 8.00 ,,,
6301972,DIFLUNISAL 500MG TAB     ,0,3,,
6301998,DIGOXIN 0.125MG TAB      , 8.00 ,,,
6302004,DIGOXIN 0.25MG TAB       , 8.00 ,,,
6302012,DIGOXIN 0.5MG TAB        ,0,3,,
6302020,DILTIAZEM 30MG TAB       , 8.00 ,,,
6302038,DILTIAZEM 60MG TAB       , 8.00 ,,,
6302046,DIMENHYDRINATE 50MG TAB  ,0,3,,
6302053,DIPHENHYDRAMINE 25MG CAP , 2.00 ,,,
6302061,DIPHENHYDRAMINE 50MG CAP , 8.00 ,,,
6302079,DIPYRIDAMOLE 25MG TAB    , 8.00 ,,,
6302087,DIPYRIDAMOLE 75MG TAB    , 8.00 ,,,
6302095,DIPYRIDAMOLE 50MG TAB    , 8.00 ,,,
6302103,DISOPYRAMIDE 100MG CAP   , 8.00 ,,,
6302111,DISOPYRAMIDE 150MG CAP   , 8.00 ,,,
6302129,DISOPYRAMIDE ER 100MG CAP, 9.00 ,,,
6302137,DISOPYRAMIDE ER 150MG CAP, 11.00 ,,,
6302145,DISULFIRAM 250MG TAB     , 14.00 ,,,
6302152,DIVALPROEX DR 250MG TAB  , 10.00 ,,,
6302178,DOCUSATE NA 100MG CAP    , 2.00 ,,,
6302186,DOCUSATE NA 250MG CAP    ,0,3,,
6302194,DOXEPIN 10MG CAP         , 8.00 ,,,
6302202,DOXEPIN 25MG CAP         , 8.00 ,,,
6302210,DOXEPIN 50MG CAP         , 8.00 ,,,
6302228,DOXEPIN 150MG CAP        ,0,3,,
6302236,DOXEPIN 100MG CAP        ,0,3,,
6302244,DOXEPIN 75MG CAP         ,0,3,,
6302251,DOXYCYCLINE 100MG CAP    , 11.00 ,,,
6302269,DOXYCYCLINE 100MG TAB    ,0,3,,
6302277,DOXYCYCLINE 50MG CAP     ,0,3,,
6302285,ENALAPRIL 5MG TAB        , 8.00 ,,,
6302293,ENALAPRIL 10MG TAB       , 8.00 ,,,
6302301,ENALAPRIL 20MG TAB       ,0,3,,
6302319,VIT D(ERGOCALC) 50KIU CAP, 8.00 ,,,
6302327,ERGOLOID MESYL 1MG TAB   ,0,3,,
6302335,ERGOTAMINE/CAFF 1/100MG  , 8.00 ,,,
6302376,ERYTHROMYC STEAR 250MG TB, 17.00 ,,,
6302392,ERYTHRO BASE DR 333MG TAB,0,3,,
6302418,ESTROPIPATE 0.75MG TAB   ,0,3,,
6302426,ESTROPIPATE 1.5MG TAB    ,0,3,,
6302434,ETHACRYNIC ACID 25MG TAB , 13.00 ,,,
6302442,ETHAMBUTOL 100MG TAB     , 8.00 ,,,
6302459,ETHAMBUTOL 400MG TAB     , 8.00 ,,,
6302475,ETHOSUXIMIDE 250MG CAP   , 8.00 ,,,
6302483,ETIDRONATE DISOD 200MG   , 15.00 ,,,
6302509,FAMOTIDINE 20MG TAB      , 8.00 ,,,
6302517,FAMOTIDINE 40MG TAB      ,0,3,,
6302525,FE FUM/DOC NA 150/100MGCP,0,3,,
6302558,FERROUS GLUC 300MG TAB   ,0,3,,
6302574,FERROUS SULF 300MG TAB   ,0,3,,
6302590,FLAVOXATE 100MG TAB      ,0,3,,
6302608,FLECAINIDE 100MG TAB     , 9.00 ,,,
6302616,FLUCYTOSINE 500MG CAP    , 492.00 ,,,
6302624,FLUDROCORTISONE 0.1MG TAB, 8.00 ,,,
6302657,FLUPHENAZINE 10MG TAB    ,0,3,,
6302665,FLUPHENAZINE 5MG TAB     , 8.00 ,,,
6302673,FLUPHENAZINE 2.5MG TAB   , 8.00 ,,,
6302681,FLUPHENAZINE 1MG TAB     , 8.00 ,,,
6302699,FOLIC ACID 1MG TAB       , 8.00 ,,,
6302707,FUROSEMIDE 20MG TAB      , 8.00 ,,,
6302715,FUROSEMIDE 40MG TAB      , 8.00 ,,,
6302723,FUROSEMIDE 80MG TAB      , 8.00 ,,,
6302731,GLIPIZIDE ER 5MG TAB     ,0,3,,
6302749,GLIPIZIDE 10MG TAB       , 8.00 ,,,
6302764,GLYBURIDE 5MG TAB        ,0,3,,
6302772,GLYBURIDE 2.5MG TAB      ,0,3,,
6302780,GLYCERIN ADULT SUPP      , 2.00 ,,,
6302798,GLYCERIN PED SUPP        , 8.00 ,,,
6302806,GLYCOPYRROLATE 1MG TAB   , 24.00 ,,,
6302848,HALOPERIDOL 0.5MG TAB    , 8.00 ,,,
6302855,HALOPERIDOL 10MG TAB     ,0,3,,
6302863,HALOPERIDOL 1MG TAB      , 8.00 ,,,
6302871,HALOPERIDOL 2MG TAB      , 8.00 ,,,
6302889,HALOPERIDOL 5MG TAB      , 8.00 ,,,
6302897,HYDROCORT 25MG SUPP      , 8.00 ,,,
6302905,TRIAMTERENE/HCTZ 37.5/25M, 8.00 ,,,
6302913,TRIAMTERENE/HCTZ 75/50MG , 8.00 ,,,
6302921,HYDRALAZINE 100MG TAB    ,0,3,,
6302939,HYDRALAZINE 25MG TAB     , 8.00 ,,,
6302954,HYDRALAZINE 10MG TAB     , 8.00 ,,,
6302962,HCTZ 25MG TAB            , 8.00 ,,,
6302996,HYDROCORT 5MG TAB        , 8.00 ,,,
6303002,HYDROCORT 10MG TAB       , 8.00 ,,,
6303010,HYDROXYCHLOROQUINE 200MG , 8.00 ,,,
6303028,HYDROXYUREA 500MG CAP    , 10.00 ,,,
6303036,HYDROXYZINE 10MG TAB     , 8.00 ,,,
6303044,HYDROXYZINE PAM 25MG CAP ,0,3,,
6303051,HYDROXYZINE PAM 100MG CAP,0,3,,
6303069,HYDROXYZINE PAM 50MG CAP ,0,3,,
6303077,HYOSCYAMINE SR 0.375MG   ,0,3,,
6303085,HYOSCYAMINE 0.125MG TAB  , 8.00 ,,,
6303093,IBUPROFEN 800MG TAB      , 8.00 ,,,
6303101,IBUPROFEN 300MG TAB      ,0,3,,
6303119,IBUPROFEN 600MG TAB      , 8.00 ,,,
6303127,IBUPROFEN 400MG TAB      , 8.00 ,,,
6303135,IBUPROFEN 200MG TAB      , 2.00 ,,,
6303143,IMIPRAMINE 10MG TAB      , 8.00 ,,,
6303150,IMIPRAMINE 25MG TAB      , 8.00 ,,,
6303168,IMIPRAMINE 50MG TAB      ,0,3,,
6303176,INDAPAMIDE 2.5MG TAB     ,0,3,,
6303184,INDOMETHACIN 50MG SUPP   , 55.00 ,,,
6303192,INDOMETHACIN 25MG CAP    , 8.00 ,,,
6303200,INDOMETHACIN 50MG CAP    ,0,3,,
6303218,INDOMETHACIN ER 75MG CAP , 10.00 ,,,
6303242,ISONIAZID 300MG TAB      , 8.00 ,,,
6303259,ISONIAZID 100MG TAB      , 8.00 ,,,
6303267,ISOSORBIDE DIN 5MG TAB   , 8.00 ,,,
6303275,ISOSORBIDE DIN 20MG TAB  , 8.00 ,,,
6303283,ISOSORBIDE DIN 10MG TAB  , 8.00 ,,,
6303291,ISOSORBIDE DIN ER 40MGTAB, 8.00 ,,,
6303309,KETOCONAZOLE 200MG TAB   , 11.00 ,,,
6303317,KETOPROFEN 75MG CAP      ,0,3,,
6303325,LABETALOL 300MG TAB      ,0,3,,
6303333,LABETALOL 200MG TAB      , 8.00 ,,,
6303341,LABETALOL 100MG TAB      , 8.00 ,,,
6303358,LACTOBACILLUS LACT GRAN  ,0,3,,
6303374,LEVOTHYROXINE 0.025MG TAB, 8.00 ,,,
6303382,LEVOTHYROXINE 0.05MG TAB , 8.00 ,,,
6303390,LEVOTHYROXINE 0.1MG TAB  , 8.00 ,,,
6303408,LEVOTHYROXINE 0.15MG TAB , 8.00 ,,,
6303416,LEVOTHYROXINE 0.175MG TAB,0,3,,
6303424,LEVOTHYROXINE 0.2MG TAB  ,0,3,,
6303432,LEVOTHYROXINE 0.3MG TAB  ,0,3,,
6303440,LEVOTHYROXINE 0.125MG TAB, 8.00 ,,,
6303457,LEVOTHYROXINE 0.075MG TAB, 8.00 ,,,
6303481,LISINOPRIL 5MG TAB       , 8.00 ,,,
6303507,LISINOPRIL 20MG TAB      , 8.00 ,,,
6303515,LITHIUM 300MG CAP        , 8.00 ,,,
6303523,LOPERAMIDE 2MG CAP       , 8.00 ,,,
6303531,LOVASTATIN 20MG TAB      ,0,3,,
6303556,LOXAPINE 25MG CAP        , 8.00 ,,,
6303606,MAG CHLOR 64MG EC TAB    , 2.00 ,,,
6303614,MAGNESIUM GLUC 500MG TAB ,0,3,,
6303648,MEBENDAZOLE 100MG CHW TAB,0,3,,
6303663,MECLIZINE 12.5MG TAB     , 8.00 ,,,
6303671,MECLIZINE 25MG TAB       , 2.00 ,,,
6303697,MEDROXYPROGEST 10MG TAB  , 8.00 ,,,
6303705,MEDROXYPROGEST 2.5MG TAB , 8.00 ,,,
6303747,METAPROTERENOL 10MG TAB  , 8.00 ,,,
6303754,METHEN/BLUE/HYO/PHOS CAP ,0,3,,
6303762,METHAZOLAMIDE 50MG TAB   , 25.00 ,,,
6303770,METHENAMINE HIPP 1GM TAB ,0,3,,
6303788,METHENAMINE MAND 1GM TAB ,0,3,,
6303796,METHENAMINE 500MG TAB    ,0,3,,
6303804,METHIMAZOLE 10MG TAB     ,0,3,,
6303812,METHIMAZOLE 5MG TAB      , 8.00 ,,,
6303820,METHOCARBAMOL 500MG TAB  , 8.00 ,,,
6303838,METHOCARBAMOL 750MG TAB  , 8.00 ,,,
6303839,METHOCARBAMOL 375MG TAB  ,0,3,,
6303846,METHYLDOPA 250MG TAB     , 8.00 ,,,
6303853,METHYLDOPA 500MG TAB     ,0,3,,
6303879,METHYLERGONOVINE 0.2MG   , 91.00 ,,,
6303887,METHYLPRED 16MG TAB      ,0,3,,
6303895,METHYLPRED 2MG TAB       ,0,3,,
6303903,METOCLOPRAMIDE 10MG TAB  , 8.00 ,,,
6303911,METOLAZONE 0.5MG TAB     , 8.00 ,,,
6303929,METOLAZONE 2.5MG TAB     , 8.00 ,,,
6303937,METOLAZONE 10MG TAB      ,0,3,,
6303952,METOPROLOL 100MG TAB     ,0,3,,
