Description,Unit Charge,,,,,,,,
PLATE 1/3TUB COLR SS 4H 49MM, $548.78 ,,,,,,,,
PLATE 1/3TUB COLR SS 5H 61MM, $593.99 ,,,,,,,,
PLATE 1/3TUB COLR SS 6H 73MM, $612.79 ,,,,,,,,
PLATE 1/3TUB COLR SS 7H 85MM, $612.79 ,,,,,,,,
PLATE 1/3TUB COLR SS 8H 97MM, $368.64 ,,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 3 HL," $2,775.98 ",,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 4 HL," $1,985.16 ",,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 5 HL," $1,985.16 ",,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 6 HL," $1,985.16 ",,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 7 HL," $1,985.16 ",,,,,,,,
PLATE 1/4 TUB VLP 2.7MM 8 HL," $1,985.16 ",,,,,,,,
PLATE 10 H TUBULAR," $1,365.08 ",,,,,,,,
PLATE 10 HOLE 4.5MMX167MM," $1,478.59 ",,,,,,,,
PLATE 10 HOLE BROAD 4.5MM," $1,713.05 ",,,,,,,,
PLATE 10 HOLE ORBITAL," $1,014.71 ",,,,,,,,
PLATE 10 HOLE SMALL 3.5MM," $1,317.44 ",,,,,,,,
PLATE 10HL LT PROX 3.5MM," $7,196.50 ",,,,,,,,
PLATE 10HOLE MD DIST TIB VEPTR," $6,343.19 ",,,,,,,,
PLATE 10MM," $2,229.04 ",,,,,,,,
PLATE 10X16MM," $1,319.16 ",,,,,,,,
PLATE 12 HOLE," $1,088.38 ",,,,,,,,
PLATE 12 HOLE BROAD 4.5MM," $1,789.94 ",,,,,,,,
PLATE 12 HOLE ORBITAL, $964.50 ,,,,,,,,
PLATE 12 HOLE STRAIGHT," $1,350.24 ",,,,,,,,
PLATE 120DEG BLADE 10X50MM," $12,097.43 ",,,,,,,,
PLATE 12MM," $1,955.28 ",,,,,,,,
PLATE 12MM 8," $1,414.78 ",,,,,,,,
PLATE 130 BLADE 4HL 90MM," $2,449.36 ",,,,,,,,
PLATE 130 DEG BLADE INFT 25MM," $5,101.11 ",,,,,,,,
PLATE 130 DEG BLADE INFT 30MM," $5,101.11 ",,,,,,,,
PLATE 130 DEG BLADE INFT 35MM," $5,101.11 ",,,,,,,,
PLATE 130DEG 50MM BLD 60MM SH," $1,405.98 ",,,,,,,,
PLATE 130DEG 70MM BLD 104MM SH," $1,456.78 ",,,,,,,,
PLATE 130DEG ANG 6H S 50X104MM," $2,771.73 ",,,,,,,,
PLATE 14 HOLE BROAD 4.5MM," $1,778.98 ",,,,,,,,
PLATE 14HL RPS 66MM," $6,476.43 ",,,,,,,,
PLATE 155 MM LACTOSORB," $1,631.24 ",,,,,,,,
PLATE 155MM ALLOWS 50MM LEN," $2,057.17 ",,,,,,,,
PLATE 15HOLE LEFT ANTERIOLATE," $6,810.36 ",,,,,,,,
PLATE 16 HOLE MINE, $994.15 ,,,,,,,,
PLATE 16 HOLE STRAIGHT," $1,767.50 ",,,,,,,,
PLATE 16 HOLE STRAIGHT TI," $1,006.64 ",,,,,,,,
PLATE 165MM ALLOWS 60MM LEN," $2,057.17 ",,,,,,,,
PLATE 16HL LP STR CP TI," $1,134.56 ",,,,,,,,
PLATE 16HL R/CONTOUR FEMUR," $6,893.99 ",,,,,,,,
PLATE 16-HOLE," $1,798.24 ",,,,,,,,
PLATE 16-HOLE RT FEMUR," $5,388.88 ",,,,,,,,
PLATE 16-HOLE STR," $1,324.14 ",,,,,,,,
PLATE 16MM 8," $1,290.71 ",,,,,,,,
PLATE 17 HOLE RECON," $1,288.75 ",,,,,,,,
PLATE 179MM ALLOWS 50MM LEN," $2,103.41 ",,,,,,,,
PLATE 17-HOLE," $1,240.49 ",,,,,,,,
PLATE 189MM ALLOWS 60MM LEN," $2,103.41 ",,,,,,,,
PLATE 199MM ALLOWS 70MM LEN," $2,284.79 ",,,,,,,,
PLATE 1LVL ATLANTIS 23MM," $5,169.79 ",,,,,,,,
PLATE 2 HOLE, $363.33 ,,,,,,,,
PLATE 2 HOLE NARROW 4.5MM, $875.15 ,,,,,,,,
PLATE 2 HOLE STRAIGHT, $912.87 ,,,,,,,,
PLATE 2 SLOT 120 DEG PED," $4,630.99 ",,,,,,,,
PLATE 2 T 11 HOLE LG 10X18MM," $1,278.99 ",,,,,,,,
PLATE 2 T 6 HOLE SM 6X7MM," $1,081.85 ",,,,,,,,
PLATE 2 T 7 HOLE MED 10X10MM," $1,168.75 ",,,,,,,,
PLATE 2 T 8 HOLE 25MM," $1,142.34 ",,,,,,,,
PLATE 2.0 7HL SHAFT SS 54MM," $3,859.66 ",,,,,,,,
PLATE 2.0 ADAPTION 12HL 81MM," $2,343.12 ",,,,,,,,
PLATE 2.0 LCP 10HL SS 73MM," $1,621.45 ",,,,,,,,
PLATE 2.0 LCP 4HL SS 31MM," $1,621.45 ",,,,,,,,
PLATE 2.0 LCP 7HL SS 52MM," $1,621.45 ",,,,,,,,
PLATE 2.0 LCP 8HL SS 59MM," $1,621.45 ",,,,,,,,
PLATE 2.0 LOCKING ADAPTION," $2,997.59 ",,,,,,,,
PLATE 2.0MM TI BROAD 6H," $2,021.18 ",,,,,,,,
PLATE 2.0MM TI BROAD 8H," $2,103.02 ",,,,,,,,
PLATE 2.0MM TI CURV BROAD 4H," $2,103.02 ",,,,,,,,
PLATE 2.0MM TI CURV BROAD 6H," $2,201.79 ",,,,,,,,
PLATE 2.0MM TI CURV NARROW 4H," $1,823.64 ",,,,,,,,
PLATE 2.0MM TI CURV NARROW 6H," $1,922.41 ",,,,,,,,
PLATE 2.0MM TI DCP 4H 449.034," $1,724.87 ",,,,,,,,
PLATE 2.0MM TI DCP 5H 449.035," $1,823.64 ",,,,,,,,
PLATE 2.0MM TI DCP 6H 449.036," $1,922.41 ",,,,,,,,
PLATE 2.0MM TI DCP 7H 449.037," $2,021.18 ",,,,,,,,
PLATE 2.0MM TI DCP 8H 449.038," $2,103.02 ",,,,,,,,
PLATE 2.0MM TI LG LOC3X3H ANG," $3,844.19 ",,,,,,,,
PLATE 2.0MM TI LG LOC4X4H ANG," $4,106.41 ",,,,,,,,
PLATE 2.0MM TI LG LOCK 3X3H," $2,955.26 ",,,,,,,,
PLATE 2.0MM TI LOCK BROAD 4H," $2,165.10 ",,,,,,,,
PLATE 2.0MM TI MINI NARROW 4H," $1,815.17 ",,,,,,,,
PLATE 2.0MM TI MINI NARROW 6H," $1,925.23 ",,,,,,,,
PLATE 2.0MM TI NARROW 6H," $1,724.87 ",,,,,,,,
PLATE 2.0MM TI NARROW 8H," $1,823.64 ",,,,,,,,
PLATE 2.0MM TI NARROWMALL 6H," $1,925.23 ",,,,,,,,
PLATE 2.0MMTILOCBROADCVD4H," $2,382.39 ",,,,,,,,
PLATE 2.4 7HL SHAFT SS 59MM," $3,083.08 ",,,,,,,,
PLATE 2.4 ADAPTION 12HL 88MM," $2,518.95 ",,,,,,,,
PLATE 2.4 DIST 7/4HL LT 68MM," $4,741.98 ",,,,,,,,
PLATE 2.4 LCP 10HL SS 84MM," $2,247.87 ",,,,,,,,
PLATE 2.4 LCP 4HL SS 36MM," $2,247.87 ",,,,,,,,
PLATE 2.4 LCP 5HL SS 44MM," $2,247.87 ",,,,,,,,
PLATE 2.4 LCP 7HL SS 60MM," $2,247.87 ",,,,,,,,
PLATE 2.4X12MM STR.," $2,075.66 ",,,,,,,,
PLATE 2.7 CLAW II 2HL 20MM," $6,783.03 ",,,,,,,,
PLATE 2.7 DCP 10HL SS 84MM," $1,603.12 ",,,,,,,,
PLATE 2.7 LCP 10HL SS 94MM," $2,339.43 ",,,,,,,,
PLATE 2.7 LCP 4HL SS 40MM," $2,241.46 ",,,,,,,,
PLATE 2.7 LCP 5HL SS 49MM," $2,339.43 ",,,,,,,,
PLATE 20 HOLE ADAPTION," $2,625.09 ",,,,,,,,
PLATE 209MM ALLOWS 80MM LEN," $2,284.79 ",,,,,,,,
PLATE 219MM ALLOWS 90MM LEN," $2,284.79 ",,,,,,,,
PLATE 220 HOLE ADAPTION RESORB," $1,696.65 ",,,,,,,,
PLATE 229MM ALLOWS 100MM LEN," $2,284.79 ",,,,,,,,
PLATE 235 MM," $1,594.56 ",,,,,,,,
PLATE 239MM ALLOWS 110MM LEN," $2,284.79 ",,,,,,,,
PLATE 24 HOLE STRAIGHT," $1,303.36 ",,,,,,,,
PLATE 24 HOLE STRAIGHT W/O BAR," $2,479.17 ",,,,,,,,
PLATE 26 HOLE RIGHT ANG," $3,821.78 ",,,,,,,,
PLATE 28-HOLE LADDER," $1,332.74 ",,,,,,,,
PLATE 2HL VA LCK STR 2.4-2.7MM," $3,698.48 ",,,,,,,,
PLATE 2-HOLE LOW PROFILE 11MM, $446.54 ,,,,,,,,
PLATE 2-HOLE SMALL, $350.21 ,,,,,,,,
PLATE 2X10 STAT 2.0," $2,489.63 ",,,,,,,,
PLATE 2X18 START RESORB," $1,962.58 ",,,,,,,,
PLATE 3 D RECT SEG 3X2 HOLE," $1,799.14 ",,,,,,,,
PLATE 3 D RECT SEG 4X4 HOLE, $236.63 ,,,,,,,,
PLATE 3 HOLE ROD," $6,574.48 ",,,,,,,,
PLATE 3.5 ANG 10HL 90DEG 30MM," $4,720.60 ",,,,,,,,
PLATE 3.5 ANG 10HL 90DEG 35MM," $4,720.60 ",,,,,,,,
PLATE 3.5 ANG 10HL 90DEG 40MM," $4,720.60 ",,,,,,,,
PLATE 3.5 ANG 10HL 90DEG 45MM," $4,720.60 ",,,,,,,,
PLATE 3.5 ANG 4HL 90DEG 30MM," $3,966.75 ",,,,,,,,
PLATE 3.5 ANG 4HL 90DEG 35MM," $3,966.75 ",,,,,,,,
PLATE 3.5 ANG 4HL 90DEG 40MM," $3,966.75 ",,,,,,,,
PLATE 3.5 ANG 4HL 90DEG 45MM," $3,966.75 ",,,,,,,,
PLATE 3.5 ANG 5HL 90DEG 30MM," $4,132.55 ",,,,,,,,
PLATE 3.5 ANG 5HL 90DEG 35MM," $4,132.55 ",,,,,,,,
PLATE 3.5 ANG 5HL 90DEG 40MM," $4,132.55 ",,,,,,,,
PLATE 3.5 ANG 5HL 90DEG 45MM," $4,132.55 ",,,,,,,,
PLATE 3.5 ANG 6HL 90DEG 30MM," $4,270.19 ",,,,,,,,
PLATE 3.5 ANG 6HL 90DEG 35MM," $4,270.19 ",,,,,,,,
PLATE 3.5 ANG 6HL 90DEG 40MM," $4,270.19 ",,,,,,,,
PLATE 3.5 ANG 6HL 90DEG 45MM," $4,270.19 ",,,,,,,,
PLATE 3.5 ANG 8HL 90DEG 30MM," $4,507.91 ",,,,,,,,
PLATE 3.5 ANG 8HL 90DEG 40MM," $4,507.91 ",,,,,,,,
PLATE 3.5 ANG 8HL 90DEG 45MM," $4,507.91 ",,,,,,,,
PLATE 3.5 BOWED LOCK 12 HOLE," $5,298.50 ",,,,,,,,
PLATE 3.5 CLAVICLE 6HL LT 85MM," $4,282.69 ",,,,,,,,
PLATE 3.5 CLAVICLE 6HL LT 94MM," $4,347.75 ",,,,,,,,
PLATE 3.5 CLAVICLE 7H LT 18/86," $4,178.16 ",,,,,,,,
PLATE 3.5 CLAW II 4HL 20MM," $9,311.75 ",,,,,,,,
PLATE 3.5 LCP 6 HOLE," $1,932.83 ",,,,,,,,
PLATE 3.5 LCP LAT CLAV 5H/94," $4,342.49 ",,,,,,,,
PLATE 3.5 LCP PROX 10HL LT 154," $6,481.74 ",,,,,,,,
PLATE 3.5 LCP PROX 10HL RT 154," $6,481.74 ",,,,,,,,
PLATE 3.5 LCP PROX 12HL LT 180," $6,552.64 ",,,,,,,,
PLATE 3.5 LCP PROX 12HL RT 180," $6,552.64 ",,,,,,,,
PLATE 3.5 LCP PROX 14HL LT 206," $6,613.82 ",,,,,,,,
PLATE 3.5 LCP PROX 14HL RT 206," $6,613.82 ",,,,,,,,
PLATE 3.5 LCP PROX 16HL LT 232," $6,813.57 ",,,,,,,,
PLATE 3.5 LCP PROX 16HL RT 232," $6,813.57 ",,,,,,,,
PLATE 3.5 LCP PROX 4HL LT 76MM," $6,298.08 ",,,,,,,,
PLATE 3.5 LCP PROX 4HL RT 76MM," $6,298.08 ",,,,,,,,
PLATE 3.5 LCP PROX 6HL RT 102M," $6,362.55 ",,,,,,,,
PLATE 3.5 LCP PROX 8HL LT 128M," $6,423.78 ",,,,,,,,
PLATE 3.5 LCP PROX 8HL RT 128M," $6,423.78 ",,,,,,,,
PLATE 3.5 LOCKING UPS 12MM," $4,963.87 ",,,,,,,,
PLATE 3.5 LOCKING UPS 16MM," $4,963.87 ",,,,,,,,
PLATE 3.5 LOCKING UPS 20MM," $4,963.87 ",,,,,,,,
PLATE 3.5 LOCKING UPS 24MM," $4,963.87 ",,,,,,,,
PLATE 3.5 LOCKING UPS 30MM," $4,963.87 ",,,,,,,,
PLATE 3.5 MEDIAL 10HL LT 196MM," $4,939.49 ",,,,,,,,
PLATE 3.5 MEDIAL 10HL RT 196MM," $4,939.49 ",,,,,,,,
PLATE 3.5 MEDIAL 6HL LT 146MM," $4,856.71 ",,,,,,,,
PLATE 3.5 MEDIAL 8HL LT 171MM," $5,670.51 ",,,,,,,,
PLATE 3.5 MEDIAL 8HL RT 171MM," $4,892.18 ",,,,,,,,
PLATE 3.5 PROX 3HL 100DEG 12MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 100DEG 6MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 110DEG 12MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 110DEG 6MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 120DEG 12MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 120DEG 6MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 130DEG," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 150DEG," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 90DEG 12MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 3HL 90DEG 6MM," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 4HL 130DEG," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 5HL 150DEG," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 6HL 130DEG," $6,771.35 ",,,,,,,,
PLATE 3.5 PROX 6HL LT 102MM," $6,206.39 ",,,,,,,,
PLATE 3.5 PROX FEM LCK," $3,959.27 ",,,,,,,,
PLATE 3.5 PROX FEM LCK BASE," $3,959.27 ",,,,,,,,
PLATE 3.5 PROX FEM LCK OFFSET," $3,959.27 ",,,,,,,,
PLATE 3.5 TIB LCP 4HL RT 109MM," $6,213.63 ",,,,,,,,
PLATE 3.5 TIBIA 3H/64MM," $3,610.53 ",,,,,,,,
PLATE 3.5 TIBIA 5H/90MM," $3,731.48 ",,,,,,,,
PLATE 3.5 TIBIA LCK 6HL NAR LT," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 6HL NAR RT," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 6HL WIDE L," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 6HL WIDE R," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 8HL NAR RT," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 8HL WIDE L," $9,443.73 ",,,,,,,,
PLATE 3.5 TIBIA LCK 8HL WIDE R," $9,443.73 ",,,,,,,,
PLATE 3.5MM LCP 11HOLESX150MM," $2,233.19 ",,,,,,,,
PLATE 3.5MM LCP 2 H," $1,683.73 ",,,,,,,,
PLATE 3.5MM LCP 4 H," $1,775.30 ",,,,,,,,
PLATE 3.5MM RECONST 4 H," $2,438.34 ",,,,,,,,
PLATE 3.5PR0X TIB 10H/LT 171MM," $6,478.50 ",,,,,,,,
PLATE 3.5PR0X TIB 10H/RT171MM," $6,478.50 ",,,,,,,,
PLATE 3.5PR0X TIB 12H/LT 197MM," $6,539.74 ",,,,,,,,
PLATE 3.5PR0X TIB 12H/RT 197MM," $6,539.74 ",,,,,,,,
PLATE 3.5PR0X TIB 14H/LT 223MM," $6,604.21 ",,,,,,,,
PLATE 3.5PR0X TIB 14H/RT 223MM," $6,604.21 ",,,,,,,,
PLATE 3.5PR0X TIB 16H/LT 249MM," $6,800.73 ",,,,,,,,
PLATE 3.5PR0X TIB 16H/RT 249MM," $6,800.73 ",,,,,,,,
PLATE 3.5PR0X TIB 18H/LT 275MM," $7,006.88 ",,,,,,,,
PLATE 3.5PR0X TIB 18H/RT 275MM," $7,006.88 ",,,,,,,,
PLATE 3.5PR0X TIBIA 4H/LT 93MM," $6,285.20 ",,,,,,,,
PLATE 3.5PR0X TIBIA 6H/LT119MM," $6,356.10 ",,,,,,,,
PLATE 3.5PR0X TIBIA 6H/RT119MM," $6,356.10 ",,,,,,,,
PLATE 3.5PR0X TIBIA 8H/LT145MM," $6,417.30 ",,,,,,,,
PLATE 3.5PR0X TIBIA 8H/RT145MM," $6,417.30 ",,,,,,,,
PLATE 3.5PROX TIBIA 4H/RT 93MM," $6,285.20 ",,,,,,,,
PLATE 335 MM," $1,812.25 ",,,,,,,,
PLATE 35MM  4HOLES ED," $1,180.28 ",,,,,,,,
PLATE 35MM 4 HOLES," $1,049.81 ",,,,,,,,
PLATE 3D SQUARE SEGMENT4X2HOLE," $1,994.19 ",,,,,,,,
PLATE 3H BLADE 25X10MM," $4,159.70 ",,,,,,,,
PLATE 3X3," $3,844.19 ",,,,,,,,
PLATE 4 HOLE 135 DEG DHS," $2,731.39 ",,,,,,,,
PLATE 4 HOLE 2.0 STR BROAD," $1,922.41 ",,,,,,,,
PLATE 4 HOLE 31MM, $452.22 ,,,,,,,,
PLATE 4 HOLE CURVED 21MM," $1,014.26 ",,,,,,,,
PLATE 4 HOLE LC DCP," $1,826.59 ",,,,,,,,
PLATE 4 HOLE LT 110DEG 17.5MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE LT 110DEG 22MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE LT 90DEG 17.5MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE LT 90DEG 22MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE NARROW," $1,637.39 ",,,,,,,,
PLATE 4 HOLE RESORB STR., $893.56 ,,,,,,,,
PLATE 4 HOLE RT 110DEG 17.5MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE RT 110DEG 22MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE RT 90DEG 17.5MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE RT 90DEG 22MM," $1,168.75 ",,,,,,,,
PLATE 4 HOLE STRAIGHT, $653.41 ,,,,,,,,
PLATE 4 HOLE STRAIGHT 21MM," $1,014.26 ",,,,,,,,
PLATE 4 HOLE STRAIGHT 29MM, $908.04 ,,,,,,,,
PLATE 4 HOLE STRAIGHT 37MM," $1,057.71 ",,,,,,,,
PLATE 4 HOLES, $487.78 ,,,,,,,,
PLATE 4.0 COMPRESS 6HL 84MM," $1,331.78 ",,,,,,,,
PLATE 4.0 COMPRESS 8HL L110MM," $1,331.78 ",,,,,,,,
PLATE 4.0 RECON 4HL 48MM," $2,576.78 ",,,,,,,,
PLATE 4.5 CROSSLINK 34MMX10," $4,829.49 ",,,,,,,,
PLATE 4.5 PROX 3HL 130DEG," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 3HL 150DEG," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 3HL 90DEG 14MM," $5,323.03 ",,,,,,,,
PLATE 4.5 PROX 3HL 90DEG 6MM," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 4HL 130DEG," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 4HL 90DEG 14MM," $5,323.03 ",,,,,,,,
PLATE 4.5 PROX 4HL 90DEG 6MM," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 5HL 150DEG," $7,196.50 ",,,,,,,,
PLATE 4.5 PROX 6HL 130DEG," $7,196.50 ",,,,,,,,
PLATE 4.5/5 TIB 12HL LT 226MM," $6,601.99 ",,,,,,,,
PLATE 4.5MM BROAD LCP 7 HOLE," $2,464.00 ",,,,,,,,
PLATE 4.5MM LCP T," $3,152.67 ",,,,,,,,
PLATE 4.5MM NARROW 5HL 106MM, $796.94 ,,,,,,,,
PLATE 4.5MM NARROW 6 HL 124MM, $888.96 ,,,,,,,,
PLATE 4.5MM NARROW LCP 4 HOLE," $2,050.03 ",,,,,,,,
PLATE 4.5MM NARROW LCP 5 HOLE," $2,148.96 ",,,,,,,,
PLATE 4.5MM NARROW LCP 6 HOLE," $2,244.22 ",,,,,,,,
PLATE 4.5MMBROADLCD12HOLE224MM," $3,443.30 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 16MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 19MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 22MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 25MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 30-32," $5,339.53 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 31MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 32-37," $5,339.91 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 34MM," $4,742.74 ",,,,,,,,
PLATE 4.75 CROSSLINK TI 37MM," $4,742.74 ",,,,,,,,
PLATE 40MM 4HOLES," $1,104.97 ",,,,,,,,
PLATE 40MM 4HOLES ED," $1,256.45 ",,,,,,,,
PLATE 45MM 6 HOLES," $1,318.07 ",,,,,,,,
PLATE 4H STRAIGHT TI LP NEURO, $441.43 ,,,,,,,,
PLATE 4HL FEM PROX LT 4.5MM," $4,549.23 ",,,,,,,,
PLATE 4HL FEM PROX RT 4.5MM," $4,549.23 ",,,,,,,,
PLATE 4HL VA LCK STR 2.4-2.7MM," $3,881.61 ",,,,,,,,
PLATE 4-HOLE 130DEGREE," $2,041.66 ",,,,,,,,
PLATE 4-HOLE LT .5MM EXTREME," $1,594.26 ",,,,,,,,
PLATE 4-HOLE MED STR BLUE, $526.91 ,,,,,,,,
PLATE 4-HOLE RT .5MM EXTREME," $1,594.26 ",,,,,,,,
PLATE 4-HOLE RT 9MM EXTREME," $1,594.26 ",,,,,,,,
PLATE 4-SLOT 100MM 135DEGREE," $2,041.66 ",,,,,,,,
PLATE 4SLOT 140DEGREE PED," $3,710.43 ",,,,,,,,
PLATE 5 HOLE 140DEG," $2,731.39 ",,,,,,,,
PLATE 5 HOLE 145DEG," $2,731.39 ",,,,,,,,
PLATE 5 HOLE 150DEG," $2,731.39 ",,,,,,,,
PLATE 5 HOLE 95DEG 50MMX92MM," $2,731.39 ",,,,,,,,
PLATE 5 HOLE ADAPTION," $1,286.63 ",,,,,,,,
PLATE 5 HOLE CURVED 27MM, $970.80 ,,,,,,,,
PLATE 5 HOLE INLIN RT," $1,230.83 ",,,,,,,,
PLATE 5 HOLE ROUND," $1,381.91 ",,,,,,,,
PLATE 5 HOLE Y," $1,349.38 ",,,,,,,,
PLATE 5.5 SS CROSSLINK .375," $3,838.58 ",,,,,,,,
PLATE 5.5 SS CROSSLINK .625," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK .750," $3,838.58 ",,,,,,,,
PLATE 5.5 SS CROSSLINK .875," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.00," $3,838.58 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.125," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.25," $3,838.58 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.375," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.50," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.55," $3,805.18 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 1.75," $9,595.05 ",,,,,,,,
PLATE 5.5 SS CROSSLINK 2.15," $9,595.05 ",,,,,,,,
PLATE 5.5 TI CROSSLINK .375IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK .625IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK .750IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK .875IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.0IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.125IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.25IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.375IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.5IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 1.75IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 2.15IN," $3,805.18 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 2.95IN," $3,293.90 ",,,,,,,,
PLATE 5.5 TI CROSSLINK 5.5MM," $1,405.68 ",,,,,,,,
PLATE 5HL DCP 2.7MM, $895.26 ,,,,,,,,
PLATE 5-HOLE STANDARD LEFT," $3,227.50 ",,,,,,,,
PLATE 6 HOLD BLUE SMALL, $939.39 ,,,,,,,,
PLATE 6 HOLE," $4,549.23 ",,,,,,,,
PLATE 6 HOLE BONE MAX SAG CURV, $939.39 ,,,,,,,,
PLATE 6 HOLE CURVED," $1,724.87 ",,,,,,,,
PLATE 6 HOLE CURVED EXTENDED, $774.84 ,,,,,,,,
PLATE 6 HOLE FRACTURE," $1,406.08 ",,,,,,,,
PLATE 6 HOLE LEFT 110DEG 37MM," $1,044.36 ",,,,,,,,
PLATE 6 HOLE LT 90DEG 37MM," $1,044.36 ",,,,,,,,
PLATE 6 HOLE RECON 2.4," $1,577.53 ",,,,,,,,
PLATE 6 HOLE RT 110DEG 37MM," $1,044.36 ",,,,,,,,
PLATE 6 HOLE RT 90DEG 37MM," $1,044.36 ",,,,,,,,
PLATE 6 HOLE SAGITAL, $939.39 ,,,,,,,,
PLATE 6 HOLE STR.," $1,581.78 ",,,,,,,,
PLATE 6 HOLE STRAIGHT, $958.19 ,,,,,,,,
PLATE 6 HOLE STRUT," $1,916.43 ",,,,,,,,
PLATE 6.35 SS CROSSLINK .375," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK .625," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK .750," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK .875," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.00," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.125," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.25," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.375," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.50," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.55," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 1.75," $3,805.18 ",,,,,,,,
PLATE 6.35 SS CROSSLINK 2.15," $3,805.18 ",,,,,,,,
PLATE 60 LEFT LONG," $1,438.32 ",,,,,,,,
PLATE 60 LEFT SHORT," $1,362.06 ",,,,,,,,
PLATE 60 RIGHT LONG," $1,438.32 ",,,,,,,,
PLATE 60 RIGHT SHORT," $1,362.06 ",,,,,,,,
PLATE 60 RIGHT X-LONG," $1,453.03 ",,,,,,,,
