Hospital Service Code,Service Description,Hospital Charge
50184662,PRIM ART M-THROMBECT.ADD-ON RT,7563.00
50184670,PRIM ART M-THROMBECT AD LT ADL,3778.00
50184688,PRIM ART M-THROMBECT AD LT INC,3778.00
50184696,PRIM ART M-THROMBECT ADD-ON LT,7563.00
50184704,PRIM ART M-THROMBECT.AD BI ADL,3778.00
50184712,PRIM ART M-THROMBECT AD BI INC,3778.00
50184720,PRIM ART M-THROMBECT.ADD-ON BI,7563.00
50184738,SEC ART M-THROMBECT ADD RT ADL,3778.00
50184746,SEC ART M-THROMBECT ADD RT INC,3778.00
50184753,SEC ART M-THROMBECT ADD-ON RT,7563.00
50184761,SEC ART M-THROMBECT ADD LT ADL,3778.00
50184779,SEC ART M-THROMBECT ADD LT INC,3778.00
50184787,SEC ART M-THROMBECT.ADD-ON LT,7563.00
50184795,SEC ART M-THROMBECT.ADD BI ADL,3778.00
50184803,SEC ART M-THROMBECT.ADD BI INC,3778.00
50184811,SEC ART M-THROMBECT.ADD-ON BI,7563.00
50184829,VENOUS MECH THROMBECT.RT ADL,3778.00
50184837,VENOUS MECH THROMBECT. RT INC,3778.00
50184845,VENOUS MECH THROMBECTOMY RT,7563.00
50184852,VENOUS MECH THROMBECT. LT ADL,3778.00
50184860,VENOUS MECH THROMBECT. LT INC,3778.00
50184878,VENOUS MECH THROMBECTOMY LT,7563.00
50184886,VENOUS MECH THROMBECT.BI ADL,3778.00
50184894,VENOUS MECH THROMBECT. BI INC,3778.00
50184902,VENOUS MECH THROMBECTOMY BI,7563.00
50184910,VENOUS M-THROMBECT. A RT ADL,3778.00
50184928,VENOUS M-THROMBECT. A RT INC,3778.00
50184936,VENOUS M-THROMBECT. ADD-O RT,7563.00
50184944,VENOUS M-THROMCECT. A LT ADL,3778.00
50184951,VENOUS M-THROMBECT. A LT INC,3778.00
50184969,VENOUS M-THROMBECT. ADD-O LT,7563.00
50184977,VENOUS M-THROMBECT. A BI ADL,3778.00
50184985,VENOUS M-THROMBECT. A BI INC,3778.00
50184993,VENOUS M-THROMBECT. ADD-O BI,7563.00
50185008,EMBOLIZATION UTERINE FIBROI BI,8611.00
50185016,EMBOLIZATION UTERINE FIBRO.INC,4307.00
50185024,TRANSCATH.STENT.CCA W/RT ADL,401.00
50185032,TRANSCATH.STENT.CCA W/RT INC,401.00
50185040,TRANSCATH.STENT.CCA W/EPS RT,803.00
50185057,TRANSCATH.STENT.CCA W/LT ADL,401.00
50185065,TRANSCATH.STENT.CCA W/LT INC,401.00
50185073,TRANSCATH.STENT.CCA W/EPS LT,803.00
50185081,TRANSCATH.STENT.CCA W/BI ADL,401.00
50185099,TRANSCATH.STENT.CCA W/BI INC,401.00
50185107,TRANSCATH.STENT.CCA W/EPS BI,803.00
50185115,TRANSCATH.STENT.CCA W/RT ADL,361.00
50185123,TRANSCATH.STENT.CCA W/RT INC,361.00
50185131,TRANSCATH.STENT.CCA W/O EP RT,722.00
50185149,TRANSCATH.STENT.CCA W/LT ADL,361.00
50185156,TRANCATH.STENT.CCA W/LT INC,361.00
50185164,TRANSCATH.STENT.CCA W/O EP LT,722.00
50185172,TRANSCATH.STENT.CCA W/BI ADL,361.00
50185180,TRANSCATH.STENT.CCA W/BI INC,361.00
50185198,TRANSCATH.STENT.CCA W/O EP BI,722.00
50185206,CHANGE URETER STENT PE RT INC,1926.00
50185214,CHANGE URETER STENT PERCUT RT,3855.00
50185222,CHANGE URETER STENT PE LT INC,1926.00
50185230,CHANGE URETER STENT PERCUT LT,3855.00
50185248,CHANGE URETER STENT PE BI INC,1926.00
50185255,CHANGE URETER STENT PERCUT BI,3855.00
50185263,REMOVE URETER STENT PE RT INC,1926.00
50185271,REMOVE URETER STENT PERCUT RT,3855.00
50185289,REMOVE URETER STENT PE LT INC,1926.00
50185297,REMOVE URETER STENT PERCUT LT,3855.00
50185305,REMOVE URETER STENT PE BI INC,1926.00
50185313,REMOVE URETER STENT PERCUT BI,3855.00
50185321,CHANGE EXT/INT URETER S RT INC,751.00
50185339,CHANGE EXT/INT URETER STENT RT,1499.00
50185347,CHANGE EXT/INT URETER S LT INC,751.00
50185354,CHANGE EXT/INT URETER STENT LT,1499.00
50185362,CHANGE EXT/INT URETER S BI INC,751.00
50185370,CHANGE EXT/INT URETER STENT BI,1499.00
50185388,REMOVE RENAL TUBE W/FLU RT INC,341.00
50185396,REMOVE RENAL TUBE W/FLUORO RT,684.00
50185404,REMOVE RENAL TUBE W/FLU LT INC,341.00
50185412,REMOVE RENAL TUBE W/FLUORO LT,684.00
50185420,REMOVE RENAL TUBE W/FLU BI INC,341.00
50185438,REMOVE RENAL TUBE W/FLUORO BI,684.00
50185446,PERC RF ABLATE RENAL TU RT INC,3741.00
50185453,PERC RF ABLATE RENAL TUMOR RT,7485.00
50185461,PERC RF ABLATE RENAL TUM.LTINC,3741.00
50185479,PERC RF ABLATE RENAL TUMOR LT,7485.00
50185487,PERC RF ABLATE RENAL TU BI INC,3741.00
50185495,PERC RF ABLATE RENAL TUMOR BI,7485.00
50185503,INTRACRANIAL ANGIOPLAST RT ADL,612.00
50185511,INTRACRANIAL ANGIOPLAST RT INC,612.00
50185529,INTRACRANIAL ANGIOPLASTY RT,1224.00
50185537,INTRACRANIAL ANGIOPLAST LT ADL,612.00
50185545,INTRACRANIAL ANGIOPLAST LT INC,612.00
50185552,INTRACRANIAL ANGIOPLASTY LT,1224.00
50185560,INTRACRANIAL ANGIOPLAST BI ADL,612.00
50185578,INTRACRANIAL ANGIOPLAST BI INC,612.00
50185586,INTRACRANIAL ANGIOPLASTY BI,1224.00
50185594,INTRACRAN ANGIOPLSTY W/RT ADL,670.00
50185602,INTRACRAN ANGIOPSTY W/RT INC,670.00
50185610,INTRANCRAN ANGIOPLS.W/STEN.RT,1342.00
50185628,INTRACRAN ANGIOPLS. W/LT ADL,670.00
50185636,INTRANCRAN ANGIOPLS. W/LT INC,670.00
50185644,INTRANCRAN ANGIOPLS. W/STEN LT,1342.00
50185651,INTRANCRAN ANGIOPLS. W/BI ADL,670.00
50185669,INTRACRAN ANGIOPLS. W/BI INC,670.00
50185677,INTRACRAN ANGIOPLS. W/STEN BI,1342.00
50185685,DILATE IC VASOSPASM IN RT ADL,238.00
50185693,DILATE IC VASOSPASM IN RT INC,238.00
50185701,DILATE IC VASOSPASM INIT. RT,474.00
50185719,DILATE IC VASOSPASM IN LT ADL,238.00
50185727,DILATE IC VASOSPASM IN LT INC,238.00
50185735,DILATE IC VASOSPASM INIT LT,474.00
50185743,DILATE IC VASOSPASM IN BI ADL,238.00
50185750,DILATE IC VASOSPASM IN BI INC,238.00
50185768,DILATE IC VASOPSASM INIT BI,474.00
50185776,DILATE IC VASOSPASM ADD RT ADL,82.00
50185784,DILATE IC VASOSPASM ADD RT INC,82.00
50185792,DILATE IC VASOSPASM ADD ON RT,167.00
50185800,DILATE IC VASOSPASM ADD LT ADL,82.00
50185818,DILATE IC VASOSPASM ADD LT INC,82.00
50185826,DILATE IC VASOSPASM ADD ON LT,167.00
50185834,DILATE IC VASOSPASM ADD BI ADL,82.00
50185842,DILATE IC VASOSPASM ADD BI INC,82.00
50185859,DILATE IC VASOSPASM ADD ON BI,167.00
50185867,DILATE IC VASOSPASM ADD RT ADL,167.00
50185875,DILATE IC VASOSPASM ADD RT INC,167.00
50185883,DILATE IC VASOSPASM ADD ON RT,333.00
50185891,DILATE IC VASOSPASM ADD LT ADL,167.00
50185909,DILATE IC VASOSPASM ADD LT INC,167.00
50185917,DILATE IC VASOSPASM ADD ON LT,333.00
50185925,DILATE IC VASOSPASM ADD BI ADL,167.00
50185933,DILATE IC VASOSPASM ADD BI INC,167.00
50185941,DILATE IC VASOSPASM ADD ON BI,333.00
50185958,PERQ VERTEBROPLASTY FLO GUID.,514.00
50185966,PERQ VERTEBROPLASTY CT GUID.,514.00
50185974,XRAY ENDOVASC THOR. AO REPR.,412.00
50185982,XRAY ENDOVASC THOR. AO REPR.,351.00
50185990,XRAY PLACE PROX. EXT.THOR. AO,231.00
50186006,XRAY PLACE DIST.EXT.THOR AO,203.00
50186014,FLO GUID CV ACCES DEV.SI BILAT,1000.00
50186022,FLO GUID CV ACCES DEV. SI LT.,1000.00
50186030,FLO GUID CV ACCES DEV.SI RT,1000.00
50186048,FLO GUID. NEEDLE PLACE. BIL.,418.00
50186055,FLO GUID. NEEDLE PLACE. LT,418.00
50186063,FLO GUID NEEDLE PLACE. RT,418.00
50186071,FLO GUID.SPINE PARASPIN RX INJ,261.00
50186089,FLO GUID NEEDLE PLACEMENT,871.00
50186113,CT STEREOTACTIC LOCALIZATION,7614.00
50186154,CT NEEDLE PLACEMENT,871.00
50186162,CT NEEDLE PLACEMENT BILAT.,871.00
50186170,CT NEEDLE PLACEMENT LT,871.00
50186188,CT NEEDLE PLACEMENT RT,871.00
50186196,CT GUIDE FOR TISSUE ABLATION,967.00
50186204,CT SCAN FOR THERAPY GUIDE,1682.00
50186212,MR GUIDANCE FOR NEEDLE PLAC.BI,3622.00
50186220,MR GUIDANCE FOR NEEDLE PLAC.LT,3622.00
50186238,MR GUIDANCE FOR NEEDLE PLAC.RT,3622.00
50186246,MRI FOR TISSUE ABLATION,911.00
50186303,MAM. GUID STEREOTACTIC BILAT.,639.00
50186311,MAM.GUID. STEREOTACTIC LT,639.00
50186329,MAM. GUIDE STEREOTACTIC RT,639.00
50186337,MAM. GUID. NEEDLE LOC. BILAT.,185.00
50186345,MAM. GUID. NEEDLE LOC. LT,185.00
50186352,MAM. GUID. NEEDLE LOC.RT,185.00
50186360,US GUID.VASC.ACCESS W IMAGE LT,129.00
50186378,US GUID.VASC.ACCESS W/IMAGE RT,129.00
50186386,US GUID. VASC. ACCESS W/IMAGE,129.00
50186394,US GUID.VISCERAL TISS.ABLATE,376.00
50186402,US GUID. VISC.TISS. ABLATE LT,376.00
50186410,US GUID.VISC.TISS.ABLATE RT,376.00
50186428,ASPIRATE FLUID SUPERFICIAL,1254.00
50186436,ASP FLUID SUPERFICIAL ADL,1254.00
50186444,ASP FLUID SUPERFICIAL INC,1254.00
50186469,CHEST TUBE LYSIS 1ST LT,2020.00
50186477,CHEST TUBE LYSIS 1ST RT,2020.00
50186485,CHEST TUBE LYSIS 1ST LT INC,2020.00
50186493,CHEST TUBE LYSIS 1ST RT INC,2020.00
50186501,CHEST TUBE LYSIS ADDL LT,2020.00
50186519,CHEST TUBE LYSIS ADDL RT,2020.00
50186527,CHEST TUBE LYSIS ADDL LT INC,2020.00
50186535,CHEST TUBE LYSIS ADDL RT INC,2020.00
50186543,DIAL FIST 1ST CATH S&I LT,871.00
50186550,DIAL FIST 1ST CATH S&I RT,871.00
50186568,DIAL FIST 1ST CATH SI LT ADL,871.00
50186576,DIAL FIST 1ST CATH SI RT ADL,871.00
50186584,DIAL FIST 1ST CATH SI LT INC,871.00
50186592,DIAL FIST 1ST CATH SI RT INC,871.00
50186600,DIAL FIST ADDL CATH S&I LT,216.00
50186618,DIAL FIST ADDL CATH S&I RT,216.00
50186626,DIAL FIST ADDL CATH LT INC,216.00
50186634,DIAL FIST ADDL CATH RT INC,216.00
50186675,INJ PARAVERT 1ST CTSP LT,2616.00
50186683,INJ PARAVERT 1ST CTSP RT,2616.00
50186691,INJ PARAVERT 1ST CTSP BIL,2616.00
50186709,INJ PARAVERT 1ST CTSP LT INC,2616.00
50186717,INJ PARAVERT 1ST CTSP RT INC,2616.00
50186725,INJ PARAVERT 1ST CTSP BI INC,2616.00
50186733,INJ PARAVERT 2ND CTSP LT,930.00
50186741,INJ PARAVERT 2ND CTSP RT,930.00
50186758,INJ PARAVERT 2ND CTSP BIL,930.00
50186766,INJ PARAVERT 2ND CTSP LT INC,930.00
50186774,INJ PARAVERT 2ND CTSP RT INC,930.00
50186782,INJ PARAVERT 2ND CTSP BI INC,930.00
50186790,INJ PARAVERT 3RD CTSP LT,930.00
50186808,INJ PARAVERT 3RD CTSP RT,930.00
50186816,INJ PARAVERT 3RD CTSP BIL,930.00
50186824,INJ PARAVERT 3RD CTSP LT INC,930.00
50186832,INJ PARAVERT 3RD CTSP RT INC,930.00
50186840,INJ PARAVERT 3RD CTSP BI INC,930.00
50186857,INJ PARAVERT 1ST LSSP LT,2616.00
50186865,INJ PARAVERT 1ST LSSP RT,2616.00
50186873,INJ PARAVERT 1ST LSSP BIL,2616.00
50186881,INJ PARAVERT 1ST LSSP LT INC,2616.00
50186899,INJ PARAVERT 1ST LSSP RT INC,2616.00
50186907,INJ PARAVERT 1ST LSSP BI INC,2616.00
50186915,INJ PARAVERT 2ND LSSP LT,930.00
50186923,INJ PARAVERT 2ND LSSP RT,930.00
50186931,INJ PARAVERT 2ND LSSP BIL,930.00
50186949,INJ PARAVERT 2ND LSSP LT INC,930.00
50186956,INJ PARAVERT 2ND LSSP RT INC,930.00
50186964,INJ PARAVERT 2ND LSSP BI INC,930.00
50186972,INJ PARAVERT 3RD LSSP LT,930.00
50186980,INJ PARAVERT 3RD LSSP RT,930.00
50186998,INJ PARAVERT 3RD LSSP BIL,930.00
50187004,INJ PARAVERT 3RD LSSP LT INC,930.00
50187012,INJ PARAVERT 3RD LSSP RT INC,930.00
50187020,INJ PARAVERT 3RD LSSP BI INC,930.00
50187061,DIAL FIST S&I EXISTING CATH,1756.00
50187079,DIAL FIST S&I EXIST CATH INC,1756.00
50187095,US ANEURYSM LT COMPRESS,1350.00
50187103,US ANEURYSM RT COMPRESS,1350.00
50187111,3D RENDERING ON SCANNER,338.00
50187129,3D RENDERING ON WORKSTATION,279.00
50187137,ENDOVASC TEMP VESI OCCL LT,892.00
50187145,ENDOVASC TEMP VESI OCCL RT,892.00
50187152,ENDOVASC TP VES.OCCL.LT ADD,447.00
50187160,ENDOVSC.TMP.VESI.OCCL.RT.ADD.,447.00
50187202,BONE MARROW ASPIRATE,663.00
50187210,BONE MARROW ASPIRATE LT,663.00
50187228,BONE MARROW ASPIRATE RT,663.00
50187236,BONE MARROW ASP.LT.ADDL.,663.00
50187244,BONE MARROW ASP.RT.ADDL.,663.00
50187251,BONE MARROW ASP.LT INC.,663.00
50187269,BONE MARROW ASP.RT. INC.,663.00
50187277,BONE MARROW BIOPSY,815.00
50187285,BONE MARROW BIOPSY LT,815.00
50187293,BONE MARROW BIOSPY RT,815.00
50187301,BONE MARROW BIOPSY LT ADDL.,815.00
50187319,BONE MARROW BIOPSY RT ADDL.,815.00
50187327,BONE MARROW BIOPSY LT INC.,815.00
50187335,BONE MARROW BIOPSY RT INC.,815.00
50199983,MISC. RADIOLOGY 2,
50199991,MISC. RADIOLOGY,
50200013,ANGIO BALLOON PERIPHERAL,671.00
50200021,ANGIO BALLOON SELECTIVE,2878.00
50200039,BALLOON ESOPHOGUS,1791.00
50200047,DRAINAGE PERCUTANEOUS,285.00
50200054,CATHETER TUNNEL LINE,859.00
50200062,PICC LINE CATHETER,324.00
50200070,DIALYSIS CATH TEMP,285.00
50200088,CATHETER DECLOTTING I,224.00
50200096,CATHETER DECLOTTING II,642.00
50200104,CATH DECLOTTING MECHANICAL,2210.00
50200112,CATHETER URETERAL,360.00
50200120,CLOSURE DEVICE,697.00
50200138,GUIDE WIRE I,68.00
50200146,GUIDE WIRE II,138.00
50200153,GUIDE WIRE III,257.00
50200161,GUIDE WIRE IV,569.00
50200179,GUIDE WIRE V,944.00
50200187,GUIDE WIRE T FASTENER,173.00
50200195,GUIDE WIRE RING FEEDING,184.00
50200203,GUIDE WIRE SHETTY KIT,837.00
50200211,GUIDE WIRE SEPARATOR,6254.00
50200229,RETRIEVAL DEVICE BODY,871.00
50200237,RETRIEVAL DEVICE MISC,1722.00
50200245,RETRIEVAL DEVICE NEURO,7901.00
50200252,CHEST / ARM PORT,949.00
50200260,STENT BODY COVERED,5957.00
50200278,STENT INTRACRANIAL I,2911.00
50200286,STENT BODY NOV-COV,5176.00
50200294,STENT CAROTID,5828.00
50200302,STENT INTRACRANIAL II,15526.00
50200310,STENT NO COAT OR DELIVERY,3674.00
50200328,VENA CAVE FILTER,4283.00
50200336,EMBO PROTECTION DEVICE,4409.00
50200344,GUIDING CATHETER I,343.00
50200351,GUIDING CATH NEURO I,683.00
50200369,GUIDING CATH FLOW,1565.00
50200377,EMBO CATHETER BODY,1083.00
50200385,MICRO CATHETER MERCI,1565.00
50200393,MICRO CATHETER NEURO,1693.00
50200401,GUIDING CATH NEURO II,2381.00
50200419,SHEATH PEEL AWAY,168.00
50200427,SHEATH VASCULAR STD,22.00
50200435,SHEATH VASCULAR RB,142.00
50200443,INTRODUCER KIT,140.00
50200450,LIVER ACCESS KIT,1264.00
50200468,LIQUID EMBOLIC SEALANT,7252.00
50200476,OCCLUSION BALLOONS,642.00
50200484,STENT INTRACRANIAL III,16050.00
50200500,BASKET 12.0,1481.00
50200518,BASKET 8.5,1481.00
50200609,CATHETERS WITH MEASUREMENTS,346.00
50200617,COILS GDC,3716.00
50200625,COILS GIANTURCO,154.00
50200633,COILS TRUFILL,247.00
50200641,COILS TORNADO,333.00
50200658,COILS VORTX,487.00
50200666,VERTEBROPLASTY CEMENTS PARTICL,646.00
50200674,"MOTOR DRIVE, MIXER, BONE BEP",303.00
50200682,"TRAY, NEURO INTERVENTIONAL""",592.00
50200690,ONYX MIXER,1423.00
50200708,GDC DETACHMENT HANDLE,340.00
50200716,VASCULAR PLUG,1254.00
50200724,REVASCULARIZATION DEVICE I,5013.00
50200732,REVASCULARIZATION DEVICE II,11436.00
50200740,HIGH FREQUENCY RF ANTENNA,2719.00
50200757,CRYOABLATION PROBE,2039.00
50200765,CATHETER INTERVASCULAR US,1434.00
50200773,LC BEAD EMBOLIZATION,2460.00
50200781,VENOUS ABLATION DEVICE,1200.00
50200799,AV DRUG COATED BALLOON SM I,1650.00
50200807,AV DRUG COATED BALLOON LG II,1950.00
50201003,BALLOONS BLUE MAX 10X,1522.00
50201011,BALLOONS BLUE MAX 12X,1578.00
50201029,BALLOONS BLUE MAX 6X4,1479.00
50201037,BALLOONS BLUE MAX 8X4,1522.00
50201052,BALLOONS 30MM GI,3586.00
50201102,BALLOONS 10X4 HP,980.00
50201110,BALLOONS 12X4 HP,980.00
50201128,BALLOONS 5X2 HP,980.00
50201136,BALLOONS 6X4 HP,980.00
50201144,BALLOONS 7X4 HP,980.00
50201151,BALLOONS 8X4 HP,980.00
50201169,BALLOONS 9X6 HP,980.00
50201201,OCCLUSION BALLOONS 20X100,910.00
50201219,OCCLUSION BALLOONS 27X100,910.00
50201227,OCCLSION BALLOONS 33X100,910.00
50201235,OCCLUSION BALLOONS 8.5X100,1066.00
50201243,BALLOON OCCLUSION 11.5,1038.00
50201300,BALLOONS 10X4 REG.,903.00
50201318,BALLOONS 12X4 REG.,903.00
50201326,BALLOONS 4X2 REG.,903.00
50201334,BALLOONS 4X4 REG.,903.00
50201342,BALLOONS 5X4 REG.,903.00
50201359,BALLOONS 6X2 REG.,903.00
50201367,BALLOONS 6X4 REG.,903.00
50201375,BALLOONS 7X2 REG,903.00
50201383,BALLOONS 7X4 REG,903.00
50201391,BALLOONS 8X4 REG.,903.00
50201409,BALLOONS 9X2 REG,903.00
50201417,BALLOONS 10X4 REG 110CM,903.00
50201425,BALLOONS 5X4 REG 110 CM,903.00
50201433,BALLOONS 6X4 110 CM,903.00
50201441,BALLOONS 7X4 REG 110 CM,903.00
50201458,BALLOONS 8X4 REG 110 CM,903.00
50201508,BALLOONS 10X4 SHP,1048.00
50201516,BALLOONS 7X4 SHP,1048.00
50201524,BALLOONS 8X4 SHP,1048.00
50201532,CONQUEST BALLOONS 10 X 4,950.00
50201540,CONQUEST BALLOONS 7 X 4,882.00
50201557,CONQUEST BALLOONS 8 X 4,882.00
50201607,BALLOON SYMMETRY 3X4 90 CM,2165.00
50201615,BALLOON VIPER 3X4 90 CM,2219.00
50201623,BALLOONS 2X4 SAVY 110 CM,1764.00
50201631,BALLOONS 3X4 SAVY 110 CM,1764.00
50201649,BALLOONS 4X2 SAVY 110 CM,1764.00
50201656,BALLOONS 4X2 SAVY 120 CM,1764.00
50201664,BALLOONS 6X4 SAVY 120 CM,1764.00
50201706,BALLOONS 14X4 XXL,1958.00
50201714,BALLOONS 16X4 XXL,2135.00
50201722,BALLOONS 18X4 XXL,2135.00
50201730,BALLOONS 20X9 XXL,2845.00
50201748,BALLONS 14X4 120CMS SHAFT XXL,1226.00
50201854,PIG TAIL CATH WITH MARKERS,110.00
50201862,STRAIGHT CATH WITH MARKERS,110.00
50202001,DRAINAGE BILIARY 10.2F,509.00
50202019,DRAINAGE BILIARY 12.0 F,509.00
50202027,DRAINAGE BILIARY 14.0 F,509.00
50202035,DRAINAGE BILIARY 8.5F,509.00
50202043,DRAINAGE MALLENCOT 12-24 F,257.00
50202084,DRAINAGE COMPEY 10.2F,457.00
50202092,DRAINAGE COMPEY 8.5F,457.00
50202100,DRAINAGE LONG NEPH 10-14 F,509.00
50202134,DRAINAGE NEPH 8.5-16 F,509.00
50202175,DRAINAGE NEPH 20.0F,412.00
50202183,DRAINAGE NEPH 8.5F,509.00
50202191,DRAINAGE SUMP,623.00
50202225,YUEH NEEDLE ANY LENGTH,67.00
50202233,TUBE CHEST 18F,514.00
50202308,T FASTERNER,204.00
50202316,SET GASTROJEJUNOSTOMY DBL HOLE,944.00
50202324,TUBE GASTROSTOMY,1384.00
50202332,RING FEEDING TUBE,204.00
50202407,IVC FILTER BIRDNEST FEMORAL,5598.00
50202415,IVC FILTER BIRDNEST JUGULAR,5598.00
50202423,NITINOL BRACHEAL IVC FILTER,5607.00
50202431,IVC FILTER TRAPEASE 6 F,6356.00
50202449,IVC FILTER TULIP FEMO,6405.00
50202456,IVC FILTER TULIP JUGU,6405.00
50202464,IVC FILTER FEMORAL,5100.00
50202472,IVC FILTER JUGULAR,5100.00
50202480,COMBO IVC FILTER,2822.00
50202555,8F GUIDING CATH.,375.00
50202563,SHEATH GUIDING RDC,566.00
50202571,GUIDING SHEATH JJ ALL SIZES,224.00
50202605,INFUSION CATH 11 CM,514.00
50202613,INFUSION CATH 15 CM,514.00
50202621,INFUSION CATH 15CM / 100CM,514.00
50202639,INFUSION CATH 10-40 CM,1118.00
50202647,INFUSION CATH 10-90 CM,1435.00
50202654,INFUSION CATH 20-40 CM,1118.00
50202662,INFUSION CATH 40-135 CM,1435.00
50202670,INFUSION CATH 40-90 CM,1435.00
50202688,WIRE KATZEN INFUSION,1114.00
50202704,PIC LINE  3 F,341.00
50202712,PIC LINE  4 F,341.00
50202720,PIC LINE  5 F,365.00
50202738,PIC LINE 5F WITHOUT LOCK,319.00
50202746,PIC LINE  5 F DBL,341.00
50202753,PIC LINE  7 F DBL,467.00
50202761,CATH RENEGADE MICRO,2458.00
50202779,CATH TRACKER 171111,2070.00
50202787,NEFF SETS,223.00
50202795,MICROPUNCTURE,121.00
50202803,ACUSTIC,452.00
50202811,MICRO PUNC.W/M STIFFENNER,293.00
50202829,SPARE TIPS SHEATH,286.00
50202837,KIT TIPS,2121.00
50202845,NDL TRANSJUGULAR 18G,2198.00
50202852,TIP KIITS NEW,1862.00
50202894,PORT CHEST LOW PROFILE 21-4083,2946.00
50202902,PAYTON FOGARTY BALLOONS,356.00
50202910,3F FOGARTY,190.00
50202928,ADHRNT FOGARTY CLOT CATH,1084.00
50202936,CLOT BUSTER 120CM,5124.00
50202944,CLOT BUSTER 75CM,3132.00
50202969,TERETOLA LONG,2848.00
50203009,BALKAN SHEATH 4F (KIRLAN),375.00
50203017,BALKAN SHEATH 6 F,375.00
50203025,BALKAN SHEATH 7 F,375.00
50203033,BALKAN SHEATH 8 F,375.00
50203041,5F LONG SHEATH,167.00
50203058,6F LONG SHEATH,167.00
50203066,7F BRITE TIP SHEATH,447.00
50203074,7F LONG SHEATH,167.00
50203082,8F LONG SHEATH,167.00
50203090,SHEATH 6F-90CM,514.00
50203108,SHEATH 7F 90CM,514.00
50203116,SHEATH 7F LONG,125.00
50203124,SHEATH 8 F LONG,224.00
50203132,SHEATH 8F LONG,125.00
50203140,SHEATH POST TIPS,202.00
50203157,SHUTTLE SHEATH 7 F,626.00
50203165,SHUTTLE SHEATH 8 F,626.00
50203173,P-AWAY SHEATH 018 PIC,272.00
50203181,P-AWAY SHEATH 10 F,326.00
50203199,P-AWAY SHEATH 10F,184.00
50203207,P-AWAY SHEATH 12 F,326.00
50203215,P-AWAY SHEATH 14 F,326.00
50203223,P-AWAY SHEATH 16 F,326.00
50203231,P-AWAY SHEATH 6 F,326.00
50203249,P-AWAY SHEATH 7 F,326.00
50203256,P-AWAY SHEATH 8 F,326.00
50203264,10F SHEATH,56.00
50203272,11F SHEATH,56.00
50203280,4F SHEATH,97.00
50203298,5F SHEATH,56.00
50203306,6F SHEATH,56.00
50203314,7F SHEATH,56.00
50203322,8F SHEATH,56.00
50203330,9F SHEATH,56.00
50203348,SHEATH 10F-11CM,131.00
50203355,SHEATH 8F-11CM,125.00
50203363,SHEATH 6 F SHORT,190.00
50203371,SHEATH 7 F SHORT,190.00
50203389,SHEATH 8FR,221.00
50203397,SHEATH 11F LONG,257.00
50203504,SNARES 10CM,1569.00
50203512,SNARES 15 CM,1569.00
50203520,SNARES 2.3 CM,1993.00
50203538,SNARES 20CM,1569.00
50203546,SNARES 25CM,1569.00
50203553,SNARES 5CM,1569.00
50203561,GENESIS 24X-21MM / 5-9MM,3388.00
50203579,GENESIS 5-10MM,3729.00
50203587,GENESIS 5-8MM,3260.00
50203595,COVERED WALL STENT 14 X 50,6731.00
50203603,COVERED WALL STENT 10X50,11096.00
50203611,COVERED WALL STENT 6X20,11096.00
50203629,NEPH INT. EXT STENT 10F/20CM,581.00
50203637,NEPH INT.EXT. STENT 8.5F/20CM,626.00
50203645,NEPH. INT.EXT.STENT 8.5F/22CM,626.00
50203652,NEPH.INT.EXT. STENT 8.5F/24CM,626.00
50203660,NEPH.INT.EXT. STENT 8.5F/26CM,626.00
50203678,PALMAZ 19.6-5.4MM,4200.00
50203686,PALMAZ 4-9MM x 15MM,6233.00
50203694,SMART STENTS 8X60MM,7492.00
50203702,STENT WALL 10X42,6684.00
50203710,STENT WALL 10X68,6684.00
50203728,STENT WALL 10X94,10721.00
50203736,STENT WALL 12X60,6684.00
50203744,STENT WALL 16X40,6429.00
50203751,STENT WALL 20X75,7147.00
50203769,NEPH. D-J STENT 8.5F 20CM,518.00
50203777,NEPH. D-J STENT 8.5F 22CM,518.00
50203785,STENT URETERAL AMPLATZ 24CM,646.00
50203793,ZILVER STENT,4475.00
50203801,11.5 X 20CM,3959.00
50203819,11.5 X 24CM,3959.00
50203827,CATHETER 11.5X15CM,3959.00
50203835,15CM MED COM,452.00
50203843,24CM MED COM,452.00
50203850,28CM MED COM,2276.00
50203868,CATH VAXCELL 23CM,2048.00
50203876,CATH VAXCELL 28CM,2048.00
50203884,LEONARD VENOS CATH,1252.00
50203892,OPTI-FLOW 23CM LT SID,1424.00
50203900,OPTI-FLOW 27CM,1538.00
50203918,TESIO LEFT,1764.00
50203926,LIFE SITE,9964.00
50203934,20CM MED COM,452.00
50203942,CATH VAXCELL 19CM,2048.00
50203959,OPTI-FLOW 19.5 CM,1424.00
50203967,TESIO RIGHT,1764.00
50203975,TUNNELED HD CATH 19CM,1209.00
50203983,TUNNELED HD CATH 23CM,1209.00
50203991,TUNNELED HD CATH 27CM,1209.00
50204007,WIRE AMPLZ EXCH,286.00
50204015,WIRE AMPLZ REG,167.00
50204023,COIL PUSHER,797.00
50204031,WIRES LUNDERQUIST(RIN,169.00
50204049,WIRES NITINOL 150CM,685.00
50204056,WIRES NITINOL 300CM,685.00
50204064,WIRES NITINOL 80CM,375.00
50204072,WIRES BENTON,97.00
50204080,WIRES COONS,126.00
50204098,WIRES LLT 15J,80.00
