Hospital,Description,Std Price
UPMC McKeesport,MYRINGOTOMY INCL ASP EUST COMP,4696.00
UPMC McKeesport,N GONORRHOEAE AMP PR TEC P0630,511.00
UPMC McKeesport,N GONORRHOEAE AMPL PROBE P1815,511.00
UPMC McKeesport,N GONORRHOEAE DNA PCR,511.00
UPMC McKeesport,N GONORRHOEAE DNA PROBE P0232,251.00
UPMC McKeesport,N MENINGITIS B & E COLI K1 PL,152.00
UPMC McKeesport,N MENINGITIS GROUP A PL5230,152.00
UPMC McKeesport,N MENINGITIS GROUP C PL5230,152.00
UPMC McKeesport,N MENINGITIS GROUP W135 PL5230,152.00
UPMC McKeesport,N MENINGITIS GROUP Y PL5230,152.00
UPMC McKeesport,NABUMETONE 750MG TAB,1.25
UPMC McKeesport,NACL 7% HYPERTONIC 4ML INH,5.75
UPMC McKeesport,NADOLOL 20MG TAB,17.25
UPMC McKeesport,NADOLOL 40MG TAB,21.50
UPMC McKeesport,NAIL ANTEGRADE RT 11.5MM SMIN,6080.00
UPMC McKeesport,NAIL ANTEGRADE SMINE VARSZ,6080.00
UPMC McKeesport,NAIL AVULSION COMP/PART SNGL,713.00
UPMC McKeesport,NAIL BONE FIXATION HANDIN VAR,1355.00
UPMC McKeesport,NAIL CANN TROC FEM ANG SYN VAR,4870.00
UPMC McKeesport,NAIL CANN TROC FIX SYNTH VARSZ,9412.00
UPMC McKeesport,NAIL CANNULATED 130DEG SYNTHES,7148.00
UPMC McKeesport,NAIL ELASTIC SYNTHES,825.00
UPMC McKeesport,NAIL END CAP SYNTHES,1038.00
UPMC McKeesport,NAIL ENDO CAP EBIMED,1585.00
UPMC McKeesport,NAIL FEMORAL CANN SYNTHES VARS,6946.00
UPMC McKeesport,NAIL FEMORAL EBIMED,7402.00
UPMC McKeesport,NAIL FEMORAL SYNTHES VARSZ,8804.00
UPMC McKeesport,NAIL FIX TIBIAL SMINEPOR VARSZ,4914.00
UPMC McKeesport,NAIL FIXATIN PELV C-CLMP SYNTH,1761.00
UPMC McKeesport,NAIL FIXATIN TIBL CANUL SYNTH,7717.00
UPMC McKeesport,NAIL FIXATION 11MM X 180MM STR,3727.00
UPMC McKeesport,NAIL FIXATION INTRAMED STRHOW,6406.00
UPMC McKeesport,NAIL FIXATION TROCH STRHO VARS,5953.00
UPMC McKeesport,NAIL FIXTION INTRA FMRL SMINEP,4308.00
UPMC McKeesport,NAIL FIXTION INTRA SMINEPORTH,9394.00
UPMC McKeesport,NAIL FIXTN CANL TD SYNTH VARSZ,8199.00
UPMC McKeesport,NAIL FIXTN CANLTD 10MM SYNTHES,8199.00
UPMC McKeesport,NAIL GAMMA 3 TROCH 125DEG STRH,4192.00
UPMC McKeesport,NAIL GAMMA 3 TROCHAN STRH VARS,6476.00
UPMC McKeesport,NAIL HUMERAL CANN STER SYN VAR,9933.00
UPMC McKeesport,NAIL HUMERAL CANN SYNTHES VARS,9933.00
UPMC McKeesport,NAIL HUMERAL SYNTHES,8975.00
UPMC McKeesport,NAIL HUMERAL T2 STER STRH VARS,6761.00
UPMC McKeesport,NAIL IM FEM CANN SYNTH VAR,5381.00
UPMC McKeesport,NAIL IM HUM SYNTH VARS,7230.00
UPMC McKeesport,NAIL IM TROCH 130D11X170MM SYN,6462.00
UPMC McKeesport,NAIL IM TROCH CANN SYNTH VAR,7261.00
UPMC McKeesport,NAIL IM TROCH CANN TFN SYN VAR,5053.00
UPMC McKeesport,NAIL IM TROCH CANN11X340MM SYN,8544.00
UPMC McKeesport,NAIL IM TROCHNTRC CANN SYN VAR,6530.00
UPMC McKeesport,NAIL INTRAMED FEM CANN VAR SYN,4501.00
UPMC McKeesport,NAIL INTRAMED HUMRL CANUL SYN,8108.00
UPMC McKeesport,NAIL INTRAMED TROCH VAR SYN,5053.00
UPMC McKeesport,NAIL LONG STRYKER VAR,6894.00
UPMC McKeesport,NAIL RECON STRYKER,7299.00
UPMC McKeesport,NAIL RECON STRYKER VARSZ,6406.00
UPMC McKeesport,NAIL RECON STRYKERORTHO VARSZ,7299.00
UPMC McKeesport,NAIL RECON T2 RIGHT STRYK,7297.00
UPMC McKeesport,NAIL RUSH ADOLESCENT SMINE,5240.00
UPMC McKeesport,NAIL SHORT TROCH SMINE,4491.00
UPMC McKeesport,NAIL SMINEPORTH VARSZ,12303.00
UPMC McKeesport,NAIL SPIRAL BLADE SYNTH VAR,3073.00
UPMC McKeesport,NAIL SPIRAL BLADE SYNTHES,3228.00
UPMC McKeesport,NAIL T2 STRYKER,5631.00
UPMC McKeesport,NAIL T2 SUPRACONDYLAR STR VARS,7515.00
UPMC McKeesport,NAIL TAN SMINE VARSZ,5240.00
UPMC McKeesport,NAIL TI 360MM SYNTH,7717.00
UPMC McKeesport,NAIL TI DISTAL SYNTHES VARSZ,8518.00
UPMC McKeesport,NAIL TI ELAS 2.0 SYNTHES,884.00
UPMC McKeesport,NAIL TI ELAS 2.5 SYNTHES,1366.00
UPMC McKeesport,NAIL TI SYNTHES VARSZ,6790.00
UPMC McKeesport,NAIL TIBAL T2 HOWMEOSTEO VARSZ,5086.00
UPMC McKeesport,NAIL TIBIAL SYNTH VARSZ,7717.00
UPMC McKeesport,NAIL TIBIAL SYNTHES,6610.00
UPMC McKeesport,NAIL TIBIAL SYNTHES VARSZ,7717.00
UPMC McKeesport,NAIL TIBIAL T2 PROXI STRH VARS,5086.00
UPMC McKeesport,NAIL TIBIO ZIMMER VARSZ,15704.00
UPMC McKeesport,NAIL TITANIUM INTRAMED STRYKO,8805.00
UPMC McKeesport,NAIL ZIDECIL STRYKER VAR,10340.00
UPMC McKeesport,NALBUPHINE HCL 10MG/ML INJ,16.75
UPMC McKeesport,NALOXNE 1MG/ML PREFILD 2ML SYR,67.50
UPMC McKeesport,NALOXONE,517.00
UPMC McKeesport,NALOXONE HCL 0.4MG/ML INJ,33.75
UPMC McKeesport,NALOXONE HCL 2MG/2ML INJ,67.50
UPMC McKeesport,NALTREXONE QN URINE,517.00
UPMC McKeesport,NALTREXPNE 50 MG TAB,6.00
UPMC McKeesport,NAMENDA XR (MEMANTINE) 7MG CAP,37.25
UPMC McKeesport,NAMENDA XR 14MG CAP,34.50
UPMC McKeesport,NAPHCON-A 0.025%-0.3% EYE DRP,21.50
UPMC McKeesport,NAPROXEN 250MG TAB,1.25
UPMC McKeesport,NAPROXEN 375MG TAB,4.50
UPMC McKeesport,NAPROXEN 500MG TAB,4.50
UPMC McKeesport,NASAL BONES COMP MIN 3 VWS,497.00
UPMC McKeesport,NASAL CULTURE  MRSA  MSSA,98.75
UPMC McKeesport,NASAL FX WO STABILIZATION,4094.00
UPMC McKeesport,NASOGASTRIC INSERTION,595.00
UPMC McKeesport,NATEGLINIDE 60MG TABLET,7.75
UPMC McKeesport,NAVICULAR FX WO REDUCT,713.00
UPMC McKeesport,NAVIGATIONAL SYS ORTHOPEDIC,2118.00
UPMC McKeesport,N-DESMETHYLDOXEPIN PNL 2557,181.00
UPMC McKeesport,NEBIVOLOL 5MG TABLET,6.75
UPMC McKeesport,NECK BODY EXT 12MM X 140MM ZMR,8635.00
UPMC McKeesport,NECK SOFT TISSUE,497.00
UPMC McKeesport,NEEDLE BIOPSY TRU CUT 14GAX6,101.00
UPMC McKeesport,NEEDLE CHIBA,41.00
UPMC McKeesport,NEEDLE DELIVERY SYSTEM SMINE,1746.00
UPMC McKeesport,NEEDLE JAMSHIDI PIVOT GLOBUMED,1134.00
UPMC McKeesport,NEEDLE PED TRANS 407202 STJUD,964.00
UPMC McKeesport,NEEDLE SCHLEROTHERAPY,240.00
UPMC McKeesport,NEEDLE SCORPION ARTHREX,643.00
UPMC McKeesport,NEEDLE SPINL ACCESS SOFDAN VAR,737.00
UPMC McKeesport,NEEDLE STABIL BRACHY 18G MDTEC,436.00
UPMC McKeesport,NEEDLE SUTURE PASSER EXP SURGI,631.00
UPMC McKeesport,NEEDLE SUTURE RTRVR ARTHROTEK,616.00
UPMC McKeesport,NEEDLEKNIFE BILIARY F/G XL MIC,713.00
UPMC McKeesport,NEFF NAIL-FEMORAL ZIMMR VAR,14122.00
UPMC McKeesport,NEG PRESS WOUND THERAPY <50CM,358.00
UPMC McKeesport,NEO POLY B HYDROCORT OTIC SOL,85.00
UPMC McKeesport,NEO/POLY/DEXAMET EYE OINT,5.50
UPMC McKeesport,NEO/POLYMYX/SULF/DEX OPH 5ML,4.25
UPMC McKeesport,NEOMYCIN 500MG TAB,4.00
UPMC McKeesport,NEOMYCIN/POLY B/HC OTIC 10ML,31.00
UPMC McKeesport,NEONATAL ABO FORWARD GROUPING,32.75
UPMC McKeesport,NEOPTERIN,358.00
UPMC McKeesport,NEOSTIGMINE 5MG/5ML SYRINGE,154.00
UPMC McKeesport,NEPHELOMERTY EACH ANALYTE,209.00
UPMC McKeesport,NEPHELOMETRY P4333,209.00
UPMC McKeesport,NEPHOLOMETRY P9445,209.00
UPMC McKeesport,NEPHROVITE TABLET TAB,1.00
UPMC McKeesport,NERVE BLOCK PERIPHERAL,1096.00
UPMC McKeesport,NERVE BLOCK TRIGEMINAL,1397.00
UPMC McKeesport,NET DEVICE RETRIEVAL,292.00
UPMC McKeesport,NEULASTA DELIVERY KIT 6MG,18449.00
UPMC McKeesport,NEURAXIAL LUMBAR/SACRAL INJ,3594.00
UPMC McKeesport,NEUROMUSCULAR REEDUCATE P/15M,170.00
UPMC McKeesport,NEURONAL NUC RI AB W/REFLEX,109.00
UPMC McKeesport,NEURONAL NUC(HU)AB W/RFX/CSF,109.00
UPMC McKeesport,NEURONAL NUCLR (HU/RI) AB W/RF,109.00
UPMC McKeesport,NEURONTIN 300MG CAP,6.00
UPMC McKeesport,NEURONTIN 400MG CAP CAP,10.75
UPMC McKeesport,NEUROPHYS MONIT IN OR P/15 MIN,225.00
UPMC McKeesport,NEUROPHYS MONIT REM/MULT P/HR,994.00
UPMC McKeesport,NEUTRALIZATION - URINE,164.00
UPMC McKeesport,NEW BUILD ARNUITY 100MCG INH,432.00
UPMC McKeesport,NIACIN (VITAMIN B3),134.00
UPMC McKeesport,NICARDIPINE 25MG/ML 10ML INJ,566.00
UPMC McKeesport,NICARDIPINE HCL 2.5MG/ML 10ML,505.00
UPMC McKeesport,NICARDIPINE HCL 20MG CAP,6.00
UPMC McKeesport,NICOTINE & METABOLITES URINE,519.00
UPMC McKeesport,NICOTINE 2MG 1 EACH GUM,1.00
UPMC McKeesport,NICOTINE AND METABOLITE,293.00
UPMC McKeesport,NICOTINE LOZENGE 2MG BULK,29.50
UPMC McKeesport,NICOTINE LOZENGE 4MG BULK,29.50
UPMC McKeesport,NICOTINE-COTININE URINE,293.00
UPMC McKeesport,NIFEDIPINE CC 30MG TAB,1.00
UPMC McKeesport,NIFEDIPINE XL 60MG TAB,4.75
UPMC McKeesport,NIFEDIPINE XL 90MG TAB,4.00
UPMC McKeesport,NIM EMG ETT MEDT VAR SZ,1421.00
UPMC McKeesport,NITRIC OX PULM VAS TEST/15M,101.00
UPMC McKeesport,NITROFURANTOIN 100MG CAP,13.50
UPMC McKeesport,NITROFURANTOIN 50MG CAP,7.25
UPMC McKeesport,NITROGL 100 MG/D5 250ML PMX,30.00
UPMC McKeesport,NITROGLYC 0.4 SPRAY 4.9GM,364.00
UPMC McKeesport,NITROGLYCERIN 0.1MG/HR PTCH,19.00
UPMC McKeesport,NITROGLYCERIN 0.2MG/HR PTCH,21.50
UPMC McKeesport,NITROGLYCERIN 0.4MG/HR PTCH,19.00
UPMC McKeesport,NITROGLYCERIN 0.4MG/ML 10ML,1.00
UPMC McKeesport,NITROGLYCERIN 2% OINT 1GM TOP,1.00
UPMC McKeesport,NITROGLYCERIN 400MCG SL PWDR,21.00
UPMC McKeesport,NITROGLYCERIN SL 0.4MG (25)TAB,4.50
UPMC McKeesport,NITROGLYCERIN100MG/D5 250ML IN,22.50
UPMC McKeesport,NITROPRUSSIDE NA 50MG INJ,3208.00
UPMC McKeesport,NIVOLUMAB 1MG INJ,97.25
UPMC McKeesport,NIVOLUMAB 1MG/0.1ML PCI INJ,97.25
UPMC McKeesport,NIVOLUMAB 40MG/4ML INJ,3889.00
UPMC McKeesport,NIX CREAM RINSE 60ML LIQ,40.00
UPMC McKeesport,NJX INTERLAMINAR LMBR/SAC,3594.00
UPMC McKeesport,NJX INTRLMNR LUM/SAC W/IMG GDE,4190.00
UPMC McKeesport,NJX PX NFRO&/URTGRM EXT AXC,2656.00
UPMC McKeesport,NK CELLS TOTAL COUNT P1360,430.00
UPMC McKeesport,NMDA RECEPTOR AB TEST,109.00
UPMC McKeesport,NMO IGG SERUM,109.00
UPMC McKeesport,NON AUTOMATED W/O MICRO P3632,30.00
UPMC McKeesport,NON BRONCH MINI BLIND BAL,2905.00
UPMC McKeesport,NON TB MYCOBACTERIA BY PCR,427.00
UPMC McKeesport,NON-IMP SUPPLY CV VAR,Variable
UPMC McKeesport,NON-IMP SUPPLY GENERAL VAR,Variable
UPMC McKeesport,NON-IMP SUPPLY NEURO VAR,Variable
UPMC McKeesport,NON-IMP SUPPLY OPTH VAR,Variable
UPMC McKeesport,NON-SEL DEBRIDE W/O ANES W/TOP,261.00
UPMC McKeesport,NORCO 325MG-5MG 2PK ED TAB,1.25
UPMC McKeesport,NORCO 5/325MG TABLET,1.00
UPMC McKeesport,NORCO 7.5/325MG TABLET,1.00
UPMC McKeesport,NORDIAZEPAM PNL 1500,253.00
UPMC McKeesport,NOREPI 16MG/NS 250ML RTU,188.00
UPMC McKeesport,NOREPINEPH/NS (DO NOT USE),188.00
UPMC McKeesport,NOREPINEPHRINE 4ML INJ,62.75
UPMC McKeesport,NOREPINEPHRINE 8MG/NS 250ML,112.00
UPMC McKeesport,NOROVIRUS DETECTION AMP PROBE,1091.00
UPMC McKeesport,NORPACE (DISOPYRAMIDE),181.00
UPMC McKeesport,NORTRIPTYLINE (AVENTYL),136.00
UPMC McKeesport,NORTRIPTYLINE 10MG CAP,4.50
UPMC McKeesport,NORTRIPTYLINE 25MG CAP,4.50
UPMC McKeesport,NORTRIPTYLINE PNL 1710,136.00
UPMC McKeesport,NORTRIPTYLINE PNL 2557,136.00
UPMC McKeesport,NORTRIPTYLINE QUANT PNL 2557,136.00
UPMC McKeesport,NOSEBLEED ANTER COMPLEX UNILAT,2704.00
UPMC McKeesport,NOSEBLEED ANTER SIMPLE UNILAT,713.00
UPMC McKeesport,NOSEBLEED POSTERIOR INITIAL,2985.00
UPMC McKeesport,NOSEBLEED POSTERIOR SUBSEQUENT,3155.00
UPMC McKeesport,NOVOLOG ASPART 5UNITS/ML INJ,2.00
UPMC McKeesport,NOVOVIRUS EIA STOOL,152.00
UPMC McKeesport,NOVOVIRUS RNA/RT-PCR,1091.00
UPMC McKeesport,NOZZLE INJECTOR CEMENT STRYKER,712.00
UPMC McKeesport,NPM1 GENE (NGS),71.00
UPMC McKeesport,NRAS GENE ANALYSIS P4739,1331.00
UPMC McKeesport,NTRAPX C FFR W/3D FUNCJL MAP,1225.00
UPMC McKeesport,NTSTY MODUL RAD TX DLVR CPLX,3788.00
UPMC McKeesport,NTSTY MODUL RAD TX DLVR SMPL,3296.00
UPMC McKeesport,NUEDEXTA 20MG/10MG CAP,38.00
UPMC McKeesport,NULOJIX (BELATACEPT) 1MG INJ,32.25
UPMC McKeesport,NUSHIELD 1.6CM,1331.00
UPMC McKeesport,NUSHIELD 2X3CM,2680.00
UPMC McKeesport,NUSHIELD 2X4CM,3202.00
UPMC McKeesport,NUSINERSEN 1MG/ML INJ,3313.00
UPMC McKeesport,NUT ASSEMBLY LOCK SOFDANGROU,779.00
UPMC McKeesport,NUT DC COUNTER RINGFIX SMAB,551.00
UPMC McKeesport,NUT EXT FIXATOR RRMEDICAL VARS,460.00
UPMC McKeesport,NUT LCKING SCREW SOFDANGROU,508.00
UPMC McKeesport,NUT LOCKING SCREW SPIN 8MM ZIM,850.00
UPMC McKeesport,NUT ON HEXAGONAL SOFDANGROU,621.00
UPMC McKeesport,NUT SS DEPUY,537.00
UPMC McKeesport,NYSTAT 100000U/GM 30GM POWD,45.25
UPMC McKeesport,NYSTATIN (TRIAMICIN) 15GM CRM,318.00
UPMC McKeesport,NYSTATIN 500000 UNITS/5ML SUSP,6.25
UPMC McKeesport,NYSTATIN CR/OINT 15GM TOP,12.00
UPMC McKeesport,NYSTATIN OINT 15GM TOP,74.25
UPMC McKeesport,NYSTATIN POWDER,20.75
UPMC McKeesport,NYSTATIN POWDER 15GM TOP,161.00
UPMC McKeesport,NYSTATIN TOPICAL POWDER 60GM,65.75
UPMC McKeesport,NYSTATIN/TRIAM OINT 15GM UNG,3.50
UPMC McKeesport,O2 SENSOR DRAEGMEDIC,811.00
UPMC McKeesport,OAK TREE ALLERGEN PNL 2515,73.75
UPMC McKeesport,OBETICHOLIC ACID 5MG TAB,705.00
UPMC McKeesport,OBINUTUZUMAB 10MG INJ,222.00
UPMC McKeesport,OBINUTUZUMAB 10MG/ML INJ,7467.00
UPMC McKeesport,OBINUTUZUMAB 25MG/ML INJ,22399.00
UPMC McKeesport,OBS BASE NON-TELEMETRY,766.00
UPMC McKeesport,OBS BASE TELEMETRY,766.00
UPMC McKeesport,OBS DIRECT ADMIT,153.00
UPMC McKeesport,OBS HRLY NON-TELEMETRY,105.00
UPMC McKeesport,OBS HRLY TELEMETRY,105.00
UPMC McKeesport,OBSTETRICS PANEL,170.00
UPMC McKeesport,OBSTETRICS PANEL W/HIV TESTING,170.00
UPMC McKeesport,OBTURATER SMINE,4728.00
UPMC McKeesport,OCCIPITAL NERVE BLOCK,1909.00
UPMC McKeesport,OCCUCOAT 1ML SYRINGE INJ,111.00
UPMC McKeesport,OCCULT BLOOD GASTRIC C,28.50
UPMC McKeesport,OCCULT BLOOD NON FECES,28.50
UPMC McKeesport,OCRELIZUMAB 1MG INJ,184.00
UPMC McKeesport,OCTOPUS EVOL TISSUE STABL MEDT,5744.00
UPMC McKeesport,OCTREOTIDE 100MCG/1ML INJ,174.00
UPMC McKeesport,OCTREOTIDE 30MG KIT INJ,16820.00
UPMC McKeesport,OCTREOTIDE 50 MCG/ML AMP INJ,87.50
UPMC McKeesport,OCTREOTIDE 500MCG/1ML INJ,869.00
UPMC McKeesport,OCTREOTIDE DEPOT 1MG,561.00
UPMC McKeesport,OCTREOTIDE LAR 10 MG KIT,5605.00
UPMC McKeesport,OCTREOTIDE LAR 20MG KIT INJ,11215.00
UPMC McKeesport,OCTREOTIDE NON-DEPOT 25MCG,43.50
UPMC McKeesport,OFFSET SOFDAN VARSZ,4454.00
UPMC McKeesport,OFLOXACIN 0.3% EYE DROPS 10ML,66.75
UPMC McKeesport,OFLOXACIN 0.3% OPH SOLN 5ML,68.75
UPMC McKeesport,OFLOXACIN EAR,27.50
UPMC McKeesport,OLANZAPINE,181.00
UPMC McKeesport,OLANZAPINE 10MG DISINT TAB,11.50
UPMC McKeesport,OLANZAPINE 10MG TAB,90.75
UPMC McKeesport,OLANZAPINE 15MG TAB,4.00
UPMC McKeesport,OLANZAPINE 1MG/ML 10ML INJ,141.00
UPMC McKeesport,OLANZAPINE 2.5 MG TAB,55.50
UPMC McKeesport,OLANZAPINE 20MG TABLET,1.25
UPMC McKeesport,OLANZAPINE 5MG DISINT TAB,82.50
UPMC McKeesport,OLANZAPINE 5MG TAB,73.75
UPMC McKeesport,OLANZAPINE 7.5MG TAB,90.00
UPMC McKeesport,OLARATUMAB 10MG INJ,160.00
UPMC McKeesport,OLARATUMAB 10MG/ML INJ,171.00
UPMC McKeesport,OLARATUMAB 500MG INJ,8517.00
UPMC McKeesport,OLIGOCLONAL BANDS - CSF,332.00
UPMC McKeesport,OLIGOCLONAL BANDS CSF PNL1810,332.00
UPMC McKeesport,OLIVE 1.8 400MM SMABONINNO,1011.00
UPMC McKeesport,OLMESARTAN 20MG TAB,20.00
UPMC McKeesport,OLMESARTAN 40MG TAB,20.00
UPMC McKeesport,OLMESARTAN 5MG TABLET,13.00
UPMC McKeesport,OLODATER-TIOTRO 2.5-2.5MCG INH,214.00
UPMC McKeesport,OMALIZUMAB 150MG/ML 1ML INJ,4645.00
UPMC McKeesport,OMALIZUMAB 75MG/0.5ML INJ,2322.00
UPMC McKeesport,OMEGA-3 ACID ETHYL EST 1000MG,6.00
UPMC McKeesport,ONC THYR DNA&MRNA 112 GENES,6182.00
UPMC McKeesport,ONCOLOGY MOUTHWASH,94.00
UPMC McKeesport,ONDANSETRON 1MG,52.50
UPMC McKeesport,ONDANSETRON 1MG/0.5ML PCI,52.50
UPMC McKeesport,ONDANSETRON 2MG/ML 2ML INJ,210.00
UPMC McKeesport,ONDANSETRON 4MG 2PK TAB,235.00
UPMC McKeesport,ONDANSETRON 4MG TAB,163.00
UPMC McKeesport,ONDANSETRON 8MG TABLET,312.00
UPMC McKeesport,ONDANSETRON ODT 4MG TAB,163.00
UPMC McKeesport,ONDANSETRON ORAL PER 1MG,48.50
UPMC McKeesport,ON-Q NERVE BLOCK INFUSION SET,1153.00
UPMC McKeesport,OPEN HEART,38762.00
UPMC McKeesport,OPEN HEART PACKS,1164.00
UPMC McKeesport,OPEN TX INTERPHALAG JT DISLOC,4162.00
UPMC McKeesport,OPIATES CONF,152.00
UPMC McKeesport,OPIATES UNCONJUGATED,443.00
UPMC McKeesport,OR CONSULT FROZ SEC ADD BLK,192.00
UPMC McKeesport,OR CONSULT FROZ SEC SGL SPEC,155.00
UPMC McKeesport,OR TIME P/MIN,101.00
UPMC McKeesport,ORAL TISSUE PROCESSING,100.00
UPMC McKeesport,ORBACTIV 400MG INJ,3513.00
UPMC McKeesport,ORBITS COMP MIN 4 VWS,497.00
UPMC McKeesport,ORGANIC ACID SINGLE QUANT,243.00
UPMC McKeesport,ORGANIC ACIDS FULL QN RNDM URN,428.00
UPMC McKeesport,ORGANIC ACIDS QL URINE,207.00
UPMC McKeesport,ORIGIN EXTRA VIEW BALLOON-OVAL,669.00
UPMC McKeesport,ORPHENADRINE CIT SA 100MG TAB,27.00
UPMC McKeesport,ORPHENADRINE CIT30MG/ML 2ML,134.00
UPMC McKeesport,ORTHC/PROSTC MGMT SBSQ P/15 MN,135.00
UPMC McKeesport,ORTHO AUTOTRANSFUSION ZIMMER,782.00
UPMC McKeesport,ORTHOBLAST PUTTY ISOORBIOL,4730.00
UPMC McKeesport,ORTHTC FIT TRNG P/15M INTL,191.00
UPMC McKeesport,OS MOD PROX TIBIAL BIOMET,23149.00
UPMC McKeesport,OSELTAMIVIR 30MG,34.00
UPMC McKeesport,OSELTAMIVIR 30MG/5ML ORAL SUSP,31.75
UPMC McKeesport,OSELTAMIVIR 75MG/12.5ML SUS,88.75
UPMC McKeesport,OSMITROL 20% 500ML INJ,201.00
UPMC McKeesport,OSMOLALITY,116.00
UPMC McKeesport,OSMOLALITY STOOL,314.00
UPMC McKeesport,OSMOLALITY URINE,141.00
UPMC McKeesport,OSS FEMUR DISTAL BIOMET,22974.00
UPMC McKeesport,OSS MOD FEMORAL PROX BIOMET,17824.00
UPMC McKeesport,OSS RESURFACING FEM BIOMET,21342.00
UPMC McKeesport,OSS SEG DIAPHYSEAL BIOMET VAR,17925.00
UPMC McKeesport,OSSEOUS SURV COMP/AX APP SK,837.00
UPMC McKeesport,OSSEOUS SURVEY INFANT,837.00
UPMC McKeesport,OSSEOUS SURVEY LIMITED/METS,837.00
UPMC McKeesport,OST CANC BONE SCREW #2030-6525,481.00
UPMC McKeesport,OSTEOTOMY WEDGE ARTHREX,5667.00
UPMC McKeesport,OT EVAL HIGH COMPLEX,485.00
UPMC McKeesport,OT EVAL LOW COMPLEX,485.00
UPMC McKeesport,OT EVAL MOD COMPLEX,485.00
UPMC McKeesport,OT RE-EVAL EST PLAN CARE,181.00
UPMC McKeesport,OTHER PERIPHERAL SINGLE,1096.00
UPMC McKeesport,OTHER SOURCE P3632,109.00
UPMC McKeesport,OTHER SOURCE P4015,109.00
UPMC McKeesport,OTHER SOURCE P4730,109.00
UPMC McKeesport,OTHER SOURCE P4855,109.00
UPMC McKeesport,OTHER SOURCE P4859,109.00
UPMC McKeesport,OTHER SOURCE P4946,109.00
UPMC McKeesport,OTHER THAN SPUN HEMATOC P0581,87.50
UPMC McKeesport,OTO-FLEX BUR MEDTR VARSZ,544.00
UPMC McKeesport,OTO-FLEX BUR MEDTRONIC,616.00
UPMC McKeesport,OTO-FLEX BUR MEDTRONIC VARS,745.00
UPMC McKeesport,OUTDATED AUTOLOGOUS RBC CHARGE,382.00
UPMC McKeesport,OUTRIGGER POST 11MM SYNTHES,575.00
UPMC McKeesport,OVA & PARASITE CONCTRN PNL2831,117.00
UPMC McKeesport,OVA AND PARASITES PNL 5271,117.00
UPMC McKeesport,OVERTUBE ESOPH ENDO USENDO,707.00
UPMC McKeesport,OVERTUBE GARD GSTRC FLX USENDO,690.00
UPMC McKeesport,OXACILLIN 1GM INJ,43.00
UPMC McKeesport,OXACILLIN 2GM INJ,85.25
UPMC McKeesport,OXALATE P7923,117.00
UPMC McKeesport,OXALATE-24HR URINE,117.00
UPMC McKeesport,OXALIPLAT AQ PF 0.5MG SDV 20ML,54.75
UPMC McKeesport,OXALIPLATIN 0.5MG,54.75
UPMC McKeesport,OXALIPLATIN 100MG VIAL,10974.00
UPMC McKeesport,OXALIPLATIN 50MG VIAL INJ,5487.00
UPMC McKeesport,OXAZEPAM 10MG CAP,4.00
UPMC McKeesport,OXAZEPAM 15MG CAP,4.50
UPMC McKeesport,OXAZEPAM PNL 1500,253.00
UPMC McKeesport,OXCARBAZEPINE,181.00
UPMC McKeesport,OXCARBAZEPINE 150MG TABLET,15.25
UPMC McKeesport,OXCARBAZEPINE 300MG TAB,21.50
UPMC McKeesport,OXCARBAZEPINE 300MG/5ML SUSP,11.25
UPMC McKeesport,OXYBUTININ CHLORIDE 5MG TAB,4.50
UPMC McKeesport,OXYBUTYNIN TRANSDERM PATCH TOP,152.00
UPMC McKeesport,OXYBUTYNIN XL 10MG TABLET,28.25
UPMC McKeesport,OXYBUTYNIN XL 5MG TAB,38.25
UPMC McKeesport,OXYCODONE,443.00
UPMC McKeesport,OXYCODONE 10MG TAB,16.75
UPMC McKeesport,OXYCODONE 40MG TAB,36.50
UPMC McKeesport,OXYCODONE 5MG TAB,4.25
UPMC McKeesport,OXYCODONE 5MG TABLET,4.50
UPMC McKeesport,OXYCODONE 5MG/5ML SOL,4.50
UPMC McKeesport,OXYCODONE CR 10MG TAB,18.00
UPMC McKeesport,OXYCODONE CR 15MG TAB,10.50
UPMC McKeesport,OXYCODONE CR 20MG TAB,31.50
UPMC McKeesport,OXYCODONE ER 13.5MG CAP,19.00
UPMC McKeesport,OXYCODONE ER 18MG CAP,23.25
UPMC McKeesport,OXYCODONE ER 27MG CAP,33.75
UPMC McKeesport,OXYCODONE ER 9MG CAP,13.00
UPMC McKeesport,OXYCODONE HCL/ACETAMINOPHN 2PK,3.75
UPMC McKeesport,OXYCODONE IMMED REL 10MG,1.00
UPMC McKeesport,OXYCODONE QL URINE,519.00
UPMC McKeesport,OXYGEN DAILY,58.00
UPMC McKeesport,OXYGENATOR TERUMMEDIC,1209.00
UPMC McKeesport,OXYMETAZOLINE HCL 15ML SPR,14.25
UPMC McKeesport,OXYMORPH HCL ER 10MG TAB,17.00
UPMC McKeesport,OXYMORPHONE ER 20MG,27.50
UPMC McKeesport,OXYMORPHONE ER 5MG,7.75
UPMC McKeesport,OXYSTEROLS,147.00
UPMC McKeesport,OXYTOCIN 10U/ML 1ML VIAL,7.25
UPMC McKeesport,OXYTOCIN 10UNITS/ML 10ML INJ,71.50
UPMC McKeesport,P53 GENE MUTATION LEUMETA,4585.00
UPMC McKeesport,PACEMAKER,3851.00
UPMC McKeesport,PACEMAKER ACD 5386 STJUDE,14443.00
