Standard Hospital Charge, Unit Price 
LAB-CULTURE SCREEN ACTINOMYCES, $166.00 
LAB-CULTURE SCREEN CAMPYLOBACT, $83.00 
LAB-CULTURE SCREEN NEISSERIA, $80.00 
LAB-CULTURE SCREEN STAPHYLOCOC, $93.00 
LAB-CULTURE SCREEN STREPTOCOCC, $64.00 
LAB-CULTURE SCREEN TRICHOMONAS, $74.00 
LAB-CULTURE STERILE, $131.00 
LAB-CULTURE STOOL, $160.00 
LAB-CULTURE TYPING NUC ACID, $503.00 
LAB-CULTURE URINE, $37.00 
LAB-CULTURE URINE EA ISOLAT, $84.00 
LAB-CX26, $890.00 
LAB-CX30DS, $339.00 
LAB-CYCLIC CITRULLINATD PEP, $64.00 
LAB-CYCLOSPORINE, $214.00 
LAB-CYSTAL EXAM, $85.00 
LAB-CYSTATIN C, $103.00 
LAB-CYSTINE URINE, $272.00 
LAB-CYTOGENOMIC MICROARRAY MELANOMA," $1,230.00 "
LAB-CYTOGENOMIC MICROARRAY NEOPLASIA," $2,854.00 "
LAB-CYTOLOGY CONCENTRATION, $74.00 
LAB-CYTOLOGY SMEAR, $122.00 
LAB-CYTOLOGY THINPREP, $180.00 
LAB-D-DIMER ADVANCED, $120.00 
LAB-DESIPRAMINE, $92.00 
LAB-DHEA FREE, $197.00 
LAB-DHEA SULFATE, $197.00 
LAB-DIGOXIN, $129.00 
"LAB-DIRECT HUMAN GLOBULIN MONO, EACH", $117.00 
"LAB-DIRECT HUMAN GLOBULIN POLY, EACH", $65.00 
LAB-DNA/RNA BORDETELLA, $432.00 
LAB-DNA/RNA C TRACHOMATIS, $135.00 
LAB-DNA/RNA CMV QUANT, $288.00 
LAB-DNA/RNA EBV QUANT, $559.00 
LAB-DNA/RNA ENTEROVIRUS, $326.00 
LAB-DNA/RNA GI PATHOGEN PANEL, $976.00 
LAB-DNA/RNA HBV QUANT, $302.00 
LAB-DNA/RNA HCV GENOTYPE, $680.00 
LAB-DNA/RNA HCV QUANT, $426.00 
LAB-DNA/RNA HIV-1 QUANT, $510.00 
LAB-DNA/RNA HPV, $184.00 
LAB-DNA/RNA HSV 1 QUAL, $109.00 
LAB-DNA/RNA HSV 2 QUAL, $109.00 
LAB-DNA/RNA HSV CSF, $419.00 
LAB-DNA/RNA INFLUENZA A/B, $351.00 
LAB-DNA/RNA INFLUENZA A/B POC, $324.00 
LAB-DNA/RNA LEGIONELLA PNEUMOPHILA, $134.00 
LAB-DNA/RNA LEGIONELLA SPECIES, $134.00 
LAB-DNA/RNA MYCOPLASMA GENITALIUM, $132.00 
LAB-DNA/RNA NEISSERIA, $135.00 
LAB-DNA/RNA PNEUMOCYSTIS, $289.00 
LAB-DNA/RNA RSV, $254.00 
LAB-DNA/RNA RSV, $351.00 
LAB-DNA/RNA TRICHOMONAS, $135.00 
LAB-DNA/RNA VZV QUAL, $254.00 
LAB-DRUG SCREEN PRELIM UR PNL POC, $97.00 
LAB-DRUG SCREEN PRELIMINARY URINE PANEL, $196.00 
LAB-DRUG SCREEN SERUM, $159.00 
LAB-DRUG SCRN DRUG CLASS LIST A, $190.00 
LAB-DRUG SCRN MISC SUBSTANC, $155.00 
LAB-DRVVT, $183.00 
LAB-DS-DNA AB ELISA, $148.00 
LAB-DS-DNA AB SCRN IFA, $177.00 
LAB-DS-DNA AB TITER IFA, $213.00 
LAB-EBV EARLY ANTIGEN IGG, $133.00 
LAB-EBV NUCLEAR ANTIGEN IGG, $133.00 
LAB-EBV VIRAL CAPSID AG IGG, $148.00 
LAB-EBV VIRAL CAPSID AG IGM, $179.00 
LAB-ELECTROLYTE PANEL, $94.00 
LAB-ELECTROLYTES SATELLITE-IST, $94.00 
LAB-ELECTRON MICRO DIAG," $1,654.00 "
LAB-ELECTRON MICROSCOPE-THI," $1,171.00 "
LAB-ENDOMYSIAL AB IGA SCRN, $135.00 
LAB-ENDOMYSIAL AB IGA TITER, $122.00 
LAB-ENZYME HISTOCHEMISTRY, $541.00 
LAB-EOSINOPHIL URINE, $72.00 
LAB-ERYTHROPOIETIN, $107.00 
LAB-ESTRADIOL SERUM, $212.00 
LAB-ESTRADIOL SERUM (REPRO/ENDO), $204.00 
LAB-ETHANOL QUANT SERUM, $101.00 
LAB-ETHANOL QUANT URINE, $100.00 
LAB-ETHOSUXIMIDE, $124.00 
LAB-ETHYL GLUCURONIDE URINE, $190.00 
LAB-EVEROLIMUS, $158.00 
LAB-EWSR1 (22Q12) REARR FISH MULTIPLEX, $817.00 
LAB-EWSR1/ERG TRANSLOCATION PCR, $350.00 
LAB-EWSR1/FLI1 TRANSLOCATION PCR, $350.00 
LAB-EXTEND DIAG PROSTATE BIOPSY, $323.00 
LAB-EXTENDED CULTURE OF OOCYTES, $705.00 
LAB-EXTENDED DIAGNOSTIC EXA, $220.00 
LAB-EXTRACT NUC AG CENTROME, $69.00 
LAB-EXTRACT NUC AG JO1, $69.00 
LAB-EXTRACT NUC AG LA (SSB), $66.00 
LAB-EXTRACT NUC AG RNP, $65.00 
LAB-EXTRACT NUC AG RO (SSA), $57.00 
LAB-EXTRACT NUC AG SCL70, $69.00 
LAB-EXTRACT NUC AG SMITH, $60.00 
LAB-FACTOR II, $229.00 
LAB-FACTOR INHIBITOR ASSAY, $310.00 
LAB-FACTOR IX, $258.00 
LAB-FACTOR IX CHROMOGENIC, $264.00 
LAB-FACTOR V, $262.00 
LAB-FACTOR VII, $325.00 
LAB-FACTOR VIII, $280.00 
LAB-FACTOR VIII CHROMOGENIC, $599.00 
LAB-FACTOR VIII OR IX INHIB, $216.00 
LAB-FACTOR X, $332.00 
LAB-FACTOR X CHROMOGENIC, $332.00 
LAB-FACTOR XI, $316.00 
LAB-FACTOR XII, $346.00 
LAB-FACTOR XIII, $197.00 
LAB-FAT FECES QUAL, $74.00 
LAB-FECAL LEUKOCYTE SMEAR, $67.00 
LAB-FENTANYL QUANT URINE, $116.00 
LAB-FERN TEST-MEMBRANES, $57.00 
LAB-FERRITIN, $122.00 
LAB-FETAL FIBRONECTIN, $369.00 
LAB-FETAL HEMOGLOBIN, $161.00 
LAB-FIBRINOGEN ACTIVITY, $82.00 
LAB-FIBRINOGEN ANTIGEN, $145.00 
LAB-FINE NEEDLE ASP;W/IMAGING GUIDANCE, $715.00 
LAB-FLOW ADDITIONAL MARKER, $86.00 
LAB-FLOW PNH RBC, $294.00 
LAB-FLOW PNH WBC, $367.00 
LAB-FLT3 MUTATION ITD AND TKD VARIANTS, $972.00 
LAB-FLT3 MUTATION ITD VARIANTS, $486.00 
LAB-FLT3 MUTATION TKD VARIANTS, $486.00 
LAB-FLUID COUNT & DIFFERENT, $187.00 
LAB-FMH SCREEN ROSETTE, $87.00 
LAB-FNA EVAL EACH ADDL EVAL SAME SITE, $135.00 
LAB-FNA EVAL FIRST EVAL EACH SITE, $392.00 
LAB-FOLIC ACID, $108.00 
LAB-FOXO1/PAX3 TRANSLOCATION PCR, $350.00 
LAB-FOXO1/PAX7 TRANSLOCATION PCR, $350.00 
LAB-FREE LIGHT CHAIN KAPPA, $130.00 
LAB-FREE LIGHT CHAIN LAMBDA, $130.00 
LAB-FROZEN SECTION ADDITIONAL BLOOD, $92.00 
LAB-FROZEN SECTION FIRST BL, $218.00 
LAB-FRUCTOSAMINE, $84.00 
LAB-FRXFA," $1,081.00 "
LAB-FSH, $174.00 
LAB-FUNGUS SMEAR, $62.00 
LAB-G6PD RBC QUAL SCREEN, $132.00 
LAB-GAA GENE SEQUENCING," $1,236.00 "
LAB-GAMMA GLUTAMYL TRANSPEP, $83.00 
LAB-GASTRIN BY RIA, $151.00 
LAB-GENERAL HEALTH PANEL, $359.00 
LAB-GENTAMICIN ASSAY, $179.00 
LAB-GIARDIA AG FECES, $85.00 
LAB-GIARDIA ANTIGEN EIA, $108.00 
LAB-GLIADIN IGA AB, $86.00 
LAB-GLIADIN IGG AB, $86.00 
LAB-GLOM BASEMENT MEM AB SC, $210.00 
LAB-GLOM BASEMENT MEM AB TI, $153.00 
LAB-GLUCOSE  BLOOD, $41.00 
LAB-GLUCOSE  BLOOD POC, $40.00 
LAB-GLUCOSE  CSF, $62.00 
LAB-GLUCOSE BLD GAS POC, $40.00 
LAB-GLUCOSE BLOOD, $36.00 
LAB-GLUCOSE BLOOD MONITOR DEVICE, $39.00 
LAB-GLUCOSE BLOOD REAGENT STRIP, $31.00 
LAB-GLUCOSE FLUID, $51.00 
LAB-GLUCOSE POSTPRANDIAL, $48.00 
"LAB-GLUCOSE TOLERANCE, 3 HR 3 SPECIMENS", $169.00 
LAB-GLUCOSE URINE, $60.00 
LAB-GRAM STAIN, $67.00 
LAB-GRAM STAIN SPUTUM, $67.00 
LAB-GROSS MICROSCOPIC ID, $169.00 
LAB-GROSS SURGICAL EXAM, $72.00 
LAB-H PYLORI AG, $206.00 
LAB-H PYLORI IGG, $107.00 
LAB-HAPTOGLOBIN SERUM, $120.00 
LAB-HCG BETA, $149.00 
LAB-HCG BETA (REPRO/ENDO), $199.00 
LAB-HCG BETA QUAL URINE, $81.00 
LAB-HELIBACTPYLORI; BREATH, $140.00 
LAB-HEMATOCRIT, $41.00 
LAB-HEMOCRIT BLD GAS POC, $38.00 
LAB-HEMOGLOBIN  PLASMA, $87.00 
LAB-HEMOGLOBIN A1C, $93.00 
LAB-HEMOGLOBIN A1C POC, $93.00 
LAB-HEMOGLOBIN BLD GAS POC, $54.00 
LAB-HEMOGLOBIN FRACTIONATIO, $118.00 
LAB-HEMOGLOBIN FRACTIONATION, $121.00 
LAB-HEMOGLOBIN GLYCOSYLATED, $89.00 
LAB-HEMOGLOBIN POC, $67.00 
LAB-HEMPATH STAIN GROUP II, $123.00 
LAB-HEMPATH STAIN GROUP III (ENZYME), $541.00 
LAB-HEP B CORE IGG IGM, $117.00 
LAB-HEPARIN ANTIBODY ASSAY, $384.00 
LAB-HEPATIC FUNCTION PANEL, $114.00 
LAB-HEPATITIS A AB IGG IGM, $107.00 
LAB-HEPATITIS A AB IGM, $126.00 
LAB-HEPATITIS B CORE IGM, $138.00 
LAB-HEPATITIS B SURF AB, $120.00 
LAB-HEPATITIS B SURF AG, $128.00 
LAB-HEPATITIS BE ANTIBODY, $138.00 
LAB-HEPATITIS BE ANTIGEN, $138.00 
LAB-HEPATITIS C AB, $180.00 
LAB-HEPATITIS PANEL ACUTE, $508.00 
LAB-HER2 FISH MULTIPLEX," $1,297.00 "
LAB-HEXAGONAL PHOSPHOLIP NE, $160.00 
LAB-HI DENSITY LIPOPROTEIN, $104.00 
LAB-HISTOCHEM STAIN FROZEN, $244.00 
LAB-HIV ANTIGEN ANTIBODY COMBO, $91.00 
LAB-HIV1 RAPID, $155.00 
LAB-HLA ANTIBODY SCREENING CLASS I, $943.00 
LAB-HLA ANTIBODY SCREENING CLASS I & II, $951.00 
LAB-HLA ANTIBODY SCREENING CLASS II, $917.00 
LAB-HLA ANTIBODY SPECIFICITY CLASS I," $1,495.00 "
LAB-HLA ANTIBODY SPECIFICITY CLASS II," $1,447.00 "
LAB-HLA CLASS I & II CONFIRMATORY, $462.00 
LAB-HLA CLASS I HIGH RES," $2,263.00 "
LAB-HLA CLASS I LOW RES, $467.00 
LAB-HLA CLASS I ONE LOCUS HIGH RES," $1,045.00 "
LAB-HLA CLASS I ONE LOCUS LOW RES, $238.00 
LAB-HLA CLASS II HIGH RES, $881.00 
LAB-HLA CLASS II LOW RES," $1,133.00 "
LAB-HLA CLASS II ONE LOCUS HIGH RES," $1,772.00 "
LAB-HLA CLASS II ONE LOCUS LOW RES, $252.00 
LAB-HLA CROSSMATCH ENDOTHELIAL PRECURSOR 1ST," $4,546.00 "
LAB-HLA CROSSMATCH FLOW 1ST," $1,014.00 "
LAB-HLA-CLASS II LOW RES, $926.00 
LAB-HOMOCYSTEINE, $120.00 
LAB-HOMOVANILLIC ACID (HVA), $183.00 
LAB-HSV 1 IGG AB, $151.00 
LAB-HSV 2 IGG AB, $151.00 
LAB-HUMAN GROWTH HORMONE IN, $190.00 
LAB-IDH1 AND IDH2 MUTATIONS," $1,306.00 "
LAB-IDH1 MUTATION, $503.00 
LAB-IDH1 MUTATION, $672.00 
LAB-IDH2 MUTATION, $672.00 
LAB-IDH2 MUTATION, $503.00 
LAB-IGF 1 (SOMATOMEDIN), $328.00 
LAB-IGG EACH ANTIBODY TITER, $138.00 
LAB-IGH/BCL2 TRANSLOC FISH MULTIPLEX, $817.00 
LAB-IGH/BCL2 TRANSLOCATION PCR, $949.00 
LAB-IGM EACH ANTIBODY TITER, $130.00 
LAB-IMIPRAMINE & DESIPRAMINE, $92.00 
LAB-IMMUNOFIXATION SERUM, $241.00 
LAB-IMMUNOFLUORESCENCE 1ST AB, $544.00 
LAB-IMMUNOFLUORESCENCE EA ADDL AB, $544.00 
LAB-IMMUNOGLOBULIN A, $103.00 
LAB-IMMUNOGLOBULIN E, $172.00 
LAB-IMMUNOGLOBULIN G, $103.00 
LAB-IMMUNOGLOBULIN M, $98.00 
LAB-IMMUNOGLOBULIN SUBCLASS EACH, $229.00 
LAB-IMMUNOHISTOCHEM 1ST AB PER SLIDE, $230.00 
LAB-IMMUNOHISTOCHEM 1ST AB PER SPECIMEN, $230.00 
LAB-IMMUNOHISTOCHEM EACH ADDTL AB PER SPECIMEN, $224.00 
LAB-IMMUNOHISTOCHEM MULTIPLEX AB, $216.00 
LAB-IMMUNOPHENOTYPIC MAST C, $305.00 
LAB-IMMUNOPHENOTYPIC PLSMA, $305.00 
LAB-IMMUNOPHENOTYPIC T-CELL, $216.00 
LAB-IMMUNOPHONOTYPIC LEUK, $294.00 
LAB-IN SITU HYBRIDIZATION EA ADDL, $187.00 
LAB-INFECT.MONONUCLEOSIS, $87.00 
LAB-INFECTIOUS MONO SCREEN POC, $57.00 
LAB-INSEMINATION OOCYTES, $731.00 
LAB-INSULIN, $122.00 
LAB-IONIZED CA(WHOLE BLOOD), $93.00 
LAB-IRON, $57.00 
LAB-IRON BINDING CAP, $69.00 
LAB-ISOHEMAGGLUTININ SCREEN, $71.00 
LAB-ISTAT PNL CALCIUM IONIZED POC, $22.00 
LAB-ISTAT PNL CHLORIDE POC, $10.00 
LAB-ISTAT PNL CREATININE POC, $10.00 
LAB-ISTAT PNL GLUCOSE POC, $10.00 
LAB-ISTAT PNL HEMATOCRIT POC, $10.00 
LAB-ISTAT PNL POTASSIUM POC, $10.00 
LAB-ISTAT PNL SODIUM POC, $10.00 
LAB-ISTAT PNL UREA NITROGEN POC, $10.00 
LAB-KIT D816V MUTATION," $1,026.00 "
"LAB-KIT MUTATION AML EXONS 8, 17"," $1,365.00 "
"LAB-KIT MUTATION EXONS 9, 11, 13, 17"," $1,637.00 "
"LAB-KIT MUTATION MELANOMA EXONS 11, 13, 17"," $1,637.00 "
LAB-KOH TISSUE EXAM  FUNGI, $50.00 
LAB-KRAS EXON 2 AND ADDL VARIANTS," $1,442.00 "
LAB-KRAS MUTATION ADDL VARIANTS, $771.00 
LAB-KRAS MUTATION EXON 2, $771.00 
LAB-LACTIC ACID, $119.00 
LAB-LACTIC ACID, $109.00 
LAB-LACTIC ACID (RESP), $109.00 
LAB-LACTIC ACID BLD GAS POC, $119.00 
LAB-LACTIC DEHYDROGENASE, $69.00 
LAB-LAMOTRIGINE, $127.00 
LAB-LDL CHOLESTEROL  DIRECT, $66.00 
LAB-LEGIONELLA AG URINE, $181.00 
LAB-LIDOCAINE LEVEL, $165.00 
LAB-LIPASE, $82.00 
LAB-LIPID PANEL, $120.00 
LAB-LIPOPROTEIN (A), $215.00 
LAB-LITHIUM PLASMA, $94.00 
LAB-LIVER/KIDNEY MICROSOMAL, $128.00 
LAB-LUTEINIZING HORMONE, $149.00 
LAB-MACRO EXAM ARTHROPOD, $76.00 
LAB-MACRO EXAM PARASITE, $48.00 
LAB-MAGNESIUM, $64.00 
LAB-MALARIA ANTIGEN, $186.00 
LAB-MALARIA/PARASITE FILM, $112.00 
LAB-MALT1 (18Q21) REARR FISH MULTIPLEX, $817.00 
LAB-MASS SPECTROMETRY OROTIC ACID, $413.00 
LAB-MDM2 FISH MULTIPLEX," $1,307.00 "
LAB-MECD," $2,323.00 "
LAB-MECS," $1,420.00 "
LAB-MELANOMA FISH MULTIPLEX EA," $1,230.00 "
LAB-MET (7Q31) FISH MULTIPLEX," $2,909.00 "
LAB-METABOLIC PANEL BASIC POC, $118.00 
LAB-METABOLIC PANEL COMP POC, $118.00 
LAB-METABOLIC PANEL COMPREHENSIVE, $165.00 
LAB-METANEPHRINES FRAC URINE, $158.00 
LAB-METHADONE EDDP SCREEN URINE, $196.00 
LAB-METHOTREXATE ASSAY, $206.00 
LAB-METHYLMALONIC ACID, $55.00 
LAB-MGMT PROMOTER METHYLATION," $1,030.00 "
LAB-MICROALBUMIN  URINE, $107.00 
LAB-MICROALBUMIN  URINE (POC), $103.00 
LAB-MICRODISSECTION MANUAL, $51.00 
"LAB-MIIBOC BRCA1 & BRCA2,"," $1,990.00 "
LAB-MLH1 DEL/DUP, $249.00 
LAB-MLH1 PROMOTER METHYLATION," $1,306.00 "
LAB-MLH1 PROMOTER METHYLATION GERMLINE, $977.00 
LAB-MLH1 SEQ, $249.00 
LAB-MONOMUCLEAR CELL AG QUANT NOS EACH, $77.00 
LAB-MORPH IMHIST COMPUTER ASSIST, $380.00 
LAB-MORPH IMHIST MANUAL, $351.00 
LAB-MORPHOMETRIC MUSCLE, $402.00 
LAB-MSH2 DEL/DUP, $249.00 
LAB-MSH2 SEQ, $249.00 
LAB-MSH6 DEL/DUP, $249.00 
LAB-MSH6 SEQ, $249.00 
LAB-MULTIPLE MYELOMA FISH PROBE EA, $61.00 
LAB-MULTIPLE MYELOMA IN SITU HYBRID EA, $169.00 
LAB-MULTIPROBE FISH FOR MELANOMA, $791.00 
LAB-MUMPS IGG AB, $126.00 
LAB-MYC (8Q24) REARR FISH MULTIPLEX, $817.00 
LAB-MYCOPHENOLIC ACID, $111.00 
LAB-MYD88 (L265P) MUTATION BY PCR, $835.00 
LAB-MYELOPEROXIDASE AB, $123.00 
LAB-MYOGLOBIN ASSAY, $179.00 
LAB-NATURAL KILLER CELLS TO, $168.00 
LAB-NERVE TEASING PREPARATIONS, $664.00 
LAB-NEUTRO CYTOPLAS AB SCRE, $210.00 
LAB-NEUTRO CYTOPLAS AB TITE, $292.00 
LAB-NF1 GENE SEQUENCING," $2,208.00 "
LAB-NITRAZINE, $65.00 
LAB-NOONAN SYND NSST1," $2,647.00 "
LAB-NOONAN SYND NSST2," $2,223.00 "
LAB-NOONAN SYND NSST3," $4,235.00 "
LAB-NORTRIPTYLINE, $92.00 
LAB-NRAS MUTATION," $1,431.00 "
LAB-NSCLC MUTATION PANEL COMPREHENSIVE," $1,545.00 "
LAB-NUCLEATED RBC COUNT, $216.00 
LAB-O2 SATURATION POC, $92.00 
LAB-OBSTETRIC PANEL, $508.00 
LAB-OBSTETRIC PANEL W HIV, $598.00 
LAB-ONCOSEQUENCE," $5,665.00 "
LAB-OOCYTE ID FOLLICULAR FL, $531.00 
LAB-OPIATE GCMS QUAL, $164.00 
LAB-OPIATE SCREEN UR, $196.00 
LAB-ORGANISM ID, $97.00 
LAB-ORGANISM ID AEROBE, $79.00 
LAB-OSMOLALITY BLOOD, $107.00 
LAB-OSMOLALITY URINE, $107.00 
LAB-OTCS," $1,884.00 "
LAB-OVA & PARASITE ASPIRATE, $113.00 
LAB-OVA & PARASITE STOOL, $123.00 
LAB-OVA & PARASITE URINE, $72.00 
LAB-OVARIAN CANCER (HBOC) COMP GERMLINE NGS," $1,990.00 "
LAB-OXALATE URINE, $135.00 
LAB-OXCARBAZEPINE, $142.00 
LAB-OXYCODONE SCREEN UR, $190.00 
LAB-P02 PC02 &PH, $209.00 
LAB-PAI1, $668.00 
LAB-PAP TEST SCRN THN PREP, $128.00 
LAB-PARATHYROID HORMONE, $318.00 
LAB-PARTIAL THROMBOPLASTIN, $64.00 
LAB-PCA3, $698.00 
LAB-PDGFRA MUTATION FOR GIST," $1,365.00 "
LAB-PENTOBARBITAL, $158.00 
LAB-PH BODY FLUID NOC, $65.00 
LAB-PH FECES, $73.00 
LAB-PH FLUID/URINE, $71.00 
LAB-PHENCYCLIDINE SCREEN UR, $190.00 
LAB-PHENOBARBITAL QUANT BLOOD, $164.00 
LAB-PHENYTOIN FREE, $147.00 
LAB-PH-NG FLUID, $72.00 
LAB-PHNYTOIN (DILANTIN), $165.00 
LAB-PHOSPHORUS, $49.00 
LAB-PHOSPHORUS URINE, $53.00 
LAB-PINWORM EXAM, $113.00 
LAB-PLASMA AMINO ACID  PAA, $517.00 
LAB-PLASMINOGEN ACTIVITY, $447.00 
LAB-PLATELET AGGREGATION, $380.00 
LAB-PLATELET COUNT, $55.00 
LAB-PLATELET FUNCT ASPIRIN, $207.00 
LAB-PLATELET FUNCTION P2Y12, $249.00 
LAB-PMS2 DEL/DUP, $249.00 
LAB-PMS2 SEQ, $249.00 
"LAB-POC-BLOOD  GASES (PH, PCO2, PO2,HCO3)", $12.00 
LAB-POC-CALCIUM, $12.00 
LAB-POC-CHLORIDE LEVEL, $12.00 
LAB-POC-GLUCOSE, $12.00 
LAB-POC-GLUCOSE, $12.00 
LAB-POC-HCT, $14.00 
LAB-POC-HCT, $12.00 
LAB-POC-LACTATE, $12.00 
LAB-POC-POTASSIUM, $14.00 
LAB-POC-POTASSIUM, $12.00 
LAB-POC-SODIUM, $12.00 
LAB-POC-SODIUM, $14.00 
LAB-POC-UREA NITROGEN (BUN), $12.00 
LAB-PORPHOBILINOGEN UR QL, $108.00 
LAB-POTASSIUM  SER/PLASMA/B, $45.00 
LAB-POTASSIUM BLD GAS POC, $45.00 
LAB-POTASSIUM FLUID, $45.00 
LAB-POTASSIUM SER/PL/BLD, $45.00 
LAB-POTASSIUM URINE, $60.00 
"LAB-POTASSIUM; SERUM, PLASMA, OR WHOLE BLOOD", $45.00 
LAB-PREALBUMIN  SERUM, $158.00 
LAB-PREGNANCY TEST, $54.00 
LAB-PREGNANCY TEST URINE, $54.00 
"LAB-PREGNANCY TEST, ER", $54.00 
"LAB-PREGNANCY TEST, RADIOLOGIC", $54.00 
LAB-PREP EMBRYO FOR TRANSFER, $658.00 
LAB-PRIMARY DIAGNOSIS EXAM, $190.00 
LAB-PRIMIDONE, $126.00 
LAB-PROCALCITONIN, $236.00 
LAB-PROGESTERONE, $213.00 
LAB-PROGESTERONE (REPRO/ENDO), $199.00 
LAB-PROLACTIN (HPRL), $204.00 
LAB-PROSTATE SPECIFIC AG, $135.00 
LAB-PROSTATE SPECIFIC AG SC, $135.00 
LAB-PROTEIN  CSF, $69.00 
LAB-PROTEIN C ACTIVITY, $208.00 
LAB-PROTEIN C ANTIGEN, $241.00 
LAB-PROTEIN ELECTROPH SERUM, $138.00 
LAB-PROTEIN ELECTROPH URINE, $159.00 
LAB-PROTEIN FLUID, $40.00 
LAB-PROTEIN QUANT URINE, $58.00 
LAB-PROTEIN S ACTIVITY, $124.00 
LAB-PROTEIN S ANTIGEN FREE, $238.00 
LAB-PROTEIN TOT SER/PL/BLD, $59.00 
LAB-PROTEIN URINE, $58.00 
LAB-PROTEINASE 3 AB, $123.00 
LAB-PROTHOMBIN TIME POC, $51.00 
LAB-PROTHROMBIN TIME, $50.00 
LAB-PROTHROMBIN TIME ER, $50.00 
LAB-PTED," $2,323.00 "
LAB-PTEN," $1,621.00 "
LAB-PTEN FAMILIA, $602.00 
LAB-PWSMP, $987.00 
LAB-PYRUVATE, $132.00 
LAB-QUALITATIVE BLOOD COUNT, $77.00 
LAB-RBC MORPHOLOGY, $55.00 
LAB-REDUCING SUBSTANCE, $42.00 
LAB-REFER CONSULT.W/O PREP., $51.00 
LAB-REFER CONSULT.W/PREP., $271.00 
LAB-RENAL FUNCTION PANEL, $152.00 
LAB-RENIN (ANGIOTENSIN), $180.00 
LAB-RENIN (DIRECT PLASMA MASS), $100.00 
LAB-REPTILASE TEST, $114.00 
LAB-RESP PNL B PERTUSSIS, $175.00 
LAB-RESP PNL CHLAM PNUEMONIAE, $193.00 
LAB-RESP PNL VIRUSES, $180.00 
LAB-RESP VIRUSES PCR, $471.00 
LAB-RET (10Q11) REARR FISH MULTIPLEX," $1,365.00 "
LAB-RETICULOCYTE COUNT AUTO, $66.00 
LAB-RHEUMATOID FACTOR QUANT, $87.00 
LAB-ROS1 (6Q22) REARR FISH MULTIPLEX," $1,365.00 "
LAB-ROTEM ANALYSIS PER DAY," $2,154.00 "
LAB-RPR QUAL SERUM, $62.00 
LAB-RPR QUANT SERUM, $84.00 
LAB-RQPCR, $742.00 
LAB-RSS SYNDROME ANALYSIS, $721.00 
LAB-RUBELLA IGG AB, $69.00 
LAB-RUBEOLA IGG AB, $126.00 
LAB-RUT BACTERIAL CULTURE A, $67.00 
LAB-SALICYLATE DETERM, $101.00 
LAB-SCREEN FECAL OCCULT BLO, $39.00 
LAB-SEDIMENTATION RATE, $57.00 
LAB-SEDIMENTATION RATE AUTOMATED, $20.00 
LAB-SERPINE1 GENE SEQUENCING," $1,227.00 "
LAB-SEX HORMONE BINDING GLOBULIN, $46.00 
LAB-SHIGA LIKE TOXIN ANTIGE, $104.00 
LAB-SICKLE CELL PREP, $57.00 
LAB-SIROLIMUS, $158.00 
LAB-SMA, $597.00 
LAB-SNPM1," $2,357.00 "
LAB-SODIUM (WHOLE BLOOD), $53.00 
LAB-SODIUM BLD GAS POC, $53.00 
LAB-SODIUM FLUID, $36.00 
LAB-SODIUM SER/PL/BLD, $53.00 
LAB-SODIUM URINE, $52.00 
LAB-SODIUM-SERUM/WH BLOOD, $53.00 
LAB-SOLID TUMOR NGS PANEL," $3,296.00 "
LAB-SPECIAL STAIN GRP I, $156.00 
LAB-SPECIAL STAIN GRP II, $125.00 
LAB-SPECIFIC GRAVITY, $39.00 
LAB-STREP A ER, $74.00 
LAB-STREP A IMMUNOASSAY, $69.00 
LAB-STREP A POC, $74.00 
LAB-STREPTOCOCCUS GROUP A, $170.00 
LAB-STREPTOZYME, $127.00 
LAB-SURGICAL CONSULT W/ FROZEN SECTION, $218.00 
LAB-SWEAT COLLECTION IONTOPHOR, $258.00 
LAB-SYT SSX1 AND SSX2 TRANSLOCATIONS, $701.00 
LAB-SYT/SSX1 TRANSLOCATION PCR, $350.00 
LAB-SYT/SSX2 TRANSLOCATION PCR, $350.00 
LAB-T CELL CL (TRB GENE REARR)," $2,395.00 "
LAB-T CELLS CD4 AND CD8 CNT, $356.00 
LAB-T CELLS TOTAL COUNT, $183.00 
LAB-T2ERG," $1,440.00 "
LAB-T3  FREE, $108.00 
LAB-T3 TOTAL, $174.00 
LAB-T3 UPTAKE, $93.00 
LAB-T4 (THYROXINE)  FREE, $174.00 
LAB-T4 (THYROXINE) TOTAL, $97.00 
LAB-TACROLIMUS, $218.00 
LAB-TB GOLD QUANTIFERON, $203.00 
LAB-TB INTRADERMAL TEST, $39.00 
LAB-TERT PROMOTER MUTATION," $1,674.00 "
LAB-TESTOSTERONE, $261.00 
LAB-TESTOSTERONE LCMS, $109.00 
LAB-TFE3 REARR FISH MULTIPLEX," $1,827.00 "
LAB-TFEB REARR FISH MULTIPLEX," $1,827.00 "
LAB-THEOPHYLLINE QUANT BLOOD., $135.00 
LAB-THIOCYANATE, $161.00 
LAB-THROMBIN CLOTTING TIME, $66.00 
LAB-THYROGLOBULIN, $212.00 
LAB-THYROGLOBULIN ANTIBODY, $127.00 
LAB-THYROID PEROXIDASE AB, $78.00 
LAB-THYROID STIM HOR (TSH), $123.00 
LAB-TISSUE BIOPSY IMMUNOFLUORESCENT, $320.00 
LAB-TISSUE CULT AMNIOTIC, $796.00 
LAB-TISSUE CULT CMA LYMPHOC, $352.00 
LAB-TISSUE CULT LYMPHOCYTE, $682.00 
