Procedure Code,Procedure Name,Charge
027800095-05096,SCREW CANCELLOUS 16MM THREAD 6.5X35MM,$132.21 
027800095-05097,SCREW CANCELLOUS 16MM THREAD 6.5X40MM,$132.21 
027800095-05098,SCREW CANCELLOUS 16MM THREAD 6.5X45MM,$132.21 
027800095-05099,SCREW CANCELLOUS 16MM THREAD 6.5X50MM,$132.21 
027800095-05100,SCREW CANCELLOUS 16MM THREAD 6.5X55MM,$132.21 
027800095-05101,SCREW CANCELLOUS 16MM THREAD 6.5X60MM,$132.21 
027800095-05102,SCREW CANCELLOUS 16MM THREAD 6.5X65MM,$132.21 
027800095-05103,SCREW CANCELLOUS 16MM THREAD 6.5X70MM,$132.21 
027800095-05104,SCREW CANCELLOUS 16MM THREAD 6.5X75MM,$132.21 
027800095-05105,SCREW CANCELLOUS 16MM THREAD 6.5X80MM,$132.21 
027800095-05106,SCREW CANCELLOUS 32MM THREAD 6.5X45MM,$132.21 
027800095-05107,SCREW CANCELLOUS 32MM THREAD 6.5X50MM,$132.21 
027800095-05108,SCREW CANCELLOUS 32MM THREAD 6.5X55MM,$132.21 
027800095-05109,SCREW CANCELLOUS 32MM THREAD 6.5X60MM,$132.21 
027800095-05110,SCREW CANCELLOUS 32MM THREAD 6.5X65MM,$132.21 
027800095-05111,SCREW CANCELLOUS 32MM THREAD 6.5X70MM,$132.21 
027800095-05112,SCREW CANCELLOUS 32MM THREAD 6.5X75MM,$132.21 
027800095-05113,SCREW CANCELLOUS 32MM THREAD 6.5X80MM,$132.21 
027800095-05114,SCREW CANCELLOUS FT 6.5X60MM,$132.21 
027800095-05115,SCREW CANCELLOUS FULL THREAD 6.5X25MM,$132.21 
027800095-05116,SCREW CANCELLOUS FULL THREAD 6.5X30MM,$132.21 
027800095-05117,SCREW CANCELLOUS FULL THREAD 6.5X35MM,$132.21 
027800095-05118,SCREW CANCELLOUS FULL THREAD 6.5X40MM,$132.21 
027800095-05119,SCREW CANCELLOUS FULL THREAD 6.5X45MM,$132.21 
027800095-05120,SCREW CANCELLOUS FULL THREAD 6.5X50MM,$132.21 
027800095-05121,SCREW CANCELLOUS FULL THREAD 6.5X55MM,$132.21 
027800095-05122,SCREW CANCELLOUS FULL THREAD 6.5X60MM,$132.21 
027800095-05123,SCREW CANCELLOUS FULL THREAD 6.5X65MM,$132.21 
027800095-05124,SCREW CANCELLOUS FULL THREAD 6.5X70MM,$132.21 
027800095-05125,SCREW CANCELLOUS FULL THREAD 6.5X75MM,$132.21 
027800095-05126,SCREW CANCELLOUS FULL THREAD 6.5X80MM,$132.21 
027800095-05156,SCREW BN CRTCL P-L T20 3.5X70MM S-T,$134.01 
027800095-05157,SCREW BN CRTCL P-L T20 3.5X75MM S-T,$134.01 
027800095-05174,BLOCK SILASTIC RECTANGLE SZ 3 14.9X7.7X2.0CM,$135.00 
027800095-05261,SCREW BN FL THD T20 4X50MM LG/SM BN CANC,$137.70 
027800095-05262,SCREW BN PRTL THD T20 4X50MM CNCLS S-R,$137.70 
027800095-05263,SCREW CANCELLOUS P-L PRTL THRD T204X30MM,$137.70 
027800095-05264,SCREW CANCELLOUS P-L PRTL THRD T204X35MM,$137.70 
027800095-05276,SCREW CORTEX STARDRIVE SELF TAP 2.0X10MM,$138.11 
027800095-05277,SCREW CORTEX STARDRIVE SELF TAP 2.0X11MM,$138.11 
027800095-05278,SCREW CORTEX STARDRIVE SELF TAP 2.0X12MM,$138.11 
027800095-05279,SCREW CORTEX STARDRIVE SELF TAP 2.0X13MM,$138.11 
027800095-05280,SCREW CORTEX STARDRIVE SELF TAP 2.0X14MM,$138.11 
027800095-05281,SCREW CORTEX STARDRIVE SELF TAP 2.0X16MM,$138.11 
027800095-05282,SCREW CORTEX STARDRIVE SELF TAP 2.0X18MM,$138.11 
027800095-05283,SCREW CORTEX STARDRIVE SELF TAP 2.0X20MM,$138.11 
027800095-05284,SCREW CORTEX STARDRIVE SELF TAP 2.0X22MM,$138.11 
027800095-05285,SCREW CORTEX STARDRIVE SELF TAP 2.0X24MM,$138.11 
027800095-05286,SCREW CORTEX STARDRIVE SELF TAP 2.0X26MM,$138.11 
027800095-05287,SCREW CORTEX STARDRIVE SELF TAP 2.0X28MM,$138.11 
027800095-05288,SCREW CORTEX STARDRIVE SELF TAP 2.0X30MM,$138.11 
027800095-05289,SCREW CORTEX STARDRIVE SELF TAP 2.0X32MM,$138.11 
027800095-05290,SCREW CORTEX STARDRIVE SELF TAP 2.0X34MM,$138.11 
027800095-05291,SCREW CORTEX STARDRIVE SELF TAP 2.0X36MM,$138.11 
027800095-05292,SCREW CORTEX STARDRIVE SELF TAP 2.0X38MM,$138.11 
027800095-05293,SCREW CORTEX STARDRIVE SELF TAP 2.0X40MM,$138.11 
027800095-05294,SCREW CORTEX STARDRIVE SELF TAP 2.0X6.0MM,$138.11 
027800095-05295,SCREW CORTEX STARDRIVE SELF TAP 2.0X7.0MM,$138.11 
027800095-05296,SCREW CORTEX STARDRIVE SELF TAP 2.0X8.0MM,$138.11 
027800095-05297,SCREW CORTEX STARDRIVE SELF TAP 2.0X9.0MM,$138.11 
027800095-05366,WASHER STAINLESS STEEL,$141.75 
027800095-05391,SCREW BONE PERIARTICULAR CONDYLE CORTICAL LCP 110MM 4.5MM 8MM STAINLESS STEEL LARGE FRAGMENT SET SELF TAP HEXAGONAL SOCKET NONSTERILE,$142.38 
027800095-05392,SCREW CANCELLOUS 16MM THREAD 6.5X105MM,$142.38 
027800095-05393,SCREW CANCELLOUS 16MM THREAD 6.5X110MM,$142.38 
027800095-05394,SCREW CANCELLOUS 16MM THREAD 6.5X85MM,$142.38 
027800095-05395,SCREW CANCELLOUS 16MM THREAD 6.5X90MM,$142.38 
027800095-05396,SCREW CANCELLOUS 16MM THREAD 6.5X95MM,$142.38 
027800095-05397,SCREW CANCELLOUS 32MM THREAD 6.5X100MM,$142.38 
027800095-05398,SCREW CANCELLOUS 32MM THREAD 6.5X105MM,$142.38 
027800095-05399,SCREW CANCELLOUS 32MM THREAD 6.5X110MM,$142.38 
027800095-05400,SCREW CANCELLOUS 32MM THREAD 6.5X85MM,$142.38 
027800095-05401,SCREW CANCELLOUS 32MM THREAD 6.5X90MM,$142.38 
027800095-05402,SCREW CANCELLOUS 32MM THREAD 6.5X95MM,$142.38 
027800095-05403,SCREW CANCELLOUS FULL THREAD 6.5X100MM,$142.38 
027800095-05404,SCREW CANCELLOUS FULL THREAD 6.5X105MM,$142.38 
027800095-05405,SCREW CANCELLOUS FULL THREAD 6.5X110MM,$142.38 
027800095-05406,SCREW CANCELLOUS FULL THREAD 6.5X85MM,$142.38 
027800095-05407,SCREW CANCELLOUS FULL THREAD 6.5X90MM,$142.38 
027800095-05408,SCREW CANCELLOUS FULL THREAD 6.5X95MM,$142.38 
027800095-05409,SCREW CORTEX SELF TAP 4.5X76MM,$142.38 
027800095-05410,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X10MM,$142.38 
027800095-05411,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X12MM,$142.38 
027800095-05412,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X14MM,$142.38 
027800095-05413,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X16MM,$142.38 
027800095-05414,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X18MM,$142.38 
027800095-05415,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X20MM,$142.38 
027800095-05416,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X22MM,$142.38 
027800095-05417,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X24MM,$142.38 
027800095-05418,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X26MM,$142.38 
027800095-05419,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X28MM,$142.38 
027800095-05420,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X30MM,$142.38 
027800095-05421,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X32MM,$142.38 
027800095-05422,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X34MM,$142.38 
027800095-05423,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X36MM,$142.38 
027800095-05424,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X38MM SS,$142.38 
027800095-05425,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X40MM,$142.38 
027800095-05426,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X42MM,$142.38 
027800095-05427,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X44MM,$142.38 
027800095-05428,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X46MM,$142.38 
027800095-05429,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X48MM,$142.38 
027800095-05430,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X50MM,$142.38 
027800095-05431,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X55MM,$142.38 
027800095-05432,SCREW CORTEX STARDRIVE T8 SELF TAP 2.7X60MM,$142.38 
027800095-05433,SCREW CRTX 4.5X115MM S-T LRG HXGNL SCKT,$142.38 
027800095-05434,SCREW CRTX 4.5X120MM S-T LRG HXGNL SCKT,$142.38 
027800095-05443,SCREW BONE SPINE CERVICAL ANTERIOR 5MM 1.8MM BUTTRESS TITANIUM 304.983 SELF RETAINING LOCK EXPANSION HEAD NONSTERILE,$143.10 
027800095-05451,SCREW CANCELLOUS FULLY THREADED 6.5X85MM,$143.55 
027800095-05452,WASHER ORTHOPEDIC PROFYLE 1.7MM TITANIUM,$143.55 
027800095-05488,SCREW CORTICAL 3.5X26MM,$144.00 
027800095-05489,SCREW CORTICAL 3.5X30MM,$144.00 
027800095-05490,SCREW CORTICAL 3.5X32MM,$144.00 
027800095-05491,SCREW CORTICAL 3.5X34MM,$144.00 
027800095-05492,SCREW CORTICAL 3.5X44MM,$144.00 
027800095-05493,SCREW CORTICAL 3.5X90MM,$144.00 
027800095-05494,SCREW WRIST 26MM,$144.00 
027800095-05506,WASHER ORTHOPEDIC 7MM,$144.45 
027800095-05524,FIBER FORCE CO-BRAID STRAND #5 1X38IN,$145.40 
027800095-05559,SCREW FGS SELF TAPPING X-FIT 2X8MM 5/PK,$147.60 
027800095-05575,SCREW CORTICAL SOLID 4.5X38MM,$148.50 
027800095-05587,SCREW BN CORTEX LOPRO S/T HXDRV 3.5X60MM,$149.18 
027800095-05745,SCREW BN CANCLLS LOPRO 4X20MM,$157.50 
027800095-05746,SCREW BN CANCLLS LOPRO 4X32MM,$157.50 
027800095-05747,SCREW BN CORTCL LOPRO TM SS 3.5X10MM,$157.50 
027800095-05748,SCREW BN CORTCL S/D LOW PRF 3.5X55MM,$157.50 
027800095-05749,SCREW BN HXLB 4X48MM T15 ANKLE LW-PRFL,$157.50 
027800095-05750,SCREW BN HXLB FULL THRD 65X3.5MM ANKLE,$157.50 
027800095-05751,SCREW BN LONG THREAD 40X4MM,$157.50 
027800095-05752,SCREW BN LOPROF CORTICAL SS 3.5X75MM,$157.50 
027800095-05753,SCREW BN L-P FL THRD T15 4X50MM ANKLE,$157.50 
027800095-05754,SCREW BN L-P SHRT THRD 4X36MM ANKL FRCTR,$157.50 
027800095-05755,SCREW BN L-P SS FL THRD T10 3X22MM ANKLE,$157.50 
027800095-05756,SCREW BN LW-PRFL 35X4MM LNG THRD,$157.50 
027800095-05757,SCREW BN LW-PRFL 38X4MM LNG 1/3 LTH ANKL,$157.50 
027800095-05758,SCREW BN LW-PRFL 50X3.5MM FL THRD ANKLE,$157.50 
027800095-05759,SCREW BN SS LNG THRD 4 X 50 MM LW PRFL,$157.50 
027800095-05760,SCREW BN SS LONG THREAD 4MM 30MM L-P,$157.50 
027800095-05761,SCREW BONE 44MM 4MM LONG THREAD STAINLESS STEEL LOW PROFILE,$157.50 
027800095-05762,SCREW BONE ANKLE CORTICAL LOW PROFILE SCREWS 12MM 3.5MM T15 FULL THREAD HEXALOBE STAINLESS STEEL TIGHTROPE SYNDESMOSIS FIXATION SELF DRILL SOLID MODULAR,$157.50 
027800095-05763,SCREW BONE ANKLE CORTICAL LOW PROFILE SCREWS 14MM 3.5MM T15 FULL THREAD HEXALOBE STAINLESS STEEL TIGHTROPE SYNDESMOSIS FIXATION SELF DRILL SOLID MODULAR,$157.50 
027800095-05764,SCREW BONE ANKLE CORTICAL LOW PROFILE SCREWS 16MM 3.5MM T15 FULL THREAD HEXALOBE STAINLESS STEEL TIGHTROPE SYNDESMOSIS FIXATION SELF DRILL SOLID MODULAR,$157.50 
027800095-05765,SCREW BONE ANKLE CORTICAL LOW PROFILE SCREWS 18MM 3.5MM T15 FULL THREAD HEXALOBE STAINLESS STEEL TIGHTROPE SYNDESMOSIS FIXATION SELF DRILL SOLID MODULAR,$157.50 
027800095-05766,SCREW BONE CANNULATED LOW PRO 4X36MM,$157.50 
027800095-05767,SCREW BONE CANNULATED LOW PRO 4X40MM,$157.50 
027800095-05768,SCREW BONE CORTICAL LOW PROF 3.5X70MM,$157.50 
027800095-05769,SCREW BONE CORTICAL SS 3.5X28MM,$157.50 
027800095-05770,SCREW BONE CORTICAL SS 3.5X36MM,$157.50 
027800095-05771,SCREW BONE SHORT THREAD LOW PRO 4X46MM,$157.50 
027800095-05772,SCREW CANCELLOUS 4.0X12MM,$157.50 
027800095-05773,SCREW CANCELLOUS 4X14MM,$157.50 
027800095-05774,SCREW CANCLUS LO-PRO SS 4.0X16MM,$157.50 
027800095-05775,SCREW CANCLUS LOW PROFILE SS 4X48MM,$157.50 
027800095-05776,SCREW CANCLUS LOW PROFILE SS 4X55MM,$157.50 
027800095-05777,SCREW CANNULATED LONG LP SS 4X40MM,$157.50 
027800095-05778,SCREW CANNULATED THREAD LONG 4.0X30MM,$157.50 
027800095-05779,SCREW CANNULATED THREAD LONG 4.0X34MM,$157.50 
027800095-05780,SCREW CANNULATED THREAD PARTIAL 4.0X46MM,$157.50 
027800095-05781,SCREW CORTEX LO-PRO TM SS 3.5X30MM,$157.50 
027800095-05782,SCREW CORTEX LOW PROFILE TM SS 3.5X20MM,$157.50 
027800095-05783,SCREW CORTEX LOW PROFILE TM SS 3.5X26MM,$157.50 
027800095-05784,SCREW CORTICAL LO PRO TM SS 3.5X32MM,$157.50 
027800095-05785,SCREW CORTICAL LO PRO TM SS 3.5X34MM,$157.50 
027800095-05786,SCREW CORTICAL LO PRO TM SS 3.5X35MM,$157.50 
027800095-05787,SCREW CORTICAL LO PRO TM SS 3.5X40MM,$157.50 
027800095-05788,SCREW CORTICAL LO PRO TM SS 3.5X45MM,$157.50 
027800095-05789,SCREW CORTICAL LOW PROFILE SS 3.5X22MM,$157.50 
027800095-05790,SCREW CORTICAL LOWPRO TM SS 3.5X44MM,$157.50 
027800095-05791,SCREW CORTICAL LOWPRO TM SS 3.5X80MM,$157.50 
027800095-05792,SCREW CRTCL L-P FL THD 3.5X38MM T15 ANKL,$157.50 
027800095-05793,SCREW CRTCL L-P FL THD T15 3.5X24MM ANKL,$157.50 
027800095-05794,SCREW CRTL FL THD HXLB T15 3.5X60MM ANKL,$157.50 
027800095-05795,SCREW LONG THRD LOWPRO SS 4.0X36MM,$157.50 
027800095-05796,SCREW LW-PRFL FL THRD T15 4X24MM ANKLE,$157.50 
027800095-05838,SCREW CORTICAL 3.5X22MM,$158.63 
027800095-05839,SCREW CORTICAL 3.5X24MM,$158.63 
027800095-05840,SCREW CORTICAL 3.5X28MM,$158.63 
027800095-05841,SCREW: DEPUY 3.5MM CORTICAL 16MM,$158.63 
027800095-05842,SCREW: DEPUY 3.5MM CORTICAL 18MM,$158.63 
027800095-05845,SCREW HEAD KNEE SYS UNCOMP 33MM,$158.76 
027800095-05888,SCREW COMPRESSION 36MM,$161.01 
027800095-05974,EVOS 2.0X13MM CTS SCR T6 S-T,$162.50 
027800095-05975,SCREW BN CORTEX T6 SW/T 2X40MM,$162.50 
027800095-05976,SCREW BN EVOS 2X24MM T8 LNG BN DRVR,$162.50 
027800095-05977,SCREW BONE CORTEX EVOS MINI 10MM 2MM STAINLESS STEEL SELF TAP T6 DRIVER NONSTERILE,$162.50 
027800095-05978,SCREW BONE SMALL BONE LONG BONE CORTICAL EVOS 12MM 2MM 3MM T6 STAINLESS STEEL MINI PLATE SYSTEM SELF TAP NONSTERILE,$162.50 
027800095-05979,SCREW BONE SMALL BONE LONG BONE CORTICAL EVOS 9MM 2MM 3MM T6 STAINLESS STEEL MINI PLATE SYSTEM SELF TAP NONSTERILE,$162.50 
027800095-05980,SCREW CORTEX EVOS 2X16MM T6 SELF TAP,$162.50 
027800095-05981,SCREW CORTEX EVOS 2X22MM T6 SELF TAP,$162.50 
027800095-05982,SCREW CORTEX EVOS MINI 2MM 13MM T6 S-T,$162.50 
027800095-05983,SCREW CORTEX EVOS MINI 2MM 16MM T6 S-T,$162.50 
027800095-05984,SCREW CORTEX NONLOCKING S/T T6 2X11MM,$162.50 
027800095-05985,SCREW CORTEX NONLOCKING S/T T6 2X14MM,$162.50 
027800095-05986,SCREW CORTEX NONLOCKING S/T T6 2X26MM,$162.50 
027800095-05987,SCREW CORTEX NONLOCKING S/T T6 2X30MM,$162.50 
027800095-05988,SCREW CORTEX NONLOCKING S/T T6 2X32MM,$162.50 
027800095-05989,SCREW CORTEX NONLOCKING S/T T6 2X34MM,$162.50 
027800095-05990,SCREW CORTEX NONLOCKING S/T T6 2X6MM,$162.50 
027800095-05991,SCREW CORTEX NONLOCKING S/T T6 2X7MM,$162.50 
027800095-05992,SCREW CORTEX NONLOCKING S/T T6 2X8MM,$162.50 
027800095-05993,SCREW CORTICAL EVOS 2X17MM T6 S-T DRIVER,$162.50 
027800095-05994,SCREW CRTCL EVOS 2X20MM SML BN LNG BN,$162.50 
027800095-05995,SCREW CRTCL EVOS 3X15MM T6 SML BN LNG BN,$162.50 
027800095-05996,SCREW CRTS 2X24MM T6 S-R SCRWDRVR S-T,$162.50 
027800095-05997,SCREW CRTX EVOS MINI T6 3MM 15MM S-T,$162.50 
027800095-05998,SCREW CRTX EVOS MINI T6 3MM 22MM S-R,$162.50 
027800095-05999,SCREW CRTX EVOS T6 2MM 18MM S-T,$162.50 
027800095-06000,SCREW EVOS MN 2X20MM T6 CRTX DRVR S-T,$162.50 
027800095-06001,SCREW EVOS MN SS 2X19MM T7 SML BN CRTCL,$162.50 
027800095-06010,SCREW BN CRTCL T 2MM 3.5MM 28MM HAND S-T,$162.72 
027800095-06011,SCREW CORTEX S/TAPPING TI 2X12MM,$162.72 
027800095-06071,SCREW CANCELLOUS 3.5MM HEX DRIVE 6.5X85MM,$165.83 
027800095-06072,SCREW CANCELLOUS 3.5MM HEX DRIVE 6.5X90MM,$165.83 
027800095-06132,SCREW BONE CORTICAL DISTAL RADIAL LCP 10MM 2.7MM TITANIUM MINI FRAGMENT SET SELF TAPPING NONSTERILE,$169.25 
027800095-06133,SCREW BONE CORTICAL DISTAL RADIAL LCP 20MM 2.7MM TITANIUM MINI FRAGMENT SET SELF TAPPING NONSTERILE,$169.25 
027800095-06134,SCREW CORTX S/T T8STR DRV REC TI2.7X30MM,$169.25 
027800095-06140,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X10MM,$169.52 
027800095-06141,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X11MM,$169.52 
027800095-06142,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X12MM,$169.52 
027800095-06143,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X13MM,$169.52 
027800095-06144,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X14MM,$169.52 
027800095-06145,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X15MM,$169.52 
027800095-06146,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X16MM,$169.52 
027800095-06147,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X18MM,$169.52 
027800095-06148,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X20MM,$169.52 
027800095-06149,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X22MM,$169.52 
027800095-06150,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X24MM,$169.52 
027800095-06151,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X6MM,$169.52 
027800095-06152,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X7MM,$169.52 
027800095-06153,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X8MM,$169.52 
027800095-06154,SCREW CORTEX SELF TAP T4 STARDRIVE RECESS TI 1.5X9MM,$169.52 
027800095-06155,SCREW CRCL LCP L-P T4 1.5X6MM SML BN S-T,$169.52 
027800095-06193,CAP HEALING BAHA 30MM,$171.00 
027800095-06209,SCREW BONE FOOT ANKLE CORTICAL LCP 10MM 2.7MM 5MM STAINLESS STEEL MODULAR MINI FRAGMENT SYSTEM SELF TAPPING VARIABLE ANGLE T8 STARDRIVE RECESS NONSTERILE,$171.14 
027800095-06210,SCREW BONE FOOT ANKLE CORTICAL LCP 30MM 2.7MM 5MM STAINLESS STEEL MODULAR MINI FRAGMENT SYSTEM SELF TAPPING VARIABLE ANGLE T8 STARDRIVE RECESS NONSTERILE,$171.14 
027800095-06211,SCREW BONE RADIUS CORTICAL DISTAL LCP 20MM 2.7MM 5MM STAINLESS STEEL MINI FRAGMENT SET T8 STARDRIVE RECESS SELF TAPPING NONSTERILE,$171.14 
027800095-06216,SCREW BN CORTEX S/T T7 2.4X19MM,$171.54 
027800095-06217,SCREW BN CORTICAL S/T LONG 2.4X24MM,$171.54 
027800095-06218,SCREW BN CORTICAL S/T LONG 2.4X26M,$171.54 
027800095-06219,SCREW BN EVOS 2.4X46MM CTX T7 S-T,$171.54 
027800095-06220,SCREW BN EVOS 2.4X55MM CTX T7 S-T,$171.54 
027800095-06221,SCREW BN EVOS 2.4X60MM CTX T7 S-T,$171.54 
027800095-06222,SCREW BN EVOS 2.8X2.4X16MMT7 CRTL SLF TP,$171.54 
027800095-06223,SCREW BN EVOS SS 1.6X22MM T7 SML BN CRTX,$171.54 
027800095-06224,SCREW BN EVOS SS 2.4X20MM T7 SML BN CRTX,$171.54 
027800095-06225,SCREW CORTEX EVOS MINI 2.4X12MM T7 S-T,$171.54 
027800095-06226,SCREW CORTEX EVOS MINI 2.4X13MM T7 S-T,$171.54 
027800095-06227,SCREW CORTEX EVOS MINI 2.4X14MM T7 S-T,$171.54 
027800095-06228,SCREW CORTEX EVOS MINI 2.4X15MM T7 S-T,$171.54 
027800095-06229,SCREW CORTEX EVOS MINI 2.4X17MM T7 S-T,$171.54 
027800095-06230,SCREW CORTEX EVOS MINI 2.4X22MM T7 S-T,$171.54 
027800095-06231,SCREW CORTEX EVOS MINI T7 2.4X10MM S-T,$171.54 
027800095-06232,SCREW CORTEX EVOS MINI T7 2.4X18MM S-T,$171.54 
027800095-06233,SCREW CORTEX EVOS MINI T7 2.4X20MM S-T,$171.54 
027800095-06234,SCREW CORTEX EVOS MINI T7 2.4X21MM S-T,$171.54 
027800095-06235,SCREW CORTEX EVOS S/T T7 2.4X14MM,$171.54 
027800095-06236,SCREW CORTEX EVOS S/T T7 2.4X15MM,$171.54 
027800095-06237,SCREW CORTEX S/T T7 2.4X50MM,$171.54 
027800095-06238,SCREW CORTEX SELF/TAP EVOS T7 2.4X6MM,$171.54 
027800095-06239,SCREW EVOS 2.4X16MM T7 SML BN LNG BN CTX,$171.54 
027800095-06240,SCREW EVOS SS 2.4X12MM T7 SML BN CRTCL,$171.54 
027800095-06338,NEEDLE DELIVERY CURVED NORIAN SRS 12GA 10CM,$176.27 
027800095-06339,NEEDLE DELIVERY NORIAN SDS 8GA 10CM,$176.27 
027800095-06340,NEEDLE DELIVERY NORIAN SRS 12GA X 10CM STERILE,$176.27 
027800095-06341,NEEDLE DELIVERY SYSTEM SRS NORIAN 12GA,$176.27 
027800095-06434,CEMENT BONE COBALT HV RADIOPQ 40GR,$180.00 
027800095-06435,CEMENT COBALT MV BONE - 40/20 SOFTPAC SYSTEM,$180.00 
027800095-06511,SCREW BN CORTEX 2.7X26MM T8 S/T EVOS,$180.59 
027800095-06512,SCREW BN CORTEX S/T T8 2.7X20MM,$180.59 
027800095-06513,SCREW BN CORTEX S/T T8 2.7X24MM,$180.59 
027800095-06514,SCREW BN CRTX EVOS MINI T8 2.7X44MM S-T,$180.59 
027800095-06515,SCREW BN CRTX EVOS T8 2.7X32MM S-T,$180.59 
027800095-06516,SCREW BN EVOS 2.7X4.5X18MMT8 SML BN THRD,$180.59 
027800095-06517,SCREW BN EVOS T8 2.7X4.5MM CRTX SLF TP,$180.59 
027800095-06518,SCREW BN EVOS T8 2.7X4.5X38MM CRTX SLFTP,$180.59 
027800095-06519,SCREW BN EVOS T8 2.7X9MM CRTX,$180.59 
027800095-06520,SCREW BONE SMALL BONE LONG BONE CORTICAL EVOS 11MM 4.5MM 2.7MM T8 STAINLESS STEEL MINI PLATING SYSTEM SELF TAP NONSTERILE,$180.59 
027800095-06521,SCREW BONE SMALL BONE LONG BONE CORTICAL EVOS 13MM 4.5MM 2.7MM T8 STAINLESS STEEL MINI PLATING SYSTEM SELF TAP NONSTERILE,$180.59 
027800095-06522,SCREW CORTEX EVOS MINI 2.7X12MM T8 S-T,$180.59 
027800095-06523,SCREW CORTEX EVOS MINI 2.7X13MM T8 S-T,$180.59 
027800095-06524,SCREW CORTEX EVOS MINI T8 2.7X14MM S-T,$180.59 
027800095-06525,SCREW CORTEX EVOS MINI T8 2.7X15MM S-T,$180.59 
027800095-06526,SCREW CORTEX EVOS MINI T8 2.7X16MM S-T,$180.59 
027800095-06527,SCREW CORTEX EVOS MINI T8 2.7X18MM S-T,$180.59 
027800095-06528,SCREW CORTEX EVOS MINI T8 2.7X20MM S-T,$180.59 
027800095-06529,SCREW CORTEX EVOS MINI T8 2.7X23MM S-T,$180.59 
027800095-06530,SCREW CORTEX EVOS S/T T8 2.7X16MM,$180.59 
027800095-06531,SCREW CORTEX S/T T8 EVOS 2.7X14MM,$180.59 
027800095-06532,SCREW CORTEX S/T T8 EVOS 2.7X15MM,$180.59 
027800095-06533,SCREW CORTEX S/T T8 EVOS 2.7X40MM,$180.59 
027800095-06534,SCREW CORTEX SELF TAP EVOS 2.7X26MM,$180.59 
027800095-06535,SCREW CORTEX SELF TAP EVOS 2.7X30MM,$180.59 
027800095-06536,SCREW CORTEX SELF TAP T8 EVOS 2.7X28MM,$180.59 
027800095-06537,SCREW CORTEX SELF TAP T8 EVOS 2.7X42MM,$180.59 
027800095-06538,SCREW CORTEX SELF TAP T8 EVOS 2.7X46MM,$180.59 
027800095-06539,SCREW CRTX EVOS MN T82.7X34MM LNG BN S-T,$180.59 
027800095-06540,SCREW CRTX T7 2.7X4.5X7MM S-R SCRWDRVR,$180.59 
027800095-06541,SCREW CTX T8 S/T EVOS 2.7X36MM,$180.59 
027800095-06542,SCREW EVOS T8 2.7X4.5X10MM CORTEX SLF-TP,$180.59 
027800095-06543,SCREW EVOS T8 2.7X4.5X8MM CORTEX SLF-TP,$180.59 
027800095-06552,SCREW SET LEGACY REDUCTION,$181.31 
027800095-06553,SCREW SET LEGACY TI BREAK-OFF 5.5MM,$181.31 
027800095-06554,SCREW SET SPINE LEGACY CD HORIZON TITANIUM 6.35 MM ROD BREAK OFF,$181.31 
027800095-06555,SCREW SET SPINE PEDICLE CD HORIZON LEGACY TITANIUM 6.35 MM ROD BREAKOFF,$181.31 
027800095-06556,SCREW SPINE SET BREAK OFF LEGCY SS 5.5MM,$181.31 
027800095-06557,SCREW SPINE SET BREAK OFF SS LEGACY,$181.31 
