Category,Description,Price
Microbiology ,HC SMEAR ACID FAST/FLUORESCENT,$69.00 
Microbiology ,HC CULTURE STOOL CAMPYLOBACTER,$67.00 
Microbiology ,HC CULTURE AEROBIC ID,$66.00 
Microbiology ,HC EIA QL HEPATITIS B AG NEUT,$65.00 
Microbiology ,HC HOMOGENIZATION TISSUE,$64.00 
Microbiology ,HC SMEAR ROUTINE STAIN SPUTUM,$57.00 
Microbiology ,HC SMEAR GRAM/GIEMSA,$57.00 
Microbiology ,HC EIA QL INFLUENZA A/B ANTIGEN,$56.00 
Microbiology ,HC CULTURE TYPING SERO SALM/SHIG,$54.00 
Microbiology ,HC CONCENTRATION ANY TYPE,$52.00 
Microbiology ,HC DARK FIELD EXAM W/O COLLECTION,$48.00 
Microbiology ,HC SUSCEPT BETA LACTAMASE,$47.00 
Microbiology ,HC IMMUNO OPTICAL ORG,$45.00 
Microbiology ,HC REF E. COLI SHIGA-LIKE TOXIN BY EIA,$44.00 
Microbiology ,HC NUCLEIC ACID DIRECT CANDIDA,$37.00 
Microbiology ,HC NUCLEIC ACID DIRECT GARDNERELL,$37.00 
Microbiology ,HC NUCLEIC ACID QN TRICHOMON,$37.00 
Microbiology ,HC MACROSCOPIC EXAM PARASITE,$34.00 
Microbiology ,HC IF PNEUMOCYST CARINII ANTIGEN,$32.00 
Microbiology ,HC SUSCEPT AGAR,$31.00 
Microbiology ,HC MACROSCOPIC EXAM ARTHROPOD,$26.00 
Microbiology ,HC PINWORM EXAM CELLOPHANE TAPE,$16.00 
Microbiology ,HC CULTURE TYPING ID PULSE FIELD,$7.00 
Misc. Dialysis,HC CONTINUOUS RENAL REPLACE SETUP,"$7,585.00 "
Misc. Dialysis,HC CONTINUOUS RNL REPLACE MONITOR,"$1,068.00 "
Misc. Dialysis,HC HEMODIALSIS FLOW STUDY O/P,$64.00 
"Moderate, General, and MAC Anesthesia - Range",HC RANGE OF ANESTHSIA ,"$370 - 2,364"
Molecular Pathology,HC COMBINED CARDIAC PANEL - GENEDX,"$21,829.00 "
Molecular Pathology,HC EXOME SEQUENCE ANALYSIS,"$15,759.00 "
Molecular Pathology,HC WHOLE EXOME SEQUENCING (XOMEDX) PROBAND - GENEDX,"$14,557.00 "
Molecular Pathology,HC X-LINKED INTELL DISABILITY GEN,"$11,788.00 "
Molecular Pathology,"HC RETINITIS PIGMENTOSA/LEBER CONGENITAL AMAUROSIS PNL,SEQUENCING&DELETE/DUPL,53 GENES-ARUP","$10,775.00 "
Molecular Pathology,HC FOUNDATIONONE-FOUN,"$8,594.00 "
Molecular Pathology,HC REF NOONAN SPECTRUM DISORDERS,"$8,346.00 "
Molecular Pathology,HC HEREDITARY RETINAL DIS 15 GENE,"$7,879.00 "
Molecular Pathology,HC PGXOME - WHOLE EXOME SEQUENCING - PREVENTION GENETICS,"$7,255.00 "
Molecular Pathology,HC AORTIC DYSF OR DILAT GENOMIC,"$6,236.00 "
Molecular Pathology,HC AORTIC DYSF OR DILAT DUP/DEL,"$6,236.00 "
Molecular Pathology,HC THYRMAMIR - INTERPACE DIAG,"$6,150.00 "
Molecular Pathology,HC MYELOID MALIG MUTATION BY NEXT GEN SEQ - ARUP,"$5,816.00 "
Molecular Pathology,HC MDL BONE MARROW ENGRAFTMENT STUDIES,"$1,016.00 "
Molecular Pathology,HC MDL BONE MARROW ENGRAFTMENT STUDIES - W/CELL SELECT,$807.00 
Molecular Pathology,HC WHOLE MITOCHON GENOME LRG DEL,"$5,263.00 "
Molecular Pathology,HC WHOLE MITOCHON GENOME ENTIRE,"$5,263.00 "
Molecular Pathology,HC MDL BONE MARROW ENGRAFTMENT STUDIES - NO CELL SELEC,$678.00 
Molecular Pathology,HC DECEASED DONOR WORKUP - IMPORT - DCI,"$5,096.00 "
Molecular Pathology,HC MDL BONE MARROW ENGRAFTMENT STUDIES ADD-ON,$416.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - CYP2D6,$973.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - CYP2C9 ,$648.00 
Molecular Pathology,HC TARGET GEN SEQ ANALYS SOL/HEMA,"$4,747.00 "
Molecular Pathology,HC REF TCR SPECTRATYPING,"$4,585.00 "
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - VKORC1 ,$163.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL,$162.00 
Molecular Pathology,HC MDL SNAPSHOT AML PNL IDH1 (AMS),$769.00 
Molecular Pathology,"HC MARFAN SYN,LOEYS-DIETZ SYN,FAMILIAL THOR AOR ANEURYSM&DISSECTION,REL DISORD NGS PANEL-CTGT","$4,347.00 "
Molecular Pathology,HC MDL SNAPSHOT AML PNL IDH2 (AMS),$769.00 
Molecular Pathology,HC MITO GENOME SEQUENCING & DELETION TESTING - GENEDX,"$4,376.00 "
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 9,"$3,729.00 "
Molecular Pathology,"HC HLA CLASS I AND II TYPING: HIGH RESOLUTION (HLA-A,B,C AND DRB1) - DCI","$3,694.00 "
Molecular Pathology,HC THYGENX - INTERPACE DIAG,"$3,110.00 "
Molecular Pathology,HC ANALY GENE  CFTR  FULL SEQ,"$3,005.00 "
Molecular Pathology,HC MITO GENOME SEQUENCING & DELETION TESTING - GENEDX - PARENT,"$3,000.00 "
Molecular Pathology,"HC MARFAN SYN, LOEYS-DIETZ SYN, FAMILIAL THOR AOR ANEURYSM&DISSECTION,DISORDER DEL&DUPL-CTGT","$2,892.00 "
Molecular Pathology,HC BRCA1&2 SEQ & FULL DUP/DEL,"$2,725.00 "
Molecular Pathology,HC MDL NGS PNL MOPATH PRCDRE LVL 8 MDL,"$2,711.00 "
Molecular Pathology,HC MDL NGS PNL MOPATH PRCDRE LVL 7 MDL,"$2,711.00 "
Molecular Pathology,HC MDL NGS PNL MOPATH PRCDRE LVL 9 MDL,"$2,711.00 "
Molecular Pathology,HC MDL NGS PNL CARDIAC PANEL SEQ MDL,"$2,711.00 "
Molecular Pathology,HC MDL NGS PNL ARTC DYSF OR DLT GNMC MDL,"$2,711.00 "
Molecular Pathology,HC MDL NGS PNL HRDTRY CRDMYPY GENE PNL MDL,"$2,711.00 "
Molecular Pathology,"HC HLA CLASS I TYPING, COMPLETE: HIGH RESOLUTION (HLA-A,B,C) - DCI","$2,675.00 "
Molecular Pathology,"HC HLA CLASS I AND II TYPING: LOW RESOLUTION (HLA-A,B,C,DR,DQ) - DCI","$2,548.00 "
Molecular Pathology,HC ANALYS GENE BRCA1&2 SEQ & COM,"$2,381.00 "
Molecular Pathology,"HC HEREDIT NEUROENDCRINE,D/D ARUP","$2,226.00 "
Molecular Pathology,"HC HEREDITARY BREAST D/D, ARUP","$2,226.00 "
Molecular Pathology,"HC HEREDITARY BREAST SEQ, ARUP","$2,226.00 "
Molecular Pathology,"HC HEREDIT NEUROENDCRINE,SEQ ARUP","$2,226.00 "
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 8,"$2,147.00 "
Molecular Pathology,HC GLIOMA SNAPSHOT - PARENT,"$2,091.00 "
Molecular Pathology,"HC COMPARATIVE ANALYSIS USING STR (EG. TWIN ZYGOSITY, CHIMERISM) - DCI","$2,038.00 "
Molecular Pathology,HC ABL1 VARIANTS IN KINASE DOMAIN,"$2,009.00 "
Molecular Pathology,HC DMD DELETION & DUP ANALYSIS,"$1,953.00 "
Molecular Pathology,HC G6PD FULL GENE SEQUENCE,"$1,948.00 "
Molecular Pathology,HC ENGRAFTMENT: PRE-TRANSPLANT COMPARATIVE ANALYIS (STR)-RECIPIENT & 1ST DONOR - DCI,"$1,911.00 "
Molecular Pathology,HC TARGET GEN SEQ ANALYS SOLID OR,"$1,823.00 "
Molecular Pathology,HC TARGET GEN SEQ ANALYS HEMATOLY,"$1,823.00 "
Molecular Pathology,HC ANALY GENE PMS2 FULL SEQ,"$1,808.00 "
Molecular Pathology,HC HLA TYPING I & II LOW RES,"$1,745.00 "
Molecular Pathology,HC MITO GENOME LARGE SEQUENCING & DELETION TESTING - GENEDX,"$4,376.00 "
Molecular Pathology,HC ANALY CYTOGEN MICRO COPY & SIN,"$1,694.00 "
Molecular Pathology,HC CG CGM PANEL,"$1,694.00 "
Molecular Pathology,HC REF BETA GLOBIN FULL GENE,"$1,649.00 "
Molecular Pathology,HC REF BETA GLOBIN (HBB),"$1,624.00 "
Molecular Pathology,HC MDL SNAPSHOT AML PNL (AMS) - PARENT,"$1,538.00 "
Molecular Pathology,HC IGHV MUT ANLY BY SEQ - ARUP,"$1,502.00 "
Molecular Pathology,HC ANALY GENE MLH1 FULL SEQ,"$1,468.00 "
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 7,"$1,468.00 "
Molecular Pathology,HC ONKOSIGHT NGS MYELOID-GENP,"$1,464.00 "
Molecular Pathology,HC REF ALPHA GLOBIN HBA1 HBA2,"$1,366.00 "
Molecular Pathology,HC PTEN GENE ANALYSIS FULL SEQUEN,"$1,361.00 "
Molecular Pathology,HC HLA CLASS II TYPING: LOW RESOLUTION (HLA-DRB1/3/4/5 AND DQB1) - DCI,"$1,274.00 "
Molecular Pathology,"HC HLA-CLASS I TYPING: LOW RESOLUTION (HLA-A,B,C) - DCI","$1,274.00 "
Molecular Pathology,HC ENGRAFTMENT ANALYSIS: POST TRANSPLANT   WITH CELL SELECTION - DCI,"$1,274.00 "
Molecular Pathology,HC GIS (KIT AND PDGFRA)  SEQUENCING - PARENT,"$1,268.00 "
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 6,"$1,242.00 "
Molecular Pathology,HC HLA TYPING I HIGH RES COMPLETE,"$1,181.00 "
Molecular Pathology,HC ENGRAFTMENT ANALYSIS: POST TRANSPLANT - CD3+ CELL SELECTION - DCI,"$1,147.00 "
Molecular Pathology,HC ENGRAFTMENT ANALYSIS: POST TRANSPLANT - CD33+ CELL SELECTION - DCI,"$1,147.00 "
Molecular Pathology,HC ENGRAFTMENT ANALYSIS: POST TRANSPLANT - CD56+ CELL SELECTION - DCI,"$1,147.00 "
Molecular Pathology,HC TPMT GENE COM VARIANTS,"$1,138.00 "
Molecular Pathology,HC HLA TYPING I & II HIGH RES,"$1,072.00 "
Molecular Pathology,HC BRCA1&2 185&5385&6174 VAR,"$1,059.00 "
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 5,"$1,033.00 "
Molecular Pathology,HC ANALY GENE CYP2D6 COMMON VAR,"$1,021.00 "
Molecular Pathology,HC ENGRAFTMENT ANALYSIS: POST TRANSPLANT   WITHOUT CELL SELECTION - DCI,"$1,019.00 "
Molecular Pathology,"HC HLA-A,B AND DRB1 VERIFICATION TYPING - DCI","$1,019.00 "
Molecular Pathology,HC ANALYSIS GENE STR,"$1,016.00 "
Molecular Pathology,HC ANALY GENE MSH6 FULL SEQ,$976.00 
Molecular Pathology,HC ANALY GENE CYP2D6 PRED,$973.00 
Molecular Pathology,HC ANALYS GENE CYP2C19 COM PRED,$973.00 
Molecular Pathology,HC MOPATH PROC LEVEL 1 PRED,$973.00 
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 2 PRED,$973.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - CYP2C19,$973.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - CYP3A5,$973.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - SLCO1B1,$973.00 
Molecular Pathology,HC MDL PHARMACOGENOMICS PANEL - TPMT,$973.00 
Molecular Pathology,HC MDL PREDICT(PDX) WARFARIN - PARENT,$973.00 
Molecular Pathology,HC IFNL3 GENE,$949.00 
Molecular Pathology,HC REF DIHYDROPYRIMIDINE DEHYD,$941.00 
Molecular Pathology,HC ANALYSIS GENE REARRANG IGH AMP,$914.00 
Molecular Pathology,HC MDL IGH GENE REARRANGEMENT,$914.00 
Molecular Pathology,HC ANALYS VARI REG MUTATION IGH,$908.00 
Molecular Pathology,HC ANALY MICROSAT INSTAB,$903.00 
Molecular Pathology,HC MDL MICROSATELLITE INSTABILITY,$903.00 
Molecular Pathology,HC HLA-A LOCUS - HIGH RESOLUTION - DCI,$892.00 
Molecular Pathology,HC HLA-B LOCUS - HIGH RESOLUTION - DCI,$892.00 
Molecular Pathology,HC HLA-C LOCUS- HIGH RESOLUTION - DCI,$892.00 
Molecular Pathology,HC ANALYSIS GENE BRCA1&2 UNCOMMON,$869.00 
Molecular Pathology,HC ANALY GENE MLH1 DUP/DEL,$869.00 
Molecular Pathology,HC HEARING LOSS DUP/DEL ALYS PANE,$846.00 
Molecular Pathology,HC HEARING LOSS GENOMIC SEQ AYLS,$846.00 
Molecular Pathology,HC ANALYSIS CHIMERISM W/CELL,$807.00 
Molecular Pathology,HC IDH1 COMMON VARIANTS,$796.00 
Molecular Pathology,HC IDH2 COMMON VARIANTS,$796.00 
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 4,$796.00 
Molecular Pathology,"HC ENGRAFTMENT: PRE-TRANSPLANT, EACH ADDITIONAL DONOR - DCI",$764.00 
Molecular Pathology,HC CLASS II MATCH SCREEN - DCI,$764.00 
Molecular Pathology,"HC HLA CLASS II TYPING, ONE LOCUS: HIGH RESOLUTION (EACH LOCUS) - DCI",$764.00 
Molecular Pathology,"HC HLA CLASS II TYPING, ONE ALLELE OR ALLELE GROUP (EG. DQB1*06:02) - DCI",$764.00 
Molecular Pathology,"HC HLA-A,B,DR BM DONOR SCREEN - DCI",$764.00 
Molecular Pathology,HC HLA TYPING I & II LOW RES VER,$744.00 
Molecular Pathology,HC JAK2 EXON 12 MUTATION ANALYSIS BY PCR - ARUP,$744.00 
Molecular Pathology,HC HLA TYPING I HIGH RES 1 LOCUS,$729.00 
Molecular Pathology,HC ANALYSIS GENE REARRANG TRG,$729.00 
Molecular Pathology,HC MDL T CELL GENE REARRANGEMENT,$729.00 
Molecular Pathology,HC EGFR GENE ANALYSIS COMMON VARI,$725.00 
Molecular Pathology,HC ASHKENAZI PRENAT NGS ARUP W FX,$722.00 
Molecular Pathology,HC ASHKENAZ PRENAT NGS ARUP WO FX,$722.00 
Molecular Pathology,HC BRCA1 GENE KNOWN FAM VARIANT,$695.00 
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 3,$693.00 
Molecular Pathology,HC HLA TYPING I LOW RES COMPLETE,$683.00 
Molecular Pathology,HC ANALYSIS CHIMERISM W/O CELL,$678.00 
Molecular Pathology,HC KIT GENE TARGETED SEQ ANALYS,$672.00 
Molecular Pathology,HC BRCA2 GENE KNOWN FAM VARIANT,$667.00 
Molecular Pathology,HC ANAYSIS GENE KRAS 12 & 13,$664.00 
Molecular Pathology,HC KRAS GENE ADDL VARIANTS,$664.00 
Molecular Pathology,HC NRAS GENE VARIANTS EXON 2&3,$664.00 
Molecular Pathology,HC HLA TYPING II LOW RES AG EQUIV,$660.00 
Molecular Pathology,HC CALR GENE COM VARIANTS,$656.00 
Molecular Pathology,HC ANALYSIS GENE FLT3 ITD VARIANT,$656.00 
Molecular Pathology,HC MDL CALR EXON 9 INSERTION/DELETION MUTATION ANALYSIS,$656.00 
Molecular Pathology,HC MDL FLT3 INTERNAL TANDEM DUPLICATION,$656.00 
Molecular Pathology,HC ANALY GENE CYP2C9 WARFARIN PDX,$648.00 
Molecular Pathology,HC ANALY PML/RAR COMMON BREAKPOIN,$642.00 
Molecular Pathology,"HC HLA-DRB1 +DRB3/4/5, LOW RESOLUTION - DCI",$637.00 
Molecular Pathology,HC HLA-DQB1 - LOW RESOLUTION - DCI,$637.00 
Molecular Pathology,HC PDGFRA GENE,$618.00 
Molecular Pathology,HC G6PD GENE ALYS CMN VARIANT,$607.00 
Molecular Pathology,HC BRCA2 GENE FULL SEQUENCE,$590.00 
Molecular Pathology,HC HLA-DQA1 TYPING- LOW RESOLUTION - DCI,$586.00 
Molecular Pathology,HC ANALYSIS TRANS BCR/ABL1 OTHER,$583.00 
Molecular Pathology,HC ANALYSIS TRANS BCR/ABL1 MINOR,$583.00 
Molecular Pathology,HC ANALYSIS TRANS BCR/ABL1 MAJOR,$583.00 
Molecular Pathology,HC MDL BCR/ABL P210,$583.00 
Molecular Pathology,HC MDL BCR/ABL P190,$583.00 
Molecular Pathology,HC ANALYSIS GENE BRAF,$572.00 
Molecular Pathology,HC MDL BRAF V600E MUTATION ANALYSIS,$572.00 
Molecular Pathology,HC ANALY GENE NPM1 EXON 12,$564.00 
Molecular Pathology,HC HLA TYPING II HIGH RES 1 LOCUS,$564.00 
Molecular Pathology,HC MDL NPM1 4 BP INSERTION,$564.00 
Molecular Pathology,HC ANALY GENE CYP2C9 COMMON VAR,$542.00 
Molecular Pathology,HC TMPT GENE COM VARIANTS,$542.00 
Molecular Pathology,HC ANALYS GENE CYP3A5 COMMON VARIANTS,$542.00 
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 1,$542.00 
Molecular Pathology,HC MOPATH PROCEDURE LEVEL 2,$542.00 
Molecular Pathology,HC MDL HUNTINGTON-CAG NMBR DNA ANLY (HUN),$542.00 
Molecular Pathology,HC ANALYSIS GENE HBA1/ HBA2 COM,$536.00 
Molecular Pathology,HC ANALY GENE MSH2 KNOWN FAMIL,$530.00 
Molecular Pathology,HC ANALY GENE CYP2C19 COMMON VAR,$524.00 
Molecular Pathology,HC ANALYS GENE CYP2C9 COM PRED,$524.00 
Molecular Pathology,HC SLCO1B1 GENE COMMON VARIANT,$524.00 
Molecular Pathology,HC ANALY GENE MSH2 FULL SEQ,$518.00 
Molecular Pathology,"HC HLA CLASS II- ONE ANTIGEN EQUIVALENT, LOW RESOLUTION (EG. DR15) - DCI",$510.00 
Molecular Pathology,HC HLA CLASS I TYPING - ONE ALLELE OR ALLELE GROUP (EG. B*57:01) - DCI,$510.00 
Molecular Pathology,"HC HLA CLASS I - ONE LOCUS, LOW RESOLUTION (HLA-A,B, OR C) - DCI",$510.00 
Molecular Pathology,"HC HLA CLASS II - ONE LOCUS, LOW RESOLUTION (HLA-DR,DQ, OR DP) - DCI",$510.00 
Molecular Pathology,"HC HLA-A,B,C, TYPING-INTERMEDIATE (RESEARCH) - DCI",$510.00 
Molecular Pathology,HC HLA TYPING II HIGH RES 1 ALLEL,$508.00 
Molecular Pathology,HC ANALY GENE PMS2 DUP/DEL,$502.00 
Molecular Pathology,HC HBA1/2 PRENAT NGS ARUP WO FX,$493.00 
Molecular Pathology,HC MOPATH 1 PRENAT NGS ARUP WO FX,$493.00 
Molecular Pathology,HC MOPATH 2 PRENAT NGS ARUP WO FX,$493.00 
Molecular Pathology,HC REF CYTOCHROME P450 3A5 GEN,$486.00 
Molecular Pathology,HC ANALYS GENE VKORC1 COM PRED,$457.00 
Molecular Pathology,HC ANALY GENE UGT1A1 COMMON VAR,$440.00 
Molecular Pathology,HC FLT3 GENE ANALYSIS TKD VARIANT,$436.00 
Molecular Pathology,HC HLA TYPING I LOW RES 1 LOCUS,$436.00 
Molecular Pathology,HC ANALYSIS GENE G6PC COMMON VAR,$422.00 
Molecular Pathology,HC ANALYSIS GENE IKBKAP COM VAR,$422.00 
Molecular Pathology,HC UNLISTED MOLECULAR PATH PROC,$422.00 
Molecular Pathology,HC MDL MYD88 (L365P) MUTATION ANALYSIS,$422.00 
Molecular Pathology,HC GJB2 GENE ANALYSIS FULL GENE,$416.00 
Molecular Pathology,HC GJB6 GENE ANALYSIS COMMON VARI,$416.00 
Molecular Pathology,HC ANALYSIS GENE STR ADDL,$416.00 
Molecular Pathology,HC APC GENE ANALYSIS DUP/DEL,$416.00 
Molecular Pathology,HC ANALY GENE  CFTR  KNOWN FAM,$416.00 
Molecular Pathology,HC ANALY CYTOGEN MICROARRAY COPY,$416.00 
Molecular Pathology,HC ANALYSIS GENE HEXA COMMON VAR,$416.00 
Molecular Pathology,HC ANALYSIS GENE SMPD1 COMMON VAR,$416.00 
Molecular Pathology,HC APC GENE ANALYSIS FULL GENE SE,$416.00 
Molecular Pathology,HC PMP22 GENE ANALYSIS FULL SEQUE,$416.00 
Molecular Pathology,HC ANALY GENE SERPINA1 COMMON VAR,$416.00 
Molecular Pathology,HC ANALY GENE MECP2 DUP/DEL,$416.00 
Molecular Pathology,HC PMP22 GENE ANAL DUPL/DELETE,$416.00 
Molecular Pathology,HC ANALY GENE CFTR INTRON 8 POLY-,$416.00 
Molecular Pathology,HC ANALY GENE MECP2 FULL SEQ,$416.00 
Molecular Pathology,HC ANALY GENE  CFTR  DUP/ DEL VAR,$416.00 
Molecular Pathology,HC ANALY GENE  CFTR COM VARIANTS,$416.00 
Molecular Pathology,HC ANALYSIS GENE SNRPN/UBE3A,$416.00 
Molecular Pathology,HC ANALYSIS GENE HFE COMMON VAR,$416.00 
Molecular Pathology,HC ANALYSIS GENE FMR1 DETECT ALLE,$416.00 
Molecular Pathology,HC MDL FRAGILE X-CGG NMBR DNA MUT (FXM),$416.00 
Molecular Pathology,HC MDL HEREDITARY HEMOCHROMATOSIS DNA (HHM),$416.00 
Molecular Pathology,HC MOPATH 2 PRENAT NGS ARUP W FX,$407.00 
Molecular Pathology,HC APC GENE ANALYSIS KNOWN FAMILI,$402.00 
Molecular Pathology,HC ANALYSIS GENE ASPA,$402.00 
Molecular Pathology,HC ANALYSIS GENE BCKDHB,$402.00 
Molecular Pathology,HC ANALYSIS GENE BLM,$402.00 
Molecular Pathology,HC ANALYSIS GENE FANCC COMMON VAR,$402.00 
Molecular Pathology,HC ANALYSIS GENE FMR1 CHARACTER,$402.00 
Molecular Pathology,HC ANALYSIS GENE GBA COMMON VAR,$402.00 
Molecular Pathology,HC ANALYSIS GENE MCOLN1 COMMON,$402.00 
Molecular Pathology,HC FMR1 PRENAT NGS ARUP W FX,$394.00 
Molecular Pathology,HC HBA1/2 PRENAT NGS ARUP W FX,$394.00 
Molecular Pathology,HC MOPATH 1 PRENAT NGS ARUP W FX,$394.00 
Molecular Pathology,HC HLA TYPING II LOW RES 1 LOCUS,$383.00 
Molecular Pathology,"HC HLA-CLASS I - ONE ANTIGEN EQUIVALENT, LOW RESOLUTION (EG. B27) - DCI",$382.00 
Molecular Pathology,HC KIT GENE ANALYS D816 VARIANT,$362.00 
Molecular Pathology,HC ANALYSIS GENE JAK2,$362.00 
Molecular Pathology,HC MDL JAK2 (V617F) DNA MUT ANLY,$362.00 
Molecular Pathology,HC MDL KIT D816V DNA MUTATION ANALYSIS,$362.00 
Molecular Pathology,HC HLA TYPING I LOW RES 1 AG,$338.00 
Molecular Pathology,HC ANALYSIS GENE F5 LEIDEN VAR,$317.00 
Molecular Pathology,HC MDL FACTOR 5 MUTATION,$317.00 
Molecular Pathology,HC PTEN GENE ANALYSIS DUPL/DELETE,$292.00 
Molecular Pathology,HC HLA TYPING I HIGH RES 1 ALLELE,$292.00 
Molecular Pathology,HC MDL HLA-B*57:01 - ABACAVIR SENSITIVITY,$292.00 
Molecular Pathology,HC ANALYSIS GENE MTHFR COMMON,$281.00 
Molecular Pathology,HC ANALYSIS GENE F2 20210G>A VAR,$281.00 
Molecular Pathology,HC MDL METHYLENETETRAHYDROFOLATE REDUCTASE (MYTHFR) VARIANT ANALYSIS,$281.00 
Molecular Pathology,HC MDL PROTHROMBIN GENE MUTATION,$281.00 
Molecular Pathology,HC HLA TYPING II LOW RES 1 AG,$277.00 
Molecular Pathology,HC PTEN GENE ANALYSIS KNOWN FAMIL,$196.00 
Molecular Pathology,HC UNLISTED MOL PATH WARFARIN PDX,$162.00 
Molecular Pathology,HC ANALY GENE VKORC1 WARFARIN PDX,$162.00 
Molecular Pathology,HC MDL BRIAN LOSS OF HETEROZYGOSITY,$157.00 
Molecular Pathology,HC BRCA1 FULL SEQ & COM DUP/DEL,$93.00 
Molecular Pathology,HC CFTR TDOH,$64.00 
Molecular Pathology,HC UNLISTED MOPATH TDOH,$64.00 
Molecular Pathology,HC WHOLE EXOME SEQUENCING (XOMEDX) TRIO - GENEDX,"$26,192.00 "
Molecular Pathology,HC WHOLE EXOME SEQUENCING (XOMEDX) TRIO ADD-ON - GENEDX,"$26,192.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI BREAST W/WO CONT BIL,"$3,531.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI BREAST W/O CONT BIL,"$3,119.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI BREAST W/WO CONT UNI,"$2,977.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI BREAST W/CONT BIL,"$2,947.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI BREAST W/O CONT UNI,"$2,867.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI GUIDE NEEDLE PLACE,"$2,757.00 "
MRT - GENERAL (Magnetic Resonance Technology),HC MRI GUIDANCE OF TISSUE ABLATIO,"$1,859.00 "
MRT - General (Magnetic Resonance Technology),HC CPTR AID DETEC BREAST MRI,$391.00 
Multianalyte Assays with Algorithmic Analyses,HC CONFIRMMDX -CONFIRMMDX,"$8,655.00 "
Multianalyte Assays with Algorithmic Analyses,"HC REF PROSTATE-SPECIFIC KALLIKREIN, 4KSCORE","$2,419.00 "
Multianalyte Assays with Algorithmic Analyses,HC UNLISTED MULTIANALYTE ASSAY,$314.00 
Musculoskeletal System,HC KYPHOPLASTY PERC LUMB W/IMG,"$16,133.00 "
Musculoskeletal System,HC KYPHOPLASTY PERC THOR W/IMG,"$16,133.00 "
Musculoskeletal System,HC ABLATION BONE TUMR PERC W/CT,"$11,221.00 "
Musculoskeletal System,HC CRYOABLAT BONE TMR PRC W/IMG,"$9,855.00 "
Musculoskeletal System,HC EXC CYST MAXILLA INTRA-ORAL,"$9,775.00 "
Musculoskeletal System,HC AMPUT THIGH SECOND CLSR/SCAR,"$8,777.00 "
Musculoskeletal System,HC DIGIT RCNSTRCTN SFT TISSUE/BNE,"$8,653.00 "
Musculoskeletal System,HC ARTHROPL INTERPHALANGEAL JT,"$8,651.00 "
Musculoskeletal System,HC EXC TUMR ARM/ELBOW SUBFSCL 5+,"$8,378.00 "
Musculoskeletal System,HC EXC TUMR SHOULDER SUBQ 3CM +,"$7,893.00 "
Musculoskeletal System,HC KYPHOPLASTY PERC T/L W/IMG,"$7,861.00 "
Musculoskeletal System,HC EXC TUM TISS THI/KNEE SUBQ 3+,"$7,488.00 "
Musculoskeletal System,HC EXC TUM TISS NECK/ANT SUBQ 5+,"$7,464.00 "
Musculoskeletal System,HC VRTPLS PERC INJ LMBSAC W/IMG,"$7,252.00 "
Musculoskeletal System,HC VRTPLS PERC INJ CRVT W/IMG,"$7,252.00 "
Musculoskeletal System,HC GENIOPLASTY SLIDING SGL,"$7,247.00 "
Musculoskeletal System,HC BONE BIOPSY OPEN DEEP,"$7,135.00 "
Musculoskeletal System,HC EXC TUMR ABD WALL SUBFSL IM,"$7,018.00 "
Musculoskeletal System,HC EXC TUM SFT TISS FT/TOE SQ,"$6,929.00 "
Musculoskeletal System,HC OPEN TX PHAL SHAFT FRACT PROX/MID EA,"$6,845.00 "
Musculoskeletal System,HC EXC TUMR PELVIS/HIP SUBQ 3+,"$6,789.00 "
Musculoskeletal System,HC EXC TMR NCK/CHST DEEP,"$6,756.00 "
Musculoskeletal System,HC EXC TISS BACK/FLNK SUBFSCL 5+,"$6,675.00 "
Musculoskeletal System,HC MUSCLE BX DEEP,"$6,411.00 "
Musculoskeletal System,HC CL TX THIGH FEM FRAC W/O MAN,"$6,095.00 "
Musculoskeletal System,HC EXC GANGLION WRIST,"$6,093.00 "
Musculoskeletal System,HC DEEP INCISION OF HAND/FINGER,"$5,986.00 "
Musculoskeletal System,"HC EXCS ABD WALL TMR, SUBFASCIAL","$5,830.00 "
Musculoskeletal System,HC EXC HIP/PELVIS LES SC < 3 CM,"$5,810.00 "
