DEPARTMENT,IVDESC,IVCPTCD,IVPRICE1
PHARMACY,SIMVASTATIN (ZOCOR) TAB [10 MG],,5
PHARMACY,SIMVASTATIN (ZOCOR) TAB [20 MG],,5
PHARMACY,SOD CHLOR 3% [500MG],,5
PHARMACY,SOD PHOS MB/ SOD PHOS ENEMA (FLEETS),,5
PHARMACY,SPIRONOLACTONE (ALDACTONE) TAB [25 MG,,5
PHARMACY,SUCRALFATE (CARAFATE) TAB [1 GM],,5
PHARMACY,SULFAMETH/ TMP DS (BACTRIM DS) TAB,,5
PHARMACY,SULINDAC TAB (CLINORIL) [200 MG],,5
PHARMACY,TAMSULOSIN CAP (FLOMAX)  [0.4 MG],,5
PHARMACY,TART CHERRY EXTRACT10:1 CAP (500MG),,5
PHARMACY,TEMAZEPAM (RESTORIL) CAP [15 MG],,5
PHARMACY,TERAZOSIN (HYTRIN) CAP [5 MG],,5
PHARMACY,THERMOTABS SALT SUPPLEMENT (452MG),,5
PHARMACY,TIZANIDINE (ZANAFLEX) TAB [2 MG],,5
PHARMACY,TOLTERODINE (DETROL) TAB [1 MG],,5
PHARMACY,TRAMADOL (ULTRAM) TAB [50 MG],,5
PHARMACY,TRIAMTER/ HCTZ [DYAZIDE] CAP [37.5-25MG],,5
PHARMACY,VALPROIC ACID [DEPAKENE] CAP [250 MG],,5
PHARMACY,VALSARTAN [DIOVAN] TAB  [40 MG],,5
PHARMACY,VERAPAMIL [CALAN] TAB [80 MG],,5
PHARMACY,VERAPAMIL ER [CALAN SR] CAP [120 MG],,5
PHARMACY,VERAPAMIL ER [CALAN SR] TAB [240 MG],,5
PHARMACY,VIT- C [ASCORBIC ACID] TAB [250  MG],,5
PHARMACY,VIT- E [ALPHA-TOCOPHEROL] CAP [400 UNT],,5
PHARMACY,WARFARIN [COUMADIN] TAB [2 MG],,5
PHARMACY,WARFARIN [COUMADIN] TAB [5 MG],,5
PHARMACY,WATER STERILE INJ,,5
PHARMACY,ZIDOVUDINE [RETOVIR] CAP [100MG],,5
PHARMACY,ZINC ELEMENTAL [ZINC GLUCONATE] TAB 50,,5
PHARMACY,CALAMINE TOPICAL SUSPENSION 8%,,5
PHARMACY,PHENYTOIN SODIUM EXTENDED CAPSULE 100MG,,5
PHARMACY,JUST LIKE TEMPLET FOR PO PILLS,,5
PHARMACY,AMOXICIL/POT CLAV  TAB 875/125MG,,5
PHARMACY,GABAPENTIN 100 MG CAP,,5
PHARMACY,DIVALPROEX SODIUM CAP 125MG,,5
PHARMACY,FLUCONAZOLE 150MG TAB,,5
PHARMACY,ARTIFICIAL TEARS DRP,,5.08
PHARMACY,POTASSIUM CL IV [2 MEQ/1ML-20ML],,5.28
PHARMACY,BUPIVACAINE [MARCAINE] 0.5% INJ,,5.4
PHARMACY,NICOTINE PAT [14 MG/24HR],,5.41
PHARMACY,IRR- STERILE WATER 1000ML,,5.47
PHARMACY,IRR- STERILE WATER 500 ML,,5.47
PHARMACY,TERBUTALINE (BRETHINE) TAB [5 MG],,5.48
PHARMACY,DILANTIN 100 MG CAP,,5.55
PHARMACY,IVF- SOD CL 0.9% [NACL] 100 ML,,5.59
PHARMACY,INTERDRY ANTIMICROBIAL SILVER DRESSING,,5.84
PHARMACY,MAGNESIUM CITRATE SOL 296ML,,5.9
PHARMACY,CAPTOPRIL [CAPOTEN] TAB 25MG,,6
PHARMACY,RT- RACEPINEPHRINE NEB 2.25%,,6
PHARMACY,LIDOCAINE PATCH 4% TOPICAL (ALTO),,6
PHARMACY,ACETAZOLAMIDE SOD TAB [DIAMOX]250MG,,6.06
PHARMACY,DIVALPROEX [DEPAKOTE] TAB 250MG,,6.12
PHARMACY,BACITRACIN OINT 28GR,,6.24
PHARMACY,PHENOL [CHLORASEPTIC] SPR BTL 177ML,,6.28
PHARMACY,LIDOCAINE/EPI [XYLOCAINE] 2% INJ 20ML,,6.4
PHARMACY,LIDOCAINE [XYLOCAINE] 1% INJ 10MG/ML,,6.6
PHARMACY,DOXYCYCLINE [VIBRATAB] TAB 100MG,,6.68
PHARMACY,CHOLESTYRAMINE [PREVALITE] PKT 4GM,,6.72
PHARMACY,WATER BACT INJ,,6.76
PHARMACY,BUMETANIDE [BUMEX] INJ 1MG/4ML,,6.84
PHARMACY,PHENAZOPYRIDINE [PYRIDIUM] TAB [200MG],,6.93
PHARMACY,SOD CHLOR 23.4% INJ,,7.01
PHARMACY,BENZONATATE [TESSALON] CAP 100MG,,7.24
PHARMACY,AMANTADINE [SYMMETRE]LIQ 100MG/10ML,,7.26
PHARMACY,IVF- DEXTROSE 5% [D5W] 100 ML,,7.4
PHARMACY,IVF- SOD CL 0.9% [NACL] 50ML,,7.41
PHARMACY,NICOTINE PAT [21 MG/24HR],,7.44
PHARMACY,ACETAMINOPHEN/COD LIQ[120-12MG/5ML],,7.52
PHARMACY,MICONAZOLE [MONISTAT] 2% CRM,,7.8
PHARMACY,MINERAL OIL [FLEET] ENEMA,,7.8
PHARMACY,KETAMINE [KETALAR] INJ 50 MG/ML,,7.84
PHARMACY,SOD CHLOR 0.9% INJ [30ML],,7.89
PHARMACY,ESTROGEN CONJ [PREMARIN] TAB 0.625MG,,8.1
PHARMACY,LOSARTAN/HCTZ [HYZAAR] TAB 50/12.5MG,,8.27
PHARMACY,ERYTHROMYCIN TAB 400MG,,8.51
PHARMACY,MAG HYD/AL HYD/SIM [MYLANTA] SUS 30ML,,8.52
PHARMACY,FENTANYL TOP PATCH [DURAGESIC] 25 MCG/HR,,8.74
PHARMACY,AMINOCAPROIC ACID [AMICAR]INJ 250MG,,8.88
PHARMACY,POTASSIUM CL INJ 20MEQ/50ML IVPB,,9.2
PHARMACY,IVF- SOD CL 3%  HYPERTONIC 500ML,,9.28
PHARMACY,IVF- STERILE WATER (+NACL) 1000ML,,9.38
PHARMACY,AMOXICILLIN [AMOXIL] SUSP 125MG/5ML,,9.6
PHARMACY,DOXAZOSIN [CARDURA] TAB 2MG,,10.04
PHARMACY,LIDOCAINE HCL INJECTION 2% IVPB FOR PAIN,,10.34
PHARMACY,A & D OINTMENT [0.5 OZ],,10.8
PHARMACY,A & D OINTMENT [14 GM],,10.8
PHARMACY,LANSOPRAZOLE [PREVACID] TAB 15 MG,,10.85
PHARMACY,MORPHINE SULFATE 2MG/ML,,10.94
PHARMACY,THEOPHYLLINE (THEO-DUR) TAB [200 MG],,11
PHARMACY,TERBUTALINE (BRETHINE) INJ [1MG/ML],,11.04
PHARMACY,LABETALOL [TRANDATE] INJ 100 MG/20ML,,11.12
PHARMACY,SOD POLY SULF SUS [15 GM/20 ML,,11.2
PHARMACY,IVF- DEXTROSE 5% [D5W] 50ML,,11.4
PHARMACY,TRIAMCINOLONE [KENALOG]  0.1% OIN [15GM],,11.48
PHARMACY,DILTIAZEM [CARDIZEM] INJ 50MG/10 ML,,11.68
PHARMACY,ACETAMINOPHEN CHILD LIQ 160MG/5ML,,11.92
PHARMACY,PANTOPRAZOLE [PROTONIX] INJ [40 MG],,11.92
PHARMACY,ETOMIDATE INJ 2MG/ML,,11.94
PHARMACY,AYR SALINE NASAL GEL WITH ALOE 15 GM,,12.52
PHARMACY,DEXTROSE [GLUTOSE] ORAL GEL 15 GM,,12.57
PHARMACY,BUPIVICAINE EPI [MARCAINE EPI] 0.25%,,12.76
PHARMACY,PAROXETINE [PAXIL CR] TAB [12.5 MG],,12.82
PHARMACY,LIDOCAINE/EPI [XYLOCAINE] 1% INJ 10MG/ML,,12.94
PHARMACY,PROPOFOL [DIPRIVAN] INJ [10 MG/ML],,13.03
PHARMACY,NOREPINEPHRINE [LEFOPHED] INJ [1 MG/ML],,13.04
PHARMACY,AMOXICILLIN [AMOXIL] SUSP 250MG/5ML,,13.16
PHARMACY,POTASSIUM CL 10MEQ/50ML (PREMIXED) IVPB,,13.28
PHARMACY,ASPIRIN/DIPYRADA [AGGRENOX] CAP 25/200MG,,13.54
PHARMACY,DIPYRIDAMOLE/ASA [AGGRENOX] CAP 200-25MG,,13.54
PHARMACY,BUPIVACAINE EPI [MARCAINE EPI] 0.5%,,13.8
PHARMACY,AURODEX [ANTIPYRINE/BENZO] 5.4-1.4% 10ML,,13.84
PHARMACY,METHYLENE BLUE 1% INJ,,13.86
PHARMACY,FENTANYL TOP PATCH [DURAGESIC] 50 MCG/HR,,14
PHARMACY,ANUCORT [HYDROCORTISONE] SUP,,14.24
PHARMACY,PRAMOXINE/ CALAMINE [CALADRYL] LOT,,14.56
PHARMACY,VIT- K [PHYTONADIONE] INJ [1 MG/0.5ML],,14.8
PHARMACY,CLINDAMYCIN [CLEOCIN] CAP 150MG,,14.83
PHARMACY,CLINDAMYCIN [CLEOCIN] INJ 900MG/6ML,,14.83
PHARMACY,ADVANCED EYE RELIEF SOLN 4OZ,,15.08
PHARMACY,RT- BUDESONIDE INH [0.25M) (PULMICORT),,15.52
PHARMACY,"NYSTATIN SUS [500,000 UNT/ 5 ML]",,15.56
PHARMACY,ROSIGLITAZONE [AVANDIA] TAB [4 MG],,15.67
PHARMACY,FLUMAZENIL [ROMAZICON] INJ 0.5MG/5ML,,15.76
PHARMACY,CALMOSEPTINE OINT 2.5 OZ,,16
PHARMACY,TETRACAINE DRP 0.5% [EYE],,16.44
PHARMACY,HYDROCORTISONE 1% CREAM,,16.6
PHARMACY,FOLIC ACID [FOLVITE] INJ 1MG/0.2ML,,16.93
PHARMACY,PHENYLEPHRINE [NEO-SYNEPHRINE] 1%SPR,,17.32
PHARMACY,PROMETHAZINE [PHENERGAN] SUP 12.5 MG,,17.64
PHARMACY,NAFCILLIN 1GRAM,,17.71
PHARMACY,IRR- SOD CL [NACL] 0.9% 1000 ML,,17.85
PHARMACY,IVF- DEXTROSE 5% [D5W] 250ML,,18.09
PHARMACY,IVF- SOD CL 0.45% [1/2NS] 1000ML,,18.09
PHARMACY,IVF- DEX 5%/0.45SOD CL [D5-1/2NS] 1000ML,,18.13
PHARMACY,ACETYLCYSTEINE [MUCOMYST] SOL 20%,,18.32
PHARMACY,KETOROLAC 0.5% OPHTH,,18.64
PHARMACY,MENTHOL/CAMPHOR [MENTHOLATUM] LOTION 1OZ,,18.65
PHARMACY,PANTOPRAZOLE DR [PROTONIX ER] TAB [20 MG,,18.89
PHARMACY,CEFACLOR [CECLOR] SUSP 125MG/5ML,,19.04
PHARMACY,CARBAMIDE PEROXIDE [DEBROX] 6.5%/15ML,,19.11
PHARMACY,PROMETHAZINE [PHENERGAN] SUP [25 MG],,19.22
PHARMACY,RT- LEVALBUTEROL NEB [1.25MG) (XOPENEX),,19.47
PHARMACY,IRR- SOD CL [NACL] 0.9% 500 ML,,19.48
PHARMACY,ROCURONIUM BROMIDE INJ 10MG/ML,,19.52
PHARMACY,ROSIGLITAZONE MALEATE [AVANDIA TIL] TAB,,19.73
PHARMACY,PHYTONADIONE [MEPHYTON] TAB [VIT K 5MG],,20.7
PHARMACY,TRANEXAMIC ACID [TXA] 1 GM IVPush,,21.07
PHARMACY,GENTAMICIN [GARAMYCIN] 0.3% EYE OINTMENT,,21.25
PHARMACY,MUPIROCIN [BACTROBAN] OIN 2%,,21.49
PHARMACY,FENTANYL TOP PATCH [DURAGESIC] 75 MCG/HR,,21.81
PHARMACY,TRONOLANE [TRONTHANE] CREAM,,22.54
PHARMACY,CALCIUM CHLORIDE 10% INJ 10ML,,23.07
PHARMACY,IVF- DEX 5%/LACT RING [D5LR] 1000ML,,23.09
PHARMACY,ROBINUL 0.2MG/ML SQ,,25
PHARMACY,PHOSPHR AC/ DEX/ FRUC [EMETROL] SOL,,25.34
PHARMACY,VECURONIUM [NORCURON] INJ [10 MG],,26.38
PHARMACY,IVF - Potassium CL/0.9% NACL 20 mEq/L,,26.44
PHARMACY,DEXTROSE [D50%] INJ 0.5G/ML,,27.23
PHARMACY,CEFACLOR [CECLOR] SUSP 250MG/5ML,,27.51
PHARMACY,DIPHENHYDRAMINE  LIQ 12.5MG/5ML(BTL),,28.59
PHARMACY,AZITHROMYCIN [ZITHROMAX] INJ 500 MG,,28.66
PHARMACY,MORPHINE [ROXANOL] SOLN [20 MG/1ML],,29.12
PHARMACY,NITROGLYCERIN 50MG/250ML IV,,29.5
PHARMACY,NYSTATIN/ TRIAM CRM [30 GR],,29.5
PHARMACY,SODIUM BICARB 8.4% 50ML- IVP CARDIAC,,29.58
PHARMACY,SILVER SULFADIAZINE 1% CRM (50GM),,30.45
PHARMACY,TRANEXAMIC ACID [TXA] 100MG/ML IVPB,,30.5
PHARMACY,ATROP-HYO-SCOP-PHENO [DONNATOL] LIQ 5ML,,31.82
PHARMACY,NEOSTIGMINE INJ [1 MG/ML],,32.09
PHARMACY,IBUPROFEN INFANT [MOTRIN] 50MG/1.25ML,,32.13
PHARMACY,ACETAMINOPHEN INFANT DROPS 160MG/5ML,,32.13
PHARMACY,POLYETHYLENE GLYCOL [COLYTE] PACK 400,,32.23
PHARMACY,SODIUM BICARB- CLINIC 8.4% 50ML VIAL- IM,,33.92
PHARMACY,VENLAFAXINE [EFFEXOR] XR TAB [75 MG],,34.79
PHARMACY,GENTAMICIN [GARAMYCIN] 0.3% EYE DRP,,34.86
PHARMACY,MOVANTIK ORAL TABLET 25MG,,35.42
PHARMACY,NEO/ POLY/ DEX OIN [EYE],,35.74
PHARMACY,DIGOXIN [LANOXIN] TAB 0.125 MG,,36.64
PHARMACY,NEO/ POLY/ HC [CORTISPORIN] DRP SUS [EAR,,36.89
PHARMACY,MANNITOL [OSMITROL] INJ 20%/500ML,,37.13
PHARMACY,hydrOXYzine HCl Injection 50MG/ML,,37.77
PHARMACY,HYDROXYZINE HCL IM ONLY 50MG/ML,,37.77
PHARMACY,VANICREAM CREAM,,38.19
PHARMACY,EPHEDRINE INJ 50MG/ML,,38.46
PHARMACY,CALCIUM GLUCONATE 100MG/1ML,,39.06
PHARMACY,NEO/ POLY/ BAC OPTH OINT,,41.82
PHARMACY,NYSTATIN CREAM,,42.6
PHARMACY,CEFDINIR [CEFTIN] SUSP 250MG/5ML,,42.81
PHARMACY,VIT- B-1 [THIAMINE] TAB [100 MG],,43.5
PHARMACY,SULFAMETH/ TMP INJ (BACTRIM INJ),,43.78
PHARMACY,NASACORT AQ [NASACORT AQ] NASAL SPRAY,,44.28
PHARMACY,IVF- DEX 0.2%/0.9% SODIUM CHLORIDE,,45.85
PHARMACY,CHARCOAL/SORBITOL [ACTIDOSE] SUSP 25GM,,47.07
PHARMACY,NEO/ POLY/ GRAM [NEOSPORIN] DRP [EYE],,50.75
PHARMACY,LIDOCAINE CREAM 5% TOPICAL (ALTO),,51
PHARMACY,SITAGLIPTIN (JANUVIA) TAB [25 MG],,51.09
PHARMACY,DEXAMETHASONE/NEOMYC/POLYMYXIN OPTH SUSP,,52.64
PHARMACY,OSELTAMIVIR [TAMIFLU] CAP [75 MG],,54.14
PHARMACY,VERAPAMIL [CALAN] INJ [2.5 MG/ML],,55.9
PHARMACY,AZITHROMYCIN [ZITHROMAX] SUS 100MG/5ML,,59.43
PHARMACY,ZOLPIDEM [AMBIEN] TAB [5 MG],,60.37
PHARMACY,ATROPINE 1% OPHTH SOL 15ML,,60.48
PHARMACY,NEO/ POLY/ HC [CORTISPORIN] DRP [EYE],,62.69
PHARMACY,AMINOSYN II 10% [TROPHAMINE] INJ 500ML,,70.44
PHARMACY,RT- VENTOLIN HFA (90MCG),,70.45
PHARMACY,Emla Cream 2.5%/2.5% 30 gm tube,,82
PHARMACY,PROPARACAINE HCL OPHTH SOLN 0.5%,,82.74
PHARMACY,CLINDAMYCIN/NS IVPB : 600MG/50ML,,85.22
PHARMACY,TRIAMCINOLONE(KENALOG) 0.025%CRM (80GM),,85.65
PHARMACY,NITROGLYCERIN [NITROLINGUAL] PUMP SPRAY,,88.55
PHARMACY,CEFDINIR [OMNICEF] SUSP 250MG/60ML,,91.28
PHARMACY,VANCOMYCIN [VANCOCIN]  CAP [250 MG],,92.25
PHARMACY,MAGIC MOUTHWASH 237ML,,98.42
PHARMACY,DOXYCYCLINE [VIBRAMYCIN] INJ 100MG,,103.14
PHARMACY,NEO/ BAC/ POLY/ HC OIN [EYE],,107.73
PHARMACY,NITROGLYCERIN [NITRO-BID] 2% OIN [TUBE],,110.46
PHARMACY,DONNATAL/VISC XYLO/MYL SUS 10/15/30,,110.64
PHARMACY,BENZTROPINE [COGENTIN] INJ 1MG/ML,,112.14
PHARMACY,SILVER SULFADIAZINE 1% CRM (400GM),,119.07
PHARMACY,FLUSH SOD CL [NACL] 0.9% 10ML,,126.35
PHARMACY,AUGMENTIN SUS (125MG/5ML-75ML,,128.97
PHARMACY,VENTOLIN HFA AER [ALBUTEROL SULF] INH,,132.9
PHARMACY,MAGIC MOUTHWASH W/NYSTATIN 237ML,,134.89
PHARMACY,BENZOC/ TETRA/ BUTAM [EXACTACAINE] SPR,,150.18
PHARMACY,NEO/ POLY/ HC [CORTISPORIN] DRP SOL [EAR,,151.06
PHARMACY,DEXAMETHASONE SOD-PHOS OPTH SOL 0.1%,,153.02
PHARMACY,TRUVADA [EMTRICITABINE/TENOFORVIR/DISOP,,163
PHARMACY,PRAMOXINE [ANALPRAM] HCL/ HC 1% CRM,,168.45
PHARMACY,AMOXICIL/POT CLAV SUSP 250-62.5MG/5ML,,171.22
PHARMACY,CETACAINE SPRAY,,196.14
PHARMACY,SULFAMETH/ TMP SUS 200MG/40MG PER 5ML,,213.43
PHARMACY,DANTROLENE [DANTRIUM] INJ 20MG,,231.7
PHARMACY,TUBERCULIN PPD [APLISOL] INJ [5 TU/0.1ML,,243.67
PHARMACY,FLUTICASONE [FLOVENT] MDI 44 MCG,,268.06
PHARMACY,DESMOPRESSIN 0.1MG/ML IN SPRAY (ALTO),,326.03
PHARMACY,OSELTAMIVIR [TAMIFLU] SUSP [360 MG/60ML],,331.76
PHARMACY,RELISTOR [METHYLNALTREXONE] INJ 12/0.6ML,,360.78
PHARMACY,ADVAIR INH 250-50 MCG,,462.05
PHARMACY,PREMARIN PWVL [CONJ ESTROGEN] 25MG,,467.25
PHARMACY,FLUTICASONE [FLOVENT] MDI 220 MCG,,512.49
PHARMACY,RT- BUDESONIDE MDI [90 MCG),,529.84
PHARMACY,FLUOROMETHOLONE OPHTH SUSPENSION 0.1%,,554.13
PHARMACY,ULTANE 250ML,,590.2
PHARMACY,NITROPRUSSIDE [NITROPRESS] INJ [50MG/2ML,,716.26
PHARMACY,REGADENOSON [LEXISCAN] INJ [0.4MG/5ML],,747.93
PHARMACY,BECONASE AQ [BECLOMETHASONE] NAS SPR,,915.59
PHARMACY,RT- COMBIVENT MDI,,1048.09
PHARMACY,FILGRASTIM INJ [NEUPOGEN] 480MCG/1.6ML,,1577.64
PHARMACY,DIMETHYL SULFOXIDE [RIMSO-50] 54GM/50ML,,1737.24
PHARMACY,ABCIXIMAB [REO PRO] INJ:2MG/5ML,,1826.47
PHYSICAL THERAPY,PT INFANT MSG 20 MINUTES,,24
PHYSICAL THERAPY,PT EAR CANDLING,,30
PHYSICAL THERAPY,PT FACIAL  30 MINUTES,,30
PHYSICAL THERAPY,PT BASIC SWED MSG  1 HOUR,,37
PHYSICAL THERAPY,PT COMFORT MASSAGE  1 HR,,37
PHYSICAL THERAPY,PT KEENAN MSG PETS 1 HR,,37
PHYSICAL THERAPY,PT BODY WRAP,,43
PHYSICAL THERAPY,PT PRENATAL MSG  1 HOUR,,43
PHYSICAL THERAPY,PT THERAP HOT STONE MSG,,49
PHYSICAL THERAPY,PT BSC SWED MSG  1 1/2 HR,,54
PHYSICAL THERAPY,PT GLIDE SCOPE GVL,,55
PHYSICAL THERAPY,PT INSERVICE  HR,,58
PHYSICAL THERAPY,PT BODY WRAP FACIAL,,67
RESPIRATORY THERAPY,OXYGEN 1-5LPM/HR,,8
RESPIRATORY THERAPY,OXYGEN 6-15LPM/HR,,10
RESPIRATORY THERAPY,BI-PAP,,70
RESPIRATORY THERAPY,C-PAP/BI-PAP,,70
