Description/FIM Description,Primary Price
LEVETIRACET PRMX 10MG INJ(100X,$1.05 
LEVETIRACET PRMX 10MG INJ(150X,$1.44 
LEVETIRACET PRMX 10MG INJ(50X),$1.05 
LEVETIRACETAM 1000MG/100ML,$1.65 
LEVETIRACETAM 100MG/ML ORSOL,$5.53 
LEVETIRACETAM 1500MG/100ML,$1.44 
LEVETIRACETAM 250 MG TAB,$6.92 
LEVETIRACETAM 500 MG TAB,$9.70 
LEVETIRACETAM 500MG/5ML SDV,$1.05 
LEVETIRACETAM INJ 10MG (50X),$1.05 
"LEVETIRACETAM LIQUID, 100 MG",$5.53 
"LEVETIRACETAM TABLET, 250 MG",$6.92 
"LEVETIRACETAM TABLET, 500 MG",$9.70 
LEVOBUNOLOL 0.5% OPTH SOLN 5ML,$55.00 
LEVOCARNITINE 100MG/1ML SOL,$0.50 
LEVOCARNITINE 100MG/ML SOLN,$0.50 
"LEVOCARNITINE INJECTION, 1 GM",$98.25 
"LEVOCARNITINE TABLET, 330 MG",$5.53 
"LEVOFLOXACIN 0.5% OPHTHAL, 5ML",$204.81 
LEVOFLOXACIN 250 MG TAB,$0.71 
LEVOFLOXACIN 250MG/50ML D5W,$17.42 
LEVOFLOXACIN 25MG/ML ORAL SOLN,$4.00 
LEVOFLOXACIN 500 MG TAB,$0.97 
LEVOFLOXACIN 500MG/100ML D5W,$20.79 
LEVOFLOXACIN 750 MG TAB,$1.80 
LEVOFLOXACIN 750MG/150ML D5W,$9.39 
LEVOFLOXACIN IN 250MG,$34.15 
LEVOFLOXACIN IN 250MG (3X),$9.39 
"LEVOFLOXACIN INJECTION, 250 MG",$50.87 
LEVOFLOXACIN IV 250MG (2X),$20.79 
LEVOFLOXACIN TAB 250MG,$0.71 
LEVOFLOXACIN TAB 500MG,$0.97 
LEVOFLOXACIN TAB 750MG,$1.80 
LEVONORGESTREL 1.5 MG TAB,$54.34 
LEVONORGESTREL 1.5MG TAB,$54.34 
LEVONORGESTROL 52MG IUD-MIRENA,"$2,553.11 "
LEVONORGESTROL IUD - MIRENA,"$2,553.11 "
LEVOTHYROXINE .075MG TABLET,$0.53 
LEVOTHYROXINE .125MG TABLET,$0.61 
LEVOTHYROXINE .150MG TABLET,$0.65 
LEVOTHYROXINE 100 MCG INJ,$186.54 
LEVOTHYROXINE 100 MCG TAB,$0.20 
LEVOTHYROXINE 125 MCG TAB,$0.61 
LEVOTHYROXINE 150 MCG TAB,$0.65 
LEVOTHYROXINE 200 MCG TAB,$1.39 
LEVOTHYROXINE 25 MCG TAB,$0.20 
LEVOTHYROXINE 50 MCG TAB,$0.20 
LEVOTHYROXINE 75 MCG TAB,$0.53 
LEVOTHYROXINE 88 MCG TAB,$1.39 
LEVOTHYROXINE TAB 0.025MG,$0.20 
LEVOTHYROXINE TAB 0.05MG UD,$0.20 
LEVOTHYROXINE TAB 0.1MG UD,$0.20 
LEVOTHYROXINE TAB 0.2MG UD,$1.39 
"LEVOTHYROXINE, INJ, 100 MCG",$186.54 
LHC & CORONARIES,"$16,040.00 "
LHC & CORONARIES&BYPASS GRAFTS,"$17,601.00 "
LHC & RHC & CORONARIES,"$18,636.00 "
LHC & RHC & CORONARIES & BPGS,"$21,687.00 "
LHC AND RHC,"$16,980.00 "
LHC ONLY,"$13,229.00 "
LHC TRANSEPTAL PUNCTURE,"$4,866.00 "
LIBRAX CAP UD,$5.53 
LIDO 0.5%-EPI 1-200K INJ 50ML,$41.52 
LIDO 1% EPI 1200000 INJ 30ML,$61.08 
"LIDO 1%-EPI 1-100,000 INJ 20ML",$12.45 
LIDO 1%-EPI 1-100000 INJ 30ML,$18.30 
LIDO 1%W/EPI 1:200K 10ML SDV,$26.58 
LIDO 2% EPI 1-200000 INJ 10ML,$120.40 
LIDOCAINE 0.5% EPI VL 50ML,$41.52 
LIDOCAINE 0.5% INJ 50 ML,$92.72 
LIDOCAINE 0.5% PF INJ 50ML,$92.72 
LIDOCAINE 1% 5ML VIAL,$3.15 
LIDOCAINE 1% INJ 30ML PF,$4.15 
LIDOCAINE 1% PF SOL 5 ML INJ,$3.15 
LIDOCAINE 1% VL 30ML,$4.15 
LIDOCAINE 1%/EPI 20ML,$12.45 
LIDOCAINE 100MG/5ML SYRINGE,$15.24 
LIDOCAINE 10MG D5W 250ML(200X),$0.07 
LIDOCAINE 2% INJ 20ML,$22.14 
LIDOCAINE 2% TOP GEL 20ML,$20.07 
LIDOCAINE 2% TOP GEL 5ML,$21.39 
LIDOCAINE 2% TOPICAL JEL 30ML,$21.39 
LIDOCAINE 2% VISCOUS 20 ML,$2.77 
LIDOCAINE 2%/EPI 30ML,$11.07 
LIDOCAINE 3.5% OPHTH GEL PF1ML,$56.45 
LIDOCAINE 4% INJ 5 ML,$59.50 
LIDOCAINE 4% TOP DRESSING,$49.61 
LIDOCAINE 4% TOPICAL CREAM 5GM,$49.61 
LIDOCAINE 5% TOP PATCH,$23.52 
LIDOCAINE ASSAY,$221.00 
LIDOCAINE JELLY 2% 30G,$120.40 
LIDOCAINE JELLY TOP-SYR 20ML,$20.07 
LIDOCAINE OPHTH GEL 3.5% 1ML,$56.45 
"LIDOCAINE PER 10MG,1GM INFUS",$8.47 
"LIDOCAINE PER10MG,2GM INFUSION",$8.85 
LIDOCAINE SYRE 100MG/5ML,$1.17 
LIDOCAINE TOP-AMP 4% 5ML,$59.50 
"LIDOCAINE TOPICAL PATCH, 5%",$23.52 
LIDOCAINE UROJET 5 ML,$13.57 
"LIDOCAINE VISCOUS LIQ 2%,5ML",$2.77 
LIDOCAINE VL 0.5% 50ML,$92.72 
LIDOCAINE VL 2% 20ML,$22.14 
LIDOCAINE VL 2% 30ML,$4.15 
LIDOCAINE VL-SW1% 30ML,$87.18 
LIDOCAINE/EPI 1% 30ML VIAL,$18.30 
LIDOCAINE/EPI VL-SW 2% 20ML,$120.40 
"LIDO-EPI 1-100,000-2% INJ 20ML",$11.07 
LIGATE SHUNT PERITONEAL-VENOUS,"$3,265.00 "
LINEZOLID 600 MG TAB,$340.42 
LINEZOLID INJ 200MG (3X),$146.76 
"LINEZOLID INJECTION, 200 MG",$146.76 
LINEZOLID ORAL 100MG/5ML,$41.52 
"LINEZOLID TABLET, 600 MG",$340.42 
LIOTHYRONINE 25 MCG TAB,$4.15 
LIOTHYRONINE 5 MCG TAB,$2.77 
LIPASE,$61.00 
LIPID PANEL,$180.00 
LIPOPROTEIN (A),$120.00 
LIPOPROTEIN ELECTROPHORESIS,$87.00 
LISINOPRIL 20 MG TAB,$0.37 
LISINOPRIL 5 MG TAB,$9.70 
LISINOPRIL TAB 5MG,$9.70 
LISINOPRIL TABLET 20 MG,$0.37 
LISPRO 5U(X60) PEN,$6.45 
LITHIUM 150 MG CAP,$1.39 
LITHIUM 300 MG CAP,$1.39 
LITHIUM 300 MG SR TAB,$1.35 
LITHIUM 300MG ER TABLET,$1.35 
LITHIUM 450 MG ERT,$2.77 
LITHIUM 450 MG SR TAB,$2.77 
LITHIUM ASSAY,$97.00 
LITHIUM CARBONATE CAP 300MG UD,$1.39 
LITHOTRIPSY,"$7,322.00 "
LIVE-DONOR KIDNEY ACQUISITION,"$56,284.20 "
LIVER BIOPSY TRAY,$92.40 
"LIVER BX, NEEDLE, PERCUTANEOUS","$1,563.00 "
LIVER IMAGE (SPECT) W/VASC FLW,"$3,011.00 "
LIVER IMAGING (SPECT),"$2,710.00 "
LIVER SHUNT SCAN,"$1,411.00 "
LOCASAMIDE 10MG/ML 10ML  LIQ,$53.87 
LOMUSTINE 10 MG CAPSULE,$82.95 
LOPERAMIDE 2 MG CAP,$9.70 
LOPERAMIDE 2 MG/10 ML ORAL LIQ,$0.63 
LOPERAMIDE 2MG/10ML ORAL LIQ,$0.63 
LOPERAMIDE CAP 2MG,$9.70 
LOPINAVIR/RITINOVIR 200/50 TAB,$20.11 
LORATADINE 10 MG TAB,$17.99 
LORATIDINE TAB 10MG,$17.99 
LORAZEPAM 0.5 MG TAB,$2.77 
LORAZEPAM 1 MG TAB,$4.15 
LORAZEPAM 2 MG /1 ML INJECT,$4.36 
LORAZEPAM 2 MG/1 ML ORAL CONC,$4.15 
"LORAZEPAM INJECTION, 2 MG",$4.36 
"LORAZEPAM ORAL SOLN, 0.5 MG",$4.15 
LORAZEPAM TAB 0.5MG,$2.77 
LORAZEPAM TAB 1MG,$4.15 
LOSARTAN 25 MG TAB,$8.32 
LOSARTAN 50 MG TAB,$8.32 
LOSARTAN 50/HYDROCHLORTZD 12.5,$6.92 
LOSARTAN TAB--25 MG,$8.32 
LOSARTAN TAB--50 MG,$8.32 
LOSARTAN-HCTZ 50-12.5MG TAB,$6.92 
LOTEPREDNOL OPTHALMIC 0.5%SUSP,$148.06 
LOVASTATIN 20 MG TAB,$29.06 
LOVASTATIN TAB 20MG,$29.06 
LOWER EUS (DIAGNOSTIC ONLY)F/S,"$2,760.00 "
LOWER EUS(DIAG ONLY)COLONOSCPY,"$2,965.00 "
LT ATRIAL PACING W/INDUC ADDON,"$5,612.00 "
LUBIPROSTONE 8 MCG CAP,$15.59 
LUBIPROSTONE 8MCG CAPSULE,$15.59 
LUMB MYELOGRAPHY LUM PUNC/GUID,"$1,160.00 "
LUMB MYELOGRM LUM PUNC/GUID,"$1,160.00 "
LUMBAR DISCOGRAM- EACH,"$1,165.00 "
LUMBAR DRAIN,$638.00 
LUMBAR DRAINAGE CATHETER KIT,"$1,603.35 "
LUMBAR KYPHOPLASTY INCL IMAGIN,"$14,109.00 "
LUMBAR PUNCTURE TRAY,$30.45 
"LUMBAR PUNCTURE, DIAGNOSTIC",$638.00 
LUMBAR VERTBROPLASTY INCL IMAG,"$5,725.00 "
LUNG PERFUSION IMAGING,"$1,198.00 "
"LUNG VOLUMES, HELIUM",$435.00 
LURASIDONE 20MG TAB,$121.59 
LURASIDONE 40MG TAB,$121.59 
LURASIDONE 40MG TABLET,$121.59 
LURASIDONE 80MG TAB,$116.17 
LURASIDONE 80MG TABLET,$116.17 
LUTENIZING HORMONE (LH),$240.00 
LVAD IMPELLA HEARTMATE 3,"$299,775.00 "
LYME BY PCR,$268.00 
"LYME DISEASE, WESTERN BLOT",$120.00 
"LYMPHANGIOGRAM,ABDOMINAL","$2,314.00 "
"LYMPHANGIOGRAPHY, BILATERAL",$619.00 
"LYMPHANGIOGRAPHY,PELV/ABD  UNI","$2,288.00 "
"LYMPHANGIOGRAPHY,UNI INJECTION",$413.00 
LYMPHOCYTE IMMUNE GLOBN 250 MG,"$1,798.80 "
LYMPHOCYTE TRANSFORMATION,"$1,236.00 "
LYMPHOCYTIC CHORIOMENINGITS AB,$84.00 
MAALOX PLUS LIQ 15ML,$0.20 
MAALOX PLUS LIQ 30ML,$1.39 
MAG SUL INF 500MG (40X),$0.51 
MAG SUL INF 500MG (4X),$8.72 
MAG SUL INF 500MG D5W (2X),$13.32 
MAG SUL INJ 500MG (2X),$4.36 
MAG SULF 500MG(X2)/100M LD5W,$13.32 
MAG SULFATE 20GM/500ML,$0.51 
MAG SULFATE 2GM/50ML SWFI,$13.14 
MAGIC MOUTHWASH 10ML,$7.20 
MAGIC MOUTHWASH COMPOUND,$7.20 
MAGNESIA MILK OF LIQ 30ML UD,$1.39 
MAGNESIUM ASSAY,$110.00 
MAGNESIUM CARBONATE 10.8MG/ML,$0.09 
MAGNESIUM CHLORIDE 64 MG ERT,$1.39 
MAGNESIUM CHLORIDE 64MG SR TAB,$1.39 
MAGNESIUM CITRATE 8.85% ORAL,$9.70 
MAGNESIUM CITRATE LIQ 300ML,$9.70 
MAGNESIUM HYDROXIDE 30ML SUSP,$1.39 
MAGNESIUM OXIDE 400 MG TAB,$1.39 
MAGNESIUM SULF CRYSTALS 454GM,$4.44 
MAGNESIUM SULFATE 1GM/50ML NS,$7.80 
MAGNESIUM SULFATE 2GM/50ML NS,$4.29 
"MAGNESIUM SULFATE INJ, 500 MG",$4.36 
"MAGNESIUM,OXIDE TABLET 400MG",$1.39 
"MANDIBLE, COMPLETE, MIN 4 VIEW",$240.00 
"MANIPULATE CHEST WALL, INITIAL",$367.00 
"MANIPULATE CHEST WALL, SUBSEQ",$277.00 
MANNITOL 20% 500ML,$182.66 
MANNITOL 20% IV SOL 250 ML,$141.93 
MANNITOL 20% SOLN 250ML,$141.93 
MANNITOL 25% IV SOL 50 ML,$7.27 
MANNITOL INJECTION 25% IN 50ML,$7.27 
"MANUAL RBC,WBC OR PLATELET CT",$34.00 
"MANUAL THERAPY, EACH 15 MIN",$198.00 
"MANUAL THERAPY, EACH 15 MINUTE",$198.00 
"MANUAL THERAPY,EA 15 MIN",$198.00 
"MANUAL THERAPY,EACH 15 MINUTES",$198.00 
MAP TACHYCARDIA SITES ADD-ON,"$4,314.00 "
MAQUET AVALON ELITE INSERT KIT,$456.75 
MARAVIROC TABLET 150 MG,$58.42 
MARAVIROC TABLET 300 MG,$58.42 
MARKER FIDUCIAL VISICOIL 20X20,$750.00 
MARKER FIDUCIAL VISICOIL 22X15,$750.00 
"MASK,NON-REBREATHING",$3.15 
"MASS SPEC/TANDEM SPEC, QUANT",$190.00 
"MASSAGE THERAPY, EACH 15 MINUT",$181.00 
Maternity Private,"6,332.00"
Maternity Private Deluxe,"6,332.00"
Maternity Semi-Private,"8,369.00"
Maternity Suite,"6,303.00"
MATRISTEM MICROMATRIX 1000MG,$8.03 
MATRIX HEMO SURGIFLOW W/O THRM,$307.92 
MATRIX HEMOSTATC SURGIFLOW 8ML,$307.92 
"MATTRESS, AUTO EXCEL, PER DAY",$122.85 
MAZOR ROBOTIC CHARGE,"$4,725.00 "
MDI TREATMENT & INSTRUCTION,$295.00 
"MDI, VENT/TRACH:TREATMENT ONLY",$295.00 
MEASLES IGM,$129.00 
MEASLES/MUMPS/RUBELLA VACCINE,$440.27 
MECHANICAL CHEST WALL OSCIL,$245.00 
MECHANICAL LITHOTRIPSY,"$1,181.00 "
MECKEL'S DIVERTICULUM EXAM,"$2,310.00 "
MECLIZINE 12.5 MG TAB,$0.20 
MECLIZINE 25 MG CHEW TAB,$0.20 
MECLIZINE 25 MG TAB,$0.20 
MECLIZINE TABLET 12.5MG UD,$0.20 
MECLIZINE TABLET 25MG UD,$0.20 
MED CHAIN TRIGLYC LIQ 5ML,$8.32 
MED CHAIN TRIGLYCERIDES 1ML,$8.32 
MEDI HONEY GEL 44ML,$35.31 
MEDICAL DEVICE ORGANIZER,$78.75 
MEDIHONEY 2INX2IN  DRESSING,$15.25 
MEDIHONEY 3/4INX12IN DRESSING,$27.72 
MEDIHONEY WOUND DRESSING 44ML,$15.25 
MEDROXYPROGESTERON 1MGINJ(150X,$253.76 
MEDROXYPROGESTERONE 150MG/ML,$253.76 
MEDROXYPROGESTERONE 5 MG TAB,$10.19 
MEDROXYPROGESTERONE 5MG TAB,$10.19 
MEDROXYPROGESTERONE ACETATE1MG,$0.89 
MEGESTEROL TABLET 40MG,$16.00 
MEGESTROL 20 MG TAB,$5.53 
MEGESTROL 400MG/10ML ORAL SUSP,$6.62 
MEGESTROL SUSP 20MG/1ML(2X),$6.62 
MEGESTROL TAB 20MG,$5.53 
MEGESTROL TAB 20MG (2X),$16.00 
MELATONIN 3 MG TAB,$1.39 
MELOXICAM 7.5 MG TAB,$0.20 
MELOXICAM TABLET 7.5MG,$0.20 
MELPHALAN 50MG INJ,"$2,186.72 "
MELPHALAN HCL INJECTION 50 MG,"$2,186.72 "
MEMANTINE 10 MG TAB,$9.70 
MEMANTINE 21 MG XR CAP,$34.74 
MEMANTINE 28 MG XR CAP,$34.74 
MEMANTINE 5 MG TAB,$9.70 
"MEMANTINE TABLET, 10 MG",$9.70 
"MEMANTINE TABLET, 5 MG",$9.70 
MEMANTINE XR 14MG CAPSULE,$34.74 
MEMANTINE XR 21MG CAPSULE,$34.74 
MEMANTINE XR 28MG CAPSULE,$34.74 
MEMANTINE XR 7MG CAPSULE,$34.74 
MENINGOC CONJ VACCINE - MENVEO,$264.38 
MENTHOL-ZINC OXIDE TOP OINT,$12.60 
MEPERIDINE 50 MG/1 ML INJ,$8.74 
"MEPERIDINE INJECTION, 100 MG",$8.74 
MEPERIDINE TAB 50MG,$8.32 
MEPIVICAINE 2% UP TO 10ML,$14.27 
MEPOLIZUMAB 1MG INJ,$96.42 
MEPOLIZUMAB 1MG INJ (100X),$34.43 
MERCAPTOPURINE 50 MG TAB,$19.37 
MERCAPTOPURINE TABLET 50MG,$19.37 
MERCURY ASSAY,$376.00 
MEROPENEM 100MG(X10)DUPLEX BAG,$7.92 
MEROPENEM 100MG(X5)DUPLEX BAG,$11.73 
MEROPENEM 100MG/50ML PRMX(10X),$6.00 
MEROPENEM 100MG/50ML PRMX(5X),$2.67 
MEROPENEM 1GM/20ML SWFI,$16.80 
MEROPENEM 500MG/10ML SWFI,$13.65 
MEROPENEM INJ 100 MG (10X),$17.43 
"MEROPENEM INJECTION, 100 MG",$17.43 
MEROPENEM PREMIX 100MG (5X),$17.43 
MEROPENEM/VABORBACTAM 2GM INJ,$594.00 
MESALAMINE 1.2 G TABLET,$21.70 
MESALAMINE 1000 MG SUPP,$35.98 
MESALAMINE 250 MG CAPSULE,$8.32 
MESALAMINE 250 MG SR CAP,$8.32 
MESALAMINE 500 MG SR CAP,$12.79 
MESALAMINE 500MG CR(PENTASA),$12.79 
MESALAMINE 800MG(ASACOLHD) DRT,$19.95 
MESALAMINE DR 1200MG TAB,$21.70 
MESALAMINE HD 800MG TAB,$19.95 
MESALAMINE RECTAL SUSP 4GM,$114.85 
MESNA 200MG INJ (1X),$139.48 
MESNA INJ 200MG (5X),$14.00 
"MESNA INJECTION, 200 MG",$139.48 
METANEPHRINES ASSAY,$131.00 
METAXALONE 800 MG TAB,$9.70 
METFORMIN 500 MG ERT,$1.39 
METFORMIN 500 MG SR TAB,$1.39 
METFORMIN 500 MG TAB,$4.15 
METFORMIN 500 MG TABLET,$4.15 
METFORMIN 850 MG TAB,$6.92 
METFORMIN 850 MG TABLET,$6.92 
METHACHOLINE ADMINISTRATION,"$1,159.00 "
METHACHOLINE FOR NEBULIZER 1MG,$2.77 
METHADONE 100MG/10ML ORAL SOL,$4.00 
METHADONE 1MG/1ML ELIXIR,$0.20 
METHADONE 5 MG TAB,$2.77 
METHADONE INJECTION UP TO 10MG,$7.27 
METHADONE LIQ 1MG,$0.20 
METHADONE TAB 5MG,$2.77 
METHAZOLAMIDE 50 MG TAB,$1.39 
"METHEMOGLOBIN ASSAY, BLOOD",$56.00 
METHENAMINE HIPPURATE 1 GM TAB,$6.59 
METHIMAZOLE 10 MG TAB,$4.15 
METHIMAZOLE 5 MG TAB,$4.15 
"METHIMAZOLE TABLET, 10 MG",$4.15 
"METHIMAZOLE TABLET, 5 MG",$4.15 
METHOCARBAMOL 500 MG TAB,$1.39 
METHOCARBAMOL 750 MG TAB,$1.39 
METHOTREXATE 2.5 MG TAB,$13.07 
METHOTREXATE 50MG INJ (1X),$5.81 
METHOTREXATE 50MG INJ (20X),$3.82 
"METHOTREXATE INJECTION, 5 MG",$5.81 
METHOTREXATE ORAL 2.5 MG,$13.07 
METHOTREXATE QUANTIFICATION,$152.00 
METHYLDOPA TABLET 250MG UD,$1.39 
METHYLEN BLU(PROVY)1MG INJ(50X,$4.48 
METHYLENE BLUE 0.5% PER 1MG,$33.00 
METHYLENE BLUE 10ML,$88.56 
METHYLERGONOVIN 0.2MG/ML INJ,$26.16 
METHYLERGONOVINE 0.2 MG TAB,$4.15 
METHYLERGONOVINE INJ TO 0.2 MG,$26.16 
METHYLERGONOVINE TAB 0.2MG UD,$4.15 
METHYLNALTREXONE 0.1MGINJ(120X,$3.15 
METHYLNALTREXONE INJ 0.1 MG,$3.15 
METHYLPHENIDATE 5 MG TAB,$4.15 
METHYLPHENIDATE TAB 5MG,$4.15 
METHYLPRED 5 GR IVPB,$657.29 
METHYLPREDNISOL INJ 125MG(8X),$20.34 
METHYLPREDNISOLON 125MG PF INJ,$20.34 
METHYLPREDNISOLONE 4 MG TAB,$8.74 
METHYLPREDNISOLONE 40MG INJ PF,$16.00 
METHYLPREDNISOLONE AC 40MG,$52.30 
"METHYLPREDNISOLONE ACET,40 MG",$52.30 
METHYLPREDNISOLONE SUCC 125 MG,$20.34 
"METHYLPREDNISOLONE TAB, 4 MG",$8.74 
"METHYLPREDNISONE SUCC, 40 MG",$16.00 
METOCLOPRAMIDE 10 MG TAB,$1.39 
METOCLOPRAMIDE 10MG/10ML SYRP,$11.07 
METOCLOPRAMIDE 10MG/2ML INJ,$5.81 
METOCLOPRAMIDE HCL INJ 10 MG,$5.81 
METOCLOPRAMIDE LIQ 10MG UD,$11.07 
METOCLOPRAMIDE TABLET 10MG UD,$1.39 
METOLAZONE 1 MG/ML ORAL SUSP,$4.15 
METOLAZONE 2.5 MG TAB,$4.15 
METOLAZONE 5 MG TAB,$4.15 
METOLAZONE TABLET 2.5 MG UD,$4.15 
METOLAZONE TABLET 5MG UD,$4.15 
METOPROLOL 1 MG/ML INJ 5ML,$33.21 
METOPROLOL 1 MG/ML SOLUTION,$1.39 
METOPROLOL 100 MG SR TAB,$5.53 
METOPROLOL 10MG/ML ORAL SUSP,$0.13 
METOPROLOL 12.5MG/1.25ML ORAL,$0.16 
METOPROLOL 12.5MG/1.25ML SUSP,$0.16 
METOPROLOL 25 MG ERT,$2.77 
METOPROLOL 25 MG SR TAB,$2.77 
METOPROLOL 25 MG TAB,$0.20 
METOPROLOL 25MG/2.5ML ORAL SUS,$0.32 
METOPROLOL 50 MG SR TAB,$4.15 
METOPROLOL 50 MG TAB,$5.53 
METOPROLOL 50MG/5ML ORAL SUSP,$0.63 
METOPROLOL INJ 5 MG,$33.21 
METOPROLOL TABLET 25 MG,$0.20 
METOPROLOL TABLET 50MG UD,$5.53 
METOPROLOL XL 100 MG TAB,$5.53 
METOPROLOL25MG/2.5ML ORAL SUSP,$0.32 
METOPROLOS XL 50 MG TAB,$4.15 
METRONIDAZOL 500MG/100ML IVPB,$49.81 
METRONIDAZOLE 0.75% CREAM 45GM,$378.57 
METRONIDAZOLE 250 MG TAB,$0.10 
METRONIDAZOLE 50MG/ML ORAL SOL,$1.62 
"METRONIDAZOLE INJECTION,500 MG",$49.81 
METRONIDAZOLE TAB 250 MG,$0.10 
METRONIDAZOLE TAB 250MG UD,$1.39 
METRONIDAZOLE TOP GEL 0.75%45G,$74.74 
METRONIDAZOLE VAG GEL.75% 70GM,$481.95 
MEXILETINE 150 MG CAP,$9.70 
MEXILETINE 200 MG CAP,$12.45 
MEXILETINE CAP 150MG,$9.70 
MEXILETINE CAP 200MG,$12.45 
MICAFUNGIN INJ 1MG (50X),$3.76 
MICAFUNGIN SODIUM INJ 1 MG,$3.76 
MICONAZOLE 2% TOP CRM 142GM,$37.36 
MICONAZOLE 2% VAGINAL CREAM,$323.81 
MICONAZOLE CREAM 2% 142 G,$37.36 
MICONAZOLE TOP-CR 2% 15GM,$175.74 
MICONAZOLE VAG CR 2% 47GM,$323.81 
MICONAZOLE VAG SUPP 100MG,$51.20 
MICROALBUMIN-URINE,$71.00 
MICROBE SUSCEPTIBILITY STUDY,$91.00 
MICROBIOLOGY-SPECIMEN BRUSH,$100.80 
"MICROCATH,EXCELRSL-10,168189","$3,864.00 "
"MICROCATH,EXCELRSL-10,168190","$4,158.00 "
"MICROCATH,EXCELRSL-17,C1715ST","$3,822.00 "
"MICROCATH,EXCELRSL-17,C1775ST","$3,822.00 "
"MICROCATH,EXCELRSL-27,XT273582","$4,368.00 "
"MICROCATH,EXCELRSL-27,XT275082","$4,368.00 "
MICROPUNCTURE SETS,$81.90 
MICROSOMAL ANTIBODY,$177.00 
MICROSPHERE EMBOSPHERE 500-700,$750.00 
"MICROVASC PLUG,6.5X12MM,MVP-5Q","$5,197.50 "
MIDAZOLAM  10MG/5ML ORAL SYRUP,$12.06 
MIDAZOLAM 10 MG/5ML ORAL,$12.06 
MIDAZOLAM 1MG(X5) INJ NAS,$3.75 
MIDAZOLAM 5MG/ML NASAL INJ,$3.75 
MIDAZOLAM INJ 1MG (2X),$4.36 
MIDAZOLAM INJ 1MG (50X),$4.36 
"MIDAZOLAM INJECTION, 1 MG",$4.36 
MIDODRINE 2.5MG TABLET,$12.45 
MIDODRINE 5 MG TAB,$12.45 
MIDODRINE 5MG TABLET,$12.45 
MIGLITOL 25 MG TAB,$2.77 
MILRINONE INF 5MG (8X),$90.10 
"MILRINONE LACTATE INJ., 5 MG",$90.10 
MINERAL OIL 15ML,$2.77 
MINERAL OIL 30ML,$5.53 
MINERAL OIL ENEMA 133 ML,$2.77 
MINERAL OIL HEAVY 480 ML,$5.53 
MINERAL OIL STERILE LIGHT 10M,$8.32 
MINERAL OIL STERILE-LIGHT 10ML,$50.00 
MINI ONE -NON BALLOON BUTTON,$546.00 
MINOCYCLINE 100 MG CAP,$2.77 
MINOXIDIL 2.5 MG TAB,$4.15 
MINOXIDIL TABLET 2.5MG,$4.15 
MIRTAZAPINE 15 MG TAB,$15.24 
MIRTAZAPINE 15MG  DISINTEG TAB,$2.55 
MIRTAZAPINE 30 MG TAB,$15.24 
MIRTAZAPINE SOLTAB 15MG,$2.55 
MIRTAZAPINE TABLET 15 MG,$15.24 
MIRTAZAPINE TABLET 30 MG,$15.24 
MISCARRIAGE/INCOMPLETE ABORT'N,"$3,045.00 "
MISOPROSTOL 100 MCG TAB,$1.26 
MISOPROSTOL 200 MCG TAB,$3.18 
MISOPROSTOL TAB 200MCG,$3.18 
MITOMYCIN 5 MG IV INJ,$272.46 
MITOMYCIN INJ 5MG (4X),$531.00 
MITOMYCIN INJ 5MG (8X),$531.00 
MITOMYCIN INJECTION 5 MG,$132.93 
MITOXANTRONE HCL INJ 5 MG,"$1,579.39 "
MNT 2ND REFERRAL EA 15 MIN,$138.00 
MNT GROUP (2 OR >) EA 30 MIN,$56.00 
MNT INITIAL ASSESSMT EA 15 MIN,$121.00 
MNT RE-ASSSESSMENT EA 15 MIN,$100.00 
MODAFINIL 100 MG TAB,$20.76 
"MODAFINIL TABLET, 100 MG",$20.76 
MOGAMULIZUMAB 20MG/5ML VIAL,"$13,644.00 "
MOLE RED CELL GENOTYPE (HEA)PT,"$1,678.00 "
MOMETASONE TOP CREAM/OINT,$33.21 
MONTELUKAST 10 MG TAB,$16.60 
MONTELUKAST 4 MG CHEW TAB,$16.60 
MONTELUKAST 5 MG CHEW TAB,$16.60 
"MONTELUKAST CHEWABLE TAB, 4 MG",$16.60 
"MONTELUKAST CHEWABLE TAB, 5 MG",$16.60 
"MONTELUKAST COATED TAB, 10 MG",$16.60 
MORPHINE 0.2MG/0.5ML ORAL SOLN,$0.19 
MORPHINE 10 MG/1 ML INJECT,$4.22 
MORPHINE 100 MG SR TAB,$15.24 
MORPHINE 100MG/100ML NS,$3.03 
MORPHINE 10MG IV D5W 100ML(10X,$13.38 
MORPHINE 10MG/NS 100ML (10X),$3.03 
MORPHINE 15 MG IR TAB,$2.77 
MORPHINE 15 MG SR TAB,$2.77 
MORPHINE 2 MG/1 ML INJ,$4.22 
MORPHINE 20MG/10ML SOLN,$5.76 
MORPHINE 2MG/2ML CPD SYRINGE,$13.50 
MORPHINE 30 MG SR TAB,$4.15 
MORPHINE 4 MG/1 ML INJECT,$4.22 
MORPHINE 50MG/50ML NS,$5.70 
MORPHINE PCA 10MG (5X),$5.70 
MORPHINE PF 10MG/10ML INJ,$22.98 
MORPHINE PRESRV-FREE 10 MG INJ,$22.98 
MORPHINE SOLN 10MG/0.5MLORLSYR,$4.15 
MORPHINE SULF 4MG(X1) SYR,$9.48 
MORPHINE SULFATE INJ 100 MG,$13.38 
MORPHINE SULFATE INJ UPTO 10MG,$4.22 
MORPHINE SULFATE SOLN 10MG,$4.15 
