ITEM#,ITEM DESCRIPTION,PRICE
 7436131,MYCOLOG CREAM/ 60 GM,$675.51
 7436140,DILAUDID PF SYRINGE 0.5MG/0.5ML,$45.00
 7436141,DILAUDID VIAL 2MG/1ML,$45.00
 7436142,DEMEROL VIAL 100MG/ML,$45.00
 7436143,DEMEROL VIAL 50MG/ML,$45.00
 7436150,CATHFLO ACTIVASE VIAL 2MG,$770.75
 7436280,HYPERTONIC SALINE 3% BAG 500ML,$35.00
 7436300,RECOMBIVAX HA SYRINGE,$37.80
 7436340,MAGNESIUM/D5W IVPB BAG 1GM/100ML,$78.00
 7436341,MAGNESIUM/D5W IVPB BAG 4GM/100ML,$78.00
 7436400,TAMIFLU CAP 45MG,$55.02
 7436410,DECADRON VIAL 10MG/ML,$35.00
 7436420,NORCO TAB 5/325MG,$7.50
 7436430,NORCO TAB 7.5/325MG,$7.50
 7436440,NORCO TAB 10/325MG,$7.50
 7436450,ZOFRAN ODT TAB 4 MG,$7.50
 7436470,TOBRADEX OPTH DROPS 2.5ML,$65.26
 7436590,LIPITOR TAB 40MG,$7.50
 7436650,NORCO 5/325MG - RX TO GO,$35.00
 7436651,ULTRAM 50MG - RX TO GO,$35.00
 7436652,FLEXERIL 10MG -RX TO GO,$35.00
 7436653,ZOFRAN 4MG - RX TO GO,$35.00
 7438952,ZOSYN VIAL 3.375 GM,$223.25
 7450001,AMINOPHYLLINE/NS IVPB  250MG/250ML,$136.90
 7450002,AMPICILLIN/NS IVPB  1GM/50ML,$114.88
 7450035,POTASSIUM CL/NS IVPB  40MEQ/1000ML,$55.00
 7458962,XARELTO 15MG TAB/ 1 EA,$42.77
 7489863,XARELTO TAB 20MG,$55.14
 7489864,XARELTO TAB 15MG,$55.14
 7490001,NITRATEST PAPER,$37.52
 7490004,Norvasc Tablet 2.5MG NF,$6.00
 7490005,Codeine Phosphate Powder NF,$41.00
 7490006,NF-Concerta Oral Tab ER 27MG,$21.00
 7490007,NF-Lisinopril Tablet 40mg,$7.00
 7490011,NF-Tessalon Perles Liquid Capsule 100MG,$11.00
 7490012,NF-Concerta Oral Tab ER 27MG,$21.00
 7490014,NF-Tessalon Perles Liquid Capsule 100MG,$11.00
 7490015,Concerta ER TAB 27MG NF,$21.00
 7490016,NF-Tessalon Perles Liquid Capsule 100MG,$11.00
 7490017,MS CONTIN TAB 15MG,$7.50
 7490020,SMOFLIPID 20% PREMIX 50GM/250ML,$97.60
 7490021,MAXIPIME VIAL 2GM,$187.30
 7490022,POTASSIUM ACETATE VIAL 40MEQ/20ML,$35.00
 7490023,LASIX ORAL SOLN 10MG/ML,$7.50
 7490024,ZOFRAN TAB 4 MG,$7.50
 7490025,CARBOCAINE 2% VIAL 50ML,$35.00
 7490026,PRAMOXINE 1% FOAM 15GM,$166.40
 7490027,DESFERAL VIAL 500MG,$61.50
 7490028,PROLIXIN TAB 10MG,$22.95
 7490029,Meropenem IV Powder for Solution 1GM NF,$172.60
 7490030,MEROPENEM IV POWDER FOR SOLUTION 1GM,$172.60
 7490031,Dorzolamide HCl Ophthalmic Solution 2,$34.00
 7490032,Combigan Ophth Soln 0.2%-0.5% NF,$193.00
 7490033,Lumigan Ophth Solution 0.01% NF,$431.00
 7490040,Progesterone Oral Liquid Capsule 200M NF,$49.00
 7490046,DOXEPIN CAP 10MG,$3.00
 7490049,Advair Diskus 100/50 Disk NF,$38.00
 7490050,ANORO ELLIPTA INHALER,$39.00
 7490052,NF-CeleBREX Capsule 200MG,$41.00
 7490053,NF-Lumigan Ophth Solution 0.01%,$431.00
 7490054,Progesterone Topical Cream 40% NF,$22.00
 7490057,Liothyronine TAB 5MCG NF,$3.00
 7490058,Arimidex Tablet 1MG NF,$104.00
 7490060,TOUJEO PF PEN 300UNITS/1ML,$496.00
 7490061,COMBIVENT RESPIMAT INHALER,$558.00
 7490065,VYVANSE CAP 50MG,$32.00
 7490066,FENOFIBRATE TAB 160MG,$11.00
 7490067,MEROPENEM VIAL 500MG,$172.60
 7490068,CARDIZEM VIAL 5MG/ML 5ML,$35.00
 7490072,MUCOMYST IV 20% VIAL 200MG/1ML,$7.50
 7490075,EVOXAC CAP 30MG,$42.00
 7490078,ADULT PROBIOTIC CAP,$2.00
 7490083,ULORIC 40MG TAB,$64.00
 7490084,XEROFORM NONOCCLUSIVE OIL EMULSION,$12.00
 7490085,LEVOCETIRIZINE TAB 5MG- NF,$15.00
 7490087,SODIUM BICARBONATE TAB 650MG,$7.50
 7490088,BEANO TABLET - NF,$7.50
 7490115,JANUVIA TAB 100MG-NF,$85.00
 7490137,EXELON PATCH 13.3MG/24HR-NF,$129.00
 7490139,AMITIZA CAP 24MCG-NF,$48.00
 7490154,SODIUM CHLORIDE TABLET,$7.50
 7490158,PROPARACAINE OPTH DROPS 0.5% 15ML,$93.70
 7490179,NF-Acebutolol Hydrochloride Capsule 400M,$3.00
 7490182,NF-Genteal Ophthalmic Gel 0.25%-0.3%,$2.00
 7490184,NF-abacavir-lamiVUDine Oral Tab 600MG-30,$232.00
 7490185,NF-Sulfacetamide,$20.00
 7490190,NF-Zonisamide Oral Capsule 100MG,$10.00
 7490191,NF-Vimpat Oral Tablet 100MG,$80.00
 7490192,NF-Larin 24 FE Tab 20MCG-1MG;75MG,$15.00
 7490193,NF-Diastat Pediatric Rectal Kit 2.5MG,"$1,016.00"
 7490194,NF-Strattera Oral Capsule 80MG,$92.00
 7490195,NF-Larin 24 FE Tab 20MCG-1MG;75MG,$15.00
 7490196,NF-Diastat Pediatric Rectal Kit 2.5MG,"$1,016.00"
 7490197,NF-Larin 24 FE Tab 20MCG-1MG;75MG,$15.00
 7490198,NF-Larin 24 FE Tab 20MCG-1MG;75MG,$15.00
 7490200,NF-VESIcare Oral Tablet 10MG,$72.00
 7490201,NF-VESIcare Oral Tablet 10MG,$72.00
 7490202,NF-Fenofibrate Oral Tablet 48MG,$8.00
 7490205,NF-Amitriptyline Oral Tablet 100MG,$7.00
 7490206,NF-Lexapro Tablet 20MG,$65.00
 7490207,NF-Zonisamide Oral Capsule 100MG,$10.00
 7490208,NF-Soliqua SC Solution 100U-33MCG/1ML,$268.00
 7490210,NF-Linzess Oral Capsule 145MCG,$77.00
 7490211,NF-Nasonex Nasal Spray 0.05MG/1Act,$22.00
 7490212,NF-Anoro Ellipta Inhalation Powder,$40.00
 7490213,NF-Fluorouracil Topical Cream 5%,$35.00
 7490214,NF-Tresiba Subcutaneous Solution 200U/1M,$387.00
 7490215,NF-Aptiom Oral Tablet 800MG,$183.00
 7490216,NF-Proair HFA Inh Susp 0.09MG/1Act,$30.00
 7490217,NF-Ipratropium/Albuterol Inh 0.5MG-3MG/3,$3.00
 8000119,UNNA BOOT APPLICATION,$171.72
 8000120,PT EVALUATION/EVAL & TREAT 97001,$179.00
 8000121,PT EVAL LOW COMPLEXITY,$228.84
 8000122,PT EVAL MODERATE COMPLEXITY,$228.84
 8000123,PT EVAL HIGH COMPLEXITY,$228.84
 8000130,PT RE-EVALUATION,$179.00
 8000140,PT MECHANICAL TRACTION,$103.00
 8000150,PT ELECTRICAL STIMULATION UNATTEN,$80.50
 8000160,PT PARAFFIN BATH,$79.00
 8000167,PT MANUAL THERAPY,$100.00
 8000170,PT WHIRLPOOL,$279.00
 8000200,PT ULTRASOUND 15 MIN UNITS,$89.00
 8000220,PT THERAPEUTIC EXERCISE 15MIN,$99.00
 8000240,PT NEUROMUSCULAR RE-EDUCATION 15M,$97.00
 8000250,PT GAIT/STAIRS TRAINING 15 MIN,$69.00
 8000340,PT ORTHOTICS FITTING/TRAINING,$99.00
 8000350,PT THERAPEUTIC ACT,$127.50
 8000400,PT MINOR WOUND DEBRIDEMENT <20SQC,$172.50
 8000410,PT MAJOR WOUND DEBRIDEMENT <20SQC,$69.00
 8000500,PT ELECTRICAL STIMULATION UNATTEN,$80.50
 8001660,PT HOT AND COLD PACKS,$69.00
 8001680,PT SCHOOL PT EVALUATION,$65.00
 8600000,WOUND PATH,"$5,717.20"
 8600001,WOUND PATH FUNGAL,"$5,717.20"
 8600003,RESISTANT PATH 1,$481.40
 8600004,RESISTANT PATH 2,$481.40
 8600005,RESPIRAGENE,"$1,197.60"
 8600006,RESPIRA CF SCREEN,"$1,197.60"
 8600007,RESPIRA CFCOMPLETE FULL SEQ,"$1,197.60"
 9000001,INITIAL SLEEP STUDY,"$1,345.86"
 9000002,C PAP TITRATION,"$1,417.89"
 9000003,PORTABLE SLEEP TEST,$288.06
 9000004,MSLT,$988.62
 9000005,PEDIATRIC SLEEP TEST UNDER 5YO,"$2,416.05"
 9000006,C PAP TITRATION STUDY UNDER 5YO,"$2,513.79"
 9000007,EEG EXTENDED MONITORING 41-60 MINUTES,$781.38
 9000008,EEG EXTENDED MONITORING GREATER THAN 1HR,$883.04
 9000009,EEG INCLUD RECOD AWAKE  AND DRWOS20-40MI,$817.56
 9000010,EEG INCLUD RECO AWAK AND ASLEEP 20-40MI,$957.15
 9000011,MONITOR FOR LOCAL CEREB SEIZURE BY CABLE,$929.64
 9000012,EEG RECOR AND INTERP EA 24HR ATTENDED,"$3,896.28"
 9000013,EEG ALL NIGHT RECORDING,"$1,719.30"
40000007,MASTECTOMY BREAST SIMPLE,"$2,682.66"
43501691,EPIDURAL INJECTION,"$2,016.18"
71700133,ALCOHOL ETHANOL-OLD,$185.00
71701333,DRUG SCREEN-OLD,$195.00
71716670,CAL PROTECTIN FECAL,$600.00
71800000,ALCOHOL ETHANOL,$185.00
