Procedure Number,Description,Standard Charge
116897,HC LIVER FEE,"$94,525.67 "
116899,HC PANCREAS FEE,"$64,067.41 "
116901,HC UNSCHED/EMERGENT OP DIALYSIS,"$3,154.65 "
116905,HC PEP PSYCH EVALUATION,"$1,019.67 "
116907,HC ELECTROCONVULSIVE THERAPY,"$2,956.98 "
116909,HC INTENSIVE OUTPATIENT IOP,"$1,469.30 "
116911,HC DRUG REHABILITATION,$514.25 
116913,HC PARTIAL HOSPITALIZATION-LESS I,"$1,003.31 "
116915,HC PTHERP IND 30M WO E/M,$135.70 
116917,HC PTHERP IND 45M WO E/M,$177.86 
116919,HC PTHERP IND 60M WO E/M,$187.35 
116921,HC ASSESS HLTH/BEH INIT EA 15MIN,$75.90 
116923,HC INTERVEN HLTH/BEH INDIV EA 15M,$75.90 
116925,HC GROUP THERAPY,$328.57 
116927,HC FAMILY THERAP W/PATIENT 50 MINS,$328.57 
116929,HC BIOFEEDBACK PERINEAL,$549.52 
116931,HC NEUROPSYCH TST PSYCH W/COMP,$169.32 
116933,HC FETAL NON-STRESS TEST,$969.04 
116935,HC VISUAL FIELD EXTENDED BI,$952.62 
116937,HC OCT IMAGING POST OPTIC NERV,$635.42 
116939,HC OCT IMAGING POST RETINA,$635.42 
116941,HC FLUORESCEIN ANGIOGRAPHY,"$1,062.90 "
116943,HC FUNDUS PHOTO BI,$403.29 
116945,HC ELECTROCULOGRAM,$773.45 
116947,HC ELECTRORETINOGRAM,"$1,171.59 "
116949,HC EXTERNAL OCULAR PHOTOGRAPH BI,$393.07 
116951,HC SPEC ENDOTHELIAL MICROSCOPY,$825.55 
116953,HC FLUORESCEIN ANGIO ANTERIOR,$940.44 
116955,HC AMBULATORY BP RECORDING,$815.54 
116957,HC AMBULATORY BP SCANNING,$815.54 
116959,HC GLUCOSE MONITORING CGMS,$179.68 
116961,HC INTRA OP MONITORING EA 15 MIN,$263.57 
116963,HC ANALYSIS NEUROSTIM WO PROGRAM,$506.41 
116965,HC ANALYSIS NEUROSTIM W/PROG SMP,$678.62 
116967,HC ANALYZE NEUROSTIM COMPLEX,$696.04 
116971,HC MRI FUNCTIONAL BRAIN MAPPING,"$2,414.85 "
116973,HC VENOUS PRESSURES,"$2,543.34 "
116975,HC DUPLEX EXTRACRANAL COMPL BI,"$1,631.47 "
116977,HC DUPLEX EXTRACRANIAL UNI/LTD,"$1,147.13 "
116979,HC DOPPLER INTRACRANI ART COMPL,$974.06 
116981,HC DOPPLER INTRACRANI ART LTD,$779.25 
116983,HC DOPPLER TRANSCRAN ART MBUBBLE,"$1,483.44 "
116985,HC EXTR ART/NIVA 1-2 LVL BI,$467.14 
116987,HC EXTR ART/NIVA 3+ LVL BI,"$2,477.09 "
116989,HC EXTR ART LOWER W TREADMILL BI,$252.45 
116991,HC DUPLEX ARTERY EXTR LOW BI,"$1,631.47 "
116993,HC DUPLEX ARTERY EXTR LOW UNI/LTD,"$1,147.13 "
116995,HC DUPLEX ARTERY EXTR UPP BI,"$1,631.47 "
116997,HC DUPLEX ARTERY EXTR UPP UNI/LTD,"$1,147.13 "
116999,HC DUPLEX EXTREMITY VEINS BI,"$1,631.47 "
117001,HC DUPLEX VEINS EXTREMITY UNI/LTD,"$1,147.13 "
117003,DUPLEX ABDOMEN/PELVIS COMPLETE,"$1,631.47 "
117005,HC DUPLEX ABDOMEN/PELVIS LTD,"$1,147.13 "
117007,HC DUPLEX AORTA IVC IL COMPLETE,"$1,631.47 "
117009,HC DUPLEX AORTA IVC IL LTD,"$1,147.13 "
117011,HC DUPLEX HEMODIALYSIS ACCESS,"$1,864.53 "
117013,HC EMG 1 EXTREMITY,$895.74 
117015,HC EMG 2 EXTREMITIES,"$1,271.98 "
117017,HC EMG LIMITED STUDY,$779.37 
117019,HC EMG W/NERVE TEST LTD,$368.58 
117021,HC EMG W/NERVE TEST COMPLETE,$442.29 
117023,HC EMG W/NERVE TEST NON-EXTRIMITY,$468.25 
117025,HC NERVE COND; 1-2 STUDIES,$841.19 
117027,HC NERVE COND; 3-4 STUDIES,"$1,682.36 "
117029,HC NERVE COND; 5-6 STUDIES,"$2,523.57 "
117031,HC NERVE COND; 7-8 STUDIES,"$3,364.76 "
117033,HC NERVE COND; 9-10 STUDIES,"$4,205.94 "
117035,HC NERVE COND; 11-12 STUDIES,"$5,047.13 "
117037,HC NERVE COND; 13+ STUDIES,"$5,888.32 "
117039,HC SSEP UPPER EXTREMITY,"$2,816.33 "
117041,HC SSEP LOWER EXTREMITY,"$3,055.85 "
117043,HC VISUAL EP VEP,"$3,244.45 "
117045,HC REPETITIVE STIMULATION EA NERV,$386.00 
117047,HC SSEP UPPER & LOWER EXTREMITY,$797.00 
117049,HC METHACHOLINE IH CHALLENGE,$632.76 
117053,HC PLASMAPHERESIS,"$10,089.22 "
117057,HC BARIATRIC COUNSELING PRE& POST,"$1,000.37 "
117061,HC REFILL IMPL PUMP SPN/BRN BY MD,$632.65 
117063,HC INJECTION SQ/IM,$231.21 
117067,HC IRRIGATION IMPLANTED VAD,$131.03 
117069,HC PHLEBOTOMY THERAPEUTIC,$646.01 
117071,HC SUBSTANCE ASSESS/INTVN 15-30MN,$102.63 
117073,HC SUBSTANCE ASSESS/INTVN >30MN,$154.54 
117075,HC MNT GROUP EACH 30 MIN,$50.98 
117077,HC MNT INDIV EACH 15 MIN,$35.69 
117079,HC MNT REASSESS INDIV EACH 15 MIN,$56.08 
117081,HC GENETIC COUNSELING EA 30 MIN,$71.38 
117087,HC DIABETES EDUC INDIV 30 MIN,$71.38 
117089,HC DIABETES EDUC GROUP PER 30 MIN,$50.98 
117091,HC CARDIAC REHAB PHASE II EDU,$463.31 
117093,HC CARDIAC REHAB PHASE II EXCER,$324.83 
117097,HC TRANSPLANT TEAM PRO FEES,$0.00 
117099,HC DENOVO NT TISSUE GRAFT,"$4,977.93 "
117101,HC SELFPAY PHASE III,$5.00 
117103,HC SELFPAY PHASE III CONSULT,$20.00 
117105,HC SELFPAY PHASE III EDUCATION,$50.00 
117107,HC SELFPAY SCREEN CALCIUM SCORING,$99.00 
117111,HC SP BARIATRIC EDUC EA 30 MIN,$92.97 
117113,HC CHWELLBENE WAIST CIRCUMFERENCE,$5.18 
117115,HC CHWELLBENE WELLNESS PROFILE,$25.88 
117119,HC F-18 FLORBET PER ST DOSE<10MCI,"$3,204.75 "
117121,HC SECOND OPINION CONSULTATION,$108.85 
117123,HC SELFPAY BARIATRIC SCR CONSULT,$40.00 
117125,HC SELFPAY INBODY SCAN,$25.00 
117127,HC SELFPAY INBODY SCAN W CONSULT,$60.00 
117129,HC SELFPAY PERSONAL TRAINER,$41.41 
117131,HC SELFPAY PERSONAL TRAINER ADVAN,$51.77 
117133,HC SELFPAY PET CT LIMITED AREA,"$1,446.84 "
117189,HC SP BEHIND WHEEL ADDL 30 MIN,$75.36 
117191,HC SP BEHIND WHEEL DRIVING EVAL,$301.40 
117193,HC SP BEHND WHEEL TRAINING 1ST HR,$150.70 
117213,HC SP CLINICAL DRIVING EVAL,$301.40 
117235,HC SP F-18 FLORB PER ST DSE<10MCI,"$3,060.78 "
117259,HC SP NUTRITION COUNS 15 MIN,$20.00 
117309,HC STUDY TONOMETRY,$32.99 
117311,HC VENIPUNCTUR AMGEN 20110118,$6.59 
117313,HC CHWELLBENE URINE COTININE,$16.57 
117317,HC GENETICS HCPRO PHONE CALL21-30,$27.49 
117319,HC SPORTS PHYSICAL,$49.00 
146966,HC XR HAND SGL/MULTI DIGITS,$607.41 
146971,HC CT KIDNEY W CONTRAST,"$4,998.06 "
147074,"HC SIALOLITHOTOMY, UNCOMPLICATED","$1,545.84 "
147076,HC BREAST LUMPECTOMY,"$4,293.89 "
147102,HC TX LARGE BURN PARTIAL THICK,$760.77 
147104,HC TX MEDIUM BURN PARTIAL THICK,$633.97 
147106,HC UNSUCCESSFUL INSERT PICC LN WO PORT WITHOUT IMAGING <5YRS,"$3,840.00 "
147108,HC UNSUCCESSFUL INSERT PICC LN WO PORT WITHOUT IMAGING >=5YRS,"$4,698.99 "
147110,HC US ELASTROGRAPHY,$246.50 
147112,HC INHALATION TREATMENT SUBSEQUENT,$289.53 
147114,HC PT MM TEST EXTR/TRNK W/O HANDS,$36.27 
147125,HC OT AQUATIC THERAPY W/EX 15MIN,$126.60 
147127,HC OT MANUAL MUSCLE TEST HAND(S),$148.11 
147129,HC OT MM TEST EXTR/TRNK W/O HANDS,$36.27 
147131,HC OT WORK HARDENING INITIAL 2HRS,$85.81 
147141,HC ECHO 2D MMODE LTD/FUP,"$1,631.47 "
147143,HC TRANSESOPH ECHO CONG W CONTRAS,"$3,466.88 "
147145,HC ANNUAL DEPRESSION SCR 15 MIN,$30.07 
147166,HC HOLTER MONITOR MORE THAN 48 HRS UP TO 21 DAYS RECORD ONLY,"$2,983.16 "
147170,HC SLEEP STUDY UNATT SLP TIME,$617.53 
147176,HC SELFPAY IMPL PROSTATE SPACER,"$2,850.00 "
147180,HC ABLATION CRYO RENAL TUMOR,$648.29 
147364,HC INTRODUCTION CATH VENA CAVA,"$5,247.37 "
147366,HC INSERT CENTRAL TUN WO PORT<5YR,"$4,445.47 "
147368,HC INSERT CENTRAL TUN WO PRT>=5YR,"$2,674.11 "
147370,HC INSERT CENTRAL TUN W PORT<5YR,"$5,334.56 "
147372,HC INSERT CENTRAL TUN W PORT>=5YR,"$9,147.94 "
147374,HC INJ TRIGGER PTS >= 3 MUSCLES,"$1,844.68 "
147376,HC INSERT CENTRAL LN NONTUN <5YR,"$2,949.32 "
147378,HC INSERT CENTRAL TUN W PORT<5YR,"$4,247.01 "
147380,HC INSERT CENTRAL TUN W PORT>=5YR,"$5,096.41 "
147382,HC INSERT CENTRAL TUN WO PORT<5YR,"$3,539.17 "
147384,HC INSERT CENTRAL TUN WO PRT>=5YR,"$3,539.17 "
147386,HC RT HEART CATH W PRESSURE SENSR,"$33,437.76 "
147388,HC DESTR MAL LES TK/AR/LG <=0.5CM,$165.23 
147392,HC INTERVN PREVENTION OF BLEED,$230.79 
147604,HC PLC STENT EXTRACRAN VERT INIT,"$14,422.28 "
147606,HC ATHERECTOMY BRACH/CEPH EA ART,"$15,121.20 "
147608,HC DRAIN SOFT TISSUE W GD,"$6,771.95 "
147610,HC US PUNCTURE ASPIR BREAST CYST,$677.60 
147612,HC US PUNCTURE ASPIR BREAST CYST ADD,$273.94 
147614,HC INJECTION DUCTO/GALACTOGRAM,$643.96 
147616,HC BX BR CLP/SPCM 1ST LES ST,"$5,948.60 "
147618,HC BX BR CLP/SPCM ADL LES ST,"$5,353.74 "
147620,HC BX BR CLP/SPCM 1ST LES US,"$4,220.52 "
147622,HC BX BR CLP/SPCM ADL LES US,"$3,792.39 "
147624,HC BX BR CLP/SPCM 1ST LES MR,"$7,431.32 "
147626,HC BX BR CLP/SPCM ADL LES MR,"$6,688.19 "
147628,HC BIOPSY BREAST NO IMAGING,"$2,819.25 "
147630,HC BRST LOC W/CLP ADL LES US,"$2,972.71 "
147632,HC BRST LOC W/CLP 1ST LES MA,"$2,930.50 "
147634,HC BRST LOC W/CLP ADL LES MA,"$2,637.44 "
147636,HC BRST LOC W/CLP 1ST LES ST,"$5,627.97 "
147638,HC BRST LOC W/CLP ADL LES ST,"$5,065.17 "
147640,HC BRST LOC W/CLP 1ST LES US,"$3,369.07 "
147642,HC BRST LOC W/CLP 1ST LES MR,"$6,648.07 "
147644,HC BRST LOC W/CLP ADL LES MR,"$5,983.25 "
147646,HC BIOPSY MUSCLE,"$1,924.08 "
147648,HC BIOPSY BONE SUPERICIAL,"$2,308.89 "
147650,HC BIOPSY BONE DEEP,"$2,770.67 "
147652,HC ABLATION CYST ABCESS SINUS TR,"$5,364.74 "
147654,HC INJECTION SINUS TRACT DIAG,$774.38 
147656,HC ASPIR CYST BONE,"$2,735.76 "
147658,HC ABLATION RF BONE W GD,"$14,013.53 "
147660,HC ABLATION CRYO BONE W GD,"$14,013.53 "
147662,HC VERTEBROPLASTY CERV THOR W GD,"$10,273.68 "
147664,HC VERTEBROPLASTY LUMB SACR W GD,"$10,137.55 "
147666,HC VERTEBROPLASTY ADDL LVL W GD,"$6,662.19 "
147668,HC INJECT ARTHROGRAM SHOULDER,"$1,627.19 "
147670,HC INJECT ARTHROGRAM ELBOW,$464.88 
147672,HC INJECT ARTHROGRAM WRIST,"$1,783.36 "
147674,HC INJECT ARTHROGRAM HIP WO ANES,"$1,497.31 "
147676,HC INJECT ARTHROGRAM KNEE,"$1,759.01 "
147678,HC INJECT ARTHROGRAM ANKLE,"$1,575.12 "
147680,HC BIOPSY PLEURA,"$2,641.58 "
147682,HC BIOPSY LUNG MEDIASTINUM,"$2,641.58 "
147684,HC REMOVE TUNN PLEUR CATH W/CUFF,$774.98 
147686,HC THORACENTESIS WO IMAGING,"$2,009.74 "
147688,HC THORACENTESIS W IMAGING,"$3,113.69 "
147690,HC DRAINAGE PLEURAL WO IMAGING,"$2,610.53 "
147692,HC DRAINAGE PLEURAL W IMAGING,"$10,138.29 "
147694,HC PLEURODESIS CHEMICAL,"$2,327.05 "
147696,HC FIBRINOLYSIS INITIAL DAY,"$1,314.03 "
147698,HC FIBRINOLYSIS SUBSQNT DAY,"$1,314.03 "
147702,HC REPL AORTIC VALVE TRANS-APIC,"$39,747.67 "
147706,HC ENDOVASC TAA PROXIMAL EXTENDER INITIAL,"$1,645.31 "
147708,HC INSERT VENT ASST DEVIC ARTVEN,"$82,353.16 "
147710,HC ENDOCASC AAA INFRARENAL BIFURCATED PROSTH 1  DOCK,"$4,328.69 "
147712,HC ENDOCASC AAA INFRARENAL BIFURCATED PROSTH 2 DOCK,"$5,410.86 "
147714,HC ENDOCASC AAA INFRARENAL BIFURCATED PROSTH UNIBODY,"$5,410.86 "
147716,HC ENDOVASC AAA INFRARENAL BIFURCATED PROSTH AORTO-UNIILIAC OR UNIFEM,"$5,410.86 "
147718,HC ENDOVASC REPAIR AAA OPEN FEMORAL ARTERY UNILATERAL,"$5,938.68 "
147720,HC ENDOVASC AAA INFRARENAL EXTENSION INITIAL VESSEL,"$3,898.06 "
147722,HC ENDOVASC ILIAC REPAIR ILIO-ILIAC TUBE PROSTH,"$5,520.26 "
147726,HC INJECTION PSEUDOANEURYSM,$774.98 
147728,HC CATH PLACE RT HRT/PULM ART,"$1,006.21 "
147730,HC CATH PLACEMENT PULM ARTERY,"$1,006.21 "
147732,HC CATH PLACE PULM ART SEG/SUB,"$1,022.84 "
147734,HC INTRO NDL BRACHIAL ARTERY,"$5,735.73 "
147736,HC INTRO NDL AORTA/TRANSLUMBAR,"$1,624.68 "
147738,HC CATH PLACE ADD 2ND/3RD THOR/BC,"$2,346.70 "
147740,HC CATH PLC ARCH W EXTRA CAR,"$16,149.96 "
147742,HC CATH PLC COM CAR EXTRA CAR,"$13,515.84 "
147744,HC CATH PLC COM CAR INTRA CAR,"$17,744.48 "
147746,HC CATH PLC INTERNAL CAR,"$13,249.47 "
147748,HC CATH PLC SUBCLV W VERT,"$17,546.06 "
147750,HC CATH PLC VERTEBRAL,"$12,992.99 "
147752,HC CATH PLC CAR ADDL EXTERN CAR,"$8,002.41 "
147754,HC CATH PLC EA BRANCH INT CAR/VER,"$5,682.38 "
147756,HC CATH PLC RENAL 1ST W/IMAG UNI,"$8,108.30 "
147758,HC CATH PLC RENAL 1ST W/IMAG BI,"$12,162.44 "
147760,HC CATH PLC  RENAL 2ND W/IMAG UNI,"$9,729.96 "
147764,HC INJECTION SCLEROSANT SPIDER VEINS LIMB OR TRUNK SINGLE OR MULTIPLE VEINS,"$1,166.22 "
147766,HC INJECTION SCLEROSANT SINGLE INCOMPETENT VEIN,"$2,154.22 "
147768,HC INJECTION SCLEROSANT MULTIPLE INCOMPETENT VEINS SAME LEG,"$3,230.63 "
147770,HC ENDOVENOUS ABLATION THERAPY RF INCOMPETENT EXTREMITY 1ST VEIN,"$13,746.06 "
147772,HC ENDOVENOUS ABLATION RF INCOMPETENT EXTREM SUBSEQ VEINS SAME LEG DIFF ACCESS,"$8,577.85 "
147774,HC INSERT CATHETER PORTAL VEIN,"$3,235.71 "
147776,HC CATH PLACE FOR VENOUS BLOOD,"$3,114.32 "
147778,HC INSERT CENTRAL TUN 2 SITE W P,"$5,235.59 "
147780,HC INSERT PICC LN W PORT <5YRS,"$5,434.78 "
147782,HC INSERT PICC LN W PORT >=5YRS,"$6,096.22 "
147784,HC REPAIR CVC W PORT,"$1,514.91 "
147786,HC REPL CVC CATH ONLY W PORT/PUMP,"$3,711.45 "
147788,HC CATH REPLACE TUNN W/O PORT,"$5,096.62 "
147790,HC REPL CENTRAL LN TUN W PORT,"$4,297.29 "
147792,HC REPL CENTRAL LN TUN W PUMP,"$4,445.47 "
147794,HC REMOVE CATH TUNN W/O PORT,"$2,055.67 "
147796,HC REMOVE CATH TUNN W PORT,"$3,642.64 "
147798,HC REMOVE PERICATH OBSTRUCTN,"$3,217.82 "
147800,HC REMOVE INTRACATH OBSTRUCTN,"$1,385.91 "
147802,HC REPOSITION CENTRAL LINE,"$2,762.42 "
147806,HC SHUNT INSERT TRANSHEPATIC,"$16,164.34 "
147808,HC SHUNT REVISE TRANSHEPATIC,"$14,604.81 "
147810,HC THROMB VENOUS W FLUORO REPEAT,"$4,448.43 "
147812,HC INSERT IVC FILTER W IMAGING,"$10,892.03 "
147814,HC REPOSITION IVC FILTER W IMAG,"$10,892.03 "
147816,HC REMOVE IVC FILTER W IMAGING,"$10,892.03 "
147818,HC TRANSCATH RETRIEVAL PERC FB,"$11,905.10 "
147820,HC TRANSCATHETER BIOPSY,"$4,445.47 "
147824,HC INFUSION THROMBOLYTIC CATH,"$4,445.47 "
147826,HC THRMBOLY NOCOR NOCRAN VEN IN U,"$14,122.08 "
147828,HC THRMBOLY NOCOR NOCRAN SUBSQ DY,"$7,531.51 "
147830,HC THRMBOLY NOCOR NOCRAN CESSAT,"$11,905.10 "
147832,HC PLC STENT CERV CAROTID W/EMB,"$7,196.18 "
147834,HC PLC STENT CERV CAROTID WO EMB,"$29,946.75 "
147836,HC PLC STENT INTRATHOR CAROTID,"$12,774.32 "
147838,HC PLC STENT ART W/WO ANPL INI,"$18,089.18 "
147840,HC PLC STENT ART W/WO ANPL ADL,"$20,315.31 "
147842,HC PLC STENT VEN W/WO ANPL INI,"$27,597.71 "
147844,HC PLC STENT VEN W/WO ANPL ADL,"$25,165.48 "
147846,HC EMBO VEIN NO HEMORG/TUMOR,"$24,865.99 "
147848,HC EMBO ART NO HEMORG/TUMOR,"$24,865.99 "
147850,HC EMBO TUMOR/UFE/ISCHM/INFARC,"$24,865.99 "
147852,HC EMBO HEMORG/LYMPH TRAUMA,"$24,865.99 "
147854,HC STAB PHLEBECTOMY SNG EXT 10-20,"$3,418.08 "
147856,HC STAB PHLEBECTOMY SNG EXT >20,"$4,101.71 "
147858,HC LIGATE/STRIP LONG LEG VEIN,"$15,857.21 "
147860,HC ATHERECTOMY VENOUS W IMAG S/I,"$10,941.87 "
147862,HC STAB PHLEBECTOMY SNG EXT <10,"$3,483.45 "
147864,HC BIOPSY LYMPH NODE,"$2,963.08 "
147866,HC INJECTION LYMPHANGIOGRAM,"$1,043.61 "
147868,HC INJECTION ID SENTINEL NODE,$836.67 
147870,HC SALIVARY GLAND/DUCT PROC,"$4,890.96 "
147872,HC BIOPSY SALIVARY GLAND,"$2,819.25 "
147874,HC INJECTION SIALOGRAM,$410.29 
147876,HC FLUORO PLACE NG TUBE,$795.83 
147878,HC REPOSITION FEEDING TUBE,"$1,561.56 "
147882,HC INTRODUCTION GI TUBE LONG,"$1,641.83 "
147884,HC REPAIR ANAL FISTULA,"$4,090.80 "
147888,HC PLACE FISTULA PLUG,"$2,436.55 "
147890,HC BIOPSY LIVER,"$2,641.58 "
147892,HC ABLATION RF LIVER,"$9,815.73 "
147894,HC ABLATION CRYO LIVER,"$14,013.53 "
147896,HC ABLATION NON RF LIVER TUMOR,"$9,815.73 "
147898,HC PERCUTAN CHOLECYSTOSTOMY,"$3,383.80 "
147912,HC BILIARY ENDO PERC W/WO SPEC,"$3,626.64 "
147924,HC BIOPSY PANCREAS,"$2,641.58 "
147926,HC PARACENTESIS ABD WO IMAGING,$950.80 
147928,HC PARACENTESIS ABD W IMAGING,"$4,161.75 "
147930,HC BIOPSY ABDOMEN OR RETROPERI,"$2,641.58 "
147932,HC INJECTION PERITONEAL CAVITY,"$1,008.23 "
147934,HC DRAIN VISCERAL/ORGAN W GD,"$6,771.95 "
147936,HC DRAIN INTRA-ABD W GD,"$6,771.95 "
147938,HC DRAIN TRANREC/TVAG W GD,"$3,190.80 "
147940,HC INSERT ABDOMINAL DRAIN PERM,"$5,264.59 "
147942,HC REMOVE PERITONEAL CATH PERM,"$7,991.53 "
147944,HC EXCHANGE OF ABSCESS DRAIN,"$2,176.79 "
147946,HC INJECT ABSCESS/CYST BY CATH,"$1,621.63 "
147948,HC INJECTION EVALUATE PV SHUNT,"$1,013.38 "
147950,HC PLACE TUBE GASTROSTOMY,"$2,175.19 "
147952,HC PLACE TUBE DUOD OR JEJUNOSTOMY,"$1,440.27 "
147954,HC PLACE TUBE CECOSTOMY,"$1,939.18 "
147956,HC REPLACE TUBE GAST TO GJ W GDE,"$1,568.95 "
147958,HC REPLACE TUBE GAST OR COL W GDE,"$1,521.43 "
147960,HC REPLACE TUBE DUOD OR JEJ W GDE,"$1,521.43 "
147962,HC REPLACE TUBE GASTRO JEJU W GDE,"$1,521.43 "
147964,HC FLUORO EVAL G/COLON TUBE W/CON,$422.70 
147966,HC INJ TPA INTRA-ABD CATH,"$1,314.03 "
147968,HC EXTRACT RENAL STONE < 2CM,"$8,442.44 "
147970,HC EXTRACT RENAL STONE > 2CM,"$8,442.44 "
147972,HC BIOPSY RENAL,"$2,641.58 "
147974,HC CHANGE URETERAL STENT PERC,"$3,300.73 "
147976,HC REMOVE URETERAL STENT PERC,"$9,515.45 "
147978,HC REMOVE STENT VIA TRANSURETER,"$2,120.60 "
147982,HC NEPH TUBE REMOVAL W FLUORO,$826.64 
147984,HC ASPIR CYST RENAL,"$3,294.52 "
147990,HC CATH RENAL PELVIS W/DILATN,"$2,970.64 "
147992,HC WHITAKER TEST,"$3,813.36 "
147996,HC ABLATION RF RENAL TUMOR,"$10,104.69 "
147998,HC ABLATION CRYO RENAL TUMOR,"$9,815.73 "
148000,HC CHANGE STENT/TUBE EXTERNAL,"$4,931.36 "
148002,HC INJ URETEROGRAPH/ILEAL COND,$609.15 
148006,HC INJECTION VOIDING CYSTOGRAM,"$1,328.17 "
148008,HC INJECT RETROGRADE PYELOGRAM,$892.69 
148010,HC CHANGE CYSTO TUBE SIMPLE,$583.66 
148012,HC CHANGE CYSTO TUBE COMPLEX,"$1,583.36 "
148016,HC PROSTATE NDL PUNCH BX SGL/MLTI,"$2,008.56 "
148018,HC BIOPSY THYROID,"$2,641.58 "
148020,HC ASPIR CYST THYROID,"$2,336.58 "
148022,HC PUNCTURE SHUNT FOR INJ/ASP,"$1,062.28 "
148024,HC ENDOVAS TEMP BALLOON ART OCCL,"$11,003.62 "
148026,HC PERM EMBOL INTRACRAN/SPINAL,"$8,790.79 "
148028,HC PERM EMBOLIZATION HEAD/NECK,"$11,919.93 "
148030,HC ANGIOPLASTY INTRACRANIAL,"$8,790.79 "
148032,HC PLACE STENT INTRACRANIAL PTA,"$7,196.18 "
148034,HC ASP PERC INTERDISCAL DX,"$1,848.25 "
148036,HC BIOPSY SPINAL CORD,"$2,819.25 "
148038,HC SPINAL PUNC TX/DRAIN C-S FLUID,"$1,115.33 "
148040,HC MYELOGRAM INJECTION LUMBAR,"$1,183.68 "
148042,HC ASPIRATION DISCECTOMY PERC,"$4,672.17 "
148044,HC INJ DISCOGRPH LUMBAR EA LVL,"$1,424.91 "
148046,HC INJ DISCOGRPH CERV/THOR EA LVL,"$1,270.32 "
148047,HC INJ CONTINUOUS CERV/THOR,"$2,431.75 "
148049,HC INJ CONTINUOUS LUMB/SACR,"$2,431.75 "
148051,HC IMPL REV REPO EPI CATH,"$12,398.72 "
148053,HC REM EPI CATH,"$5,608.56 "
148055,HC IMPL REPL SQ RSVR EPI CATH,"$17,697.39 "
148057,HC IMPL REPL EPI PUMP NONPROG,"$53,178.32 "
148059,HC IMPL REPL EPI PUMP W WO PROGR,"$53,178.32 "
148061,HC REM SQ RSVR OR EPI PUMP,"$10,395.41 "
148063,HC ANALYSIS IMP PMP REPRG/REFL MD,$381.23 
148065,HC INJ NERV BLK VAGUS NERVE,"$1,769.26 "
148067,HC INJ NERV BLK PHRENIC NERVE,"$1,769.26 "
148071,HC INJ NERV BLK PARACERV UTERINE,"$1,769.26 "
148073,HC INJ CONT INFUS SCIATIC NERVE,"$1,284.98 "
148075,HC INJ CONTINUOUS FEMORAL NERVE,"$5,608.56 "
148077,HC INJ CONTINUOUS LUMBAR PLEXUS,"$2,431.75 "
148079,HC INJ NERV BLK PLANTAR DIGIT,$841.91 
148081,HC DESTR NEUR AGENT TRIGEMINAL,"$3,619.24 "
148083,HC DESTR NEUR AGENT TRIG 2-3WO GD,"$3,619.24 "
148085,HC DESTR NEUR AGENT TRIG 2-3W GD,"$4,343.09 "
148087,HC DESTR NEUR CELIAC PLEX WGD,"$3,318.13 "
148089,HC INJ BALLOON COMPR TRIGEMNL NRV,$814.84 
148091,HC ABLATION RF SACROILIAC JOINT,"$9,815.73 "
148093,HC BIOPSY INTERVETEBRAL DISC,"$2,641.58 "
148095,HC ILIAC ANGIO W/ CARDIAC CATH,"$3,222.23 "
148337,HC CATH TRANSLUMIN DRUG COATED,"$4,462.50 "
148339,HC AMNIOTIC MEMBRANE PER PROC,"$11,412.65 "
148375,HC BLD TYPE AG SCRN W PT SERUM,$70.55 
148377,HC BLOOD FREEZE THAW PREP,$518.94 
148379,HC RBC AB ID PRETREAT ENZYMES,$693.30 
148381,HC BLOOD SPLITTING,$886.27 
148383,HC PLASMA CRYO REDUC PROC EA UNIT,$547.16 
148385,HC GRANULOCYTES PHER PROC EA UNIT,"$12,097.85 "
148387,HC BLOOD LR CMV-NEG PROC EA UNIT,"$1,396.69 "
148389,HC PLT PHER LR CMV NEG IRR PROC E,"$4,939.08 "
148391,HC BLOOD LR/FRZ/DG/WASH PROC EA U,"$2,238.51 "
148393,HC PLT LR CMV NEG PROC EA UNIT,"$3,222.32 "
148395,HC BLD RBC FRZ/DG/WSH/LR/IRR PROC,"$3,126.10 "
148397,HC BLOOD RBC LR CMV NEG IRR EA UN,"$2,555.57 "
149241,HC ECMO INITIATION VENOVENOUS BYP,"$5,327.84 "
149243,HC ECMO INSERTION CANNULA >5YRS,"$3,162.56 "
149245,HC REMOVE INTRA AORTIC BALLOON,$287.31 
149247,HC ENDOVASC REPAIR AAA VISCERAL AND INFRARENAL AORTA AND 1 VESSEL,"$4,329.30 "
149251,HC PURE TONE AIR/BONE CONDUCTION,$159.21 
149253,HC SPEECH AUDIOMETRY THRESHOLD,$105.09 
149263,HC SLIT LAMP EXAM EST PATIENT,$178.00 
149265,HC SLIT LAMP EXAM NEW PATIENT,$234.58 
149271,HC GENETIC COUNSEL SELFPAY LVL II,$64.93 
149273,HC AEROSOL INHALATION PENTAMIDINE,"$1,394.35 "
149283,HC INSERT TUN PLEURAL CATH W CUF,"$4,950.90 "
149480,HC CYTOGEN & MOL INTERP & REPORT,$0.00 
149482,HC PROF ONLY BLD SMR INTERP,$0.00 
149484,HC NON-CHARGE DRUG,$0.00 
149495,HC CYTOPATH UR 3-5 PROBES EA SPEC,"$1,410.37 "
149497,HC CYTP UR 3-5 PRBS EA SPEC CMPTR,"$1,253.09 "
149573,HC SACROPLASTY W GD UNILAT,"$6,510.18 "
149575,HC HC SGF T/A/L >=100SQCM E/A100,$457.78 
