No.,General Description,Charge
72000030,HC DR RECOVERY 2.5 HR,964.00
72000031,HC DR RECOVERY 3.5 HR,1141.00
72000032,HC DR RECOVERY 4.5 HR,2137.00
72000035,HC VAG DELIVERY AFTER CESARIAN,7746.00
72100000,HC EXT FETAL ECG COR,996.00
72100001,HC LABOR ROOM 0-2 HR,833.00
72100002,HC LABOR ROOM 3 HR,833.00
72100003,HC LABOR ROOM 4 HR,833.00
72100004,HC LABOR ROOM 5 HR,1210.00
72100005,HC LABOR ROOM 6 HR,1418.00
72100006,HC LABOR ROOM 7 HR,1598.00
72100007,HC LABOR ROOM 8 HR,1800.00
72100008,HC LABOR ROOM 9 HR,1997.00
72100009,HC LABOR ROOM 10 HR,2189.00
72100010,HC LABOR ROOM 11 HR,2381.00
72100011,HC LABOR ROOM 12 HR,2591.00
72100012,HC LABOR ROOM 13 HR,2809.00
72100013,HC LABOR ROOM 14 HR,3014.00
72100014,HC LABOR ROOM 15 HR,3212.00
72100015,HC LABOR ROOM 16 HR,3387.00
72100016,HC LABOR ROOM 17 HR,3591.00
72100017,HC LABOR ROOM 18 HR,3790.00
72100018,HC LABOR ROOM 19 HR,3978.00
72100019,HC LABOR ROOM 20 HR,4154.00
72100020,HC LABOR ROOM 21 HR,4382.00
72100021,HC LABOR ROOM 22 HR,4592.00
72100022,HC LABOR ROOM 23 HR,4756.00
72100023,HC LABOR ROOM 24 HR,4977.00
72200000,HC VAGINAL DELIVERY,5186.00
72200012,HC RESUSCITATION ROOM-EA 15 MIN,389.00
72200013,HC RESUSCITATION RM PREPAR,2487.00
72200014,HC ATTENDANCE AT DELIVERY,368.00
73000001,HC 12 LEAD EKG; TRACING ONLY,271.00
73000002,"HC EKG, SIGNAL-AVERAGED",679.00
73000003,HC RHYTHM ECG TRACING ONLY,71.00
73100001,HC ECG UP TO 48 HRS RECORDING,742.00
73100002,HC ECG UP TO 48 HRS ANALYSIS REPORT,347.00
73100003,HC ECG RECORDING,728.00
73100004,HC MONITOR PATCH HOOK-UP,742.00
73100005,HC MONITORING PATCH ANALYSIS,347.00
74000001,"HC EEG, 41-60 MINUTES",2306.00
74000001,"HC EEG, 41-60 MINUTES",1282.00
74000002,"HC EEG, OVER 1 HOUR",2808.00
74000002,"HC EEG, OVER 1 HOUR",2104.00
74000003,"HC EEG, AWAKE & DROWSY",1738.00
74000004,"HC EEG, AWAKE & ASLEEP",2080.00
74000005,HC ELECTROCORTICOGRAM AT SURGERY,8791.00
74000006,"HC CEREBR SEIZURE, 8-CH; EA 24 HRS",5065.00
74000007,"HC CEREBR SEIZURE, 16/> CH; EA 24 HRS",11945.00
74000008,"HC CEREBR SEIZURE EEG, EA 24 HRS",6193.00
74000009,HC WADA ACTIVATION TEST,2209.00
74000010,HC FUNCTION CORTICAL MAP; 1ST HR,1418.00
74000010,HC FUNCTION CORTICAL MAP; 1ST HR,491.00
74000011,HC FUNCTION CORTICAL MAP; EA ADDL HR,1089.00
74000012,HC MEG FOR SBMA,8434.00
74000012,HC MEG FOR SBMA,9577.00
74000013,"HC MEG, EVOKED, SINGLE",3724.00
74000013,"HC MEG, EVOKED, SINGLE",2645.00
74000014,"HC MEG, EVOKED, EACH ADDL",3010.00
74000014,"HC MEG, EVOKED, EACH ADDL",1938.00
74000015,HC ANALY NEUROSTIM; BRAIN/CORD W/PROG-EA ADD 30 MIN,306.00
74000015,HC ANALY NEUROSTIM; BRAIN/CORD W/PROG-EA ADD 30 MIN,305.00
74000016,HC TITRATION SLEEP STUDY,18692.00
74000018,HC BRAIN DEATH TEST,3138.00
74000019,HC POLYSOM <6 YRS 4> PARAMTRS,7355.00
74000020,HC POLYSOM <6 YRS CPAP/BILVL,7950.00
74000021,HC SLEEP STUDY; ATTENDED,3569.00
74000022,"HC EEG MONITORING/COMPUTER, EA 24 HOURS, UNATTENDED",3449.00
74000023,HC EEG DIGITAL ANALYSIS,815.00
75000001,HC BREATH HYDROGEN TEST,494.00
75000001,HC BREATH HYDROGEN TEST,379.00
75000003,HC ANORECTAL MANOMETRY,2281.00
75000003,HC ANORECTAL MANOMETRY,960.00
75000004,HC ESOPHAGEAL MOTILITY STUD,3220.00
75000005,HC GASTROESOPH REFLUX W NASAL PH,2809.00
75000006,HC GASTROESOP REFLUX W MUCOSAL PH,5858.00
75000006,HC GASTROESOP REFLUX W MUCOSAL PH,2653.00
75000007,"HC PROCTOSIGMOIDOSCOPY, RIGID; DX",1125.00
75000008,HC GI TRACT CAPSULE ENDOSCOPY,4891.00
75000008,HC GI TRACT CAPSULE ENDOSCOPY,4891.00
75000009,HC ESOPHAGOSCOPY DX,1549.00
75000010,HC ESOPHAGOSCOPY W/BX,2844.00
75000011,HC ESOPHAGOSCOPY W/INJ,3138.00
75000012,"HC ESOPHAGOSCOPY,POLYP",4536.00
75000013,HC ESOPHAGOSCOPY  W COAG,4536.00
75000014,HC ESOPHAG W STENT/TUBE,4536.00
75000015,HC EGD DIAGNOSTIC,3227.00
75000016,HC EGD W/BIOPSY,3324.00
75000017,HC EGD W/INJ THERAPY,3324.00
75000018,HC EGD W/POLYPECTOMY,3975.00
75000019,HC EGD W/COAGULATION,3975.00
75000020,HC EGD W/TUBE PLACMNT,3975.00
75000021,HC EGD W/FB REMOVAL,3975.00
75000022,HC EGD W/BALLOON DIL,3975.00
75000023,HC EGD W/WIRE DILATION,3975.00
75000024,HC EGD W/ULTRASOUND,3975.00
75000025,"HC SIGMOIDOSCOPY FLEX,DX",1125.00
75000026,HC SIGMOIDOSCOPY W/BX,1125.00
75000027,HC SIGMOIDOSCOPY W INJ,1125.00
75000028,HC SIGMOIDOSCOPY W POLYP,1886.00
75000029,HC SIGMOIDOSC W/COAG,1418.00
75000030,HC SIGMOIDOSCOPY/TUBE,1886.00
75000031,HC SIGMOIDOSC/BALLOON DIL,2001.00
75000032,HC SHORT COLONOSCOPY DX,1638.00
75000033,HC SHORT COLON W/BX,1638.00
75000034,HC SHORT COLON W/INJ,1638.00
75000035,HC SHORT COLON W/POLYP,2279.00
75000038,HC SHORT COLON W/COAG,2279.00
75000039,HC SHORT COLON/BALLN DIL,2026.00
75000040,"HC COLONOSCOPY,DX",3138.00
75000041,HC COLONOSCOPY W/BX,3138.00
75000042,HC COLONOSCOPY W/INJ,3692.00
75000043,HC COLONOSCOPY W/POLYP,3982.00
75000044,HC COLONOSCOPY W/POLYP,3982.00
75000045,HC COLONOSCOPY W/POLYP,4263.00
75000046,HC COLONOSCOPY W/SNARE,4452.00
75000047,HC COLONOSC W/BALLN DIL,4988.00
75000048,HC COLONOSC W/WIRE DILAT,4263.00
75000049,HC COLONSCOPY W/US,4263.00
75000050,HC COLONSCOPY VIA OSTOMY,3167.00
75000051,HC ENDOSC COLOSTOMY BX,4536.00
75000052,HC ENDOSC COLOSTOMY INJ,4842.00
75000053,HC POLYPECTOMY VIA OSTOMY,5413.00
75000054,HC COLOSTOMY/BALLOON DIL,4853.00
75000055,HC ERCP DX,4263.00
75000056,HC ENTEROSCOPY,2305.00
75000057,HC DILATION W/BOUGIES,573.00
75000058,HC COLONOSCOPY/EGD,4226.00
75000059,HC EGD/FLEX SIGMOIDOSCOPY,2692.00
75000060,HC ESOPH EUS-FNA,5676.00
75000061,HC EGD EUS-FNA,6116.00
75000062,HC COLONOSCOPY/EUS-FNA,6402.00
75000063,HC PANCREATIC EUS-FNA,7647.00
75000064,HC EGD W MUCOS RESECTION,3975.00
75000065,HC COLON W MUCOS RESECT,3982.00
75000066,HC LARYNGOSCOPY FLEX; DX,1676.00
75000067,HC LARYNGOSCOPY FLEX/BX,5378.00
75000068,HC LARYNGOSC W REM LESION,5378.00
75000069,HC LARYNGOSCOPY W REM FB,1117.00
75000070,HC LARYNGOSCOPY FLEX/INJ,3324.00
75000071,HC PHOTODYNMC TX 30 MIN,560.00
75000072,"HC FLEX SIG, W/WIRE DILAT",1418.00
75000073,HC ESOPH IMPED FUNCT TEST >1HR,1329.00
75000074,HC ESOPHAGOSCOPY W US,3227.00
75000075,HC FLEX SIG W ULTRASOUND,1819.00
75000076,HC SHORT COLON W ULTRASOUND,2020.00
75000077,HC COLON VIA OSTOMY W US,3886.00
75000078,HC BARRX PROCEDURE,4536.00
75000079,HC POUCHOSCOPY,678.00
75000080,HC EGD W POUCHOSCOPY,1638.00
75000081,HC RECTAL SENSATION TEST,367.00
75000082,HC GI WIRELESS CAPSULE MEASURE,6697.00
75000083,HC ENDO INC PROC POST SEDATION,485.00
75000084,HC ENDO INC PROC  POST SCOPE,485.00
75000085,HC ESOPHAGOSCOP MUCOSAL RESECT,3245.00
75000086,HC ESOPHAGOSCOP STENT PLACEMENT,11475.00
75000087,HC ESOPHAGOSCOPY RETRO BALLOON,4902.00
75000088,HC ESOPHAGOSC DILATE BALLOON 30,4902.00
75000089,HC ESOPHAGOSCOPY LESION ABLATE,9526.00
75000090,HC EGD BALLOON DIL ESOPH30 MM/>,4902.00
75000091,HC EGD US TRANSMURAL INJXN/MARK,4902.00
75000092,HC EGD ENDOSCOPIC STENT PLACE,11475.00
75000093,HC EGD LESION ABLATION,4902.00
75000094,HC ERCP BIOPSY,7196.00
75000095,HC ERCP SPHINCTEROTOMY,7196.00
75000096,HC ERCP REMOVE CALCULI BILIARY/PANCREAS DUCT,7196.00
75000097,HC ERCP LITHOTRIPSY CALCULI,7196.00
75000098,HC ERCP STENT PLACEMENT BILIARY/PANCREATIC DUCT,7196.00
75000099,HC ERCP REMOVE FB/STENT DUCT,7196.00
75000100,HC ERCP STENT EXCHANGE W/DILATE,7196.00
75000101,HC ERCP DILATE BILIARY/PANC DUCT/AMPULLA EACH,7196.00
75000102,HC ERCP LESION ABLATION W/DILATE,7196.00
75000103,HC ENDOSCOPIC PAPILLA CANNULATION BILE/PANCREATIC,3598.00
75000104,HC FECAL MICROBIOTA INFUSION,2217.00
75000105,HC SINGLE BALLOON ENTEROSCOPY,3656.00
75000106,HC DOUBLE BALLOON ENTEROSCOPY,4218.00
75000107,HC GASTRIC MOTILITY STUDY,3193.00
75000107,HC GASTRIC MOTILITY STUDY,3192.00
75000108,HC DUODENAL MOTILITY STUDY,2950.00
75000108,HC DUODENAL MOTILITY STUDY,2950.00
75000109,HC GERD TST W/ NASAL IMPEDENCE ELECTROD,2751.00
75000109,HC GERD TST W/ NASAL IMPEDENCE ELECTROD,2750.00
75000110,HC GASTROINTESTINAL TRACT IMAGING ESOPHAGUS W/I&R,5754.00
75000110,HC GASTROINTESTINAL TRACT IMAGING ESOPHAGUS W/I&R,5754.00
75000111,HC COLON MOTILITY STUDY MIN 6 HOURS CONT RECORDING,4611.00
75000111,HC COLON MOTILITY STUDY MIN 6 HOURS CONT RECORDING,4611.00
75000112,HC LIVER EUS WITH FNA,7647.00
75000113,HC ENDOADULT COLONOSCOPY WITH EMR,4263.00
75000114,HC ENDOADULT COLONOSCOPY WITH MINI PROBE,4263.00
75000115,HC ENDOADULT EGD WITH MINI PROBE,4263.00
75000116,HC ESOPH OPTICAL ENDOMICROSCOPY,5768.00
75000117,HC EGD BIOPSY SINGLE/MULTIPLE,2628.00
75000118,HC EGD OPTICAL ENDOMICROSCOPY,9789.00
75000119,HC ERCP WITH OPTICAL ENDOMICROSCOPY ADD ON,2410.00
75000120,"HC UNLISTED PROC COLON, OE",2533.00
76100001,HC THERP APHERESIS WBC,7706.00
76100002,HC THERP APHERESIS RBC,7706.00
76100003,HC THERP APHERESIS PLASMA,7706.00
76100004,HC STEM CELL HARV ALLOGENIC,7706.00
76100005,HC STEM CELL HARV AUTOLOGOUS,7706.00
76100006,"HC BRONCHSCOPY, BRUSH",5006.00
76100007,"HC BRONC MUC BX, SING & ADD",8182.00
76100008,HC BRONC NEEDLE ASP SINGLE LOBE,8182.00
76100009,HC BRONCHOSCOPY: DIAGNOSTIC,5006.00
76100010,HC BRONC TRANSBR BX SINGLE LOBE,8182.00
76100011,"HC BRONCH, THERAPEUTIC ASP",5006.00
76100012,HC REMOVE FOREIGN BDY,8182.00
76100013,HC BRONC TRANSBR BX ADD LOBE,5049.00
76100014,HC BRONC GOLD FIDUCIAL,8182.00
76100015,HC BRONC ENDOBRONC ULTRASOUND,8045.00
76100016,HC BRONCHSCOPY LAVAGE,5006.00
76100018,HC COMPLEX CYSTOMETROGRAM,3910.00
76100019,HC BRONC ST/DIL REVISION 1HR ADD,2722.00
76100021,HC BRONCH STENT/DIL INIT BRONCH,2771.00
76100022,HC BRONCH STENT/DIL ADD BRONCH,5485.00
76100023,HC BRONCH STENT/DIL REVISION,3093.00
76100024,HC CELL CRYOPRESERV/STORAGE,4540.00
76100025,HC THAW OF PREV FROZEN HARVEST,5755.00
76100026,HC CLINIMACS T-CELL DEPLETION,25812.00
76100027,"HC PROGEN CELL PREP, RBC REMOVAL",6800.00
76100028,HC ALLOGEN MARROW PROC-CONC,3169.00
76100029,HC ALLOGEN SC PROC-CONG,3169.00
76100030,HC AUTOLOG SC PROC-CONG,3169.00
76100031,HC OKT3 T-CELL DEPLETION,2890.00
76100032,HC DLI COLLECTION & PROCESSING,2968.00
76100033,HC CYSTOMETROGRAM W/UP,2035.00
76100034,HC SIMPLE UROFLOWMETRY,199.00
76100035,HC INCISE SFT TISS ABSCESS,2750.00
76100036,HC SOFT TISSUE/MUSCLE BX,3871.00
76100037,HC DEEP BONE BX,4253.00
76100038,HC SCLEROSE CYST,2254.00
76100039,HC FISTULA INJ DIAGNOSTIC,447.00
76100040,"HC DRAIN/INJ JNT, HIP,KNEE,",746.00
76100041,HC BRONCH W/PLC TRACH STENT,4970.00
76100043,HC NEEDLE BX. PLEURA/US,1004.00
76100044,HC LUNG BX,1772.00
76100045,HC PTA VISCERAL,3554.00
76100046,HC PTA VENOUS,6237.00
76100047,HC EXT VENOGRAM INJ,2856.00
76100048,HC IVC/SVC CATH INTRO,3198.00
76100049,HC 1ST ORD VEN SEL CATH PLC,1593.00
76100050,HC 2ND ORD VEN SEL CATH PLC,1923.00
76100051,HC MAIN PA,1721.00
76100052,HC PULM ART CATH SELECT,633.00
76100053,HC PULM ART CATH SUBSELECT,382.00
76100054,HC TRANS LUMBAR,1341.00
76100055,HC CATHETER AORTA,1954.00
76100056,HC 1ST ORD BRACH ART SEL CTH,2707.00
76100057,HC 2ND ORD BRACH ART SEL CTH,1315.00
76100058,HC 3RD+ OR BRACH ART SEL CTH,1475.00
76100059,HC 1ST ORD ABD/PEL/LEG ART,2602.00
76100060,HC 2ND ORD ABD/PEL/LEG ART,1907.00
76100061,HC 3RD+ OR ABD/PEL/LEG ART,1087.00
76100062,HC ADDL 2ND+ ABD/PEL ART SEL,1855.00
76100063,HC VENAPUNCTURE/PHYSICIAN S,87.00
76100064,HC VENOUS SAMPLE,2901.00
76100065,HC INSERTION TIPS PERC,1796.00
76100066,HC TRANS CATHETER BIOPSY,4737.00
76100074,HC LYMPH NODE BX,1762.00
76100075,HC GASTROSTOMY PERC PLC,1348.00
76100076,HC INTRO LONG GI TUBE,434.00
76100078,HC LIVER BIOPSY,2346.00
76100080,HC PERC CHOLECYSTOSTOMY,1804.00
76100081,HC PTC,1114.00
76100082,HC CHOLANGIOGRAM T-TUBE,912.00
76100083,HC PTBD INTERNAL OR STENT,2352.00
76100084,HC CHANGE PERC BIL DRAIN,889.00
76100085,HC REVISE T-TUBE,369.00
76100086,HC BIL ENDO DIL STRICT WO ST,2920.00
76100086,HC BIL ENDO DIL STRICT WO ST,3766.00
76100087,HC STONE EX,1791.00
76100093,HC BIOPSY ABD MASS,1074.00
76100094,HC ABSCESS TUBE CHANGE,3018.00
76100095,HC ABSCESS TUBE CHECK,563.00
76100097,HC RENAL BIOPSY,2461.00
76100098,HC ASP RENAL CYST OR PELVIS,1194.00
76100099,HC ANTEGRADE NEPHROSTOMY,2389.00
76100100,HC URETERAL STENT PLC PERC,3203.00
76100101,HC INJ FOR PYELO VIA TUBE,456.00
76100102,HC CHANGE NEPHROSTOMY TUBE,2377.00
76100103,HC CYSTOGRAM,1590.00
76100104,HC HYSTEROSALPINGOPLASTY,2997.00
76100105,HC CHANGE NEPHROST.TUBE;BIL,2377.00
76100106,HC PLACE N/G TUBE MD,459.00
76100107,HC REPO G-TUBE THRU DUOD,1403.00
76100108,HC PERC LIVER ABLATE RF,6121.00
76100109,HC DIALYSIS FISTULA DECLOT,2617.00
76100110,HC REVISION TIPS,2730.00
76100111,HC NON-TUNNEL CV CATH OVER 5 YRS,4751.00
76100112,HC TUNNEL CV CATH(HICKMAN)UNDER 5,5120.00
76100113,HC TUNNEL CV CATH (HICKMAN)OVER 5,4451.00
76100114,"HC TUNNEL PORT INSERT, UNDER 5YRS",12694.00
76100115,"HC TUNNEL PORT INSERT, OVER 5 YRS",7547.00
76100116,HC TUNNEL 2 DIALYSIS CATH (TESIO),5359.00
76100117,HC PICC LINE UNDER 5 YEARS,5690.00
76100118,HC PICC LINE OVER 5 YEARS,3948.00
76100119,HC REPAIR NON PORT LINE,7342.00
76100120,HC REPLACE NON PORT NON TUNNEL,3910.00
76100121,HC REPLACE TUNNEL NON PORT,4100.00
76100122,HC REPLACE PICC,4196.00
76100123,HC REMOVE TUNNEL NON-PORT,2870.00
76100124,HC REMOVE TUNNEL PORT,4064.00
76100125,HC REMOVE FIBRIN SHEATH VIA LUMEN,3380.00
76100126,HC REPOSITIONCV CATH UNDER FLUORO,1551.00
76100127,HC BRONCH W/PLC STENT,2512.00
76100128,HC BRONCH PLC EA ADD'L STENT,881.00
76100129,HC BRONCH REVISE STENT,2805.00
76100130,HC INJ W/FLOUR EVAL CV DEVICE,504.00
76100131,HC PRIM ART MECH THROMBECTOMY,9946.00
76100132,HC SEC & ALL SUBSEQ VES WITHIN,4437.00
76100133,HC PERCUT TRANSLUM MECHAN THROMB,7331.00
76100134,HC PERCUT TRANSLUM REPEAT TREATM,5415.00
76100135,HC REMOV &REPL URETER STENT PERCU,6960.00
76100136,HC REM EXT/INT TRAN NURETER STENT,3481.00
76100137,HC REM OF NEPH TUB FLUORO GUID,800.00
76100138,HC BALLOON ANGIO INTRACRAN PERCUT,5475.00
76100141,HC INSERT INDWEL TUN PLEUR CATH,4142.00
76100142,HC TUBE THORACOSTOMY SEP PROC,1096.00
76100143,HC DECLOT BY THROMBOL VASCULAR DEV,986.00
76100144,HC ASP BLADDER W/INSER SUPRA CATH,6895.00
76100145,HC PERC CRYO ABLATE RENAL TU,6407.00
76100146,HC LIVER FIDUCIAL MARKER PLACMENT,1016.00
76100147,HC PANCREASE FIDUCIAL MARKER PLC,1016.00
76100148,HC PLACE GASTROS TUBE PERC,1310.00
76100149,HC REPLACE G/C TUBE PERC,679.00
76100150,HC FIDUCIAL MARKER KIDNEY,1016.00
76100151,HC CHANGE G-TUBE TO G-J PERC,1269.00
76100153,HC REPLACE G-J TUBE PERC,575.00
76100154,HC PUNCTURE DRAINAGE OF LESION,459.00
76100155,HC REPLACE DUOD/JEJ TUBE PERC,783.00
76100156,HC INCISION OF RECTAL ABSVESS,4357.00
76100157,HC CHANGE OF URETER TUBE,6329.00
76100158,HC DRAINAGE OF SKIN ABSCESS,983.00
76100159,HC ACCESS AV DIAL GRIFT FOR EVAL,609.00
76100160,HC ACCESS AV DIAL GRIFT FOR PROC,1507.00
76100161,HC REMOVE LUNG CATHETER,849.00
76100162,HC INS MARK THOR FOR RT PERQ,4397.00
76100163,"HC INSERT ABDOM DRAIN, PERM",9908.00
76100164,HC DRAINAGE OF HERMATOMA/FLUID,4911.00
76100165,HC FIX G/COLON TUBE W/DEVICE,2426.00
76100166,HC PLACE DUOD/JEJ TUBE PERC,1992.00
76100167,HC MUSCULOSKELETAL SCLEROTHERAPY,2294.00
76100168,HC BILIARY ENDOSCOPY THRU SKIN,4119.00
76100170,HC CHANGE G-TUBE TO G-J PERC,2846.00
76100171,HC BLOOD/LYMPH SYSTEM PROCEDURE,289.00
76100172,HC INS MARK ABD/PEL RT PERQ,3388.00
76100173,HC FEMUR/KNEE PROC,288.00
76100174,HC BREAST SURGERY PROCEDURE,7456.00
76100175,HC ESOPHAGUS UNLISTED,1037.00
76100176,HC REMOVE PERM CANNULA/CATH,7462.00
76100177,HC BLADDER XRAY PREP,269.00
76100178,HC I & D VULVA/PERINEUM,1531.00
76100179,HC CHANGE OF BLADDER TUBE,406.00
76100180,HC FIXATION OF TONGUE,8485.00
76100181,HC VASCULAR EMBO,210.00
76100182,HC INSERT TUN IP CATH PERC,6997.00
76100183,HC BRONCHOSCOPY W/FB REMOVAL,3474.00
76100184,HC LIAC REVASC W/STENT,17232.00
76100185,HC ASP BREAST CYST PRF,393.00
76100186,HC LOOPOGRAM INJECT,970.00
76100187,HC DRAINAGE LYMPH NODE ABCESS-SIMPLE,4106.00
76100188,HC REM/REPL VIA SNARE/CAPT URETERAL STENT,8302.00
76100189,HC BILI ENDOSCOP PERC VIA T-TUBE W/BX,10001.00
76100190,HC I & D DEEP ABSC SFT TISS NK/THOR,6684.00
76100191,HC MECH REMOVE TUNNEL CV CATH,5120.00
76100192,HC COMPLEX UROFLOWMETRY,229.00
76100193,"HC EMG ANAL/URETHR SPHINCT, NOT NEEDLE",1189.00
76100194,HC INTRAABDOMINAL PRESSURE TEST,2921.00
76100195,HC CIRCUM 28 DAYS OR OLDER,4723.00
76100196,HC CATHETERIZATION,901.00
76100197,HC URO FLOW,222.00
76100198,HC URETHROSCOPY,3249.00
76100199,HC CYSTOMETROGRAM,3357.00
76100200,HC CYSTO STENT PLACE-UNI,9704.00
76100201,HC CYSTO STENT PLACE-BI,9704.00
76100202,HC CYSTO STENT PULL-UNI,3596.00
76100203,HC CYSTO STENT PULL-BI,3596.00
76100204,HC CYSTO STENT REPLACE-UNI,11107.00
76100205,HC CYSTO STENT REPLACE-BI,11107.00
76100206,HC CYSTO W/BIOPSY,3793.00
76100207,HC MEATOTOMY,760.00
76100208,HC NEPHROSTOGRAM UNILATERAL,1579.00
76100209,HC RETROGRADE STUDY UNILATE,4282.00
76100210,HC RETROGRADE STUDY BILATER,4282.00
76100211,HC URODYNAMIC PROFILE STUDY,3021.00
76100212,HC URETHTHRAL DILATION,938.00
76100213,HC CAVERNOSOGRAM,761.00
76100214,HC CYSTO W/DRAIN (SP TUBE)-,3741.00
76100215,HC CYSTO TUBE CHANGE (CMPLX),1019.00
76100216,HC NEPHROSTOGRAM-BI,1579.00
76100217,HC CYSTO W/URETHERAL MANIPU,3503.00
76100218,HC CAVERNOSOMETRY,565.00
76100219,HC CIRCUMCISION-ADULT MALE,2442.00
76100220,HC CONTIGEN INJ PROCEDURE,3400.00
76100221,HC ELECTROMYOGRAM,2494.00
76100222,HC PERICATHETEROGRAM,1544.00
76100223,HC SR-APP NEUROSTIM/MUSC-LO,2400.00
76100224,HC RETROGRADE URETHOGRAM,2952.00
76100225,HC CYSTOSTOMY TUBE REMOVAL,1075.00
76100226,HC EXCISION OF CONDYLOMATA,6074.00
76100227,"HC FILL, PULL, VOID",502.00
76100228,HC LOOPOSCOPY,2208.00
76100229,HC SACRAL ROOT WIRE REMOVAL,2471.00
76100230,HC SACRAL ROOT IMPLANT PROG,4319.00
76100231,HC VAGINOSCOPY,757.00
76100232,HC CYSTO W/CLOT EVACUATION,3569.00
76100233,HC CYSTO W/FULGURATION OF V,4685.00
76100234,HC CYSTO W/OCCLUSION BALLN,3569.00
76100235,HC CYSTO W/URETERAL CATH PL,3569.00
76100236,HC BLADDER WASH FOR CYTOLOG,378.00
76100237,HC CATHETER PULL,339.00
76100238,"HC CATHETERIZATION, COMPLIC",1491.00
76100239,HC CYSTO W/TUMOR FULGURATIO,3569.00
76100240,HC GENITOGRAM,731.00
76100241,HC EXTERNAL STENT CHANGE,978.00
76100242,HC EXTERNAL STENT PULL,639.00
76100243,HC SELF-CATH TRAINING,205.00
76100244,HC STENTOGRAM,640.00
76100259,HC UCSF PLASMA DEPLETION,2106.00
76100261,HC MIXED MEAL TOLERENCE TEST,745.00
76100262,HC COLLECT BLOOD IMPL VENOUS DEV,356.00
76100263,"HC LAB DRAW, PORT/CATH",356.00
76100264,"HC VENIPUNC, UNDER 3 YRS, VEIN",214.00
76100265,HC LARYNGOSCOPY F/O DIAG,1647.00
76100266,HC TRACHEOBRON VIA EST TRACH,3019.00
76100267,HC DX F/O BRONCH,4959.00
76100268,"HC CCRC COME/GO RM .5 HR,LOW",43.00
76100269,"HC CCRC COME/GO RM 1.0 HR,LOW",83.00
76100270,"HC CCRC COME/GO RM 1.5 HR,LOW",126.00
76100271,"HC CCRC COME/GO RM 2.0 HR,LOW",164.00
76100272,"HC CCRC COME/GO RM 2.5 HR,LOW",207.00
76100273,"HC CCRC COME/GO RM 3.0 HR,LOW",248.00
76100274,"HC CCRC COME/GO RM 3.5 HR,LOW",290.00
76100275,"HC CCRC COME/GO RM 4.0 HR,LOW",331.00
76100276,"HC CCRC COME/GO RM 5.0 HR,LOW",412.00
76100277,"HC CCRC COME/GO RM 6.0 HR,LOW",495.00
76100278,"HC CCRC COME/GO RM 7.0 HR,LOW",578.00
76100279,"HC CCRC COME/GO RM 8.0 HR,LOW",659.00
76100280,"HC CCRC COME/GO RM 9.0 HR,LOW",743.00
76100281,"HC CCRC COME/GO RM 10.0 HR,LOW",827.00
76100282,"HC CCRC COME/GO RM 11.0 HR,LOW",914.00
76100283,"HC CCRC COME/GO RM 12.0 HR,LOW",996.00
76100284,"HC CCRC COME/GO RM 13.0 HR,LOW",1074.00
76100285,"HC CCRC COME/GO RM 14.0 HR,LOW",1163.00
76100286,"HC CCRC COME/GO RM 15.0 HR,LOW",1245.00
76100287,"HC CCRC COME/GO RM 16.0 HR,LOW",1329.00
76100288,"HC CCRC COME/GO RM 17.0 HR,LOW",1411.00
76100289,"HC CCRC COME/GO RM 18.0 HR,LOW",1494.00
76100290,"HC CCRC COME/GO RM 19.0 HR,LOW",1579.00
76100291,"HC CCRC COME/GO RM 20.0 HR,LOW",1660.00
76100292,"HC CCRC COME/GO RM 21.0 HR,LOW",1746.00
76100293,"HC CCRC COME/GO RM 22.0 HR,LOW",1828.00
76100294,"HC CCRC COME/GO RM 23.0 HR,LOW",1912.00
76100295,"HC CCRC COME/GO RM 24.0 HR,LOW",1995.00
76100296,"HC CCRC COME/GO RM .5 HR,MED",78.00
76100297,"HC CCRC COME/GO RM 1.0 HR,MED",156.00
76100298,"HC CCRC COME/GO RM 1.5 HR,MED",232.00
76100299,"HC CCRC COME/GO RM 2.0 HR,MED",309.00
76100300,"HC CCRC COME/GO RM 2.5 HR,MED",386.00
76100301,"HC CCRC COME/GO RM 3.0 HR,MED",463.00
76100302,"HC CCRC COME/GO RM 3.5 HR,MED",541.00
76100303,"HC CCRC COME/GO RM 4.0 HR,MED",617.00
76100304,"HC CCRC COME/GO RM 5.0 HR,MED",773.00
76100305,"HC CCRC COME/GO RM 6.0 HR,MED",926.00
76100306,"HC CCRC COME/GO RM 7.0 HR,MED",1080.00
76100307,"HC CCRC COME/GO RM 8.0 HR,MED",1236.00
76100308,"HC CCRC COME/GO RM 9.0 HR,MED",1388.00
76100309,"HC CCRC COME/GO RM 10.0 HR,MED",1543.00
76100310,"HC CCRC COME/GO RM 11.0 HR,MED",1696.00
76100311,"HC CCRC COME/GO RM 12.0 HR,MED",1851.00
76100312,"HC CCRC COME/GO RM 13.0 HR,MED",2004.00
76100313,"HC CCRC COME/GO RM 14.0 HR,MED",2160.00
76100314,"HC CCRC COME/GO RM 15.0 HR,MED",2314.00
76100315,"HC CCRC COME/GO RM 16.0 HR,MED",2468.00
76100316,"HC CCRC COME/GO RM 17.0 HR,MED",2641.00
76100317,"HC CCRC COME/GO RM 18.0 HR,MED",2794.00
76100318,"HC CCRC COME/GO RM 19.0 HR,MED",2950.00
76100319,"HC CCRC COME/GO RM 20.0 HR,MED",3105.00
