Charge code,Service/Charge Description,CPT/HCPCS Code,Price
27811049,Synergy High NC 16hmm 71316116, C1713,"$9,504.00 "
27811050,Synergy High NC 15hmm 71306615, C1713,"$9,504.00 "
27811051,Synergy High NC 14hmm 71306114, C1713,"$9,504.00 "
27811052,Synergy High NC 13hmm 71316113, C1713,"$9,504.00 "
27811053,Synergy High NC 12hmm 71306112, C1713,"$9,504.00 "
27811054,Synergy High 11hmm 71306111, C1713,"$8,882.25 "
27811055,Synergy High 10hmm 71316110, C1713,"$9,504.00 "
27811056,Synergy High 9hmm 71316109, C1713,"$9,504.00 "
27811057,Synergy Hip Stem 18mm 71306618, C1713,"$9,504.00 "
27811058,Synergy Hip Stem 17mm 71306617, C1713,"$9,504.00 "
27811059,Synergy Hip Stem 16mm 71306616, C1713,"$9,504.00 "
27811062,Synergy Hip Stem 15mm 71306115, C1713,"$9,504.00 "
27811063,Synergy Hip Stem 14mm 71306614, C1713,"$9,504.00 "
27811064,Synergy Hip Stem 13mm 71306613, C1713,"$9,504.00 "
27811065,Synergy Hip Stem 12mm 71306612, C1713,"$9,504.00 "
27811066,Synergy Hip Stem 11mm 71306611, C1713,"$9,504.00 "
27811067,Synergy Hip Stem 10mm 71306610, C1713,"$9,504.00 "
27811068,Synergy Hip Stem 9mm 71306609, C1713,"$9,504.00 "
27811069,Bengal Cage LG 10mm 187301210, C1713,"$2,733.25 "
27811070,Bengal Cage STD 10mm 187301110, C1713,"$2,733.25 "
27811071,Bengal Cage LG 9mm 187301209, C1713,"$9,504.00 "
27811072,Bengal Cage STD 9mm 187301109, C1713,"$2,733.25 "
27811073,Bengal Cage LG 8mm 187301208, C1713,"$2,733.25 "
27811074,Bengal Cage STD 8mm 187301108, C1713,"$2,733.25 "
27811075,Bengal Cage LG 7mm 187301207, C1713,"$2,733.25 "
27811076,Bengal Cage STD 7mm 187301107, C1713,"$2,733.25 "
27811077,Bengal Cage LG 6mm 187301206, C1713,"$2,733.25 "
27811078,Bengal Cage STD 6mm 187301106, C1713,"$2,733.25 "
27811079,Bengal Cage LG 5mm 187301205, C1713,"$2,733.25 "
27811080,Bengal Cage STD 5mm 187301105, C1713,"$2,733.25 "
27811081,Bengal Cage LG 4mm 187301204, C1713,"$2,733.25 "
27811082,Bengal Cage STD 4mm 187301104, C1713,"$2,733.25 "
27811083,Plate Lvl 4 84mm 186804084, C1713,"$3,008.75 "
27811084,Plate Lvl 4 80mm 186804080, C1713,"$3,008.75 "
27811085,Plate Lvl 4 76mm 186804076, C1713,"$3,008.75 "
27811086,Plate Lvl 4 72mm 186804072, C1713,"$3,008.75 "
27811087,Plate Lvl 4 68mm 186804068, C1713,"$3,008.75 "
27811088,Plate Lvl 4 64mm 186804064, C1713,"$3,008.75 "
27811089,Plate Lvl 3 66mm 186803066, C1713,"$2,898.50 "
27811090,Plate Lvl 3 63mm 186803063, C1713,"$2,898.50 "
27811091,Plate Lvl 3 60mm 186803060, C1713,"$2,898.50 "
27811092,Plate Lvl 3 57mm 186803057, C1713,"$2,898.50 "
27811093,Plate Lvl 3 54mm 186803054, C1713,"$2,898.50 "
27811094,Plate Lvl 3 51mm 186803051, C1713,"$2,898.50 "
27811095,Plate Lvl 3 48mm 186803048, C1713,"$2,898.50 "
27811096,Plate Lvl 3 45mm 186803045, C1713,"$2,898.50 "
27811097,Plate Level 2 44mm 186802044, C1713,"$2,788.25 "
27811098,Plate Level 2 42mm 186802042, C1713,"$2,788.25 "
27811099,Plate Level 2 40mm 186802040, C1713,"$2,788.25 "
27811100,Plate Level 2 38mm 186802038, C1713,"$2,788.25 "
27811101,Plate Level 2 36mm 186802036, C1713,"$2,788.25 "
27811102,Plate Level 2 34mm 186802034, C1713,"$2,788.25 "
27811103,Plate Level 2 32mm 186802032, C1713,"$2,788.25 "
27811104,Plate Level 2 30mm 186802030, C1713,"$2,788.25 "
27811105,Plate Level 1 30mm 186801030, C1713,"$2,678.00 "
27811106,Plate Level 1 28mm 186801028, C1713,"$2,678.00 "
27811107,Plate Level 1 26mm 186801026, C1713,"$2,678.00 "
27811108,Plate Level 1 24mm 186801024, C1713,"$2,678.00 "
27811109,Plate Level 1 22mm 186801022, C1713,"$2,678.00 "
27811110,Plate Level 1 20mm 186801020, C1713,"$2,678.00 "
27811111,Plate Level 1 18mm 186801018, C1713,"$2,678.00 "
27811112,Plate Level 1 16mm 186801016, C1713,"$2,678.00 "
27811113,Plate Level 1 14mm 186801014, C1713,"$2,678.00 "
27811114,Plate Level 1 12mm 186801012, C1713,"$2,678.00 "
27811115,Fixation Pin 286880002, C1713,"$1,773.25 "
27811116,Screw Oversized 16mm 186854016, C1713,"$1,164.50 "
27811117,Screw Oversized 14mm 186854014, C1713,"$1,164.50 "
27811118,Screw Self Tap 16mm 186852016, C1713,$985.50 
27811119,Scrw Self Drill 16mm 186850016, C1713,$985.50 
27811120,Screw Self Tap 14mm 186852014, C1713,$985.50 
27811121,Scrw Self Drill 14mm 186850014, C1713,$985.50 
27811122,Screw Self Tap 12mm 186852012, C1713,$985.50 
27811123,Scrw Self Drill 12mm 186850012, C1713,$985.50 
27811124,Centralizer Dis 17mm 7313-3217, C1713,$501.50 
27811125,Centralizer Dis 16mm 7313-3216, C1713,$501.50 
27811126,Centralizer Dis 15mm 7313-3215, C1713,$501.50 
27811127,Centralizer Dis 14mm 7313-3214, C1713,$501.50 
27811131,Patella Oval 32mm 71421032, C1713,"$2,535.50 "
27811138,T-Rod 8.3mmX-30cm 47249530008, C1713,"$3,227.00 "
27811139,T-Rod 8.3mmX-26cm 47249526008, C1713,"$3,227.00 "
27811140,T-Rod 8.3mmX-28cm 47249528008, C1713,"$3,227.00 "
27811141,T-Rod 8.3mmX-32cm 47249532008, C1713,"$3,227.00 "
27811142,T-Rod 8.3mmX-34cm 47249534008, C1713,"$3,227.00 "
27811143,T-Rod 8.3mmX-36cm 47249536008, C1713,"$3,227.00 "
27811144,T-Rod 8.3mmX-38cm 47249538008, C1713,"$3,227.00 "
27811145,T-Rod 10mmX-26cm 47249526010, C1713,"$3,227.00 "
27811146,T-Rod 10mmX-28cm 47249528010, C1713,"$3,227.00 "
27811147,T-Rod 10mmX-30cm 47249530010, C1713,"$3,227.00 "
27811148,T-Rod 10mmX-32cm 47249532010, C1713,"$3,227.00 "
27811149,T-Rod 10mmX-34cm 47249534010, C1713,"$3,227.00 "
27811150,T-Rod 10mmX-36cm 47249536010, C1713,"$3,227.00 "
27811151,T-Rod 10mmX-38cm 47249538010, C1713,"$3,227.00 "
27811152,T-Rod 10mmX-40cm 47249540010, C1713,"$3,227.00 "
27811153,T-Rod 11mmX-28cm 47249528011, C1713,"$3,227.00 "
27811154,T-Rod 11mmX-30cm 47249530011, C1713,"$3,227.00 "
27811155,T-Rod 11mmX-32cm 47249532011, C1713,"$2,520.00 "
27811156,T-Rod 11mmX-34cm 47249534011, C1713,"$3,227.00 "
27811157,T-Rod 11mmX-36cm 47249536011, C1713,"$3,227.00 "
27811158,T-Rod 11mmX-38cm 47249538011, C1713,"$3,227.00 "
27811159,T-Rod 12mmX-30cm 47249530012, C1713,"$3,227.00 "
27811160,T-Rod 12mmX-32cm 47249532012, C1713,"$3,227.00 "
27811161,T-Rod 12mmX-34cm 47249534012, C1713,"$3,227.00 "
27811162,T-Rod 12mmX-36cm 47249536012, C1713,"$3,227.00 "
27811163,T-Rod 12mmX-38cm 47249538012, C1713,"$3,227.00 "
27811164,Screw 3.5 Cort 10mm 2348-10-35, C1713,$216.50 
27811165,Screw 3.5 Cort 12mm 2348-12-35, C1713,$216.50 
27811166,Screw 3.5 Cort 14mm 2348-14-35, C1713,$216.50 
27811167,Screw 3.5 Cort 16mm 2348-16-35, C1713,$216.50 
27811168,Screw 3.5 Cort 18mm 2348-18-35, C1713,$216.50 
27811169,Screw 3.5 Cort 20mm 2348-20-35, C1713,$216.50 
27811170,Screw 3.5 Cort 22mm 2348-22-35, C1713,$216.50 
27811171,Screw 3.5 Cort 24mm 2348-24-35, C1713,$216.50 
27811172,Bolt Lock 4.9x28mm 459.28, C1713,$604.00 
27811173,Bolt Lock 4.9x30mm 456.30, C1713,$604.00 
27811174,Bolt Lock 4.9x32mm 456.32, C1713,$604.00 
27811175,Bolt Lock 4.9x34mm 456.34, C1713,$604.00 
27811176,Bolt Lock 4.9x36mm 456.36, C1713,$604.00 
27811177,Bolt Lock 4.9x38mm 456.38, C1713,$604.00 
27811178,Bolt Lock 4.9x40mm 456.40, C1713,$604.00 
27811179,Bolt Lock 4.9x42mm 456.42, C1713,$604.00 
27811180,Bolt Lock 4.9x44mm 456.44, C1713,$604.00 
27811181,Bolt Lock 4.9x48mm 456.48, C1713,$604.00 
27811182,Bolt Lock 4.9x46mm 456.46, C1713,$604.00 
27811183,Bolt Lock 4.9x50mm 456.50, C1713,$604.00 
27811184,Bolt Lock 4.9x52mm 456.52, C1713,$604.00 
27811185,Bolt Lock 4.9x54mm 456.54, C1713,$604.00 
27811186,Bolt Lock 4.9x56mm 456.56, C1713,$604.00 
27811187,Bolt Lock 4.9x58mm 456.58, C1713,$604.00 
27811188,Bolt Lock 4.9x60mm 456.60, C1713,$604.00 
27811189,Plate Dist Post LT 2347-16-04, C1713,"$1,768.25 "
27811190,Plate Fib LT 95mm 2347-16-06, C1713,"$1,776.75 "
27811191,Plate Dist Post LT 2347-16-08, C1713,"$1,785.75 "
27811192,Plate Fib RT 74mm 2347-15-04, C1713,"$1,768.25 "
27811193,Plate Dist Post RT 2347-15-06, C1713,"$1,768.25 "
27811194,Plate Dist Post RT 2347-15-08, C1713,"$1,776.75 "
27811195,Plate Dist Lateral 2347-18-04, C1713,"$1,768.25 "
27811196,Plate Fib LT 94mm 2347-18-06, C1713,"$1,729.75 "
27811197,Plate Fib LT 115mm 2347-18-08, C1713,"$1,785.75 "
27811198,Plate Fib RT 73mm 2347-17-04, C1713,"$1,768.25 "
27811199,Plate Fib RT 94mm 2347-17-06, C1713,"$1,776.75 "
27811200,Plate Dist Later 2347-017-08, C1713,"$1,785.75 "
27811201,Screw Cort 3.5x32mm 4827-32-35, C1713,$216.50 
27811202,Screw Cort 3.5x34mm 2348-34-35, C1713,$216.50 
27811203,Screw 3.5 Cort 36mm 2348-36-35, C1713,$216.50 
27811204,Screw 3.5 Cort 95mm 2348-95-35, C1713,$216.50 
27811206,Hip Head Oxi 32x+0mm 71343200, C1713,"$3,896.75 "
27811207,Hip Head Oxi 32x+4mm 71343204, C1713,"$3,896.75 "
27811208,Hip Head Oxi 32x+8mm 71343208, C1713,"$3,896.75 "
27811209,Hip Head Oxi 32x+12mm 71343212, C1713,"$3,896.75 "
27811210,Hip Head Oxi 32x+16mm 71343216, C1713,"$3,896.75 "
27811211,Hip Cobalt 32x-3mm 71303203, C1713,"$2,357.75 "
27811212,Hip Cobalt 32mmx+0mm 71303200, C1713,"$2,357.75 "
27811213,Hip Cobalt 32mmx+4mm 71303204, C1713,"$2,357.75 "
27811214,Hip Cobalt 32x+8mm 71303208, C1713,"$2,357.75 "
27811215,Hip Cobalt 32mmx+12mm 71303213, C1713,"$2,357.75 "
27811216,Hip Cobalt 32mmx+16mm 71303216, C1713,"$2,371.50 "
27811217,Hip Head Oxi 36x-3mm 71343603, C1713,"$3,896.75 "
27811218,Hip Head Oxi 36x+4mm 71343604, C1713,"$3,896.75 "
27811219,Hip Head Oxi 36x+8mm 71343208, C1713,"$3,896.75 "
27811220,Hip Head Oxi 36x+12mm 71343812, C1713,"$3,896.75 "
27811221,Hip Cobalt 36x+0mm 71303600, C1713,"$2,468.75 "
27811222,Hip Cobalt 36x-4mm 71303604, C1713,"$2,468.75 "
27811223,Hip Cobalt 36x+8mm 71303608, C1713,"$2,468.75 "
27811224,Hip Cobalt 36x+12mm 71303612, C1713,"$2,468.75 "
27811225,Shell R3 No Hole 46mm 71331846, C1713,"$3,881.25 "
27811226,Shell R3 48mm 71331848, C1713,"$3,881.25 "
27811227,Shell R3 50mm 71331850, C1713,"$3,881.25 "
27811228,Shell R3 54mm 71331854, C1713,"$3,881.25 "
27811229,Shell R3 56mm 71331856, C1713,"$3,881.25 "
27811230,Shell R3 58mm 71331858, C1713,"$3,881.25 "
27811231,Shell R3 60mm 71331860, C1713,"$3,881.25 "
27811232,Shell R3 62mm 71331862, C1713,"$3,881.25 "
27811233,Shell R3 64mm 71331864, C1713,"$3,881.25 "
27811234,Shell R3 66mm 71331866, C1713,"$3,881.25 "
27811235,Shell R3 68mm 71331868, C1713,"$3,881.25 "
27811236,Shell 3 Hole R3 46mm 71335546, C1713,"$3,881.25 "
27811237,Shell 3 Hole R3 48mm 71335548, C1713,"$3,881.25 "
27811238,Shell 3 Hole R3 50mm 71335550, C1713,"$3,881.25 "
27811239,Shell 3 Hole R3 54mm 71335554, C1713,"$3,881.25 "
27811240,Shell 3 Hole R3 60mm 71335560, C1713,"$3,881.25 "
27811241,Shell 3 Hole R3 62mm 71335562, C1713,"$3,881.25 "
27811242,Shell 3 Hole R3 64mm 71335564, C1713,"$3,881.25 "
27811243,Shell 3 Hole R3 66mm 71335566, C1713,"$3,881.25 "
27811244,Shell 3 Hole R3 68mm 71335568, C1713,"$3,881.25 "
27811245,Lnr 28mmx0 Deg 46mm 71337546, C1713,"$3,101.25 "
27811246,Lnr 28mmx0 Deg 48mm 71337548, C1713,"$3,101.25 "
27811247,Lnr 28mmx20 Deg 46mm 71334946, C1713,"$3,101.25 "
27811248,Lnr 28mmx20 Deg 48mm 71334948, C1713,"$3,101.25 "
27811249,Lnr 28mmx0 Deg+4x46mm 71335946, C1713,"$3,101.25 "
27811250,Lnr 28mmx20 Deg +4mm 71337746, C1713,"$3,101.25 "
27811251,Lnr 32mmx0 Deg 48mm 71339548, C1713,"$3,101.25 "
27811252,Lnr 32mmx0 Deg 50mm 71339550, C1713,"$3,101.25 "
27811253,Lnr 32mmx0 Deg 52mm 71339552, C1713,"$3,101.25 "
27811254,Lnr 32mmx0 Deg 54mm 71339554, C1713,"$3,101.25 "
27811255,Lnr 32mmx20 Deg 48mm 71337648, C1713,"$3,101.25 "
27811256,Lnr 32mmx20 Deg 50mm 71337650, C1713,"$3,101.25 "
27811257,Lnr 32mmx20 Deg 54mm 71337654, C1713,"$3,101.25 "
27811258,Lnr 32X48 0Deg +4mm 71336648, C1713,"$3,101.25 "
27811259,Lnr 32mmx0 Deg+4x50mm 71336650, C1713,"$3,101.25 "
27811260,Lnr 32mmx0 Deg+4x52mm 71336652, C1713,"$3,101.25 "
27811261,Lnr 32mmx20Deg+4x50mm 71337950, C1713,"$3,101.25 "
27811262,Lnr 32mmx20Deg+4x48mm 71337948, C1713,"$3,101.25 "
27811263,Lnr 32mmx20Deg+4x52mm 71337952, C1713,"$3,101.25 "
27811264,Liner 36mmx0 Deg 52mm 71332752, C1713,"$3,101.25 "
27811265,Liner 36mmx0 Deg 54mm 71332754, C1713,"$3,101.25 "
27811266,Liner 36mmx0 Deg 60mm 71332760, C1713,"$3,101.25 "
27811267,Liner 36mmx0 Deg 62mm 71332762, C1713,"$3,101.25 "
27811268,Liner 36mmx0 Deg 64mm 71332764, C1713,"$3,101.25 "
27811269,Lnr 36mmx0Deg 66&68mm 71332766, C1713,"$3,101.25 "
27811270,Liner 36mmx20Deg 54mm 71335754, C1713,"$3,101.25 "
27811271,Liner 36mmx20Deg 56mm 71335756, C1713,"$3,101.25 "
27811272,Liner 36mmx20Deg 58mm 71335758, C1713,"$3,101.25 "
27811273,Liner 36mmx20Deg 60mm 71335760, C1713,"$3,101.25 "
27811274,Liner 36mmx20Deg 62mm 71335762, C1713,"$3,101.25 "
27811275,Liner 36mmx20Deg 64mm 71335764, C1713,"$3,101.25 "
27811276,Lnr 36mmx20Deg66&68mm 71335766, C1713,"$3,101.25 "
27811277,Lnr 36mmx0Deg +4x52mm 71336952, C1713,"$3,101.25 "
27811278,Lnr 36mmx0Deg +4x54mm 71336954, C1713,"$3,101.25 "
27811279,Lnr 36mmx0Deg +4x56mm 71336956, C1713,"$3,101.25 "
27811280,Lnr 36mmx0Deg +4x58mm 71336958, C1713,"$3,101.25 "
27811281,Lnr 36mmx0Deg +4x60mm 71336960, C1713,"$3,101.25 "
27811282,Lnr 36mmx0Deg +4x62mm 71336962, C1713,"$3,101.25 "
27811283,Lnr 36mmx0Deg +4x64mm 71336964, C1713,"$3,101.25 "
27811284,Lnr 36mmx0Deg+4x68&66 71336966, C1713,"$3,101.25 "
27811285,Lnr 36mmx20Deg+4x54mm 71338554, C1713,"$3,101.25 "
27811286,Lnr 36mmx20Deg+4x56mm 71338556, C1713,"$3,101.25 "
27811287,Lnr 36mmx20Deg+4x58mm 71338558, C1713,"$3,101.25 "
27811288,Lnr 36mmx20Deg+4x60mm 71338560, C1713,"$3,101.25 "
27811289,Lnr 36mmx20Deg+4x62mm 71338562, C1713,"$3,101.25 "
27811290,Lnr 36mmx20Deg+4x64mm 71338564, C1713,"$3,101.25 "
27811291,Lnr 36mmx20Deg+4x66mm 71338566, C1713,"$3,101.25 "
27811292,Drill Bit Flex 15mm 71362915, ,$823.25 
27811293,Drill Bit Flex 25mm 71362925, ,$823.25 
27811294,Drill Bit Flex 50mm 71362950, ,$823.25 
27811295,Screw Cancel 6.5x15mm 71332515, C1713,$713.25 
27811296,Screw Cancel 6.5x20mm 71332520, C1713,"$3,101.25 "
27811297,Screw Cancel 6.5x25mm 71332525, C1713,$713.25 
27811298,Screw Cancel 6.5x35mm 71332535, C1713,$713.25 
27811299,Screw Cancel 6.5x40mm 71332540, C1713,$713.25 
27811300,Screw Cancel 6.5x45mm 71332545, C1713,$713.25 
27811301,Screw Cancel 6.5x50mm 71332550, C1713,$713.25 
27811302,Central Hole Cover 71330001, ,$549.75 
27811304,Screw Crt ST 2.7x28mm 48272801, ,$133.25 
27811305,Screw Crt ST 2.7x38mm 48273801, ,$133.25 
27811306,Screw 3.5 Cort 38mm 2348-38-35, ,$216.50 
27811307,Screw 3.5 Cort 40mm 2348-40-35, ,$216.50 
27811308,Screw 3.5 Cort 42mm 2348-42-35, ,$216.50 
27811309,Screw 3.5 Cort 44mm 2348-44-35, ,$216.50 
27811310,Screw 3.5 Cort 46mm 2348-46-35, ,$491.50 
27811311,Screw 4.0x14mm Canc 2480-14-40, ,$352.00 
27811312,Screw 4.0x16mm Canc 2480-16-40, ,$352.00 
27811313,Screw 4.0x18mm Canc 2480-18-40, ,$352.00 
27811314,Screw 4.0x20mm Canc 2480-20-40, ,$352.00 
27811315,Screw 4.0x22mm Canc 2480-22-40, ,$352.00 
27811316,"Generator, Neuro Non-Recharge", c1767,"$20,086.75 "
27811317,Pushlock 2.9mm AR-1923BC, C1713,"$1,352.00 "
27811318,Labral Tape AR-7276T, ,$304.25 
27811319,Needle Scorpion AR-13995N, ,$574.75 
27811320,Plate T-LC DCP 240.05, C1713,"$2,480.75 "
27811321,Plate Narrow LC-DCP 224.66, C1713,$966.75 
27811322,Plate Narrow LC-DCP 224.12, C1713,$725.75 
27811323,Plate Narrow LC-DCP 224.04, C1713,$513.25 
27811324,Plate Narrow LC-DCP 224.06, C1713,$550.50 
27811325,Plate Narrow LC-DCP 224.08, C1713,$550.50 
27811326,Plate Narrow LC-DCP 224.09, C1713,$550.50 
27811327,Plate Broad LC-DCP 226.06, C1713,$734.75 
27811328,Plate Broad LC-DCP 226.07, C1713,$734.75 
27811329,Plate Broad LC-DCP 226.10, C1713,$916.25 
27811330,Plate Broad LC-DCP 226.62, C1713,"$1,121.50 "
27811331,Plate Broad LC-DCP 226.66, C1713,"$1,234.50 "
27811332,Art Surface 5/6x9mm 71420830, C1713,"$2,944.25 "
27811333,Screw Oversized 12mm 186854012, C1713,"$1,164.50 "
27811335,Screw Cortex 1.5X13mm 200.813, C1713,$167.25 
27811336,Screw Cortex 1.5X15mm 200.815, C1713,"$1,098.50 "
27811337,Screw Lag Dhs/Dcs 12.7X50mm 28, C1713,"$1,109.50 "
27811338,Screw 3.5 Cort 48mm 2348-48-35, C1713,$216.50 
27811341,Plate Tubular 1/4 242.15, C1713,$205.00 
27811342,Plate Tubular 1/4 242.16, C1713,$205.00 
27811343,Plate Narrow LC-DCP 224.03, C1713,$513.25 
27811344,Plate Narrow LC-DCP 224.05, C1713,$513.25 
27811346,Plate Narrow LC-DCP 224.11, C1713,$725.75 
27811347,Screw 3.5 Cort 50mm 2348-50-35, C1713,$216.50 
27811348,Shell 3 Hole R3 52mm 71335552, C1713,"$3,881.25 "
27811349,Shell R3 No Hole 52mm 71331852, C1713,"$3,627.25 "
27811350,Femoral Head 32mm 71343203, ,"$3,642.00 "
27811351,Liner 36mmx0 Deg 58mm 71332758, C1713,"$3,101.25 "
27811352,Liner 36mmx20Deg 52mm 71335752, C1713,"$3,101.25 "
27811353,Breast Implant 133FX15, ,"$3,860.50 "
27811354,Plate LC-DCP 4.5 88mm 224.55, C1713,$565.25 
27811355,Plate 4.5 9 Hole 160mm 224.59, C1713,$636.75 
27811356,Screw Full Thread 4.5  214.528, C1713,$687.25 
27811357,Scrw Cortex TT 1.5X4mm 400.734, C1713,"$1,132.50 "
27811358,Scrw Cortex TT 2.4X10 401.510, C1713,$479.50 
27811359,Plate Broad 4.5 LC-DCP 226.61, C1713,"$1,121.50 "
27811360,Plate 4.5 LC-DCP 10H 226.60, C1713,"$1,043.75 "
27811361,Plate Broad LC-DCP 12H 224.62, C1713,$830.00 
27811362,Plate Broad LC-DCP 224.60, C1713,$830.00 
27811364,Plate Broad LC-DCP 224.56, C1713,$636.75 
27811366,Screw Cannu F-T 3.5x32 205.232, C1713,$645.50 
27811367,Screw Cannu F-T 3.5x34 205.234, C1713,$645.50 
27811368,Screw Cannu F-T 3.5x36 205.236, C1713,$645.50 
27811369,Screw Cannul 3.5x38mm 205.238, C1713,$645.50 
27811370,Screw Cancel FT 4.0X32 206.032, C1713,$97.25 
27811371,Drill Bit 2.0mm 310.20, ,$350.25 
27811372,Drill Bit 310.32, ,$331.75 
27811373,Drill Bit 4.5mm 310.45, ,$331.75 
27811374,Cannulated Tap 3.5mm 311.39, C1713,"$1,513.75 "
27811375,Screw Countersink 310.87, C1713,$535.50 
27811376,Screw Countersink 310.88, ,$534.25 
27811377,Screw Cannulated 3.5mm 310.86, C1713,"$1,711.00 "
27811378,Plate LC-DCP 3.5x6Hole 223.56, C1713,$521.50 
27811379,Screw Cortex 3.5x4.0mm 310.89, C1713,$753.75 
27811380,K Wire 1.25x150mm 292.52, C1713,$473.00 
27811381,Screw Cannulated 4.5mm 310.85, C1713,"$1,294.00 "
27811382,Screw Cannula Tap 6.5mm 311.66, C1713,$880.50 
27811383,Screw Slf Drill 12x6 189707012, C1713,"$1,404.50 "
27811384,Screw Slf Drill 13x6 189707013, C1713,"$1,404.50 "
27811385,Screw Slf Drill 14x6 189707014, C1713,"$1,404.50 "
27811386,Screw Slf Drill 15x6 189707015, C1713,"$1,404.50 "
27811387,Screw Slf Drill 16x6 189707016, C1713,"$1,404.50 "
27811388,Screw Slf Tap 12x6 189706012, C1713,"$1,340.00 "
27811389,Screw Slf Tap 13x6 189706013, C1713,"$1,248.75 "
27811390,Screw Slf Tap 14x6 189706014, C1713,"$1,248.75 "
27811391,Screw Slf Tap 15x6 189706015, C1713,"$1,248.75 "
27811392,Screw Slf Tap 16x6 189706018, C1713,"$1,248.75 "
27811393,Scrw Uniplat Lg 12X4 189706112, C1713,"$1,479.75 "
27811394,Scrw Uniplat Lg 14x4 189706114, C1713,"$1,479.75 "
27811395,Scrw Uniplat Lg 16x4 189706116, C1713,"$1,479.75 "
27811396,Scrw Uniplat Lg 18x4 189706118, C1713,"$1,479.75 "
27811397,Uniplate Level1 13x2 189721013, C1713,$650.75 
27811398,Uniplate Lvl 1 14x2 189721014, C1713,$650.75 
27811399,Uniplate Lvl 1 16X2 189721016, C1713,$650.75 
27811400,Uniplate Lvl 1 18x2 189721018, C1713,"$2,540.25 "
27811401,Uniplate Lvl 1 20x2 189721020, C1713,$650.75 
27811402,Uniplate Lvl 1 22x2 189721022, C1713,$650.75 
27811403,Uniplate Lvl 2 28x1 189722028, C1713,"$2,595.50 "
27811404,Uniplate Lvl 2 30x1 189722030, C1713,"$2,595.50 "
27811405,Uniplate Lvl 2 32x1 189722032, C1713,"$2,595.50 "
27811406,Uniplate Lvl 2 34x1 189722034, C1713,"$2,595.50 "
27811407,Uniplate Lvl 2 36x1 189722036, C1713,"$2,595.50 "
27811408,Uniplate Lvl 2 38x1 189722038, C1713,"$2,595.50 "
27811409,Uniplate Lvl 2 40x1 189722040, C1713,"$2,595.50 "
27811410,Uniplate Lvl 3 45x1 189723045, C1713,"$2,650.50 "
27811411,Uniplate Lvl 3 48x1 189723048, C1713,"$2,650.50 "
27811412,Uniplate Lvl 3 51x1 189723051, C1713,"$2,650.50 "
27811413,Uniplate Lvl 3 54x1 189723054, C1713,"$2,650.50 "
27811414,Uniplate Lvl 3 57x1 189723057, C1713,"$2,650.50 "
27811415,Screw Sing Inne X30 179702000, C1713,"$1,433.25 "
27811416,Connector 2 Hole 177492020, C1713,"$2,466.50 "
27811417,Connector 3 Hole 177492060, C1713,"$3,096.50 "
27811418,Screw 5.0mmX30mm 179712530, C1713,"$2,512.75 "
27811419,Screw 5.0mmX35mm 179712535, C1713,"$2,512.75 "
27811420,Screw 5.0mmX40mm 179712540, C1713,"$2,512.75 "
27811421,Screw 5.0mmX45mm 179712545, C1713,"$2,512.75 "
27811422,Screw 5.0mmX50mm 179712550, C1713,"$2,512.75 "
27811423,Screw 6.0mmX30mm 179712630, C1713,"$2,512.75 "
27811424,Screw 6.0mmX35mm 179712635, C1713,"$2,512.75 "
27811425,Screw 6.0mmX40mm 179712640, C1713,"$2,512.75 "
27811426,Screw 6.0mmX45mm 179712645, C1713,"$2,512.75 "
27811427,Screw 6.0mmX50mm 179712650, C1713,"$2,512.75 "
27811428,Screw 6.0mmX55mm 179712655, C1713,"$2,512.75 "
27811429,Screw 7.0mmX35mm 179712735, C1713,"$2,512.75 "
27811430,Screw 7.0mmX40mm 179712740, C1713,"$2,512.75 "
27811431,Screw 7.0mmX45mm 179712745, C1713,"$2,512.75 "
27811432,Screw 7.0mmX50mm 179712750, C1713,"$2,512.75 "
27811433,Screw 7.0mmX55mm 179712755, C1713,"$2,512.75 "
27811434,Screw 7.5mmX35mm 179712035, C1713,"$2,512.75 "
27811435,Screw 7.5mmX40mm 179712040, C1713,"$2,512.75 "
27811436,Screw 7.5mmX45mm 179712045, C1713,"$2,512.75 "
27811437,Screw 7.5mmX50mm 179712050, C1713,"$2,512.75 "
27811438,Screw 7.5mmX55mm 179712055, C1713,"$2,512.75 "
27811439,Rod Expedium 35mm 179771035, C1713,"$2,289.50 "
27811440,Rod Expedium 40mm 179771040, C1713,"$1,433.25 "
27811441,Rod Expedium 45mm 179771045, C1713,"$1,433.25 "
27811442,Rod Expedium 55mm 179771055, C1713,"$1,433.25 "
27811443,Rod Expedium 65mm 179771065, C1713,"$1,433.25 "
27811444,Rod Expedium 75mm 179771075, C1713,"$1,433.25 "
27811445,Rod Expedium 85mm 179771085, C1713,"$1,433.25 "
27811446,Rod Expedium 95mm 179771095, C1713,"$1,433.25 "
27811447,Rod 120mm DS 179762120, C1713,"$1,831.50 "
27811448,Rod 300mm DS 179767300, C1713,"$1,752.25 "
27811449,Rod 480mm DS 179762480, C1713,"$1,831.50 "
27811450,Rod 480mm Cobalt 196789480, C1713,"$2,402.50 "
27811451,Cage Lordotic 9x9 1878-50-009, C1713,"$7,717.00 "
27811452,Cage Lordotic 9x10 1878-50-010, C1713,"$7,717.00 "
27811453,Cage Lordotic 9x11 1878-50-011, C1713,"$7,717.00 "
27811454,Cage Lordoti 11x11 1878-60-011, C1713,"$7,717.00 "
