IVNUM,IVDESC,IVCPTCD,IVPRICE1
 7010410,ORTHO-GLASS 4IN,,55.44
 7010412,ORTHO-GLASS 5IN,,78.1
 7010414,CATHETER COUDE 12FR,,97.88
 7010425,LUMBAR PUNCTURE TRAY PEDIATRIC,,130.06
 7010426,LUMBAR PUNCTURE TRAY ADULT,,130.06
 7010428,WRIST/THUMB SPLINT RT XS,,112.79
 7010432,WRIST/THUMB SPLINT RT SM,,112.79
 7010433,WRIST/THUMB SPLINT RT M,,112.79
 7010434,WRIST/THUMB SPLINT RT LG,,112.79
 7010435,WRIST/THUMB SPLINT RT XLG,,112.79
 7010436,PENROSE DRAIN TUBE 1X12,,12.16
 7010437,PENROSE DRAIN TUBE 1/2X12,,12.16
 7010439,WRIST/THUMB SPLINT LT XS,,112.79
 7010440,WRIST/THUMB SPLINT LT SM,,112.79
 7010441,WRIST/THUMB SPLINT LT MED,,112.79
 7010442,WRIST/THUMB SPLINT LT LG,,112.79
 7010443,WRIST/THUMB SPLINT LT XLG,,112.79
 7010455,KNEE BRACE HINGED SMALL,L1820,262.07
 7010456,KNEE BRACE HINGED MED,L1820,262.07
 7010458,KNEE BRACE HINGED LARGE,L1820,262.07
 7010459,KNEE BRACE HINGED XLG,L1820,262.07
 7010472,KNEE BRACE HINGED XXLG,L1820,262.07
 7010473,KNEE BRACE HINGED XXXLG,L1820,262.07
 7010475,ANTIEMBOLISM STOCKINGS SM KNEE,,25.68
 7010476,CATHETER EXT INTERMEDIATE,,7.02
 7010477,EZ WRAP O2 EAR CUSHION,,7.62
 7010478,GRIPPER NEEDLE 22X3/4IN,,57.41
 7010479,GRIPPER NEEDLE 22X1IN,,57.41
 7010480,AIRWAY 100MM,,5
 7010482,LOPEZ VALVE,,12.37
 7010483,KNEE IMMOBILIZER 28,L1830,140.96
 7010485,COBAN WRAP 4IN,,8.56
 7010486,COBAN WRAP 2IN,,8.56
 7010487,KNEE IMMOBLIZER 22,L1830,140.96
 7010494,OXYGEN SENSOR PED DATASCOPE,,102.08
 7010495,OXYGEN SENSOR ADULT DATASCOPE,,90.48
 7010498,BOUGIE INTRODUCER,,89.81
 7010501,CHEST DRAIN,,493.67
 7010502,VICRYL 3-0 FS2,,55.76
 7010503,VENT TUBING NEWPORT,,69.64
 7010504,LEG WALKER SM REMOVABLE,,342.34
 7010505,LEG WALKER MED REMOVABLE,,342.34
 7010506,LEG WALKER LG REMOVABLE,,342.34
 7010507,ANKLE WALKER SM REMOVABLE,,271.12
 7010508,ANKLE WALKER MED REMOVABLE,,271.12
 7010509,ANKLE WALKER LG REMOVABLE,,271.12
 7010513,MEPILEX 4X4 DRESSING,,28.58
 7010515,CATHETER STRAIGHT 5FR,,15.94
 7010516,GRIPPER NEEDLE 20X1IN,,57.41
 7010517,SHOULDER IMMOBILIZER ADULT XLG,L3660,58.36
 7010518,SHOULDER IMMOBILIZER PEDIATRIC,L3660,58.36
 7010519,SHOULDER IMMOBILIZER SMALL,L3660,58.36
 7010520,COBAN WRAP 3IN,,8.56
 7010521,MONTGOMERY STRAPS,,15.18
 7010522,GUTTER SPLINT SM,,10.81
 7010523,GUTTER SPLINT LG,,10.81
 7010524,GUTTER SPLINT MED,,10.81
 7010525,SHOULDER IMMOBILIZER MED,L3660,58.36
 7010526,SHOULDER IMMOBILIZER LG,L3660,58.36
 7010538,CENTRAL LINE MIULTI-LUMEN,,217.39
 7010540,CATHETER 12FR STRAIGHT,,5
 7010541,ELECTRODE MEDITRACE PEDIATRIC,,133.72
 7010542,ANTIEMBOLISM STOCKINGS XLG THIGH,,54.54
 7010549,NG TUBE 14FR,,175.84
 7010550,VASELINE DRESSING 1X18,,7.89
 7010552,NG TUBE 18FR,,175.84
 7010553,Q-SYTE,,32.58
 7010554,FOREARM SPLINT RT SM,,28.84
 7010555,FOREARM SPLINT LT SM,,28.84
 7010556,FOREARM SPLINT RT MED,,28.84
 7010557,FOREARM SPLINT LT MED,,28.84
 7010558,FOREARM SPLINT RT LG,,28.84
 7010559,FOREARM SPLINT LT LG,,28.84
 7010561,SUPRAPUBIC CATHETER,,686.46
 7010562,CATHETER COUDE 16FR,,97.88
 7010565,FINGER SPLINT 4 PRONG MED,,8.02
 7010568,AMBU BAG ADULT DISPOSABLE,,76.79
 7010569,AMBU BAG PEDIATRIC DISPOSABLE,,76.79
 7010570,AMBU BAG INFANT DISPOSABLE,,76.79
 7010571,INTUBATION STYLET 5.0-7.5,,575.51
 7010575,GASTRIC LAVAGE 34FR,,529.31
 7010576,FROG SPLINT SMALL,,6.83
 7010577,FROG SPLINT MED,,6.79
 7010578,FROG SPLINT LG,,6.83
 7010583,GRADUATED CYLINDER 1000CC,,5
 7010585,IV PROTECTOR CAP,,5
 7010586,CATHETER FOLEY 26FR 30CC,,15.14
 7010588,ANKLE BRACE CANVAS LG,L1902,144.62
 7010589,ANKLE BRACE CANVAS MED,L1902,144.62
 7010590,ANKLE BRACE CANVAS SMALL,L1902,144.62
 7010591,ANKLE BRACE CANVAS XLG,L1902,144.62
 7010594,KNEE IMMOBILIZER 24,L1830,140.96
 7010595,BACK SUPPORT 10,,87.35
 7010596,CLAVICAL BRACE MED,L3650,48.83
 7010597,CLAVICAL BRACE LARGE,L3650,48.83
 7010598,CLAVICAL BRACE XLG,L3650,48.83
 7010600,MOLE SKIN,,5
 7010601,TEGADERM 2.3/8X2.3/4 DRESSING,,5
 7010602,ABDOMINAL BINDER 46-62IN,,140.4
 7010605,OB PACK,,72.35
 7010606,CATHETER FOLEY 20FR 30CC,,0
 7010607,ACCESS DEVICE VACUTAINER LL,,0
 7010612,CATHETER SELF CATHETER 14FR,,5
 7010623,BASEBALL SPLINT SM PADDED,,15.81
 7010624,BASEBALL SPLINT LG PADDED,,15.81
 7010625,BASEBALL SPLINT MED PADDED,,15.81
 7010626,HEELBO PROTECTORS REG BLUE,,160.67
 7010627,HEELBO PROTECTORS XLG GREEN,,160.67
 7010636,CATHETER TRAY W/16FR (ER),,0
 7010638,ETHILON 5-0 FS2,,44.94
 7010639,TEGADERM 6X8 DRESSING,,5
 7010648,CLIPPER HEADS DISPOSABLE,,0
 7010656,TEGADERM DRESSING 4X4 3/4,,5
 7010657,ELECTRODES ADULT HP,,55.51
 7010667,ELECTRODE MEDITRACE ADULT,,125.48
 7010669,ETHILON 3-0 FS1,,43.63
 7010674,PLEURAL DRAINAGE KIT,,554.69
 7010675,DRESSING KIT PLEURAL DRAINAGE,,223.03
 8000001,"I & D SKIN ABSCESS, SIMPL",10060,496.7
 8000002,INC/DRN ABCS/CYST CMP MUL,10061,989.99
 8000003,INC/DRN PILNDAL CYST SMP,10080,733.7
 8000004,"INC/REMOVE FB,SUBQ, SMP",10120,250.62
 8000005,"INC/REMOVE FB,SUBQ, SMP",10121,1406.16
 8000006,INS/DRN HEMA/SROMA/FLUID,10140,760.92
 8000007,ASP ABCS/HEMA/BULA/CYST,10160,527.31
 8000008,SKIN DEBRIDE 10% BODY,11000,479.69
 8000009,DEB INF SKN EA ADDL 10%,11001,272.16
 8000010,"DEBRIDEMENT,SKIN PT THK",11040,361.75
 8000011,"DBRIDMENT,SKIN SUBQ TISS",11042,840.3
 8000012,BX SKIN SUBQ MUC MEM SGL,11100,394.64
 8000013,BX SUBQ MUC MEM EA ADD,11101,209.79
 8000014,REM SKIN TAG UP TO 15,11200,523.91
 8000015,REM SKIN TAG EA ADD 10,11201,195.05
 8000016,REM SKIN LESN 1.1/2.0 CM,11402,755.25
 8000017,REM SKIN LESN 2.1/3.0 CM,11403,920.81
 8000018,REM SKIN LESN 4.0 CM,11406,674.73
 8000019,EXCISE SKIN LESION =<0.5,11420,495.56
 8000020,EXCIS LESION 2.1 TO 3. CM,11423,521.64
 8000021,EXCIS LESION OVER 4.0 CM,11426,1877.91
 8000022,"REMOVAL NAIL PLATE, SINGL",11730,648.65
 8000023,DRAIN BLOOD FROM UN NAIL,11740,285.77
 8000024,REM NAIL BED PART OR COMP,11750,1343.79
 8000025,EXCISION OF NAIL FOLD TOE,11765,796.07
 8000026,REMOVE PILONIDAL CYST EXTEN,11771,3430.35
 8000027,INJ IN SKN LESN UP TO 7,11900,295.98
 8000028,INJ INTO SKN LESN OVER 7,11901,393.5
 8000029,SIMP REP- WOUND <=2.5CM,12001,360.62
 8000030,SIMP REP WOUND 2.6-7.5CM,12002,861.84
 8000031,SIMP REP WOUND <=2.5CM,12011,861.84
 8000032,LAYER CLOSURE 2.6-7.5CM,12032,1033.08
 8000033,REPAIR 7.0-12.5CM,12004,1001.33
 8000034,TRTMNT OF BURN W/O ANEST,16020,463.81
 8000035,DESTRUCT OF FIRST LESION,17000,335.67
 8000036,DESTRUCT EA ADD'L TO 14,17003,75.98
 8000037,DEST 15 OR MORE LESIONS,17004,704.22
 8000038,DEST FLT WRT/MOLL <=14,17110,375.36
 8000039,PENIS LESION CRYOSURG,54056,967.31
 8000040,BIOPSY BREAST INCISIONAL,19101,2405.22
 8000041,INJ TENDON/LIGAMENT/CYST,20550,424.12
 8000042,"ARTHRO,SM JT/BURSA/GANGL",20600,450.2
 8000043,"ARTHRO,INTER JT/BURSA/GAN",20605,467.21
 8000044,"ARTHRO,MAJ JT/BURSA/GAN",20610,551.13
 8000045,CLSD FX NAS BONE W/O MAN,21310,278.97
 8000046,CLSD TX RIB FRAC UNC EA,21800,667.93
 8000047,SHVNG FACE/EARS <=0.5,11310,505.77
 8000048,SCREENING PAP SMEAR,Q0091,74.85
 8000049,CLSD TX CLAV FX W/O MANIP,23500,553.4
 8000050,SHAVING LESION 1.1 TO 2.0,11312,696.28
 8000051,OMT 3-4 BODY REGIONS,98926,200.72
 8000052,DRAINAGE ARM BURSA,23931,2048.01
 8000053,CLS TX DIS/RAD FX W/O MAN,25600,1424.31
 8000054,CLS TX METACARP 1 W/O MN,26600,1266.68
 8000055,CLOSE/TREAT DISTRAL FIBUL,27786,898.13
 8000056,CLSD TX PHALANX W/O MN EA,28510,935.55
 8000057,APPLICAT OF FOREARM CAST,29075,305.05
 8000058,APPLY FOREARM SPLINT,29125,289.17
 8000059,APPLICAT OF FINGER SPLINT,29130,193.92
 8000060,APPLICAT OF LONG LEG CAST,29345,808.55
 8000061,APPLICAT LOWER LEG SPLINT,29515,244.95
 8000062,CNTRL NAS HEM ANT SIMP,30901,489.89
 8000063,CONTROL OF NOSEBLEED COMP,30903,323.19
 8000064,BIOPSY OF MOUTH LESION,40808,835.76
 8000065,BIOPSY OF FLOOR OF MOUTH,41108,722.36
 8000066,"UNLISTED PROC, TONGUE",41599,410.51
 8000067,RPR TENDON FINGER W/O GRT,26418,4746.93
 8000068,VSL SCREENING BILAT/QUANT,99173,133.82
 8000069,DIAGNOSTIC ANOSCOPY,46600,508.04
 8000070,REMOVE F/B EYE/EXTERNAL,65205,442.26
 8000071,REM F/B EYE W/O SLIT,65220,554.53
 8000072,REM F/B EYE W/ SLIT LAMP,65222,569.27
 8000073,REM FOREI BDY EXT CANAL,69200,684.94
 8000074,REM IMPACTED EAR WAX,69210,275.57
 8000075,REMOVAL OF IMPACTED CERUMEN BY LAVAGE,69209,275.57
 8000076,OFFICE OUTPNT VISIT NEW,99201,218.87
 8000077,OFFICE OUTPNT VISIT NEW,99202,272.16
 8000078,OFFICE OUTPNT VISIT NEW,99203,354.95
 8000079,OFFICE OUTPNT VISIT NEW,99204,504.63
 8000080,"COMPREHENSIVE, NEW PT",99205,681.54
 8000081,OFFICE OUTPNT VISIT ESTAB,99211,131.55
 8000082,OFFICE OUTPNT VISIT ESTAB,99212,185.98
 8000083,OFFICE OUTPNT VISIT ESTAB,99213,237.01
 8000084,OFFICE OUTPNT VISIT ESTAB,99214,342.47
 8000085,OFFICE OUTPNT VISIT ESTAB,99215,546.59
 8000086,HOME VISIT ESTAB PATIENT,99347,289.17
 8000087,HOME VISIT ESTAB PATIENT,99348,370.82
 8000088,HOME VISIT ESTAB PATIENT,99349,535.25
 8000089,TOBACCO CESSATION 3-10,99406,86.19
 8000090,INSERT PESSARYSUPPORT DEV,57160,551.13
 8000091,CLN INFLUENZA INJECT .5 ML DOSAGE,90688,30
 8000092,FETAL NON STRESS TEST,59025,433.19
 8000093,"SHVNG, TRK/ARM/LG <=.5",11300,412.78
 8000094,DEST MALIG LES 1.1-2CM,17262,814.22
 8000095,REMOV CONTRACEPTIVE CAPS,11976,649.79
 8000096,PREVENT MED UNDER 1 NEW,99381,332.27
 8000097,PREVENTIVE MED 1-4YRS,99382,357.21
 8000098,PREVENTIVE MED 5-11YR NEW,99383,383.3
 8000099,PREVENT MED 12-17 NEW,99384,411.65
 8000100,PREVENT MED 18-39 NEW,99385,552.26
 8000101,PREVENTIVE MED 40-64 YRS,99386,603.29
 8000102,PREVENT MED OVER 65 NEW,99387,680.4
 8000103,PREV MED UNDER 1 ESTAB,99391,273.3
 8000104,PREVENT MED 1-4 YRS ESTAB,99392,295.98
 8000105,PREVENT MED 5-11 ESTAB,99393,315.26
 8000106,PREVENT MED 12-17 ESTAB,99394,340.2
 8000107,PREVENT MED 18-39 ESTAB,99395,459.27
 8000108,PREVENT MED 40-64 ESTAB,99396,501.23
 8000109,PREVENT MED OVER 65 ESTAB,99397,569.27
 8000110,SPORTS/CAMP PHYSICAL,,34.02
 8000111,SCHOOL ENTRANCE CPX,,68.04
 8000112,NEW PATIENT BRIEF,99201,218.87
 8000113,NEW PATIENT LIMITED,99202,272.16
 8000114,NEW PATIENT INTERMEDIATE,99203,354.95
 8000115,NEW PATIENT EXTENDED,99204,504.63
 8000116,NEW PATIENT COMPREHENSIVE,99205,681.54
 8000117,ESTABILISHED PT BRIEF,99211,131.55
 8000118,ESTABILISHED PT LIMITED,99212,185.98
 8000119,ESTABILISHED PT INTERMIDI,99213,237.01
 8000120,ESTABILISHED PT EXTENDED,99214,342.47
 8000121,ESTABILISHED PT COMPREHEN,99215,546.59
 8000122,DEST CUT VASC LES,17106,1496.88
 8000123,PREVENTATIVE MED COUNSEL,99402,281.24
 8000124,EKG INTERPRET,93010,111.14
 8000125,DEST FLT WRT/MOLL >=15,17111,326.6
 8000126,CHEMICAL CAUT/GRAN TISS,17250,298.25
 8000127,PSYCH FAMILY CONSULTATION,90887,402.57
 8000128,"CONSULT, LEVEL II",99242,467.21
 8000129,"CONSULT, LEVEL III",99243,596.49
 8000130,MEDICARE PREVENT 65+YRS,G0101,201.86
 8000131,ASPIRAT/INJ GANGLION CYST,20612,450.2
 8000132,SHAVING LESION 1.1-2.0 CM,11307,306.18
 8000133,"INJECTION, CARPAL TUNNEL",20526,581.75
 8000134,OSTEOPATHIC TREAT 1-2 REG,98925,153.09
 8000135,"CONSULT, LEVEL IV",99244,776.79
 8000136,ECG 24 HR MONITORING,93224,1440.18
 8000137,ECG HOOKUP & RECORDING,93225,530.72
 8000138,ECG RECORDING & STORAGE,93226,834.63
 8000139,ECG PHYS REVIEW & INTERP,93227,402.57
 8000140,ECG MONITORING W/REPORT,93236,322.06
 8000141,MEDICATION MANAGEMENT,H2010,241.55
 8000142,REMOVE LESION 3.1 TO 4.0 CM,11424,486
 8000143,PSYCH EXAM W INTERPRETER,90792,585.15
 8000144,PSYC INTERVIEW/EXAM,90791,531.85
 8000145,IND PSYCH W/E&M 20-30 NEW,90832,238.14
 8000146,IND PSYCH W/E&M 45-50 NEW,90834,303.92
 8000147,IND PSYCH W/E&M 75-80 NEW,90785,492.16
 8000148,IND PSYCH 20-30 MINS,90810,257.42
 8000149,IND PSYCH W/E&M 20-30M,90811,293.71
 8000150,IND PSYCH E&M 20-30 ESTAB,90833,274.43
 8000151,IND PSYCH E&M 75-80M,90837,426.39
 8000152,PSYCHOANALYSIS,90845,513.71
 8000153,PSYCH FAMILY W/O PATIENT,90846,419.58
 8000154,PSYCH FAMILY W/PATIENT,90847,444.53
 8000155,PSYCH MULTI-FAMILY,90849,430.92
 8000156,PSYCH GROUP,90853,275.57
 8000157,PSYCH INTERACTIVE GROUP,90857,375.36
 8000158,OFFICE CONSULT,99245,982.05
 8000159,IND PSYCH THERAPY 45-50M,90818,339.07
 8000160,IND PSYCH 45-50M W/EM,90819,391.23
 8000161,OPT PSYCH W/ E/M 45-50,90836,351.54
 8000162,PSYCH PREP REPRT PATIENT,90889,366.29
 8000163,PSYCH SERVICE UNLISTED,90899,1.14
 8000164,INSERT NON-DWELL CATHETER,51701,467.81
 8000165,CLN SPINAL PUNCTURE SUBARACHNOID SPACE,62270,1119.86
 8000166,TREATMENT SHOULDER DISLOC W/O ANESTH,23650,1320.03
 8000167,INHALATION TREATMENT,94640,244.12
 8000168,OFFICE OP VISIT ESTB,99211,40.83
 8000169,OFFICE OP VISIT ESTB,99211,40.83
 8000170,OFFICE OP VISIT ESTB,99212,57.84
 8000171,OFFICE OP VISIT ESTB,99212,57.84
 8000172,OFFICE OP VISIT ESTB,99213,72.58
 8000173,OFFICE OP VISIT EESTB,99213,72.58
 8000174,OFFICE OP VISIT ESTB,99214,105.47
 8000175,OFFICE OP VISIT ESTB,99214,105.47
 8000176,OFFICE OP VISIT ESTB,99215,165.57
 8000177,OFFICE OP VISIT ESTB,99215,165.57
 8000178,OFFICE OP VISIT NEW,99201,66.91
 8000179,OFFICE OP VISIT NEW,99201,66.91
 8000180,OFFICE OP VISIT NEW,99202,83.92
 8000181,OFFICE OP VISIT NEW,99202,83.92
 8000182,"OFFICE OP VISIT, NEW",99203,107.73
 8000183,OFFICE OP VISIT NEW,99203,107.73
 8000184,OFFICE OP VISIT NEW,99204,151.96
 8000185,OFFICE OP VISIT NEW,99204,151.96
 8000186,OFFICE OP VISIT NEW,99205,204.12
 8000187,OFFICE OP VISIT NEW,99205,204.12
 8000188,PREVENT MED ADULT 65 YRS+,99397,172.37
 8000189,EXCIS LESION 1.1 TO 2 CM,11422,801.74
 8000190,MEDICATION MANAGEMENT,H2010,241.55
 8000191,MEDICATION MANAGEMENT,H2010,66.91
 8000192,CLIN VASECTOMY PROCEDURE,55250,702
 8000193,PSYCH EXAM W/INTERPRETER,90792,178.04
 8000194,PSYCH DIAG INTERVIE/EXAM,90791,162.17
 8000195,IND PSYCH 75-80 MIN,90837,130.41
 8000196,IND PSYCH 45-50 MIN,90834,92.99
 8000197,OFFICE OP VISIT ESTB,99211,92.99
 8000198,OFFICE OP VISIT ESTB,99211,92.99
 8000199,OFFICE OP VISIT ESTB,99212,131.55
 8000200,OFFICE OP VISIT ESTB,99212,131.55
 8000201,OFFICE OP VISIT ESTB,99213,166.7
 8000202,OFFICE OP VISIT ESTB,99213,166.7
 8000203,OFFICE OP VISIT ESTB,99214,240.41
 8000204,OFFICE OP VISIT ESTB,99214,240.41
 8000205,OFFICE OP VISIT ESTB,99215,383.3
 8000206,OFFICE OP VISIT ESTB,99215,383.3
 8000207,OFFICE OP VISIT NEW,99201,151.96
 8000208,OFFICE OP VISIT NEW,99201,151.96
 8000209,OFFICE OP VISIT NEW,99202,190.52
 8000210,OFFICE OP VISIT NEW,99202,190.52
 8000211,OFFICE OP VISIT NEW,99203,249.48
 8000212,OFFICE OP VISIT NEW,99203,249.48
 8000213,OFFICE OP VISIT NEW,99204,285.77
 8000214,OFFICE OP VISIT NEW,99204,353.81
 8000215,OFFICE OP VISIT NEW,99205,477.42
 8000216,OFFICE OP VISIT NEW,99205,477.42
 8000217,PREVENT MED 65YRS+,99397,396.9
 8000218,EXCIS LESION 1.1 TO 2. CM,11422,801.74
 8000219,MEDICATION MANAGEMENT,H2010,195.05
 8000220,PSYCH EXAM W/INTERPRETER,90792,410.51
 8000221,PSYCH DIAG INTERVIE/EXAM,90792,371.96
 8000222,IND PSYCH 20-30 MIN,90832,166.7
 8000223,IND PSYCH 75-80 MIN,90837,299.38
 8000224,IND PSYCH 45-50 MIN,90834,213.2
 8000225,REMOVAL OF SUBCUTANEOUS DEVICE,36590,1356.48
 8000226,DRAINAGE OF HEMATOMA,10140,760.92
 8000227,TRIM BENIGN CORN/CALLUS,11055,327.73
 8000228,SHAVING OF LESION .6/1.0,11311,595.35
 8000229,REM OF SKIN LESION 0.5CM,11400,309.59
 8000230,REM SKIN LESN 0.6/1.0 CM,11401,405.98
 8000231,SHAV SKIN LESION 1 TRNK/LEG DIAM 0.6-1.0,11301,601.02
 8000232,REM SKIN LESN 3.1/4.0 CM,11404,683.81
 8000233,REM BENIGN LESN TO 1.0 CM,11440,362.88
 8000234,INJ IN SKN LESN UP TO 7,11900,295.98
 8000235,PAP/PELVIC LOGISTICS,99499,128.15
 8000236,CLAVICLE FX W/O MANIPULAT,23500,1314.31
 8000237,ELBOW DISLOCATION CHILD,24640,497.83
 8000238,FINGER FX W/O MANIPULATIO,26720,950.3
 8000239,DISTAL FING FX W/MANIPULA,26755,802.88
 8000240,TREATMENT OF KNEE FRACTUR,27530,1400.49
 8000241,REM OF FOOT FOREIGN BODY,28190,2339.45
 8000242,APPLY SHORT LEG CAST,29405,418.45
 8000243,REM OF HEMORRHOID CLOT,46320,471.75
 8000244,ENDOMETRIAL/ENDOCERVI BX,58100,890.19
 8000245,INSERT INTRAUTERINE DEVIC,58300,823.29
 8000246,REM INTRAUTERINE DEVICE,58301,657.72
 8000247,EXCISION OF CHALAZION,67800,801.74
 8000248,SPIROMETRY,94010,417.32
 8000249,BRONCHOSPM PRE/POST SPIRO,94060,692.88
 8000250,VITAL CAPACITY TEST,94150,254.02
 8000251,IMMUNOTHERAPY ONE INJ,95115,60.11
 8000252,IMMUNOTHERAPY INJECTION,95117,89.59
 8000253,ADMIN ADDITIONAL VACCINE,90472,48.77
 8000254,EPIDURAL/LMBR INJECTION,62311,1731.62
 8000255,DEMO/EVAL AERSL/NEB/INHL,94664,204.12
 8000256,FINE NEEDLE ASPIRATION,10021,588.55
 8000257,PREVENTIVE MED COUNSEL,99401,146.29
 8000258,DIAB MANAGE TRN SLF MNGT,G0108,31.76
 8000259,CHEMO ADMIN IM HORMONAL,96402,192.78
 8000260,MEDICARE WELLNESS SUBSEQU,G0439,569.27
 8000261,DEBRIDE NAIL 6+ ANY MTHD,11721,269.9
 8000262,MEDICARE INITIAL PREV EXM,G0402,478.55
 8000263,MEDICAL NUTRITION THERAPY,97802,86.19
 8000264,ALLERGY IMMNTX W/PRV 2,95125,96.39
 8000265,MCARE INITIAL ANNUAL WELL,G0438,623.7
 8000266,MED NUTR RE-ASSMT 15 MIN,97803,86.19
 8000267,MASSAGE THRPY EACH 15 MIN,97124,140.62
 8000268,DIABETIC MANAGEMENT PGRM,S9465,161.03
 8000269,INSERT TEMP BLADDER CATH,51702,1329.05
 8000270,DEVELOPMENTAL TESTING,96110,134.95
 8000271,CHEMOTHERAPY ADMINISTRATION,,351.54
 8000272,CHEMO ADD'L HOUR,96415,201.86
 8000273,CHEMO ADMINISTRATION,96413,897
 8000274,TRIGGER POINT SINGLE TEND,20551,450.2
 8000275,SUTURE REMOVAL,99024,0
 8000276,INJ TRIGGER POINT 1/2 MUSCLE,20552,391.23
 8000277,ADMIN / FLUZONE,G0008,70.31
 8000278,FAA PHYSICAL - INTRO PRICE,,64.64
 8000279,DOT PHYSICAL,99213,134
 8000280,CG 6-PACK PHYSICAL,,123
 8000281,SCHOOL ENTRANCE PHYSICAL,,35
 8000282,SCHOOL PHYSICAL,,35
 8000283,EMPLOYMENT PHYSICAL,,122.48
 8000284,THERAPEUTIC DIAG IM/SQ,96372,102.06
 8000285,ADMIN SNGL VACCINE,90471,70.31
 8000286,ADMIN OF PNEUMOCOCCAL VACCINE MDCR,G0009,36.29
 8000287,ACUP W/O ELEC STIM 15,97810,168.97
 8000288,ACUP W/ELEC STIM 15,97813,178.04
 8000289,CIRCUMCISION W/REGIONAL BLCK,54150,1016.07
 8000290,"IV INFUSION ADD, SEQ",96367,266.49
 8000291,EA ADD SEQUENTIAL IV,96375,178.04
 8000292,ABD PARACENTESIS,49082,1821.21
 8000293,INSERT CERVICAL DILATOR,59200,843.7
 8000294,REMOVE DRUG IMPLANT DEVICE,11982,813.08
 8000295,BIOPSY OF CERVIX,57500,1011.53
 8000296,ADMIN FEE,90471,0
 8000297,ANTEPARTUM CARE ONLY 4-6 VISITS,59425,1984.5
 8000298,ANTEPARTUM CARE ONLY (OVER 7 VISITS),59426,2950
 8000299,REMOVAL/REVISION OF CAST,29700,232.47
 8000300,STRESS TST,93015,810
 8000301,MISC PRO FEE,,0
9000001,CARDIAC/MECHANICAL SOFT/ HONEY,,0
 9000002,CARDIAC/MECHANICAL SOFT/ NECTAR,,0
 9000003,CARDIAC/MECHANICAL SOFT/THIN,,0
 9000004,CARDIAC/PUREE/ HONEY,,0
 9000005,CARDIAC/PUREE/ NECTAR,,0
 9000006,CARDIAC/PUREE/THIN,,0
 9000007,CARDIAC/REGULAR/ HONEY,,0
 9000008,CARDIAC/REGULAR/ NECTAR,,0
 9000009,CARDIAC/REGULAR/THIN,,0
 9000010,CELEBRATION TRAY,,0
 9000011,CLEAR LIQUID,,0
 9000012,CLEAR LIQUID/ LCS,,0
 9000013,CLEAR LIQUID/ NO RED,,0
 9000014,DIETARY CONSULT,,0
 9000015,ER/OP TRAY,,0
 9000016,FOOD/BEVERAGE PREFERENCE,,0
 9000017,FULL LIQUID,,0
 9000018,FULL LIQUID/ LCS,,0
 9000019,GUEST TRAY,,0
 9000020,LCS/ MECHANICAL SOFT/NECTAR,,0
 9000021,LCS/ MECHANICAL SOFT/THIN,,0
 9000022,LCS/ PUREE/ HONEY,,0
 9000023,LCS/MECHANICAL SOFT/ HONEY,,0
 9000024,LCS/PUREE/ NECTAR,,0
 9000025,LCS/PUREE/THIN,,0
 9000026,LCS/REGULAR/HONEY,,0
 9000027,LCS/REGULAR/NECTAR,,0
 9000028,LCS/REGULAR/THIN,,0
 9000029,NPO/HOLD,,0
 9000030,NUTRITIONAL ASSESSMENT,,0
 9000031,REGULAR,,0
 9000032,REGULAR/MECHANICAL SOFT/ NECTAR,,0
 9000033,REGULAR/MECHANICAL SOFT/HONEY,,0
 9000034,REGULAR/MECHANICAL SOFT/THIN,,0
 9000035,REGULAR/PUREE/HONEY,,0
 9000036,REGULAR/PUREE/NECTAR,,0
 9000037,REGULAR/PUREE/THIN,,0
 9000038,REGULAR/REGULAR/HONEY,,0
 9000039,REGULAR/REGULAR/NECTAR,,0
 9000040,REGULAR/REGULAR/THIN,,0
 9000041,RENAL/MECHANICAL SOFT/ HONEY,,0
 9000042,RENAL/MECHANICAL SOFT/ NECTAR,,0
 9000043,RENAL/MECHANICAL SOFT/THIN,,0
 9000044,RENAL/PUREE/ NECTAR,,0
 9000045,RENAL/PUREE/PUREE,,0
 9000046,RENAL/PUREE/THIN,,0
 9000047,RENAL/REGULAR/ NECTAR,,0
 9000048,RENAL/REGULAR/HONEY,,0
 9000049,RENAL/REGULAR/THIN,,0
 9000050,SPECIAL INSTRUCTIONS,,0
 9000051,SUPPLEMENTS,,0
 9000052,TUBE FEEDING,,0
