NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
IMPLANTABLES/MEDICAL SUPPLIES,F-IDC 2D HELCL COIL 10MMX40CM,"$2,422.64"
IMPLANTABLES/MEDICAL SUPPLIES,F-IDC 2D HELCL COIL 12MMX40CM,"$2,422.64"
IMPLANTABLES/MEDICAL SUPPLIES,KIT INSRT MEGA IAB 50CC 8FX6IN,"$2,427.07"
IMPLANTABLES/MEDICAL SUPPLIES,CATH IAB STATLCK MEGA7.5F 40CC,"$2,427.07"
IMPLANTABLES/MEDICAL SUPPLIES,CATH IAB STATLCK MEGA7.5F 30CC,"$2,427.07"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX 4X26,"$2,429.00"
IMPLANTABLES/MEDICAL SUPPLIES,DGTL IVUS CATH 8.2F .035X90CM,"$2,430.82"
IMPLANTABLES/MEDICAL SUPPLIES,DILATION BAL SYSTEM 10X40MM,"$2,432.50"
IMPLANTABLES/MEDICAL SUPPLIES,DBX BONE MATRIX PASTE 10CC,"$2,442.44"
IMPLANTABLES/MEDICAL SUPPLIES,DBX BONE MATRIX PUTTY 10CC,"$2,442.44"
IMPLANTABLES/MEDICAL SUPPLIES,MATRIX DEMIN BONE INJECT 10CC,"$2,442.44"
IMPLANTABLES/MEDICAL SUPPLIES,CROSSBOSS CTO CATH 3FX135CM,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSOLUTEPRO OTW STENT 8X40X135,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSOLUTE PRO STENT 8X60X135CM,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,COR-KNOT MINI COMBO KIT,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,1-PC IOL LENS +2.5ADDPWR 11.5D,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,1-PC IOL LENS +2.5ADDPWR 16.0D,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,1-PC IOL LENS +2.5ADDPWR 22.5D,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,1-PC IOL LENS +2.5ADDPWR 24.0D,"$2,450.00"
IMPLANTABLES/MEDICAL SUPPLIES,18H BROAD LCP PLATE 4.5X336MM,"$2,460.64"
IMPLANTABLES/MEDICAL SUPPLIES,SET STENT URETERAL 6FRX24CM,"$2,464.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT URETERAL 6FX22CM,"$2,464.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD DIRECT 8 CH FLX EXT 60CM,"$2,464.00"
IMPLANTABLES/MEDICAL SUPPLIES,CSF PS MED CONTURED VALVE,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR OCCLUDER 4X6MM,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR OCCLUDER 8X7MM,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR OCCLUDER 10X7MM,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR OCCLUDER 14X10MM,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR OCCLUDER 16X12MM,"$2,469.60"
IMPLANTABLES/MEDICAL SUPPLIES,HRHK KNEE AXLE,"$2,470.22"
IMPLANTABLES/MEDICAL SUPPLIES,RADIO FREQ ABLAT CATH 7FX60CM,"$2,484.31"
IMPLANTABLES/MEDICAL SUPPLIES,PBDS CARDIAC CABG PACK,"$2,486.51"
IMPLANTABLES/MEDICAL SUPPLIES,BEAMPATH CO2 LASER FIBER,"$2,489.20"
IMPLANTABLES/MEDICAL SUPPLIES,MEMBRANE AMNIOGRAFT 3.5X3.5CM,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA MR DIL CATH BALL3.25X12MM,$308.00
IMPLANTABLES/MEDICAL SUPPLIES,ACRYL 1PC IOL LENS +2.75X21.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACRYL 1PC IOL LENS +3.25X11.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACRYL 1PC IOL LENS +3.25X24.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL 19.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,TECNIC SYMPHONY IOL LENS 14.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,TECNIC SYMPHONY IOL LENS 21.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,TECNIS SYMFONY IOL LEN 21.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,TECNIC SYMPHONY IOL LENS 12.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TECNIC SYMPHONY 20.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TECNIC SYMPHONY 19.5D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TECNIC SYMPHONY 21.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TRC +2.5 ADDPWR 15.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TRC +2.5 ADDPWR 22.0D,"$2,506.00"
IMPLANTABLES/MEDICAL SUPPLIES,DECA 11P F-CRV CATH 7FX282MM,"$2,511.60"
IMPLANTABLES/MEDICAL SUPPLIES,COCR VIPER-2 STR ROD 480MM,"$2,514.66"
IMPLANTABLES/MEDICAL SUPPLIES,VENACAVA FILTER FEM KIT5FX70CM,"$2,517.20"
IMPLANTABLES/MEDICAL SUPPLIES,PSL HA CERAMIC HIP CUP 50MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 4X15X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 5X15X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 6X14X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 6X18X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 7X15X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS SD STENT 7X19X150CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPRESS LD OTW STENT 9X25X135,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,BALL ANGIO CATH 7F 4.0 X 20MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,BALL ANGIO CATH 7F 5.0 X 20MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,V40 DELTA FEM HEAD 0X36MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,V40 DELTA FEM HEAD +4X32MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACHIEVE MAPPING CATH 20MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,SLOTTED 2-PIECE CANNULA 240MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,V40 DELTA FEM HEAD +4X28MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSOLUTE PRO STENT 9X40X135CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,RB ROUND TEXT BREAST IMP 320CC,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,2PC INTRATHECAL CATH 140CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,FRONTAL EM BALL SEEKER 7X17MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,SHELL ACET SOLID BACK HA 50MM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,FIBRIN SEALANT PATCH 2X4IN,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD NEURO POSTERIOR MAESTRO,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD NEURO ANTERIOR MAESTRO,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,CATH MIC W/BALL OCCLUSION110CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS THROMBEC 9MM 6FX135CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,COIL EMBOLIZATION J-TP SFT 5CM,"$2,520.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CLSD DOMINO CONN 6.35-4.5,"$2,523.83"
IMPLANTABLES/MEDICAL SUPPLIES,LG FILM SKIN BARRIER,"$2,535.52"
IMPLANTABLES/MEDICAL SUPPLIES,NVM5 XLIF DILATOR,"$2,537.50"
IMPLANTABLES/MEDICAL SUPPLIES,45D MICROCATH 2.6-2.95FX150CM,"$2,548.00"
IMPLANTABLES/MEDICAL SUPPLIES,CLSD LAT 5/6-6.0 CONNECTOR 20,"$2,548.00"
IMPLANTABLES/MEDICAL SUPPLIES,HOOK TI LAMINA LNG L,"$2,549.12"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE VAR ANG 3H 2.4-2.7X92MM,"$2,550.24"
IMPLANTABLES/MEDICAL SUPPLIES,LG FULL RESORB AICD ENVELOPE,"$2,553.38"
IMPLANTABLES/MEDICAL SUPPLIES,GENESIS Y BIL STENT 10-18X29MM,"$2,554.53"
IMPLANTABLES/MEDICAL SUPPLIES,MED FULL RESORB PMKR ENVELOPE,"$2,557.36"
IMPLANTABLES/MEDICAL SUPPLIES,VARIABLE SCREW 5.5X40MM,"$2,557.80"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA MR DIL CATH BALL3.25X15MM,$308.00
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 8X60X120CM,"$2,570.40"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 5X40X120CM,"$2,570.40"
IMPLANTABLES/MEDICAL SUPPLIES,TI FLUTE PRESSFIT STEM 16X80MM,"$2,574.88"
IMPLANTABLES/MEDICAL SUPPLIES,SM GRAFT M-L PLATE 8.0MM,"$2,590.00"
IMPLANTABLES/MEDICAL SUPPLIES,CELECT PLTN FEM FILTER 30X49MM,"$2,590.00"
IMPLANTABLES/MEDICAL SUPPLIES,CELECT VENACAVA FILTER 30X49MM,"$2,590.00"
IMPLANTABLES/MEDICAL SUPPLIES,IMP STEM HIP PRESS FIT SZ 8,"$2,595.60"
IMPLANTABLES/MEDICAL SUPPLIES,ROD SPINAL TI 4X350MM,"$2,601.20"
IMPLANTABLES/MEDICAL SUPPLIES,MEGA IAB CATH 8F X 6IN 50CC,"$2,602.69"
IMPLANTABLES/MEDICAL SUPPLIES,DUO MICROCATH .0165INX156CM,"$2,604.00"
IMPLANTABLES/MEDICAL SUPPLIES,DECA EP LASSO CATH 7FX12X115MM,"$2,620.80"
IMPLANTABLES/MEDICAL SUPPLIES,MESH BIOMAT SYNECORE 12X15CM,"$2,620.88"
IMPLANTABLES/MEDICAL SUPPLIES,NEURO ENDOSCOPE 15.5CMX1.14MM,"$2,637.60"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 1 LEVEL 14MM VECTRA,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,TX LG CURV ABLAT CATH 8F 8MM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPER LG DIAG CATH 7F 2X8X2,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,SUPER LG DIAG CATH 7F 2X8X60,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,INFERIOR VENA CAVA FILTER,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSOLUTEPRO OTW STENT 10X40X80,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSOLUTE PRO STENT 9X30X135CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER VASC PLUG 6MMX125CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER VASC PLUG 7MMX125CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER VASC PLUG 8MMX125CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIOZORB SURG MARKER 2X2CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIOZORB SURG MARKER 2X3CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIOZORB LP SURG MARKER 2X2X1CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIOZORB SURG MARKER 3X3CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,BIOZORB LP SURG MARKER 3X3X1CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS THROMBEC 15MM 7FX135CM,"$2,660.00"
IMPLANTABLES/MEDICAL SUPPLIES,ANAL FISTULA PLUG 0.6X9.5CM,"$2,675.40"
IMPLANTABLES/MEDICAL SUPPLIES,TFNA HELICAL BLADE 90MM,"$2,683.80"
IMPLANTABLES/MEDICAL SUPPLIES,PALMAZ BIL STENT 10X30MM,"$2,686.28"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA RX COR STENT 4.5X18MM,"$2,688.00"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA RX COR STENT 5.0X18MM,"$2,688.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYDROCOIL AZUR PERIPH 6MMX20CM,"$2,688.00"
IMPLANTABLES/MEDICAL SUPPLIES,SCREW BONE NEON 3.5X4MM,"$2,702.00"
IMPLANTABLES/MEDICAL SUPPLIES,12H WIDE LADDER PLATE,"$2,707.60"
IMPLANTABLES/MEDICAL SUPPLIES,25KHZ UNIV 360 PAYNER TIP,"$2,719.43"
IMPLANTABLES/MEDICAL SUPPLIES,TIB INSERT M/L M2/L2 10MM,"$2,727.12"
IMPLANTABLES/MEDICAL SUPPLIES,BALL ANGIO CATH 7F 4.0 X 40MM,"$2,730.00"
IMPLANTABLES/MEDICAL SUPPLIES,ANGIO BALL CATH 7F 5.0 X 40MM,"$2,730.00"
IMPLANTABLES/MEDICAL SUPPLIES,PTCA MR DIL CATH BALL3X12MM,$308.00
IMPLANTABLES/MEDICAL SUPPLIES,ACELLULAR CARD REP IMP 7X10CM,"$2,730.00"
IMPLANTABLES/MEDICAL SUPPLIES,DECELL PERICARDIUM IMP 6X8CM,"$2,730.00"
IMPLANTABLES/MEDICAL SUPPLIES,PALMAZ BIL STENT 10X40MM,"$2,731.44"
IMPLANTABLES/MEDICAL SUPPLIES,BLOOD CLOT 3 SEPARATOR SYS,"$2,747.50"
IMPLANTABLES/MEDICAL SUPPLIES,VASCULAR GRAFT VARIOUS,"$2,749.60"
IMPLANTABLES/MEDICAL SUPPLIES,DISTAL ACCESS CATH 3.9FX125CM,"$2,749.80"
IMPLANTABLES/MEDICAL SUPPLIES,DISTAL ACCESS CATH 3.9FX136CM,"$2,749.80"
IMPLANTABLES/MEDICAL SUPPLIES,CONCENTRIC DA CATH 4.3FX115CM,"$2,749.80"
IMPLANTABLES/MEDICAL SUPPLIES,CONCENTRIC DA CATH 4.3FX130CM,"$2,749.80"
IMPLANTABLES/MEDICAL SUPPLIES,Y-STENT 15-12-12X110-50-50MM,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,Y-STENT 16-13-13X110-50-50MM,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,Y-STENT 18-14-14X110-50-50MM,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,MP PERC CATH W/120CM BER 95CM,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 1.5D,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 2.25D,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 3D,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,TORIC EXTENDED IOL LENS 14.5D,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 9.0,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 13.0,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 17.0,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 17.5,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 19.5,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 20.0,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 21.5,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 24.0,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,LENS IOL TORIC EXTENDED 28D,"$2,758.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLX HDL LAA EXCLUSION SYS 45MM,"$2,760.00"
IMPLANTABLES/MEDICAL SUPPLIES,REFLEX MP CATH 6FX8X115CM,"$2,760.80"
IMPLANTABLES/MEDICAL SUPPLIES,REFLEX MP CATH 6FX8X105CM,"$2,760.80"
IMPLANTABLES/MEDICAL SUPPLIES,PTFE FLEX GRAFT 13MMX25CM,"$1,719.20"
IMPLANTABLES/MEDICAL SUPPLIES,MEGA IAB INSERT KIT 7.5F 30CC,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,INTRATHECAL 2PC CATH 114CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 3MMX12CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 3MMX20CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 4MMX10CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 4MMX15CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 4MMX30CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 5MMX12CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 5MMX20CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 5MMX30CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 6MMX12CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 6MMX30CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 7MMX25CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 8MMX25CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD CMPLX FRAME COIL 9MMX30CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 3MMX15CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 4MMX6CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 4MMX15CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 6MMX20CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT CMPLX FILL COIL 6MMX30CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,EMBOLIZATION COIL J-TP SFT15CM,"$2,772.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLTNM AORTIC GRAFT 20MMX40CM,"$2,780.40"
IMPLANTABLES/MEDICAL SUPPLIES,PERSONAL INFUS THERAPY MANAGER,"$2,782.50"
IMPLANTABLES/MEDICAL SUPPLIES,SPIDERFX EMBO DEVICE 5.0X320,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPIDERFX EMBO DEVICE 6.0X320,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPIDERFX EMBO DEVICE 4.0X320,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPIDERFX EMBO DEVICE 7.0X320,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,BRAINPATH SHEATH 13.5X50MM,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,ABSORBABLE NASAL LATERAL IMPL,"$2,786.00"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 300 11X10X5.9CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,BREAST IMP STY#133MV 250CC,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 550 13X13.5X6.7CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 650 14X14.5X7.1CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 400 12X11X6.3CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 600 14X13X7.1CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,TISSUE EXPDR 500 13X12X6.7CM,"$2,794.40"
IMPLANTABLES/MEDICAL SUPPLIES,MED FULLY RESORBABLE ENVELOPE,"$2,797.68"
IMPLANTABLES/MEDICAL SUPPLIES,RING ANNULO BAND TAILOR 35MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACET INSERT 10DG 32X46X48MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,TRIDENT INSERT 10D 36X54X56MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,INTRO SHEATH STEER 8.5FX40CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 4MM X 6CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 4MM X 8CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 4MM X 12CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 5MM X 8CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 5MM X 10CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 6MM X 10CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 6MM X 15CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,3D SFT DETCH COIL 6MM X 20CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLX HDL LAA EXCLUSION SYS 35MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,FLX HDL LAA EXCLUSION SYS 40MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS ACCESS DBL CRVD 14F,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACUPULSE CO2 FIBER 2MX1.04MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,ANTERIOR CERV PLATE 2-LVL 28MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,TRIAL NEUROSTIMULATOR LEAD50CM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE ANT CERVICAL LEVEL2 26MM,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,AXIUM 3D DETACHABLE COIL,"$2,800.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 16X60MM,"$2,814.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 24X45X100CM,"$2,814.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 22X45X100CM,"$2,814.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 18X60X100CM,"$2,814.00"
IMPLANTABLES/MEDICAL SUPPLIES,STR DELVRY MICRO CATH 164CM,"$2,828.00"
IMPLANTABLES/MEDICAL SUPPLIES,STR THIN VASC GRAFT 6MMX40CM,"$2,839.20"
IMPLANTABLES/MEDICAL SUPPLIES,SYS SIS W/DEL DEVICE N MESH,"$2,848.30"
IMPLANTABLES/MEDICAL SUPPLIES,SOLID BACK HA ACET SHELL 52MM,"$2,856.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOLID BACK HA ACET SHELL 48MM,"$2,856.00"
IMPLANTABLES/MEDICAL SUPPLIES,SURESCAN PATIENT PROGRAMMER,"$2,856.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 2.25X14MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X9MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X12MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X15MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X18MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X22MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.0X30MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.5X9MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.5X12MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 3.5X15MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 4.0X9MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 4.0X12MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,RESO-INTG RX STENT 4.0X22MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,INTGRTY RX COR STENT 3.5X34MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,INTGRTY RX COR STENT 4.0X34MM,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX 2.25X8,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X12,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X15,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X18,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X22,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X26,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X30,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X34,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX2.25X38,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX 2.5X8,"$2,870.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COR RESOLUTE ONYX 2.5X12,"$2,870.00"
