CDM_NBR [corp],HOSP,DEPT_DESC [corp],CDM_DESC [corp],CURR_PRICE
8003271,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,131218000 WASHER,$226.00 
8003272,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3L92500 STEM W/COLLAR,"$10,617.00 "
8003274,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5440020 SET SCREW,$684.00 
8003275,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-3100 CORT SCREW,$189.00 
8003277,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,995101 X-FORCE BALL,$883.00 
8003278,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G28999 INTRODUCER,"$1,188.00 "
8003279,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,LONG60A FLEX,"$1,101.00 "
8003280,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5086 MRI45 LEAD,"$2,343.00 "
8003281,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5086 MRI52 LEAD,"$2,343.00 "
8003282,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RVDR01 PACEMAKER,"$17,992.00 "
8003284,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,504904501 CEMENTMIXSYS,"$1,043.00 "
8003285,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A13A KYPHONCURETTE,"$1,589.00 "
8003286,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,934072 COSEAL 8ML,"$2,231.00 "
8003288,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3060-0110S LAGSCREW,"$1,795.00 "
8003289,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,70-0352 PLATE,"$2,934.00 "
8003290,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,501420 RESTORELLE MESH,"$3,162.00 "
8003291,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EC45AL STAPLER,$960.00 
8003292,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8DCT TRACHTUBE,$118.00 
8003294,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0068502110 SLING,"$4,498.00 "
8003295,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7204155 RESERVOIR,"$7,797.00 "
8003296,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72404231 PROST PENILE,"$24,672.00 "
8003297,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960103 OVALDOMEPAT,"$1,521.00 "
8003298,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,546012000 CEMENTRESTRCTR,$290.00 
8003299,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,157011100 FEMSTEM,"$9,523.00 "
8003300,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,80XLTCD TRACH TUBE,$211.00 
8003301,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,N60000109 PLATE,"$3,210.00 "
8003302,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8934BCNF SUTURETAK,"$1,043.00 "
8003303,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,120803F FOGARTY CATH,$164.00 
8003304,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN6AT8 TORIC LENS,$345.00 
8003305,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-2714 SCREW,$209.00 
8003306,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7756010 DRILLBIT,"$1,027.00 "
8003307,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,222207 HEALIX ANCHOR,$928.00 
8003308,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37642 PROGRAMMER,"$3,820.00 "
8003309,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT2-M-20-S BONESCREW,"$1,294.00 "
8003310,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0061802210 URETERALSTENT,$366.00 
8003311,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,2025002 STRATTICE 500 SQCM,$90.00 
8003312,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,815037030 CORTICAL SCREW,$141.00 
8003313,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,815540016 CANCELLOUS SCREW,$117.00 
8003314,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,816135026 SCREW,$379.00 
8003315,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,840-715 U/S PROBE,"$2,401.00 "
8003316,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CRU14SA CROSSER CATH,"$7,046.00 "
8003317,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MC615 BONE SCALPEL,"$1,477.00 "
8003318,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MC619 BONE SCALPEL,"$1,605.00 "
8003319,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ME745 CESPACE BONE,"$5,618.00 "
8003321,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,867414 UNIVERSALSTEM,"$4,508.00 "
8003322,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AG-1510F AMNIOGRAFT,"$1,798.00 "
8003323,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0144680 MESH,"$3,659.00 "
8003324,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,158113112 TIBINSERT,"$3,451.00 "
8003326,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,814510100 HIPLAGSCREW,"$1,926.00 "
8003328,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,254660 INTRAFIXSCREW,$847.00 
8003329,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,254629 TIBIAL SHEATH,$899.00 
8003330,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37602 STIMULATOR-(X2),"$30,688.00 "
8003331,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,354-7214 XPNDR-(X2),"$5,120.00 "
8003332,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ZBM08060 STENT,"$3,210.00 "
8003333,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72404252 PUMP,"$32,399.00 "
8003334,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3095-10 INTERSTIMEXTKIT,"$1,589.00 "
8003335,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,814510105 FXNAILLAGSCREW,"$3,531.00 "
8003336,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,816140016 LOCK SCREW,$379.00 
8003337,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3120513 SCREW,$880.00 
8003338,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,623-00-44F INSERT,"$3,531.00 "
8003339,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3120512 SCREW,$880.00 
8003340,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1106-05-0000 HEAD,"$2,508.00 "
8003341,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,455557 CERVICALGRAFT,"$4,679.00 "
8003342,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122136460 PINNACLE,"$3,916.00 "
8003343,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1400TC SCRWFULLTHRD,$722.00 
8003344,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1934BLF SUTURETAK,$786.00 
8003345,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,136550000 FEMORALHEAD,"$2,272.00 "
8003346,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121732058 ACESHELL,"$5,568.00 "
8003347,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5527-B-500 BASEPLATE,"$4,494.00 "
8003348,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,113714050 STEM,"$13,067.00 "
8003352,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5532-G-309 TIB INSERT,"$4,173.00 "
8003353,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,70-0169 PLATE,"$2,690.00 "
8003355,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5516-F-501 POST FEM,"$6,420.00 "
8003356,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5532-G-511 TIB BEARING,"$3,210.00 "
8003357,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3204118 ABLAT BALLOON,"$5,297.00 "
8003358,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,70241075 TUBE,$65.00 
8003359,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37754 CHARGINGSYSTEM,"$7,367.00 "
8003360,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37744 PROGRAMMER,"$3,659.00 "
8003361,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-3500 SALINE IMPLANT,"$2,087.00 "
8003362,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200045 PLATE,"$5,048.00 "
8003363,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3120511 SCREW,$880.00 
8003364,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,113641026 PEG,"$6,124.00 "
8003366,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,542-11-52E SHELL,"$3,210.00 "
8003367,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48322054 SPACER,"$3,210.00 "
8003368,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6260-9-140 FEM HEAD,"$3,210.00 "
8003369,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37714 BATTERY,"$53,126.00 "
8003370,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7133-2520 SCREW,$288.00 
8003371,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7133-2756 LINER,"$4,013.00 "
8003372,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200025 PLATE,"$4,670.00 "
8003373,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200027 PLATE,"$4,670.00 "
8003374,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200042 PLATE,"$5,048.00 "
8003376,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6197-9-001 BONE CEMENT,"$1,334.00 "
8003377,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,821720 DRAINAGE SYSTEM,$658.00 
8003379,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5516-F-402 POST FEM,"$6,420.00 "
8003380,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,9M52-1535-W ARTICULAR COMP,"$8,462.00 "
8003381,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121731060 PINNACESHELL,"$5,144.00 "
8003382,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420876 TRUMATCHGUIDE,"$3,120.00 "
8003383,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962143 TIBIALINSERT,"$2,955.00 "
8003384,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,12-1834 CANNSCREW,$678.00 
8003385,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,100530 CANCHIPS,"$1,348.00 "
8003386,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2754BC BREAST IMP,"$2,488.00 "
8003387,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5532-G-409 TIBIAL INSERT,"$3,210.00 "
8003388,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1896-5047S LOCKINGSCREW,$569.00 
8003389,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5950009 HERNIA PATCH,"$1,814.00 "
8003390,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5516-F-602 FEM COMP,"$6,420.00 "
8003391,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,104015 WAVEGUIDE,"$1,268.00 "
8003392,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,VT-1204-01 REUTERBOBBIN,$32.00 
8003393,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420291 DRAPEKIT,$835.00 
8003394,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,158123112 TIB INSERT,"$3,633.00 "
8003395,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,960002 FEMCEMENTED,"$5,583.00 "
8003396,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,354-2515 TISSUE EXPANDER,"$3,563.00 "
8003397,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,60XLTCD TRACH TUBE,$194.00 
8003398,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,173016 ENDOSTITCH,"$1,202.00 "
8003399,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,542-11-54F SHELL,"$3,210.00 "
8003400,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6519-T-100 SLEEVE,$457.00 
8003401,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6519-1-044 FEM HEAD,"$3,210.00 "
8003402,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,P45001 GRAFTONPLUSPASTE,$557.00 
8003403,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8065900163 PERFLUORON,"$1,403.00 "
8003404,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR40E INTRAOCULARLENS,$562.00 
8003405,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5527-B-600 BASEPLATE,"$4,494.00 "
8003406,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3L92503 FEMORALSTEM,"$10,617.00 "
8003407,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AT652FF TIB TENDON,"$5,778.00 "
8003408,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PS31001 OVATION,"$13,161.00 "
8003409,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CX01B BONE CEMENT MIXER,$979.00 
8003410,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,10-401 MYOSURE,"$11,508.00 "
8003411,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,121731058 SHELL,"$5,144.00 "
8003412,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BFL-6 TESIOCATH,"$1,091.00 "
8003414,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-5501BC BREAST COHESIV,"$2,488.00 "
8003415,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,75FHXL70 TRACH TUBE,$311.00 
8003417,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,2102-1410 FOAM PACK,"$5,569.00 "
8003418,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5950008 HERNIA PATCH,"$1,428.00 "
8003419,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,STRAP25 SECURESTRAP,"$2,111.00 "
8003420,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,222233 HEALIXBR5.5MM,$928.00 
8003421,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8LPC TRACH TUBE,$161.00 
8003422,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5955680 MESH,"$3,611.00 "
8003424,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,453006 ACHILLES TENDON,"$10,272.00 "
8003425,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,320-10-00 HUMERALADAPTRAY,"$6,934.00 "
8003426,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3L92504 STEMWITHCOLLAR,"$10,617.00 "
8003427,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PS31030 OVATION,"$5,778.00 "
8003428,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420878 TRUMATCHGUIDE,"$3,050.00 "
8003429,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,197520085 TENSILEBAR,"$16,526.00 "
8003430,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5516-F-302 POST FEM,"$6,420.00 "
8003431,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5516-F-301 POST FEM,"$6,420.00 "
8003432,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0010213 HERNIAPATCH,"$1,515.00 "
8003433,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,100515 CANCELLOUS,"$1,583.00 "
8003434,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200030 PLATE,"$4,670.00 "
8003435,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962022 ROTCVDTIBIALINST,"$2,955.00 "
8003436,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962152 TIBINSERTSTAB,"$2,955.00 "
8003437,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ST0A-19P SMART TOE,"$2,637.00 "
8003438,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962053 TIBINSERTCURVED,"$2,955.00 "
8003439,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,371370 SCREW,$466.00 
8003440,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,030403 STAPLER,$899.00 
8003441,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,TA3048S STAPLER,$847.00 
8003442,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48230000 BLOCKER,$438.00 
8003444,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1475501080 SOLERA ROD,$963.00 
8003445,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,400272 CURVED SHEARS,"$1,380.00 "
8003446,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CS-15232-X CATHETER,"$1,830.00 "
8003447,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,40-30114 SCREW,$751.00 
8003449,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0117050 PLUG,$521.00 
8003450,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6260-9-028 FEM HEAD,"$1,926.00 "
8003451,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,482316545 POLYSCREW,"$2,568.00 "
8003452,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,542-11-56F SHELL,"$2,568.00 "
8003453,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1106-09-0000 LOCK COLLAR,$672.00 
8003454,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1106-01-6550 SCREW,$674.00 
8003455,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1106-01-6555 SCREW,$674.00 
8003456,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8150-37-024 SCREW,$88.00 
8003457,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3225-0360S LONGNAILKIT,"$6,406.00 "
8003458,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,102407400 SIGMAFEMCOMP,"$5,298.00 "
8003459,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,9095-0018-W TAPERPOST,"$1,454.00 "
8003460,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122136156 PINNACLE,"$3,916.00 "
8003461,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,COL-3080 SCREW,$324.00 
8003462,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,2102-1401 BONE GRFT SUB,$861.00 
8003463,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3902 EVICEL,$771.00 
8003464,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6260-9-228 FEM HEAD,"$1,926.00 "
8003465,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,21-4474-24 LIFEPORT,$835.00 
8003466,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3125513 SCREW,$880.00 
8003467,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37081-20 EXTKIT,"$2,135.00 "
8003468,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,37746 PROGRAMER,"$3,659.00 "
8003469,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3777-60 LEADKIT,"$7,367.00 "
8003470,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420683 RESECTIONGUIDE,"$1,970.00 "
8003471,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5484005535 SCREW,"$5,399.00 "
8003472,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7133-2758 ACELINER,"$4,013.00 "
8003473,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7133-6535 CANSCREW,$288.00 
8003474,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7133-9552 LINER,"$4,213.00 "
8003475,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,720185-01 RESERVOIR,"$8,112.00 "
8003476,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1322BCNF,"$1,043.00 "
8003477,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,LF1544 LIGASURE,"$1,843.00 "
8003478,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PLE60A,"$1,278.00 "
8003479,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,102451400 TIBIALTRAY,"$3,217.00 "
8003480,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-2257 TIGHT ROPE KIT,"$2,064.00 "
8003481,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HCS-010-32-20S SCREW,$957.00 
8003482,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A5400.09 SCREW,$257.00 
8003483,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48811112 AVIATOR PLATE,"$3,111.00 "
8003484,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48814012 SCREW,$562.00 
8003485,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,HT080040A GRAFT,"$3,980.00 "
8003486,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5952-30-10 CRUCIATE RET,"$3,964.00 "
8003487,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-5972-065-32 PATELLA,"$1,942.00 "
8003488,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6721-0435 HIP STEM,"$6,420.00 "
8003489,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-8757-052-01 TRABECULR,"$5,987.00 "
8003490,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00877503602 FEM HEAD,"$4,895.00 "
8003491,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0117070 PERFIX PLUG,$531.00 
8003492,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,E2P9 XENOSURE PATCH,"$1,027.00 "
8003493,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-8757-054-01 SHELL,"$5,370.00 "
8003494,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,23021006 SPACER,"$5,605.00 "
8003495,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00877503601 FEM HEAD,"$5,361.00 "
8003496,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,62506540 SCREW,$193.00 
8003497,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,90-9300 HALO ABL CATH,"$5,380.00 "
8003498,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72202468 FASTFIX360,"$1,509.00 "
8003499,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,50419-421-01 IUD,"$2,257.00 "
8003500,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6704-0-510 CABLE SLEEVE,"$1,179.00 "
8003501,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,623-00-44G TRIDENT INS,"$3,531.00 "
8003502,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6260-9-144 FEM HEAD,"$3,210.00 "
8003504,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,45-20015 K-WIRE,$66.00 
8003505,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,T15J TROCHAR & DIAMOND,"$3,852.00 "
8003507,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,27922 GUIDEWIRE,$430.00 
8003508,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6704-0-520 CBL AND SLV,"$1,262.00 "
8003509,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EGIA60AMT REFILL,"$1,598.00 "
8003510,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,482316540 SCREW,"$2,568.00 "
8003511,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,H965451010 XCELAPORT,$989.00 
8003512,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122136462 ACELINER,"$3,828.00 "
8003513,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,62075-35 SCREW35MM,"$2,247.00 "
8003514,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,223000031 REAMER,"$1,514.00 "
8003515,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,50-7000B PLEURX CATH,"$1,846.00 "
8003516,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5527-B-700 BASEPLATE,"$4,494.00 "
8003517,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,962023 TIBIAL INSERT,"$2,955.00 "
8003518,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-8004BC BREASTIMPLT,"$2,488.00 "
8003519,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420854 TRUMATCH,"$3,050.00 "
8003520,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G53179 TRACH KIT,"$1,565.00 "
8003521,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,112844110 HEAD HUM ECCT,"$6,256.00 "
8003522,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,800070 THDKIT,"$1,764.00 "
8003524,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3L92508 FEMSTEM,"$10,617.00 "
8003525,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3L93713 FEMSTEM,"$10,617.00 "
8003526,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8827L-16 LKIG SCREW,$369.00 
8003527,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1351L TRANSFIX3X50,$507.00 
8003528,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,C8XX2 GELPORT,"$1,766.00 "
8003529,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,223600015 CENTRAL DRILL,$906.00 
8003530,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,70-0357 PLATE,"$2,934.00 "
8003531,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5954460 MESH,"$1,156.00 "
8003532,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PPK2543 BROCKS PACK,$889.00 
8003534,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PPK2538 KRUGER PACK,$898.00 
8003537,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60AT IOL LENS,$607.00 
8003538,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,277 SILICONE TIRE,$55.00 
8003539,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,287 SILICONE TIRE,$55.00 
8003541,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PPK3536 EYE PACK,$964.00 
8003544,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,40100956 SCREW,$356.00 
