Charge Code,Charge Description, Charge Amount ,Comments
25000001,PENICILLIN V POTASSIUM 125 MG/5 ML ORAL SOLUTION [6090], $26.60 ,
25000001,PENICILLIN V POTASSIUM 2.5 MG/ML ORAL SOLN (1:10 DILUTION) [40841277], $26.60 ,
25000001,PENICILLIN V POTASSIUM 250 MG TABLET [6092], $9.30 ,
25000001,PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SOLUTION [6091], $26.60 ,
25000001,PENICILLIN V POTASSIUM 500 MG TABLET [6093], $15.80 ,
63600002,PENTAMIDINE 300 MG SOLUTION FOR INHALATION [28235]," $2,703.70 ",
25000001,PENTAMIDINE 300 MG SOLUTION FOR INJECTION [27430]," $2,703.70 ",
25000001,PENTAZOCINE 50 MG-NALOXONE 0.5 MG TABLET [10908], $33.40 ,
,PENTOBARBITAL IV SYRINGE 50 MG/ML (PEDS) [500427]," $38,086.90 ",
63600002,PENTOBARBITAL SODIUM 50 MG/ML INJECTION SOLUTION [6097]," $38,086.90 ",
25000001,PENTOSAN POLYSULFATE SODIUM 100 MG CAPSULE [12912], $143.70 ,
63600002,PENTOSTATIN 10 MG INTRAVENOUS SOLUTION [10910]," $35,742.20 ",
25000001,"PENTOXIFYLLINE ER 400 MG TABLET,EXTENDED RELEASE [10911]", $20.30 ,
25000001,PEPPERMINT OIL [6116], $332.10 ,
25000001,PEPPERMINT SPIRIT ORAL [28205], $120.30 ,
63600002,PERAMIVIR (PF) 200 MG/20 ML (10 MG/ML) INTRAVENOUS SOLUTION [172460]," $5,130.00 ",
63610000,PERFLUTREN LIPID MICROSPHERES 1.1 MG/ML INTRAVENOUS SUSPENSION [31270]," $1,035.70 ",
63610000,PERFLUTREN PROTEIN-TYPE A MICROSPHERES 0.22 MG/ML INTRAVENOUS SUSP [82177]," $2,267.00 ",
25000001,PERITONEAL DIALYSIS SOLN 6-1.5 % DEXTR LOW CAL 2.5 MEQ/L-MAG 0.5 MEQ/L [27796], $270.00 ,
25000001,PERITONEAL DIALYSIS SOLN 7-2.5 % DEXT.LOW CALC 2.5 MEQ/L-MAG 0.5 MEQ/L [27800]," $1,012.50 ",
25000001,PERITONEAL DIALYSIS SOLN 8-4.25 % DEXTROSE CAL 2.5 MEQ/L-MAG 0.5 MEQ/L [27804], $506.30 ,
25000001,PERMETHRIN 5 % TOPICAL CREAM [10917]," $1,671.10 ",
25000001,PERPHENAZINE 1 MG PARTIAL TABLET [40840831], $13.40 ,
25000001,PERPHENAZINE 2 MG TABLET [6157], $23.60 ,
25000001,PERPHENAZINE 4 MG TABLET [6158], $36.30 ,
63600002,PERTUZUMAB 420 MG/14 ML (30 MG/ML) INTRAVENOUS SOLUTION [158982]," $72,148.20 ",
25000001,PHENAZOPYRIDINE 97.5 MG TABLET [91386], $5.10 ,
25000001,PHENELZINE 15 MG TABLET [10933], $39.20 ,
25000001,PHENOBARBITAL 100 MG TABLET [6213], $5.10 ,
25000001,PHENOBARBITAL 15 MG TABLET [6214], $2.30 ,
25000001,PHENOBARBITAL 16.2 MG TABLET [6215], $7.30 ,
25000001,PHENOBARBITAL 20 MG/5 ML (4 MG/ML) ORAL ELIXIR [6212]," $1,238.80 ",
25000001,PHENOBARBITAL 30 MG TABLET [6216], $2.90 ,
25000001,PHENOBARBITAL 32.4 MG TABLET [6217], $9.20 ,
25000001,PHENOBARBITAL 60 MG TABLET [6218], $3.60 ,
25000001,PHENOBARBITAL 64.8 MG TABLET [6219], $11.40 ,
25000001,PHENOBARBITAL 97.2 MG TABLET [6220], $16.10 ,
63600002,PHENOBARBITAL SODIUM 130 MG/ML INJECTION SOLUTION [6221], $874.60 ,
63600002,PHENOBARBITAL SODIUM 65 MG/ML INJECTION SOLUTION [6224], $337.00 ,
25000001,PHENOL 1.4 % MUCOSAL AEROSOL SPRAY [36976], $64.60 ,
25000001,PHENOL 1.5 % TOPICAL LIQUID [126016], $434.00 ,
25000001,PHENOL 89 % TOPICAL SWAB [122961], $73.70 ,
25000001,PHENOXYBENZAMINE 10 MG CAPSULE [10945]," $1,747.60 ",
25000001,PHENYLEPHRINE 0.125 % NASAL DROPS [36952], $51.90 ,
25000001,PHENYLEPHRINE 0.25 % NASAL SPRAY [6243], $51.30 ,
25000001,PHENYLEPHRINE 0.25 % RECTAL SUPPOSITORY [10964], $3.80 ,
25000001,PHENYLEPHRINE 0.25 %-MINERAL OIL 14 %-PETROLATM 74.9 % RECTAL OINTMENT [166165], $90.80 ,
25000001,PHENYLEPHRINE 0.48%-LIDOCAINE 3.8% NOSE PACK SOLN [40841066]," $1,755.00 ",
25000001,PHENYLEPHRINE 0.5 % NASAL SPRAY [6244], $51.30 ,
63600002,PHENYLEPHRINE 0.5 MG/5 ML (100 MCG/ML)IN 0.9 % SOD.CHLORIDE IV SYRINGE [126267], $68.10 ,
25000001,PHENYLEPHRINE 10 % EYE DROPS [19636], $675.00 ,
63600002,PHENYLEPHRINE 10 MG/ML INJECTION SOLUTION [6242], $194.40 ,
63600002,PHENYLEPHRINE 100 MG/100 ML (1 MG/ML) IN 0.9 % SODIUM CHLORIDE IV [160319], $477.90 ,
25000001,PHENYLEPHRINE 2.5 % EYE DROPS [6246]," $1,458.00 ",
25000001,PHENYLEPHRINE-WITCH HAZEL 0.25 %-50 % TOPICAL GEL [20888], $146.00 ,
25000001,PHENYTOIN 100 MG/4 ML ORAL SUSPENSION [124992], $116.70 ,
25000001,PHENYTOIN 125 MG/5 ML ORAL SUSPENSION [6255], $26.60 ,
25000001,PHENYTOIN 25 MG CHEWABLE PARTIAL TABLET [40841723], $10.30 ,
25000001,PHENYTOIN 50 MG CHEWABLE TABLET [11018], $18.80 ,
63600002,PHENYTOIN SODIUM 50 MG/ML INTRAVENOUS SOLUTION [6256], $20.50 ,
25000001,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE [6257], $9.20 ,
25000001,PHOSPHATE ION [40840414],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PHYSOSTIGMINE 1 MG/ML INJECTION SOLUTION [6270], $601.10 ,
63600002,PHYTONADIONE (VITAMIN K1) 1 MG/0.5 ML INJECTION SOLUTION [116205], $68.90 ,
63600002,PHYTONADIONE (VITAMIN K1) 1 MG/0.5 ML INJECTION SYRINGE [6271], $291.60 ,
63600002,PHYTONADIONE (VITAMIN K1) 10 MG/ML INJECTION SOLUTION [11023], $781.60 ,
25000001,PHYTONADIONE (VITAMIN K1) 5 MG TABLET [11024], $118.00 ,
25000001,PHYTONADIONE 1.25 MG PARTIAL TABLET [40840343], $59.50 ,
25000001,PHYTONADIONE 2.5 MG PARTIAL TABLET [40840344], $118.90 ,
25000001,PILOCARPINE 1 % EYE DROPS [6279]," $1,330.70 ",
25000001,PILOCARPINE 2 % EYE DROPS [6280]," $1,361.10 ",
25000001,PILOCARPINE 2.5 MG PARTIAL TABLET [40840345], $10.40 ,
25000001,PILOCARPINE 4 % EYE DROPS [6282]," $1,426.90 ",
25000001,PILOCARPINE 5 MG TABLET [12803], $20.60 ,
25000001,PIMECROLIMUS 1 % TOPICAL CREAM [32052]," $4,570.50 ",
25000001,PIMOZIDE 1 MG TABLET [15275], $32.50 ,
25000001,PINDOLOL 1.25 MG PARTIAL TABLET [40841696], $9.00 ,
25000001,PINDOLOL 2.5 MG PARTIAL TABLET [40840346], $9.00 ,
25000001,PINDOLOL 5 MG TABLET [6297], $17.90 ,
25000001,PIOGLITAZONE 15 MG TABLET [25528], $209.90 ,
25000001,PIOGLITAZONE 7.5 MG PARTIAL TABLET [40840347], $102.70 ,
63600002,PIPERACILLIN-TAZOBACTAM 2.25 GRAM INTRAVENOUS SOLUTION [18304], $110.20 ,
63600002,PIPERACILLIN-TAZOBACTAM 2.25 GRAM/50 ML IN DEXTROSE(ISO) IV PIGGYBACK [34523], $247.10 ,
63600002,PIPERACILLIN-TAZOBACTAM 3.375 GRAM INTRAVENOUS SOLUTION [18303], $166.90 ,
63600002,PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML DEXTROSE(ISO-OS) IV PIGGYBACK [34524], $370.60 ,
63600002,PIPERACILLIN-TAZOBACTAM 4.5 GRAM INTRAVENOUS SOLUTION [18302], $220.40 ,
63600002,PIPERACILLIN-TAZOBACTAM 4.5 GRAM/100 ML DEXTROSE(ISO-OSM) IV PIGGYBACK [108121], $469.80 ,
63600002,PIPERACILLIN-TAZOBACTAM 40.5 GRAM INTRAVENOUS SOLUTION [12587]," $1,982.90 ",
63600002,PIPERACILLIN-TAZOBACTAM IV SYRINGE 67.5 MG/ML (PEDS) [400280], $370.60 ,
63600002,PIPERACILLIN-TAZOBACTAM IVPB 4.5G IN 100 ML (WC PYXIS) [500939], $469.80 ,
25000001,PIROXICAM 10 MG CAPSULE [6310], $35.20 ,
25000001,PIROXICAM 20 MG CAPSULE [6311], $60.60 ,
63600002,PNEUMOCOCCAL 13-VAL CONJ VACCINE-DIP CRM (PF) 0.5 ML IM SYRINGE [103895]," $2,914.80 ",
63600002,PNEUMOCOCCAL 23 POLYVALENT VACCINE 25 MCG/0.5 ML INJECTION SOLUTION [11037]," $1,531.20 ",
63600002,POLIOVIRUS VACCINE 40 UNIT-8 UNIT-32 UNIT/0.5 ML INJECTION SUSPENSION [108127]," $5,158.10 ",
25000001,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET [25424], $40.60 ,
25000001,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/ML EYE DROPS [117171]", $181.50 ,
25000001,"POLYMYXIN B SULFATE 500,000 UNIT SOLUTION FOR INJECTION [6393]", $182.30 ,
25000001,POLYSACCHARIDE IRON COMPLEX 150 MG IRON CAPSULE [11050], $7.00 ,
25000001,POLYVINYL ALCOHOL 1.4 % EYE DROPS [27994], $75.20 ,
25000001,POLYVINYL ALCOHOL-POVIDONE (PF) 1.4 %-0.6 % EYE DROPS IN A DROPPERETTE [120117], $4.70 ,
25000001,PORACTANT ALFA 120 MG/1.5 ML INTRATRACHEAL SUSPENSION [27047]," $6,594.10 ",
25000001,PORACTANT ALFA 240 MG/3 ML INTRATRACHEAL SUSPENSION [123289]," $13,002.50 ",
25000001,"POSACONAZOLE 100 MG TABLET,DELAYED RELEASE [168873]"," $1,057.40 ",
25000001,POSACONAZOLE 200 MG/5 ML (40 MG/ML) ORAL SUSPENSION [77371], $26.60 ,
25000001,POSACONAZOLE 300 MG/16.7 ML INTRAVENOUS SOLUTION [170174]," $8,593.30 ",
25000001,POST DIALYSIS MED REMINDER [40841208],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,"POT BICARB 344 MG-SOD BICARB 1,050 MG-CITRIC ACID 1,000 MG EFFERV TAB [173710]", $1.80 ,
25000001,POTAS AND SOD CITRATE-CITRIC ACID 550 MG-500 MG-334 MG/5 ML ORAL SOLN [11057], $26.60 ,
25000001,POTASSIUM ACETATE *NSY FEEDINGS* [40841042], $26.60 ,
25000001,POTASSIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION [6420], $170.10 ,
25000001,POTASSIUM BICARBONATE AND CHLORIDE 25 MEQ EFFERVESCENT TABLET [11071], $19.30 ,
25000001,POTASSIUM BICARBONATE-CITRIC ACID 10 MEQ EFFERVESCENT TABLET [87911], $5.40 ,
25000001,POTASSIUM BICARBONATE-CITRIC ACID 20 MEQ EFFERVESCENT TABLET [87912], $6.50 ,
25000001,POTASSIUM CHLORIDE *NSY FEEDINGS* [40841037], $48.10 ,
25000001,POTASSIUM CHLORIDE 0.1 MEQ/ML IV SOLUTION (NICU) [500688], $47.30 ,
25000001,POTASSIUM CHLORIDE 0.2 MEQ/ML IV SOLUTION (PEDS) [500689], $52.00 ,
63600002,POTASSIUM CHLORIDE 10 MEQ/100 ML D5W IVPB (PYXIS) [40841810], $47.30 ,
63600002,POTASSIUM CHLORIDE 10 MEQ/100 ML NS IVPB (PYXIS) [40841809], $47.30 ,
63600002,POTASSIUM CHLORIDE 10 MEQ/100ML IN STERILE WATER INTRAVENOUS PIGGYBACK [11074], $47.30 ,
63600002,POTASSIUM CHLORIDE 10 MEQ/50 ML IN STERILE WATER INTRAVENOUS PIGGYBACK [11075], $52.00 ,
25800001,POTASSIUM CHLORIDE 10 MEQ/L IN DEXTROSE 5 %-0.2 % SODIUM CHLORIDE IV [9798], $13.70 ,
25800001,POTASSIUM CHLORIDE 10 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV [9799], $13.70 ,
63600002,POTASSIUM CHLORIDE 2 MEQ/ML INTRAVENOUS SOLUTION [6429], $236.30 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/100 ML D5W IVPB (PYXIS) [40841804]," $5,130.00 ",
63600002,POTASSIUM CHLORIDE 20 MEQ/100 ML IVPB (CTDN) [40841466], $43.20 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/100 ML NS IVPB (PYXIS) [40841801]," $5,130.00 ",
63600002,POTASSIUM CHLORIDE 20 MEQ/100ML IN STERILE WATER INTRAVENOUS PIGGYBACK [11076], $56.70 ,
25000001,POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQUID [6432], $26.60 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/L IN 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLN [36046], $13.70 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/L IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [11081], $13.70 ,
25800002,POTASSIUM CHLORIDE 20 MEQ/L IN 5 % DEXTROSE INTRAVENOUS SOLUTION [9791], $13.70 ,
25800001,POTASSIUM CHLORIDE 20 MEQ/L IN D5-0.9 % SODIUM CHLORIDE INTRAVENOUS [9795], $13.70 ,
25800001,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.2 % SODIUM CHLORIDE IV [9800], $13.70 ,
25800001,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.3 % SODIUM CHLORIDE IV [9794], $13.70 ,
25800001,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV [9801], $13.70 ,
25800001,POTASSIUM CHLORIDE 20 MEQ/L-LACTATED RINGERS-5 % DEXTROSE INTRAVENOUS [16014], $13.70 ,
25800001,POTASSIUM CHLORIDE 30 MEQ/L IN DEXTROSE 5 %-0.2 % SODIUM CHLORIDE IV [9802], $13.70 ,
25800001,POTASSIUM CHLORIDE 30 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV [9804], $13.70 ,
63600002,POTASSIUM CHLORIDE 40 MEQ/L IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [11082], $13.70 ,
25800001,POTASSIUM CHLORIDE 40 MEQ/L IN D5-0.9 % SODIUM CHLORIDE INTRAVENOUS [9796], $13.70 ,
25800001,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.2 % SODIUM CHLORIDE IV [9805], $13.70 ,
25800001,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV [9807], $13.70 ,
25000001,"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE(PART/CRYST) [35942]", $8.40 ,
25000001,"POTASSIUM CHLORIDE ER 20 MEQ TABLET,EXTENDED RELEASE(PART/CRYST) [35943]", $9.20 ,
25000001,"POTASSIUM CHLORIDE ER 8 MEQ CAPSULE,EXTENDED RELEASE [6431]", $12.70 ,
25000001,"POTASSIUM CHLORIDE ER 8 MEQ TABLET,EXTENDED RELEASE [6437]", $9.00 ,
25000001,"POTASSIUM CITRATE ER 10 MEQ (1,080 MG) TABLET,EXTENDED RELEASE [11083]", $34.70 ,
25000001,"POTASSIUM CITRATE ER 5 MEQ (540 MG) TABLET,EXTENDED RELEASE [11084]", $10.70 ,
25000001,POTASSIUM IODIDE 1 GRAM/ML ORAL SOLUTION [6445], $304.60 ,
25000001,POTASSIUM ION [40840411],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,POTASSIUM PHOSPHATE *NSY FEEDINGS* [40841038], $45.00 ,
25000001,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML INTRAVENOUS SOLUTION [6451], $236.20 ,
25000001,"POTASSIUM, SODIUM PHOSPHATES 280 MG-160 MG-250 MG ORAL POWDER PACKET [70284]", $7.10 ,
25000001,POVIDONE-IODINE 10 % TOPICAL GEL [11090], $27.10 ,
25000001,POVIDONE-IODINE 10 % TOPICAL OINTMENT [6455], $42.20 ,
25000001,POVIDONE-IODINE 10 % TOPICAL SOLUTION [6458], $159.70 ,
25000001,POVIDONE-IODINE 10 % TOPICAL SWAB [27886],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,POVIDONE-IODINE 5 % EYE SOLUTION [19791],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,PRALIDOXIME 1 GRAM SOLUTION FOR INJECTION [6462]," $1,404.60 ",
25000001,PRAMIPEXOLE 0.125 MG TABLET [21287], $43.80 ,
25000001,PRAMIPEXOLE 0.5 MG TABLET [22719], $45.20 ,
25000001,PRAMIPEXOLE 1.5 MG TABLET [21289], $105.40 ,
25000001,PRAMOXINE 1 % TOPICAL FOAM [19749]," $1,314.70 ",
25000001,PRAMOXINE-CALAMINE 1 %-8 % LOTION [13384], $59.80 ,
25000001,PRASUGREL 10 MG TABLET [98373], $247.90 ,
25000001,PRASUGREL 5 MG TABLET [98372], $247.90 ,
25000001,PRAVASTATIN 10 MG TABLET [11110], $43.50 ,
25000001,PRAVASTATIN 20 MG TABLET [11111], $62.50 ,
25000001,PRAVASTATIN 40 MG TABLET [11112], $64.80 ,
25000001,PRAVASTATIN 5 MG PARTIAL TABLET [40840829], $19.70 ,
25000001,PRAZIQUANTEL 600 MG TABLET [11113]," $1,345.30 ",
25000001,PRAZOSIN 1 MG CAPSULE [6468], $12.10 ,
25000001,PRAZOSIN 2 MG CAPSULE [6469], $34.10 ,
63600002,PREDNISOLONE 15 MG/5 ML ORAL SOLUTION [11117], $26.60 ,
25000001,"PREDNISOLONE ACETATE 0.12 % EYE DROPS,SUSPENSION [27038]"," $2,246.90 ",
25000001,"PREDNISOLONE ACETATE 1 % EYE DROPS,SUSPENSION [6487]", $746.90 ,
63600002,PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLUTION [29302], $26.60 ,
63600002,PREDNISONE 1 MG TABLET [6493], $3.50 ,
63600002,PREDNISONE 1.25 MG PARTIAL TABLET [40840348], $0.50 ,
63600002,PREDNISONE 10 MG TABLET [6494], $3.70 ,
63600002,PREDNISONE 2.5 MG TABLET [6495], $2.30 ,
63600002,PREDNISONE 20 MG TABLET [6496], $3.90 ,
63600002,PREDNISONE 5 MG TABLET [6497], $3.40 ,
63600002,PREDNISONE 5 MG/5 ML ORAL SOLUTION [6492], $26.60 ,
63600002,PREDNISONE 50 MG TABLET [6498], $5.50 ,
25000001,PREGABALIN 100 MG CAPSULE [42165], $120.40 ,
25000001,PREGABALIN 25 MG CAPSULE [42162], $120.40 ,
25000001,PREGABALIN 50 MG CAPSULE [42163], $132.50 ,
25000001,PREGABALIN 75 MG CAPSULE [42164], $120.40 ,
25000001,PRENATAL VIT 25-IRON FUM 30 MG IRON-FOLATE NO6 1 MG-DHA 200 MG CAPSULE [114075], $58.70 ,
25000001,PRENATAL VITAMIN WITH CALCIUM NO.72-IRON 27 MG-FOLIC ACID 1 MG TABLET [126420], $4.90 ,
25000001,PRENATAL VITAMINS NO.106-IRON 27.5 MG-FOLATE NO.6 1 MG-DHA CAPSULE [177445], $74.20 ,
25000001,PRENATAL VITS 96-FERROUS FUMARATE 27 MG IRON-FOLIC ACID 800 MCG TABLET [127500], $1.10 ,
25000001,PRIMAQUINE 26.3 MG TABLET [6541], $27.30 ,
25000001,PRIMIDONE 125 MG PARTIAL TABLET [40840349], $6.80 ,
25000001,PRIMIDONE 25 MG PARTIAL TABLET [40840350], $106.00 ,
25000001,PRIMIDONE 250 MG TABLET [6544], $13.50 ,
25000001,PRIMIDONE 50 MG TABLET [11129], $6.80 ,
25800001,PRISMASATE BGK 4/2.5 DIALYSIS SOLUTION [40840045], $405.00 ,
25800001,PRISMASATE BK 0/3.5 DIALYSIS SOLUTION [40840140], $405.00 ,
25800001,PRISMASATE GK 0/3.5 DIALYSIS SOLUTION [40840141], $405.00 ,
25000001,PROBENECID 250 MG PARTIAL TABLET [40840351], $6.70 ,
25000001,PROBENECID 500 MG TABLET [6561], $15.50 ,
25000001,PROBENECID 500 MG-COLCHICINE 0.5 MG TABLET [9675], $13.10 ,
63600002,PROCAINAMIDE 100 MG/ML INJECTION SOLUTION [6562], $151.70 ,
63600002,PROCAINAMIDE 500 MG/ML INJECTION SOLUTION [6563], $151.70 ,
25000001,PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY [11138], $165.50 ,
63600002,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION SOLUTION [6580], $74.60 ,
25000001,PROCHLORPERAZINE MALEATE 10 MG TABLET [6582], $13.20 ,
25000001,PROCHLORPERAZINE MALEATE 2.5 MG PARTIAL TABLET [40840352], $4.20 ,
25000001,PROCHLORPERAZINE MALEATE 5 MG TABLET [6583], $8.30 ,
63600002,PROGESTERONE 50 MG/ML INTRAMUSCULAR OIL [6597], $151.70 ,
25000001,PROGESTERONE MICRONIZED 100 MG CAPSULE [23122], $28.40 ,
25000001,PROGESTERONE MICRONIZED 100 MG VAGINAL INSERTS [82391], $181.80 ,
25000001,PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY [11143], $239.10 ,
25000001,PROMETHAZINE 12.5 MG TABLET [6621], $7.60 ,
25000001,PROMETHAZINE 25 MG RECTAL SUPPOSITORY [11144], $239.10 ,
25000001,PROMETHAZINE 25 MG TABLET [6622], $6.90 ,
63600002,PROMETHAZINE 25 MG/ML INJECTION SOLUTION [6618], $21.40 ,
25000001,PROMETHAZINE 50 MG RECTAL SUPPOSITORY [6624], $482.90 ,
63600002,PROMETHAZINE 50 MG/ML INJECTION SOLUTION [6619], $30.00 ,
25000001,PROMETHAZINE 6.25 MG PARTIAL TABLET [40840353], $3.90 ,
25000001,PROMETHAZINE 6.25 MG-CODEINE 10 MG/5 ML SYRUP [6627], $26.60 ,
63600002,PROMETHAZINE 6.25 MG/5 ML SYRUP [6620], $26.60 ,
25000001,PROMETHAZINE-DM 6.25 MG-15 MG/5 ML SYRUP [11145], $26.60 ,
25000001,PROMETHAZINE-PHENYLEPHRINE-CODEINE 6.25 MG-5 MG-10 MG/5 ML SYRUP [10958], $26.60 ,
25000001,PROPAFENONE 150 MG TABLET [11146], $22.10 ,
25000001,PROPAFENONE 75 MG PARTIAL TABLET [40840950], $11.50 ,
25000001,"PROPAFENONE ER 225 MG CAPSULE,EXTENDED RELEASE 12 HR [37643]", $106.60 ,
25000001,"PROPAFENONE ER 325 MG CAPSULE,EXTENDED RELEASE 12 HR [37644]", $249.80 ,
25000001,"PROPAFENONE ER 425 MG CAPSULE,EXTENDED RELEASE 12 HR [37645]", $135.00 ,
25000001,PROPANTHELINE 15 MG TABLET [6643], $40.50 ,
25000001,PROPARACAINE 0.5 % EYE DROPS [6644], $592.40 ,
63600002,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION [11150], $461.70 ,
63600002,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION -ONE STEP (TRAUMA) [40841087], $97.20 ,
63600002,PROPOFOL IV (AGE < 55) - ONE STEP - SEDATION NARRATOR [40840895], $461.70 ,
63600002,PROPOFOL IV (AGE >/= 55) - ONE STEP - SEDATION NARRATOR [40840896], $461.70 ,
63600002,PROPOFOL IVP - ONE STEP - SEDATION NARRATOR [40841591], $97.20 ,
63600002,PROPRANOLOL 1 MG/ML INTRAVENOUS SOLUTION [29335], $100.50 ,
25000001,PROPRANOLOL 10 MG TABLET [6656], $5.60 ,
25000001,PROPRANOLOL 20 MG TABLET [6657], $6.90 ,
25000001,PROPRANOLOL 20 MG/5 ML (4 MG/ML) ORAL SOLUTION [6654], $26.60 ,
25000001,PROPRANOLOL 40 MG TABLET [6658], $9.70 ,
25000001,PROPRANOLOL 5 MG PARTIAL TABLET [40840354], $2.80 ,
25000001,"PROPRANOLOL ER 60 MG CAPSULE,24 HR,EXTENDED RELEASE [37658]", $27.80 ,
25000001,"PROPRANOLOL ER 80 MG CAPSULE,24 HR,EXTENDED RELEASE [37659]", $32.60 ,
25000001,"PROPYLENE GLYCOL (BULK) 99.5 % (NOT LESS THAN, USP) LIQUID [6661]", $146.90 ,
25000001,PROPYLENE GLYCOL 0.6 % EYE DROPS [106794], $141.00 ,
25000001,PROPYLTHIOURACIL 50 MG TABLET [6662], $12.20 ,
63600002,PROTAMINE 10 MG/ML INTRAVENOUS SOLUTION [6677], $189.60 ,
25000001,PROTRIPTYLINE 5 MG TABLET [11164], $55.20 ,
25000001,PSEUDOEPHEDRINE 15 MG PARTIAL TABLET [40841472], $0.30 ,
25000001,PSEUDOEPHEDRINE 30 MG TABLET [6714], $1.70 ,
25000001,PSEUDOEPHEDRINE 30 MG/5 ML ORAL LIQUID [158922], $3.50 ,
25000001,PSEUDOEPHEDRINE 60 MG TABLET [6715], $1.70 ,
25000001,"PSEUDOEPHEDRINE ER 120 MG TABLET,EXTENDED RELEASE [6716]", $4.50 ,
25000001,"PSEUDOEPHEDRINE ER 240 MG TABLET,EXTENDED RELEASE 24 HR [27513]", $-   ,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PSEUDOEPHEDRINE-TRIPROLIDINE 30 MG-1.25 MG PARTIAL TABLET [40840355], $0.40 ,
25000001,PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM ORAL POWDER PACKET [11218], $6.00 ,
25000001,PSYLLIUM HUSK (ASPARTAME) 3.5 GRAM ORAL POWDER PACKET [97391], $3.70 ,
25000001,PSYLLIUM HUSK 0.52 GRAM CAPSULE [35238], $0.90 ,
25000001,PYRANTEL PAMOATE 50 MG/ML ORAL SUSPENSION [15255], $26.60 ,
25000001,PYRAZINAMIDE 250 MG PARTIAL TABLET [40840995], $44.20 ,
25000001,PYRAZINAMIDE 500 MG TABLET [6738], $87.70 ,
25000001,PYRETHRINS-PIPERONYL BUTOXIDE 0.33 %-4 % SHAMPOO [11236], $107.60 ,
25000001,PYRIDOSTIGMINE BROMIDE 15 MG PARTIAL TABLET [40841608], $4.20 ,
25000001,PYRIDOSTIGMINE BROMIDE 30 MG PARTIAL TABLET [40840356], $8.40 ,
25000001,PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION SOLUTION [11237], $518.40 ,
25000001,PYRIDOSTIGMINE BROMIDE 60 MG TABLET [11239], $233.40 ,
25000001,PYRIDOSTIGMINE BROMIDE 60 MG/5 ML SYRUP [11238], $26.60 ,
25000001,"PYRIDOSTIGMINE BROMIDE ER 180 MG TABLET,EXTENDED RELEASE [11240]", $442.70 ,
25000001,"PYRIDOSTIGMINE BROMIDE ER 90 MG TAB, EXTENDED RELEASE [40840357]", $442.70 ,
63600002,PYRIDOXINE (VITAMIN B6) 100 MG/ML INJECTION SOLUTION [6744], $246.30 ,
25000001,PYRIDOXINE (VITAMIN B6) 25 MG TABLET [6746], $0.50 ,
25000001,PYRIDOXINE (VITAMIN B6) 50 MG TABLET [6748], $0.60 ,
25000001,PYRIDOXINE 12.5 MG PARTIAL TABLET [40840358], $0.30 ,
25000001,PYRIMETHAMINE 25 MG TABLET [11246], $219.60 ,
25000001,PYXIS MEDICATION ACCESS ITEM 1 [40841114],,"Place holder,static, order communication, zero charge item or charge panel"
