HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,47174792, XYLOCAINE/MPF/2% EPI 1:200 000 ,107,4710
513,47174933, ZAROXOLYN 5 MG TAB             ,9,4710
513,47174941, ZEMURON 10 MG/ML INJECTION     ,298,4710
513,47174974, ZINC OXIDE(30 GM) OIN          ,22,4710
513,47174982, ZINC SULFATE 220 MG CAP        ,9,4710
513,47175005, ZITHROMAX 250MG CAP            ,64,4710
513,47175013, ZITHROMAX 500 MG INJECTION     ,130,4710
513,47175021, ZITHROMAX 200MG/5ML SUSP       ,184,4710
513,47175112, ZOLOFT 100 MG TAB              ,36,4710
513,47175120, ZOLOFT 50 MG TAB               ,36,4710
513,47175146, ZOSYN 3/.375GM INJ             ,107,4710
513,47175153, ZOSYN 4/.5GM INJECTION         ,106,4710
513,47175195, ZOVIRAX 800MG TABLET           ,39,4710
513,47175203, ZOVIRAX 200 MG CAP             ,21,4710
513,47175211, ACYCLOVIR SODIUM 500 MG INJ    ,584,4710
513,47175237, ALLOPURINOL 100 MG TAB         ,9,4710
513,47175252, ZYPREXA 10 MG TAB              ,64,4710
513,47175260, ZYPREXA 5 MG TAB               ,45,4710
513,47175278, ZYPREXA 2.5 MG TAB             ,39,4710
513,47175310, ATENOLOL 25 MG TAB             ,26,4710
513,47175328, DAKINS SOLUTION 0.25% 16OZ     ,196,4710
513,47175336, DAKINS 0.5%                    ,189,4710
513,47175369, COZAAR 50MG TAB                ,31,4710
513,47175377, DOCUSATE NA 250 MG CAP         ,9,4710
513,47175393, PERCOCET 325MG-5MG TAB         ,10,4710
513,47175401, DETROL 2 MG TAB                ,33,4710
513,47175427, POT CHL 20MEQ/100ML-100ML INJ  ,96,4710
513,47175443, SOLU-MEDROL 125 MG INJ         ,241,4710
513,47175450, ACTOS 15 MG TAB                ,26,4710
513,47175468, ACTOS 30 MG TAB                ,39,4710
513,47175476, RENAGEL 800 MG CAP             ,15,4710
513,47175484, POLI-GRIP                      ,15,4710
513,47175492, FORANE .999(INHALATION) LIQ    ,362,4710
513,47175526, RYTHMOL 150MG TAB              ,21,4710
513,47175542, DEXTROMETHORPHAN/PROMETHAZ 15M ,84,4710
513,47175559, SODIUM PHOSPHATE 3MMOLE/ML SOL ,119,4710
513,47175567, SORBITOL 70% (30ML) SOL        ,79,4710
513,47175575, DEXTROSE 50% 50ML              ,99,4710
513,47175633, RETROVIR 100MG UD CAP          ,35,4710
513,47175641, EPIVIR 150MG TAB               ,42,4710
513,47175666, SUSTIVA 200MG CAP              ,39,4710
513,47175708, MAG SULFATE 2GM PREMX INJ      ,33,4710
513,47175757, NS+KCL 0.9% 20MEQ/1000ML SOL   ,286,4710
513,47175799, NS 0.9% 500ML SOL              ,46,4710
513,47175815, NEUPOGEN 480 MCG/1.6 ML SOL    ,2531,4710
513,47175922, SODIUM BIC 8.4% 10ML SYR       ,241,4710
513,47175963, PRECOSE 50MG TAB               ,14,4710
513,47175971, ELIMITE/PERMETHRIN 5% CREAM    ,184,4710
513,47175997, VERSED 2MG/1ML-1ML INJ         ,119,4710
513,47176060, NS 0.9% 250ML SOL              ,32,4710
513,47176110, MORPHINE SULFATE 5MG/ML-1ML    ,58,4710
513,47176136, ZYVOX (PREMIX)                 ,411,4710
513,47176268, CERVIDIL .3MG/HR               ,1659,4710
513,47176276, POTASSIUM ACETATE 2MEQ/ML INJ  ,58,4710
513,47176318, NS 1GM SALT TAB                ,9,4710
513,47176326, PROAMATINE 5MG TAB             ,39,4710
513,47176409, CLONAZEPAM 2MG TAB             ,25,4710
513,47176425, OCEAN(NASAL SPRY) 0.65% SOL    ,33,4710
513,47176433, CASODEX 50 MG TAB              ,72,4710
513,47176441, ZERIT 20 MG CAP                ,41,4710
513,47176474, VIRACEPT 250 MG TAB            ,37,4710
513,47176508, NUTRILYTE(20 ML) SOL           ,39,4710
513,47176516, WATER FOR IRRIGATION SOL       ,83,4710
513,47176532, UNASYN 2 GM-1 GM INJ           ,241,4710
513,47176573, REQUIP 0.5 MG TAB              ,15,4710
513,47176599, HIBICLENS .04 LIQ              ,56,4710
513,47176607, CARNITOR 330MG TAB             ,20,4710
513,47176631, ENALAPRRILAT 2.5MG/2ML-1ML INJ ,50,4710
513,47176649, FLOXIN 0.3% 5 ML SOL           ,305,4710
513,47176656, CLINDAMYCIN PHOSPH 150MG/ML SO ,68,4710
513,47176722, LEVEMIR 100U/ML SOL            ,33,4710
513,47176730, ACETIC ACID 0.25% IRR 1000ML   ,196,4710
513,47176748, CALMOSEPTINE (4 OZ) OIN        ,33,4710
513,47177241, NICODERM CQ 21MG/24HR PATCH    ,32,4710
513,47177274, MESALAMINE 400MG CAP           ,21,4710
513,47177415, D5W-1/2NS+KCL 10MEQ 5%-.075SOL ,86,4710
513,47177423, ZYVOX 600 MG TAB               ,468,4710
513,47177472, HYDROXYZINE HCL 25MG/ML        ,33,4710
513,47177480, KETAMINE HCL 50MG/ML (VIAL)SOL ,68,4710
513,47177498, SUPRANE (DOSE 15MIN) 0.99 LIQ  ,132,4710
513,47177548, AGGRENOX 25MG-200MG TAB        ,21,4710
513,47177621, DEPAKOTE 125 MG CAP            ,21,4710
513,47177795, REMERON 15 MG TAB              ,25,4710
513,47177811, PROCRIT (EPOGEN)20 000U/ML SOL ,2267,4710
513,47177829, PROCRIT/EPOGEN 40 000U/ML INJ  ,2267,4710
513,47177837, BUPIVACAINE HCI MPF INJ .25%   ,64,4710
513,47177845, ASPRIN 81MG CHILDREN CHEWABLE  ,11,4710
513,47177886, ROWASA EMEMA 4GM/60ML SUSP     ,112,4710
513,47177928, DOPAMINE PREMIX 800MG INJ      ,250,4710
513,47177936, SANDOSTATIN 500 MCG/ML INJ     ,639,4710
513,47177944, DESMOPRESSIN 4MCG/ML INJ       ,219,4710
513,47177985, LIDOCAINE-EP 1:200K.5% 50ML    ,656,4710
513,47178157, COUMADIN 10MG TAB              ,22,4710
513,47178165, POT CHL RIDER 10MEQ/100ML INJ  ,161,4710
513,47178207, PROTONIX 40MG IV INJ           ,219,4710
513,47178215, LOVENOX 100MG SYRINGE          ,537,4710
513,47178223, D5W-1/2NS+KCL 30MEQ 5%-.22%SOL ,61,4710
513,47178280, PRIMIDONE 50MG TAB             ,21,4710
513,47178314, VITAMIN B12 100 MCG TAB        ,11,4710
513,47178322, LEVOTHYROXINE .137MG TAB       ,21,4710
513,47178371, LITHIUM CARBNATE 150MG CAP     ,11,4710
513,47178389, COREG 25 MG TAB                ,22,4710
513,47178405, CHLORAL HYDRATE 500MG/5ML SYR  ,33,4710
513,47178413, DEXTROSE 10% (1000ML) SOL      ,77,4710
513,47178421, SPECTAZOLE 1% (15 GM) CREAM    ,139,4710
513,47178439, VITAMIN A 10 000 IU CAP        ,11,4710
513,47178447, OCUFLOX .003 (5ML OPHTH) SOL   ,294,4710
513,47178462, ALBUTEROL .09 MG/ACTUAT ARO    ,219,4710
513,47178488, HEPARIN LOCK FLUSH 100 U/ML SO ,33,4710
513,47178504, D5W-1/2NS+KCL 40 MEQ 5%-.3%SOL ,61,4710
513,47178546, VANCOMYCIN 10GM                ,211,4710
513,47178645, NEURONTIN 400MG CAP            ,22,4710
513,47178728, PRENATAL S TABLET              ,30,4710
513,47178785, MEPHYTON 5MG TAB               ,22,4710
513,47178801, KEPPRA 500 MG TAB              ,22,4710
513,47178942, PROGRAF 5MG/1ML INJ            ,1010,4710
513,47178991, STARLIX 60MG TAB               ,21,4710
513,47179023, GEODON 20 MG CAP               ,45,4710
513,47179130, NIX CREME RINSE 1% 2OZ         ,69,4710
513,47179254, COREG 6.25 MG TAB              ,18,4710
513,47179262, COREG 12.5 MG TAB              ,18,4710
513,47179320, HYDROCORTISONE 1% 30GR OINT    ,28,4710
513,47179403, COMBIVIR 150MG-300MG TAB       ,80,4710
513,47179411, PROCTOCREAM HC 2.5% CRE        ,26,4710
513,47179429, RACEPINEPHRINE INHA 2.25% SOL  ,53,4710
513,47179437, DEPAKOTE XR 500MG TAB          ,18,4710
513,47179510, VITAMIN D 400 IU CAPS          ,8,4710
513,47179528, FOSAMEX 70MG TAB               ,122,4710
513,47179544, OYSTER SHELL CALCIUM 250MG TAB ,8,4710
513,47179577, ULTANE                         ,1366,4710
513,47179650, TRILEPTAL 150MG TAB            ,17,4710
513,47179668, LEXAPRO 10 MG TAB              ,318,4710
513,47179676, GEODON 40 MG CAP               ,486,4710
513,47179718, INVANZ 1 GM (IM/IV) INJ        ,85,4710
513,47179783, XOPENEX 1.2MG/3ML (INHALE) SOL ,12,4710
513,47179791, DIABETICSOURCE AC 1500ML       ,165,4710
513,47179809, FIBERSOURCE HN 1500ML          ,99,4710
513,47179817, NOVASOURCE PULM 1500ML         ,171,4710
513,47179825, NOVASOURCE RENAL 1000ML        ,187,4710
513,47179833, ISOSOURCE 1.5 CAL 1500ML       ,83,4710
513,47179841, ISOSOURCE STD 1500ML           ,72,4710
513,47179858, ISOSOURCE VHN 1500ML           ,83,4710
513,47179866, ISOSOURCE HN 1500ML            ,72,4710
513,47179908, ISOSOURCE HN 250ML             ,17,4710
513,47179924, NOVASOURCE PULM 8 OZ           ,22,4710
513,47179940, FIBERSOURCE HN 250ML           ,17,4710
513,47179965, DIABETICSOURCE AC 250ML        ,28,4710
513,47179973, NOVASOURCE RENAL 8 OZ          ,33,4710
513,47180021, ABILIFY 5 MG TAB               ,91,4710
513,47180120, AMINOCAPROIC ACID 250MG/ML SOL ,14,4710
513,47180476, CELLCEPT 250 MG CAP            ,171,4710
513,47180575, COUMADIN 3MG TAB               ,9,4710
513,47180625, CYMBALTA 30 MG TAB             ,20,4710
513,47180823, DIGOXIN .125 MG TAB            ,2,4710
513,47180872, DIOVAN 320 MG TAB              ,11,4710
513,47181078, FERRLECIT 62.5 MG/5ML SOL      ,146,4710
513,47181128, GENTAMICIN PREMIX 100MG/100ML  ,26,4710
513,47181177, HYDROCORTISONE 1% 1.5GR CREAM  ,3,4710
513,47181326, LOVENOX 150MG/ML               ,261,4710
513,47181375, METOPROLOL TARTRATE 25 MG TAB  ,1,4710
513,47181425, NAMENDA 5 MG TAB               ,12,4710
513,47181474, NIACIN 500MG TAB               ,6,4710
513,47181672, REYATAZ 150MG CAP              ,83,4710
513,47181821, TIMOLOL MALEATE 0.5% 15ML SOL  ,20,4710
513,47181870, TOPROL XL 25 MG TAB            ,4,4710
513,47181920, TRIAMCIN-A .025% 80GR OIN      ,28,4710
513,47181979, TUCKS                          ,25,4710
513,47182225, ZOVIRAX 400MG TAB              ,627,4710
513,47182266, ABILIFY 10 MG TAB              ,177,4710
513,47182274, ABILIFY 15MG TAB               ,189,4710
513,47182324, ALBUMIN-5% 250ML INJ           ,226,4710
513,47182365, ARIMIDEX 1 MG TAB              ,48,4710
513,47182399, AZITHROMYCIN 100MG/5ML         ,33,4710
513,47182431, CALAN SR 180 MG TAB            ,12,4710
513,47182449, CANASA 1000 MG SUP             ,62,4710
513,47182472, CATHFLO ACTIVASE  2MG          ,378,4710
513,47182514, CLOZAPINE 50MG TAB             ,10,4710
513,47182522, COLY-MYCIN 150MG/2ML INJ       ,628,4710
513,47182530, COMTAN 200 MG TAB              ,17,4710
513,47182563, CYMBALTA 60 MG                 ,25,4710
513,47182571, DESMOPRESSIN ACETATE .01MG SPR ,158,4710
513,47182597, DICYCLOMINE 10 MG CAP          ,6,4710
513,47182605, DIPHENHYDRAMINE HCL  .02 CREAM ,22,4710
513,47182621, EMTRIVA 200 MG CAP             ,64,4710
513,47182639, FISH OIL 1000 MG CAP           ,6,4710
513,47182654, FLUPHENAZINE HCL 10 MG TAB     ,8,4710
513,47182696, FOSAMAX 35 MG TAB              ,121,4710
513,47182746, HYDROCORTISONE 1 OZ 2.5% CREAM ,10,4710
513,47182753, HYDROMORPHONE HCL 4MG/ML-1ML   ,117,4710
513,47182779, ISENTRESS 400 MG TAB           ,89,4710
513,47182787, ISOVUE-300 .61 50ML INJ        ,317,4710
513,47182811, KALETRA 200 MG-50 MG TAB       ,65,4710
513,47182852, LEVOTHROID 0.112 MG TAB        ,6,4710
513,47182860, LEVOXYL .088 MG TAB            ,6,4710
513,47182878, LEXAPRO 20 MG TAB              ,17,4710
513,47182886, LEXIVA 700 MG TAB              ,62,4710
513,47182910, MAXZIDE 50 MG-75 MG TAB        ,2,4710
513,47182936, MEPRON 750 MG/5ML SUS          ,103,4710
513,47182951, MINOXIDIL 2.5 MG TAB           ,6,4710
513,47182969, MOBIC 7.5 MG TAB               ,19,4710
513,47182985, MYCOBUTIN 150 MG CAP           ,9,4710
513,47183009, NAPHCON-A .025%-.3% SOL        ,45,4710
513,47183017, NIACIN 500MG ER TAB            ,6,4710
513,47183025, NIMBEX 2 MG/ML SOL             ,58,4710
513,47183033, NORVIR 100 MG CAP              ,57,4710
513,47183041, NS 0.9% 10ML SOL               ,11,4710
513,47183090, NS+KCL 0.45% 20MEQ/1000ML SOL  ,132,4710
513,47183199, RAZADYNE 4 MG TAB              ,19,4710
513,47183223, RIFAMPIN 600 MG PDS            ,766,4710
513,47183256, SENSIPAR 30 MG TAB             ,68,4710
513,47183264, SODIUM BICARBNATE 650MG TAB    ,6,4710
513,47183306, SULFASALAZINE 500 MG TAB       ,6,4710
513,47183314, SURVANTA 25MG/ML SUS           ,2528,4710
513,47183330, TAMIFLU 75 MG CAP              ,45,4710
513,47183348, TENEX 1 MG TAB                 ,15,4710
513,47183389, TRICOR 48 MG TAB               ,7,4710
513,47183413, TRIZIVIR 300MG-150MG TAB       ,113,4710
513,47183421, TRUVADA 200 MG-300MG TAB       ,163,4710
513,47183447, VALTREX 500 MG TAB             ,32,4710
513,47183462, VITAMIN K1 1MG/.5ML SOL        ,20,4710
513,47183504, XOPENEX 1.25MG/0.5ML INH       ,18,4710
513,47183520, LIDOCAINE 2% 10ML SOL IV       ,19,4710
513,47183561, ZIAGEN 300 MG TAB              ,44,4710
513,47183587, ZONISAMIDE 100 MG CAP          ,12,4710
513,47183603, ZYPREXA ZYDIS 10 MG TAB        ,72,4710
513,47183629, ZYPREXA ZYDIS 5MG TAB          ,72,4710
513,47183637, ABILIFY 9.75 MG IM             ,81,4710
513,47183645, CYMBALTA 20 MG CAP             ,23,4710
513,47183652, FLUPHENAZINE INJ 2.5MG/ML 10M  ,448,4710
513,47183660, GEODON 20MG/ML IM              ,8,4710
513,47183678, GEODON 60MG CAP                ,44,4710
513,47183736, ZYPREXA ZYDIS 15MG TAB         ,127,4710
513,47183819, AMPHOTERICIN B 50MG INJ        ,64,4710
513,47183835, REYATAZ 300MG CAP              ,164,4710
513,47183843, DOXYCYCLINE HYCLATE 100 MG INJ ,779,4710
513,47183868, PRIMAQUINE PHOSPH 26.3MG TAB   ,7,4710
513,47183876, DARAPRIM 25 MG TAB             ,6,4710
513,47183884, DAPSONE 25 MG TAB              ,6,4710
513,47183892, MYAMBUTOL 400 MG TAB           ,12,4710
513,47183900, ACTOS 45 MG TAB                ,37,4710
513,47183975, LIPOSYN III - 10%-10% EMU INJ  ,193,4710
513,47183983, COLOCORT 100MG/60ML ENEMA      ,67,4710
513,47183991, TUBERCULIN 5 TU/0.1 ML INJ     ,17,4710
513,47184023, HYPERHEP B S/D .5 ML INJ       ,416,4710
513,47184031, CORTEF 5 MG TAB                ,6,4710
513,47184049, AVODART 0.5 MG CAP             ,15,4710
513,47184072, PEDIA LYTE ORAL SOL            ,17,4710
513,47184122, EFFEXOR 37.5 MG TAB            ,6,4710
513,47184148, TRAZODONE HCL 100MG TAB        ,6,4710
513,47184163, NAVANE 10 MG TAB               ,9,4710
513,47184197, EXELON 3 MG TAB                ,18,4710
513,47184205, LEVAQUIN 750MG PREMIX 5MG/MLSO ,320,4710
513,47184239, VIREAD 300MG TAB               ,96,4710
513,47184254, COSOPT OCUMETER 2%-.5% SOL     ,259,4710
513,47184288, LACTINEX TAB                   ,6,4710
513,47184296, VIRAMUNE 200 MG TAB            ,41,4710
513,47184304, EPZICOM 600MG-300MG TAB        ,151,4710
513,47184338, AMPICILLIN 250 MG CAP          ,6,4710
513,47184346, MIRAPEX .25 MG TAB             ,11,4710
513,47184403, JANUVIA 50MG TAB               ,32,4710
513,47184411, AZACTAM 1 GM INJ               ,168,4710
513,47184429, NOVOLOG 70/30 100U/ML          ,61,4710
513,47184445, PERPHENAZINE 2 MG TAB          ,6,4710
513,47184452, ATROPINE SULFATE 1MG/ML SOL    ,6,4710
513,47184478, REQUIP 1MG TAB                 ,11,4710
513,47184502, SEROQUEL 300 MG TAB            ,47,4710
513,47184619, AKWA TEARS OIN                 ,21,4710
513,47184627, AMPICILLIN SODIUM 2 GM INJ     ,111,4710
513,47184635, NUBAIN 10MG/ML INJ             ,11,4710
513,47184684, NEOSPORIN G.U. IRRIGANT 40MG/M ,102,4710
513,47184734, COLLAGENASE 250 U/1 GM OIN     ,14,4710
513,47184742, HYDROCORTISONE 10 MG TAB       ,6,4710
513,47184767, BICILLIN L-A - 2.4 MU 600 000U ,550,4710
513,47184833, OMEPRAZOLE 20 MG CAP           ,6,4710
513,47184916, ZANAFLEX 4 MG TAB              ,9,4710
513,47184940, BICITRA 2GM-3GM/30ML U/D       ,52,4710
513,47184981, CLINIMIX E 4.25/10 INJ         ,273,4710
513,47184999, CLINIMIX E 4.25/25 SOL         ,276,4710
513,47185012, SILVER NITRATE 25%-75% SWAB    ,6,4710
513,47185020, MERREM IV 1 GM INJ             ,406,4710
513,47185095, MONISTAT 7 .02 CRE             ,66,4710
513,47185111, GEODON 80 MG CAP               ,68,4710
513,47185137, ALPHAGAN-P .10% 5ML OPTH SOL   ,320,4710
513,47185178, KCL 20MEQ/100ML-100ML INJ      ,119,4710
513,47185277, ABILIFY 30 MG TAB              ,262,4710
513,47185285, DIPRIVAN 10MG/ML-100ML INJ     ,298,4710
513,47185293, COUMADIN 4MG TAB               ,9,4710
513,47185301, COUMADIN 6MG TAB               ,9,4710
513,47185319, ABILIFY 20MG TAB               ,262,4710
513,47185327, EFFEXOR XR 150MG TAB           ,59,4710
513,47185343, DORIBAX 500MG INJ              ,253,4710
513,47185384, REQUIP 2MG TAB                 ,17,4710
513,47185392, MIRAPEX 1MG TAB                ,17,4710
513,47185400, DEPAKOTE ER 250MG TAB          ,11,4710
513,47185418, ARICEPT 10MG TAB               ,55,4710
513,47185426, TRICOR 145MG TAB               ,34,4710
513,47185434, DIFLUCAN 400MG/200ML-200ML INJ ,119,4710
513,47185442, KALETRA 100MG-25MG TAB         ,19,4710
513,47185459, NAMENDA 10MG TAB               ,12,4710
513,47185467, MERREM IV 500MG INJ            ,193,4710
513,47185483, PERPHENAZINE 8MG TAB           ,6,4710
513,47185533, SEROQUEL 50MG TAB              ,39,4710
513,47185541, TOPAMAX 50MG TAB               ,39,4710
513,47185582, ACETYLCYSTEINE 10% 30ML        ,61,4710
513,47185616, BYSTOLIC 5MG TAB               ,11,4710
513,47185624, BYSTOLIC 10MG TAB              ,11,4710
513,47185632, RENA-VITE RX 1MG TAB           ,6,4710
513,47185640, CIPRO 200MG/100ML INJ          ,264,4710
513,47185657, CLINIMIX 4.25/25% -1000ML INJ  ,275,4710
513,47185665, STROMECTOL 3MG TAB             ,28,4710
513,47185673, MIRALAX 17GR                   ,30,4710
513,47185681, VITAMIN B COMPLEX              ,11,4710
513,47185699, VITAMIN B12 250MCG TAB         ,11,4710
513,47185707, STARLIX 120MG TAB              ,22,4710
513,47185715, FLUARIX 15MCG/0.5ML            ,88,4710
513,47185723, CLINIMIX 4.25/10% -1000ML INJ  ,275,4710
513,47185749, NORCO 325MG-5MG TAB            ,6,4710
513,47185756, BACITRACIN UD OINT 500U/GR     ,6,4710
513,47185772, PNEUMOVAX 23 0.5ML INJ         ,220,4710
513,47185798, STRATTERA 40MG CAP             ,22,4710
513,47185822, DOBUTAMINE 250MG/20ML INJ      ,22,4710
513,47185830, EPINEPHRINE 1MG/ML-30ML INJ    ,33,4710
513,47185848, RIFAMPIN 150MG CAP             ,22,4710
513,47185855, LIDOCAINE 2% 5ML SOL IV        ,22,4710
513,47185863, ISUPREL HCL 0.2MG/ML-5ML INJ   ,72,4710
513,47185871, DIGIFAB 40MG POWDER INJ        ,3300,4710
513,47185905, D5W+KCL 20MEQ-1000ML IV SOL    ,132,4710
513,47185913, NOVOLOG 100U/ML                ,61,4710
513,47185921, TEARS 3.75GR OINT              ,39,4710
513,47185947, ACETAMIN 325MG/10ML 15ML       ,10,4710
513,47185954, LOVENOX 120MG/ML INJ           ,568,4710
513,47185962, ZITHROMAX 600MG TAB            ,110,4710
513,47185970, LOXITANE 10MG CAP              ,11,4710
513,47185988, INTELENCE 100MG TAB            ,39,4710
513,47186010, EYE WASH 4-OZ                  ,22,4710
513,47186028, ENLON 10MG/ML-15ML INJ         ,165,4710
513,47186036, IOHEXOL OMNIPAQUE 300 50ML VL  ,253,4710
513,47186069, REYATAZ 100MG CAP              ,99,4710
513,47186085, SODIUM BICARB 8.4% 50ML INJ    ,31,4710
513,47186093, PROAMATINE 2.5MG TAB           ,22,4710
513,47186119, ACETYLCYSTEINE 20% 30ML        ,90,4710
513,47186135, LOXITANE 5MG CAP               ,11,4710
513,47186143, TRILEPTAL 300MG TAB            ,33,4710
513,47186184, SCOPOLAMINE HB 0.4MG/ML-1ML    ,17,4710
513,47186192, RISPERDAL CONS 37.5MG/2ML INJ  ,2448,4710
513,47186200, ORAJEL MS 7GR TUBE             ,26,4710
513,47186226, PULMICORT RESPULES 0.25MG/2ML  ,44,4710
513,47186242, D5W+KCL 40MEQ-1000ML IV SOL    ,132,4710
513,47186283, ATROVENT/ALBUTEROL 3ML         ,217,4710
513,47186291, LIDOCAINE 2% 2ML SOL IV        ,11,4710
513,47186309, LIDOCAINE 1% 2ML SOL IV        ,11,4710
513,47186333, RIFAXIMIN 550MG TAB            ,125,4710
513,47186358, CARDURA 4MG TAB                ,26,4710
513,47186374, MYCOPHENOLATE 500MG TAB        ,44,4710
513,47186390, DIFLUCAN 100MG/50ML-50ML INJ   ,72,4710
513,47186440, KEPPRA 500MG/5ML-5ML           ,11,4710
513,47186499, PEPTOBISMOL 262MG/15ML SUS     ,14,4710
513,47186515, JANUVIA 100MG TAB              ,32,4710
513,47186523, EXELON 1.5MG CAP               ,18,4710
513,47186549, PANCREALIPASE 5K-17K-27K       ,9,4710
513,47186564, PREZISTA 600MG TAB             ,110,4710
513,47186572, VITAMIN D 1000IU CAP           ,11,4710
513,47186614, MYCAMINE 50MG/5ML INJ          ,627,4710
513,47186622, MYCAMINE 100MG/5ML INJ         ,1430,4710
513,47186630, NORCO 325MG-10MG TAB           ,6,4710
513,47186648, TEFLARO 400MG/20ML INJ         ,232,4710
513,47186655, TEFLARO 600MG/20ML INJ         ,232,4710
513,47186663, PHENOBARBITAL 30MG/7.5ML ELIX  ,17,4710
513,47186705, CARNITOR 1GM/10ML ORAL SOL     ,17,4710
513,47186713, LOSARTAN 100MG TAB             ,21,4710
513,47186721, DEXAMETHASONE 10MG/ML IV       ,11,4710
513,47186739, LATANOPROST .005% 2.5ML OPTH   ,46,4710
513,47186747, ADACEL(DTaP) 0.5ML             ,198,4710
513,47186754, HYPERTET IMMUNE GLOB 250UN     ,901,4710
513,47186762, URSODIOL 300MG CAP             ,6,4710
513,47186770, NS 0.9% 25ML SOL               ,28,4710
513,47186820, KEPPRA 100MG/ML-5ML IV         ,83,4710
513,47186838, VIRACEPT 625MG TAB             ,37,4710
513,47186853, METROGEL TOPICAL 0.75% 70GM    ,153,4710
513,47186861, MARCAINE 0.5% 5MG/ML-10ML INJ  ,28,4710
513,47186879, DAPTACEL (DTaP VAC) 0.5ML      ,198,4710
513,47186887, RANITIDINE 15MG/ML UD ORAL     ,11,4710
513,47186903, XARELTO 10MG TAB               ,34,4710
513,47186911, XARELTO 20MG TAB               ,34,4710
513,47186929, TIMOLOL MALEATE 0.25% 5ML SOL  ,11,4710
513,47186937, GUAIFENESIN/COD 5ML ELIX       ,6,4710
513,47186945, LIDOCAINE 1.5% 20ML SOL IV     ,34,4710
513,47186952, ONDANSETRON ODT 4MG TAB        ,15,4710
513,47186960, ONDANSETRON 4MG TAB            ,11,4710
513,47186986, ONDANSETRON 2MG/ML-2ML INJ     ,11,4710
513,47187000, SILDENAFIL 20MG TAB            ,11,4710
513,47187018, SEROQUEL 400MG TAB             ,53,4710
513,47187026, PHENOBARBITAL 32.4MG TAB       ,11,4710
513,47187034, PRINIVIL (ZESTRIL) 2.5MG TAB   ,21,4710
513,47187042, LIPITOR 20MG TAB               ,37,4710
513,47187059, LIPITOR 40MG TAB               ,37,4710
513,47187067, VANCOMYCIN 750MG INJ           ,325,4710
513,47187075, ZYPREXA 10MG/2ML-2ML INJ       ,316,4710
513,47187083, DOCUSATE(COLACE) 100MG/10ML    ,11,4710
513,47187091, AMILORIDE 5MG TAB              ,11,4710
513,47187125, SELZENTRY 300MG TAB            ,185,4710
513,47187133, ERYTHRO/PED 400MG/5ML-100ML    ,1056,4710
513,47187141, CHLORHEX GLUCO .12% 15ML       ,11,4710
513,47187216, RHOPHYLAC 300MCG/2ML INJ       ,407,4710
513,47187232, FLUCYTOSINE 250MG CAP          ,83,4710
513,47187240, ZYPREXA 15MG TAB               ,80,4710
513,47187257, ENGERIX B 5MCG/0.5ML           ,66,4710
513,47187265, CHLORPROMAZINE HCL 200MG TAB   ,9,4710
513,47187273, DEXAMETHASONE 1.0MG TAB        ,11,4710
513,47187281, SUSTIVA 600MG TAB              ,101,4710
