Description, Total Price 
HB LEAD VENTRICULAR VENOUS LVL 28," $6,750.00 "
HB LEAD VENTRICULAR VENOUS LVL 29," $7,050.00 "
HB LEAD VENTRICULAR VENOUS LVL 30," $7,350.00 "
HB LEAD VENTRICULAR VENOUS LVL 31," $7,650.00 "
HB LEAD VENTRICULAR VENOUS LVL 33," $8,250.00 "
HB LEAD VENTRICULAR VENOUS LVL 38," $10,875.00 "
HB LEAD VENTRICULAR VENOUS LVL 40," $12,525.00 "
HB LEAD VENTRICULAR VENOUS LVL 41," $13,275.00 "
HB LEAD VENTRICULAR VENOUS LVL 42," $14,025.00 "
HB LEAD VENTRICULAR VENOUS LVL 46," $22,500.00 "
HB LEAD VENTRICULAR VENOUS LVL 7, $825.00 
"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANTABLE) LVL 10"," $1,350.00 "
"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANTABLE) LVL 12"," $1,950.00 "
"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANTABLE) LVL 15"," $2,850.00 "
"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANTABLE) LVL 19"," $4,050.00 "
"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANTABLE) LVL 20"," $4,350.00 "
HB LEFT ATRIAL APPENDAGE (LAA) SUTURE/PLUG," $14,280.00 "
HB LEFT HEART KIT, $118.50 
HB LEMAITRE VASC GLOWNTLL TAPE 55CM, $240.00 
HB LENS THERAPEUTIC MEDI-FLOW MIN PO 120EA, $751.71 
HB LEUKOTAPE-1 ROLL PT PAY, $8.00 
HB LEVONORGESTREL-RLS IUD (SKYLA)," $1,304.00 "
HB LG 12FR 22 FR STAY FIX CATH FASTENER, $26.00 
HB LIBERATOR LOCKING STYLET," $1,575.00 "
HB LIGATION OF HEMORRHOID(S), $550.00 
"HB LIGATION OR TRANSECTION OF FALLOPIAN TUBE(S), POST PARTUM TUBAL LIGATION-UNI/BIL DURING SAME HOSPITALIZATION"," $2,290.00 "
HB LIGATOR BAND SPEEDBAND SUPR 7, $450.00 
HB LIGATOR ESCP ESPH 8.6-11.5MM L, $892.50 
HB LIGHT PLUM POLARIZED MED, $40.00 
HB LI-ION CONTROLLER BACK UP 11," $1,500.00 "
HB LINX REFLUX SYSTEM," $16,500.00 "
"HB LIQUID INDICATOR, PP", $15.00 
HB LITHOTRIPSY EQ TEMP CHARGE," $4,160.00 "
HB LITHOTRIPTOR," $1,660.00 "
"HB LIVER ACQUISITION CHARGE, CADAVER DONOR"," $105,840.00 "
"HB LIVER ACQUISITION CHG, LIVING DONOR"," $105,840.00 "
HB LIVER ELASTOGRAPHY W I&R, $313.00 
HB LIVER PUMP," $1,730.00 "
HB LIVER PUMP STANDBY, $515.00 
HB LLC FIBERGLASS MATERIALS, $246.00 
HB LLS SPLINT MATERIAL FIBERGLASS, $124.00 
HB LLWC FIBERGLASS MATERIALS, $276.00 
HB LOCALIZE/EXCISION DEVICE," $8,175.00 "
HB LOCATABLE GUIDE," $2,985.00 "
HB LOCKING DEVICE AND BIOPSY CAP SYSTEM, $277.00 
HB LOCM (200-299) (OMNIPAQUE 240) PER ML, $13.06 
"HB LOCM 100-199MG/ML IODINE,1ML", $10.00 
HB LOCM 200-299 (ISOVUE 200) MG/ML IODINE, $0.39 
HB LOCM 200-299 (OPTIRAY 240) MG/ML IODINE, $0.50 
HB LOCM 300-399 (ISOVUE 300) MG/ML, $4.24 
HB LOCM 300-399 (ISOVUE 370) MG/ML IODINE, $2.50 
HB LOCM 300-399 (OPTIRAY 300) MG/ML IODINE, $0.73 
HB LOCM 300-399 (OPTIRAY 320) MG/ML IODINE, $0.67 
HB LOCM 300-399 (OPTIRAY 350) MG/ML IODINE, $0.73 
HB LO-PROFILE TRANSGASTRIC-JEJUNAL FEEDING TUBE ALL SIZES  LVL 10," $1,350.00 "
"HB LOW VISION AID FULL SIZE 20"" TOPAZ"," $2,450.00 "
"HB LOW VISION AID FULL SIZE 24"" TOPAZ"," $3,645.00 "
HB LOW VISION EQUIP HUMANWARE EXPLORE 5 PORTABLE, $780.00 
HB LOW VISION EQUIP HUMANWARE EXPLORER 8 PORTABLE, $913.00 
HB LOW VISION EQUIP IRIS VISION CCTV," $2,500.00 "
HB LOW VISION UNISEX READER GLASSES, $20.00 
HB LOW VISION VES EXPLORER TELESCOPE OCUTECH," $2,200.00 "
HB LOW VISION VISOLUX 12HD," $1,500.00 "
HB LOW VISION VISOLUX CHARGING CORD, $25.00 
HB LOW VISION VISOLUX ESCHENBACH PORT, $910.00 
HB LOW VISION VISOLUX STAND, $80.00 
"HB LOWER EXTREMITY, LIMITED ANK MOTION", $193.00 
HB LSO CALIFORNIA SPINAL WITH PSR," $1,795.00 "
HB LUBRICANT VIAL ROTAGLIDE 20CC, $105.00 
HB LUBRICANT VIPERSLIDE 100ML, $80.00 
HB LUMBAR PUNCTURE THERAPEUTIC DRAIN CSF, $350.00 
HB LUMBAR PUNCTURE TRAY, $27.00 
HB LUNG ACQUISITION CHG CADAVER DONOR," $125,440.00 "
HB LUNG VOL MSRMT (FRC/FVC/ERV) CHILD 0-2 YRS, $78.00 
"HB LUTETIUM LU 177, DOTATATE, THERAPEUTIC, 1 MCI", $712.50 
HB LYMPHNODE BIOSPY OPEN DEEP CERVICAL," $1,550.00 "
HB LYMPHNODE BIOSPY SUPERFICIAL, $250.00 
HB LYMPHOCYTE INFUSION TRANSPLANT, $750.00 
HB LYMPHOSEEK TECHNETIUM TC 99M TILMANOCEPT UP TO 0.5MCI, $900.00 
HB LYSIS OF LABIAL LESION(S)," $2,500.00 "
HB LYSIS/EXCISION PENILE POSTCIRCUMCISION ADHESION, $750.00 
HB MACHINE CPM, $65.00 
HB MAGNETIC RESONANCE ELASTOGRAPHY," $2,180.00 "
HB MAGNETOENCEPHALOGRAPHY (MEG) TESTING," $3,431.00 "
HB MAGNISTICH SEWING MACHINE, $12.00 
HB MALECOT CATH, $180.00 
HB MALLEABLE PENILE PROSTHESIS LVL 46," $12,750.00 "
HB MAMM DUCTOGRAM SNGL, $327.00 
HB MAMMOTOME PROBE, $705.00 
HB MANIFOLD KIT, $118.00 
HB MANIFOLD SINGLE PORT LVL 1, $51.00 
HB MANIFOLD TRANSDUCER, $630.00 
HB MANIP CHEST WALL INITIAL, $150.00 
HB MANIP CHEST WALL SUBSQT, $116.00 
"HB MANIP PALMAR FASCIAL CORD POST INJ, SINGLE", $125.00 
HB MANIP WRIST W/ANESTH, $650.00 
"HB MANIPULATE FINGER JT W/ ANESTH,EACH", $350.00 
HB MANUAL REFRACTION KIT, $450.00 
HB MANUAL RESUSCITATOR, $131.00 
HB MANUAL RETRACTION KIT LVL 5, $525.00 
HB MARKER INDIA INK, $675.00 
"HB MARSHMELLOW HOOK TIP, PP", $4.00 
HB MARSUP BARTHOLIN GLAND CYST," $2,500.00 "
HB MASSAGE 20%OFF 30 MINUTES (PT PAY), $30.00 
HB MASSAGE 20%OFF 60 MINUTES (PT PAY), $60.00 
HB MASSAGE 20%OFF 90 MINUTES (PT PAY), $91.00 
HB MASSAGE THERAPY PER 15 MINS, $19.00 
HB MASTOTOMY EXPLR/DRN DEEP ABC, $250.00 
HB MATCHED UNRELATED DONOR PROCUREMENT," $110,000.00 "
HB MATTINGLY SMART CLIP LIGHT, $75.00 
HB MAX BREATHING CAPCTY/MAX VOLUNT VENTIL, $95.00 
HB MAXI FISTULA MGMT SYSTEM 8X11-1/2, $137.00 
HB MAXI LID W/O FILTER, $22.00 
HB MAXTRAX WALKER BOOT, $84.00 
HB MEAL REPLACEMENT BARS (BOX OF 7), $15.00 
"HB MEASURE CUP, PP", $6.00 
"HB MEASURE SPOON 12 PC, PP", $15.00 
"HB MEASURE SPOON WHT/COLOR, PP", $4.00 
HB MEASURES PARASYMPATH FX & SYMPATHETIC FX, $226.00 
HB MECHANICAL CHEST WALL OSCILL, $203.00 
HB MEDALLION SYRINGE LVL 1A, $27.00 
HB MEDCOMP MIDLINE CATHETER 5 FR, $330.00 
HB MED-ELECTRICAL CABLE 196 CM, $675.00 
HB MEDIAL MALOUS FX CLSD TRT-W MAN, $750.00 
HB MEDIAL MALOUS FX CLSD TRT-WO MAN, $175.00 
HB MEDICARE ALLRGY SPRV PREP PR ML, $42.00 
HB MEDICARE-PREP OF ALLERGN BUILDUP PER ML         , $75.60 
HB MEDIHONEY GEL W/APPLICATOR, $39.00 
"HB MEDISKIN, PER SQ CM", $10.00 
HB MEDIUM SHOE CAST, $180.00 
HB MEDSKIN PER SQ CM, $1.65 
HB MEDT-PLASMA BLADE," $1,130.00 "
HB MEDT-PSA CABLES, $180.00 
HB MEEWAVES-AVENCURE PROBE 1ST," $5,985.00 "
HB MEEWAVES-AVENCURE PROBE EA ADDL," $4,485.00 "
HB MEG TEST - ADD MODAL," $1,800.00 "
HB MEG TEST - SINGLE MODAL," $3,431.00 "
HB MEGAVIEW NO LIGHT SLIM, $110.00 
HB MENTOR BREAST EXPANDER SILTEX(PP)," $3,525.00 "
HB MENTOR SIZER RESTERILIZABLE (PP), $80.00 
HB MERIT CENTESIS KIT, $210.00 
HB MERIT- CUSTOM CONTRAST DELIVERY SET, $113.00 
HB MESH IMPLANTABLE," $2,085.00 "
HB METABOLIC/WM CORE PROGRAM MONTHLY FEE-PT PAY, $75.00 
HB METACARP DISLOC SNGL CLSD TRT-WO ANES, $175.00 
HB METACARPAL FX EACH CLSD TRT-W MAN, $175.00 
HB METACARPAL FX EACH CLSD TRT-WO MAN, $175.00 
HB METAL SHEATHED INJECTION NEEDLE, $570.00 
HB METATARSAL FX CLSD TRT-W MAN, $175.00 
HB METATARSAL FX CLSD TRT-WO MAN, $175.00 
HB MH DIDACTIC GROUP PSYCHOTHERAPY, $36.00 
HB MH DIOP GRP PSYCHOTHERAPY, $120.00 
"HB MHWM OFC VISIT, EST LVL 1", $26.00 
"HB MHWM OFC VISIT, EST LVL III", $59.00 
"HB MHWM OFC VISIT, EST LVL IV", $82.00 
"HB MHWM OFC VISIT, EST LVL V", $104.00 
"HB MHWM OFC VISIT, NEW LVL 1", $41.00 
"HB MHWM OFC VISIT, NEW LVL II", $63.00 
"HB MHWM OFC VISIT, NEW LVL III", $84.00 
"HB MHWM OFC VISIT, NEW LVL IV", $114.00 
"HB MHWM OFC VISIT, NEW LVL V", $137.00 
"HB MHWM PROLONGD E&M/PSYCH SERV, OFC, 1ST HR", $68.00 
"HB MHWM PROLONGD E&M/PSYCH SVC, OFC, EA ADDL 30 MIN", $68.00 
HB MIC KEY WIRE MEASURING DEVICE, $75.00 
HB MICRO ACCESS SET NEEDLE, $921.00 
HB MICROACCESS KIT, $106.00 
HB MICROCATHETER LVL 14," $2,550.00 "
HB MICROCATHETER LVL 9," $1,125.00 "
HB MICROCOIL .018IN HILAL EMBO MULTI CURLED, $106.50 
HB MICROCOIL HILAL EMBOLIZATION 0.018D 1.0CM L 3MM, $209.49 
HB MICROCOIL TORNADO, $234.00 
HB MICRODERMABRASION PP, $25.00 
HB MICRO-INTRODUCER KIT 5FR 45CM STAINLESS STEEL LVL 2, $108.00 
HB MICRO-INTRODUCER KIT 5FR 45CM STAINLESS STEEL LVL 8, $975.00 
HB MICROPLEX-10 COS COIL," $4,248.00 "
"HB MICROSCOPE BIFOCAL BINOCULAR, PT PAY"," $1,100.00 "
"HB MICROSCOPE BIFOCAL MONOCULAR, PT PAY", $700.00 
HB MICROSPIROMETER," $2,130.00 "
"HB MICROSURG TECHNIQUES, REQ OPER MICROSCOPE", $750.00 
HB MICROVENTION-MICROPLEX 10 3.5MM X 8CM COIL," $5,625.00 "
HB MICROVENTION-MICROPLEX 10 4MM X 8CM COIL," $5,625.00 "
HB MICROVENTION-MICROPLEX 18 20MM X 65CM," $4,185.00 "
HB MICROVENTION-MICROPLEX 18 6MM X 19CM COIL," $3,150.00 "
HB MIDI FISTULA MGMT SYSTEM 6-1/3X8-7/8, $131.00 
HB MIDI LID W/O FILTER, $21.00 
HB MINI BASKET, $585.00 
HB MINI POLYPECTOMY SNARE OVAL, $300.00 
HB MINI TOME, $375.00 
HB MISC SUPPLY LEVEL 0 , $15.00 
HB MISCELLANEOUS SUPPLY LEVEL 1, $51.00 
HB MISCELLANEOUS SUPPLY LEVEL 2 , $80.00 
HB MISCELLANEOUS SUPPLY LEVEL 3 , $150.00 
HB MITRACLIP SYS GD CATH (NON TRIAL)," $90,000.00 "
HB MITRAL VALVE ADDITIONAL CLIP TOKEN CHRG, $1.00 
HB MITRAL VALVE CLIP," $54,000.00 "
HB MNGMNT CELL DONOR SEARCH <=3HRS, $450.00 
HB MNGMNT CELL DONOR SEARCH > 3 HR, $900.00 
HB MNT INDIV SUBSQNT CHANGE DX INDIV EA 15MIN, $190.00 
"HB MNTGRP SUBSQNT CHANGE DX GROUP (2 OR MORE INDIVIDUALS), EACH 30 MIN", $18.00 
HB MO REFILL/MAINT PORT PUMP, $450.00 
HB MOBILE PWR UNIT AC PWR CABLE," $24,000.00 "
HB MOBILE VIDEO VISIT LACTATION CONSULTATION 15 MINS PT PAY, $15.00 
HB MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS, $50.00 
HB MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS, $185.00 
HB MOD SED OTHER PHYS/QHP INITIAL 15 MINS; < 5 YRS, $185.00 
HB MOD SED SAME PHYS/QHP EACH ADDL 15 MINS, $50.00 
HB MOD SED SAME PHYS/QHP INITIAL 15 MINS  YOUNGER THAN 5 YRS, $185.00 
HB MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS, $185.00 
"HB MOD SED SAME PHYS/QHP INITIAL 15MINS >5YRS,W/GASTRO SERVICES", $185.00 
HB MODULAR CABLE," $14,850.00 "
HB MOHS ANESTHESIA LOCAL RX & ADMIN, $36.00 
"HB MOHS SURG, ADDL BLOCK", $250.00 
"HB MOHS, 1 STAGE, HEAD/NECK/HAND/FEET/GENITAL", $550.00 
"HB MOHS, 1 STAGE, TRUNK/ARM/LEG", $550.00 
"HB MOHS, ADDL STAGE, HEAD/NECK/HAND/FEET/GENITAL", $250.00 
"HB MOHS, ADDL STAGE, TRUNK/ARM/LEG", $250.00 
HB MONITOR AC ADPTR HEARTWARE," $3,600.00 "
HB MONITOR CONTROL CABLE HM II," $28,500.00 "
HB MONITOR DISPLAY MODULE HM II," $8,400.00 "
HB MONITOR TO PBU CBL HM II, $750.00 
HB MONITORING DISPOSABLES, $14.00 
HB MONOCULAR 3X/4X (SLIP IN & HIGH INDEX) PT PAY," $1,500.00 "
HB MONOPTY LIVER BIOPSY NEEDLE, $225.00 
HB MORGAN THERAPEUTIC LENS, $40.00 
HB MOTER UNIT POTENTL ANALYSIS (MUP), $356.00 
HB MOTION FLUORO/SWALLOW, $361.00 
HB MOTOR &/SENS 11-12 NRV CNDJ PRECONF ELTRODE LIMB," $1,200.00 "
HB MOTOR &/SENS 1-2 NRV CNDJ PRECONF ELTRODE LIMB, $450.00 
HB MOTOR &/SENS 13/> NRV CNDJ PRECONF ELTRODE LIMB," $1,375.00 "
HB MOTOR &/SENS 3-4 NRV CNDJ PRECONF ELTRODE LIMB, $600.00 
HB MOTOR &/SENS 5-6 NRV CNDJ PRECONF ELTRODE LIMB, $750.00 
HB MOTOR &/SENS 7-8 NRV CNDJ PRECONF ELTRODE LIMB, $900.00 
HB MOTOR &/SENS 9-10 NRV CNDJ PRECONF ELTRODE LIMB," $1,050.00 "
HB MOTOR/SENS NCS W/ARRAY/LIMB, $160.00 
"HB MR FETAL INCLUD PLACENTAL & MATERNAL PELVIC IMAGING, ADD'L"," $1,750.00 "
"HB MR FETAL INCLUD. PLACENTAL&MATERNAL PELVIC IMAGING SINGLE,1ST GEST."," $2,900.00 "
HB MRA ABDOMEN W& W/O CONTRAST," $3,750.00 "
HB MRA ABDOMEN W/CONTRAST," $2,580.00 "
HB MRA ABDOMEN W/O CONTRAST," $2,440.00 "
HB MRA CHEST W&W/O CONTRAST," $3,750.00 "
HB MRA CHEST W/CONTRAST," $2,760.00 "
HB MRA CHEST W/O CONTRAST," $2,610.00 "
HB MRA HEAD W&W/O CONTRST," $4,970.00 "
HB MRA HEAD W/CONTRST," $2,890.00 "
HB MRA HEAD W/O CONTRST," $2,590.00 "
HB MRA LOWER EXTREMITY W/CONTRAST," $3,750.00 "
HB MRA LOWER EXTREMITY W/O CONTRAST," $2,170.00 "
HB MRA LOWER EXTREMITY W/O FOL W/CONTRAST," $3,290.00 "
HB MRA LWR EXT W/ CONTRST LT," $2,100.00 "
HB MRA LWR EXT W/&W/O CONTRST RT," $2,800.00 "
HB MRA LWR EXT W/O CONTRST LT," $1,900.00 "
HB MRA NECK W&W/O CONTRST," $3,500.00 "
HB MRA NECK W/CONTRST," $2,760.00 "
HB MRA NECK W/O CONTRST," $2,610.00 "
HB MRA PELVIS W/ & W/O CONTRAST," $3,750.00 "
HB MRA PELVIS W/CONTRAST," $2,580.00 "
HB MRA PELVIS W/O CONTRAST," $2,440.00 "
HB MRA SPINAL CANAL W/CONTRAST," $2,580.00 "
HB MRA SPINAL CANAL W/O & W/CONTRAST," $3,750.00 "
HB MRA SPINAL CANAL W/O CONTRAST," $2,440.00 "
HB MRA UPPER EXTREMITY W/CONTRAST," $2,580.00 "
HB MRA UPPER EXTREMITY W/O & W/CONTRAST," $3,750.00 "
HB MRA UPPER EXTREMITY W/O CONTRAST," $2,440.00 "
HB MRI ABDOMEN W/ & W/O CONTRST," $3,840.00 "
HB MRI ABDOMEN W/ CONTRST," $3,590.00 "
HB MRI ABDOMEN W/O CONTRST," $2,530.00 "
HB MRI ANY JT UP EXT W/ CONTRAST," $2,890.00 "
HB MRI ANY JT UP EXT W/ W/O CONTRAST," $3,520.00 "
HB MRI BONE MARROW BLD SPLY," $2,990.00 "
HB MRI BRAIN FUNCT W/STIM (PHY ADM NOT REQ)," $3,120.00 "
HB MRI BRAIN FUNCT W/STIM (PHY ADM REQ)," $3,120.00 "
HB MRI BRAIN/STEM W&W/O CONTRST," $3,830.00 "
HB MRI BRAIN/STEM W/CONTRST," $3,360.00 "
HB MRI BRAIN/STEM W/O CONTRST," $2,270.00 "
HB MRI BREAST W&W/O CNTRST BILAT," $4,200.00 "
HB MRI BREAST W/&W/O CONTRST LT," $2,890.00 "
HB MRI BREAST W/CONTRST BILAT," $3,640.00 "
"HB MRI BREAST W/O W/ CONTRAST, UNI"," $3,510.00 "
HB MRI BREAST W/OUT&WITH CONTRAST W/CAD UNILATERAL," $3,500.00 "
HB MRI BREAST WITHOUT CONTRAST MATERIAL BILATERAL," $3,180.00 "
HB MRI BREAST WITHOUT CONTRAST MATERIAL UNILATERAL," $2,120.00 "
HB MRI BREAST WITHOUT&WITH CONTRAST W/CAD BILATERAL," $5,250.00 "
HB MRI CARDIAC VELOCTY FLW MAPPING, $461.00 
HB MRI CARDIC MORP/FUN W/O CTRST," $2,580.00 "
HB MRI CARDIC W/&W/0 CTRST W STRESS," $4,470.00 "
HB MRI CARDIC W/&W/O CNTRST SEQ," $3,710.00 "
HB MRI CARDIC W/O CTRST W/STRESS," $3,650.00 "
HB MRI CHEST W/ CONTRST," $3,590.00 "
HB MRI CHEST W/&W/O CONTRST," $4,519.00 "
HB MRI CHEST W/O CONTRST," $3,313.00 "
HB MRI COMP SYSTEM," $2,186.00 "
HB MRI C-SPINE W/ &W/O CONTRST," $3,220.00 "
HB MRI C-SPINE W/ CONTRST," $2,870.00 "
HB MRI C-SPINE W/O CONTRST," $2,090.00 "
HB MRI IMG GUIDANCE NEEDLE PLACEMENT," $2,680.00 "
HB MRI IMPLT NEUROSTIM PRIMEADV," $36,885.00 "
HB MRI IMPLT NEUROSTIM RESTORE," $50,250.00 "
HB MRI L-SPINE W/ & W/O CONTRST," $3,210.00 "
HB MRI L-SPINE W/ CONTRST," $2,820.00 "
HB MRI L-SPINE W/O CONTRST," $2,180.00 "
HB MRI ORBIT/FACE/NECK W CNTRST," $2,910.00 "
HB MRI ORBIT/FACE/NECK W&W/O CTRST," $3,590.00 "
HB MRI ORBIT/FACE/NECK W/O CTRST," $2,460.00 "
HB MRI PELVIS W/ & W/O CONTRST," $3,440.00 "
HB MRI PELVIS W/ CONTRST," $2,840.00 "
HB MRI PELVIS W/O CONTRST," $2,650.00 "
HB MRI TEMPOROMANDIBULAR JOINT," $2,410.00 "
HB MRI T-SPINE W/ & W/O CONTRST," $3,230.00 "
HB MRI T-SPINE W/ CONTRST," $3,410.00 "
HB MRI T-SPINE W/O CONTRST," $2,190.00 "
HB MRI VENT SET UP INITIAL, $680.00 
"HB MRI W/ CONT, BREAST, UNI"," $2,730.00 "
"HB MRI, CT, US 3D I&R W/O IMAGE POSTPROCESS", $238.00 
"HB MRI, JT LOW EXT W/ CONTRAST"," $2,910.00 "
"HB MRI, JT LOW EXT W/ W/O CONTRAST"," $3,510.00 "
"HB MRI, LOW EXT W/ CONTRAST"," $2,530.00 "
"HB MRI, LOW EXT W/O CONTRAST"," $2,320.00 "
"HB MRI, UPPER EXT W/ CONTRAST"," $3,120.00 "
"HB MRI, UPPER EXT W/O CONTRAST"," $2,900.00 "
HB MRI-ANY JT UP EXT W/O CONTRAST," $2,260.00 "
HB MRI-BRAIN OPEN INTRA CRAN W CONT," $4,820.00 "
HB MRI-BRAIN OPEN INTRA CRAN W&WO CONT," $5,760.00 "
HB MRI-BRAIN OPEN INTRA CRAN WO CONT," $4,380.00 "
HB MRI-JT LOW EXT W/O CONTRAST," $2,260.00 "
HB MRI-LOW EXT W/ W/O CONTRAST," $3,080.00 "
HB MRI-UP EXT W/ W/O CONTRAST," $3,800.00 "
HB MULT PUNC ANTER CORNEA, $350.00 
HB MULT SLEEP LATENCY TEST," $1,500.00 "
HB MULTIBAND MUCOSECTOMY OD 11-14MM, $765.00 
HB MULTIFOCAL ELECTRORETINOGRAPHY W/I&R, $180.00 
HB MULTIFOCAL INTRAOC LENS, $745.00 
HB MULTIFOCAL IOL PT PAY, $745.00 
HB MULTIPLE LUMEN CATHETER (CENTRAL LINE), $204.00 
HB MULTIPURPOSE TUBING ADAPTER-COOKS, $11.00 
"HB MULTI-SPECTRAL DIGITAL SKIN LESION ANALYSIS, 1-5 LESIONS", $400.00 
HB MULTI-SPECTRAL SKIN LESION ANALYSIS 6 OR MORE LESIONS, $200.00 
HB MURPHY RING, $171.75 
HB MUSC MYOQ/FSCQ FLAP HEAD&NECK W/NAMED VASC PEDCL, $850.00 
HB MUSCLE BIOPSY SUPERFICIAL, $650.00 
"HB MUSCLE BIOPSY, DEEP", $850.00 
"HB MUSCLE-SKIN FLAP,ARM", $850.00 
"HB MUSCLE-SKIN FLAP,LEG", $850.00 
"HB MUSCLE-SKIN FLAP,TRUNK", $850.00 
"HB MYOCARD IMAG, PET, PERFUSION, MULT"," $4,950.00 "
"HB MYOCARD IMAGING, PET, METAB EVAL"," $4,320.00 "
"HB MYOCARD IMAGING, PET, PERFUSION,SGL"," $4,950.00 "
HB MYOCARDIAL PACING LEAD," $1,275.00 "
HB MYOCARDIAL STRAIN IMAGING, $650.00 
HB MYRINGOTOMY ASPIR AND/OR EUSTACHIAN TUBE INFLATION, $125.00 
HB MYSTIM PATIENT PROGRAMMER," $2,985.00 "
"HB N BLOCK INJ, SUP HYPOGAS PLXS", $833.00 
HB NANOKNIFE PROBE," $7,800.00 "
HB NASAL BONE FX TRT-CLSD NO MAN, $175.00 
HB NASAL BONE FX TRT-CLSD W STAB, $350.00 
HB NASAL BONE FX TRT-CLSD WO STAB, $250.00 
"HB NASAL ENDOSCOPY,DX/UNILATERAL/BILATERAL", $125.00 
HB NASAL MASK LVL 1, $51.00 
HB NASAL MASK LVL 2, $108.00 
HB NASAL PACKING, $52.80 
HB NASAL PILLOW, $297.00 
HB NASAL SEPTAL BUTTON (EA.), $255.00 
"HB NASAL/SINUS ENDOSCOPY,BX/RMV POLYP/DEBRID"," $1,550.00 "
"HB NASAL/SINUS ENDOSCOPY,W/CONTROL NASAL HEM"," $1,550.00 "
HB NASOGASTRIC TUBE INSERT TRAY, $80.00 
HB NASOPHARYNGEAL TUBE, $33.00 
HB NASOPHARYNGOSCOPY W/ENDOSCOPE, $125.00 
HB NAVICULAR FX TRT-W MAN, $850.00 
HB NAVICULAR FX TRT-WO MAN, $175.00 
HB NEBULIZER, $190.00 
HB NEEDLE 19G," $6,435.00 "
HB NEEDLE 22G," $3,150.00 "
HB NEEDLE 25G," $3,150.00 "
HB NEEDLE BIOPSY BONE LVL 2, $108.00 
HB NEEDLE BIOPSY BONE MARROW, $54.00 
HB NEEDLE BONE BIOPSY OSTY-CUT, $225.00 
HB NEEDLE BPSY 10CM 14GA 22MM THR, $94.47 
HB NEEDLE BPSY 10CM 18GA 22MM LTX, $79.20 
HB NEEDLE BPSY 20CM 18GA LTXFR BP, $42.00 
HB NEEDLE BPSY 7.8CM 13GA TRU-GD, $40.00 
HB NEEDLE BPSY SFT TIS 11CM 14GA, $470.58 
HB NEEDLE CATHETER INJECTION THERAPY, $486.00 
HB NEEDLE CONTRAST 1.8MM 25G/4MM/, $78.30 
HB NEEDLE ECHOSTIM ECHOGENIC INSU, $32.85 
HB NEEDLE ECHOTIP ULTRA ECHO-25, $687.24 
HB NEEDLE EPIDURAL GA TUOHY, $33.00 
HB NEEDLE GUIDE KIT, $18.00 
HB NEEDLE GUIDE UP2 STERILE PROBE 14 X 91CM  24/BX, $45.00 
HB NEEDLE HAWK II FLXSTRND 5CM 20G, $155.00 
HB NEEDLE HAWK II FLXSTRND 7.5 CM 20G, $99.00 
HB NEEDLE INSERTION, $465.00 
HB NEEDLE KNIFE PAPILLOTOME, $260.00 
HB NEEDLE KNIFE XL TRIPLE LUMEN, $570.00 
HB NEEDLE LOC BRST 11CM 21GA KPN LVL 1, $51.00 
HB NEEDLE LOC BRST 11CM 21GA KPN LVL 2, $108.00 
HB NEEDLE MONOPTY 18G X 16CM PNK, $79.20 
HB NEEDLE PAKTER 25GX20CM, $136.23 
HB NEEDLE PROC 15CM 25GA PAKTER N, $136.23 
HB NEEDLE PROC PERC THIN WALL, $9.00 
HB NEEDLE RING DRAIN CATH 5F SPCL DL, $74.00 
HB NEEDLE SCLEROTHERAPY 4MM LENGT, $110.40 
HB NEEDLE SCLEROTHRPY L5 MM L230, $150.00 
HB NEEDLE SET BONE BIOPSY  OSTEO-, $231.54 
HB NEEDLE SIDEKICK RIGID 14.6X21G, $91.20 
HB NEEDLE SPECIALITY, $250.00 
HB NEEDLE SPINAL LVL 1, $51.00 
HB NEEDLE SPINAL LVL1A, $27.00 
HB NEEDLE SPNL LMBR 1.5IN 22GA NE, $366.30 
HB NEEDLE SPNL LP 1IN 22GA KLEIN-, $354.60 
HB NEEDLE ULTRASOUND," $9,450.00 "
HB NEEDLES & SYRINGES (HUBER) LEVEL 1, $20.00 
"HB NEEDLES MACHINE, PP", $6.00 
"HB NEEDLES SELF THREADING, PP", $3.00 
HB NEEDLE-SFTY PEG PULL STND CAPC, $54.00 
HB NEG PRESSURE WOUND TX NON-DME </= 50 SQ CM, $672.00 
HB NEG PRESSURE WOUND TX NON-DME > 50 SQ CM, $672.00 
HB NEG PRESSURE WOUND TX W/DME </= 50 SQ CM, $250.00 
HB NEG PRESSURE WOUND TX W/DME > 50 SQ CM, $300.00 
HB NEOSTRATA FACE CREAM PLUS AHA 15 (PP), $45.00 
HB NEOSTRATA LINE LIFT, $98.00 
HB NERVE BLOCK INJ AXILLARY, $450.00 
HB NERVE BLOCK INJ BRACHIAL PLEXUS, $806.00 
HB NERVE BLOCK INJ CERVICAL PLEXUS, $652.00 
HB NERVE BLOCK INJ COMMON DIGIT, $85.00 
HB NERVE BLOCK INJ FEMORAL SINGLE, $652.00 
