Charge Description Master, Charge 
MOLECULAR CYTOGENICS DNA PROBE (FISH) PBX1-TCF3, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) PDGFB, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) PML-RARA, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) RARA, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) RB-1 LAMP1, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) REL-DIRC1, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) RUNX1, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) RUNX1-RUNX1T1, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) SCFD2-LNX-PDGFRA-KIT, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) SEC63/MYB, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) SS18, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) TCF3, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) TCL1, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) TRA-D, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) TRB, 991.00 
MOLECULAR CYTOGENICS DNA PROBE (FISH) XY, 991.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 1, 325.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 2, 392.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 3, 440.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 4, 615.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 5, 988.00 
MOLECULAR PATHOLOGY PROCEDURE LEVEL 6," 1,651.00 "
MOLECULAR PATHOLOGY PROCEDURE LEVEL 7," 1,880.00 "
MONITORED ANESTHESIA CARE/MAC EACH ADDITIONAL 15 MINS, 174.00 
MONITORED ANESTHESIA CARE/MAC FIRST 30 MINS, 347.00 
MONONUCLEAR CELL ANTIGEN, 87.00 
MORPHINE 1-25 MG/ML 1-20 ML, 324.00 
MORPHINE 26-50 MG/ML 20 ML, 476.00 
MORPHINE 51-65 MG/ML 20 ML," 1,345.00 "
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION EACH ADDITIONAL SINGLE PROBE STAIN PER SPECIMEN MANUAL, 299.00 
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION EACH ADDITIONAL SINGLE PROBE STAIN PER SPECIMEN USING COMPUTER-ASSISTED TECHNOLOGY, 464.00 
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION EACH MULTIPLEX PROBE STAIN PER SPECIMEN MANUAL, 805.00 
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION EACH MULTIPLEX PROBE STAIN PER SPECIMEN USING COMPUTER-ASSISTED TECHNOLOGY, 738.00 
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION INITIAL SINGLE PROBE STAIN PER SPECIMEN MANUAL, 317.00 
MORPHOMETRIC ANALYSIS IN SITU HYBRIDIZATION INITIAL SINGLE PROBE STAIN PER SPECIMEN USING COMPUTER-ASSISTED TECHNOLOGY, 753.00 
MORPHOMETRIC ANALYSIS TUMOR IMMUNOHISTOCHEMISTRY EACH SINGLE ANTIBODY STAIN PER SPECIMEN, 357.00 
MORPHOMETRIC ANALYSIS TUMOR IMMUNOHISTOCHEMISTRY EACH SINGLE ANTIBODY STAIN PER SPECIMEN USING COMPUTER-ASSISTED TECHNOLOGY, 545.00 
MOTION FLUOROSCOPIC SWALLOWING EVALUATION, 503.00 
MTHFR GENE ANALYSIS, 215.00 
MULTIPLE ENDOCRINE NEOPLASIA I (MEN1) DUPLICATION/DELETION ANALYSIS," 1,650.00 "
MULTIPLE SITE TACHYCARDIA MAPPING," 6,346.00 "
MULTIPLE SLEEP LATENCY TEST ANY AGE," 4,179.00 "
MULTIPLE SLEEP LATENCY/MAINTENANCE OF WAKEFULNESS TESTING/ANALYSIS/INTERP," 4,179.00 "
MUSCLE TESTING EXTREMITY OR TRUNK EXCLUDES HAND BY OCCUPATIONAL THERAPIST, 133.00 
MUSCLE TESTING HAND BY OCCUPATIONAL THERAPIST, 140.00 
MUSCLE TESTING TOTAL BODY EVAL INCLUDING HANDS BY PHYSICAL THERAPIST, 146.00 
MYELOGRAPHY 2 OR MORE REGIONS," 2,116.00 "
MYELOGRAPHY CERVICAL," 1,006.00 "
MYELOGRAPHY LUMBOSACRAL," 1,790.00 "
MYELOGRAPHY THORACIC," 1,006.00 "
MYELOGRAPHY VIA LUMBAR INJECTION >= 2 REGIONS," 3,279.00 "
MYELOGRAPHY VIA LUMBAR INJECTION CERVICAL W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 2,246.00 "
MYELOGRAPHY VIA LUMBAR INJECTION LUMBOSACRAL W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 2,135.00 "
MYELOGRAPHY VIA LUMBAR INJECTION THORACIC W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 2,676.00 "
MYELOID NEOPLASM SEQUENCING PANEL," 2,322.00 "
MYELOPEROXIDASE, 128.00 
MYOGLOBIN, 54.00 
MYOTONIC DYSTROPHY (DM1) COMPREHENSIVE ANALYSIS, 548.00 
MYOTONIC DYSTROPHY (DM1) EXPANSION PATTERN BY BLOT, 591.00 
MYOTONIC DYSTROPHY 1 (DM1) ALLELE SIZING BY POLYMERASE CHAIN REACTION (PCR), 591.00 
MYRINGOTOMY, 608.00 
NALOXONE 0.4 MG/ML 1 ML VIAL, 63.00 
NASAL ENDOSCOPY DIAGNOSTIC, 239.00 
NASAL FUNCTION STUDIES, 368.00 
NASAL/SINUS ENDOSCOPY W/ BIOPSY DEBRIDEMENT OR POLYPECTOMY," 4,134.00 "
NASAL/SINUS ENDOSCOPY W/ DILATION FRONTAL SINUS OSTIUM," 6,277.00 "
NASOPHARYNGOSCOPY, 246.00 
NASOPHARYNGOSCOPY W/ BIOPSY, 430.00 
NATRIUERETIC PEPTIDE, 145.00 
NATURAL KILLER (NK) CELLS TOTAL COUNT, 150.00 
NEEDLE ASPIRATION OF PERITONSILLAR ABSCESS, 344.00 
NEEDLE EMG EA EXTREMITY COMPLETE W/ NERVE CONDUCTION, 484.00 
NEEDLE EMG EA EXTREMITY LIMITED W/ NERVE CONDUCTION, 176.00 
NEEDLE EMG NON-EXTREMITY W/ NERVE CONDUCTION, 430.00 
NEEDLE OCULOELECTROMYOGRAPHY 1+ EXTRAOCULAR MUSCLES, 106.00 
NEGATIVE PRESSURE WOUND TREATMENT DISPOSABLE NON-DURABLE MEDICAL EQUIPMENT <= 50 SQ CM, 491.00 
NEGATIVE PRESSURE WOUND TREATMENT DISPOSABLE NON-DURABLE MEDICAL EQUIPMENT > 50 SQ CM, 592.00 
NEGATIVE PRESSURE WOUND TREATMENT W/ DME <= 50 SQ CM, 273.00 
NEGATIVE PRESSURE WOUND TREATMENT W/ DME > 50 SQ CM, 468.00 
NEONATAL CIRCUMCISION < 28 DAYS OLD, 560.00 
NEONATAL RESUSCITATION (CPR), 564.00 
NEPHELOMETRY EACH ANALYTE NOT ELSEWHERE CLASSIFIED, 122.00 
NERVE CONDUCTION 11-12 STUDIES," 2,860.00 "
NERVE CONDUCTION 1-2 STUDIES, 361.00 
NERVE CONDUCTION 13 OR MORE STUDIES," 3,045.00 "
NERVE CONDUCTION 3-4 STUDIES, 992.00 
NERVE CONDUCTION 5-6 STUDIES," 1,389.00 "
NERVE CONDUCTION 7-8 STUDIES," 1,919.00 "
NERVE CONDUCTION 9-10 STUDIES," 2,402.00 "
NERVE CONDUCTION MOTOR AND SENSORY, 372.00 
NEUROMUSCULAR JUNCTION TESTING EACH NERVE, 586.00 
NEUROMUSCULAR REEDUCATION EACH 15 MINS BY AT, 116.00 
NEUROMUSCULAR REEDUCATION EACH 15 MINS BY OCCUPATIONAL THERAPIST, 116.00 
NEUROMUSCULAR REEDUCATION EACH 15 MINS BY PHYSICAL THERAPIST, 116.00 
NEUROMUSCULAR REEDUCATION EACH 15 MINS BY RECREATIONAL THERAPIST, 116.00 
NEWBORN SCREENING KIT, 190.83 
NICOTINE, 81.00 
NITRIC OXIDE ADMINISTRATION PER HOUR, 400.00 
NITRIC OXIDE SUPPLIES OUT PT, 135.00 
NMDP ACTIVATION," 1,850.00 "
NON-OPHTHALMIC FLUORESCENT VASCULAR ANGIOGRAPHY, 650.00 
NON-OSUWMC PATIENT CRYOPRESERVATION INFUSION PREPARATION, 340.00 
NON-OSUWMC PATIENT FRESH PRODUCT MANAGEMENT, 623.00 
NON-SILICONE BREAST PROSTHESIS 1, 60.00 
NON-SILICONE BREAST PROSTHESIS 2, 80.00 
NON-SILICONE BREAST PROSTHESIS 3, 125.00 
NON-SILICONE BREAST PROSTHESIS 4, 215.00 
NON-URINE SPECIFIC GRAVITY, 16.00 
NORMAL SALINE SOLUTION INFUSION 1000CC, 4.34 
NPM1 GENE ANALYSIS, 617.00 
NRAS GENE ANALYSIS VARIANTS EXON 2 & 3," 1,065.00 "
NUCLEAR MEDICINE ACUTE GI BLOOD LOSS IMAGING, 945.00 
NUCLEAR MEDICINE ADRENAL IMAGING," 1,774.00 "
NUCLEAR MEDICINE BONE IMAGING 3 PHASE STUDY," 2,814.00 "
NUCLEAR MEDICINE BONE IMAGING TOMOGRAPHIC SPECT," 1,558.00 "
NUCLEAR MEDICINE BONE JOINT IMAGING LIMITED," 1,778.00 "
NUCLEAR MEDICINE BONE JOINT IMAGING MULTIPLE," 1,963.00 "
NUCLEAR MEDICINE BONE JOINT IMAGING WHOLE BODY," 2,479.00 "
NUCLEAR MEDICINE BONE MARROW IMAGING LIMITED, 742.00 
NUCLEAR MEDICINE BONE MARROW IMAGING WHOLE BODY, 970.00 
NUCLEAR MEDICINE BRAIN IMAGING SPECT," 1,952.00 "
NUCLEAR MEDICINE BRAIN IMAGING STATIC," 1,869.00 "
NUCLEAR MEDICINE BRAIN IMAGING STATIC W/ VASCULAR FLOW," 2,341.00 "
NUCLEAR MEDICINE BRAIN IMAGING VASCULAR FLOW, 669.00 
NUCLEAR MEDICINE CARDIAC BLOOD POOL FIRST PASS SINGLE RIGHT VENTRICLE EJECTION FRACTION," 1,237.00 "
NUCLEAR MEDICINE CARDIAC BLOOD POOL FIRST PASS SINGLE WALL MOTION PLUS EJECTION FRACTION," 1,101.00 "
NUCLEAR MEDICINE CARDIAC BLOOD POOL MULTIPLE WALL MOTION PLUS EJECTION FRACTION," 1,741.00 "
NUCLEAR MEDICINE CARDIAC BLOOD POOL SINGLE WALL MOTION PLUS EJECTION FRACTION," 1,605.00 "
NUCLEAR MEDICINE CARDIAC SHUNT DETECTION, 824.00 
NUCLEAR MEDICINE CEREBRAL SPINAL FLUID FLOW CISTERNOGRAPHY," 1,861.00 "
NUCLEAR MEDICINE CEREBRAL SPINAL FLUID FLOW SHUNT EVALUATION," 1,903.00 "
NUCLEAR MEDICINE CEREBRAL SPINAL FLUID FLOW SPECT," 2,671.00 "
NUCLEAR MEDICINE CEREBRAL SPINAL FLUID LEAKAGE DETECTION AND LOCALIZATION," 1,774.00 "
NUCLEAR MEDICINE ESOPHAGEAL MOTILITY," 1,464.00 "
NUCLEAR MEDICINE GASTRIC EMPTYING STUDY," 1,769.00 "
NUCLEAR MEDICINE GASTRIC STUDY W/ SMALL & COLON BOWEL TRANSIT MULTIPLE DAYS," 2,508.00 "
NUCLEAR MEDICINE GASTRIC STUDY W/ SMALL BOWEL TRANSIT," 2,086.00 "
NUCLEAR MEDICINE GASTROESOPHAGEAL REFLUX STUDY," 1,717.00 "
NUCLEAR MEDICINE HEPATOBILIARY SYSTEM IMAGING INCL GALLBLADDER," 2,164.00 "
NUCLEAR MEDICINE HEPATOBILIARY SYSTEM IMAGING INCL GALLBLADDER W/ DRUG," 2,448.00 "
NUCLEAR MEDICINE INFLAMMATORY PROCESS LOCALIZATION W/ RADIOPHARMACEUTICAL LIMITED," 1,774.00 "
NUCLEAR MEDICINE INFLAMMATORY PROCESS LOCALIZATION W/ RADIOPHARMACEUTICAL SPECT," 2,605.00 "
NUCLEAR MEDICINE INFLAMMATORY PROCESS LOCALIZATION W/ RADIOPHARMACEUTICAL WHOLE BODY," 2,615.00 "
NUCLEAR MEDICINE INTESTINE IMAGING," 1,245.00 "
NUCLEAR MEDICINE IV ADMINISTRATION RADIOPHARMACEUTICAL," 3,289.00 "
NUCLEAR MEDICINE IV ADMINISTRATION RADIOPHARMACEUTICAL MONOCLONAL ANTIBODY, 799.00 
NUCLEAR MEDICINE IV INJECTION OF RADIOPHARMACEUTICAL FOR PROBE STUDY, 672.00 
NUCLEAR MEDICINE KIDNEY IMAGING SPECT," 1,901.00 "
NUCLEAR MEDICINE KIDNEY IMAGING W/ VASCULAR FLOW," 1,369.00 "
NUCLEAR MEDICINE KIDNEY IMAGING W/ VASCULAR FLOW AND FUNCTION MULTIPLE," 2,254.00 "
NUCLEAR MEDICINE KIDNEY IMAGING W/ VASCULAR FLOW AND FUNCTION SINGLE," 1,495.00 "
NUCLEAR MEDICINE LIVER AND SPLEEN IMAGING STATIC, 810.00 
NUCLEAR MEDICINE LIVER AND SPLEEN IMAGING W/ VASCULAR FLOW, 933.00 
NUCLEAR MEDICINE LIVER IMAGING SPECT," 2,301.00 "
NUCLEAR MEDICINE LIVER IMAGING STATIC," 1,774.00 "
NUCLEAR MEDICINE LIVER IMAGING W/ VASCULAR FLOW," 2,337.00 "
NUCLEAR MEDICINE LYMPHATIC AND LYMPH NODE IMAGING," 1,840.00 "
NUCLEAR MEDICINE MYOCARDIAL INFARCT AVID IMAGING PLANAR," 1,516.00 "
NUCLEAR MEDICINE MYOCARDIAL INFARCT AVID IMAGING SPECT," 1,774.00 "
NUCLEAR MEDICINE MYOCARDIAL PERFUSION PLANAR MULTIPLE REST OR STRESS," 2,462.00 "
NUCLEAR MEDICINE MYOCARDIAL PERFUSION PLANAR SINGLE REST OR STRESS," 1,774.00 "
NUCLEAR MEDICINE MYOCARDIAL PERFUSION SPECT MULTIPLE REST OR STRESS," 3,057.00 "
NUCLEAR MEDICINE MYOCARDIAL PERFUSION SPECT SINGLE REST OR STRESS," 1,774.00 "
NUCLEAR MEDICINE PARATHYROID PLANAR IMAGING INCLUDING SUBTRACTION WHEN PERFORMED," 2,295.00 "
NUCLEAR MEDICINE PERITONEAL VENOUS SHUNT PATENCY, 930.00 
NUCLEAR MEDICINE PLATELET SURVIVAL STUDY," 1,344.00 "
NUCLEAR MEDICINE PULMONARY PERFUSION AND VENTILATION DIFFERENTIAL," 1,676.00 "
NUCLEAR MEDICINE PULMONARY PERFUSION DIFFERENTIAL, 782.00 
NUCLEAR MEDICINE PULMONARY PERFUSION IMAGING PARTICULATE, 797.00 
NUCLEAR MEDICINE PULMONARY VENTILATION AND PERFUSION IMAGING, 718.00 
NUCLEAR MEDICINE PULMUNARY VENTILATION IMAGING, 559.00 
NUCLEAR MEDICINE RADIOPHARMACEUTICAL THERAPY INTRA-ARTERIAL PARTICULATE ADMINISTRATION," 2,024.00 "
NUCLEAR MEDICINE RADIOPHARMACEUTICAL THERAPY INTRA-ARTICULAR ADMINISTRATION," 1,927.00 "
NUCLEAR MEDICINE RADIOPHARMACEUTICAL THERAPY INTRACAVITARY ADMININSTRATION," 1,433.00 "
NUCLEAR MEDICINE RADIOPHARMACEUTICAL THERAPY ORAL ADMININISTRATION," 2,631.00 "
NUCLEAR MEDICINE RADIOPHARMACEUTICAL VOLUME DILUTION PLASMA," 1,774.00 "
NUCLEAR MEDICINE SALIVARY GLAND IMAGING, 944.00 
NUCLEAR MEDICINE SALIVARY GLAND IMAGING W/ SERIAL IMAGES," 1,038.00 "
NUCLEAR MEDICINE SPLEEN IMAGING," 1,353.00 "
NUCLEAR MEDICINE TESTICULAR IMAGING W/ VASCULAR FLOW, 647.00 
NUCLEAR MEDICINE THYROID CA METS IMAGING LIMITED," 1,094.00 "
NUCLEAR MEDICINE THYROID CA METS IMAGING WHOLE BODY," 3,066.00 "
NUCLEAR MEDICINE THYROID CARCINOMA METASTASES UPTAKE, 644.00 
NUCLEAR MEDICINE TUMOR LOCALIZATION W/ RADIOPHARMACEUTICAL LIMITED," 1,479.00 "
NUCLEAR MEDICINE TUMOR LOCALIZATION W/ RADIOPHARMACEUTICAL MULTIPLE," 3,235.00 "
NUCLEAR MEDICINE TUMOR LOCALIZATION W/ RADIOPHARMACEUTICAL SPECT," 2,951.00 "
NUCLEAR MEDICINE TUMOR LOCALIZATION W/ RADIOPHARMACEUTICAL WHOLE BODY 2+ DAYS," 3,740.00 "
NUCLEAR MEDICINE TUMOR LOCALIZATION W/ RADIOPHARMACEUTICAL WHOLE BODY SINGLE DAY," 3,369.00 "
NUCLEAR MEDICINE URETERAL REFLUX STUDY," 1,135.00 "
NUCLEAR MEDICINE URINARY BLADDER RESIDUAL STUDY, 339.00 
NUCLEAR MEDICINE VASCULAR FLOW IMAGING NON-CARDIAC, 746.00 
NUCLEAR MEDICINE VENOUS THROMBOSIS IMAGING BILATERAL," 1,912.00 "
NUCLEAR MEDICINE VENOUS THROMBOSIS IMAGING UNILATERAL," 1,774.00 "
OBSERVATION, 85.00 
OCCULT BLOOD 1-3 TESTS, 28.00 
OCCULT BLOOD FECES, 20.00 
OCCULT BLOOD FECES 1-3 TESTS, 28.00 
OCCULT BLOOD OTHER SOURCES, 19.00 
OFF CAMPUS EVAL 1 HOUR, 403.00 
OFF CAMPUS EVAL 1/2 DAY, 762.00 
OFFLOADING SHOE, 260.00 
OLIGOCLONAL BANDS, 166.00 
ONCOLOGY BREAST MRNA," 9,684.00 "
OPEN BRACHIAL ARTERY EXPOSURE FOR DELIVERY OF ENDOVASCULAR PROSTHESIS UNILATERAL," 3,500.00 "
OPEN CHEST PROCEDURE (EMERGENT)," 1,664.00 "
OPERATING ROOM LEVEL I 0-30 MINS," 3,375.00 "
OPERATING ROOM LEVEL I EACH ADDITIONAL 15 MINS," 1,688.00 "
OPERATING ROOM LEVEL II 0-30 MINS," 4,161.00 "
OPERATING ROOM LEVEL II EACH ADDITIONAL 15 MINS," 2,080.00 "
OPERATING ROOM LEVEL III 0-30 MINS," 4,633.00 "
OPERATING ROOM LEVEL III EACH ADDITIONAL 15 MINS," 2,316.00 "
OPERATING ROOM LEVEL IV 0-30 MINS," 6,003.00 "
OPERATING ROOM LEVEL IV EACH ADDITIONAL 15 MINS," 3,002.00 "
OPERATING ROOM LEVEL V 0-30 MINS," 6,338.00 "
OPERATING ROOM LEVEL V EACH ADDITIONAL 15 MINS," 3,169.00 "
OPHTHALMOLOGICAL SERVICE/PROCEDURE UNLISTED, 176.00 
OPHTHALMOLOGICAL SERVICE/PROCEDURE UNLISTED, 54.00 
OPHTHALMOSCOPY SUBSEQUENT, 156.00 
OPIATES 1 OR MORE, 292.00 
OPIOIDS AND OPIATE ANALOGS 1 OR 2, 292.00 
OPIOIDS AND OPIATE ANALOGS 3 OR 4, 292.00 
OPIOIDS AND OPIATE ANALOGS 5 OR MORE, 292.00 
OPTICAL COHERENCE BIOMETRY W/ INTRAOCULAR LENS POWER CALCULATION, 156.00 
ORTHOPANTOGRAM (PANOREX), 226.00 
ORTHOSIS BLACK WRIST SUPPORT PREFABRICATED OFF-THE-SHELF, 125.86 
ORTHOSIS BUDDY STRAP PREFABRICATED OFF-THE-SHELF, 165.80 
ORTHOSIS DORS BLOCK-HAND/FINGER CUSTOM F/T, 464.86 
ORTHOSIS DORSAL/VOLAR BLOCK-WRIST CUSTOM F/T, 611.42 
ORTHOSIS DYNAMIC FINGER EXTENSION CUSTOM F/T, 379.20 
ORTHOSIS DYNAMIC FINGER EXTENSION PREFABRICATED OFF-THE-SHELF, 869.86 
ORTHOSIS DYNAMIC PRONATION/SUP CUSTOM F/T," 1,344.24 "
ORTHOSIS ELBOW ASSISTED MOTION CUSTOM F/T," 1,555.60 "
ORTHOSIS ELBOW GUTTER CUSTOM F/T, 495.64 
ORTHOSIS ELBOW HINGE FREE MOTION CUSTOM  F/T," 1,172.78 "
ORTHOSIS FINGER FLEX GLOVE PREFABRICATED W/ CUSTOMIZATION, 156.76 
ORTHOSIS FINGER FOREARM OUTRIG CUSTOM F/T, 779.64 
ORTHOSIS FINGER GUTTER PREFABRICATED OFF-THE-SHELF, 156.76 
ORTHOSIS FOREARM RADIAL GUTTER CUSTOM F/T, 611.42 
ORTHOSIS HAND FINGER GUTTER CUSTOM F/T, 366.22 
ORTHOSIS HAND FINGER OUTRIG CUSTOM F/T, 551.34 
ORTHOSIS HAND RADIAL GUTTER CUSTOM F/T, 464.86 
ORTHOSIS HIP ABDUCTION CONTROL CUSTOM F/T," 2,012.10 "
ORTHOSIS KNEE EXTENSION CUSTOM F/T," 1,313.12 "
ORTHOSIS MUNSTER CUSTOM F/T," 1,284.52 "
ORTHOSIS NEOPRENE THUMB/WRIST PREFABRICATED OFF-THE-SHELF, 125.86 
ORTHOSIS NEOPRENE WRIST SUPPORT PREFABRICATED OFF-THE-SHELF, 125.86 
ORTHOSIS REST HAND/FOREARM CUSTOM F/T, 611.42 
ORTHOSIS RESTING HAND PREFABRICATED F/T, 343.28 
ORTHOSIS SHOULDER AIRPLANE DESIGN CUSTOM F/T," 2,059.34 "
ORTHOSIS SUGAR TONG CUSTOM F/T," 1,284.52 "
ORTHOSIS THUMB SPICA FOREARM CUSTOM F/T, 611.42 
ORTHOSIS THUMB SPICA HAND CUSTOM F/T, 464.86 
ORTHOSIS ULNAR DEVIATION, 70.00 
ORTHOSIS ULNAR GUTTER FOREARM CUSTOM F/T, 611.42 
ORTHOSIS ULNAR GUTTER HAND CUSTOM F/T, 464.86 
ORTHOSIS WRIST COCK-UP CUSTOM F/T, 869.86 
ORTHOSIS WRIST COCK-UP PREFABRICATED OFF-THE-SHELF, 125.86 
ORTHOSIS WRIST DYNAMIC CUSTOM F/T," 1,702.18 "
ORTHOTIC ELBOW DBL UPRIGHT W/ ADJ POSITION LOCK CUSTOM FABRICATED," 1,898.00 "
ORTHOTIC MANAGEMENT & TRAINING INITIAL EACH 15 MIN BY AT, 141.00 
ORTHOTIC MANAGEMENT & TRAINING INITIAL EACH 15 MIN BY PHYSICAL THERAPIST, 141.00 
ORTHOTIC MANAGEMENT & TRAINING INITIAL EACH 15 MINS BY OCCUPATIONAL THERAPIST, 141.00 
ORTHOTIC/PROSTHETIC MANAGEMENT/ TRAINING SUBSEQUENT EACH 15 MINS BY AT, 140.00 
ORTHOTIC/PROSTHETIC MANAGEMENT/TRAINING SUBSEQUENT EACH 15 MINS BY OCCUPATIONAL THERAPIST, 140.00 
ORTHOTIC/PROSTHETIC MANAGEMENT/TRAINING SUBSEQUENT EACH 15 MINS BY PHYSICAL THERAPIST, 140.00 
OSMOLALITY URINE, 88.00 
OUTSIDE C-SECTION DELIVERY," 11,739.00 "
OUTSIDE VAGINAL DELIVERY," 1,061.00 "
OVA & PARASITES DIRECT SMEAR CONCENTRATION & IDENTIFICATION, 51.00 
OXYCODONE, 81.00 
OXYGEN SERVICE PER VISIT, 54.00 
OXYGEN TITRATION, 128.00 
OXYGEN UPTAKE EXPIRED GAS CO2 OUTPUT, 588.00 
OXYGEN UPTAKE EXPIRED GAS DIRECT SIMPLE, 221.00 
OXYGEN UPTAKE EXPIRED GAS INDIRECT, 412.00 
P32 CHROMIC PHOSPHATE PER 1 MCI, 882.00 
P32 CHROMIC PHOSPHATE PER 1 MCI, 882.00 
P32 NA PHOSPHATE PER 1 MCI, 842.00 
P32 NA PHOSPHATE PER 1 MCI, 842.00 
PACEMAKER DUAL LEAD PROGRAMMING & ADJUSTMENT, 199.00 
PACEMAKER EVALUATION PRE/POST-OPERATIVE, 150.00 
PACEMAKER EVALUATION TRANSTELEPHONIC UP TO 90 DAYS, 180.00 
PACEMAKER INTERROGATION IN-PERSON, 250.00 
PACEMAKER MULTIPLE LEAD PROGRAMMING & ADJUSTMENT, 231.00 
PACEMAKER SINGLE LEAD PROGRAMMING & ADJUSTMENT, 162.00 
PACING AFTER IV DRUG INFUSION," 5,888.00 "
PAIN PUMP DYE INJECTION, 470.00 
PALLADIUM SEED NON-STRANDED EACH, 141.00 
PALLADIUM SEED STRANDED EACH, 141.00 
PANCREAS PROCUREMENT," 94,608.00 "
PANCREATIC FLUID MUTATION ANALYSIS," 2,392.00 "
PARACENTESIS ANTERIOR CHAMBER EYE W/REMOVAL OF AQUEOUS," 2,872.00 "
PARAFFIN BATH BY ATHLETIC TRAINER, 59.00 
PARAFFIN BATH BY OCCUPATIONAL THERAPIST, 59.00 
PARAFFIN BATH BY PHYSICAL THERAPIST, 59.00 
PARATHORMONE, 128.00 
PARATHYROID PLANAR W/ OR W/O SUBTRACTION W/ SPECT," 2,430.00 "
PARATHYROID PLANAR W/ OR W/O SUBTRACTION W/ SPECT & CT SCAN," 3,334.00 "
PARAVERTEBRAL BLOCK THORACIC CONTINUOUS INFUSION BY CATHETER FOR PAIN MANAGEMENT," 1,138.00 "
PARAVERTEBRAL BLOCK THORACIC SECOND/ANY ADDITIONAL SITE FOR PAIN MANAGEMENT," 1,423.00 "
PARAVERTEBRAL BLOCK THORACIC SINGLE INJECTION SITE FOR PAIN MANAGEMENT," 1,138.00 "
PARAVERTEBRAL INJECTION EACH ADDITIONAL FACET JOINT," 1,238.00 "
PARAVERTEBRAL INJECTION SINGLE FACET JOINT," 1,553.00 "
PARTIAL HOSPITALIZATION HARDING," 1,438.00 "
PARTIAL HOSPITALIZATION SERVICES BY OCCUPATIONAL THERAPIST, 309.00 
PARTIAL HOSPITALIZATION TALBOT, 846.00 
PARTIAL HOSPITALIZATION TALBOT < 3 HOURS PER 15 MINS, 71.00 
PARTIAL HOSPITALIZATION TALBOT 3+ HOURS, 846.00 
PDGFRA GENE ANALYSIS, 831.00 
PEGAPTANIB SODIUM INJECTION 0.3MG," 1,836.00 "
PENICILLIN BENZ SNG 1.2U, 170.00 
PENICILLIN BENZ SNG 2.4U, 287.00 
PENIS FISTULIZATION CORPORA CAVERNOSA GLANS FOR PRIAPISM," 4,322.00 "
PENTAMIDINE TREATMENT, 275.00 
PEP THERAPY SESSION, 275.00 
PERC BALLOON VALVULOPLASTY AORTIC VALVE," 13,769.00 "
PERC BALLOON VALVULOPLASTY MITRAL VALVE," 14,204.00 "
PERC BALLOON VALVULOPLASTY PULMONARY VALVE," 11,348.00 "
PERC KYPHOPLASTY 1 VERTEBRAL BODY EACH ADDITIONAL THORACIC OR LUMBAR VERTEBRAL BODY W/ IMAGING GUIDANCE," 4,877.00 "
PERC KYPHOPLASTY 1 VERTEBRAL BODY LUMBAR W/ IMAGING GUIDANCE," 10,520.00 "
PERC KYPHOPLASTY 1 VERTEBRAL BODY THORACIC W/ IMAGING GUIDANCE," 11,302.00 "
PERC TRANSCATH CLOSURE AORTIC PARAVALV LEAK INITIAL OCCULSION DEVICE," 29,593.00 "
PERC TRANSCATH CLOSURE MITRAL PARAVALV LEAK INITIAL OCCULSION DEVICE," 35,638.00 "
PERC TRANSCATH CLOSURE PARAVALV LEAK EACH ADDITIONAL OCCULSION DEVICE," 13,019.00 "
PERC VERTEBROPLASTY 1 VERTEBRAL BODY CERVICOTHORACIC W/ IMAGING GUIDANCE," 7,404.00 "
PERC VERTEBROPLASTY 1 VERTEBRAL BODY EACH ADDITIONAL CERVICOTHORACIC OR LUMBOSACRAL VERT BODY W/ GUIDANCE," 3,161.00 "
PERC VERTEBROPLASTY 1 VERTEBRAL BODY LUMBOSACRAL W/ IMAGING GUIDANCE," 6,181.00 "
PERCUTANEOUS ARTERIAL TRANSLUMINAL MECHANICAL THROMBECTOMY INTRACRANIAL," 20,592.00 "
