St. Vincent Medical Center # 106190762,,,
SVMC Dept#,Charge Number,Charge Description, 06/01/18 Default Price 
19,1906460,LEAD PINCH TOOL (11-50), $166.00 
18,1800309,LEAD PMKR OTHER THAN TRANS, $552.00 
18,1803451,LEAD PMKR OTHER THAN TRANS," $1,750.00 "
18,1803501,LEAD PMKR OTHER THAN TRANS," $1,750.00 "
18,1803527,LEAD PMKR OTHER THAN TRANS," $1,838.00 "
19,1903483,LEAD PMKR OTHER THAN TRANS," $1,750.00 "
19,1903731,LEAD PMKR OTHER THAN TRANS," $2,625.00 "
19,1903640,LEAD PMKR OTHER THAN TRANS (11-50), $166.00 
18,1809573,LEAD PMKR OTHER THAN TRANS (2.5-3K)," $10,783.00 "
18,1803592,LEAD PMKR OTHER THAN TRNS (401-500)," $2,079.00 "
19,1984731,LEAD PMKR OTHER THAN TRNS (401-500)," $2,079.00 "
18,1803535,LEAD PMKR OTHER THAN TRNS (501-600)," $2,516.00 "
19,1917913,LEAD PMKR OTHER THAN TRNS (501-600)," $2,516.00 "
18,1860501,LEAD PMKR OTHER THAN TRNS (601-700)," $2,954.00 "
18,1860519,LEAD PMKR OTHER THAN TRNS (801-900)," $3,829.00 "
19,1975143,LEEP BALL ELECTRODE (11-50), $166.00 
94,9416314,LEFLUNOMIDE 10MG TABLET, $202.00 
94,9416322,LEFLUNOMIDE 20MG TABLET, $100.00 
18,1870757,LEFT HRT CATH W/VENTRCLGRPHY," $9,916.00 "
94,9426875,LET TOPICAL SOLUTION 3ML, $78.75 
94,9416330,LETROZOLE 2.5MG TABLET, $150.00 
94,9400979,LEUCOVORIN 50MG INJECTION, $217.50 
94,9416355,LEUCOVORIN CALCIUM 25MG TABLET, $85.00 
94,9416363,LEUCOVORIN CALCIUM 5MG TABLET, $30.00 
94,9445792,LEUPROLIDE 7.5MG IM INJ KIT," $4,023.75 "
94,9407826,LEVALBUTEROL 0.63MG/3ML NEB, $58.75 
94,9407834,LEVALBUTEROL 1.25MG/3ML NEB, $58.75 
94,9416405,LEVETIRACETAM 250MG TABLET, $51.25 
94,9416413,LEVETIRACETAM 500MG TABLET, $32.00 
94,9403643,LEVETIRACETAM 500MG/5ML INJ, $145.00 
94,9416447,LEVOBUNOLOL 0.5% OPH SOL 5ML, $157.50 
94,9437567,LEVOCARNITINE 250MG CAP, $13.75 
94,9416470,LEVOFLOXACIN 250MG TABLET, $138.00 
94,9403676,LEVOFLOXACIN 250MG/50ML INJ, $160.00 
94,9416488,LEVOFLOXACIN 500MG TABLET, $157.00 
94,9403692,LEVOFLOXACIN 500MG/100ML INJ, $162.00 
94,9416496,LEVOFLOXACIN 750MG TABLET, $252.00 
94,9403700,LEVOFLOXACIN 750MG/150ML INJ, $256.25 
94,9455965,LEVOTHYROXINE 100 MCG INJECTION, $246.25 
94,9416520,LEVOTHYROXINE 100MCG TABLET, $16.25 
94,9416538,LEVOTHYROXINE 112MCG TABLET, $16.25 
94,9416546,LEVOTHYROXINE 125MCG TABLET, $17.00 
94,9416561,LEVOTHYROXINE 150MCG TABLET, $17.00 
94,9407859,LEVOTHYROXINE 200MCG INJECTION, $246.25 
94,9416587,LEVOTHYROXINE 200MCG TABLET, $17.50 
94,9416611,LEVOTHYROXINE 50MCG TABLET, $16.25 
94,9416629,LEVOTHYROXINE 75MCG TABLET, $16.25 
94,9416637,LEVOTHYROXINE 88MCG TABLET, $10.00 
29,2900165,LG VOL NEB JET, $50.00 
94,9426883,LIDO 0.5%-EPI 1:200K INJ 50ML, $47.00 
94,9426891,LIDO 1%-EPI 1:200K PF INJ 30ML, $92.00 
94,9427220,LIDO 2%-EPI 1:200K INJ 20ML, $110.00 
94,9453721,"LIDOCAINE 0.5% PF INJ, 50ML", $107.50 
31,3101532,LIDOCAINE 1% 2ML INJECTION, $81.00 
38,3800505,LIDOCAINE 1% 2ML INJECTION, $81.00 
94,9427022,LIDOCAINE 1% 5ML MPF INJ, $32.50 
94,9427030,LIDOCAINE 1% 5ML SYRINGE, $65.00 
94,9426966,LIDOCAINE 1% INJ 20ML MDV, $32.50 
94,9427014,LIDOCAINE 1% INJECTION 5ML, $32.00 
94,9420126,LIDOCAINE 1% PF INJ 2ML AMP, $40.00 
94,9426990,LIDOCAINE 1% PF INJECTION 30ML, $76.25 
38,3801362,LIDOCAINE 1%-EPI 1:100000 20ML, $54.00 
94,9427048,LIDOCAINE 1%-EPI 1:100000 20ML, $53.75 
94,9427063,LIDOCAINE 1%-EPI 1:100000 50ML, $88.00 
94,9427139,LIDOCAINE 2% 2ML INJECTION, $33.75 
94,9427162,LIDOCAINE 2% 5ML INJECTION, $41.25 
94,9427188,LIDOCAINE 2% 5ML SYRINGE, $46.25 
94,9427121,LIDOCAINE 2% INJECTION 20ML, $37.00 
94,9427154,LIDOCAINE 2% INJECTION 50ML, $48.00 
94,9416652,LIDOCAINE 2% JEL 20ML, $81.25 
94,9464652,LIDOCAINE 2% PF INJ 5ML, $40.00 
94,9416660,LIDOCAINE 2% TOP JEL 30ML, $117.00 
94,9416678,LIDOCAINE 2% TOP JEL 5ML, $62.00 
94,9427196,LIDOCAINE 2%-EPI 1:100000 20ML, $54.00 
94,9427279,LIDOCAINE 4% 5ML INJECTION, $52.00 
94,9453713,LIDOCAINE 4% TOP SOL 4ML LTA, $52.50 
94,9427287,LIDOCAINE 4% TOPICAL SOL 50ML, $112.00 
94,9407891,LIDOCAINE 5% OINTMENT 35G, $167.00 
94,9460874,LIDOCAINE 5% OINTMENT 50G, $456.25 
94,9416702,LIDOCAINE 5% PATCH, $67.00 
94,9427311,LIDOCAINE 5%-DEXT 7.5% INJ 2ML, $80.00 
94,9427337,LIDOCAINE 8MG/ML 250ML INJ, $143.00 
94,9427352,LIDOCAINE VISCOUS 2% 15ML, $15.00 
94,9427360,LIDOCAINE VISCOUS 2% SOL 20ML, $20.00 
19,1901503,LIGACLIP, $328.00 
30,3003688,LIGACLIP, $328.00 
19,1937754,LIGACLIPS, $55.00 
19,1909969,LIGASURE IMPACT DISP (601-700)," $2,954.00 "
23,2363166,LIGATION OF HEMORRHOID(S)," $2,236.00 "
94,9416736,LINEZOLID 600MG TABLET, $618.00 
94,9403759,LINEZOLID 600MG/300ML INJ, $716.25 
94,9416744,LIOTHYRONINE 25MCG TABLET, $19.00 
94,9416769,LIOTHYRONINE 5MCG TABLET, $17.00 
01,0107466,LIPID PANEL, $366.00 
03,0311530,LIQUID MONIMER," $1,678.00 "
94,9416777,LISINOPRIL 10MG TABLET, $15.00 
94,9416793,LISINOPRIL 20MG TABLET, $15.00 
94,9416801,LISINOPRIL 5MG TABLET, $15.00 
94,9416819,LITHIUM CARBONATE 150MG CAP, $9.00 
94,9416827,LITHIUM CARBONATE 300MG CAP, $9.00 
94,9416884,LITHIUM CIT 300MG/5ML SYRUP, $13.75 
19,1905447,LITHOTRIPSY ESWL," $7,235.00 "
19,1911460,LITHOTRIPSY ESWL PACIFIC LITHO," $3,300.00 "
23,2300424,LITHOTRIPTER ERCP," $1,728.00 "
02,0205088,LIVER IIMAGING (SPECT) W/VASC FLOW," $3,561.00 "
02,0202002,LIVER IMAGING (SPECT)," $4,625.00 "
02,0203208,LIVER/SPLEEN IMAGING STATIC ONLY," $2,713.00 "
18,1800283,LLD ACCESSORY PACK, $460.00 
19,1980770,LMA ENDOTRACH FAST, $394.00 
30,3051299,LMA ENDOTRACH FAST, $394.00 
19,1980788,LMA ET TUBE W/STABILIZER ROD, $175.00 
19,1909522,LOADING STAPLE UNIT 80-3.8, $305.00 
94,9416926,LOMOTIL 2.5-0.025MG TABLET, $11.25 
31,3101383,LONG ARM CAST, $688.00 
38,3800638,LONG ARM CAST, $688.00 
94,9458654,LOPERAMIDE 0.2MG/ML LIQUID, $21.25 
94,9456203,"LOPERAMIDE 1MG/5ML ORAL SOL, 5ML", $20.00 
94,9416967,LOPERAMIDE 1MG/5ML ORALLIQ10ML, $20.00 
94,9416991,LOPERAMIDE 2MG CAPSULE, $13.75 
94,9417007,LORATADINE 10MG TABLET, $13.75 
94,9417023,LORAZEPAM 0.5MG TABLET, $12.50 
94,9417031,LORAZEPAM 1MG TABLET, $13.75 
94,9403775,LORAZEPAM 2MG/1ML INJECTION, $28.75 
94,9417072,LOSARTAN 25MG TABLET, $22.50 
94,9417080,LOSARTAN 50MG TABLET, $32.00 
94,9417106,LOVASTATIN 20MG TABLET, $30.00 
04,0411009,LSC BRACE, $945.00 
94,9417163,LUBIPROSTONE 24MCG CAPSULE, $48.75 
94,9417171,LUGOL'S SOLUTION 15ML, $142.00 
30,3007150,LUMBAR PUNCTURE TRAY, $44.00 
18,1861699,LUMED MICRO GUIDE CATHETER, $564.00 
94,9430398,MACROBID 100MG CAPSULE, $30.00 
94,9453226,MAGNE CARB/ALUM HYDROX 355ML, $63.75 
94,9417254,MAGNESIUM 64MG EC TABLET, $8.75 
94,9417288,MAGNESIUM OXIDE 400MG TABLET, $9.00 
94,9404468,MAGNESIUM SULFATE 10G/20ML INJ, $43.75 
94,9404484,MAGNESIUM SULFATE 1G/2ML INJ, $32.00 
94,9404518,MAGNESIUM SULFATE 5G/10ML INJ, $33.75 
50,5007828,MAMMARY DUCTOGRAM MULTI S&I, $949.00 
50,5007935,MAMMARY DUCTOGRAM MULTI S&I, $949.00 
50,5007802,MAMMARY DUCTOGRAM/GALACTO 1 DUCT, $949.00 
50,5007927,MAMMARY DUCTOGRAM/GALACTO 1 DUCT, $949.00 
03,0357228,MAMMO GDE BREAST DEV EA ADD LSN," $1,580.00 "
50,5007786,MAMMO GDE BREAST DEV EA ADD LSN," $1,580.00 "
50,5007901,MAMMO GDE BREAST DEV EA ADD LSN," $1,580.00 "
03,0357210,MAMMO GUIDE BREAST DEV 1ST LSN," $3,160.00 "
50,5007778,MAMMO GUIDE BREAST DEV 1ST LSN," $3,160.00 "
50,5007893,MAMMO GUIDE BREAST DEV 1ST LSN," $3,160.00 "
30,3001120,MANDIBLE SCREW (101-150), $603.00 
30,3001112,MANDIBLE SCREW (401-500)," $2,079.00 "
94,9403825,MANNITOL 20% 500ML INJECTION, $241.25 
94,9403833,MANNITOL 25% 50ML INJ VIAL, $36.25 
06,0600627,MANUAL THERAPY 15 MIN, $209.00 
05,0501189,MANUAL THERAPY/MYOFACIAL, $209.00 
19,1914795,MARKER TISSUE (11-50), $166.00 
05,0501064,MASSAGE 15 MIN, $206.00 
06,0630012,MASSAGE 15 MIN, $206.00 
30,3003902,MASTOID PLATE (1001-1500)," $5,158.00 "
19,1905371,MATISOL, $30.00 
30,3004793,MATISOL, $30.00 
28,2800308,MAX BREATH CAPACITY -MAX VOL VENT, $501.00 
94,9417320,MAXITROL OPHTH OINT 3.5G, $508.75 
94,9417338,MAXITROL OPHTH SUSP 5ML, $430.00 
13,1302330,MCRWV ABLATION PROBE(1.5-2K)," $7,033.00 "
94,9417346,MCT OIL 14G/15ML 946ML, $318.75 
18,1802966,MD-76 R  66-10% SOL 50ML, $144.00 
03,0301341,MECH REMOV OBST IN TUBE W/XR/DYE," $2,232.00 "
06,0625210,MECHANICAL TRACTION 15 MIN, $257.00 
94,9417361,MECLIZINE 12.5MG TABLET, $12.50 
94,9417387,MECLIZINE 25MG TABLET, $13.75 
07,0700500,MED NUTRITION INITL 1 PT EA 15 MIN, $119.00 
39,3900180,MED NUTRITION INITL 1 PT EA 15 MIN, $119.00 
39,3950136,MED NUTRITION INITL 1 PT EA 15 MIN, $119.00 
07,0700518,MED NUTRITION SUBSEQ 1 PT EA 15 MIN, $117.00 
39,3900198,MED NUTRITION SUBSEQ 1 PT EA 15 MIN, $117.00 
39,3950144,MED NUTRITION SUBSEQ 1 PT EA 15 MIN, $117.00 
94,9417429,MEDROXYPROGESTERONE 10MG TAB, $11.25 
94,9401928,MEDROXYPROGESTERONE 150MG INJ, $615.00 
94,9417437,MEDROXYPROGESTERONE 2.5MG TAB, $10.00 
19,1922038,MEDTRONIC SERV KIT WRENCH, $325.00 
19,1938224,MEDTRONIC SERVICE KIT, $198.00 
94,9408683,MEGESTROL 20MG TABLET, $18.75 
94,9408691,MEGESTROL 40MG TABLET, $22.00 
94,9408717,MEGESTROL 40MG/ML SUSP 10ML, $43.75 
94,9417460,MELATONIN 1MG TABLET, $8.00 
94,9446972,MELATONIN 3MG TABLET, $8.75 
94,9463084,MELATONIN 5MG TABLET, $8.75 
94,9417478,MELOXICAM 7.5MG TABLET, $30.00 
94,9408758,MELPHALAN 2MG TABLET, $72.00 
94,9417486,MEMANTINE 10MG TABLET, $51.25 
94,9417502,MEMANTINE 5MG TABLET, $51.25 
94,9400003,MENINGOCOCCAL MCV4/MENACWY VAC INJ, $531.25 
94,9465345,MEPERIDINE 1000MG/100ML PCA, $328.75 
94,9403858,MEPERIDINE 100MG/1ML INJ SYR, $58.75 
94,9403882,MEPERIDINE 25MG/1ML INJ SYR, $60.00 
94,9403874,MEPERIDINE 2G/20ML INJ VIAL, $445.00 
94,9403908,MEPERIDINE 50MG/1ML INJ SYR, $62.00 
94,9403916,MEPERIDINE 75MG/1ML INJ SYR, $58.75 
94,9408766,MERCAPTOPURINE 50MG TABLET, $41.25 
30,3004702,MEROCEL, $116.00 
94,9403924,MEROPENEM 1000MG INJECTION, $95.00 
94,9403932,MEROPENEM 500MG INJECTION, $224.00 
94,9417635,MESALAMINE 1G SUPPOSITORY, $150.00 
94,9417643,MESALAMINE 250MG CR CAPSULE, $23.00 
94,9458928,MESALAMINE 400MG DR CAPSULE, $27.50 
94,9417668,MESALAMINE 4G/60ML ENEMA, $145.00 
19,1904135,MESH HERNIA COMPOSITE," $2,008.00 "
19,1904150,MESH HERNIA PLUG, $546.00 
19,1980796,MESH IMPLANT (1001-1500)," $5,158.00 "
30,3001302,MESH IMPLANT (1001-1500)," $5,158.00 "
19,1918499,MESH IMPLANT (1501-2000)," $7,033.00 "
30,3004116,MESH IMPLANT (1501-2000)," $7,033.00 "
19,1935675,MESH IMPLANT (151-200), $821.00 
19,1923135,MESH IMPLANT (2001-2500)," $8,908.00 "
30,3001294,MESH IMPLANT (251-300)," $1,007.00 "
19,1917871,MESH IMPLANT (3001-3500)," $12,658.00 "
19,1982875,MESH IMPLANT (301-400)," $1,641.00 "
30,3000163,MESH IMPLANT (401-500)," $2,079.00 "
19,1922582,MESH IMPLANT (501-600)," $2,516.00 "
19,1934264,MESH IMPLANT (51-100), $384.00 
19,1909183,MESH IMPLANT (601-700)," $2,954.00 "
19,1917749,MESH IMPLANT (701-800)," $3,391.00 "
19,1970219,MESH IMPLANT (801-900)," $3,829.00 "
19,1918507,MESH IMPLANT (901-1000)," $4,266.00 "
30,3004074,MESH IMPLANT (901-1000)," $4,266.00 "
30,3006236,MESH OSTEOMED, $950.00 
94,9405614,MESNA 1G/10ML INJECTION MDV, $291.25 
28,2800316,METABOLIC ANALYSIS," $2,000.00 "
94,9417742,METFORMIN 500MG ER TABLET, $13.00 
94,9417759,METFORMIN 500MG TABLET, $12.50 
94,9417767,METFORMIN 850MG TABLET, $16.25 
94,9417775,METHADONE 10MG TABLET, $11.25 
94,9417825,METHADONE 1MG/ML ELIXIR 5ML, $8.75 
94,9417833,METHADONE 40MG DISSOLVE TABLET, $10.00 
94,9417841,METHADONE 5MG TABLET, $11.25 
94,9417866,METHAZOLAMIDE 50MG TABLET, $30.00 
94,9417874,METHENAMINE HIPPURATE 1G TAB, $32.00 
94,9417882,METHIMAZOLE 10MG TABLET, $13.00 
94,9417890,METHIMAZOLE 5MG TABLET, $17.00 
94,9404088,METHOCARBAMOL 1G/10ML INJ, $232.50 
94,9417908,METHOCARBAMOL 500MG TABLET, $11.25 
94,9417916,METHOCARBAMOL 750MG TABLET, $12.00 
94,9405036,METHOTREXATE 2.5MG TABLET, $56.25 
94,9405812,METHOTREXATE 50MG/2ML LPF INJ, $153.00 
94,9450396,METHYL SALIC/MENTHOL 60GM CR, $31.25 
94,9417973,METHYLDOPA 250MG TABLET, $11.25 
94,9465022,METHYLENE BLUE 0.5% 10ML INJ, $862.00 
94,9400011,METHYLENE BLUE 1% 10ML INJ, $248.75 
03,0301655,METHYLENE BLUE 1% 1ML INJ, $13.00 
94,9400029,METHYLENE BLUE 1% 1ML INJ, $75.00 
94,9403940,METHYLERGONOVINE 0.2MG/1ML INJ, $82.00 
94,9408006,METHYLNALTREXONE 12MG INJ, $264.00 
94,9418039,METHYLPHENIDATE 5MG TABLET, $13.00 
94,9448457,METHYLPREDNISOLONE 1000MG INJ, $181.25 
94,9404120,METHYLPREDNISOLONE 125MG INJ, $143.75 
94,9401902,METHYLPREDNISOLONE 40MG INJ, $38.75 
94,9404757,METHYLPREDNISOLONE 4MG TABLET, $17.50 
94,9404146,METHYLPREDNISOLONE 500MG INJ, $107.00 
94,9428509,METOCLOPRAMIDE 10MG TABLET, $10.00 
94,9428038,METOCLOPRAMIDE 10MG/2ML INJ, $27.00 
94,9450883,METOCLOPRAMIDE 1MG/1ML ORAL, $8.00 
94,9428178,METOCLOPRAMIDE 1MG/ML SOL 10ML, $12.00 
94,9428517,METOCLOPRAMIDE 5MG TABLET, $11.25 
94,9428525,METOLAZONE 10MG TABLET, $26.25 
94,9428533,METOLAZONE 2.5MG TABLET, $22.00 
94,9428541,METOLAZONE 5MG TABLET, $23.00 
94,9428590,METOPROLOL 100MG TABLET, $13.75 
94,9428574,METOPROLOL 25MG ER TABLET, $17.50 
94,9428608,METOPROLOL 25MG TABLET, $10.00 
94,9428582,METOPROLOL 50MG ER TABLET, $17.50 
94,9428616,METOPROLOL 50MG TABLET, $12.00 
94,9428186,METOPROLOL 5MG/5ML INJECTION, $39.00 
94,9428673,METRONIDAZOLE 0.75% GEL 60G," $1,297.00 "
94,9428681,METRONIDAZOLE 0.75% VAGGEL 70G, $192.00 
94,9428632,METRONIDAZOLE 250MG TABLET, $12.00 
94,9428640,METRONIDAZOLE 500MG TABLET, $13.75 
94,9428228,METRONIDAZOLE 500MG/100ML INJ, $102.50 
94,9428699,MEXILETINE 150MG CAPSULE, $17.00 
94,9428707,MEXILETINE 200MG CAPSULE, $18.75 
94,9449356,MICAFUNGIN 100MG INJ, $864.00 
94,9428814,MICONAZOLE 100MG VAG SUPP #7, $88.75 
94,9428764,MICONAZOLE 2% CREAM 15G, $58.75 
94,9428772,MICONAZOLE 2% CREAM 30G, $73.00 
94,9428806,MICONAZOLE 2% VAG CREAM 45G, $82.00 
19,1916964,MICRO LENGTHENER ASSEMBLY," $17,010.00 "
19,1916956,MICRO LENGTHENER MULTI-PIN CLAMP," $5,659.00 "
18,1840784,MICRO PUNCTURE KIT, $251.00 
94,9408618,MICROFIBRILLAR COLLAGEN 35X35, $738.00 
48,4801593,MICROSOMAL ANTIBODIES EA [AP, $13.16 
48,4802419,MICROSOMAL ANTIBODIES EA [AP, $13.16 
94,9427535,MIDAZOLAM 10MG/10ML INJECTION, $41.25 
94,9430869,MIDAZOLAM 10MG/5ML SYRUP, $45.00 
94,9428830,MIDAZOLAM 2MG/1ML SYRUP, $15.00 
94,9427550,MIDAZOLAM 2MG/2ML INJ, $35.00 
94,9427584,MIDAZOLAM 50MG/10ML INJECTION, $189.00 
94,9427568,MIDAZOLAM 5MG/5ML INJ, $35.00 
19,1905306,MIDFACE BIOABSORBABLE, $794.00 
94,9428863,MIDODRINE 2.5MG TABLET, $16.25 
94,9428871,MIDODRINE 5MG TABLET, $38.75 
94,9418138,MILK OF MAG ORAL SUSP 30ML, $13.75 
04,0437467,MILLS SURGICAL SHOES 1EA, $150.00 
94,9427626,MILRINONE 20MG/100ML D5W INJ, $500.00 
30,3003605,MIMIX BONE VOID FILL 2 GM," $1,065.00 "
94,9428947,MINERAL OIL ENEMA 133ML, $22.00 
94,9428905,MINERAL OIL LIGHT TOPICAL 10ML, $80.00 
94,9428939,MINERAL OIL ORAL 30ML, $12.00 
94,9428970,MINOCYCLINE 100MG CAPSULE, $17.00 
94,9465766,MINOCYCLINE 100MG INJ, $718.00 
94,9428988,MINOCYCLINE 50MG CAPSULE, $20.00 
94,9428996,MINOXIDIL 10MG TABLET, $22.50 
94,9429002,MINOXIDIL 2.5MG TABLET, $20.00 
94,9429010,MIRTAZAPINE 15MG TABLET, $31.25 
94,9429036,MIRTAZAPINE 30MG TABLET, $27.00 
94,9429127,MISOPROSTOL 100MCG TABLET, $26.25 
94,9429135,MISOPROSTOL 200MCG TABLET, $16.25 
94,9428103,MITOMYCIN 20MG INJECTION," $2,775.00 "
94,9428095,MITOMYCIN 5MG INJECTION," $1,380.00 "
94,9459371,MITOMYCIN 5MG OPHTHALMIC SOLUTION, $208.75 
08,0811307,MLC DEVICE(S) FOR IMRT," $1,319.00 "
12,1204270,MOD SED OTH PHYS/QHP <5 YEARS, $436.00 
12,1204288,MOD SED OTH PHYS/QHP 1ST 15 MIN >5Y, $355.00 
12,1204296,MOD SED OTH PHYS/QHP EA ADD 15 MIN, $269.00 
12,1204247,MOD SED SAME PHYS/QHP <5 YEARS, $110.00 
12,1204254,MOD SED SAME PHYS/QHP 1ST 15 MN >5Y, $59.00 
12,1204262,MOD SED SAME PHYS/QHP EA ADD 15 MIN, $56.00 
25,2522050,MOD. BARIUM SWALLOW EVAL, $930.00 
94,9429176,MODAFINIL 100MG TABLET, $155.00 
94,9429259,MOMETASONE 0.1% CREAM 15G, $157.00 
94,9429234,MOMETASONE 0.1% OINT 15G, $127.00 
94,9429242,MOMETASONE 50MCG NAS SPRY 17G, $623.00 
30,3010097,"MONITORING, BRAIN STEM/15 MIN", $234.00 
30,3010071,"MONITORING, FACIAL NERVE/15 MIN", $234.00 
94,9429275,MONTELUKAST 10MG TABLET, $56.25 
12,1215136,MORGAN LENS, $93.00 
94,9450156,MORPHINE 100MG CR TABLET, $91.25 
94,9427774,MORPHINE 100MG/100ML PCA INJ, $462.50 
94,9427840,MORPHINE 10MG/10ML PF INJ, $77.50 
94,9427865,MORPHINE 10MG/10ML PF PEDI INJ, $96.25 
94,9430844,MORPHINE 10MG/1ML INJ SYRINGE, $31.00 
94,9429309,MORPHINE 10MG/5ML SOLUTION, $13.75 
94,9420175,MORPHINE 15MG CR TABLET, $21.25 
94,9429341,MORPHINE 15MG IR TABLET, $11.25 
94,9427717,MORPHINE 15MG/1ML INJECTION, $31.25 
94,9429325,MORPHINE 20MG/ML ORAL SOL 1ML, $13.00 
94,9448986,MORPHINE 250MG/10ML PF INJ VL, $79.00 
94,9427675,MORPHINE 2MG/ML INJ 1ML CARPUJ, $36.25 
94,9400870,MORPHINE 30MG CR TABLET, $30.00 
94,9448655,MORPHINE 4MG/1ML INJECTION, $31.25 
94,9427683,MORPHINE 4MG/ML INJ 1ML CARPUJ, $36.25 
94,9464181,MORPHINE 500MG/50ML PCA INJ, $462.50 
94,9453879,MORPHINE 60MG CR TABLET, $76.25 
94,9427832,MORPHINE PF 5MG/10ML INJ, $97.00 
94,9429465,MOXIFLOXACIN 400MG TABLET, $158.75 
52,5280979,MRA ABDOMEN W OR W/O CONTRAST," $5,458.00 "
52,5280862,MRA CHEST W OR W/O CONTRAST," $9,081.00 "
52,5280854,MRA HEAD W/CONTRAST," $6,065.00 "
52,5280649,MRA HEAD W/O & W/CONTRAST," $6,648.00 "
52,5280847,MRA HEAD WITHOUT CONTRAST," $5,776.00 "
52,5280557,MRA LOWER EXT W OR W/O CONT LT," $6,011.00 "
52,5280565,MRA LOWER EXT W OR W/O CONT RT," $6,011.00 "
52,5280045,MRA NECK W/O & WITH CONTRAST," $7,488.00 "
52,5280797,MRA NECK WITHOUT CONTRAST," $5,700.00 "
52,5280631,MRA PELVIS W OR W/O CONTRAST," $9,081.00 "
52,5280276,MRA UPR EXT WITH OR W/O CONTRAST LT," $3,883.00 "
52,5280284,MRA UPR EXT WITH OR W/O CONTRAST RT," $3,883.00 "
52,5280961,MRI ABDOMEN W/O & WITH CONTRAST," $8,682.00 "
52,5280763,MRI ABDOMEN WITH CONTRAST," $8,580.00 "
52,5279542,MRI ABDOMEN WITHOUT CONTRAST," $5,417.00 "
52,5200084,MRI ANY JNT LOWER EXT W/CONTRAST RT," $4,844.00 "
52,5280060,MRI BRAIN/STEM W/O & WITH CONTRAST," $8,733.00 "
52,5280672,MRI BRAIN/STEM WITH CONTRAST," $7,281.00 "
52,5279476,MRI BRAIN/STEM WITHOUT CONTRAST," $6,758.00 "
52,5200019,MRI CHEST W/O AND WITH CONTRAST," $7,191.00 "
52,5280698,MRI CHEST WITH CONTRAST," $5,921.00 "
52,5279526,MRI CHEST WITHOUT CONTRAST," $4,918.00 "
52,5280813,MRI LOWER EXT ANY JNT W/O CONT LT," $4,626.00 "
52,5280755,MRI LOWER EXT ANY JNT W/O CONT RT," $4,626.00 "
52,5280938,MRI LOWER EXT NON JNT W/O CONT LT," $5,874.00 "
52,5200068,MRI LOWER EXT NON JNT W/O CONT RT," $5,874.00 "
52,5280748,MRI LOWER EXT NON JNT WITH CONT LT," $6,112.00 "
52,5279864,MRI LOWER EXT NON JNT WITH CONT RT," $6,112.00 "
52,5280946,MRI LWR EXT JNT W/O & W/CONT LT," $8,572.00 "
52,5200092,MRI LWR EXT JNT W/O & W/CONT RT," $8,572.00 "
52,5280391,MRI LWR EXT NON JNT W/O & W/CONT LT," $6,967.00 "
52,5280409,MRI LWR EXT NON JNT W/O & W/CONT RT," $6,967.00 "
52,5200050,MRI ORBIT/FACE/NCK WO & W/CONT," $8,675.00 "
52,5200100,MRI ORBIT/FACE/NCK WO & W/CONT," $8,675.00 "
52,5200126,MRI ORBIT/FACE/NCK WO & W/CONT," $8,675.00 "
52,5279484,MRI ORBIT/FACE/NECK NO CONTRAST," $5,390.00 "
52,5279872,MRI ORBIT/FACE/NECK NO CONTRAST," $5,390.00 "
52,5279898,MRI ORBIT/FACE/NECK NO CONTRAST," $5,390.00 "
52,5200043,MRI ORBIT/FACE/NECK W/CONTRAST," $5,903.00 "
52,5200118,MRI ORBIT/FACE/NECK W/CONTRAST," $5,903.00 "
52,5280680,MRI ORBIT/FACE/NECK W/CONTRAST," $5,903.00 "
52,5280821,MRI ORBIT/FACE/NECK W/CONTRAST," $5,903.00 "
52,5280912,MRI PELVIS W/O & W/CONTRAST," $9,753.00 "
52,5280714,MRI PELVIS WITH CONTRAST," $7,327.00 "
52,5279559,MRI PELVIS WITHOUT CONTRAST," $7,207.00 "
52,5279492,MRI SPINE CERVICAL W/O CONTRAST," $7,801.00 "
52,5200142,MRI SPINE CERVICAL WITH CONTRAST," $7,988.00 "
52,5280896,MRI SPINE LUMBAR W/O & W/CONTRAST," $9,639.00 "
52,5280706,MRI SPINE LUMBAR WITH CONTRAST," $7,235.00 "
52,5279518,MRI SPINE LUMBAR WITHOUT CONTRAST," $6,206.00 "
52,5279500,MRI SPINE THORACIC NO CONTRAST," $7,366.00 "
52,5280888,MRI SPINE THORACIC W/O & W/CONTRAST," $10,060.00 "
52,5280870,MRI SPINE THORACIC WITH CONTRAST," $7,570.00 "
52,5279443,MRI SPINE WITHOUT & WITH CONTRAST," $8,823.00 "
52,5279880,MRI TEMPOROMANDIBULAR JOINT(S)," $4,951.00 "
52,5280003,MRI TEMPOROMANDIBULAR JOINT(S) LT," $4,951.00 "
52,5280011,MRI TEMPOROMANDIBULAR JOINT(S) RT," $4,951.00 "
52,5280730,MRI UPPER EXT ANY JNT W/CONT LT," $5,852.00 "
52,5200191,MRI UPPER EXT ANY JNT W/CONT RT," $5,852.00 "
52,5280805,MRI UPPER EXT ANY JNT W/O CONT LT," $4,803.00 "
52,5200209,MRI UPPER EXT ANY JNT W/O CONT RT," $4,803.00 "
52,5200175,MRI UPPER EXT NO JNT W/O & W/DYE LT," $8,046.00 "
52,5200183,MRI UPPER EXT NO JNT W/O & W/DYE RT," $8,046.00 "
