Procedure ID,Description,Amount
625706,BLK AUG FEM DIST 10MM   ,7716
625707,COMPNT TIB KN REV 3 15MM,95262
625708,ROD EXFX HFFMN3 11X350MM,6410
625709,PIN HLF APX 120X4X30MM  ,1978
625710,POST EX FX 11MM 30D ANG ,3140
625711,INSERT 17 MEDIAL PIVOT  ,7287
625712,SIZER BREAST RND 465ML  ,1070
625713,SUTURE VCRYL #2 J618H   ,45
625714,CAGE GIZA 2-5D 14X23-32 ,100000
625715,SPACER BRGDE 38X32X14 8D,100000
625716,BIT DRL 1.8MM QRLSE STRL,1794
625717,GRAFT LUMBAR KIT LVL 1  ,35087
625718,CAGE XL 10D 50X18X12MM  ,83232
625719,DRESSING WND VAC VERAFLO,3741
625720,CATH INTR ANL2 6FR 55CM ,1372
625730,CATH GD CNVEY MODEL 5F  ,1297
625731,CATH GD CNVY MDL 5F FR3 ,1297
625732,CATH GD CNVY MDL 5F FL3 ,1297
625733,CATH GD CNVY MDL 5F AL2 ,1297
625734,CATH GD CNVY MDL5F LT3.5,1297
625735,CATH GD CNVY MDL 5F LT 4,1297
625736,CATH GD CNVY MDL 5F TIG3,1297
625737,CATH GD CNVY MDL 5F TIG5,1297
625738,CATH GD CNVY KMNY 5F    ,1297
625739,CATH GD CNVY MDL 5F MPA ,1297
625740,IMPLANT BREAST 110-150  ,9874
625741,IMPLANT BREAST 110-120  ,9874
625742,CAGE GIZA 2-5D 18-22MM  ,100000
625743,SPACER ALGRF LOPRO 20MM ,48552
625744,CMPNT FEM C RT KNEE     ,22862
625745,STEM HUM 12 PCOAT       ,35907
625746,SHAFT T8 STRDR QC 105MM ,2555
625747,DISCK PCM-V CERV LRG 8.0,73984
625748,PIN DISTRACTN 16MM      ,2955
625749,SCREW SPN VAR S/T 4X17MM,2750
625750,CATH BLNDL 4MM 150CM 120,5834
625751,STENT WLSTENT 14X60X100 ,10183
625752,STENT EPIC ILAC 10X40X75,11904
625753,STENT EPIC ILAC 10X60X75,11904
625754,STENT EPIC ILAC 12X40X75,12986
625755,STENT VSC 12X60MM 6F75CM,12986
625756,DRILL TWST SONIWLD 20X5 ,2792
625757,PLATE BN SS L168MM LCP R,16649
625758,HEAD FEM HIP +4X12/14X28,5101
625759,PLATE LCP CNDYL 4.5MM   ,20880
625760,SCREW CORT 3.5X12 CS12  ,819
625761,DYE TATTOO PRSNL LGT BRN,910
625762,BEARNG TIB OXFRD SM #4  ,14574
625763,HEAD HUM EQNX SHLDR 41MM,20669
625764,COMPONENT MED CAGE CMNT ,27116
625765,SCREW BN 4.5MM 14MM TI S,2510
625766,SURFACE ARTC NXG KN 20MM,13116
625767,SCREW 3.5X36 ANCHRG ANK ,1864
625768,SCREW ANKL FT LCK 3.5X20,2718
625769,SCREW BN ANKL 3.5X24MM  ,2718
625770,SCREW BN ANKL 3.5MM 26MM,3042
625771,SCREW BN ANKL 3.5MM 14MM,2486
625772,IMPLNT BRST GEL TXT525CC,11047
625773,SIZER BRST 475-570MLPRFL,1070
625774,SIZER BRST 650-780MLPRFL,1070
625775,SCREW MXFCL MIC 1.5X9   ,788
625776,STEM FEM 97MM TRLK BPS G,32276
625777,HEAD FEM 12 40 HIP CERM ,14573
625778,COMPNENT FEM LT P 8 STD ,22862
625779,SURFACE ARTC 13MM PERSON,13116
625780,STEM TIB PRSNA LT KN 5D ,13262
625781,DEVICE RMV TISS MYOSURXL,23003
625782,TUBE AQUILEX INFL 110   ,1978
625783,TUBE AQUILX INFL 111 SNG,468
625784,PACEMKR EVIA 3595-29    ,54762
625785,NAIL IM TI 12MM X 345MM ,14137
625786,BASEPLATE TIB BIOFM 2HL ,21517
625787,PATELLA 28MM KPON32MB   ,7287
625788,SCREW SPN ASPCT 4.5X14MM,1968
625789,PLATE SPN 40X10MM       ,73245
625790,LINER BIPOLAR 22M 40/41 ,3128
625791,GRAFT BN FRZDR SPCR 7MM ,14318
625792,GRAFT BN PTTY 2.5CC INJ ,5251
625793,ANCH SUT 2.3MM 2 BIORPTR,4275
625794,PEG THRD 2.5X14         ,882
625795,PEG FX 16X2.5 FP16      ,882
625796,PLATE INTGR LEVEL1 45MM ,51789
625797,SCREW 6.5X20 ANTGR CANC ,2616
625798,SCREW BN 6.5MM 24MM ANTR,2616
625800,LAPBAND B-2240          ,34976
625801,LAPBAND B-2265          ,34976
625802,SCREW 4MMX12MM MULTI AXI,13480
625803,SCREW SPINE 3.5X12MM    ,13480
625804,DRILL BIT 2.4MM         ,5522
625806,SET SCREW - TULIP SCREW ,984
625807,ROD PRECONTRD SPN 80MM  ,3542
625808,TAP DELTA HEX 1.7X3/4X95,6915
625809,TAP DELTA HEX 1.7X5/6X95,6915
625810,TAP DELTA 2.2X3/4X95    ,6915
625811,TAP DELTA HEX 2.2X5/6X95,6915
625812,TAP DELTA HEX 2.2X8/10X9,6915
625813,TAP DLTA HEX 1.7X3/4X130,6915
625814,TAP DLTA 1.7X5/6X130    ,6915
625815,TAP DLTA 2.2X3/4X130    ,6915
625816,TAP DLTA 2.2X5/6X130    ,6915
625817,TAP DLTA HEX2.2X8/10X130,6915
625818,CAGE SPNL 39X30X12MM ROI,59188
625819,SCREW ORTH 20MM 3MM CORT,2067
625820,HOLDER PLT BB-TAK THRD  ,2486
625821,BIT DRL CANN 3.0MM      ,3057
625822,SCREW BN 3MM 32MM LOPRO ,2067
625823,SCREW LOCKING AR-8933L12,2067
625824,SCREW LCK 3.0X16        ,2067
625825,SCREW CORT LCK BN 3X18MM,2067
625826,PLATE MTP SHRT LT       ,13806
625829,BLADE SHVR INC+ ELITE4.5,1794
625831,CANNULA 8.5X110MM CT    ,815
625832,PASSER ACPS 70D         ,2201
625833,SUTURE ULTRBRD #2 38IN  ,605
625834,SRFC ARTC G-H/7-10 50MM ,24288
625835,LEAD PCNG TLDA PSSVE J  ,8215
625836,SPACER SPNL 55X22X14MM 1,73984
625837,SET INTRO SLVA KOLENDA  ,3158
625838,STEM FEM 190MM 17MM TPR ,24946
625839,BLADE SS FLX RADL OSTME ,4666
625840,STENT BIL 10X25X750MM   ,11108
625841,STENT XPRS PM 10X40X75  ,11108
625842,GIRDLE CMPR SHRT 3IN SM ,735
625843,GIRDLE SUPPORT XLG ELAS ,1543
625844,SUPPORT GRDLE MED 2 ZPR ,735
625845,SCREW SPN XIA 5.5X40MM  ,16727
625846,ROD SPNL TI XIA 30MM    ,3542
625847,ROD SPN TI XIA 35MM     ,3542
625848,BIT DRL 2.0MM AR-8944-22,2486
625849,PLATE SPN FUS CORE 12MM ,59188
625850,PLATE SPN FUS TABS 12MM ,36992
625851,CORE AILRN PST 132-536-1,59188
625852,CORE AILRN PST 132-536-2,36992
625853,SCREW SET AILRON POST   ,3936
625854,CATH GD RUBICON 35/135CM,2862
625856,SCREW LOCK 04.015.535S  ,2564
625857,SZR BREAST 480ML RND MSR,1070
625858,SCREW BNE 20X45 2.5     ,1273
625859,BSKT STN RET M0063303060,4355
625860,STEM FEM HIP KAR 220X20 ,74021
625861,STEM FM 10 STD TRLK OFST,33620
625862,PLATE SPN ASPCT1LVL 16MM,18695
625863,SCREW BN 5.5MM 35MM 4.5M,14169
625864,ROD SPNL TI 100MM 5.5MM ,3542
625865,SHEARS LAPSCP CRV TIP AD,6121
625866,SCREW POLYAXIAL 6.5X50  ,14169
625867,ROD CNTRD 45X5.5        ,3542
625868,ROD CNTRD 5.5X50        ,3542
625869,SPACER SPN TT 30X10MM   ,49940
625870,LINER ACTB HIP 60X36MM  ,8454
625871,ROD PRBNT 100MM         ,3542
625872,BLADE FASCIAL SPLITTING ,11269
625873,STEM FEM 1 STD TRLK OFST,33620
625874,PLATE ANT CSPN 32MM     ,19679
625875,SHEATH CATH 65CM TUN PSR,1978
625876,SPACER SP 14MM ASMBLY   ,73245
625877,IMPLANT BRST 400ML STY40,9874
625878,IMPLANT BRST 460ML STY40,9874
625879,IMPL BREAST 25-40501    ,9874
625880,SCREW BONE POLY L40MM OD,14169
625881,SCREW SPNL MAS 6.5X40   ,17219
625882,SCREW SPNL MAS 6.5X45   ,17219
625883,ROD CD HRZN SLRA 5.5-6.0,3542
625884,SCREW SET BRK OFF 5.5   ,1506
625885,CAGE SPN 60X18X10MM CRNT,83232
625886,SCREW BNE TI L35MM OD6MM,14169
625887,ROD SPNL 40MM PRELRD LN ,3542
625889,PLATE TI LCK WDG BN LT  ,9430
625890,PLATE LCK RT PROX MTRSL ,9430
625893,SPACER PEEK 7D 14X11X7MM,20346
625894,SPACER CERV 14X11X9 LS  ,20346
625895,NAIL TIBIAL 04.004.446S ,14137
625896,SCREW BN 4MM 35MM P-AX 5,14169
625897,IMPLANT BRST 9.3CM 175ML,11047
625898,IMPLANT BRST 9.6CM 190ML,11047
625899,SIZER BRST CLSSC 180CC  ,1978
625900,COMPONENT FEM 55MM RT KN,28241
625901,CMPNT FEM 360D 65 VNGRD ,65922
625902,STEM  KNEE V2 16MMX80MM ,15346
625903,AUGMENT FEM VNGRD 360 KN,11776
625904,EXTENSION STEM 80MM 15MM,15345
625905,TRAY TIB KN VNGRD 71MM  ,25210
625906,VANG SSK PSC TIB BRG 12X,25044
625907,HEAD FEM LG 14/16 +5 36 ,6558
625909,BLN URE URMX 6-4X6X75   ,4945
625910,CATH 6250V-EH ATTAINCMND,5094
625911,KIT BN MRRW ASPRATE CONC,16954
625912,IMPLANT BREAST160ML 40  ,9874
625913,IMPLANT BRST 180ML STY40,9874
625914,IMPL BRST RND 200ML     ,9874
625915,IMPLANT BRST 400ML 410  ,14494
625916,IMPLANT BRST 450ML 410  ,14494
625917,PLATE DISTAL HUMERUS 3.5,13230
625918,SCREW CORT 3.5X28       ,1064
625919,EXPANDER TISS LO 300ML  ,14675
625920,EXPANDER TIS 133LV-16   ,14675
625925,LINER ACTB 45D 5.7X46X28,10930
625926,SHELL ACTB HOLE POR 46  ,15136
625927,SCREW BN SPN LG 12MM ANT,3936
625928,PLATE CERVICAL 1 LVL 20M,19678
625930,NAIL LT NLEX 11MM 42CM  ,15768
625931,STEM FEM LPS KN 125X14MM,54465
625932,INSERT TIB UNIV HIN XSM ,42795
625933,ICD VIVA XT CRT-D DF1   ,100000
625934,ICD VIVA XT CRT-D DF4   ,100000
625935,PLATE DIST RAD 2.4 7H 7H,12037
625936,GUIDE 1.8MM THRD LCP SUR,5094
625938,KIT PCM 1               ,90631
625939,PLATE 54MM BN ANT CSPN  ,18695
625941,PLATE BNE 316L SS 1.3MM ,2978
625942,SCREW BNE 316L SS L7MM O,1010
625943,SCREW BNE 316L SS L8MM O,1010
625944,SCREW BNE 316L SS L9MM O,1010
625945,SCREW BNE 316L SS L6MM O,1010
625946,CTHGD RNWY 6F RDIL      ,1183
625949,PLATE DISTAL RAD SM     ,11713
625950,DEVICE SUT 5.5MM F-T KNT,5855
625951,CNTRLZR STM HIP DIST 12 ,1901
625952,BLN STRLG ESRX3.5X40X145,5094
625953,CATH MUST 12MM 60MM 75CM,2853
625954,GUIDE NAR TRGT RDLCNT AS,12306
625955,BEARNG MNSCL RT MD 8    ,7287
625956,CATH GD 90D SHRT CRV25.6,4992
625957,STEM FEM 150MM 19MM TPR ,27548
625958,CONE FEM 60MM ACS B STD ,68182
625960,SCREW TI 14MM 3MM CRNMXF,1662
625961,STEM FEM PRIM COLR 135MM,21517
625962,STENT NASAL INTFR PROPEL,11664
625963,BLNCUT BSPRF 2X15X140   ,9538
625964,BLNCUT BSPRF 2.5X15X140 ,9538
625965,BLNCUT BSPRF 3X15X140   ,9538
625966,BLNCUT BSPRF 3.5X15X140 ,9538
625967,BLNCUT BSPRF 4X1.5X140  ,9538
625968,MESH MTRX PSM 15X10CM   ,30361
625969,BRST  SMTH MDRT GL 445CC,9862
625970,BRST  SMTH MDRT GL 470CC,9862
625971,BRST  SMTH MDRT GL 490CC,9862
625972,BRST  SMTH MDRT GL 510CC,9862
625973,BRST  SMTH MDRT GL 555CC,9862
625974,IMPLANT BRST GEL 595ML  ,9862
625975,IMPLANT BRST GEL 640ML  ,9862
625976,PLATE STD 44X2.4X2.7MM  ,10109
625979,SCREW CORT S/T 4.5X85MM ,288
625980,SCREW CORT S/T 4.5X60MM ,288
625981,SCREW CORT S/T 4.5X65MM ,288
625982,PLATE ASXOX LT 130MM 2HL,16480
625983,SCREW CORT S/T 4.5X90MM ,288
625990,SCREW V-AX ORTH 3.5X12MM,326
625991,PLATE INS SPNL AXL 36/10,73245
625992,GUIDE SURG OD2 THRD DE  ,7203
625993,PLATE 3.5 LCP MED DISTAL,12286
625994,SCREW BNE L26MM OD4.0MM ,349
625995,PIN FX ORTH COLR SS LNG ,4483
625999,MATRISTEM MICRO 1MG 500 ,32
626005,PLATE SPN AFFIX 2 35MM  ,62692
626006,IMPLANT BRST 600ML 17CM ,11047
626007,IMPLANT BRST 700ML 17.9 ,11047
626008,BLADE SHAVER 180MM 4MM  ,2085
626009,PASSER ACPS UPBND 45D   ,2201
626010,ANCH SUT 2.3MM 2 CRV BIO,4275
626011,COMPNT FEM RT KN SZ5    ,21517
626012,COMPNT TIBTRY SZ5 KN    ,14573
626013,INSERT TIB KN SZ5 12MM  ,10930
626014,STNT/GFT EPRSTH 14CM 26 ,100000
626015,STNT AAA EXLDR 18X13.5CM,68175
626016,STNT AAA EXLDR 27MMX10CM,68175
626018,SHEATH INTRO ULT 13X10.5,1372
626019,CAGE VISTA-S PARA 11X14 ,17711
626020,PLATE 26 TI 1 LVL TRNC S,19679
626021,LEAD VNTRC LT CLRTY 87CM,21741
626023,CAGE SPN CRNT W 55X8X2  ,76907
626024,STEM FEM KN LPS 125X16MM,44288
626025,LINER ACTB OO NTRL 64X40,13349
626026,NICU LEVEL I ADJ        ,8975.25
626027,SHELL ACTB MLHL OO 64MM ,18155
626028,STEM FEM 21.0MM LG JNCTN,49704
626029,STEM FEM CONE W/CLLR F45,49301
626030,GWIRE TEAR DRP 3MM 100CM,3323
626031,PLATE 4.5 16H/RT 350MM C,20373
626032,SUTURE QL 2-0 3/8 CR 24 ,497
626033,SUTURE PDO RA-1029Q     ,497
626035,SCREW SPN PRCPT 6.5X35  ,20346
626036,ROD SPN PRCPT PRBNT 35MM,3542
626037,IMP HMRLCK MED          ,6287
626038,SCREW HMMRLCK 16MM SM   ,6287
626039,BIT DRL 2.4MM           ,2110
626040,FILLER BONE CDS 10CC    ,14373
626041,INTERBDY INCITE ANCHORED,33293
626042,SPACER PEGASUS 22-7224  ,20346
626043,STEM FEM STD TRLK OFST  ,33620
626044,CAGE SPNL CRNT CNTOR    ,15940
626045,SPACER SPN CRNT 17X14X5 ,15940
626047,STEM FEM 7 STD TRLK OFST,32276
626048,NAIL IM 135DDX300 LT FEM,17239
626049,PLATE .25 TBLR 31X7X1 4H,1138
626050,PLATE LCP 222.656       ,17968
626051,POST EXFX CANN CNN 2.5MM,2670
626052,NUT EXFX CANN PST 2.5MM ,4347
626053,SCREW LCKNG BN 5X70MM   ,1565
626054,SCREW BN LCKNG 5.0X60MM ,1565
626055,SCREW AXSOS 5X38MM      ,1565
626056,STAPLER RELOAD VASC 30MM,4559
626057,RESTRCTOR CMNT HIP 25MM ,1428
626058,RESTRICTOR CMNT BUCK    ,1428
626059,PLATE Y 5 HOLES TI MATRI,3270
626060,SLEEVE DRL 12MM 8MM NS  ,3694
626061,SPACER SPNL 12MM SOLUS 1,65546
626062,SPACER SOLUS LG 12D 14MM,100000
626063,GRAFT BN NEXOSS BIO 5ML ,10502
626065,LINER ACTB EP-108426    ,14573
626066,CONE FEM 70MM ACS B STD ,59030
626067,PLATE MESH MALLEABLE SMA,15400
626068,IMPLANT BRST280ML12X11.3,15702
626069,IMPLANT BRST315ML12.5   ,15702
626070,IMPLNT BRST3X12.2 355ML ,15702
626071,PLATE BN RT 8HL 150X4MM ,15558
626072,SCREW CORT S/T 3.5X14MM ,267
626073,SCREW CORT S/T 3.5X20MM ,267
626074,PIN FX TROC PNT 1END 2MM,382
626075,STEM FEM HIP STD 190MM  ,100000
626076,LINER ACTB TNDM 57X28   ,14573
626077,STEM FEM 5 TRLK HIP OFST,32276
626079,SCREW BNE EXPEDIUM 5.50 ,13775
626080,SPACER T-PAL 28X10X9MM  ,49940
626081,SCREW BN 3.5MM 38MM 15D ,1864
626082,ROD POSITION SNGLE USE  ,2097
626083,JOINT SMART TOE 19MM MTP,16703
626084,SPACER SPNL 15X12X7MM SM,15940
626085,G/WIRE 038 AMPTZ STF    ,731
626086,PLATE NAR 51MM SS 2.4MM ,11601
626087,SYSTEM SHNT 3PC 110CM   ,63576
626088,BLADE CLPR MDCLP 70851  ,92
626089,BLADE SRG CLPR 70845    ,88
626090,LINER XLPE 32X56        ,35907
626092,SCREW SPN PAX 8.5X55X5.5,14169
626093,SPHNTM 20MM 7MM 4FR     ,2286
626095,SPACER VST-S 7D 11X11X5 ,20346
626096,SHELL ACTB SNPLK 62MM3HL,14793
626097,LINER ACTB ESCLD 62X36+0,12388
626098,STEM FEM OFST HIP SZ8   ,29108
626099,HEAD FEM BIOLX 12/14X36 ,11659
626100,PLATE ANT CSPN 4LVL 76MM,18695
626101,CUP HUM 42MM DLT +6MM   ,14574
626102,HEAD HUM SHLDR 42MM     ,20576
626103,SCREW ACTRK AT2-M24-S   ,6653
626105,CONE FEM 60MM ACS C STD ,68182
626106,BOLT ORTH 250MM 16MM ACS,38637
626109,CABLE EKG CV QDTRD 9371A,12306
626110,CABLE EKG ADV FLTR 70121,12306
626125,INTRODUCR LD SCOUTPRO   ,2076
626126,CATH GD HK CRV 7.3X8.7FR,5094
626127,SCREW BNE SS L32MM OD4.0,349
626128,SCREW HND WRST13X1.7 XFT,917
626129,SCREW INTRFX 8-10X30    ,3333
626130,DVC PGA-PCL STRATAFIX 3 ,731
626131,SCREW CANC 6.5 20       ,1331
626132,STEM FEM HIP 150X12MM   ,32612
626133,SCREW ACTB SPHRCL 25X6.5,1331
626134,SHELL ACTB MLHL RD 53MM ,26988
626135,PORT SEALS LL Y CONN    ,346
626136,HEAD HUM SHLDR 21X48X21 ,21786
626137,SHELL ACTB CONTIN OO 64M,17483
626138,ANCHOR SUT OD2.3 BIORAPT,3196
626141,SCREW SLF DRL 1.5X5     ,4715
626142,SCREW BNE ER 1.7X4      ,4715
626143,DEVICE TISSUE RMVL MYOSR,7203
626144,REVERSE BDY SM AND REVER,23260
626145,BASEPLATE 15MM SHLDR INT,18883
626146,SCREW CANN CORT 3.5X22  ,957
626147,SCREW CANN CORT 4X14    ,2382
626148,BIT DRILL 2.5MM SHLDR IN,2437
626149,BIT DRILL 2.8MM SHLDR   ,1977
626150,PLATE MNDB THRDLCK 1MM  ,7122
626151,SCREW ALOY LCK 7X2MM    ,1832
626152,SCREW BN 2MM 5MM TI ALOY,1832
626153,SCREW ASPCT SLFDRL 4X12 ,1968
626154,CATH GD ACUITY 8FR 49CM ,5094
626155,DEVICE SPC RET TISS6.5MM,10461
626156,KIT ARTHSCP FX EBTN CL 1,5094
626157,HEAD HUM TALL 44MM      ,20669
626158,CMPNT GLENOID SM PG ALPH,14574
626159,COMPNT GLND MED PEG EQNX,14574
626161,SUTURE LBRALTPE 36IN 1.5,1715
626162,IMPLANT BRST 410ML 15.5 ,14494
626163,STEM FEM FC 8 13.5X200  ,62788
626164,SCREW CORT 2.0MM L14MM  ,412
626165,GDPN ORTH 2.7MM VERSIT  ,5114
626166,SCREW CORT S/T 2X11MM   ,412
626167,SCREW BNE 2.0X22        ,412
626169,SCREW CANN 3X30MM       ,2433
626170,SCREW QFIX 2.0X12       ,4234
626171,SCREW BN AR-8930-14     ,3888
626172,GW TROC TIP .45X5.91IN  ,313
626173,SCREW LP LOCKING 3.0X26 ,2067
626174,PLATE T LCKNG 4HL 3MM   ,13806
626175,CATH OCL CODA 9F 120CM  ,6382
626176,SCREW SHLDR 5.5X35MM    ,691
626177,SCREW SHLDR LCK 4.5X35MM,957
626178,STEM PRSS FIT SHLDR SZ10,16359
626179,COMPNT GLNOSPHR SHLD 5MM,14573
626180,LINER POLY SHLDR SZ3    ,11374
626181,STEM HIP COCR5X12/14X135,21517
626182,CNTRLZR DIST 13 RCHRD   ,1901
626183,SUTURE PE POLY FBRWR2 38,1517
626184,MATRISTEM PLVC 10X7CM   ,26985
626185,RESTRCTOR CMNT HIP 30MM ,2226
626186,CUP ACTB SECT 2 PNCL 58 ,13116
626187,INSERT ACTB NEUT 58X36MM,8454
626188,SCREW BN 5.5MM 35MM 6.5M,14169
626189,SURF ARTC 11MM PRSNA6-9 ,13116
626190,HEAD FEM HIP BI 1.5 28MM,14355
626192,GRAFT BN DBM ALMX C 10ML,12752
626193,GRAFT ALMTR C PTTY 10CC ,12752
626194,LINER ACTB HIP 38MM     ,16138
626195,INSERT MDM X3 FOR LNR22 ,16138
626196,SCREW BN 5.5X45MM PRCPT ,19678
626197,STNT GFT ZNTH 80X32X12MM,38012
626198,PIN GUIDE 2.0MMX150MM CO,1340
626199,PLATE 2.0 LC DCP 6H 39  ,3143
626200,SCREW CORT 1.5X18       ,412
626201,CAGE SPNL 50X22X6MM CRNT,83232
626202,CATH SURG 135CM 2.4F ASH,9045
626203,CATH GD 2.6FR 135CM OTW ,9045
626204,CATH GD MIC 2.8-2.6FR   ,9784
626205,CATHETER GD .014IN MIC 2,9784
626206,INTRODUCER SHTH 8FR 5CM ,1978
626208,SCREW SPN CANNLTD 6.5X45,16727
626209,CAGE SPNL 15X12X6MM CRNT,15940
626210,SCREW BN 1.5MM 44MM SLFD,1368
626211,PLATE FACIAL UN3 STRT 16,3685
626212,GRAFT LINK CNSTRCT 60-80,29849
626214,ACTB 46MM MHL HIP       ,14671
626215,STEM FEM SMT SZ 1 HI    ,33620
626216,PLATE FRAG LG 278X4.5MM ,20089
626217,SEALANT SURG 8ML VASC   ,10782
626218,PLATE 80MM TI 4 LVL     ,18695
626221,COMPNT TIBIA 00584200401,14573
626222,COMPNT FEM 00584201601  ,27300
626223,SURFACE ARTC 00584202408,10202
626225,ROD SPN  SDLDNG 6.35-5.5,11807
626226,SCREW P-AX 5.5X50X4.5MM ,14169
626227,SCREW P-AX 5.5X50X5MM   ,14169
626231,STEM HDNK OMFT 50-0735  ,18828
626232,CUP ACTB TRDNT HIP 52X32,11659
626233,HEAD FEM CTAPR +5MM 32MM,10930
626234,SPACER FEM HIP OMFT 10MM,1369
626235,LINER 32ID SZD DEX 10DEG,14573
626236,HEAD FEM MOD 32MM PLUS3 ,5363
626237,TAP SURG HEX DRL 2.2X6MM,6065
626238,CAP SHLDR MED 05-0009   ,5903
626239,NAIL- IM L360 OD10 TIB  ,14137
626240,SCREW ADOL P-T 5X85MM   ,2216
626241,SCREW ADOL P-T 5X90MM   ,2216
626242,SCREW SPN PRECEPT 7.5X50,20346
626243,ROD PREBNT PRECPT 110MM ,5904
626244,BIT DRL MICRO ASNS 2.1MM,3407
626245,KIT ANCHOR BTB BUTTON   ,5265
626246,BUTTON TIB FXN TGHTRPE  ,1871
626247,PIN FX SHLDR OPN TGHTRP ,2538
626248,CATH EP BDI75TCDFRT     ,12306
626249,CATH EZ STEER 4 D/F     ,10756
626250,NAIL TRGN  RT RSE 10X42 ,31807
626251,PLATE 37.8X16X2.5MM L2  ,18134
626252,NAIL LONG KIT R1/5 TI LE,21319
626253,INSERT TIBIAL 1880-3312 ,20979
626254,CAGE IMP CRNT 6X26X8    ,41616
626255,SURFACE ARTC NXG 10MM5-6,10930
626256,PLATE SNGLE BND BRWN 4MM,8856
626257,PLATE SPN 8MM           ,8856
626258,PLATE SECURESPN 4MM     ,8856
626259,GRAFT BN PRSPC 5D 6MM   ,12377
626260,GRAFT BN ALGRF 8MM      ,12377
626261,SCREW SPN SLFDRL 2X4MM  ,984
626262,SCREW SPN 8MM           ,984
626263,BIT DRL SECURESPN 6MM   ,731
626264,STEM FEM STD MC 13X140  ,30258
626265,TRAY TIB SZ5 LT MED     ,14573
626266,SURFACE ARTC 5 H12MM    ,11659
626267,GRAFT BN FRZDR ASEP 8CM ,8993
626268,SPACER SPN ANT CRV 7MM  ,20216
626269,KWIRE FX 2.5X70MM       ,990
626270,EXPANDER BRST 240ML     ,14615
626271,SCREW 2.4X10 CORT ST    ,639
626272,KIT CATH BCKSTP GEL 3FR ,5316
626273,CUTTER SURG 9.5MM FLPCTT,5094
626274,IMPLANT BRST CHSV 180ML ,12281
626275,ALLODERM 1SQCM          ,386
626276,CATH IMPELLA CP PUMP SET,100000
626277,PLATE 3 LVL HELIX  52MM ,18695
626278,SCREW BN 23X8 ACL BTNDS ,16667
626279,ANCHOR SUT 4.5 BCMPS PSH,6702
626280,FORCEPS BX TRNLMN BIL   ,8085
626281,PLATE LCP 3HL 73X2.7/3.5,7340
626282,SCREW SPN FRTX 6.5X30MM ,16727
626283,SLEEVE CONN PSA IS4/DF4 ,2201
626285,INTRO SHTH GD CRV EP 004,5907
626286,COMPNT PSN VE R7-12GH 10,14793
626287,TROCAR ENDO TEAL 10.5MM ,1970
626288,SPACER LRDTC 12 22X40MM ,30334
626289,CAGE SPN 22X41-67MM     ,95671
626290,PLATE SPN 2LVL HALO 96MM,74354
626291,SCREW XCORE 2TI 018 022 ,1257
626292,MESH MTRX THICK 15X10CM ,43373
626293,PLATE XLNG 134X2.7/3.5MM,14417
626294,SCREW MTPHSL T8 2.7X38MM,662
626295,SCREW MDFT T8 2.7X60MM  ,1725
626296,PLATE LCP MED 2H 82 LT  ,14417
626297,SCREW S/T LCK T8 40MM   ,1725
626298,SCREW LCP MDFT 2.7X44MM ,1725
626299,SCREW BN 2.7MM 46MM SS  ,662
626300,SCREW 2.7MM 46MM LCP SS ,1725
626301,PLATE 0D MED52X2.4/2.7MM,11404
626302,SCREW CANN 4.5X32 PT    ,2538
626303,SCREW CANN 4.5X40       ,2538
626304,WASHER CANNLTD SCREW 10M,806
626305,ROD SPNL TI 50MM 5.5MM  ,3542
626306,IMPLANT BRST 410ML 410  ,14494
626307,IMPLANT BRST 445ML 410  ,14494
626308,SCREW VAR LCKNG 3.5X80MM,2061
626309,SCREW CANN THRD 3.0X36  ,2517
626310,SCREW CANN THRD 3.0X34  ,2517
626311,SCREW CANN THRD 3.0X32  ,2517
626312,SCREW CANC 6.5X100X32   ,566
626313,PLATE VAR ANG 4HL 87X3.5,19363
626315,SUPPORT GRDL XXL 3IN    ,735
626316,GIRDLE SUPPORT LG ELAS 2,1543
626317,NEEDLE FR EYE #3 2129-03,144
626318,ICD EVERA XT DF4 DVBB1D4,100000
626319,FILLER BN CERAMENT 10ML ,37214
626320,SPACER SP 11MM TLIF MED ,41616
626321,SPACER SP 12MM MED TPR  ,46240
626322,MANIPULATOR PRO SZ 37MM ,1820
626323,STEM HUM SHLDR  PRCT16MM,42315
626324,HEAD HUM 18 56 ECNTRC GL,17066
626325,CMPNT GLND 56MM GLBL    ,17362
626326,STYLET PCNG LEAD 6091-53,585
626327,SCREW CANN 4.5 X 50 FT  ,2538
626328,SCREW CANN 4.5 X 44 FT  ,2538
626329,SCREW CANN 4.5 X 42 FT  ,2538
626330,PUTTY BN DBX 2.5CC      ,5610
626331,COMPNT TIB NTRL KN SZ2  ,33661
626332,EXTENSION STM KN 110MM  ,12927
626333,INSERT TIB KN SZ2 14MM  ,10930
626334,APPLIER OMNSPN MNSCL RPR,4462
626335,SYS MNSCL REPAIR 27DG   ,4320
626336,SYS MNSCL REPAIR 12DG   ,4320
626337,SCREW CANN 4.5X36       ,2538
626338,TMPLT BNE 240 3.5 ROD   ,2119
626339,SCREW BN 4MM 2.4MM 12MM ,14169
626340,SCREW CANC POLY 4.0MM   ,8887
626341,MARKER SURG LNG BD PDCL ,2812
626342,MARKER SURG SM BD PDCL  ,2812
626343,CAGE CORE 16X23-35MM    ,95671
626344,ROD SPNL TI 300MM 5.5MM ,3542
