Hospital Name:  Mercy St Francis SF,,,
OSHPD Facility No: 106380960,,,
"Effective Date of Charges: July 1, 2018",,,
,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator
4720071,NCV SENSORY ARRAY EA LIMB, 178.00 ,
4720072,NEEDLE EMG 1 EXTREMITY   , 454.00 ,
4720073,NEEDLE EMG 2 EXTREMITIES , 639.00 ,
4720074,NEEDLE EMG 3 EXTREMITIES , 792.00 ,
4720075,NEEDLE EMG 4 EXTREMITIES , 901.00 ,
4720076,NERVE CONDUCT 1-2 STUDIES, 380.00 ,
4720077,NERVE CONDUCT 3-4 STUDIES, 485.00 ,
4720078,NERVE CONDUCT 5-6 STUDIES, 562.00 ,
4720079,NERVE CONDUCT 7-8 STUDIES, 744.00 ,
4720080,NERVE CONDUCT>=13 STUDIES," 1,141.00 ",
4720081,NERVE CONDUCT11-12STUDIES, 995.00 ,
4720082,NERVE CONDUCT9-10 STUDIES, 908.00 ,
4720083,BIOPSY/PUNCTURE TRAY     , 167.00 ,
4720084,CHIBA NEEDLE             , 129.00 ,
4720085,CRAWFORD NEEDLE          , 37.00 ,
4720086,EPIDURAL ANESTH TRAY     , 38.00 ,
4720087,EPIDURAL CATH            , 167.00 ,
4720088,NEEDLE GREENE            , 93.00 ,
4720089,NEEDLE GUIDE SET         , 74.00 ,
4720090,PT PROGRAMMER KIT        , 377.00 ,
4720091,REFILL KIT PAIN PUMP     , 40.00 ,
4720092,RFK DISP NEEDLE          , 64.00 ,
4720093,SPEC TECH NEEDLE         , 103.00 ,
4720094,UNIVERSAL BLOCK TRAY     , 25.00 ,
4720100,IMP NEUROSTIM LEAD EXTEN ," 1,444.00 ",
4720101,IMP NEUROSTIM LEAD KIT   ," 3,350.00 ",
4720102,ANALSP INFPMP W/REPRG&FIL, 656.00 ,
4720103,ANALZ SPINE PUMP W PROG  , 515.00 ,
4720104,ANES CELIAC PLEXUS INJ   , 959.00 ,
4720105,ANES LUMBR/THORACIC INJ  , 959.00 ,
4720106,ANES STELLATE GANGL INJ  , 959.00 ,
4720107,ANES/STE EPI C/T ADDL LVL," 1,845.00 ",
4720109,ANES/STE EPI C/T SNGL INJ," 1,884.00 ",
4720110,ANES/STE EP C/T SNG IN BI," 1,884.00 ",
4720112,ANES/STE EPI L/S ADDL LVL," 1,423.00 ",
4720113,ANES/STE EPI L/S SNGL INJ," 3,093.00 ",
4720114,ANES/STE EP L/S SNG IN BI," 3,093.00 ",
4720115,ANES/STE PLNT DIG NRV INJ, 547.00 ,
4720116,ANLSPINFPMP W/MDREPRG&FIL, 656.00 ,
4720117,ARTHROCEN ASP INTER JT WO," 1,337.00 ",
4720118,ARTHROCEN ASP MAJOR JT WO," 1,651.00 ",
4720119,ARTHROCEN ASP SMALL JT WO," 1,287.00 ",
4720120,AXILLARY NERVE INJ       , 941.00 ,
4720121,BRACHIAL PLEXUS CONT INF , 956.00 ,
4720122,BRACHIAL PLEXUS INJ SGL  , 941.00 ,
4720123,CERVICAL PLEXUS INJ      , 941.00 ,
4720124,CHEMODENE MSC FAC CERV BI, 474.00 ,
4720125,CHEMODENER LARYNX MSC EMG, 505.00 ,
4720126,CHEMODENERV >=5 MSC 1 EXT, 505.00 ,
4720127,CHEMODENERV >=5MSC EA ADD, 492.00 ,
4720128,CHEMODENERV >=6 MSC TRUNK, 505.00 ,
4720129,CHEMODENERV 1-4 MSC 1 EXT, 505.00 ,
4720130,CHEMODENERV 1-4MSC EA ADD, 492.00 ,
4720131,CHEMODENERV 1-5 MSC TRUNK, 505.00 ,
4720132,CHEMODENERV NECK MSC UNI , 492.00 ,
4720133,CHEMODENERVTN MUSCL FACL , 473.00 ,
4720134,DESTR NEUR CELIAC PLXS   ," 2,205.00 ",
4720135,DESTR NEUR PER NRV/BRANCH," 1,343.00 ",
4720136,DESTR NEUR PUDENDAL NRV  ," 1,343.00 ",
4720137,DESTR NEUR TRI 2/3DIV RAD," 2,745.00 ",
4720138,DESTR NEUR TRI NRV 2/3DIV," 2,745.00 ",
4720139,DESTR NEUR TRIGEM NRV    ," 2,745.00 ",
4720140,DESTR NEURLYT INTRCSTL   ," 2,647.00 ",
4720145,EPIDURAL BLOOD PATCH     , 991.00 ,
4720146,LYS EP ADH MULTI PERC/DAY," 2,551.00 ",
4720147,FACET JT NRV C/T ADD BIL ," 4,606.00 ",
4720148,FACET JT NRV C/T DEST BIL," 15,421.00 ",
4720149,FACET JT NRV C/T DEST SNG," 10,281.00 ",
4720150,FACET JT NRV C/T ADD JNT ," 3,071.00 ",
4720151,FACET JT NRV L/S ADD BIL ," 4,006.00 ",
4720152,FACET JT NRV L/S DEST BIL," 15,260.00 ",
4720153,FACET JT NRV L/S DEST SNG," 10,174.00 ",
4720154,FACET JT NRV L/S ADD JNT ," 2,670.00 ",
4720155,FACET JT/NRV C/T 2ND LVL ," 4,645.00 ",
4720157,FACET JT/NRV C/T 3RD+ LV ," 5,067.00 ",
4720159,FACET JT/NRV C/T SNG INJ ," 4,223.00 ",
4720161,FACET JT/NRV L/S 2ND LVL ," 5,807.00 ",
4720163,FACET JT/NRV L/S 3RD+ LVL," 6,335.00 ",
4720165,FACET JT/NRV L/S SNG INJ ," 5,279.00 ",
4720167,FEMORAL NERVE INJ SGL    , 505.00 ,
4720168,FEMORAL NRV CONT INFUSN  ," 2,205.00 ",
4720169,INJ GREATER OCCIPITAL NRV, 941.00 ,
4720170,IMP/REV/REPOS EPI CATH   ," 6,140.00 ",
4720171,IMPLANT NEUROELECTRODES  ," 13,959.00 ",
4720172,INJ TRIGGER PT >= 3 MUSC , 443.00 ,
4720173,INJ TRIGGER PT 1-2 MUSCL , 392.00 ,
4720174,INTERCOSTAL NRV INJ SGL  , 941.00 ,
4720175,INTERCOSTAL NRVS INJ MULT, 925.00 ,
4720177,INTERVRT DISC DX ASP PERC, 981.00 ,
4720178,LUMBAR PUNCTURE DIAGNOSTC," 1,080.00 ",
4720179,NEUROLYT INJ/INF EPI C/T ," 2,287.00 ",
4720180,NEUROLYT INJ/INF EPI L/S ," 2,287.00 ",
4720181,NEUROLYT INJ/INF SUBARACH, 991.00 ,
4720182,OTHR PERIPH NRV/BRNCH INJ, 505.00 ,
4720183,PLANTAR DIGIT NRV DESTR  , 547.00 ,
4720184,SACROIL JT TX W/WO ARTHRO," 2,234.00 ",
4720186,SCIATIC NRV CONT INFUSN  ," 1,854.00 ",
4720187,SUPRASCAPULAR NERVE INJ  , 941.00 ,
4720188,INJ ANES NERVE TRIGEMINAL, 941.00 ,
4720190,MODERATE SEDAT ADD 15MIN , 205.00 ,
4720192,MOD SEDAT ADD 15M OTH MD , 297.00 ,
4720193,BIOFEEDBACK BEHAVIOR HLTH, 418.00 ,
4720194,INJ TX/DX/PROPH SUBQ/IM  , 107.00 ,
4720195,PROLONGD SERVCE 1ST HR   , 180.00 ,
4720196,ANALY NEUROSTIM CMPLX PRO, 665.00 ,
4720197,ANLY NEUROSTM SMPL REPROG, 356.00 ,
4720198,ANALY NEUROSTIM CMPLX PRO, 665.00 ,
4720201,SPN/BRN PUMP RFL/MAINT MD, 630.00 ,
4720202,INJ EPI CONT W CTH C/T W ," 1,243.00 ",
4720203,INJ EPI CONT W CTH L/S W ," 1,243.00 ",
4720204,INJ EPI CONT W CTH C/T WO, 994.00 ,
4720205,INJ EPI CONT W CTH L/S WO, 994.00 ,
4720206,INJ EPI/SUBAR C/T WO IMAG," 1,393.00 ",
4720208,MOD SEDAT =>5YRS 1ST 15M , 244.00 ,
4720209,MOD SED =>5Y 1ST 15 OTHMD, 297.00 ,
4720210,XR DISCOGRAPHY CERV/THOR ," 6,867.00 ",
4720211,XR DISKOGRM LUMBAR SPINE ," 9,563.00 ",
4720212,ASP ABSC/HEMA/CYST/BULLA , 426.00 ,
4720213,FAC JT/NRV C/T SNG INJ BI," 2,283.00 ",
4720214,REMOVE NEUROELECTRODE    ," 5,593.00 ",
4720215,REMOV NEUROELECTRDE LAMIN," 9,610.00 ",
4720216,REVISE NEUROELECTRODE    ," 20,518.00 ",
4720217,REV NEUROELECTRODE LAMIN ," 63,585.00 ",
4720218,FACET JT/NRV L/S SNG BIL ," 5,091.00 ",
4720219,INTRCSTL NRVS INJ MULT BI," 1,522.00 ",
4720220,DISKOGRM LUMB EA LVL INJ , 922.00 ,
4720221,SCIATC NERVE INJECT SGL  , 922.00 ,
4720222,FACET JT/NRV L/S 2ND BIL ," 5,807.00 ",
4720223,FACET JT/NRV L/S 3RD+ BIL," 6,335.00 ",
4720224,FAC JT/NRV C/T 2ND LVL BI," 4,645.00 ",
4720225,FACET JT/NRV C/T 3RD+ BI ," 5,067.00 ",
4720226,DISKOGRM CER/T EA LVL INJ, 925.00 ,
4720227,INJ EPI/SUBAR C/T W IMAG ," 1,813.00 ",
4720228,INJ EPI/SUBAR L/S W IMAG ," 1,813.00 ",
4720229,CARPAL TUNNEL TX INJ BI  ," 1,099.00 ",
4720230,CARPAL TUNNEL TX INJ LT  , 733.00 ,
4720231,CARPAL TUNNEL TX INJ RT  , 733.00 ,
4720232,INJECTION SPINAL HARDWARE, 941.00 ,
4720233,ARTHROGRM HIP WO ANES INJ, 452.00 ,
4720234,CHEMO INF EA ADD HR      , 276.00 ,
4720235,TEST PULMONARY STRESS    , 711.00 ,
4720236,XR EPIDUROGRAM FY        ," 1,208.00 ",
4720237,XR FLUORO < 1 HR FY      ," 1,585.00 ",
4720238,XR FLUOR NDL LOC SPINE FY," 1,232.00 ",
4720239,XR ARTHROGRAM HIP BIL FY ," 2,741.00 ",
4720240,XR ARTHROGRAM HIP LT FY  ," 2,741.00 ",
4720241,XR ARTHROGRAM HIP RT FY  ," 2,741.00 ",
4720242,XR ARTHROG SHOULDER LT FY," 1,779.00 ",
4720243,XR ARTHROGR SHOULD RT FY ," 1,779.00 ",
4720244,XR ARTHROGRM SHOULD BI FY," 1,779.00 ",
4720309,ARTHRO ASP MAJOR JT WO BI," 1,590.00 ",
4800009,ACUTE REHAB DEPARTMENT   , -   ,1
4810305,PT THERAPY GROUP 15      , 59.00 ,
4810313,PT THERAPY GROUP 30      , 118.00 ,
4810321,PT THERAPY GROUP 45      , 176.00 ,
4810339,PT THERAPY GROUP 60      , 235.00 ,
4810354,PT TRN SLF CARE/HME EA 15, 120.00 ,
4810362,PT THERAPY MANUAL EA 15  , 130.00 ,
4810370,PT MGT/TRN ORTHO INI EA15, 130.00 ,
4810388,PT THR ACTIVITY EA 15    , 120.00 ,
4810396,PT TRN/REINT CM/WRK EA 15, 120.00 ,
4810412,PT EXERCISE THR EA 15    , 120.00 ,
4810420,PT TRAINING GAIT EA 15   , 120.00 ,
4810438,PT MASSAGE EA 15         , 120.00 ,
4810446,PT RE-ED NEUROMSCL EA 15 , 120.00 ,
4810453,PT MNGMT WHEELCHAIR EA 15, 120.00 ,
4810454,PT CK ORTH/PROS SEQ EA15 , 105.00 ,
4810455,PT DVL COGNIT SKILLS EA15, 150.00 ,
4810461,PT TRAIN PROSTH INI EA 15, 151.00 ,
4810479,PT E-STIM ATTEND EA 15   , 153.00 ,
4810487,PT ULTRASOUND EA 15      , 192.00 ,
4810552,PT MMT BODY W HANDS      , 101.00 ,
4810560,PT APPLY NEUROSTIMULATOR , 169.00 ,
4810578,PT TEST PERF PHYSCL EA 15, 65.00 ,
4810586,PT TRACTION MECHANICAL   , 65.00 ,
4810594,PT CONTRAST BATH EA 15   , 96.00 ,
4810610,PT TECH SENSORY EA 15    , 96.00 ,
4810644,PT ASMT ASSISTIVE TECH 15, 114.00 ,
4810651,PT SCREENING DEVLOPMENTAL, 255.00 ,
4810669,PT TESTING DEVELOPMENTAL , 468.00 ,
4810677,PT WND VAC DME <=50CM 15 , 253.00 ,
4810685,PT WND VAC DME <=50CM 30 , 253.00 ,
4810693,PT WND VAC DME >50CM 15  , 466.00 ,
4810701,PT WND VAC DME >50CM 30  , 466.00 ,
4810727,PT APPLY SPLINT LONG ARM , 187.00 ,
4810735,PT APP SPLNT SHRT ARM STC, 134.00 ,
4810743,PT APP SPLNT SHRT ARM DYN, 164.00 ,
4810768,PT STRAPPING SHOULDER    , 141.00 ,
4810776,PT STRAP ELBOW OR WRIST  , 116.00 ,
4810784,PT STRAPPING HIP         , 139.00 ,
4810792,PT STRAPPING KNEE        , 119.00 ,
4810800,PT STRAP ANKLE &/OR FOOT , 111.00 ,
4810818,PT STRAPPING TOES        , 102.00 ,
4810826,PT STRAPPING UNNA BOOT   , 126.00 ,
4813036,PT NON-CPT CLNT SRV 15 NC, -   ,1
4813044,PT NON-CPT INSTRUCT 15 NC, -   ,1
4814109,OT THERAPY GROUP 15      , 58.00 ,
4814117,OT THERAPY GROUP 30      , 118.00 ,
4814125,OT THERAPY GROUP 45      , 176.00 ,
4814133,OT THERAPY GROUP 60      , 235.00 ,
4814141,OT TRN/REINT CM/WRK EA 15, 110.00 ,
4814166,OT TRN SLF CARE/HME EA 15, 150.00 ,
4814174,OT EXERCISE THR EA 15    , 153.00 ,
4814182,OT THR ACTIVITY EA 15    , 153.00 ,
4814190,OT MGT/TRN ORTHO INI EA15, 164.00 ,
4814208,OT TECH SENSORY EA 15    , 164.00 ,
4814216,OT CONTRAST BATH EA 15   , 192.00 ,
4814224,OT ASMT ASSISTIVE TECH 15, 114.00 ,
4814232,OT TRAINING GAIT EA 15   , 120.00 ,
4814240,OT RE-ED NEUROMSCL EA 15 , 130.00 ,
4814265,OT TRAIN PROSTH INI EA 15, 96.00 ,
4814273,OT MNGMT WHEELCHAIR EA 15, 96.00 ,
4814281,OT APPLY SPLINT LONG ARM , 187.00 ,
4814299,OT APP SPLNT SHRT ARM STC, 134.00 ,
4814307,OT APP SPLNT SHRT ARM DYN, 164.00 ,
4814308,OT CK ORTH/PROS SEQ EA15 , 105.00 ,
4814309,OT DVL COGNIT SKILLS EA15, 150.00 ,
4814315,OT APP SPLINT FINGER STC , 88.00 ,
4814323,OT APP SPLINT FINGER DYN , 102.00 ,
4814331,OT STRAPPING SHOULDER    , 142.00 ,
4814349,OT THERAPY MANUAL EA 15  , 125.00 ,
4816062,ST EVAL SWALLOWING 15    , 299.00 ,
4816070,ST EVAL SWALLOWING 30    , 358.00 ,
4816088,ST EVAL SWALLOWING 45    , 430.00 ,
4816096,ST EVAL SWALLOWING 60    , 507.00 ,
4816104,ST EVL FLUORO SWAL VID 30, 548.00 ,
4816112,ST EVL FLUORO SWAL VID 45, 655.00 ,
4816120,ST EVL FLUORO SWAL VID 60, 774.00 ,
4816138,ST EVL FLUORO SWAL VID 75, 869.00 ,
4816146,ST EVL FLUORO SWAL VID 90, 989.00 ,
4816161,ST EVL COMM DVC NONSP 1HR, 686.00 ,
4816179,ST EVAL DVC COMM INI 60  , 686.00 ,
4816187,ST EVAL DVC COMM ADD 30  , 343.00 ,
4816195,ST TREATMENT GROUP 15    , 95.00 ,
4816203,ST TREATMENT GROUP 30    , 190.00 ,
4816211,ST TREATMENT GROUP 45    , 278.00 ,
4816229,ST TREATMENT GROUP 60    , 373.00 ,
4816237,ST TREATMENT SPEECH 15   , 158.00 ,
4816245,ST TREATMENT SPEECH 30   , 316.00 ,
4816252,ST TREATMENT SPEECH 45   , 474.00 ,
4816260,ST TREATMENT SPEECH 60   , 632.00 ,
4816278,ST TREATMENT SWALLOW 15  , 136.00 ,
4816286,ST TREATMENT SWALLOW 30  , 279.00 ,
4816294,ST TREATMENT SWALLOW 45  , 415.00 ,
4816302,ST TREATMENT SWALLOW 60  , 559.00 ,
4816310,ST PRG/MOD DEV NON-SPEECH, 522.00 ,
4816328,ST TESTING DEVELOPMENTAL , 382.00 ,
4816344,ST ASSESS APHASIA PER HR , 382.00 ,
4816351,ST PROG/MOD DEV SPEECH 15, 258.00 ,
4816352,ST DVL COGNIT SKILLS EA15, 150.00 ,
4816369,ST PROG/MOD DEV SPEECH 30, 337.00 ,
4816377,ST SCREENING DEVLOPMENTAL, 255.00 ,
4816385,ST TEST NEUROBEHAVL EA HR, 373.00 ,
4816393,ST TRN SLF CARE/HME EA 15, 104.00 ,
4816401,ST TRN/REINT CM/WRK EA 15, 92.00 ,
4816419,ST TREATMENT GROUP 75    , 461.00 ,
4816427,ST TREATMENT GROUP 90    , 556.00 ,
4816435,ST TREATMENT SPEECH 90   , 948.00 ,
4820999,MISC SPLY SPRT MED SHOP  , -   ,1
4821294,PT ATTEN CURRENT CH      , 0.01 ,
4821302,PT ATTEN CURRENT CI      , 0.01 ,
4821310,PT ATTEN CURRENT CJ      , 0.01 ,
4821328,PT ATTEN CURRENT CK      , 0.01 ,
4821336,PT ATTEN CURRENT CL      , 0.01 ,
4821344,PT ATTEN CURRENT CM      , 0.01 ,
4821351,PT ATTEN CURRENT CN      , 0.01 ,
4821369,PT ATTEN D/C STATUS CH   , 0.01 ,
4821377,PT ATTEN D/C STATUS CI   , 0.01 ,
4821385,PT ATTEN D/C STATUS CJ   , 0.01 ,
4821393,PT ATTEN D/C STATUS CK   , 0.01 ,
4821401,PT ATTEN D/C STATUS CL   , 0.01 ,
4821419,PT ATTEN D/C STATUS CM   , 0.01 ,
4821427,PT ATTEN D/C STATUS CN   , 0.01 ,
4821435,PT ATTEN GOAL STATUS CH  , 0.01 ,
4821443,PT ATTEN GOAL STATUS CI  , 0.01 ,
4821450,PT ATTEN GOAL STATUS CJ  , 0.01 ,
4821468,PT ATTEN GOAL STATUS CK  , 0.01 ,
4821476,PT ATTEN GOAL STATUS CL  , 0.01 ,
4821484,PT ATTEN GOAL STATUS CM  , 0.01 ,
4821492,PT ATTEN GOAL STATUS CN  , 0.01 ,
4821500,PT BODY POS CURRENT CH   , 0.01 ,
4821518,PT BODY POS CURRENT CI   , 0.01 ,
4821526,PT BODY POS CURRENT CJ   , 0.01 ,
4821534,PT BODY POS CURRENT CK   , 0.01 ,
4821542,PT BODY POS CURRENT CL   , 0.01 ,
4821559,PT BODY POS CURRENT CM   , 0.01 ,
4821567,PT BODY POS CURRENT CN   , 0.01 ,
4821575,PT BODY POS D/C STATUS CH, 0.01 ,
4821583,PT BODY POS D/C STATUS CI, 0.01 ,
4821591,PT BODY POS D/C STATUS CJ, 0.01 ,
4821609,PT BODY POS D/C STATUS CK, 0.01 ,
4821617,PT BODY POS D/C STATUS CL, 0.01 ,
4821625,PT BODY POS D/C STATUS CM, 0.01 ,
4821633,PT BODY POS D/C STATUS CN, 0.01 ,
4821641,PT BODY POS GOAL CH      , 0.01 ,
4821658,PT BODY POS GOAL CI      , 0.01 ,
4821666,PT BODY POS GOAL CJ      , 0.01 ,
4821674,PT BODY POS GOAL CK      , 0.01 ,
4821682,PT BODY POS GOAL CL      , 0.01 ,
4821690,PT BODY POS GOAL CM      , 0.01 ,
4821708,PT BODY POS GOAL CN      , 0.01 ,
4821716,PT CARRY CURRENT CH      , 0.01 ,
4821724,PT CARRY CURRENT CI      , 0.01 ,
4821732,PT CARRY CURRENT CJ      , 0.01 ,
4821740,PT CARRY CURRENT CK      , 0.01 ,
4821757,PT CARRY CURRENT CL      , 0.01 ,
4821765,PT CARRY CURRENT CM      , 0.01 ,
4821773,PT CARRY CURRENT CN      , 0.01 ,
4821781,PT CARRY D/C STATUS CH   , 0.01 ,
4821799,PT CARRY D/C STATUS CI   , 0.01 ,
4821807,PT CARRY D/C STATUS CJ   , 0.01 ,
4821815,PT CARRY D/C STATUS CK   , 0.01 ,
4821823,PT CARRY D/C STATUS CL   , 0.01 ,
4821831,PT CARRY D/C STATUS CM   , 0.01 ,
4821849,PT CARRY D/C STATUS CN   , 0.01 ,
4821856,PT CARRY GOAL STATUS CH  , 0.01 ,
4821864,PT CARRY GOAL STATUS CI  , 0.01 ,
4821872,PT CARRY GOAL STATUS CJ  , 0.01 ,
4821880,PT CARRY GOAL STATUS CK  , 0.01 ,
4821898,PT CARRY GOAL STATUS CL  , 0.01 ,
4821906,PT CARRY GOAL STATUS CM  , 0.01 ,
4821914,PT CARRY GOAL STATUS CN  , 0.01 ,
4821922,PT MEMORY CURRENT CH     , 0.01 ,
4821930,PT MEMORY CURRENT CI     , 0.01 ,
4821948,PT MEMORY CURRENT CJ     , 0.01 ,
4821955,PT MEMORY CURRENT CK     , 0.01 ,
4821963,PT MEMORY CURRENT CL     , 0.01 ,
4821971,PT MEMORY CURRENT CM     , 0.01 ,
4821989,PT MEMORY CURRENT CN     , 0.01 ,
4821997,PT MEMORY D/C STATUS CH  , 0.01 ,
4822003,PT MEMORY D/C STATUS CI  , 0.01 ,
4822011,PT MEMORY D/C STATUS CJ  , 0.01 ,
4822029,PT MEMORY D/C STATUS CK  , 0.01 ,
4822037,PT MEMORY D/C STATUS CL  , 0.01 ,
4822045,PT MEMORY D/C STATUS CM  , 0.01 ,
4822052,PT MEMORY D/C STATUS CN  , 0.01 ,
4822060,PT MEMORY GOAL STATUS CH , 0.01 ,
4822078,PT MEMORY GOAL STATUS CI , 0.01 ,
4822086,PT MEMORY GOAL STATUS CJ , 0.01 ,
4822094,PT MEMORY GOAL STATUS CK , 0.01 ,
4822102,PT MEMORY GOAL STATUS CL , 0.01 ,
4822110,PT MEMORY GOAL STATUS CM , 0.01 ,
4822128,PT MEMORY GOAL STATUS CN , 0.01 ,
4822136,PT MOBILITY CURRENT CH   , 0.01 ,
4822144,PT MOBILITY CURRENT CI   , 0.01 ,
4822151,PT MOBILITY CURRENT CJ   , 0.01 ,
4822169,PT MOBILITY CURRENT CK   , 0.01 ,
4822177,PT MOBILITY CURRENT CL   , 0.01 ,
4822185,PT MOBILITY CURRENT CM   , 0.01 ,
4822193,PT MOBILITY CURRENT CN   , 0.01 ,
4822201,PT MOBILITY D/C STATUS CH, 0.01 ,
4822219,PT MOBILITY D/C STATUS CI, 0.01 ,
4822227,PT MOBILITY D/C STATUS CJ, 0.01 ,
4822235,PT MOBILITY D/C STATUS CK, 0.01 ,
4822243,PT MOBILITY D/C STATUS CL, 0.01 ,
4822250,PT MOBILITY D/C STATUS CM, 0.01 ,
4822268,PT MOBILITY D/C STATUS CN, 0.01 ,
4822276,PT MOBILITY GOAL CH      , 0.01 ,
4822284,PT MOBILITY GOAL CI      , 0.01 ,
4822292,PT MOBILITY GOAL CJ      , 0.01 ,
4822300,PT MOBILITY GOAL CK      , 0.01 ,
4822318,PT MOBILITY GOAL CL      , 0.01 ,
4822326,PT MOBILITY GOAL CM      , 0.01 ,
4822334,PT MOBILITY GOAL CN      , 0.01 ,
4822342,PT OTHER PT/OT CURRENT CH, 0.01 ,
4822359,PT OTHER PT/OT CURRENT CI, 0.01 ,
4822367,PT OTHER PT/OT CURRENT CJ, 0.01 ,
4822375,PT OTHER PT/OT CURRENT CK, 0.01 ,
4822383,PT OTHER PT/OT CURRENT CL, 0.01 ,
4822391,PT OTHER PT/OT CURRENT CM, 0.01 ,
4822409,PT OTHER PT/OT CURRENT CN, 0.01 ,
4822417,PT OTHER PT/OT D/C CH    , 0.01 ,
4822425,PT OTHER PT/OT D/C CI    , 0.01 ,
4822433,PT OTHER PT/OT D/C CJ    , 0.01 ,
4822441,PT OTHER PT/OT D/C CK    , 0.01 ,
4822458,PT OTHER PT/OT D/C CL    , 0.01 ,
4822466,PT OTHER PT/OT D/C CM    , 0.01 ,
4822474,PT OTHER PT/OT D/C CN    , 0.01 ,
4822482,PT OTHER PT/OT GOAL CH   , 0.01 ,
4822490,PT OTHER PT/OT GOAL CI   , 0.01 ,
4822508,PT OTHER PT/OT GOAL CJ   , 0.01 ,
4822516,PT OTHER PT/OT GOAL CK   , 0.01 ,
4822524,PT OTHER PT/OT GOAL CL   , 0.01 ,
4822532,PT OTHER PT/OT GOAL CM   , 0.01 ,
4822540,PT OTHER PT/OT GOAL CN   , 0.01 ,
4822557,PT SELF CARE CURRENT CH  , 0.01 ,
4822565,PT SELF CARE CURRENT CI  , 0.01 ,
4822573,PT SELF CARE CURRENT CJ  , 0.01 ,
4822581,PT SELF CARE CURRENT CK  , 0.01 ,
4822599,PT SELF CARE CURRENT CL  , 0.01 ,
4822607,PT SELF CARE CURRENT CM  , 0.01 ,
4822615,PT SELF CARE CURRENT CN  , 0.01 ,
4822623,PT SELF CARE D/C CH      , 0.01 ,
4822631,PT SELF CARE D/C CI      , 0.01 ,
4822649,PT SELF CARE D/C CJ      , 0.01 ,
4822656,PT SELF CARE D/C CK      , 0.01 ,
4822664,PT SELF CARE D/C CL      , 0.01 ,
4822672,PT SELF CARE D/C CM      , 0.01 ,
4822680,PT SELF CARE D/C CN      , 0.01 ,
4822698,PT SELF CARE GOAL CH     , 0.01 ,
4822706,PT SELF CARE GOAL CI     , 0.01 ,
4822714,PT SELF CARE GOAL CJ     , 0.01 ,
4822722,PT SELF CARE GOAL CK     , 0.01 ,
4822730,PT SELF CARE GOAL CL     , 0.01 ,
4822748,PT SELF CARE GOAL CM     , 0.01 ,
4822755,PT SELF CARE GOAL CN     , 0.01 ,
4822763,PT SUB PT/OT CURRENT CH  , 0.01 ,
4822771,PT SUB PT/OT CURRENT CI  , 0.01 ,
4822789,PT SUB PT/OT CURRENT CJ  , 0.01 ,
4822797,PT SUB PT/OT CURRENT CK  , 0.01 ,
4822805,PT SUB PT/OT CURRENT CL  , 0.01 ,
4822813,PT SUB PT/OT CURRENT CM  , 0.01 ,
4822821,PT SUB PT/OT CURRENT CN  , 0.01 ,
4822839,PT SUB PT/OT D/C CH      , 0.01 ,
4822847,PT SUB PT/OT D/C CI      , 0.01 ,
4822854,PT SUB PT/OT D/C CJ      , 0.01 ,
4822862,PT SUB PT/OT D/C CK      , 0.01 ,
4822870,PT SUB PT/OT D/C CL      , 0.01 ,
4822888,PT SUB PT/OT D/C CM      , 0.01 ,
4822896,PT SUB PT/OT D/C CN      , 0.01 ,
4822904,PT SUB PT/OT GOAL CH     , 0.01 ,
4822912,PT SUB PT/OT GOAL CI     , 0.01 ,
4822920,PT SUB PT/OT GOAL CJ     , 0.01 ,
4822938,PT SUB PT/OT GOAL CK     , 0.01 ,
4822946,PT SUB PT/OT GOAL CL     , 0.01 ,
4822953,PT SUB PT/OT GOAL CM     , 0.01 ,
4822961,PT SUB PT/OT GOAL CN     , 0.01 ,
4822979,OT ATTEN CURRENT CH      , 0.01 ,
4822987,OT ATTEN CURRENT CI      , 0.01 ,
4822995,OT ATTEN CURRENT CJ      , 0.01 ,
4823001,OT ATTEN CURRENT CK      , 0.01 ,
4823019,OT ATTEN CURRENT CL      , 0.01 ,
4823027,OT ATTEN CURRENT CM      , 0.01 ,
4823035,OT ATTEN CURRENT CN      , 0.01 ,
4823043,OT ATTEN D/C STATUS CH   , 0.01 ,
4823050,OT ATTEN D/C STATUS CI   , 0.01 ,
4823068,OT ATTEN D/C STATUS CJ   , 0.01 ,
4823076,OT ATTEN D/C STATUS CK   , 0.01 ,
4823084,OT ATTEN D/C STATUS CL   , 0.01 ,
4823092,OT ATTEN D/C STATUS CM   , 0.01 ,
4823100,OT ATTEN D/C STATUS CN   , 0.01 ,
4823118,OT ATTEN GOAL STATUS CH  , 0.01 ,
4823126,OT ATTEN GOAL STATUS CI  , 0.01 ,
4823134,OT ATTEN GOAL STATUS CJ  , 0.01 ,
4823142,OT ATTEN GOAL STATUS CK  , 0.01 ,
4823159,OT ATTEN GOAL STATUS CL  , 0.01 ,
4823167,OT ATTEN GOAL STATUS CM  , 0.01 ,
4823175,OT ATTEN GOAL STATUS CN  , 0.01 ,
4823183,OT BODY POS CURRENT CH   , 0.01 ,
4823191,OT BODY POS CURRENT CI   , 0.01 ,
4823209,OT BODY POS CURRENT CJ   , 0.01 ,
4823217,OT BODY POS CURRENT CK   , 0.01 ,
4823225,OT BODY POS CURRENT CL   , 0.01 ,
4823233,OT BODY POS CURRENT CM   , 0.01 ,
4823241,OT BODY POS CURRENT CN   , 0.01 ,
